sector_source,A01,A02,A03,B05,B06,B07,B08,B09,C10T12,C13T15,C16,C17_18,C19,C20,C21,C22,C23,C24A,C24B,C25,C26,C27,C28,C29,C301,C302T309,C31T33,D,E,F,G,H49,H50,H51,H52,H53,I,J58T60,J61,J62_63,K,L,M,N,O,P,Q,R,S,T
G,0.13698577885614988,0.08677101873981052,0.11180568894785103,0.05795541010553316,0.06240538323190776,0.07169996984996677,0.07443427886087015,0.04733777318146784,0.15256392324819154,0.12810749035404878,0.1190279100019136,0.11878305503817205,0.05906961085364544,0.13465795761929888,0.18791614365627965,0.14320980706086842,0.09276283065844768,0.08128804545898018,0.051725025080344794,0.10307731920440964,0.13999568371089283,0.10323283098345043,0.12332604348882414,0.1432193252339877,0.10864633870962116,0.12881485724191738,0.1413736235476613,0.04228639311106755,0.06820270015376997,0.09352962158989381,0.12088202729944397,0.13935550656749474,0.06786624930202333,0.10229175208459941,0.054078232438242314,0.0503497371019601,0.13292858278473588,0.07886469825205664,0.05451497631752743,0.04926593959749678,0.01965349877044861,0.029653653868568112,0.04844228114194324,0.0854515710414318,0.06615035878599552,0.06919523039209907,0.132815680285639,0.0675271295872765,0.08189677692675308,0.0
H49,0.022801223282866906,0.05452026085445402,0.020151157938085595,0.1084750026522314,0.046743017363662855,0.056110766052703744,0.09560425887276976,0.04050518214766999,0.028753272850197742,0.017513763006804232,0.04914660963524414,0.034627060138494814,0.02829179240128747,0.027659527188064834,0.022097843042176567,0.02669091044186823,0.06462789940314949,0.03575180971475605,0.025348913028988604,0.029753286069927748,0.01903475347676476,0.02515467082312201,0.02625762601352386,0.022804483237554754,0.015575219298229902,0.025808554881496373,0.032945493923804435,0.023080657381539995,0.034087663247219784,0.028952355618890303,0.05880260936068724,0.1403346911001395,0.014607178247748766,0.014624385007762397,0.09383705826174499,0.11458941463134775,0.01781868784119415,0.02035298019917874,0.010454714213656553,0.008668822398602468,0.009690273625942387,0.007414733626697409,0.017378057848768,0.02266161219335847,0.02479585657215273,0.03357208700320349,0.023182650826293862,0.015287534224263774,0.02549891340668983,0.0
H50,0.003132763456649609,0.0183831421006856,0.0160443509744245,0.008171051777091641,0.01887743244187808,0.007251003948876903,0.01955883582182784,0.0035959902360206217,0.00411350181313099,0.0036821165574360314,0.007144519936089969,0.0051707646669088,0.011004521137001148,0.005503261129498887,0.004066096229933796,0.004332307300561684,0.007251365466061813,0.007237098346359637,0.006826316666329605,0.004858968582785253,0.007131585607325782,0.006169006750486651,0.004754553718932747,0.003262481927151563,0.004624703634952472,0.004440002034877543,0.006081362695937343,0.00466231812944015,0.0020755263325319124,0.004095852142627864,0.015152938309836016,0.014522716774214893,0.38689142429480067,0.003920152202567673,0.05685576653857039,0.005503076272528224,0.0024157404246386203,0.002111572062939533,0.0016502806175199586,0.0019925969888352907,0.0007282475401509967,0.0006091183358818827,0.002749128263147728,0.00475506497309613,0.003158032585093727,0.0018360123238767036,0.0021029599119320036,0.0023626056626035574,0.002397360149299735,0.0
H51,0.0025459618721546304,0.006602763060771574,0.0031623104822458776,0.002414799187233412,0.017211398163814545,0.003281287819294927,0.005346703217596335,0.0031080595152370607,0.002706146067347739,0.002375076573151437,0.004962840920994013,0.003259632011015122,0.0035519002269642835,0.0027626028701845883,0.00391842455453957,0.00292380749280502,0.0034245278840708067,0.0017991799911496122,0.002416391765567398,0.0020612813119752476,0.003751629685579778,0.004232811445929435,0.0034432708924805695,0.002228440111089667,0.0022596950775961703,0.0033124702998941617,0.004244408087712897,0.0022037140597928073,0.002780788516330019,0.0032928223720437803,0.008758074286333666,0.0035637638104414923,0.003272586068260306,0.10920290123062489,0.02583940351204234,0.03725812612239406,0.0032248021611176103,0.005022580760849279,0.004389405268661544,0.0060905798302447476,0.0086988259894019,0.002787209158542808,0.00856447828455903,0.020102463508027597,0.011895562555955625,0.007927726919876267,0.004959939064247275,0.0065245885244884306,0.007341038501814099,0.0
H52,0.006338029228864337,0.013912169920524553,0.011699838048064248,0.024595727695913835,0.014181025584578764,0.01475062161462469,0.016401203321346456,0.014341206965395594,0.010507735686366792,0.004851333159443075,0.01549176271046362,0.012098978702337528,0.011738306623835898,0.00874597594486622,0.008558651785522396,0.0075853091799295115,0.012349641112570612,0.008346054780078186,0.006836692519707332,0.008903458998764642,0.005279293019391126,0.007896236286763095,0.008724314035728278,0.010934606407130362,0.006100707203256627,0.009198247632941895,0.011655245412229814,0.007352515334429468,0.012989997432803702,0.007469236459972486,0.05642101008232512,0.08830754633840592,0.13890875052145582,0.14840083045278932,0.25072358534663247,0.04683515399749857,0.006797365257994066,0.006426908711840013,0.0070769275399435,0.005740808608010189,0.0036239247153598444,0.002587003341608279,0.008039080116906046,0.012750690639848104,0.011285141525959925,0.004748273471772069,0.004251242240771494,0.0076255692555923845,0.007757970675677135,0.0
H53,0.0008118210185700391,0.0010045179364894135,0.0006570632282510216,0.002149340781512907,0.0012926223703109063,0.0009202668725968242,0.0012720331651520755,0.0013241068427548288,0.0006371348393506903,0.0007984565044342321,0.0012565027982307311,0.0017860304840707588,0.00034075773621297206,0.0007427440932943497,0.0013208192168101779,0.0008317394301434773,0.000837701596761596,0.0002977896318394945,0.00031187758088473464,0.0009062834197240942,0.0006442316729176576,0.0010648310969312905,0.001495557045280568,0.0008234792326686833,0.0007334349769884303,0.0008281109377930067,0.0019124682349245898,0.001743479772893506,0.002526084183749014,0.0009018370278816698,0.014465043148290654,0.0029139685367698944,0.0008776016409500931,0.0015622875301509168,0.008375203938351419,0.34980069044600826,0.00348285638060745,0.010327504279782802,0.012269363363747517,0.004811770738721067,0.01968600449832047,0.004046622455019537,0.009752737703848508,0.007225604999988996,0.016406887477303116,0.00849513366850759,0.005712921309146343,0.006081318414488069,0.01235980559903039,0.0
I,0.0012998755615353458,0.005382632471525997,0.002801386445611148,0.00963603846993492,0.007163308309107951,0.016253955257678507,0.010607982831060894,0.004490955957087589,0.0025711940856177977,0.0038744834665420777,0.004028709738565803,0.004378430115060559,0.0014508115664131239,0.0051218015865706484,0.005285268483829478,0.005542437666094446,0.0047304741830874845,0.0027113637868555873,0.002610488805073977,0.005651824493129713,0.00447912234196604,0.007210686566946057,0.0061582095767007865,0.002315620627849781,0.0050731518558648995,0.003935756873427918,0.006133700947227915,0.0038735318857776044,0.011076938018931828,0.00728516436558788,0.01651937946927309,0.015895933626034,0.009873375987436104,0.02434812845791025,0.017553257698920553,0.012732214909981164,0.017548163548641887,0.014910788855460705,0.009352912310394966,0.019296188027850034,0.01834019742089883,0.0069505581762329734,0.027923484249222207,0.03644699507380354,0.02884765404221436,0.040586240034406904,0.02356299914684851,0.0384502332932041,0.03424606537935401,0.0
J58T60,0.0007177503273235811,0.0008666866587175145,0.000369327061839778,0.0005262790914606056,0.0023056280160712473,0.0012982737361854084,0.0010233451118597406,0.001218524820867305,0.0022518347871715544,0.0007456674838167373,0.001770293733849644,0.0037406668012060513,0.0005423527781090955,0.001837780610844745,0.004568564969715778,0.001442691796148414,0.0009490677632020459,0.0006177613751062963,0.0007171760423350207,0.0012986164956718656,0.0015125087581006585,0.0018283718833886078,0.0015415498362945526,0.0014996086351756251,0.0016926143902244914,0.003044765356758078,0.002713716680388402,0.001186743643771324,0.0024143626839191893,0.0013417833294011483,0.010448989356144092,0.002527560811636458,0.0019430977627350027,0.0027996156951340984,0.0034714063778415166,0.00557189343209778,0.008338347671292549,0.3091393119334865,0.04336105719343281,0.03033332231943278,0.00901915007605923,0.0073549299537711285,0.04629462524028395,0.011575133946331456,0.013901970297126729,0.03808269357340801,0.008025947634527868,0.039037094752000664,0.02166939341038279,0.0
J61,0.0012031975482176224,0.002977284252000323,0.0028520982895048667,0.008833568751212235,0.009272319177128336,0.003185598745682706,0.005028453755256359,0.003995605189816221,0.0014445195988805383,0.002296034925576872,0.0029076461156272533,0.0038148290352998386,0.0008875218973326946,0.001670647022964726,0.004716187301614194,0.0022642565620618737,0.0025945037160090977,0.0009546787501134475,0.0012997753776896443,0.0029750773864264165,0.003243253108820884,0.003647358392722899,0.004442773127696007,0.002811298808143518,0.002099230540922122,0.00290756934468433,0.00511760968397816,0.0030730416421865634,0.005958261697990063,0.004752194214389458,0.018401624135926907,0.0087343075619129,0.00394083528525048,0.0049282983535455654,0.01029945318524893,0.0184310762814673,0.009680806293298793,0.02225353714588572,0.2777317796839383,0.030533064256912462,0.02402080494035806,0.012077413929295275,0.020660697642888835,0.020396467962158844,0.029776616441643117,0.016806425999133963,0.01326915372642405,0.017203419201142555,0.022855894806889827,0.0
J62_63,0.0016980322735520637,0.0027872169241616343,0.001538499796790802,0.0044775073595123855,0.011970550831733226,0.0038335951077088123,0.006429784461837296,0.006133831107519396,0.005463027765319762,0.0023704042386387286,0.00475936749096882,0.007979386712926206,0.002353915779423831,0.005302610229673234,0.01420615178417776,0.005367755927221287,0.004448596423574303,0.002408999273569154,0.0028301615095963624,0.005714793490036435,0.006766056727633869,0.0077278884144271675,0.007492880783435414,0.0054006489976574515,0.0055308536182007385,0.008933853913149756,0.010212813536923469,0.011374725936766075,0.016368065345791515,0.006345437722321077,0.03660720300360292,0.01056551199501762,0.009001784681481079,0.012470342198926699,0.02512623084747298,0.034913753847062114,0.01262313520722623,0.056930911794105865,0.0881622536518142,0.35278200719998365,0.06917219196950875,0.02390547998476465,0.056148397976892285,0.052908450576035444,0.056990705951310526,0.04310117554343196,0.026475723000374204,0.035240186922111255,0.03240995262773751,0.0
K,0.02347772538548623,0.02289581119890679,0.021068992931214076,0.03728757571049958,0.07631277954578401,0.044188436661633815,0.03194445973065679,0.05245886911212662,0.01797545772660056,0.015068645577914083,0.01894731566907001,0.02859562439680105,0.01492313337378722,0.019750403012964976,0.026918512140703947,0.02159453213824533,0.0250314088700687,0.012518514962792963,0.01590967059348141,0.02135619806362825,0.01718943337868604,0.024754556710256736,0.022222464004322547,0.014072606043106048,0.016431651588280062,0.024120937543502773,0.030270291039052037,0.032752142530625965,0.04292023509690978,0.026213542190251283,0.07627515702721106,0.05525153670880362,0.02664814448604584,0.04479082630137048,0.04798236746857287,0.039009884519956815,0.032317895530201264,0.029871134684234732,0.046240082557369444,0.044730110782464555,0.47811171738217784,0.27102038080456103,0.06483067961243422,0.07584617259415002,0.07190104833762395,0.048094380843555745,0.02859576967648062,0.05076289272695062,0.062397632721253926,0.0
L,0.0016169737481655933,0.005091607054138419,0.0015853721213648282,0.0063577895415060336,0.014620251017926116,0.004127796718579551,0.007431910786493558,0.007800164944809758,0.005167515976928112,0.0042665549500387695,0.006410107767353219,0.00835248419026578,0.002170881732291689,0.0034050711975004457,0.007255069136515926,0.0054085049785867175,0.004999718551046036,0.0022448911044098446,0.0028781954995947363,0.008739669941618733,0.004025677697943816,0.005850129655723472,0.006193355624813286,0.005067275968618923,0.007867243323005204,0.005906459621581957,0.013400249667424407,0.005585810980047075,0.01099074539720411,0.010736860187186427,0.10003625745909284,0.017074570185329974,0.007993883469743475,0.008878199047558323,0.04987470363419166,0.03312678828319186,0.07968991742541331,0.0361552921108737,0.048253804331200426,0.04878290520024747,0.04520645574504483,0.1340548846949011,0.04828679253714032,0.05374508040509752,0.04619668914107164,0.06269620507195739,0.04800696809566223,0.06126765386869595,0.06388494455991223,0.0
M,0.017214252567144074,0.009589463275943608,0.006709362451621311,0.03603108436930071,0.06422840227194981,0.03450941380090839,0.03488458402261751,0.07594417806767385,0.02739370599629829,0.011434288601737534,0.015919987650922784,0.025621621487820583,0.009612483492522587,0.023397118662946036,0.05600256282930052,0.024556076200175563,0.023385917947007392,0.01055503506580658,0.009419206414023995,0.025242282879691113,0.028364274671393686,0.0268009144361559,0.02848001342743151,0.03108921503024949,0.027351293103336987,0.035785180606747125,0.035936676267738325,0.0369939158027053,0.04546169726275163,0.05704916543873191,0.11357915272439424,0.02929066414680209,0.019759669096936574,0.025929984191411373,0.06404460681802134,0.037944554190542004,0.053012568485526546,0.1184154038884377,0.10663482027173334,0.1308582919030901,0.1281892252184346,0.12687246348074135,0.3354190726696138,0.13643816358837751,0.12646734146953464,0.09895440872275775,0.06595995278735768,0.10687612213616396,0.10335284104813194,0.0
N,0.008824488683629799,0.014645472064142392,0.006732106899385328,0.035422301548700456,0.06610518229882657,0.03329086464129595,0.037464134310100296,0.04667460388415341,0.014306051806120781,0.00758270517931755,0.012694163254478094,0.019814320848225913,0.005442717292719476,0.01269875149759415,0.03532842511792827,0.016672118802500403,0.017540747869868405,0.005649491201528083,0.006562857073147984,0.017338466511218547,0.013151389179217347,0.017327049314064098,0.02107188525244632,0.017501489617647734,0.018719068980101877,0.026451438025927733,0.02800299212654074,0.022075869962683178,0.052606698473706276,0.02777991979410494,0.06800920377823517,0.04699447300151951,0.04863446274685545,0.06495353397273744,0.08337497470075295,0.06976930028147632,0.04076464610811306,0.07669421421797232,0.08372592189597546,0.10574005491042815,0.06689962721572305,0.0728680014298834,0.08764874705523679,0.24290133984124931,0.09022429010235038,0.10531273344653846,0.0622548633105181,0.0889510882827045,0.06091545292292377,0.0
O,0.003232538620973325,0.0057739533861764485,0.0009707440679483714,0.0029956120771274784,0.007748023543836452,0.0036138771585144808,0.003702648864873866,0.006819673524092608,0.0035763622921920497,0.0012524365562682396,0.005508832270792997,0.005445255471863737,0.0015372736190428261,0.0026582558040093886,0.004906542377795856,0.0028492041729661186,0.002395576320603467,0.002552935160133638,0.0031229125082652812,0.0036702530691783593,0.0008690354394462032,0.0019271543289795144,0.0024698279995702638,0.002819496270510953,0.0022807672677766394,0.0036772448770762563,0.003453699558529219,0.007622790161418065,0.023712392443234167,0.005003211360829699,0.013859888801789264,0.012957524573310085,0.0038293792583171775,0.004815302641118703,0.011040585954183215,0.007633997187842147,0.009651328780418213,0.008321508466531673,0.012674821614643082,0.0065812095770836085,0.012465063940763174,0.025583203871169295,0.011793118576395529,0.01183830063519512,0.04934698917797425,0.01911428203262613,0.02050987318539036,0.019375049319573713,0.014393413766456507,0.0
P,0.00038598283789926586,0.0008506201248325699,0.00036539021413743727,0.00031513148771209674,0.001540814529071049,0.0010771790278478108,0.0011047752646006154,0.001079052031093013,0.0005359947983885067,0.0003024811572067011,0.00048180501070194007,0.0007196218665460343,0.0004907783855072907,0.0005345108952456828,0.0018650377529006365,0.000524773300653425,0.0005758487245289095,0.00041998166810223206,0.0005330567485302018,0.0007463493281262894,0.0006358272282556576,0.0010898296106629155,0.0009234583370013773,0.0005422694561163091,0.0008894251503020892,0.0014066284428905329,0.0012374735261344951,0.0009990439843253693,0.002117369518393073,0.0009301266842608542,0.0024783392323073157,0.0017580247174023452,0.0014950005578808925,0.0035880563580941824,0.002999344040231892,0.0018281840822735292,0.00149686694558546,0.002749923872356811,0.005830999212115189,0.007897566311712748,0.005239707568987236,0.002538397375706408,0.0069314371985243406,0.00657055384134778,0.014043027571037668,0.05541524594639654,0.005198893924303973,0.0060827025313511035,0.005503900419160366,0.0
Q,0.0002682574165489789,0.0006470042104540385,0.0003420570150341729,0.0007080052201690962,0.0006785383179111898,0.0003699520462325381,0.0002287126210479453,0.00048355177596983725,0.00046785201675649256,0.00019424791523997564,0.00032599696582370145,0.0004909584642489016,0.00015964265811450597,0.00036514474194222166,0.0014190286436551538,0.0005294948873677842,0.0005922671749575164,0.0001668983235879528,0.00023303374600771914,0.0007586852372828651,0.0007561571008130547,0.0005164997294021483,0.0004470560050610408,0.00034448624318800773,0.0005633254701744718,0.00042082991049357854,0.0008078690609954264,0.00039673798690069434,0.0013522146180868712,0.0004849977932652888,0.0015949077839686626,0.001218186909967413,0.00031885254293230925,0.0006088627258354819,0.001119315151372745,0.0011477864559390402,0.0013538894919759021,0.0012589631500433075,0.0008545570141292364,0.0014624670644381224,0.0019455274996701744,0.000783610385632616,0.002094717147300129,0.0017735754777705416,0.01149917393745112,0.005057504627187256,0.14043039342738065,0.0028109500885055653,0.004811467850886837,0.0
R,0.00028259240223510196,0.0008166863139133815,0.00033901012440264237,0.0006614358960960384,0.0005211195468685217,0.0006175696399075031,0.0006691105115257136,0.0004009848840308586,0.0007519960941838389,0.00033568345216656155,0.00045586625411136,0.0007597808151334204,0.0001745343558161132,0.00045050792757056067,0.0006561439954437661,0.0005666864379952641,0.0005092284702705173,0.0002038281537637078,0.0002653283728341433,0.0006976335610161074,0.0003120723260721172,0.00044276863615038114,0.0006266449312757656,0.0005683568006011259,0.0009311098101279066,0.0006938466830347862,0.001392878256597634,0.0005515327380256809,0.002437348243404476,0.0007077813812709523,0.003287807234197995,0.0011421523882622169,0.0009215441894205691,0.0009631477223897663,0.001623025977933179,0.001471076869837854,0.004342109713178019,0.030653794199456637,0.002543433807151666,0.0026141146118120926,0.0021176716522095995,0.00219954422501207,0.006097975232333179,0.005317890170513506,0.008397329378789826,0.011478236114567657,0.0027556013522496573,0.17911821009303555,0.02634950484316366,0.0
S,0.0008789396685681146,0.002356174302736919,0.004685956943335291,0.005268132906476501,0.003104940967028612,0.005216592798671953,0.005142550944635341,0.0027494983015558506,0.0013522605353008072,0.002039371898132154,0.0021896584505637037,0.001888860781046602,0.0005635082888219573,0.0012879669454232327,0.0016767872999460197,0.0014012808677372028,0.002925867664310885,0.0011961344470780677,0.000929347954982591,0.002674997473402426,0.0019994740372058337,0.00164593951235605,0.0017025393212567348,0.0010631856042968577,0.0016165989334806718,0.0013781605678421169,0.002992750851600812,0.0013883611930641476,0.007366288739505849,0.0021748780353449157,0.006042098154886077,0.004879489196889683,0.0026046012674291303,0.0028061314472192186,0.005050259721751305,0.003924874588500972,0.010000226403970832,0.007634480759854697,0.0071092138735431454,0.009480388140594041,0.01105854067602889,0.004552917339506628,0.011120160076525646,0.009717983673789213,0.008221078762409718,0.011282546151436711,0.01897922356448147,0.015089309198166295,0.10597649778870723,0.0
T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
