,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,1.52558050740685e-06,1.4285446715060688e-06,2.121503061945622e-06,1.5616491869061314e-06,1.303370957936312e-06,1.3449709705587383e-06,1.4617661784897098e-06,1.232085604451211e-06,1.189399865730431e-06,1.4820888297309985e-06,2.6771272343297724e-06,1.4068261716775111e-06,1.5446754869269054e-06,1.4905234177797087e-06,1.411709128319648e-06,1.2955461413006523e-06,1.5022985832583995e-06,1.4009442147467767e-06,1.4497129954408513e-06,1.4582563400190586e-06,1.5022283476919361e-06,1.4683788637831411e-06,1.0781001452586859e-06,1.4269829083231468e-06,1.5345420872849772e-06,1.351847472133754e-06,1.417510786790235e-06,1.3728603940773692e-06,1.5298396726562367e-06,1.582282559776818e-06,1.2826647570339075e-06,5.884627626780014e-07,1.3939680260524112e-06,1.4774684744468478e-06,1.469428369691695e-06,0.0,1.4809772652088118e-05,1.4687470886460733e-06,1.5263576352686844e-06,1.4905234177797087e-06,1.4438724215635633e-06,1.3855919467813946e-06,1.4686098108479886e-06,1.4426225961507716e-06,1.4581548672148596e-06,1.8555981350495722e-06,1.5094995406826028e-06,1.4485705389828609e-06,8.443300303209563e-07,1.4395933648177836e-06,1.3484604171654109e-06,1.476042573115558e-06,1.3274579712264709e-06,1.3532957498571753e-06,1.4904667411043182e-06,1.5749219705961863e-06,1.2821907906914832e-06,1.4261986573224675e-06,1.409718350518784e-06,1.4688765819479903e-06,1.509403075292139e-06,1.4248344600973126e-06,1.4586672676842542e-06,1.3668130601281734e-06,3.9683224101789724e-07,1.325577982480577e-06,1.6396657726845378e-06,1.4097183505187836e-06,1.3322268692589825e-06,1.4467952816229084e-06,1.470189899943712e-06,1.4276717163664246e-06,1.4771617248605483e-06,1.4742789687205395e-06,1.4188672503775328e-06,1.3709939743520689e-06,1.4787554982306181e-06,1.4741902076921673e-06,1.4917097000241208e-06,1.2727077952199077e-06,1.4742789687205395e-06,1.1966350393948866e-06,1.5711368695264167e-06,1.4076562849339823e-06,1.4552497607994125e-06,1.4611082393766122e-06,1.3321868640423126e-06,1.4504476157124616e-06,1.1017598500906112e-06,1.544496351444597e-06,1.4273359771476834e-06,1.4810414540137714e-06,1.4707329283374524e-06,1.3006925695446728e-06,1.4718185389768684e-06,0.0,1.479657773822889e-06,1.3624304693945553e-06,1.5289062615113445e-06,1.3696058043454377e-06,1.4708745016843509e-06,1.4700793376750114e-06,1.4764805377312973e-06,1.484591070382893e-06,1.437984201890013e-06,1.3512566818442894e-06,1.4465825169266262e-06,1.3788354099402833e-06,1.1641695611090257e-06,1.4392219774801075e-06,1.36973724775221e-06,1.4814782053261358e-06,1.2955214860765008e-06,1.5235179378527693e-06,1.3139784998734583e-06,1.467085717017794e-06,1.4792413630776426e-06,1.577388899111597e-06,1.4687846448722415e-06,1.4264565538706443e-06,1.4652496788497858e-06,1.4069004599649947e-06,1.453505764582806e-06,1.3982699640777639e-06,1.5076148598473366e-06,0.0,1.4912006442663326e-06,1.391873179182737e-06,1.423024437453531e-06,1.4140976405297224e-06,1.478369010167592e-06,9.452507367601096e-07,1.340635894808835e-06,1.5214720767022787e-06,1.4687916380413938e-06,1.5053562054899788e-06,1.521988408929038e-06,1.3624780278430094e-06,1.4414991026000756e-06,1.3887338698097407e-06,1.4683214906630259e-06,1.3607121118923837e-06,1.4629320477296332e-06,1.4690989931712829e-06,7.729852163014893e-06,1.3627656528805155e-06,1.5837488123932215e-06,1.7284367165413598e-06,5.741133567243981e-06,1.4742788987077972e-06,1.55244494383863e-05,1.3543956117253295e-06,1.49925698157306e-06,1.4889584985700357e-06,1.4675437450424555e-06,1.4761879245566635e-06,1.4890556522015575e-06,1.4663951228320982e-06,1.4674280486348006e-06,1.475483010617423e-06,1.475922587424337e-06,1.4889584985700357e-06,1.4570288040405958e-06,1.4650299573198965e-06,1.4515167917726895e-06,1.473158227782085e-06,1.3349050619636327e-06,1.4720646380595971e-06,1.4808053382017395e-06,1.4722579660386955e-06,1.3922981160524868e-06,1.461808631963142e-06,1.3661366446824217e-06,1.1011583802554577e-06,1.2727077952199077e-06,1.4220353789544447e-06,1.4323673270668095e-06,1.3968225398484418e-06,1.4196610427850177e-06,1.5463503581932227e-06,1.3993892115979214e-06,1.3887130125032427e-06,1.400698955037952e-06,1.4764805377312973e-06,0.0,9.929923542875199e-06,1.5557933190794392e-06,2.725899464140349e-06,1.4263011039323443e-06,1.4218897656718506e-06,1.4547731689264276e-06,1.4465198859090219e-06,1.3615549909268815e-06,1.5093221885944809e-06,1.397255083862468e-06,1.4817520152615583e-06,1.430522330663642e-06,1.3716516425879894e-06,1.4220121617746987e-06,1.6093876239236107e-05,1.5796629484054399e-06,3.5704616473181386e-06,1.2229691820259971e-06,1.5861194580678562e-06,1.5198470493538363e-06,1.454580947853578e-06,1.4673246367023361e-06,1.338355912799041e-06,1.4833516718230371e-06,1.0035827967582671e-06,1.4703264953555156e-06,1.47076361172916e-06,1.2754949252042048e-06,1.327020668402957e-06,8.795985969496184e-07,1.470134354465354e-06,1.4662028731994383e-06,1.5105042300317888e-06,1.5178972300542891e-06,9.196335402382913e-07,1.4663951228320988e-06,1.1714815209324522e-06,1.5873444680138422e-06,7.678937783029535e-07,1.4663951228320982e-06,1.5005009113756857e-06,1.1760896571946589e-06,1.5713670531423186e-06,1.4689230052929304e-06,1.4723542629719624e-06,1.4425528002431252e-06,1.4833516718230371e-06,1.4600225992440316e-06,2.0267691909302576e-05,8.551129431070406e-06,1.3960981273469983e-05
Agricultural and forestry machinery,1.0644986543362278e-08,5.6046876445353624e-08,8.986524311078661e-07,6.0143366094719235e-09,2.024647362555288e-08,9.348644546119919e-09,3.347540111919106e-08,2.7290643454765747e-08,1.9603856064773908e-08,5.7771868311162067e-08,5.037729219845112e-08,9.470141390853042e-09,9.865586433370601e-09,4.5469567120101656e-08,6.831213631273592e-09,2.1851788216534362e-08,4.989706243388107e-06,1.221645800379721e-08,5.8853222124618375e-08,3.4997597481464685e-08,3.61828778859161e-08,9.993955443210562e-08,1.2470349152803029e-08,3.5918321619852885e-08,1.0473542622072679e-08,1.9728741852110537e-08,1.4121263556711939e-08,1.380302070260209e-08,1.3518336993748808e-08,6.112446057607347e-09,3.058794664190065e-08,3.6534059829827277e-08,1.0812094203032652e-08,5.096705040785733e-07,7.38789200674403e-08,0.0,1.1584577131587942e-05,1.2180560824100356e-07,1.2515762848989065e-08,4.5469567120101676e-08,1.2047451666258069e-08,1.7423305062025438e-08,2.945281964957509e-08,4.068033871769889e-08,2.400314907483588e-07,7.022528849373807e-07,1.0879838436183302e-06,2.7075954154847105e-08,2.86561166882889e-08,6.456404923370773e-07,1.2064972708368946e-08,2.741445961025591e-08,1.561704095300445e-08,1.7514447353794307e-08,4.5469567120101676e-08,1.3946835246404693e-08,1.1718345847730795e-08,1.1596459282780415e-08,9.9681161326034e-09,1.4508971038804714e-06,5.713495229464244e-08,1.9454695577280806e-08,2.7797355357479897e-08,3.96167036181079e-08,6.168353257058812e-08,9.64370159635782e-08,5.204806711097287e-07,0.0,9.168216626719263e-09,1.1154201348342068e-08,4.7015256444297255e-07,8.995884600405469e-09,9.164758417100947e-08,1.9782223913618988e-08,9.470141390853044e-09,2.9615959026287987e-07,1.725437274717266e-08,4.1912442112796585e-08,8.905048560710363e-07,1.526415999910012e-08,1.6586886539088724e-08,2.4125272247676196e-08,2.90100773430625e-07,9.792191010379524e-09,2.7927766068531427e-07,4.089629370554215e-07,1.2493797106427335e-08,1.589880794805725e-08,1.3445444336844416e-08,2.3491159838766332e-08,1.867566399666964e-08,3.407727496626532e-08,8.75019066454582e-08,2.7495270091524407e-08,3.186047874362106e-08,0.0,4.180775633808719e-08,1.71083783895111e-08,2.6196430621208497e-08,1.2195400994843698e-08,1.7800706896020557e-07,8.097866516098077e-08,6.0143366094719235e-09,1.462441426213467e-08,2.899774546985125e-08,3.4364573358069616e-08,1.3548850191806883e-08,2.0026968186685394e-08,7.775862306095208e-09,1.3998547135763842e-08,7.736713218430765e-07,4.202491345093957e-08,1.2308780480457941e-08,4.4573794564513463e-07,2.400848581606831e-08,1.338758772318909e-07,3.758939884458068e-08,8.546778431952123e-09,3.80480060355719e-08,2.6862784727114116e-08,1.030035309761688e-07,3.7378944856731285e-08,9.630365273191038e-08,2.5959726748567568e-08,8.185634034008393e-09,0.0,9.151678257003036e-08,1.3454548185532148e-08,1.3316092093436627e-08,1.2029159214467658e-08,1.9493718565788282e-08,1.600537655191393e-08,1.563383743681979e-08,9.028689238002654e-07,7.28323362768215e-08,1.3483857671054283e-08,1.7374767095733825e-08,3.167848817373518e-08,1.4098915294764126e-07,2.7479442846397778e-08,1.0151254591271796e-07,2.6090170886562197e-08,5.565021290499531e-08,6.545244403681129e-08,6.333504964256258e-06,3.384362862733526e-08,6.0143366094719235e-09,5.460942096381055e-07,2.30484596323778e-06,1.188385698777074e-06,1.0217090233824064e-05,1.937219108933406e-08,1.9402658704260755e-08,4.242840677342381e-08,9.116993522414454e-08,2.4072630370174787e-08,1.9012653804998062e-08,3.521697891519782e-08,1.2155689321532962e-08,1.3635435258287454e-07,4.641955874471246e-08,2.672919923702989e-08,2.4047557582608616e-08,1.123919026784683e-07,2.3713327587543875e-08,3.621983379197753e-08,4.452114556417265e-08,1.4457109882739122e-07,2.4962473316094115e-08,2.4208203174431704e-07,8.908463191069953e-09,2.9452819649575086e-08,1.1728901438312214e-08,3.302629156296639e-08,1.5264159999100125e-08,1.9852286280821425e-08,2.5147594028495734e-08,1.2837026399461659e-08,1.6120061714528573e-08,4.3621522540651325e-07,2.9616026098683895e-08,5.17387367370146e-07,4.7699779627037245e-08,7.388337980659676e-08,0.0,2.1642665085035986e-06,1.2200335918982576e-07,3.8117597900774585e-07,3.443709154897908e-08,1.008183648313842e-08,3.4413611612437754e-08,9.690426277998034e-09,1.8816409596980006e-08,4.422918384199115e-08,5.970527725094626e-08,7.527510117472462e-08,1.3067581069664968e-08,9.783349737695469e-09,1.5680401316549068e-08,1.3293631102381583e-05,6.549991811296107e-09,5.46763659039096e-06,2.7177187103369276e-08,7.564155093277641e-09,2.6708498780432927e-07,3.074606201929644e-08,1.401410188400693e-07,2.2642581120236008e-08,1.2216458003797208e-08,1.795157040267451e-08,3.509454386718428e-07,4.074062525717132e-08,2.0648906319565085e-08,2.708260598913047e-08,2.9456253003842896e-08,8.711044953401649e-08,6.627881231427045e-08,5.294310495927758e-07,5.07440674451891e-07,1.1460887382173667e-08,1.3291643710773336e-08,2.7485214086697554e-08,6.0143366094719235e-09,1.385354506593799e-08,0.0,8.279201489668199e-09,9.61754499980305e-08,1.1988461258006073e-08,1.1277985371087239e-07,3.2862777295600324e-08,1.6042909080416687e-08,3.5137873616351904e-08,1.294233404497355e-07,1.555061976054055e-05,6.44113712926673e-06,1.0614145260271873e-05
Aircraft and spacecraft,2.1168626435215544e-07,7.030159276786544e-08,1.177097382886336e-07,3.85366746075478e-08,1.1553437912152366e-07,3.716785148118631e-08,4.8180441604381636e-08,1.1868430402864816e-07,2.694015934370313e-08,8.359335085422112e-08,8.560872974202501e-08,2.265635028756515e-08,3.177419794142482e-08,2.806481151242976e-08,3.918981024646922e-08,9.391121541152791e-08,4.90121564635192e-08,4.044353520412227e-08,3.7667244999745994e-08,9.494903657955338e-07,4.642502650184111e-08,5.44601761047785e-08,5.6964353525646535e-08,5.488164183321799e-08,8.531997346631888e-08,2.8410728678706243e-08,2.5913027660068245e-08,4.096190872584678e-08,2.6024146086876347e-08,2.9295495717824256e-08,3.098037899068352e-08,3.0381329353593846e-08,4.569915297757306e-08,5.1826784507612375e-08,2.6622803459800827e-08,0.0,3.234022122146336e-07,2.1070698081647408e-07,3.571407406040065e-08,4.713422622861929e-08,4.28552445359455e-08,2.9820401632831944e-08,3.426080373498695e-08,7.401281762514953e-08,4.0555901005223355e-08,1.389632020137267e-07,2.9208716804256697e-08,3.3982817984282234e-08,3.530816222169701e-08,1.6910033066886754e-06,4.084092494218312e-08,3.941235086543123e-08,4.1877453237152695e-08,6.863912928897863e-07,2.806481151242976e-08,3.239138280405412e-08,6.38493165743624e-08,2.2527484653175583e-08,5.7786619936543525e-08,3.445699455574779e-08,8.790340246359278e-08,4.9087425416500084e-08,3.407523375383867e-08,1.192846534363878e-07,5.834727791678734e-08,5.575484810316853e-08,4.517336999547897e-08,0.0,2.8794068332327148e-08,3.089942630962283e-08,5.736798793676575e-08,3.5333260557611497e-08,2.812439947632957e-08,8.990182025663542e-08,2.5913027660068245e-08,3.55634870235489e-08,5.797946837459734e-08,3.587086574252968e-08,6.069069964114763e-08,1.5454053079538927e-06,9.027089208788772e-08,5.068187783118235e-08,5.883600985549056e-08,4.591855986366496e-08,4.122731800113e-08,9.020116650180424e-08,3.8954161884321615e-08,7.173775432404038e-08,4.6729917955956863e-08,3.5707949958584677e-08,1.8998809265674645e-07,3.335909963588673e-08,3.987504254730673e-08,4.9535047945875556e-08,5.410339301275841e-08,0.0,3.5996684121958034e-08,3.8412431144333496e-08,4.555875549777729e-08,5.7028830013931825e-08,3.769726241199096e-08,4.3204913742832685e-08,3.836216431812511e-08,2.9695017618719403e-08,4.9457613808415694e-08,6.318303218005555e-08,5.5580838124984523e-08,4.402620445294198e-08,1.3720176167308308e-08,2.7018301328767766e-08,3.55634870235489e-08,3.386625671174619e-08,3.883721836525768e-08,8.695603306536679e-08,3.18103432909303e-08,3.2812396262828934e-08,3.057024781202154e-08,2.9582664048947833e-08,3.0370757702181055e-08,3.806392188293822e-08,7.24784414308101e-08,5.379205019245452e-08,6.513866293909277e-08,2.9314381039966217e-07,3.540607960729936e-08,0.0,5.014650624962351e-08,6.334549130271877e-08,1.2732331011875618e-07,4.248985491530563e-08,3.354058356460329e-08,2.046263480291857e-08,4.1659127689825743e-08,1.2462249239281e-07,4.088993000546144e-08,6.465188076355015e-08,4.106953412517193e-08,5.528713400262324e-08,2.178797314474621e-07,5.1676164539872025e-08,2.7614259212552543e-08,4.040639169751624e-08,2.89000078432974e-08,0.0,1.598947757047132e-07,2.8741872655065174e-08,8.127704897427009e-08,1.1190996061436794e-07,1.0992158364585007e-07,6.183942400416641e-08,7.257037075321878e-07,2.76214599246495e-08,2.652806499499392e-08,0.0,5.8156466407347744e-08,2.8141175761719904e-08,2.5707720688661517e-08,1.548302827218802e-06,4.087587980113289e-08,3.266130837000042e-08,2.8064811512429753e-08,4.3746872609472e-08,1.5528677897769527e-07,5.8706345610018706e-08,4.273259472764634e-08,2.591302766006824e-08,3.3116579192862447e-08,5.004616089532814e-08,2.663323950647654e-08,1.0318606060343486e-07,3.845142805023225e-08,2.842752961241451e-08,3.8954161884321615e-08,7.706032799182522e-08,1.5454053079538922e-06,2.6130126633852115e-08,4.846706641993921e-08,4.582149642633605e-08,2.842752961241451e-08,1.1817749179171274e-07,4.8358550166809214e-08,1.3905870818310258e-07,3.207016663767363e-08,3.836216431812511e-08,0.0,6.427260598866102e-07,2.1431488967045177e-07,4.454622157349186e-08,3.938890385656876e-07,3.8536892787410816e-08,5.319120047689846e-08,3.40502264290183e-08,3.461358996116076e-08,5.288402525476142e-08,4.077123604104726e-08,9.945045697783506e-07,3.4493430929427496e-08,3.770219580796753e-08,4.9815207916224676e-08,1.708021525042432e-07,4.267008561103686e-07,9.197493365220539e-08,4.0725296560747376e-08,4.321954903954505e-08,3.3478707438586177e-08,1.3756048397267525e-07,4.320472195242019e-08,3.762759372708024e-08,1.317630069066068e-07,4.1043027751213e-08,7.430233663223619e-07,3.419439118337284e-08,2.959378308582451e-08,2.8955632701613504e-08,2.992975213776331e-08,3.386625671174617e-08,3.036678095724826e-08,7.13086831544925e-08,1.6634831103655627e-07,1.2811580832811265e-08,1.1602964380939645e-06,3.8074181430831386e-08,2.5707720688661517e-08,3.523475651140279e-08,9.027089208788768e-08,2.963174953274273e-08,3.3090481084931006e-08,5.7942859858865365e-08,3.385993000635155e-08,3.060067510871354e-08,3.037390255714907e-08,4.225032275485324e-08,4.74258429302265e-08,2.3058558423015568e-06,1.9349882356709406e-07,8.248766589623005e-07
Animal feed ingredients and pet foods,0.0,1.0000000000610492,1.0000000000609968,0.0,1.0000000000610514,0.0,1.000000000061045,1.000000000061051,1.0000000000610512,0.0,0.0,0.0,1.000000000061051,1.0000000000610507,1.0000000000610507,1.000000000061051,1.0000000000610465,1.0000000000610512,1.0000000000610516,0.0,1.000000000061051,1.0000000000610507,1.00000000006105,1.0000000000610492,1.0000000000610512,1.00000000006105,0.0,1.0000000000610507,1.0000000000610507,0.0,1.0000000000610507,1.0000000000610507,1.000000000061051,1.0000000000610507,1.0000000000610503,0.0,1.0000000000608837,0.0,1.0000000000610514,0.0,1.0000000000610507,1.0000000000610518,1.0000000000610503,1.0000000000610467,1.0000000000610498,1.0000000000610112,1.000000000061051,1.0000000000610507,1.0000000000610507,1.0000000000610239,1.0000000000610516,1.0000000000610512,1.0000000000610512,0.0,0.0,0.0,1.0000000000610503,1.0000000000610512,1.0000000000610505,1.0000000000609797,1.0000000000610514,1.0000000000610507,1.0000000000610507,1.0000000000610512,1.00000000006105,1.0000000000610507,1.0000000000610463,0.0,1.0000000000610518,1.000000000061051,1.0000000000610467,1.000000000061051,1.000000000061051,0.0,1.0000000000610512,0.0,1.000000000061051,1.0000000000610512,1.0000000000610514,0.0,1.0000000000610507,1.0000000000610507,1.0000000000610454,0.0,1.0000000000610514,1.0000000000610507,1.0000000000610507,1.000000000061051,1.000000000061051,1.0000000000610512,0.0,1.0000000000610507,0.0,1.0000000000610512,1.0000000000610512,0.0,1.0000000000610507,1.0000000000610507,1.0000000000610507,1.000000000061051,1.0000000000610507,1.0000000000610503,0.0,1.0000000000610512,1.0000000000610507,1.0000000000610507,1.0000000000610507,1.0000000000610512,1.000000000061051,1.000000000061051,1.0000000000610507,1.000000000061051,1.0000000000610507,1.0000000000610278,1.0000000000610507,1.0000000000610507,0.0,1.000000000061051,1.000000000061051,1.0000000000610458,1.0000000000610507,1.0000000000610505,1.0000000000610507,1.000000000061051,1.000000000061051,0.0,1.0000000000610507,1.0000000000610505,1.0000000000610514,1.0000000000610507,1.0000000000610512,1.000000000061051,1.0000000000610507,1.0000000000610483,1.0000000000610507,1.000000000061051,0.0,1.0000000000610512,1.0000000000610505,1.000000000061051,1.000000000061051,1.0000000000610514,1.000000000061051,0.0,1.0000000000609095,1.000000000061051,0.0,1.0000000000610292,1.000000000060886,1.0000000000610503,1.0000000000608849,1.0000000000610512,1.000000000061049,0.0,1.0000000000610423,1.0000000000610507,1.0000000000610507,1.0000000000610507,1.000000000061051,1.0000000000610503,0.0,1.0000000000610507,1.0000000000610472,1.0000000000610498,1.0000000000610507,0.0,1.0000000000610503,1.0000000000610503,0.0,1.0000000000610507,1.0000000000610507,1.0000000000610503,1.0000000000610512,1.0000000000610507,1.0000000000610516,1.0000000000610518,1.0000000000610485,1.000000000061051,1.0000000000610514,1.0000000000609974,1.0000000000610383,1.000000000061051,1.000000000061051,1.0000000000610485,0.0,0.0,0.0,1.0000000000610512,1.0000000000610512,0.0,1.0000000000610452,0.0,1.000000000061051,1.0000000000610407,1.0000000000610514,1.0000000000610512,1.000000000061051,1.0000000000610512,1.0000000000610505,1.0000000000608975,0.0,1.0000000000610212,1.0000000000610505,0.0,1.0000000000610485,1.0000000000610385,1.0000000000610507,1.0000000000610507,0.0,1.0000000000610507,1.000000000061051,1.000000000061051,1.0000000000610512,1.0000000000610507,1.0000000000610503,0.0,1.0000000000610512,1.0000000000610192,1.0000000000610407,1.0000000000610507,0.0,1.0000000000610498,1.0000000000610512,1.0000000000610512,0.0,1.0000000000610512,1.000000000061051,0.0,1.0000000000610507,1.0000000000610503,0.0,1.0000000000610507,1.0000000000610512,1.0000000000608837,1.0000000000608984,1.0000000000608886
Articles of concrete cement and plaster,1.270031560362267e-07,1.4574290353980957e-06,6.224978725366933e-06,2.824721793893667e-08,1.1456172422061211e-07,1.1112934798637791e-08,2.729690112470037e-06,2.9998850818897254e-07,1.3204249228478816e-08,5.798747965095452e-07,2.4092899211449358e-08,7.000905278138795e-09,1.0172338327629629e-07,5.3243346374055216e-08,2.6937412076387563e-09,2.5630335929519123e-08,2.4017491058230246e-05,5.471627755290628e-08,6.028083861476873e-06,3.9594171519211776e-08,2.3520563891212585e-05,9.503297456173807e-07,3.2847116519925627e-09,1.2324136535328802e-06,4.859917356397949e-08,4.350684316095367e-09,5.583025965514407e-09,2.2512445376569515e-07,1.301806479263704e-07,4.179752251991939e-08,5.958438364933071e-07,1.4001230924677484e-06,1.0423601974721312e-07,8.371543216362179e-07,1.826563845666082e-06,4.930279200276978e-08,0.0008990287378532429,3.777787864469591e-07,2.4092899211449358e-08,5.324334637405521e-08,1.4183758448554398e-07,3.7643474426847894e-07,8.471525925057384e-07,1.7569361464439222e-06,3.358482048217479e-05,0.00040915280455967466,6.8050293791535036e-06,4.6016951111989407e-07,1.2908807525517016e-08,8.41554425199291e-07,2.58487386527031e-06,7.757081308160883e-08,1.0364449350485501e-07,5.818036549947628e-08,3.450032940213839e-07,6.695048162156818e-08,1.270962210467944e-08,3.4974336119501057e-09,2.0256958016426017e-08,9.650129802783549e-07,1.306331875905107e-07,7.000905278138795e-09,4.930279200276978e-08,8.63965211753293e-08,2.5760640780642243e-08,4.282707031193759e-07,9.108650197877332e-07,0.0,1.0916850708044025e-08,6.200093621327637e-09,7.587210767099173e-07,4.367218480462851e-09,5.654345813904543e-07,7.60336453235683e-07,5.746285435588872e-09,7.861246536463536e-07,1.911315763413024e-08,7.430802343425442e-07,2.0057745280724106e-06,2.1464700862663112e-07,7.60336453235683e-07,4.742015437149192e-09,5.9781481114729545e-06,1.2373573108030655e-07,7.236307488186982e-07,6.205249788601994e-07,2.3779087655814394e-08,5.185605534829903e-07,7.647604116164025e-09,1.8326749281304634e-07,7.249861506249477e-09,8.68050207486242e-08,7.624238471457874e-07,3.060415441125546e-07,8.138703341128468e-07,0.0,1.0626949716277075e-07,2.5291992080727745e-09,1.93187828457486e-07,1.988238692353483e-09,1.1018651202190477e-06,1.8267274263171092e-06,0.0,5.43105883671367e-08,7.24634533381416e-07,2.616353699609164e-07,5.3360019122277265e-08,2.3395056749095996e-07,6.700420336748141e-09,1.4769368058791099e-07,1.1993809999138576e-06,9.210061736231273e-07,1.4929313831117203e-08,0.0002610523599948712,1.2012937911497948e-08,6.98202594844491e-07,5.578653095690413e-07,5.7236546411532525e-08,7.047584368141344e-07,1.19143366982729e-06,5.961372422407639e-07,3.273164781013762e-07,8.878458678709058e-07,2.025227731090561e-07,1.1390612267346599e-07,0.0,9.521457478712511e-07,1.4242352564170497e-08,1.2342313827827264e-08,2.033056036487982e-08,8.001440555109949e-07,9.335794195572225e-09,8.853805888468562e-09,1.5646767434221443e-06,2.4635795628843856e-06,1.4111819639809789e-09,8.359542315093177e-07,1.6943418088762458e-08,1.4450011609168293e-07,4.626391593780847e-09,1.3763134618581417e-06,2.3910534917480018e-08,7.451076638837236e-07,7.719378328145353e-07,0.0002553148593142105,2.388540465962512e-06,2.638148533976044e-08,9.950299146266297e-06,0.0007405103550060581,8.610892771518517e-07,0.0008961798394908716,1.9340601762686776e-07,5.425274036780348e-07,4.1616203152356255e-07,1.593292931569513e-05,8.79195592973728e-08,4.395116907855947e-07,1.5193140877757774e-08,6.565755739807796e-08,1.5708304869109629e-06,1.0258818908645141e-07,4.395116907855947e-07,2.4536432684060417e-06,8.565645752299227e-07,2.2716388236595207e-07,4.395116907855947e-07,3.2571548252004996e-07,7.013870436625681e-07,8.593256276984356e-07,6.800904318599096e-07,2.4135838307304755e-09,8.45144453356699e-07,3.5427957205092428e-09,8.599018038440105e-07,2.1464700862663106e-07,2.6837634970541964e-07,1.8018975749890397e-08,1.209695933905781e-09,3.0193008388444474e-07,3.4818748968152076e-05,1.2051351478813344e-06,1.428343489268618e-06,6.792959750852362e-08,3.0329140327278375e-07,0.0,0.00019220778084786273,7.377392863494492e-07,6.006028485144598e-05,1.3987951489196796e-07,9.237928603233135e-09,8.750271860029959e-06,1.0631646079423811e-08,2.0192454779276643e-08,5.461813399770035e-05,3.933244920643384e-07,3.9335640034810803e-07,2.0470798533957573e-08,9.266356757190736e-09,3.983569709368332e-09,0.0008996482158419711,5.902069916259179e-08,3.765724732219721e-05,5.186535249967594e-07,4.1934400462693156e-08,3.89603162960002e-07,6.721387964569219e-07,5.60503534412441e-07,1.2426733548646866e-07,6.426596161661457e-07,3.674170869200866e-08,8.319953893421386e-07,6.35124061776007e-07,2.89358767913361e-07,5.3255908861597667e-08,7.1408864778772765e-09,5.656332427660187e-07,1.6266312387846543e-06,3.581337242853704e-06,5.7025024359606885e-05,4.976721773550504e-09,0.0,3.804942136283298e-07,2.8124370934279524e-08,2.661516121414962e-09,0.0,7.610968338034848e-08,5.921624986679206e-07,3.840843270856244e-08,7.370233267640897e-07,6.497962674168678e-07,1.8794431107414802e-07,6.426596161661457e-07,1.2811264086301419e-06,0.0009439152464801411,0.0005862094369522468,0.0008519804171813777
