,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,0.00028025596829146386,0.0003967864936838286,0.0004203808980557983,0.00026772116844719424,0.00037411102570088223,0.00042451483192336377,0.00039733671305839323,0.0003301705980550537,0.0003341123633805649,0.00039201196831814897,0.00040792978403555796,0.0004760429548317619,0.00027876067168218385,0.000378864498613997,0.0003973550442351379,0.00035527572670798145,0.00041090449477360134,0.0004056851483485149,0.0565372185305303,0.00038962868758192433,0.0006145763932042946,0.0004171647702588117,0.00030368286892372453,0.00039369599297108476,0.00031019066118583233,0.000382920370440346,0.0006955751448458433,0.0003927632935347324,0.0003314024049201929,0.00026399794320695425,0.00034709505688758016,0.00016266858771169293,0.000299629035334235,0.00040113188413124065,0.0004181466514455257,0.0,0.00040759474097074727,0.00043180252914952987,0.0003271499472888348,0.000378864498613997,0.00039875840951787445,0.0003764461745442901,0.00041841916349195604,0.0032212703456514676,0.00048669698221392955,0.00039614032336422327,0.00044771521764056313,0.0003925795280297909,0.00021909198237865694,0.00042665183026824896,0.0004077511459297436,0.0003469455285007666,0.0003697229336021873,0.0002919917268449091,0.00037896653320121935,0.000271642574799516,0.00035815514278933556,0.0004187382268405612,0.00039930339032843136,0.00041529963853719545,0.0003551923019159647,0.00040633120221603386,0.00029161989139822776,0.00045098971413514886,0.00010382294382211551,0.00038616028034339843,0.0004094521776670411,0.00039930339032843136,0.00040119618154858653,0.0004020259871856318,0.000421176221747611,0.0004091189362582414,0.00040291945265339416,0.00038861210089293917,0.0007009906999048656,0.0003850275800659139,0.000402257738833652,0.00040216462851571066,0.0005168641808480893,0.00035315491781558693,0.00038861210089293917,0.0003374493821443501,0.003689322259466275,0.00039713926365969447,0.0004161606579086387,0.0007026689597578324,0.0004355836257203244,0.00037292448413074847,0.00031368854550188667,0.0003010092716273942,0.0004050073423375086,0.00035230988930023103,0.0004084039797628272,0.0002889226432406993,0.00041238604471219097,0.0,0.00034326702216508196,0.00038647945632507794,0.00031481016055860293,0.0003833879068158386,0.0004095491763797857,0.0004183883092995984,0.0003961870350540537,0.0003586329030741585,0.0003986848185731161,0.0003713233289488924,0.00039020618056743984,0.00037303499199675493,0.0003440145996264794,0.0003335701410214091,0.00038524031765630476,0.000393515113113587,0.00036914641023142136,0.0003678711949236863,0.00037140918181617676,0.0004133894344211231,0.0003998236531786692,0.000265177432484865,0.00041211338845001605,0.0003841686060293806,0.00041186967039194073,0.0003951686185044605,0.00040616175544405496,0.000395435934697818,0.00032293732229851907,0.0,0.00041305426089758787,0.0003993784362798702,0.0003999084734627223,0.00042350081063610533,0.00039880124637079015,0.00039677281567577024,0.0002806450999385523,0.0003811944815543872,0.0004324843722609375,0.00039472625218865676,0.0003423607317169086,0.0002805530724673103,0.0003827354662211626,0.0004196055895601397,0.0005642506763637084,0.00041119328151865465,0.0003851196805752117,0.0004030005647587348,0.0004121416389522689,0.0004010833405238953,0.0004331533097222622,0.00025658945096737276,0.00039239030842358913,0.00040847649380213233,0.0004013581618111301,0.0003988236092631109,0.000516437516151238,0.011346485172229632,0.0003848670333668945,0.0003548479793706233,0.00038449438278788736,0.00038732024239791194,0.00038942922781382727,0.0004179097049601641,0.0003795217870583646,0.0003848670333668945,0.0004035565849730824,0.00041430413384922754,0.00037651333453093364,0.0003809682968486859,0.0003587535136323386,0.0004046455005104106,0.00039062151661327664,0.00040875341463503034,0.0003918878522320332,0.0003988842891214877,0.0004074120692788317,0.000289363107412853,0.0003531549178155868,0.0004435166120808767,0.0003909484200562096,0.0003992309426431725,0.00040154570548313286,0.000412817628707185,0.00038796387025598073,0.0003883373748241816,0.0005704220003336305,0.0003961870350540537,0.0,0.00039401019019317976,0.00029409566935335234,0.0004160900273232885,0.00034056357455618084,0.00040580909357439056,0.00040552134210812633,0.0005845041410478239,0.00038856501218709487,0.000399343668909652,0.006467970316995594,0.0003246620513099614,0.000403657899019122,0.0003823255097225603,0.00040148895261140564,0.0004027056920435085,0.0002613435133789633,0.0003896486131593475,0.00034414785693623025,0.00025337603908853924,0.0003403315067108336,0.0010463326534341376,0.00040344785292949263,0.00037513918049793027,0.0003916858678836802,0.00028358270613739107,0.0004125286819160676,0.0004109644596646626,0.00030528746920706893,0.00039529693485644524,0.00024359410288800142,0.00040611033389167744,0.00040792161026529473,0.0003441337660453763,0.0003984660478329383,0.0002609607101592333,0.00038732024239791194,0.0002878688872592825,0.0002522530239905195,0.00021711586928367272,0.00038732024239791194,0.0003335966993771704,0.0002959057419277547,0.00025835643746162476,0.00041292899275043396,0.00042703949887991214,0.0005936584248433556,0.0003916858678836802,0.00041132189472944974,0.000400609828614329,0.0004047794878737444,0.0004282615746261451
Agricultural and forestry machinery,1.6216444376392172e-07,3.609044679757594e-07,9.013840847539603e-07,7.504725251273727e-08,2.639550762699531e-07,2.5822666581918576e-07,2.342044298243873e-06,2.4314894773674195e-07,3.795740808701763e-07,3.50223459064923e-07,1.5871693158769782e-07,4.1479817791619826e-07,1.5781418285811263e-07,1.585872593926403e-07,7.41880398710206e-07,4.522677120205405e-07,4.3622927749713857e-07,3.4654245907783794e-07,0.0005434401282821351,1.0873033754485095e-06,5.926571487753457e-06,4.4614616570174045e-07,3.237593076600705e-07,3.197044837987722e-07,9.295336679380247e-08,3.458590079056585e-07,5.483838306547553e-07,3.665541995724908e-07,1.6727193936738048e-07,7.857051992874698e-08,2.4196160323178185e-07,2.334491095429591e-07,1.3096946087034627e-07,3.482102456099199e-07,6.202911732311649e-07,0.0,6.130287544971704e-07,3.9592264810290983e-07,4.296562364181325e-07,1.585872593926403e-07,4.100794666377014e-07,2.5628848276727503e-07,2.864927074985962e-07,0.001762987117655824,5.114104216099375e-07,4.92212072791336e-07,5.886575034561337e-07,3.4063951592725697e-07,2.070868988777858e-07,4.6052204671956037e-07,5.680430106480134e-07,2.091844126891503e-07,2.5904125424331743e-07,4.2830619547795964e-07,1.5858725939264027e-07,1.4265932938901495e-07,2.3719260805623042e-07,3.224023868212088e-07,3.902819118374968e-07,4.5170820304347127e-07,1.884112420616858e-07,4.6002000325565214e-07,2.1136205692377885e-07,4.2356783446891194e-07,2.749587481058395e-07,0.000132927151036246,1.8382089394735452e-07,0.0,2.0668392392290623e-07,1.0510741383352038e-05,3.8881552094602353e-07,4.238859181382947e-07,4.6019619022837734e-07,3.8824755534728147e-07,4.1479817791619836e-07,4.804475182084914e-07,4.494237508445186e-07,2.221444451414867e-07,8.426809080737329e-07,3.9771031500976905e-07,4.065120058215187e-07,3.579629119199703e-07,7.402730788522138e-06,2.2350610152690602e-07,3.2684709336900863e-06,4.790752184215068e-07,5.585535282872044e-07,2.519695620043664e-07,3.8121646177239573e-07,2.028650167052479e-07,5.034850469185042e-07,2.491102935942851e-07,3.6632185983122634e-07,2.000227839578988e-06,2.840240794602947e-07,0.0,2.3724397802003588e-07,3.258158718255188e-07,2.2557769811151183e-07,3.8282902059209174e-07,3.424284339960542e-07,6.767801968528247e-07,7.504725251273727e-08,4.0177071744665745e-07,3.095161963902643e-07,4.732836264475362e-07,4.6314038601858414e-07,3.18663257257708e-07,9.498374077982743e-08,4.748053994833616e-07,8.684067461827599e-07,3.7747468682481804e-07,3.0003117621144144e-07,1.0351058629044126e-06,3.231099389810425e-07,3.7839467175211866e-07,3.8870825683665866e-07,1.007756086318271e-07,3.9446949689025834e-07,4.321084156672176e-07,3.547650297714201e-07,3.1623353399527687e-07,1.7790726310512636e-05,2.5055181808365745e-06,1.0500220516845127e-07,0.0,4.767886346519059e-07,5.160941296853343e-07,5.563358650087596e-07,4.7266140986811234e-07,9.001579071103924e-07,1.956644387275729e-07,2.681970512038191e-07,3.284805969244524e-07,4.585321655556824e-07,5.350119873980796e-07,1.3495308363661836e-07,1.7703581333176598e-07,3.921269230588579e-07,0.004220846352560697,2.991425465261523e-07,3.730202399081673e-07,3.671436490700647e-07,3.284669557291757e-07,3.6733612670587727e-07,4.854209265645242e-07,6.675262992755555e-07,7.504725251273727e-08,3.8991222506661125e-07,6.830447307261634e-07,3.6906061684658895e-07,1.1259772912531759e-05,3.198675580283226e-07,0.0009048171879729783,1.8941233556839558e-07,2.2344360699788216e-07,2.9825526490240677e-07,1.094698922693004e-06,3.8774289860926146e-07,5.15960100776777e-07,1.6631747585393192e-07,3.485388573701737e-07,6.64917107025614e-07,3.3532533442355924e-07,2.104449403588569e-07,2.371375042034028e-07,2.7015180490683575e-07,3.578245594988523e-07,2.4109229517101787e-07,2.520176724975077e-07,2.3207373765482417e-07,2.8649270749859625e-07,6.080388977626548e-07,2.3775336026806e-07,3.9771031500976905e-07,3.1132122689686237e-07,3.4309546998433743e-07,3.64671700737657e-07,4.1767538531844067e-07,4.2322692918697865e-07,3.839938420051862e-07,2.9970915691491065e-06,1.283678532704298e-05,2.84563375709511e-07,0.0,4.288754262222008e-07,3.384897860697373e-07,6.357795556166473e-07,2.1047051810878622e-07,4.080708452225028e-07,5.710880021946194e-07,4.1587283731996267e-07,3.706546051869847e-07,2.0511963018886334e-07,2.984536173239683e-07,5.805217868651886e-07,4.1108762742724456e-07,3.537346657466149e-07,4.205138015169816e-07,5.494819555294219e-07,9.507844297016402e-08,6.996039261653357e-07,3.6667474557013607e-07,1.8109663885160556e-07,5.8847118059228e-07,0.00021520879630160185,3.753779585429525e-07,3.537675068936572e-07,3.4654245907783783e-07,3.575410462224518e-07,3.59468741514671e-07,3.0374457894900955e-07,1.978847459468841e-07,5.76735400017409e-07,3.5297633154787e-07,4.4997804198786514e-07,3.665179323542939e-07,4.3513506073811355e-07,1.013336270746155e-06,2.3773844457617206e-07,4.3011913076922695e-07,2.6678890321271947e-07,7.504725251273727e-08,3.0167109544224207e-07,0.0,1.1160256226795646e-07,3.199995373900968e-07,1.235870914947453e-07,3.246888438350087e-07,5.407017268624898e-07,3.3487845637156027e-07,3.1852860254997526e-07,1.0705985874935627e-06,5.682652320133965e-07,4.919130293165597e-07,5.51889131830707e-07
Aircraft and spacecraft,5.285984197381379e-05,5.2743674568203874e-05,4.803518886639484e-05,5.715702610588076e-05,0.00012994338367244303,4.7525109988302045e-05,5.988503392630817e-05,4.478602671566314e-05,3.3550768494905295e-05,0.00015075306238629193,5.1284438206022554e-05,4.04526198662463e-05,4.3117148136988333e-05,3.073756707737621e-05,6.448235309933484e-05,7.091832462269324e-05,4.426383968936317e-05,5.311110802902116e-05,8.356636971746799e-05,0.00015379484256623104,4.1048144390684065e-05,6.079987660907727e-05,5.3321015112404e-05,8.430516849282539e-05,5.654588246380113e-05,3.5620028567313006e-05,3.219220352699824e-05,4.108553164445215e-05,3.259337707718582e-05,3.829767342969964e-05,3.8626720232235044e-05,4.0289734985966925e-05,7.756686594283633e-05,8.130819588262017e-05,3.3145690540889764e-05,0.0,5.002833610632925e-05,7.95133391634905e-05,5.103021841523851e-05,7.213893975725557e-05,5.7673927946919407e-05,4.054440285108655e-05,4.0945566627663005e-05,9.368306509833874e-05,4.595781659112455e-05,0.00010784534373992825,4.0335339365738405e-05,3.887821976897491e-05,4.068640156213439e-05,0.00012509229858694013,5.468185506724103e-05,3.7074001109662815e-05,3.7802204147414185e-05,0.00012626982221731903,3.0737567077376214e-05,6.953937713225007e-05,3.937788685416249e-05,4.077948177798092e-05,4.939828324233296e-05,3.7904897470903754e-05,0.00016039400985583965,5.418204498104675e-05,3.446349712481164e-05,9.174745619968393e-05,3.642804195015166e-05,5.093836204341336e-05,5.7692470624992254e-05,0.0,3.4945957106619537e-05,3.612924323350276e-05,9.369804103797443e-05,4.202560246706505e-05,3.5408277536901336e-05,0.00016500838338587759,3.219220352699824e-05,3.705996685424086e-05,4.953147143842248e-05,4.1384866893867314e-05,5.4455140875092624e-05,0.00014524677259957391,0.00016579242655728784,4.483490653976838e-05,0.0029368307333075033,0.00010735736563792972,4.0793051782048634e-05,0.00016563377520575985,3.731010167764104e-05,6.0427394584296575e-05,4.895475279766291e-05,5.101833121973766e-05,6.149802291219841e-05,3.765038043375879e-05,4.278456083813005e-05,3.6926729539999285e-05,6.916660164148462e-05,0.0,5.569250943311933e-05,3.3527827758881966e-05,3.518956001610322e-05,4.5817171154928363e-05,4.6707839199358197e-05,4.9844535054547535e-05,4.88819900261613e-05,3.439380807502195e-05,5.070677776679225e-05,4.0818148355201734e-05,6.196248785519895e-05,7.920959212891148e-05,0.00016514193492188784,3.37763704642061e-05,3.705996685424086e-05,4.5579806203852834e-05,4.050211637721961e-05,8.9858400281003e-05,4.02018313577638e-05,3.917850468400038e-05,3.5753954674753254e-05,3.963111034121107e-05,3.810553479523287e-05,4.218262836457524e-05,4.265887396577634e-05,7.068787482492361e-05,0.00011710204561276703,7.80577065914139e-05,5.1552094410024005e-05,0.0,7.61322404646229e-05,9.683340238721857e-05,0.0004197248992600159,4.404767260116907e-05,5.203726095954041e-05,5.3030699938622794e-05,0.0008450508334631574,4.186704718607266e-05,4.194057871476174e-05,4.293363110546577e-05,3.894546952011185e-05,5.512847194284903e-05,5.175294993341039e-05,4.6220901693435895e-05,6.57748836453925e-05,3.517694087263221e-05,4.30339867405728e-05,3.470239557679876e-05,0.0,8.76826809865279e-05,9.032811413476946e-05,0.0001468735575191065,4.879343216860271e-05,5.447014565254137e-05,4.981810457612044e-05,6.558033118770566e-05,3.33797971335051e-05,4.740983698993134e-05,0.0,3.5486311452656057e-05,3.1575710300814573e-05,0.00014543341336140163,0.00010245584511231392,5.222264892878428e-05,3.073756707737623e-05,5.175054431959342e-05,7.485274180632047e-05,0.00017028190992547857,3.851620452747495e-05,3.219220352699824e-05,4.20607242403466e-05,5.037428467341283e-05,3.282577068211312e-05,4.936666009889939e-05,4.154475389978429e-05,3.5768478521105675e-05,3.731010167764104e-05,3.656819629680311e-05,0.00014524677259957394,3.224398003313796e-05,7.020219384870668e-05,4.078475933545007e-05,3.5768478521105675e-05,8.238552414468812e-05,5.551321733082199e-05,6.1019987120650526e-05,4.14779158448612e-05,4.88819900261613e-05,0.0,6.646538925319154e-05,4.5307110623376445e-05,7.183382767447385e-05,6.311996887946901e-05,4.889190057677405e-05,4.669951467490353e-05,4.783223473354907e-05,3.9036312383915614e-05,6.0840925717642875e-05,0.002897403210694724,0.00010559766206326117,3.776506342625547e-05,5.808657081593961e-05,4.878514951191001e-05,4.863438672579604e-05,9.850680233469664e-05,4.566286036661221e-05,5.124199024592394e-05,6.517976339565545e-05,4.330992220036868e-05,9.446348539554329e-05,6.892322104440516e-05,3.8267225882988324e-05,4.3620765270641865e-05,8.827810531787485e-05,6.487861135072965e-05,3.92509980917424e-05,3.910011034820496e-05,3.459128240293358e-05,4.586693454208558e-05,4.5579806203852834e-05,3.8481000262023963e-05,6.948904650510783e-05,4.728812667983127e-05,1.1219208834701057e-05,0.00012121728540433153,4.6680761418674835e-05,3.1575710300814573e-05,4.282084614782171e-05,0.00016579242655728784,3.9347179764522286e-05,3.6485230543090403e-05,3.996700271196963e-05,4.043536486461005e-05,3.6071796933407456e-05,3.5663590980955186e-05,5.670248818723623e-05,5.968152582953083e-05,0.00012351536202414814,8.031945495499177e-05,7.399805654996391e-05
Animal feed ingredients and pet foods,0.0,1.0000000000759668,1.0000000000759681,0.0,1.0000000000759675,0.0,1.0000000000759677,1.000000000075968,1.000000000075967,0.0,0.0,0.0,1.0000000000759675,1.0000000000759677,1.000000000075967,1.000000000075967,1.000000000075967,1.0000000000759675,1.000000000075929,0.0,1.000000000075922,1.0000000000759093,1.0000000000759675,1.000000000075968,1.000000000075967,1.0000000000759668,0.0,1.0000000000759668,1.0000000000759672,0.0,1.0000000000759668,1.000000000075968,1.0000000000759675,1.0000000000759661,1.0000000000759572,0.0,1.0000000000759663,0.0,1.000000000075967,0.0,1.0000000000759677,1.0000000000759681,1.0000000000759672,1.0000000000759575,1.0000000000759675,1.0000000000759672,1.000000000075968,1.0000000000759677,1.0000000000759672,1.0000000000759675,1.0000000000759677,1.000000000075968,1.0000000000759672,0.0,0.0,0.0,1.0000000000759672,1.0000000000759677,1.000000000075967,1.0000000000759677,1.0000000000759668,1.0000000000759668,1.0000000000759677,1.0000000000759672,1.000000000075967,1.0000000000759672,1.0000000000759666,0.0,1.0000000000759683,1.0000000000759668,1.000000000075968,1.0000000000759677,1.0000000000759672,0.0,1.0000000000759675,0.0,1.0000000000759677,1.0000000000759675,1.0000000000759681,0.0,1.0000000000759663,1.000000000075968,1.0000000000691747,0.0,1.0000000000759675,1.0000000000759668,1.0000000000759675,1.0000000000759681,1.000000000075967,1.000000000075967,0.0,1.0000000000759672,0.0,1.0000000000759666,1.000000000075964,0.0,1.000000000075967,1.0000000000759663,1.0000000000759668,1.0000000000759666,1.0000000000759672,1.0000000000759572,0.0,1.000000000075967,1.0000000000759672,1.000000000075968,1.0000000000759648,1.0000000000759668,1.0000000000759675,1.000000000075967,1.000000000075968,1.0000000000759637,1.000000000075967,1.000000000075967,1.0000000000759677,1.0000000000759672,0.0,1.0000000000759668,1.0000000000759657,1.0000000000759675,1.0000000000759672,1.0000000000759668,1.0000000000759097,1.000000000075967,1.0000000000759672,0.0,1.0000000000759675,1.0000000000759597,1.0000000000759668,1.0000000000759677,1.000000000075967,1.0000000000759672,1.0000000000759668,1.0000000000759672,1.0000000000759677,1.0000000000759668,1.0000000000759672,0.0,1.000000000075968,1.0000000000759668,1.0000000000759675,1.0000000000759666,1.0000000000759672,1.0000000000759686,0.0,1.0000000000759672,1.0000000000759666,0.0,1.000000000075967,1.000000000075967,1.0000000000759672,1.000000000075967,1.000000000075967,1.000000000058952,0.0,1.000000000075968,1.0000000000759677,1.0000000000759672,1.000000000075964,1.0000000000759615,0.0,1.0000000000759677,1.0000000000759672,1.0000000000759677,1.0000000000759677,0.0,1.0000000000759666,1.000000000075967,0.0,1.0000000000759672,1.000000000075967,1.000000000075968,1.000000000075968,1.000000000075967,1.0000000000759686,1.0000000000759683,1.000000000075967,1.000000000075967,1.0000000000759677,1.0000000000759663,1.000000000075967,1.0000000000759668,1.0000000000759675,1.0000000000759675,0.0,0.0,0.0,1.0000000000759668,1.000000000075967,0.0,1.0000000000759683,0.0,1.0000000000759675,1.0000000000759672,1.000000000075968,1.0000000000759675,1.0000000000759677,1.0000000000759675,1.000000000075967,1.0000000000759677,0.0,1.0000000000759677,1.0000000000759672,0.0,1.0000000000759675,1.0000000000759346,1.0000000000759672,1.0000000000759672,0.0,1.0000000000759677,1.0000000000759672,1.0000000000759677,1.0000000000759668,1.0000000000759675,1.0000000000759675,0.0,1.0000000000759615,1.0000000000759672,1.0000000000759672,1.000000000075967,0.0,1.000000000075967,1.0000000000759675,1.0000000000759672,0.0,1.0000000000759668,1.0000000000759675,0.0,1.0000000000759675,1.0000000000759672,0.0,1.0000000000759677,1.000000000075968,1.000000000075967,1.0000000000759666,1.000000000075967
Articles of concrete cement and plaster,3.973508057041817e-09,4.0405072651122445e-08,1.054394861373939e-08,8.146907547813204e-10,4.9667249620083e-09,4.4222140679013853e-10,1.1311750264207387e-08,1.553103325342047e-08,2.1670289718318586e-08,5.699368980139307e-09,4.232353045292485e-10,2.88707654519227e-09,1.6712920049773285e-09,4.517105661043544e-10,2.0774230164352444e-10,7.712635314380897e-08,1.1739728112434262e-08,2.345028323030981e-07,0.012858535923250513,3.020934323656717e-08,1.3537499505237094e-05,6.440599736202743e-09,2.8178659191729855e-10,6.955141097328996e-09,1.3611382499202174e-09,3.802905654899038e-09,2.8565021118796822e-09,7.353660560832044e-07,1.2559734120957974e-09,1.0618036774367402e-09,1.0373961289695307e-08,7.602766901263431e-09,1.11196981173778e-09,5.744308673990797e-09,2.275496890344239e-08,1.532527757194762e-09,8.562219166875345e-09,4.185490754383958e-09,4.232353045292485e-10,4.517105661043545e-10,3.0471690351753568e-09,8.265361902896937e-09,5.638310002262725e-09,6.303968730209877e-07,8.846697314725593e-09,1.092932050233003e-08,4.422525590558114e-09,5.108950409503995e-09,1.268775064074458e-10,5.368874135358832e-09,1.094639913637762e-09,7.360312245991894e-10,1.7154555661188782e-09,1.1753798938648376e-08,2.5760033016964217e-09,1.1384009229415218e-09,8.00689995549564e-10,1.0983455992595483e-09,9.866234845496688e-10,6.482745558070983e-09,1.2646370676966888e-09,2.88707654519227e-09,1.532527757194762e-09,1.4206822559964802e-09,2.640789808917839e-10,4.298669523727646e-09,3.6601434069959474e-09,0.0,3.682457033796663e-10,4.393932174311275e-09,5.379179458758603e-09,4.818909784727465e-09,4.889016303026343e-09,2.4019225963699282e-08,3.0295930735228004e-09,6.010995136663515e-09,2.8574780871164603e-09,4.991459979018968e-09,2.8300313430729046e-09,4.163260466447867e-09,2.4019225963699282e-08,4.784135936568615e-09,0.005039562928989592,3.9872517115525645e-09,4.840815735611157e-09,3.974392533289774e-09,6.142834868016999e-10,4.13704917427405e-09,9.292501177964801e-11,2.1449789605235273e-09,2.9276853440021957e-09,7.709499677608712e-10,6.199198023146202e-09,3.5813575453703493e-09,5.7089001854315094e-09,0.0,9.465527349283654e-10,8.276775367902427e-10,2.3783511915151474e-09,2.429236203984667e-10,5.595020823116636e-09,2.275714638941437e-08,0.0,3.300740870215078e-09,4.955822030831991e-09,1.6427994970686158e-09,9.732481301213392e-09,5.72254524657505e-09,2.829680857659103e-10,1.4442577199250578e-09,6.746306662670815e-09,9.316424006303991e-09,2.8112777756947632e-08,1.0429108262620843e-08,3.3776155279301144e-08,5.808026123174325e-09,4.956441445382944e-09,9.557310488060615e-10,6.168646053559263e-09,6.705199179941931e-09,5.9286156570126995e-09,4.877906296985072e-09,4.496489415967248e-06,1.7364511648384085e-09,2.394982884128985e-09,0.0,6.899413364281437e-09,8.739076073649396e-09,3.434495316065935e-08,3.044677578137904e-08,3.250296418804204e-08,5.595886708260164e-09,1.8347393348772759e-10,1.8752304339091782e-08,6.729245383604777e-09,6.497250286362834e-09,4.9182861402588076e-11,4.238659645303227e-09,5.201165869305813e-09,2.629489891528578e-06,1.0990218439030923e-10,5.889713262103469e-09,5.113001558375284e-09,1.9353717330193094e-07,6.138199207321525e-09,3.5945951081696213e-09,4.86307965306358e-09,7.882953827498305e-10,1.7548537335727857e-07,8.073990591025172e-09,5.813107287910224e-09,8.618042214555355e-09,3.2748313296585377e-09,0.009150102431919941,4.795008206060943e-09,1.18718524498626e-09,5.074449646020961e-09,2.6393498317361755e-08,6.760645864007118e-10,1.779553688261444e-08,8.792035388183809e-10,5.074449646020961e-09,1.0776808788800878e-08,6.1216939167884165e-09,1.9373252099644775e-09,5.074449646020961e-09,5.941544468008215e-09,6.1344505160298704e-09,6.8111171714701104e-09,4.727716972940167e-09,1.2753483299095804e-09,9.577964104000872e-09,4.889699356995436e-10,1.0569280483248587e-08,4.16326046644787e-09,3.645085312618365e-09,1.7295883456160185e-10,4.1642917377723114e-10,1.0752793722149855e-06,9.174619487870338e-09,6.87190135159715e-09,7.092817738755827e-09,9.89622248904366e-10,2.1651218737574025e-09,0.0,1.8866866691109805e-08,5.248313589356394e-09,1.051317237795359e-05,1.104837961765313e-09,2.1179055430421385e-08,8.494492318780136e-09,1.9874684987383735e-08,1.530383507240364e-08,6.398872212735364e-09,1.7197006143238745e-09,5.540173597512368e-09,1.0496857736101898e-09,1.057779263423834e-08,1.454373682131267e-09,8.577610124040715e-09,3.992279346668752e-09,2.2167324486041382e-08,7.486822531360165e-09,1.2674987721372886e-09,4.20648993637145e-09,8.445944720796222e-05,5.9019453328219465e-09,3.471904149285145e-07,5.284788195411548e-09,8.468648883558238e-08,5.322843860259917e-09,5.1675195962771035e-09,2.853523744910154e-09,2.17083657792156e-09,7.068135536734284e-11,4.8895446885434905e-09,6.380682408008375e-09,3.9538850142474933e-10,6.674648171923453e-09,8.63697247637753e-09,0.0,1.119655182903642e-08,8.140432645653372e-10,1.7397014304451148e-09,0.0,1.6236977710613555e-09,3.865476483148142e-09,1.4203078949887851e-09,6.493139054107294e-09,4.681260079696658e-09,3.571239406408248e-09,5.284788195411548e-09,7.110466291613432e-09,8.698127944297274e-09,9.397089710559063e-09,8.220045582739748e-09
