,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,0.00036078225676025247,0.0004924833555480668,0.0004883789684827324,0.00035053928558901264,0.0004628556835486168,0.0004624609382844875,0.00048370224452892524,0.00040667249197085995,0.0004133582574390355,0.0004941836495319556,0.00048057753575689386,0.000488742641093789,0.00036516598515437396,0.0004730151338522479,0.0004892913481005574,0.00044775465526440293,0.0004974810622915579,0.00048363373485826617,0.0004988493551106183,0.00047458758776740343,0.0004862418275332546,0.0005080288148261206,0.00038971027103751706,0.000484436022769855,0.0003830613195103629,0.00047721401635978197,0.0004899534729051827,0.0004751123794510022,0.0004295493282972133,0.00034266469036811745,0.00043071918663221606,0.00020138357041606992,0.0003919211217716393,0.0004919345463999252,0.0005108556535535069,0.0,0.0005951471914509188,0.0004876339827842267,0.0004437590427491397,0.0004730151338522479,0.0005176809674725547,0.00048391878468670094,0.0005077220758387889,0.0004952737373745131,0.0005035780436978072,0.0004921697532308108,0.0004844531762131963,0.0005041064177543945,0.0002794839707558274,0.00048356371369380496,0.0004622478006003137,0.0004586616166804226,0.00045167616618314437,0.00037020479196997024,0.0004731162579185267,0.000346925563310101,0.0005386325979919576,0.0004996512599532347,0.0005203102331268359,0.000502118760763696,0.00044043771690021715,0.0004974067384040775,0.00038252618629667096,0.00047502020732862463,0.00012812160286442982,0.0004675601355732761,0.0004974270288025875,0.0005203102331268359,0.0004560020869198766,0.0004944827366047594,0.0005070416625152582,0.0005265902968340743,0.0004968554299011874,0.0004685493437275251,0.0004904838556438161,0.0004646247068691256,0.0004937144746551169,0.0005010956350122358,0.0004804284059980713,0.0033382586796540468,0.0004685493437275251,0.00045290694482994013,0.0004929979895645982,0.00047698065968696895,0.0004976921686327863,0.0004949705372771152,0.0004815777586103887,0.00044798975245457964,0.0004255398582632905,0.00038580637133388507,0.0004964203807331372,0.00046852823904607066,0.0005074602276620703,0.000369196354468348,0.0005158994456473481,0.0,0.0004824348574885407,0.0004757388103729327,0.00040447434292131574,0.0005119943761178128,0.000504464810421297,0.0005112942338431954,0.0005025708455249083,0.00044680383235931327,0.0004928680335380022,0.0004723646829401837,0.00047934972402849586,0.007643897789506834,0.0004054146291596859,0.0004207759071435311,0.00046376007655139464,0.0004884173473373746,0.00045547866340521135,0.00045459838384382816,0.00046041651451641114,0.0005069308417126226,0.0004912753533786431,0.0003455952337413423,0.0005097761971826487,0.0004786367281589774,0.0005074926340891676,0.0004960932665517942,0.0004942316407417592,0.0004928536653585592,0.00041667566972333883,0.0,0.000504026212226732,0.000492860028100545,0.0004823226299664274,0.0004965647536443337,0.0004924677224330206,0.0004896555340491282,0.00032859195864157507,0.0004630151973380971,0.0005019945936919651,0.0004898660592288527,0.0005002131729182854,0.0003618495391670149,0.0004779270212239405,0.000475604780443495,0.0004749854689008982,0.0005137319784183006,0.00047621129795301413,0.0005004634966345525,0.0005104106401371839,0.0004909808407384847,0.00047780173061613137,0.0003359114772859243,0.00048599070433012835,0.0005396368481963278,0.0004985332692581908,0.000497074063522229,0.0004679025638114259,0.000493212501783633,0.0004872787454681829,0.0004947141097124484,0.00047426507465662103,0.000486393229041169,0.00047332981468653273,0.00047910318127662656,0.0005085639949065549,0.0004729246850319798,0.0004872787454681829,0.0004931671926953246,0.0005040064374066419,0.0004699472058160078,0.0004822623739266595,0.0004488025617418852,0.0005077713106361331,0.0004898813642058638,0.0005020374199279045,0.0004757892714860481,0.0004855006887654559,0.0004709558181537516,0.0003596416534057413,0.0004773445558249112,0.00047629181691253035,0.0005042830474814397,0.000491829285813663,0.000504631968532002,0.0004737001549539215,0.0004903086646955942,0.0004885207702025728,0.0005025708455249083,0.0,0.00048055259250036163,0.000377642213163839,0.0004946875483704735,0.0004581037139514991,0.0004976616408703448,0.0004978009990813457,0.00047894354586849083,0.00048180535833909334,0.0004871104170058436,0.00047658294444577915,0.00042322430341079745,0.00049978066692922,0.0004774635394233744,0.00048815605450944205,0.0004980917877791214,0.0003398176968327095,0.0004892268583522881,0.00046389114245040924,0.0003331089819686817,0.00040895109460681626,0.0004995380121726981,0.0005234314421727222,0.0004609419178952719,0.0004902366781851875,0.0004234642335416382,0.0005043531324815304,0.0005063998021436071,0.0003976949626027738,0.00046267321135563724,0.00040404786930693795,0.0005067915586347628,0.0005108352501345899,0.00042140820175384737,0.0004966701210113302,0.00031894662109072406,0.00047332981468653284,0.0003597276841216065,0.00033155484285604507,0.0002720385020372734,0.0004733298146865329,0.0004301909132403486,0.0003725442390188327,0.00033753954510122645,0.0005153433093532632,0.0004959206876256436,0.0004893699762099073,0.0004902366781851875,0.0005068979178241221,0.0004952276186760677,0.0005313409710278701,0.0005030745089333924
Agricultural and forestry machinery,5.659693255770526e-06,1.7088454565493997e-05,1.388495664692072e-05,2.3816767171112926e-06,1.1095357809215187e-05,7.825546905001853e-06,9.178123594961933e-06,9.526450268097669e-06,1.723696104438546e-05,8.737316967939063e-06,3.941067666484256e-06,4.169398301309957e-06,4.854655633578697e-06,3.939011444391655e-06,2.9845925487650997e-06,2.2424008895992478e-05,1.3359220708046156e-05,4.153744877686769e-06,2.2012626462625826e-05,5.021700669144333e-06,1.9366025625084927e-05,2.2243175907164764e-05,6.046728456780256e-06,1.0833547310662841e-05,4.473665401463597e-06,9.797958171272873e-06,4.550309624242421e-06,7.619796541892852e-06,5.889170685715687e-06,2.443226673145288e-06,9.660511402218149e-06,9.456699002785418e-06,7.328846991435543e-06,1.6839225862575942e-05,1.820678750827e-05,0.0,1.1552359214463053e-05,6.723611497319728e-06,4.185524141623126e-06,3.939011444391655e-06,5.567699558432809e-06,7.07909561130481e-06,2.8185218463010505e-05,1.6502166830803315e-05,1.1569543646028301e-05,1.7953053221762462e-05,1.2371876528424891e-05,9.119310904828941e-06,1.2103265349446066e-05,1.4327533505360685e-05,7.535649392277722e-06,8.961922554315798e-06,7.360026520063841e-06,5.81459072973688e-06,3.939011444391655e-06,4.396015061913675e-06,1.497629356687362e-05,4.890430162667669e-06,4.234344572398172e-06,1.3520595107705825e-05,1.8645990233008267e-05,7.336097240938825e-06,1.667138122681838e-05,1.1687643869022765e-05,2.014663557587864e-05,1.1877770388144325e-05,7.319061406337981e-06,0.0,8.838015437656193e-06,5.474390970830525e-06,1.6474425857393635e-05,4.336538253562548e-06,1.5562797841528156e-05,6.524053790176502e-06,4.169398301309957e-06,9.350919701615083e-05,6.581527934759393e-06,1.8067742372643886e-05,1.3780493607557372e-05,3.8599591918180155e-05,6.609707762981369e-06,4.637118698485051e-05,1.2058679272907583e-05,8.649622783314939e-06,1.9750567560056016e-05,2.0808911766520416e-05,7.27393200639044e-06,1.3003109137661335e-05,8.242543334226721e-06,8.654647671765493e-06,6.760448249980028e-06,1.2340946231386357e-05,1.797643819557859e-05,1.0253608163409633e-05,2.3493437181028317e-05,0.0,1.2545382438816495e-05,4.851832944558507e-06,7.857934042932396e-06,5.257383976288573e-06,2.1902669373683087e-05,1.9644359713751373e-05,2.3816767171112926e-06,6.1079680988283405e-06,2.5083281278980644e-05,1.6123675683901128e-05,6.293233297029024e-06,0.00036758633161540933,2.0289902454018795e-06,1.0208201431726399e-05,0.00024219837182087755,9.644197632526705e-06,7.422926727202897e-06,1.9094730162324693e-05,2.0802076401984452e-05,1.6211546399154408e-05,1.0975292587087992e-05,4.972690277751884e-06,1.0005278583172357e-05,6.35735783126765e-06,1.587711301544029e-05,1.9199186211079752e-05,1.0734336885095311e-05,1.4640544666893136e-05,3.851405659231295e-06,0.0,2.0149395422402097e-05,9.835654146097192e-06,6.115844267723582e-06,4.379492997957531e-06,5.206367307584318e-06,1.4321669107137576e-05,9.80151490390021e-06,1.0131663558659051e-05,3.400602677956333e-05,1.7261123515968107e-05,1.073363508552493e-05,1.4775636015243484e-05,2.0466968604425098e-05,1.801717675391401e-05,8.009455443585315e-06,2.074392021988989e-05,1.1117406955736671e-05,1.8021667353826306e-05,1.0873904727888946e-05,1.314799698463984e-05,1.0565395355037434e-05,2.3816767171112926e-06,8.271847565054657e-06,2.224599882389045e-05,1.4695726917486283e-05,1.1757758828426594e-05,6.3675341938308845e-06,1.348122118535517e-05,4.328288920033341e-06,2.4254005695325615e-05,8.878050958510207e-06,4.899263135356392e-06,4.999182091252158e-06,5.38856767951325e-06,2.225773233205034e-05,4.214636858703831e-06,6.337833693303325e-06,7.158653368083644e-06,1.6417225331770823e-05,1.2503534226524587e-05,9.356745650107942e-06,1.8202615443870972e-05,2.8819647939746442e-05,2.205022438180383e-05,1.4798880157621095e-05,4.0234145714063496e-06,2.8185218463010488e-05,6.386548424609633e-06,9.481508767160177e-06,1.0612650007340958e-05,8.240808241654503e-06,6.274576478178905e-06,8.738560174650313e-06,1.3519069261309059e-05,8.726358494988097e-06,1.4572570294274602e-05,2.0156975011828953e-05,1.392192917975318e-05,0.0,7.1386213738723635e-06,1.0794538757420755e-05,1.6974709270214596e-05,1.3253823163010023e-05,4.490028402930759e-06,1.0600271184950115e-05,4.170564657327054e-06,7.919125989047406e-06,4.476712355405025e-06,4.538310944610898e-06,1.0883062888659613e-05,5.998535701588391e-06,4.847083903097034e-06,5.822496907481698e-06,1.42348423004912e-05,2.445278457630958e-06,1.3041160180674823e-05,1.6816049735577608e-05,3.0807269917704465e-06,9.336845927041272e-06,1.3046480248938531e-05,1.5457819229726626e-05,1.75493546028345e-05,4.1537448776867665e-06,1.3934850508215353e-05,1.7265133121604758e-05,1.7514014490736622e-05,1.029154803146892e-05,9.738600124595118e-06,2.1531001791167842e-05,1.5277078639049472e-05,1.0900097751476336e-05,1.8000791046013036e-05,1.7699048964381138e-05,5.298116622951295e-06,4.342307715436225e-06,8.883024694832716e-06,2.3816767171112926e-06,1.1053904324936221e-05,0.0,3.572043523530274e-06,8.479666456966768e-06,3.941850657931029e-06,1.9517084841738455e-05,1.367411435215185e-05,6.799049536749961e-06,1.5665656508951907e-05,1.4198072511701052e-05,1.0435306951547551e-05,1.5892477199304658e-05,1.435631643799425e-05
Aircraft and spacecraft,6.428080180748217e-09,7.255527867655362e-09,1.0851725582507756e-08,7.488423328977948e-09,4.260663589629084e-09,8.925417809797186e-09,8.50521547815366e-09,6.960842850793561e-09,1.3053718684422886e-08,8.319369607961359e-09,8.668557545613061e-09,5.651258112138544e-09,9.690002588982954e-09,4.652489822595302e-09,7.778656893977122e-09,7.880379110303011e-09,8.933079023918667e-09,1.319907360674601e-08,1.1891925108214834e-08,7.763502541486563e-09,9.00882575788068e-09,1.2044994473462145e-08,8.439241447600525e-09,8.896897452027808e-09,7.421980857846837e-09,5.650494254856113e-09,1.983646462068142e-08,6.415168633478287e-09,5.468585191133793e-09,5.829151055695981e-09,7.949372090956764e-09,8.54969566372218e-09,6.68812787876864e-09,7.2338057143049014e-09,1.918519401879107e-08,0.0,1.4381803985313504e-08,8.840530464827343e-09,7.45561463862479e-09,5.819455498376113e-09,8.168595880558516e-09,1.3830573129253546e-08,1.1105653212236925e-08,1.7222695601355832e-08,1.3867854513861824e-08,8.358625979747107e-09,1.2175816055183262e-08,6.398540934605703e-09,1.3481555643328991e-08,7.930907416439474e-09,1.0137249447383473e-08,6.223592322196213e-09,1.0468180999747389e-08,7.574970880041347e-09,4.652489822595302e-09,6.632598437248026e-09,7.786984293272493e-09,5.089954235032204e-09,9.9241885259875e-09,6.704316082239928e-09,8.444721152210538e-09,7.915987508515454e-09,7.440055042269501e-09,1.1444432214316422e-08,5.770736118404048e-09,7.704935491895097e-09,8.142870552676432e-09,0.0,3.755854557819238e-09,6.612916433068402e-09,7.676979299026842e-09,1.5212033873617614e-08,1.7351130031002623e-08,8.435511096837956e-09,1.983646462068142e-08,6.979187253318402e-09,9.904880196204932e-09,6.734417431828798e-09,1.2670613202933782e-08,7.2998230424146494e-09,8.459232815854852e-09,8.598346005485804e-09,7.592042403721485e-09,7.943372074416807e-09,9.092828675577303e-09,8.460133504592549e-09,1.64254133163426e-08,8.601845976240222e-09,5.610915000632282e-09,7.454333852653962e-09,7.662157610238299e-09,1.1557013477801463e-08,6.966324183259908e-09,5.809377341097781e-09,9.921250931299529e-09,0.0,6.6406879026260655e-09,5.8113425495187446e-09,5.630879125295366e-09,8.08861202898383e-09,9.743262942966258e-09,9.670060249900123e-09,7.371988135590624e-09,1.3775344580905215e-08,1.0001587449837916e-08,6.271304323321677e-09,6.727279940207546e-09,6.457881056887599e-09,2.3706166512310735e-09,5.64041554217318e-09,6.979187253318402e-09,8.471322044024506e-09,9.605725423305228e-09,8.167522775351286e-09,7.852247271694557e-09,8.42121780283533e-09,5.192502579927029e-09,5.58020585083208e-09,6.211876244705122e-09,1.1890735431275857e-08,9.466319428066028e-09,1.0625318705169422e-08,7.665991529157676e-09,1.0323199912015596e-08,6.944817731520894e-09,0.0,8.94522320528621e-09,7.1783866495908374e-09,8.09370465191685e-09,8.213428020376558e-09,7.289681563687071e-09,7.514456079895938e-09,6.9144329340260776e-09,7.129732683126299e-09,1.8269432946969208e-08,1.0863794566604134e-08,7.983398537666057e-09,7.831874121738753e-09,8.502986910296593e-09,6.89713869967883e-09,9.570057995599327e-09,1.774826196904514e-08,6.661953925466847e-09,7.45071093605926e-09,0.0,5.6042825925893815e-09,6.030395143565241e-09,8.293783569393406e-09,1.0925501223289422e-08,5.173263898271903e-09,1.094990770268797e-08,7.8935954625899e-09,1.9037848954221965e-08,1.840921583209599e-08,0.0,7.827356427246786e-09,8.417193725095969e-09,5.396379979115374e-09,7.278629967214673e-09,7.69494240941345e-09,1.0819084106672377e-08,4.652489822595301e-09,8.658010417067455e-09,1.06286299731576e-08,7.520193374099332e-09,1.6233479624923932e-08,1.9836464620681437e-08,6.747429229521038e-09,1.1230275570695648e-08,5.561220109351102e-09,7.046619773972699e-09,6.567106109220358e-09,9.619104984891189e-09,1.64254133163426e-08,5.880300646202051e-09,5.561343015016183e-09,7.179048073773248e-09,1.0777003629237409e-08,9.619104984891189e-09,6.916162851106124e-09,7.623878119919482e-09,8.241889192592521e-09,7.225482021507492e-09,7.371988135590624e-09,0.0,8.304917995390085e-09,5.063479966308004e-09,1.214460828295369e-08,6.9308357115607895e-09,7.395046614144974e-09,5.9401195485581644e-09,9.55741551536041e-09,8.293496136721804e-09,8.523063517428785e-09,1.3319852863799639e-08,7.082763627678464e-09,6.268570963091877e-09,7.382504973005563e-09,6.662768579442319e-09,1.1908509853612898e-08,6.430101267945395e-09,1.006089227996001e-08,8.913977427190116e-09,7.4403761005575875e-09,9.054144254129276e-09,1.4614525809762379e-08,9.505215642622277e-09,8.960307404429869e-09,1.2830541583312804e-08,9.324987031066894e-09,1.0261227469042186e-08,6.34533114424432e-09,5.863744800293556e-09,1.832731865146121e-08,6.527839283196644e-09,8.471322044024505e-09,6.692430297694289e-09,8.217737581479727e-09,6.900798264895121e-09,2.3844428439365806e-09,7.324029738395637e-09,5.410176407471467e-09,5.396379979115374e-09,6.53181806221506e-09,8.459232815854852e-09,5.737676395193516e-09,5.952226704051178e-09,1.2723696433997184e-08,9.688205530723556e-09,5.110863086395631e-09,5.312976632579e-09,8.058298618814236e-09,9.502621940522774e-09,7.850377347846557e-09,6.901950371047323e-09,8.071747960945561e-09
Animal feed ingredients and pet foods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Articles of concrete cement and plaster,0.0004484991252933335,0.0016752227375577168,0.0009240435297512679,0.000124453906156568,0.00031865561030537627,1.760770852018325e-05,0.0020290604904001854,0.0016726184210963196,6.0092277634842715e-05,0.004346267458493437,0.00022406175739458662,2.2449977060504133e-05,0.0003214414737711368,0.00048567093876613075,5.660984857639513e-06,0.0001358540805593364,0.0031184590184747604,0.00012462784627433784,0.00233647881936587,9.333427356076887e-05,0.0013667320940096992,0.0029451813793961866,7.825948517755215e-06,0.0017209837086826693,0.00018595173157122602,1.4712613021888184e-05,1.707501033354672e-05,0.0012618528013046888,0.0004004188432859711,0.00014088872733809772,0.001758578306501598,0.0024552787601395854,0.0003865064152874391,0.002920017623708714,0.003168133948671554,0.00023654930459317188,0.0082959360617255,0.0012634034943574278,0.00022406175739458662,0.00048567093876613075,5.6184931698623494e-05,0.0013633788620383582,0.00283917072359136,0.0004754067583009949,0.0011505695650292887,0.005119506430849001,0.0011473794280121245,0.004351151020013237,4.753410222932221e-05,0.0020256179851406266,0.00020442766214321512,0.0003842124696775418,0.00034483900644361116,0.00020245849710895294,0.0015730225464560576,0.00022545682768489164,4.3254969917398976e-05,1.18266181556764e-05,1.76149237077439e-05,0.002490106632741467,0.0003907761843133242,2.2449977060504133e-05,0.00023654930459317188,0.0002635723794965189,8.916062833715627e-05,0.0008278838117055306,0.0007031638880550331,0.0,1.7320429744455496e-05,0.0001201430587280067,0.0017274484816320371,1.1692304784184987e-05,0.0032452792377645674,0.0007324525373437198,1.7302761778760082e-05,0.0014086027059686849,2.8733937188060394e-05,0.0027116402094252874,0.000646848932067848,0.027724291647804385,0.0007324525373437198,1.6566630380888663e-05,0.0016971665120414192,0.00012510326165572134,0.0023547118200861776,0.0013796060314145053,7.756367925921448e-05,0.0013032874102958934,3.407649885723842e-05,0.0006028547898909825,2.298880470816711e-05,0.00032052714289167086,0.0031988016933730025,0.0009994658660637,0.0026435262726843723,0.0,0.00041649999708367016,7.19053884140103e-06,0.000712287844913871,6.140124278091865e-06,0.0027933997194652697,0.003167930962642432,0.0,7.193365011234661e-05,0.002125235391071837,0.0005711281301677489,0.00012288560292481485,0.04369564160059931,1.2196669183026057e-05,0.00047806348011930307,0.0016389098629419516,0.003841459500030263,6.222010525359185e-05,0.005530949019243477,6.336576436256756e-05,0.0037544287696027138,0.003424408753494363,0.00022379808903469315,0.0031623918795580354,0.0013875084809545565,0.004499257101500012,0.0005359035461541327,0.0007143317689258153,0.000505155054999874,0.0003821159884232557,0.0,0.002693638761607477,0.008542284187635533,6.623263070572538e-05,2.264328244802422e-05,7.23956885446708e-05,0.003022065488275237,8.91634015426546e-06,4.414388367840985e-05,0.001045845194823072,0.002901467232297244,2.187780333093551e-05,0.002275251495007499,4.587138414457915e-05,0.0003159961368066395,4.018848218233253e-05,0.004056126930313785,6.678852416230294e-05,0.0026408404964650203,0.003161084796415919,0.0028200148021562035,0.001312697771131765,0.00011628165421203892,0.002819933052948679,0.007331362110483948,0.00301135289935774,0.0082618532015669,0.0009396234080940172,0.0004661820394461097,0.004188302166883895,0.0026609627938575012,0.0003493834241455345,0.004426524063653672,5.0970797246603887e-05,2.541717293656595e-05,0.00325680873402005,0.000751533429477322,0.004426524063653672,0.0020069877590905955,0.003124161400972419,0.0008110127209200274,0.004426524063653675,0.0013366754224272816,0.0038522364191061168,0.003142128088532934,0.0025776509275677833,8.871904955516551e-06,0.002835235661887701,1.468436182920351e-05,0.002026673381945791,0.0016966790086433046,3.31732903865588e-05,3.5055683305308453e-06,0.001770776526568593,0.002074665517479099,0.0018677015281454768,0.0019081141652829074,2.2559568721336388e-05,0.0011931302834445284,0.0,0.002721623088641667,0.002954468818560038,0.0023271446413911426,0.0005035783343542888,2.1046620566876835e-05,0.002390896934424272,3.965755354518844e-05,6.305940565536782e-05,0.0025127550749796494,0.0003825953754467037,0.0013143963917310868,1.3175118051905535e-05,3.1407337564925176e-05,2.4408553382946418e-05,0.008343613860520564,0.00017292916390202953,0.0031508039663664016,0.0009520312195727116,0.0001939724378537905,0.00075715936987501,0.0019110846691652661,0.004739178895595707,0.0006561760537608579,0.0035431262426166292,0.00017154097266687285,0.002676755923521023,0.003422033484327908,0.0009403826073445589,0.00014939054106849353,9.935801021596316e-06,0.003244992858928741,0.0032116107153561803,0.00023632387810580693,0.0025063414294158445,6.274928836760232e-05,0.0,0.001448967699061415,0.0001240902296104733,9.105534636924411e-06,0.0,0.00024379113082502219,0.001841893662258422,0.00015331772170547165,0.0035508060614963025,0.002699324581811233,0.0008501478978872158,0.0035431262426166292,0.0021681328211950986,0.008569164163250678,0.006334624611676039,0.007871102214469326
