,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,4.646010236860314e-09,6.807059300429313e-09,6.77749737101062e-09,4.452585924066307e-09,6.363845762075068e-09,6.888811263114904e-09,6.713339496702655e-09,5.49372280803433e-09,5.523414454634406e-09,6.946621465876133e-09,6.212153063025953e-09,6.470628550260151e-09,4.622148317707946e-09,6.4017961103088835e-09,6.48512898069223e-09,5.7533983442204435e-09,6.875878055265725e-09,6.441266084976205e-09,6.911214070349833e-09,6.9750067210587885e-09,6.6783859423255135e-09,8.061280326285223e-09,5.214970867916195e-09,7.153465130602133e-09,4.9669959666784454e-09,6.242534334242964e-09,6.463218585118802e-09,6.378940518819172e-09,5.626214139389517e-09,4.365286773503168e-09,5.8254854330111356e-09,2.8219985420097045e-09,5.019096585730356e-09,6.882267719332978e-09,9.639641450265076e-09,0.0,7.347632672045809e-09,7.380547133627355e-09,5.44191955303019e-09,6.401796110308883e-09,6.362376534257197e-09,6.2840637991713676e-09,6.85766428879916e-09,6.587835552467902e-09,7.040688335823653e-09,6.5503067199796635e-09,7.27858084287412e-09,6.628708430052028e-09,3.62611200186705e-09,6.522372324120293e-09,6.172131337547877e-09,6.411243990571799e-09,5.973671397436198e-09,4.922206728375513e-09,6.408479606475419e-09,4.419039685019916e-09,5.971547172975426e-09,6.507155849249388e-09,6.552833780435342e-09,6.856296036951436e-09,5.839834194434206e-09,6.727317640046676e-09,4.845844463963426e-09,6.826609267009947e-09,1.7350889033294323e-09,6.01675677646733e-09,6.754381443104762e-09,6.552833780435342e-09,6.087300971934926e-09,6.7231900295895536e-09,6.861236472255997e-09,6.561516160273111e-09,7.977449988911605e-09,6.4157679775617596e-09,6.468737548891196e-09,6.24618077885889e-09,6.64860330162812e-09,6.723777014534835e-09,7.911605338155757e-09,5.783146103632248e-09,6.4157679775617596e-09,5.9024364726328865e-09,6.64460637224337e-09,6.289315011028761e-09,6.681543531548919e-09,7.352429945946329e-09,6.135001171495666e-09,6.194412688786476e-09,5.237716497032694e-09,5.0193286484165e-09,6.729456921042294e-09,6.454084630823927e-09,7.152352420667178e-09,4.881673047365378e-09,2.1782786082017884e-08,0.0,5.686644446349502e-09,6.2569698323789764e-09,5.465191508846147e-09,6.5347389427582494e-09,7.16044565535753e-09,1.0080852340680442e-08,6.766321411971079e-09,6.039714175859907e-09,6.953154337219512e-09,6.227190749464528e-09,6.462122290754397e-09,6.321866607892085e-09,5.366134361501386e-09,5.709657846054554e-09,6.216978139378488e-09,6.551305297711941e-09,5.997600509968276e-09,6.133145281936174e-09,6.0623903152355e-09,6.914857911525286e-09,6.820451088585232e-09,4.40056446875411e-09,6.927364519439224e-09,6.9094653338919756e-09,6.987228953484322e-09,6.666606608395026e-09,6.74188379760803e-09,6.53686777858488e-09,5.725280484010061e-09,0.0,5.534191646251635e-08,6.7074630406306605e-09,6.652428865891207e-09,6.521887189322586e-09,6.5903320321979075e-09,6.726384895945421e-09,4.319406904548371e-09,6.1235057519678085e-09,7.345194526791448e-09,5.732043295841312e-09,4.6669808408040555e-09,6.1648869696902615e-09,6.372119435517576e-09,6.7456520566192e-09,7.341479336789591e-09,6.279454636431842e-09,7.803004113408105e-09,8.466566725810492e-09,7.390357494232165e-09,6.240845097898615e-09,4.2625375351479255e-09,6.665205882155044e-09,7.206380743442116e-09,7.263272115273501e-09,6.783309314609825e-09,6.200638866853592e-09,6.810918059878344e-09,6.690584675609686e-09,6.897886504873197e-09,5.958688092694127e-09,6.672656045372599e-09,7.056554639941067e-09,6.345789888684071e-09,8.776218276522502e-09,6.616465895314174e-09,6.690584675609686e-09,7.228282621938988e-09,7.2164090145458515e-09,6.6006678000218e-09,6.622705721783396e-09,5.958965367271861e-09,7.527400574245757e-09,6.576888992599333e-09,7.2130296104076925e-09,6.372979172271116e-09,6.722810471505827e-09,6.306303619407288e-09,5.364009787674096e-09,5.783146103632247e-09,6.4447917780862474e-09,6.627717157243878e-09,6.6303188759158006e-09,6.635975456375421e-09,7.108163833800784e-09,6.364434101513968e-09,6.577224067064565e-09,6.427338018719105e-09,6.766321411971079e-09,0.0,6.5373299101632995e-09,4.964974448424498e-09,7.574561700356943e-09,5.694015562613566e-09,9.241224728121635e-09,6.863770967516973e-09,6.347216914335466e-09,6.304520999622847e-09,6.579168218459966e-09,6.39847719638794e-09,5.495026626396293e-09,6.616627352463885e-09,6.147594749740069e-09,6.498298771652151e-09,6.994369971777887e-09,4.329350254894235e-09,6.5049709559894246e-09,5.909815551060973e-09,4.2104824372835466e-09,5.607737901187345e-09,6.9911300076055895e-09,6.993375668930055e-09,6.1784493276958806e-09,7.44858190649365e-09,4.685585688494609e-09,6.941520612647818e-09,6.976085127308961e-09,5.043918350778485e-09,6.1045611148344964e-09,3.949372374882433e-09,8.020456140797476e-09,6.843026279602159e-09,5.755845731064212e-09,6.822967953188052e-09,4.249961504161269e-09,7.05655463994107e-09,4.853099626717102e-09,4.191812348347556e-09,3.5922477673449443e-09,7.056554639941069e-09,5.793034207761538e-09,4.953023127076054e-09,4.290447126974329e-09,8.127271834626028e-09,6.896258885600197e-09,6.562328095836656e-09,7.44858190649365e-09,7.2355895304599095e-09,6.685950052647896e-09,6.896807346327858e-09,7.088864847087203e-09
Agricultural and forestry machinery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aircraft and spacecraft,1.82997033099241e-05,8.693244523506311e-06,6.481016477080637e-06,7.292354630688217e-06,9.952902705401018e-06,6.204118026646723e-06,5.280322588199942e-06,1.0633991097458932e-05,4.0709022690516274e-06,8.589496305260212e-06,6.597459488203695e-06,3.0307797050070747e-06,5.439903999241141e-06,0.00016695030403950266,5.114020135829615e-06,8.792354417324534e-06,5.708531885834725e-06,4.2046886544640126e-06,3.912064382901934e-06,7.00912229156115e-05,4.161555732167557e-06,5.6964094735506825e-06,5.50163924872885e-06,6.087358148978202e-06,6.15957068765193e-06,3.9690535668882514e-06,2.7885555351029078e-06,4.950068442854344e-06,4.085599568650233e-06,4.055128014769239e-06,2.558204779070829e-05,4.036056079885489e-06,5.375744670017384e-06,5.9729203046767175e-06,2.9644161975812587e-06,0.0,4.991771532089514e-06,6.103913684398221e-05,7.702776423265684e-06,0.00011850730646080725,8.791723997082934e-06,3.778769184950883e-06,4.168359225200877e-06,3.6986839579920594e-06,4.497784728431886e-06,7.43593939339651e-06,3.566073125276756e-06,8.500560562788102e-05,4.053092633750042e-06,5.489441224807392e-06,4.222392897184435e-06,5.101674078970623e-06,3.9305602368087965e-06,5.216882877884905e-05,0.0001669503040395026,6.731427573630816e-06,5.193669098084058e-06,3.040364434394991e-06,5.793869524829021e-06,4.405741258686492e-06,8.918397652472086e-06,7.656226685847294e-06,3.9401691319598195e-06,6.150008779075581e-06,6.337102443697787e-06,8.276413312313006e-06,6.919337635387935e-06,0.0,2.3986647202737267e-06,4.525413756937694e-06,6.44233650698622e-06,3.88041591819337e-06,5.2683582779861365e-06,8.887294988342331e-06,2.7885555351029078e-06,4.18749971446741e-06,5.836173840519606e-06,7.802411286905598e-05,5.0337670266718865e-06,0.00011251046355857,8.925054940552255e-06,5.894239209118549e-06,5.730081039838757e-06,5.315371145959675e-06,4.480378650106834e-06,8.92253501260245e-06,3.965069232319966e-06,6.246064348095709e-06,4.995160095751433e-06,7.700132203994646e-06,1.5717702936745723e-05,4.628492694949387e-06,5.671682323496509e-06,6.059417102910683e-06,6.589239980460612e-06,0.0,5.3118012198361545e-06,9.151998991377766e-06,3.954099182832576e-06,6.18256370036013e-06,6.272550654422782e-06,5.387459234769633e-06,6.31654662279778e-06,3.5097127478460133e-06,5.5444198224975615e-06,6.537130872179037e-06,5.646459071795325e-06,5.043373498329506e-06,1.8162554355020706e-06,4.11719294208705e-06,4.18749971446741e-06,4.304600724374953e-06,4.733897927854153e-06,4.867306672539637e-06,3.916065291379276e-06,4.2958479211658365e-06,0.00012681670425328308,4.099247662382614e-06,4.197743429778694e-06,4.344573598049705e-06,8.13621264598457e-06,5.8607065334655915e-06,7.040784512918111e-06,2.2990240031347404e-05,4.824042329394291e-06,0.0,6.683709287341628e-05,4.297600281987494e-06,6.408128196800973e-06,1.140481787978679e-05,7.232325300436791e-06,4.5537950448474765e-06,2.5923335174573856e-06,4.859833394233787e-06,3.0838151649745995e-06,6.493945544018523e-06,8.348626348714456e-06,5.49547511579577e-06,5.1141185597918335e-06,6.023556211785205e-06,3.106004485893999e-06,4.888473392402421e-06,3.9263923465204e-06,0.0,4.5872222686112255e-06,3.485325747711689e-06,8.72355892918147e-06,8.394876216436474e-06,3.5411305393740995e-06,8.89521838814187e-06,4.678684327675132e-06,3.7039160942572722e-06,2.9228716772260804e-06,0.0,6.306256419327489e-06,3.844051866506289e-06,3.7911198676714805e-06,0.00011271952071585066,4.902459235927021e-06,4.470960869736639e-06,0.00016695030403950258,6.0917307060175936e-06,1.3319790422115246e-05,4.990975924878315e-06,4.3326642038391275e-06,2.7885555351029078e-06,5.280923260173272e-06,5.997173535654889e-06,7.411013013764212e-06,4.824534297549171e-05,4.738910321345791e-06,3.7490462172973114e-06,3.965069232319966e-06,4.293168648018219e-06,0.00011251046355857012,3.864119768837441e-06,5.570759239641861e-06,4.54365194502274e-06,3.7490462172973114e-06,5.455612916228353e-06,5.415742193694465e-06,9.884459579633878e-06,4.1324675116120595e-06,6.31654662279778e-06,0.0,4.350954933435002e-06,0.00015198369171830263,6.5431163209818476e-06,3.0489950211158532e-05,6.311446002860265e-06,4.268044954581907e-06,6.868527257321317e-06,4.272637268519451e-06,5.205326277171463e-06,4.457768169070051e-06,7.380957716581884e-05,4.534824969435502e-06,7.140416159825592e-06,5.700470201344245e-06,5.570920888475835e-06,3.2351579468659806e-05,5.314349816327364e-06,4.706958870447882e-06,7.301720101629473e-06,5.668422428644215e-06,5.889841975655335e-06,5.055643598801138e-06,4.07603986915835e-06,1.0885824880748542e-05,4.675252400317743e-06,3.280781677203578e-05,9.57770699205094e-05,8.349293947574183e-06,3.116932957929053e-06,4.449810167223065e-06,4.304600724374951e-06,4.10347771837334e-06,5.382218728265174e-06,4.904811979835656e-06,1.3566296706747987e-06,8.578082527366314e-05,3.9373416316738786e-06,3.7911198676714805e-06,4.688993693096961e-06,8.925054940552255e-06,4.329958734478221e-06,4.2360216932620445e-06,5.918659298367374e-06,4.152234414419187e-06,0.00015196673050313714,0.00013348430175212737,1.0263377493322501e-05,5.1555895906254305e-06,4.4775736808478905e-06,4.935998711464358e-06,1.0313045629920904e-05
Animal feed ingredients and pet foods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Articles of concrete cement and plaster,6.949444048733988e-07,3.477298375437995e-06,1.4171023398163603e-06,2.27308733590007e-07,5.012641273668759e-07,2.5088960435139553e-08,4.372977478590942e-06,1.484069944997713e-06,1.0638478935105071e-07,1.5007883958825458e-05,1.177699034519137e-07,5.161071550864569e-08,5.502109308100565e-07,3.2605770812953335e-07,1.7315932986154402e-08,2.1425181959439874e-07,4.759126034690933e-06,6.565916118540828e-08,9.498899106288774e-06,1.3484949256826475e-07,1.9615171008783943e-06,1.3239567716821841e-05,1.287062059371614e-08,3.5984387820052846e-06,3.2234364766098937e-07,2.622383983846575e-08,1.5661490181592526e-08,1.993029556458984e-06,5.969134381862149e-07,2.4656633536738975e-07,2.0653286797580677e-06,3.1181423961951864e-06,6.020932497437182e-07,1.1428498484020967e-05,5.631030662713503e-06,3.0229818915477256e-07,5.567587469160201e-06,1.8664138867449668e-06,1.177699034519137e-07,3.2605770812953335e-07,1.94945343348416e-07,1.8963037025451305e-06,4.205653659585499e-06,1.180752728905489e-06,1.4113107366957579e-06,5.1177762485803435e-06,2.532773036182943e-06,8.621170229522447e-06,5.943646757960761e-08,3.1277119866198094e-06,2.6754093099469293e-07,4.1357873502191443e-07,4.956433287490354e-07,3.468788689755663e-07,2.6423310904036837e-05,3.870207410913366e-07,5.183662540340367e-08,1.946753188495232e-08,1.6945193179494375e-07,3.833734928506731e-06,6.225869551117229e-07,5.161071550864569e-08,3.0229818915477256e-07,3.9350903239717324e-07,1.280430356057045e-07,1.3457900056092335e-06,1.1499663296385353e-06,0.0,2.449426265654191e-08,5.304746250025332e-08,2.8186489052899803e-06,1.6968550425220383e-08,1.5088873108152855e-05,1.777760649811516e-06,1.5660548060269295e-08,2.118289354452756e-06,6.312407925266008e-08,1.3513538797882825e-05,1.0219229917243857e-06,1.0785493000468996e-06,1.777760649811516e-06,3.941719032120226e-08,3.808033183714143e-06,2.8923645654236845e-07,3.620636110222098e-06,2.1834953814665805e-06,1.0882720215731632e-07,2.0181425927501503e-06,3.53211624126352e-08,9.449195244521747e-07,5.282827255995415e-08,4.757795071191139e-07,1.4346564725043422e-05,1.5560833594026986e-06,4.42571767435237e-06,0.0,5.559615726383606e-07,1.4471610379078288e-08,1.1764929265447045e-06,2.0898300973774635e-08,1.5030000891660145e-05,5.630703252566297e-06,0.0,1.7549759473592852e-07,4.366992716679648e-06,9.731788379297627e-07,2.7785945796863667e-07,1.2532721568736632e-06,2.045472598394466e-08,1.221308842667428e-06,2.77484076068908e-06,1.4449658366408735e-05,1.0210442937581848e-07,4.21012374427795e-06,9.783557893553245e-08,7.39627879265436e-06,1.2985845920852968e-05,3.841195157552115e-07,7.3527998651525896e-06,2.683519643615633e-06,8.297522312529182e-06,9.623399185753804e-07,1.801204124250922e-06,7.786355071034129e-07,6.139667335798264e-07,0.0,1.7656503636221813e-05,5.632670467189537e-06,1.3203627593917454e-07,5.0021430178318143e-08,1.1701365500606315e-07,4.855527790518234e-06,1.790966729095038e-08,6.686591291852906e-08,1.66184250739939e-06,7.4472995174096165e-09,1.2015085561038929e-05,8.142326150437376e-08,5.203053936147467e-07,2.154645331877337e-08,1.1610289040889893e-05,1.0918064486812308e-07,4.202784308906338e-06,1.2932918439241592e-05,2.5985192912724905e-06,1.9632168571341346e-06,2.1216777074214447e-07,5.115560432248917e-06,6.239115054374049e-06,9.259826941078917e-05,5.566309948902044e-06,1.1280203752438873e-05,8.22085118974494e-07,5.391453111648673e-06,5.926819086791834e-06,4.5581947644892383e-07,5.717353269285671e-06,8.382854371757473e-08,3.0961345649436965e-08,7.521038865344944e-06,1.7483171184901334e-06,5.717353269285671e-06,4.325505495351751e-06,6.437357729199051e-06,1.1337172648506578e-06,5.717353269285672e-06,1.544957500679548e-06,1.0988127928958875e-05,8.032195945106146e-06,3.7228870259206925e-05,1.6316643699990458e-08,4.200210985841176e-06,1.506634676192996e-08,2.3498652496287528e-06,1.0785493000468998e-06,5.9815940786164405e-06,5.415621111272978e-08,8.257630268369434e-09,2.7279332367225102e-06,3.019048576588917e-06,3.109020036849648e-06,3.7916929096147385e-06,4.6131791328364996e-08,2.931073818232185e-05,0.0,2.985411179074875e-06,9.041100298266283e-06,3.3332129876153994e-06,7.193667465096702e-07,2.1898352325607513e-08,4.133812869427555e-06,2.647959368593616e-08,1.1178952050474921e-07,3.1121345637529644e-06,5.129628281689498e-07,1.9845841089956508e-06,2.267032985554714e-08,6.626627312960925e-08,3.468491608914335e-08,5.881080907704167e-06,7.013608621857221e-07,8.349262770307838e-06,1.626988365219353e-06,2.755317344740262e-07,1.2207781837903344e-06,6.14913900540295e-06,8.165077264673365e-06,1.0081528619964954e-06,2.2082498898575328e-05,2.601879145625266e-07,9.110483765127733e-06,1.9999216666010125e-05,1.449530995151926e-06,2.487155771521796e-07,6.106493480085157e-09,1.5081198499995338e-05,2.382360840280309e-05,4.037859497517085e-07,3.0322710803348786e-06,4.762751580442457e-08,0.0,1.4578537601785855e-06,2.2628643511987232e-07,1.463401722128516e-08,0.0,5.985193123835157e-07,2.735497374094489e-06,3.023188682138322e-07,1.3567260798462173e-05,1.856003699412122e-05,2.6458359850367732e-06,2.2082498898575328e-05,3.655054713905311e-06,5.63471513454922e-06,5.873930296929112e-06,5.325449150718758e-06
Automobile bodies trailers & semi-trailers,4.165619185001453e-07,2.0144401816763928e-06,2.8467590012773904e-06,3.62886949075134e-07,1.068522713341609e-06,3.06220843414885e-07,4.9314838594241654e-06,1.0827193372238003e-06,1.0321884738887953e-06,7.617826981178182e-07,5.740543152391567e-07,9.600105983848236e-07,3.352470467880612e-07,5.172811473096401e-07,8.701509797037183e-07,1.4511560566533032e-06,5.658120934324682e-06,5.421106106713627e-07,4.290669902157322e-06,7.250797467334832e-07,1.4779791824831632e-06,4.498213228228182e-05,9.960972079204544e-07,1.6628902400984707e-06,2.0997146023453373e-07,1.1068717132878454e-06,4.185853723925984e-07,1.3450652258750318e-06,7.79722640467619e-07,6.116136475690435e-07,1.024769113233018e-06,1.0053265164712471e-07,2.3649044761892222e-06,2.7998718152165995e-06,0.00011439571381646058,0.0,5.905762847541451e-06,1.670108868948434e-06,2.543002333669565e-07,5.1728114730964e-07,1.1260392520233347e-06,1.5331324592050661e-06,2.8239775235918044e-06,2.4894579842351394e-06,2.1648372021194546e-06,3.920231966844715e-06,2.1708937617837888e-06,2.2828141607457885e-06,2.9573888947354125e-07,1.5460430750860357e-06,3.467997990355399e-07,1.7717053578818045e-06,1.1412847246661868e-06,2.6025645726915047e-06,5.476349402332186e-07,8.55042975583129e-07,1.8737930293012013e-06,1.2728770638374448e-06,8.990027549461948e-07,3.0408445651768477e-06,5.615301729041463e-07,9.445605571263285e-07,6.183599403985874e-07,1.1475514407099371e-06,3.3514086108446016e-07,2.1762415040489274e-06,3.919357232912205e-06,2.8239775235918044e-06,2.8942639995124117e-07,8.630544907840913e-07,3.969645863304818e-06,3.4988579017294755e-07,2.485267837444839e-06,3.8007731893353947e-06,4.2911174030948135e-07,4.086795077047249e-07,9.372243049077513e-07,4.5099492302617984e-07,2.3278322573573894e-06,1.954123704464133e-06,3.8007731893353947e-06,1.124653224028501e-06,3.5051828964873782e-06,1.1082801242192212e-06,1.882142644646166e-06,4.167128845374329e-06,5.332446237542205e-06,7.761167813045647e-07,6.857535517812311e-07,1.6469815709270953e-06,1.0367593541711533e-06,2.309440942095995e-06,2.2132586122968413e-06,1.3226386042943468e-06,3.7002591353711386e-06,0.0,8.959870078366235e-07,9.525066651134222e-07,1.2057178313550728e-06,1.2043277289185798e-06,5.581763898648963e-06,0.00012236477209993243,1.967697450354551e-07,4.187187559334119e-06,2.317664383582221e-06,2.4382328590280936e-06,1.1432462792958442e-06,2.755134413643294e-06,3.0203802231165994e-07,1.027670814500152e-06,1.2222302454334435e-06,2.275590734660813e-06,2.0459390790327206e-06,6.503387034918983e-06,1.738843845171821e-06,2.507813367232248e-06,2.62744687117987e-06,3.2688718118708684e-07,1.8279256980372516e-06,3.459817548276576e-06,2.5460270567167925e-06,1.3997354741075292e-06,3.0972267593349634e-06,1.9328733612332966e-06,1.1093658925721037e-06,0.0,4.48861239735974e-05,6.055906907000808e-06,8.28106872852044e-07,7.842824879964482e-07,9.716328008787864e-07,1.5112601219249817e-06,5.206189164615245e-07,1.8683245176900465e-06,2.5628404610841125e-06,8.014035811606929e-07,1.8314739281640229e-06,9.444978018378008e-07,1.676214871073428e-06,2.2833949608134925e-06,4.9325014837442914e-06,1.1715109716282505e-06,2.7799794809374674e-06,2.18823393577879e-06,4.340321221535219e-06,4.129607332210885e-06,1.967697450354551e-07,3.7995968478387165e-06,4.520214704688791e-06,2.374768110718161e-06,5.671254420795799e-06,5.854237211431439e-07,1.6631209186060956e-06,5.80335897789502e-07,1.0604200886131818e-05,9.797472129751455e-07,2.2833605944210885e-06,7.601075619347147e-07,7.957351038153304e-07,0.00010487553972685582,1.7512888192098266e-06,2.2828141607457885e-06,4.267037177076451e-06,9.544443685302728e-06,2.2204074447845315e-06,0.0,1.9463201112049575e-06,3.698752199103745e-06,1.6291469079514808e-06,2.018093656174971e-06,8.979336623169299e-07,2.2542595323235847e-06,3.1608050137015734e-07,4.7508040847165784e-07,1.954123704464134e-06,1.0860241518715307e-06,2.3104155263322658e-06,1.0283648829825415e-06,2.2189633051377555e-06,4.37160770540687e-06,1.9337022576052366e-06,2.7060453808076128e-06,1.1901802612121569e-05,1.9816717100206813e-06,0.0,4.843512004393104e-06,5.398682807735179e-05,3.5654385336034294e-06,8.922305700915656e-07,1.2112085802688802e-06,3.3831668150153365e-06,3.251858680649526e-07,1.1817139691082843e-06,4.869555678016704e-06,5.459549434629157e-07,8.869462338529778e-07,5.582743726120847e-06,9.755607091720848e-07,1.0992054167404548e-06,5.9975446986679675e-06,3.4706393152867514e-07,6.103648050354187e-06,2.1479062909330906e-06,3.174198123296828e-07,1.5351341328909682e-06,1.3200259589632296e-06,1.6749777645100342e-06,1.6951484002672134e-06,1.3379649327897877e-06,1.2980214565059821e-06,8.472817356372894e-07,5.214615995020304e-06,8.04650610838282e-07,3.6117016359157504e-06,1.3160920046942091e-06,9.88077294595723e-07,2.295031170260229e-06,3.731173752223871e-06,5.408754736437456e-06,1.0690892004658637e-06,0.0,2.746564701739415e-06,1.967697450354551e-07,4.249830983252919e-07,0.0,7.62551743924878e-07,1.0777156667840666e-06,2.3297742075810907e-06,3.722962562349063e-06,1.9992511179463684e-06,1.0497457164980167e-06,1.3379649327897877e-06,2.6663657245944606e-06,6.0678190741880245e-06,5.394341691725415e-06,5.498191243980777e-06
