,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,3.2872835600224903e-06,5.05047121550573e-06,4.697445510161506e-06,3.137466201077096e-06,4.212351748500838e-06,4.279379881626333e-06,5.952627241986147e-06,3.921806920717223e-06,3.85658409713873e-06,4.596256299132678e-06,4.3343276422226615e-06,4.507903284813887e-06,3.252490450714077e-06,4.45830795367196e-06,4.5451764522237495e-06,4.056545028740583e-06,4.906344575624414e-06,4.47530787997833e-06,4.786901008373834e-06,4.386280340024412e-06,4.648176910611289e-06,4.966626564451153e-06,3.4758068544708875e-06,4.52085459324581e-06,3.515776339551805e-06,4.345953949652788e-06,4.5083895424609234e-06,4.463691491510745e-06,3.900080669411863e-06,3.0735091117765746e-06,2.2037340372650874e-05,2.0669424650910656e-06,3.516101892222289e-06,4.615046287982738e-06,4.913501289175466e-06,0.0,4.575166509256085e-06,4.561617187589015e-06,3.828884338565594e-06,4.45830795367196e-06,4.444850149988033e-06,4.4063100127594895e-06,5.00005173265936e-06,4.652345409766123e-06,4.935722243270115e-06,4.674775997821376e-06,4.45968015216285e-06,4.562483037811152e-06,2.5610742123696367e-06,5.317136470139551e-06,4.3124016191830434e-06,4.0748445237908045e-06,4.165196556090051e-06,3.4013055529522113e-06,4.459663907015267e-06,3.1123425279563748e-06,4.115723094182086e-06,4.569410467585435e-06,4.582797656131085e-06,4.99825934124502e-06,4.1970366265630265e-06,4.542745082056077e-06,3.4473462699436333e-06,4.459524866405753e-06,1.2098796514295933e-06,4.219830188895591e-06,5.194297661697045e-06,4.582797656131085e-06,4.221698422540792e-06,4.635775752841514e-06,4.9085183358566195e-06,4.572761704430004e-06,4.777977942455744e-06,4.3712146651160265e-06,4.512938963919461e-06,4.302149835488061e-06,4.512918515752124e-06,4.7566941938137735e-06,4.475290951393663e-06,3.914443735668062e-06,4.3712146651160265e-06,3.8888623637313995e-06,4.591837954950727e-06,4.348559744681034e-06,4.810496872599788e-06,4.734667889101507e-06,4.332445039980226e-06,4.205399445698888e-06,3.5838057105296163e-06,3.5373355116394715e-06,4.534565235329566e-06,4.1563766539828645e-06,4.813897985368629e-06,3.4003428244624387e-06,4.899335249288921e-06,0.0,4.011649491656674e-06,4.3500699446504835e-06,3.7206944620445364e-06,4.441704345372595e-06,4.838812296280712e-06,4.905806059415782e-06,4.604635024463668e-06,4.1452758137503104e-06,5.2702781279769705e-06,5.039861905222425e-06,4.4410199221944665e-06,4.080285831435995e-06,3.726731348906397e-06,3.9312972234443075e-06,4.290451825854856e-06,4.643890003465175e-06,4.226781195737169e-06,4.235671969669911e-06,4.277570608612756e-06,4.907197297730367e-06,4.748397188818755e-06,3.1083745081980393e-06,4.870788272404021e-06,4.451957234444399e-06,4.882267491070263e-06,4.595773652871367e-06,4.794856868521377e-06,4.640060222438782e-06,3.90925549908535e-06,0.0,4.84189886448969e-06,4.616957102186079e-06,4.4487803327657295e-06,4.55599738671964e-06,4.504599130469788e-06,4.70370103457946e-06,3.0365994954377185e-06,4.303497266385729e-06,4.823831633414236e-06,4.711633484852149e-06,4.016761343828396e-06,3.2923133990616253e-06,4.322995589727693e-06,4.585358484251547e-06,4.382222938569585e-06,4.861551687614122e-06,4.377225952867119e-06,4.747860315363988e-06,4.873746086130231e-06,4.68381049569951e-06,4.443833377249677e-06,3.0018833765866316e-06,4.521165965165018e-06,4.869855843976551e-06,4.722199911891502e-06,4.618247677815452e-06,4.315383088046851e-06,4.738050631981072e-06,4.529966789304697e-06,4.5963503803873394e-06,4.167234621830286e-06,4.525518050948524e-06,4.3735568243024916e-06,4.389885253857375e-06,4.917288128552697e-06,4.470780793458665e-06,4.529966789304697e-06,5.024365186154767e-06,4.934167818816017e-06,4.466378835125141e-06,4.4867500924023735e-06,4.594566956548893e-06,4.77400616046458e-06,4.605188543300015e-06,4.847049584961001e-06,4.488148235052497e-06,5.870574026788884e-06,4.3372732533553534e-06,3.914443735668063e-06,4.4654501505965895e-06,4.420149234309449e-06,4.508486446497027e-06,4.616038589872903e-06,4.887014053456691e-06,4.407343074129295e-06,4.649070460886569e-06,4.4876078559991036e-06,4.604635024463668e-06,0.0,4.488795361895731e-06,3.4598722207294645e-06,4.754514518591093e-06,4.017547177164094e-06,4.588536049692402e-06,4.832839964664476e-06,4.3592880353154146e-06,4.362225563995675e-06,4.706396440920575e-06,4.502750899511609e-06,3.8053340215369425e-06,4.660680457522397e-06,4.298496973408355e-06,4.541575831458449e-06,4.687952787779902e-06,3.041258554603661e-06,4.514739250556855e-06,4.041740249962745e-06,2.9702111058648794e-06,4.2156096188533856e-06,4.896442695252285e-06,4.730940059937508e-06,4.356150658319828e-06,4.614865149767798e-06,3.275007154457854e-06,4.9008806218113905e-06,4.870700263429046e-06,3.5415586514849477e-06,4.281057519379045e-06,2.7928239846886314e-06,4.806268244658424e-06,4.823507600571986e-06,4.0687557636311205e-06,4.686177259645666e-06,2.995276212375325e-06,4.373556824302494e-06,3.4247278125715966e-06,2.9569062068117823e-06,2.532856517552561e-06,4.373556824302494e-06,3.897115452851846e-06,3.5145559971057306e-06,3.0211644559857955e-06,4.903231315919106e-06,4.743848968269856e-06,4.521677399324073e-06,4.614865149767798e-06,4.879698852324044e-06,4.632548093814841e-06,4.7063533660439525e-06,4.648292314518882e-06
Agricultural and forestry machinery,4.631111470834305e-06,2.72463004057242e-06,9.55858051372879e-06,4.881608625654174e-06,1.6108728835921022e-06,9.30014928165617e-07,3.2491771652366998e-06,3.315969203682531e-05,2.1795458198026987e-06,3.752046861806639e-06,1.797395575436477e-06,8.814794899211538e-07,4.548878357850788e-06,1.7964757710843367e-06,6.970299542551769e-07,1.936687889157793e-06,1.3178975299025238e-05,1.533868038784459e-06,3.389268347332749e-06,1.3632239288215422e-06,2.9359524114388086e-06,3.529941322719498e-06,1.2191989461974778e-06,3.4785571571325733e-06,4.723177042228543e-06,1.825177652461293e-06,9.769087794916693e-07,1.816428119551355e-06,3.6467719725710475e-05,4.8462267445592085e-06,0.0003382002244926574,5.526182503376271e-05,7.812911405386693e-06,3.3699080136006407e-06,3.846645264256748e-06,0.0,5.346808861478694e-06,1.3642659604962292e-06,2.8708077595388607e-06,1.7964757710843371e-06,1.155089261775263e-06,3.0489217255479583e-05,3.3989120410225443e-06,3.9598715861710854e-06,6.789007534830241e-06,4.979914283636021e-06,8.314700606023615e-06,2.346115117035849e-06,2.6548192108445024e-05,2.883441347317758e-06,1.4607362646394566e-06,1.3556124921239994e-05,1.0145835459138926e-05,3.6940144126424956e-06,1.796475771084337e-06,1.6007624838168095e-05,9.459345460360179e-07,1.1095555751556944e-06,9.303977821594281e-07,3.862775113287289e-06,5.135656787190245e-06,1.3369463929434098e-06,2.0148452587411458e-05,1.8831538411643847e-06,1.2983974841385455e-05,2.119904271128743e-06,1.0658146829678403e-06,0.0,9.420045751102366e-07,1.3077928187630956e-06,4.116447257564333e-06,1.1723032422245513e-06,3.389952753224771e-06,1.7333753564793507e-06,8.814794899211538e-07,9.4105553281245e-05,1.252894952705522e-06,4.24388126116353e-06,5.541813484232694e-06,3.556159691019446e-06,1.5221843456742872e-06,2.2368915723003927e-06,2.7138159456445616e-05,9.908939483838537e-07,4.270837272967307e-06,3.3326623125000226e-06,1.1449165350081163e-06,2.0916124511806823e-06,1.0486203061429993e-06,2.233381366424804e-05,1.2701168876195786e-06,0.0008961733652054357,3.7333727370349467e-06,1.987055884808601e-05,3.486925490865562e-06,0.0,2.1421038245720163e-05,9.981883850028006e-07,6.32236181450083e-06,1.6562717862359487e-06,3.974670718344266e-06,4.155120567575103e-06,4.881608625654174e-06,1.4555204597513638e-06,3.0330194246866525e-06,1.998641938571483e-06,1.7902052205666525e-06,2.473095979763907e-06,3.853451006201132e-07,5.024425041390666e-06,2.2102338146941914e-06,1.9505195003723877e-06,2.2622889326938322e-06,5.176403247690145e-06,2.7317789162042904e-06,7.980188849405628e-06,2.1612069488283296e-06,4.889693152381673e-06,2.091445389086473e-06,1.468007025744866e-06,6.363162473819686e-06,2.0637118415970323e-06,2.5959341822858115e-06,1.8254045692303107e-06,4.092509237132686e-06,0.0,3.8153131415071405e-06,3.8107115196500433e-06,1.3283860716592176e-06,1.0896385364223998e-06,1.5948088535242238e-06,3.8915242310524265e-06,1.5621910337935784e-06,1.694518341706401e-06,6.222890725999204e-06,3.2015011641344336e-06,4.6460379254766164e-06,4.385410705448528e-06,2.235735118455144e-06,3.945518992905297e-06,1.317936374571551e-06,5.234675180423412e-06,2.0449313282785576e-06,2.9606436081473053e-06,2.542840319861854e-06,5.130158910055007e-06,2.340751442812753e-06,4.881608625654174e-06,7.928743294871676e-06,4.286028414698021e-06,3.2602596142227715e-06,4.245439280566321e-06,1.5472007885852626e-06,2.128099682453095e-06,1.8607461155637209e-06,3.9632179246469975e-06,4.577721713942324e-05,2.8734825624078745e-06,1.3655344553997047e-06,1.1936813754246557e-06,3.6938687974852403e-06,1.8301450089374658e-06,2.1925252266255897e-06,1.83968199116545e-06,2.670757027121156e-06,2.292271024581437e-05,5.3561060841143244e-05,1.2369684723662604e-05,5.180004255702978e-06,3.7170013844364597e-06,3.7084553171628795e-06,8.061776549675506e-07,3.3989120410225443e-06,9.657330596091244e-07,3.5561596910194482e-06,2.396172618035485e-06,2.8950637098057164e-06,1.2749258275419027e-06,2.2122195334643327e-06,6.343034081910159e-06,2.0432465274482055e-06,6.894679188623269e-06,2.451636669162705e-05,3.4747239138033186e-06,0.0,1.9618759524168476e-06,2.62570397218777e-06,3.1874893575378865e-06,2.603694349236937e-05,9.275907034785393e-07,2.350939165091179e-06,1.0253643946575684e-06,1.554530206001546e-06,4.561479649921981e-06,8.813492477200968e-07,1.1176216204196637e-05,1.433841177551479e-06,9.571586887460988e-07,1.3123774977536231e-06,4.281720021593453e-06,4.791860747727893e-06,3.9707195422056375e-06,2.2950378902017256e-06,3.5927269843516622e-06,1.8960009816466203e-06,3.08146739419331e-06,8.817989281392347e-06,2.4086105657171017e-06,1.5338680387844581e-06,1.854527532575019e-06,3.150361270118424e-06,2.99382391779161e-06,1.55322808807077e-05,2.6106430261677198e-06,2.150823287288882e-06,3.283008404613539e-06,2.5564519272730985e-06,3.646411717963013e-06,4.477038758727108e-06,1.7738688680482582e-06,2.8800838885345237e-06,0.00018993594384827045,4.881608625654174e-06,1.2895831130314134e-06,0.0,5.3637435443524745e-06,1.0299764939091526e-05,1.3833553000562829e-05,4.1943681134005685e-06,2.2588388185462887e-06,1.241199855289947e-06,3.249643808268995e-06,2.6223520338033934e-06,4.702446338062984e-06,4.954307035388581e-06,4.750442893755289e-06
Aircraft and spacecraft,5.996650775253825e-06,7.393620983687604e-06,5.39504925383138e-06,6.687246059088357e-06,3.691393094216731e-06,9.792605089675257e-06,5.750773773948402e-06,1.7723455148764333e-05,4.637357661304448e-06,5.6189154463140654e-06,6.164161211830864e-06,3.756404617073682e-06,5.050689651729819e-06,4.189814799858186e-06,5.5786354631894625e-06,5.973604313718028e-06,1.6918484924519013e-05,5.1488703925318775e-06,2.4803671996626926e-05,6.999003343482363e-06,7.83089737220205e-05,5.647003095357936e-06,5.559788537122011e-06,5.4783656439574106e-06,5.608669596788142e-06,5.677827946656934e-06,3.204985506463605e-06,1.219147297879334e-05,5.709159373802957e-06,5.838692467201769e-06,8.813094151390997e-05,0.0001226717970009501,5.730113286017991e-06,6.261500337863821e-06,3.3114099697976003e-06,0.0,4.346893183326374e-06,5.563950300272894e-06,5.668315174506432e-06,4.652390161465155e-06,8.109438780610927e-06,0.00011133487052568514,5.0723438700491565e-06,4.053239746603904e-06,4.63229006594827e-06,7.660163160022134e-06,6.470256235224064e-06,5.1547598149932845e-06,6.0893135726416876e-06,5.763770815452345e-06,1.0220347961290715e-05,5.975042027493891e-06,1.1537695261967759e-05,6.65537025840952e-06,4.189814799858187e-06,5.0793099243464735e-06,2.5773187354449804e-05,3.7782240868508463e-06,6.23577595928222e-06,5.865348934572217e-06,5.819141398098071e-06,6.012992514281893e-06,0.0018499111466823074,4.933337408556887e-06,6.813128503162488e-06,5.863036749954332e-06,6.832678131894394e-06,0.0,1.9288015394263093e-05,5.788691159706656e-06,5.662515816814074e-06,4.2043838702192884e-06,3.800325945669386e-06,5.85800690679933e-06,3.204985506463605e-06,5.7494891109185355e-06,6.230276615361711e-06,5.321032025646972e-06,4.403833515351263e-06,7.89670496425748e-06,5.698775648662597e-06,1.813396665064922e-05,7.793445646455104e-06,5.466377614974955e-06,5.45073939398747e-06,5.699354340032401e-06,4.590075822584218e-06,5.762900496921983e-06,4.98806494722418e-06,5.6683806234840195e-06,5.781995657996148e-06,4.843838797568941e-06,1.232055572197491e-05,5.965901731059783e-06,5.593308536136449e-06,0.0,5.685158269590953e-06,3.860415852796539e-06,7.471101785820742e-06,7.108494667330104e-06,5.888010083691545e-06,5.997898067144255e-06,5.077972068679032e-06,4.522173194992497e-06,6.375023696702786e-06,7.382701351653815e-06,8.752919811496965e-06,5.731431305715063e-06,1.9542207662841258e-06,6.199074239183704e-06,5.7494891109185355e-06,6.282991699362136e-06,3.15474524687166e-05,5.592978911553145e-06,4.467166857014196e-06,6.7809809565807045e-06,5.183875843637245e-06,5.782413216060792e-06,7.495461499030925e-06,5.147974346741261e-06,6.076246464625294e-06,5.2088058698625565e-06,5.24132820256558e-06,1.151688723373112e-05,1.2095033299889706e-05,0.0,5.372657635065996e-06,5.769146475335449e-06,7.977490953575688e-06,5.663514216457352e-06,6.138199271041147e-06,7.800004946942925e-06,3.2758060940088137e-06,1.1658482885987885e-05,3.3701950622501975e-06,5.059752633070803e-06,5.4692582413223874e-06,7.792381656264912e-06,6.178983774967079e-06,1.4433126015969407e-05,6.275302367180981e-06,3.760675836542629e-06,1.271595617036185e-05,2.6004520569543564e-05,0.0,4.675952899223721e-06,7.186551272385083e-05,5.6937541548212805e-06,5.7420273309996955e-06,1.537229048417284e-05,4.942139800150759e-06,5.944998821302104e-06,3.334998110396669e-06,3.4614701450327986e-06,0.0,7.830141655558317e-06,6.518013606672403e-06,5.787753474739164e-06,7.905165936592595e-06,5.401485762339325e-06,5.7217941271092e-06,4.189814799858185e-06,6.292004628840668e-06,6.55963393583075e-06,5.121669229448322e-06,5.038496186427258e-06,3.204985506463605e-06,0.0001213827383705952,5.412003559485481e-06,6.030675215499154e-06,5.17355882609913e-06,1.3635079640516083e-05,6.446623918042187e-06,4.590075822584218e-06,7.89670496425748e-06,5.774221972097218e-06,7.47704877625673e-06,5.902920573011142e-06,6.446623918042187e-06,5.762649796664705e-06,6.7590556468084816e-06,5.965555896385655e-06,7.107527657378079e-06,5.077972068679032e-06,0.0,6.145296525460084e-06,4.725689164389869e-06,5.916440089046274e-06,8.349466010480607e-06,5.088539416816783e-06,4.260154869752539e-06,5.250134802118038e-06,6.069667845611016e-06,7.147358434569072e-06,5.114123004424635e-06,1.4052610139666967e-05,6.082907762042048e-06,6.856530478295712e-06,5.818980681537143e-06,4.8190782799055195e-06,5.1539863152287655e-06,5.179561733576701e-06,6.0149463714190835e-06,5.547058230334071e-06,6.541094851460063e-06,4.4087822658478135e-06,5.178419509978594e-06,9.353906857246123e-06,4.974414114365245e-06,6.476049674394235e-06,4.686948486028003e-06,5.413528392723446e-06,5.760165270683112e-06,3.5473089727118823e-06,4.609413632604169e-06,6.282991699362135e-06,5.646457324091376e-06,5.530942178193963e-06,5.7812188709204765e-06,1.312467715547089e-06,7.331373234910844e-06,1.3542696174446865e-05,5.787753474739164e-06,5.94716230720706e-06,5.698775648662597e-06,5.78243932867219e-06,6.302402173061128e-06,1.2398678326381258e-05,1.2494947069022956e-05,4.289575958837088e-06,4.739595908945499e-06,7.960785926297805e-06,5.527568166721114e-06,5.769175547499036e-06,5.3526286607809445e-06,5.699815180408091e-06
Animal feed ingredients and pet foods,0.0,1.0000000000084885,1.0000000000084939,0.0,1.0000000000084945,0.0,1.0000000000083458,1.0000000000084945,1.0000000000084945,0.0,0.0,0.0,1.0000000000084943,1.0000000000084934,1.000000000008494,1.0000000000084937,1.0000000000084943,1.0000000000084943,1.0000000000084948,0.0,1.0000000000084943,1.0000000000084919,1.000000000008494,1.0000000000084501,1.0000000000084945,1.0000000000084943,0.0,1.0000000000084943,1.0000000000084939,0.0,1.0000000000084943,1.0000000000084943,1.0000000000084939,1.000000000008493,1.0000000000084923,0.0,1.0000000000084919,0.0,1.0000000000084943,0.0,1.000000000008495,1.0000000000084948,1.0000000000084945,1.000000000008494,1.0000000000084943,1.000000000008494,1.0000000000084952,1.0000000000084937,1.0000000000084917,1.0000000000084839,1.0000000000084945,1.0000000000084943,1.0000000000084937,0.0,0.0,0.0,1.0000000000084943,1.0000000000084939,1.0000000000084939,1.0000000000084734,1.0000000000084948,1.000000000008494,1.0000000000084943,1.0000000000084945,1.0000000000084903,1.000000000008494,1.000000000008376,0.0,1.0000000000084954,1.0000000000084939,1.0000000000084937,1.0000000000084943,1.0000000000084937,0.0,1.0000000000084948,0.0,1.0000000000084939,1.0000000000084943,1.000000000008494,0.0,1.0000000000084943,1.0000000000084948,1.0000000000084939,0.0,1.0000000000084943,1.0000000000084939,1.0000000000084945,1.000000000008494,1.0000000000084948,1.0000000000084943,0.0,1.0000000000084939,0.0,1.0000000000084948,1.000000000008494,0.0,1.000000000008493,1.0000000000084939,1.0000000000084939,1.0000000000084943,1.000000000008494,1.0000000000084923,0.0,1.0000000000084945,1.0000000000084903,1.0000000000084892,1.0000000000084939,1.0000000000084943,1.000000000008494,1.0000000000084934,1.0000000000084937,1.0000000000084937,1.0000000000084939,1.0000000000084937,1.000000000008492,1.0000000000084814,0.0,1.000000000008494,1.0000000000084939,1.0000000000084825,1.000000000008489,1.000000000008492,1.0000000000084945,1.0000000000084945,1.0000000000084939,0.0,1.0000000000084908,1.0000000000084923,1.0000000000084939,1.0000000000084945,1.000000000008494,1.0000000000084943,1.0000000000084939,1.0000000000084939,1.0000000000084945,1.000000000008481,1.000000000008494,0.0,1.0000000000084945,1.0000000000084943,1.000000000008494,1.000000000008492,1.0000000000084948,1.0000000000084945,0.0,1.0000000000084923,1.0000000000084948,0.0,1.0000000000084945,1.0000000000084925,1.000000000008491,1.0000000000084919,1.000000000008494,1.0000000000084937,0.0,1.0000000000084939,1.0000000000084928,1.000000000008494,1.0000000000084943,1.0000000000084943,1.000000000008492,0.0,1.000000000008494,1.0000000000083997,1.0000000000084883,1.0000000000084934,0.0,1.0000000000084888,1.000000000008494,0.0,1.000000000008494,1.0000000000084937,1.0000000000084952,1.0000000000084945,1.0000000000084948,1.000000000008495,1.0000000000084885,1.0000000000084937,1.0000000000084939,1.0000000000084934,1.0000000000084928,1.000000000008494,1.0000000000084943,1.0000000000084937,0.0,0.0,0.0,1.0000000000084943,1.0000000000084937,0.0,1.0000000000083624,0.0,1.0000000000084952,1.000000000008494,1.000000000008494,1.000000000008494,1.0000000000084943,1.0000000000084939,1.0000000000084939,1.0000000000084925,0.0,1.0000000000084937,1.000000000008494,0.0,1.000000000008461,1.0000000000084939,1.000000000008489,1.0000000000084939,0.0,1.000000000008494,1.000000000008494,1.0000000000084939,1.0000000000084943,1.0000000000084943,1.0000000000084943,0.0,1.0000000000084943,1.0000000000084932,1.000000000008494,1.0000000000084939,0.0,1.0000000000084943,1.0000000000084943,1.0000000000084943,0.0,1.000000000008494,1.0000000000084939,0.0,1.0000000000084794,1.0000000000084945,0.0,1.0000000000084937,1.000000000008494,1.0000000000084925,1.0000000000084923,1.000000000008492
Articles of concrete cement and plaster,5.923771988480079e-07,1.7535493286704928e-07,3.693789412881847e-07,2.0095695852613128e-07,3.0390883506727696e-08,5.015160880906466e-07,2.589158529214133e-07,0.00012027764429845918,5.747451166401465e-09,3.3256222602704426e-07,3.6363945557371065e-08,5.937087771009209e-09,6.152767644081584e-06,1.8293860747053943e-08,1.2313747444993955e-09,1.4232075856268705e-08,2.626575554025929e-07,7.732908635081062e-09,3.390460086419491e-05,7.423285709445617e-06,1.704522992062023e-07,2.139490059005175e-07,2.0089781400398195e-09,5.015731922755816e-07,5.253048682041897e-07,1.6585672412173523e-09,1.2159792267326825e-08,1.3335962183502782e-07,1.519513568638315e-07,1.8626868334783517e-07,0.00015960507874800462,0.00043421909902963054,1.5042859294448174e-07,2.1162942285309174e-07,2.3170467318350238e-07,6.153479556975067e-05,2.815772699993821e-06,9.81809111675972e-08,3.6363945557371065e-08,1.8293860747053936e-08,1.633974275286508e-08,5.874054800809548e-05,2.112369523431252e-07,1.5640057321831569e-07,2.3790943077326383e-07,2.798506668757294e-06,1.2960725523119592e-07,1.4380809976561905e-06,8.935931662633925e-08,1.756554198289158e-07,1.0321205191140737e-05,1.260633929689846e-07,4.2359020282384387e-07,3.418859588897643e-07,1.8531699118167804e-07,1.944735521352134e-07,5.0017702034071225e-09,1.1330479756157308e-09,2.238357261936034e-09,2.0037638168666555e-07,1.5783639035148227e-07,5.937087771009209e-09,6.153479556975067e-05,2.852009345466948e-07,3.1703338942022267e-07,1.3215761476396756e-07,1.1334724698438569e-07,0.0,5.046720495981903e-07,5.055677352492355e-09,1.4138139773332888e-07,1.6600340460208886e-09,7.084687218102459e-07,2.0817930107968146e-07,8.352732484931623e-09,6.168383251417789e-06,6.59639974891263e-09,2.199340598056891e-07,1.971126866770288e-07,1.3683276591457746e-07,2.0817930107968146e-07,2.1128313172439894e-09,5.475367136605616e-07,4.309661025096126e-07,1.8343095123380378e-07,1.6747999751566204e-07,5.5650231793421925e-08,3.1057769267836853e-07,2.6473083283528483e-09,3.795567701778498e-07,5.985855915176521e-09,5.040685958192085e-07,2.224383411111146e-07,5.039223212681294e-06,2.0438014551122584e-07,0.0,1.8545586077504426e-07,9.111129787121926e-10,1.6598103200353447e-05,6.87237708551639e-10,2.156692815810657e-07,2.3170523499898565e-07,0.0,1.926619989924344e-08,1.6296508995698702e-07,5.642640541909981e-08,1.518064879363145e-08,1.7645694197794107e-07,6.029082893403573e-09,1.0666391965415947e-06,6.616947368963958e-07,6.192016228022062e-07,6.365199055627257e-09,9.505953462633812e-07,6.479690201829447e-09,2.1940193020563996e-07,8.208934558339256e-07,1.902483624819999e-07,2.0717054982681607e-07,2.754940960635359e-07,2.2673634394756962e-07,1.2840149948660973e-07,6.355048571101864e-07,1.398788492826659e-07,2.490635640958815e-07,0.0,1.9517019083875544e-07,2.9328645120979775e-06,9.81969819309253e-09,5.825301870229932e-09,9.756719060327467e-09,2.10533245032966e-07,4.529037461013754e-09,4.217013276002997e-09,1.2016277032553043e-07,2.3241982356463842e-07,2.9213302137440157e-09,5.50360232877179e-07,5.821637131803206e-09,1.1759000395785868e-07,2.335401827480183e-09,2.2369952370968816e-07,7.151931265010123e-09,2.1166795292429156e-07,2.1389525245737168e-07,1.4170982658486448e-06,1.7034528529321838e-07,1.871414073312015e-07,2.3037083011426264e-07,2.352765689983753e-06,2.1709796582116203e-07,2.806537408680298e-06,1.0238842556993691e-07,1.1080493875521079e-06,1.4287216145782953e-06,2.459617381988762e-07,1.4733510073231404e-07,1.5194664806137988e-06,5.450381481600649e-09,2.5331442299406802e-09,2.293292349806515e-07,8.4785763838919e-08,1.5194664806137988e-06,2.517151624931961e-07,2.0924925858226745e-07,3.1298771209474186e-07,1.5194664806137984e-06,1.5625545408098486e-05,2.4219570146422753e-07,3.4976690155743304e-07,1.8115165039930063e-07,1.082843832010323e-09,2.1114560404560806e-07,5.121849523143791e-08,1.368327659145775e-07,1.685763017315534e-07,3.119807926224723e-09,4.676462930851512e-10,1.8643531050746768e-07,2.3657751172819977e-07,4.894363520892228e-07,1.9664557328596932e-07,7.937597839929986e-09,8.216257523313592e-08,0.0,9.053386526702576e-07,2.811125150011004e-07,3.8944041681448745e-07,2.4883771142254414e-07,7.228091404917207e-08,2.5589819333756017e-07,1.0266125776250842e-08,8.049702291592123e-09,3.260955698064491e-07,4.352577185137729e-05,4.295127216304958e-07,1.38325748323329e-09,3.55449034018949e-09,2.221692196431341e-09,2.818966295646263e-06,1.5046576215877487e-07,3.7935304025065275e-07,1.469804064465604e-07,3.714838047013578e-05,7.478609011519713e-08,2.406760846000454e-07,2.2735640655707965e-07,6.657799203291268e-08,6.449201951096849e-07,1.8615364306787497e-08,4.70552227829052e-06,6.306174562290209e-07,5.34050773164939e-07,9.52052772184727e-08,5.815830471331649e-10,7.081180848491737e-07,3.180245787805056e-07,2.333641941312554e-08,3.3365245639675673e-07,2.448099459877434e-09,0.0,0.0006327753723126774,2.0006663103072763e-07,8.00685838041723e-10,0.0,2.552732049907406e-07,2.1851647505923463e-06,2.6069145782937965e-07,2.3508658715868533e-07,3.272225397493455e-07,1.9912239654561824e-07,6.449201951096849e-07,3.5981891676618623e-07,2.945958140607748e-06,1.9071413425758873e-06,2.6800320791528265e-06
