,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,1.8669732621033447e-05,3.2987789505216324e-05,2.7134855742272824e-05,1.812575718109475e-05,3.759369807772037e-05,2.7333625924183592e-05,2.8442124615712605e-05,2.187669339094396e-05,2.781625692838975e-05,2.7452454200242423e-05,2.5771944716162908e-05,2.776320137211474e-05,2.0261119007202162e-05,2.540175095814432e-05,2.6218970129581694e-05,4.162414063940424e-05,2.7035156024056018e-05,2.6554685706269523e-05,2.786055173539817e-05,2.6463415673392144e-05,2.9014859907375703e-05,2.7449566660914634e-05,3.003816910865562e-05,3.246866027220541e-05,2.0148503265646378e-05,3.2837125184427465e-05,3.2651063807386244e-05,2.736377006014603e-05,2.2340402828862443e-05,1.820599958792992e-05,2.3232154319479396e-05,1.1007240962945931e-05,3.158578664469443e-05,2.695424287748246e-05,2.8088719731357947e-05,0.0,2.882367740233681e-05,2.6944381057971728e-05,2.180482961369102e-05,2.540175095814432e-05,2.6198720779068123e-05,2.642458724497077e-05,2.6772878828585273e-05,3.0181579158471728e-05,2.802267159515784e-05,2.6538018593492505e-05,2.8743146883217217e-05,2.634151772631666e-05,1.570958514544192e-05,3.5693416598995256e-05,2.6874413942802484e-05,2.3409190269800308e-05,2.64082507818061e-05,1.981871163135856e-05,2.5408719817359802e-05,1.8179218116313734e-05,4.672598238686104e-05,2.7116422487938666e-05,2.668381142434256e-05,2.6977127623823757e-05,2.4260615793370446e-05,2.8093525608753844e-05,2.1689676852319078e-05,3.741716186804355e-05,7.028734129562153e-06,4.5825535812873185e-05,2.8509146106808707e-05,2.6683811424342555e-05,2.6574065212892015e-05,2.7022667991691597e-05,2.7181180821169926e-05,2.8816990551896746e-05,2.7044680014843264e-05,5.06711859465002e-05,3.275174510204617e-05,3.1497761133553794e-05,2.8084477355047096e-05,2.6677626014457238e-05,3.3410274838149445e-05,6.089072447781559e-05,5.06711859465002e-05,6.441394967470076e-05,3.0149468080690082e-05,3.398116962913992e-05,3.0167212348922996e-05,3.4257249579947876e-05,4.681858622225393e-05,2.8917840479406783e-05,2.619476042592768e-05,2.0667726598781085e-05,2.8158604059781355e-05,2.447606319982757e-05,2.7346015856287314e-05,2.2772812420271656e-05,3.3610015299143874e-05,0.0,2.2718541071997646e-05,2.6947779993745666e-05,2.2342106308171027e-05,2.5758963178093353e-05,2.7202036167214312e-05,2.826989379293707e-05,2.936994009528551e-05,2.9670052168116058e-05,3.2234353126808946e-05,4.841987519930604e-05,2.8760820880060844e-05,4.117882763607629e-05,2.385615552356341e-05,2.2398307566301554e-05,3.101665789694119e-05,2.589190652118724e-05,2.6979065500535328e-05,2.751292568411673e-05,2.8012675702846437e-05,2.7132469296381643e-05,2.6141385353616922e-05,1.826371625453684e-05,2.6657500023373603e-05,3.1751242518048695e-05,2.680215560495351e-05,4.736571693276909e-05,2.9049744401643685e-05,3.6431231982568765e-05,2.594159482173497e-05,0.0,2.90746337818006e-05,2.7915598804150043e-05,2.8716394125491785e-05,2.725195982520163e-05,2.7619362738892815e-05,2.5827116755666362e-05,2.465377419081011e-05,3.0553208140288076e-05,2.7613027838107624e-05,2.8877121322317052e-05,2.2719620474859145e-05,1.9308289971101342e-05,3.457930481951903e-05,2.7110900459599235e-05,3.222963101412154e-05,2.6947261448478164e-05,3.0258672838603576e-05,2.737786509731081e-05,2.7153626888204927e-05,3.980185632063207e-05,1.7958783919742708e-05,3.245062315336149e-05,2.8056637408504457e-05,2.708490093411716e-05,2.785872797117995e-05,2.877761098991632e-05,2.9356386139099653e-05,2.5970524791833444e-05,2.6901918349014044e-05,2.8073000766208295e-05,2.5935214059422262e-05,2.6254320387640005e-05,2.5987296213563654e-05,2.777928220982441e-05,2.545093627149757e-05,2.5970524791833444e-05,2.937796647179863e-05,2.727417580637191e-05,2.7892911998936057e-05,2.5707976145626715e-05,2.3635167849474445e-05,2.7526226371214502e-05,2.5889665742197842e-05,2.6942594053366662e-05,2.5580681074277497e-05,2.8335443214840624e-05,2.838206263454622e-05,2.08886873434526e-05,6.089072447781562e-05,2.8060814551594773e-05,3.173679986036949e-05,2.7912002764651863e-05,2.9607139695121593e-05,2.7316554183747545e-05,3.484292128374327e-05,4.219680860360335e-05,3.518494677447171e-05,2.936994009528551e-05,0.0,4.0564708981591676e-05,1.9574333906362e-05,3.2081781293634864e-05,2.5078391182250244e-05,2.8808965565182764e-05,2.9790608455571806e-05,2.9708700234347303e-05,2.8324091294524083e-05,2.6757521091119525e-05,2.9515884872953263e-05,2.4640445471752407e-05,2.6468578311342073e-05,3.1336550256915966e-05,2.6710979704814047e-05,2.8119677809939665e-05,1.7414945467530587e-05,2.850949927529764e-05,7.20533219117655e-05,1.696441917113045e-05,2.2834859682919895e-05,2.8573020030737044e-05,2.6693945194895005e-05,2.8086276957935574e-05,2.679912825144977e-05,0.00011329003802394487,2.6864884835728717e-05,2.669637695211297e-05,3.512912794538785e-05,3.203787174560308e-05,0.00013768143806406057,2.7159748776383072e-05,2.6677802727391186e-05,2.3213551450374286e-05,2.7439722488646552e-05,1.9410338227895258e-05,2.6254320387640026e-05,1.927872140806041e-05,1.688430963289515e-05,1.9210760056734297e-05,2.6254320387640022e-05,2.331293280338469e-05,2.4821060209157455e-05,1.741985027305675e-05,2.738699790457311e-05,2.704659819397273e-05,3.0454095507195316e-05,2.679912825144977e-05,2.7961084543858448e-05,2.8208652982832612e-05,2.873003759350812e-05,2.852931190836982e-05
Agricultural and forestry machinery,8.78385308933707e-06,2.7786294411928333e-05,1.878285813419446e-05,3.0695156911924064e-06,2.3076368201213446e-05,6.6905049753542754e-06,1.4377944907071217e-05,9.502841883578708e-06,1.806106285114376e-05,1.4405871258287282e-05,6.0181052341194665e-06,7.037155324858339e-06,6.110760555571599e-06,6.016095112476209e-06,5.861233320981062e-06,1.3910220246337478e-05,1.817896626707636e-05,7.906767970854168e-06,3.716199425318874e-05,8.165773706774705e-06,2.082310945171453e-05,3.772268862884753e-05,1.0914446015898923e-05,1.570544839717675e-05,4.460446551948029e-06,1.5665367110228653e-05,7.49041415628307e-06,1.3070336836508127e-05,6.6461707086892596e-06,3.1741945616296734e-06,1.0514638468716188e-05,9.110033648024877e-06,5.968848998262896e-06,2.7903486502766936e-05,3.0226899023668748e-05,0.0,1.5000750579819567e-05,1.1135434084480333e-05,6.424613938054159e-06,6.016095112476209e-06,9.75151635874764e-06,1.2247994250417453e-05,4.847008493321538e-05,2.274529792315743e-05,1.846855865362484e-05,2.89093425962418e-05,2.054038486493573e-05,1.5278119953061646e-05,1.1574749764840336e-05,2.260864786908123e-05,9.885895505254868e-06,1.2706857451773973e-05,1.079268441563033e-05,9.122937224655997e-06,6.016095112476209e-06,5.170664727547365e-06,8.69325737743073e-06,8.834896989955495e-06,6.590725416301572e-06,2.2795696585603792e-05,6.087506849099395e-06,1.0211145066342642e-05,1.3419561326661037e-05,1.7290019743804372e-05,2.020189009920704e-05,1.7420856361398866e-05,1.4927867944834244e-05,0.0,6.604557539682594e-06,1.0890880369468743e-05,1.6996169409425112e-05,2.019019519729902e-05,2.5759531931993985e-05,1.0669003220337626e-05,7.0371553248583394e-06,1.2883972965369238e-05,9.553513149376539e-06,2.665803987359158e-05,2.115459559666044e-05,9.759757639277873e-06,1.0776254799634137e-05,2.2341868918725182e-05,1.5814606567083377e-05,6.955327098287685e-06,3.306789244603417e-05,3.575367030058234e-05,1.0905596021903125e-05,1.686777252956118e-05,1.195156784657606e-05,9.461366211829729e-06,9.62339268070331e-06,1.1606313410027335e-05,2.047758235372443e-05,1.2231407690677676e-05,3.7865558838822674e-05,0.0,1.1395179471601997e-05,9.289307147338356e-06,1.2087604966373706e-05,9.40396741805639e-06,3.136347659624023e-05,3.277724891441397e-05,3.0695156911924064e-06,1.0456381065667273e-05,4.133570389937241e-05,1.4538464496380123e-05,9.840832173984641e-06,1.116945790682257e-05,1.5164633182877025e-05,8.24341226509711e-06,1.4934763675877325e-05,1.6421017557958435e-05,1.0437427205280471e-05,2.4765402391997772e-05,3.361432711150165e-05,2.556730122411536e-05,1.8302137540653842e-05,7.604483566265497e-06,1.66017623239822e-05,9.237055165702748e-06,2.5596514451349837e-05,2.389453659202356e-05,1.7989216479997733e-05,1.872690828370791e-05,7.239506633644885e-06,0.0,3.26297871944451e-05,1.2690116887285026e-05,1.0894119757898767e-05,7.418467858954197e-06,1.1132740313888827e-05,2.4317977343491952e-05,1.1808960218821183e-05,1.4025158311214519e-05,3.181546210336958e-05,2.8072212222151248e-05,6.6590933898910015e-06,2.4849071744911528e-05,2.0616938623636376e-05,2.9533000526471404e-05,1.6469481869493923e-05,3.386550429037894e-05,1.8406529664958363e-05,1.7884671854655436e-05,1.915332812747986e-05,1.7010601506328983e-05,3.0695156911924064e-06,1.2699157229999387e-05,2.9865358258082037e-05,2.404726498904212e-05,1.666201393919273e-05,1.2516677277381588e-05,2.227283360069103e-05,6.733323073731165e-06,3.760854984817065e-05,1.0523743992243991e-05,7.888495864508029e-06,8.176421022587544e-06,1.0266708803214257e-05,3.5281106906760716e-05,6.486025891309054e-06,1.0435827818982955e-05,1.0461082619593069e-05,2.6938704689562923e-05,1.1360200541925478e-05,9.152522681438617e-06,1.536172613547069e-05,2.748056303725291e-05,3.7672235548214364e-05,2.356873027054738e-05,6.925757760155637e-06,4.847008493321538e-05,9.206687917846523e-06,9.947145019334626e-06,9.759757639277871e-06,1.8857402284035154e-05,1.0638414814961042e-05,1.1075931805373451e-05,1.3205400040124112e-05,2.1458945992667247e-05,1.3717588368020716e-05,2.0069612801822612e-05,1.1441135735062832e-05,2.1596669929158946e-05,0.0,1.099615010383477e-05,1.843103630931963e-05,2.745296513269537e-05,1.2155562928785493e-05,6.982303469731739e-06,1.881638697666032e-05,6.9928511944473395e-06,1.1795291746670698e-05,6.463474303673528e-06,1.2367255906793134e-05,1.6813855312871614e-05,1.050300706401045e-05,9.312264439564667e-06,1.1174161105049228e-05,1.4337028321757732e-05,3.1864955099633967e-06,2.0113834811449344e-05,2.418476198358646e-05,4.381578837913989e-06,1.3546877651658457e-05,2.1032141855344665e-05,2.423206400690987e-05,2.6594308860347183e-05,7.906767970854168e-06,2.194934451896745e-05,2.7680372840047036e-05,2.970901856485955e-05,1.1125609050412642e-05,1.712820410739519e-05,1.557901987803583e-05,2.5336591806683292e-05,1.792335740401612e-05,2.361339392848404e-05,2.5054540281053563e-05,8.608313236837685e-06,6.681978874369778e-06,1.0715512991243455e-05,3.0695156911924064e-06,1.1741074287805963e-05,0.0,4.987845466631089e-06,1.3718070760649245e-05,4.699939183489184e-06,3.014887297077775e-05,2.357444975228684e-05,1.3521186008614168e-05,2.5866557003784187e-05,2.1345329551459885e-05,1.2366743832242604e-05,2.1242001407402126e-05,1.503717317962254e-05
Aircraft and spacecraft,7.333841603915123e-06,0.00013132188922266387,8.494387108471934e-06,6.035626992577473e-06,9.159735827940258e-06,5.904199184381368e-06,6.842921232745782e-06,6.115565874284612e-06,3.8696484017206737e-05,1.0833928079629911e-05,6.756360539640636e-06,4.125650508229258e-06,5.469564094574397e-06,4.543302569355047e-06,6.359705488407466e-06,1.2314622503197755e-05,6.612838543633072e-06,6.315472711312004e-06,3.909029324157159e-05,1.9788449770297128e-05,6.585910622587838e-06,8.830090089168925e-06,8.349733427612648e-06,7.73346229854442e-06,5.9704023182224e-06,4.335775314689165e-06,5.173389127637115e-06,5.7648644111096825e-06,4.091726237053861e-06,4.457393323460789e-06,5.029000277042579e-06,5.10749810034147e-06,1.6563988716119916e-05,7.23769931022149e-06,7.31371854876168e-06,0.0,6.3151573506308005e-06,9.185419421193585e-06,5.827240220237513e-06,6.649399540101103e-06,6.274712830991947e-06,5.414573333080851e-06,6.4750843582194225e-06,1.2873904297680576e-05,9.574336786431785e-06,6.580046440172886e-06,0.08102755348561708,7.768326750542855e-06,5.65395963165075e-06,6.982884016588082e-06,6.404973772328916e-06,6.157522444834598e-06,5.753590133256944e-06,1.581863255757542e-05,4.543302569355047e-06,6.373549051548392e-06,4.848552383387658e-06,4.084191841489828e-06,7.151104928970224e-06,6.463396472740737e-06,1.115698694689742e-05,7.752720532431466e-06,4.494313702456681e-06,8.148553082833158e-06,4.741572151435798e-06,7.02223865807369e-06,6.741622421400535e-06,0.0,5.60916115764954e-06,2.0105136506100207e-05,1.0755879123427548e-05,6.107633975721915e-06,5.538122897073736e-06,1.137849681551975e-05,5.173389127637115e-06,6.264910473815736e-06,7.1594370274340216e-06,9.059210735054758e-06,7.654459773887333e-06,2.5586210033370753e-05,1.141357309479129e-05,6.564003510832907e-06,0.0030977634547618093,6.441621991012906e-06,9.576283122229348e-06,1.1406762605592179e-05,5.6055914004016566e-06,7.008851504470645e-06,4.450797477519434e-06,5.840245014302851e-06,7.561938003390536e-06,5.378114682758022e-06,7.072679632262167e-06,4.6785115642861245e-06,3.064858517464622e-05,0.0,1.2210313296839553e-05,5.607422751439662e-06,4.74859589621847e-06,1.2800732199143756e-05,8.746785535697644e-06,1.1815995238236005e-05,6.907627831074727e-06,5.0308881559553e-06,1.0254172125125041e-05,4.111370106250078e-05,6.523370362307726e-06,2.538123944745819e-05,9.206856856454814e-06,4.224551477351581e-06,6.264910473815736e-06,7.395055149776728e-06,0.004459310337736723,0.0002314209936204884,8.092883254673912e-06,7.564094153521339e-05,5.092799972167165e-06,4.467091636389847e-06,4.4103098548871274e-05,1.4182416154681642e-05,2.240666671211484e-05,1.2826140150147839e-05,1.0873103986895345e-05,1.2761535784314366e-05,5.273245034139141e-06,0.0,8.553530159044297e-06,1.1760869966655966e-05,7.583496225686444e-06,6.321484537871489e-06,6.613033356215446e-06,1.0755307381129049e-05,3.333296078595234e-06,6.1339092691476255e-06,5.416097926713699e-06,7.067792664716084e-06,5.436907490880528e-06,6.034717443580294e-06,8.341863461246277e-06,1.384536523030348e-05,0.00012120795851793303,6.2327794007313415e-06,5.778191511458278e-06,0.0,8.424531487311936e-06,6.819955197766269e-06,1.0492650591047251e-05,6.548971324170031e-06,6.6624585976227105e-06,9.297725933254068e-06,5.495380167053289e-06,5.331727812596894e-06,5.189763323154181e-06,0.0,7.310054606323056e-06,1.0004901367389832e-05,4.023558795270913e-06,2.5625119759322938e-05,5.846253755812529e-06,6.355024504893641e-06,4.543302569355046e-06,1.3560755938291424e-05,0.0012562963340489047,9.621363238434658e-06,5.881527153219079e-06,5.173389127637115e-06,6.319437675805186e-06,1.267133436847471e-05,1.0410731478248427e-05,7.750027882187855e-06,5.615855059708562e-06,1.2226230105236532e-05,5.6055914004016566e-06,4.3848423772776386e-06,2.5586210033370753e-05,4.102425075929684e-06,6.493240461403737e-06,5.778466150997651e-06,1.2226230105236532e-05,6.766119056587141e-06,6.7411029062199405e-06,8.589189888434482e-06,3.9879044492638864e-05,6.907627831074727e-06,0.0,6.991546370140151e-06,7.1433073479691145e-06,1.2898894192751649e-05,9.96611049162283e-06,6.909629241353784e-06,1.4082360165236522e-05,5.716240991454854e-06,8.17057848333876e-06,1.084528109642853e-05,6.315567228211535e-06,1.8266499582160713e-05,1.1232882067827759e-05,6.031964238496209e-06,5.492614171795624e-06,5.630280911426962e-06,1.1409687112471237e-05,6.565002526386756e-06,8.963400808621305e-06,6.7272695229708795e-06,8.499442045705834e-06,4.749076764234212e-05,0.0007559380957514981,0.0005528130035082613,6.651940667905975e-06,1.149284983411967e-05,5.7888018435414095e-06,7.987709801827447e-06,4.513891612277644e-06,5.32759506195229e-06,6.461108706514052e-06,7.3950551497767245e-06,5.283370021214696e-06,6.819141872059181e-05,6.640591290213762e-06,1.6946195841727106e-05,2.0546605367192836e-05,6.116633394977798e-06,4.023558795270913e-06,4.045990348629366e-05,1.1413573094791287e-05,4.517124526801723e-06,4.798071328909506e-06,0.0012855173220475068,5.5709839759341745e-06,4.934896238980727e-06,4.857622213703092e-06,6.261650696551739e-06,6.898240122676357e-06,5.889342766978715e-06,2.006587561287655e-05,8.157948562463211e-06
Animal feed ingredients and pet foods,0.0,1.0000000024091857,1.0000000024091908,0.0,1.0000000024091866,0.0,1.0000000024091895,1.000000002409191,1.0000000024091906,0.0,0.0,0.0,1.0000000024091902,1.0000000024091906,1.0000000024091904,1.0000000024091753,1.0000000024091906,1.000000002409191,1.0000000024091908,0.0,1.0000000024091895,1.0000000024091908,1.0000000024091906,1.000000002409189,1.0000000024091902,1.0000000024091904,0.0,1.0000000024091902,1.0000000024091904,0.0,1.0000000024091897,1.0000000024091904,1.0000000024091902,1.0000000024091902,1.0000000024091902,0.0,1.0000000024091906,0.0,1.0000000024091902,0.0,1.000000002409191,1.0000000024091908,1.000000002409191,1.0000000024091902,1.0000000024091906,1.000000002409191,1.0000000024091915,1.0000000024091908,1.0000000024091895,1.0000000024091906,1.000000002409191,1.0000000024091906,1.000000002409191,0.0,0.0,0.0,1.0000000024091853,1.0000000024091906,1.0000000024091904,1.000000002409191,1.0000000024091906,1.0000000024091904,1.000000002409187,1.0000000024091906,1.0000000024091895,1.0000000024091895,1.0000000024091897,0.0,1.0000000024091915,1.0000000024091908,1.0000000024091908,1.0000000024091906,1.0000000024091906,0.0,1.0000000024091913,0.0,1.00000000240919,1.00000000240919,1.0000000024091913,0.0,1.0000000024091904,1.000000002409184,1.0000000024091902,0.0,1.000000002409191,1.0000000024091842,1.0000000024091904,1.000000002409191,1.0000000024091902,1.0000000024091902,0.0,1.0000000024091902,0.0,1.0000000024091906,1.0000000024091906,0.0,1.0000000024091895,1.0000000024091902,1.00000000240919,1.0000000024091906,1.0000000024091902,1.0000000024091902,0.0,1.0000000024091902,1.0000000024091897,1.0000000024091786,1.0000000024091902,1.0000000024091895,1.0000000024091906,1.0000000024091902,1.0000000024091855,1.0000000024091902,1.0000000024091902,1.0000000024091895,1.0000000024091902,1.0000000024091908,0.0,1.0000000024091904,1.0000000024091902,1.0000000024091875,1.0000000024091902,1.000000002409189,1.0000000024091908,1.0000000024091822,1.0000000024091904,0.0,1.0000000024091908,1.0000000024091915,1.0000000024091904,1.000000002409191,1.0000000024091904,1.0000000024091908,1.00000000240919,1.0000000024091906,1.0000000024091906,1.0000000024091904,1.0000000024091906,0.0,1.0000000024091902,1.0000000024091897,1.0000000024091904,1.0000000024091906,1.000000002409191,0.0,1.0000000024091913,1.0000000024091904,0.0,1.0000000024091906,1.0000000024091913,1.0000000024091904,1.0000000024091915,1.0000000024091908,1.0000000024091906,0.0,1.0000000024091906,1.0000000024091897,1.0000000024091906,1.0000000024091906,1.0000000024091906,1.0000000024091906,0.0,1.0000000024091906,1.0000000024091886,1.0000000024091893,1.0000000024091902,0.0,1.0000000024091897,1.0000000024091906,0.0,1.0000000024091904,1.0000000024091906,1.0000000024091908,1.0000000024091906,1.0000000024091904,1.0000000024091906,1.0000000024091915,1.0000000024091817,1.0000000024091908,1.0000000024091915,1.00000000240919,1.000000002409191,1.0000000024091895,1.0000000024091906,1.0000000024091904,0.0,0.0,0.0,1.0000000024091906,1.0000000024091906,0.0,1.000000002409189,0.0,1.0000000024091908,1.0000000024091906,1.0000000024091904,1.0000000024091908,1.0000000024091908,1.000000002409191,1.0000000024091897,1.0000000024091906,0.0,1.0000000024091904,1.000000002409144,0.0,1.000000002409188,1.0000000024091897,1.0000000024091902,1.0000000024091902,0.0,1.0000000024091482,1.0000000024091906,1.0000000024091906,1.0000000024091908,1.0000000024091817,1.00000000240914,0.0,1.00000000240919,1.0000000024091897,1.0000000024091906,1.0000000024091902,0.0,1.0000000024091902,1.00000000240919,1.0000000024091837,0.0,1.0000000024091908,1.0000000024091902,0.0,1.000000002409191,1.0000000024091904,0.0,1.0000000024091906,1.0000000024091895,1.0000000024091915,1.0000000024091913,1.000000002409191
Articles of concrete cement and plaster,1.6167852642955904e-06,5.3649640593492135e-06,3.3888089175698305e-06,1.8316098516564524e-07,1.2518955122676728e-06,4.917353346327691e-08,5.5606598246557525e-06,3.49763275946476e-06,1.6146893520447966e-07,6.97130771667535e-06,2.153913182744477e-07,6.852263369895572e-08,1.0221695430169744e-06,3.4202055501971013e-07,1.893771223008033e-08,2.7854800667921823e-07,8.97422530240893e-06,7.669768074276259e-08,6.757212277703418e-06,2.8135139987363106e-07,4.617949461877525e-06,1.1086934341429974e-05,3.021923917647804e-08,4.783434091240818e-06,4.513569062895241e-07,4.5892031980934686e-08,2.5664118130190703e-08,2.4906382868156018e-06,1.372723336762211e-06,2.90333977581348e-07,5.377118523753624e-06,8.39807986425062e-06,1.2871236497591758e-06,1.143480834376648e-05,6.423673795111527e-06,5.052232241496834e-07,6.952014318572403e-06,5.262665558096781e-06,2.153913182744477e-07,3.4202055501971013e-07,1.7387704459796592e-07,4.6431923796467455e-06,1.1889156422570552e-05,1.8439251789181885e-06,3.23128505747183e-06,8.088259168939174e-06,4.236666723001377e-06,4.98103179764679e-06,1.3285547900984408e-07,8.092418850039384e-06,7.098589462996292e-07,9.895916047942804e-07,1.3540855951874383e-06,6.971846696608994e-07,4.073181306716338e-06,5.726326824976457e-07,8.8799151661007e-08,3.4911915099945406e-08,3.902169927324876e-08,1.0062470431592425e-05,1.2713778236816338e-06,6.852263369895572e-08,5.052232241496834e-07,1.0694846050002493e-06,3.3660547002830776e-07,2.864333731298433e-06,2.4153673784707536e-06,0.0,4.826445540777583e-08,6.016605691175613e-08,6.723912468765747e-06,2.1221842429600204e-08,6.495952288524235e-06,2.6829593330173897e-06,2.464281104466471e-08,4.042123694541255e-06,8.620667105111337e-08,8.575674149758765e-06,2.395844106606007e-06,2.1046845617142577e-06,2.6829593330173897e-06,4.918177416589304e-08,5.026260067754521e-06,4.455434771051168e-07,9.79057845052624e-06,5.41612752974145e-06,2.9925881783818716e-07,5.26003886760196e-06,7.770710667160424e-08,2.173652330450126e-06,7.047230417101397e-08,1.1736479733712108e-06,9.481705310741324e-06,4.0383850947483185e-06,1.0840887418965209e-05,0.0,1.415817492741454e-06,2.5615711524908858e-08,2.469350979459841e-06,1.7778521269135586e-08,1.1118525769469697e-05,6.423626925303814e-06,0.0,2.5927407503748727e-07,8.73362568803428e-06,2.177984818004579e-06,4.3312986857496423e-07,2.338115594162431e-06,3.805320361866318e-08,1.699030189882527e-06,4.562625940481958e-06,8.407681415681924e-06,1.493259590018612e-07,6.143073818277861e-06,1.3863921504281427e-07,9.17522781589541e-06,6.44851068794332e-06,5.852723855449031e-07,9.429505283919862e-06,3.9746341439993565e-06,7.364500376061597e-06,1.7881742962106232e-06,2.6620962857224245e-06,1.9672348540424325e-06,1.2796472764984837e-06,0.0,7.781924986402364e-06,6.7159750627528455e-06,1.3298046917696546e-07,2.721021874662905e-08,1.4895746681208484e-07,1.08777775310911e-05,2.6892027568214178e-08,9.645192780832433e-08,3.970713962666291e-06,9.23772738966037e-06,1.7090210604137167e-08,5.838608659284215e-06,1.6005871594467394e-07,1.1550975118811522e-06,3.816543305928265e-08,8.453632328434517e-06,2.437955812117076e-07,9.525423848544047e-06,3.5872566586376515e-06,5.322270814753836e-06,1.70611968655597e-07,7.168515958469417e-06,7.142237410452121e-06,1.0761082518622375e-05,6.847837004251318e-06,2.3261687134552567e-06,1.317962441084081e-06,4.403226600496366e-06,7.592104336338414e-06,1.1692481808763875e-06,4.664518678405552e-06,1.4236007589339696e-07,4.824871904535908e-08,7.155253295508406e-06,9.348944128530679e-07,4.664518678405552e-06,5.674536515631911e-06,8.359123269727732e-06,3.0738896676294986e-06,4.664518678405554e-06,4.030250856679839e-06,8.484469742786905e-06,1.048585446466628e-05,8.520723017022126e-06,2.526734473673666e-08,1.1857884901293658e-05,3.538284922242359e-08,6.040915908621055e-06,2.104684561714258e-06,3.233142639351963e-06,6.757681301239017e-08,1.1887977193952929e-08,3.398740164742705e-06,5.627653944789385e-06,5.034665008520462e-06,6.780893098507748e-06,6.744357270437903e-08,3.738315096334105e-06,0.0,3.7143566795679606e-06,1.001141492264767e-05,7.148165190821031e-06,1.9040354835623174e-06,4.0995336553714595e-08,8.063422878971776e-06,4.181217131049377e-08,1.9787014340065453e-07,5.426053926277424e-06,1.3721488542436195e-06,5.421509369898078e-06,4.8788118314311994e-08,8.26241127273229e-08,3.0959957191422415e-08,6.793948463219985e-06,3.6242917049426093e-07,5.7115324541447576e-06,3.4098492915202672e-06,3.864659057393765e-07,2.9127198475788142e-06,6.130044932806281e-06,6.7864306552295255e-06,1.4480894079646407e-06,7.964116844885278e-06,3.7812040567350945e-07,1.0904738555903847e-05,8.05880505398459e-06,3.600671529145073e-06,5.834037165521709e-07,1.417071549051907e-08,6.499755458040198e-06,9.330629844095153e-06,4.5352440847976534e-07,4.89943730509576e-06,5.6740749348074896e-08,0.0,3.5990767359987984e-06,1.816019604183094e-07,3.0154282425646825e-08,0.0,7.295838378859002e-07,7.655962661331169e-06,3.150829448637547e-07,9.221195121952951e-06,8.580791786916125e-06,1.9110404691953924e-06,7.964116844885278e-06,7.199565176914561e-06,6.711221076817356e-06,7.587456002910362e-06,6.589555708328662e-06
