,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,4.42255901836703e-05,6.856595466152876e-05,6.433768802626353e-05,4.2252154502068645e-05,5.795740473575067e-05,6.175922849934568e-05,8.075453241483284e-05,5.2500098944233315e-05,5.343023090728194e-05,6.332432269013237e-05,6.163109701752389e-05,6.698837146652444e-05,4.3926100396046354e-05,6.088169604221994e-05,6.240840016999906e-05,5.537784894122565e-05,6.659886256033754e-05,6.233084102585464e-05,6.124076036526828e-05,0.0001587924982216513,7.202623923642322e-05,4.773257949305558e-05,7.57567802640269e-05,4.797215249263478e-05,5.9860591593159944e-05,7.946508508972391e-05,6.121329838659072e-05,5.242751744870433e-05,4.152505450690919e-05,5.6409552218897266e-05,2.5791627225762594e-05,4.749000876245058e-05,6.634118197748219e-05,0.00011867746276652463,0.0,6.376131376320631e-05,6.527772770481613e-05,5.1721208418691954e-05,6.088169604221994e-05,6.200230974730194e-05,5.940429212951864e-05,6.640208395932606e-05,0.0009933307075449703,0.0011536917012386913,6.333139244708155e-05,8.200865829123364e-05,6.400079160225746e-05,3.458759860762604e-05,7.449432874526069e-05,6.056927850411035e-05,5.490289531582223e-05,5.733770640166523e-05,4.613095769052256e-05,6.089669779677209e-05,4.2307973239097846e-05,5.628073000195977e-05,6.365060478558256e-05,6.516511350831094e-05,6.796166042301158e-05,5.618076070530134e-05,6.489426804321965e-05,4.6364746785292905e-05,6.514121836830429e-05,1.636792813823003e-05,5.934444892806355e-05,7.021961074775973e-05,6.516511350831094e-05,5.986596598913377e-05,6.325722208063347e-05,7.103174388822654e-05,6.350261420061981e-05,6.441840380068411e-05,6.0411026897496574e-05,7.981644726324342e-05,6.052393701373033e-05,6.405989617637115e-05,6.439225316435235e-05,0.0002453484616602683,5.41646066208703e-05,6.0411026897496574e-05,5.3241579736313745e-05,7.21209019661526e-05,6.141942800209945e-05,6.547647154618012e-05,6.46652993363935e-05,6.307509172992551e-05,6.252212614323572e-05,4.970733580155673e-05,4.7583628592151416e-05,6.46493890214286e-05,5.6000407406262635e-05,6.482107741261643e-05,4.573695264874672e-05,6.567700614376158e-05,0.0,5.415992011122836e-05,6.035854683765104e-05,4.9884645786389816e-05,6.091695984457472e-05,6.585656504788123e-05,0.00012693009027414098,6.368164146090866e-05,5.6530499015818965e-05,7.135490270293362e-05,6.86250541657344e-05,6.149496776242074e-05,5.597466079080731e-05,5.225724163100506e-05,5.274573280737396e-05,6.0061001522259674e-05,6.251299538269561e-05,5.764735905610997e-05,6.0505489796565154e-05,5.824894922042645e-05,6.591343661894577e-05,6.374081157194826e-05,4.185318607266358e-05,6.518828752992146e-05,6.950179713838733e-05,6.671827844907355e-05,6.500771140874152e-05,6.453139900297866e-05,6.284801154299657e-05,5.2763842079822365e-05,0.0,8.173275200832399e-05,6.357278509695204e-05,6.188479558183432e-05,6.457701153967644e-05,6.251267502043328e-05,6.37077768384778e-05,4.254119571850548e-05,5.9182497800369675e-05,6.708780457340538e-05,6.728406197705206e-05,5.428254703153015e-05,4.432655337674024e-05,5.964843580599367e-05,6.458378325526475e-05,6.258317115715715e-05,7.230556595429018e-05,6.0337734234372e-05,6.384298198725969e-05,6.523892471753327e-05,6.363852034733456e-05,6.317367952582863e-05,4.046589777060934e-05,6.66550977869688e-05,6.868107871997767e-05,6.612447307338918e-05,6.361446683123672e-05,6.740489164861506e-05,0.0001459101628321872,6.275362788175522e-05,0.0021132863550255717,5.614342983575897e-05,6.263741422992626e-05,6.10901908236054e-05,6.055539771838054e-05,0.00010136556084627291,6.30704312184742e-05,6.275362788175522e-05,7.754220979253916e-05,6.59269484919184e-05,5.9800133809461575e-05,6.210508553341134e-05,5.70431228687244e-05,6.568584035993338e-05,6.270003538632356e-05,6.535856324279653e-05,6.11954836267308e-05,7.954327771948598e-05,6.166923222358381e-05,4.712574235449106e-05,5.416460662087031e-05,6.422477358247142e-05,6.589897680064345e-05,6.263698739367958e-05,6.298303314708926e-05,6.692676228990999e-05,6.248509921580646e-05,6.324277134179305e-05,7.257481734554544e-05,6.368164146090866e-05,0.0,6.195301477064502e-05,4.6689131423965115e-05,6.519944447902846e-05,5.4018954745913415e-05,6.426787302323354e-05,6.815214532184114e-05,7.172573103194479e-05,6.067037879258307e-05,6.444847229625731e-05,7.714189525172475e-05,5.141086984972567e-05,6.395094533586496e-05,5.999677852013427e-05,6.267928505539498e-05,6.426919505231125e-05,4.109205647088048e-05,6.494190254394544e-05,5.85759434517193e-05,3.9990559683643176e-05,6.145163333251723e-05,0.0003754462600958857,6.697526808975251e-05,5.90692860360483e-05,6.300099414464586e-05,4.753186932475621e-05,6.580713651662357e-05,6.530131224984845e-05,4.8365108457294166e-05,5.984579122410082e-05,3.8112154407715126e-05,6.508493267145473e-05,6.540995001718108e-05,5.6152493241778666e-05,6.781863791262445e-05,4.084851058619787e-05,6.109019082360544e-05,4.5437937824986776e-05,3.981077839487028e-05,3.439829309128406e-05,6.109019082360544e-05,5.338976257612113e-05,4.677864704910489e-05,4.0749413651141266e-05,6.59078362582927e-05,6.563784705006637e-05,7.401197454280352e-05,6.300099414464586e-05,6.970103822681733e-05,6.383823041761914e-05,6.467416653857965e-05,6.497814587109576e-05
Agricultural and forestry machinery,8.368954046599428e-10,1.4516770463887114e-09,1.772026039499586e-08,2.842239168546038e-10,1.2974928680476583e-09,1.6262520497557868e-09,2.260338237676016e-09,1.0443457747573872e-09,1.7108555074582893e-09,1.69326637840982e-09,5.826617157782949e-10,1.965230170474183e-09,7.170948391069972e-10,5.823958576532783e-10,1.0475443182601287e-09,1.9824528701654867e-09,2.7994345424517353e-09,1.8234361522734514e-09,7.817665102840851e-09,0.0010456901186147185,1.5517497725892362e-09,1.2321183946412026e-09,1.2908580400349184e-09,3.707870591643938e-10,1.3717046478369388e-09,1.337252609181817e-08,1.3418792844135959e-09,6.367459401657165e-10,3.7336129866483717e-10,1.0866989336767516e-09,1.0929024019168502e-09,5.184984811035526e-10,1.5487661147118485e-09,1.7416036880539095e-09,0.0,1.4550582043771056e-09,1.7701944697085085e-09,1.0238954275798365e-09,5.823958576532784e-10,1.5172003907830495e-09,1.1210489801368049e-09,1.3379582005195489e-09,1.7662411309991925e-06,1.8557218329992007e-05,1.235438308393473e-08,0.0003517197920917462,1.413422037847741e-09,9.72875323697806e-10,1.8725474041172585e-09,9.886995023060125e-08,1.1862569004033137e-09,1.1283290866221958e-09,2.6505700065893554e-09,5.823958576532784e-10,6.007354756558595e-10,1.0482985159391667e-09,9.718747373251712e-10,9.547551132713695e-10,1.7630092413547713e-09,6.900252564988194e-10,1.7316993062580547e-09,1.0916014618981178e-09,2.434246328853924e-09,1.21480381878911e-09,6.729805544882917e-08,8.796389524053012e-10,0.0,1.508150726387138e-09,1.68040922322217e-08,1.5368339284866502e-09,1.1579806545311564e-09,1.4425394491334527e-09,1.6035227968498943e-09,1.965230170474183e-09,1.4654026096557987e-09,1.6214312885795562e-09,9.989292323054118e-10,2.0359753282862786e-09,1.1552824848070258e-09,1.6858979072250416e-09,1.4592856930697325e-09,1.8399133826437606e-07,1.5231633275958795e-09,4.976460334995732e-09,9.48454325818938e-09,9.273997791758852e-08,1.3604034932915279e-09,1.2131843835597654e-09,8.431787778926312e-10,1.8913332823393078e-09,1.089626275698756e-09,1.5299239014202563e-09,4.2558965821968765e-09,1.275584553125653e-09,0.0,9.698936915356477e-10,1.278472548107064e-09,8.68144597221538e-10,1.3059042541991041e-09,1.5628255559656323e-09,1.7918416203407e-09,2.842239168546038e-10,1.7152483243773486e-09,1.4712179644100142e-09,1.6674488080270863e-09,1.7177963532966746e-09,1.4785084216068204e-09,4.672270590845481e-10,1.3601078424401423e-09,2.0600691508514836e-09,1.6368318542427483e-09,1.177277714050526e-09,2.61881236494631e-09,1.3768858270353206e-09,1.5653109930047465e-09,1.7050009651770018e-09,4.0776304049876576e-10,1.725688830094058e-09,1.5183805381854114e-09,1.531176443972807e-09,1.3612597864273302e-09,2.0852787110236216e-08,2.5813699019890585e-09,4.286056408260742e-10,0.0,2.8992579595794144e-09,1.329184194317231e-09,1.7149473943064738e-09,1.993625409658106e-09,2.0932269496369753e-09,9.158802947511353e-10,1.8912316496191516e-09,1.240713238506891e-09,1.520601917243599e-09,1.6613915264471927e-09,5.780660295922747e-10,7.925639257672215e-10,1.3740467421412416e-09,0.0012507602339317315,1.4126566104979648e-09,1.561059777493652e-09,2.9701172389556086e-09,1.4025224855112616e-09,1.5956319800381495e-09,1.3871870382025494e-08,2.2599419584935053e-08,2.842239168546038e-10,1.8410035186097841e-09,2.129195633024885e-08,1.5830697816233728e-09,6.815598310494306e-09,1.482874375433208e-09,1.3994424369797423e-06,7.19040170782306e-10,0.0004964654247806241,9.60372161614467e-10,1.056185552378484e-09,7.872258267508647e-09,1.3867841792146057e-09,1.6156747241428818e-09,6.132596506831357e-10,1.4244312669223131e-09,3.5915669031977786e-09,1.4308724365822144e-09,1.1769557672850501e-09,1.1035272344371627e-09,1.3371028064593987e-09,1.615434763801141e-09,1.106791122505375e-09,1.0652599005866825e-09,8.743842131084758e-10,1.3379582005195493e-09,1.0950010248230628e-07,1.06031775622217e-09,1.155282484807026e-09,2.2834770430766934e-09,1.5697662619070555e-09,1.2690442274873163e-09,1.8251475240435229e-09,1.4288899701928721e-09,2.0396154187253675e-09,3.0175775188274024e-09,3.664172255596837e-06,1.547441045937341e-09,0.0,1.6494580757611272e-09,1.412548918571189e-09,6.194031911943897e-08,8.951507263374169e-10,9.803703289667112e-10,2.3685546957747477e-09,1.897144946996984e-09,1.2693437077740444e-09,5.770244306408882e-10,8.4591884490765e-09,3.669039000416811e-09,1.4267453430087282e-09,9.850870265524962e-10,1.3011805599526913e-09,1.4890476695643526e-09,4.285157389804867e-10,1.8534196582885845e-09,1.4457852586426328e-09,5.324691603723712e-10,1.9846183860931244e-09,6.546814504457907e-05,1.5918712301755733e-09,1.4893665483284294e-09,1.823436152273451e-09,1.4199436359201079e-09,1.5509660576955723e-09,1.3210988844705265e-09,7.837126019280689e-10,1.3585556043644243e-09,1.880143614322405e-09,1.4565279263052388e-09,1.5917101752871224e-09,7.389800097854202e-09,2.050866275081104e-09,8.423163837672993e-10,1.042313644238605e-09,1.0867381728424869e-09,2.842239168546038e-10,1.2551022251258032e-09,0.0,4.237451403249295e-10,1.8100421098790041e-09,5.113735633277526e-10,1.4668856161173631e-09,3.417880639570626e-09,1.5471557521776135e-09,1.3336439949791638e-09,3.0056343532873153e-09,1.4223308769778871e-09,1.5799244043280458e-09,1.6182992549638706e-09
Aircraft and spacecraft,8.638627431940306e-09,1.0684466073475969e-08,1.304027070256435e-08,8.358658852119187e-09,8.183306449170282e-09,1.5098976198819306e-08,9.656981595425439e-09,1.0152117908836789e-08,7.204313462247652e-09,1.1077196437494738e-08,1.0027911203162737e-08,6.798597486664396e-09,7.968818269006689e-09,6.5523526312444295e-09,4.5946691553401073e-08,1.0827461411563078e-08,2.0758041709658923e-08,1.5509520753091597e-08,1.0944057790775003e-08,3.189269306915467e-08,8.560239105897945e-09,1.0718265864575352e-08,9.480391472147754e-09,2.3861342563509802e-08,1.693075307928661e-08,5.7793577958832295e-09,1.1835488016037847e-08,7.763747486898964e-09,8.098290915884666e-09,3.297791133816118e-08,4.4601375272551407e-08,1.004402126357569e-08,1.0012853302495001e-08,6.0910000557981e-09,0.0,1.0071298977276345e-08,9.41899350888699e-09,8.223776174115247e-09,7.967594984811118e-09,2.3447610439243586e-08,1.9099514945509583e-08,8.18751507694087e-09,6.704300735562682e-09,1.8632278556289414e-07,9.776143696097771e-09,4.2941391716272345e-08,2.3771706383957833e-08,8.005639397732963e-09,3.849720267304595e-08,3.8244923250216847e-07,5.263520838930313e-08,7.496274353218196e-09,1.0258282157078953e-08,6.5523526312444295e-09,7.821846334714593e-09,1.6502864782776044e-08,6.838928460329927e-09,1.162577263114198e-08,1.3494958905179082e-08,1.1782073685884285e-08,1.171410780711647e-08,8.43410687870895e-09,9.327729700946239e-09,8.548816372827901e-09,1.1711328945815137e-08,1.6237257666394917e-08,0.0,5.987325857674732e-09,1.0062599635542985e-08,9.448308650792657e-09,1.1196486648788454e-08,6.308809769467529e-09,1.11680933130513e-08,5.7793577958832295e-09,8.472606457789937e-09,1.1631997218429803e-08,8.290032068222749e-09,8.452234074818217e-09,1.077821286127693e-08,1.1168995626848735e-08,2.2070006354292316e-08,1.023389837268806e-08,1.1914566872418728e-08,8.899026141649023e-09,1.1171677678680952e-08,1.5683697656920325e-06,9.740037104968687e-09,9.751641525929224e-09,8.22366669754175e-09,1.1047286094386554e-08,7.825162702821028e-09,1.1653639315076815e-08,8.012981952582665e-09,9.33221117370891e-09,0.0,9.293063186010852e-09,1.21864773838773e-08,8.000285850095213e-09,3.096074246593391e-08,9.461237281474288e-09,4.837707456784461e-08,1.045538279198718e-08,7.079355082842212e-09,5.1000634813808785e-08,9.6102599056151e-09,1.542338513617024e-08,1.1010357392247133e-08,5.630694459835771e-09,7.965223596144775e-09,8.472606457789939e-09,8.706641438353304e-09,1.6551634651715445e-08,8.848640666195608e-09,5.6064917464883163e-08,9.05783500584449e-09,7.219697480648984e-09,7.985797998063191e-09,9.333784337556854e-09,1.29270626091834e-07,8.668891288313473e-09,8.698427760595822e-09,1.047817447305228e-08,2.2345646605153124e-08,8.155725006355115e-09,0.0,9.368806546760676e-09,8.926621481369389e-09,1.636133185919585e-08,1.032807288193162e-08,8.676744972924978e-09,1.2394465149602391e-08,5.141564309346487e-09,1.2623245920555396e-08,6.114520110788001e-09,8.260846017267075e-09,9.734280865487937e-09,2.1351032049826707e-08,1.4198530341737005e-08,1.2048069466897392e-08,9.987589002148722e-09,6.2958078323397664e-09,1.248724161121577e-08,1.4168994583888164e-08,0.0,8.656445450664981e-09,2.8138182892729692e-08,1.0683468012688505e-08,1.2413692658416407e-08,7.10073189760212e-09,8.63471599843243e-09,9.545872048637046e-09,6.06101223417586e-09,6.018544683185403e-09,0.0,1.087497367693136e-08,8.084924631434877e-09,7.782550829465229e-09,1.0787292745977638e-08,1.2142269727917449e-08,8.044830617197164e-09,6.5523526312444295e-09,9.88595610779453e-09,1.0200582120782252e-08,3.6631034131518797e-07,7.966187253991581e-09,5.779357795883231e-09,8.741389091311939e-09,1.3856025263363367e-08,8.016115033038723e-09,9.219443367671287e-09,1.1887457240385594e-08,8.03188916848441e-09,1.5683697656920325e-06,1.043120349179908e-08,1.0778212861276932e-08,7.76802543822327e-09,9.567061008293892e-09,5.219576220024024e-08,8.03188916848441e-09,1.3298706807661725e-08,1.0736908041209866e-08,1.130172308355167e-08,9.487077441224264e-09,1.045538279198718e-08,0.0,8.889775375318628e-09,7.146420122259455e-09,1.463995082090531e-08,1.0741677930760234e-08,1.0477891942659529e-08,7.0231459808823535e-09,7.808806224723836e-09,9.038521482330369e-09,1.060709024891549e-08,2.6607851591309064e-07,1.3962556812246531e-08,9.703050096819486e-09,1.7231807345747685e-08,6.373202846272956e-07,7.631366076564453e-09,8.029460080916627e-09,1.455567975110702e-08,9.060847098182626e-09,9.107236848483476e-09,8.73281349023042e-09,7.606791560328811e-09,1.691459217608937e-08,9.2711435745183e-09,7.938438783913282e-09,9.05731317437702e-09,8.770394832493317e-09,7.84646558346753e-09,8.04241650876828e-09,6.948111600722259e-09,7.2081605327663965e-09,8.706641438353306e-09,1.0917317709617738e-08,8.895219114789194e-09,8.750784855850707e-09,2.833871108389939e-09,1.0129704352283002e-08,8.34889038255886e-09,7.782550829465229e-09,8.959550756369951e-09,1.1168995626848732e-08,8.009681508765355e-09,8.575889646771692e-09,1.1094738668283777e-08,1.0342167842858353e-08,6.8577435806286976e-09,8.389524962330442e-09,2.258000213869084e-08,9.412488317166848e-09,9.390014516003784e-09,1.6189328367693494e-08,9.58059809939601e-09
Animal feed ingredients and pet foods,0.0,1.0000000000234646,1.0000000000234643,0.0,1.000000000023465,0.0,1.0000000000234648,1.0000000000234643,1.0000000000234646,0.0,0.0,0.0,1.0000000000234646,1.0000000000234643,1.000000000023464,1.0000000000234641,1.0000000000234643,1.0000000000234641,0.0,1.000000000002428,1.000000000023464,1.000000000023464,1.000000000023465,1.0000000000234643,1.000000000023464,0.0,1.0000000000234632,1.0000000000234641,0.0,1.000000000023464,1.0000000000234643,1.0000000000234648,1.0000000000234635,1.0000000000234586,0.0,1.0000000000234648,0.0,1.0000000000234643,0.0,1.0000000000234646,1.000000000023465,1.0000000000234648,1.0000000000234635,1.0000000000234635,1.0000000000234643,1.000000000023392,1.000000000023464,1.000000000023465,1.0000000000234646,1.0000000000234652,1.0000000000234641,1.0000000000234641,0.0,0.0,0.0,1.0000000000234643,1.000000000023464,1.000000000023464,1.0000000000234643,1.0000000000234641,1.0000000000234643,1.000000000023464,1.0000000000234643,1.0000000000234628,1.0000000000234646,1.0000000000234646,0.0,1.0000000000234657,1.0000000000234637,1.0000000000234632,1.0000000000234641,1.000000000023464,0.0,1.0000000000234641,0.0,1.0000000000234635,1.0000000000234648,1.0000000000234648,0.0,1.0000000000234643,1.0000000000234641,1.0000000000234646,0.0,1.0000000000234648,1.0000000000234641,1.0000000000234648,1.0000000000234646,1.0000000000234646,1.0000000000234643,0.0,1.000000000023465,0.0,1.000000000023464,1.000000000023464,0.0,1.000000000023464,1.0000000000234643,1.000000000023465,1.0000000000234643,1.000000000023465,1.0000000000234586,0.0,1.000000000023466,1.0000000000234643,1.0000000000234635,1.0000000000234632,1.0000000000234646,1.0000000000234641,1.0000000000234648,1.000000000023465,1.000000000023465,1.0000000000234643,1.000000000023464,1.0000000000234648,1.0000000000234646,0.0,1.000000000023464,1.0000000000234581,1.0000000000234646,1.0000000000234643,1.0000000000234641,1.000000000023464,1.0000000000234646,1.0000000000234646,0.0,1.0000000000234646,1.000000000023465,1.000000000023464,1.0000000000234643,1.000000000023464,1.0000000000234648,1.000000000023464,1.000000000023464,1.0000000000234641,1.0000000000234643,1.000000000023465,0.0,1.000000000023464,1.0000000000234641,1.0000000000234641,1.0000000000234643,1.0000000000234637,1.0000000000234643,0.0,1.0000000000234655,1.0000000000234641,0.0,1.0000000000234641,1.0000000000234643,1.0000000000234643,1.0000000000234643,1.000000000023464,1.0000000000234472,0.0,1.0000000000234632,1.0000000000234646,1.0000000000234648,1.0000000000234632,1.0000000000234623,1.0000000000234606,0.0,1.0000000000234648,1.0000000000234652,1.0000000000234652,1.0000000000234648,0.0,1.000000000023464,1.0000000000234641,0.0,1.0000000000234641,1.0000000000234635,1.0000000000234648,1.0000000000234648,1.000000000023464,1.0000000000234648,1.0000000000234652,1.0000000000234646,1.0000000000234643,1.0000000000234643,1.0000000000234641,1.0000000000234641,1.0000000000234643,1.0000000000234646,1.0000000000234643,0.0,0.0,0.0,1.0000000000234635,1.0000000000234646,0.0,1.0000000000234643,0.0,1.0000000000234641,1.000000000023464,1.0000000000234646,1.0000000000234648,1.0000000000234641,1.0000000000234643,1.0000000000234637,1.0000000000234646,0.0,1.000000000023464,1.0000000000234648,0.0,1.000000000023464,1.000000000023464,1.0000000000234646,1.000000000023464,0.0,1.0000000000234646,1.000000000023465,1.0000000000234648,1.0000000000234643,1.0000000000234643,1.0000000000234643,0.0,1.0000000000234648,1.0000000000234648,1.000000000023464,1.0000000000234643,0.0,1.0000000000234646,1.0000000000234648,1.0000000000234643,0.0,1.000000000023464,1.0000000000234646,0.0,1.0000000000234643,1.0000000000234652,0.0,1.0000000000234648,1.0000000000234641,1.000000000023465,1.0000000000234646,1.0000000000234643
Articles of concrete cement and plaster,6.508425852726037e-10,2.5224366974637133e-09,1.4081398923843996e-09,1.1591285888415538e-10,5.378392774442827e-10,1.190362547934969e-10,2.7761332848646684e-09,1.6520034082838297e-09,1.2242229258459975e-10,5.582131366533359e-09,9.992176405944124e-11,4.625855707075474e-11,4.3607644966397697e-10,1.766667644392456e-10,1.3906200764814751e-11,3.2891602389543265e-10,4.3603782009650704e-09,1.99293787589087e-10,1.5723448039758812e-10,1.5359841493021186e-05,4.600105778450211e-09,5.351756136344095e-11,2.400058835163572e-09,2.6510619130106826e-10,3.010059849906946e-11,1.0882179462988194e-08,3.012684460818871e-09,5.617223671517169e-10,1.5578842345370418e-10,2.384655047146237e-09,3.2841097621845914e-09,5.237813389193681e-10,4.621278695162195e-09,3.795517505279492e-09,2.2599057872456914e-10,3.265495419031299e-09,8.64302641361409e-09,9.992176405944124e-11,1.766667644392456e-10,1.4566077362673192e-09,2.3487939730692675e-09,4.4923799984754335e-09,1.6032202678382208e-08,3.304215487553434e-09,3.684628925965869e-09,5.736689628438123e-09,2.6440227116149717e-09,6.382010044570785e-11,3.7950244443736785e-09,3.5978276203727214e-10,3.9342812422468286e-10,5.632200343606556e-10,3.041624618935382e-10,1.948057238712089e-09,2.724872260027632e-10,4.0426795891904776e-11,1.9401902575616776e-11,2.931612989304297e-11,3.890648697161689e-09,5.264725304536797e-10,4.625855707075474e-11,2.2599057872456914e-10,7.107821798571966e-10,1.3461244614879402e-10,1.2170394052386132e-09,1.0287809959481097e-09,0.0,7.020951178979545e-11,9.79793183030423e-11,2.6646592838367833e-09,2.2604093823473934e-11,3.2266689310787597e-09,1.5357495551406161e-09,1.197396638024655e-08,1.869057213432021e-09,5.443221302879433e-11,5.2560971298540795e-09,3.902281954637536e-09,1.0641944214055464e-09,1.5357495551406161e-09,3.2252919396806027e-11,1.0498258975918521e-07,2.9154201574542615e-10,3.936887702448545e-09,2.1504297613079e-09,1.8555989378713694e-10,2.065870013792832e-09,3.4271130663942504e-11,8.875768420499928e-10,4.7205371031506115e-11,4.669534637444467e-10,6.365306450995762e-09,1.5602038052563622e-09,4.2146236203507755e-09,0.0,5.552960687228085e-10,1.6343227460622817e-11,1.4183806096829885e-09,2.747180056592053e-11,4.765961943867053e-09,3.7951966126830925e-09,0.0,1.4726875237812367e-10,3.345220724434383e-09,8.766779239009033e-10,2.227021722367301e-10,1.2622710477149545e-09,2.1871718256682966e-11,6.993752039480558e-10,2.2093679854127853e-09,3.561805322413884e-08,1.5276225849044055e-10,3.2393388607171176e-09,1.4245748886604036e-10,5.494474950906692e-09,3.1641101500631774e-09,2.7565362918239236e-10,5.448942653756896e-09,2.002938389256508e-09,6.173552388713359e-09,1.1161861468856328e-09,6.83383086185279e-09,8.027811863023943e-10,5.366577790175971e-10,0.0,4.1283827380769535e-09,3.2088699692335088e-09,1.5650118701546546e-10,5.2094539536599e-10,1.581659927027794e-10,4.680085951783839e-09,3.348548524256032e-11,9.649816501683398e-11,4.286497394830335e-09,4.8723473962553844e-09,7.367519729329917e-12,6.180996250733677e-09,1.3600491131665714e-10,0.00020383583625470977,1.8316922808397216e-11,5.673088193094598e-09,1.6536406668228033e-10,4.886980759403719e-09,5.74759284010867e-09,1.7144570440365892e-09,2.3824990888990647e-09,1.0883338513392211e-10,3.982586516501379e-09,3.4381641918414698e-09,4.985580767386268e-09,3.2384288047429093e-09,7.850979702691507e-09,0.0031531510538946317,2.351323739822032e-09,3.763996155858044e-09,4.575120822075229e-10,2.491238000136491e-09,1.0092756507802525e-10,2.4965519218363736e-11,4.161017714716573e-09,4.705059926339174e-10,2.491238000136491e-09,2.785149895681756e-09,5.186459230198085e-09,1.199595247115233e-09,2.491238000136491e-09,1.7001600613038539e-09,7.297964237999472e-09,1.500552773694909e-08,3.960135379112736e-09,1.988505723215506e-11,4.490874376267062e-09,8.468315788098633e-11,2.5152258144773276e-09,1.0641944214055474e-09,5.527020406886661e-09,3.79872855388012e-11,1.5254029850737393e-11,4.083594024716251e-09,2.620114124389349e-09,2.4810834371533443e-09,2.8671088861802374e-09,2.1981577717238034e-10,1.799107139369401e-09,0.0,1.9777288973486347e-09,4.243513933765396e-09,3.191588537383713e-09,7.364457858658362e-10,4.681325741287009e-10,3.4247967799223457e-09,1.0277389945322321e-08,1.629099531190766e-10,2.9455716674916935e-09,5.922748225821147e-10,2.086706708923799e-09,2.3180466615951473e-11,7.097736627600203e-11,2.148650467265232e-11,3.3887055550974e-09,6.189338437549814e-10,3.683337695518269e-09,1.459005458141954e-09,1.8592896840878273e-10,9.402155694904573e-09,0.0009974979107544484,6.279120412636351e-09,1.4558315697225238e-09,3.961945082059095e-09,2.7272491846948887e-09,4.270164726655169e-09,3.81167069458475e-09,1.4326588371967317e-09,1.4187128558601021e-09,1.0965203756643802e-11,3.2275614828212636e-09,1.203237199568081e-08,2.970676469568117e-10,2.6721453063589864e-09,5.273889280321764e-11,0.0,1.6565047576543709e-09,1.1531278584865683e-10,1.8928966355108935e-11,0.0,3.4856040911836273e-10,2.9173316060331865e-09,1.6703071047689343e-10,6.625736344892396e-09,3.6479675185123544e-09,1.0001181236719075e-08,3.961945082059095e-09,3.1343528960376975e-09,3.2055068154977956e-09,3.457541360715753e-09,3.1214781503056164e-09
