,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,1.7970636665102078e-06,2.298035026338717e-06,1.633078480968741e-05,1.756123874478564e-06,2.183013058298748e-06,2.55020159259569e-06,2.39740345863668e-06,1.903065165675183e-06,1.91188226855893e-06,2.2826197956188413e-06,2.2834751592834067e-06,2.4855868296009995e-06,1.9408811350649185e-06,2.2467374810801564e-06,2.3196471307481383e-06,2.235724993770335e-06,2.3005937455155603e-06,2.410784293765943e-06,2.5751316888810027e-06,3.036678113619375e-06,0.00014641229268650546,2.2962850612853568e-06,1.8723184968299913e-06,2.3093304176328977e-06,1.906580669467401e-06,2.302688359150263e-06,2.911094787239125e-06,2.238897715373809e-06,1.9981821951514026e-06,1.8718877999216855e-06,1.9905451968843713e-06,9.155784914027797e-07,1.934376884150691e-06,2.3030604029475603e-06,2.3058768942180064e-06,0.0,2.3029474491872892e-06,2.3717639532195076e-06,2.0162958947038486e-06,2.2467374810801564e-06,2.349208005350045e-06,2.149614758840088e-06,2.288773680476693e-06,0.0032564364204382816,2.355705090905179e-06,2.382929518691328e-06,2.7899242491992395e-06,2.327001504003781e-06,1.2564979741940159e-06,2.4111265487030355e-06,0.0013202877769020874,2.049489137768479e-06,2.2329539578132467e-06,1.8867676053334387e-06,2.246878370801303e-06,1.827950493659135e-06,2.2112068584350215e-06,2.3633783593668195e-06,2.3527874902538307e-06,2.3027426207634698e-06,2.3146084757569817e-06,2.6525344465385404e-06,1.8109021423794035e-06,2.400506560570699e-06,6.011529372007885e-07,2.421795394236892e-06,2.3605836384640966e-06,2.3527874902538307e-06,2.5702220930904495e-06,2.406909881370732e-06,2.299650989784801e-06,2.4311254069690505e-06,2.279952647221803e-06,7.335969678644114e-06,2.916791707801099e-06,2.3624840604582775e-06,2.687867146088421e-06,2.2550717496453562e-06,1.359798239163872e-05,2.0776607074782885e-06,7.335969678644114e-06,2.0114303401286485e-06,2.9999435184485645e-06,3.97369046019057e-06,0.00037742662303132563,0.002491549947539477,0.24100649826105822,2.4268705278877997e-06,1.8605501724644999e-06,1.998759673785637e-06,2.7013797545791598e-06,2.070612229203691e-06,2.311855910986182e-06,1.7716691194035843e-06,2.285801753364119e-06,0.0,2.024110850480497e-06,2.516710602433611e-06,1.915138193063051e-06,2.2356104148314447e-06,2.2856190649429466e-06,2.3042841276224767e-06,2.2685524846421473e-06,4.3166312080889715e-06,2.3158806709596677e-06,2.200789797449828e-06,2.811056442492628e-06,2.1789556079475133e-06,2.050127710775251e-06,1.9855166953525952e-06,2.370441320751974e-06,2.253572897892531e-06,2.1216668928694e-06,2.1571288611083152e-06,2.129809741284749e-06,2.284190601202914e-06,2.2610324336856802e-06,1.8669289801394364e-06,2.2888442177256754e-06,2.3402570308764627e-06,2.305614594453718e-06,2.362151365488602e-06,3.0554314559596183e-06,2.281262040791836e-06,2.188985868714218e-06,0.0,2.6597416809828993e-06,2.3713027612142005e-06,2.6140063050224356e-06,3.675980208696563e-06,2.5517571517700673e-06,2.235393299304466e-06,1.845042452759242e-06,2.1954962558072386e-06,8.768894116508047e-06,2.4630234167651733e-06,2.0453693674913455e-06,1.7890428107420542e-06,2.269483769794848e-06,0.0011627450217359303,2.661096638831503e-06,2.28639485615583e-06,5.106517919449577e-05,2.2650685587098596e-06,2.2885289814438645e-06,2.285532335440889e-06,4.286804740788325e-05,1.8790368761173116e-06,2.253791441213234e-06,2.3305819676412544e-06,2.2722534866774293e-06,2.264903226765772e-06,2.5118592514375824e-06,2.0102411753000133e-05,2.3026520522746307e-06,2.3907855907886877e-06,2.0666154908220594e-06,2.299180752534053e-06,3.0921978903630726e-06,2.379078304076361e-06,2.300596828268295e-06,2.2333411303006084e-06,2.3026520522746307e-06,2.359910282036688e-06,2.3099327422317547e-06,2.2020323732871076e-06,2.278314193702908e-06,2.0359179038888286e-06,2.281372570555064e-06,2.2448397455236736e-06,2.2794695312293334e-06,2.2338053315772043e-06,2.3884893125030193e-06,2.6641594875006998e-06,1.6540052502710837e-06,2.0776607074782885e-06,2.405606461962363e-06,2.430779840868593e-06,2.4440905481670565e-06,2.2868581237593433e-06,2.3194893854756724e-06,2.335477876673552e-06,2.197549939353991e-06,2.2685524846421473e-06,0.0,5.060156014607038e-06,1.8585193420127152e-06,2.413892085188213e-06,1.9972174127279263e-06,2.5849224310389523e-06,2.2550500007824676e-06,2.7636590921083323e-06,2.3350663368294614e-06,2.2461817342474486e-06,0.015424211511061024,2.027351766785118e-06,2.3157735128313344e-06,2.2974398575882486e-06,2.4256040501666916e-06,2.304405556507715e-06,1.7496510253083165e-06,2.3711136130696547e-06,1.953276705779932e-06,1.7043094595781517e-06,2.078671276882399e-06,2.318591030990069e-06,2.2792087259928597e-06,2.1311411568221925e-06,2.26900081454251e-06,1.682151370199687e-06,2.2861560888282023e-06,2.2874137089302544e-06,1.9542638869855577e-06,2.2900270060621786e-06,1.4301885659713272e-06,2.2822077610708048e-06,2.281339412097573e-06,1.933269086771294e-06,2.325210919461766e-06,1.4910591059621083e-06,3.092197890363073e-06,1.673564697130028e-06,1.6997980059000113e-06,1.2296563965056046e-06,3.092197890363074e-06,3.1571175740268148e-06,1.707807124337328e-06,1.7352992323573036e-06,2.2859084487331283e-06,2.3444266074498728e-06,2.706656863560993e-06,2.26900081454251e-06,2.282994234601759e-06,2.2777738676708613e-06,3.168785602928411e-05,2.67377892024059e-06
Agricultural and forestry machinery,2.941474800529179e-06,1.3635763351418074e-05,2.3590637862758492e-05,2.002546735163611e-06,2.0605681733796117e-05,6.382334318863227e-05,1.2066498332755301e-05,2.384380338203174e-05,1.7191950571318347e-05,8.359610649690321e-06,3.508842342772873e-06,6.093743477662296e-06,6.984470326697773e-06,3.5059137738404583e-06,4.987449126910096e-06,3.083927589307813e-05,1.7209256177060038e-05,7.128543633036632e-06,1.5193858383848713e-05,6.416818064916258e-06,2.251695207114788e-05,8.649890466065584e-06,1.533980763981705e-05,1.6483498900495776e-05,2.7091807391062975e-06,1.4114051592456738e-05,8.938010685654628e-06,7.691535123862583e-06,5.681857789558154e-06,2.0594776636304753e-06,2.3984121409954518e-05,3.508386415534728e-05,5.735323810564573e-06,7.921599853103974e-06,1.0159223392825685e-05,0.0,1.348466085611737e-05,7.892385124043979e-06,4.0046082527623725e-06,3.5059137738404583e-06,8.545570471804919e-06,1.8567631219358565e-05,6.615662876770982e-06,0.0026526905655293565,1.320579259158693e-05,9.9348112898947e-06,1.1902854047574786e-05,6.977523676866387e-06,1.3552514481842113e-05,8.59684799849201e-06,0.007019210498288147,1.5638614293379268e-05,3.384021873023108e-05,4.117841774737412e-06,3.5059137738404583e-06,1.0095451553826116e-05,1.600574569997145e-05,5.319671673149241e-06,4.330488224932e-06,1.2007154586177479e-05,6.855744998065113e-06,6.993721072687539e-06,1.6876499377380423e-05,2.857333865157837e-05,1.4970422755463614e-05,1.648739147424488e-05,3.6542515813008805e-05,0.0,7.970069118919355e-05,4.986588446730037e-06,1.0565591200010875e-05,4.421178655866501e-06,8.563017559275908e-06,7.781438803730094e-06,6.093743477662297e-06,1.8922693236223837e-05,6.430230727000107e-06,5.551252379724635e-06,1.1495975484764306e-05,1.3197648436935686e-05,8.12692658950191e-06,2.3343164737280034e-05,3.349923211571427e-05,7.3669577489791e-05,0.00018338004366581296,0.001221390791643412,3.284389743308546e-05,4.722316956269119e-05,1.4230582819106479e-05,1.646402844397612e-05,6.669798793962689e-06,1.8681733978086106e-05,8.229946974903716e-06,1.580438190075059e-05,7.040649564373013e-06,0.0,1.6907199951625802e-05,1.03643958796695e-05,5.798082551359592e-06,8.554316173319074e-06,9.15538217399321e-06,9.715460708071552e-06,2.002546735163611e-06,8.2035292333776e-06,1.4907756698058652e-05,3.5737690228060776e-05,6.449514347643772e-06,1.291154655532918e-05,2.6648945816516564e-05,6.8350443027271276e-06,1.879634000665989e-05,7.690516453334568e-06,7.276282001962774e-06,1.6609046899007738e-05,1.0902953831252551e-05,1.111992503130383e-05,9.39807577512535e-06,2.6594785456199173e-06,9.554902683941682e-06,8.57593223854591e-06,9.883384324993071e-06,2.026985982450106e-05,3.7010422755132685e-05,4.059936575144241e-05,5.5872865160346145e-06,0.0,9.783419020784736e-06,1.0668702179860034e-05,1.0566835723498197e-05,5.918147230509648e-06,8.295088207028607e-06,4.8808746247355825e-06,3.2948273842862656e-05,1.4876018520856713e-05,1.1225003305987635e-05,1.4461873076626054e-05,6.08873622337662e-06,4.353618762162195e-06,1.959646049404602e-05,0.002416105473801339,1.878419616988766e-05,9.677946289139847e-06,1.599630846257402e-05,6.951432005445968e-06,7.898937561537507e-06,1.703476560242721e-05,0.005293412946436982,2.002546735163611e-06,1.1010153067194058e-05,1.0650308221524683e-05,8.728584711509913e-06,1.1557173282348022e-05,1.487678362225924e-05,1.0848501925955353e-05,4.077848552189247e-06,1.144687122609371e-05,1.8647916475287214e-05,5.376565468738639e-06,5.943781588667538e-06,5.815956169988372e-06,9.15813740220492e-06,3.653672997815284e-06,7.0303146371780445e-06,1.560198515418423e-05,1.4071684917758276e-05,1.9533319537402114e-05,3.418480438501351e-05,2.3231200999360278e-05,1.01699076510488e-05,5.607579686708768e-06,9.214157715092732e-06,4.6464458228209245e-06,6.615662876770984e-06,3.4923478523586205e-05,2.9695361326879915e-05,1.319764843693569e-05,8.349291197936989e-06,1.6070030855725e-05,1.1297631811514633e-05,9.00246398341831e-06,1.017643854096467e-05,1.2595460236481904e-05,2.3206908270798556e-05,6.636510329831573e-06,0.0,8.767236136630048e-06,8.491838127895146e-06,1.0135061443828417e-05,1.57057589166638e-05,5.159175384251827e-06,1.8022943395808746e-05,5.942639696849901e-06,1.5644060382287374e-05,3.7605337404512744e-06,1.747818078092228e-05,1.331526012111161e-05,7.638380797612935e-06,9.078090550559205e-06,5.395757851633206e-06,1.3424623364284562e-05,2.181411401837547e-06,1.0250052991854018e-05,2.208598251246114e-05,2.9031597893974284e-06,1.3249564611672699e-05,0.00012741934048035567,1.1695677960267287e-05,1.7812352631914417e-05,7.12854363303663e-06,1.1365931475918918e-05,7.3281684725184566e-06,7.615675663360328e-06,1.3768126630925517e-05,2.4768709455405357e-05,7.381617490418803e-05,8.461939490029078e-06,7.849002691657243e-06,9.703710057622422e-06,1.3186088820159475e-05,5.54628209260151e-06,4.061362819913702e-06,1.810554874664372e-05,2.002546735163611e-06,1.4144474184192131e-05,0.0,3.120047528424484e-06,1.3772749583510818e-05,8.358967398965543e-06,9.565157426967447e-06,6.563938017978022e-06,9.679666684943918e-06,7.2315267270959445e-06,1.7800051189776084e-05,1.2758245643284822e-05,1.1495721893782254e-05,1.2861288956024846e-05
Aircraft and spacecraft,3.468632712856457e-05,3.6761574767951e-05,5.284122254250631e-05,3.772090108599504e-05,2.3814970720130176e-05,4.3378221454625664e-05,4.208545812100011e-05,3.582201000311712e-05,6.193494670606534e-05,4.222807103251772e-05,4.3136239684410694e-05,2.7871813966572564e-05,4.715870264041033e-05,2.327810173897871e-05,3.859044214530125e-05,3.9768893990114544e-05,4.44902689122941e-05,7.029153605358535e-05,6.544022524620485e-05,4.9609735475968816e-05,5.499008123137303e-05,5.785724463726343e-05,4.239635162238024e-05,4.405329707839367e-05,3.724227409429512e-05,2.8799350243050596e-05,9.225159663542467e-05,3.24753348549193e-05,2.7927781315723415e-05,2.9643993323997035e-05,3.9270342696491446e-05,4.220142371108886e-05,3.390243512806379e-05,3.652635972148676e-05,8.934687472246968e-05,0.0,6.860334356740622e-05,4.445385151717638e-05,3.759986999960293e-05,2.9342910224913516e-05,4.0491937622814374e-05,6.54760221168395e-05,5.347395172640182e-05,8.092627260659025e-05,6.580799283017829e-05,0.0002246397528142863,5.8113662311881483e-05,3.195796699507807e-05,6.406611823937906e-05,4.264524026631337e-05,4.867280856192614e-05,3.156011726625563e-05,5.00106131237201e-05,4.5647426378278386e-05,2.3278101738978712e-05,3.3813819459265564e-05,3.8630943557104636e-05,2.532432749906663e-05,4.874346782208929e-05,3.371173827795204e-05,4.2933705485259963e-05,3.933014608232269e-05,3.68286406850098e-05,7.022222733288551e-05,2.9729031792735168e-05,3.874687211071295e-05,4.038365235345965e-05,0.0,1.885161537055767e-05,3.362848368990686e-05,3.868996597130649e-05,7.177171466973538e-05,8.117110223017266e-05,4.293857778032703e-05,9.225159663542467e-05,3.4820778834326264e-05,4.8654815926099104e-05,3.3632816149520836e-05,6.0393649976215844e-05,5.423339183069857e-05,4.306203171090856e-05,4.307590974731308e-05,3.792510887039099e-05,3.9465165411992374e-05,4.436660129354307e-05,4.306415050845949e-05,7.730311874460791e-05,4.268425379541635e-05,2.8422964362881746e-05,3.7593621359541033e-05,3.987770228489899e-05,5.541345205820622e-05,3.501900521566832e-05,2.9858519751104756e-05,4.8616415642003586e-05,0.0,3.354676321188209e-05,2.873315202270178e-05,2.8753340148788958e-05,4.0228440407873813e-05,4.7793584467979705e-05,4.7280906678198355e-05,3.657913084808506e-05,6.520986500115587e-05,4.874329072042476e-05,3.1861064421272365e-05,3.3811626468052e-05,3.276404498179259e-05,1.4217095440523423e-05,2.8774422826345357e-05,3.4820778834326264e-05,4.1580346204220285e-05,4.682090620118383e-05,4.047754810302371e-05,3.8517902694733026e-05,4.1323921719950416e-05,2.592767241972803e-05,2.85382862347285e-05,3.1185937152797646e-05,5.6922248179121034e-05,4.6389971088536785e-05,5.16919623353277e-05,3.8680275870897485e-05,5.3166629602209295e-05,3.4855814529717537e-05,0.0,4.408330147915323e-05,3.8866536182670146e-05,4.053895477521126e-05,4.1524103443453026e-05,3.683280194479863e-05,0.0001559785585478642,0.00026437765320109184,3.568961570987548e-05,8.551152140602521e-05,5.241239312453091e-05,3.9801646073542376e-05,3.8933949904785785e-05,4.2480791868881556e-05,3.783912060522269e-05,4.73337511024719e-05,8.295502193606548e-05,0.0003453110215188779,3.6948565970179054e-05,0.0,2.9134472639195067e-05,3.50447445487283e-05,4.2161579168607785e-05,5.499696584564818e-05,2.5999221408681343e-05,5.329218739815115e-05,0.00010488177123352187,8.870088078769948e-05,8.589021235343847e-05,0.0,4.079435211429507e-05,4.123210929739757e-05,2.7610945086074407e-05,5.417300100730869e-05,3.821259636474972e-05,5.217500128764194e-05,2.3278101738978715e-05,4.31666416979252e-05,5.289809820979488e-05,3.748111169681707e-05,7.649026797523287e-05,9.225159663542468e-05,3.3961337587022615e-05,5.4290879391497925e-05,2.8318623638144932e-05,3.581361458548858e-05,3.31973276487217e-05,4.663780733228541e-05,7.730311874460791e-05,2.9951761211164982e-05,5.423339183069857e-05,2.836215169322827e-05,3.6170493127380416e-05,5.206698395148859e-05,4.66378073322854e-05,3.4907296026691864e-05,3.860949568539053e-05,4.088958188761709e-05,3.657913084808506e-05,0.0,4.201096824711843e-05,2.753147085804325e-05,5.832715218666723e-05,3.890409708692942e-05,3.668905721687938e-05,2.99263877329196e-05,4.687766975687006e-05,4.087811847269908e-05,4.19406128443761e-05,6.880629310409237e-05,4.675351052188721e-05,3.168145794329863e-05,3.6920272512753776e-05,3.368977074751522e-05,6.10432726839931e-05,3.7138278216058064e-05,4.892275714236634e-05,4.3750662468060036e-05,3.746937070778179e-05,4.4454967344600444e-05,6.962692734515457e-05,4.64506553938755e-05,4.375652277759734e-05,6.225318968810392e-05,4.552996198579831e-05,5.070066574071131e-05,3.163677522982096e-05,2.9808929995339846e-05,8.607670793803596e-05,3.241620093430668e-05,4.158034620422028e-05,3.355257230080392e-05,4.064454110136869e-05,3.491985218824067e-05,1.2591648561874092e-05,4.992169297307569e-05,2.711832275928034e-05,2.7610945086074407e-05,3.2938728696881646e-05,4.306203171090856e-05,2.927851701845132e-05,3.0156590136143888e-05,6.0934560108534135e-05,6.310691082638342e-05,2.5501560366753225e-05,2.65794533275898e-05,3.997645951571071e-05,4.652895610755053e-05,4.318723303052804e-05,3.500169754874688e-05,4.1615664938586255e-05
Animal feed ingredients and pet foods,0.0,1.0000000000163425,1.0000000000163427,0.0,1.0000000000163434,0.0,1.0000000000163425,1.0000000000163438,1.0000000000163425,0.0,0.0,0.0,1.000000000016343,1.0000000000163418,1.000000000016343,1.0000000000163427,1.0000000000163425,1.0000000000163427,1.0000000000159746,0.0,1.0000000000156413,1.0000000000163431,1.000000000016343,1.0000000000163336,1.0000000000163434,1.000000000016343,0.0,1.0000000000163434,1.000000000016343,0.0,1.0000000000163427,1.0000000000163427,1.0000000000163427,1.0000000000163425,1.0000000000163431,0.0,1.000000000016343,0.0,1.0000000000163436,0.0,1.0000000000163431,1.0000000000163431,1.0000000000163431,1.0000000000163187,1.000000000016324,1.0000000000163438,1.0000000000161167,1.0000000000163423,1.0000000000163434,1.0000000000163431,1.0000000000163434,1.0000000000163434,1.0000000000163434,0.0,0.0,0.0,1.0000000000163427,1.0000000000163427,1.0000000000163427,1.0000000000163434,1.000000000016342,1.0000000000163423,1.0000000000163427,1.0000000000163436,1.0000000000163425,1.0000000000163431,1.0000000000163431,0.0,1.0000000000163438,1.0000000000163425,1.0000000000163427,1.0000000000163434,1.0000000000163431,0.0,1.0000000000163431,0.0,1.000000000016342,1.000000000016343,1.000000000016343,0.0,1.0000000000163414,1.0000000000163431,1.0000000000163405,0.0,1.0000000000163443,1.0000000000113451,1.0000000000067506,1.0000000000163434,1.0000000000163427,1.0000000000163427,0.0,1.0000000000163431,0.0,1.0000000000163427,1.0000000000163434,0.0,1.000000000016343,1.0000000000163427,1.0000000000163425,1.0000000000163425,1.0000000000163431,1.0000000000163431,0.0,1.0000000000163427,1.000000000016343,1.0000000000163425,1.000000000016343,1.0000000000163431,1.000000000016343,1.0000000000163423,1.000000000016343,1.000000000016343,1.000000000016343,1.0000000000163425,1.000000000016343,1.0000000000163427,0.0,1.0000000000163416,1.0000000000163436,1.0000000000163431,1.0000000000163427,1.0000000000163431,1.000000000016343,1.0000000000163434,1.0000000000163423,0.0,1.000000000016343,1.0000000000163436,1.000000000016342,1.0000000000163431,1.0000000000163418,1.000000000016343,1.0000000000163427,1.000000000016343,1.000000000016343,1.0000000000163427,1.0000000000163436,0.0,1.000000000016343,1.0000000000153617,1.0000000000163418,1.000000000016343,1.0000000000163427,1.0000000000163427,0.0,1.000000000016343,1.0000000000059142,0.0,1.000000000016343,1.0000000000163438,1.0000000000163436,1.000000000016343,1.0000000000163427,1.0000000000163416,0.0,1.0000000000163423,1.0000000000163423,1.000000000016343,1.0000000000163427,1.0000000000163438,1.0000000000163427,0.0,1.000000000016343,1.0000000000163436,1.000000000016343,1.0000000000163425,0.0,1.0000000000163418,1.0000000000163423,0.0,1.0000000000163412,1.0000000000163425,1.0000000000163434,1.0000000000163427,1.0000000000163425,1.0000000000163438,1.0000000000163445,1.0000000000163427,1.0000000000163431,1.0000000000163425,1.0000000000163427,1.000000000016343,1.000000000016343,1.0000000000163431,0.0,0.0,0.0,1.0000000000163425,1.0000000000163431,0.0,1.000000000016343,0.0,1.0000000000163438,1.0000000000163438,1.0000000000163425,1.000000000016343,1.000000000016343,1.0000000000163423,1.0000000000163423,1.0000000000163434,0.0,1.000000000016343,1.0000000000163431,0.0,1.0000000000163427,1.0000000000163425,1.0000000000163427,1.0000000000163425,0.0,1.000000000016343,1.0000000000163431,1.0000000000163427,1.0000000000163436,1.0000000000163427,1.0000000000163431,0.0,1.0000000000163427,1.000000000016343,1.0000000000163438,1.0000000000163425,0.0,1.0000000000163431,1.000000000016343,1.0000000000163431,0.0,1.000000000016342,1.0000000000163427,0.0,1.0000000000163425,1.0000000000163434,0.0,1.0000000000163427,1.0000000000163431,1.0000000000163436,1.0000000000163436,1.0000000000163431
Articles of concrete cement and plaster,4.79920877676058e-10,2.455717080863125e-09,2.1011907145922118e-08,6.708419386389825e-11,6.750388339129359e-10,7.360398895086818e-10,3.401271905807635e-09,3.069911111425815e-09,6.036408551126733e-11,2.2364327175047973e-09,7.072948793395229e-11,7.352282239950015e-11,3.396487974805031e-10,1.2601839832015337e-10,4.729922108793331e-11,3.012621123533112e-10,7.145832146526447e-09,1.2688328558627606e-09,0.0029829846281819138,4.141964304588685e-10,0.00033124102841728255,3.0494262860528324e-09,3.2777807479629756e-10,3.079910143251867e-09,5.192778041297514e-10,4.513878758406475e-11,8.410227047800815e-08,1.1961061814305252e-09,4.0721013772825897e-10,1.3699714281337816e-10,3.830228204750481e-09,2.9909428535764255e-09,3.7739271258750724e-10,3.058201370461572e-09,2.9161274622035668e-09,1.846234240036372e-10,1.7802119911365656e-07,5.285548335290703e-08,7.072948793395229e-11,1.2601839832015337e-10,1.0712987227683092e-08,4.597469841729178e-09,3.131421670204043e-09,2.3380468726529805e-05,2.406452046613781e-08,8.282769536044857e-08,3.3867906261199556e-08,1.5986596624516482e-09,1.3025249273464152e-10,7.336748736448395e-09,1.3509601304265067e-09,2.906081845189181e-10,6.883223506313276e-10,3.7733936456407636e-10,1.1747849964600068e-09,1.8813850842591703e-10,3.707615702300791e-11,3.149707415204865e-11,1.0283323333474693e-10,2.920676468780452e-09,3.962564247118051e-10,7.352282239950015e-11,1.846234240036372e-10,2.601147473394495e-09,1.139444913280445e-10,1.176276536324578e-09,1.1074107009110561e-09,0.0,3.607981842485939e-10,7.61720808706955e-11,2.0111107832197735e-09,1.8316904379270612e-11,1.9248137988413595e-09,3.8484388030081e-09,9.255044435337057e-08,2.1909768258179034e-09,9.353342481050491e-11,2.4361633785547084e-09,2.3834674759105746e-08,1.0033075232304844e-09,3.8484388030081e-09,2.389571894208289e-11,1.7003636610163657e-07,8.907081808213049e-10,0.0013486213367858658,0.010016805418965028,0.0230259736022606,1.7444379787539098e-09,4.093495583720289e-11,6.734021725894859e-10,7.454181172036794e-11,3.337467560801561e-10,2.708572312432107e-09,1.1970964133873208e-09,3.060158553782499e-09,0.0,3.9676981896042437e-10,4.317354186850336e-11,3.423941258145064e-09,4.552508642264558e-11,3.036183906472354e-09,2.9162126132194424e-09,0.0,3.5046761303855625e-10,2.401696507929996e-09,6.988055059750841e-10,2.551876217843049e-10,1.2495263602635702e-09,5.843330315972167e-11,6.08033316089467e-10,2.5964907421549374e-09,3.1443064131093936e-09,6.500423000993346e-11,5.3347340058884536e-08,6.038097471672991e-11,2.666254286282965e-09,1.9152581614557162e-09,1.7374730280572272e-10,2.6529177151015284e-09,2.6560944760539326e-09,2.3607231545662995e-09,3.2814817522179445e-09,8.546306706640253e-06,8.262942066374739e-10,4.081489132776226e-10,0.0,2.8269348133117867e-09,1.8587872914876417e-07,1.466122843992628e-10,3.9404197938442094e-09,1.3717770167932554e-10,2.980171957834393e-09,1.7409113365317148e-10,6.107496033462242e-11,2.2217088396442496e-08,7.366154388028313e-09,6.446764331808992e-12,1.877266988667875e-09,5.246304561581183e-10,0.10132318362355411,1.8337415426864554e-11,2.6734107426780036e-09,5.317416500683843e-10,2.833424898201854e-09,2.7037376239154273e-09,5.10715256479861e-08,4.472891562665825e-09,6.69724760412924e-11,5.870358056252843e-09,1.4703474138699538e-07,3.0045836024445353e-09,1.7744786182323258e-07,5.104781514817783e-08,8.901609751864934e-05,1.4370140489978283e-09,5.905155086013811e-09,3.348018582755586e-10,1.5213615984350234e-09,3.4873935139694823e-10,4.6673761110676926e-11,2.9089461700081776e-09,2.993155382207584e-10,1.5213615984350234e-09,3.280556118731462e-09,5.829693866205305e-09,1.017641223798961e-09,1.521361598435023e-09,1.867057515171912e-09,2.5831309048538134e-09,3.0814081737507756e-09,2.374771044470235e-09,5.777505937023984e-11,3.1259054589632106e-09,5.535504804456849e-10,2.914533321380882e-09,1.003307523230485e-09,2.673866426634742e-08,4.7318006535832554e-11,7.339411088079755e-11,1.6337353508821273e-09,8.508573749000126e-09,3.007386568605932e-09,2.7214452929246007e-09,1.0697439174332012e-09,0.0,4.0733244780077246e-08,2.7131259997537087e-09,1.4581819748046463e-08,5.303966316807504e-10,3.492397038875308e-09,4.510770156449178e-09,7.936804312198129e-08,4.5404241199854317e-10,1.3571894692264397e-08,1.590333373657743e-09,1.628106710798728e-09,2.8114663886483285e-11,1.0524747037437295e-10,3.699087718466202e-11,1.7811798567359427e-07,2.133072040151654e-09,9.472283803825384e-09,1.338572801150029e-09,1.4249219855344714e-10,6.472462099167467e-08,2.9851969579353434e-06,2.2570866710875675e-09,6.241467125838171e-10,2.2995551686358436e-09,1.8441968272418472e-08,2.907043040029052e-09,2.296643315621152e-09,1.065841290714427e-09,9.363696487325108e-09,4.157208321268653e-11,1.9256646723035943e-09,3.1075022112890303e-09,8.51990284352214e-10,1.4282635990108211e-08,3.457238624374954e-11,0.0,2.953783420130135e-09,6.652784436753337e-11,2.728906348723017e-11,0.0,3.9071510798969004e-10,2.1527259557534153e-09,1.1232330339280576e-10,2.734596061891643e-09,2.349094841959832e-09,7.112257849242358e-08,2.2995551686358436e-09,3.021391471415178e-09,1.8676188162296757e-07,1.1698685736218507e-07,1.6878942178751648e-07
