,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,1.596860109152189e-05,2.1853047977735153e-05,2.21737480055623e-05,1.534094518702411e-05,2.003690572127737e-05,2.074687698028296e-05,2.174179020640919e-05,1.825502239348594e-05,1.8230595148014475e-05,2.1688337980007977e-05,2.082807502950824e-05,2.170371658795157e-05,1.6076964366595104e-05,2.1088381996429062e-05,2.164827000526247e-05,1.9514863800579838e-05,2.2522112991649164e-05,2.1422720827839644e-05,2.251753308299015e-05,2.1159023076354587e-05,2.196583838331427e-05,2.3062090078567086e-05,1.6677294476682815e-05,2.1449408916913362e-05,1.698622953355911e-05,2.0859389126735894e-05,2.1871105639068546e-05,2.1169484215118966e-05,1.8609530322745764e-05,1.9124735426008945e-05,8.963377051041101e-06,1.693569091420421e-05,2.1799645342722077e-05,2.2902935671502977e-05,0.0,2.15326938823412e-05,2.1792928273698947e-05,1.8322378440901692e-05,2.1088381996429062e-05,2.146377753220796e-05,2.060768206003871e-05,2.3187062446333376e-05,0.00010977896483156328,2.2909680834747992e-05,2.1817122509480457e-05,2.1435714756843807e-05,2.215071602674942e-05,1.2059755290303464e-05,2.140237603101472e-05,2.0804890192708223e-05,1.9413186011643455e-05,1.987188164910456e-05,1.634990012476987e-05,2.1093720167322474e-05,1.537692827599883e-05,1.9709165844510743e-05,2.1935563443141623e-05,2.2798778625068284e-05,2.2835575171999127e-05,2.021921414779723e-05,2.235669287433512e-05,1.6471836893767206e-05,2.090537814099062e-05,5.7010429795914495e-06,2.0346069742385283e-05,2.2384255278937513e-05,2.279877862506828e-05,2.0544460275004662e-05,2.211376477567515e-05,2.2862210346375814e-05,2.1992273858042562e-05,2.2346871485052914e-05,2.86964241239159e-05,2.1890866426288756e-05,2.065385268976824e-05,2.2279428525451507e-05,2.224927662066807e-05,2.1639649937192336e-05,1.8742609966136202e-05,2.86964241239159e-05,1.8457692403445804e-05,2.1562129917774626e-05,2.3632904233959322e-05,2.247972472369327e-05,2.3283052586733966e-05,2.0817279578783522e-05,2.025987508623213e-05,1.710719995452408e-05,1.72321995169998e-05,2.235585598923428e-05,1.9677346838049663e-05,2.253874737648545e-05,1.6243239010146053e-05,2.281546578145908e-05,0.0,1.903938299075343e-05,2.100201317682174e-05,1.7762035020116805e-05,2.1178002048113408e-05,2.260204209132107e-05,2.286450782595017e-05,2.1733544863198898e-05,2.1530277094934775e-05,2.195372103265544e-05,2.0326624626673743e-05,2.2062396657699277e-05,1.9618000299312595e-05,1.7985480918318757e-05,2.4532219692044096e-05,2.062267429331009e-05,2.182212629785948e-05,2.0011462079769923e-05,2.009725813790258e-05,2.0246097462499174e-05,2.2830888477286358e-05,2.2201485881418822e-05,1.5421546108926855e-05,2.271437485905873e-05,2.1218763086138405e-05,2.2788005373562424e-05,2.1956278114432455e-05,2.2389272883694637e-05,2.1763786007798502e-05,1.845175177589376e-05,0.0,2.317784451331296e-05,2.1668593176231902e-05,2.1759015173094876e-05,2.2078042732811943e-05,2.1927464261861836e-05,2.2044768166898923e-05,1.461025882375896e-05,2.0472920138189115e-05,2.2648840569766248e-05,2.2041471511154978e-05,1.9143003189942227e-05,1.5955015827957088e-05,2.0675711568915577e-05,2.139470098627168e-05,2.1447568833292803e-05,2.2703931451722392e-05,2.098340153188306e-05,2.224895169202371e-05,2.27248491071403e-05,2.1912074778402335e-05,2.0955822502707387e-05,1.5037930099711483e-05,2.138790038905253e-05,2.235059064956834e-05,2.2166901706741142e-05,2.1660620106623886e-05,2.079172612335274e-05,2.2263287367005778e-05,2.144575306334144e-05,2.1716146102837897e-05,1.9711281661077343e-05,2.1423566680340346e-05,2.1059962095894014e-05,2.1125870913174994e-05,2.2898284733721596e-05,2.1100505135013087e-05,2.144575306334144e-05,2.211920204075285e-05,2.295248448305173e-05,2.0998553170233836e-05,2.122673490122213e-05,1.982906495216624e-05,2.235209088208601e-05,2.166183603973367e-05,2.2612562007737257e-05,2.120318721852676e-05,2.184575357981322e-05,2.1274435882176375e-05,1.6041691286377138e-05,1.8742609966136202e-05,2.134153822257605e-05,2.127099471677789e-05,2.1834778695781014e-05,2.182917680094742e-05,2.2592858058824602e-05,2.0975774035946346e-05,2.1394054514307404e-05,2.159112037200891e-05,2.1733544863198898e-05,0.0,2.5551296885020277e-05,1.674378614259854e-05,2.2382295978348167e-05,1.8996960822517047e-05,2.2352680726374126e-05,2.2375995345678713e-05,2.107510991503927e-05,2.096988956494677e-05,2.1975642483155814e-05,2.143448009983013e-05,1.8233914656483792e-05,2.2252939321317153e-05,2.082225471030398e-05,2.1843812660472093e-05,2.194597599350156e-05,1.4963738856975241e-05,2.1640103596263457e-05,1.886922826584343e-05,1.4645377494779096e-05,1.8217972814507513e-05,2.2608923659298604e-05,2.225207520203175e-05,2.050490926448876e-05,2.1723948980458304e-05,1.5277404418705945e-05,2.2822062158626143e-05,2.2709127965504636e-05,1.7213115111836325e-05,2.0515152872494607e-05,1.325983395793237e-05,2.2473487974805664e-05,2.2545994928484826e-05,1.8986363201332586e-05,2.202550371072325e-05,1.4179312288155297e-05,2.1059962095894007e-05,1.587646602566593e-05,1.458930206517997e-05,1.1974758241914405e-05,2.1059962095894014e-05,1.8885499194466108e-05,1.6414742788252566e-05,1.4874109086845062e-05,2.2841784217369595e-05,2.227546335470742e-05,2.174864608325836e-05,2.1723948980458304e-05,2.2712999352507413e-05,2.170610251887764e-05,2.2230470400072023e-05,2.1819339701452988e-05
Agricultural and forestry machinery,2.079469753144218e-07,1.8587244241526302e-06,2.5642775343496457e-06,1.8382728361954326e-07,1.5600601994410778e-06,2.2496065018887678e-07,9.784990888535558e-07,3.93958223334526e-07,1.9301501504644984e-06,3.2700095060320663e-07,2.0238510674114362e-07,2.0185026879119766e-07,1.369773036015832e-06,2.021609082405283e-07,1.4662065225869448e-07,6.757536810163675e-06,5.699543491802193e-07,2.1970385099679404e-07,4.0074587809633953e-07,2.2744603708556236e-07,4.38998063559357e-07,5.723857688695788e-07,1.291860115504972e-06,2.778792762424967e-06,3.061874219862254e-07,1.7261190919265094e-06,2.443711062445171e-07,4.0147872182297423e-07,2.4125062435945633e-07,3.7804183863260165e-07,2.650293757359878e-07,2.3659117534955864e-07,4.0087933939536074e-07,7.907323207083561e-07,0.0,1.1698025312723693e-06,2.4070804609184605e-07,2.6304889186255887e-07,2.021609082405283e-07,2.8214758669667676e-07,5.531887956377344e-07,3.4539293854965213e-07,1.2023726882790306e-06,8.104820328975873e-07,8.91900964756765e-07,3.274342853968141e-07,3.1271596281639664e-07,3.897433881592663e-07,4.2870404503055034e-07,4.833207017097623e-07,5.023361068772013e-07,3.3892585443966074e-07,2.200033870983591e-07,2.021609082405283e-07,2.0977628469739138e-07,2.6264206439491872e-06,1.9321590013800118e-07,1.5176798691785802e-07,1.0767832288619225e-06,3.7173607010047553e-07,2.423872102219135e-07,4.5514225449362455e-07,3.7199243302206696e-06,6.32612656207242e-07,1.6519666582137543e-06,5.083779726174556e-06,0.0,2.320987731846908e-07,2.1277408332683132e-07,1.0405359761792585e-06,1.600932854481759e-07,6.66293570032713e-07,2.7640875417526213e-07,2.0185026879119766e-07,1.4505154707493168e-06,2.2744231759779513e-07,3.390154204533308e-07,4.568618340265893e-07,1.4817301402146837e-06,2.619015641750415e-07,4.326953573898778e-06,4.632197951182403e-07,2.3459908637448856e-07,9.067306516784762e-07,4.1199709058279627e-07,5.467471419854258e-07,1.4704288328042486e-06,8.592769547253554e-07,2.7651750441390936e-07,2.3012681297308438e-07,3.7288478494483627e-07,4.6727413079855484e-07,4.053121707434235e-07,3.594223494942226e-07,0.0,3.3507305033037985e-07,7.136273807245678e-07,2.823857958848136e-07,3.8857005600826914e-07,5.266356310759628e-07,6.218414939975953e-07,1.8382728361954326e-07,3.444609906130473e-07,2.3781146363436915e-06,8.193725588999787e-06,2.396430638397047e-07,8.392099063033321e-07,4.500637885422182e-07,3.153513358512225e-07,2.8794517988107545e-06,3.129749227064937e-07,6.033690739917164e-07,2.1071995104529645e-06,1.4453562502831918e-06,4.959631742722783e-07,4.1142916923976626e-07,2.0072623612851232e-07,4.1515121133320906e-07,9.233009204348294e-07,4.440942184165306e-07,2.366869480309794e-06,7.907005247089641e-07,8.342415690503513e-06,2.3001244994174015e-07,0.0,8.123242445150313e-07,7.183146427820676e-07,2.903889598003188e-07,1.8659783863794404e-07,2.7749968557905614e-07,2.6750086985095255e-07,2.4410506451374466e-06,1.9748119020138574e-06,7.439530266728854e-07,5.402924920516846e-07,3.450235611280826e-07,2.6158744140041644e-07,3.0541761563159452e-06,5.789324805648435e-07,1.1764678833807036e-06,6.335597740348119e-07,1.944990021546809e-06,3.903664678909291e-07,3.985720600367105e-07,7.646318316558375e-07,1.003685970798632e-06,1.8382728361954326e-07,4.0676750890043996e-07,5.606043185139018e-07,4.5643687052877303e-07,8.356241576758403e-07,1.3392876302607964e-06,9.442041293176906e-07,2.1932801761268704e-07,1.1110127380437978e-06,3.084301355482196e-07,2.584008932677335e-07,2.2743420461614457e-07,2.598389783083526e-07,5.252793672445765e-07,2.1142875129837813e-07,3.079488011658814e-07,1.4448680179694987e-06,1.5599916657317395e-06,4.927228121835164e-07,2.66404856893724e-07,6.076176360733915e-07,6.498614508380794e-07,3.105102324524718e-07,5.260351007176996e-07,1.8681885987954879e-07,3.4539293854965224e-07,5.973199155260939e-07,3.2132097307889466e-07,1.4817301402146839e-06,2.966632087704792e-07,1.8914184132951603e-06,7.606957884079627e-07,4.7442778716834416e-07,4.779799554151392e-07,1.063435241498935e-06,3.9226276162213294e-06,6.26968066440306e-07,3.530732548169932e-07,0.0,3.515715793487697e-07,3.898356613075158e-07,1.010278185144294e-06,3.707393500555444e-07,2.0824644734582672e-07,1.9926102539065057e-06,2.062766664778474e-07,2.049010802821788e-06,3.0914501594923865e-07,3.732986884034132e-07,3.498891799821814e-07,3.289044180113747e-07,7.503322603628251e-07,1.8957469041877265e-07,8.416906995027712e-07,1.8475164480748119e-07,6.380062600141306e-07,3.633425280218034e-06,1.7731848738502237e-07,2.161607500627456e-06,8.355127005488869e-07,5.068842342147773e-07,3.4159373994925776e-06,2.1970385099679404e-07,1.6516316977953964e-06,3.71258725829088e-07,4.818515560604368e-07,2.641113508585909e-07,2.318685259072124e-06,1.940104075473899e-05,6.331472918063197e-07,3.9807212332215356e-07,5.9103151035782e-07,1.4367297693994093e-06,3.589448873712266e-07,2.6844340747106235e-07,6.790817934364039e-07,1.8382728361954326e-07,2.7576871788698556e-06,0.0,1.9734172328550685e-07,4.6909271362674024e-07,2.08875387096348e-07,5.880646020968971e-07,2.799240299355229e-07,2.789056432067873e-07,3.570976787511215e-07,3.0789626599381164e-06,9.104791961808652e-07,8.851952774319017e-07,9.782329506222496e-07
Aircraft and spacecraft,0.00018965375191885137,0.0006209718913942049,0.0002466542201589247,0.0001601735838624386,0.00016634304431073068,0.0008466331474241538,0.0002265984060580029,0.0001726509185660656,0.00014327913287779835,0.00022509999488543598,0.0002836957161941835,0.00011710045350313393,0.00015165228640619865,0.00011750737420655672,0.0002619194110057286,0.0005254848303097376,0.0005065638137028235,0.00027529229639019543,0.0002290822071597735,0.00029286593801639645,0.0002083353750457404,0.00029466822877269414,0.0003085337884775226,0.00021655996645589455,0.000216833264956142,0.00013471045625829088,0.00014648745041689445,0.00019279501535641547,0.00012503469454356578,0.0002305336899440087,0.0002078989803637099,0.00016735086364378456,0.00019557045253135036,0.00014985715263842516,0.0,0.0003955658354059365,0.00028552048488140883,0.00015839043322503457,0.00015305726389538266,0.0003848245712487059,0.0012375969792237605,0.00018522844202681387,0.0002486231960806787,0.0002258469271173166,0.00019662765622743182,0.00023939532383957695,0.000173335474528983,0.00019751403610517626,0.0008453487860323906,0.0011909962582909764,0.00033583260970899856,0.0010988813562869035,0.00025611267158601246,0.00011750737420655668,0.00014661741831789024,0.00401535437753344,0.00011593761986414028,0.00038516172276405024,0.0001441120555609971,0.00024103119855704708,0.0023271016247674685,0.00016306417997220227,0.00022956764797995996,0.0001369189295688146,0.00022301157961657052,0.00029989109536893724,0.0,0.002537241670402636,0.00016422903803345605,0.00019230473849886486,0.0005472607960194937,0.0001770935954712377,0.00024509331018988386,0.00014648745041689445,0.000237619801295495,0.0004070646032067182,0.00017357084276189045,0.00018535874975916943,0.0003338968557273608,0.00023347418993448262,0.0005373875942375535,0.000622048191324781,0.0004941096412631737,0.0001949495970014445,0.00023350377163534804,0.0006128704121961153,0.00023415876919824426,0.00021521374354636002,0.0001583725569814519,0.00027776637604676316,0.00015996691773250397,0.00022192802298227185,0.00013383387022588075,0.00022784370317158095,0.0,0.0001544106702723938,0.0030141483554692364,0.00014516061547328247,0.00025055926723207975,0.00028843931583018886,0.000389526454946595,0.00016837630496744664,0.0233106462231526,0.00043386408431232227,0.0004597286647437482,0.0011222692138809882,0.0001661398464350478,8.418930586561168e-05,0.00013997857215934084,0.000237619801295495,0.0001581583833030492,0.0002033395850368379,0.005428089037448298,0.00019840339335672378,0.00021304027469149213,0.0002547384274354485,0.00013047320145495345,0.0004791441161762013,0.0003549405901761316,0.0002442850022903144,0.0001981586171278405,0.0002106803252319966,0.000365195940607272,0.0001437187569239795,0.0,0.0002021180077480077,0.0008378873490509274,0.000760803412237839,0.00017741181136873363,0.00016740093894428647,0.0015804899398234973,0.0009160488532772308,0.0005100631711999125,0.0002079325227636392,0.004306310905992829,0.00017356023897995444,0.0003508073477464281,0.00039586919436881567,0.0003151086121220735,0.0025907736776429172,0.00015400707870242243,0.00019857086552519933,0.00020006184578900377,0.0,0.00034172677980781754,0.00020008837845704447,0.0002210964239165748,0.0031585278807794797,0.0018964076964066217,0.00019963712710010587,0.00048025155992163755,0.00014943446658939396,0.00014479693422346813,0.0,0.0016759607193565225,0.00016851660680978223,0.0001238965883405355,0.0003342575963126126,0.0005225342421250659,0.000173632613801445,0.00011750737420655668,0.00022781384630847867,0.0002475422714896957,0.0006044307558225236,0.00022499859734169842,0.00014648745041689437,0.0001666376260675029,0.0007244170991636824,0.0001803453324469566,0.00017371016915936833,0.0001854863020526479,0.00017766310878260168,0.0006128704121961153,0.00018237504402357867,0.0003338968557273608,0.00012880309391598911,0.0003861745518549828,0.00045552709247355714,0.00017766310878260168,0.0003191477343446638,0.00018899103692638383,0.0002572790201714129,0.0005387902890656753,0.00016837630496744664,0.0,0.00036730030108125263,0.00014556795437206018,0.0002706622089159903,0.0010511051304514995,0.00017035485123713842,0.00023861335614725322,0.00015636975615212153,0.00020491679469251462,0.00039260085692556604,0.000513763098525557,0.00027829654034984574,0.00020478948959001827,0.0002854208156112419,0.0007138866456863401,0.00020906992676009555,0.0002333180687674989,0.00026951778005649974,0.00020768131246427207,0.00016878830539389272,0.00019199923695913037,0.00022725799158176843,0.0003792987476415156,0.00018242847476539442,0.0187018679769262,0.00036089740063562233,0.00039809354488561734,0.0002244319217368254,0.00014276413722777646,0.00015229308926477817,0.00017489680804571485,0.00015815838330304925,0.00015115206108536544,0.0016552628436932763,0.00023294560907675773,8.906251556769185e-05,0.00028914448624039026,0.0015662992119698524,0.0001238965883405355,0.00017517168488583108,0.00023347418993448267,0.0001361729312443434,0.00024650540515365243,0.0002016880544066742,0.0001671998737579976,0.00015858036208746276,0.00014821075766058758,0.000371323686584437,0.00022680747401211167,0.0009385814899437259,0.0004876922782972847,0.0007760446147450332
Animal feed ingredients and pet foods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Articles of concrete cement and plaster,6.534955383393605e-10,9.364497963464948e-10,5.202216625921986e-10,5.850075189173356e-10,2.0629838131125112e-10,1.9781872359853064e-11,1.134813647837401e-09,3.453887717744281e-09,2.5389994143351475e-11,1.1381504051896509e-09,8.508612353899768e-08,1.273047546003363e-11,1.4144782518473945e-09,6.306898431534505e-11,5.184164475076049e-12,4.691001500647503e-11,1.3831995436975384e-09,1.5406407418886022e-11,1.8411160182300655e-09,2.4581273316798513e-10,8.171354404001902e-10,1.6372424182299134e-09,6.028225299865823e-12,9.028633625648446e-10,7.85171465715985e-10,7.52508966606906e-12,5.473986332470556e-12,4.2204596556669924e-10,4.834628955518316e-10,5.022215444374082e-09,1.1371093711143368e-08,7.720171800664713e-09,1.6917265624157275e-09,1.08856977073765e-09,2.140812667735486e-09,1.211557348828252e-09,7.671483046654352e-10,8.508612353899768e-08,6.306898431534506e-11,3.584573937855125e-11,3.854233325511338e-09,1.7303913425839843e-09,4.639650474268037e-10,5.211690558641652e-10,1.371992291436564e-09,9.057596465309501e-10,1.0756344829902292e-09,3.287250506041159e-11,1.2580557013389183e-09,3.4903686185997655e-10,3.044246349789151e-10,1.834668134106413e-09,2.785388744219339e-10,6.355957060179788e-10,6.010390021802734e-10,1.7664606840184418e-11,5.5843317135271855e-12,8.32964635250698e-12,1.5026848132904779e-09,7.765655942842524e-09,1.273047546003363e-11,2.140812667735486e-09,1.95764115665301e-10,1.0672223621698237e-10,1.4047826742053867e-09,1.1731948220438526e-09,0.0,1.9562519942017152e-11,1.2330951938246264e-11,1.0154880632700993e-09,3.708460003153792e-11,1.1152533640559473e-09,7.393012252422436e-10,4.876666220357522e-12,2.2293284210540446e-09,2.226705383502249e-11,1.3768352969095603e-09,3.9845596652482676e-10,7.291676906916955e-10,7.393012252422436e-10,7.72621619551091e-12,1.020232855913168e-09,1.2761433806394375e-10,1.431818076792291e-09,8.50603902331986e-10,4.9050471715662644e-11,8.019480431618666e-10,1.728148939789866e-11,2.818648848999895e-09,1.4280691414431542e-11,3.263248894109046e-10,1.7094186372537711e-09,1.0331751713722967e-09,1.5954469418896264e-09,0.0,3.9557129969932125e-10,4.256010259158821e-12,1.8460505109959644e-09,3.082537343793518e-12,1.653620056443958e-09,1.0885677955736943e-09,0.0,1.0699316349610506e-10,1.2870452953633304e-09,3.3675460265702445e-10,3.0299078253843337e-10,9.825601893417596e-10,1.760555867890162e-11,8.560439234007673e-10,1.4056166660826161e-09,1.3662291950914727e-09,2.4256975164319617e-11,1.1740949218113301e-09,2.2846051947340418e-11,1.5352269093698385e-09,1.1340381084352516e-09,5.1283353884914956e-09,1.7567326810034842e-09,1.092295037658096e-09,1.1759282115856273e-09,4.2896401877829844e-10,5.168033927549681e-10,4.330744069305213e-10,8.382638734274201e-10,0.0,1.2259710532584493e-09,1.1866441604019424e-09,2.606669042921227e-11,5.5757145564331004e-12,3.1987063508449255e-11,1.6041021479695474e-09,5.054922105076501e-12,1.588877283580909e-11,1.0473471930836265e-09,1.3900511686090803e-09,1.1442853017176225e-11,1.1875217121902248e-09,3.82877615634362e-11,3.600071576921743e-10,3.49013653772254e-11,1.3009230121155143e-09,4.102780310437933e-11,1.5024456642370385e-09,1.730661772084638e-09,7.050752039651171e-10,7.863860243685678e-10,5.469901171827084e-10,1.129003293963509e-09,1.225512236101484e-09,1.5932120744219279e-09,1.2003557473730351e-09,3.574367410693682e-10,2.8869210331912746e-10,9.904908526680858e-10,1.3176108105917847e-09,3.000279583800874e-10,1.0501598239950177e-09,5.353958807057167e-11,8.794428423414481e-12,1.1765957402458618e-09,1.644371241295257e-10,1.0501598239950177e-09,1.1143513512734272e-09,1.2995498529028552e-09,5.481465982594854e-10,1.0501598239950175e-09,3.90183367229555e-09,1.3357117272623333e-09,1.5848864634271748e-09,1.2682401000619308e-09,4.067840548848269e-12,1.7261491515859627e-09,1.080629031417208e-11,2.3305173750240962e-05,7.291676906916958e-10,5.155088371932255e-10,1.7816357472431198e-11,1.946121295283501e-12,5.786095952395189e-10,1.040456655912827e-09,9.235972783473725e-10,1.1755251493423266e-09,1.2682939027928093e-11,5.605798742345586e-10,0.0,8.635720818750266e-10,1.4944339751730073e-09,1.1791225454928572e-09,4.6102527556894155e-10,1.05788204792337e-11,1.3435898498091527e-09,5.955880771466591e-09,3.4372499109890493e-11,1.1222505411868855e-09,1.2214312157802205e-09,8.703989920191061e-10,7.51706649446489e-12,1.453069757357339e-11,5.905518342809551e-12,1.1933039661120047e-09,3.0051219392004894e-09,9.925228539212938e-10,1.0778332557390717e-09,1.533955777557059e-09,4.507613852102563e-10,9.42155801207501e-10,1.1038568886010374e-09,2.380980805241117e-10,1.3118190733413102e-09,6.256685567393947e-11,1.7045967655349276e-09,1.3117722101538916e-09,8.261627347167461e-10,1.1107709497738928e-10,2.80100756090897e-12,1.1156871458950726e-09,1.6304862191421357e-09,7.29330798430654e-11,1.1203045636148181e-09,1.0166764089844717e-11,0.0,1.5385200141692637e-08,5.847287663305663e-10,4.675079254713224e-12,0.0,1.3276154372709444e-09,1.1893111098410213e-09,5.813326449527459e-10,1.4150958684369415e-09,1.3032426127283485e-09,3.2415090913957545e-10,1.3118190733413102e-09,1.1915820214987163e-09,1.1863799462525482e-09,1.2619387198367896e-09,1.1735733048337523e-09
