,ABW,AFG,AGO,AIA,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,9.772178050533532e-07,1.1556023340345037e-06,9.933510684221452e-07,8.787170066853059e-06,1.0896428155505758e-06,9.409190035484827e-07,1.030085567987892e-06,8.23890556563859e-07,9.164161677105117e-07,9.334020444236226e-07,1.0248886962828273e-06,7.72874604102164e-07,8.805935584113072e-07,9.936077572268955e-07,8.595598979891662e-07,1.007891203514243e-06,1.0460235435383517e-06,1.019877940294929e-06,1.2543646974239016e-06,9.411907337095285e-07,9.20070289935918e-07,9.063889212323597e-07,9.545124971633658e-07,7.688670817011102e-07,1.1771793574888747e-06,1.1300009720148147e-06,9.734891670677875e-07,7.954611814769625e-07,6.251008425513111e-07,1.0476497543145518e-06,3.6731905103351157e-07,8.578134876490306e-07,9.025889887137377e-07,9.236886851785644e-07,0.0,1.0056830419366617e-06,9.805453624503015e-07,7.782833735727762e-07,8.805935584113072e-07,1.5342885844600718e-06,6.741561666381079e-05,9.181869487995311e-07,1.134325134651338e-06,9.286412354710894e-07,8.920736668829211e-07,1.009294613495545e-06,9.681200805367907e-07,6.747352824519363e-06,9.671168261797504e-07,1.4179191504370716e-06,1.1815292274671133e-06,1.5041923296883135e-06,2.3320529839994374e-06,8.807069245454637e-07,6.364295120362701e-07,1.9640677492604548e-06,1.0562897184827435e-06,1.010995136780808e-06,9.209771498418934e-07,8.075431139374569e-07,1.0613885870589562e-06,9.249574967790093e-07,1.0748934211901043e-06,9.457745858275784e-07,9.819072710495663e-07,9.489065769869653e-07,1.010995136780808e-06,1.1167764513420015e-06,9.64551385987709e-07,9.296253294379838e-07,1.0264081398351542e-06,9.073199579685711e-07,9.554248091493674e-07,1.1292493620435867e-06,1.100157614320896e-06,1.0519478137687567e-06,9.042233676885457e-07,1.044471195547053e-06,9.825525266483644e-07,9.554248091493674e-07,8.389570077384109e-07,9.27922995811205e-07,1.0538130985499972e-06,9.615652409153376e-07,1.039809722464907e-06,1.3036674449144445e-05,9.051013894912011e-07,7.874044671136794e-06,7.36289293990903e-07,1.066708311470906e-06,1.3269208145437831e-06,9.258552683538346e-07,2.2629779448876776e-06,9.171031224324506e-07,0.0,1.0981027250153154e-06,6.459102180539915e-06,8.472642554378814e-07,1.1262261667023597e-06,9.189903475089389e-07,9.235898719371346e-07,9.150768110155834e-07,8.833009792971072e-07,9.275815583738187e-07,8.775378898144558e-07,9.861475778515403e-07,1.2200697116872284e-06,2.159003438279751e-06,1.4586846005574704e-06,1.105396429979082e-06,8.870334575180681e-07,8.637325043291526e-07,8.666146571821081e-07,8.71942337525484e-07,9.169082161723771e-07,8.981109718021562e-07,6.280573670382684e-07,9.297196996860798e-07,9.658669081610593e-07,9.361104437209377e-07,9.751004462394953e-07,9.32516860546455e-07,9.664914595424937e-07,7.980207660813199e-07,0.0,9.276580451344257e-07,1.0489045708534915e-06,1.0281000677477263e-06,1.014471328899529e-06,1.031422962831538e-06,8.924527213575663e-07,7.647188912163118e-07,1.0070241082936742e-06,9.674998751347688e-07,9.034983747955175e-07,8.897550359331319e-07,7.396621517472152e-07,1.3506823325319328e-06,1.298510092582984e-06,1.3714653910083865e-06,9.218568388320911e-07,0.0015556252406184873,9.106134305701744e-07,9.28412468957969e-07,9.539954171855107e-07,9.233413849612868e-07,6.115161502962119e-07,9.53468948518301e-07,9.446673982843519e-07,9.106023157362546e-07,1.1651544592241374e-06,1.3498491028616805e-06,9.56299581455181e-07,9.257472527191396e-07,1.1219569505116987e-06,8.982833563337476e-07,9.229440119182429e-07,1.2868292650268358e-06,9.6303565767041e-07,9.205325113234554e-07,8.775651232629563e-07,9.257472527191396e-07,9.568020523233516e-07,1.5397432408920909e-06,1.557897619757869e-06,9.159489644534869e-07,2.0698770289515636e-06,9.200525751545073e-07,8.910956910085621e-07,9.149861286319297e-07,9.412658942149023e-07,9.394602422480215e-07,1.267409814087344e-06,7.470517560069404e-07,9.825525266483644e-07,1.057191109519344e-06,9.516607984405173e-07,1.2483580511599206e-06,9.562212977375126e-07,9.168119864434612e-07,9.587520705843568e-07,8.808212264428599e-07,5.111588975713889e-05,9.150768110155834e-07,0.0,9.879569017951362e-07,6.864638315621453e-07,1.0437212475649394e-06,1.3592315483633506e-06,1.0305072281907079e-06,9.172743430382269e-07,1.0817806516148625e-06,1.2660539254149814e-06,9.05967290893058e-07,1.916560407535314e-06,9.364268561842502e-07,9.865344782514078e-07,1.2871051664537492e-06,1.016437217953335e-06,1.0047380518426133e-06,6.284809314287158e-07,9.453419319413211e-07,8.093609034188424e-07,6.036262598871198e-07,7.870218665630042e-07,9.700833697520077e-07,9.226363537915564e-07,8.822926051400291e-07,9.059894227600078e-07,6.706770831408168e-07,9.172958864582875e-07,9.231071216860745e-07,2.1336757923304664e-06,1.3691604256493506e-06,5.727277016633293e-07,9.170864622927882e-07,9.201208784219494e-07,7.816073121705996e-07,9.195617673072326e-07,6.685714547307178e-07,1.286829265026836e-06,9.744716606677703e-07,6.002200977880623e-07,5.11411956826813e-07,1.2868292650268362e-06,8.744651216437956e-07,2.6337562469446653e-06,6.567848443771374e-07,9.209573075551992e-07,9.231331870521113e-07,1.0591001982389408e-06,9.059894227600078e-07,9.625778771245554e-07,1.027730243176475e-06,9.63095338477187e-07,9.929669859650293e-07
Agricultural and forestry machinery,1.1294402111111607e-05,3.620415459066951e-05,3.712435449621232e-05,6.718845853008461e-06,5.2717544092100533e-05,3.8115153876057624e-05,2.2664904788524534e-05,3.2837163737346175e-05,3.656838246450639e-05,1.5461626726317e-05,0.00015221500837644142,1.1678660345315322e-05,1.5456005903158634e-05,2.3072391725625897e-05,3.810841634161466e-05,3.097127997890898e-05,3.922835300935581e-05,3.7135614251114385e-05,2.563601875384806e-05,3.401636217230054e-05,3.364538329659304e-05,4.562013408638063e-05,2.927643381288758e-05,1.0603596632534969e-05,3.9151039502488315e-05,0.00011774151900602057,3.442034359613992e-05,1.2245407110177659e-05,6.9254478088975165e-06,2.2308639928877016e-05,1.922264818103741e-05,1.2785971519048592e-05,3.409681114079214e-05,3.541048517579309e-05,0.0,3.269134151392083e-05,0.00010985049433377509,1.6651255274745875e-05,1.5456005903158634e-05,4.0185070813777824e-05,3.531681835734692e-05,3.363432076216067e-05,6.851666628894423e-05,4.7053026978930197e-05,3.105780151083575e-05,4.62896080791631e-05,3.518223097504279e-05,1.9639264115384998e-05,3.71844822446194e-05,9.863522231023835e-05,2.5195957683813022e-05,3.005897563819953e-05,1.7317925412709964e-05,1.545600590315863e-05,1.2926867993700796e-05,3.233190105385947e-05,2.557181663242425e-05,2.1348146164005517e-05,3.1453231498945276e-05,1.5908191285388534e-05,3.247888169629391e-05,2.570942548373989e-05,4.8992662978990535e-05,2.7098845112616207e-05,0.00017177309581845802,4.968396930983922e-05,0.0,2.8623092863619e-05,2.714799738623927e-05,3.1572392618039156e-05,1.9546888163593604e-05,3.125218476297625e-05,4.030425276538207e-05,0.00015221500837644142,2.9399172531953633e-05,3.062553840752843e-05,2.3764493895247333e-05,3.921090747226896e-05,2.8399322721793452e-05,4.255631406446402e-05,3.828809306749232e-05,2.654065028309364e-05,2.979625700236455e-05,4.424754712011746e-05,4.6436260999589394e-05,3.481366876505401e-05,3.107502915207087e-05,7.380072330888694e-05,1.818620025261115e-05,3.095118319429187e-05,2.102503717194641e-05,3.259862987692887e-05,2.2533312686086394e-05,3.205461715557003e-05,0.0,2.0260323738005017e-05,3.514672992310172e-05,1.9151834944301154e-05,3.5228112129122396e-05,3.3485532557470835e-05,3.447580898522103e-05,6.718845853008461e-06,3.950333199430099e-05,3.5896448958263026e-05,3.767377399067008e-05,3.9894748825770286e-05,3.0474781823646903e-05,5.4027370448251504e-05,1.52603183238637e-05,3.978797020980023e-05,4.281966117650318e-05,2.4312474304988507e-05,3.604155599385322e-05,3.464618009763487e-05,3.471551435404784e-05,3.840838971204105e-05,9.837765808728855e-06,3.867747359830706e-05,2.543065187339099e-05,3.577141162202104e-05,4.283336667456616e-05,4.650387209270618e-05,4.558789200352348e-05,1.659991733020928e-05,0.0,3.565941713286656e-05,3.105677713157605e-05,3.805757886787508e-05,3.8480066529761935e-05,3.8161682265738456e-05,2.12390112994278e-05,3.9983047311316384e-05,3.669223398106374e-05,4.1870159609561235e-05,3.277658382596531e-05,1.1280225600761432e-05,1.9668678405649625e-05,0.0007152552924658364,6.527718100250574e-05,4.673276485745188e-05,3.465794541828365e-05,4.378878156171977e-05,3.258478454858346e-05,3.921030191105343e-05,0.00047990454839018533,9.474459823860243e-05,6.718845853008461e-06,5.6669942837799325e-05,3.565634568847685e-05,3.233110749693453e-05,3.248402498329342e-05,7.34171605683805e-05,0.00010016751353691337,1.8693795624130112e-05,3.3882515280395736e-05,2.4764984289720874e-05,2.5918126622072536e-05,2.55850381307834e-05,3.354249956733282e-05,3.4528152399163254e-05,1.613368518320674e-05,3.5408051695587085e-05,3.0617697017615414e-05,3.7689561184858814e-05,2.062885859563806e-05,1.9741357770963852e-05,3.184799167447053e-05,3.3849536127413156e-05,2.7697159006217822e-05,2.9667786476274553e-05,1.997346805680661e-05,3.363432076216067e-05,3.4543112194396214e-05,1.9821188907656037e-05,2.839932272179346e-05,6.128239032727991e-05,2.6970835089147543e-05,3.8551567755799417e-05,3.119588985961621e-05,3.069841491478364e-05,3.57978705164826e-05,4.403390319527757e-05,0.009545519133079092,2.5538329099516863e-05,0.0,4.126468923977993e-05,3.661941582667405e-05,3.4825476685383704e-05,1.840031599285451e-05,2.5646188200964766e-05,4.085894925858203e-05,0.00014240990079382172,4.051696748172564e-05,1.1764713672149095e-05,4.5414825027906686e-05,2.5816601226872146e-05,3.704964576241859e-05,2.788794005405592e-05,2.9708511078119577e-05,3.8436811264467316e-05,7.93969557201792e-06,3.968236343334537e-05,3.916023090538004e-05,1.2267420737935654e-05,9.105445925223135e-05,5.100196675212187e-05,3.482206759413383e-05,3.4745802075852215e-05,3.92283530093558e-05,6.001040164485736e-05,3.011354793683194e-05,3.332765487161005e-05,1.821087830630187e-05,4.9801539288561446e-05,4.5388590577797555e-05,3.2188444710249295e-05,3.9226369104803816e-05,3.249676203134798e-05,3.341798900245661e-05,2.4050965068805396e-05,1.683793728284514e-05,2.1507924448156764e-05,6.718845853008461e-06,2.7421790031371876e-05,0.0,1.0051722932059266e-05,2.3418008351724696e-05,1.3005037839197677e-05,4.024926340180441e-05,3.355494471563682e-05,0.00010809468082244685,3.2610090375515e-05,3.636835200716131e-05,3.321407219453085e-05,3.496897814800091e-05,3.715597150715061e-05
Aircraft and spacecraft,3.2330794951393126e-06,3.8022029760123955e-06,4.202523955449597e-06,3.8486028928569074e-06,2.762997119591627e-06,4.2803506111654275e-06,3.101776195426572e-06,2.124436334851973e-06,1.1935653364698837e-05,4.142149570226766e-06,1.8847063074579205e-06,2.867525914297147e-06,2.0777844065113434e-06,3.37590273860711e-06,1.074998427715431e-05,3.221235727142529e-06,2.8186773643252673e-06,2.7241823564738472e-06,9.779198741075186e-06,3.2998426448193873e-06,4.3018462598247156e-06,6.79065183205122e-06,6.39808120465094e-06,4.345485414624139e-06,2.2577687715731903e-06,1.844434619383786e-06,2.9142987892049756e-06,2.198700996777634e-06,2.7133035907025804e-06,2.72181523312225e-06,2.8967670901253746e-06,1.886793737367539e-05,6.165535812770197e-06,1.9644015752549507e-06,0.0,9.193124362085329e-06,7.803209508375697e-06,3.2534910533163633e-06,5.458193030433322e-06,3.465699961045669e-06,2.4267857229179934e-06,2.6750693484095745e-06,3.2008742764267496e-06,7.572331072915007e-06,4.8559083193564736e-06,2.5512277978138832e-06,2.916059117654171e-06,2.702821373641029e-06,4.149289556395943e-05,3.594925351948095e-06,2.9124275163150367e-06,2.12465345531831e-06,8.377677000846784e-06,2.077784406511343e-06,3.2685286802590146e-06,3.229263495857229e-06,1.8862998446855962e-06,3.2816190870096472e-06,2.677183873582532e-06,1.2623675692669801e-05,3.907073825932256e-06,2.4363669674777408e-06,7.973970960021555e-06,2.4599401723870093e-06,3.3408225800128978e-06,3.774374426400718e-06,0.0,1.7255385064230628e-06,2.432571274532044e-06,7.159487343033256e-06,2.9058841952195064e-06,2.1586171004168035e-06,1.3037477860391369e-05,1.844434619383786e-06,2.604646842785143e-06,3.3699525367329034e-06,3.0017992764231808e-06,3.7648054252926025e-06,7.450776936182345e-06,1.310496979039933e-05,3.294780238168671e-06,5.707854436779725e-06,6.137939807300344e-05,2.768986421308956e-06,1.3091416751984033e-05,2.2245772711357083e-06,4.483792386803577e-06,2.894566935330616e-06,3.2529143664432545e-06,4.153337127557921e-06,2.4984882883460707e-06,3.1373474108613802e-06,2.465023704347576e-06,5.191423970755569e-06,0.0,1.2461658566003e-05,1.974086970559175e-06,2.788679332353859e-06,4.119050754129635e-06,3.3404144473851914e-06,3.7951378042147332e-06,4.015137785712429e-06,2.1676794958080235e-06,3.7427252863093896e-06,2.831539651710813e-06,4.464660421750743e-06,3.0574919566189487e-05,3.1040898959125314e-06,2.3075600696632887e-06,2.604646842785143e-06,3.3617752055667848e-06,2.8498058185839597e-06,4.152247624992287e-06,3.152065677215648e-06,2.8267941763512064e-06,2.5082430924918615e-06,2.8263153302386705e-06,2.6748704146336345e-06,3.725094505793129e-06,3.015855482376774e-06,5.257190030968071e-06,8.738307291408624e-06,5.017954195901311e-06,3.7209298584958433e-06,0.0,5.661217481820804e-06,3.7461998977359845e-05,3.4805697822433776e-06,2.8077084259490722e-06,3.33828237145746e-06,2.9149335040840594e-06,1.82631109010298e-06,2.8856409729655163e-06,4.166030088570934e-06,2.8414864199470898e-06,2.7223579223292692e-06,3.3703396145830755e-06,6.140383697173405e-06,7.287667505546989e-06,4.200635292475112e-06,2.1140633231164313e-06,2.9880922741975844e-06,2.3395079639223583e-06,0.0,5.5624617150357285e-06,2.976024246773407e-06,1.1480926134594043e-05,3.5574218305759932e-06,4.882306600178763e-06,3.0884384789653723e-06,1.8137273476976775e-05,1.9753771417654723e-06,1.8915304261542674e-06,0.0,4.71942683555079e-06,2.282951649562027e-06,2.170023242957412e-06,7.461382153908699e-06,6.895995775973476e-05,2.7262726739749145e-06,2.077784406511343e-06,3.903042888513426e-06,5.294198582769258e-06,6.7840262629376404e-06,2.3578669121349317e-06,1.8444346193837857e-06,2.9023628111387735e-06,4.392634405401567e-06,2.2679339583904674e-06,3.6025528323773604e-06,3.0366482727448563e-06,2.2609792768757586e-06,2.2245772711357083e-06,3.3984230741593146e-06,7.450776936182343e-06,2.1926582058838396e-06,5.193437226521141e-06,2.5594427418995193e-06,2.2609792768757586e-06,7.050450272537126e-06,3.932768022851088e-06,6.122163808923775e-06,2.112114911549674e-05,4.015137785712429e-06,0.0,1.6694077507056535e-05,2.769055720418105e-06,4.490130121017045e-06,3.7694041926809952e-06,4.008334046539677e-06,3.104618588677853e-06,3.01428647103796e-06,2.5903264803961695e-06,4.448755484985403e-06,2.809648333420258e-06,5.6711576136911716e-06,2.4044053026522202e-06,3.2023954134724354e-06,8.924972545876131e-06,5.810502981915542e-06,3.908102289081886e-06,4.2475419336893814e-06,3.5572104378882073e-06,4.7204167063249184e-06,2.77722687427693e-06,5.353035036938751e-06,7.0173082295852776e-06,2.644260190684078e-06,2.6618558965033366e-06,2.678812441187321e-06,1.8471969263326064e-05,2.780682614878549e-06,4.527517258971006e-06,2.0479163565810095e-06,2.6634877092749602e-06,3.3617752055667865e-06,2.5552564067605995e-06,4.924644194331033e-06,6.341440986744602e-06,7.239833862400122e-07,6.38198193467383e-06,2.389044078723558e-06,2.170023242957412e-06,3.08938915733223e-06,1.3104969790399331e-05,2.7654512055535313e-06,2.4572403636113015e-06,2.5618305019435957e-06,2.7404144249443285e-06,2.5163869634747717e-06,2.346341361034455e-06,3.43242154133589e-06,4.273329483074231e-06,5.311190129858501e-05,1.6297098600843283e-05,2.0433797695366422e-05
Animal feed ingredients and pet foods,0.0,1.0000000000013236,1.0000000000013236,0.0,0.0,1.0000000000013236,1.0000000000013245,1.0000000000013238,0.0,0.0,0.0,1.0000000000013247,1.0000000000013236,1.0000000000013227,1.0000000000013238,1.0000000000013232,1.0000000000013232,1.0000000000013238,0.0,1.0000000000013232,1.0000000000013234,1.000000000001324,1.0000000000013238,1.000000000001324,1.000000000001323,0.0,1.000000000001323,1.0000000000013236,0.0,1.0000000000013243,1.000000000001324,1.0000000000013234,1.0000000000013238,1.000000000001324,0.0,1.0000000000013236,0.0,1.0000000000013234,0.0,1.0000000000013234,1.0000000000013245,1.0000000000013238,1.0000000000013234,1.0000000000013236,1.0000000000013234,1.0000000000013238,1.0000000000013227,1.0000000000013245,1.000000000001325,1.0000000000013234,1.0000000000013238,1.000000000001324,0.0,0.0,0.0,1.0000000000013227,1.000000000001323,1.000000000001323,1.0000000000013234,1.0000000000013238,1.0000000000013236,1.0000000000013236,1.0000000000013236,1.0000000000013236,1.0000000000013236,1.0000000000013236,0.0,1.0000000000013238,1.000000000001323,1.000000000001323,1.0000000000013232,1.000000000001324,0.0,1.000000000001323,0.0,1.000000000001324,1.000000000001324,1.0000000000013243,0.0,1.0000000000013234,1.000000000001324,1.0000000000013232,0.0,1.0000000000013238,1.000000000001323,1.0000000000013238,1.0000000000013247,1.0000000000013232,1.0000000000013232,0.0,1.000000000001323,0.0,1.0000000000013236,1.0000000000013238,0.0,1.000000000001324,1.0000000000013225,1.0000000000013238,1.0000000000013234,1.000000000001323,1.000000000001324,0.0,1.0000000000013238,1.0000000000013234,1.0000000000013236,1.0000000000013234,1.0000000000013243,1.0000000000013234,1.0000000000013234,1.000000000001324,1.0000000000013243,1.0000000000013234,1.0000000000013238,1.000000000001324,1.0000000000013245,0.0,1.0000000000013243,1.0000000000013247,1.0000000000013243,1.0000000000013243,1.0000000000013232,1.0000000000013236,1.0000000000013245,1.0000000000013243,0.0,1.0000000000013238,1.0000000000013243,1.0000000000013234,1.0000000000013232,1.0000000000013227,1.0000000000013243,1.0000000000013238,1.0000000000013236,1.0000000000013238,1.0000000000013238,1.0000000000013236,0.0,1.0000000000013236,1.000000000001323,1.0000000000013245,1.0000000000013234,1.0000000000013236,1.000000000001324,0.0,1.0000000000013236,1.0000000000013232,0.0,1.0000000000013236,1.0000000000013238,1.000000000001324,1.000000000001324,1.0000000000013236,1.0000000000013238,0.0,1.0000000000013236,1.0000000000013247,1.000000000001324,1.0000000000013227,1.000000000001324,1.0000000000013243,0.0,1.000000000001324,1.0000000000013238,1.0000000000013245,1.000000000001324,0.0,1.0000000000013236,1.000000000001324,0.0,1.0000000000013234,1.0000000000013238,1.0000000000013236,1.0000000000013245,1.0000000000013236,1.0000000000013234,1.0000000000013238,1.0000000000013232,1.0000000000013238,1.0000000000013232,1.0000000000013236,1.0000000000013238,1.0000000000013232,1.0000000000013232,1.0000000000013234,0.0,0.0,0.0,1.0000000000013238,1.0000000000013238,0.0,1.0000000000013236,0.0,1.000000000001323,1.0000000000013236,1.0000000000013232,1.0000000000013245,1.000000000001324,1.0000000000013227,1.0000000000013234,1.0000000000013247,0.0,1.0000000000013238,1.0000000000013247,0.0,1.0000000000013234,1.0000000000013227,1.0000000000013243,1.0000000000013232,0.0,1.0000000000013245,1.0000000000013238,1.0000000000013236,1.0000000000013245,1.000000000001324,1.0000000000013243,0.0,1.0000000000013238,1.0000000000013238,1.0000000000013236,1.0000000000013236,0.0,1.000000000001324,1.000000000001324,1.0000000000013232,0.0,1.000000000001324,1.0000000000013236,0.0,1.0000000000013236,1.0000000000013238,0.0,1.0000000000013232,1.0000000000013247,1.000000000001324,1.0000000000013238,1.0000000000013243
Articles of concrete cement and plaster,1.2397779397207044e-06,1.222679357945509e-05,2.933897315568586e-06,2.1359637657326432e-07,8.407459359191771e-07,7.940599195383195e-06,5.870325203254217e-06,3.095132963672856e-07,6.899016440367015e-06,1.9258828079089008e-07,2.054746403797764e-07,1.614599491102769e-06,3.3454860805239176e-07,1.8435835987064304e-06,8.922083161772223e-07,8.102136098402531e-06,1.3599614324863248e-06,1.798032973885893e-05,6.770443059009398e-07,1.462124834438189e-05,8.034516145889183e-06,9.530921522873311e-06,1.0113252625581085e-05,9.377969802790412e-07,0.00015914025964283108,7.954330508129769e-05,5.920932124026158e-06,1.0957226960432206e-06,3.3667540555503684e-07,6.939101015604439e-06,6.664948875894476e-06,1.095746363270247e-06,8.069432008935722e-06,7.858649669790948e-06,8.224307696305012e-07,7.132288419935425e-06,5.222895044677625e-05,1.9258828079089008e-07,3.3454860805239176e-07,3.4740342758632745e-05,7.72461146375059e-06,8.188538467346051e-06,3.6852721062329486e-05,1.9334555505917573e-05,7.593417865530335e-06,3.433006914708584e-05,4.853431468234038e-06,2.1021094978744672e-07,1.12393052147723e-05,1.7360681424976507e-06,9.520861750576052e-07,3.5332500960809145e-06,7.901552079628056e-07,3.175585096168252e-06,1.0915591879231123e-06,3.301189034846345e-05,3.016944950779741e-07,8.251031735021086e-07,8.71597460009601e-06,1.1161623810948626e-06,2.054746403797764e-07,8.224307696305012e-07,5.627500657425708e-06,2.8912235354587657e-07,7.521869593818146e-06,9.132911544133805e-06,0.0,4.861402567413087e-07,8.217798680557656e-07,6.021419471212142e-06,8.705885415751078e-08,5.444707273352973e-06,6.269148786533695e-06,8.738923886216823e-05,6.81465837886979e-06,7.715066007931187e-07,6.520516107019006e-06,2.5669445227370133e-05,4.219326653594668e-06,6.269148786533695e-06,1.3372099418462466e-07,1.7269843258809605e-05,1.3622620359476468e-06,1.0067887551983357e-05,1.949393640661082e-05,3.433214558895991e-05,7.083678047404773e-05,1.2662640332022566e-05,1.7969695767434248e-06,2.1296973955975035e-07,1.0785547528958088e-06,8.09535882511588e-06,3.6558043804028425e-06,8.231185099810943e-06,0.0,1.1257747722467693e-06,2.867231108201102e-05,4.505019367259871e-06,1.4771504384183168e-06,7.85859265413363e-06,7.85873426484425e-06,0.0,5.877398770598027e-07,3.060361201349535e-05,1.9160579208012635e-06,1.5944312690527538e-06,4.199516504362816e-06,1.7195413934511475e-05,1.4881690343335689e-06,9.163098196715132e-06,7.5968037560212355e-06,2.807206219088544e-07,7.07768263013802e-06,2.817550028665354e-07,7.634872632652614e-06,5.447729012588988e-06,4.923348438490758e-07,8.182919196342579e-06,9.57933848276333e-06,7.314062361985181e-06,7.814322990930561e-06,1.68431629228214e-05,5.604205002593311e-06,1.065659232917012e-06,0.0,7.5242143317138526e-06,7.083439826875883e-06,4.587591680865411e-07,3.9548197518369016e-06,5.247525879657414e-07,8.08503506745588e-06,1.9900892564094152e-07,5.494981367113856e-07,2.4676977872728828e-05,1.1321240982283603e-05,1.947922085059706e-08,4.888762217794641e-06,0.0110412185274089,0.00016616885735041417,5.308416284178438e-07,7.476984675291418e-06,0.1281717825352777,8.101112702228886e-06,8.118034487498163e-06,3.509666171594323e-06,9.350986554492964e-06,3.531393145406287e-07,9.701973697952698e-06,7.10313342699023e-06,7.967579629259937e-06,7.089225117350418e-06,5.002835812057758e-05,1.5034183413257855e-05,4.412014316051564e-06,1.2566672309022354e-05,9.783427114139787e-07,4.674352516949598e-06,5.554825983863974e-07,4.180775092611591e-06,7.83951292065571e-06,8.268646773942887e-07,4.674352516949598e-06,7.754586797700681e-06,1.043438120449592e-05,2.7923738130144092e-06,4.674352516949596e-06,4.361492308190747e-06,7.428482449533794e-06,7.850073835827575e-06,6.359757220464244e-06,1.891663670159552e-07,8.188518337755547e-06,6.446878239113145e-07,6.231954733200526e-06,4.219326653594671e-06,2.9008177109660563e-05,1.3890480161418452e-07,2.387433543349796e-06,8.183073155922146e-06,9.882337964193079e-06,1.0267227010639153e-05,8.421827299974177e-06,0.001456421806938042,2.8485171792273657e-06,0.0,6.261937050878443e-06,7.269279975882902e-06,7.1339663642774475e-06,1.429726775277517e-06,9.828798729704386e-06,7.854671625192564e-06,7.49626794284617e-05,0.0015447432120535244,9.854833981418368e-06,1.5577938782651543e-06,5.028651413178829e-06,2.1834187953549854e-06,1.855533682294193e-05,2.2719284065380386e-07,7.094812432615455e-06,3.5175466494845786e-06,7.274014391011642e-06,6.4646010983835495e-06,5.901555978724218e-07,6.256987236720192e-05,1.0882660404815857e-05,7.2039118456944834e-06,2.901209449814413e-06,6.457035844747211e-06,1.8058095414172466e-05,7.602633204257285e-06,6.3818918826152956e-06,2.8542346956952543e-06,1.597681299929694e-05,6.150967196417927e-08,5.446642163057604e-06,7.577933064062956e-06,4.918551963171747e-07,9.700062604092553e-06,3.7856426349211945e-07,0.0,5.929475852883014e-06,2.1228551788602216e-07,5.172813615195979e-08,0.0,1.3693789230576883e-06,5.600926787965957e-06,3.2754849933364056e-07,7.670986722344627e-06,6.5642039844503876e-06,6.813599310878123e-05,6.457035844747211e-06,8.901372208555654e-06,7.080248824527664e-06,7.264336002945623e-06,7.030441393802887e-06
