,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,4.7588771008249795e-07,6.863363543885954e-07,6.729845757460782e-07,4.550208200436364e-07,6.083076825879853e-07,6.262269662467758e-07,6.614407485315515e-07,5.720080316050761e-07,5.572375947997483e-07,7.977081643974801e-07,6.309765192400509e-07,6.548483865270389e-07,4.7207359722991263e-07,6.547935737154304e-07,6.614825837236474e-07,5.858045487286633e-07,6.93151155007921e-07,6.501692339034758e-07,6.950261316976416e-07,6.388816647906343e-07,6.660599372740794e-07,7.136632266536291e-07,5.058062676075103e-07,6.636664259733449e-07,5.077321603629111e-07,6.3000688316652e-07,6.53726332038355e-07,6.471542729390023e-07,5.634564495087536e-07,4.4680874508350794e-07,5.894540704002564e-07,2.7664764005624674e-07,5.065432432636541e-07,7.374483413144043e-07,7.112504031823828e-07,0.0,6.585426888389746e-07,6.638339799947051e-07,5.569585342250639e-07,6.547935737154304e-07,6.439257866904448e-07,6.321208122876608e-07,7.103250241860173e-07,6.669652023666004e-07,7.014658544215192e-07,6.649041112700983e-07,6.38799567985326e-07,6.690316412519826e-07,3.7179735398485173e-07,6.501880904200261e-07,6.191932810950244e-07,5.910689065322222e-07,6.002839095002456e-07,4.944537882865174e-07,6.55021624990646e-07,4.5204998188699253e-07,5.953333518228197e-07,6.610136671416706e-07,6.62935553305597e-07,7.00992140231814e-07,6.013485379866319e-07,6.567139879991987e-07,4.953540138676659e-07,6.326763881047906e-07,1.7832737512321507e-07,6.113927033448008e-07,6.821646831662394e-07,6.62935553305597e-07,6.091569928231148e-07,6.760778942472099e-07,7.047968425026597e-07,6.630107288396038e-07,7.085573325865074e-07,6.360181065920215e-07,6.544377757945992e-07,6.305608982118944e-07,6.527623651660252e-07,7.355799792503179e-07,6.442451029542177e-07,5.672632635132443e-07,6.360181065920215e-07,5.60320986674398e-07,6.577598455509827e-07,6.297156630457377e-07,6.854571535027525e-07,6.791788594986943e-07,6.233172131132559e-07,6.056910879429962e-07,5.177153259967604e-07,5.116613979934205e-07,6.557700695311398e-07,6.025302700586011e-07,7.463772798017153e-07,4.950298125593711e-07,7.210069595997691e-07,0.0,5.805317445196932e-07,6.30452152826325e-07,5.356042437724214e-07,6.472488394307634e-07,7.455602185562969e-07,7.109773452624554e-07,9.805456609064875e-07,6.109497477130158e-07,6.768805657728419e-07,6.196244135412e-07,6.44237995280968e-07,5.954377444081791e-07,5.383130539609188e-07,5.669515354500722e-07,6.292276633374908e-07,6.890083115566969e-07,6.096336683273186e-07,6.131564032561538e-07,6.166854349503519e-07,7.083289360679179e-07,6.841352783886872e-07,4.510487526575242e-07,6.996576583671168e-07,6.493597558390996e-07,7.015888044711151e-07,6.717826580040747e-07,6.837009207099265e-07,6.639869318641148e-07,5.496950801948637e-07,0.0,7.041434340862538e-07,6.628690858691249e-07,6.44825438559034e-07,6.602974980990604e-07,6.530806875145878e-07,6.794227200473741e-07,4.374229467982604e-07,6.216743174163856e-07,6.914631516157801e-07,7.287401348911625e-07,5.85696353268832e-07,6.304790923765249e-07,6.468295797190031e-07,6.324183422482095e-07,7.068655604704632e-07,6.367526042528541e-07,6.867134808404762e-07,7.018697054250449e-07,6.72882913830845e-07,6.611383200099219e-07,4.3638317580669054e-07,6.543518704787489e-07,6.863080014725386e-07,7.398708745659015e-07,6.65655429019623e-07,6.366794780589494e-07,6.771345058941609e-07,6.743547304642687e-07,6.615393574584765e-07,6.025164895694577e-07,6.731403307667101e-07,6.372762910170524e-07,6.392513869765781e-07,7.097996778479928e-07,6.564217704815665e-07,6.743547304642687e-07,6.775851205096547e-07,7.057948433230391e-07,6.446653495906539e-07,6.673764856239311e-07,6.093928711702291e-07,7.658504392273161e-07,6.842995733342152e-07,7.232580308220396e-07,6.536036897364861e-07,6.650268310345768e-07,6.264918807512743e-07,4.931855448776641e-07,5.672632635132443e-07,6.5473392313813e-07,6.458370135465795e-07,6.602871247923083e-07,6.709817489780957e-07,6.92879358898516e-07,6.366321413754608e-07,6.694537014345084e-07,6.479873297138769e-07,9.805456609064875e-07,0.0,6.489314669302297e-07,5.073759784078284e-07,6.787133721989727e-07,5.807235339910798e-07,6.648087092276398e-07,6.861248052342925e-07,6.329119473780258e-07,6.344154386065096e-07,6.712424414437143e-07,6.394612713197347e-07,5.518221636417487e-07,6.729714181414337e-07,6.23787111792962e-07,6.561695764629622e-07,6.72633182075043e-07,4.419528387374063e-07,6.575558343472478e-07,5.804875785038247e-07,4.3172310250612827e-07,5.465247093201192e-07,6.913348874227587e-07,6.997455539997676e-07,6.285146327559798e-07,7.24400982851607e-07,4.651518017225144e-07,7.214262784372215e-07,7.042923292275747e-07,5.128755760968371e-07,6.189157817913726e-07,4.0627596290907946e-07,7.0428212753148e-07,7.030344082609015e-07,5.837255508178826e-07,6.734528935595449e-07,4.324665627541623e-07,6.372762910170527e-07,4.935669283202509e-07,4.2982595021041765e-07,3.6600882385924504e-07,6.372762910170527e-07,5.637054122899493e-07,5.013359646738965e-07,4.386106149132566e-07,7.130318930375228e-07,6.980445368239036e-07,6.614977914648983e-07,7.24400982851607e-07,7.092101672523982e-07,6.647191844528718e-07,6.79451301304618e-07,6.662873675343746e-07
Agricultural and forestry machinery,7.247507512009062e-12,1.6194418013629628e-11,2.012430388297944e-08,3.3588340651706775e-12,1.1677716755613945e-11,1.118140244344447e-11,9.897390491228185e-11,1.0796588085149115e-11,1.6648380508461716e-11,1.5814868086396275e-11,1.0363728984155023e-11,1.7773224855566185e-11,6.999019230404455e-12,1.0305702341856423e-11,3.144400007906767e-11,1.9762566023353383e-11,7.309482879235869e-11,1.516330308284664e-11,2.2798059678049724e-08,4.88130131844527e-11,2.493415815337417e-10,2.026870913604263e-11,1.40210587006236e-11,1.414326382787408e-11,4.17567148443877e-12,1.5105968373536666e-11,2.3894231548028553e-11,1.5907444513177867e-11,7.400772051160497e-12,3.5101384922666103e-12,1.0785748623699018e-11,1.0498689206111742e-11,5.8092876280811626e-12,2.0702670387629033e-11,2.729242370069554e-11,0.0,3.234850741273823e-09,1.8255722206703348e-11,1.8505526925268124e-11,1.0305702341856423e-11,1.774547207568042e-11,1.1241327745715969e-11,1.2779443414680393e-11,7.396631755796816e-08,2.463812915859756e-11,9.969002207114055e-11,3.7520614278095294e-11,1.5043190734862597e-11,9.285652154952595e-12,2.6940761340672028e-11,2.4460080258256337e-11,9.370067214054891e-12,1.1613470770866052e-11,1.9123805614741458e-11,1.0305702341856423e-11,6.360696392032667e-12,1.0368942506124877e-11,1.3902989192827562e-11,1.6744597116770912e-11,3.5313640509578335e-11,8.77694278731175e-12,2.0015440848074174e-11,9.453783916895061e-12,1.8623922694609877e-11,1.2578324445526183e-11,5.577679928080871e-09,1.358308090419993e-11,0.0,8.993740622180196e-12,4.413217101979368e-10,2.19143222751797e-11,1.8124333727569046e-11,2.1111711592343908e-11,1.7053827950363484e-11,1.7773224855566188e-11,2.3783964757353914e-11,1.951537463468123e-11,1.0120851105928025e-11,4.55424791392384e-11,1.7179045964875485e-11,1.782673935122285e-11,1.5675846860823583e-11,3.1407322732846144e-10,9.737327919759019e-12,1.408620725711592e-10,2.5014376325060014e-11,2.4123669599070467e-11,1.1037139539054297e-11,1.646134377381323e-11,9.038598734968271e-12,2.1893944636717433e-11,1.1151405704931863e-11,1.6811051676678778e-11,8.476071056904136e-11,1.2677272191757028e-11,0.0,1.0697581587626198e-11,1.415565576711967e-11,1.0041455305689749e-11,1.655151136044032e-11,1.6804804854673424e-11,2.9742391666310284e-11,3.3588340651706775e-12,1.749277107184167e-11,1.3759405301831503e-11,2.0647543909208057e-11,2.0047207423559265e-11,1.4057831285268459e-11,4.170335585740121e-12,2.0419667786834918e-11,4.5389282862887425e-11,1.6789722657859522e-11,1.3079849943589256e-11,4.881685901302652e-11,1.423371001068306e-11,1.782101724744914e-11,1.7240756857558763e-11,4.500584024215442e-12,1.749221270615735e-11,1.8883216931133717e-11,1.6485853237007104e-11,1.4041200689530856e-11,7.479013673462991e-10,1.057678648670952e-10,4.6649375932212585e-12,0.0,2.147219727469176e-11,1.4723186817552616e-10,2.3883783092347315e-11,2.056933389459969e-11,3.82278387188254e-11,8.852178835293635e-12,1.170318006471984e-11,1.42844580413095e-11,2.955675367977616e-11,2.3708843545770465e-11,5.9981176524056296e-12,1.7160304123924225e-11,1.7706408780897518e-07,1.3263776340197664e-11,1.724406507688138e-11,1.6013673093094388e-11,1.4830905837578458e-11,1.661603283450696e-11,1.0544207711343304e-09,2.9411111070493275e-11,3.3588340651706775e-12,3.479472077687017e-11,7.440070438058133e-10,2.8982522542774193e-11,6.336227233440453e-09,1.4251891921119555e-11,3.795710442662175e-08,1.112808813598166e-11,4.1949404073665195e-05,9.918116300092749e-12,1.3069370578944394e-11,4.9147781204407126e-11,1.6776859487221777e-11,2.3735675813232584e-11,1.0557966280511002e-11,1.5373443127229643e-11,2.9348835657788984e-11,1.5703489966697644e-11,9.414176638486065e-12,1.0654915252941059e-11,1.22008128738362e-11,1.710782991145108e-11,1.0760726776535107e-11,1.4534327450183058e-11,1.0095969694115417e-11,1.27794434146804e-11,2.621880969987765e-11,1.0635423172419153e-11,1.717904596487548e-11,1.3677636375023983e-11,1.5117668413794723e-11,1.5771441042620865e-11,1.82676553651192e-11,2.3020195420174836e-11,1.6978098752033994e-11,1.3181505140581241e-10,5.394193519953964e-10,1.3252838583196469e-11,0.0,4.213285162851113e-11,1.6141754653207333e-11,3.1390051896086933e-11,9.482970430670472e-12,1.7495985451833367e-11,2.507916387799535e-11,1.782619108298404e-11,1.6080753154180966e-11,1.0333214008977127e-11,1.9192358778330212e-11,2.6450139820389116e-11,1.775195924465613e-11,1.5173452893049745e-11,1.8144480940970708e-11,1.9330954520051049e-10,4.2530432077978216e-12,9.02908994474478e-11,1.6080244917403596e-11,7.875221676464778e-12,2.8015257573546615e-11,9.028723194216789e-09,1.777385569183875e-11,1.5517967266168666e-11,1.516330308284664e-11,1.5530564217982483e-11,1.946760701861537e-11,1.3833194636018135e-11,8.783274422715006e-12,2.478876884205052e-11,1.5538611328838423e-11,2.060067633185185e-11,1.6589612031743285e-11,2.577753225467335e-11,7.040652067955866e-11,1.0333282103456477e-11,1.853466303965587e-11,1.1810729245454483e-11,3.3588340651706775e-12,1.3099744740177702e-11,0.0,4.954457012830858e-12,1.5092478462570564e-11,5.5027864133530374e-12,1.530151605252401e-11,2.4694458151138424e-11,1.4617920397778382e-11,1.4277570830734296e-11,4.719793407998982e-11,1.936313348286418e-10,1.2255239716582063e-08,1.2788669771310253e-06
Aircraft and spacecraft,4.884785738592383e-07,4.789654696816105e-07,4.908351477860257e-07,5.330118065646558e-07,2.897497695754225e-07,4.3764192015177673e-07,5.869766288676256e-07,4.453040060727536e-07,4.278427075580134e-07,1.0341842812800687e-06,5.03968977492523e-07,3.4649949359146267e-07,5.429460994042747e-07,3.6671089794649537e-07,3.6169022056801144e-06,5.970114393686889e-07,5.104930710952408e-07,4.6450191281626925e-07,4.571292031226347e-07,7.730896976730552e-07,4.939998488811218e-07,6.705354771272917e-07,5.017374171393619e-07,7.675700060085043e-07,1.8110730690200657e-06,4.054870275357523e-07,4.325467373292579e-07,4.902599706782848e-07,4.057633245928434e-07,4.438810415627435e-07,4.3634659426771534e-07,4.4634075622403545e-07,5.382632000896975e-07,7.030694346166502e-07,4.6443303410310125e-07,0.0,7.536258895574279e-07,7.13203226144233e-07,4.888801955918376e-07,5.667831403667249e-07,5.303121902729113e-07,4.992124295266823e-07,4.749846409246582e-07,4.550511863635948e-07,4.5597344947606845e-07,7.976628899887256e-07,4.2490885120354633e-07,4.292340732972812e-07,4.6686535520793074e-07,7.248830382169869e-07,4.5934481866640004e-07,5.250138370699588e-07,3.5665159247003527e-07,8.691213641783801e-07,3.667108979464954e-07,4.3809659148584725e-07,4.777753865006644e-07,3.43094632936438e-07,5.129043755722042e-07,4.860314394993281e-07,9.94945240117011e-07,7.353484553790337e-07,4.2670617940862526e-07,6.714749663835275e-07,4.211852715421411e-07,7.227660412286093e-07,5.479968351663295e-07,0.0,2.253401229261396e-07,4.397934116760722e-07,9.5698163351229e-07,7.611091898333844e-07,2.8256079210634465e-06,1.0148289496333194e-06,4.3254673732925776e-07,6.198688436795307e-07,5.15436453977992e-07,4.4531891993623104e-07,7.936017207572308e-07,6.011295048782668e-07,1.0193638617702463e-06,5.155853574626239e-07,5.783121364448188e-07,5.453910844145859e-07,4.794864301484096e-07,1.0186598334334271e-06,4.4963555952292175e-07,5.832522851883199e-07,4.294379397215468e-07,4.888298005723221e-07,5.236608606343764e-07,4.480674262101451e-07,8.924428408042161e-06,4.247357211506277e-07,2.2642705564046056e-06,0.0,4.836267273359433e-07,8.416406235796191e-07,4.2087473696728315e-07,5.731428429375791e-07,5.898249452496942e-07,1.1096408963176577e-06,1.1345723037474184e-06,4.927323448156741e-07,7.002410168024497e-07,4.1957622761982263e-07,5.779156482261988e-07,4.7212669556022326e-07,1.578108462427666e-07,4.162703481126364e-07,6.198688436795307e-07,6.592641225217267e-07,5.027151450895699e-07,5.786129617576915e-07,4.2118766226993925e-07,5.122136922756436e-07,4.867104319211415e-07,4.418244410644554e-07,4.122278473972966e-07,2.156420394610202e-06,1.0262356975725564e-06,1.0182678612050536e-06,8.352871767757028e-07,5.696073458840372e-07,4.974670270850623e-07,0.0,7.301450806277958e-07,5.897566979505918e-07,4.997656129409138e-07,4.812088739802064e-07,5.449728602227161e-07,5.572432409610007e-07,3.1272806382256077e-07,4.595567756255828e-07,4.485651283833465e-07,6.031954630092137e-07,5.165890833063576e-07,4.945378569424168e-07,4.09467028343512e-07,5.664817490301901e-07,4.571635283412887e-07,5.092055709236305e-07,4.435211431978699e-07,0.0,3.6841820565845166e-07,3.284403479622863e-07,9.319121547161157e-07,1.6598784094721585e-06,3.894229681474097e-07,7.786203645293301e-07,5.604735410185472e-07,5.41063545075187e-07,4.306051489149925e-07,0.0,5.087221627409751e-07,4.7276821204131254e-07,4.0494854905239043e-07,6.014548093812016e-07,4.9011182392602e-07,4.554518323328254e-07,3.6671089794649516e-07,5.186434126401008e-07,7.63111819740599e-07,4.4236040149401886e-07,5.056265663544096e-07,4.3254673732925787e-07,4.486877823102366e-07,0.00014768514856978621,4.0960296605643656e-07,7.908098914697022e-07,4.6545992832365954e-07,4.979114721689764e-07,4.4963555952292175e-07,4.226866223944718e-07,6.011295048782667e-07,4.285614573587725e-07,1.0378350377053728e-06,4.151604881968682e-07,4.979114721689764e-07,4.506920164876942e-07,8.185361456126179e-07,1.3147128313702992e-06,4.151714774613122e-07,1.1345723037474184e-06,0.0,6.607494690911092e-07,3.9987452528324136e-07,1.3823888015603437e-06,5.449074947733161e-07,1.1298283440414232e-06,4.4656470147903197e-07,4.793169012996495e-07,4.714116007552084e-07,5.491787864119945e-07,4.858908081886849e-07,5.706062238757112e-07,4.5463463553064043e-07,5.045635144776019e-07,4.768620072091934e-07,4.875933577465177e-07,4.0911184686540913e-07,1.3575541785237731e-06,5.5658494746875e-07,7.027674523074773e-07,4.90536827005834e-07,5.377447208553836e-07,5.823631413442573e-07,5.155795070320748e-07,5.025132077382447e-07,5.008587163861231e-07,6.626955752502219e-07,4.2437661411069465e-07,4.3448535591706754e-07,4.428741587999413e-07,3.8441639016797323e-07,6.592641225217268e-07,7.400514450312325e-07,5.603538071258851e-07,5.09554949065862e-07,1.2162728859432545e-07,5.725773836352227e-07,3.2869526705899093e-07,4.0494854905239043e-07,5.560035264209435e-07,1.019363861770246e-06,4.403528521595469e-07,4.762661362119012e-07,4.756103275790265e-07,6.961679009768104e-07,5.573922944860279e-07,3.965072904237093e-07,5.283675659161422e-07,2.751384416032116e-06,6.648067645536549e-07,4.563031083903337e-07,6.913210402670396e-07
Animal feed ingredients and pet foods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Articles of concrete cement and plaster,3.983991477452228e-12,3.793215756495803e-12,0.000713134729023103,3.918764483803184e-12,6.454217461409383e-13,2.2039593087077e-12,5.746534982481278e-12,3.240061008167844e-10,1.2628338618304918e-13,6.8909543412440605e-12,7.591784775526007e-13,7.002761409297298e-14,8.521608645324323e-11,8.676778198717872e-13,7.055084883078145e-14,3.3909268726445144e-13,5.7889237960583544e-12,4.332698725336809e-13,1.0467534306940934e-08,1.566137705762271e-10,2.1159238239328106e-11,4.319770333419824e-12,3.0867865113584035e-14,1.2724894632002622e-11,4.290058025970468e-12,4.5438685621843095e-14,2.1237709719896167e-11,3.1019715754404548e-12,2.519806013343185e-11,3.2532773664681576e-12,2.2444430224819872e-09,9.067072311983486e-09,1.0304831645046275e-11,4.255080797688886e-12,5.246350349974144e-12,4.0235985996394595e-11,7.478199374195358e-11,2.0740931768765246e-12,7.591784775526007e-13,8.676778198717872e-13,5.782862337164426e-13,1.853732346093521e-10,4.258025378962191e-12,2.2307492258730063e-12,1.264508620042698e-11,4.3031755157256157e-07,1.1373980301875578e-06,3.029145022264997e-11,1.631499009101932e-12,3.962550324411362e-12,3.6384144248858415e-10,2.6477516270820706e-11,5.003385330473418e-12,3.702025146450028e-12,4.0285357604674505e-12,3.884528051474209e-12,2.7908200040546077e-13,1.7572738166892033e-13,4.3582638193302464e-14,4.147410599384256e-12,9.258387802879964e-12,7.002761409297298e-14,4.0235985996394595e-11,3.135430877388313e-12,3.6072213751299397e-12,3.4044116707092177e-12,2.9133462852649194e-12,0.0,2.2153301614299285e-12,1.2999670173974807e-13,3.124969494928402e-12,2.9413346185974193e-14,1.4940326217063175e-11,4.676879262400571e-12,3.33411475616498e-13,5.250543211412946e-11,1.018152965294549e-13,4.219357483503115e-12,2.1995811620154802e-12,6.0267981171714575e-12,4.676879262400571e-12,4.6553646446872014e-14,3.838317072835429e-09,8.010596190717538e-12,8.655291281313421e-12,1.9628299082155877e-11,2.3719657065486404e-10,1.4208974112458402e-11,5.487478960234227e-14,8.39952145458665e-12,7.242954781069892e-14,2.980597029847711e-11,4.0450522293915666e-12,1.1114610740305808e-10,5.329934558227561e-12,0.0,2.181522095086422e-11,4.46440305584665e-14,1.36727020197536e-11,1.7286235338996447e-13,4.228184264419285e-12,5.2464265756070665e-12,0.0,8.448075065873445e-13,3.3107025272303793e-12,1.1744755288189601e-12,5.199057697463529e-13,2.8011293775666e-12,1.4168774382227593e-13,1.8630813794041433e-11,1.384659680550263e-11,6.460829479440657e-12,1.4121005253990105e-13,2.3924543218716644e-11,1.498722818403061e-13,4.429612041723365e-12,1.729768236420752e-11,4.038865547512398e-12,3.863082729796704e-12,8.006511359570477e-12,4.61210100459875e-12,3.715326485763543e-12,1.6795816386152526e-11,3.7780737385462676e-12,5.951792783654126e-12,0.0,4.06573665643441e-12,1.0619120205481116e-09,2.920685562420479e-13,3.28108995689085e-13,2.559979819229662e-13,5.270911741381272e-12,3.1861427029412884e-13,1.0923077026414267e-13,9.243406938838008e-12,4.794465178432485e-12,3.8139097029063216e-11,1.668766533591608e-13,9.29137723929128e-12,4.682282380779075e-14,4.557629192401462e-12,1.687058914836742e-13,4.350854370095581e-12,3.978147981046689e-12,5.4658585670177434e-09,4.0804949939446625e-12,3.6539414653518935e-12,4.9914755041670135e-12,6.638330891051762e-11,4.277974318007337e-12,5.447251708381078e-08,1.764209179933883e-12,6.949096796024344e-09,3.0136092946937015e-11,7.590122842829939e-07,2.642752497059232e-11,3.201918011858581e-11,1.3711818233129544e-13,5.535577289419361e-14,5.049102904436129e-12,2.2234460842077238e-12,3.201918011858581e-11,5.505561621068091e-12,4.269777998948182e-12,2.004505625101188e-11,3.201918011858581e-11,1.2057686546986677e-10,4.5608921685217965e-12,5.00277068791377e-12,3.721530661743252e-12,2.2608376514928293e-14,4.2585178843548456e-12,2.4908072543574976e-10,4.643866354227471e-09,6.026798117171454e-12,2.945838538919328e-12,8.062985973086369e-14,4.773936355974939e-14,4.391743715075132e-12,5.491061096404385e-12,1.463143108876458e-11,4.3201798984311645e-12,1.3314558372549528e-11,1.6564547352624837e-12,0.0,2.226175066501122e-11,5.792314890488002e-12,1.6558597004118028e-11,2.2407097358704984e-11,3.809514109097741e-13,5.690887848848744e-12,3.7053352306613746e-13,2.2223166763317938e-13,7.89338490889939e-12,2.5211159677947642e-05,1.1641149766112907e-11,1.7318199385741887e-11,1.6022545648409602e-13,5.0996404844786115e-14,7.363662100369286e-11,2.9340142713002445e-12,8.609976250977979e-12,3.112763641995392e-12,2.5781696398722433e-11,1.5853721692401253e-12,7.456402212948318e-11,4.656389080486751e-12,1.5461975667316022e-12,1.3486565511319727e-11,4.606350938668774e-13,9.8100137183273e-11,1.3191546944085813e-11,1.2552639184802243e-11,7.678984209604142e-12,1.2299637158952785e-14,1.4932793292312316e-11,5.265752817203108e-12,5.37134682517024e-13,8.227552180350682e-12,6.452064702004276e-14,0.0,1.2319007404859809e-09,3.903633594616099e-12,1.858305253006195e-14,0.0,1.050108251540843e-11,9.731731365567594e-11,3.82275823348745e-12,4.493531518538956e-12,6.821967946173278e-12,4.279731803159345e-12,1.3486565511319727e-11,9.399635724056845e-12,7.677702520947294e-11,6.295896352356911e-10,9.685226949817903e-11
