,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,8.037475215535688e-05,0.00011433484278075433,0.0001162121143451831,7.677766257752145e-05,0.00014636762798149374,0.00011478263286624983,0.00011508022927690793,9.475854412440996e-05,0.00010150336300236162,0.00011328982472800322,0.0001122880645777989,0.00012292219491673526,7.983604466695834e-05,0.00010900437727281173,0.00013849712019236364,0.00010367498554127622,0.00011807218140743862,0.00011902471664785247,0.00012461225210157626,0.00011175499751839035,0.00011878580201269003,0.00011966739888841072,0.00010094489427724987,0.00011301053355962761,8.707621311590064e-05,0.00013247924568708235,0.00012647827140365423,9.582631971836348e-05,7.538559917893406e-05,9.971621433930025e-05,4.6564633064410244e-05,8.593603254980654e-05,0.00011384353323354545,0.00011883834331996262,0.0,0.00011522573031110407,0.00011628389766954845,9.428403641005689e-05,0.00010900437727281173,0.0001225536267151315,0.00010868045435564044,0.00012018768810961452,0.00011814089130089986,0.00011970219479603052,0.00020226384691978278,0.00011473435111689769,0.00011468050887258839,6.271615324119557e-05,0.00012078021081377278,0.00011358700394887329,9.973900206784886e-05,0.00010901208862191595,8.40216063700553e-05,0.00010903334739759982,7.659311213845637e-05,0.00010633410257108357,0.00012183985210857055,0.00011838557933663062,0.00011866667924837695,0.00010307147554424801,0.0001183768935367912,8.367880549356652e-05,0.00011810066774608168,2.977432589503254e-05,0.00010963882234214388,0.00011728340315179807,0.00011838557933663062,0.00011337089781188542,0.00011713273685436273,0.00011934991030968694,0.00011792651729439242,0.0001158341693978623,0.00011166083021521346,0.0001328184703041863,0.0001124532259942335,0.00011754405465799598,0.00011588109531725444,0.00011839183453253855,0.0001010907874156214,0.00011166083021521346,0.00010136321612421259,0.00011207085223227568,0.00011349033560425688,0.0001178956726938864,0.00011582599909143659,0.00011264632569651508,0.00011168555931255952,9.424537899521783e-05,8.627378615888237e-05,0.00011793389937171305,0.00010143093073242885,0.00011735654490549709,8.988516116044837e-05,0.00011849341008069823,0.0,9.825604689894189e-05,0.0010202432682199702,9.035647901127279e-05,0.00011259835504890474,0.00011788206567322603,0.00011866569360876743,0.00011540652108055205,0.00010485680504887611,0.000119731337693787,0.00010710366157338307,0.0001189746358602611,0.00010937752295113606,0.00010488961712625145,9.564318367827114e-05,0.00011263204799318301,0.0001129706840487391,0.0001084609473314751,0.00010466897150429783,0.00010946784186730998,0.0001186277885169561,0.00011490744169360758,7.598800047330718e-05,0.00011807574216479049,0.00011183667754916513,0.00011833580897237615,0.00011426818871627303,0.00011620584110712974,0.00011590201291079035,9.282902454440857e-05,0.0,0.00011830896897284018,0.00011597563486001495,0.00011965811295738959,0.00011832164957330294,0.00011798946868390969,0.00011410097018524853,7.954616557162632e-05,0.00011372515171944326,0.00012075495531256028,0.00011373736438033377,9.903956181894695e-05,8.038941802811767e-05,0.00019776727555316517,0.0001154431903991847,0.002250446345320822,0.00011884998153287558,0.0023629598387616547,0.00011630213149276574,0.00011811901763664351,0.00011511024161535336,0.00011447669945415003,7.349382572516496e-05,0.00011670714830403323,0.00011702608305481068,0.0001155575866306983,0.00011559854354826347,0.00012804454077118687,0.0001198692402272441,0.00011064634999865775,0.00011385665611319116,0.00010173914846220535,0.00011054441271512847,0.00011070660994006176,0.00011191950183526503,0.00011886446978118976,0.00010912267993101698,0.00011064634999865775,0.00011625946984639119,0.00011899131640791536,0.00010812908647038837,0.00010952195991021949,0.00010307227467560854,0.00011664406201481976,0.00011240202042023644,0.00011755154775818268,0.00012063040281865792,0.00011555097616006054,0.0001156336601262764,8.299951848507219e-05,0.0001010907874156214,0.00012122579934048205,0.0001110392198738285,0.00024122213247580244,0.00012515785540307152,0.0005692967567149751,0.00011363726002772893,0.00011158051805251184,0.00012440119222964087,0.00011540652108055205,0.0,0.0001138407163622476,8.439576495296346e-05,0.00011640763826533057,0.00010258844620851624,0.00011758621131239019,0.00011626308303483822,0.00012221062162228092,0.0013476152030895993,0.00011584429363714125,0.00011645697399901088,0.009612264926303075,0.00012294283404165276,0.00021768580618407345,0.00011945718851566066,0.00011680411844593564,7.457083190428924e-05,0.0001125057632444196,9.871319273344964e-05,7.256882255289026e-05,9.473442883937503e-05,0.0001193532652208553,0.0001162010329721304,0.00011351419389465144,0.00011279798066160965,8.043979849892751e-05,0.00011858628293911114,0.00011792066026727347,8.843317421640733e-05,0.0001219026976158978,6.959605149874378e-05,0.00011684920969686817,0.00011742923865724538,0.00010019699314214387,0.00011472895133855064,8.048406926373358e-05,0.00011070660994006179,8.238871203375016e-05,7.224018911061711e-05,6.368504095742002e-05,0.0001107066099400618,9.596686678346209e-05,8.497236727078e-05,7.419563622070633e-05,0.00011866386506166116,0.00011700386273092833,0.00012533509403467303,0.00011279798066160965,0.00011901920415540851,0.00011650581869189195,0.00011587932650100925,0.00011573527695289382
Agricultural and forestry machinery,1.4189345892156384e-05,4.2092514363010005e-05,4.285283152135137e-05,8.46946300801901e-06,0.0010113157331004328,3.547401195525876e-05,5.570705092528256e-05,2.6546439901996136e-05,4.5716773142444686e-05,3.864978899776803e-05,4.5719122992938805e-05,6.068198814561581e-05,1.6586142680666344e-05,4.5721440977636587e-05,0.0001235236879642293,5.5377505909102786e-05,3.624127024612518e-05,3.956570031911097e-05,3.479622220994038e-05,5.139356330975779e-05,3.0929483233599025e-05,3.478525002481659e-05,6.219631196321153e-05,4.313208329972695e-05,1.0760998074505682e-05,5.607657272435944e-05,4.5984696372374016e-05,1.729573806862601e-05,8.834156262837299e-06,2.4249414905799778e-05,2.356191787803371e-05,1.4536119901144473e-05,3.701868531325491e-05,3.9047006586717067e-05,0.0,3.8096861455092254e-05,5.300303765828242e-05,2.090592867895025e-05,4.572144097763658e-05,0.00015692651472962892,3.6778680656364624e-05,3.09363373266078e-05,4.1168264268851807e-05,3.998393111791341e-05,3.531815714218873e-05,3.839806202701348e-05,4.228802720875096e-05,2.2589230353240338e-05,4.439242971302919e-05,3.067882403438122e-05,2.7651769278216154e-05,3.682685865987688e-05,2.639101681003198e-05,4.572144097763658e-05,1.5823027037558445e-05,3.483246022842134e-05,4.963872778907011e-05,4.887243471821706e-05,4.506705671878043e-05,1.9527253189814395e-05,4.833898613144667e-05,2.3796231291040764e-05,5.0288283112268916e-05,3.100946878776611e-05,0.0010525571961111531,5.2493867027992866e-05,0.0,2.7910676459117568e-05,3.6647771937731804e-05,4.617685964852499e-05,2.5654054501072108e-05,3.866837981348532e-05,4.820481672485874e-05,6.068198814561581e-05,3.831899931445928e-05,4.8733434806125155e-05,2.420249037690936e-05,3.769226411183018e-05,4.293259203856991e-05,5.016458158512673e-05,5.896278033940392e-05,3.149280746351138e-05,2.9783070715237146e-05,3.578707816598637e-05,3.5338366049650816e-05,3.2857252042325217e-05,0.00010539057861947923,4.847630815682311e-05,2.1576711617444067e-05,5.4146255826113867e-05,2.5335051923080063e-05,3.6670931146931464e-05,2.7677678624857815e-05,3.1014124238666174e-05,0.0,2.452257505032533e-05,0.003077467745425976,2.0865675299431708e-05,8.036398830504845e-05,3.6882459877860114e-05,3.642405803521075e-05,8.46946300801901e-06,5.045335478492509e-05,3.7874847868686376e-05,5.76628776455813e-05,4.6083044112232495e-05,3.71042660782469e-05,4.469934335189835e-05,2.3103145695771388e-05,5.8577709333373416e-05,4.504077668086644e-05,3.5049230843048476e-05,4.21366083464208e-05,3.910911841416631e-05,3.683650540913203e-05,4.237253889750502e-05,1.1286452998838875e-05,4.301712480422832e-05,4.783666204441347e-05,3.740548215269092e-05,4.4014863867548976e-05,4.352072684250787e-05,7.465682923658069e-05,1.6216929893264927e-05,0.0,3.769236154860389e-05,4.042045830675734e-05,4.88971445330942e-05,5.058074738334549e-05,5.432660033684413e-05,2.220494289555159e-05,3.987316983816019e-05,6.119044704131576e-05,3.6892131938936866e-05,3.684110613243927e-05,1.3362293046098211e-05,1.9298738629590397e-05,0.0028437452642371434,3.8045934718639253e-05,4.960961737351871e-05,3.535288620760084e-05,0.017678077537570905,3.577363233716441e-05,4.256154430987455e-05,3.720255254440738e-05,4.529641454192843e-05,8.46946300801901e-06,4.602512252990322e-05,3.727598031108259e-05,3.777339927219427e-05,3.775820069484799e-05,4.901540865567027e-05,4.968183843195676e-05,4.5433016057143256e-05,3.6478471000790784e-05,2.5472941816671007e-05,3.966786729259162e-05,5.157225229990604e-05,4.041868553195706e-05,3.5408943857526456e-05,4.55764421493332e-05,4.394409664174984e-05,4.842687122638692e-05,3.9749169904484005e-05,2.255322605085072e-05,2.421512566360612e-05,3.204884389352393e-05,3.8429980753535175e-05,2.6119121246208716e-05,3.893934279822617e-05,3.177682931048014e-05,3.09363373266078e-05,3.245641846226827e-05,2.3987772342660617e-05,4.293259203856989e-05,4.4899596027584504e-05,3.947861367655621e-05,6.240988520353824e-05,4.564595800739707e-05,3.852075660559605e-05,4.423491952688584e-05,6.647961935493824e-05,4.4487806088570096e-05,3.0030459173840425e-05,0.0,4.853779693351437e-05,4.023453504765102e-05,3.8698508090224734e-05,2.0995007501973545e-05,5.277198732837517e-05,4.610440237502192e-05,5.780504992754536e-05,0.0006490104744101549,1.4813706253521535e-05,0.00010173877263887502,3.6362642734347314e-05,0.0001341095476186117,0.0004812967793986547,3.693598523382081e-05,3.870594123563125e-05,9.556834796234971e-06,4.15400020129934e-05,4.7539864346302804e-05,2.1857633011248526e-05,5.279274464136672e-05,4.8971098312309996e-05,3.730073282466452e-05,4.548768633357038e-05,3.956570031911096e-05,4.7887947115878134e-05,3.814582052407566e-05,3.747885566836566e-05,2.1281103479777595e-05,4.833624562810055e-05,8.014318183570343e-05,3.9030237693101344e-05,4.2547806488710474e-05,5.5858818606182073e-05,4.303184538527587e-05,3.146192584774253e-05,2.1070790753480172e-05,2.5859996761509144e-05,8.46946300801901e-06,4.000229684685392e-05,0.0,1.2763021502528344e-05,2.8869477578132525e-05,1.3913395191755956e-05,3.6596816499817254e-05,4.247162699493647e-05,5.271499450475489e-05,3.644589437521743e-05,5.273114973530143e-05,3.8398149572351745e-05,3.659520465667129e-05,4.4879378389739296e-05
Aircraft and spacecraft,1.826367516951247e-06,2.242839034326807e-06,2.688690774774838e-06,1.9237288771140665e-06,9.51915709745554e-06,2.136571204377127e-06,5.0827199697022525e-06,1.8150754196528384e-06,1.975185927920958e-06,2.562543508403683e-06,5.725586146143795e-06,9.720708074920508e-06,1.857876145340071e-06,1.238397838546526e-06,3.023494655339329e-06,3.2711273088189007e-06,3.398927085222069e-05,2.301975219349774e-06,9.285255458767045e-06,2.964396937185701e-06,3.0292143426815398e-05,2.5884536877100462e-06,0.0006223831795415288,0.0002554100282510315,2.3382601510234367e-06,2.0811411906142903e-06,2.912325170828323e-06,1.713373360130775e-06,1.5363338159605288e-06,2.1847926621312648e-06,2.085743214690065e-06,2.4496100155671777e-06,2.4702254495973373e-06,2.089254476683253e-06,0.0,2.2678577722563025e-06,3.690911529314211e-06,1.92807162013489e-06,1.6707056834920018e-06,2.5272991227016744e-06,2.2577595391555712e-06,2.942672296732313e-06,2.3475150131665014e-06,2.6370726493264163e-06,2.779044027225611e-06,1.9827045789408477e-06,2.315214164797567e-06,3.5157488294006445e-06,2.1330034732937654e-06,2.103811923562069e-06,1.8301053941931486e-06,1.9755144177982774e-06,2.656274090305884e-06,1.2383978385465256e-06,1.749516246088861e-06,2.232627771637051e-06,1.0023003181374672e-05,9.646598675550361e-06,1.6216620186692949e-06,2.642565639399659e-06,2.5734945618634087e-06,1.6966552774447142e-06,2.6488693408137597e-06,1.5444844486118338e-06,2.758112806178099e-06,3.6796863680676887e-06,0.0,1.3435681943115643e-06,2.0755611627624855e-06,2.3146860391516053e-06,2.470699410025376e-06,2.0411657379077993e-06,2.6414315738566797e-06,2.0811411906142903e-06,1.8035608811802442e-06,9.548855378078832e-06,2.6811211763707126e-06,2.1289162642964325e-06,3.18224752827052e-06,2.648623429437362e-06,3.713048275828276e-05,2.345967842152871e-06,1.9864203243769434e-06,2.572460514359827e-06,2.6495104700560036e-06,3.0007020341564282e-06,4.983648516515719e-06,2.9338387748631706e-06,1.927728012372333e-06,2.2264333579791715e-06,2.2549196503359093e-06,2.7219410321085125e-06,1.5178442098450003e-06,3.041000004628939e-06,0.0,2.1565294502373e-06,3.205818156811461e-05,1.6922605735250428e-06,1.0582398764845088e-05,2.2696049251254606e-06,2.7115400265776624e-06,1.9794700642957306e-06,2.4124700679707977e-06,5.344625928844141e-06,1.7851683626067158e-06,1.95050598121128e-06,2.810822973889581e-06,8.173296304468664e-07,1.4927814051645926e-06,1.8035608811802438e-06,1.908489657590472e-06,3.5693211642159705e-06,1.98684878525767e-06,3.879466813358215e-06,2.2495634926329485e-06,1.402706112921879e-06,1.460072299320985e-06,1.6160570603853625e-06,2.797398298341069e-06,2.985727837080016e-06,2.6602364080245126e-06,2.694778206022447e-06,3.566883948410043e-06,1.6557988503443267e-06,0.0,3.184375906857884e-06,1.8005280690347718e-06,2.7020517036442263e-06,2.6948012298819363e-06,2.0695098242280686e-06,2.3487368862092724e-06,1.2451000997206984e-06,3.306950625969289e-06,2.057409541643389e-06,2.188914214938898e-06,1.6574479142996141e-06,2.401823826108751e-06,0.00046325109772057715,4.824083946350384e-06,5.42914333344781e-06,2.1486421539629502e-06,0.0068956577843463885,2.090418189987399e-06,0.0,2.731566611879923e-06,1.573048473204795e-06,2.5298384606212805e-06,3.5819316697406845e-06,1.7410801434629374e-06,2.5671481956677495e-06,2.2261033010587677e-06,2.100408225870802e-06,2.01841919216705e-06,0.0,3.0892346445731087e-06,2.769756553985235e-06,1.384183309663054e-06,3.1844677307526775e-06,1.9034319790100114e-06,2.280909932416067e-06,1.2383978385465263e-06,4.079086467837135e-06,4.2096693967599335e-06,2.2704064905437443e-06,4.40039065671575e-06,2.081141190614288e-06,5.579563211000709e-06,4.101586559099799e-06,1.4265115239915177e-06,2.1086004237641516e-06,2.683263804749354e-06,3.1736953303516762e-06,3.0007020341564282e-06,1.5812974751707644e-06,3.1822475282705227e-06,1.3997956142058677e-06,2.197300702451047e-06,2.4345449427858524e-05,3.1736953303516762e-06,2.4862497299469103e-06,2.3059756952921985e-06,5.98700776302188e-06,3.551272713923462e-06,1.9794700642957306e-06,0.0,1.921928469148914e-06,1.4977643258365958e-06,2.402428855632464e-06,2.126622206079653e-06,2.04868055409715e-06,4.4680813968433826e-06,1.9540570539218594e-06,1.024596023303006e-05,2.9721665857070187e-06,2.4420714609201697e-06,2.7032042576609626e-06,2.6676903430943062e-06,2.850049060913334e-06,2.3098299283095825e-06,2.1005879883602553e-06,1.9079044521436018e-06,2.2963282100961115e-06,4.278083117765665e-06,2.0038103486900363e-06,4.2756530836281695e-06,2.821934150219306e-06,2.013664573857036e-06,3.213614741793929e-06,3.44768020135396e-06,3.0605077563964008e-06,1.8801141320287701e-06,2.35391922169457e-06,1.5090022638857194e-06,2.126137338417378e-06,2.5675726769931137e-06,1.9084896575904714e-06,1.9349041347583396e-06,2.260594900912665e-06,3.1260360960833644e-06,9.855884093015816e-06,2.8621793908629477e-06,2.8123434035432384e-06,1.384183309663054e-06,3.2340682748791274e-06,2.6486234294373618e-06,1.5188542878494259e-06,2.0969311167423155e-06,3.441878430575714e-06,2.2656046315522065e-06,1.350293858199159e-06,1.44223701074217e-06,2.4899331523358728e-06,4.719697217097053e-06,1.958637228089086e-06,5.573136433328291e-06,3.2860084981788134e-06
Animal feed ingredients and pet foods,0.0,1.0000000000028317,1.0000000000028326,0.0,1.00000000000282,0.0,1.0000000000028324,1.0000000000028324,1.0000000000028324,0.0,0.0,0.0,1.0000000000028328,1.0000000000028324,1.000000000002832,1.0000000000028317,1.0000000000028324,1.000000000002832,1.0000000000028322,0.0,1.0000000000028328,1.0000000000028322,1.0000000000028288,1.0000000000028326,1.0000000000028322,0.0,1.0000000000028317,1.0000000000028324,0.0,1.0000000000028324,1.0000000000028322,1.000000000002832,1.0000000000028324,1.0000000000028328,0.0,1.000000000002832,0.0,1.0000000000028315,0.0,1.0000000000028324,1.0000000000028328,1.000000000002833,1.0000000000028324,1.0000000000028322,1.0000000000028322,1.0000000000028324,1.0000000000028322,1.0000000000028335,1.0000000000028328,1.0000000000028315,1.0000000000028326,1.0000000000028328,0.0,0.0,0.0,1.0000000000028326,1.0000000000028317,1.0000000000028326,1.0000000000028324,1.0000000000028322,1.000000000002832,1.0000000000028322,1.000000000002832,1.0000000000028315,1.0000000000028322,1.0000000000028322,0.0,1.000000000002833,1.0000000000028322,1.000000000002832,1.0000000000028317,1.0000000000028328,0.0,1.0000000000028324,0.0,1.0000000000028322,1.0000000000028322,1.0000000000028322,0.0,1.0000000000028324,1.000000000002832,1.0000000000028326,0.0,1.0000000000028324,1.000000000002832,1.0000000000028324,1.0000000000028324,1.0000000000028288,1.0000000000028324,0.0,1.000000000002832,0.0,1.0000000000028322,1.0000000000028326,0.0,1.0000000000028324,1.0000000000028189,1.0000000000028324,1.000000000002832,1.0000000000028326,1.0000000000028328,0.0,1.0000000000028326,1.0000000000028324,1.0000000000028317,1.0000000000028333,1.0000000000028322,1.000000000002832,1.0000000000028326,1.0000000000028324,1.0000000000028322,1.0000000000028324,1.0000000000028322,1.0000000000028324,1.0000000000028328,0.0,1.000000000002832,1.0000000000028326,1.000000000002832,1.0000000000028326,1.0000000000028315,1.0000000000028322,1.0000000000028322,1.000000000002833,0.0,1.000000000002833,1.0000000000028328,1.0000000000028315,1.0000000000028324,1.0000000000028317,1.000000000002833,1.0000000000028317,1.000000000002832,1.0000000000028324,1.0000000000028326,1.0000000000028324,0.0,1.0000000000028286,1.0000000000028315,1.0000000000028322,1.0000000000028326,1.0000000000028253,1.0000000000028335,0.0,1.0000000000028328,1.000000000002833,0.0,1.0000000000028326,1.0000000000028324,1.000000000002833,1.0000000000028322,1.0000000000028328,1.0000000000028324,0.0,1.0000000000028315,1.0000000000028322,1.0000000000028317,1.0000000000028313,1.0000000000028328,1.000000000002832,0.0,1.0000000000028317,1.0000000000028326,1.0000000000028326,1.0000000000028315,0.0,1.000000000002832,1.0000000000028324,0.0,1.0000000000028322,1.000000000002832,1.0000000000028326,1.0000000000028322,1.0000000000028322,1.0000000000028324,1.0000000000028326,1.0000000000028317,1.0000000000028306,1.0000000000028326,1.0000000000028324,1.000000000002832,1.000000000002832,1.0000000000028326,1.000000000002832,0.0,0.0,0.0,1.0000000000028324,1.0000000000028322,0.0,1.0000000000028324,0.0,1.0000000000028306,1.0000000000028328,1.0000000000028324,1.0000000000028322,1.0000000000028317,1.0000000000028255,1.0000000000028315,1.0000000000028324,0.0,1.0000000000028326,1.000000000002832,0.0,1.0000000000028324,1.0000000000028322,1.0000000000028328,1.0000000000028328,0.0,1.0000000000028328,1.0000000000028328,1.0000000000028324,1.0000000000028324,1.0000000000028324,1.0000000000028328,0.0,1.000000000002832,1.0000000000028326,1.0000000000028328,1.000000000002832,0.0,1.000000000002833,1.0000000000028322,1.0000000000028326,0.0,1.0000000000028326,1.0000000000028324,0.0,1.0000000000028326,1.0000000000028335,0.0,1.0000000000028324,1.000000000002832,1.0000000000028328,1.0000000000028326,1.0000000000028324
Articles of concrete cement and plaster,8.296355734746642e-06,0.0008611849910719291,1.8799748205123645e-05,1.6382491324575123e-06,0.04723567383909397,3.0166749727799082e-06,7.650181421564649e-05,3.5192661585214385e-05,1.5341522925980327e-05,4.9147339434358444e-05,1.3783282742168903e-06,1.133963064239781e-05,9.041663006898271e-06,4.9504978521835194e-05,0.0012538111908609445,4.3015528917320736e-05,4.980424764577526e-05,1.686526013272054e-05,6.016459052185862e-05,1.904577338871946e-05,3.782151843474812e-05,4.5326958512923844e-05,0.0005496281829371036,0.00015675095040429516,3.7122834086767086e-06,1.6769808786543768e-05,0.0003432062979853602,6.715005425623831e-06,2.8872918536667702e-06,4.594967931178526e-05,9.319706376130436e-05,6.052145342409647e-06,4.330154274058575e-05,7.569346599873015e-05,4.3912936879078705e-06,0.00013875098122776417,2.9761954251047926e-05,1.3783282742168903e-06,4.9504978521835173e-05,0.001155010707515743,3.323781905027352e-05,4.2030783867403884e-05,2.4254383484785463e-05,3.208898267487036e-05,0.00016506734625898023,3.996643254490631e-05,6.884747866335437e-05,9.248578786349984e-07,4.397439677918128e-05,7.235931029505107e-06,4.88200345501472e-06,1.2111741605428051e-05,1.0460888437139071e-05,4.382727370831642e-05,4.767284355091192e-06,1.6033689095275498e-05,1.82764231342631e-05,4.693938249445417e-05,4.5837224818597314e-05,6.679259090871932e-06,1.133963064239781e-05,4.3912936879078705e-06,2.3508584899536403e-05,1.546132355350511e-06,0.000171482689686683,0.0001489465857558232,0.0,2.9015500642406645e-06,8.537368529981003e-05,3.4193022274035605e-05,5.920517254856779e-06,5.621667131448609e-05,8.395666960655778e-05,1.800511778693209e-05,8.028534721509036e-05,2.2889235938004005e-05,3.831620881057801e-05,3.2195612976901496e-05,3.2836160330100096e-05,8.395666960655778e-05,7.234104663195515e-06,0.0002537153474927218,1.5574258904554724e-05,3.9041903283293894e-05,3.7047200251458596e-05,4.1232719303240685e-06,0.00920065579778757,0.000135676925472544,1.751741876365312e-05,1.1556112107703479e-05,5.746585527159415e-06,5.104280165497134e-05,2.0301533081544898e-05,4.3435136305617746e-05,0.0,6.42394988748812e-06,0.04732702039487882,1.1126725692189844e-05,0.0005629389976661557,4.35034729577618e-05,7.56972427358238e-05,0.0,6.4305061074965366e-06,0.003144646071525732,1.2967498304546134e-05,5.1330537856242344e-05,3.9511680038021705e-05,3.902933532986514e-05,1.055325015308524e-05,0.00011322926610351552,5.689131091599318e-05,1.537497372547998e-05,9.524925519279015e-05,1.5698333208276086e-05,4.441064195362309e-05,5.786369909631924e-05,3.0507618046494295e-06,5.109403032581121e-05,0.00010907869307035438,4.606419088273865e-05,0.0004229273374877748,0.00011217354324558282,4.5593980567069296e-05,8.953056980221364e-06,0.0,5.805580103912822e-05,0.00014324079076592734,2.0923516076424375e-05,2.179737841428688e-05,2.808364085151366e-05,4.328192471449769e-05,4.440857410164667e-07,3.991227890677883e-05,7.488000338979196e-05,4.7677519301178025e-05,1.1457131018477337e-07,3.27037676116788e-05,0.06470717983390444,0.0002725713562751622,0.0003524913094703104,4.59820126267886e-05,0.3440777106555172,0.0001209345209522991,5.087811038413513e-05,4.779437354045507e-05,3.545050294277567e-05,2.1120194948567154e-05,5.6439791752293894e-05,0.00012351234756505697,5.512558645576329e-05,0.0001391531335877789,2.874582409382248e-05,2.3920057021933045e-05,6.883684666619663e-05,0.0008547294395696226,5.454540884720471e-06,7.008063088712593e-05,1.788369647910317e-05,8.277284790994886e-05,6.769970660113216e-05,5.015158744941023e-05,7.008063088712593e-05,7.240509978144486e-05,4.9802648905280965e-05,1.447175579356208e-05,7.008063088712593e-05,2.5861855013395857e-05,4.858875375841127e-05,4.650954464430676e-05,4.916417072870748e-05,1.4860650575698184e-05,4.367654229376593e-05,1.6272842330577564e-06,6.342561432388302e-05,3.283616033010009e-05,3.532368868345331e-05,1.884573875902323e-06,0.0003026224542126216,0.0004888646291389419,0.03106444860914855,0.00013726398912296956,6.890740867232136e-05,7.085311854132595e-05,1.9206969639793695e-05,0.0,9.456328247388748e-05,4.5472393559922554e-05,0.00010290397937946823,7.444697353904798e-06,0.0003898705537103424,6.21657271994283e-05,1.6758460183188435e-05,0.2128067465435746,0.00010695253484976676,1.2728475737534835e-05,2.568449518225022e-05,4.867779074282989e-05,0.007228564601081681,4.1289941635651625e-05,0.00013909648566737772,8.178771443828908e-06,6.467815440786733e-05,0.00012062152000252817,3.4225895468461504e-06,2.7371252587705894e-05,4.397719879029537e-05,4.64627659721089e-05,0.00016093222931387564,5.500738216696743e-05,5.7320112330365746e-05,4.1480898671063254e-05,5.441587891064461e-05,3.0150066145275734e-05,3.0279349466198617e-05,7.062771806296733e-07,5.6206667737140487e-05,4.889877457445723e-05,3.761125936481062e-06,0.00012258361366657104,4.001292027880619e-05,0.0,3.823536783321455e-05,1.6290803287306246e-06,9.538154834727581e-07,0.0,6.568138408357853e-06,2.855373119247922e-05,3.4543011450384713e-06,4.5652152511925285e-05,4.969949914971125e-05,2.7001297196608497e-05,5.500738216696743e-05,9.220944172138859e-05,0.00014356641277548727,0.00010924139762715312,0.00013986400102906633
