,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,5.363343578309584e-09,8.00282521847163e-09,1.6922314486710907e-08,5.2415159864911996e-09,7.3980495183693375e-09,7.784035199433093e-09,7.68179251151755e-09,6.291018230552745e-09,9.681814198938136e-09,8.034350466241173e-09,9.115879836158598e-09,8.229091328460052e-09,5.3640495993847035e-09,7.284925684121479e-09,1.0936405922589209e-08,9.052550087734313e-09,7.816451211223592e-09,1.6104820413181347e-07,7.475938993496899e-09,1.6491034783841533e-08,7.864254349055946e-09,6.0274907892056934e-09,7.587279660547027e-09,5.8278033747170785e-09,8.163436566517216e-09,9.987038537358872e-09,9.221952568786256e-09,6.369545953707165e-09,5.2959964350650485e-09,6.767311608226528e-09,3.0749463645470817e-09,5.729004245314567e-09,7.855691702805627e-09,8.010936529095981e-09,0.0,2.4964380550743644e-08,2.990587856047514e-07,6.46079916369857e-09,7.284925684121477e-09,7.604593310776809e-09,7.944026128945295e-09,7.833609380961868e-09,2.7302736677380816e-08,1.2694681845246918e-08,1.1767096280411874e-05,5.1494967154563884e-08,7.612406222313186e-09,4.18814491526335e-09,5.627606378264437e-08,7.489659411099154e-09,6.732409342674509e-09,7.129405563040747e-09,5.689390401035353e-09,7.288299363251156e-09,5.163244500026056e-09,7.145408323370269e-09,7.812071166237955e-09,7.736571524573927e-09,8.222633920060527e-09,6.885727688075745e-09,7.790938055382383e-09,5.593642148117561e-09,7.884761996549778e-09,2.0084826315368776e-09,7.298968212210886e-09,7.9815031136455e-09,7.736571524573927e-09,7.58587145249019e-09,7.82589855941782e-09,7.248949947732281e-07,7.770534259276384e-09,8.080280461527926e-09,7.705134603493245e-09,1.00311074442549e-08,7.535546838654607e-09,7.804872765087168e-09,7.761732923572657e-09,1.1991984332605773e-08,6.870673255910588e-09,7.705134603493245e-09,7.950677751339535e-09,1.0649391569614334e-07,7.628312202511885e-09,9.367916564312732e-09,8.482836096147426e-09,7.696536421894393e-09,9.09077946085388e-09,6.42566228960865e-09,8.467601110581192e-09,7.7696927421466e-09,6.771924671573113e-09,7.85132967834273e-09,5.550500983661328e-09,7.852960656605321e-09,0.0,6.574709757847321e-09,8.202118351435516e-09,6.028875289900761e-09,7.426714184367869e-09,1.06628314365117e-08,8.037481909398217e-09,8.382602795308533e-09,7.04307498154467e-09,2.3300342344237694e-08,9.46964445259031e-09,7.876252149834581e-09,7.657479536886779e-09,6.66996462837207e-09,6.332474634175736e-09,7.547830910192413e-09,7.560974418769932e-09,7.134778559137595e-09,0.00011697029641352934,7.923892723974443e-09,7.80405043294645e-09,7.581203771933536e-09,5.103988823592101e-09,7.754955046157849e-09,7.542844911747781e-09,7.79621410998402e-09,7.635979622906835e-09,7.643411534410277e-09,7.48406718035103e-09,6.369515781123749e-09,0.0,8.166447348401124e-09,3.2449768873199934e-08,8.289804054174391e-09,7.87112803748473e-09,7.772082518586884e-09,7.51585885153433e-09,5.269435214754864e-09,9.17282769124071e-09,6.826820055777354e-08,3.9258752681551916e-07,6.675658479174824e-09,5.4130146075711195e-09,9.270892732336141e-09,2.0037107239181564e-08,1.690069625641949e-08,7.919589016894226e-09,7.959830351090247e-09,7.642540370499257e-09,7.765109618426433e-09,2.251108909920889e-07,7.780455674929164e-09,4.9494295759460616e-09,4.865894513850594e-07,7.298092782415258e-06,7.905928919796335e-09,3.023243271086402e-08,8.46216308320915e-09,3.780887190877613e-08,7.47306760145137e-09,2.718980631449745e-06,6.7817021623329165e-09,7.46138733681073e-09,7.424956237908605e-09,7.391645821587901e-09,7.95669811269662e-09,7.32333762398219e-09,7.47306760145137e-09,9.798356086766959e-09,7.818347622406056e-09,7.1449801843793715e-09,7.395897323201824e-09,6.855508002580429e-09,8.029406883474896e-09,7.514023635484901e-09,8.717864578912591e-09,7.513155546643948e-09,7.694471695174381e-09,7.652329823695143e-09,5.555258311044326e-09,6.8706732559105885e-09,8.168440810412178e-09,7.416667275406219e-09,7.91337157573544e-09,7.857186201339323e-09,1.0662364583081929e-05,7.626489816797178e-09,5.993220014070889e-07,9.154408011925488e-09,8.382602795308533e-09,0.0,1.864511787039743e-08,5.917602326683126e-09,9.366894542965594e-09,6.542770145099314e-09,7.760618090114027e-09,2.603479424661102e-07,8.971947565586546e-09,7.96650640272694e-09,7.791993301219587e-05,2.4254629288023216e-08,6.368503749256391e-09,8.395149293450623e-09,1.3700342294218433e-08,7.628419373352377e-09,2.6640291935707482e-08,5.014650917496768e-09,1.629678085660944e-07,6.588679651519028e-09,4.881783882747209e-09,6.399934062850458e-09,1.093022208980931e-08,7.870134495918203e-09,8.895455926362242e-09,7.798726424633847e-09,5.368781897571577e-09,8.881046393696586e-09,7.931926361661859e-09,5.91436462695832e-09,7.442640990705895e-09,4.613590528180066e-09,7.84209594280441e-09,7.77824730689213e-09,1.4303646526483927e-05,0.0014669577955643681,2.35608050948196e-08,7.4249562379086084e-09,5.5616556614640275e-09,4.858915458645408e-09,5.155298184882267e-09,7.4249562379086084e-09,2.1520131857541866e-07,5.81826349265779e-09,4.979011000941877e-09,7.839179277530526e-09,8.113977414722993e-09,9.168612609007543e-09,7.798726424633847e-09,8.019136546663584e-09,3.202020855142378e-08,2.9112370084602224e-06,8.230900329016647e-07
Agricultural and forestry machinery,1.2307428944910989e-11,5.659654298068476e-11,7.161696635199647e-10,7.411837598490287e-12,3.174412698342773e-11,2.2760888640549314e-11,3.444701337554921e-11,2.6708738440655578e-11,6.556307037500314e-11,4.519245566246207e-11,1.6064882784988906e-11,3.062994473117238e-11,1.4363202815729204e-11,1.595469749958859e-11,3.065465420860844e-11,9.217103834697579e-11,5.0586832874694135e-11,2.721640262711152e-10,4.539078065558254e-11,2.8904314166186767e-11,7.052806502767307e-11,4.818789938565057e-11,3.3713595717258384e-11,9.077696574085093e-12,7.954188935148558e-11,3.306306922135821e-11,9.351922416720656e-11,1.7724188375883832e-11,7.728257535294846e-12,2.4639960809901925e-11,2.5108353132518218e-11,1.4747610112914927e-11,4.41903262716043e-11,1.1837581561891008e-10,0.0,2.9214790866589815e-10,3.502713866286778e-11,1.9296481520930625e-11,1.595469749958859e-11,4.469759841746796e-11,2.8012226697387025e-11,2.7023004106732487e-11,4.3715628921232627e-11,3.786962351498151e-11,3.3335794603339743e-06,5.750552382547247e-11,3.230709722619235e-11,2.1754017437491013e-11,1.6419251656377012e-09,2.39235796942805e-11,2.2032942253555453e-11,2.673026075038284e-11,2.2937968680637176e-11,1.595469749958859e-11,1.485903186030311e-11,2.709433252079461e-11,5.0092018948828165e-11,3.2506826991258585e-11,6.750962054140105e-11,1.7420361460345257e-11,6.001749716764834e-11,2.2929862096733887e-11,5.3645273337333775e-11,3.1484548082009826e-11,7.877957352491946e-11,5.050205918768175e-11,0.0,2.0486513494003266e-11,5.209054706839767e-11,1.4009074218572568e-10,3.95499851438623e-11,7.78543366782063e-11,4.045446456528267e-11,3.062994473117238e-11,4.076273876409133e-11,5.4344650940266955e-11,2.235238527507116e-11,5.1102833713351517e-11,3.071436637215837e-11,4.384735930104398e-11,5.1847017936768664e-11,3.715402404269727e-11,2.2456654312316345e-11,4.183892096154829e-11,4.254219639544199e-11,2.736211592287966e-11,3.135995399290394e-11,2.942043330390725e-11,2.2090223412796343e-11,5.585078582590591e-11,2.827752416371851e-11,3.4851029267851403e-11,3.006428461189184e-11,2.8361816512788414e-11,0.0,2.706064670769504e-11,5.1451016418401705e-11,2.8996218848499384e-11,6.766925093696314e-11,3.848984522696233e-11,1.3757819428682202e-10,7.411837598490287e-12,4.6508872869702864e-11,3.2831629987523604e-11,1.5723975746098804e-10,1.0577827420728776e-10,2.8443102887453213e-11,1.2972879968801156e-11,1.8603378900690813e-11,5.725669364237965e-11,3.767209612597907e-11,4.836363472900546e-11,7.649178523437023e-11,4.654023776505767e-11,4.807875418471456e-11,3.395589403401077e-11,9.869671174105755e-12,3.4346656920821023e-11,3.6491829934120555e-11,4.006957951390902e-11,3.298312623830833e-11,4.56109808743105e-11,4.7331629164236823e-11,1.064049666257071e-11,0.0,7.732469535152162e-11,2.7483149906694237e-10,8.58720841111967e-11,4.708228511905913e-11,8.24038925772176e-11,1.8028129828109385e-11,3.031796860374637e-11,6.818684366393199e-11,5.38051275798373e-11,5.269454020368152e-11,1.877493539555809e-11,1.6883862912126553e-11,8.299000161523655e-11,7.45516246314681e-11,4.192959108637523e-11,4.703238848786061e-11,8.115386309979951e-11,4.008129129050357e-11,3.5177286676259105e-11,3.38110528148588e-10,5.3150161782886565e-11,7.411837598490287e-12,4.5663209271440816e-11,1.420419446773553e-10,5.897525115969428e-11,2.6646109693612406e-10,3.803891156584194e-11,3.162820757136722e-11,1.873343956326622e-11,5.028012431911167e-11,2.347749140116903e-11,2.5265371984851422e-11,4.553882476010292e-11,5.448105481635809e-11,9.288834608670787e-11,1.7044980830271983e-11,3.307798025657028e-11,4.249065458268829e-11,5.0022640565040554e-11,2.1746832984880964e-11,2.5363763633323318e-11,2.940533695625899e-11,4.0437942799522736e-11,2.2934460289717833e-11,3.0537803743944623e-11,7.402887235589852e-10,2.7023004106732487e-11,2.5785178145283247e-11,2.8423814341081142e-11,3.071436637215836e-11,2.7217918761311817e-11,3.1578734195241406e-11,6.090756046273291e-11,6.190951077400004e-11,0.0009280231035535375,3.3348509139742974e-11,5.949000640476491e-10,3.601929403676504e-11,2.680669408547796e-11,0.0,8.811977512521521e-11,3.740277765905323e-11,6.331197333729743e-11,2.4349262706985918e-11,3.2161726156534906e-11,3.887268293768083e-11,2.981021361929679e-11,8.235688214528962e-11,5.439080347963217e-09,3.181238122971039e-11,3.4784837018238656e-11,5.434660646328542e-11,4.555784953562453e-11,6.249649454025197e-11,3.1576922396839555e-10,8.23241129292089e-12,1.8775120156224814e-10,4.71621950843784e-11,1.6090541860098806e-11,3.992180123208145e-11,3.6765184790333017e-11,4.5936779230105484e-11,5.559514292380963e-11,5.058683287469415e-11,3.362495557415231e-11,3.896333229088397e-11,3.125305485238632e-11,2.212841270351424e-11,4.606488614046606e-11,6.90136640205596e-11,7.34909767368515e-11,3.520233393612908e-11,3.582658342898517e-08,1.1428532781434006e-07,4.7763023565124824e-11,1.9866385310953353e-11,3.2780969404637284e-11,7.411837598490287e-12,3.9811459781083606e-11,0.0,1.0707740381316756e-11,2.5881870479061606e-11,1.499961905306259e-11,3.429979537249355e-11,3.1630301358482394e-11,2.8233084787997457e-11,5.3316087874712116e-11,4.863133951267584e-11,3.6406698414204524e-10,1.1262532440872014e-09,5.302498473840594e-10
Aircraft and spacecraft,2.7754109241614525e-07,7.742239689701018e-07,2.9602736773938487e-07,2.920402915059559e-07,2.2256963359362645e-07,4.5874811707425557e-07,3.2043112022242657e-07,5.73124410989669e-07,2.1755404143739774e-07,5.477971888026907e-07,3.2047354082134015e-07,3.2808834501472456e-07,2.749170582091289e-07,3.805173516428563e-07,4.816375918473454e-07,7.118950398137615e-06,5.205006778148368e-07,3.7517284400661584e-07,5.125057143206478e-07,3.2434974680458293e-07,6.332543870045524e-07,3.953356526914983e-07,3.7257893691633567e-07,3.768640216863669e-07,2.3200021577777657e-07,1.8892478742940454e-07,4.0062951481203613e-07,2.176511791232357e-07,2.3675068931443002e-07,2.742043186949291e-07,2.60358953405305e-07,5.840241957036937e-07,4.166378595280112e-07,2.29494643063659e-07,0.0,3.207326735757188e-07,4.375625705977167e-07,2.806095176384797e-07,4.3368822263330925e-07,5.88995589762641e-07,2.5533542548190927e-07,2.9158503704758226e-07,6.730165767616463e-07,3.565655701587603e-07,8.289465942709683e-07,2.5040034058890456e-07,3.555191118844665e-07,2.4634447167612323e-07,5.331497845777983e-07,3.417482958367534e-07,4.7673382500603777e-07,3.1763934492724017e-07,4.59039053845863e-07,3.8051735164285623e-07,2.557992706079182e-07,3.1338247428193835e-07,3.335950004432169e-07,3.404488906844072e-07,2.4090362855868575e-07,5.557144130276682e-07,7.074102884971856e-07,4.0764872613432366e-07,3.9799422230853836e-07,2.3815881949359938e-07,3.606945556588661e-07,4.420529191875784e-07,0.0,3.8817245917033545e-07,2.9651751271940894e-07,3.805415535698789e-07,4.877946656537271e-07,2.1875616156317718e-07,5.528394531911945e-07,1.8892478742940454e-07,2.4740331185960646e-07,3.4454784984184755e-07,3.684053697708549e-07,4.429614126538621e-07,4.830565828959642e-07,5.539653328381756e-07,0.007530398316747564,3.5838447623632303e-07,2.9650454580225387e-07,2.887953958505955e-07,5.537337079123979e-07,2.3470239374326853e-07,3.240265808533525e-07,2.1673457493620906e-07,2.8056569507963426e-07,3.089472664376031e-07,2.3223129736978415e-07,4.014248853720435e-07,2.4959923926695504e-07,3.7119162089056904e-07,0.0,4.465468752525155e-07,2.669033165638678e-07,2.2390914228517988e-07,5.929495065217708e-07,3.3934271702032935e-07,1.9447249690520056e-05,5.060164698692113e-07,4.132730051803729e-07,4.210776483713714e-07,2.6693621684073035e-07,3.3451823975496166e-07,8.12089234058627e-07,1.2040945062490244e-07,2.2062774524646468e-07,2.4740331185960625e-07,2.6555896560312823e-07,3.2274677826165617e-07,3.085897721361525e-07,3.520107085528777e-07,3.356580852172421e-07,3.978189587239609e-07,2.3118243050486367e-07,2.6032817255956875e-07,5.908281557256865e-05,4.571695728533974e-07,3.288541895644783e-07,4.37168859314238e-07,3.6632716468999797e-07,2.6304186582186945e-07,0.0,4.2041942781529625e-07,4.3666860059409473e-07,7.285935944763619e-07,1.0438413063895388e-06,3.526664163479156e-06,3.225035655153157e-07,2.115367975871627e-07,8.639361988422822e-07,2.0946395166258867e-07,3.6235182569160586e-07,5.011078100784211e-07,5.405409245261711e-07,3.97062575871322e-07,0.00033524839032914624,3.649196677157394e-07,2.1301468293374508e-07,4.0250184410318754e-07,3.2564176424763187e-07,0.0,2.4366459411067765e-07,2.0766854407297405e-07,5.089018668042433e-07,4.971601618867775e-07,3.98986922454794e-07,1.2542001664978523e-06,7.405143265687678e-07,2.2011080947571517e-07,1.9220889511817882e-07,0.0,3.3132212928482205e-07,4.623002507327529e-07,2.1057274219088158e-07,4.836114248243669e-07,2.583085654561814e-07,2.914915596187239e-07,3.8051735164285655e-07,3.7238151616691107e-07,4.783447227800158e-07,3.0014854914467707e-07,2.400185565268163e-07,1.8892478742940452e-07,3.080567546989586e-07,4.107021786070044e-07,2.230489716759462e-07,4.3659529290258317e-07,4.1487061669763716e-07,5.445753952693047e-07,2.3470239374326853e-07,2.4923721510329803e-07,4.830565828959642e-07,2.1181383108917255e-07,1.3948108821687095e-06,2.8454601416952325e-07,5.445753952693047e-07,3.144119384521581e-07,2.9344784575719403e-07,4.419090450579324e-05,2.606993691898488e-07,5.060164698692113e-07,0.0,3.3709524195220063e-07,3.862686315087524e-07,4.3004614977320997e-07,3.5190705992142145e-07,5.045212861212012e-07,4.6674220231364667e-07,2.650449120891045e-07,3.7433821533208174e-07,5.000541466609054e-07,4.841084283037343e-07,1.3578916993086777e-06,3.026543621840074e-07,5.264921593024686e-07,3.3564061989447487e-07,3.3144598597284213e-07,2.7599525043291056e-07,3.638392308085624e-06,4.280022600618007e-07,3.648220679404175e-07,0.0003879692794242194,3.2882971230809614e-07,3.194099085618535e-07,4.632183487789417e-07,4.079049088346985e-07,5.502788555183259e-07,6.873765675897553e-07,3.7352014356116305e-07,2.5940082582240894e-07,2.0661133473664138e-07,2.5017707215983046e-07,2.6555896560312823e-07,2.429755816955656e-07,3.062557574964092e-07,3.348148004792419e-07,6.977437609658151e-07,4.315377618223236e-07,3.693341880773387e-07,2.1057274219088158e-07,2.900327138080415e-07,5.539653328381758e-07,2.323917994689281e-07,2.810679175554297e-07,4.617298799944058e-07,2.5968028719250316e-07,3.8667460245884333e-07,3.895324245202359e-07,5.729173639940504e-07,3.162185747558223e-07,5.325000151016598e-07,4.897758668543625e-07,6.618717262242491e-07
Animal feed ingredients and pet foods,0.0,1.0000030765881138,1.000003076588146,0.0,1.0000030765881462,0.0,1.000003076588033,1.0000030765881467,1.0000030765881465,0.0,0.0,0.0,1.0000030765881458,1.000003076588146,1.0000030765881462,1.0000030765881456,1.0000030765881462,1.0000030765881462,0.0,1.0000030765881462,1.0000030765881456,1.0000030765881462,1.000003076588108,1.0000030765881456,1.0000030765881462,0.0,1.0000030765881458,1.0000030765881458,0.0,1.0000030765881456,1.0000030765881462,1.0000030765881462,1.0000030765881454,1.0000030765881456,0.0,1.0000030765881458,0.0,1.000003076588146,0.0,1.000003076588146,1.0000030765881467,1.0000030765881451,1.000003076588146,1.0000030765881462,1.0000030759190943,1.000003076588147,1.0000030765881465,1.0000030765881456,1.0000030765881218,1.0000030765881467,1.0000030765881462,1.0000030765881462,0.0,0.0,0.0,1.000003076588146,1.000003076588146,1.000003076588146,1.0000030765881267,1.000003076588146,1.0000030765881447,1.0000030765881458,1.0000030765881462,1.0000030765881447,1.0000030765881454,1.0000030765880557,0.0,1.0000030765881467,1.0000030765881462,1.0000030765881462,1.0000030765881458,1.0000030765881462,0.0,1.000003076588147,0.0,1.0000030765881456,1.0000030765881456,1.0000030765881462,0.0,1.0000030765881456,1.0000030765881462,1.000003076588147,0.0,1.0000030765881465,1.0000030765881456,1.000003076588147,1.0000030765880565,1.000003076588146,1.000003076588146,0.0,1.0000030765881458,0.0,1.0000030765881456,1.0000030765881456,0.0,1.0000030765881454,1.0000030765881462,1.0000030765881462,1.0000030765881458,1.0000030765881456,1.0000030765881456,0.0,1.0000030765881462,1.0000030765881434,1.0000030765881427,1.0000030765881467,1.0000030765881456,1.000003076588146,1.0000030765881462,1.000003076588145,1.000003076588146,1.0000030765881462,1.0000030765574177,1.0000030765881438,1.000003076588142,0.0,1.0000030765881458,1.0000030765881438,1.0000030765881338,1.0000030765881458,1.000003076588145,1.0000030765881462,1.0000030765881456,1.0000030765881458,0.0,1.0000030765881456,1.000003076588147,1.0000030765881456,1.000003076588147,1.0000030765881456,1.0000030765881462,1.0000030765881458,1.0000030765881456,1.000003076588144,1.000003076588138,1.0000030765881462,0.0,1.0000030765881465,1.000003076588146,1.0000030765881456,1.0000030765881458,1.0000030765881462,1.0000030765881465,0.0,1.0000030765881462,1.0000030765881456,0.0,1.000003076588124,1.0000030765880474,1.0000030765881438,1.0000030765881451,1.0000030765881465,1.0000030765881451,0.0,1.0000030765881462,1.0000030765881458,1.0000030765881456,1.0000030765881462,1.0000030765881465,1.0000030765881447,0.0,1.0000030765881456,1.0000030765880714,1.0000030765881118,1.0000030765881462,0.0,1.000003076588145,1.0000030765881451,0.0,1.0000030765881462,1.0000030765881462,1.0000030765881451,1.0000030765881462,1.0000030765881462,1.0000030765881462,1.0000030765881465,1.0000030765881396,1.000003076588146,1.0000030765881462,1.0000030063244474,1.000003076588145,1.0000030765881462,1.0000030765881465,1.000003076588146,0.0,0.0,0.0,1.0000030765881465,1.0000030765881462,0.0,1.0000030765872412,0.0,1.0000030765881462,1.0000030765857908,1.0000030765881465,1.0000030765881462,1.000003076588147,1.0000030765881467,1.0000030765881451,1.0000030765881462,0.0,1.0000030765881254,1.0000030765881454,0.0,1.0000030765881214,1.000003076588147,1.0000030765881458,1.0000030765881454,0.0,1.0000030765881462,1.0000030765881458,1.0000030765881456,1.0000030765881465,1.0000030765881458,1.000003076588146,0.0,1.0000030765881465,1.0000030765831844,1.0000030765857908,1.0000030765881462,0.0,1.0000030765881456,1.0000030765881456,1.0000030765881471,0.0,1.0000030765881458,1.000003076588146,0.0,1.0000030765881456,1.0000030765881451,0.0,1.0000030765881458,1.0000030765881462,1.000003076588147,1.0000030765881018,1.0000030765881385
Articles of concrete cement and plaster,1.1096964813976169e-10,4.148123708584952e-10,9.594106436113426e-09,1.898818531535864e-11,2.628455975169456e-10,5.537644817145867e-12,4.510541182960106e-10,2.4220141038585305e-10,2.4527668818864212e-11,6.081878090502915e-10,3.6372002024495705e-11,2.0769267279723167e-11,7.448501195339519e-11,3.409750320548543e-11,2.466416332764835e-10,9.319782047827025e-11,1.730823571083208e-11,4.888529675258285e-10,3.046693939029683e-11,3.3301493756729e-10,7.336428655805987e-10,3.055386227464176e-11,3.9002031871047246e-10,3.6581868569630656e-11,5.606579023390406e-11,7.22226438439867e-12,6.14339282207082e-10,9.243783315371866e-11,2.5595026232784737e-11,3.5922571845472065e-10,5.609055775688845e-10,8.912181481029645e-11,7.450618676468133e-10,5.179328891852065e-10,4.7322588004504146e-11,1.141036364137038e-09,3.403835171976244e-10,3.6372002024495705e-11,3.4097503205485426e-11,8.750635641720889e-11,3.0756603043994986e-10,7.611621414714059e-10,1.3482425116263662e-10,2.4808454289294575e-10,0.0018920447946021819,3.064478319531579e-10,3.522723516291787e-10,9.06952123357938e-12,5.351006385078473e-10,5.04404667642926e-11,6.622305758532108e-11,9.398756218102414e-11,5.1905092968503434e-11,2.802162306006677e-10,4.552300109313975e-11,9.422506585289232e-12,6.882940416507296e-10,3.078247032226563e-11,6.582248679048227e-10,8.941899744854927e-11,2.0769267279723167e-11,4.7322588004504146e-11,8.091745025686949e-11,2.1824590351593667e-11,2.2218896862645796e-10,1.9355836103227297e-10,0.0,5.4350652579532615e-12,2.4984497012383115e-11,4.507529721565631e-10,6.060598002031335e-12,4.538843612868666e-10,2.0913911779736793e-10,7.32796788108145e-12,3.1216477903269197e-10,2.0779256837678687e-11,5.888070697545678e-10,1.69290034483527e-10,1.8769546513864268e-10,2.0913911779736793e-10,8.022173157470141e-12,3.708433145244811e-10,3.691763561589762e-11,6.308208707281161e-10,3.6364478455378105e-10,2.0332105330337663e-11,3.589278312702835e-10,6.847778056592432e-12,1.4923527852990156e-10,2.0964214007116824e-11,8.357028821156537e-11,6.381339458416823e-10,2.6445554029322883e-10,7.141709191968177e-10,0.0,9.517794663513819e-11,1.1303398805019988e-10,1.692645455399796e-10,7.07903758420122e-10,7.578098743954025e-10,5.179169193513357e-10,0.0,2.6395860586012077e-11,5.758234051972065e-10,1.5071979342750682e-10,5.727641719811735e-11,2.205237017054134e-10,3.834117246814725e-11,1.1358951903791959e-10,3.809341297780174e-10,5.738397630620563e-10,2.7563315883484526e-11,6.440427987703941e-10,2.9118743062058266e-11,6.908449779919387e-10,4.479408676591406e-10,4.5294417240981704e-11,6.281459880281029e-10,3.3215084282713723e-10,6.533233110818605e-10,2.0591735987349782e-10,2.041072698182728e-10,1.449988927804267e-10,8.978370358895103e-11,0.0,5.621174938473546e-10,1.1574827505862685e-09,7.813318762977953e-11,1.1859884693649566e-11,4.1430278459537797e-11,7.253031515086444e-10,7.644375855064617e-12,7.952977281632097e-11,2.763911621023845e-10,6.366572015260078e-10,1.2152152180150759e-12,4.1391106899904594e-10,2.8351795005760257e-10,9.721673853104488e-11,3.971921373088856e-12,6.725848661854702e-10,1.492151886966387e-10,7.649544237392769e-10,6.378535813461159e-10,4.391058659915292e-10,3.5567869918286374e-10,2.623099029862194e-11,5.405637073127941e-10,1.0422383267872168e-09,7.19223273511329e-10,1.1340578859802645e-09,1.7708068782526555e-10,1.0799781714928657e-10,3.123760327525494e-10,5.606006925136525e-10,7.749730824567559e-11,3.3028006776299976e-10,2.1451846848127744e-11,6.998740090857578e-12,5.617821583796019e-10,7.454004706138238e-11,3.3028006776299976e-10,4.5070582135849333e-10,6.15213230301823e-10,2.0115126204596233e-10,3.3028006776299976e-10,2.6551523670260023e-10,6.61022883385386e-10,6.844362763620468e-10,5.793148962661028e-10,2.5857307670020947e-11,7.615173379247301e-10,3.449113064459484e-12,4.074238357385022e-10,1.8769546513864276e-10,2.6899452801086476e-10,5.593923954256312e-12,1.3224106943847977e-10,8.576002301501225e-10,4.226781949984728e-10,4.1920912018362515e-10,4.792146574777227e-10,5.966974269586189e-12,2.505509939219362e-10,0.0,4.153035097258676e-10,6.65846911195352e-10,5.339359718098516e-10,1.2464302367662543e-10,2.482271784636444e-11,5.732186442662673e-10,1.0093344218820087e-11,3.3674489531625494e-10,4.383180091962653e-10,4.2294076238963014e-10,3.54055713272265e-10,7.59687052245315e-08,2.3472861619956803e-10,8.791431177596682e-12,1.1366452173246793e-09,5.387883026732271e-11,5.006097089699485e-10,2.6231429717290685e-10,3.837507779379458e-11,1.9813616967171318e-10,4.252638423264391e-10,6.415341385673824e-10,3.006260643090584e-10,5.557964517819796e-10,1.0107565332417732e-10,7.064287060743494e-10,5.527553781646184e-10,2.4210451966218207e-10,8.47797777107874e-11,2.0381036583649698e-11,4.541010468521605e-10,6.316044370089715e-10,3.9449118002603446e-11,4.1362597644593e-10,6.564387906934784e-11,0.0,2.4634383806681645e-10,1.8890890759901272e-11,1.0282313261489445e-11,0.0,5.5056669452546866e-11,5.037105996148755e-10,2.944779965091763e-11,6.771098559369226e-10,5.698946051832389e-10,1.360391154736773e-10,5.557964517819796e-10,5.233995831520017e-10,1.1603033093507588e-09,9.53583251235562e-10,1.0828968409749848e-09
