,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,7.723227143816767e-06,8.817739264029447e-06,8.18621642477469e-06,7.794364042639536e-06,7.523843843061113e-06,8.03479744350728e-06,1.0875397745246939e-05,7.406456095484592e-06,6.934828850073057e-06,8.197070827370673e-06,8.4272899209246e-06,8.854860743465515e-06,7.800083618760031e-06,8.170157008086272e-06,8.921943229241264e-06,7.39955398670582e-06,8.35638342523236e-06,8.356652580225615e-06,8.287456957944747e-06,8.233120559934014e-06,8.372462334106468e-06,8.241268433999646e-06,6.20845627996447e-06,8.031380889958186e-06,7.949840124987398e-06,7.852475595555916e-06,9.965335607143613e-06,7.976062755748092e-06,7.925001089080187e-06,7.837312816692732e-06,7.564203077023286e-06,5.355313009172787e-06,7.351466952303367e-06,8.235701817893106e-06,8.232705546849675e-06,0.0,8.178121031043096e-06,8.49078741213137e-06,8.002150673219832e-06,8.170157008086272e-06,8.29790024096005e-06,7.769258283746646e-06,8.235304419413451e-06,8.364184979753582e-06,8.29460183166002e-06,8.201424797977859e-06,8.584717354072305e-06,8.311139305854675e-06,4.654243735591495e-06,9.783913829705506e-06,7.868141968903547e-06,7.923421016873427e-06,7.578401377797249e-06,7.1303851578521005e-06,8.17031080024818e-06,7.873669698576578e-06,7.2821064785696366e-06,8.300482354407935e-06,8.434349116277238e-06,8.42443033225623e-06,8.10932415090969e-06,8.313295371594503e-06,7.57851470436544e-06,8.393416275354582e-06,2.19061690388091e-06,7.668956590563192e-06,9.0585429661136e-06,8.434349116277238e-06,7.817950455791414e-06,8.245940969436382e-06,8.249985498349144e-06,8.28155183313032e-06,8.206413962585692e-06,8.204262032680257e-06,1.0003869077119986e-05,8.09959977894809e-06,8.30101192117513e-06,8.20092103694363e-06,8.781707364838388e-06,7.171545542674383e-06,8.204262032680257e-06,6.979414299298967e-06,8.133741326303751e-06,8.160288930016254e-06,8.168536959255846e-06,8.149264064399066e-06,8.02237057158468e-06,7.979741170768381e-06,6.3466637760255444e-06,7.907871282521944e-06,8.30906021891193e-06,7.960912719100868e-06,8.223706503157075e-06,6.981417648568795e-06,8.224356477167713e-06,0.0,7.912311136603604e-06,8.008620762232997e-06,7.857867335326936e-06,7.828252730442478e-06,8.222732181674651e-06,8.230317848792814e-06,8.209172155083072e-06,8.069258162633412e-06,9.263140863206224e-06,9.049710761705413e-06,8.225199112727283e-06,7.674822093434109e-06,6.796683865280119e-06,7.67269482459645e-06,7.828760500565085e-06,8.186535378627367e-06,7.393127298363345e-06,8.049699536159454e-06,7.495113779648487e-06,8.23017238941742e-06,8.201350701491288e-06,7.836009314167941e-06,8.224819788083415e-06,7.999618994039952e-06,8.209793016218805e-06,1.5892027912901875e-05,8.172585000336173e-06,7.937519372188549e-06,8.152594146829301e-06,0.0,8.239566413681085e-06,8.12412562983841e-06,8.22730065687185e-06,8.43490381437195e-06,8.289163584181098e-06,8.193841370850914e-06,5.51501265679245e-06,7.799549113078864e-06,8.386349468054796e-06,8.331231769721659e-06,8.037739021041902e-06,7.772417772542387e-06,7.843617383610802e-06,8.944381883038703e-06,8.076393462760337e-06,8.228492900577011e-06,7.9423404785111e-06,8.182823261544969e-06,8.2247717834421e-06,8.185881168730873e-06,8.027246720140648e-06,7.813228305713488e-06,8.004854542507777e-06,8.349434097552373e-06,8.206505833634337e-06,8.081318735605695e-06,8.619158734819434e-06,8.591054180347332e-06,8.183781388685766e-06,8.109034733268324e-06,7.953656551700188e-06,8.182935557128257e-06,8.21553078553816e-06,8.211646788649443e-06,8.234724678111201e-06,8.136541789438618e-06,8.183781388685766e-06,8.824786364309083e-06,8.232088861881078e-06,7.96634225629245e-06,8.13415254034126e-06,7.473564409292072e-06,8.205756937691536e-06,8.180914705232459e-06,8.218809051653156e-06,8.45981115374824e-06,1.0657628458481507e-05,8.010034730555921e-06,6.9248268878560945e-06,7.171545542674386e-06,8.370341298998038e-06,8.040659823837154e-06,8.121399998391918e-06,8.082549120355508e-06,8.316743125594998e-06,7.919665092825979e-06,7.92751976183742e-06,9.142770261519086e-06,8.209172155083072e-06,0.0,8.16730844926753e-06,7.915901826873998e-06,8.186084466758043e-06,7.680689851901871e-06,8.18466639801741e-06,9.365249955966514e-06,7.871881462641013e-06,8.238889305595887e-06,8.306894415151126e-06,7.839312321303523e-06,8.423727193381656e-06,7.964060685943342e-06,8.29039761334669e-06,8.162504059791711e-06,7.829420202295222e-06,8.409092130337952e-06,6.93355669054766e-06,7.802277886076547e-06,8.931052246499825e-06,8.30055150640586e-06,8.224770272649337e-06,7.654439595134862e-06,8.189651289174781e-06,5.836338725280465e-06,8.225075436616787e-06,8.223156554181444e-06,6.9607973516751485e-06,7.727681313819893e-06,4.9657837802567975e-06,8.210039721163739e-06,8.211429415474545e-06,7.022377158354173e-06,8.191024021256326e-06,6.060581826972507e-06,8.215530785538164e-06,6.96875075942742e-06,7.800384379285452e-06,4.419061048837917e-06,8.215530785538165e-06,8.009557768797333e-06,6.535862385211247e-06,7.782148908654964e-06,8.227660340122233e-06,8.355618061973007e-06,9.38484373584892e-06,8.189651289174781e-06,8.200080119737528e-06,8.122129446971479e-06,8.170114459351271e-06,8.15685432323187e-06
Agricultural and forestry machinery,2.129278158247656e-08,5.851759790063897e-08,5.18982044262706e-08,1.2683569951147747e-08,3.6754303163421845e-08,4.295059819846336e-08,5.8081594848226754e-08,4.095749054789421e-08,6.336725632251884e-08,5.424662528270511e-08,2.7462517529988903e-08,5.239070293621606e-08,2.1701415102175755e-08,2.7455131766867276e-08,4.544953904910089e-08,6.248203014253256e-08,5.3970018928607605e-08,5.329137670025748e-08,4.962328798766396e-08,6.188196964425759e-08,4.2500595066821845e-08,5.223977293659914e-08,7.071605701532036e-08,7.4927867089898e-08,1.4975617927894744e-08,6.029064658125612e-08,5.262062779975944e-08,7.901078383278016e-08,2.29658538204049e-08,1.3603821750355444e-08,3.522455371926889e-08,3.572168344130618e-08,2.1130772955870516e-08,5.635777756706828e-08,5.33633505264649e-08,0.0,4.996249601423092e-08,6.001933795365454e-08,3.2533902649785014e-08,2.7455131766867276e-08,8.312577343830518e-08,4.296648878413177e-08,4.586115485195722e-08,5.129254451760004e-08,4.718490935456557e-08,5.57158835330913e-08,5.541373690755325e-08,5.960303201454064e-08,3.40979568710233e-08,6.342510109393354e-08,3.726753306480284e-08,3.4182374079322916e-08,6.489322535328685e-08,3.7544462825332556e-08,2.745513176686727e-08,2.4040271162844532e-08,4.072262458274356e-08,5.5724206428612915e-08,1.4416160892869237e-07,4.3874707186578545e-08,2.801342062246401e-08,8.483409145077514e-08,3.303507273445487e-08,5.05621613915347e-08,4.071395743287251e-08,5.769364384322165e-08,3.0101639717409564e-08,0.0,3.983896349661562e-08,6.273579522969813e-08,7.342634298768986e-08,3.8642668236878545e-08,5.2464644230171396e-08,7.271549790552474e-08,5.2390702936216054e-08,4.572652673966131e-08,9.26220577842757e-08,3.513547454048878e-08,5.732462977123807e-08,8.083795913251919e-08,7.782460526501882e-08,6.146348406316756e-08,4.751532464565717e-08,4.3033328610087224e-08,4.597272682266815e-08,4.8414509748080784e-08,3.9087404860671357e-08,4.390589920784616e-08,4.25934851558203e-08,3.3083045646117675e-08,8.387381957415688e-08,3.992933389319111e-08,5.2909354338908207e-08,3.90586816183928e-08,4.52529695585218e-08,0.0,3.931457816642381e-08,5.5171791025564165e-08,3.0931670941394796e-08,7.485072456350512e-08,5.099247360292649e-08,5.081587340816631e-08,1.2683569951147747e-08,8.086707641510285e-08,4.7831332346374986e-08,5.6382130403534824e-08,6.353126482565404e-08,5.025146757817334e-08,1.7800886377358788e-08,2.957408443680716e-08,5.97122929676905e-08,6.792682522231522e-08,5.7821117950178e-08,5.454899723724458e-08,5.96013160042636e-08,5.423193106351095e-08,6.403430114907332e-08,1.7030840689286574e-08,6.505860575854713e-08,1.1387653967643928e-07,5.596480717524819e-08,4.2952576321251676e-08,5.7182142551126945e-08,5.17611894318803e-08,0.00017533137362705996,0.0,5.2858640761957886e-08,7.010734691544889e-08,7.412057551352071e-08,1.0215834101577934e-07,7.135483292491843e-08,3.03524331121352e-08,4.1193409215671534e-08,6.348541885383593e-08,4.893295562007204e-08,5.052686200241781e-08,1.938286214056555e-08,2.8678715386956222e-08,6.014608108763465e-08,5.246625597202212e-08,4.571854188667326e-08,5.10005748666269e-08,5.5920251040474216e-08,5.2862868754363016e-08,6.725186313001857e-08,4.8095175064291205e-08,6.333745791438268e-08,1.2683569951147747e-08,5.8141713790499517e-08,4.7717154525939346e-08,6.179621582261825e-08,5.2399311154282864e-08,4.314493511068965e-08,5.0788440083501017e-08,3.299737835172182e-08,4.985333761283496e-08,3.73083694341576e-08,4.580808796781252e-08,6.204383112033651e-08,6.250795900662311e-08,5.036699615025343e-08,2.8575271209768553e-08,6.160779984710617e-08,6.715768870933235e-08,5.245333529638856e-08,3.130448660671597e-08,3.6551281344971057e-08,4.183306166527201e-08,5.2453639674265366e-08,3.882458783293621e-08,3.9137495144661214e-08,4.2082077739146646e-08,4.586115485195724e-08,3.7691323243129125e-08,3.6393454113803243e-08,8.08379591325192e-08,4.316128580696566e-08,7.238573426762425e-08,7.735137434739936e-08,7.19508668975958e-08,5.159365548040267e-08,6.596824521253032e-08,5.653522745983915e-08,4.2775968348041214e-08,4.387376285937466e-08,0.0,7.408679210324435e-08,5.728993815077012e-08,5.4065137800723534e-08,3.115097380481687e-08,4.678467243157199e-08,5.095449260269871e-08,6.80765441125087e-08,2.16640386432045e-08,5.353344828329202e-08,4.815481542801628e-08,7.305970957020134e-08,4.9949299702997846e-08,5.5246022445010237e-08,4.840908628621007e-08,1.3814600586941538e-08,5.5416130954843605e-08,6.006340264652543e-08,5.384543493816535e-08,5.1404529173683075e-08,7.075854612277019e-08,5.512425349016887e-08,6.425642237641122e-08,5.3291376700257475e-08,7.330962115414484e-08,6.958180148431017e-08,5.0511860006945575e-08,3.335268302269595e-08,4.614574861206653e-08,5.679668885480094e-08,5.3696139842162416e-08,6.731799980160458e-08,5.3113687603489254e-08,5.327791780500306e-08,5.119624188233308e-08,3.273351495071094e-08,3.6952177585062166e-08,1.2683569951147747e-08,4.4194796877581046e-08,0.0,2.4416176935768343e-07,3.86385339250125e-08,2.0651999325623127e-08,5.079842905165345e-08,4.865664572061309e-08,4.531170433271803e-08,5.14643051846697e-08,5.445940523504406e-08,5.078923558601226e-08,4.915942223697432e-08,5.206384918045184e-08
Aircraft and spacecraft,8.877870674138528e-06,1.06614231325427e-05,1.1044843272751821e-05,8.992069064318993e-06,7.298212621674798e-06,2.070608565100038e-05,9.722599587121934e-06,1.4926228036537785e-05,1.162399731452493e-05,9.58887571640332e-06,1.010248008794369e-05,3.4111586716626596e-05,9.858049942336175e-06,6.938624372711457e-06,9.381451645152769e-06,9.67311041194745e-06,1.0158392861425796e-05,1.2371777091674672e-05,0.013005327441809909,1.076269744955429e-05,0.051199988636231784,1.1528678375797832e-05,1.2635404836144297e-05,9.782689565070945e-06,9.04848028057495e-06,8.103233290115484e-06,1.4462783893258191e-05,1.5729961092992407e-05,8.933617708508042e-06,8.250883475603632e-06,8.726598838995331e-05,0.0001255015925530673,8.675933175963198e-06,9.499092894705795e-06,1.4162257450590702e-05,0.0,1.2452530431257774e-05,1.0538524960083661e-05,8.965261435311245e-06,7.800985449209152e-06,3.186572322198243e-05,1.2760509498082514e-05,1.0804997195481846e-05,1.381967610096692e-05,1.3368241598120898e-05,1.4084507571818112e-05,1.2742957673470747e-05,8.215255921446285e-06,1.2527664183853302e-05,1.0163046503400374e-05,9.686849819726934e-06,8.620659175680125e-06,1.1053453358330822e-05,1.0244302714850039e-05,6.938624372711457e-06,8.016684426811893e-06,3.189731726084192e-05,3.4889083272535925e-05,1.0844123257060515e-05,8.899995019544315e-06,1.0855885236508503e-05,1.8921875754112363e-05,9.656427414308065e-06,1.1701283841568e-05,8.226018624357965e-06,1.0117786930038932e-05,2.013093048549389e-05,0.0,5.514979687883898e-06,8.940118023294823e-06,9.23701798098827e-06,1.2518110106632006e-05,1.3318239255008314e-05,9.819827026501648e-06,1.4462783893258188e-05,9.272438905939281e-06,1.0935593090929802e-05,8.44527606492384e-06,1.1183594289068033e-05,1.1471762455387105e-05,9.751720810548719e-06,1.0050087141025346e-05,0.0001398175707648365,9.212430482168407e-06,1.156500516725465e-05,9.761265002925959e-06,1.3520545409798455e-05,9.995036098627575e-06,7.603891514718924e-06,8.964617223033076e-06,9.774865967285921e-06,1.1763363883976076e-05,1.5437659564359964e-05,8.345104351280772e-06,1.0532738892324547e-05,0.0,8.803236542547177e-06,6.697271048596121e-06,8.078031936884289e-06,1.1129342228808145e-05,1.0613478366092511e-05,1.0692506074080895e-05,8.48582347426327e-06,1.1889044624610233e-05,1.0683270362409121e-05,8.257883633561964e-06,8.332300410002768e-06,8.546627329462651e-06,3.0342672269767127e-06,8.163331277584843e-06,9.272438905939281e-06,1.0338301277786246e-05,3.6671827846585935e-05,9.542309868288664e-06,8.967864015873803e-06,1.086325973997888e-05,7.2262408467595375e-06,8.039487274608282e-06,8.135455687400722e-06,1.1173240995184035e-05,1.062033049545684e-05,1.0621733822304366e-05,8.930942263414886e-06,1.8282571899336037e-05,8.702586412287938e-06,0.0,1.0310704416851433e-05,9.331577845007918e-06,1.2400052897894268e-05,1.0642552515602014e-05,9.468895272342316e-06,1.135610640357117e-05,6.875155554821042e-06,1.5308353696439206e-05,1.3743483743337251e-05,1.1231601563580709e-05,9.220842939773781e-06,2.8634329863159222e-05,1.2130809482765577e-05,1.730335316465934e-05,1.1033458741264611e-05,1.3703228616117906e-05,1.5718171279713832e-05,2.9292493818074397e-05,0.0,7.3180154266683055e-06,7.374713085616156e-05,9.622070796272672e-06,1.5734673383435965e-05,6.8321266822512065e-06,1.0603713140772424e-05,9.855308494228978e-06,1.4095686964326891e-05,1.3824901924494654e-05,0.0,1.1623861985700219e-05,1.0763589131548702e-05,7.930161163338482e-06,1.1467273437610078e-05,9.04520578732829e-06,1.2171574898567548e-05,6.938624372711455e-06,9.806912815685381e-06,1.1878577620470477e-05,8.801770950640378e-06,1.3890189055717601e-05,1.4462783893258195e-05,9.546607519529964e-06,1.0965718051717338e-05,7.982047542498808e-06,8.570142262411969e-06,1.6574992962635416e-05,1.1473913498217843e-05,1.3520545409798455e-05,1.4684497883578924e-05,1.1471762455387108e-05,8.000196838377601e-06,1.076977464792765e-05,1.1016999397898696e-05,1.147391349821784e-05,8.949149488485745e-06,9.272621534089668e-06,1.2472377674097225e-05,8.617558327543611e-06,8.48582347426327e-06,0.0,1.0216794164950265e-05,7.569447332865226e-06,2.1341184808454514e-05,1.2275760930726454e-05,8.061259592014739e-06,9.898533184725284e-06,1.0066444762681521e-05,1.3307413561130265e-05,1.3158268890176648e-05,1.7322769307874675e-05,1.1208287331235284e-05,2.2137461856133865e-05,8.884485451713462e-06,1.1023030163865057e-05,8.460384797167605e-06,1.0253005575887383e-05,1.038814875769583e-05,8.897909211372736e-06,1.0355057021023621e-05,1.4129417735860764e-05,9.7981836472871e-06,1.3925890533860444e-05,1.1719443994458374e-05,1.1382858917912938e-05,1.0219628726054331e-05,8.108640034648674e-06,8.215358096493978e-06,1.3856714154809922e-05,7.553201213301934e-06,1.0338301277786244e-05,8.656721695272743e-06,9.566593254440767e-06,9.569415304402031e-06,4.945667733589362e-06,1.082546207908194e-05,8.451292738655171e-06,7.930161163338482e-06,8.756014852350726e-06,9.751720810548716e-06,8.114899727495007e-06,8.367021822404635e-06,2.006259704184159e-05,1.729687203072033e-05,7.239188242589906e-06,9.599396612449035e-06,3.052378553793553e-05,1.0144543429272164e-05,9.884891652944993e-06,9.396243271282316e-06,1.0058090591560906e-05
Animal feed ingredients and pet foods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Articles of concrete cement and plaster,4.137270747722385e-07,1.5364334602069844e-06,8.711515585324091e-07,4.75040801883673e-08,3.314151355597243e-07,1.2806176402725531e-08,1.556029245346043e-06,8.956785117147041e-07,8.42487672999454e-08,1.7840154781129277e-06,5.522686812574127e-08,2.3121318115166105e-08,2.624613358451915e-07,8.762395596655438e-08,2.0544703957031762e-07,2.301872184341457e-07,2.2991621464001177e-06,2.0468471641233567e-08,1.7340540066452583e-06,7.26143773341638e-08,1.2115192226049582e-06,2.8389470238734435e-06,8.542786940280421e-09,2.6493519512316155e-06,1.1614543694670655e-07,2.1855647296833085e-08,6.8469024588503515e-09,6.28127426409907e-06,3.537678127240542e-07,7.514753621624741e-08,1.3760573311009451e-06,2.1473720314374653e-06,3.296614482988408e-07,2.9221200771319472e-06,1.7749429052970064e-06,1.296667622616608e-07,1.792528119851246e-06,1.3449013669444516e-06,5.522686812574127e-08,8.762395596655438e-08,5.989550691964354e-08,1.1877481598213693e-06,3.0376295329423923e-06,4.7453340688384386e-07,8.338800941085147e-07,2.089209826993359e-06,1.0960169528906194e-06,1.2760941211782944e-06,3.574616804706626e-08,3.776634349357894e-05,1.8157735084390206e-07,2.5381642928440237e-07,3.473090328007144e-07,1.7938768859619118e-07,1.0416268302921413e-06,1.480999313214218e-07,2.4326966496603505e-08,1.320344105173157e-08,1.1609270476904244e-08,2.588262992291782e-06,3.271824000206404e-07,2.3121318115166105e-08,1.296667622616608e-07,2.7736035674990374e-07,8.63679879946343e-08,7.957217808885743e-07,6.706576630677934e-07,0.0,1.2567230819506016e-08,3.0480364838278646e-08,1.7341481376646747e-06,1.4456804597947562e-08,1.6634532756780247e-06,7.057876974923597e-07,6.604502297061088e-09,1.4384557022080598e-06,2.780453632048853e-08,2.1920555581147485e-06,6.210851245779692e-07,5.491861433874242e-07,7.057876974923597e-07,2.3425185416678147e-08,1.2994144702692137e-06,1.1734064067440059e-07,2.5029388734655273e-06,1.3989001903736986e-06,7.65191074461076e-08,1.3538992876192522e-06,2.0106225995572113e-08,5.577209267736531e-07,2.3678721233296538e-08,3.001170319547891e-07,2.4247434029617055e-06,1.0329729725138277e-06,2.7707425906084976e-06,0.0,3.621180849527623e-07,1.0925002620181837e-08,6.314761062580286e-07,8.299757412391667e-09,2.841166168394715e-06,1.7749478399362545e-06,0.0,6.763387916653964e-08,2.3800607423993904e-06,1.119565858583629e-06,1.2765417027857357e-07,6.042198420078299e-07,1.0383187439307497e-08,4.3613678980240314e-07,1.894619728924403e-06,2.1508338772970796e-06,9.767438555716108e-08,1.5917606122005823e-06,1.024642709398803e-07,2.3457666722219708e-06,1.6511225803269394e-06,1.5020041467471204e-07,2.411593771151621e-06,0.0002973083199157924,1.8841664224657185e-06,5.060679598454965e-07,7.035882851188009e-07,5.138846356683068e-07,3.283453072676739e-07,0.0,2.0174539424561105e-06,1.733329346089469e-06,2.455554979343214e-07,8.582971241956105e-09,1.9383724430577874e-07,2.7804316425788842e-06,7.357965134776046e-09,6.776014336504432e-08,1.0381884619811886e-06,2.3710937722113427e-06,4.380891856762825e-09,1.4933016052645002e-06,5.417071274310508e-08,2.994380568952508e-07,1.0044724132236421e-08,2.140384490150254e-06,7.464121197199353e-08,2.9715613249667004e-06,2.435919276216248e-06,9.225185762263713e-07,1.3619266412544172e-06,4.4363713944995435e-08,1.8845223994754844e-06,1.8412508603069881e-06,2.7500766515156858e-06,1.7668534546855162e-06,5.949280919916896e-07,3.4750852145876025e-07,1.1284036097599897e-06,1.9846678214956636e-06,3.0008815211054013e-07,1.1953658557874193e-06,3.7086791228207513e-08,1.3911603323060674e-08,1.9279495480948397e-06,2.394403960121462e-07,1.1953658557874193e-06,1.6028339607069094e-06,2.1516954069798356e-06,7.863000602868708e-07,1.1953658557874187e-06,1.0426225773498778e-06,2.1702395647780382e-06,2.680042790470575e-06,2.178641134616148e-06,1.3444759858305086e-08,3.037457302102264e-06,9.097010050421934e-09,1.5460084555559399e-06,5.491861433874244e-07,8.274418338800797e-07,6.522863178892489e-08,4.78133673856955e-09,2.990867768070469e-06,1.4576598408147517e-06,1.579681106241918e-06,1.7929831945012494e-06,1.7436753506854818e-08,9.555221837615064e-07,0.0,9.66846124025084e-07,2.5584322105084104e-06,1.8592132370399363e-06,4.868389491119993e-07,2.1359295530020758e-06,1.1024794361289362e-08,8.350914311486098e-08,1.4253065355368173e-06,3.511547453071391e-07,1.386078385241043e-06,2.0701157222643386e-08,5.859718182677088e-08,1.4836571937443452e-08,1.7522628975309098e-06,9.340830771420901e-08,1.5368844898313425e-06,9.341864708373202e-07,9.939537582709973e-08,7.548241290838111e-07,3.1954334587450226e-06,1.7367504243227075e-06,1.0559588604036906e-06,2.036624647550776e-06,2.6496177158856347e-07,2.786269502692904e-06,2.060586361897065e-06,9.237110731866038e-07,1.5134931634140086e-07,3.980948217156591e-09,1.6644223146984828e-06,2.3858003431864508e-06,1.1686893180432347e-07,1.2987345692633363e-06,7.713475606344426e-08,0.0,9.211678696814288e-07,4.710438342691376e-08,1.1175182903138864e-08,0.0,1.874012543867107e-07,1.956399464999511e-06,8.128055942161543e-08,2.3580182264269977e-06,2.1932055581103833e-06,4.889900007077483e-07,2.036624647550776e-06,2.001717058325989e-06,1.7317448944089402e-06,1.966161512463856e-06,1.7000369822590215e-06
