,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,3.009372112131151e-06,3.2384535274515796e-06,0.00018591951719458473,3.026780036223972e-06,3.37821776232678e-06,3.293965827531443e-06,3.300425249021253e-06,2.7712314907702925e-06,2.775430883434347e-06,3.3336910669474986e-06,1.24888068766674e-05,3.206428905305715e-06,3.071885725176979e-06,3.2977190613727794e-06,3.1866783277076013e-06,2.9922243174989633e-06,1.0720077416915884e-05,3.167839758150928e-06,6.252856562659042e-06,3.2541080990986037e-06,3.478203533012013e-06,3.3258839276916134e-06,2.443315418024309e-06,3.2894506831151113e-06,3.270178488315996e-06,3.0842865046573107e-06,3.300832776928875e-06,3.2743397372422927e-06,3.1878324429901357e-06,3.0657887202195875e-06,2.9074179053513784e-06,1.3243876361404768e-06,3.4769692568214197e-06,3.3041227201214896e-06,3.320170936948315e-06,0.0,3.309731301360236e-06,3.2872813870878536e-06,3.5095279507563066e-05,3.2977190613727794e-06,3.21286705318718e-06,3.1338166185754334e-06,3.3264222229165917e-06,5.344313605949815e-06,3.3063436549159147e-06,3.3236411040525904e-06,0.0033393777181841056,3.2838188065035404e-06,1.912174499908452e-06,4.2295749265440705e-06,3.1283172685466375e-06,3.2143200091034582e-06,5.360680879056852e-06,2.879141219487507e-06,3.2979105667361053e-06,3.1145771787476563e-06,2.9217268942667754e-06,3.222172221354755e-06,3.1971237802708317e-06,3.3271664472873018e-06,3.2150775042905997e-06,3.286428246982554e-06,3.032043022858196e-06,3.175428785203569e-06,8.883210542509746e-07,3.0649138162362326e-06,3.3011216097445076e-06,3.1971237802708317e-06,3.325832724270401e-06,3.5705275906708114e-06,3.316259210180878e-06,3.254538312912665e-06,3.34286701402805e-06,3.257139428001201e-06,3.3010065621334586e-06,3.1701723333160255e-06,3.3320006575494497e-06,3.3012141558186553e-06,2.8679245901734844e-06,3.257139428001201e-06,2.756117194245523e-06,3.3640954636082415e-06,3.2497493147554013e-06,3.867860452243097e-06,3.511395318460509e-06,3.067017570495492e-06,0.00013194353267571355,2.4983752445243135e-06,3.249950529482929e-06,3.3558618122501766e-06,3.3442684519030772e-06,3.344940391666363e-06,3.219699143384074e-06,3.320906513576512e-06,0.0,3.167813831924225e-06,3.0821829883563836e-06,3.6080160110420948e-06,3.1002212367298162e-06,3.320607197642282e-06,3.3204969038939553e-06,3.2958708006280783e-06,3.1877542372331383e-06,3.2561314805062105e-06,3.0763315018152073e-06,3.49749137812541e-06,3.067656495985246e-06,2.6488256664300387e-06,3.7498448286954357e-06,3.150819758039665e-06,3.2972468973447027e-06,3.04963974761907e-06,3.189680807322483e-06,3.1044048502679414e-06,3.3159568132287946e-06,3.3107395188405132e-06,3.455364033502643e-06,3.3539025679089916e-06,3.2287256671369154e-06,3.3214165601911906e-06,3.195645444122023e-06,3.2604043019061037e-06,3.1929040337794034e-06,3.1390578941872003e-06,0.0,3.310797211641872e-06,3.3304405824450544e-06,3.1597740798864288e-06,3.2295518433469827e-06,3.231093855157745e-06,3.295719609673019e-06,2.2296623650777692e-06,3.0672689017537966e-06,0.0002355229370679025,3.3128403274342612e-06,3.2516362236196704e-06,3.018659870896204e-06,3.0682585241059035e-06,3.1734953043996086e-06,3.118580884437045e-06,3.3263469067435115e-06,3.0800876856979912e-06,3.3200898866043717e-06,3.350483775691204e-06,3.3362559782586194e-06,3.2753569461333233e-06,3.0168960658946357e-06,3.187064646571441e-06,3.3170803933007343e-06,3.303747327099244e-06,3.3001732751972264e-06,3.102236891874695e-06,3.346254012748933e-06,3.3762562494777378e-06,3.429943012740945e-06,3.211739245025217e-06,3.3713804878494073e-06,3.2665303170299e-06,5.888623925350898e-06,3.3201544226192667e-06,3.274943411213758e-06,3.3762562494777378e-06,3.2901789393871968e-06,3.320150898349121e-06,3.257135674103207e-06,3.3402537694883013e-06,3.029155213731163e-06,3.3041766206739832e-06,3.2947295368720657e-06,3.3191761081596353e-06,3.150731761954133e-06,3.3058512236946735e-06,3.2295369129600655e-06,2.470961628432931e-06,2.8679245901734844e-06,3.215501018452628e-06,3.214826298680889e-06,3.159719623788601e-06,3.6381090886904046e-06,3.3376232384586546e-06,3.1906846052456567e-06,3.1548856199328472e-06,3.2207621339162473e-06,3.2958708006280783e-06,0.0,3.296584657574289e-06,3.0932060536220992e-06,3.2567696231067926e-06,3.1331761693684807e-06,3.285292632781018e-06,3.3014462777181818e-06,9.550911189832678e-06,3.099578022842562e-06,3.2722283850591108e-06,4.215773203600017e-06,3.2319140307659497e-06,3.2330314520955283e-06,3.0771444968365596e-06,3.2176267927997042e-06,3.3397275005914126e-06,3.0549607121770195e-06,3.209350152714783e-06,2.809987760242556e-06,3.3344174858695547e-06,3.1835407084825275e-06,3.5885168376975045e-06,3.3293267854178885e-06,3.2977223085905673e-06,3.3309253213884154e-06,2.3496342124217465e-06,3.3213524159366862e-06,3.3433092318849774e-06,2.9078034414948684e-06,3.0241679790800588e-06,2.080298447535155e-06,3.322326410855332e-06,3.3114753632787662e-06,2.840189406785145e-06,3.30006645886671e-06,2.1178507580347067e-06,3.2665303170299e-06,5.329216200242393e-06,3.0090050123743787e-06,1.777433951262409e-06,3.2665303170299e-06,3.204100531510062e-06,2.5900632387092332e-06,3.004142081643122e-06,3.3275117106694443e-06,3.3157998284081753e-06,3.350988963955164e-06,3.3309253213884154e-06,3.3091931900607057e-06,3.3448099162060845e-06,3.326042657238048e-06,3.493322906730943e-06
Agricultural and forestry machinery,4.6294016249494556e-08,1.2867441140318362e-07,3.94943675474704e-07,2.6203668542391884e-08,7.281120092009473e-08,6.818695352069886e-08,9.06946035510993e-08,7.059997909925519e-08,1.0691007983104196e-07,1.177170605768561e-07,6.830210330446209e-08,9.557584252847286e-08,4.583597657483307e-08,6.826106729540876e-08,6.785484560938672e-08,1.0353418769994362e-07,1.4208911169607513e-07,1.0596859479729571e-07,2.8596783232753005e-07,1.3859860074698394e-07,9.943167289446834e-08,1.3921020547844854e-07,8.038995181029227e-08,8.36726257677049e-08,3.1578406798766254e-08,9.414311430222934e-08,1.0409928829712558e-07,1.4014354389419796e-07,5.22671047818472e-08,2.701745602903939e-08,6.914930735186959e-08,7.359478138111687e-08,5.0646249569821105e-08,1.290514309689702e-07,1.1900656154719151e-07,0.0,2.9149408358317523e-06,9.671145973740637e-08,1.3926601829607868e-07,6.826106729540876e-08,1.289854288884673e-07,1.1761455364640381e-07,1.2767747228658984e-07,5.789483940151387e-06,1.3085021901917549e-07,5.133681237403458e-07,1.1958146289786323e-07,1.8912828108251968e-07,6.265602058244171e-08,1.8288635325073448e-07,8.703919316505697e-08,2.016776995767953e-07,6.51258457557914e-08,8.631685562015636e-08,6.826106729540877e-08,6.978466891299438e-08,7.171298808348716e-08,8.884643133530968e-08,6.849839802056048e-08,1.0590385168242264e-07,8.715837788476757e-08,1.496499005002534e-07,6.813516993490823e-08,8.759413267247867e-08,8.612026162388997e-08,1.1593265824902837e-07,5.609942175654956e-08,0.0,6.086691011411477e-08,1.2995350801398651e-07,1.021523839400536e-07,1.2203992653657414e-07,1.189838445189016e-07,3.196043754093508e-07,9.557584252847286e-08,9.403457340623733e-08,1.4066054314068336e-07,8.699897146874542e-08,8.526729052973113e-08,3.754947781978479e-07,1.0183142179910353e-07,1.313149253609496e-07,8.730811318616771e-08,1.3202673488798605e-07,1.2278242133080862e-07,9.819806927246426e-08,8.429934557047903e-08,6.412449988310281e-08,7.81749061324767e-08,1.3926728782297103e-07,7.57702129820298e-08,1.2690081786396302e-07,1.3010196149363736e-07,1.1567625766880296e-07,0.0,6.903404960372324e-08,7.245457053523204e-08,6.434943704939064e-08,9.075552263344973e-08,1.1837481258690687e-07,1.2017242359802546e-07,2.6203668542391884e-08,9.685001043310398e-06,1.1812131909058584e-07,1.2418640335518665e-07,5.443592093478896e-07,7.103141410008432e-08,2.371284916163838e-08,1.0067315580067189e-07,1.1793308895400506e-07,1.230306110583956e-07,8.775873549543086e-08,1.6159115264296665e-07,1.2283436993804676e-07,1.1985322851679551e-07,1.8160594234167628e-07,4.046349598814349e-08,1.846455470175082e-07,7.998736988273376e-08,1.2106665025731377e-07,8.986423305002398e-08,2.6075772409995096e-07,9.522177210151896e-08,4.1301470981019264e-08,0.0,1.215403888413156e-07,1.6798850495327336e-07,1.8737743673705127e-07,9.049516846704033e-08,1.567045548991936e-07,8.09357912413356e-08,7.430733832635444e-08,9.769834770596512e-08,1.2083767993612865e-07,1.273721036579102e-07,3.8528889443299366e-08,7.502678827167892e-08,9.30729081920652e-08,1.4752093041215583e-07,1.0302427756374803e-07,1.2249459810365808e-07,9.258003374170215e-08,1.1802764943398466e-07,1.1945916777135096e-07,1.572702412377979e-05,1.0721052600150856e-07,2.6203668542391884e-08,4.3136849158609673e-07,1.3875083792066712e-06,1.1827766264561554e-07,5.020763157747129e-07,9.119637883055682e-08,1.0804542479180076e-07,8.933003935318193e-08,1.234729230035533e-07,7.967467600660218e-08,1.3680479219997717e-07,1.3917484403177445e-07,1.961462265480256e-07,1.1866061002981664e-07,6.986321741025275e-08,1.9809318473444922e-07,1.0752074316031402e-07,1.1728740587413416e-07,6.781454684320598e-08,7.758470450486547e-08,8.250584196825305e-08,1.1522832747800778e-07,1.0468528268347332e-07,1.3349476082715295e-07,1.2967722417757556e-07,1.2767747228658987e-07,9.791786550589988e-08,7.253857466389793e-08,8.526729052973106e-08,9.323412380021218e-08,8.877533545042773e-08,8.340525902934172e-08,1.1599246175368125e-07,1.1215359940790087e-07,1.1191327947700033e-07,1.275436294984149e-07,8.596319349351173e-08,1.0293045372359744e-07,0.0,3.509422108504242e-07,1.0999167957290976e-07,1.561968948748198e-07,6.713813168787045e-08,6.811367506295115e-08,1.1278056319409392e-07,9.873588246469081e-08,9.273233916994521e-08,7.224122295486006e-08,8.546699971225811e-08,1.1077839291556077e-07,9.780991574280774e-08,1.0810029847318439e-07,1.7368916634439339e-07,3.121514315515138e-07,2.863399491877616e-08,1.7218629755535495e-07,1.2238305794186944e-07,5.065005291464485e-08,2.2470198627987956e-07,2.1206062785300946e-07,1.201480408487361e-07,1.2024093330810524e-07,1.059685947972957e-07,9.719980479704214e-08,1.10244979697497e-07,1.448840073477205e-07,6.450891377762993e-08,7.008753297205788e-08,9.44685479851369e-08,1.1929931388956992e-07,1.1749350235872653e-07,1.4519819371050755e-07,7.671504456198679e-07,7.014502176151683e-08,1.3909193223104312e-07,8.128818007190458e-08,2.6203668542391884e-08,7.766669441487318e-08,0.0,4.609985678578042e-08,7.58505523007985e-08,4.13362013786744e-08,1.141864917195659e-07,1.2126671953764475e-07,9.155990191766695e-08,1.4289853382376184e-07,1.1501424592886243e-07,1.9790758855587415e-07,0.00041731199950512793,1.234062299193623e-05
Aircraft and spacecraft,4.427458998158736e-06,4.397179993323515e-06,6.59148598500773e-06,4.853688838906419e-06,3.347053205386952e-06,4.889147396592836e-06,5.708872015981452e-06,4.081894592961694e-06,6.125181827831363e-06,9.785974050221598e-06,6.163623408275524e-06,3.067090891137724e-06,5.137207971432372e-06,2.8348079058682394e-06,4.767926725551846e-06,5.427669561999759e-06,5.134056025822485e-06,6.366564555782053e-06,1.0431384413722514e-05,7.787007999942543e-06,5.0007007772648765e-06,6.96011624111054e-06,5.22232138595989e-06,1.3838669113315351e-05,5.053083973865137e-06,3.2388318860101695e-06,8.623237483409728e-06,3.832423393871259e-06,3.126341050502488e-06,3.563861890733258e-06,4.306091373713886e-06,4.5285813855460574e-06,4.883606716220756e-06,6.169363516863508e-06,8.439237424405365e-06,0.0,9.98026354087327e-06,8.214027109553309e-06,4.497125957274184e-06,5.195540232130778e-06,4.967458965995498e-06,6.68212605492639e-06,5.729050781453456e-06,9.450360391248902e-06,6.649145850613558e-06,5.671099814794464e-06,0.011251081797287194,7.347751887252182e-06,6.7030184352872815e-06,2.4534725726380188e-05,6.0374023762169134e-06,3.6755548788630122e-06,5.112992363324744e-06,6.928071707898032e-06,2.83480790586824e-06,4.192788717540907e-06,4.5429104553542305e-06,2.8472360288108865e-06,6.294874717887374e-06,3.830930790372716e-06,1.0257694574157628e-05,4.236782760131542e-05,4.192347038120872e-06,8.663906898160811e-06,3.3673051685985847e-06,4.632289887353324e-06,5.2117979691936685e-06,0.0,2.3705995620636737e-06,3.7886264410369795e-06,6.854537312905952e-06,7.379974815429217e-06,7.84964268961889e-06,1.0488570246417036e-05,8.623237483409728e-06,3.9753962618190215e-06,6.702148652906112e-06,8.972858881384587e-06,5.875593823824856e-06,1.0535720990521095e-05,4.944094389627472e-06,0.00043264751677463066,5.4615850626717325e-06,4.907474683991334e-06,1.0528491690811999e-05,7.594672614714488e-06,5.832171048871606e-06,3.880768968495738e-06,4.496269660878047e-06,6.749699203728927e-06,5.6939628280613085e-06,4.113766340397827e-06,3.3943134404842965e-06,6.710339404372106e-06,0.0,4.101873679187591e-06,3.3248184477700474e-06,3.515438391292625e-06,5.031985269198412e-06,5.422681627090904e-06,5.73173344940357e-06,4.707466479114757e-06,6.457811638650012e-06,5.9215715341834754e-06,3.6690367020520547e-06,4.909707033290797e-06,4.132830479556335e-06,2.4782584801033954e-06,3.3658736231464846e-06,3.9753962618190215e-06,4.7833886239564e-06,5.118035422184269e-06,3.646364999734343e-05,4.455320330576249e-06,4.573461140443311e-06,3.246859882798409e-06,3.526880380649201e-06,3.530666186146188e-06,6.504205493213684e-06,5.167535408402194e-06,7.000486959612416e-06,7.978770108257734e-06,6.654951481726383e-06,4.577650649921921e-06,0.0,6.564990412487265e-06,2.1697448786286798e-05,5.585989539458963e-06,4.587899580045182e-06,4.479962088099836e-06,4.318804614684569e-06,3.5976135443151175e-06,4.150288602935523e-06,9.14508065027664e-06,5.686862479791462e-06,4.277827694281443e-06,4.774542030867883e-06,5.291967927887228e-06,6.381823984880679e-06,6.2589081293775095e-06,7.938179840524e-06,3.935577818239031e-06,3.98637003211178e-06,0.0,6.772442012133743e-06,3.6967283652599756e-06,9.540241812678825e-06,6.1445513683214035e-06,4.601443899514371e-06,5.794182173434126e-06,1.1825572163737971e-05,8.38353289248177e-06,8.095891406350928e-06,0.0,5.238797370420633e-06,4.486132466523375e-06,3.0793659077088795e-06,5.871358224767047e-06,4.819744742850539e-06,5.523326337364281e-06,2.834807905868239e-06,1.5004607647695465e-05,7.035318807196113e-06,4.897856177997776e-06,7.722610043285915e-06,8.623237483409731e-06,3.965616165217211e-06,6.355325806825891e-06,3.17426218972026e-06,5.4769909512545835e-06,3.8909403671347865e-06,4.886272680706485e-06,7.594672614714488e-06,3.8771221789282264e-06,5.875593823824859e-06,3.1579590453897356e-06,2.1924292848788732e-05,5.69235582243209e-06,4.886272680706485e-06,5.166745346642664e-06,5.000716551554039e-06,6.3383604092687805e-06,3.938921750248376e-06,4.707466479114757e-06,0.0,1.117254972794208e-05,3.2545708263240706e-06,7.955613386231848e-06,7.730046761456642e-06,4.721743238818742e-06,4.314347515203077e-06,5.197583909329916e-06,4.657403381233638e-06,5.676634524399479e-06,9.7900558353157e-06,5.147171403132345e-06,3.5940349459440528e-06,4.492843007940393e-06,4.1538193502142985e-06,7.463962420248125e-06,5.228010306087215e-06,6.040943356105769e-06,5.4111556987001515e-06,5.288755192609251e-06,4.90084413615256e-06,1.4349608730235284e-05,6.088977174633345e-06,4.820171837432917e-06,6.397681161184161e-06,5.097547964488078e-06,1.2875861148161034e-05,7.440688108354576e-06,3.516559132644469e-06,8.149692173549804e-06,3.9351185123701585e-06,4.7833886239564e-06,3.828492007350536e-06,5.6586991266018965e-05,5.57013431190262e-06,1.31119607241287e-06,5.518842778109548e-06,3.4559921022829954e-06,3.0793659077088795e-06,4.142347344331903e-06,1.0535720990521097e-05,3.554306171348363e-06,3.512776998653031e-06,6.292696502550086e-06,5.111419683421861e-06,3.4080861017417115e-06,3.2311264774138883e-06,4.975824380132265e-06,6.069357750168164e-06,2.8624850013290266e-05,8.148916811623665e-06,1.342525553041265e-05
Animal feed ingredients and pet foods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Articles of concrete cement and plaster,1.1163353695546058e-09,9.861795035118413e-09,2.4738426932573727e-09,2.05970314365692e-10,1.4604040268748719e-08,3.2466604264704317e-10,1.715818240145914e-08,3.6090441110463637e-09,4.809542998696979e-10,5.526936021757534e-09,1.9047783418049888e-10,2.0120151430365508e-09,6.706122196334446e-09,4.784755505860382e-10,1.41498770086283e-10,1.667301139597448e-09,5.240940159597488e-09,1.9444543316830027e-09,5.1136700212452784e-08,3.881652941619879e-09,3.1579529577802863e-09,6.544137268373689e-09,1.765353702334079e-10,1.8539332145119046e-08,1.96304775282531e-09,1.6374862635717744e-10,2.512274600884042e-10,1.511643277033363e-08,8.655883078350577e-10,7.733414222172287e-09,1.1292816201570464e-08,3.29102082028691e-08,1.86967882127106e-09,5.815286386826817e-09,1.1099046693380374e-08,5.846330474910171e-10,1.3002400504658688e-08,2.3209633394801275e-09,1.9047783418049888e-10,4.784755505860382e-10,8.825646775363572e-10,1.3975732872767578e-08,4.866579524160532e-09,3.121283198864977e-09,2.6663938264720977e-09,1.0849568215987974e-08,3.092398519638904e-09,5.548669859560939e-09,2.4151850726269096e-10,6.104159673661479e-09,1.1373126952495906e-09,1.2907985428325963e-09,8.120251560196086e-10,1.957563400790234e-09,2.769694674796656e-09,1.0181960813867925e-09,1.8135976766941926e-10,3.8729488199358783e-10,2.535201081865529e-10,6.168845701018931e-09,2.6172303163273473e-09,2.0120151430365508e-09,5.846330474910171e-10,1.5240844462122328e-09,4.524534307066758e-10,7.012034605931813e-09,5.958763233152656e-09,0.0,1.64502568493781e-10,5.083624672101301e-10,7.323879543981483e-09,2.6641996105035133e-10,5.26039692608145e-09,5.710928365968084e-07,2.603132344523098e-10,1.3301150823447408e-08,4.96992681387901e-09,5.227268132325499e-09,2.270770268240527e-09,5.710928365968084e-07,1.3173595717517262e-10,1.0790880058794703e-08,8.646389442956901e-08,4.237969421775842e-09,5.448395052875763e-09,2.3955495593321375e-10,1.0109497469913058e-08,2.9778935499450254e-10,1.072241365802646e-08,2.0200614205006133e-09,5.91437150083846e-10,6.465835367435029e-09,3.344169984881011e-09,5.345494702872701e-09,0.0,7.462980863836824e-10,1.0294043834679966e-10,1.3058267381340542e-09,1.1027408509647346e-10,1.5552147818916744e-08,1.1099764659841924e-08,0.0,5.073762214184317e-06,4.346772357147581e-09,2.6952052882007194e-09,3.501084075682012e-09,2.7290834921872122e-09,4.0226117806053676e-10,4.858005657510153e-09,1.8217940130007426e-08,2.207793067042868e-08,8.322150138496284e-10,1.664748148244129e-08,7.119024767026332e-10,5.429585745209443e-09,5.288639649974626e-09,4.2159497717929487e-10,5.612097879204341e-09,1.7888270939672677e-08,5.583892972178542e-09,1.0385350071133179e-08,4.923357234994915e-09,1.975456289111998e-09,7.610541735497318e-09,0.0,9.48725366958503e-09,1.3384077973177788e-08,1.7413273041199426e-09,3.309440536125491e-10,7.664253278689632e-09,5.001971523269482e-09,6.677488297376367e-11,4.882862504365423e-10,2.152063574072313e-08,6.151045054532876e-09,2.3660983265209935e-11,5.222853921174598e-09,1.1303907449564406e-09,1.1968491151426139e-08,3.982235915087831e-10,5.802757267576361e-09,2.469179893243155e-09,8.76792264862194e-09,6.178798532296502e-09,4.693742807398487e-09,2.5653561409891236e-09,1.934959234178072e-10,1.289961926894848e-08,1.172647873121847e-08,6.086117129789204e-09,1.3007546327650359e-08,1.7508352725571519e-09,1.6293578916566612e-09,5.235339227764171e-09,8.434434863586063e-09,8.512492588714786e-10,5.541388903801902e-09,3.429706536532865e-09,1.6274270790191748e-09,9.928715347013046e-09,9.391690220963651e-10,5.541388903801902e-09,1.8366458999492513e-08,9.089171644200816e-09,2.736987774609439e-09,5.5413889038019004e-09,8.312447317786842e-09,7.308359940831255e-09,1.0655491967345986e-08,4.876712580995342e-09,2.0568785705043086e-10,4.927946931568436e-09,1.3553193300580825e-10,1.8217743683364972e-08,2.2707702682405275e-09,2.467680547644671e-09,2.4053943609775407e-10,8.243358699395992e-11,2.152821964532465e-08,7.3391682076914656e-09,2.293758972475906e-08,1.8347999989797356e-08,8.782649900194683e-11,2.448516573090724e-09,0.0,3.9691550971973374e-07,4.819079388625799e-09,2.0219210104416952e-08,1.0121721572262594e-09,4.587212664208427e-10,1.1476234474918086e-08,3.7931609801212093e-10,2.791623140425339e-09,1.336076435663733e-08,3.6654307631962808e-09,2.6633771540211564e-09,2.0978305998751263e-10,9.450652916850863e-10,6.710551571629874e-10,1.3137045384394922e-08,8.105543360615962e-10,1.0839784462755993e-08,6.006212244333867e-09,8.412993198449145e-10,4.230874488112101e-09,5.377499859869756e-09,5.542222973208828e-09,7.148416789718768e-09,5.513767636158249e-09,1.8081561035963121e-09,6.36628651449307e-09,5.075455281338955e-09,1.0784468760430023e-08,3.0284877881245525e-09,2.8740996591669984e-11,5.260119214668975e-09,9.371742883073137e-09,6.672666337190765e-10,1.5230038027246234e-08,1.9836308665384433e-10,0.0,6.372146981052071e-09,2.0118583942360898e-10,4.998016894711237e-11,0.0,6.307617642127861e-09,3.348701979489119e-09,3.706952211275431e-10,6.693114012751899e-09,4.472943404975896e-09,2.664616781769906e-09,5.513767636158249e-09,1.6377584295786558e-08,1.3404703325670476e-08,1.1367764728806364e-08,1.2433205979693946e-08
