,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,2.898196581973816e-06,3.693058596696716e-06,0.0016178527774773324,2.55508782987703e-06,3.533510025438406e-06,3.8125038741080185e-06,3.7204914039117755e-06,3.073862811803619e-06,3.2152355828270953e-06,3.6745713081876263e-06,4.604341302964757e-06,4.045597264646555e-06,2.7081800389764494e-06,3.5525015749385814e-06,3.856153827221557e-06,3.320889840198142e-06,3.906703553689981e-06,3.907692783744612e-06,0.0008871507681043846,3.7661933892622152e-06,4.364444271200636e-06,3.841082473153531e-06,2.961793620715164e-06,3.70277960378655e-06,2.8348333464198844e-06,3.734332373630135e-06,4.063183254472757e-06,3.730850872569575e-06,3.123512063003142e-06,2.4780325017734083e-06,3.477473011687132e-06,1.5072100471013734e-06,2.9390090369909264e-06,3.6913087964785582e-06,3.8774643927915855e-06,0.0,1.183313986837363e-05,3.958231849561862e-06,3.2812544599942925e-06,3.5525015749385814e-06,3.9689517778717785e-06,3.816873434081611e-06,3.84659064450146e-06,0.0006345431345345745,4.79259477004145e-06,1.8867235176246283e-05,4.3282012767360965e-06,7.332385693595364e-06,3.7282676665271753e-06,3.7697428156375245e-06,3.391939645551882e-06,3.708936793617882e-06,4.094088042621864e-06,3.553265175628683e-06,2.5219556827602757e-06,3.431118198307089e-06,4.047349550736484e-06,5.0025294031526624e-06,3.8067275190914595e-06,3.3043466396168553e-06,4.170854060255659e-06,2.9210736319962793e-06,3.704062401935184e-06,1.435467002036462e-06,3.5980457604628824e-06,3.920571541608984e-06,5.0025294031526624e-06,3.775726212330655e-06,3.862443438966963e-06,3.846278405426458e-06,4.000570880901332e-06,3.732522683514263e-06,3.667873713337624e-06,4.067627517879462e-06,3.6568841881349513e-06,4.162446114835004e-06,3.7346330944715413e-06,0.006840385737001141,3.254964923286621e-06,3.667873713337624e-06,3.252260271237041e-06,3.4250900532328814e-05,4.08136124788076e-06,8.97444277251949e-06,3.791676686009695e-06,3.84362685943081e-06,0.03859224359103395,3.055491047427278e-06,2.8464611474008545e-06,4.160123575042588e-06,3.429333418205083e-06,3.7739059190937297e-06,3.9288375307183745e-06,3.8056443930781685e-06,0.0,3.4186049063494227e-06,3.85040981608466e-06,3.0307782138960756e-06,3.807372458611322e-06,3.793169423972071e-06,3.872826041448806e-06,3.7057270500385925e-06,3.43443073969366e-06,3.7296659706344896e-06,3.4716735442330547e-06,3.8661482350647395e-06,3.432920483210038e-06,3.2663057022098957e-06,3.69857121752117e-06,3.6512212180986107e-06,3.658265283219159e-06,3.4628754423523564e-06,3.443605944155202e-06,3.5271509639520256e-06,3.815157517273774e-06,3.7055173352487044e-06,2.498519233831957e-06,3.7961969822533455e-06,3.6355604689813564e-06,3.812380875917965e-06,3.885173842703514e-06,3.906353984872582e-06,3.7117296044548755e-06,3.0616421945852447e-06,0.0,3.840831049896687e-06,1.3633671749672502e-05,3.886942751688681e-06,4.179991478032897e-06,4.02405970967366e-06,3.7216565213374647e-06,2.5992627685515615e-06,3.6252766191250507e-06,5.57059559909713e-06,3.6739059562037674e-06,3.241597730318086e-06,2.626639743063784e-06,3.6861738398429532e-06,4.047367942747181e-06,3.8381196326751376e-06,3.8329961321829036e-06,3.776097521172725e-06,3.7638158852890087e-06,3.7971758488257143e-06,7.526171610670945e-06,3.628687774884008e-06,2.416472206756741e-06,3.8898047047537235e-06,6.350339506699164e-06,3.748759480943944e-06,1.2304905942549241e-05,3.7820049932351204e-06,4.014891665407e-06,3.633108675783623e-06,5.5134209902807835e-06,3.3168874652716593e-06,3.6281044094130715e-06,3.7465685953370488e-06,3.825058272315964e-06,3.8540185574994e-06,3.552589016200189e-06,3.633108675783623e-06,3.7709298529959096e-06,3.823520293622082e-06,3.663827305616396e-06,3.5958072509549566e-06,4.28984720515407e-06,3.7575111070600574e-06,3.6474575079770414e-06,3.7815333125338644e-06,3.6583178454127126e-06,3.7303673434651334e-06,3.909338692279427e-06,2.738434182407398e-06,3.2549649232866216e-06,3.7732801431083677e-06,3.6469930665689063e-06,4.03832893805623e-06,3.804223779416807e-06,3.894623539883532e-06,3.62106167041228e-06,3.599072161092433e-06,4.037158270143691e-06,3.7057270500385925e-06,0.0,8.857050338003473e-06,2.767903889904024e-06,4.51898306611135e-06,3.582386618730808e-06,4.13414072911253e-06,3.753415161994474e-06,3.868975347066421e-06,3.7560214128616187e-06,3.725986553101107e-06,1.247230067718883e-05,3.203363653319582e-06,4.095941859744775e-06,3.925953306992902e-06,3.927196746200658e-06,1.2671329727523377e-05,2.451789842900641e-06,5.463314177753939e-06,3.1987532975245227e-06,2.388465510019886e-06,3.085709985860587e-06,4.55427092976239e-06,3.8205155552842125e-06,3.532060202635528e-06,3.6575988670116863e-06,2.637236723197654e-06,3.8081587069909525e-06,3.792415077549153e-06,4.2022114516000435e-06,3.6541254570778743e-06,2.2835797509969638e-06,3.7741269102640147e-06,3.7947182372604286e-06,3.342829854596978e-06,3.728884942780059e-06,2.4820391480712256e-06,3.7465685953370505e-06,2.7323598777853807e-06,2.3753685684411077e-06,2.123075976719194e-06,3.746568595337049e-06,3.555666349979416e-06,4.373684675956931e-06,2.435539046387588e-06,3.823985490508639e-06,3.7563213906379854e-06,3.9203850547490405e-06,3.6575988670116863e-06,3.8055136886003976e-06,1.520127465914435e-05,8.014942750585661e-06,1.0928850341115702e-05
Agricultural and forestry machinery,9.949050056471848e-09,2.2799519768894837e-08,1.1693813897172387e-05,6.698625199249637e-09,1.3835026868703186e-08,1.322920414051652e-08,2.518724438250185e-08,2.0770132750956054e-08,1.8815435881020316e-08,1.1433727562706407e-07,1.2827844426159407e-08,1.713199204842322e-08,1.3628634746433129e-08,1.2825034320939488e-08,1.075158771208837e-08,2.1654461263375483e-08,2.4511521053201933e-07,1.9780611833811617e-07,2.5268914030686037e-08,3.217384896758302e-08,2.0494054780075475e-08,2.1255575055163655e-08,2.983661060205469e-08,1.543474487107641e-08,7.803068175735318e-09,2.0298730210635278e-08,1.9400274303931588e-08,2.0068691011129017e-08,1.4851168059669075e-08,6.85918746537603e-09,1.6801002596760913e-08,1.967040508724793e-08,9.988016820368147e-09,2.4308582574894035e-08,2.269447439551063e-08,0.0,2.481153822933477e-08,3.050044340829827e-08,9.177987919826658e-08,1.2825034320939488e-08,1.7302248233493785e-08,1.845167547480704e-08,1.749192931104878e-08,3.068308679591706e-08,0.05275646348832252,2.9846979074738467e-05,2.5762385066134198e-08,1.306360492481206e-08,7.578225144339608e-07,1.3213681331278021e-08,1.456268710522954e-08,1.357731911465973e-08,2.182356367704467e-08,1.2825034320939488e-08,1.1456544590747343e-08,1.3118340605256066e-08,1.693879181200589e-08,1.2400738426285554e-08,1.873948784839855e-08,1.1809792149553669e-08,2.7038893861216528e-08,1.4893350870845196e-08,2.3051503709880486e-08,2.39599038909063e-08,2.5584818689272967e-08,1.1724698138376373e-08,0.0,1.2162449143907203e-08,1.628118162072571e-08,1.9683609336349386e-08,1.366660328449827e-08,2.1523007161421897e-08,2.6255223517045462e-08,1.713199204842322e-08,2.4407666762643186e-08,2.370194388396185e-08,1.4438401269640244e-08,2.544836759199346e-08,1.7155675399536555e-08,2.5926941337478026e-08,1.882399046235202e-08,1.4610522882325713e-06,1.3366616294123985e-08,2.6101076492475617e-08,5.2710906109658875e-08,2.672518174670227e-08,1.539235813650135e-08,1.3023740022894627e-08,1.5292817490855356e-08,2.5289510831241238e-08,1.8481586226324464e-08,3.184188237910022e-08,2.1243753116436016e-08,1.684454694764044e-08,0.0,1.7050504204754193e-08,1.7054147655979844e-08,1.3267648550231483e-08,3.284424290994308e-08,9.876125313490831e-08,2.33501800031768e-08,6.698625199249637e-09,2.2315300522070883e-08,1.7765940402222107e-08,2.4357366871533384e-08,2.146622277044573e-08,1.6650281944143545e-08,6.711462292946507e-09,1.4492804541120272e-08,3.0076659793421796e-08,2.159020979513535e-08,1.9899808940628286e-08,2.215254290390182e-08,1.8333792764820046e-08,2.258172844655592e-08,1.979240343670052e-08,8.037959707175872e-09,1.9922066523782714e-08,1.5513266131334775e-08,2.142559632708782e-08,2.5237604602361667e-08,4.332781478537075e-08,2.11449819823967e-08,8.067528288395538e-09,0.0,2.3388118760756787e-08,1.9639339470028674e-08,2.5654073542732787e-08,4.2650854321335556e-08,1.907487237719931e-08,1.2555330988404427e-08,1.3726972862843865e-08,2.0035538095612285e-08,2.2079747883665324e-08,2.0033000754952702e-08,8.61345640279835e-09,1.1925443657192522e-08,2.165270151510522e-08,5.222926073577449e-08,1.8790623683906493e-08,2.1277026067384804e-08,1.9683596180398466e-08,2.3388883840474485e-08,2.0957573188592482e-08,8.078862510260778e-08,2.5638707487463002e-08,6.698625199249637e-09,2.2740196583062372e-08,4.1324888861952644e-08,2.7712316738113257e-08,4.879836938059031e-08,1.792638089218829e-08,2.053306362535223e-08,1.5120287458858183e-08,2.1700612000333207e-08,1.656504874045604e-08,1.9673878141165253e-08,3.1915458108967975e-08,1.7733058206243817e-08,2.4884182101474095e-08,1.3093869946191894e-08,2.6968941016408348e-08,5.0021382167714156e-08,2.8966514200260616e-08,1.561703246735542e-08,1.9904308466640052e-08,2.102343042668125e-08,2.248265738986487e-08,1.5142888091521466e-08,1.8562299334026715e-08,2.2974768244542708e-08,1.7491929311048785e-08,1.3426822881306792e-08,1.9041734905732427e-08,1.715567539953656e-08,1.4830116924036e-08,1.7378890833602897e-08,2.3188735919914105e-08,2.200671046626119e-08,3.7118994127890786e-08,2.3544875607040892e-08,2.588673277979399e-07,2.6494467387090433e-08,1.7360697798099263e-08,0.0,2.534296813789487e-08,1.9367410561133e-08,2.835485329112652e-08,1.6311630018327952e-08,1.2363861096497708e-08,2.3398836162477553e-08,2.2531153310729065e-08,2.3970975015282127e-08,9.977694914398386e-09,1.632173752623772e-08,2.631745493467691e-08,1.6043911495052292e-07,1.1772181400480039e-08,2.784091910012476e-08,2.098375128996893e-08,7.208534240576968e-09,2.4354004761778498e-08,2.8616462101699e-08,9.42205464945082e-09,2.7903921938862884e-08,2.6566488054112314e-08,2.2696844413776284e-08,1.8979684287205053e-08,1.9780611833811623e-07,1.6316881112028467e-08,3.742318790660612e-08,2.179237457284883e-08,1.434359734404638e-08,1.550440144712389e-08,2.2289413478444844e-08,2.1448781952605286e-08,2.098879841783665e-08,1.6471670137494435e-05,2.5787359154167332e-08,1.787117669009762e-08,9.110819346288528e-08,2.1811155857221892e-08,6.698625199249637e-09,1.3002911999110449e-08,0.0,8.820872140647444e-09,1.617946954672703e-08,9.86609877366509e-09,2.0400837406067962e-08,2.176555477209637e-08,1.5857431929118833e-08,2.0436205965872293e-08,4.825548764592218e-08,2.170309957491437e-08,7.069725474726497e-08,1.3339916614028058e-07
Aircraft and spacecraft,5.9091185894910244e-06,6.347004095802949e-06,2.71483839863223e-05,6.4772367282415855e-06,5.696856095808745e-05,5.803508471107407e-06,5.772703749552157e-06,6.788351089953235e-06,4.245035868616066e-06,7.035465057242393e-06,6.1921716937735735e-06,3.9049399598995976e-06,5.785941054571903e-06,4.845144990833166e-06,6.814600668291468e-06,6.785072300647178e-06,6.782071289027194e-06,6.813472749009203e-06,0.0004130871619848782,8.084967419610796e-06,7.641918453569155e-06,5.130018517798152e-06,8.82854831161145e-06,5.6373149352197744e-06,6.66401056400437e-06,6.357264156720568e-06,3.9556011861949715e-06,6.2132629141907385e-06,4.435704906937698e-06,4.545210766171107e-06,6.224919037648018e-06,6.765302580763601e-06,7.995659819559923e-06,5.9467733675459475e-06,4.0360768434813775e-06,0.0,1.3612828056826767e-05,6.283587744881194e-06,6.740932280621109e-06,5.6094646604619205e-06,7.506908453692086e-06,6.629509962103453e-06,5.194430748868917e-06,9.49532730234124e-05,5.894176539590393e-06,6.298309746881859e-06,5.293921621739388e-06,4.64053623607043e-06,1.3596128003799897e-05,4.541415084630705e-06,5.026548190177931e-06,4.894971817125723e-06,7.533371175360717e-06,4.845144990833166e-06,1.9780045736609033e-05,5.534296744549302e-06,3.902935312119431e-06,5.340933698612334e-06,5.128378797359931e-06,7.346834505862577e-06,1.6243524090938125e-05,4.696498759872498e-06,6.328749339300839e-06,4.686043925206082e-06,6.7179651679489745e-06,6.5404375305723136e-06,0.0,2.872383723453916e-06,4.722467416379333e-06,5.956566620051741e-06,4.608265648776708e-06,4.216709241714977e-06,7.3151852256848905e-06,3.9556011861949715e-06,4.6491047954863915e-06,5.470720235782045e-06,5.480146915600887e-06,2.1914987816483898e-05,8.599117677133993e-06,7.338421877510158e-06,5.482646856561323e-06,0.037946580390897315,1.0067102543977372e-05,6.095131815794688e-06,7.337210823492039e-06,4.7760477553638305e-06,6.124875731776805e-06,5.152207213545452e-06,6.739404713778939e-06,5.794329937336418e-06,4.816901740230029e-06,6.346425634381647e-06,4.851753551219702e-06,5.683503295525746e-06,0.0,7.068450976227604e-06,4.489505552122827e-06,4.548568961461118e-06,5.543526450064901e-06,5.1864447029557434e-06,7.460753760585945e-06,4.983347972464802e-06,4.298229325974979e-06,5.7338009624398786e-06,5.309917000374346e-06,5.2766683173614315e-06,1.015101536110745e-05,8.894959920257207e-05,4.60682067837432e-06,4.649104795486393e-06,6.380070213116533e-06,5.480185668429873e-06,0.002796246940714917,4.948158485246215e-06,5.240058600594228e-06,4.843461443651883e-06,4.549092755280783e-06,5.096136570912442e-06,6.5052439871063285e-06,5.50236101341359e-06,5.431618345321369e-06,2.586954541078785e-05,6.81500555458361e-06,4.9910201535362226e-06,0.0,5.480503091341906e-06,9.124285650290246e-05,6.019239738705644e-06,5.2315499120702135e-06,7.615827729214425e-06,1.367225939649946e-05,2.997299250989228e-06,5.988497286126304e-06,7.494957555040215e-06,5.267629694347834e-06,5.282006767211957e-06,7.1079562000474185e-06,7.893635759116632e-06,6.834287992260677e-05,6.014559345624287e-06,4.5095887849790184e-06,6.343040293085647e-06,5.044119798612946e-06,0.0,5.4840925980941206e-05,3.941377880381198e-05,7.2399240565094665e-06,6.3711581667706545e-06,4.906317802675221e-06,8.175468654988041e-06,1.0070339201177241e-05,4.078244535190108e-06,5.3822109546368075e-06,0.0,2.000725642886585e-05,5.18571860854331e-06,4.370994090826439e-06,8.605254479331182e-06,1.0545056445705276e-05,1.3101657813868076e-05,4.845144990833166e-06,6.147488774688971e-06,5.756004435911538e-06,1.6993019582622428e-05,4.491534359677695e-06,3.9556011861949715e-06,5.923070896130765e-06,5.3953905273036165e-06,4.529888535630148e-06,5.421007665160468e-06,6.450552257963459e-06,5.167398637837808e-06,4.7760477553638305e-06,5.09952010367013e-06,8.599117677133991e-06,4.567621390980596e-06,5.970462441842084e-06,5.0660819909114945e-06,5.167398637837808e-06,1.9874555221456044e-05,5.644552215856636e-06,7.497021771132825e-06,5.5995514671961025e-06,4.983347972464802e-06,0.0,8.845261118778813e-06,5.3388548168884675e-06,8.190506156413086e-05,6.620710101736501e-06,4.987178470986374e-06,5.637559344747397e-05,6.268088223488661e-06,5.09089391857717e-06,1.6758417612944654e-05,7.307889703026672e-06,7.38381084047316e-06,5.460363811756158e-06,1.1294494124822513e-05,6.4931026183429676e-06,6.295297099128618e-06,2.8002603077505456e-05,5.642404616282554e-06,5.557604684778768e-06,6.2708218263286364e-06,5.9378527431130125e-06,0.0005076753856694139,9.668849936099152e-06,5.16104160712074e-06,4.718873409148899e-06,7.123553521470567e-06,8.081885031106762e-06,5.316115203835414e-06,4.872867929648245e-06,4.157321470129772e-06,9.858144903876326e-06,6.380070213116533e-06,5.902226302749359e-06,0.0007794595614582346,8.310852168203244e-06,1.801450007345509e-06,8.127022095957758e-06,7.955559957251175e-06,4.370994090826439e-06,4.790614410853691e-06,7.3384218775101565e-06,4.687899216664735e-06,4.589195287532241e-06,4.949131352994394e-06,5.216326392462559e-06,4.976188166876602e-06,5.319517609837318e-06,7.371826341589933e-06,5.6545224104085126e-06,1.5579048426081e-05,0.00010347201144286394,3.580263523832741e-05
Animal feed ingredients and pet foods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Articles of concrete cement and plaster,1.7283768148038215e-11,6.430338513993506e-11,1.9569669736791896e-05,3.0462756704542327e-12,4.069755650889283e-11,9.175210599413693e-13,6.996601310915077e-11,4.637542769109247e-11,3.7995409252254874e-12,9.431653852659668e-11,5.650020258138846e-12,3.216320443061742e-12,1.38661296899226e-11,5.300979897804078e-12,3.8173941963773887e-11,1.443325938878321e-11,1.0073979523831374e-10,2.6906339331346642e-12,3.6288408256024763e-10,9.012710227225558e-12,5.212035301691619e-11,1.1366229919192074e-10,4.729579135727834e-12,6.071147391480001e-11,5.77938687683456e-12,8.678385620354032e-12,1.7005246329616953e-12,9.51646156277779e-11,1.499776034434988e-11,4.050536415632914e-12,1.171831026157525e-10,3.3560723344109545e-10,1.4075884515998089e-11,1.1542780977002726e-10,8.030292047527162e-11,8.42804125602595e-12,1.7864686298173495e-10,5.27370764209229e-11,5.650020258138846e-12,5.3009798978040785e-12,1.3558971492443924e-11,5.268767852047728e-11,1.1791968297998422e-10,2.092756707167169e-11,3.874229803365788e-11,0.00029283806110134324,5.5351351737813356e-11,1.4484311452892017e-12,8.292469590072917e-11,1.779021466949636e-11,1.0975683864229237e-11,1.4683472080461518e-11,8.134782184806918e-12,4.3478790264668425e-11,7.152052263617711e-12,1.4659517758394068e-12,1.0653008281533917e-10,4.7653090255914316e-12,1.0198534620839498e-10,1.4093164527490995e-11,3.216320443061742e-12,8.42804125602595e-12,1.2609392924209588e-11,3.4767091619472438e-12,3.448095444596993e-11,3.003640415636392e-11,0.0,9.019571333116759e-13,3.870344784233211e-12,6.984747069583393e-11,9.387881652537425e-13,7.065631619986083e-11,3.24961831991982e-11,1.1432769139626476e-12,4.9753564164012647e-11,3.218738741465877e-12,9.12437302955585e-11,2.626088057004557e-11,2.921445296737105e-11,3.24961831991982e-11,1.2428457539531255e-12,1.627165093065057e-10,5.93344291951996e-12,9.786780428804885e-11,5.6818836608408114e-11,9.65533733506513e-12,5.594010299563933e-11,1.0613163796329395e-12,2.3327188839416715e-11,3.2465576876352486e-12,1.375179583768547e-11,9.887312413019325e-11,4.3978825509365174e-11,1.1067640143186495e-10,0.0,1.5329015708050446e-11,1.7495165601880523e-11,2.657175442318364e-11,1.095649428582095e-10,1.1740004355349882e-10,8.030045096227761e-11,0.0,4.108391583109484e-12,8.920935321208056e-11,2.335868997052986e-11,8.878770046305984e-12,3.4206672072774835e-11,5.937839278396551e-12,1.8091141961945028e-11,5.933601010284012e-11,8.898878916397177e-11,4.269768748598477e-12,1.0033310682372964e-10,4.510735364238064e-12,1.0704160900190224e-10,6.98011441151548e-11,7.1209099783156054e-12,9.7322323852722e-11,5.162571304953292e-11,1.0123949751137359e-10,3.1971176428667386e-11,3.2049958457280975e-11,2.2544724754144494e-11,1.4058877141665053e-11,0.0,8.710884718657163e-11,2.0827874892281976e-10,1.2100459782992946e-11,1.8445229600694138e-12,6.419067836779388e-12,1.1239768498458075e-10,1.191840422562183e-12,1.2311588188806264e-11,4.3029889939829176e-11,9.866513636789745e-11,1.2345997248835019e-12,6.435666021038155e-11,4.388382508396048e-11,1.5300903386411548e-11,6.160074869459994e-13,1.0421905751554297e-10,2.3098228694078645e-11,1.1850915064092386e-10,9.882789710430115e-11,2.1794051419972245e-10,5.515932213009625e-11,4.159956811331073e-12,8.379843249471757e-11,1.6312572177931388e-10,1.1142947412358809e-10,1.6702229721842418e-09,2.745467079510379e-11,2.073954617046005e-10,4.917245189899174e-11,2.0913812604844513e-08,1.271919500432301e-11,5.1995078466509273e-11,3.3238022349798457e-12,1.0846935313099424e-12,8.708393154430145e-11,1.1597356270073495e-11,5.1995078466509273e-11,6.990549597757818e-11,9.533191825310722e-11,3.168162384219291e-11,5.1995078466509273e-11,4.440160856351203e-11,1.0242973270155803e-10,1.0606548023303576e-10,8.976099408963853e-11,4.0024804428288316e-12,1.1797466921306258e-10,7.368503213333054e-12,1.904819799878887e-10,2.9214452967371066e-11,4.1712331231738706e-11,8.679677487398609e-13,2.0467874491770602e-11,1.3284879382017833e-10,6.556734411923654e-11,6.528125430822524e-11,7.428519888817079e-11,1.2888383493688715e-12,3.8822498992894295e-11,0.0,6.488616785724244e-11,1.0321012325164223e-10,8.309007525517142e-11,1.9905480621321845e-11,3.852192810205806e-12,8.88715334721179e-11,1.5722847594124748e-12,5.21231230498941e-11,6.805379152128216e-11,6.91851474260624e-07,5.511559924178027e-11,1.1757930095050541e-08,3.633265970585989e-11,1.3620234814689348e-12,1.7793582934438566e-10,8.419177780220427e-12,7.771415920916415e-11,4.0683031763233315e-11,6.6466402000547734e-12,3.070845906738858e-11,6.786285678519734e-11,9.94161369234436e-11,4.6569446135310015e-11,8.638906242396139e-11,1.5655823680964474e-11,1.1202374586202884e-10,8.591030911824311e-11,3.7814250567321985e-11,1.333182770175063e-11,3.1546510738889707e-12,7.068964529167566e-11,9.789606672311405e-11,6.12016371193589e-12,6.4241447086069e-11,1.016128209072333e-11,0.0,7.192887259009135e-11,3.0308024892616816e-12,1.5918735405056765e-12,0.0,8.809106404912436e-12,8.06281754781179e-11,4.662445287786715e-12,1.0491761815962119e-10,8.838811811000613e-11,2.117181149215969e-11,8.638906242396139e-11,8.126294955193793e-11,1.8168349490053605e-10,1.6485903267051338e-10,1.7025437977269279e-10
