,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,5.288835432908485e-06,6.710270604312149e-06,6.470330548795557e-06,1.5056478396763396e-05,6.026814893685075e-06,6.312943583340372e-06,6.531557141303048e-06,1.0969876947806799e-05,5.459668044328255e-06,6.392906999915043e-06,6.510684970312598e-06,6.66549742476878e-06,5.4617700658649385e-06,6.351250134753601e-06,7.287174085294906e-06,5.728903912817165e-06,6.519716904588136e-06,6.4688233629671605e-06,6.59019314338707e-06,6.4470439076454116e-06,6.4429387273672745e-06,6.5959882358566856e-06,5.022210006498285e-06,6.380198948128541e-06,5.365002272130343e-06,6.320273109139719e-06,6.5443790664266645e-06,6.318560165764702e-06,6.265495802986129e-06,4.9344513899019585e-06,3.4333864548993874e-06,6.232024243992351e-06,6.394935065866309e-06,6.588459680870881e-06,0.0,6.357691122765423e-06,6.644824512052539e-06,5.87908999271041e-06,6.3512501347536e-06,6.914844414019337e-06,8.834217200146346e-05,6.60936304875164e-06,6.462171174849655e-06,6.565817100288531e-06,6.3475813479156835e-06,6.335729616504574e-06,7.099343227458537e-06,7.766420242739311e-06,6.382632858411917e-06,6.286981796531738e-06,2.4844952200018196e-05,6.729316533948989e-06,6.115380121393526e-06,6.351786214574151e-06,5.009902115512217e-06,5.845196591901537e-06,6.7569496410734645e-06,7.841140335808873e-06,6.56353854074959e-06,5.975883037677887e-06,6.916697089301739e-06,2.6851659734515036e-05,6.233459837442836e-06,1.533226024094656e-05,6.074872898697976e-06,6.558559153894335e-06,7.841140335808871e-06,6.246911927869535e-06,6.58338824223029e-06,6.573886559025248e-06,6.725387763864623e-06,6.477632529153605e-06,6.330103925794359e-06,6.548531928580232e-06,1.3382860475636177e-05,6.919434988434279e-06,6.469054610117351e-06,6.396491493265215e-06,5.5988432545773885e-06,6.330103925794359e-06,5.51558670954914e-06,6.781907107814162e-06,6.727714993351951e-06,6.504000347648281e-06,6.480090485820426e-06,6.488517375872615e-06,5.997205813658152e-06,5.149859266114087e-06,5.452475091579853e-06,6.917547808068694e-06,1.4364331062716077e-05,6.513897111666966e-06,8.003280463420384e-06,6.5800057888804415e-06,0.0,3.1803782235380244e-05,6.490312308181856e-06,1.1734005732722426e-05,6.410289941075364e-06,6.535944513141203e-06,6.575205137398099e-06,6.420442672929066e-06,6.071853513544259e-06,6.460588783360328e-06,6.041364366121772e-06,6.685818961723714e-06,5.942449458567938e-06,5.460221951010774e-06,1.1175390127065682e-05,6.198206238389388e-06,6.376376152669542e-06,5.8945117740518865e-06,6.086813455731111e-06,5.988116695334044e-06,6.562857789190185e-06,6.472747071217908e-06,4.962711738882427e-06,6.5395843672735575e-06,6.404133882077782e-06,6.555326661467318e-06,6.551973218862893e-06,6.456518924946579e-06,6.3395817294549765e-06,5.918976767963659e-06,0.0,6.55415700706443e-06,6.41265290796284e-06,6.537263908669836e-06,6.869331885719433e-06,6.726931767926559e-06,6.448833042089475e-06,4.361875563443699e-06,6.145145470387599e-06,6.654329851217807e-06,6.3762201342998255e-06,9.156863034976639e-06,5.113658499108684e-06,6.289787222116663e-06,6.334849523543882e-06,6.353087601296523e-06,6.57780271250452e-06,6.406702902531014e-06,6.48627210294388e-06,6.543772517778731e-06,6.416296545010866e-06,6.142367218826527e-06,4.863106461452473e-06,6.334643049427179e-06,6.5041362764178126e-06,6.476589790260435e-06,6.39244655935594e-06,6.246620313751076e-06,6.472523840141187e-06,6.33050593004369e-06,6.788780944774771e-06,8.28248221882953e-06,6.331793775964525e-06,6.4448307143666856e-06,8.69959074590738e-06,6.572791729787857e-06,6.330917894186529e-06,6.33050593004369e-06,6.510850117170232e-06,7.373468237286061e-06,2.2327160827402802e-05,6.2796725164162735e-06,0.0017384531904514483,6.489265541381099e-06,6.393293176572372e-06,6.534983193415705e-06,6.253848283387621e-06,6.536473861811588e-06,6.452603896425425e-06,0.08789339764122,5.598843254577389e-06,6.391154697759631e-06,6.347593330583488e-06,6.715182791051607e-06,6.471975055934097e-06,6.520941138371968e-06,6.23900729197668e-06,6.19571943750214e-06,7.184431732355528e-06,6.420442672929066e-06,0.0,6.36800809096166e-06,5.292856226024602e-06,6.411156860954768e-06,3.6054821331815294e-05,6.8571120710555275e-06,6.457187916354372e-06,6.4026406333209855e-06,6.334221504660712e-06,6.469148298749048e-06,6.452767240981056e-06,5.8696523550270195e-06,6.982547885586899e-06,6.559811035202379e-06,6.618547809475376e-06,6.446724866941729e-06,4.902961149789686e-06,6.889610859504383e-06,5.492244320034266e-06,4.903582638667812e-06,5.670239594068889e-06,6.535683185256198e-06,6.557559121964916e-06,6.037242779087151e-06,6.387978456685303e-06,4.523559328876028e-06,6.560365320945119e-06,6.540283105242546e-06,6.4791588224415e-06,6.1413208940798445e-06,3.937799826705776e-06,6.523441298173624e-06,6.546327060444486e-06,5.522006035579322e-06,6.8229746683070644e-06,4.213835052122137e-06,6.444830714366688e-06,1.2239899496086582e-05,4.814921340316563e-06,3.579861217736661e-06,6.44483071436669e-06,6.2253956289792865e-06,0.00010617222642197116,4.879221728959581e-06,6.5764371788924155e-06,6.4800628259065295e-06,6.476769266975167e-06,6.387978456685303e-06,6.580204339948554e-06,6.4143492629664586e-06,6.428470009117031e-06,6.419723245088668e-06
Agricultural and forestry machinery,8.160708653693372e-07,1.3895671603734281e-06,2.603375996388926e-05,6.744544018840658e-07,7.948398036226629e-07,3.6983695053467213e-06,2.185119325014875e-06,0.0017452619385574864,6.251179096620533e-06,1.5192097612848931e-06,1.6696669453392703e-06,8.040797634098208e-07,8.139485117402484e-07,1.668317778048906e-06,6.102864460479786e-07,1.201156372931935e-06,6.307633705574703e-06,7.26472771842558e-07,1.4230386842861905e-06,8.745135695512077e-07,1.3488864542003552e-06,1.3582916878621512e-06,6.389705388512975e-06,1.4021812053808264e-06,7.01014494990178e-07,2.186727852127282e-06,9.339463800100095e-07,1.6589622595428254e-06,1.205675198868818e-05,6.772288016298143e-07,1.906975196016556e-05,1.2131769041787676e-05,2.1885935796783427e-06,1.4899818506346112e-06,0.0,5.10255282420723e-06,1.1449568184777076e-06,1.0290821627387634e-06,1.668317778048907e-06,8.328137073878239e-07,1.6607996133141084e-05,1.044906355577121e-06,1.7636130191084677e-06,2.588497591174314e-06,2.1659012378786197e-06,3.381091268077469e-06,1.1594729072932193e-06,7.962345362787296e-06,2.3531334760553623e-06,2.443575700739587e-06,6.59157590846315e-06,4.8980900449252484e-06,9.200422236031566e-07,1.6683177780489065e-06,4.870930652061293e-06,6.010680131341704e-07,6.56926483505258e-07,7.919433375911698e-07,1.7377237317439883e-06,1.4707193182147717e-06,8.424361040486643e-07,1.125437221562941e-05,1.2727888786799701e-06,1.492604157868985e-05,2.143139177686566e-06,7.116918317966269e-07,0.0,4.495265756514313e-06,9.136665438764274e-07,1.8599644682481335e-06,7.195169247620016e-07,1.5034621238344206e-06,9.658640600506272e-07,8.040797634098208e-07,6.627554359992514e-05,8.232026196343823e-07,1.0808981884566654e-06,3.785519223834909e-06,1.3960565847267953e-06,8.691238435124544e-07,1.227954239033875e-06,9.741520133137912e-06,4.189687656929107e-06,1.658082701229344e-06,1.5425026491966673e-06,1.9549478185194143e-06,3.0691129225930633e-06,7.97061987376617e-07,8.251102833193327e-06,8.228969368429876e-07,2.2891680444043343e-05,1.4756854674639615e-06,6.884078221872315e-06,1.0855132923130828e-06,0.0,3.168386138786273e-05,2.1773120851900157e-06,1.7737552770771462e-06,1.3328244965298104e-05,1.7140423838274215e-06,1.5791874468599918e-06,6.744544018840658e-07,1.3334836266313656e-06,1.0455275446697919e-06,1.1345494407306702e-06,1.0586782773805524e-06,1.0832002213396057e-06,3.2180770148807073e-07,1.3575888230242124e-06,1.331466457863434e-06,9.360531494360217e-07,4.644418842361571e-06,8.862403946014348e-06,1.3915271003102461e-06,3.0457166733577534e-06,1.097046759800501e-06,7.89942942650957e-07,1.0999855825840003e-06,9.05666998760618e-07,2.39841106828179e-06,9.202499121894608e-07,1.1895476367480154e-06,9.309424242652312e-07,6.673102746172168e-07,0.0,1.48105943583971e-06,4.562586321733095e-06,1.128190961026942e-06,8.069676216520011e-07,1.1305767748722983e-06,8.814447319665295e-07,2.440252122936325e-06,1.7573343037394133e-06,2.488281843860521e-06,1.631305810005145e-06,2.503043091397875e-06,9.301841038755911e-07,1.405220323811374e-06,1.7782109659657608e-06,9.932699297675274e-07,1.950521079411885e-06,1.663577255194142e-06,1.7460858903247331e-06,1.1776305422250804e-06,6.125608031578527e-06,1.0774929568826705e-06,6.744544018840658e-07,2.5321437236501186e-05,2.3825835673812576e-06,3.5667978123023836e-06,4.4191321430797126e-06,9.411855726843534e-07,9.90200135819587e-07,1.5884554493369325e-06,1.5004120910018804e-06,4.145584109544805e-05,9.8268257613317e-07,8.515703316840014e-07,7.285524851605952e-07,2.8521649735910074e-06,1.6561560220411614e-06,1.1761867328391028e-06,1.1588512909563834e-06,1.2651802390119247e-06,8.124886742456187e-06,1.8496299227087563e-05,6.474482768453112e-05,2.026013770923415e-06,9.65050533488255e-07,2.0810752366020827e-06,7.75374639966338e-07,1.0449063555771215e-06,2.026366813560589e-06,9.492590857448628e-05,1.396056584726795e-06,9.828107452492929e-07,1.379988654747924e-06,4.115982962045188e-06,3.773963112448668e-06,2.6330587799070917e-06,1.021546034225535e-06,2.8106878219504445e-06,8.745887595537601e-06,1.1384783893352724e-06,0.0,1.568931626469623e-06,1.2858547827838768e-06,1.2816209606236229e-06,2.558714015577368e-05,7.827873893790473e-07,1.0705543840098335e-06,8.203538239996957e-07,3.6046124584229878e-06,9.436057363583062e-07,7.384016489132044e-07,4.151475919096161e-06,1.056719760107638e-06,6.647622460823404e-07,7.341683131324701e-07,5.194323804168446e-06,6.825315651315586e-07,4.671705165680657e-06,1.119660517735083e-06,7.176540107768264e-07,1.1940400055638735e-06,1.4842364684119319e-06,3.32279567842582e-06,1.2808953250030722e-06,7.26472771842558e-07,1.1251567136045393e-06,1.8581662497411315e-06,1.2372463026573624e-06,5.0454296841918975e-06,1.3168917184556481e-06,1.0553837066486676e-06,1.454407800528526e-06,1.1799718904238312e-06,1.6388016928988503e-06,1.9184972103583853e-06,6.483623494102031e-06,1.0335210993170344e-06,0.00011864629154456312,6.744544018840658e-07,7.890579330138092e-07,0.0,1.0571525711059007e-06,3.6058300384476774e-06,4.069091704685327e-06,1.681819808305048e-06,1.0702625932742859e-06,8.203538418876289e-07,1.266373359116045e-06,1.2543626627295894e-06,5.930789929441529e-06,3.598233451240178e-06,5.1531178152086875e-06
Aircraft and spacecraft,2.2216590103182497e-05,2.620152198248277e-05,2.1093072871428038e-05,2.2124861483116733e-05,1.3103335164888029e-05,2.0097374913386304e-05,1.901168556403029e-05,3.4626283148599e-05,1.8661770093849973e-05,2.2308200712397542e-05,4.2088205284122465e-05,1.8151480498220405e-05,1.9339915587849436e-05,0.0006383166584539083,5.8393944789717274e-05,2.0355774966656735e-05,3.3444301779723275e-05,1.8267925431547498e-05,6.180768393469328e-05,2.995162333063784e-05,0.00018209675130389198,1.9247287535587585e-05,1.967417554869386e-05,1.972364546113301e-05,3.6960149026837635e-05,1.79444927203937e-05,1.2834596993404994e-05,3.398561055957328e-05,1.8966196335998235e-05,1.8444405654953315e-05,0.0002803633654575611,1.9733365903855696e-05,2.118570920949856e-05,1.3404987388127097e-05,0.0,2.2814426599750254e-05,3.195224445515347e-05,2.2786381074522437e-05,0.0004494488966039983,2.6310131193531462e-05,1.937166052636414e-05,2.1228744362083362e-05,1.4302353124653902e-05,1.679809896611017e-05,2.583618849133547e-05,1.972265534224935e-05,0.0005189482297351081,0.0006084850137488364,1.9776809337027452e-05,1.5028934804520452e-05,2.0451330111727726e-05,1.6772408177458465e-05,2.9271064864427304e-05,0.0006383166584539084,2.0215107898261173e-05,6.525444772589887e-05,1.836186780020141e-05,1.9045868409022418e-05,1.896706503262369e-05,2.241821769904083e-05,2.085042283497114e-05,1.9510834185666924e-05,1.872546380345519e-05,2.1345042416961734e-05,2.310894322108628e-05,2.2371964377172282e-05,0.0,1.1146996309725552e-05,2.0236121261715723e-05,2.1249925795818235e-05,1.5492617294839502e-05,2.3643864689198394e-05,2.2356666603572404e-05,1.2834596993404994e-05,1.9090240407734158e-05,1.9066773951898595e-05,0.000568029250353643,1.844076904988474e-05,3.5302561036378476e-05,2.2213679594915498e-05,3.4888605948558456e-05,2.0797836095106527e-05,1.918146435926799e-05,1.8754068122831507e-05,2.2219340343017615e-05,1.551797578241496e-05,1.9132428433091713e-05,1.6422875284219476e-05,2.2783515702774316e-05,2.0189949781212177e-05,1.9074231183091944e-05,3.721723455078958e-05,1.965725599317759e-05,2.8311893951483243e-05,0.0,2.014630011154826e-05,3.852150779546019e-05,1.8246738065688493e-05,2.308071354774638e-05,0.0025176350349524314,2.360846863216733e-05,2.2948451689040833e-05,1.5743681098321454e-05,5.241786446137257e-05,2.157314505964898e-05,1.7653948199095743e-05,1.971076383583896e-05,6.9445445223413845e-06,1.8475681610101035e-05,1.909024040773416e-05,2.007077434559355e-05,7.753011644487888e-05,1.8979663009239316e-05,1.5227532276127866e-05,3.87332493646509e-05,0.0004846084953394294,1.8343846734798264e-05,2.1487761638237345e-05,1.9244272373490686e-05,3.0662957263011906e-05,2.0660591282671305e-05,2.020547687312634e-05,3.409714653321085e-05,1.8812403333766297e-05,0.0,3.3371527817243365e-05,1.882020869961412e-05,2.4618031848666222e-05,1.9687200657720725e-05,2.321293434755704e-05,2.436921171968886e-05,1.1037830230918634e-05,3.202502797973527e-05,1.3303236995080737e-05,5.0955190370251236e-05,1.901269201628949e-05,2.5970249657692875e-05,1.9677228116914733e-05,3.764107894360771e-05,2.0653767919092227e-05,1.4324967592171315e-05,3.489352532614407e-05,6.504169510070936e-05,0.0,1.58436037369577e-05,0.00016476967613762006,2.2308091025874074e-05,1.9686854005689826e-05,1.4018751307829587e-05,2.7658964948305557e-05,2.0911057965008516e-05,1.6268824817574905e-05,1.3371584588397114e-05,0.0,2.611599282280195e-05,2.3225285147488133e-05,1.8096757906679772e-05,3.534439814141831e-05,1.8876828099578323e-05,0.0004794420233090059,0.000638316658453908,0.0005601022448632959,2.3709721632553534e-05,2.469753014826911e-05,1.8819704640718283e-05,1.2834596993404994e-05,0.00015224798275176223,3.249931332555673e-05,3.214840225355537e-05,0.00022501131974794256,3.648944056462208e-05,2.4472734070789596e-05,1.551797578241496e-05,3.0177659593336966e-05,3.530256103637848e-05,1.814763640909269e-05,2.328484566999855e-05,1.5216565091594736e-05,2.4472734070789596e-05,2.1335229940481025e-05,1.9289091162169506e-05,2.2155330045096796e-05,2.3448879045383593e-05,2.2948451689040833e-05,0.0,1.9810237723100057e-05,0.0005325904821638426,2.0703084161336193e-05,3.328276015100702e-05,2.2925385595376028e-05,1.6264243736462154e-05,2.1096943876180597e-05,2.0863897266746312e-05,2.273650632189687e-05,1.8014161947100723e-05,4.8966708807434274e-05,2.0001283344310593e-05,2.3116369594971744e-05,1.965214925196881e-05,1.8889868247019347e-05,1.970213452888512e-05,2.0726792035528954e-05,2.1139406164608774e-05,2.24349127684172e-05,2.3547296643513495e-05,1.6401897329253587e-05,3.265370806900322e-05,2.9792272138739117e-05,1.7461442084975047e-05,2.391822770202291e-05,0.00012673151373708685,0.0005651046028520505,3.40805277413507e-05,1.3730232235877529e-05,1.4882108413690778e-05,2.0070774345593562e-05,1.8316985725113227e-05,1.9134672571573115e-05,1.977458629516809e-05,4.485088378695717e-06,3.2123039496168574e-05,1.4921760052366618e-05,1.8096757906679772e-05,1.959979419152662e-05,2.2213679594915498e-05,1.864749385613912e-05,1.8615613361734467e-05,3.41163996656078e-05,3.403039566401896e-05,0.0005847381232835961,0.0005088956132359942,3.6497319154391696e-05,1.8831243572181965e-05,1.9098569430959077e-05,1.929120781786633e-05,3.887672821528381e-05
Animal feed ingredients and pet foods,0.0,1.0000000000018539,1.000000000001853,0.0,1.0000000000018532,0.0,1.0000000000018534,1.0000000000018534,1.0000000000018536,0.0,0.0,0.0,1.000000000001853,1.0000000000018532,1.0000000000018536,1.0000000000018536,1.000000000001853,1.0000000000018545,1.0000000000018534,0.0,1.0000000000018539,1.0000000000018539,1.0000000000018532,1.0000000000018536,1.0000000000018539,1.0000000000018534,0.0,1.0000000000018532,1.0000000000018525,0.0,1.0000000000018479,1.0000000000018536,1.000000000001853,1.0000000000018536,0.0,1.0000000000018539,0.0,1.0000000000018534,0.0,1.000000000001854,1.000000000001853,1.0000000000018532,1.000000000001853,1.0000000000018536,1.0000000000018527,1.0000000000018527,1.000000000001854,1.0000000000018536,1.0000000000018534,1.000000000001854,1.0000000000018534,1.0000000000018534,0.0,0.0,0.0,1.0000000000018534,1.000000000001853,1.0000000000018536,1.0000000000018536,1.0000000000018527,1.0000000000018532,1.0000000000018532,1.0000000000018532,1.000000000001852,1.0000000000018539,1.000000000001853,0.0,1.0000000000018536,1.0000000000018523,1.0000000000018527,1.0000000000018534,1.000000000001853,0.0,1.0000000000018532,0.0,1.000000000001853,1.0000000000018543,1.0000000000018536,0.0,1.000000000001853,1.0000000000018539,1.0000000000018527,0.0,1.0000000000018534,1.0000000000018532,1.000000000001853,1.0000000000018525,1.0000000000018523,1.0000000000018525,0.0,1.0000000000018534,0.0,1.0000000000018525,1.0000000000018539,0.0,1.0000000000018534,1.0000000000018527,1.0000000000018507,1.0000000000018536,1.0000000000018539,1.0000000000018536,0.0,1.0000000000018534,1.0000000000018532,1.0000000000018527,1.0000000000018545,1.0000000000018539,1.0000000000018536,1.0000000000018519,1.0000000000018534,1.0000000000018534,1.0000000000018536,1.0000000000018534,1.0000000000018532,1.0000000000018536,0.0,1.0000000000018525,1.0000000000018545,1.000000000001853,1.0000000000018536,1.0000000000018523,1.0000000000018527,1.0000000000018536,1.0000000000018532,0.0,1.0000000000018532,1.000000000001854,1.0000000000018532,1.0000000000018539,1.0000000000018525,1.0000000000018536,1.0000000000018527,1.0000000000018525,1.000000000001854,1.0000000000018527,1.000000000001853,0.0,1.000000000001853,1.0000000000018527,1.0000000000018527,1.0000000000018012,1.0000000000018534,1.0000000000018543,0.0,1.000000000001854,1.0000000000018539,0.0,1.0000000000018539,1.0000000000018532,1.0000000000018534,1.0000000000018539,1.000000000001854,1.0000000000018534,0.0,1.0000000000018534,1.0000000000018532,1.0000000000018534,1.0000000000018525,1.0000000000018539,1.0000000000018532,0.0,1.0000000000018534,1.000000000001854,1.0000000000018543,1.0000000000018525,0.0,1.0000000000018516,1.0000000000018532,0.0,1.0000000000018525,1.0000000000018539,1.0000000000018534,1.0000000000018536,1.0000000000018483,1.000000000001854,1.0000000000018534,1.0000000000018523,1.000000000001853,1.0000000000018532,1.0000000000018532,1.000000000001853,1.000000000001853,1.0000000000018543,1.0000000000018527,0.0,0.0,0.0,1.000000000001853,1.000000000001853,0.0,1.0000000000018532,0.0,1.0000000000018527,1.0000000000018534,1.0000000000018545,1.000000000001853,1.0000000000018534,1.000000000001853,1.000000000001852,1.0000000000018534,0.0,1.0000000000018539,1.000000000001853,0.0,1.0000000000018534,1.000000000001853,1.000000000001854,1.0000000000018539,0.0,1.0000000000018534,1.0000000000018543,1.0000000000018534,1.000000000001853,1.0000000000018532,1.0000000000018536,0.0,1.0000000000018536,1.000000000001853,1.0000000000018534,1.0000000000018536,0.0,1.0000000000018512,1.0000000000018543,1.0000000000018539,0.0,1.0000000000018525,1.000000000001851,0.0,1.0000000000018532,1.0000000000018532,0.0,1.0000000000018532,1.0000000000018534,1.0000000000018539,1.0000000000018539,1.000000000001854
Articles of concrete cement and plaster,3.2245888404162433e-07,5.055054537010151e-07,2.1373980792083892e-07,3.201946713030058e-08,7.67661516245557e-08,8.102314305012845e-09,6.902753781920344e-07,4.343627718868997e-05,1.8972066225655467e-08,8.795552669707758e-07,4.52964195395512e-08,6.370641903308576e-09,2.800779412885744e-07,2.7473383243412242e-08,1.450198872746515e-09,4.790344243653483e-08,6.813288466918132e-07,1.2392863846513278e-08,6.858726163676875e-07,3.0099512765826074e-08,2.949510296807953e-07,7.165306960112942e-07,1.9356169751940676e-09,2.248326500776695e-05,5.334109762231787e-08,4.109004087922355e-09,3.4355777970863977e-09,4.6991498518736685e-07,3.446208010942932e-06,3.996352345505786e-08,1.1946433509104415e-06,1.6404831081028522e-06,7.071558433481101e-07,7.247629853944966e-07,2.335412160177613e-07,5.63753563257717e-07,3.03961650829141e-07,4.52964195395512e-08,2.7473383243412245e-08,2.2097044437400965e-08,0.0006978094967456965,6.821604664329175e-07,1.1727782924376057e-07,2.1420594767366396e-07,1.7126177594405197e-05,2.8292964598917084e-07,4.168163215892419e-07,5.692223351942342e-06,5.378322282181696e-07,5.976461214322194e-08,6.402416232186287e-06,1.4970851094821806e-06,4.795275719995784e-05,3.0675511530453353e-07,7.91023444771084e-08,7.247516439646926e-09,2.692042587345829e-09,4.631976766791332e-09,6.228737509970005e-07,1.3928751064448447e-06,6.370641903308576e-09,2.335412160177613e-07,6.615918771070914e-08,4.73119833277455e-05,2.8104955970470153e-07,2.368567603063888e-07,0.0,8.062721024323841e-09,1.4625263870884023e-08,4.337665012120782e-07,3.392391005273187e-09,5.063970955336928e-07,1.8927594878237316e-07,3.515784461185553e-09,0.0011213003707646139,7.430607174613168e-09,8.218224135422554e-07,1.6647644541042316e-07,5.730890468171562e-07,1.8927594878237316e-07,4.859115471778052e-09,3.983362010183154e-07,3.5129864187261224e-08,5.89021554570383e-07,3.513093616070252e-07,1.775987019865088e-08,3.29151484858974e-07,5.131644501672974e-09,5.339891811473308e-07,6.512152730507531e-09,1.908770176248137e-06,9.96919802886045e-07,1.4032960356547464e-06,6.389233134552326e-07,0.0,2.9790653282759765e-06,1.8494321737136065e-09,2.725583705580834e-07,3.5773185049013542e-09,7.649441875460532e-07,7.247287435442126e-07,0.0,1.9523380585702866e-08,5.197795529458094e-07,1.5656558313033367e-07,3.2894331602884514e-08,2.458088719235747e-07,2.5012827519702465e-09,1.4024978194647879e-06,5.34075187735175e-05,5.725024229927808e-06,2.3796145968014494e-08,5.374018122605281e-07,2.2169880807178632e-08,8.548087065071243e-07,4.958165338580793e-07,1.2305255802088608e-07,8.465940309386777e-07,7.066597173929175e-07,9.707802301798202e-07,3.952867948220397e-07,2.4684765548911884e-07,1.3568775363047785e-07,4.06133173889921e-07,0.0,6.777285237366133e-07,5.586347631797097e-07,2.2821614540431273e-08,3.334537725999016e-09,2.3394842743049338e-08,7.169174851234412e-07,3.563888970634532e-09,1.4675417888817014e-08,2.799840518379578e-07,6.793165992007889e-07,1.2798608135437227e-09,9.835193055719709e-07,1.1768015587444502e-08,7.702051610718964e-08,3.0920850394307612e-09,8.893686397215816e-07,1.6477407220790685e-08,7.504256034308186e-07,8.968207674099042e-07,2.894076474255553e-07,3.126436411368299e-07,2.8691684693492143e-08,6.375178764032095e-07,5.849874935172307e-07,7.867329172656192e-07,5.606402630539831e-07,2.1209115038734275e-07,1.1344337842211188e-07,3.709222477905111e-07,5.929386521236402e-07,5.181053651717263e-06,3.930192471715233e-07,9.853935044975511e-09,3.547993488803011e-09,7.515467632983092e-07,7.361321078935632e-08,3.930192471715233e-07,6.871879304558388e-07,7.675607275748176e-07,2.858982330015329e-06,3.9301924717152325e-07,0.002942274857381665,1.1510834460600118e-06,2.386616761287735e-06,6.272059633208044e-07,2.1242813949560032e-09,6.819932786549e-07,2.5945212011176714e-09,2.4888684572865083e-05,5.730890468171564e-07,3.459537844004358e-07,2.4424930770409804e-08,9.866338654203865e-10,6.367679248925736e-07,4.3437712122914156e-07,9.144240047343132e-07,5.498819492258731e-07,5.214515960617225e-09,2.8380926191078035e-07,0.0,2.8608812321602094e-07,6.507987033147028e-07,5.23531849538711e-07,7.747207095276184e-06,4.037358702537508e-09,6.684521204583367e-07,7.090754355757544e-09,1.765752859723213e-08,4.957175736225874e-07,1.5173291200326565e-07,9.522061484010701e-07,4.0363189874168165e-09,9.718468707862577e-09,2.869647127657309e-09,5.845419835507274e-07,6.749691394994336e-08,6.570169924167358e-07,1.175676155690673e-06,1.5337597650035287e-07,1.9697067665745574e-07,7.477512915707348e-07,9.897836180693482e-07,2.2656643287319165e-07,6.184138025056326e-07,5.735903480081972e-08,6.627615966228468e-07,5.92352437704016e-07,9.493642201639943e-07,3.748607410975095e-08,9.7743088510217e-10,5.065210400159734e-07,1.9119510577274123e-06,4.765597678453387e-08,4.5913217239459464e-07,8.043344764268377e-09,0.0,0.00046549396369774534,3.060997239267473e-08,2.6062918861921692e-09,0.0,1.3961059149772544e-06,8.13221403606057e-07,3.839092784477625e-08,1.039232139060456e-06,5.625002177186867e-07,1.4138423829005905e-07,6.184138025056326e-07,7.754517510209494e-07,5.579692509284011e-07,5.899679322163683e-07,5.40161119559336e-07
