,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,1.3905678077614793e-07,1.6858843983291892e-07,1.9440997505012587e-07,1.1280194142756199e-07,1.8313842794600742e-07,2.3266194053126612e-07,1.7547994263348078e-07,1.3696209291078763e-07,1.661671470453746e-07,1.631755365972872e-07,1.7468436536617158e-07,1.9592947474024478e-07,1.1973562552591132e-07,1.5809810467799452e-07,1.9691756983797868e-07,1.830800724445211e-07,1.9324711491372385e-07,1.5857230233343335e-06,1.981167110590712e-07,3.957823202361048e-07,1.8599860219049012e-07,1.682587347640592e-07,1.6570274237018254e-07,1.8720075602844853e-07,1.5912568759052214e-07,2.2523638952903388e-07,2.157236858835732e-07,1.8685237391788134e-07,1.389919482276317e-07,1.1392672229838449e-07,1.4655388733534272e-07,6.720206722820992e-08,1.2838194953210593e-07,1.6551182158276679e-07,1.6940086607097155e-07,0.0,1.8326579395610306e-07,2.7274638187653463e-07,1.4244615778619459e-07,1.5809810467799452e-07,1.9368866418627142e-07,1.5788940431120094e-07,1.6737535321972486e-07,2.0102335722410492e-07,1.7398302726738363e-07,1.9513557091009128e-07,2.996818322094678e-07,1.7627215468442333e-07,9.074731061015176e-08,1.7909062099691227e-07,2.1995215355181092e-07,1.5112194079575624e-07,1.8308596359864895e-07,1.4371569329198498e-07,1.5812421052649018e-07,1.1421129072076707e-07,2.1116121640143518e-07,1.999248644917824e-07,1.9025909541134274e-07,1.6842922903034344e-07,1.5005454381552175e-07,2.1816100542596983e-07,1.228966325240315e-07,1.9498786030055177e-07,4.4594049381622775e-08,1.9458248547128606e-07,1.7326339307945664e-07,1.902590954113427e-07,2.2071362576843932e-07,2.591627242084479e-07,1.70491371470911e-07,2.0581405936587524e-07,1.6425263524274655e-07,2.4116322553887365e-07,2.154960078774587e-07,1.928691926424036e-07,2.1569306523256456e-07,1.639621184618198e-07,2.0870450188904362e-07,1.6576570021934943e-07,2.4116322553887365e-07,1.6240250100999366e-07,2.0866729497867924e-07,2.143454190692561e-07,1.8520611842587885e-07,1.977374395349095e-07,1.8722876946164224e-07,1.5369544213437274e-07,1.2685990354361442e-07,2.1769212402667867e-07,1.4611112744205388e-07,1.6653680395241176e-07,1.2279114298266467e-07,1.667381214657129e-07,0.0,1.4216288495190852e-07,1.973267592544559e-07,1.3050097992076363e-07,1.7032954044249514e-07,1.68353156991829e-07,1.694283653957804e-07,1.6436908830002718e-07,1.8949962274286545e-07,1.8038519999844924e-07,1.6328893054238313e-07,2.6023452121381185e-07,1.8921897744574115e-07,1.9640596746100044e-07,1.3780627152161016e-07,1.9436970688644659e-07,1.6136567134353143e-07,1.8509247347937284e-07,1.6262603998783163e-07,1.7986774493603968e-07,1.6793203643288775e-07,1.626461842132689e-07,1.1407201416299279e-07,1.6675064782611703e-07,1.8059007954729885e-07,1.678449660384901e-07,1.7572675005098372e-07,1.68533089123997e-07,1.6931541171362503e-07,1.3892461670868713e-07,0.0,1.7397823318760975e-07,1.9174535534831222e-07,2.166860028596145e-07,4.878677834291852e-07,2.153976550174564e-07,1.6207908529615432e-07,1.4479896594414184e-07,2.1131977899488075e-07,3.3393310325240757e-07,1.672445568714147e-07,1.43920501115984e-07,1.1747027094618327e-07,1.9231614466900852e-07,1.8352951997297812e-07,2.3971165429997485e-07,1.679382850512064e-07,2.1680385148861154e-07,1.6695059569232766e-07,1.667493499429508e-07,1.829783949747574e-07,2.4944825318479936e-07,1.1066167642177565e-07,1.8335038873464786e-07,1.7429300284625163e-07,1.6562265999534763e-07,1.829012626018679e-07,2.118278205548441e-07,1.7662495451458596e-07,1.6188115848406634e-07,1.927330615856456e-07,1.4660433251253418e-07,1.6164629817100172e-07,2.2537905240951176e-07,1.8704451113780632e-07,1.6855182866189886e-07,1.5782852478163557e-07,1.6188115848406634e-07,1.739874072028935e-07,1.6799208334892294e-07,1.550070963709616e-07,1.6021990100091165e-07,1.492547833262227e-07,1.663020568979673e-07,1.6115110375886607e-07,1.6636090733178937e-07,1.8417669786116602e-07,1.751292768831179e-07,2.4114325762739827e-07,1.198460632612669e-07,1.6576570021934945e-07,2.08510645226343e-07,1.8170514570034595e-07,2.108611058572056e-07,1.9694967192624612e-07,2.07151206660311e-07,1.7898641180158e-07,1.6162557335459918e-07,2.5572132282999117e-07,1.6436908830002718e-07,0.0,2.1751929631377215e-07,1.2285223382985426e-07,1.8017170972953564e-07,1.4161826018856159e-07,2.0213762131424426e-07,1.6526844542326024e-07,2.0247858087436345e-07,2.2056208548659544e-07,1.669901215625258e-07,2.196300127845903e-07,1.4133038767739783e-07,1.861582931855405e-07,1.9624205868185058e-07,2.2307308589867103e-07,1.8426544700216893e-07,1.2275928719640174e-07,1.7838954536338498e-07,1.4823918392633716e-07,1.0688986509159626e-07,1.5609054842529894e-07,1.7478710063116134e-07,1.6763113595093436e-07,1.7702209056184573e-07,1.6196725219279671e-07,1.2899807834558414e-07,1.6749121694289367e-07,1.6642599621822152e-07,1.338514524303954e-07,1.9606622005453368e-07,1.1311402250509445e-07,1.660841819111961e-07,1.6695275387282135e-07,1.4243970831999e-07,1.7415440699814773e-07,1.3712184111400045e-07,2.2537905240951176e-07,1.2076035623529868e-07,1.0637521164901444e-07,9.781347328850236e-08,2.2537905240951184e-07,1.4300465298472084e-07,1.2318185750583035e-07,1.1082445846540455e-07,1.6714265028215994e-07,1.6837885152934865e-07,1.972427476995326e-07,1.6196725219279671e-07,1.6781409269920258e-07,1.8861251558786406e-07,1.7757398144788154e-07,1.819996949911872e-07
Agricultural and forestry machinery,3.2652249952086783e-09,1.0381066458996066e-09,2.374986927690651e-09,2.2731508281383523e-10,1.4792447582247944e-09,4.453536590239707e-09,9.528944674726486e-10,4.6086226573691616e-08,1.3883883145970769e-09,6.968457828563842e-10,3.203407398600539e-10,4.687376009398014e-10,5.858934795440429e-10,3.2009181649503254e-10,5.205332345253125e-10,2.198739636087598e-09,1.4813828927530026e-09,5.516423535730065e-10,1.176375107413402e-09,4.985230571153191e-10,1.6354921886349712e-09,7.644646917145303e-10,1.2504338623416565e-09,1.2319857239915476e-09,2.7530951144442893e-10,1.0806310833861646e-09,6.664953579255513e-10,6.129092017561315e-10,1.0626245325383178e-08,2.310347226994052e-10,4.2347933479926285e-09,3.263593210117973e-09,1.7804975896338968e-08,6.73312465395935e-10,9.538876744916082e-10,0.0,1.1463946129193026e-09,6.083566862138337e-10,3.524509577484976e-10,3.2009181649503254e-10,6.545138877214478e-10,1.83819036661e-09,5.50962347984443e-10,1.8134655752227837e-07,1.0535876797947726e-09,8.555921652533942e-10,9.907583200820887e-10,5.642490503393505e-10,6.394634323962089e-07,7.161330213909113e-10,4.79588802759733e-07,1.2699515129774479e-08,4.649339747470354e-09,7.543607892553545e-09,3.2009181649503254e-10,9.566594164765117e-10,1.140358927341433e-09,4.201401444435769e-10,3.4492515719360264e-10,9.585076972569782e-10,9.43686907836316e-10,5.835285876731468e-10,1.1581756448869393e-08,2.056129545853757e-09,1.0266245212755904e-08,1.2375642596312615e-09,2.557776189811274e-09,0.0,5.547857675908191e-09,4.047527727859134e-10,8.600581078520784e-10,3.650080188869979e-10,7.708904360865019e-10,6.053655417399335e-10,4.687376009398014e-10,2.0387290460402117e-08,5.310890821537424e-10,4.920739415690662e-10,9.63956709321455e-10,1.000782137465401e-09,6.233859506850017e-10,1.6959650124918055e-09,2.7479015789978632e-09,5.1328996891145065e-09,1.2653893802650503e-08,2.3188405857343915e-09,3.33461099289956e-09,1.0286318765125285e-09,7.170077204957715e-09,5.622685648241571e-10,3.420776786258357e-08,6.960473074872729e-10,4.8785687102446465e-08,5.891421619459011e-10,0.0,1.1149564732499565e-05,8.074593996266793e-10,8.923407112330523e-10,9.7535459248297e-10,7.591967426852307e-10,9.611311445577173e-10,2.2731508281383523e-10,6.418060995096678e-10,1.1165992901891131e-09,2.53339300751718e-09,5.300430101647595e-10,9.715160589405138e-10,1.8541512312990443e-09,2.0639524959423814e-09,1.4131877066625674e-09,6.025916881310444e-10,6.587515212444413e-10,1.8322000130856256e-09,8.432569238987574e-10,1.0114121525873504e-09,7.263417537809816e-10,2.8251945726715733e-10,7.362267748349682e-10,6.522523336644637e-10,8.704693060716908e-10,1.4714738219117614e-09,2.632600764572661e-09,2.8626535182935266e-09,1.2174987709414905e-05,0.0,8.588752474714006e-10,9.164737936308195e-10,7.946311615499077e-10,4.6191217209920475e-10,6.395317056039481e-10,4.2571859092620135e-10,2.355823674726939e-09,1.1117857384723711e-09,9.228576921069176e-10,1.1319009337543437e-09,7.247547324312959e-10,3.9530378944332306e-10,1.4764756909344788e-09,1.6523839533122537e-07,1.352614450794825e-09,9.481214992839626e-10,1.2190815353565142e-09,5.821703125464409e-10,6.279383023512864e-10,1.4180968349960047e-09,3.6171995587714596e-07,2.2731508281383523e-10,1.4740531513528964e-09,2.3206777666773686e-09,7.58533420865799e-10,1.0048547757175312e-09,1.0859788296049222e-09,8.185834191383664e-10,3.6002786134147047e-10,9.14147712004582e-10,8.876422892897417e-09,4.6196265504456256e-10,4.659208177486093e-10,4.5684292041870577e-10,8.742409705094041e-10,3.3151439464894564e-10,5.661874138661699e-10,1.1436357365833752e-09,1.0648489509129189e-09,1.7659428288688952e-08,3.1771467861421218e-09,3.6273598478339777e-09,8.905135177928831e-10,4.802736721300953e-10,7.47160953070049e-10,3.636095844969694e-10,5.50962347984443e-10,2.459385586992516e-09,5.025214966135764e-09,1.0007821374654013e-09,6.880559390673517e-10,1.1949879139873512e-09,9.204342933408435e-10,7.595163121317004e-10,9.137582663847111e-10,9.389568463699723e-10,1.7933033941318712e-09,6.831365208062879e-05,5.523884707025923e-10,0.0,6.901829171822258e-10,6.796742312214006e-10,8.307205984119038e-10,2.0742019441547308e-08,4.090134738779426e-10,1.321330338160143e-09,4.6032677562090416e-10,1.222720475551049e-09,7.239243780394012e-10,1.2513414000304938e-09,1.6433039604576412e-09,5.986357603673275e-10,6.808904209355219e-10,4.2819392946927474e-10,1.128177301542767e-09,2.387846446926712e-10,9.052628170315928e-10,1.6050308858094197e-09,2.766500840251658e-10,9.910576053853786e-10,8.805352084998656e-09,1.0694819872771517e-09,1.3103895770204818e-09,5.516423535730065e-10,8.543106786892459e-10,6.156194377419701e-10,6.173416872680757e-10,1.2168677358137078e-08,1.8099352136162602e-09,5.1544694837193e-09,7.535082805483646e-10,6.246729130566405e-10,8.638373306788604e-10,8.689829072027207e-09,5.817611800758577e-10,3.574246266419643e-10,4.534235576055268e-09,2.2731508281383523e-10,1.0279937364622137e-09,0.0,1.6191918907333677e-08,2.5693906252099167e-09,8.019591157120614e-10,7.850412288587769e-10,5.280484907766406e-10,7.222585875326554e-10,6.007953210118847e-10,1.3193791657627531e-09,1.1065242469371795e-09,9.87552040263484e-10,1.1009359273916115e-09
Aircraft and spacecraft,1.975957173172278e-06,2.207104368916775e-06,1.3973244839945596e-05,2.1504383233669164e-06,1.1585591532918329e-06,1.7797327403594592e-06,2.4884540318263863e-06,2.777537214598411e-06,1.8566635100462397e-06,2.702460556265382e-06,2.065719755545496e-06,1.4539875776036333e-06,1.7997717991910762e-06,1.2642943071952088e-06,4.382591664748014e-06,2.1912020989952634e-06,2.9199825213708713e-06,4.949501542345078e-06,6.334468133883254e-06,2.7871796102078933e-06,1.3911619057354176e-05,1.8507635506274514e-06,1.8062353809280101e-06,2.432246929258662e-06,3.025379432949443e-06,1.8252615469236216e-06,1.1729822924096935e-06,2.945599612453266e-06,1.601315998368502e-06,1.6590007290668948e-06,1.4870450957534813e-05,2.12930609525201e-05,2.078642805538949e-06,2.1655958216240897e-06,1.355195719670503e-06,0.0,1.682879392669093e-06,2.45086225179233e-06,2.1863324575282886e-06,1.7319921842422806e-06,2.196799114834764e-06,1.5828781921619214e-06,2.0141126374208172e-05,1.450209230466013e-06,2.3094791070107342e-06,2.6572886109096345e-06,1.7468724662600571e-06,1.5998103923145354e-06,1.701637388040366e-06,1.996342014188154e-06,1.5582027224201e-06,1.8545618431998493e-06,1.5922400885896242e-06,2.587459854311342e-06,1.2642943071952088e-06,1.9324129282801458e-06,5.039486603769038e-06,1.4651068627526896e-06,1.9090114151314526e-06,1.7542796956254976e-06,2.760348130141862e-06,2.0263770296011374e-06,1.8261636354673431e-06,2.2466058816221053e-06,1.769829281381576e-06,2.1307142009307148e-06,2.280988870026636e-06,0.0,1.1908348294654356e-06,1.8810707783371343e-06,2.793700836985712e-06,1.46110517077133e-06,1.3473834858149185e-06,2.7959811622061107e-06,1.1729822924096935e-06,1.951938305715701e-06,1.909886071629851e-06,1.7858157054157784e-06,1.7299332490929654e-06,2.7822512538509307e-06,2.7899652445345084e-06,1.8650145924705502e-06,3.4003233300397665e-06,1.8048071858769084e-06,1.6876534756740545e-06,1.4219594098989922e-06,2.4553735294546045e-06,1.4913826443078041e-06,2.1860216516125566e-06,1.8684827487495264e-06,1.7644547357294712e-06,3.0587378330485163e-06,1.7816954282190916e-06,6.929822897007812e-06,0.0,2.0683067310614198e-06,1.608937044101335e-06,1.6191721670404217e-06,3.7045273438841144e-06,2.494752856411508e-06,2.2226615582271298e-06,2.109736267581275e-06,1.4292444280240035e-06,3.953758126619201e-06,1.7627282094408673e-06,1.839983615287598e-06,2.0541225875205956e-06,6.098816704266754e-07,1.6396923773589113e-06,1.951938305715701e-06,1.8920235018111114e-06,6.106493932826459e-06,1.7877732551708437e-06,1.4715960975066326e-06,2.655473125919446e-06,1.5755948488491534e-06,1.657587801858757e-06,1.7239663242017192e-06,1.6483477618069387e-06,2.7927208641719916e-06,3.1283389032893375e-06,2.372432055697106e-06,3.3441062615241745e-06,1.792629416773636e-06,0.0,2.5142321440230958e-06,1.7047285025655525e-06,2.1633950644294497e-06,1.7405324902650786e-06,2.192572998841723e-06,2.312395434810802e-06,1.0807494550919626e-06,2.83692542298885e-06,1.2351857706207145e-06,1.9722505968388177e-06,1.808757045540786e-06,2.123008416579648e-06,2.044531962627853e-06,3.4666939347157937e-06,2.0422936617630595e-06,1.3485635602176973e-06,3.0646268908625576e-06,5.0631920932563055e-06,0.0,1.3720327872274959e-06,1.2555034002581281e-05,2.6904547015656277e-06,1.7645720094209906e-06,2.689466765039834e-06,2.6139340770615644e-06,1.827337277720046e-06,1.2440548513286455e-06,1.2164813140445888e-06,0.0,2.458071650390079e-06,1.8617293379844275e-06,1.5852855021439096e-06,2.7852382289906506e-06,1.6924259818844297e-06,2.005495223586198e-06,1.2642943071952094e-06,2.0534494584794725e-06,2.5035578877085387e-06,1.662719271182449e-06,1.58350113677609e-06,1.1729822924096935e-06,2.5255548128326075e-06,2.5694403974041192e-06,1.6054020386965138e-06,1.9374445020375995e-06,3.1940995103079877e-06,1.8797961239899227e-06,1.4219594098989922e-06,2.696765392904939e-06,2.782251253850931e-06,1.5913742182291592e-06,2.246098000498895e-06,1.6173294966053234e-06,1.8797961239899227e-06,1.8388448976090103e-06,2.3673478383182653e-06,3.028951338402921e-06,1.6875760350221314e-06,2.109736267581275e-06,0.0,1.849110938836333e-06,1.481960264801108e-06,1.9348854979341224e-06,2.436049811513176e-06,2.1087019326224308e-06,1.4733097498095367e-06,2.014303859445505e-06,1.778690892482819e-06,2.6698320096472393e-06,4.151021809859152e-06,3.5674798557366946e-06,1.7312792420338878e-06,2.0184124581174603e-06,1.9172783203216756e-06,1.800488560432597e-06,1.6664969298072868e-06,1.7746340296112495e-06,2.2459800756820716e-06,2.2131844704265607e-06,1.9931089606235182e-06,1.7533372853680335e-06,2.1561041019013226e-06,2.4221715056220357e-06,1.582309484623491e-06,1.9043108613564273e-06,1.6141924389026132e-06,2.120029287289065e-06,1.6780438826727072e-06,1.646513293933752e-06,1.4341230638137112e-06,1.8920235018111118e-06,1.8980048834779361e-06,1.7682238034121602e-06,1.8219633285868456e-06,4.437424764559156e-07,2.6316080599669085e-06,1.5841740015566612e-06,1.5852855021439096e-06,1.8152443353058011e-06,2.7899652445345092e-06,1.6853129621051015e-06,1.7643276859715603e-06,2.833478934166074e-06,3.774716986545331e-06,1.3544923074683413e-06,1.459697168057088e-06,2.1715417239083066e-06,2.7012293752667785e-06,1.7318932129313543e-06,1.875272128120206e-06,2.1813185519397926e-06
Animal feed ingredients and pet foods,0.0,0.9999999993973566,0.9999999993973572,0.0,0.9999999993973567,0.0,0.9999999993973574,0.9999999993973576,0.999999999397357,0.0,0.0,0.0,0.9999999993973573,0.9999999993973572,0.9999999993973563,0.9999999993973568,0.9999999993973562,0.9999999993973562,0.9999999993973565,0.0,0.9999999993973572,0.9999999993973588,0.9999999993973572,0.9999999993973576,0.9999999993973574,0.9999999993973561,0.0,0.9999999993973556,0.9999999993973563,0.0,0.999999999397358,0.9999999993973572,0.999999999397357,0.9999999993973568,0.9999999993973574,0.0,0.9999999993973572,0.0,0.9999999993973574,0.0,0.9999999993973565,0.9999999993973571,0.9999999993973581,0.9999999993973563,0.999999999397357,0.9999999993973571,0.9999999993973572,0.9999999993973567,0.9999999993973571,0.999999999397357,0.9999999993973567,0.9999999993973574,0.9999999993973571,0.0,0.0,0.0,0.9999999993973563,0.9999999993973566,0.999999999397356,0.9999999993973572,0.9999999993973574,0.9999999993973563,0.9999999993973564,0.9999999993973572,0.9999999993973565,0.9999999993973561,0.999999999397357,0.0,0.9999999993973572,0.999999999397357,0.9999999993973561,0.9999999993973566,0.9999999993973566,0.0,0.9999999993973561,0.0,0.9999999993973563,0.9999999993973576,0.9999999993973568,0.0,0.9999999993973561,0.9999999993973567,0.9999999993975615,0.0,0.9999999993973567,0.9999999993973566,0.999999999397357,0.9999999993973567,0.999999999397357,0.0,0.9999999993973574,0.0,0.9999999993973564,0.9999999993973572,0.0,0.9999999993973571,0.9999999993973564,0.9999999993973566,0.9999999993973566,0.9999999993973585,0.9999999993973574,0.0,0.9999999993973563,0.9999999993973565,0.9999999993973561,0.9999999993973574,0.9999999993973572,0.9999999993973565,0.9999999993973572,0.9999999993973565,0.9999999993973567,0.9999999993973562,0.9999999993973567,0.9999999993973567,0.9999999993973572,0.0,0.9999999993973573,0.9999999993973574,0.999999999397357,0.999999999397357,0.9999999993973564,0.9999999993973577,0.9999999993973563,0.9999999993973571,0.0,0.999999999397358,0.9999999993973568,0.9999999993973563,0.999999999397357,0.9999999993973558,0.9999999993973574,0.999999999397357,0.999999999397357,0.9999999993973566,0.9999999993973565,0.9999999993973574,0.0,0.9999999993973566,0.9999999993973561,0.9999999993973571,0.999999999397357,0.9999999993973572,0.9999999993973576,0.0,0.9999999993973572,0.9999999993985402,0.0,0.9999999993973565,0.9999999993973566,0.999999999397357,0.9999999993973567,0.9999999993973571,0.9999999993973565,0.0,0.9999999993973565,0.9999999993973573,0.9999999993973561,0.9999999993973558,0.9999999993973568,0.9999999993973568,0.0,0.9999999993973561,0.9999999993973572,0.9999999993973572,0.999999999397357,0.0,0.9999999993973563,0.9999999993973558,0.0,0.9999999993973562,0.9999999993973567,0.9999999993973573,0.9999999993973574,0.9999999993973574,0.999999999397357,0.9999999993973565,0.9999999993973566,0.9999999993973567,0.9999999993973568,0.9999999993973568,0.9999999993973574,0.9999999993973553,0.9999999993973567,0.9999999993973567,0.0,0.0,0.0,0.9999999993973558,0.9999999993973573,0.0,0.9999999993973577,0.0,0.9999999993973564,0.9999999993973564,0.9999999993973574,0.9999999993973564,0.9999999993973567,0.9999999993973565,0.9999999993973568,0.9999999993973567,0.0,0.9999999993973566,0.999999999397357,0.0,0.9999999993973562,0.9999999993973566,0.9999999993973567,0.9999999993973572,0.0,0.999999999397357,0.9999999993973583,0.9999999993973561,0.9999999993973561,0.999999999397357,0.9999999993973565,0.0,0.9999999993973565,0.9999999993973568,0.9999999993973564,0.9999999993973572,0.0,0.9999999993973573,0.9999999993973576,0.9999999993973565,0.0,0.9999999993973574,0.9999999993973574,0.0,0.9999999993973571,0.9999999993973581,0.0,0.9999999993973561,0.9999999993973566,0.999999999397357,0.9999999993973574,0.9999999993973563
Articles of concrete cement and plaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
