,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,1.5493649310957007e-05,2.1946789547738688e-05,2.257712210264722e-05,1.4758600007263173e-05,1.9959583247550256e-05,2.034293315806855e-05,2.1587992628877805e-05,1.8333276673755543e-05,1.8199675417575144e-05,2.1709028796738396e-05,2.0849918379288083e-05,2.1629629896391136e-05,1.532466557057203e-05,2.1017994779756435e-05,2.1492771007266847e-05,1.9208145496467708e-05,2.2913472266883453e-05,2.1241451408545023e-05,2.2687570211968342e-05,2.0779249026829823e-05,2.2023695899827918e-05,2.3469214278217245e-05,1.645600792222801e-05,2.1375896423006372e-05,1.659815958660842e-05,2.0581447635685966e-05,2.241385345636603e-05,2.1143869568870822e-05,1.8419122448902388e-05,1.447565977027714e-05,1.9171978740350227e-05,9.057222114237677e-06,1.651203291585352e-05,2.1851618992063428e-05,2.322760328227379e-05,0.0,2.4583425589121716e-05,2.1696502815742476e-05,1.8004872753743084e-05,2.1017994779756435e-05,2.1049819115004243e-05,2.070501218547448e-05,2.3646288215910448e-05,2.2196026602932946e-05,2.3305326718802455e-05,4.262783477874159e-05,2.1849420068332627e-05,2.1538807995814024e-05,1.2098013099874001e-05,2.1463412362617618e-05,2.0385072768935333e-05,1.922758724597047e-05,1.9685828302549398e-05,1.6048343023974337e-05,2.1024626437623733e-05,1.4675515061199804e-05,1.9477926009427727e-05,2.1665296861014713e-05,2.1657356055954522e-05,2.3186362638460203e-05,1.9824500899038398e-05,2.1528828443342306e-05,1.613716947151755e-05,2.0925279786736714e-05,5.709117239572159e-06,1.999715044602794e-05,2.251396874190432e-05,2.1657356055954522e-05,1.998695260929375e-05,2.1944413049716228e-05,0.00012422194708067727,2.1679517863907566e-05,2.2581427626847753e-05,2.0707723013804744e-05,2.245491703983777e-05,2.0332594669686718e-05,2.139315334099014e-05,2.2493980759173564e-05,2.1396536723236242e-05,1.8539569781153462e-05,2.0707723013804744e-05,1.8302927063083905e-05,2.1619000533655962e-05,2.0592766770411998e-05,2.2766457406479272e-05,2.239450494789219e-05,2.068666010409021e-05,1.982450255600457e-05,1.6971165477165256e-05,1.668012596464801e-05,2.148755490599649e-05,1.9622576135472107e-05,2.276386862129506e-05,1.6011344158619632e-05,2.3170750001470288e-05,0.0,1.8928708726943343e-05,2.0604797637168532e-05,1.752836463772828e-05,2.1017293236316836e-05,2.2884927806632422e-05,2.3190365083040144e-05,2.178430890790944e-05,1.959823324364464e-05,2.201692051226852e-05,2.027000486345936e-05,2.1024352436152725e-05,1.9307835728762368e-05,1.76896322999697e-05,1.85614508540023e-05,2.0286076498612287e-05,2.1953656631691882e-05,2.0021186312124193e-05,2.0064902853335855e-05,2.025446627599703e-05,2.3191994768092334e-05,2.2430423241452048e-05,1.4634668822270452e-05,2.30422893317368e-05,2.1014544640868367e-05,2.309028059958373e-05,2.1740091612683275e-05,2.26561862205188e-05,2.1851791588081418e-05,1.783929786670433e-05,0.0,2.2910108215425725e-05,2.7132879601350873e-05,2.1094789560278844e-05,2.1652763372557348e-05,2.1332724435584412e-05,2.2236525525414793e-05,1.435812952089367e-05,2.0389717921742834e-05,2.2881371020660816e-05,2.1837076872558775e-05,1.896546763926558e-05,1.5494466826161634e-05,2.0479784666915338e-05,2.144334517877485e-05,2.0866217159016656e-05,2.299003587395384e-05,2.072072972818199e-05,2.245727703634925e-05,2.3055599418256583e-05,3.561420486828241e-05,2.119578339287163e-05,1.4128595488024528e-05,2.1460495341369404e-05,2.233366158634335e-05,2.4901310751453413e-05,2.0919967028061615e-05,2.2631018154198872e-05,2.135998497848492e-05,2.1740322441555497e-05,1.9689897891326927e-05,2.1338753473659484e-05,2.071313974448475e-05,2.079342280056971e-05,2.3253862586092885e-05,2.1074819112794077e-05,2.135998497848492e-05,2.2135506421721507e-05,2.330258469913906e-05,2.105670307595874e-05,2.1144118343089397e-05,1.997514167476268e-05,2.2577430719966747e-05,2.1756391502171105e-05,2.2916601567383227e-05,2.12551190254054e-05,2.1737554275086893e-05,2.057968021513626e-05,1.6138176848632625e-05,1.853956978115346e-05,2.1321375875995467e-05,2.0936608447760197e-05,2.1357661561172416e-05,2.1854360533957223e-05,9.638625839176345e-05,2.079302004167736e-05,2.1623939731036472e-05,2.184193856729496e-05,2.178430890790944e-05,0.0,2.308676941568234e-05,1.6307665214020425e-05,2.276880003866809e-05,1.8948287894136613e-05,2.1722011308014258e-05,2.268508146542883e-05,2.134103355796424e-05,2.067361929441276e-05,2.220233781519199e-05,2.104359654380467e-05,1.7946869186103924e-05,2.2048834104541302e-05,2.035896009609971e-05,2.151652503786099e-05,2.5307456440561325e-05,1.432157059506169e-05,2.1415703440726327e-05,1.9017343795065866e-05,1.3974880666564281e-05,1.784115574557252e-05,2.2929968678117242e-05,2.237365426456249e-05,2.0585534660829672e-05,2.1793816104764215e-05,1.5180040604884434e-05,2.3176005781125524e-05,2.3033481329790296e-05,1.6709295004458997e-05,2.0333967663016956e-05,1.3211523079537188e-05,2.2724695802300777e-05,2.2812837882134576e-05,2.320513369458169e-05,2.211954392819702e-05,1.418154268629813e-05,2.071313974448475e-05,1.59031653929828e-05,1.3912496916279188e-05,1.1978431982027685e-05,2.0713139744484755e-05,1.8352443513878245e-05,1.646462380127768e-05,1.4211207286537862e-05,2.318882680187674e-05,2.2514422473343616e-05,2.2097171769344047e-05,2.1793816104764215e-05,2.3045051562354464e-05,2.599536265418794e-05,0.0013786706977080797,5.524849795120676e-05
Agricultural and forestry machinery,1.2319415936540592e-08,1.6062060545813086e-07,2.4081287793391957e-05,6.375771064824907e-09,2.1790757744455926e-08,1.1372287953666902e-08,3.788529859214813e-08,2.6285180134630138e-08,2.285117310439802e-08,5.471370226298156e-08,7.457757387714969e-08,1.2123401925700413e-08,1.1176484997907353e-08,7.061043256094529e-08,8.98976582811792e-09,2.553634646994773e-08,2.1593952043740374e-05,1.7837903320465383e-08,5.866283214907567e-08,5.8599242408339475e-08,3.462772527105802e-08,9.030098329593567e-08,1.4929273922291873e-08,3.437611761683445e-08,1.0270192896121912e-08,2.2007060589248997e-08,2.0332230990806133e-08,1.672960541319989e-08,1.4302779548718698e-08,6.4954149916545495e-09,2.8944753004834294e-08,3.366259743783475e-08,1.168512074852451e-08,4.205957358562925e-07,7.246170351866581e-08,0.0,3.278712527503854e-05,1.0375664696807076e-07,1.4405860033787842e-08,7.061043256094529e-08,1.5709683846269944e-08,1.871046480431698e-08,3.012284314236271e-08,5.177535575928211e-08,3.5210397654076813e-07,6.909499737357632e-06,3.663157838412476e-06,2.8797888529320886e-08,2.7316350455827588e-08,5.081940841743833e-05,1.437812032010911e-08,2.693253779120096e-08,1.6866719681377927e-08,2.5299565826025854e-08,7.061043256094529e-08,1.569284797581875e-08,1.4425338030627464e-08,1.4133538106632094e-08,1.2121725794638721e-08,1.1832975045928602e-06,5.200890293726132e-08,2.3432597792225806e-08,2.6567115800234336e-08,3.899275204571962e-08,5.530294981147323e-08,1.011693648143235e-07,4.252578163014206e-07,0.0,1.0883064235933407e-08,1.394305627952934e-08,5.078897953725206e-07,1.130571458651309e-08,8.762663077144799e-08,3.6094563383729314e-08,1.2123401925700413e-08,2.4594989175581303e-07,2.1289785523259922e-08,3.872786124952433e-08,7.284316968410181e-07,1.5587328962086774e-07,3.9539656712359405e-08,2.6056787154522376e-08,2.4109339997747024e-07,1.3292087850740545e-08,2.3297242768323347e-07,3.383329534351955e-07,1.5039776178027845e-08,1.7661358046289295e-08,1.556470937677001e-08,2.3816461767991566e-08,2.3247807705627658e-08,3.2725889910523836e-08,7.844116710518814e-08,3.04045287053819e-08,3.1984814592371134e-08,0.0,3.8116216054979636e-08,1.8282563009350058e-08,2.581629539758263e-08,1.5460280495246477e-08,1.517667597417057e-07,7.96109965921062e-08,6.375771064824907e-09,2.4766773573678272e-08,3.005765949263705e-08,3.516416443523413e-08,1.900170564300128e-08,2.241757587942892e-08,7.873597995649583e-09,1.6547286950488384e-08,6.347816580474688e-07,4.1326723511552894e-08,1.4895105415355542e-08,9.46585408109033e-05,2.5492379135026918e-08,1.166157134371923e-07,3.77235231755228e-08,9.195568462221232e-09,3.815192514102816e-08,2.8291526273904568e-08,9.108993413055238e-08,3.598973082724723e-08,9.234911208110343e-08,2.757784950164655e-08,9.081492900309167e-09,0.0,8.400892784997765e-08,9.229371887437958e-06,1.706664970180153e-08,1.8594541246370787e-08,1.5001378119341732e-08,2.1417822007781195e-08,1.7311543402985983e-08,1.8260450099186864e-08,9.920037207465701e-07,6.894827306766699e-08,1.3749278920623678e-08,1.787031533595745e-08,3.277918920074306e-08,2.661914211175589e-07,2.8919372246852594e-08,9.029714798654566e-08,2.7167572966746865e-08,5.122178902558152e-08,6.042473866208925e-08,0.00459377124907153,4.0901646477717785e-08,6.375771064824907e-09,9.427716935815855e-07,9.701788490272546e-07,1.6274435660739394e-05,2.3863004304601735e-08,2.1743880959029057e-08,6.379378463656112e-08,1.8671792333213057e-07,2.390879149855463e-08,2.0460720059363272e-08,5.900142546590517e-08,1.6615913685005487e-08,1.2142183897770433e-07,7.059655625809717e-08,2.8604594239435353e-08,3.3880419234027614e-08,9.762593727221905e-08,2.3542479068021124e-08,3.350049862067951e-08,4.14981012857258e-08,1.2491729341388972e-07,2.5449231945741726e-08,2.1149120108520695e-07,1.238538274910601e-08,3.012284314236272e-08,1.4172409229521255e-08,3.0948229144055466e-08,1.558732896208677e-07,2.1653127762870357e-08,2.715932843739225e-08,1.5500331810034273e-08,2.0522972490862854e-08,3.2452066235727513e-06,3.178358640622981e-08,1.655541591776308e-05,4.574344438146939e-08,6.815044871288653e-08,0.0,1.7766763251654076e-06,1.0744912701535496e-07,3.207584536479718e-07,3.1882461829121415e-08,1.2232951638016872e-08,2.5609995019552115e-07,1.2288488438802707e-08,2.063409676057019e-08,2.090675470086548e-06,5.9160282745169293e-08,7.545648892191359e-08,1.6603214215178303e-08,1.1680833004630532e-08,1.8637213759384e-08,4.927102423361969e-05,7.336915805203994e-09,4.475064474481602e-06,2.998986282896315e-08,9.198212703746788e-09,1.5580349908897806e-06,1.1822734007181862e-07,1.216780674043478e-07,2.4610386534075933e-08,1.783790332046538e-08,1.9636642626417192e-08,2.9193894330457355e-07,4.159938920791799e-08,2.0646323104939e-08,2.7552388681507346e-08,3.070547444514066e-08,8.331308393421889e-08,6.10963651534895e-08,0.0011300111235947683,6.571143018400232e-06,1.316629440498134e-08,1.508944220058449e-08,2.7087182199673288e-08,6.375771064824907e-09,1.551285206718465e-08,0.0,9.477753500973292e-09,8.525661888640552e-08,1.192195123804352e-08,9.805439836845519e-08,4.512836541768444e-08,1.866599619815589e-08,3.612373671955658e-08,1.1707979757870827e-07,1.2604140930760739e-05,0.0031316950372914177,0.0013202468194775609
Aircraft and spacecraft,2.9235377233135074e-06,3.4336262990686967e-06,4.226417999304267e-06,3.879619301170172e-06,2.339497101108845e-06,3.3170489836954205e-06,6.212753657400993e-06,2.7908210386919432e-06,2.9077410782330665e-06,9.537474226907542e-06,8.005531717738363e-06,2.2667931987794187e-06,3.1946095989203747e-06,2.1554961906425536e-06,4.155536308897709e-06,4.6266442196300336e-06,4.139106464452553e-06,3.4016387185871546e-06,3.1686430983421843e-06,6.334797571430964e-06,3.2277224165861053e-06,4.536501190817447e-06,4.2459553851711235e-06,6.701189621131151e-06,3.7105211136117582e-06,2.4576045406500016e-06,3.1401441791893297e-06,3.535985208699572e-06,2.3414455259844043e-06,2.7987855929808722e-06,3.2736364034396053e-06,3.1277393922553354e-06,4.166341378535843e-06,5.9238937950242774e-06,3.1838771457839562e-06,0.0,3.601567433560077e-06,5.52152831040821e-06,3.502289012682808e-06,4.6862742024300096e-06,3.895702714078332e-06,3.2978365235723436e-06,4.430835212457602e-06,3.5410975584714603e-06,3.464534031629469e-06,3.4903569496962845e-06,2.8996683549918605e-06,3.6619021808486515e-06,5.0475016975678975e-06,5.581192644306275e-06,4.113796129348787e-06,2.924948376855248e-06,2.9129520923676506e-06,5.647015574865201e-06,2.1554961906425536e-06,3.1772154194818482e-06,2.9327778433886563e-06,2.232234992588802e-06,1.2646827104159633e-05,2.7396150507785984e-06,1.0085794956921238e-05,4.320042597563351e-06,2.7482058028239724e-06,6.030742726661987e-06,2.5095860136410363e-06,3.563381580458835e-06,4.845896030780478e-06,0.0,2.174234710981181e-06,2.825053380562371e-06,6.2182213880479794e-06,4.005053380870562e-06,3.2149316062819425e-06,1.0362347984270571e-05,3.14014417918933e-06,2.936989224397478e-06,1.2531204027707128e-05,4.181312354159925e-06,3.6171481727330493e-06,3.4930850084661594e-06,1.0411113012809264e-05,4.163948420006804e-06,5.233201619307548e-06,4.278448505506325e-06,3.258093987563642e-06,1.0403130801483684e-05,4.330896537231201e-06,6.122483612987743e-06,2.81486628687997e-06,3.5015640847870573e-06,4.05441066734064e-06,3.1929520574170924e-06,3.877568728494625e-06,2.5568644797291057e-06,5.604020953493608e-06,0.0,3.1391069181676457e-06,3.2288532317999e-06,2.804860677786064e-06,4.620544233326131e-06,3.749280322615274e-06,4.3512280761535964e-06,3.6197692652278348e-06,3.597441888419033e-06,7.325330957015321e-06,2.7637466297866886e-06,4.201113643103541e-06,3.240725092896683e-06,1.3143603512248984e-06,2.4951015198417506e-06,2.936989224397478e-06,3.390175106504015e-06,4.54660407908393e-06,3.1868356170032493e-06,3.4090898123274418e-06,3.0805300101267278e-06,2.5206003874295667e-06,2.7855703498178975e-06,2.6536731759542977e-06,3.7095077097627076e-06,3.7541059719305067e-06,5.603473355457263e-06,7.676416079558344e-06,5.673358964265815e-06,3.5616329730338584e-06,0.0,5.777930321408324e-06,3.860741302793377e-06,3.973472734711799e-06,2.8806262738767366e-06,3.5366689683339872e-06,3.5429070960704565e-06,2.156584867371001e-06,3.964140614335715e-06,3.2081713292092554e-06,3.580505184552927e-06,2.704291530833095e-06,3.7623834112026148e-06,5.33506915971901e-06,2.720403189877873e-06,7.632943712472184e-06,3.224752484625771e-06,3.667059080440184e-06,2.718457752035342e-06,0.0,3.985225896009002e-06,2.393095944117716e-06,9.272174170638754e-06,5.064822733166356e-06,3.788089157033795e-06,3.691446522153885e-06,3.1967551257074036e-06,3.062186332609489e-06,0.0,4.769807055108057e-06,2.9056565493570564e-06,2.2986794507858982e-06,3.4939070217133174e-06,3.5776802338575195e-06,3.161642103388938e-06,2.1554961906425536e-06,6.151071881358575e-06,6.843081972420211e-06,3.5229230846590997e-06,6.064718370163916e-06,3.1401441791893293e-06,3.077466855897828e-06,6.0561818585450096e-06,2.370148733320641e-06,3.554989035312847e-06,3.732153813303674e-06,3.060976375686598e-06,4.330896537231201e-06,2.5949371360270017e-06,3.4930850084661615e-06,2.3292630882878864e-06,5.035160480733012e-06,5.676011897961215e-06,3.060976375686598e-06,3.729789885818253e-06,4.175275588527182e-06,4.755003986044063e-06,2.7085978637436303e-06,3.6197692652278348e-06,0.0,3.692215870973246e-06,2.3568099638467287e-06,4.714206846629714e-06,3.0398053679977974e-06,3.70102129532486e-06,2.7024254685251916e-06,3.4408104930621853e-06,4.794579904384744e-06,4.259188345806563e-06,3.6399579712669704e-06,3.2967269842551697e-06,2.9418350483498276e-06,3.5352986085756774e-06,3.6976463966943084e-06,3.5167608191773494e-06,2.6449785011810663e-06,3.714868622831655e-06,4.9893180275808716e-06,4.407721395689564e-06,3.3372811074265937e-06,4.573094792565903e-06,4.41121398069207e-06,3.5111645259070354e-06,4.823244786779171e-06,3.308687241646662e-06,3.53255141111915e-06,3.7235901645319864e-06,2.691754903711478e-06,3.274423020060263e-06,3.917633238964973e-06,3.390175106504014e-06,3.1223947155236696e-06,3.5825108350282964e-06,4.013280367106329e-06,9.924057095753866e-07,3.496057154089324e-06,4.044856161616321e-06,2.2986794507858982e-06,4.394234334426628e-06,1.0411113012809264e-05,2.808355670030417e-06,2.91019922608668e-06,4.473405415382438e-06,3.542117119608033e-06,2.529216231158152e-06,2.4777943645230332e-06,3.856834096069626e-06,6.022830661346185e-06,4.517254719445049e-06,3.6671086412564955e-06,5.063985497995715e-06
Animal feed ingredients and pet foods,0.0,1.0000022378049183,1.0000022378049311,0.0,1.0000022378049311,0.0,1.0000022378048865,1.0000022378049311,1.0000022378049311,0.0,0.0,0.0,1.0000022378049305,1.000002237804931,1.00000223780493,1.0000022378049305,1.0000022378031683,1.0000022378049314,1.0000022378049305,0.0,1.0000022378049311,1.0000022378049311,1.0000022378049311,1.0000022378049171,1.000002237804931,1.0000022378049307,0.0,1.0000022378049307,1.0000022378049311,0.0,1.0000022378049307,1.0000022378049311,1.0000022378049305,1.0000022378049307,1.000002237804931,0.0,1.0000022378049311,0.0,1.0000022378049311,0.0,1.0000022378049311,1.0000022378049314,1.0000022378049311,1.00000223780493,1.000002237804931,1.0000022375423976,1.0000022378049311,1.0000022378049307,1.000002237804931,1.0000022378049214,1.0000022378049322,1.0000022378049311,1.0000022378049305,0.0,0.0,0.0,1.0000022378049307,1.0000022378049307,1.0000022378049307,1.0000022378049234,1.0000022378049311,1.0000022378049302,1.000002237804931,1.000002237804931,1.0000022378049298,1.0000022378049302,1.0000022378048958,0.0,1.000002237804932,1.0000022378049307,1.0000022378049296,1.000002237804931,1.0000022378049311,0.0,1.0000022378049311,0.0,1.00000223780493,1.0000022378049311,1.0000022378049311,0.0,1.0000022378049305,1.000002237804931,1.0000022378049302,0.0,1.0000022378049314,1.000002237804931,1.0000022378049311,1.000002237804896,1.0000022378049311,1.0000022378049302,0.0,1.0000022378049314,0.0,1.000002237804931,1.0000022378049307,0.0,1.0000022378049302,1.0000022378049307,1.0000022378049307,1.000002237804931,1.000002237804931,1.000002237804931,0.0,1.000002237804931,1.0000022378049296,1.0000022378049296,1.0000022378049302,1.0000022378049307,1.0000022378049307,1.0000022378049311,1.0000022378049302,1.0000022378049302,1.00000223780493,1.000002237792873,1.0000022378049302,1.0000022378049294,0.0,1.000002237804931,1.0000022378049296,1.0000022378049263,1.000002237804931,1.0000022378049298,1.0000022378049307,1.0000022378049311,1.000002237804931,0.0,1.0000022378049307,1.000002237804931,1.0000022378049302,1.0000022378049311,1.0000022378049307,1.000002237804932,1.000002237804931,1.0000022378049302,1.00000223780493,1.0000022378049278,1.0000022378049311,0.0,1.0000022378049314,1.0000022378049305,1.000002237804931,1.000002237804931,1.000002237804932,1.0000022378049311,0.0,1.000002237804931,1.000002237804931,0.0,1.000002237804922,1.0000022378049307,1.000002237804931,1.0000022378049311,1.0000022378049307,0.0,1.00000223780493,1.0000022378049305,1.0000022378049311,1.0000022378049311,1.0000022378049311,1.0000022378049311,0.0,1.0000022378049311,1.000002237804902,1.0000022378049178,1.0000022378049311,0.0,1.0000022378049296,1.0000022378049311,0.0,1.0000022378049311,1.0000022378049305,1.0000022378049316,1.0000022378049311,1.0000022378049307,1.0000022378049316,1.0000022378049311,1.0000022378049283,1.0000022378049305,1.0000022378049307,1.0000022102337887,1.0000022378049302,1.0000022378049305,1.0000022378049307,1.0000022378049307,0.0,0.0,0.0,1.0000022378049307,1.000002237804931,0.0,1.0000022378045759,0.0,1.0000022378049305,1.0000022378040068,1.0000022378049316,1.0000022378049311,1.0000022378049311,1.0000022378049307,1.0000022378049302,1.000002237804931,0.0,1.0000022378049225,1.0000022378049305,0.0,1.0000022378049207,1.000002237804931,1.000002237804931,1.0000022378049302,0.0,1.0000022378049305,1.000002237804931,1.0000022378049311,1.000002237804931,1.0000022378049305,1.0000022378049302,0.0,1.000002237804931,1.0000022378029836,1.0000022378040068,1.0000022378049307,0.0,1.0000022378049305,1.0000022378049311,1.0000022378049302,0.0,1.0000022378049307,1.0000022378049311,0.0,1.000002237804931,1.0000022378049311,0.0,1.0000022378049311,1.0000022378049311,1.0000022378049311,1.0000022378049138,1.0000022378049287
Articles of concrete cement and plaster,8.391900236041522e-10,7.53308036103252e-09,4.876825083085961e-09,6.55785728668306e-10,1.117027937459251e-09,1.8121513061364312e-11,1.47718111384016e-08,1.6977771087571637e-09,5.988160718973258e-11,2.8196611008076613e-09,1.673677834959951e-10,2.5422452373742168e-11,1.0320428614852107e-09,1.3299543617386825e-10,7.321001866999349e-12,9.989397261973508e-11,2.8719206814270932e-09,3.1428016643841e-11,3.763163441088794e-09,8.406594259890416e-11,6.155718343315977e-09,8.311047090681298e-09,9.57708473212069e-12,1.0088493579263994e-08,6.968639502565571e-10,2.4673966421552352e-11,1.0024289118830741e-11,8.599271962895546e-10,3.0651338416171764e-09,7.047865026319079e-10,1.7565009777221503e-09,2.287849420688679e-09,7.043426393759546e-10,3.1829178066832886e-09,1.2597208668788404e-07,4.932131043149395e-10,4.271458753551024e-09,1.3053323729942725e-09,1.673677834959951e-10,1.3299543617386825e-10,8.065959380858837e-11,1.4838864031031871e-09,2.9220716443217725e-09,6.386066713747196e-10,1.986311530152049e-09,1.3278049118275908e-08,5.233627417373195e-09,2.022011561024733e-09,5.345668517090886e-11,3.621395611891906e-09,1.9229969357936932e-10,4.1490603672414594e-10,4.4268007399959773e-10,3.3575946040731703e-10,1.422185920246669e-09,1.7264870375852362e-09,7.175695673971431e-11,2.307781742380053e-11,1.5413808916067098e-11,4.648381397776479e-09,8.75456948962816e-10,2.5422452373742168e-11,4.932131043149395e-10,2.9585216307768235e-10,1.3656787887743096e-10,2.570821285827887e-09,2.1923858441931516e-09,0.0,1.7363265579020622e-11,3.036021762350571e-11,4.735869591242888e-09,7.720259394714534e-12,3.6500641128402797e-09,2.645719791978861e-09,9.671313375709455e-12,4.9650823911458404e-09,4.4868556312830275e-11,2.452831725954134e-09,2.68593920943641e-09,2.9833565433448994e-09,2.645719791978861e-09,1.5040353563851885e-11,5.732973121843295e-09,4.1437220959358777e-10,2.6060821419889125e-09,3.758863941400358e-09,7.807910377137393e-11,2.2281902401297923e-09,6.423591487457263e-11,1.5427720245494184e-09,2.646158220619244e-11,3.9767531999549047e-10,2.5736269954532916e-09,1.3780640180209065e-09,2.8292747054770184e-09,0.0,5.396353667941634e-10,8.629039004759721e-12,1.0077694724905155e-09,6.432768206484135e-12,2.9032786544816483e-09,1.2598802273794792e-07,0.0,2.389288892080789e-10,2.8474773035870383e-09,1.6359621153659987e-09,2.2031410271408283e-10,2.908364064243788e-09,2.0408851952755812e-11,1.76446021581387e-09,8.039465661084092e-09,2.461856253982468e-09,4.856986239962611e-11,5.799351319609264e-09,4.5414960308857675e-11,2.809056081559791e-09,3.32970312303311e-09,7.014792788110188e-10,2.5330396775864785e-09,9.624916248166075e-09,2.7038374337519353e-09,3.889671663590645e-09,2.5312380540358947e-09,1.0443408316234713e-09,1.0418309427909235e-09,0.0,1.2578466422826411e-08,4.677765192087335e-09,4.901223266947849e-11,1.0111173913851865e-11,7.290143891445249e-11,2.8814685291161247e-09,4.900784666152072e-11,9.025291449216198e-11,2.8692740600887638e-09,1.0364300915992206e-08,1.4133606974409683e-11,2.041866837647427e-09,6.162125737649867e-11,6.103812817592072e-10,6.297874714363969e-11,3.1448470323630356e-09,1.805842312442566e-10,2.5762376283782758e-09,2.5716585535371704e-09,2.3519277212917046e-06,2.0570541702284754e-09,6.127000937481053e-10,4.8816220099850496e-08,2.8196958769177004e-09,4.864742166824153e-09,6.888576258419713e-10,8.280278967602027e-09,1.8451530941196362e-09,3.7282228226437426e-08,4.333114073293456e-10,1.955310822425754e-09,4.629433498587475e-11,3.9634954624822844e-11,8.885278296308796e-08,4.718321611975657e-10,1.955310822425754e-09,1.561601915378471e-08,3.846570962849084e-09,1.0527568142578783e-09,1.955310822425753e-09,1.2763154147796595e-09,2.8631015749102437e-09,2.727650743776994e-09,2.677183838817943e-09,1.182754449060094e-11,2.9156853518412015e-09,1.2862303274001993e-11,2.7382663690313658e-09,2.9833565433449002e-09,1.3869933768789338e-09,4.550959574239246e-10,6.899740071351002e-12,1.1881527529383835e-09,7.672604309204085e-09,7.859135100272845e-09,7.109858983040247e-09,4.02550259321574e-11,1.0216159172795192e-09,0.0,2.903317263497813e-09,2.6189120608271915e-09,5.935620814085813e-09,6.070911733726777e-10,1.3987754413510059e-11,9.76791808336825e-09,2.2300392173607846e-11,7.325672468517783e-11,5.960301351184918e-09,5.227366438441094e-10,1.5470701979252513e-09,1.4665798349496702e-11,6.045984059430024e-11,1.167048927291258e-11,4.327734689972192e-09,5.342266777514087e-10,3.243170838720735e-08,2.792765647360003e-09,5.587994661171181e-10,1.7440508288203054e-09,4.4101653158297025e-09,2.6323128362178707e-09,4.767160093351056e-10,2.443000394391061e-09,1.4174994781177523e-10,2.719924603315464e-09,2.3767893017491985e-09,2.3430141170387884e-09,2.0379724279150124e-10,6.926277539405829e-12,3.6495507484848255e-09,2.7022148550164747e-09,3.0056110520879326e-10,6.739793039709485e-09,3.194643304602996e-11,0.0,1.4567547539108773e-09,6.546454911353966e-10,1.0236928670643683e-11,0.0,7.563210369189544e-10,1.9146344019023332e-09,6.645740794679606e-10,3.263615778356123e-09,2.2808268054618985e-09,6.173938286461092e-10,2.443000394391061e-09,8.105128264031628e-09,4.2810439626132424e-09,1.7479372004435594e-08,1.4158428979694706e-08
