,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,3.936691803641584e-05,5.6139867922574846e-05,8.36918266220873e-05,3.770315606280585e-05,5.720184797360204e-05,5.868624302494968e-05,5.62296717331251e-05,4.553813154803426e-05,4.86015356814331e-05,5.3652639771280136e-05,6.170819257695537e-05,7.448143881401423e-05,3.9088710064256236e-05,5.228798792581816e-05,7.106794805141107e-05,5.1615743797861653e-05,5.597967674469335e-05,7.302085335059199e-05,8.052448917658347e-05,5.9900239461218235e-05,6.808739873605757e-05,5.5216152737901084e-05,4.7219406953675846e-05,5.5608084795186864e-05,4.2887092556887845e-05,6.16624887057825e-05,6.8729010652961e-05,5.950216774050434e-05,4.558898246168801e-05,3.734816012491922e-05,4.745490414244839e-05,2.191640821929906e-05,4.3518999765642885e-05,5.4919781721551484e-05,5.6409766852442517e-05,0.0,6.417875806957121e-05,9.625361650100662e-05,4.55055612542371e-05,5.228798792581816e-05,7.001068046913796e-05,5.2748897546376445e-05,5.501172913352266e-05,6.745775255624226e-05,5.45966780849599e-05,0.01482514083090781,5.6868707083498217e-05,2.9613756366458905e-05,6.722055245814231e-05,5.701009154108384e-05,4.78509335519557e-05,5.2798522522196964e-05,4.106637869487947e-05,5.229490742861005e-05,3.784299415692214e-05,5.232149906434725e-05,7.678292976401217e-05,6.052141962746135e-05,5.4913454073987253e-05,4.885248973235906e-05,0.0013556728121785929,4.0384257809036934e-05,6.0551733406462335e-05,1.4311721261011988e-05,5.5606173977365e-05,5.80133955670321e-05,6.052141962746135e-05,5.663897348173706e-05,6.0948485388005735e-05,5.529491676815197e-05,6.702560732313363e-05,5.3919281060488424e-05,5.873038951700711e-05,6.894416401249155e-05,5.6121076400234074e-05,0.0010599420036181946,5.48420994558838e-05,0.00016426153029883294,5.2339831371171384e-05,5.873038951700711e-05,5.020267235023171e-05,7.562032373753787e-05,5.8579353766445916e-05,5.595357050213423e-05,6.198079258511887e-05,5.6430329925218717e-05,0.0006246613142445502,4.780473846527977e-05,4.160816420005308e-05,0.0012443079094286884,4.8129444518134385e-05,5.466270198304238e-05,3.976298603970416e-05,5.494986559768768e-05,0.0,4.692099204128532e-05,7.284848465499903e-05,4.308783757675589e-05,5.7821803533040914e-05,5.479496467276156e-05,5.5218540251804006e-05,5.422509143786792e-05,5.2891623586036905e-05,5.617984006126681e-05,5.256816521146072e-05,0.00026226746916481177,5.751470027598252e-05,5.190195513853342e-05,4.544534702823003e-05,5.6227383677338776e-05,5.3309899428259926e-05,5.36139305765623e-05,5.0663520654011596e-05,5.394483346946621e-05,5.518002917836439e-05,5.3580012724791895e-05,3.7283617185363494e-05,5.47998517013583e-05,5.635057126238428e-05,5.489932498901392e-05,5.7669460078106146e-05,5.3904290412705634e-05,5.4271657021433166e-05,4.487339298119128e-05,0.0,5.578523034538381e-05,6.656104376636011e-05,7.14376271054714e-05,6.448702732923483e-05,7.259682935495023e-05,5.4867923625622824e-05,4.037256048332344e-05,6.001703998774946e-05,5.906489263592463e-05,5.4921013190602505e-05,4.764529906501908e-05,3.908507000273299e-05,6.0021432981466436e-05,5.58542372960292e-05,5.8646295092196833e-05,5.5175831140535525e-05,6.281918667323764e-05,5.611031376387064e-05,5.4815394964081876e-05,5.879609478052643e-05,5.651753624563335e-05,3.629234371895314e-05,5.513112656740226e-05,5.9933032255087595e-05,5.438702394037314e-05,6.450723579966121e-05,6.215401073126035e-05,5.925459882091359e-05,5.3092427420616735e-05,5.524107626885288e-05,4.8201967252242265e-05,5.304248604487239e-05,5.801652673249195e-05,6.731174470155313e-05,5.5101941214399774e-05,5.214986856117369e-05,5.3092427420616735e-05,5.69699140976754e-05,5.578591284041398e-05,5.0713680214334505e-05,5.2545407011926874e-05,5.002055398491574e-05,5.5095842989379345e-05,5.399169971413711e-05,5.465551442959569e-05,8.543131073492706e-05,5.615555547404033e-05,5.7991659134683094e-05,3.971471219236048e-05,5.2339831371171364e-05,5.833345418449338e-05,5.671756315150476e-05,6.15737294318302e-05,5.743155507428475e-05,5.50876501633085e-05,5.4268923465640555e-05,5.244855208660748e-05,6.378379416779255e-05,5.422509143786792e-05,0.0,6.300023280672743e-05,4.0741665155143314e-05,5.557912428603539e-05,4.67309722212109e-05,0.0005861006774960857,5.511224462395775e-05,6.283720170486784e-05,6.030277672544834e-05,5.968142160077494e-05,8.860818874555998e-05,4.50710610001469e-05,6.260492631095809e-05,6.002105899481539e-05,8.740898528946884e-05,6.550922295318723e-05,3.6848791109268044e-05,5.750379534488885e-05,4.742716337789128e-05,3.5700351212793406e-05,5.3145584706129014e-05,5.6606776030144475e-05,5.518786888126297e-05,5.316432252321112e-05,5.3283856169856235e-05,3.998631481690035e-05,5.5019479687494386e-05,5.4667580700444284e-05,4.282518443662086e-05,5.8139296958501666e-05,3.463673003144204e-05,5.598270742581076e-05,5.703408252213861e-05,4.63088793927094e-05,5.460452773691814e-05,4.07246307535132e-05,5.8016526732491955e-05,3.9453565633834824e-05,3.5555341794197004e-05,3.152548573409236e-05,5.801652673249197e-05,4.665806582779457e-05,4.042881764135917e-05,3.650146156683906e-05,5.4950088474345255e-05,5.514291466911266e-05,6.355147925074911e-05,5.3283856169856235e-05,5.492240028370093e-05,6.822049135744664e-05,6.145878337847013e-05,6.314769356416791e-05
Agricultural and forestry machinery,6.945965353971678e-08,5.1134035744437366e-08,6.720709947931644e-07,6.274338594560575e-08,3.1929020130907394e-08,2.359534322733858e-08,5.4971679161794666e-08,1.0332514754742928e-07,5.0315803579851676e-08,1.0059012992114038e-07,8.812527066152288e-08,2.5404092000835317e-08,1.4001866817907377e-07,8.812835625072148e-08,2.0268961458879393e-08,4.1752325535397935e-08,4.2891212514462655e-06,3.296891556181371e-08,6.601587018276817e-08,3.884875649008867e-08,5.002044277290636e-08,6.20104790213647e-08,3.5685050234996123e-08,4.506974575913057e-08,6.910156238594517e-08,5.581147238259536e-08,2.9965285834500994e-08,4.308744269670957e-08,1.4720067488725526e-07,6.349542289766436e-08,9.058003066896114e-08,1.0786110479224639e-07,7.347156517863413e-08,9.530468042955264e-08,6.171438312828901e-08,0.0,1.2523452951416923e-07,3.2097872043778785e-08,1.5489623350271586e-06,8.812835625072148e-08,3.479437496333771e-08,1.2311557270620852e-07,6.206087338357666e-08,5.182915824938595e-08,3.7111593585737366e-07,0.0002584266706180155,2.2591755144282127e-07,5.676235206221006e-08,1.3936274488890115e-05,2.740704422339899e-08,8.078822406066958e-08,3.992667279444125e-08,1.5140525454448942e-07,8.812835625072152e-08,7.155072185905042e-08,2.7010718761269034e-08,3.0786899153280274e-08,2.7040256324108348e-08,5.087852177587799e-08,5.941046954547006e-08,5.016314870553072e-08,9.446531539188704e-08,3.610910024339979e-08,6.875698661876784e-08,4.237428764521727e-08,2.1172674412544405e-08,0.0,2.305927613620834e-08,5.849236050039303e-08,5.141361003098264e-08,5.1192954724283876e-08,9.98732872227437e-08,1.106752567909482e-07,2.5404092000835317e-08,9.73685709387081e-08,4.670958398410186e-08,6.345800757033466e-08,5.8813357488748145e-08,4.492822354816272e-08,4.667310141219402e-08,4.5313725504084977e-08,8.450173723045197e-08,2.5045456759620123e-08,5.7371212567405646e-08,5.5033451463479834e-08,2.579972526069055e-08,3.7517189178122104e-08,2.448353216850048e-08,9.281335204701875e-08,4.631744234143944e-08,7.098452942917063e-08,2.850082862464186e-07,1.3819646788661101e-07,6.177420078871908e-08,0.0,7.418050202586409e-08,2.9488330953942794e-08,7.286995083495921e-08,4.159804943952212e-08,1.4876279795512602e-06,6.24353588718822e-08,6.274338594560575e-08,4.405291270254704e-08,5.6095219003303264e-08,3.9623027340062224e-08,5.1975568504052727e-08,5.351768224110057e-08,8.810397409266054e-09,1.0689104783238159e-07,4.540100174371724e-08,6.352097615798841e-08,1.0535341591805383e-07,8.209700910064699e-08,5.593587942214882e-08,8.723099883651509e-08,5.573421891267274e-08,6.259869508227683e-08,5.537762566067633e-08,3.481620221220616e-08,7.836260219087225e-08,4.558041476113436e-08,1.338033445751159e-07,3.787067058838325e-08,5.6560728370428676e-08,0.0,6.317831783200167e-08,6.690090390107443e-08,4.561623934002257e-08,4.983865403582325e-08,5.304938576478082e-08,6.172641931722333e-08,2.73215096576485e-08,4.1548772722723607e-08,6.352812457516132e-08,5.8451661207633465e-08,5.137134219290787e-08,6.260822066976476e-08,4.4563490615573085e-08,5.8801627515767463e-08,3.462543898086759e-08,7.6523998181457e-08,6.942356370107525e-08,1.618228926194882e-07,5.9009375713519445e-08,1.2238939191613692e-06,4.327130112015527e-08,6.274338594560575e-08,4.979942364338875e-08,4.335195682778102e-07,6.092453518014561e-08,8.216524937054387e-08,4.778213922932649e-08,4.507599061945034e-08,1.14367802375833e-07,1.0659386471824338e-07,1.0316922597403826e-07,1.7621236267352024e-07,3.896405890239683e-08,5.033888744614916e-08,5.980182708914618e-08,8.76434126404278e-08,2.498221893199992e-07,4.8657226900192294e-08,5.0307332859624266e-08,9.810606771001844e-08,1.12410671682853e-07,7.023260158379745e-08,6.810321884350706e-08,6.215888716456267e-08,1.1208958848399332e-07,2.7465353570984256e-08,6.206087338357665e-08,2.3402562351005183e-08,1.1056297504216399e-07,4.492822354816269e-08,4.9182558968035835e-08,8.64406808457138e-08,3.307025436219014e-08,7.134933459200134e-08,3.867633551220415e-07,4.773162713070914e-08,4.529046945268626e-06,6.931814565609002e-08,7.226161183139351e-08,0.0,5.10567757424026e-08,6.02035639450993e-08,5.7594000692003636e-08,1.1375950103648951e-07,2.6478586902015198e-08,7.648894011045376e-08,1.356006020521147e-07,3.442315453420887e-08,6.429316980740148e-08,2.4415340146743865e-08,6.958232483704917e-08,4.238950802168036e-08,2.2761978337660028e-08,2.2584880573034466e-07,8.167605739876958e-08,6.206083404377263e-08,6.181483172679564e-08,4.4115832404048264e-08,5.8763075420666766e-08,1.743879403535e-07,4.728781201702758e-08,8.401863499265988e-08,5.240102458802058e-08,3.296891556181371e-08,3.980133712238396e-08,3.713896859211733e-07,1.2471595007976472e-07,1.0013272910910753e-07,3.224829114967703e-08,4.1540167803858444e-08,9.598371338906477e-08,5.911888947312268e-08,0.00031190989924296294,1.1517091803167612e-07,3.992432425078867e-08,1.5343702273840263e-06,1.4628609493595525e-07,6.274338594560575e-08,3.462382873420173e-08,0.0,7.149094575481914e-08,6.2623801380246e-08,6.935124645342255e-08,6.960047367029452e-08,6.486570936207983e-08,4.243746679753464e-08,1.1750645392707457e-07,4.764588230393679e-08,7.837994467594316e-08,8.833038513414283e-07,2.192958699968927e-06
Aircraft and spacecraft,2.062521251267387e-06,2.228290533843053e-06,2.947074360492609e-06,2.360113298148217e-06,3.0361285193400247e-06,1.3204451529335261e-05,2.2783590827221296e-06,2.0366529016543495e-06,3.0058520227171588e-06,2.2548236044127876e-06,2.565396712744988e-06,1.6294315138189128e-06,0.00047138537288369376,2.3847961429254765e-06,2.2658849892032064e-06,2.3895026419759237e-06,2.407432884177752e-06,3.378410559255382e-06,3.0017651662615467e-06,2.4557994844983913e-06,2.5203697684755354e-06,2.8562230337789763e-06,3.674333357187135e-06,2.339571760447381e-06,2.3257882706404186e-06,1.8288011674087646e-06,4.184124729816814e-06,2.0311871619119276e-06,1.6610210321462696e-06,1.721886241532521e-06,2.373782435259509e-06,2.406735373688092e-06,1.915720676233074e-06,2.026805196443662e-06,4.070837724528792e-06,0.0,4.0584847249080035e-06,2.4790135999920774e-06,2.43334005127752e-06,2.357212398581725e-06,2.362484881492065e-05,3.5243924233291657e-06,2.746065048480036e-06,3.951385709063832e-06,2.335869347108375e-06,2.963309740656859e-06,2.284012920088645e-06,3.12690265723924e-06,4.2623578100071304e-06,4.3420347573510205e-06,2.0442637482833633e-06,2.5017112115440398e-06,2.3788250541395356e-06,2.3847961429254773e-06,2.1574957420070203e-06,4.997790617029262e-06,1.528343157714029e-06,2.6448742385784293e-06,2.0215210038185274e-06,3.359835991809653e-06,3.165893582098284e-06,2.2609128965469423e-06,3.005035362648368e-06,1.7666991034532475e-06,3.1153839433352164e-06,1.240019983345536e-05,0.0,1.1326778170074887e-06,1.9549180326480246e-06,2.128182200156256e-06,3.4219162049187636e-06,3.7819073826682176e-06,2.28900724251663e-06,4.184124729816814e-06,2.3894756076003027e-06,2.651041793460661e-06,2.315812903110051e-06,2.9940067947995342e-06,2.5705991979868746e-06,2.2948155824962406e-06,2.355551535455697e-06,2.0826879972105927e-06,2.1436222950118883e-06,3.382654479516965e-06,2.303979420553551e-06,1.1503835572879228e-05,2.5168420571136453e-06,1.6578106574649947e-06,2.433059801246959e-06,2.1850049213966823e-06,3.013259137306996e-06,2.169287320544875e-06,1.8019147186425053e-06,2.556088421579463e-06,0.0,1.3778848697215305e-05,1.6823302691791654e-06,1.7074903242612125e-06,2.5978238822862526e-06,2.5930760433669074e-06,2.4851738839048986e-06,1.9839327843725942e-06,3.13311831388973e-06,2.7333734333151175e-06,1.8117645634518172e-06,1.9281935440379753e-06,1.8517943171319853e-06,7.537293560222604e-07,1.784990812485493e-06,2.389475607600303e-06,2.2202059984628047e-06,2.5016788201367233e-06,2.6921256198305708e-06,2.058540022805723e-06,2.198876007748236e-06,2.2608610948918862e-06,1.6737518417821238e-06,1.7835128825368928e-06,2.8334858515403266e-06,2.458769988384417e-06,2.6433788376595894e-06,2.0819835059845423e-06,4.414056097438291e-06,1.970362172554454e-06,0.0,2.322697784279151e-06,4.1820054504396245e-06,2.5491401514094934e-06,3.347703378770544e-06,2.361071218575964e-06,2.104354111805199e-06,1.7886466635935845e-06,2.160553677994452e-06,4.122859056895609e-06,3.3680365114482026e-06,2.13450504506256e-06,2.06433137572441e-05,3.352923829875213e-06,8.971613590095668e-06,2.7032879138105314e-06,3.825644588646258e-06,2.1627311312633625e-06,2.047752643438428e-06,0.0,1.7990510810077994e-06,1.7363595199676829e-06,2.3176517262571968e-06,1.128760971222451e-05,1.6423484636217254e-06,2.695686137278683e-06,0.00014737034675834973,4.052222512932161e-06,3.9365749449035464e-06,0.0,5.1645959983879315e-06,2.195298299601014e-06,1.634096921937527e-06,2.567993364592215e-06,2.0667197821490537e-06,2.6942849115796392e-06,2.3847961429254765e-06,2.30918205126427e-06,2.693344101187867e-06,2.2049733130886087e-06,3.6270894228613316e-06,4.184124729816815e-06,2.1469409745197664e-06,2.7961563498255547e-06,1.6839695762103594e-06,2.226032349868506e-06,2.106178037467594e-06,2.410144744603861e-06,1.1503835572879228e-05,3.1224121531680605e-06,2.5705991979868755e-06,1.6704174564858616e-06,1.2132072371697961e-05,3.7208956992363476e-06,2.410144744603861e-06,2.1148582160743855e-06,2.1356335789943455e-06,4.772513763536317e-06,2.0174202055116247e-06,1.9839327843725942e-06,0.0,2.9606502109202555e-06,2.3880601335458972e-06,1.234375096116747e-05,2.180243711500885e-06,1.989963934794704e-06,1.940161243940381e-06,2.730557187230405e-06,2.2130896594500827e-06,4.865664287830344e-06,4.686378907192194e-06,2.3383241931815455e-06,3.3565506815100497e-06,1.4464885783903675e-05,1.9701191514608542e-06,1.1198634462587164e-05,1.941435833593352e-06,2.6332509146557978e-06,2.328855301399438e-06,2.260017645848983e-06,2.5136803109619966e-06,3.452897770660325e-06,2.405594698665006e-06,2.3184298924767636e-06,3.0300617018357673e-06,2.405099904498689e-06,3.568776111036712e-06,2.3352738860518666e-06,1.7772373883086588e-06,3.932484167761921e-06,1.770394803771639e-06,2.2202059984628043e-06,1.935411249393667e-06,2.6021347613715784e-06,2.2224646587156414e-06,6.107505532445343e-07,2.533452352850699e-06,2.9162955658686855e-06,1.634096921937527e-06,1.8719209713761554e-06,2.29481558249624e-06,2.105138356352895e-06,1.7418851604036497e-06,3.914626347511943e-06,2.436598058949614e-06,2.395460205141039e-06,4.461874082838148e-06,2.2396941408730515e-05,2.448517254154918e-06,4.983209124373598e-06,2.925950639343395e-06,4.0335474681511524e-06
Animal feed ingredients and pet foods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Articles of concrete cement and plaster,2.9190333707095765e-08,3.872636129117763e-08,5.2140378969074107e-08,3.390513229631025e-08,2.172984347882717e-08,1.5464827652760813e-09,2.527570733907458e-08,1.2122736518709145e-08,1.3505992447635781e-08,3.00269246849122e-08,2.2976712953148287e-09,1.8647097129676146e-07,2.753778111583948e-08,1.3947260400649268e-09,3.901396732661248e-09,4.765709422156283e-08,2.3399700902415788e-08,4.5792581118608795e-09,3.645314670275257e-08,1.679162601235038e-08,2.5343142813229923e-08,2.969408473994305e-08,1.1073993583489007e-09,2.2344984917499128e-08,8.922828983699255e-08,2.986680408644959e-09,8.643477813669735e-08,4.935957212961013e-07,9.900794916216786e-09,2.9233481837613162e-08,2.2373128864031306e-08,2.5489259159395908e-08,1.985488232084213e-08,2.9150667306043873e-08,2.9208662385536378e-08,2.0887021745248198e-08,2.7138432130573745e-08,6.355262598957045e-08,2.2976712953148287e-09,1.3947260400649268e-09,1.702874471325758e-08,1.8270362933507713e-08,2.4202714817687537e-08,4.588331532422634e-08,7.462857189548006e-05,0.002073631645053334,2.022398251504584e-08,5.077844333668551e-10,2.362162630491403e-08,3.0014592577613636e-09,9.11631118489325e-09,5.65318555531714e-09,1.505064774004514e-08,2.4608987842981428e-08,3.2629595848293665e-08,9.455092020655425e-10,6.36456381900423e-09,1.46047812918208e-09,2.2778845322205654e-08,2.160870244044569e-08,1.8647097129676146e-07,2.0887021745248198e-08,1.636894269302225e-08,8.987818077784133e-10,2.286918429312342e-08,2.0271817627165957e-08,0.0,1.1023422810033465e-09,1.7315978735644457e-06,1.6717773356315432e-08,6.273915932958426e-05,2.4847417141410716e-08,1.0928937823079529e-07,9.502633948791807e-08,1.643285323404286e-08,1.991242107301177e-07,3.085993511073257e-08,4.363710610354398e-08,1.883259638142472e-08,1.0928937823079529e-07,3.1414937808619743e-09,6.818814418237176e-08,1.8757181215763666e-08,2.5628854713786972e-08,3.4211554337641235e-08,1.480189386631422e-09,1.4798219104538765e-08,1.037551625261794e-09,2.900621725179857e-08,1.8727791857397296e-07,6.157886646337543e-09,3.347960668005719e-08,1.569625322729232e-08,2.4964982492880044e-08,0.0,1.263332755676433e-08,1.323680591787934e-09,2.9351753204746168e-08,1.2068689929863644e-09,3.041146137829074e-08,2.9208902724647237e-08,0.0,1.4828111700114237e-08,1.9937143916773085e-08,5.639040082896863e-09,3.468112218608947e-07,2.6490546669947263e-08,7.152040845927915e-09,1.4809069405129796e-08,2.0585683447037872e-08,3.60537778816898e-08,1.7623126766130394e-08,2.561096156933089e-08,2.0811612337348487e-08,2.6379678579991423e-08,2.3683018548524895e-08,3.146315918981575e-08,2.9774574546986987e-08,1.9677831803576486e-08,2.7354912239838852e-08,1.258089018981545e-08,2.3784229367356575e-08,8.465165264106368e-09,3.13014609975414e-08,0.0,3.1141865056547015e-08,2.721600084327869e-08,5.814104341733694e-07,4.916509752513605e-09,8.749056038351622e-07,2.4463716959730256e-08,3.558481393546209e-07,1.2114213283863277e-08,3.851108045219966e-08,0.0005886237793670371,1.4778042177997265e-10,3.4160088625770085e-08,3.2678854005902216e-08,3.357708605582135e-08,5.355464370394425e-10,2.9088233433360062e-08,4.143660698825434e-07,1.6216275756170104e-07,3.270350756707476e-08,1.8208116648719423e-08,2.7075392488455815e-08,3.18233717792502e-08,2.646556063834721e-08,2.6777596417868382e-08,7.64421587192296e-08,2.7014328095131327e-08,6.413736577223143e-08,2.177648730252638e-08,1.710202637731417e-08,2.9246985383776152e-08,7.938862733483563e-09,1.811261118820667e-08,1.7005751860139747e-08,2.165349775740118e-07,2.9243533236986892e-08,3.654173829212018e-09,1.811261118820667e-08,2.6607904108066506e-08,2.8979080046295363e-08,1.1848968883498674e-08,1.811261118820667e-08,1.3090070832378441e-08,2.8886511899615153e-08,2.8638558046763796e-08,3.9512180243354076e-08,1.353569441307445e-08,2.6543837567292366e-08,9.427455466525762e-10,1.899990994088029e-08,1.8832596381424734e-08,3.9522293992398775e-08,4.4648127526698e-10,1.4737009862352993e-09,6.598323817858725e-07,1.657222202784454e-08,2.1921645999935247e-08,2.2783599655005203e-08,1.8351305817406225e-09,2.5236544378232666e-08,0.0,8.279974579277395e-08,2.5159851562007982e-08,2.2761662692380905e-08,1.0150431394537053e-08,5.1813660817718934e-09,4.883518755644422e-08,8.188791624399366e-08,1.961608358234745e-08,2.4323145872662555e-08,1.9022345589154565e-08,1.6924657049895707e-08,2.3340160276695734e-08,7.63536533419998e-09,4.791516817768292e-07,2.7414060080047524e-08,2.961404019402853e-08,4.602500194033429e-08,1.9941768031879957e-08,2.604331644991029e-08,7.292016162702388e-08,3.278966302546395e-08,2.7348516900128698e-08,2.1383982000385574e-07,3.163562772629824e-08,7.070203111266633e-08,2.5796397849423154e-08,2.997081519942959e-08,2.5583368653638785e-08,1.6780253957936146e-08,1.4351984375675082e-10,2.484696251144242e-08,3.949730634531417e-08,3.197871197682372e-09,2.549628903035082e-08,6.328838805634984e-09,0.0,1.4910095376407942e-08,3.3924772008319314e-08,1.220360487943722e-09,0.0,2.595180889254028e-08,1.7544045258860345e-08,3.3063553903272624e-08,3.043041669711848e-08,2.8340390234550212e-08,7.833105830772438e-08,3.163562772629824e-08,2.281231535163582e-08,2.721585309646977e-08,2.6574829774981406e-08,2.727541385753719e-08
