,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,1.078406855609611e-05,1.6788179698491512e-05,1.615425982039346e-05,1.0300765870916951e-05,2.1359490729522583e-05,1.7250678670242508e-05,1.576571638592454e-05,1.2636221616298925e-05,4.408940423291035e-05,1.5064747830942022e-05,1.609677563949316e-05,1.8132901134155707e-05,1.0823330189371575e-05,1.455082596477687e-05,1.7169001504548396e-05,3.442109429234265e-05,1.5708172228931935e-05,1.766914755242531e-05,1.6032929543317256e-05,2.0388307043200088e-05,1.6329626918188016e-05,1.566584219003832e-05,4.2018611788429246e-05,1.5951070111115125e-05,1.1728782031643424e-05,1.8832861610733314e-05,1.8386430384192718e-05,0.0005361984414695608,1.4142334373146892e-05,1.020073214125293e-05,1.3514119592963919e-05,6.1624853280687876e-06,1.1671338925042988e-05,1.5172157176064695e-05,1.567200600355469e-05,0.0,1.6951455247840985e-05,1.6352205583342042e-05,1.25588145277407e-05,1.455082596477687e-05,1.657055890502438e-05,1.448173401184254e-05,1.5662048210986385e-05,1.61566866226376e-05,1.583246042322718e-05,1.5807056185732556e-05,1.654359053022873e-05,1.6976491843241785e-05,8.378287281129781e-06,2.2185674435029812e-05,1.73806479389728e-05,1.3267393352775287e-05,2.0391475469905616e-05,1.1893734025619793e-05,1.4553828525143635e-05,1.0358941776937683e-05,1.515213729515252e-05,2.309799916419338e-05,1.896923185006458e-05,1.5583044500574124e-05,1.367880661347626e-05,1.845408971148112e-05,1.122197246610644e-05,1.840633792871257e-05,3.97231561383895e-06,1.61698685995519e-05,1.582970567336028e-05,1.896923185006458e-05,1.7387891345200243e-05,1.7191502065457258e-05,1.5714321601234595e-05,1.736464776895937e-05,1.52586884023017e-05,1.8043049669393327e-05,1.839314183428441e-05,1.6941322515737216e-05,1.823080628882077e-05,1.532058464261581e-05,1.9967910797943e-05,1.4503571805412625e-05,1.8043049669393327e-05,6.837991189238034e-05,1.5295790348962456e-05,1.7891099182527963e-05,1.644839119557063e-05,1.5886318918014898e-05,1.6277132241530985e-05,1.595924219353503e-05,1.6568115816444063e-05,1.158806393420355e-05,1.8511942915632966e-05,1.3457400815889171e-05,1.54509578322277e-05,1.1233634437796053e-05,1.552837032719272e-05,0.0,1.3066556657067863e-05,1.8286437789049527e-05,1.2012950099323509e-05,1.6999804655295056e-05,1.548961728139553e-05,1.564249103884379e-05,1.5186524684232336e-05,1.531633817032541e-05,1.5619402690089093e-05,1.474237560136764e-05,1.6758152669038698e-05,1.5193832739657788e-05,1.46974875562594e-05,1.2710301941706928e-05,1.7036387360439285e-05,1.4965149631523609e-05,3.825108569579404e-05,1.4144320401831924e-05,3.9354646202147825e-05,1.5577169808494492e-05,1.5121603015019628e-05,1.0262880948166738e-05,1.5518181607643813e-05,1.553727588242245e-05,1.561102938906088e-05,1.6652430572354778e-05,1.53486786182469e-05,1.5395626955350836e-05,1.258491239152093e-05,0.0,1.5982525294182793e-05,1.772223716555561e-05,3.45959671529248e-05,1.7913297157771e-05,2.1370582435458706e-05,1.513777584170682e-05,1.1805901260007335e-05,1.6392225678635486e-05,1.559674133713033e-05,1.320642802646838e-05,1.0866904963705537e-05,1.8888407561153798e-05,1.626700734547054e-05,1.786421548723057e-05,1.5633640832878103e-05,2.0138258387558043e-05,1.6115738612186072e-05,1.5519237282808848e-05,1.6095455895485026e-05,1.537570204394376e-05,9.97034985728515e-06,1.559023374304794e-05,1.598029666941001e-05,1.532665142983405e-05,1.73995272397084e-05,2.5859735413887957e-05,1.6071478453311664e-05,1.4922883784217735e-05,1.6087266713711267e-05,1.3502035060009223e-05,1.4899785615269722e-05,2.0799704311579017e-05,1.5601930518202952e-05,1.5626862608406968e-05,1.4542113876794188e-05,1.4922883784217735e-05,1.569962447244875e-05,1.5611463146482785e-05,1.4323455902550292e-05,1.476917215372303e-05,1.3733751038818117e-05,1.537006066978845e-05,1.498693102648611e-05,1.5437044566725562e-05,1.7347540518470536e-05,1.587987465624659e-05,1.917083006096068e-05,1.1045145248418495e-05,1.4503571805412622e-05,1.8294437820180292e-05,1.5841810981213824e-05,0.0001572600975926576,2.7254750981773174e-05,1.554397989087031e-05,1.60604483508108e-05,1.4876870528161896e-05,1.7316969091991602e-05,1.5186524684232336e-05,0.0,1.786678049377169e-05,1.1288832048314145e-05,1.5713803020388202e-05,1.3037544644971515e-05,1.7722798170199037e-05,1.533746683654283e-05,1.7574880167230408e-05,2.2139005757545193e-05,1.524262824044305e-05,1.7963868039546655e-05,1.285768639465474e-05,1.75112821777194e-05,1.7978755202409837e-05,1.7120092587350288e-05,1.721931510067936e-05,1.0144427866865627e-05,1.6849681277690513e-05,1.3429682946876619e-05,9.748283895089019e-06,1.2966580308945573e-05,1.573753471631497e-05,1.5616084662564347e-05,3.464647694265962e-05,1.4980683701439402e-05,1.2805586043526169e-05,1.554343193643133e-05,1.548943598042567e-05,1.2416996207914285e-05,1.6514277121222875e-05,9.89274563545094e-06,1.5537978969964342e-05,1.5679722298740018e-05,1.3607154669238224e-05,1.546632180839306e-05,0.00013995673441453144,2.0799704311579017e-05,1.1074550185233082e-05,9.705193285583244e-06,1.732773214460396e-05,2.079970431157902e-05,1.3372440726505406e-05,1.2675665206661057e-05,1.0013807777469224e-05,1.5595092285251085e-05,1.549331728310717e-05,1.721256818084868e-05,1.4980683701439402e-05,1.607411204178364e-05,1.7651275940365153e-05,1.6289899669891055e-05,1.6833277461831122e-05
Agricultural and forestry machinery,6.741341870916029e-06,3.465129305535758e-05,1.4778515089158219e-05,2.429099881624978e-06,1.3785526018149229e-05,8.064639909548714e-06,2.808543586675041e-05,8.605437712947327e-06,0.00028333686803499065,1.3775559632999978e-05,5.086933097721255e-06,1.0176500622205036e-05,6.512370754351405e-06,5.084795005779804e-06,1.5913822076293955e-05,0.00015383056216633273,1.1902416288728971e-05,1.453896915683915e-05,1.4481670420506002e-05,5.4428482830854326e-05,1.0103322887090552e-05,1.575172357415457e-05,0.00024526212270162306,1.1337297719965275e-05,3.045672206046444e-06,1.4995910570258356e-05,1.7623623205169897e-05,8.944493385909015e-05,5.354266970156489e-06,2.5214753813129938e-06,8.124733741016036e-06,8.088072856428879e-06,4.340457400130356e-06,1.3261872275975727e-05,1.9611109493073363e-05,0.0,1.332505791410424e-05,1.0906193638955477e-05,7.074674283951665e-06,5.084795005779804e-06,1.2969145263965181e-05,9.772586692442304e-06,1.2100111386746426e-05,1.5283622267025335e-05,1.3441334843592748e-05,1.340614067502024e-05,1.289282200037648e-05,1.1172278095748404e-05,7.676818936475496e-06,1.4979939292388008e-05,8.957360399866613e-06,8.135455800273998e-06,1.250553850899487e-05,1.942087370671155e-05,5.084795005779804e-06,4.784022682898464e-06,0.00013755210767528464,2.0089031539109818e-05,9.968457607243431e-06,1.619954561365231e-05,5.837598992683159e-06,1.4856860989095408e-05,8.038676115222499e-05,1.7008121745503805e-05,1.0312512204136263e-05,4.4555763369877594e-05,9.851569525722894e-06,0.0,7.109122835359654e-06,1.0222200555705782e-05,1.4474102749570792e-05,9.420134565546895e-06,1.4973808157853281e-05,1.292231229696211e-05,1.0176500622205038e-05,1.3787423855982602e-05,1.4099153883378362e-05,8.840241201830878e-06,1.2553045084080622e-05,1.0319770159220871e-05,1.3789519666305745e-05,0.009019380952118248,1.062685920726223e-05,7.672211226406609e-06,1.2360768748156861e-05,1.750966026342444e-05,9.50805606467364e-06,9.871264102599857e-06,1.663007819212658e-05,7.508565936841473e-06,1.6317528451183596e-05,8.923987655131655e-06,1.2580618724617666e-05,1.2887309958380762e-05,1.3251810117729002e-05,0.0,8.45326029271753e-06,1.4947617889805804e-05,9.40186319368458e-06,2.202060526636537e-05,1.4441281996993825e-05,2.1104722518076242e-05,2.429099881624978e-06,1.4022533746453674e-05,1.33750477458282e-05,2.773370749736273e-05,1.3512177691546332e-05,1.2556949511391913e-05,7.689194161896134e-06,6.4743933865085465e-06,1.834445176029188e-05,1.3441981017315057e-05,0.0007370582775536144,1.6226952711257185e-05,7.451190628837989e-05,1.4137738161037344e-05,1.3978916360055181e-05,3.540902157079751e-06,1.4084812640368945e-05,1.3615158735563784e-05,1.315956365163494e-05,1.6383437615046765e-05,1.2794713598034014e-05,1.4104849383680423e-05,4.094225231157352e-06,0.0,1.629680004653132e-05,1.1509980675675063e-05,2.3188356245451547e-05,1.6013942358320487e-05,1.4515386583777118e-05,8.03374133802904e-06,9.49717696058872e-06,1.2685142303299974e-05,1.5137401690522898e-05,4.843746631714702e-06,7.087069477914845e-06,1.657332198340305e-05,1.6166151394843145e-05,1.650998305763649e-05,1.4113300847492067e-05,1.4829459684835462e-05,0.00014649430926050782,1.325397944117585e-05,1.3135214839638827e-05,2.460524337002904e-05,2.429099881624978e-06,1.3692913890977987e-05,1.5961953003440077e-05,1.372993273432849e-05,1.3023581461913172e-05,1.1034428124449939e-05,1.1399973675835146e-05,6.050697227149942e-06,8.310119045215938e-05,8.604203814142984e-06,8.864219890283804e-06,5.48260759076688e-05,1.1449596592696238e-05,1.7391236352300856e-05,5.366348859941759e-06,1.1036918834872389e-05,2.67176602494665e-05,2.470236928644293e-05,8.282736632490799e-06,8.182577431916268e-06,1.0847785999002552e-05,1.4038706124229828e-05,9.962754357049773e-06,9.682160639941112e-06,1.1337567577234511e-05,1.2100111386746429e-05,9.039539042202558e-06,8.180932860954e-06,1.0319770159220878e-05,9.939716299812434e-06,1.2046440747591953e-05,0.0005498555133153562,0.0005380970273749717,1.4939148032700387e-05,1.472681756173608e-05,2.048768866610408e-05,1.1392154201399371e-05,1.1591680554762243e-05,0.0,1.3519950797312704e-05,1.2283749257127391e-05,1.6153116855291024e-05,8.145950676882656e-06,1.0815886543905789e-05,2.016065202544027e-05,9.952150526745801e-06,1.8396263775041168e-05,4.946835252783231e-06,1.0599201511824293e-05,2.7037168461830127e-05,2.139482890988466e-05,9.90695646140833e-06,1.0675954638770615e-05,1.1699685727906159e-05,3.3983342454493965e-06,1.654190213062658e-05,2.3835192967269315e-05,5.0554229744146485e-06,1.3814568924298619e-05,1.5066138351392716e-05,1.3802606439117862e-05,5.208108986430749e-05,1.4538969156839142e-05,7.574949142385226e-05,1.3710790742875686e-05,1.2864621273886028e-05,6.7359919084720805e-06,1.3628025713337662e-05,1.5351222613891784e-05,1.4789511385127805e-05,1.322892604655261e-05,3.367538564366444e-05,1.7468939725513895e-05,0.00010817005812823545,7.165246164028897e-06,1.1576061763099157e-05,2.429099881624978e-06,2.824541544731128e-05,0.0,3.6192328284947605e-06,1.4038164254276443e-05,7.575872856411643e-06,1.2585606607142683e-05,2.5093282844967417e-05,9.951054377731908e-06,1.2096177363226559e-05,2.384727521080841e-05,1.1839744834939158e-05,3.934658343353783e-05,1.623439498441848e-05
Aircraft and spacecraft,1.1225124071738428e-05,0.14484792489220766,2.389939375885996e-05,1.5168055480766638e-05,5.280531335700056e-05,1.1952376207073665e-05,2.1578379456165893e-05,1.0179169129676932e-05,9.747453587671173e-06,4.064182454041766e-05,1.4315820181459229e-05,3.7381447302273366e-05,1.1411042832476047e-05,7.999615786174712e-06,1.6241185385964896e-05,3.349939434880144e-05,0.00029009038798318774,1.2222188972084111e-05,6.559656305772042e-05,2.691441592344088e-05,0.00020265274538787802,6.569566041501236e-05,0.0034963930609547117,2.2995449182607358e-05,1.4302282918136231e-05,1.7754057884240044e-05,8.720666833078579e-06,4.215261807857677e-05,9.928078581316722e-06,1.0387953799664252e-05,1.1016582877241576e-05,1.1556499355662061e-05,1.6598258470054248e-05,2.1938170980379908e-05,9.160603777990275e-06,0.0,1.1082545549393248e-05,6.503829420927761e-05,1.3477415672343374e-05,1.920361696115162e-05,1.5404580363328274e-05,1.1469726095173477e-05,1.4991152715430607e-05,1.1091307466330614e-05,2.1351510778605053e-05,2.3385526130586608e-05,2.2472557105409592e-05,1.039056078111482e-05,1.2490885361337742e-05,1.998242787955838e-05,2.473343053540739e-05,1.0873433152691572e-05,1.590930396844054e-05,2.366444260128937e-05,7.999615786174716e-06,1.2184339084950403e-05,1.1179959597346204e-05,3.851554479944865e-05,1.4697600280701311e-05,1.1591624233809584e-05,4.3092887945073806e-05,1.9224430439745985e-05,1.0049431502383819e-05,4.8256533261303706e-05,1.0287371616850173e-05,3.988148137472457e-05,1.8447985479310594e-05,0.0,6.2143355045330785e-06,2.7677957284907146e-05,2.8670930037349778e-05,1.1348862205081037e-05,9.579409414570249e-06,4.432174129405981e-05,8.720666833078579e-06,1.0766068117094464e-05,1.4742840057735868e-05,1.1180744301558774e-05,1.2543606285722664e-05,1.4614207689162473e-05,4.454803692185001e-05,0.00031780471091284897,2.1096792503979714e-05,1.575639400064378e-05,4.391229836846712e-05,4.450924736080832e-05,5.679301571220116e-05,2.2576382773394478e-05,1.5589889873295127e-05,1.3474386719266978e-05,1.4301481421940084e-05,0.00022814232834972425,2.0782219264955752e-05,9.599167220751525e-06,2.1654871649436406e-05,0.0,1.540439000415864e-05,1.1811394803679103e-05,9.378089314055257e-06,1.690845355748945e-05,2.175382350260971e-05,9.57120056436116e-05,1.4182591314962636e-05,9.494456621563876e-06,1.8030347472158006e-05,1.557025149260507e-05,1.5970009061865375e-05,1.3272751052443581e-05,4.6781790164520975e-06,9.054478776639394e-06,1.0766068117094464e-05,1.1651682601329036e-05,5.0914147081159325e-05,1.244921356212868e-05,0.00022971216025972387,7.20059002429539e-05,9.423334826614018e-06,1.0606358007895456e-05,1.5448694128519805e-05,1.3731537581777387e-05,0.00010427352656482055,1.978250600060397e-05,4.129409595304921e-05,1.8014976185740794e-05,1.3805074063594605e-05,0.0,6.158368824310192e-05,1.2582443317448398e-05,4.307403748351734e-05,1.3680194288060413e-05,1.5153340381487026e-05,1.4222422254957552e-05,7.525136707606723e-06,9.139281510032141e-06,1.2102813591510005e-05,1.0789911651444097e-05,1.4729591592337261e-05,0.0025937751102275267,0.0003411855092966077,2.0492626038778458e-05,1.6800782986343146e-05,2.093223348053224e-05,7.593182221894228e-05,0.0,0.009256467189472432,8.741043061837111e-06,3.942595863605437e-05,1.3606425158261812e-05,1.2320445460873489e-05,1.4375343087127605e-05,4.435308603028254e-05,9.091731433351725e-06,8.91205297035903e-06,0.0,1.629230771548518e-05,0.00016651584590759693,8.439181809239454e-06,1.4625085528846905e-05,1.2480910735613486e-05,1.5944089816786965e-05,7.999615786174707e-06,1.4214880032907588e-05,2.0511583166278435e-05,1.3058827543144167e-05,1.0726645224148667e-05,8.720666833078579e-06,9.245252952722274e-05,1.5484215903612344e-05,9.589443594587069e-06,1.2713357430821264e-05,2.205431928220122e-05,0.00022244727333185603,5.679301571220116e-05,9.354262241489587e-06,1.461420768916248e-05,8.531506268281143e-06,1.8677345284645206e-05,1.6101464905007975e-05,0.00022244727333185603,2.7421980715295402e-05,2.3871722517786403e-05,0.00014203681467196455,1.4871351115513345e-05,1.4182591314962636e-05,0.0,1.2332045363861301e-05,8.959187254827436e-06,1.7832651089050236e-05,1.5009309028757895e-05,1.418791246643422e-05,0.0003496622123487505,1.2669899314801898e-05,0.00011436437946767892,0.00012825063295834223,2.0029436772849893e-05,1.7021792207737166e-05,5.8641040293465934e-05,1.4321038314130645e-05,1.1696152548437139e-05,1.398717779788085e-05,9.752876113332675e-06,3.615119565367374e-05,9.937275824409579e-05,1.7613963345827377e-05,0.00011591682753366814,1.5534097169691717e-05,1.9232922198642647e-05,0.00015658995824219694,1.0535021514181866e-05,0.0001857587450047222,1.291101501001758e-05,1.0545827723341509e-05,1.0096124952966246e-05,9.4235985675359e-06,1.3033693676405337e-05,1.1651682601329035e-05,9.894038201056768e-06,1.2018171169251498e-05,4.5625236612249546e-05,0.0010870418081318663,1.4330687440801137e-05,9.13645760082591e-06,8.439181809239454e-06,1.296877421584363e-05,4.4548036921850005e-05,1.0511228482731792e-05,2.174579152815152e-05,2.285480008729421e-05,2.2093974492637213e-05,9.496961707358457e-06,9.342393023466405e-06,1.5150376093608993e-05,2.0927681985055642e-05,1.4190488912463486e-05,1.3208870947550455e-05,1.5444161745572004e-05
Animal feed ingredients and pet foods,0.0,1.0000000000005862,1.0000000000005869,0.0,1.0000000000005858,0.0,1.0000000000005864,1.0000000000005869,1.0000000000005866,0.0,0.0,0.0,1.0000000000005862,1.0000000000005858,1.0000000000005858,1.0000000000005858,1.0000000000005858,1.0000000000005869,1.0000000000005862,0.0,1.0000000000005864,1.0000000000005866,1.000000000000578,1.0000000000005862,1.0000000000005869,1.000000000000586,0.0,1.0000000000005866,1.0000000000005853,0.0,1.0000000000005855,1.0000000000005869,1.0000000000005862,1.000000000000586,1.0000000000005862,0.0,1.0000000000005862,0.0,1.0000000000005869,0.0,1.0000000000005862,1.000000000000587,1.0000000000005869,1.000000000000586,1.000000000000586,1.0000000000005858,1.0000000000005862,1.000000000000586,1.0000000000005864,1.0000000000005864,1.000000000000587,1.0000000000005866,1.000000000000586,0.0,0.0,0.0,1.000000000000585,1.0000000000005862,1.0000000000005853,1.000000000000586,1.0000000000005869,1.0000000000005855,1.000000000000586,1.0000000000005862,1.0000000000005849,1.0000000000005864,1.0000000000005866,0.0,1.0000000000005866,1.0000000000005853,1.0000000000005855,1.0000000000005858,1.0000000000005855,0.0,1.0000000000005864,0.0,1.0000000000005862,1.0000000000005862,1.0000000000005862,0.0,1.0000000000005862,1.0000000000005866,1.0000000000005862,0.0,1.0000000000005866,1.0000000000005855,1.0000000000005858,1.0000000000005862,1.0000000000005853,1.0000000000005864,0.0,1.0000000000005858,0.0,1.000000000000586,1.0000000000005873,0.0,1.0000000000005855,1.0000000000005853,1.0000000000005864,1.0000000000005858,1.0000000000005869,1.0000000000005862,0.0,1.0000000000005862,1.0000000000005864,1.0000000000005858,1.0000000000005858,1.0000000000005858,1.0000000000005862,1.000000000000586,1.0000000000005862,1.000000000000587,1.000000000000585,1.0000000000005862,1.0000000000005862,1.0000000000005862,0.0,1.0000000000005858,1.0000000000005862,1.0000000000005864,1.0000000000005864,1.0000000000005849,1.0000000000005866,1.0000000000005864,1.0000000000005862,0.0,1.0000000000005869,1.0000000000005866,1.0000000000005864,1.0000000000005862,1.0000000000005853,1.0000000000005866,1.0000000000005862,1.0000000000005862,1.0000000000005869,1.0000000000005866,0.0,1.0000000000005858,1.0000000000005862,1.000000000000586,1.0000000000005866,1.0000000000005864,1.0000000000005866,0.0,1.000000000000587,1.0000000000005862,0.0,1.0000000000005869,1.0000000000005862,1.0000000000005862,1.0000000000005866,1.000000000000586,1.0000000000005858,0.0,1.0000000000005858,1.0000000000005866,1.0000000000005864,1.000000000000586,1.0000000000005875,1.000000000000585,0.0,1.0000000000005864,1.0000000000005862,1.000000000000587,1.0000000000005864,0.0,1.0000000000005853,1.0000000000005864,0.0,1.0000000000005862,1.0000000000005864,1.0000000000005862,1.0000000000005866,1.000000000000586,1.0000000000005866,1.0000000000005862,1.0000000000005864,1.000000000000583,1.0000000000005855,1.0000000000005864,1.0000000000005858,1.0000000000005869,1.000000000000586,1.0000000000005858,0.0,0.0,0.0,1.0000000000005866,1.0000000000005862,0.0,1.0000000000005858,0.0,1.0000000000005862,1.0000000000005862,1.0000000000005866,1.0000000000005864,1.000000000000586,1.0000000000005858,1.0000000000005853,1.0000000000005862,0.0,1.0000000000005862,1.0000000000005858,0.0,1.0000000000005862,1.000000000000586,1.0000000000005864,1.0000000000005862,0.0,1.000000000000586,1.0000000000005869,1.0000000000005862,1.0000000000005862,1.0000000000005864,1.0000000000005858,0.0,1.0000000000005862,1.0000000000005864,1.0000000000005862,1.0000000000005853,0.0,1.0000000000005864,1.0000000000005862,1.0000000000005864,0.0,1.0000000000005869,1.0000000000005864,0.0,1.000000000000586,1.0000000000005862,0.0,1.000000000000586,1.0000000000005866,1.0000000000005864,1.0000000000005866,1.0000000000005866
Articles of concrete cement and plaster,2.651020939982805e-06,1.0649762568654255e-05,5.04495568416132e-06,1.1153752644672382e-06,4.88792134515898e-05,9.33687976335417e-08,1.2613199281350886e-05,6.929545151334369e-06,3.4583680476791793e-07,5.283124666786365e-05,8.274653583466791e-07,1.8712654924248993e-07,2.08284117079728e-06,1.7974812295294173e-06,1.7308736337737175e-07,7.02435779910731e-07,2.3371369786600124e-05,4.584635126187078e-07,2.3560533868299687e-05,5.434454430917458e-07,7.2000284233223045e-06,2.618617437145752e-05,1.1964734718866797e-05,1.0166774021861508e-05,1.4213620021304192e-06,6.072855067481296e-06,2.1324004026272157e-07,6.810471790984331e-06,2.2516354365084417e-06,1.1253346297536088e-06,8.3527899771638e-06,1.2115969518792173e-05,2.227845449336392e-06,2.3710384419432012e-05,2.2955676175999208e-05,1.4423751557142242e-06,3.2953542938738294e-05,6.563096322439462e-06,8.274653583466791e-07,1.7974812295294173e-06,5.939606934866628e-07,8.198731177987441e-06,1.4573061214194425e-05,3.0541875969575045e-06,5.532838543907319e-06,2.307042315039761e-05,7.027717875255699e-06,2.4247274007351856e-05,2.2104661235215456e-07,1.0902044635914568e-05,1.0126977216648516e-06,1.7773561453838929e-06,1.7851197702475803e-06,1.1993985421445082e-06,3.3402474084536754e-05,1.6658240542905221e-06,3.851156641333091e-07,9.41805792014141e-08,1.0959727854574048e-07,1.3059502156999274e-05,2.294485190615302e-06,1.8712654924248993e-07,1.4423751557142242e-06,1.474594798369246e-06,4.589029321444717e-07,5.864951984472082e-06,4.990529535046344e-06,0.0,9.062516985233157e-08,4.5712950530287926e-07,9.59304281700459e-06,6.502562023891851e-08,2.928212785873488e-05,5.827109198799783e-06,2.2649713152462218e-07,7.327515404395374e-06,2.3138968381360474e-07,2.8543738417803622e-05,3.565427080121434e-06,7.302079663908813e-05,5.827109198799783e-06,1.1390801411728405e-07,1.3570429198341602e-05,9.722343040990168e-07,1.224770678021876e-05,7.397007668577133e-06,3.917382488029104e-07,1.002960858180671e-05,1.8619530959560386e-06,3.5825866897148735e-06,1.9106131807324422e-07,1.7466494063051718e-06,2.6527090543079557e-05,5.330195005326199e-06,1.438959090314158e-05,0.0,2.15687106046088e-06,7.13046841604105e-06,4.497963504078859e-06,2.865254060153871e-06,2.620462660607203e-05,2.2951617664431352e-05,0.0,5.447458934244863e-07,1.34701715401651e-05,3.1336145511279963e-06,9.230292218353714e-07,0.00011422672675570451,2.5525409811572085e-07,3.1669604306371117e-06,8.859739220171821e-06,3.0614142169763235e-05,3.319412702160583e-07,2.6931018830647264e-05,3.241153111226858e-07,3.54606266090951e-05,2.7190679853314655e-05,1.5896434631738872e-06,1.7953987273812723e-05,9.531872790104514e-06,5.004463939687354e-05,3.330943470650533e-06,4.643820236650759e-06,2.983192693980618e-06,2.4110443470787816e-06,0.0,3.227618728364805e-05,3.38035621254611e-05,4.1275266855203184e-07,1.0688995347160056e-07,4.140596943775104e-07,1.97532897084939e-05,5.485052381702668e-08,6.167178608160068e-06,3.942444485070024e-05,7.051477097288187e-08,2.486015135637133e-05,6.183248497534373e-05,1.8997804433462915e-06,1.7534328387012971e-07,4.52364723317021e-05,3.653904433792275e-05,1.3868354272269617e-05,2.439424673362141e-05,1.2633688272999362e-05,6.920560948989478e-06,3.976888666212888e-05,2.1441974325009704e-05,3.199079422912034e-05,0.00010744663527038289,3.289044493301048e-05,1.771150851333198e-05,3.199651663490377e-06,1.991307268142897e-05,1.9023919578114706e-05,1.749013088970442e-06,2.107860343264333e-05,3.4164628120957173e-07,1.2970262835223953e-07,2.6987356776866816e-05,4.4453702838598965e-06,2.107860343264333e-05,1.2558173184781492e-05,2.7451833298375484e-05,4.131641140721689e-06,2.1078603432643328e-05,6.434054158746408e-06,4.0908999339599444e-05,2.0359300243575464e-05,5.054056504031301e-05,5.522420255622083e-07,1.4552567354290346e-05,6.633294773541834e-08,9.550635416808993e-06,7.302079663908814e-05,1.9400690299418725e-05,1.794741906088252e-07,0.0005980563405463252,9.008848339019918e-06,1.35621994878405e-05,9.766271283173588e-06,1.1342918832472682e-05,2.113978378127157e-07,3.478752642504788e-05,0.0,1.3164166672997294e-05,2.2750001936306263e-05,1.2651929655878361e-05,2.621189768077124e-06,8.491033218242973e-06,1.338293530387957e-05,2.8559000247344357e-07,7.396807079044528e-05,1.5106460610861609e-05,1.92149566264654e-06,6.878822185641287e-06,2.2775180806453605e-07,2.568009503264416e-06,1.330112813606072e-07,3.4141317998115894e-05,1.7334233013192134e-06,2.870568743853512e-05,6.054751744643706e-06,1.3220417740030823e-06,4.159644348601458e-06,1.584675792927797e-05,5.43672177404391e-05,3.346887935241504e-06,3.927051712507422e-05,9.68526372837224e-07,1.91511021092814e-05,3.57226466133518e-05,5.304716111797553e-06,9.82408432416876e-07,4.0155314884666666e-08,2.9271755346869885e-05,3.87901661569052e-05,2.163465148646021e-06,1.564367020354062e-05,2.95781535228399e-07,0.0,6.377898804236378e-06,1.1132652723680695e-06,4.794701077092779e-08,0.0,1.8303588592857504e-06,9.498102818907757e-06,1.279921568710619e-06,3.8156053506316746e-05,3.0153900696527677e-05,5.944901856871373e-06,3.927051712507422e-05,1.1756595179051921e-05,3.386968959754872e-05,2.781223651184489e-05,3.1342189344936146e-05
