,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,1.975079646108211e-05,2.161622978329642e-05,2.1858985080697135e-05,1.980610972260993e-05,2.200616412308218e-05,2.1028580974813413e-05,2.1950789995134025e-05,1.8297777980463286e-05,1.893145728344469e-05,2.191219430375977e-05,2.196688015538562e-05,2.207466730363891e-05,3.6869449619477164e-05,2.179360337001568e-05,2.214032300970852e-05,1.9877993542858492e-05,2.2080012583422008e-05,2.182934103296816e-05,2.2192114991141738e-05,2.168820514426342e-05,2.340758252130911e-05,2.2321780379531712e-05,1.713740672854321e-05,2.1644949603049648e-05,2.0355552508282883e-05,2.2110821431920412e-05,2.235636939475747e-05,2.2075361238269472e-05,2.0996902393448597e-05,1.9741235813669467e-05,1.918025982833375e-05,8.872091834601654e-06,3.752347023804463e-05,2.2006912668068357e-05,2.2319424595375055e-05,0.0,2.1771094126241288e-05,2.212561992086396e-05,2.1808823738027007e-05,2.179360337001568e-05,2.2122883413680352e-05,2.0876541791382796e-05,2.2335703073625397e-05,2.371845419178318e-05,2.21899367146665e-05,2.2031902259947483e-05,2.1656488166711435e-05,2.2000140616702167e-05,1.2399595714434681e-05,2.151938732689045e-05,2.0829919425557112e-05,2.089825844539837e-05,2.0367313238002166e-05,1.8615418288992934e-05,2.1795031675837863e-05,1.9836282541120794e-05,1.9852864517879243e-05,3.518274428847104e-05,2.2207059364647834e-05,2.226171416986464e-05,2.1454297974375532e-05,2.251627651557827e-05,1.9627685684617497e-05,2.1168379569898737e-05,5.8344365722995715e-06,2.04364737624333e-05,2.2284553541927954e-05,2.2207059364647834e-05,2.0888369934587175e-05,2.227097734292984e-05,2.2285097822876184e-05,2.213988981973854e-05,2.2130330668496284e-05,2.1833024187577846e-05,2.238156681357697e-05,2.1144219626666537e-05,2.236059709550372e-05,2.2136294676137003e-05,2.1589780617515523e-05,1.931233744440487e-05,2.1833024187577846e-05,1.931873990638826e-05,0.00013659680449523874,2.1553800349545e-05,2.1875610530367598e-05,2.1866798038319916e-05,2.0583731763911557e-05,2.0918259501851457e-05,1.738666881736566e-05,0.01301327548186418,2.2461417194610476e-05,2.1142480417262438e-05,2.290934558458004e-05,3.862955849473861e-05,2.231577919061907e-05,0.0,2.0783016578772935e-05,2.2578808842224548e-05,2.043463649653021e-05,2.1486305058327507e-05,2.222410075055436e-05,2.2319508324333358e-05,2.1974926822979166e-05,2.126567456732429e-05,2.177345957006386e-05,2.0455565929222186e-05,2.1974046918109114e-05,2.076399973650424e-05,1.8348640576818228e-05,2.1606866323788344e-05,2.1146803283649217e-05,2.2076783420636364e-05,2.0265347178172644e-05,2.1254761839902338e-05,2.0490047469696727e-05,2.225244992900687e-05,2.2094423317789217e-05,1.9789641678143414e-05,2.317374520158945e-05,2.1453697888852197e-05,2.2323458412171737e-05,2.1779646960118686e-05,2.1903896753376787e-05,2.1809651588651803e-05,0.0003433896109107763,0.0,3.1457918398184685e-05,2.1794799924742227e-05,2.2164247800756538e-05,2.223985943678446e-05,2.3104749508638165e-05,2.2151473778767905e-05,1.5181653093862755e-05,2.19735829869633e-05,2.2190927969293017e-05,2.2360255670250666e-05,2.1097226832396458e-05,1.968390371321585e-05,2.1215728891987348e-05,2.1179784088384703e-05,2.1147376648961165e-05,2.2310900133533115e-05,2.254544172772644e-05,2.2433363591940962e-05,2.3084849496306755e-05,2.2069254827543075e-05,2.082158119233865e-05,1.9629433314441496e-05,2.158007916709057e-05,2.205300446166557e-05,2.2223814228320903e-05,2.171259321924249e-05,2.121659773531005e-05,2.2177733640604648e-05,2.1770002488476452e-05,2.1849868802256805e-05,2.1077361386467208e-05,2.177146768318714e-05,2.1666656003194785e-05,2.191557181307065e-05,2.230661199770395e-05,2.1665430472541338e-05,2.1770002488476452e-05,2.1995559604059213e-05,2.23006509422072e-05,2.1313981783185593e-05,2.154369327588686e-05,1.9966149907324325e-05,2.2178458744449668e-05,2.2003274885001262e-05,2.2244768626432757e-05,2.1890897842857575e-05,2.1983633895554682e-05,2.1192707216571024e-05,1.6299393496436933e-05,1.931233744440487e-05,2.240507081238927e-05,2.1809305178046517e-05,2.2646725976939784e-05,2.2461397062605886e-05,2.2306787970749437e-05,2.122327543840209e-05,2.1217714326975626e-05,2.1791411137167925e-05,2.1974926822979166e-05,0.0,2.182701533574177e-05,2.027831586040822e-05,2.1790955976117887e-05,2.033912136015056e-05,2.2147326505670052e-05,2.2101479606590025e-05,2.2171018879939907e-05,2.2369343388114637e-05,2.194259870082418e-05,2.145077035561053e-05,2.2362272551233742e-05,2.2599363686510244e-05,2.13007806767661e-05,2.2113545766900006e-05,2.1982187954759782e-05,1.970898912576143e-05,2.173505964421091e-05,1.8687460555764918e-05,1.9583923661480717e-05,2.075722815841787e-05,2.3798493304296885e-05,2.2165592390693742e-05,2.085705134924708e-05,2.199810450551177e-05,1.5266459697082466e-05,2.2259333418418734e-05,2.2727815115150826e-05,0.00025133281909823124,2.1923973192652702e-05,1.3340343178435157e-05,2.225177395377921e-05,2.2320371698357772e-05,1.8909180817863837e-05,2.199047705090909e-05,1.4885194101908407e-05,2.166665600319479e-05,1.6409952702786105e-05,1.9557053984730995e-05,1.2064435636801689e-05,2.166665600319479e-05,1.704968691283444e-05,2.538743289085398e-05,2.2484126494355958e-05,2.2155909546350082e-05,2.218005525808442e-05,2.199810450551177e-05,2.2270605993308788e-05,2.1819668986461732e-05,2.195124660828156e-05,2.184403034272905e-05
Agricultural and forestry machinery,1.1911428247123689e-07,5.657505888363208e-08,5.4614885503999046e-08,1.332125485929832e-07,3.4515612881601095e-08,2.03452717360969e-08,5.6971528392119296e-08,8.419480201175162e-08,4.637488683292359e-08,5.009081766754327e-08,4.2107017219963806e-08,2.0271014550997197e-08,1.1826525027328322e-07,4.2100222171232387e-08,1.572488293248291e-08,4.220569758539721e-08,6.270141670739732e-08,3.728301693669945e-08,6.653020681923373e-08,3.29812244782004e-08,6.88492975256281e-08,6.926875759675201e-08,2.5673190508292248e-08,5.45786478604661e-08,1.2835134803163793e-07,3.816875828327103e-08,2.2496509854881384e-08,3.664272497653143e-08,1.091519467103855e-07,1.322034376865209e-07,8.126135076792349e-08,9.018608161958255e-08,1.0861703193014285e-07,6.358453520948033e-08,6.282826213406873e-08,0.0,6.464140536608774e-08,3.007520982019468e-08,9.297949867985797e-08,4.210022217123239e-08,2.716591227204472e-08,5.265628853036086e-08,7.91787731533163e-08,5.573867461222646e-08,6.177459147179253e-08,6.93919377375209e-08,5.330182264115918e-08,5.809593838623373e-08,5.388334928821042e-08,5.399115561707929e-08,2.8826572356110574e-08,7.597629809870585e-08,3.5708390129304175e-08,8.947453051948715e-08,4.210022217123239e-08,1.14366718016421e-07,2.178888997662253e-08,2.6178477276684336e-08,2.220132849390615e-08,6.076992285616874e-08,1.0701141813950953e-07,3.133803768082715e-08,8.321154327628398e-08,3.539309871617496e-08,7.659538194479059e-08,4.735458966085967e-08,2.243170253297745e-08,0.0,2.0322626335906532e-08,3.034352975964745e-08,4.3508242894317886e-08,2.231124487917942e-08,6.156464236833985e-08,4.253670030496132e-08,2.0271014550997203e-08,6.485151609821618e-08,2.94228996537083e-08,9.61401128205825e-08,5.885516628206391e-08,4.5971138082991434e-08,3.6794770213947915e-08,4.904019319365136e-08,7.028331262518795e-08,2.1710706842342476e-08,6.771686434243571e-08,6.354249330330244e-08,2.369834417540732e-08,4.469846539997355e-08,2.357512300419179e-08,9.685312084467605e-08,2.978825929898397e-08,7.925975199554258e-08,6.58027939307302e-08,7.374358050439122e-08,7.988555189996162e-08,0.0,8.127222095764083e-08,2.1638623581617226e-08,1.0257836335582716e-07,3.3554114880321965e-08,6.631885453328682e-08,6.641320957429008e-08,1.332125485929832e-07,3.436292461009091e-08,6.994536656082523e-08,4.301432489193018e-08,3.675134913108266e-08,5.779179578994132e-08,8.298992869350809e-09,1.0211578901721188e-07,4.4364631154749107e-08,4.579546358150037e-08,4.1364610181936485e-08,5.9360965500907713e-08,6.156660648584867e-08,6.393975516142619e-08,5.0260795589949885e-08,1.2642519580086146e-07,4.8630873218196504e-08,3.253476105640169e-08,6.299312084339879e-08,4.6258971459946975e-08,5.03725501681841e-08,3.980085168532715e-08,0.0007731905934851944,0.0,6.535181156329491e-08,5.5264877105465e-08,2.9333856804649573e-08,2.6292932918205166e-08,2.5802134698878204e-08,9.942560160573195e-08,2.892976291842428e-08,3.5938484478395006e-08,6.622351932421881e-08,6.378069843779062e-08,6.440733899336117e-08,1.0713907342291315e-07,4.4099561202215736e-08,6.057898591013711e-08,3.033011456705567e-08,6.882492577487511e-08,4.179829398311413e-08,6.890458580123067e-08,5.0799362046966475e-08,5.96235216844097e-08,4.64750442213942e-08,1.332125485929832e-07,4.8140394911260577e-08,6.487974594026181e-08,5.8419147249129674e-08,6.022474418557897e-08,3.1599598934450357e-08,4.411126594812408e-08,4.419686058444667e-08,7.070903750353891e-08,8.285257440639113e-08,7.515042542917927e-08,3.3052592586791425e-08,2.7680106838739645e-08,6.685217250214363e-08,4.2500508795818066e-08,5.502021674644026e-08,4.019200994823562e-08,5.7901733188886576e-08,9.248351131121098e-08,8.905908646426504e-08,6.043629575733636e-08,6.528371184977498e-08,9.075764922377924e-08,5.597723739098425e-08,1.8351354548615634e-08,7.917877315331632e-08,1.972065318851017e-08,8.808598946936368e-08,4.5971138082991474e-08,5.629082543757067e-08,5.528908087912235e-08,2.7338475903811867e-08,4.181983558493962e-08,6.7724413448621e-08,4.7543228069153514e-08,5.508655636900737e-08,6.566592296671499e-08,8.118053821939106e-08,0.0,4.049634929312991e-08,5.425305363508572e-08,6.363219032140068e-08,8.795763617583822e-08,2.197045481481004e-08,4.348064195625274e-08,2.5529901921265488e-08,3.035679326304753e-08,1.1833846015496751e-07,2.0012180499510197e-08,6.365955067590643e-08,3.319254199309327e-08,2.147601836236645e-08,2.9718601463078992e-08,6.004992044890089e-08,1.3066122916067198e-07,5.860107443491479e-08,4.8514890313616397e-08,9.699236710175259e-08,4.331129180568083e-08,4.6320731444511104e-08,6.294773615237188e-08,5.3601100954009215e-08,3.728301693669943e-08,4.287522853108608e-08,5.852817133717571e-08,6.564638126850977e-08,9.588406518033974e-08,3.291160104506508e-08,4.714185895631935e-08,6.061204946465357e-08,5.086475183449065e-08,5.178443321211715e-08,6.028500906842051e-08,3.9425660961489256e-08,9.270816302159936e-08,8.203318287471171e-08,1.332125485929832e-07,2.9068615504641256e-08,0.0,7.799526992298768e-08,1.1884430739548756e-07,6.480969217634191e-08,5.206059925437539e-08,2.8318977788989177e-08,6.644684780768431e-08,5.190861634149994e-08,6.356806103147342e-08,6.726270753803093e-08,5.995332427529638e-08
Aircraft and spacecraft,7.050221566814151e-08,6.551715034863787e-08,5.653912096821244e-08,6.483771041666495e-08,3.6782549044985434e-08,5.0072889977535785e-08,6.373901204312534e-08,7.129845862122553e-08,5.099290747567193e-08,6.290416239243861e-08,6.10543404985736e-08,4.283697718092024e-08,2.985660623609238e-05,4.4339747048483684e-08,6.475640808873837e-08,1.1485296195612009e-07,6.065791552277903e-08,5.1417861855551183e-08,5.3763602109136135e-08,6.519942606419498e-08,6.178517651123572e-08,4.958685288382712e-08,6.306542515756952e-08,6.258147922091542e-08,6.513943338239868e-08,7.389702391978976e-08,2.90539536633205e-08,7.121192005041616e-08,7.485593859514568e-08,7.495015096493065e-08,6.117732843954881e-08,6.326550374794174e-08,0.0008913821252841727,6.786064224753337e-08,3.0705048362900174e-08,0.0,4.867868419995649e-08,6.158123206343022e-08,6.401657605154542e-08,5.0194028032284034e-08,6.558209953662731e-08,4.544637460056831e-08,5.6192810046907505e-08,3.606277914871988e-08,8.750521029299972e-08,5.889285720642062e-08,4.9652370561160227e-08,5.628187829680969e-08,4.9317736693431695e-08,6.585158066469728e-08,3.832380136224246e-08,7.226890640925941e-08,3.681770093644037e-08,6.574224767984674e-08,4.433974704848369e-08,5.699113266723921e-08,6.759020291056102e-08,4.338236681159059e-08,5.70947715211499e-08,7.138335034721393e-08,6.354402819602977e-08,6.653903653830906e-08,6.904938763904579e-08,5.211774714016753e-08,7.470347718534734e-08,6.299992932689138e-08,6.455974055561685e-08,0.0,2.6200918777426676e-08,7.176957556337397e-08,6.694026707652005e-08,4.390653698014565e-08,3.539331450188326e-08,6.324884842886302e-08,2.90539536633205e-08,7.075754809695923e-08,5.7192333137126776e-08,5.684016222663182e-08,4.717940224079002e-08,6.636555757362194e-08,6.343691809487568e-08,6.144271368688942e-08,5.927096043935797e-08,6.284077286734807e-08,6.009242863583464e-08,6.343284494432995e-08,3.875475826467782e-08,6.334392588798971e-08,5.939443442067366e-08,6.404272653826635e-08,6.783677173635751e-08,5.431182178310365e-08,7.109452390048629e-08,7.534232591763854e-08,5.910619033593607e-08,0.0,1.4443085077775139e-07,4.2508786029266264e-08,7.547712418564123e-08,7.197255507867367e-08,5.8414443200766113e-08,5.970370582482511e-08,5.929547294944292e-08,4.849452572169089e-08,5.474552742233029e-08,6.755777183810519e-08,5.8042667930439086e-08,2.8647039299147524e-07,1.900811597493447e-08,7.53044494284029e-08,7.075754809695923e-08,6.552887900976882e-08,6.071691038952638e-08,6.503911171297521e-08,5.184044596874366e-08,6.517513405142592e-08,4.649618642255513e-08,7.576013303088686e-08,6.752601193327975e-08,5.1863476601480305e-08,5.910180191124548e-08,5.7643326073483364e-08,5.888834079609849e-08,5.6514520375690194e-08,7.04399751840107e-08,0.0,6.113681927341276e-08,6.908819860342011e-08,6.560250874112141e-08,6.615522707215125e-08,6.443778781577246e-08,6.231594879929462e-08,3.867071099272733e-08,6.830990869709442e-08,3.162770990490003e-08,5.4712276635288557e-08,6.702327508557186e-08,6.686440671836745e-08,6.307748837585881e-08,6.634556406415556e-08,5.837093678317853e-08,3.549021778309888e-08,7.207811518415216e-08,6.876735554433496e-08,0.0,5.183489881292003e-08,4.4969327458675136e-08,6.353247632041631e-08,5.606109734770478e-08,3.683410868377595e-08,5.385926549928332e-08,6.69518694765258e-08,3.0995766269417126e-08,3.3757084457090275e-08,0.0,6.570396298149159e-08,6.456872635095847e-08,7.654697030455115e-08,6.642776383781636e-08,6.35549467004995e-08,4.980394501518659e-08,4.4339747048483644e-08,6.626570064867022e-08,5.556877186522753e-08,5.7775892759876856e-08,3.93296162207333e-08,2.90539536633205e-08,6.828388226580785e-08,5.8573078562657315e-08,7.423673291797808e-08,5.712089125890099e-08,7.30758041356456e-08,6.106864390077943e-08,3.875475826467782e-08,7.402401451183738e-08,6.636555757362197e-08,7.570402671724995e-08,6.886574032767845e-08,4.220675496113001e-08,6.106864390077943e-08,6.605071802557581e-08,6.717138825077016e-08,5.91636089573178e-08,6.428337055885861e-08,5.929547294944292e-08,0.0,6.572661442771251e-08,4.8384713011797836e-08,5.298585850328827e-08,6.955802929745585e-08,5.9277554814438147e-08,4.6358548183378345e-08,5.8081242815536014e-08,6.487334311836986e-08,5.994012740652112e-08,5.045803487903595e-08,6.800356635513371e-08,6.863833424066181e-08,6.385110204968467e-08,6.981936770374535e-08,5.189119051150346e-08,5.406046842400708e-08,5.8631806729473625e-08,6.27269135163922e-08,6.369452638804663e-08,6.077269753639159e-08,4.47194406949203e-08,5.8393816321201194e-08,6.298744345607221e-08,5.0825994575875836e-08,6.049946540905641e-08,5.125977358187895e-08,5.264355109665447e-08,4.871155443907637e-07,3.3795009655800276e-08,5.265208228265376e-08,6.552887900976879e-08,7.077580636630992e-08,6.346376486467387e-08,7.241850852166905e-08,1.2537207009959567e-08,6.580925053438255e-08,4.032674978450342e-08,7.654697030455115e-08,7.030934138795847e-08,6.343691809487568e-08,7.092866587589909e-08,5.1084467770705825e-08,6.069987796168194e-08,4.563492618450546e-08,4.8640660505568915e-08,6.56012495002696e-08,6.074042734296901e-08,6.626673821467563e-08,1.3552441060570828e-07,6.420856674238358e-08
Animal feed ingredients and pet foods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09746921445578084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3252032520325203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11387900355871886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9863013698630136,0.0,0.0,0.0,0.0,0.0,0.0,0.3842181822085528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032588761602617535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Articles of concrete cement and plaster,1.6177037863800635e-09,9.008935469260346e-09,3.935795331752823e-09,3.0611801025176756e-09,1.233801251246317e-09,5.721180894808902e-11,1.1768160768698352e-08,3.183340936753808e-09,2.3240774062365974e-10,8.277140933150716e-08,4.5859149578445095e-10,1.5554178260208995e-10,0.0001108501313421984,7.132443333348359e-10,2.6196390780774133e-11,3.6631717661528884e-10,3.281961467377031e-08,1.8877113674258547e-10,2.6088083760078214e-08,3.1607735137170476e-10,7.350260582484453e-08,1.6961188562161148e-08,2.8558561220642734e-11,8.68424790977187e-09,7.507527401311403e-10,5.5296439892333944e-11,4.0243102989767694e-11,3.373723624193549e-09,1.7381490566057336e-09,3.541001217177839e-06,4.681599921932134e-09,7.183763022799254e-09,0.0011116673769556232,1.5050597151873558e-08,2.944879923311366e-08,6.626761302767566e-10,1.6212899419529028e-08,4.326251522397902e-09,4.5859149578445095e-10,7.132443333348359e-10,3.1240419301077833e-10,4.450616089088001e-09,9.739967819680848e-09,4.978459400948386e-09,3.5124145521010765e-09,1.3762991597168928e-08,4.6904417040323156e-09,1.3955141600158807e-08,1.2346203925512546e-10,7.82472899038563e-09,6.284289830292019e-10,9.474156786733295e-10,1.159213207196562e-09,7.116007517812782e-10,9.193842703910145e-09,1.3227734252323547e-09,1.2758272344989117e-10,4.25089230032675e-11,5.155017963738305e-11,9.155237287636619e-09,0.000928674716514363,1.5554178260208995e-10,6.626761302767566e-10,9.090597327107597e-10,2.9721761765849703e-10,3.391905038924641e-09,2.881819395447201e-09,0.0,5.587016462394345e-11,9.262860573563713e-11,7.508472044444064e-09,3.220415803238541e-11,1.833006031279186e-08,3.8672763095070105e-09,4.054642786357409e-11,5.659199235468753e-09,1.6914856055708384e-10,2.4998589435106805e-08,2.639998677727105e-09,3.5013811059674113e-09,3.8672763095070105e-09,5.152671924004033e-11,2.5848256448853236e-05,6.312406594754135e-10,8.207178419072958e-09,5.468163778610205e-09,5.150673347122618e-10,4.781001421322095e-09,9.034146457034417e-11,9.530840705085667e-05,1.5739046339863237e-10,1.2726799058300068e-09,1.6327837249705147e-08,1.5756023976840227e-05,1.0010096272681425e-08,0.0,1.3002789697864002e-09,2.8947150426292398e-11,3.814791148348794e-09,3.114066448486583e-11,1.2594759563262794e-08,2.943896004244168e-08,0.0,9.312704136140044e-10,7.665782535768187e-09,2.3155106204650057e-09,5.033038799018681e-10,4.351557825551609e-09,4.266001405528986e-11,2.4529841250095426e-06,7.756892864209328e-09,1.9584222189717586e-08,1.8134805895236078e-10,2.5117405296423676e-08,1.724629196559801e-10,5.727168002081512e-08,1.6939446134537618e-08,4.8507386728247524e-05,1.2654603608503249e-08,7.590372698745314e-09,9.371563238503712e-08,2.718383141759001e-09,2.6007260136865674e-08,1.876196132738252e-09,5.221790739491733e-05,0.0,2.912414008530937e-08,1.6559443393389168e-08,2.2398920036443763e-10,4.867893574976599e-11,2.0594685734286656e-10,2.2302152840541147e-08,4.9152420716271125e-11,1.2852089541133685e-10,4.350574177578911e-09,2.4907548417095142e-08,1.8861592434777683e-11,2.136802418656092e-08,1.6206670715519189e-10,2.3385119352726074e-09,5.76929365890315e-11,7.212070721627124e-08,2.4567232481364014e-10,9.011106968969787e-09,1.4608382023985952e-08,7.698697823907882e-09,4.916457284595073e-09,5.073833469180445e-10,2.9341595377479302e-08,1.9300182782947042e-08,2.2222310232925727e-08,1.630278003645269e-08,1.2221572540744743e-08,1.3803957774394262e-07,1.1819061370132996e-08,7.400853485925439e-08,1.063265503758031e-09,1.2533593451965272e-08,1.97960645750962e-10,8.737276782475946e-11,3.5228252832076725e-08,2.4104600492025656e-09,1.2533593451965272e-08,1.1628127844764976e-08,4.064127645333392e-08,2.637083785463329e-09,1.2533593451965272e-08,3.6171492680878164e-09,6.224842106880326e-08,1.332930290629097e-08,2.0900557191649656e-08,3.3018434028790726e-11,9.721136080185206e-09,3.621423101946523e-11,5.489959520511648e-09,3.501381105967413e-09,2.7776310751432312e-08,1.897529265099405e-10,1.4507714019073491e-11,4.627031171626188e-09,1.5766032480272532e-08,8.544608665044526e-09,8.523493450702055e-09,1.147569564761309e-08,7.545541463941114e-09,0.0,7.371596369392955e-09,1.915187030072315e-08,6.2885898854405e-08,1.6924220613020742e-09,5.310868293373377e-11,1.093272322609162e-08,8.068630261549481e-11,2.1476956430055763e-10,1.6143070290136005e-08,1.2105192528564123e-09,1.8602397626843594e-06,4.7377559824808797e-11,1.2367339672538249e-10,6.006249354995559e-11,1.8540513075092754e-08,5.895291344123755e-07,3.857581358801442e-08,3.914403020105361e-09,6.222750195654626e-10,2.9541418221982392e-09,3.821773394267514e-07,1.0560089134500907e-07,1.7869672517148648e-09,2.5299509922538517e-08,4.708067607167299e-10,1.0057851430385572e-08,2.165830089945228e-08,0.00016640741098354525,5.580026990804742e-10,1.3433479978963475e-11,1.832400276757437e-08,2.0982871204912657e-08,3.575394841190199e-09,1.785414523255771e-08,8.775533301675867e-11,0.0,3.2030898174549278e-09,5.415098774804405e-10,3.0324300604820976e-11,0.0,6.363021232901229e-09,1.7196672246089737e-05,4.812565569479794e-08,1.4595845030394274e-08,3.137731535170113e-09,2.5299509922538517e-08,9.613208584065601e-09,1.6527345508168183e-08,1.602361879528441e-08,1.5449516972462255e-08
