,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,8.507890168984425e-07,1.1638567239235463e-06,1.1630824311970133e-06,8.113116339265256e-07,1.071729324350642e-06,1.0884752242953082e-06,1.1631806572616889e-06,9.716402919054772e-07,9.718311810555068e-07,6.412540802178915e-05,1.16399126773572e-06,8.428541110507175e-07,1.6464220235995672e-06,1.1827596109646233e-06,1.0219828092456041e-06,1.188400999651243e-06,1.1535191364153926e-06,1.1911401639880773e-06,1.119432250945353e-06,1.156902747462673e-06,1.2192804531200803e-06,8.969073334487075e-07,1.2218448967386776e-06,9.076437981443535e-07,1.1068559675625194e-06,1.1619551493466566e-06,1.1568540942601749e-06,1.0194951808387962e-06,7.964379398391521e-07,1.0246167082503842e-06,4.928110729630295e-07,9.132435493174786e-07,1.1849956067045963e-06,1.231345343638368e-06,0.0,1.1460651117804893e-06,1.2268701612669316e-06,1.251503091667011e-06,1.6464220235995667e-06,1.1313056708482496e-06,1.1248783550898888e-06,1.2153133719185098e-06,1.1635476977653496e-06,1.2024286292074804e-06,1.1469256257353867e-06,1.1167393043015587e-06,0.0002481075101819158,6.80907040176609e-07,1.1403724953700545e-06,1.0912683037024749e-06,2.411103267027941e-06,1.072786850788129e-06,8.887058476313461e-07,1.8760117353430731e-06,8.093643261332216e-07,1.081432511869767e-06,1.1586681525543976e-06,1.1681360296565357e-06,1.2050443185110988e-06,1.0450186875533656e-06,1.1616808334144105e-06,8.779070732363827e-07,1.1137021206340263e-06,3.1091566140150867e-07,1.0727648049544026e-06,1.2129111019431189e-06,1.1681360296565357e-06,1.0704399215311191e-06,1.1727679061448395e-06,1.2215156614356765e-06,1.1624221566543293e-06,5.5772871830989354e-05,1.1291322302824221e-06,1.1633939085416321e-06,1.137310008422641e-06,1.1581106830871197e-06,1.2046018182653004e-06,1.1320353170874051e-06,9.941865344559454e-07,1.1291322302824221e-06,9.771971725376631e-07,1.1691278413615006e-06,1.111772396965503e-06,1.1808393959560533e-06,1.1744372004026214e-06,1.1016594022200167e-06,1.0540590409183826e-06,9.132089331132751e-07,9.250786207097579e-07,1.1599023247571459e-06,1.1104529184911253e-06,1.31122169420909e-06,8.720536125823693e-07,1.237687395765922e-06,0.0,1.0238973489992352e-06,1.1144840584273009e-06,9.515464224369438e-07,1.1583933258206208e-06,1.217236773143807e-06,1.2342997882851022e-06,1.243106643983247e-06,1.0641983585916204e-06,1.3560897052236542e-06,1.0941401437621353e-06,1.145782236561744e-06,1.0509146685432749e-06,9.554434602231393e-07,1.0239521456424465e-06,1.1348035946894482e-06,1.1762567211088178e-06,1.0663129221658121e-06,1.0654817018119537e-06,1.0812606175607124e-06,1.2089494363493149e-06,6.1441319575228285e-06,8.051432510050909e-07,1.3191411031547181e-06,1.1329222979226665e-06,2.8583346169868684e-06,1.180583722476564e-06,1.1794251605441118e-06,1.1986446995649128e-06,9.748649444645447e-07,0.0,1.2096281616530127e-06,1.1530442056364302e-06,1.1443966929761067e-06,1.2750297550470287e-06,1.1527462797180157e-06,1.1961532855011055e-06,7.637934313531552e-07,5.364688551670494e-05,1.1991193256446533e-06,1.358713489670507e-06,1.0311428252278544e-06,1.0064075948862946e-06,1.099985211417988e-06,1.12589486330281e-06,1.1182652028698318e-06,1.2196783320189002e-06,1.1144051591594061e-06,1.2364553410884711e-06,1.3107015091922162e-06,1.166256057001771e-06,1.1136789427287781e-06,7.781660814830416e-07,1.1431110912282646e-06,1.182229751416896e-06,1.226255706471196e-06,1.1588390575404296e-06,2.863281987628839e-06,1.1742218000993798e-06,0.000506891861217007,1.1695401275629277e-06,1.0917666784175268e-06,0.0004755251114676246,1.1144358679836908e-06,1.1526078895080789e-06,1.224163254944141e-06,6.0685169686669005e-06,0.000506891861217007,1.1849136517966317e-06,1.205453755854242e-06,1.3377467345265642e-06,0.0004980064864171908,1.117656014335037e-06,1.2287282394008666e-06,1.3229927215178798e-06,4.052708089935765e-06,1.168083759863286e-06,1.1670265006988255e-06,1.109368515318622e-06,8.811542317431901e-07,9.941865344559454e-07,2.2003597176358876e-06,1.2303587630079421e-06,1.1628088557717276e-06,1.1753841051536234e-06,1.1927984142208465e-06,1.1420610740281233e-06,1.1642486847756133e-06,1.1917655986318981e-06,1.243106643983247e-06,0.0,1.141460316256351e-06,9.153238356179433e-06,1.1709353440419973e-06,1.0282371457491862e-06,1.1647145111615777e-06,1.2038651512862357e-06,1.1740241591067407e-06,1.1132223290573776e-06,1.1578945172802134e-06,1.1310021241148769e-06,9.790614167649704e-07,1.2957071926756144e-06,1.0986770238947983e-06,1.198609130654221e-06,1.1765794610681013e-06,7.892472916505367e-07,1.1279238642555663e-06,1.0131347703193084e-06,7.725473079252714e-07,9.659408545566564e-07,1.1912008311138e-06,1.2059020256539653e-06,1.0967130128339158e-06,0.006044649516521511,8.087159206800829e-07,1.5859978101204233e-06,2.511183082327749e-05,9.191276956539029e-07,1.081545109064724e-06,7.046518513592132e-07,3.525860104038909e-05,1.2301344974266661e-06,1.0062578961834747e-06,1.1690493741692e-06,7.609769182036698e-07,1.1144358679836912e-06,9.532266148280788e-07,7.666382180711659e-07,6.466505493542324e-07,1.1144358679836912e-06,1.0095734434271144e-06,8.90308308088026e-07,7.8158306493624e-07,1.2415064042222524e-06,2.645728745873033e-05,0.00015952824789321543,0.006044649516521511,1.220719257390814e-06,1.1565324844491138e-06,1.173679989038589e-06,1.1604033608146696e-06
Agricultural and forestry machinery,2.839561737158497e-07,3.524203008387204e-07,4.298068957830567e-07,2.795595840498343e-07,2.381620648556675e-07,4.1135402774394246e-07,4.805243861549245e-07,3.0576309121325796e-07,2.894300275444556e-07,2.370946165566362e-07,1.2482405006725174e-06,2.880662186500909e-07,2.3706011620695964e-07,1.7172287819599502e-07,3.4223044973284476e-07,3.705754013453009e-07,3.8582160759460157e-07,4.196879973572861e-07,2.3923817054309264e-07,3.4710207836269194e-07,4.610408677008465e-07,3.173104814281313e-07,6.544689758381596e-05,3.0083112506308853e-07,2.916603530074995e-07,9.654915526394823e-07,2.979944508030477e-07,2.8674090879519696e-07,2.791592541660311e-07,2.9867581521794786e-07,2.884619340543177e-07,2.78763979366245e-07,3.148301429853317e-06,6.074238126382925e-07,0.0,3.6040136586396397e-07,9.415661407637135e-07,2.870183514492909e-07,2.3706011620695964e-07,3.006870068116982e-07,2.8902185739144086e-07,3.4060237683003555e-07,4.4081343285555007e-07,4.578800840776194e-07,3.71100018430684e-07,4.3121537848305456e-07,4.5564249878810146e-07,2.4842485783357776e-07,4.984017409249478e-07,2.3605538970275284e-07,2.7430939567793066e-07,2.1258746230063765e-07,2.7966488444747045e-07,2.3706011620695967e-07,2.95108565484553e-07,2.091778694134465e-07,2.1879778794462903e-07,1.8490516246638646e-07,3.0571913125878713e-07,3.072412132137558e-07,2.8246961128394596e-07,6.26919758708321e-07,3.946455936089631e-07,3.4444384021923874e-07,3.328392235909841e-07,1.8717698066092537e-07,0.0,2.0796987367968067e-07,2.4817295752519337e-07,9.659156019762977e-07,1.9501085342358203e-07,0.0002385055338547369,4.391010413260379e-07,1.2482405006725174e-06,4.351668586669346e-07,2.6675698383721796e-07,4.3972481569452733e-07,5.62471134461475e-07,2.427330929399111e-07,4.23773131968497e-07,3.363918683119553e-07,4.2476244412166334e-07,2.261438137041022e-07,4.2431644154383103e-07,3.2848875985373816e-07,2.43896584649462e-07,2.687259710288116e-07,2.0699635073921567e-07,2.994868259751694e-07,2.676918561729339e-07,2.9977869378126224e-07,7.151969191312007e-07,3.140015983353943e-07,4.0756211584592807e-07,0.0,2.9678924052453886e-07,2.406549310041512e-07,3.5806017578767517e-07,2.9822983806181274e-07,0.00011861275190350606,6.322962810963032e-07,2.795595840498343e-07,3.5456860431864956e-07,3.373197330245687e-07,3.3134280346559485e-07,3.56314450600252e-07,2.626678690056244e-07,9.021100669042211e-08,2.9517816819113664e-07,3.3561624299850204e-07,4.135481246479781e-07,2.3667070535543983e-07,4.877806485754641e-07,3.287969010580059e-07,2.1307441419502834e-06,3.6795038028416924e-07,2.870391116904045e-07,3.694918132061297e-07,2.4891227653786737e-07,1.2835746636721202e-06,2.9484886162888794e-07,7.591458666597243e-06,3.0768637713858307e-07,2.7232358772503536e-07,0.0,6.059771812752637e-07,3.1470244458196797e-07,3.076115716713892e-07,3.2912424992418815e-07,3.0127365051555444e-07,3.1129567161837763e-07,2.994245877530143e-07,2.963855182528318e-07,4.265149876847828e-07,5.056912831214407e-07,1.9981888691038355e-07,3.088463455417547e-07,3.585478148574894e-07,6.77283168614703e-07,2.8875180569176304e-07,1.4302187156025942e-06,3.277181975668597e-07,3.332665354239377e-07,4.517714482854922e-07,4.944725025214284e-06,4.6481514976300107e-07,2.795595840498343e-07,5.344460717788163e-07,4.098414237581673e-07,5.691224176909382e-07,3.660286502027345e-07,5.699675195160718e-07,8.562377257493074e-07,2.752548629663768e-07,1.5582321025963378e-06,3.283043739306756e-07,3.915014283415267e-07,2.3909670571927754e-07,2.95103966889401e-07,5.175499333253631e-07,2.8691434419334914e-06,4.7242541230328696e-07,2.9634286717269656e-07,3.6936072416332267e-07,5.346957142624121e-07,2.943575930830334e-07,3.6145354982148316e-07,1.0005771182004889e-06,3.2947284869380443e-07,2.168320203778437e-06,1.644559046637742e-07,3.4060237683003544e-07,2.2922033165011377e-07,2.942907038414269e-07,2.427330929399111e-07,5.506880696289316e-07,2.837442996841237e-07,2.827531141762951e-07,2.825455532683683e-07,3.9478249403961064e-07,5.214175835537645e-07,5.092593442903153e-07,4.5719745899826727e-07,8.877507613583313e-07,0.0,4.130285578082117e-07,4.2348316711141123e-07,4.632314856108356e-07,3.0185856903251026e-07,1.859828912792733e-07,3.1904911429256476e-07,1.1787168531761224e-06,3.10360829964644e-07,3.3040002767824187e-07,2.156614083675683e-07,3.0065075963330995e-07,5.425782353549956e-07,1.9669244740764337e-07,2.6500617655078033e-07,3.6525247349625065e-07,2.8453915128542567e-07,4.4366307392243716e-07,3.3674454178919933e-07,2.562485810470443e-07,7.954887238190686e-07,5.729010498249593e-07,1.925105022537939e-06,3.2064829056745574e-07,3.8582160759460167e-07,5.101594534915898e-07,2.6595440722989985e-05,5.972005704172268e-07,2.9071821127755916e-07,3.428456603232299e-07,4.036500928636026e-07,0.00021406629700227125,4.5425255299953236e-07,4.724106830803071e-07,5.27090245854232e-07,2.503802096001037e-07,2.9015089394852613e-07,3.071655913271501e-07,2.795595840498343e-07,2.3983721412350816e-07,0.0,2.8882451345836047e-07,2.846243397243714e-07,3.0030871763633993e-07,7.234825470194513e-07,3.480665253719418e-07,8.08650740094582e-06,1.9962359585497056e-05,3.673440392468412e-07,3.460582966103511e-07,4.2245733240955054e-07,3.761604212419072e-07
Aircraft and spacecraft,1.0663999386097934e-09,9.779552508171071e-10,9.537284935008698e-10,9.247221472488278e-10,5.755807267653577e-10,8.546349758700994e-10,9.263577583069586e-10,9.46654330922092e-10,8.551626166211768e-10,9.174538608320375e-10,5.823453544721376e-10,4.316811361018013e-09,6.542156699409946e-10,1.4743812407511983e-09,1.5245358442462101e-09,8.864871148172361e-10,8.879723033715835e-10,1.2127304546376577e-09,1.6147701785694689e-09,2.2411894729575095e-09,3.180091715031152e-09,9.624156128939505e-10,2.5727650263654585e-09,2.669152974314059e-09,8.260202701289095e-10,8.523286014328874e-10,8.872233457854859e-10,8.248236024531888e-10,8.535755766315982e-10,9.614164204149392e-10,9.38189796026758e-10,9.290119141694328e-10,2.5768482529003633e-09,1.9616144474121874e-09,0.0,1.0104351791877468e-09,1.3166739837585504e-09,9.068937476703904e-10,8.169766923876061e-10,1.0161173462054334e-09,2.9814686934130984e-09,9.268012766048687e-10,8.784681769469885e-10,8.835255159196533e-10,1.0508365663881272e-08,9.799278750965013e-10,9.454488914694652e-10,8.715410569654601e-10,9.941476593601438e-10,1.3640085213469742e-09,9.704676089484011e-10,7.206632466384501e-10,1.4286022584621388e-09,6.542156699409946e-10,8.075605415431946e-10,9.009433365123295e-10,5.716622076894979e-10,8.917879368180796e-10,1.1830949468736595e-09,1.1767160020747026e-09,2.282422088790502e-09,8.724155935302815e-10,9.744605831722317e-10,8.697155146360268e-10,4.234549926896818e-09,9.589095104732747e-10,0.0,4.926718787851153e-10,8.869297312513729e-10,1.212038390924049e-09,1.0144991686339575e-09,1.87848014185538e-09,1.1814389761778937e-09,8.523286014328874e-10,9.522648985734192e-10,9.095618662041637e-10,1.0291982416423391e-09,1.3613450583283379e-08,1.912164121841106e-09,1.1851562062681105e-09,8.80156349194409e-10,9.158149390919656e-10,1.1728198435988836e-09,1.392068634043602e-09,1.1848065408433396e-09,8.631396086542412e-10,9.33619310876875e-10,7.574287698857703e-10,9.068515768074946e-10,1.0571031944337995e-09,8.739232308447346e-10,1.0905002767508363e-09,8.629760855468229e-10,2.5731993969359617e-09,0.0,8.877764326268571e-10,6.994675948917648e-10,8.393935774163565e-10,1.5387190360671364e-09,4.273699756280188e-09,2.412997387851523e-09,2.6771685534358244e-08,8.546560237711342e-10,1.185607479593356e-09,8.433388164316287e-10,8.527208443352988e-10,9.052894799193945e-10,2.7783225113427e-10,8.526294753218469e-10,9.52264898573419e-10,1.0742120933350437e-09,1.6891932479079786e-09,8.944667288403152e-10,7.720446354137438e-10,1.4420294779300614e-09,4.551504824752348e-09,8.525689202306159e-10,8.09760569299493e-10,1.4769481551167703e-09,3.195097256757726e-09,1.3840278001706107e-09,1.0027955953835887e-09,1.0972478626341485e-09,8.879290075577195e-10,0.0,1.3152807480066753e-09,8.680376699708997e-10,9.600194212494223e-10,9.955859487493881e-10,9.338158904655944e-10,9.273884812027709e-10,5.716557701540159e-10,9.051757984171546e-10,8.46368799339606e-10,1.808653766902885e-09,1.2935848726064676e-09,9.940887595922811e-10,9.536030114675678e-10,7.992073717905794e-10,1.0179258791630831e-09,8.774653486938191e-10,9.590643198825755e-10,8.938421213826484e-10,0.0,7.648384423882636e-10,6.709611542718712e-10,1.1392838664300993e-09,9.70908128823356e-10,6.629570522299233e-10,2.0763986492799024e-09,9.106360224671946e-10,2.0082541499142297e-09,8.557773538611497e-10,0.0,1.2931288388384455e-09,9.13708197809262e-10,8.313332220171219e-10,1.9141793610749586e-09,1.1723532289669665e-09,1.502666104808618e-09,6.542156699409941e-10,1.382301761561576e-09,4.147298853669878e-09,8.618536201668483e-10,8.727787111923479e-10,8.523286014328877e-10,8.81261319878548e-10,2.2235815499748334e-09,8.282249605788073e-10,1.3586016791179133e-08,8.992180296954479e-10,9.443675358146017e-10,8.631396086542412e-10,8.501997141083793e-10,1.9121641218411062e-09,8.321381243257149e-10,1.094850873397613e-09,7.733959754551491e-10,9.443675358146017e-10,8.706917552930457e-10,9.628339777552e-10,9.432479935452593e-10,8.259860738569788e-10,2.6771685534358244e-08,0.0,1.0225936551544414e-09,8.34752304645606e-10,9.878194360258004e-10,2.2701195298688553e-09,2.6530709428571352e-08,3.740772364510172e-09,8.976306459958368e-10,8.966852246120268e-10,9.41083373179551e-10,1.008744490400326e-09,1.606827036600999e-09,8.389917231836201e-10,9.470910486341705e-10,9.277727260513759e-10,9.874815810850426e-10,1.0178761761639701e-09,1.151524631902716e-09,9.353289184903907e-10,6.782651001670119e-09,9.170154387777816e-10,9.763049615233524e-10,1.1321846497311969e-09,1.7768309965594604e-09,9.282561200358841e-10,9.394778919244763e-10,6.679793956087611e-09,9.316052244405428e-10,8.643061799296751e-10,8.873224283756357e-10,7.096320937685399e-10,1.074212093335043e-09,8.83757739056526e-10,3.5289628042237466e-09,9.183197662979915e-10,2.509941158683065e-10,1.6557923719753676e-09,6.637839272445993e-10,8.313332220171219e-10,4.687873614331011e-09,1.1851562062681099e-09,8.561409988887179e-10,8.389600703228218e-10,1.136365799564341e-09,9.164941486227371e-10,1.3577096375554004e-09,7.181374636905773e-10,1.1228089315414856e-09,9.459630681602853e-10,8.815954131745084e-10,8.545122203870042e-10,1.7538603691372535e-09
Animal feed ingredients and pet foods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Articles of concrete cement and plaster,9.734969522326923e-15,5.389670524481232e-14,2.3565560773082206e-14,2.5747034785040306e-15,7.961209744681064e-15,3.4935775920806957e-16,6.677121217915581e-14,2.017234987088473e-14,1.4270087981933761e-15,1.7320059746458628e-15,8.353214893160024e-16,7.426164788126046e-15,6.928154173577606e-12,1.51464393696012e-16,2.3172460029302616e-15,1.650796806654116e-13,1.0122159417540575e-15,1.249809918468541e-13,1.951816014763197e-15,4.2318177003689777e-14,9.778770633002179e-14,1.8323139382777021e-16,5.528925856552662e-14,3.9506495046818466e-15,3.583746105408699e-16,2.6949254739889944e-16,2.1315959729600295e-14,1.0091490275884462e-14,3.040305678760178e-15,2.999686077957388e-14,4.6622684400695445e-14,8.211143680512092e-15,8.721939719999591e-14,1.4788699376527512e-13,3.795975601731791e-15,9.486238005699106e-14,2.7811177335786293e-14,1.7320059746458628e-15,6.928154173577606e-12,1.793666661498434e-15,2.7849300176030644e-14,6.265197351553661e-14,1.5698383933850286e-14,2.163165632751327e-14,9.904229745326862e-14,2.849124898682489e-14,2.439356978744527e-12,7.918420973776535e-16,4.944198662051345e-14,4.248887440254778e-15,5.972429967386849e-15,7.375045767581052e-15,4.408229926498004e-15,3.1222072892515763e-12,5.465626028527849e-15,7.525375579996363e-16,2.5479537545571825e-16,3.0509472869989923e-16,5.778439557519359e-14,8.558059175517119e-15,8.353214893160024e-16,3.795975601731791e-15,8.785877490249575e-15,1.880975466242014e-15,2.1931727872459477e-14,1.8604450355648057e-14,0.0,3.415105734373829e-16,5.710916280042025e-16,4.5203206539714993e-14,1.9417595352369668e-16,1.8976097939698036e-12,2.2595592497605676e-14,2.3747152307469825e-16,3.679818905320053e-14,1.247352010147655e-15,1.3149908605394248e-13,1.6014425864736536e-14,2.499524858913613e-14,2.2595592497605676e-14,1.0493227149381026e-15,8.492338967161379e-14,3.716457156702265e-15,5.251967036899624e-14,3.3682907852943455e-14,2.994770117684336e-15,3.023871718347049e-14,6.070973414780023e-16,1.529920871583521e-14,9.176425049039426e-16,7.64129050466784e-15,9.33954958668095e-14,2.2434520903559787e-14,6.456107809313802e-14,0.0,8.072765760648451e-15,1.8575871926622024e-16,2.118700932685332e-14,1.8276486415364558e-16,9.459938173486869e-14,1.4784191598248536e-13,0.0,2.2556213441538042e-15,4.86606491105403e-14,1.4300836454789943e-14,1.6316734248850162e-14,3.241786296726231e-14,2.830471107731801e-16,1.674849691104321e-14,5.0867747376996655e-14,1.12030358257816e-13,1.1412409860961952e-15,1.2856381007869128e-13,1.0927838685641874e-15,2.7785701720824125e-13,1.9228327044969053e-12,4.665452649437141e-15,7.5691578710932e-14,5.029116765438744e-14,4.434795668302019e-13,1.5987877441113856e-14,2.0085938220932726e-14,1.1953586440729632e-14,8.903781344308488e-15,0.0,1.4508676527389883e-13,9.654792927812643e-14,1.3353772666761134e-15,2.720800361239632e-16,1.2775826523680718e-15,1.2749705247900345e-13,2.8165052522945795e-16,7.920894096946432e-16,2.6938171641370454e-14,1.9164911229914853e-13,1.1590233826001393e-16,2.382562069968028e-13,1.4747988341733645e-15,1.0113919845411916e-13,3.4646410912025927e-16,3.520167067886762e-13,1.830206549240478e-15,7.740771394287698e-14,8.552909723072241e-14,4.3850249618226716e-14,3.1031601980768344e-14,2.4003162560440986e-15,1.4357390205408183e-13,1.0808810735314833e-13,1.234428122948932e-13,9.513275498690335e-14,7.070775576977286e-13,1.8419405839388063e-14,2.8378633821829764e-12,9.928522832218281e-14,6.682549149776685e-15,2.574700034111362e-12,1.1827414346925398e-15,6.396898602808826e-16,1.7573109835028455e-13,6.443508197233387e-12,2.574700034111362e-12,6.595732665028992e-14,2.6529741589968123e-13,4.740456166432997e-14,2.574700034111362e-12,2.2978397526178146e-14,3.1042157583826496e-13,8.031613703322247e-14,1.52811556941075e-12,4.3880880159699087e-16,6.252903269968716e-14,6.116916514091992e-16,3.457560925872763e-14,2.4995248589136134e-14,1.1187369750717682e-12,1.0051249712866068e-15,9.224653311761454e-17,2.927276268672046e-14,8.230557538114354e-14,5.826194938876654e-14,5.175605575777579e-14,4.435644286032735e-14,4.394266344513865e-14,0.0,3.1264640806941095e-13,7.803622226441697e-13,5.534854506221383e-14,1.06436060159847e-14,3.17337237001886e-16,6.492764120213509e-14,3.989839270898872e-16,2.9116634480135037e-15,8.443617825143559e-14,8.05314325454243e-15,2.927835228461306e-14,3.0161651827184157e-16,7.49343208298604e-16,3.381354635631075e-16,1.0586138328388034e-13,4.558731501658679e-15,4.434310959720256e-13,2.4663211355618684e-14,3.356551082283658e-15,1.8302454364809175e-14,7.971349639511787e-14,4.967741717508641e-13,1.1329517506983976e-14,0.0006308619377219083,2.971294463725473e-15,1.6588403577590398e-13,1.3929371829342388e-12,2.4035119041909822e-14,3.7687872696352464e-15,8.493386615629781e-17,1.8963158218759656e-12,1.143753041909858e-13,1.8398749622998164e-14,9.176381500128822e-14,5.280226489107618e-16,0.0,2.043913574694059e-14,2.560126168894339e-15,1.910380456174138e-16,0.0,6.037568963266952e-15,4.0849391331453105e-14,3.3176231111637993e-15,2.37178740601023e-13,1.494581911683621e-12,3.1043128183221843e-13,0.0006308619377219083,6.117597717087555e-14,9.643293785858329e-14,1.2317861647679754e-13,9.033614286377532e-14
