,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,5.211904825388745e-06,7.119109616314029e-06,0.00013948877770455275,4.803107209394865e-06,6.989584245453104e-06,8.2615884613135e-06,7.162315364011039e-06,5.815542963778178e-06,7.560605130780276e-06,7.01073022320385e-06,8.774123641427669e-06,8.802631231053286e-06,5.0349983500123135e-06,7.202773709106324e-06,7.519153126123987e-06,7.658114404451089e-06,0.0009718037238216579,2.1332371355568263e-05,8.384459621806152e-06,9.375408445678795e-06,7.723410572761253e-06,7.2043437153927676e-06,5.92834555078555e-06,7.3955676080927105e-06,5.837226033960695e-06,7.605856133422896e-06,1.2189897893891073e-05,7.90765351241073e-06,5.931913933852933e-06,4.772147839608889e-06,6.187545576491839e-06,2.8571205346118118e-06,5.379978173685563e-06,7.100291441238628e-06,7.233461918486785e-06,0.0,2.075020028100472e-05,8.8900433725637e-06,5.95283388660399e-06,7.202773709106322e-06,7.709098385167802e-06,6.7169683449226905e-06,7.193175866541939e-06,1.0187857631240432e-05,7.409560276040816e-06,0.19659649822355346,0.0007128665038141485,7.574284934785409e-06,3.889144569448867e-06,1.4046017472985406e-05,7.746668714621532e-06,6.974693255647293e-06,6.961633180910557e-06,5.428470735451376e-06,7.202244277389142e-06,4.8877410796031945e-06,7.261511949638204e-06,7.833749824286336e-06,8.225481891053323e-06,7.1975747202716275e-06,6.270276113616626e-06,8.05599003858199e-06,5.216610566109138e-06,8.2557341974726e-06,1.8547926625546356e-06,7.319776021692209e-06,7.447680803641217e-06,8.225481891053323e-06,7.777656165708589e-06,8.16549452236017e-06,1.0380918966004408e-05,7.910325158806253e-06,7.077958624629481e-06,7.81423660461687e-06,1.2269091835897672e-05,7.280081029743585e-06,8.015601185296776e-06,7.03529737518756e-06,1.4355909586861201e-05,1.2820799308667053e-05,7.81423660461687e-06,6.909795379025274e-06,9.56429164808517e-06,7.906821553434603e-06,7.908022278946442e-06,7.683797747176336e-06,8.168787738353724e-06,3.420595605193672e-05,6.085753760976478e-06,5.364288981418098e-06,8.029480756048034e-06,6.2877904497469295e-06,7.157359077640087e-06,5.162591396968916e-06,7.17397213182238e-06,0.0,6.191323606780086e-06,7.45544184384054e-06,5.590619424801863e-06,7.147123400666993e-06,7.160808087592874e-06,7.230142891110742e-06,7.0612510046261685e-06,6.8492460341474095e-06,7.187186085225915e-06,6.677225650766291e-06,8.087544987486721e-06,2.271717320339676e-05,6.776696555255042e-06,5.883724922597609e-06,7.2967005211739065e-06,6.901851845778869e-06,6.970388076043418e-06,8.417617005321104e-06,7.265030664865234e-06,7.181484232326492e-06,7.1342293289234615e-06,4.777782426666493e-06,7.172737201839244e-06,1.3732669762739498e-05,7.177016779831536e-06,7.27272061334778e-06,7.097884295177119e-06,7.0407740248374354e-06,5.797714455806569e-06,0.0,7.303363398860553e-06,2.3359432893013734e-05,8.048322242173429e-06,1.0949934834435414e-05,7.887304225639275e-06,6.960789329434273e-06,5.326362608332154e-06,8.152343431880437e-06,9.301217419315619e-06,7.014048517474016e-06,6.24439442154204e-06,5.0136261971466305e-06,7.273962430599731e-06,7.667934580223955e-06,8.297678737599616e-06,7.201695221176273e-06,7.560123230027649e-06,7.1038560259666415e-06,7.172865155593147e-06,1.3371897815494021e-05,8.432147475506436e-06,4.635187380250852e-06,7.505243290980899e-06,1.2708680460155444e-05,7.068874181957678e-06,2.110589105949745e-05,9.483791733920953e-06,8.278438268281258e-06,6.889928654308775e-06,7.341746755649649e-06,6.320000701306699e-06,6.909350764402105e-06,7.663180459256117e-06,7.2993900303519816e-06,7.226246367240353e-06,7.132563513395323e-06,6.889928654308775e-06,7.203243894099829e-06,7.173016644905247e-06,6.629313128432324e-06,6.819168230036543e-06,6.340802168071899e-06,7.108841055836896e-06,7.0278136473794385e-06,7.161051116432184e-06,7.223021493137457e-06,7.168074306787503e-06,8.169453397451745e-06,5.089364754493906e-06,1.2820799308667054e-05,8.258711989125158e-06,7.231200837422627e-06,7.840657981756445e-06,7.498697542227944e-06,7.107445287421271e-06,6.826597103479533e-06,1.0740186023584317e-05,7.0612510046261685e-06,0.0,1.5920508811944827e-05,5.252312917783584e-06,8.651294191765369e-06,6.08194395123373e-06,7.814026335768363e-06,7.062895231909177e-06,1.039596104671261e-05,7.665551372066734e-06,7.675992110809882e-06,8.806903824547316e-06,5.870673526435139e-06,7.572716786198932e-06,7.4796760007562606e-06,7.87034117725121e-06,2.1692707050511288e-05,4.820513458305241e-06,9.584159688517685e-06,6.114899696688294e-06,4.551316405684442e-06,6.236194094211049e-06,7.3276606034582775e-06,7.212019615292394e-06,7.563868525634072e-06,7.0056558348106616e-06,5.191730964815425e-06,7.167456440960238e-06,7.160265144159748e-06,5.619220929118724e-06,7.448554631706164e-06,4.4663528670425265e-06,7.125311799822856e-06,7.1522084552968255e-06,0.002094951477846722,1.1785708530997252e-05,1.2745303304064568e-05,7.663180459256117e-06,5.163221633729907e-06,4.530768064133068e-06,4.400161960215906e-06,7.663180459256121e-06,6.092313768424642e-06,5.2933727143307095e-06,4.661086974556422e-06,7.191704051784543e-06,7.524241278432923e-06,1.0445176921587248e-05,7.0056558348106616e-06,7.1916754012453195e-06,2.58311387656574e-05,4.067351016243688e-05,1.933787141431801e-05
Agricultural and forestry machinery,2.5346463083342465e-09,1.1228997301123981e-08,2.0108895083273878e-07,1.5353633424130072e-09,6.318121614140621e-09,4.5130216671670516e-09,6.866816668083354e-09,5.379740009045943e-09,1.2931643074870432e-08,8.95939207313782e-09,3.274399289806175e-09,6.0542606694635875e-09,3.0023234247916165e-09,3.252916536595063e-09,6.040396570017066e-09,1.8067489451987864e-08,0.0001359836465298603,9.95302448199898e-09,5.3121577272477984e-08,9.06844450279518e-09,5.799372889401736e-09,1.3985165236858887e-08,9.49724758827999e-09,6.739767847000177e-09,1.8749981225541047e-09,1.562820686159447e-08,6.551001623148926e-09,1.8337361253823647e-08,3.663859786436387e-09,1.5990739356552778e-09,4.962866804477197e-09,5.064067271554202e-09,2.982558875999128e-09,8.840393950758453e-09,2.3237441023809997e-08,0.0,5.8192951160664605e-08,6.945726012980705e-09,5.6283836120852385e-09,3.252916536595063e-09,8.837862500470827e-09,5.654478115582961e-09,5.581935043901136e-09,8.733906515946446e-09,7.62087285248556e-09,0.0006471725778976892,1.1456192648777193e-08,6.557728504819101e-09,4.371274097824496e-09,1.7229583007350145e-06,4.748711688863477e-09,4.451988275603052e-09,5.338020600156317e-09,4.739568217375809e-09,3.252916536595063e-09,3.009904349460532e-09,5.36570831453732e-09,9.86180709734568e-09,6.5193127317236544e-09,1.3336093783083369e-08,3.5036101227113043e-09,1.182819207382855e-08,4.644323562606121e-09,1.0571627072052896e-08,6.317894221633384e-09,1.547505978683715e-08,9.895709022420848e-09,0.0,4.066367093257345e-09,1.0255380769935372e-08,2.740796742052806e-08,7.781079185818796e-09,1.5369777755265093e-08,8.06212593951528e-09,6.054260669463586e-09,8.126192848071158e-09,1.0729415755239702e-08,4.5658409482199536e-09,1.0152380784716291e-08,6.128780057935565e-09,8.688611790129334e-09,1.0274249608483506e-08,7.423660310860071e-09,4.456167039867959e-09,8.386027350908455e-09,8.534478099405357e-09,5.419116453065937e-09,6.245013163748069e-09,5.823517770409189e-09,4.464716077379494e-09,1.1017591925743866e-08,5.659660777282842e-09,7.240930888170965e-09,6.096382065458893e-09,5.791854555578545e-09,0.0,5.423776700515092e-09,1.01060749593267e-08,5.796961256586971e-09,1.3291314127866377e-08,7.743832714768446e-09,2.697509397686432e-08,1.5353633424130072e-09,9.198524836587649e-09,6.671385439361934e-09,3.0690014503256046e-08,2.069771290931629e-08,5.681297037075813e-09,2.5589508215518612e-09,3.802085247362469e-09,1.1305573620898707e-08,7.526944732685115e-09,9.615090178573307e-09,1.575232604405731e-08,9.30892169444577e-09,9.580333003282776e-09,6.804413541404689e-09,2.0373164564887375e-09,6.873316874900346e-09,7.2888878828808245e-09,8.028365220986523e-09,6.591875627552538e-09,9.0425796919834e-09,9.355229800644928e-09,2.1731084850953275e-09,0.0,1.5280891720017023e-08,5.37420841472729e-08,1.682957485323905e-08,9.347424609390572e-09,1.6142973539022352e-08,3.71011135136643e-09,6.002401189641375e-09,1.3400001595700063e-08,1.0723600403779404e-08,1.0470885959323018e-08,3.752485447892492e-09,3.4893005856256297e-09,1.6307174264557954e-08,1.4742962566194816e-08,8.282169708918882e-09,9.40923564502664e-09,1.596262202282901e-08,8.15939336654468e-09,7.0449296038173875e-09,1.8278017978444985e-07,1.0536677362587766e-08,1.5353633424130072e-09,9.060689308744845e-09,6.565730876350754e-08,1.1707289732007654e-08,5.3253306254847013e-08,7.520952685304731e-09,6.3439514304725924e-09,3.812318078143466e-09,1.3888417875311465e-08,4.755203605683427e-09,5.114445769959982e-09,9.098551233949268e-09,1.071560777724207e-08,1.8308995951820065e-08,3.466963643195855e-09,6.700084554035037e-09,8.456127471199196e-09,9.939315385990282e-09,4.409652254523325e-09,5.116498330992751e-09,5.891619588528185e-09,8.099647389077838e-09,4.7320808997188545e-09,6.1747887442711336e-09,1.4381894768830166e-07,5.58193504390114e-09,5.099493149044692e-09,5.717086095058612e-09,6.12878005793557e-09,5.459008719303712e-09,6.3565101792789425e-09,1.1979658364996975e-08,1.2230284321762755e-08,6.658796031010042e-09,5.660542649505752e-07,7.161727587055814e-09,5.421354754495594e-09,0.0,1.732072406380745e-08,7.467404813320074e-09,1.2543222498558828e-08,4.940514605572974e-09,6.438281833087814e-09,7.771746663733853e-09,6.0234576688898835e-09,1.6137432487849e-08,5.844455914576066e-06,6.3051458437216704e-09,6.9974413333836296e-09,1.0717158239481888e-08,8.952899887827952e-09,1.2274361897034628e-08,6.268991713501719e-08,1.6975533306239412e-09,6.475441115852629e-08,9.369727700307139e-09,3.264582640884599e-09,8.079715904500029e-09,7.361765633389018e-09,9.158855082103325e-09,1.103272312500742e-08,9.953024481998978e-09,6.743325742122615e-09,7.832112327221685e-09,6.355848640728302e-09,4.489270522549181e-09,9.081351981621633e-09,1.3568566498630953e-08,1.4520329112547795e-08,7.050104507064038e-09,3.849908788292248e-05,0.0001230100547156352,9.403654992453802e-09,5.723182341716915e-09,6.6056853446677195e-09,1.5353633424130072e-09,7.86394163382094e-09,0.0,2.200650806576293e-09,5.206060931955918e-09,3.029494217294594e-09,6.9210221221001e-09,6.400394325149876e-09,5.616524399705773e-09,1.061795759036717e-08,9.667005195549295e-09,7.112414195953708e-08,3.0144547911622346e-07,3.1808284951110726e-07
Aircraft and spacecraft,6.098281153457925e-06,5.892990816739584e-06,5.57678833022138e-06,5.754565138049554e-06,5.276237425761249e-06,1.3078316184370262e-05,6.438771002372365e-06,5.987474339985749e-06,4.728091457779372e-06,6.591003803052187e-06,6.355863820222097e-06,3.941816581528897e-06,5.252168485721383e-06,4.7270775293193426e-06,6.299048194041518e-06,6.4001789846507815e-06,9.585654446849402e-06,5.027407617630031e-06,0.00023135381984171302,6.637468849293776e-06,6.178452301450581e-06,5.676407654331643e-06,7.581756468253449e-06,6.133889963003937e-06,6.06638527232859e-06,6.264330134183116e-06,3.2841772196476358e-06,6.299155999414691e-06,6.2039297657440256e-06,6.291463151569303e-06,5.604730472908351e-06,5.5757347855325475e-06,6.183392015273996e-06,6.355507253199782e-06,3.4089191873452993e-06,0.0,2.3018862788086868e-05,2.70634323972072e-05,5.629788650962752e-06,5.347404945186982e-06,2.244397699604297e-05,4.705831650500341e-06,5.386542718743864e-06,4.019414221176692e-06,5.643345714095049e-06,0.0004654968098006808,5.233861138995674e-06,5.530103977924914e-06,4.9679522741195545e-06,9.77991651694671e-06,3.908462773332898e-06,6.630116195288551e-06,3.626587109753323e-06,6.43623958732648e-06,4.727077529319344e-06,5.166651245692111e-06,8.098216631971936e-06,3.967839151122044e-06,6.890385341401448e-06,6.232573080676659e-06,7.534216300217647e-06,6.89463930420935e-06,6.0931113351051425e-06,5.565805975117198e-06,6.2561577993969665e-06,6.650093271584309e-06,1.3984896241984483e-05,0.0,2.5126085595130852e-06,6.183696287311744e-06,8.747884433301743e-05,4.4368486231751955e-06,3.7287513730897163e-06,6.7280733087331995e-06,3.2841772196476358e-06,6.419876612863892e-06,6.886212838736189e-06,5.485378513386348e-06,1.166333716791803e-05,6.552947653418403e-06,6.750639226882482e-06,1.0033585487425908e-05,5.671690520029866e-06,5.8003522738731355e-06,6.486553204202323e-06,6.756246966334461e-06,4.1416425152046385e-06,6.571226807950696e-06,5.195912214949083e-06,5.630244633759568e-06,6.158160623075094e-06,5.054107570364879e-06,6.2328478792942275e-06,6.199242897418862e-06,5.985545313177324e-06,0.0,5.996086082302403e-06,4.165503030640073e-06,6.366428737448996e-06,6.972783455473636e-06,5.431475934919284e-06,5.9752155174404066e-06,5.509692676640451e-06,4.66849958221288e-06,6.279978686291906e-06,5.656399752194421e-06,5.333826883918593e-06,6.04324247649783e-06,2.634768500861059e-06,6.3209403580030756e-06,6.419876612863892e-06,5.706892472019938e-06,6.176293809442352e-06,8.896063024953233e-06,5.686494921235871e-06,6.6940191328051626e-06,4.781594281397287e-06,6.3410230079812395e-06,5.591518300554279e-06,5.8597635801364e-06,2.7198778385992905e-05,5.670888032055923e-06,6.00156125510366e-06,7.175660471754562e-06,6.107746413094922e-06,0.0,3.066735644903093e-05,9.411113224832081e-06,6.580921879471063e-06,6.653288894040939e-06,5.95975998381946e-06,5.660716353466592e-06,3.570373172081139e-06,6.189528973304706e-06,3.727167553030799e-06,5.7322914345056755e-06,5.791175284595621e-06,2.025084850484968e-05,7.191690719561299e-06,6.762308367712567e-06,6.349314220474334e-06,3.8441878437112455e-06,6.3423691446749365e-06,6.951584264895651e-06,0.0,5.416807532489152e-06,4.355084087590349e-06,6.565863893604226e-06,9.227651584001339e-06,1.0439674395624602e-05,5.203381406947288e-06,9.711737698178848e-06,3.4362575210796253e-06,3.5913228829239745e-06,0.0,1.025280370821986e-05,8.039515935779871e-06,6.314869012404393e-06,6.558597461437924e-06,5.725969224280601e-06,4.745672902844072e-06,4.727077529319341e-06,6.090032697414628e-06,5.84296823721772e-06,8.087223472333531e-06,4.506083870148591e-06,3.2841772196476375e-06,6.254167069230209e-06,5.574707476824055e-06,6.155946929594811e-06,5.4496956689687216e-06,6.357329315201183e-06,8.868513732509684e-06,4.1416425152046385e-06,7.319044022359073e-06,6.552947653418403e-06,6.264944128897786e-06,6.314227081648669e-06,5.2351589081237616e-06,8.868513732509684e-06,6.233823949371223e-06,0.025444994268200804,5.413662221506389e-06,5.509692676640451e-06,0.0,7.040237406790105e-06,5.015614261186318e-06,1.2470188363943378e-05,6.246763814329249e-06,5.52235935569104e-06,8.453323895865964e-06,5.231592390611955e-06,7.353010215922721e-06,0.07344918029038265,5.041785826881514e-06,6.394820452100998e-06,7.501752663330296e-06,1.5300917305685274e-05,1.0756868657922714e-05,5.275498286864017e-06,5.169199065014544e-06,5.574239357899623e-06,7.375494140930507e-06,5.803190991715484e-06,7.088472359201429e-06,4.830357721114247e-06,5.5197872864269985e-06,7.999187918952003e-06,5.093388648077755e-06,8.2871114588379e-06,6.434226150601429e-06,5.207400305763334e-06,6.188882002606845e-06,4.886392611919653e-06,4.888369877207213e-06,5.706892472019938e-06,6.137242916000498e-06,7.900383992934418e-06,2.6801798537504912e-05,3.918802656773901e-06,6.3203411925166475e-06,5.048851650131721e-06,6.314869012404393e-06,6.296384136554607e-06,6.750639226882482e-06,6.278007564634409e-06,6.1294800380305145e-06,5.865202687666322e-06,5.542090090880999e-06,4.822702288725205e-06,6.557301567295114e-06,2.1500802504981993e-05,6.205042111662105e-06,1.0682333107122459e-05,6.448690441151169e-06,0.00016463351116109557
Animal feed ingredients and pet foods,0.0,1.0000000279001844,1.0000000279001975,0.0,1.0000000279001973,0.0,1.000000027900152,1.0000000279001973,1.0000000279001975,0.0,0.0,0.0,1.0000000279001973,1.0000000279001975,1.0000000279001977,1.0000000279001975,1.0000000278984142,1.0000000279001977,1.0000000279001975,0.0,1.0000000279001977,1.0000000279001975,1.0000000279001975,1.0000000279001826,1.0000000279001977,1.0000000279001973,0.0,1.0000000279001975,1.000000027900197,0.0,1.0000000279001973,1.000000027900198,1.000000027900198,1.0000000279001973,1.000000027900197,0.0,1.000000027900197,0.0,1.0000000279001977,0.0,1.0000000279001982,1.0000000279001984,1.0000000279001975,1.000000027900197,1.000000027900197,1.0000000276345304,1.000000027900198,1.0000000279001973,1.0000000279001975,1.000000027900188,1.000000027900198,1.0000000279001982,1.0000000279001975,0.0,0.0,0.0,1.0000000279001975,1.0000000279001975,1.000000027900197,1.0000000279001902,1.0000000279001973,1.0000000279001962,1.000000027900197,1.0000000279001977,1.0000000279001966,1.0000000279001975,1.0000000279001624,0.0,1.0000000279001986,1.0000000279001964,1.0000000279001973,1.0000000279001973,1.0000000279001975,0.0,1.0000000279001982,0.0,1.0000000279001968,1.0000000279001973,1.0000000279001975,0.0,1.0000000279001973,1.0000000279001977,1.0000000279001973,0.0,1.0000000279001977,1.0000000279001973,1.0000000279001977,1.0000000279001617,1.0000000279001977,1.0000000279001973,0.0,1.0000000279001973,0.0,1.0000000279001975,1.0000000279001982,0.0,1.000000027900197,1.0000000279001975,1.000000027900197,1.0000000279001975,1.0000000279001975,1.000000027900197,0.0,1.0000000279001975,1.0000000279001964,1.0000000279001957,1.0000000279001975,1.0000000279001973,1.0000000279001977,1.0000000279001973,1.0000000279001973,1.0000000279001973,1.000000027900197,1.000000027887996,1.0000000279001962,1.0000000279001966,0.0,1.000000027900197,1.0000000279001962,1.0000000279001933,1.000000027900197,1.000000027900197,1.0000000279001973,1.0000000279001982,1.0000000279001977,0.0,1.000000027900198,1.0000000279001975,1.0000000279001966,1.0000000279001973,1.0000000279001973,1.0000000279001975,1.0000000279001975,1.0000000279001968,1.000000027900197,1.0000000279001946,1.0000000279001973,0.0,1.000000027900197,1.0000000279001975,1.0000000279001973,1.0000000279001973,1.000000027900198,1.0000000279001973,0.0,1.0000000279001973,1.0000000279001973,0.0,1.0000000279001884,1.0000000279001584,1.000000027900197,1.000000027900197,1.0000000279001977,1.0000000279001973,0.0,1.0000000279001962,1.0000000279001973,1.0000000279001977,1.0000000279001973,1.000000027900198,1.000000027900197,0.0,1.0000000279001977,1.0000000279001677,1.000000027900185,1.0000000279001968,0.0,1.0000000279001968,1.0000000279001975,0.0,1.0000000279001973,1.0000000279001966,1.000000027900198,1.0000000279001975,1.0000000279001966,1.000000027900198,1.000000027900198,1.0000000279001946,1.0000000279001973,1.0000000279001973,1.0000000279001964,1.0000000279001973,1.0000000279001977,1.000000027900197,0.0,0.0,0.0,1.0000000279001968,1.0000000279001982,0.0,1.0000000278998387,0.0,1.0000000279001975,1.0000000278992627,1.0000000279001977,1.0000000279001977,1.0000000279001975,1.0000000279001975,1.0000000279001962,1.0000000279001977,0.0,1.0000000279001893,1.0000000279001975,0.0,1.0000000279001875,1.0000000279001973,1.000000027900197,1.0000000279001973,0.0,1.0000000279001975,1.000000027900198,1.0000000279001977,1.0000000279001973,1.0000000279001977,1.0000000279001975,0.0,1.0000000279001975,1.0000000278982277,1.0000000278992627,1.0000000279001973,0.0,1.0000000279001973,1.0000000279001973,1.0000000279001977,0.0,1.0000000279001975,1.0000000279001973,0.0,1.0000000279001973,1.0000000279001975,0.0,1.0000000279001977,1.0000000279001977,1.0000000279001973,1.0000000279001795,1.0000000279001942
Articles of concrete cement and plaster,4.832679062872577e-11,1.8064895160734443e-10,4.178190890754317e-09,8.269270665786517e-12,1.1446809440078154e-10,2.4116198090256597e-12,1.964320722154777e-10,1.054776422734752e-10,1.068169121458406e-11,2.648630990872311e-10,1.583984590427456e-11,9.044923978447623e-12,3.243789304545949e-11,1.4849311735209217e-11,1.0741133969053943e-10,4.0587238337769614e-11,2.83022444902116e-10,7.537660048237159e-12,2.128933037626439e-10,1.3268217262062179e-11,1.4502653143302262e-10,3.19498220959648e-10,1.3306071793485871e-11,1.6985212262303552e-10,1.5931241855840846e-11,2.4416403507520018e-11,3.1452641746736916e-12,2.6754203842145404e-10,4.0256267221524974e-11,1.1146520644371829e-11,1.564412105042488e-10,2.4427189654162125e-10,3.881215590919796e-11,3.244711458205788e-10,2.2555748094163748e-10,2.0608777632806438e-11,4.969162865143383e-10,1.482355152497305e-10,1.583984590427456e-11,1.484931173520922e-11,3.810863092880119e-11,1.339436450123691e-10,3.3148274381362893e-10,5.871536466805154e-11,1.0803972044239256e-10,0.0008239771341236449,1.3345667452036139e-10,1.5341305002635416e-10,3.949736356791466e-12,2.3303395978959026e-10,2.196660003339904e-11,2.8839848484417595e-11,4.0931167354032594e-11,2.2604438263102156e-11,1.2203292822875029e-10,1.9825065497627196e-11,4.103459915197318e-12,2.997490088457416e-10,1.3405629586438822e-11,2.866540167613563e-10,3.894157763286827e-11,9.044923978447623e-12,2.0608777632806438e-11,3.5239191457550404e-11,9.504512505534929e-12,9.676231245952664e-11,8.429380956732354e-11,0.0,2.366946865000059e-12,1.0880637871003858e-11,1.9630092440457895e-10,2.6393636065256337e-12,1.9766463051173592e-10,9.107916018027233e-11,3.1912975796501486e-12,1.3594637967109035e-10,9.049274386724866e-12,2.5642287290038463e-10,7.372506076356335e-11,8.174054435400468e-11,9.107916018027233e-11,3.4936209050619765e-12,1.6150062217477424e-10,1.6077466918432142e-11,2.7471969727715863e-10,1.5836569423222124e-10,8.854541884307872e-12,1.5631148195383339e-10,2.982177036338181e-12,6.499130330530408e-11,9.129822415420614e-12,3.6394490645730755e-11,2.7790450912246913e-10,1.1516921735447133e-10,3.110182744896224e-10,0.0,4.1449574515324186e-11,4.922580152324189e-11,7.371396044145895e-11,3.082889537089487e-10,3.300228463386945e-10,2.255505261496667e-10,0.0,1.1495280460821505e-11,2.507685444495372e-10,6.563780297295587e-11,2.4943626192369278e-11,9.60370960856502e-11,1.669741091721188e-11,4.9467732809691424e-11,1.6589512755715262e-10,2.4990467707900166e-10,1.2003702075876914e-11,2.8047778842116675e-10,1.2681083728042658e-11,3.008599303322509e-10,1.950762653419325e-10,1.972551824169253e-11,2.7355479769995956e-10,1.446502219980486e-10,2.8451941045856104e-10,8.967609886347681e-11,8.888781265563173e-11,6.314637606105855e-11,3.9100405542874837e-11,0.0,2.4479968071712314e-10,5.040786150235722e-10,3.4026657406209684e-11,5.1649272938936695e-12,1.8042702904511426e-11,3.1586631239171997e-10,3.329091851942386e-12,3.463486407385775e-11,1.2036712782696603e-10,2.772613935088568e-10,5.292208490729925e-13,1.802564386365903e-10,1.2347081243929687e-10,4.2337459362583797e-11,1.7297541788117833e-12,2.929077324572344e-10,6.498255427183292e-11,3.331342659571759e-10,2.7778241162550423e-10,1.9122866121816945e-10,1.548964993099663e-10,1.1423480180355937e-11,2.3541310207536625e-10,4.538901785147848e-10,3.132185524325788e-10,4.938771901628314e-10,7.711785581354856e-11,4.7032571385282127e-11,1.3603837973110891e-10,2.441391204494464e-10,3.3749734748745616e-11,1.4383550773740547e-10,9.342184359486121e-12,3.0479203341238017e-12,2.446536436050647e-10,3.246186059141024e-11,1.4383550773740547e-10,1.962803904407023e-10,2.679226389487415e-10,8.760048435366742e-11,1.4383550773740547e-10,1.1563071045068446e-10,2.878725401195164e-10,2.980689691364497e-10,2.522890733571904e-10,1.126074304946724e-11,3.316374302970016e-10,1.5020734742801362e-12,1.7743127726321043e-10,8.174054435400471e-11,1.1714592641657707e-10,2.4361291241536698e-12,5.759040045998227e-11,3.7348110461171914e-10,1.82563716479041e-10,2.0869586239450584e-10,2.5985908854113163e-12,1.0911384894935066e-10,0.0,1.808628404103732e-10,2.8997338288028425e-10,2.32526752597265e-10,5.428148515858237e-11,1.081018376021468e-11,2.496341825924206e-10,4.395606735566471e-12,1.4665091152442552e-10,1.9088555307077576e-10,1.8418883014402977e-10,1.5418969612900912e-10,3.308403489842049e-08,1.0222327347888988e-10,3.828629368198691e-12,4.95003961512158e-10,2.3463992121252735e-11,2.1801331262786514e-10,1.1423671545241362e-10,1.6712176536471058e-11,8.628742496905899e-11,1.8520052117488322e-10,2.7938527800573425e-10,1.3092132047768526e-10,2.4204689487370025e-10,4.401799967597589e-11,3.076465749407401e-10,2.407225207727059e-10,1.0543544679214137e-10,3.69212179696106e-11,8.875851228562385e-12,1.9775899611640123e-10,2.750609369245166e-10,1.7179916293855592e-11,1.8013228209148797e-10,2.8587618804074343e-11,0.0,1.0728165119472946e-10,8.226899317496929e-12,4.477901917298429e-12,0.0,2.397693587346637e-11,2.1936373677962242e-10,1.2824386416132482e-11,2.9487834546702006e-10,2.481865782834937e-10,5.924443269869027e-11,2.4204689487370025e-10,2.2793820196935391e-10,5.053069558821093e-10,4.152812854870029e-10,4.715967814946615e-10
