,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,1.174378894448284e-05,1.7011631008175477e-05,1.7627516829983364e-05,1.1430117112001673e-05,3.9077908227975905e-05,2.2444397114287516e-05,1.7901903053737986e-05,1.377829250640322e-05,1.8681120264447157e-05,1.6628886022517305e-05,1.7207777329048114e-05,1.8783060379241476e-05,1.1723427285256672e-05,1.602315520839889e-05,1.8529704959639216e-05,1.7116369567078326e-05,1.7247958917991587e-05,1.897880114154315e-05,2.4822880066499023e-05,1.960569830625967e-05,1.7551125297654646e-05,1.6958442667805473e-05,2.372859409134072e-05,1.7682834586761684e-05,1.3122732438843614e-05,8.183051597476131e-05,2.079386077392769e-05,2.401377762564354e-05,1.4358460038933584e-05,1.1141953757989158e-05,1.4975819135386865e-05,6.704625851714714e-06,1.2691398786131175e-05,1.688727852616475e-05,1.695912930895956e-05,0.0,1.8043265401295267e-05,1.767271523818679e-05,1.4623765281020075e-05,1.602315520839889e-05,1.8549729155221016e-05,1.738609101365649e-05,1.6897034486614e-05,1.806183509666369e-05,1.7069545461334926e-05,1.639812536805976e-05,1.784396976484317e-05,1.7371320106105533e-05,9.292827765511412e-06,1.818280150391762e-05,2.081427199849122e-05,1.4470066779082278e-05,2.0375457711212817e-05,1.2792228043120673e-05,1.602554263478838e-05,1.1283066715577312e-05,1.6874638783477815e-05,1.978191175869571e-05,1.856383150179337e-05,1.693047669506198e-05,1.4696176802421683e-05,2.1026904262416744e-05,1.2259089185960384e-05,2.243877364961545e-05,4.514463670075651e-06,2.1139246604618784e-05,1.7652688543594692e-05,1.856383150179337e-05,2.3629263983795723e-05,1.763001973824109e-05,1.7872940931166977e-05,1.9954382024307973e-05,1.6585998001564386e-05,1.7425851837118492e-05,2.0758678104120646e-05,2.153653530514411e-05,2.1057932737727033e-05,1.6735259305434585e-05,1.8735455713701648e-05,1.8357078951436698e-05,1.7425851837118492e-05,1.641041689335122e-05,1.6528799290049906e-05,1.962705352535334e-05,1.7456980711978556e-05,1.681674300420574e-05,1.7982671405041537e-05,1.7501232999810022e-05,1.7408883423585567e-05,1.2595833118191275e-05,2.0859961650163873e-05,1.4693668717634682e-05,1.7078663291046628e-05,1.2201567568388398e-05,1.6920851458847826e-05,0.0,1.4308438123286075e-05,0.0033873611492255475,1.3098654119110516e-05,1.741184600985449e-05,1.697202231646204e-05,1.6948528513807118e-05,1.720964961198269e-05,1.6950034885506615e-05,1.722937504541334e-05,1.6532988530858085e-05,2.4381849925208774e-05,2.331409123234054e-05,2.302084754737196e-05,1.3931373676317041e-05,2.1893548428937895e-05,1.6321295971448865e-05,1.755698001146187e-05,1.6020963122202345e-05,1.7699693909657403e-05,1.6984909933758444e-05,1.6443931066119363e-05,1.1138918310545542e-05,1.7085232712937363e-05,1.8865892457166216e-05,1.70244757409983e-05,1.734334821779053e-05,1.6631894762645107e-05,1.895745567206959e-05,1.3671845814817716e-05,0.0,1.7542992675730437e-05,1.8485079040020602e-05,2.3428406934715684e-05,1.8544525591628187e-05,1.9552292888896487e-05,1.638237162293287e-05,1.473380929120847e-05,2.0126032508301623e-05,1.8523214282410052e-05,1.6785970876533962e-05,1.44541241850422e-05,1.1783082503474786e-05,0.00019961943167208304,1.8828427548898547e-05,2.0134947609306098e-05,1.7102863783365184e-05,1.696413327075893e-05,1.70682008173486e-05,1.7325771226352577e-05,1.866436551991093e-05,1.0803370227477874e-05,2.1944941196855295e-05,1.7279506427643458e-05,1.6902049480519818e-05,1.8095140400070566e-05,2.091815373431537e-05,1.7591439463403288e-05,1.612834404737546e-05,1.761694628519816e-05,1.4703236617079825e-05,1.6121813692556483e-05,1.971381921788633e-05,1.7937527700130237e-05,1.6916727974558654e-05,1.5982565597916166e-05,1.612834404737546e-05,1.8369473910212613e-05,1.6944690219773066e-05,1.55390752243585e-05,1.596299368158691e-05,1.5083203489224751e-05,1.6919523434369004e-05,1.6397299896322876e-05,1.682945440450728e-05,1.7664036055493673e-05,1.7868486919011664e-05,2.1003441168676913e-05,1.2015496141542053e-05,1.8357078951436698e-05,2.2753635947799982e-05,1.7514246532972627e-05,2.5532534686467193e-05,2.151496716940788e-05,1.6901885775293553e-05,2.141171851452942e-05,1.635282690386152e-05,2.108635645641879e-05,1.720964961198269e-05,0.0,1.789323163297165e-05,1.228516234701686e-05,1.690028240184234e-05,1.424195189489043e-05,2.001034934389928e-05,1.6735261459677773e-05,1.9408757969721382e-05,5.0297235079520984e-05,1.9083364471970525e-05,2.0398149993626396e-05,1.440370083916852e-05,1.8445491376483086e-05,0.0001412540773289018,2.7317888118984038e-05,1.815318955135889e-05,1.102351570019736e-05,1.7406211139096457e-05,1.490875171664858e-05,1.0641680453396068e-05,1.4594544023905068e-05,1.856270263179873e-05,1.7245119828303132e-05,1.881726691813565e-05,1.641093391136289e-05,1.2297318408800105e-05,1.6889813253313346e-05,1.6933671918837246e-05,1.3109951239241702e-05,5.419815496586918e-05,1.052093217768667e-05,1.688327453440744e-05,1.7037321682486393e-05,1.495256836135006e-05,1.728497029890037e-05,1.699044599364399e-05,1.971381921788634e-05,1.2163465696203829e-05,1.058584764387612e-05,9.942426142011268e-06,1.971381921788634e-05,1.4239041964805805e-05,1.2466157578210097e-05,1.1115820568227134e-05,1.697103259171531e-05,1.6928315102872724e-05,1.9189177880689523e-05,1.641093391136289e-05,2.014177363361358e-05,1.8464644495267977e-05,1.7489015607242517e-05,1.8101194928674762e-05
Agricultural and forestry machinery,1.261958662103983e-07,3.908703794138832e-07,3.498946690899678e-07,7.600177841474293e-08,0.00046302945245578486,2.6745974112534113e-07,3.5054089174725264e-07,2.2093990427101503e-07,4.304842611640735e-07,3.4742733004903536e-07,1.6605366579389922e-07,3.6294774436816893e-07,1.4553917286841733e-07,1.6601327816493602e-07,9.03476208258034e-07,4.656823530214492e-07,3.191684774623764e-07,3.357268219636076e-07,3.1589579663576314e-07,5.115978493953669e-07,2.4907866756969963e-07,3.1735251207577993e-07,1.0857754789195847e-06,3.7037539188869116e-07,9.229242653570853e-08,0.00029957715694791753,3.8156435400987746e-07,4.831318151649946e-07,1.4973659563796568e-07,7.870739421113524e-08,2.037927226316803e-07,2.0702044671337616e-07,1.3402525166835883e-07,3.131165866439166e-07,3.881601824029334e-07,0.0,3.028302543225114e-07,3.44577043416763e-07,1.871892855046872e-07,1.6601327816493602e-07,9.248794123108221e-07,3.5812745775835874e-07,2.5669326428555724e-07,3.312482602397979e-07,3.764530825976283e-07,2.917216443538314e-07,2.9722287881585474e-07,5.225755094766557e-07,1.899727493410094e-07,4.5942424754570746e-07,3.027086729734405e-07,2.2731922571068364e-07,2.685489263836473e-07,2.5584840503522327e-07,1.6601327816493602e-07,1.7678712506044518e-07,4.38834476224626e-07,6.778512658921483e-07,3.4345162760307353e-07,3.592604581908822e-07,2.2140277204377787e-07,4.0604951357362717e-07,1.9992426366183625e-07,4.195562638973264e-07,2.4362406571787057e-07,9.84769159432641e-07,3.343392850038183e-07,0.0,2.3366711343515022e-07,3.517979217213204e-07,3.502554109148621e-07,2.1620550124303245e-07,3.496813335052464e-07,7.471519459446093e-07,3.6294774436816904e-07,2.9886608975069293e-07,4.1055320495744804e-07,2.4157967254381627e-07,3.1570250960925094e-07,3.3426117673748936e-07,8.326069620938108e-07,4.3975377389657387e-07,2.7371296225198693e-07,2.84005965935998e-07,2.8566891557293115e-07,3.1250086949221344e-07,2.953377327114006e-07,1.855032908411096e-06,1.8056577157626483e-06,2.0807732645582393e-07,4.450716351092361e-07,2.2353939242588448e-07,4.123800180805824e-07,2.6664149749507725e-07,2.694624328541398e-07,0.0,2.0522939838663825e-07,9.90425958919795e-06,1.865333502361668e-07,1.0048766064804504e-06,3.153135832113898e-07,3.8295033865921406e-07,7.600177841474293e-08,6.051044460068966e-07,3.147785790197425e-07,4.934117003326562e-07,4.1584580614397664e-07,2.833886546675212e-07,2.0860485753618206e-07,1.9956219176421457e-07,4.2012272091707087e-07,3.8333535931306453e-07,3.068515039827609e-07,3.707409450873771e-07,3.4175096849855075e-07,3.28110773955263e-07,3.4759710545176666e-07,1.0355176546356257e-07,3.5272077649931656e-07,3.681726913025807e-07,3.272392093815736e-07,3.914775367844076e-07,5.11097851634556e-07,4.6101699989889397e-07,1.2709799225815096e-07,0.0,3.468384205208433e-07,3.0469294191112834e-07,4.4065805259684615e-07,4.356762819773861e-07,4.423892916333993e-07,1.8311900913512046e-07,2.9322736569418184e-07,5.455332900558332e-07,2.9446083581189555e-07,3.4407976818180207e-07,1.1718082229447782e-07,1.6313800176588782e-07,0.0007549093980659068,3.5374807469345884e-07,4.623820170045476e-07,3.1147005665494505e-07,3.1686740269965107e-07,3.5226115945533503e-07,5.069604303952622e-07,4.082808777934187e-07,7.600177841474293e-08,4.2272753983192627e-07,3.0947301541782675e-07,3.223924956451603e-07,3.060993028374543e-07,3.2202818741555216e-07,3.3684526917154513e-07,2.3017029808205047e-07,3.114599089076975e-07,2.5868702504078427e-07,4.441328848215435e-07,5.137965790889149e-07,4.784689933621476e-07,3.3600501308484397e-07,1.719833484573985e-07,5.613644002594052e-07,4.133771989796347e-07,3.51438862127002e-07,1.9155664910440345e-07,2.183764568784331e-07,2.591291391137289e-07,5.29396212813043e-07,2.1811073611126702e-07,2.442945806030332e-07,2.566721687081961e-07,2.5669326428555724e-07,2.9701805869746217e-07,2.0800870440777524e-07,3.3426117673748947e-07,3.6348571761197284e-07,3.3999760305472237e-07,8.962520266338837e-07,3.9151154900000826e-07,3.307450616758489e-07,3.6779748651796836e-07,4.316177110847269e-07,4.686398240045193e-06,2.6119760228666927e-07,0.0,7.580873635073121e-07,3.1764846559675073e-07,4.051101844931422e-07,1.8294267960363925e-07,4.902279973961563e-07,3.8136245139806125e-07,3.502354185562752e-07,1.3476263495983582e-05,1.2315811194848344e-07,5.864645449421521e-07,3.359294900059525e-07,5.453059959510053e-07,6.263328492277027e-05,3.328224310236128e-07,2.91072782850753e-07,8.555345463469585e-08,3.4033924880228543e-07,4.3905620140426823e-07,1.8037740372134388e-07,3.7647874348725834e-07,8.406008838431809e-07,3.3147403804380126e-07,4.0251137413850516e-07,3.3572682196360746e-07,3.489719949990235e-07,3.084589892142888e-07,3.628598012316388e-07,1.817236822639039e-07,3.2984265355443106e-07,6.627782244597132e-07,3.5024317036095563e-07,3.522472999138656e-07,4.2442711320411356e-07,3.53748869161346e-07,2.930123245480663e-07,1.8875722360088945e-07,2.2559600944258537e-07,7.600177841474293e-08,3.184280705260913e-07,0.0,1.2536565956694352e-07,2.380625434282164e-07,1.238381850943425e-07,2.961767180418154e-07,3.473976909466102e-07,3.2742805036356775e-07,3.582396537318752e-07,4.1466424519929894e-07,2.936113491721756e-07,3.0536916161058647e-07,3.495273922032764e-07
Aircraft and spacecraft,2.9191528922853817e-05,2.3512961246384354e-05,2.4706942139261348e-05,9.776864903063078e-06,4.9451658517389616e-05,1.033762083661992e-05,1.4162161019968071e-05,1.892651041269303e-05,9.881479766859549e-06,1.58043598708858e-05,1.184441053944263e-05,2.857798769160231e-05,8.961200573845924e-06,6.888198956936161e-06,1.7129093826839434e-05,2.5074262500665953e-05,0.002228555965985344,9.765087353964782e-06,4.534996932486854e-05,0.00011162259203947999,0.00012506951736949442,1.5364014335462793e-05,0.0025316376435787634,1.2144752177576349e-05,1.2749086520944222e-05,1.5969270515071202e-05,6.108105676480949e-06,3.7636065132433196e-05,9.202013213626663e-06,8.847023683443294e-06,8.936848476223783e-06,9.029586454093969e-06,1.1341425140703353e-05,1.1898637664951468e-05,6.474041251888432e-06,0.0,8.746851289302077e-06,4.818014175486831e-05,9.433741395956539e-06,9.745351571114815e-06,1.1695887896372947e-05,8.767562938215902e-06,1.0651333431681945e-05,8.290521121526572e-06,1.6335865956879637e-05,2.469568509562043e-05,8.716874715131764e-06,8.693897953218681e-06,9.10438846785657e-06,1.1228231715495588e-05,8.144012713460129e-06,1.0061032702145756e-05,1.4683409926330375e-05,8.225114929741842e-05,6.8881989569361616e-06,8.57516224275701e-06,4.8807841473504085e-05,2.946711340758074e-05,1.4181541786453942e-05,1.0659447390097412e-05,1.598316183879915e-05,1.3135815826713907e-05,8.519664258060043e-06,3.942293855261864e-05,1.281014499268875e-05,1.923676604745458e-05,1.4383735309553056e-05,0.0,4.960399545852155e-06,1.1724896748244119e-05,1.60333098221945e-05,8.302175028364636e-06,6.8691793000149e-06,1.614452736414979e-05,6.1081056764809485e-06,9.772417688110713e-06,1.4195241261886192e-05,9.109966567909477e-06,1.0460392771699672e-05,0.00017779254080006746,1.6208477968073653e-05,0.0024503904522970876,1.1231654317454637e-05,1.0349682835151202e-05,3.9415647334268506e-05,1.6202345806848432e-05,8.471759378952256e-06,1.7144755470558863e-05,4.054952721362318e-05,9.433125327164017e-06,2.6773312554644217e-05,9.091777232507517e-06,1.1878510030713073e-05,1.1062985705938915e-05,1.267167915029605e-05,0.0,1.0130535531216828e-05,5.943443024086406e-05,8.745509317464163e-06,4.769203202198155e-05,1.9827784914097763e-05,1.684436716866547e-05,1.3067013833341474e-05,7.837911558003496e-06,1.3491723790466731e-05,1.3027207368739089e-05,1.1158458126407999e-05,1.1607770998210213e-05,3.882856425308189e-06,8.581119286518139e-06,9.772417688110713e-06,9.030777128902579e-06,1.549084962511091e-05,9.991790043907826e-06,0.0002646975170334472,1.3038958466069237e-05,7.908439785615632e-06,8.877497893991893e-06,8.472901581117327e-06,2.8548258842119957e-05,1.817566814005396e-05,1.1461787586033228e-05,2.5539281606320308e-05,3.856820227692127e-05,9.411739917957911e-06,0.0,4.44259042695061e-05,9.436834561883297e-06,2.7290753519060456e-05,1.9786088091727882e-05,1.1659362163238187e-05,9.712680916879904e-06,5.592292089951307e-06,5.125650925293579e-05,6.548371183535359e-06,9.84903995129731e-06,1.2647584247937193e-05,1.1316260604242531e-05,0.0018842584909012823,0.0003236544975163569,1.4168158785656463e-05,8.203915030236968e-06,1.2592094415256101e-05,0.0,1.0043765281667552e-05,7.471076900377727e-06,1.5091643811158372e-05,1.5051562014287987e-05,7.507617490779924e-06,1.3716700125122135e-05,1.0121209480440263e-05,6.620190845385482e-06,6.570251597445356e-06,0.0,1.423752165318726e-05,2.8235847259903488e-05,8.40941481626177e-06,0.00017811917673055247,9.711557300045398e-06,1.1010674049475172e-05,6.888198956936159e-06,1.1135424129853757e-05,2.4012430629355627e-05,1.2264883939130886e-05,9.477021051213599e-06,6.108105676480951e-06,6.455370831449151e-05,1.174709271402099e-05,8.396951713848514e-06,1.8309594829651552e-05,1.2055212420072692e-05,2.0971798095746432e-05,8.471759378952256e-06,9.043781146382078e-06,0.00017779254080006737,8.421928430329017e-06,1.1515449035989246e-05,0.00037004738762999416,2.0971798095746432e-05,1.188900783141408e-05,1.1622647924528915e-05,0.00013551014434995927,0.00028185454545692594,1.3067013833341474e-05,0.0,9.243708115267358e-06,2.795749059606001e-05,1.0465857628403608e-05,4.982026863896475e-05,1.307839648093971e-05,0.000368273928662626,8.869174013181746e-06,0.00019504111575245321,2.4559947258443864e-05,9.820379412751226e-06,0.00011672876614505358,5.393365103255456e-05,8.058884016397407e-05,1.143451932332406e-05,8.492526014279186e-06,5.216670422139373e-05,2.231763169790818e-05,1.6762157318562758e-05,1.1126498506968356e-05,0.00013970744079491393,1.1760386164891882e-05,1.0099522230319707e-05,3.1570677221762715e-05,1.9717755931429917e-05,2.2319089186288533e-05,9.194733437224913e-06,8.560940374305263e-06,8.816838297978851e-06,6.785557054777496e-06,1.0382174286894998e-05,9.030777128902579e-06,8.974363161258211e-06,1.1633478729660833e-05,2.983700601701684e-05,0.0012761209625539694,0.00013484830979764624,1.5657691460002285e-05,8.40941481626177e-06,7.801047013780611e-05,1.6208477968073647e-05,8.870761820026262e-06,2.0646532138918537e-05,1.310612845999131e-05,1.862459452670295e-05,7.422184066569721e-06,7.645475555623738e-06,1.1551665138847146e-05,1.349073208494067e-05,9.825339326879046e-06,6.31462449006941e-05,1.21046501041647e-05
Animal feed ingredients and pet foods,0.0,1.0000000000246925,1.000000000024693,0.0,1.0000000000246902,0.0,1.0000000000246927,1.0000000000246925,1.0000000000246922,0.0,0.0,0.0,1.0000000000246925,1.0000000000246934,1.0000000000246922,1.0000000000246931,1.0000000000246934,1.0000000000246931,1.0000000000246934,0.0,1.000000000024693,1.0000000000246931,1.0000000000246922,1.0000000000246934,1.0000000000246922,1.0000000000246798,0.0,1.0000000000246911,1.0000000000246925,0.0,1.0000000000246925,1.0000000000246931,1.0000000000246931,1.0000000000246927,1.000000000024693,0.0,1.000000000024693,0.0,1.0000000000246934,0.0,1.0000000000246934,1.0000000000246936,1.0000000000246925,1.0000000000246925,1.0000000000246927,1.0000000000246936,1.000000000024693,1.0000000000246922,1.0000000000246936,1.0000000000246934,1.0000000000246931,1.000000000024693,1.0000000000246925,0.0,0.0,0.0,1.0000000000246922,1.000000000024692,1.0000000000246922,1.0000000000246927,1.000000000024693,1.000000000024692,1.000000000024692,1.0000000000246934,1.0000000000246918,1.0000000000246925,1.0000000000246934,0.0,1.0000000000246931,1.0000000000246922,1.000000000024692,1.000000000024692,1.000000000024693,0.0,1.000000000024693,0.0,1.0000000000246927,1.000000000024693,1.000000000024693,0.0,1.000000000024692,1.000000000024693,1.0000000000246925,0.0,1.0000000000246931,1.0000000000246922,1.000000000024693,1.0000000000246927,1.0000000000246918,1.0000000000246927,0.0,1.0000000000246934,0.0,1.0000000000246927,1.0000000000246936,0.0,1.0000000000246931,1.0000000000246918,1.0000000000246922,1.0000000000246918,1.0000000000246934,1.000000000024693,0.0,1.000000000024693,1.0000000000246927,1.000000000024692,1.0000000000246927,1.0000000000246925,1.000000000024692,1.0000000000246925,1.0000000000246927,1.0000000000246927,1.0000000000246925,1.0000000000246927,1.0000000000246922,1.000000000024693,0.0,1.0000000000246927,1.0000000000246931,1.0000000000246925,1.000000000024693,1.000000000024693,1.0000000000246922,1.000000000024693,1.000000000024692,0.0,1.0000000000246936,1.0000000000246934,1.0000000000246925,1.0000000000246934,1.0000000000246927,1.0000000000246927,1.0000000000246925,1.000000000024692,1.0000000000246927,1.0000000000246938,1.0000000000246927,0.0,1.0000000000246847,1.000000000024693,1.0000000000246925,1.000000000024693,1.0000000000246934,0.0,1.0000000000246934,1.0000000000246931,0.0,1.0000000000246927,1.0000000000246936,1.0000000000246934,1.0000000000246931,1.0000000000246934,1.0000000000246925,0.0,1.0000000000246922,1.0000000000246922,1.0000000000246922,1.0000000000246927,1.0000000000246934,1.0000000000246927,0.0,1.0000000000246922,1.000000000024693,1.0000000000246934,1.000000000024693,0.0,1.0000000000246916,1.0000000000246925,0.0,1.0000000000246925,1.0000000000246922,1.0000000000246938,1.000000000024693,1.0000000000246927,1.0000000000246934,1.0000000000246927,1.0000000000246925,1.000000000024692,1.0000000000246925,1.0000000000246931,1.0000000000246927,1.0000000000246925,1.0000000000246931,1.0000000000246922,0.0,0.0,0.0,1.0000000000246925,1.0000000000246934,0.0,1.0000000000246934,0.0,1.000000000024671,1.000000000024693,1.0000000000246934,1.0000000000246922,1.000000000024693,1.0000000000246887,1.000000000024692,1.0000000000246925,0.0,1.0000000000246922,1.0000000000246922,0.0,1.000000000024692,1.0000000000246927,1.000000000024693,1.000000000024692,0.0,1.0000000000246925,1.0000000000246938,1.0000000000246922,1.0000000000246922,1.0000000000246927,1.0000000000246922,0.0,1.000000000024693,1.0000000000246922,1.000000000024693,1.0000000000246925,0.0,1.000000000024692,1.000000000024693,1.0000000000246927,0.0,1.0000000000246925,1.000000000024693,0.0,1.0000000000246927,1.000000000024693,0.0,1.0000000000246931,1.0000000000246934,1.000000000024693,1.0000000000246931,1.0000000000246931
Articles of concrete cement and plaster,1.5028593181598457e-07,1.3528408296197952e-06,5.742835048165568e-08,1.7825383161064635e-07,7.224101622442907e-05,8.47904898971197e-09,3.1235741292740595e-07,1.6700545252448847e-07,2.8844319995461713e-08,1.6671592300948559e-07,1.4822057082269662e-08,4.172344878315537e-08,1.9305360981598047e-07,5.203664698920757e-08,1.1881680554048707e-06,1.0479494898562367e-07,1.5072088378823948e-07,2.757506051571461e-08,5.352011592587439e-07,3.752032765863215e-08,1.0464794111089777e-07,1.496518758692088e-07,7.862108831355131e-07,4.054407032051647e-07,1.8776461852990675e-07,0.0009140027209987004,2.235840096753859e-08,6.735293695942021e-07,6.055322129267936e-08,2.0698561867956592e-07,2.0724766081422375e-07,4.1522567730925626e-07,1.1498968566173976e-07,1.4598386132489242e-07,2.778782613050105e-07,1.2560231595085385e-07,2.8688109018362745e-07,7.545345483954221e-08,1.4822057082269662e-08,5.2036646989207584e-08,1.3568310299330526e-05,2.0595549348798755e-07,1.3753860543593265e-07,1.0885185212963442e-07,1.1261343137982084e-07,3.033277161655396e-07,9.855339130847404e-08,2.2255829719570852e-07,4.447528380321251e-09,1.4000868668121412e-07,2.175074945702961e-08,5.485578254444275e-08,3.209536015921367e-08,5.668197259900702e-08,9.224662584986386e-08,1.7748395530564938e-07,2.6101577495642085e-08,1.0892713533108817e-06,7.83651964511554e-08,1.5221880537996506e-07,1.3055904133939675e-07,4.172344878315537e-08,1.2560231595085385e-07,7.593812773511251e-08,7.652516387009273e-09,3.247189736786845e-07,2.7845615065874735e-07,0.0,7.059338331460366e-09,1.426162013295469e-07,1.3453160473279435e-07,1.116417589294585e-08,1.6889997574377262e-07,4.859865674605571e-06,2.3918636996168163e-08,2.552867190910477e-07,7.507686820937933e-08,1.5234254385540636e-07,7.468797515041979e-08,7.952898759284374e-08,4.859865674605571e-06,1.1425378432111677e-08,6.505000752412661e-07,7.412403042527959e-07,1.2084547391591374e-07,1.8268352531334297e-07,8.809914223765867e-09,1.3274172569212869e-05,1.9890156721737135e-07,2.2822097435889464e-07,4.2133430550723063e-08,4.469248326723224e-08,1.6714415334729243e-07,9.784167415161878e-08,1.4545173239549327e-07,0.0,7.258671072058352e-08,4.4490843856481155e-05,1.4574035024965076e-07,6.150238527271651e-07,1.4670656647879237e-07,2.7789277454759924e-07,0.0,3.076049177918109e-07,4.561846732284748e-06,5.136001425374513e-08,1.1869589001552176e-07,9.694530412969341e-08,4.818067073072257e-08,1.351933769234022e-07,3.557943340003689e-07,3.0904032006315606e-07,3.113207396282653e-08,3.0401006423270266e-07,3.05489134396846e-08,1.5551062168059063e-07,1.7718511301142096e-07,1.6623376378423654e-07,1.636428088785845e-07,3.148364900951659e-07,1.6356137813645474e-07,5.201034018864299e-07,1.8907131051471746e-07,9.007039752355522e-08,2.1820726620932098e-07,0.0,1.9916821416702323e-07,2.9400998808933305e-07,5.509355525255047e-08,3.566185371404061e-08,1.1513899726432427e-07,1.4209960258463222e-07,1.7129906078372121e-09,6.41819125493988e-08,3.024529571221619e-07,1.5974371946458602e-07,1.0157015945315758e-09,1.7718660628451965e-07,9.141562378234157e-05,3.1633396892267187e-06,3.278140184884408e-07,1.6038055061164211e-07,2.88955148636111e-07,1.6404918320513274e-07,1.430562995363143e-07,9.194095413142354e-08,1.9471751538821074e-07,2.399701111416851e-07,2.6476640385601487e-07,1.6114492286133606e-07,2.87410215137793e-07,6.025805269524758e-08,6.908775120284652e-08,2.1656344600238136e-07,1.323393335996364e-06,4.525130687819399e-08,2.2714886045919788e-07,3.12125267434082e-08,8.2994868307235e-08,2.471692554472515e-07,6.329533745870855e-08,2.2714886045919788e-07,3.1358732848626604e-07,2.0406941295904168e-07,8.067700834958764e-08,2.2714886045919786e-07,1.330659083061829e-07,1.7242614004713645e-07,1.9674742903358494e-07,1.3310635544686326e-07,2.5865265563512056e-08,1.4050667733357592e-07,3.3973285308100987e-09,2.8488086779924733e-07,7.952898759284379e-08,8.806668852022975e-08,6.5305081920038504e-09,4.318562096960061e-07,9.433889403468531e-07,2.8500466407442864e-05,4.0526901097363577e-07,2.901487004203001e-07,1.0850806842431622e-07,5.782300324914847e-08,0.0,3.433639272400747e-06,1.4078865375589828e-07,3.349520220333236e-07,5.801177476889055e-08,5.585468008871304e-07,2.305764630131439e-07,2.3551429571738426e-08,0.0003046618615312229,4.829159090348979e-07,5.108698090347413e-08,9.389438804478365e-08,1.3290480020233081e-07,8.490463211434274e-06,5.363278252925825e-08,2.8857013320560047e-07,1.6957743390206904e-07,2.317419131100762e-07,2.5313043406635527e-07,1.5210994636799915e-07,8.383155273500883e-08,1.354312746234051e-07,1.655505482529659e-07,3.1165525423787154e-07,1.7259580693381415e-07,9.740332533461807e-08,1.3509771024303614e-07,1.6813831818256883e-07,2.0835657686173129e-07,1.1079977519212075e-07,1.3927264728747382e-09,1.6887786039182805e-07,1.8497397632898796e-07,1.3437103478693293e-08,5.77024468971645e-07,6.108437464759506e-08,0.0,1.6759291286482282e-07,1.7829811796086713e-07,2.004051284758249e-09,0.0,1.7777130963918823e-07,1.1862043249714802e-07,1.762398318071342e-07,1.6479102444543286e-07,1.3841201791934353e-07,6.162772037408141e-08,1.7259580693381415e-07,2.987282399322155e-07,2.9425958133991994e-07,2.573947236719543e-07,3.7413541550103855e-07
