,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,6.9685438487703105e-06,1.0166955245303951e-05,1.3621089422535256e-05,6.7392267761060785e-06,1.0267946455539484e-05,4.0543756257783455e-05,1.1479528894616252e-05,8.34587679439459e-06,9.268318847996307e-06,9.542650685931183e-06,1.0452719009943912e-05,1.190857235733355e-05,6.9691585567388805e-06,9.28066425997069e-06,1.0894002821719244e-05,9.804304005187887e-06,1.1747373328873679e-05,1.6041764188718115e-05,5.632626445939533e-05,1.0906290667799692e-05,0.00014691650445571922,9.861557518207486e-06,8.108448854521118e-06,1.1556083566404314e-05,7.890288444565893e-06,1.0983565941731788e-05,1.509680278522946e-05,1.1866740926680315e-05,8.075981326105969e-06,6.594188107310894e-06,1.0284033478316302e-05,4.281900788096572e-06,7.70893388460643e-06,9.689677224109787e-06,9.856756550619888e-06,0.0,1.1195221061584122e-05,1.0984706782123349e-05,8.20004606423364e-06,9.28066425997069e-06,1.149059733151791e-05,1.0325305743206225e-05,9.833826841012803e-06,1.1434031299479778e-05,1.0070720833988609e-05,2.3242054473184652e-05,1.0276744555866371e-05,5.472929515623994e-06,1.1274409526367142e-05,2.1482669882923382e-05,8.62013948387253e-06,2.0956391626379723e-05,7.3786338200135375e-06,9.282174003327557e-06,6.702583944367537e-06,9.86600829970319e-06,1.173363562827887e-05,1.1087706498368787e-05,9.990273599148121e-06,8.700093415142575e-06,1.1265128937787542e-05,7.457651860101504e-06,1.2425348677722234e-05,2.5923418242206002e-06,1.5341869983638536e-05,1.0773500067184879e-05,1.1087706498368787e-05,4.872122447492671e-05,1.0710329747659617e-05,1.0175303673841453e-05,1.2092820758284727e-05,9.636590696774701e-06,1.253262580277977e-05,1.460805274091751e-05,1.915752758073295e-05,1.1224051699347209e-05,9.679667195194888e-06,0.0033679720659751363,9.757235039657521e-06,1.253262580277977e-05,9.127616600118111e-06,1.0470537202392621e-05,2.336123476803753e-05,3.592851586026146e-05,1.0573069280515824e-05,3.530228648809474e-05,1.9965925683865514e-05,8.317141466129379e-06,1.1641629146525448e-05,1.1212251959580526e-05,8.619666994067882e-06,9.770460107103474e-06,7.201062913890766e-06,9.779349940250533e-06,0.0,8.436736563671741e-06,1.0899096798134602e-05,7.673723802401135e-06,9.759792254666077e-06,9.789769937917854e-06,9.846825912844435e-06,9.634838809141554e-06,1.0053124941201497e-05,1.0517793523186656e-05,1.0242943692342934e-05,1.1236691710368178e-05,1.0897586302426489e-05,1.1413081208108855e-05,8.190989552885005e-06,1.980590370527082e-05,9.50328099971927e-06,9.842490235395511e-06,1.1771159039429144e-05,9.874605311182389e-06,9.823168423988742e-06,9.551398888718919e-06,6.600631847475806e-06,9.794228675119284e-06,1.0844644262818868e-05,9.838399100996584e-06,1.0731570587075737e-05,0.0002524588609939454,1.0588529264600275e-05,8.296259183183255e-06,0.0,1.0082013395022729e-05,1.1385416759213442e-05,1.1048088792639416e-05,1.3599995709065016e-05,1.1061981271017936e-05,9.520847892759125e-06,1.8472324443636923e-05,1.123866122618639e-05,1.1880838980741696e-05,9.76930338025287e-06,8.455963688332648e-06,6.890810751049177e-06,1.0284636736298434e-05,0.0003871963606736171,1.1083460944348248e-05,9.83675511055897e-06,1.1147536282762254e-05,9.791127852464918e-06,9.792687057371074e-06,1.1244762999973676e-05,1.1738778801266546e-05,6.430189438382734e-06,1.0790425034155314e-05,1.0464863580925198e-05,9.675502722458158e-06,1.118206260590582e-05,1.2474014978750458e-05,0.00014139497210488152,9.438281570055154e-06,1.9775402715817568e-05,8.618649332384963e-06,9.428496340267672e-06,1.0152254554952043e-05,1.0624180721703285e-05,9.84583985526573e-06,9.266889131237976e-06,9.438281570055154e-06,1.0920403620572375e-05,9.864752702518384e-06,9.217094249694563e-06,9.347806724485756e-06,9.208981998927472e-06,9.730078827088845e-06,9.516564982193056e-06,9.735998633865623e-06,1.0932938645034438e-05,1.135456649159374e-05,2.8391655235991045e-05,7.408734712255325e-06,9.757235039657525e-06,1.4005962576061521e-05,1.1446496895713152e-05,1.0694250247245013e-05,1.075793574490951e-05,1.0241838532437555e-05,1.3884962252754e-05,1.1862697485402187e-05,0.00010381683392695569,9.634838809141554e-06,0.0,1.2110016761279255e-05,7.190615555884598e-06,1.0123274573304185e-05,8.485400371654508e-06,1.6318197296521333e-05,9.920496888815475e-06,1.2737424660243368e-05,1.083706792732754e-05,1.0378848775275896e-05,2.3130632968001547e-05,8.009414941686008e-06,1.0774943423012096e-05,1.0752918893169625e-05,1.1604308027545154e-05,1.1236462582908587e-05,6.5035749437237474e-06,1.0566984332772145e-05,8.909254459628346e-06,6.2590083613078e-06,1.0322665678046035e-05,1.0072623203897692e-05,9.822938722303727e-06,9.779425546817056e-06,9.485162238535528e-06,7.678259388517615e-06,9.863487638245339e-06,9.767286915783295e-06,7.905344206837745e-06,1.2843656869912252e-05,6.74605706820295e-06,9.833445943529527e-06,9.93626939137845e-06,8.730477222438214e-06,1.0230546327368008e-05,7.1773876336861556e-06,1.0152254554952043e-05,7.420517842827039e-06,6.229748304304447e-06,5.635788167019961e-06,1.0152254554952042e-05,0.0003350202312944031,7.929115386445717e-06,6.478056213017389e-06,9.810654314731305e-06,1.1931572830708442e-05,1.2850222781646101e-05,9.485162238535528e-06,9.974601528540902e-06,1.1593340079534172e-05,1.0605767178183437e-05,1.110076562406247e-05
Agricultural and forestry machinery,2.0542545122521168e-07,2.61766015420936e-07,8.719714244333112e-06,1.9393938392207857e-07,1.644689891845543e-07,1.2327289955093005e-07,3.50561120456996e-07,2.2980158412047544e-07,1.9164613116835626e-07,4.539096315986753e-07,1.7409087985669794e-07,1.181124407074699e-07,2.0292407831996714e-07,1.740662342930868e-07,8.403524016551512e-08,1.8695679084264934e-07,2.570790713594951e-07,1.652879820431206e-07,1.2782027791642679e-05,1.715016320048381e-07,0.002162178222154017,3.7216607300173607e-07,1.8563627328059893e-07,5.252867766498933e-07,1.9678745147451916e-07,2.233962185437978e-07,1.8097224845257723e-07,1.59381974519038e-07,2.0769085807570687e-07,1.9403312462068105e-07,2.534370689618336e-07,2.0060464691654153e-07,1.897673692175434e-07,5.618336900880435e-07,4.282786996898211e-07,0.0,2.6539878633585044e-07,1.7788934360092298e-07,2.870379622544066e-07,1.7406623429308681e-07,1.4666669402684269e-07,1.9820611131662354e-07,3.044952690921461e-07,8.435626989009668e-05,3.0361745574699507e-07,3.119905836231364e-05,3.5870315896748137e-07,2.0068855962530065e-07,3.3644461007678757e-07,1.1631902949571935e-06,2.736871244041033e-07,1.3234343953699963e-07,2.009331297560489e-07,1.7406623429308681e-07,2.0133823588979388e-07,1.6842709308456242e-07,1.365115152578285e-07,1.0395220595116828e-07,2.2616581685156207e-07,3.3465970100033355e-07,1.840693072787348e-07,2.5038773362262935e-07,1.9598141774716942e-07,3.051901759825001e-07,7.232032385809058e-07,1.0094142335645841e-07,0.0,1.2481531851318583e-07,8.707165814208774e-07,2.3618089281082316e-07,1.1830266208219137e-07,3.7675860546467107e-07,2.655793183638999e-07,1.181124407074699e-07,9.900795460928771e-07,1.666138098248886e-07,2.981219078272129e-07,0.00028140837167659616,3.418822488188075e-07,2.191085007824439e-07,2.2521947326182365e-07,0.003060378359691705,1.3274663788063562e-07,0.0016676490695586201,6.0132041309709715e-05,5.949510799948804e-07,1.7914795106951133e-07,1.3751167118040094e-07,2.8076547167452725e-07,1.7213016492409482e-07,2.9161553308952673e-07,1.1592859348635732e-06,4.3494968816635276e-07,3.1093485244496183e-07,0.0,3.0305914493299126e-07,1.2475307131620042e-07,2.6049913503995727e-07,1.5756581503085629e-07,5.494503126719549e-07,4.4442219722389154e-07,1.9393938392207857e-07,1.7174723393444877e-06,2.789393227075849e-07,2.2258124350883827e-07,2.209461839787573e-07,2.926690475342123e-07,4.3478916079229505e-08,2.5272712312513764e-06,2.3804028246071488e-06,3.9770067916623693e-07,1.8918020872573382e-07,3.807778074878758e-07,2.766066037352819e-07,4.844618116681852e-07,1.1359422413213743e-05,2.048263938514712e-07,1.1982518306791505e-05,1.638382869439263e-07,4.6780569997524247e-07,2.537391170576868e-07,0.009875937314933693,2.2540331796281042e-07,1.8324953422238824e-07,0.0,4.0123384060923253e-07,2.275399972153527e-07,2.5177977769343547e-07,1.2634498593149035e-07,1.9982186173692986e-07,2.6715880111300167e-07,1.8826198282518996e-07,2.398090317726649e-07,2.728446297756271e-07,5.386725854269062e-07,1.5638348275475435e-07,2.469410332057387e-07,2.2815320516204079e-07,0.004686461367073682,2.2889188107839181e-07,4.511458929923073e-07,2.460833530235044e-07,4.1148802308046306e-07,6.784495517929536e-07,7.219523532170565e-07,7.28200839488575e-07,1.9393938392207857e-07,2.2596392152165369e-07,3.7623507672187384e-07,4.1950519347426524e-07,2.801031651242485e-07,9.137727800480054e-07,6.347676241340419e-05,2.053121928197575e-07,1.973477918154685e-06,2.2092108217466418e-07,2.9310990344428956e-07,1.7181644772945087e-07,1.4623152823923907e-07,3.8080041293703727e-07,1.7976485902391977e-07,3.666114114287404e-07,3.3686836783239344e-07,3.017603709419002e-07,2.1407070631682969e-07,2.0592482942961434e-07,2.4307767353482005e-07,4.848132995178854e-07,2.804981535793579e-07,2.5882871350559665e-07,9.799582875440517e-08,3.0449526909214617e-07,6.687941833095062e-07,2.1285321774531943e-07,3.4188224881880763e-07,9.65487376667828e-07,2.1869582182368178e-07,1.4209406206878092e-07,1.7762640538820038e-07,2.82276375016779e-07,4.4873331098891415e-07,2.8131712479459973e-07,9.557929030452307e-05,2.449851733207603e-06,0.0,2.2364626118084713e-07,9.705170889098462e-07,3.3918728815677813e-06,2.7584486354391e-07,1.0559514355051709e-07,1.9881101723482038e-07,1.303305511855365e-07,1.5166897992342924e-07,3.332474763287907e-07,1.463086539097412e-07,6.15683037366424e-07,1.6407771446549023e-07,1.5843159363839436e-07,1.5250900602058383e-07,2.436289272772656e-07,1.9302432813448e-07,2.751461306226887e-07,2.276922873813691e-07,1.6987688633100117e-07,2.1421253401738566e-07,0.00025727967337144494,4.6747871024363265e-07,2.4172101192679596e-07,1.6528798204312055e-07,1.9774959531563973e-07,3.964872175358675e-07,3.1450616786484075e-07,3.165672900568049e-07,2.85738491850166e-07,2.1834736217010376e-07,3.7563021231860436e-07,3.375805354341582e-07,3.322802189139763e-07,3.6147499441754715e-07,1.289950328963005e-07,2.8815949710070373e-07,2.114120085987755e-07,1.9393938392207857e-07,4.2279632456226927e-07,0.0,2.0609918921662695e-07,4.0243107170918755e-07,1.921437028914535e-07,4.669203303560761e-07,2.2803717655880208e-07,1.476819133826598e-07,1.1282372873464442e-06,2.7323687959814596e-07,2.5192983897564114e-07,4.235707582349272e-07,2.552087445077551e-07
Aircraft and spacecraft,0.00015004148638987524,0.00016813926320860724,0.00017110138239100796,0.00016632183581019816,0.00011324140045590855,0.00016223974953098754,0.00020268918392566895,0.0001489538121696032,0.00016467150200090606,0.00027585991382565587,0.00021930828586664463,0.000157265756861572,0.0001524529256921995,0.00010272260466946162,0.00016765165165480154,0.00020089571254088644,0.00018151934357018827,0.00843466968069723,0.003742957520055831,0.0002301700331270071,0.0001954007624214264,0.000176247651261949,0.0002103854779199472,0.00021432200451358932,0.00016153047222140044,0.00013528223414968965,0.00014481695694084298,0.0002206421370385814,0.00013461731339903834,0.0001435111408827638,0.0001865036780259356,0.00020856636372389267,0.0002130265550836106,0.0002021034961342102,0.00014653054567504917,0.0,0.00015578460489162278,0.0001937423423906811,0.00015966072510874597,0.00016069781713947087,0.00020567277386230999,0.000150820525836442,0.00017540323748263463,0.002129702984382141,0.00021826569232412708,0.0022529357689671996,0.0001430447416437828,0.00017624368520680842,0.00019079701921537979,0.00014785555844607257,0.00014846812061452994,0.00017827686065110377,0.0002126599870837119,0.00010272260466946162,0.0001464137285564393,0.00018366862216281552,0.00015775835171076365,0.00027676263513362034,0.0002494252520806836,0.0002875402479633422,0.00018155449342989262,0.00014239233675795502,0.000793783172182468,0.00013910901388810868,0.00016332270068797916,0.00021240455616858771,0.0,8.296892269634118e-05,0.0006755030039467075,0.00021046625066877269,0.00018198800537529372,0.00014679503006959484,0.00029069297040182996,0.00014481695694084298,0.00015175082870745444,0.00027541109113047674,0.00015288755207673357,0.17651576060685403,0.00018710599787486173,0.0002918427634138678,0.00018329919946750764,0.00030984479625800217,0.00016955194574188185,0.00020817608823739753,0.00029169937470871,0.00016369630065423077,0.00020142852165407838,0.00015853280912493447,0.00015964424653053144,0.0001679242571571363,0.00015127931518023804,0.00022790555990839459,0.00013935197486536613,0.00019748805586585684,0.0,0.00017902187544922678,0.00012253680554551998,0.0001405892989708973,0.00019501566972865414,0.00016372534540560872,0.00036091078509771664,0.00016759802134074103,0.00015445851756196264,0.0002148301335646146,0.00014213089818408643,0.00016432020960722692,0.00023471350419658384,7.383582845531016e-05,0.00013967351644784888,0.00015175082870745441,0.000154260373635436,0.00018160368219982646,0.000154467272035117,0.0001388809572414756,0.00015109663417399587,0.00011557674938418611,0.00014230414827054046,0.00013788043515394768,0.00015849421642945977,0.00015786740484746456,0.0001972405373297099,0.00023078818766692692,0.0002048100586610713,0.00015759292461923322,0.0,0.00019738508797568247,0.00015659679199145853,0.00018406244611756832,0.00016528683613955327,0.0001647232098167935,0.00017883771297405712,0.00010351391380899745,0.00022090007016701445,0.0001661269707963709,0.0001567179783408824,0.0002672753797295957,0.00019723168693361648,0.00021824376927272583,0.00016116294248770478,0.0002159219793803313,0.00014843208461040838,0.00023392689093729784,0.0001510617664751455,0.0,0.00014299791927302523,0.00015301121052834773,0.0002700521869481456,0.00018684870181613205,0.0001226862792410051,0.00020734159766904332,0.00015929183484176423,0.00014744171680443688,0.00014375421945054571,0.0,0.00020945340463232278,0.00014278026047372845,0.00013275610769363896,0.0001871886988394951,0.00015538166443207295,0.0001577890614090537,0.00010272260466946162,0.00019914346739556893,0.0002139097851757592,0.00015754309760753713,0.00018631527220187375,0.00014481695694084303,0.00015539783516797632,0.00021101579713139328,0.00013327783803653283,0.00015620234669438336,0.00023791896350633504,0.0001454200174014789,0.00016369630065423077,0.00014284415829754845,0.00018710599787486173,0.0001332093225983603,0.0001890507132893834,0.0005092554505190466,0.0001454200174014789,0.0001567557794755699,0.00016763887364383244,0.00017951591501833106,0.00014417472916219452,0.00016759802134074103,0.0,0.0001574767100667987,0.00011528297913759549,0.0001971525504375811,0.00015903890417401985,0.00016857843362303823,0.000122116833386298,0.0001571408137137628,0.00017109302104130646,0.00017238620856798383,0.00616853158035413,0.00019621574128644118,0.00023015370242394822,0.0001794431051585511,0.00017268711923203303,0.00015653025167620456,0.0001369266327667265,0.00019172393642382307,0.00018060866423184863,0.0001780137503016774,0.0001540649397587798,0.00017802414422968523,0.00017812409898570618,0.0001638310428577333,0.00017323337960264534,0.00015342586325504918,0.0001527997411748276,0.0001409413723840548,0.0001429457933961217,0.00014793917136439566,0.00014646749101756475,0.00015426037363543596,0.0001643988038932712,0.000166722783774018,0.00017835384691892162,3.962743895057208e-05,0.0001801272753925149,0.00013169341668875222,0.00013275610769363896,0.00016645555418661132,0.0002918427634138677,0.00014272348487497042,0.0001411219671602933,0.00017560399426508685,0.00016007498706311428,0.00011276483494840991,0.00011921380609846993,0.00020226719748483093,0.00019967897738024828,0.00016626228743842417,0.00023072895795667314,0.00018537331357578395
Animal feed ingredients and pet foods,0.0,1.0000000000011215,1.0000000000011218,0.0,1.000000000001121,0.0,1.0000000000011227,1.0000000000011222,1.0000000000011213,0.0,0.0,0.0,1.000000000001122,1.0000000000011227,1.0000000000011213,1.0000000000011227,1.0000000000011204,1.0000000000011207,1.0000000000011215,0.0,1.0000000000011144,1.000000000001122,1.0000000000011213,1.000000000001122,1.0000000000011222,1.0000000000011215,0.0,1.0000000000011213,1.0000000000011215,0.0,1.0000000000011222,1.0000000000011218,1.000000000001122,1.000000000001122,1.0000000000011218,0.0,1.000000000001122,0.0,1.0000000000011215,0.0,1.0000000000011218,1.0000000000011213,1.0000000000011227,1.000000000001121,1.0000000000011209,1.0000000000011213,1.0000000000011215,1.0000000000011227,1.0000000000011215,1.0000000000011215,1.000000000001122,1.0000000000011218,0.0,0.0,0.0,1.0000000000011215,1.0000000000011215,1.0000000000011213,1.0000000000011224,1.000000000001122,1.0000000000011218,1.0000000000011213,1.000000000001122,1.00000000000112,1.000000000001121,1.0000000000011222,0.0,1.0000000000011213,1.000000000001121,1.0000000000011207,1.000000000001121,1.000000000001122,0.0,1.0000000000011215,0.0,1.0000000000011215,1.0000000000011224,1.0000000000011218,0.0,1.0000000000011218,1.0000000000011213,1.0000000000011195,0.0,1.0000000000011215,1.0000000000011218,1.0000000000011218,1.0000000000011222,1.000000000001121,1.000000000001122,0.0,1.0000000000011218,0.0,1.0000000000011213,1.0000000000011224,0.0,1.0000000000011213,1.0000000000011213,1.0000000000011218,1.0000000000011213,1.0000000000011227,1.0000000000011218,0.0,1.0000000000011213,1.0000000000011222,1.000000000001121,1.0000000000011213,1.0000000000011224,1.000000000001121,1.000000000001122,1.000000000001122,1.000000000001122,1.0000000000011213,1.0000000000011213,1.000000000001121,1.0000000000011218,0.0,1.000000000001122,1.0000000000011215,1.000000000001122,1.000000000001122,1.000000000001122,1.0000000000011207,1.0000000000011215,1.0000000000011215,0.0,1.0000000000011218,1.0000000000011224,1.0000000000011215,1.0000000000011218,1.0000000000011215,1.0000000000011222,1.000000000001121,1.0000000000011218,1.0000000000011215,1.000000000001122,1.0000000000011215,0.0,1.0000000000011215,1.0000000000010782,1.0000000000011213,1.0000000000011213,1.0000000000011213,1.0000000000011224,0.0,1.0000000000011218,1.0000000000011215,0.0,1.000000000001121,1.000000000001122,1.0000000000011215,1.0000000000011218,1.000000000001121,1.000000000001092,0.0,1.0000000000011209,1.000000000001121,1.0000000000011215,1.0000000000011209,1.0000000000011218,1.000000000001122,0.0,1.0000000000011215,1.0000000000011222,1.0000000000011215,1.0000000000011213,0.0,1.0000000000011207,1.0000000000011215,0.0,1.0000000000011215,1.0000000000011218,1.0000000000011227,1.0000000000011215,1.000000000001121,1.000000000001122,1.000000000001121,1.000000000001121,1.0000000000011222,1.0000000000011213,1.0000000000011218,1.0000000000011213,1.0000000000011209,1.0000000000011218,1.0000000000011218,0.0,0.0,0.0,1.0000000000011222,1.0000000000011215,0.0,1.0000000000011222,0.0,1.0000000000011215,1.0000000000011209,1.0000000000011213,1.0000000000011207,1.0000000000011218,1.0000000000011213,1.0000000000011218,1.0000000000011218,0.0,1.0000000000011209,1.0000000000011218,0.0,1.0000000000011213,1.0000000000010931,1.0000000000011218,1.000000000001121,0.0,1.000000000001122,1.0000000000011227,1.0000000000011215,1.0000000000011213,1.0000000000011215,1.000000000001122,0.0,1.0000000000011222,1.0000000000011215,1.0000000000011209,1.0000000000011218,0.0,1.000000000001122,1.0000000000011224,1.00000000000112,0.0,1.0000000000011224,1.0000000000011218,0.0,1.0000000000011215,1.0000000000011227,0.0,1.0000000000011215,1.0000000000011218,1.0000000000011222,1.0000000000011227,1.0000000000011218
Articles of concrete cement and plaster,2.0469568066402994e-09,3.0703854921569997e-09,0.0007951811113132758,2.127366753201849e-09,1.4610573747635727e-09,4.341588267918752e-10,4.228631537484755e-09,3.0036807435072227e-09,9.14852903335531e-11,3.2980781510376754e-09,3.315566489119682e-10,7.581196856578866e-11,2.185372058324569e-09,1.588619874628605e-10,5.8048715217948544e-11,2.79033550772409e-10,3.698052343501119e-09,8.709175046759935e-10,0.006878079457671116,4.86219465818805e-10,0.027761261093668554,4.2568563622487865e-09,1.9446621768522167e-10,3.898645402252828e-09,2.3756430105574435e-09,1.9536413221693002e-10,4.4328828356759297e-08,1.7252066439539111e-09,1.1520171863495004e-09,1.779989569221376e-09,5.797615623870767e-09,1.3269976934890617e-08,1.5394547004443589e-09,3.858793271947677e-09,1.3756853689181177e-08,1.5313171524718696e-09,4.407590804433734e-09,2.8809973980597013e-08,3.315566489119682e-10,1.588619874628605e-10,6.39820963581798e-09,3.896124090380786e-09,3.8869653504561356e-09,4.308473470816999e-05,4.878616452527464e-07,1.376449817180832e-06,2.2183400247002715e-09,1.0663035482319546e-10,5.985415713491028e-09,1.1915585463639154e-09,8.519764135693035e-10,1.4114218701090792e-09,7.57259790810893e-10,1.5267845818241586e-09,2.3833625392445625e-09,1.8098365504225794e-10,4.823343393629364e-11,7.35485605801606e-11,4.0476659958571795e-09,1.648912595590737e-09,7.581196856578866e-11,1.5313171524718696e-09,2.29006463647791e-09,1.4481221849271736e-10,2.249066050944397e-09,2.8038615018063035e-09,0.0,2.3657731534339515e-10,1.628605045715824e-10,2.8947588608734617e-09,2.724428126760286e-09,2.6749570701064114e-09,2.897379510366262e-09,4.8709730756488835e-08,2.712792453628277e-09,9.683258415390908e-11,3.4355995954499945e-09,1.3764260081693362e-08,1.7954241429390416e-09,2.897379510366262e-09,3.3707740394911605e-11,0.003625748484583813,6.450407376123017e-10,1.428281643798497e-08,7.905836927897903e-08,1.7690503622441262e-07,2.0794685296399414e-09,1.0417726648755568e-10,2.145871952692373e-09,7.702090029474452e-11,7.178400381968442e-10,3.870663902262773e-09,2.1178103485827826e-09,3.8470020342091414e-09,0.0,1.1047598297815417e-09,1.6627283658385827e-10,3.6058134188222763e-09,4.301876265303747e-11,3.766492073703233e-09,1.375818811924948e-08,0.0,2.780025861291643e-10,3.2530415464189633e-09,9.276854309009319e-10,2.9723116578172573e-10,1.8398544711089945e-09,5.522933589401606e-09,1.3805515166877952e-09,3.3495486727670874e-09,5.4248372162963845e-09,8.745975746049312e-11,3.669096721296433e-09,8.47318118124131e-11,3.640379290937251e-09,2.641023366201176e-09,2.0670728908300962e-09,3.841640622665743e-09,4.0325354903228045e-09,3.4909812853893313e-09,3.263924528178797e-09,0.365476258461183,1.7595471751716846e-09,2.135091666487622e-09,0.0,4.145721091912279e-09,5.555766746718617e-09,1.731666912338431e-10,2.1158185714205717e-09,1.843518748121675e-10,3.819975540256965e-09,1.2120506257950386e-10,1.0936268594521643e-10,1.4321640618596016e-08,3.1688067076383814e-08,5.7029621283158655e-11,3.21053209309816e-09,5.801125709284186e-10,0.003845673667188756,1.3865166809582054e-10,3.5947851115094298e-09,8.125172235148442e-10,3.602105966136905e-09,3.843474132965707e-09,8.405779731190096e-09,4.182889101587166e-09,1.994356973561213e-09,1.2611165451192273e-07,4.248125420277001e-09,3.802589407556094e-09,6.508849055058182e-08,2.759421360253734e-08,0.0003110980696815242,2.0062180462699282e-09,8.601115029176657e-06,7.801596614360772e-10,2.1250742426408194e-09,2.486296936853128e-10,5.064941575509344e-11,1.0708586882992559e-08,4.0126425367599543e-10,2.1250742426408194e-09,4.265731831298895e-09,5.225164035931602e-09,1.5488846966930884e-09,2.1250742426408194e-09,2.1649247476225715e-09,3.6594201435908344e-09,4.377926911430985e-09,3.060598510200129e-09,4.191279834952328e-11,3.881276833230698e-09,6.083703190162848e-10,8.125819899016643e-09,1.7954241429390418e-09,1.5527830740925478e-08,8.908614594152347e-11,6.225768303032911e-11,2.3424968640603465e-09,2.7892548994588688e-09,3.472168687613482e-09,3.7314936823755835e-09,7.6539413735693e-06,1.3544736722042308e-09,0.0,3.124828568770503e-09,3.4470222217509498e-09,7.5625449176669955e-06,1.0617759006313057e-09,1.8797183606097962e-09,3.9974353127691945e-09,4.180729782648771e-08,5.593442308784741e-10,4.260530595618168e-09,2.8112422376369687e-05,2.4862773946142533e-09,5.783011773984713e-11,3.0630572115373194e-10,6.122920430328113e-11,4.391064319472827e-09,3.0718808922706765e-09,6.378144833925393e-09,2.116489933932901e-09,1.764944228857801e-09,3.4717550173383637e-08,5.839982866179316e-05,3.428804882506411e-09,8.746044218454529e-10,3.043007288408736e-09,9.852650810776292e-09,3.718535077843946e-09,3.003197940901833e-09,2.19031700095062e-09,7.12695217010416e-09,2.6536266237106553e-11,2.6758117518188687e-09,4.058706994261564e-09,2.3849012450679047e-10,4.2337913131459825e-09,4.367997416090266e-11,0.0,4.009313454480317e-09,2.128134829650523e-09,2.2361762869127652e-11,0.0,1.940376219443316e-09,2.8304371672731578e-09,2.0851823766501475e-09,3.781143055417518e-09,3.06737197634638e-09,3.785131995969418e-08,3.043007288408736e-09,3.713342763423902e-09,4.427681958676646e-09,5.847014180661283e-09,4.350319061307354e-09
