,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,3.5029828686821866e-06,4.11461719917961e-06,4.172901753699182e-06,3.472253106046505e-06,4.024689147408622e-06,4.044045632790925e-06,4.121627426446022e-06,3.4405579669922274e-06,6.018921103423338e-06,4.131934824984231e-06,6.230779599132784e-06,4.354713178633674e-06,3.534932867882061e-06,4.056738673964289e-06,4.160390795501753e-06,5.798994850288621e-06,4.168861371031991e-06,4.286429469415308e-06,4.189438169701768e-06,6.166592028952255e-06,4.181407794769065e-06,4.212551132484319e-06,3.252793358193607e-06,4.096523680862766e-06,3.685664957441454e-06,4.103099622108594e-06,4.219665124566389e-06,8.415818231241437e-06,3.793026945186745e-06,3.4744705724037073e-06,3.698678381249535e-06,1.6657213444766129e-06,3.623820391547624e-06,4.13069291647361e-06,4.24751262555897e-06,0.0,4.10534018743026e-06,4.265894572443689e-06,1.0975584759958494e-05,4.056738673964289e-06,4.2609598014741095e-06,3.8951874981353006e-06,4.2094034410609635e-06,4.1246268005765636e-06,4.187995942916056e-06,4.093927216523357e-06,4.312658054106419e-06,4.449637548617726e-06,2.3150311363713856e-06,4.057808981293889e-06,4.097971460078023e-06,3.846140758265289e-06,5.687059329520717e-06,3.637949748597754e-06,4.057178711550044e-06,3.506198923212126e-06,3.835350919832038e-06,4.303036735103826e-06,4.7618223468785886e-06,4.188621075566073e-06,3.9175850819324875e-06,4.4625914476503666e-06,3.5060494071652635e-06,4.215303003508558e-06,1.0939313457638917e-06,3.928046776986273e-06,4.1702313712246745e-06,4.7618223468785886e-06,4.008616860333222e-06,4.313089147536983e-06,4.2044038630827704e-06,4.335095961476981e-06,4.160478829034087e-06,4.147656539421293e-06,4.222104479825873e-06,4.001340827888857e-06,4.464375817924339e-06,4.148282758281214e-06,4.479931286969888e-06,3.6330911219628315e-06,4.147656539421293e-06,4.234847601416238e-06,4.076126777358059e-06,4.278970474591808e-06,4.18164022708993e-06,4.208302323414322e-06,4.036249841597459e-06,3.932875484766451e-06,3.366613745429112e-06,3.6854112998367346e-06,4.559127465802907e-06,3.909539204451307e-06,4.1785835764152975e-06,3.4074667791663444e-06,4.1891869051445494e-06,0.0,3.8104282439467e-06,4.202241213384875e-06,3.7946749380527394e-06,4.095579272725785e-06,4.182309261900026e-06,4.248893902530191e-06,4.1327747827432535e-06,3.989405224243466e-06,4.131501452782421e-06,3.859786662345014e-06,4.334348618344306e-06,3.867110476490041e-06,3.54373946716011e-06,3.863190063522357e-06,3.996297393583984e-06,4.1101315953969825e-06,1.376107713680779e-05,3.942497073949075e-06,4.190599237965479e-06,4.136098690876118e-06,3.5727596903075983e-06,4.19165884944977e-06,4.052074899679265e-06,4.19396246710953e-06,4.1577653059943905e-06,4.131149911269077e-06,4.0669175202459835e-06,3.7588351730212316e-06,0.0,4.2066426870984354e-06,4.280571819801492e-06,4.3667354212843825e-06,4.432781428676666e-06,4.5273404063852205e-06,4.141582317698892e-06,2.79926210612506e-06,4.973362309401853e-06,4.255852178017534e-06,4.123781042120735e-06,3.871356292227713e-06,3.500464948650647e-06,4.019131289094351e-06,4.059203189878607e-06,4.1961666657399445e-06,4.210803083270781e-06,4.076554031171119e-06,4.830683159858914e-06,4.191402725979116e-06,4.130692977591915e-06,3.983322876492536e-06,3.435282836683478e-06,4.069254527299574e-06,4.154059466576153e-06,4.156647768706053e-06,4.103176881627785e-06,4.0258149628534995e-06,4.168165368812784e-06,4.129363100317143e-06,4.141780448084115e-06,3.884631917614062e-06,4.124854415962192e-06,6.454240553469447e-06,4.726479854066339e-06,4.230901889588804e-06,4.0400425246100195e-06,4.129363100317143e-06,4.155128020317026e-06,4.201325091157857e-06,3.978602139288892e-06,4.086135569841144e-06,3.7466625515354958e-06,4.160832955653509e-06,4.103589001278711e-06,4.182351532545281e-06,4.02849734037384e-06,4.253885378836056e-06,4.231178063653784e-06,3.0603836145043764e-06,3.6330911219628307e-06,4.1017943769589076e-06,4.053902090197971e-06,4.315986612274653e-06,1.603136966767497e-05,4.181641105237265e-06,4.000125219508451e-06,3.978568591035293e-06,4.1691960571236255e-06,4.1327747827432535e-06,0.0,4.132826076287231e-06,3.6250174906868524e-06,4.1185062387578925e-06,3.7549246545187608e-06,4.422254753954926e-06,4.138885195553397e-06,5.8562578763978e-06,4.156300832826372e-06,4.144792507281362e-06,4.1826013499640015e-06,3.890177677791163e-06,4.322151032794002e-06,4.150194344909845e-06,4.25522194360676e-06,4.131026623215411e-06,3.503417598834381e-06,4.339195732440441e-06,3.5430786140722385e-06,3.490189623838927e-06,3.787675834933333e-06,4.249196520988325e-06,4.198977812178313e-06,0.00193592398521336,4.121903602029532e-06,3.2599611073389595e-06,4.1896203556962915e-06,4.187817589967937e-06,3.5298440388499962e-06,3.950827584183784e-06,2.591718215044043e-06,4.173833085528529e-06,4.1797926424426564e-06,3.550504454489094e-06,4.196983155389787e-06,2.9562773335327285e-06,6.454240553469449e-06,3.7019392143507316e-06,3.4118841505951844e-06,6.423668794191776e-06,6.454240553469452e-06,3.896132266001804e-06,3.2282260750920285e-06,3.4415474739164542e-06,4.201989175815307e-06,4.155440839244165e-06,4.195883174432749e-06,4.121903602029532e-06,4.181068745905039e-06,4.114694532168714e-06,4.136702280845212e-06,4.162635689458615e-06
Agricultural and forestry machinery,2.9263340356817224e-05,0.0024886202411477844,0.00035502728173786855,2.3615564499960566e-05,0.00020939696081816232,3.5399955793120815e-05,0.00019107877893523106,6.945387751892035e-05,0.0025307487195649135,5.298059588588617e-05,3.002076434263914e-05,3.489860605384096e-05,0.00017638474577319534,2.998835893075491e-05,2.7383547025140675e-05,0.0030690549246816276,8.791681517842382e-05,3.7232405051364904e-05,0.0001590511888086054,4.154723332023525e-05,0.00013661171480264096,9.998669359636899e-05,0.00020014419373845334,0.00037091265170986423,3.986716766326149e-05,0.0003341997721473064,4.0764717962923974e-05,0.008476351435806741,3.50804049483815e-05,2.3814882901478597e-05,5.640270493645484e-05,4.2030179913629414e-05,3.307619851577686e-05,6.520646872134502e-05,0.000138689780470399,0.0,0.000282073039647206,4.116003261833622e-05,3.6454227662168306e-05,2.9988358930754918e-05,4.748277557347522e-05,7.928018719679236e-05,5.845645470520439e-05,0.00017113497099872322,0.00021720030125524072,0.0001443588401723307,0.00018940084609960463,4.992547673408148e-05,5.7468641465308286e-05,7.355041994956953e-05,6.859349514118814e-05,7.101277035759804e-05,0.00028030370558039064,3.404580040561259e-05,2.998835893075491e-05,2.9938460791474398e-05,0.0003417227919118635,4.194980168013184e-05,3.1081866438749736e-05,0.0002044880342564488,5.4664076695915315e-05,4.636382043390826e-05,6.566701908518576e-05,0.0004985352989837173,9.370586743092037e-05,0.0005172318431533893,0.000652840399314442,0.0,3.560581305210502e-05,7.296574481035341e-05,0.00021068852741073406,3.2348773020896795e-05,0.00011017741316008037,4.689336745072513e-05,3.489860605384097e-05,0.000218450580748117,4.3601013872352714e-05,5.220907240017427e-05,7.142022954317138e-05,0.00019761910822767585,4.607116590750226e-05,0.0007118803252130443,8.104679133697403e-05,3.648534983703374e-05,0.00015039783507903696,6.924464833570156e-05,7.733602164496304e-05,0.00023345227740454602,0.00012151251783186788,6.54279336343482e-05,4.3989255471601144e-05,5.8032666769301965e-05,7.11613010234063e-05,6.091214559517557e-05,5.8975760699287446e-05,0.0,5.327056120037043e-05,0.00012148832506068171,4.445927163248159e-05,0.00018571845668209134,8.489253819354627e-05,0.0001234628115326255,2.3615564499960566e-05,6.095057616521347e-05,0.0003175905281518125,0.0010624938017010392,4.4464501088693054e-05,0.0001149169496940961,6.122061509573385e-05,4.914478392955985e-05,0.00043968930998091886,5.1624470460945455e-05,0.007104382339103728,0.0003100035496361635,0.0001060243086577179,6.519197090183517e-05,2.735733796746617e-05,6.557160908746345e-05,0.00013249065084068145,7.118802545685973e-05,0.00032316098645584996,0.00011498445844931742,0.0010982766125333103,3.2870179757963535e-05,0.0,0.00013651876549210137,0.00010679732431862426,0.00020618864086373147,3.504834628526462e-05,0.00012835273370582137,4.1426827663986656e-05,0.00032189983786470617,0.0009340688671657636,0.00015961608615449766,0.0001355168715630551,4.834905896392271e-05,4.038802802735385e-05,0.0004323190123244301,0.00010623042686018133,0.00017294870937989098,9.818442269310737e-05,0.0003779461519036419,0.0010049421177382605,6.334584484572356e-05,0.0001158778755943155,0.00014481119979948295,2.3615564499960566e-05,6.315873501473097e-05,9.970087829599919e-05,7.28888562664024e-05,0.00013047426358002694,0.00017933827573178,0.00013170855624678184,3.302176025808651e-05,0.00019005394671155315,0.0001464074625308137,3.9562357462461566e-05,4.1595533838279196e-05,4.733436709767128e-05,9.80329875144602e-05,3.1577771100838956e-05,4.86809138541716e-05,0.00020656267755722845,0.001500494073862358,7.033843314364931e-05,4.224332254377189e-05,9.943672912899499e-05,9.733892333729542e-05,5.0817977254297774e-05,7.706355279543234e-05,4.941273193802133e-05,5.845645470520436e-05,8.336685995430978e-05,5.002152931235378e-05,0.000197619108227676,4.754735902174521e-05,0.0002540747662961808,0.00018558380274578834,0.002023222626015393,8.633799249558502e-05,0.00014834699967261568,0.0006762677668328706,9.858287901865847e-05,5.5424082956209986e-05,0.0,5.800224644307419e-05,6.234317355859806e-05,0.00016575429186475613,0.0001170692667276676,3.8140576433431285e-05,0.0003221168688460638,3.501112165538273e-05,0.0005859670672055362,4.6002947018388294e-05,5.584340787689994e-05,5.556600545419536e-05,0.0001762108267984953,0.00011033481295371806,3.792747802820978e-05,0.00012253410031675262,2.4010925317826666e-05,0.00012612225084931766,0.0005340536187866051,2.6631705072339417e-05,0.00028986077937416673,0.00014898138265245835,8.005425645586975e-05,0.005123280567258542,3.72324050513649e-05,0.00025690736274149386,6.166812624901449e-05,0.00024257440077827145,4.031011021027623e-05,0.0003158356481218598,0.0024768784350938716,0.00010463105594708545,6.327872794435181e-05,0.00011249901797521537,0.00025240410340627065,0.0003748979845565776,3.743697649401477e-05,9.576009240290288e-05,2.3615564499960566e-05,0.0009595614205840587,0.0,2.695234075071751e-05,6.737329151194995e-05,0.0004129021021278844,9.502137778763601e-05,4.712021082850469e-05,4.468429800388962e-05,5.8525631574517206e-05,0.00041722667913559377,0.00013236792794149807,0.00016593441645723587,0.00015789250637515185
Aircraft and spacecraft,7.367187671322698e-05,0.007157841235168054,0.00016129661418658298,0.00012576695219225416,0.0001877909589316174,4.020443879179436e-05,0.00022878838985903013,4.254716529008252e-05,2.204986733680087e-05,3.346349824308362e-05,8.530642886814822e-05,0.0001833719127697985,7.180517117551648e-05,2.4406853040568965e-05,8.788929448591116e-05,0.01676001700794109,0.0006301629324026663,2.5533200309289373e-05,0.00025479925544842397,3.914334720626885e-05,0.0006138120609817414,7.3177549947225e-05,0.012458146021459292,3.089418531626353e-05,0.00010441658674423364,7.503711581007233e-05,1.607841756336305e-05,0.00032705690585928466,3.497923413186113e-05,2.5543725094049815e-05,3.4168044052698625e-05,3.392191907035778e-05,3.501041411506264e-05,5.729922458916124e-05,1.6901547793986983e-05,0.0,4.274685153640294e-05,0.0003674183245142939,0.00015068268619530893,2.741814968482786e-05,4.5414286280807676e-05,4.6104958086278524e-05,4.523720791399135e-05,3.741914337393833e-05,5.030790306811072e-05,0.00013714123036225045,3.237707666336464e-05,2.764460193870267e-05,4.202575665168119e-05,3.972129218606185e-05,2.7178213247772047e-05,3.866748998348753e-05,9.667777069791785e-05,5.425794057297584e-05,2.4406853040568975e-05,0.0001272854236797459,3.1666884588424643e-05,0.00018999166042151539,3.283467275646928e-05,5.355410931217144e-05,3.4788402677710315e-05,3.702402900837519e-05,2.862218763757013e-05,0.00035901410551321644,4.350454810874245e-05,0.00012825395939113288,0.00018063275643178363,0.0,1.3948504118277346e-05,4.833289557284292e-05,7.982451364506414e-05,2.2378834213226294e-05,2.4379879958561304e-05,3.4125661399439776e-05,1.6078417563363055e-05,0.0012543757275580395,3.286860478727199e-05,2.8847871791716477e-05,2.7786752734094912e-05,4.252319590087655e-05,3.422996321344404e-05,0.0006880569613714699,3.878899730513254e-05,2.976136577171466e-05,0.00032022707316207554,3.4308437626792813e-05,2.0409158307585137e-05,0.00023803848775781893,0.0010151597707893133,0.0001505951291573885,3.25100489745098e-05,6.425357969446403e-05,5.2358784918529555e-05,4.654904170795279e-05,4.663440080527796e-05,0.0,6.137935788849222e-05,3.9751424992213526e-05,2.5471634641312414e-05,7.383262376396287e-05,0.00014604457656150553,3.959630189462682e-05,2.8271748939767074e-05,2.1210075537839915e-05,5.731571715351045e-05,3.3815130660067415e-05,2.6640219663050284e-05,3.209602030276116e-05,1.5733899209569594e-05,3.4080799087455005e-05,0.0012543757275580395,2.724550218451413e-05,9.00294989820069e-05,0.0026563068275939706,6.18582263255622e-05,2.719203043876953e-05,2.5399474299790695e-05,3.12600367384869e-05,3.162292250599155e-05,8.678159588276352e-05,3.5219444856262534e-05,0.0001777507644442712,5.352502490973394e-05,3.880950640031053e-05,0.0,0.00041070447517151267,0.00011101815483548989,0.0002023679049890039,3.96212915867153e-05,0.00014098052758917615,3.862608088889849e-05,1.9703558204022584e-05,0.00048579072348456365,1.863559692437962e-05,5.4211999896329634e-05,2.6186292379546328e-05,4.270435775920271e-05,0.00923896664081309,0.002412489475558378,6.137062081557461e-05,2.3289568770161384e-05,5.399148182131746e-05,6.208160728706531e-05,0.0,4.851484794833905e-05,2.6607359513889817e-05,5.342751832240917e-05,3.4572896415352084e-05,2.568515321709952e-05,3.575999020006357e-05,5.617049403425861e-05,1.7107818367241463e-05,1.923996586010425e-05,0.0,6.348506356837454e-05,0.00023516201361444393,2.4835647582653932e-05,4.256761266194475e-05,2.9448583040344564e-05,7.06265015727322e-05,2.4406853040568965e-05,3.297014007259917e-05,6.831986965964238e-05,5.5133347271566276e-05,2.4673026018441273e-05,1.6078417563363055e-05,0.0006099124197777888,3.108055242501498e-05,2.5880209830304963e-05,4.126543834699688e-05,4.9045176803216526e-05,0.0001388810317391548,2.0409158307585137e-05,2.7723610774181453e-05,4.2523195900876534e-05,2.6365936104868625e-05,3.0099242316386474e-05,2.8444769826216253e-05,0.0001388810317391548,8.345567043797515e-05,3.395736354269265e-05,0.0038830033243613536,3.088635227806299e-05,2.8271748939767074e-05,0.0,3.10795676067245e-05,2.971621156939133e-05,3.5229101916652124e-05,3.6375151573265756e-05,2.8332882026328324e-05,0.004215125549779428,0.0001278319634878211,9.283918705190967e-05,0.00019564471295937917,2.5817668083351702e-05,3.7546774771598504e-05,0.0004448934222218447,5.492962049421341e-05,3.214785955165062e-05,9.478086764377353e-05,3.4244265871257145e-05,0.00018785747412700194,0.00020179920157699496,9.860102594621431e-05,0.00016563010620022597,7.531934888732833e-05,2.9237080906556846e-05,0.0004989326294087588,2.4174977779040723e-05,0.0001470398638749485,3.1061607348829696e-05,2.992174948054183e-05,3.450766448583586e-05,1.850260941158879e-05,5.780374874378348e-05,2.724550218451413e-05,2.686866847391888e-05,0.0007679239380732986,0.0002838530727377691,0.01457318757785642,7.030108562612853e-05,2.3106345912305996e-05,2.4835647582653932e-05,4.2666189365748845e-05,3.422996321344405e-05,3.436490915401228e-05,0.00017795503843352883,4.560807204151097e-05,0.00013655969202612886,2.6303855381329518e-05,4.076103630458987e-05,4.522111488632174e-05,0.00020054794467463697,4.1552501372683867e-05,0.00012173000076630919,0.00012624444462172647
Animal feed ingredients and pet foods,0.0,1.000000000007502,1.000000000007503,0.0,1.000000000007503,0.0,1.0000000000075033,1.0000000000075027,1.0000000000075038,0.0,0.0,0.0,1.0000000000075033,1.000000000007503,1.0000000000075024,1.0000000000075027,1.0000000000075024,1.0000000000075033,1.0000000000075033,0.0,1.000000000007503,1.0000000000075029,1.0000000000075027,1.0000000000075036,1.0000000000075036,1.000000000007503,0.0,1.0000000000075024,1.0000000000075022,0.0,1.0000000000075024,1.0000000000075033,1.0000000000075033,1.0000000000075036,1.000000000007502,0.0,1.000000000007503,0.0,1.0000000000075036,0.0,1.0000000000075029,1.0000000000075036,1.0000000000075018,1.0000000000075029,1.000000000007503,1.0000000000075029,1.000000000007504,1.000000000007503,1.000000000007503,1.0000000000075033,1.0000000000075033,1.0000000000075027,1.000000000007503,0.0,0.0,0.0,1.000000000007503,1.0000000000075027,1.0000000000075024,1.000000000007503,1.000000000007504,1.0000000000075024,1.0000000000075027,1.0000000000075029,1.0000000000075016,1.0000000000075027,1.0000000000075033,0.0,1.000000000007504,1.0000000000075029,1.0000000000075027,1.0000000000075024,1.000000000007503,0.0,1.000000000007503,0.0,1.0000000000075024,1.000000000007504,1.0000000000075033,0.0,1.000000000007502,1.0000000000075033,1.0000000000075029,0.0,1.0000000000075029,1.0000000000075029,1.0000000000075036,1.0000000000075038,1.000000000007503,1.0000000000075029,0.0,1.000000000007503,0.0,1.0000000000075024,1.0000000000075029,0.0,1.0000000000075029,1.0000000000075029,1.000000000007503,1.0000000000075022,1.000000000007503,1.000000000007502,0.0,1.0000000000075036,1.000000000007503,1.0000000000075033,1.0000000000075027,1.0000000000075029,1.0000000000075033,1.0000000000075029,1.0000000000075036,1.0000000000075029,1.0000000000074987,1.0000000000075029,1.0000000000075024,0.0,1.0000000000075029,1.0000000000075033,1.0000000000075033,1.0000000000075024,1.0000000000075033,1.0000000000075038,1.0000000000075033,1.0000000000075033,0.0,1.000000000007503,1.0000000000075027,1.0000000000075013,1.000000000007503,1.000000000007502,1.0000000000075029,1.0000000000075029,1.0000000000075022,1.000000000007503,1.0000000000075027,1.0000000000075029,0.0,1.0000000000075036,1.0000000000075024,1.0000000000075029,1.0000000000075029,1.000000000007503,1.0000000000075029,0.0,1.0000000000075029,1.0000000000075022,0.0,1.0000000000075038,1.0000000000075036,1.0000000000075022,1.0000000000075022,1.0000000000075038,1.0000000000075033,0.0,1.0000000000075022,1.000000000007503,1.0000000000075036,1.0000000000075029,1.0000000000075036,1.0000000000075024,0.0,1.0000000000075036,1.0000000000075033,1.0000000000075029,1.0000000000075029,0.0,1.0000000000075018,1.0000000000075033,0.0,1.0000000000075033,1.0000000000075024,1.0000000000075016,1.000000000007503,1.0000000000075027,1.0000000000075036,1.000000000007503,1.0000000000075027,1.0000000000075024,1.000000000007503,1.000000000007503,1.0000000000075029,1.0000000000075029,1.000000000007503,1.0000000000075024,0.0,0.0,0.0,1.0000000000075036,1.0000000000075036,0.0,1.0000000000075036,0.0,1.0000000000075036,1.0000000000075033,1.0000000000075042,1.000000000007503,1.0000000000075029,1.0000000000075022,1.0000000000075024,1.0000000000075033,0.0,1.000000000007503,1.000000000007503,0.0,1.0000000000075024,1.000000000007503,1.0000000000075022,1.0000000000069567,0.0,1.0000000000075024,1.000000000007503,1.0000000000075036,1.000000000007503,1.0000000000075024,1.0000000000075024,0.0,1.0000000000075024,1.0000000000075027,1.0000000000075033,1.0000000000075018,0.0,1.0000000000075029,1.000000000007504,1.000000000007502,0.0,1.0000000000075036,1.0000000000075024,0.0,1.000000000007502,1.0000000000075018,0.0,1.000000000007503,1.000000000007503,1.000000000007503,1.0000000000075036,1.000000000007503
Articles of concrete cement and plaster,8.432842344894832e-08,0.00013237889939340038,2.0382367772127815e-07,1.966704681987352e-08,1.5320117215240396e-06,3.28935401438834e-08,1.7623214648953828e-06,3.6019470998091723e-07,1.1784255375908231e-07,5.256093629056641e-07,1.902638818216331e-08,6.799661949396414e-08,6.932410747449443e-07,3.243724308249151e-08,1.4661366874245804e-08,4.150124944250444e-07,5.16138759336293e-07,7.348933714297827e-08,5.3171318599181455e-06,1.4193250493019478e-07,3.0204626526996416e-07,5.392055446575469e-07,1.8750749003067645e-08,1.9175192809302335e-06,2.024409584036121e-07,2.5021343945639222e-08,2.2757056248574406e-08,3.88835074876852e-06,8.570193176198893e-08,8.082886210724973e-07,1.161593260659585e-06,3.4274003740351268e-06,1.868357516067975e-07,5.603288851049921e-07,1.1197251206996612e-06,5.568260064292554e-08,1.3079142715541853e-06,2.3008099481352627e-07,1.902638818216331e-08,3.243724308249151e-08,8.432617958359837e-08,1.4489902484859758e-06,4.845359492255127e-07,3.199261861174707e-07,2.6462755117845445e-07,1.0956747155351976e-06,3.0632886528455927e-07,5.49189792400362e-07,2.4947245832441005e-08,5.881370336471472e-07,1.1400063899270389e-07,1.1899725498592847e-07,7.988196405981781e-08,8.298172421673593e-08,2.4507787088235827e-07,1.0293438205778853e-07,1.9432750247879774e-08,2.8047652988885693e-08,2.4932506464575837e-08,6.212337721044816e-07,2.6576925102927797e-07,6.799661949396414e-08,5.568260064292554e-08,1.80586744523413e-07,4.657250153217205e-08,7.17373688223593e-07,6.07709642012754e-07,0.0,1.670005417876972e-08,6.491377994735075e-08,7.471772016014416e-07,3.507328207285293e-08,4.75821436646138e-07,5.98455204789611e-05,2.3894778410748063e-08,1.3766580176579286e-06,3.886859226234818e-07,5.02121098053148e-07,2.1200907177988411e-07,2.2840305060705094e-07,5.98455204789611e-05,2.851116062122351e-08,9.849889298707692e-07,9.059520073048121e-06,4.223927696448653e-07,5.558831583478559e-07,1.991053663856024e-08,1.0478168291911706e-06,2.082551831641168e-08,1.1165692661742418e-06,6.919022108172394e-08,5.81573231562334e-08,6.026782287534048e-07,3.3124048381789925e-07,5.245335277216287e-07,0.0,7.373837150570889e-08,1.1624319247079684e-08,1.24802548758292e-07,1.1600967139997996e-08,5.398061935337042e-07,1.1198007680223442e-06,0.0,3.633965117759939e-06,4.3270532316146067e-07,2.7605348848712096e-07,2.925304317259317e-07,2.7465982081714304e-07,3.434431472550164e-08,4.999322367622359e-07,1.886697012884116e-06,2.2453695176511604e-06,0.0001207888068555448,1.7083791141219514e-06,5.285779317766887e-07,4.88881357716487e-07,4.123294156896316e-08,5.490060136533149e-07,1.5924481229734487e-06,5.3816815414483e-07,1.0764669598068197e-06,5.058978331997448e-07,1.9785784887460133e-07,7.924311415047338e-07,0.0,9.452255983906412e-07,1.3465696785585116e-06,2.8329289441380424e-07,1.6808463312151433e-08,9.024127516121383e-07,4.950108982769889e-07,6.757999596743924e-09,1.0963600955184585e-07,2.2405093997170014e-06,5.543230189161865e-07,2.4016602579230277e-09,5.074879617445019e-07,1.2671520149276988e-07,1.2465149616312596e-06,3.85362299526985e-08,5.542650273375497e-07,2.669439802101948e-07,1.7022524371378802e-06,5.681631723480991e-07,5.265798239815122e-07,2.5722122327606933e-07,1.85247962154441e-08,1.3012551005385778e-06,1.1782835575694405e-06,5.617120485693519e-07,1.3081241096801337e-06,1.516809292577021e-07,1.6324259587623884e-07,5.19590239536227e-07,8.496280213722774e-07,8.279842576093508e-08,5.50932953320685e-07,8.558033446868384e-08,3.6839377901054585e-08,9.971852633832682e-07,7.515316986296491e-08,5.50932953320685e-07,1.8861563168114207e-06,9.150163153600416e-07,2.7642043474506513e-07,5.509329533206849e-07,8.585447815358341e-07,6.805966108436574e-07,1.0761489220059821e-06,4.371117503950868e-07,2.4452099995704218e-08,5.03495976910382e-07,9.363697369837759e-09,1.8896269877020497e-06,2.2840305060705097e-07,2.2572010251358158e-07,2.4822595802633128e-08,9.161479517478411e-09,5.632303653877271e-06,7.469148017845137e-07,2.3808210995631983e-06,1.8769623679616928e-06,8.07949801251014e-09,2.095064989758948e-07,0.0,4.157867856471712e-05,4.641891229393263e-07,2.0947900995663373e-06,9.924724701727158e-08,2.5964773247360807e-08,1.1724047774680906e-06,2.7202521614874297e-08,3.260532241771497e-07,1.3747099518565654e-06,3.7534104057607567e-07,2.4718165397769507e-07,2.3115897598431673e-08,1.2840086329585746e-07,3.6582092577637175e-08,1.3181783695238671e-06,4.8408391605421366e-08,1.121675118345398e-06,6.246794608686947e-07,8.39968220535995e-08,4.3306080771490444e-07,5.207559341989113e-07,5.342397818136556e-07,0.0013566400544227691,5.098806194730018e-07,1.0893813869239388e-06,4.97163599374067e-07,4.946958472001974e-07,1.1191221130227925e-06,3.112793961548687e-07,2.9323702884531012e-09,4.7582758192967727e-07,9.145619425950287e-07,6.759681041861181e-08,1.570299713851308e-06,4.7286373457746154e-08,0.0,6.513223082185633e-07,1.9173108877157717e-08,1.2869212228448137e-06,0.0,6.327321484145369e-07,3.32890752002295e-07,2.7633323830150347e-08,6.294000356335453e-07,4.264101607441483e-07,1.461269997241222e-07,5.098806194730018e-07,1.6908616639477997e-06,1.3486491845861407e-06,1.1437537780641168e-06,1.2510321364033146e-06
