,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,2.0946166225311855e-05,2.007840312243007e-05,1.9665140136191617e-05,0.00032321683219199644,1.8218833176410918e-05,1.8856714351160402e-05,2.0024483119966528e-05,2.075426115490594e-05,1.6403938915260412e-05,1.977361506945741e-05,2.0687103102469545e-05,2.120910078304903e-05,0.00020871860151331888,1.9665042980217132e-05,2.1072591157223817e-05,4.988386557949986e-05,1.9838001152544154e-05,2.103412163285491e-05,2.0599184762934014e-05,2.0188171009590993e-05,1.9755433246661704e-05,1.9995045652958543e-05,1.5080762783901709e-05,1.9829984388001013e-05,1.763078142917671e-05,1.9164774182743708e-05,2.037788750011511e-05,1.929542301998345e-05,2.825612191602878e-05,1.6881108631302077e-05,4.9057389430855146e-05,8.481873967779376e-06,0.00022857601685575396,1.9735565846172323e-05,2.0088315665089033e-05,0.0,1.9799592866068367e-05,1.9888355620486224e-05,2.0651405297279464e-05,1.9665042980217132e-05,2.0109694189260935e-05,4.2319463790930485e-05,1.998712244296567e-05,2.157199951415403e-05,1.9882504159623826e-05,1.9530684928267292e-05,1.985129031581456e-05,1.9976833802428137e-05,8.812525756924283e-05,1.9520559406615122e-05,1.9478989911297053e-05,0.0157374541114367,6.343592923918147e-05,3.590855579303336e-05,1.9665672401039987e-05,1.6965722393402002e-05,1.758847679367933e-05,2.017993379863548e-05,2.0304272390475956e-05,1.993499965744548e-05,1.8840244693247522e-05,2.031101050968434e-05,3.266263912911002e-05,1.903646942966801e-05,3.049778455475492e-05,1.8302909065735288e-05,1.9863624085633262e-05,2.0304272390475956e-05,1.8634270777829285e-05,2.014384542300377e-05,1.9916369131496105e-05,2.0471439435467636e-05,1.981343079044542e-05,1.9691976005266446e-05,2.040706093621351e-05,1.9919850671694893e-05,2.0282869497213714e-05,2.06177352944945e-05,1.9592400723965144e-05,1.7081993599389083e-05,1.9691976005266446e-05,1.6619897140050245e-05,2.4503103531474015e-05,1.944307200066597e-05,1.9836455955051958e-05,2.104388979906603e-05,0.00015256760483748927,1.8592757298897505e-05,1.535420266956477e-05,0.0027623460589200864,2.029390530496633e-05,0.0003890146861865015,1.988725793546436e-05,0.00027022126774079136,2.004683365953404e-05,0.0,7.970785946166856e-05,1.9575434432194145e-05,2.664988127701822e-05,1.8989141763143132e-05,1.99399697171489e-05,2.0101571991309013e-05,1.9903173910298613e-05,2.7417078679733337e-05,1.9654408675413038e-05,1.8454718114117883e-05,1.9889384071099243e-05,1.824185190827163e-05,1.6415443664251728e-05,1.8773483460230808e-05,2.0057448022075596e-05,1.7899310255436853e-05,1.9415602305072936e-05,1.8078910425037987e-05,1.995963008286444e-05,1.9790907465640215e-05,1.69863398859876e-05,1.9887632760321873e-05,2.073261422197276e-05,1.9893723290685094e-05,1.943864164984287e-05,1.9542903738977673e-05,1.9089346035346166e-05,8.920256901061931e-05,0.0,2.0007234678195866e-05,1.9984603596917908e-05,2.017212193928242e-05,2.03493137614121e-05,2.0420586602644146e-05,1.975869868926732e-05,1.3173761074784543e-05,1.8745485825904115e-05,2.0096216548414097e-05,1.9616571527101924e-05,5.329112026887356e-05,1.7010886817498428e-05,1.8924042231437247e-05,1.9648704489760415e-05,1.9074750700884215e-05,1.9997652612142812e-05,1.9407911617362702e-05,1.976697475098897e-05,1.990412790819036e-05,1.9777466044474483e-05,1.881920084296728e-05,1.6743527947179923e-05,1.9231946752616025e-05,1.9983664047003723e-05,2.0032065930415242e-05,1.9787525670556413e-05,1.9232634675839714e-05,1.9872635404640815e-05,1.9630091139707682e-05,2.4077602771904655e-05,0.00023742936442514674,1.963226102695356e-05,2.0070152242441783e-05,2.0358481424310377e-05,2.0037402888342356e-05,1.9559131637881677e-05,1.9630091139707682e-05,1.9829006054837905e-05,2.1422295893362864e-05,0.0005163250997651789,1.943448238433157e-05,0.0002838125577976122,2.0126975717908853e-05,2.054369485732557e-05,1.991988330310613e-05,2.2183556004239534e-05,2.0017261286057316e-05,1.910981768531179e-05,4.319428833946024e-05,1.708199359938908e-05,1.9536423610043396e-05,2.008321994941229e-05,1.9650291328490188e-05,1.95936293854001e-05,1.990763834068897e-05,1.928697378924121e-05,1.8852663556415152e-05,0.0005756363317753614,1.9903173910298613e-05,0.0,1.9840837982186106e-05,1.7534454053456704e-05,1.954663343908939e-05,0.00011607683868114937,1.9989991822301156e-05,1.959989138976456e-05,2.0409003331061854e-05,1.921285629113586e-05,1.991981371577285e-05,2.8004554113919054e-05,0.00012668327256031993,2.0346224415981656e-05,1.9120889482590725e-05,2.0495190092559535e-05,2.0192867513037415e-05,1.6844656611691525e-05,1.967854426806584e-05,1.6691997662495063e-05,1.6746729061300594e-05,1.8308502858758656e-05,1.9843414681106324e-05,1.997666124560681e-05,1.8342839077364113e-05,1.9725732489230893e-05,1.3736596959782996e-05,1.9961949358873288e-05,1.989676403463784e-05,0.0026972036526499137,1.852921373597519e-05,1.1996570402284594e-05,2.1196279067150043e-05,2.1926043712799144e-05,1.6945796327935685e-05,2.404046994575617e-05,1.2974553913286403e-05,2.0070152242441777e-05,1.9661322400600303e-05,1.6646682976213605e-05,1.0603608524415806e-05,2.007015224244178e-05,0.00021834783464459582,0.00013123845513887252,1.7991484648092523e-05,1.9977914898847293e-05,1.9863155075393867e-05,2.014714561929695e-05,1.9725732489230893e-05,1.9944127524974617e-05,2.0022834827307502e-05,2.000113587971272e-05,1.987614176867151e-05
Agricultural and forestry machinery,2.255039029132065e-06,4.491717821094069e-07,4.113958918217636e-07,1.3438373306461528e-07,3.4020603977775384e-07,2.096638329340837e-07,8.700245357071736e-07,4.4312878178496285e-07,3.4250649572596505e-07,3.237057813721892e-07,2.486302361598871e-07,1.1407224236619341e-07,1.2231607637904394e-06,2.4861558766931966e-07,9.399499478169758e-08,4.904465535054074e-07,3.236238010207523e-07,3.0877586712516456e-07,5.033523627639454e-07,1.6816764214345898e-07,7.133139161025241e-07,5.115708221721865e-07,2.1204776429982818e-07,7.372884729288881e-07,1.5325021770741372e-07,3.7486559550793763e-07,1.357700214622583e-07,2.2800609574135668e-07,4.2871299196952834e-05,1.3507902173845853e-07,3.573957151934734e-07,1.9759968263724815e-07,5.8203453877905886e-05,4.0690533685146516e-07,4.335392561806668e-07,0.0,3.2353364499796524e-07,1.8779546610724522e-07,1.799000770054394e-07,2.486155876693197e-07,1.5103350678415495e-07,2.2504159046052814e-07,6.23920673387908e-07,3.9906260966391085e-07,3.123323150876646e-07,4.784347983787589e-07,3.3290928870918823e-07,2.4822411448359687e-07,5.346564738042438e-07,3.6269567567327146e-07,2.451213740911303e-07,1.3690999669845656e-05,2.715880695390652e-07,3.892615209206141e-06,2.4861558766931966e-07,0.0015123779131626664,7.909024373941303e-06,1.6269827466513088e-07,1.0273254344178056e-07,3.663555850551818e-07,3.0641054074866796e-06,1.657012705126515e-07,0.000795820670058947,3.832141629689825e-07,3.598046982407412e-07,3.2058041713218003e-07,3.666547872980454e-07,0.0,2.3585961610317145e-07,1.5049790168360738e-07,2.816663195034925e-07,1.5971542575139976e-07,3.9369684826511325e-07,1.8026302592226495e-07,1.1407224236619343e-07,3.084950077750794e-07,1.525836311725208e-07,3.906045469503914e-07,3.2900456092796384e-07,2.3503874322817856e-07,1.7421377392527851e-07,4.881693636906792e-07,2.811671447083149e-07,2.3070002376553784e-07,4.79951315580749e-07,4.859072580120135e-07,2.609989716476745e-07,3.6436218503460013e-07,2.025091811958701e-07,0.010393102469515365,1.57281041075716e-07,0.0012946149409980127,3.3154674893518174e-07,1.1371451057204924e-05,5.077281867026229e-07,0.0,4.403224600135144e-06,1.5775344431768174e-07,1.7986759080595012e-05,1.645352142910591e-07,4.574037227450168e-07,4.5956492731239036e-07,1.3438373306461528e-07,2.1514105440894165e-07,6.161576997274364e-07,5.594073591281792e-07,1.9954104872576328e-07,4.827234561849857e-07,1.6640890756339078e-07,3.465952432284871e-07,2.424644951683484e-07,2.2348061827720808e-07,4.929139211853509e-07,4.953522772386819e-07,3.7829530621532855e-07,2.7988622869474826e-07,2.0536485921896694e-07,2.6049519635749743e-07,1.7652104962965998e-07,3.7118164821705295e-07,9.45834230939921e-07,2.850177443101785e-07,5.684792598991536e-07,0.0007325310142696611,0.0,4.6388387786303946e-07,2.670367747599831e-07,1.7253851348374614e-07,1.4649754658766115e-07,1.516471901044492e-07,3.6438544707047335e-07,3.033022542379412e-07,3.2654858628941737e-07,4.6528448039677357e-07,4.6719685312748976e-07,9.011775625935274e-07,3.692161893864259e-07,7.04133002137652e-07,4.401945392179153e-07,2.554609593731143e-07,4.7416551781436734e-07,3.514092121543814e-07,4.249465770025307e-07,2.697751293015879e-07,5.227868090906132e-07,2.893956968629188e-07,1.3438373306461528e-07,2.3460034625154595e-07,5.047986952641142e-07,3.649182917897366e-07,3.254578462144764e-07,2.3142422485747735e-07,3.3034092784968374e-07,2.396576642397888e-07,5.37179833104454e-07,4.0336960508117204e-05,1.6806543916128483e-07,1.6740361469818476e-07,1.4258427137417557e-07,4.858108017325478e-07,2.5066957236521026e-07,1.9341469018254863e-07,2.6326166144031635e-07,4.322770694798935e-07,9.190326164807614e-06,1.9746556205643768e-07,3.8668307746862146e-07,4.1317633857003883e-07,5.070340879366333e-07,3.816497937736438e-07,1.1021059960455012e-07,6.239206733879079e-07,2.388442898608496e-07,2.404042140949746e-07,2.3503874322817867e-07,2.764424217050165e-07,2.8847652868840115e-07,1.9798866853608652e-07,2.3666270183712195e-07,3.269974838351848e-07,2.555927823875219e-07,4.5051128087628154e-07,2.4240916157285154e-07,4.216114998816975e-07,0.0,1.908987386863793e-07,2.833961391054178e-07,4.23447067447198e-07,1.2486329235418786e-05,1.1027551943626815e-07,3.7253927956571007e-07,1.1883346345812136e-07,3.449127958483754e-07,1.8849836286135475e-07,1.7000800593941784e-07,7.893348542983573e-06,1.7606898926741982e-07,1.6125295536689742e-07,1.5038699726708981e-07,3.042263323420881e-07,1.3495290468477685e-07,4.0387517937855016e-07,4.770166021968606e-07,0.0005702148533232954,3.3855829826169946e-07,3.510841516914788e-07,3.6141794211040557e-07,4.911327891985732e-07,3.087758671251645e-07,3.5013238022869596e-07,3.945964208396937e-07,4.2641262662013915e-07,1.3264228061108109e-05,3.5587592996305024e-07,9.642875683756886e-07,3.8484811630725866e-07,2.700549614295664e-07,3.8094003578237267e-07,4.0688225788599634e-07,1.571097417049047e-07,1.8268912450027166e-07,2.4364446026898316e-07,1.3438373306461528e-07,2.712501486861468e-07,0.0,0.0024401683297441577,1.1842446127409582e-06,1.4977549135639548e-07,4.283562761215186e-07,3.5432399432773234e-07,1.9473002718512783e-07,3.726276214889288e-07,5.326182110179501e-07,2.9489508432641525e-07,3.6580997717402365e-07,4.048903876221371e-07
Aircraft and spacecraft,4.678323110523628e-06,6.346842630527175e-06,3.3420636340997328e-06,5.469680005397861e-06,2.343505195621098e-06,4.022000013696718e-06,3.888166727784688e-06,3.9879482981665166e-06,2.9501134479362942e-06,4.7060766645408456e-06,4.637619989614193e-06,2.5659847662501704e-06,4.289295118292232e-06,2.6842173494213703e-06,4.814686538354889e-06,4.672174049009853e-06,3.6076997237994697e-06,4.065597313553098e-06,3.5859507638082188e-06,4.262447659689709e-06,3.6254273848244132e-06,4.32867311197287e-06,3.5092757289440615e-06,4.05249927357976e-06,5.1474446637485255e-06,3.9978954962721475e-06,1.889705509915579e-06,3.999236757566231e-06,4.033964552346924e-06,4.025267184771763e-06,3.5692954633717187e-06,3.6806347397986833e-06,4.193700625913715e-06,4.255468833856237e-06,2.130297311055249e-06,0.0,2.9783464753401257e-06,3.859917734175472e-06,5.809905603743306e-06,3.312269126138028e-06,4.566708807039854e-06,2.8381109778344103e-06,3.2938069043732215e-06,2.4204864777927232e-06,2.9567156475273565e-06,3.9052881596058315e-06,2.986094405288232e-06,3.3587464245096597e-06,2.9977984514469055e-06,4.651916674208295e-06,3.404891178037306e-06,5.067756972221836e-06,3.048666347777255e-06,4.471472862763356e-06,2.684217349421371e-06,4.208431519821458e-05,3.84666044456434e-06,2.592744910232465e-06,3.6318269108835084e-06,4.041909387287471e-06,4.724674738047493e-06,4.174045039346343e-06,4.579715188989183e-06,3.821132393843669e-06,4.194929445185922e-06,5.156839200109686e-06,4.184720531091418e-06,0.0,3.6426285732353505e-06,4.14509853972639e-06,4.307528337997271e-06,2.6821330752030316e-06,2.3867354544789984e-06,4.7264354454074185e-06,1.8897055099155785e-06,3.88319440335883e-06,3.637015340894314e-06,3.4369555420663e-06,3.4020086931513503e-06,3.9310384926685305e-06,4.732976580339322e-06,3.6594538010314854e-06,3.9890606206276975e-06,3.7721634139854155e-06,3.581872842145784e-06,4.7317125662978295e-06,2.4762386565845753e-06,3.8721513266862074e-06,3.3001688856002286e-06,5.8086520752389055e-06,3.9617829814967915e-06,3.5378582294574694e-06,4.139276934637729e-06,4.420475912521153e-06,3.832612475830228e-06,0.0,4.45866780042238e-06,2.680976128124196e-06,4.031257019489304e-06,4.823973159141201e-06,3.8137414632467705e-06,8.523248258499055e-05,4.523866616454311e-06,2.8327357764010356e-06,3.6071039729332547e-06,3.9497326758818575e-06,3.936391854866579e-06,4.065603643678646e-06,1.2688957404466793e-06,3.88319440335883e-06,3.7186331315894183e-06,3.5990043556211597e-06,4.055415858946692e-06,3.1670226705508317e-06,3.6599086386972717e-06,3.1059179331823403e-06,4.070593725871467e-06,3.954826521545993e-06,3.2029380586438777e-06,3.6219117196606203e-06,3.681065258961627e-06,4.131744349872219e-06,3.6094576454048245e-06,4.176040378831539e-06,0.0,3.80700188577877e-06,4.487862845301149e-06,3.7600188124661087e-06,7.224009640302408e-06,5.460592531072156e-06,3.63484551986061e-06,2.437064702142276e-06,3.875988904476262e-06,2.087086898341705e-06,3.9186277237484255e-06,4.7971602567576145e-06,4.494798539800333e-06,3.5744485584671346e-06,3.7051911081227262e-06,4.027173105903075e-06,2.2325044317437334e-06,4.076139163424927e-06,3.7525522225874982e-06,0.0,3.0583161734861e-06,3.1321881521324087e-06,4.910511323588405e-06,4.060441733044476e-06,3.8094059120366212e-06,3.922655862958405e-06,5.229730150660326e-06,2.050883115619175e-06,2.104052378227782e-06,0.0,3.8423694969952274e-06,3.628130402637939e-06,4.028300580613692e-06,3.934523782535009e-06,3.6844589390318788e-06,3.3688993671875365e-06,2.684217349421371e-06,4.058109648666048e-06,4.137426379554802e-06,3.582545986419885e-06,2.558070497801796e-06,1.8897055099155794e-06,4.398624582243123e-06,3.5778197882066685e-06,3.982215412500085e-06,4.0996431822516465e-06,4.099857738348671e-06,3.40511855957601e-06,2.4762386565845753e-06,4.045434418515911e-06,3.93103849266853e-06,4.024657580614115e-06,4.157167114725349e-06,2.8625210350085287e-06,3.40511855957601e-06,4.000332164899033e-06,3.884404108275117e-06,3.8903442670971526e-06,3.7912040267499086e-06,4.523866616454311e-06,0.0,3.979025392523789e-06,2.9502911913554026e-06,3.6470066756064592e-06,3.993067409000396e-06,4.515953629270746e-06,3.3423080098480366e-06,5.144403638520604e-06,3.6519701831499895e-06,3.820517960264576e-06,3.7811039407734614e-06,8.02273237420577e-06,3.841147694635331e-06,4.466990788410879e-06,4.2410157641142196e-06,4.463375280584618e-06,3.2250073552502747e-06,1.7571527806558152e-05,3.7063038485602864e-06,5.2528181431052635e-06,4.467855997273552e-06,3.007747143152002e-06,3.6324757128914657e-06,3.5688761733603804e-06,3.012846765526533e-06,3.420030727962465e-06,4.800044624338276e-06,3.285711938580635e-06,4.114745817662505e-06,2.1608058729382887e-06,3.245686674630026e-06,3.7186331315894183e-06,3.903457613463457e-06,4.066391696289014e-06,4.226715510430488e-06,1.0584269175250154e-06,4.4155931592297534e-06,3.6738884960271994e-06,4.028300580613692e-06,4.065244550501044e-06,4.732976580339323e-06,4.182732617144698e-06,3.959209857418389e-06,3.930014391514524e-06,3.5043878416117434e-06,2.8402731774322356e-06,3.221916882185319e-06,4.5376091767000115e-06,3.7324572291485992e-06,4.690299354135508e-06,0.002227061412143757,4.195646421912664e-06
Animal feed ingredients and pet foods,0.0,1.000000000001484,1.000000000001484,0.0,1.0000000000014837,0.0,1.0000000000014841,1.0000000000014841,1.0000000000014844,0.0,0.0,0.0,1.0000000000005582,1.0000000000014835,1.0000000000014837,1.000000000001484,1.000000000001484,1.0000000000014841,1.0000000000014846,0.0,1.000000000001484,1.000000000001484,1.0000000000014844,1.0000000000014844,1.0000000000014837,1.0000000000014833,0.0,1.000000000001484,1.0000000000014824,0.0,1.000000000001484,1.0000000000014837,1.000000000001477,1.0000000000014837,1.0000000000014837,0.0,1.0000000000014846,0.0,1.0000000000014837,0.0,1.000000000001484,1.0000000000014844,1.000000000001484,1.0000000000014835,1.0000000000014841,1.0000000000014844,1.0000000000014848,1.0000000000014844,1.0000000000014835,1.0000000000014844,1.0000000000014844,1.0000000000014844,1.0000000000014837,0.0,0.0,0.0,1.0000000000014833,1.0000000000014835,1.0000000000014837,1.0000000000014848,1.00000000000138,1.0000000000014835,1.0000000000014837,1.0000000000014844,1.000000000001483,1.000000000001484,1.0000000000014844,0.0,1.0000000000014848,1.000000000001484,1.0000000000014835,1.0000000000014837,1.000000000001484,0.0,1.0000000000014844,0.0,1.0000000000014837,1.0000000000014835,1.0000000000014844,0.0,1.0000000000014835,1.0000000000014841,1.000000000001484,0.0,1.000000000001484,1.0000000000014837,1.0000000000014844,1.0000000000014846,1.000000000001484,1.0000000000012248,0.0,1.0000000000014841,0.0,1.0000000000014742,1.0000000000014841,0.0,1.0000000000014835,1.0000000000014841,1.00000000000052,1.0000000000014837,1.000000000001484,1.0000000000014837,0.0,1.000000000001484,1.0000000000014844,1.0000000000014841,1.0000000000014837,1.0000000000014835,1.0000000000014841,1.0000000000014837,1.0000000000014837,1.000000000001484,1.0000000000014837,1.0000000000014837,1.0000000000014844,0.0,1.0000000000014835,1.0000000000014844,1.0000000000014837,1.0000000000014837,1.0000000000014833,1.000000000001484,1.0000000000014841,1.0000000000009017,0.0,1.0000000000014835,1.000000000001485,1.000000000001484,1.000000000001484,1.0000000000014828,1.0000000000014846,1.0000000000014835,1.000000000001484,1.000000000001484,1.000000000001484,1.0000000000014835,0.0,1.0000000000014835,1.0000000000014835,1.0000000000014846,1.000000000001484,1.0000000000014841,1.0000000000014841,0.0,1.000000000001485,1.0000000000014844,0.0,1.000000000001484,1.0000000000014855,1.0000000000014837,1.0000000000014846,1.0000000000014846,1.0000000000014835,0.0,1.0000000000014833,1.0000000000014837,1.000000000001484,1.000000000001484,1.0000000000014846,1.0000000000014837,0.0,1.000000000001484,1.0000000000014846,1.0000000000014848,1.000000000001484,0.0,1.0000000000014835,1.000000000001484,0.0,1.000000000001484,1.0000000000014844,1.0000000000014837,1.0000000000014844,1.000000000001484,1.0000000000014846,1.0000000000014841,1.0000000000014837,1.0000000000014841,1.0000000000014844,1.0000000000014846,1.0000000000014837,1.0000000000014837,1.0000000000014841,1.0000000000014835,0.0,0.0,0.0,1.000000000001484,1.0000000000014837,0.0,1.000000000001484,0.0,1.0000000000014841,1.000000000001484,1.0000000000014846,1.0000000000009706,1.0000000000014841,1.000000000001483,1.0000000000014837,1.0000000000014855,0.0,1.0000000000014841,1.0000000000014837,0.0,1.000000000001484,1.0000000000014837,1.000000000001484,1.0000000000014837,0.0,1.0000000000014835,1.0000000000014841,1.0000000000014841,1.0000000000014584,1.0000000000014841,1.000000000001484,0.0,1.0000000000014844,1.0000000000014841,1.000000000001484,1.0000000000014844,0.0,1.0000000000014835,1.0000000000014835,1.0000000000014835,0.0,1.0000000000014835,1.0000000000014837,0.0,1.0000000000014844,1.0000000000014841,0.0,1.0000000000014844,1.0000000000014846,1.000000000001485,1.0000000000014848,1.0000000000014848
Articles of concrete cement and plaster,5.443754055845739e-10,2.7420422927152185e-09,7.003957874567261e-10,0.0010274129423233432,3.3037313490834336e-09,7.326995352418863e-11,4.517820469216749e-09,9.803623350527938e-10,1.202316758305019e-10,6.610456171895752e-09,7.834349522648914e-11,1.441612012289772e-10,0.0057300860147982075,1.1742332576978748e-10,3.192807660969039e-11,3.873301624589733e-10,3.2822095001948273e-09,1.689068348776481e-10,1.4640344341170668e-08,3.243717226451553e-10,1.1923585972791163e-09,2.287142959243319e-09,4.0677502824067894e-11,4.648609348596184e-09,8.15855719782899e-10,3.755211046635373e-11,5.0736741752610283e-11,3.5298435115561273e-09,3.699330052057107e-10,2.4819202898159104e-09,2.780362928534267e-09,7.738374398267786e-09,1.424581587571748e-07,2.202849913527739e-09,4.3518991858287905e-09,3.6488741346175703e-10,3.851499854924643e-09,7.823030452083166e-10,7.834349522648914e-11,1.1742332576978748e-10,1.9670884014156484e-10,3.3851780096439315e-09,1.6906829940888934e-09,8.154682311134759e-10,8.114085531189488e-10,3.250519279567122e-09,9.805222827383056e-10,2.100338226655338e-09,6.178398248339355e-11,1.7775831776561474e-09,2.845466864748277e-10,3.872609814811713e-10,2.536047560185879e-10,2.929548720137167e-10,1.136706999218793e-09,0.00011776288935286326,4.7458927850020095e-11,5.613382839137142e-11,5.237482419189256e-11,1.9388595178466e-09,1.192569564819013e-07,1.441612012289772e-10,3.6488741346175703e-10,3.9013300609362104e-10,1.1978368546199645e-10,1.747937254015186e-09,1.4812761660553396e-09,0.0,3.894311931971164e-11,1.1604805007079317e-10,2.0905848148530696e-09,4.684739218635679e-11,2.2368153733482096e-09,1.2676115701140852e-07,5.315101488407076e-11,3.3079650343367298e-09,8.237849717703236e-10,2.780931780771375e-09,6.434409487653573e-10,7.204402432860032e-10,1.2676115701140852e-07,3.1991447668040536e-11,3.5629953542780792e-09,1.91920412947385e-08,2.245330239944475e-09,7.430380681541588e-09,1.3585734111427917e-08,2.5417749100376224e-09,5.052144418075303e-11,0.001101309166033525,1.467463397419807e-10,2.4609499124731467e-10,2.384606522742871e-09,1.2258652700139345e-09,1.793457170526784e-09,0.0,3.4606967205120226e-10,2.3341007830611554e-11,7.407131917764127e-10,2.58514833720425e-11,2.0174411994984163e-09,4.3514097010592415e-09,0.0,1.3925997381656516e-08,1.4369521277933047e-09,7.412680107988798e-10,6.299184251408125e-10,8.756324879800501e-10,7.555031887332112e-11,4.524461015212378e-09,6.068063072812774e-09,1.945405242680718e-10,5.29156442641933e-09,1.6740753696432563e-10,4.929958802521905e-09,2.1721624383900966e-09,6.652038576488208e-09,2.0288063743879346e-09,3.889251083863472e-09,7.362308356461764e-09,2.461987769426376e-09,1.2798293012379985e-09,5.474767697855813e-10,5.642200471865856e-09,0.0,4.6296080474292484e-08,3.9558375692463764e-09,3.951228533588983e-10,3.810454532042543e-11,1.7069496002528934e-09,2.54520660012195e-09,1.7581123680149392e-11,1.1535254226017586e-10,5.0310137739645555e-09,5.003948350149526e-09,7.318897286513079e-12,2.6250469024648824e-09,2.536823358097412e-10,6.234037430772484e-08,8.548276570901128e-11,5.9676139272660065e-09,5.570332848340037e-10,2.496862687010971e-09,2.198245855699046e-09,1.5773367964914639e-09,8.72614069045192e-10,4.05089472684151e-10,4.660954077378911e-09,3.782763263698271e-09,2.682160147049572e-09,3.857887285019935e-09,1.1353896217512056e-09,6.608262093043619e-10,1.8951142336119802e-09,3.0703730626078747e-09,2.9840751156273627e-10,2.009488275704158e-09,1.9724879283898e-10,8.375321965246836e-11,4.471053234493446e-09,3.216069589206205e-10,2.009488275704158e-09,4.771141475600828e-09,4.675062712961688e-09,8.15806586157401e-10,2.0094882757041583e-09,2.08288157052804e-09,5.5843333660672225e-09,3.1856017767684782e-09,2.326343028224088e-09,4.682245493609361e-11,1.7029620161921094e-09,2.2258278243607137e-11,4.367774843366832e-09,7.204402432860034e-10,2.3248183243202277e-09,6.516790823202367e-11,1.8270692927816886e-11,5.024515332217977e-09,2.634456657832258e-09,5.6196134469717e-09,4.546245475511071e-09,5.874622550181214e-07,9.512095638055066e-10,0.0,8.838385431922061e-08,2.26901879451194e-09,5.048829638248477e-09,3.9013873905158907e-10,5.801579246854032e-11,3.219018211015524e-09,6.342796975185419e-11,6.214910306238312e-10,3.987525120256201e-09,8.764056495202061e-10,9.054854912399939e-10,4.589360498441363e-11,2.1370607289405135e-10,7.368232934321603e-11,4.027437076492739e-09,4.877638332726456e-10,5.241287622627563e-09,1.5633128705954966e-09,4.811183068209052e-10,1.1164074960704087e-09,2.116774809495583e-09,8.140349933521982e-09,1.6843956539972177e-09,2.7723130601976683e-09,4.2579635101933497e-10,1.7400622287821404e-09,2.4979125236413973e-09,5.119282371428388e-09,6.918387329346257e-10,7.0061648460792185e-12,2.2364302527473836e-09,3.3461316432609335e-09,3.8073836329005237e-10,4.513702511788882e-09,4.884266720640597e-11,0.0,1.6027098840001592e-09,4.3187266509279096e-10,1.29013430141393e-11,0.0,1.3488534494946668e-05,1.1540643241802212e-09,6.725715568715198e-10,4.541073649332752e-09,1.8853624049649694e-09,5.233972825152649e-10,2.7723130601976683e-09,4.28565070057854e-09,3.958024795618021e-09,3.5039094382654376e-09,3.693986840955171e-09
