,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,1.883429515372767e-05,2.5987376217257817e-05,2.647475210511972e-05,1.821314058639314e-05,2.4426104910150767e-05,2.9171473456961928e-05,2.596678328528764e-05,2.1243474395342738e-05,2.1636720591760826e-05,2.6246875243297464e-05,2.8186988015926703e-05,3.477847775366059e-05,1.8888385767780526e-05,2.585506431945301e-05,2.6082507916451884e-05,2.3207429563325767e-05,2.6752278315773288e-05,2.72461969330229e-05,0.0009103483577674091,2.5952772815348314e-05,2.902972835894956e-05,2.6217429949824587e-05,1.9799376364152047e-05,2.5671518825658222e-05,2.1102237837959175e-05,2.5044418370075454e-05,5.845194968185711e-05,2.5641325710343706e-05,2.1682623350955855e-05,1.810111999608686e-05,2.2721120389613776e-05,1.0390268139711053e-05,1.981717380334869e-05,2.662816883954503e-05,2.621332813501923e-05,0.0,2.669654627547065e-05,3.0046246448194107e-05,2.17144092904415e-05,2.585506431945301e-05,2.6977602199108023e-05,2.4342354691750812e-05,2.6165331122594927e-05,3.927291048544721e-05,2.827336039390281e-05,2.524770442632444e-05,3.188162215530412e-05,2.5632858589936e-05,1.423688487333849e-05,2.9353921138865764e-05,2.6432506517591217e-05,2.2742534998239856e-05,2.411999481948727e-05,1.9512984809099794e-05,2.5857866167869705e-05,1.875306144858345e-05,2.332799915452433e-05,2.7269029636045773e-05,2.612677423287221e-05,2.6493396009874722e-05,2.2937908364916896e-05,3.150066807548137e-05,1.9380493517789366e-05,3.236946706609743e-05,6.812457046904792e-06,2.5931181048394646e-05,2.6371071161793928e-05,2.612677423287221e-05,2.660178532850148e-05,2.6276656108568426e-05,2.7291467125758972e-05,2.712932939270383e-05,2.6515608324418246e-05,2.5890020541806274e-05,5.9037157990408215e-05,2.541543102719106e-05,3.015971611786652e-05,2.5770700188351464e-05,3.7517520429702446e-05,2.2890078191663786e-05,2.5890020541806274e-05,2.201243902361086e-05,3.399278811179838e-05,2.6499861315469375e-05,2.665742366928172e-05,2.6593518290640014e-05,3.0784874988486195e-05,2.4993721932699954e-05,2.0567978626962597e-05,2.0030356155287076e-05,3.101186444332424e-05,2.288288110824809e-05,2.6190372613451705e-05,1.8994839747618706e-05,2.616283740734799e-05,0.0,2.251468639722007e-05,2.5434585067543282e-05,2.0683140365229322e-05,2.482308343396177e-05,3.301613781410376e-05,2.621441139982663e-05,2.656164517452568e-05,2.362508840325091e-05,2.5681865024432116e-05,2.412005096174972e-05,2.643153321419152e-05,2.348242390370846e-05,2.283773884542209e-05,2.166328783820241e-05,2.5465024834596603e-05,2.537851749150032e-05,2.3969842311602568e-05,2.4126576056090706e-05,2.402465239530565e-05,2.6158277432948708e-05,2.5872570680713927e-05,1.8067843769535126e-05,2.6125256249381856e-05,2.4945763234235726e-05,2.610112207426645e-05,2.549228919260627e-05,2.569536501085133e-05,2.5277597163525282e-05,2.1576596814249115e-05,0.0,2.6537826855975565e-05,2.561820774436526e-05,2.664201715998719e-05,2.883125553729048e-05,2.6296237135268304e-05,2.5289204633727987e-05,1.865722809448702e-05,2.497168837571669e-05,2.8607312860102794e-05,2.576946036074513e-05,2.2479114135034753e-05,1.8908278057558565e-05,2.52350049488251e-05,2.80220578746861e-05,2.9204292610613027e-05,2.633127804898231e-05,2.51679357356807e-05,2.5729289673514586e-05,2.6129150114057164e-05,0.0001449806800833483,3.014612719746742e-05,1.7614145602230994e-05,2.5420041010873304e-05,2.5902007818080466e-05,2.6167006367238617e-05,2.5526962383316084e-05,3.976413051354066e-05,2.506188586119408e-05,0.0027292568813947313,2.3076378250507383e-05,2.511112812698579e-05,2.576665069466538e-05,2.588761943086549e-05,2.6296875780418225e-05,2.570885375866e-05,2.506188586119408e-05,2.6114580919979324e-05,2.6119220618272496e-05,2.4072784506279515e-05,2.48044548444141e-05,2.3088546532289575e-05,2.639392687897828e-05,2.5576315739501734e-05,2.837618679699438e-05,2.580108030132737e-05,2.598173364655865e-05,2.7383813550404997e-05,1.8692475645070368e-05,2.2890078191663782e-05,3.1302745813033123e-05,2.579178358967844e-05,2.624628226424145e-05,2.6041941640857844e-05,2.61422545934949e-05,2.5492250390234834e-05,2.6475233875641936e-05,4.493762866354149e-05,2.656164517452568e-05,0.0,2.577737178471601e-05,2.0360037157073772e-05,2.7012932973603892e-05,2.2116656116171295e-05,2.840979387368414e-05,2.5745266228591898e-05,4.713996749905993e-05,2.5581520081426877e-05,2.5519962289999076e-05,4.5278562705414195e-05,2.1781532030348813e-05,2.6155604232124177e-05,2.5294142180105256e-05,2.6503209681837425e-05,2.5741776844744016e-05,1.7952098467310335e-05,2.566147713053705e-05,2.2210311457067486e-05,1.740592168815197e-05,2.3238656648144222e-05,2.840556209934547e-05,2.6248063278571182e-05,2.4162793814801523e-05,2.5953510701189963e-05,1.864886431942959e-05,2.8722954251346873e-05,2.6478355847011233e-05,2.0171695046347026e-05,2.6574190769474345e-05,1.590967030858351e-05,2.6111862481285607e-05,2.6026265723531155e-05,2.1940910863231035e-05,2.5587840197645545e-05,1.685601756998352e-05,2.576665069466538e-05,1.8654169908266606e-05,1.7342315523337185e-05,1.3918099808509788e-05,2.5766650694665383e-05,2.19344151150864e-05,1.908710890473921e-05,1.7701194123318052e-05,2.6178002715992286e-05,2.918971838554184e-05,4.751108629304279e-05,2.5953510701189963e-05,2.6314034798235507e-05,2.5639648782365074e-05,2.5792974614522014e-05,2.5748399018266767e-05
Agricultural and forestry machinery,1.2691978424017263e-05,4.9575196906127815e-05,3.767944019325001e-05,8.043085849852947e-06,2.266746775644678e-05,2.8388491172320776e-05,4.909476348111849e-05,3.395067422936703e-05,5.0301994460105685e-05,3.7723166680907505e-05,1.6956546303017355e-05,4.076178632727166e-05,1.4501205190114347e-05,1.6951949227404948e-05,7.694060194520504e-05,4.9989212091674124e-05,4.8929398985279e-05,4.031792061998499e-05,0.0027669559122548504,3.6552628085521606e-05,7.301856324538939e-05,3.011132859915892e-05,3.90648758632187e-05,3.164201022163377e-05,9.766982842890974e-06,4.394436700659515e-05,4.1175256224836126e-05,5.8722026682016234e-05,1.672178824890213e-05,8.537326040701981e-06,4.6912048380891864e-05,3.971849058493087e-05,1.917359490162944e-05,3.253538244944382e-05,3.334540098536644e-05,0.0,3.287300085970649e-05,3.870712691434218e-05,4.953637117874503e-05,1.6951949227404948e-05,4.877829999400583e-05,3.4819562691226424e-05,2.738068448670002e-05,3.1082176147568704e-05,3.3895378828452663e-05,4.5417930351969653e-05,3.835652178687676e-05,3.806114065300405e-05,2.3377066781088194e-05,3.86571771820936e-05,3.380057617463986e-05,2.3806700755922455e-05,3.078158360848629e-05,2.331898445102213e-05,1.6951949227404948e-05,1.98995490583583e-05,2.4171918002258157e-05,8.897811659675717e-05,4.241130575577273e-05,3.369428228016485e-05,2.0396534978641257e-05,9.811946955346646e-05,2.2811880780977225e-05,4.631749298177055e-05,3.1367906103445686e-05,3.644882867108617e-05,1.91677365424912e-05,0.0,2.4564220843918687e-05,0.011339313299808286,3.878505562286671e-05,0.00026278707311111813,3.0535301192783196e-05,4.8534808811317075e-05,4.076178632727166e-05,5.261944707276399e-05,8.659594986037122e-05,2.1490142232313678e-05,3.2828788050255285e-05,3.6760197402407294e-05,5.263560139428175e-05,4.9333951162976124e-05,3.845232476296689e-05,2.692635607827507e-05,2.8946590879802803e-05,3.282323767541319e-05,3.82826861303396e-05,2.7884795666078182e-05,2.434969422262148e-05,2.971809849287577e-05,9.123942950310047e-05,2.7872458328196183e-05,3.719273893028689e-05,0.0018764922601802762,2.8180377359282234e-05,0.0,2.790945086646794e-05,5.215635868553898e-05,1.9750123287018722e-05,5.021076872021573e-05,3.215361381168292e-05,3.1614650207529534e-05,8.043085849852947e-06,5.4397414732997376e-05,2.8319738827785072e-05,5.987263293845325e-05,0.00013343585207160804,3.17150795426264e-05,1.0520466727433902e-05,0.0003307842275354538,6.88454617119975e-05,4.1187900950870905e-05,4.012852603435292e-05,0.0006536819128854647,4.069441079986463e-05,3.4480949731883403e-05,3.6573189989745856e-05,1.0645460275998365e-05,3.709131302719023e-05,4.103974599049474e-05,3.4761883894196376e-05,2.7934125697838474e-05,3.7469542287033695e-05,3.02100807877668e-05,1.1505078016193497e-05,0.0,3.2749407193045586e-05,3.380279395189016e-05,0.00024954821202176526,4.720554306982623e-05,0.0006657108948670752,1.8462861345582364e-05,2.4713294228883437e-05,4.8187519405098173e-05,3.615626038472009e-05,3.293908482611185e-05,1.211787303663499e-05,1.744347532112994e-05,3.519429342756651e-05,0.00029316588192038705,3.120500660584191e-05,3.1917616926230736e-05,4.375690084504131e-05,3.732948833919565e-05,3.90605429621879e-05,3.263942177263223e-05,3.4374392549339646e-05,8.043085849852947e-06,3.696056748269368e-05,3.129085168384197e-05,3.321520842636435e-05,4.2219945948284916e-05,4.028901518852627e-05,2.0630372438649203e-05,8.274966061649059e-05,2.812843841430239e-05,3.317732947656868e-05,3.6620939303940447e-05,8.682064325275801e-05,3.026205152985675e-05,1.7571286020838465e-05,3.961928549056909e-05,3.705303942560477e-05,4.0402450399388606e-05,2.5665109962587246e-05,3.971531126142689e-05,2.812586599086464e-05,3.306559188091366e-05,2.3266819022954353e-05,2.4269151157623203e-05,4.544217610118275e-05,2.738068448670002e-05,3.943784057689681e-05,3.6282588131111265e-05,3.6760197402407294e-05,3.0320065852721162e-05,3.209692423269397e-05,4.480398613013921e-05,5.787966877467078e-05,5.374905295109343e-05,3.312907637349446e-05,3.7489156061091906e-05,3.5915826799888676e-05,2.7740844381844585e-05,0.0,4.971010296091421e-05,3.341660271546696e-05,4.610455386257663e-05,2.4321332004933047e-05,4.2780978930534616e-05,3.258905979745484e-05,4.139643789520943e-05,4.7715862439585174e-05,2.4823978179519216e-05,3.266799450206048e-05,4.7308356853097644e-05,9.276473010173731e-05,0.00013161220156655744,0.00014338017139658085,2.9974586510550577e-05,8.756718793836315e-06,3.530227343746032e-05,3.4724115344793024e-05,2.005211678814631e-05,4.868727777086498e-05,0.01330352346434789,3.525802314056607e-05,4.3211976686788944e-05,4.031792061998498e-05,4.8936421219454045e-05,3.2896333777509956e-05,3.2404216668970705e-05,2.2869886374329905e-05,2.6019157583616796e-05,3.704279120414118e-05,3.1354159702859205e-05,3.9119924189025353e-05,3.4485269092869047e-05,4.0941276084586826e-05,3.390793772661568e-05,4.937150388804475e-05,4.918951823185301e-05,8.043085849852947e-06,7.840740392928136e-05,0.0,1.3160161703598561e-05,2.4454618212690485e-05,1.6737170477514567e-05,3.1194317460895475e-05,2.953292354287483e-05,3.2905252457180836e-05,3.240147917837916e-05,3.651593079916411e-05,3.147565352682366e-05,3.3017612357491346e-05,3.97652296313964e-05
Aircraft and spacecraft,1.4063674352034837e-05,1.3238327210363398e-05,9.680699147009333e-05,1.566463139704016e-05,8.593462136404884e-06,2.0131012979258623e-05,1.141238280853574e-05,1.0905459642940018e-05,8.00351221883568e-06,1.2954736342714543e-05,1.375618211304533e-05,6.845716964329973e-06,1.3036388462536712e-05,2.9362091203534906e-05,1.2297475204789865e-05,1.1073470271922107e-05,1.0167774195314385e-05,1.4086096318432858e-05,0.00014469175040896098,1.556559524508472e-05,1.0626345849552748e-05,9.570254183600203e-06,1.1632200926429352e-05,2.1390055409550914e-05,1.5160757721334044e-05,9.777282182548818e-06,5.962869478454423e-06,1.0055181301394265e-05,9.978759750057066e-06,9.88122894579407e-06,2.5599109831008187e-05,9.423444362869254e-06,1.2094730759467135e-05,1.1299049903778866e-05,6.619605785697073e-06,0.0,1.3577329650347708e-05,1.9006784757573727e-05,1.684408675240536e-05,2.402506705489293e-05,3.276920821587556e-05,9.098844566158105e-06,9.077289897228216e-06,3.6896151332746566e-05,9.5862199555257e-06,1.4505544508036773e-05,9.496100668922299e-06,1.9795350696711643e-05,8.43960946298664e-06,3.753817277308156e-05,7.8804553130617e-06,1.154075577079509e-05,6.420998559621557e-06,1.5061178860124486e-05,2.9362091203534916e-05,1.4608183608208034e-05,1.3082034969954244e-05,6.8806509440656315e-06,1.0302515010357083e-05,2.860716936113914e-05,1.2991658657376509e-05,6.234391452333722e-05,1.0120385098708821e-05,1.1494614052810744e-05,1.0545163889130777e-05,1.6448332927812928e-05,2.1430630108027566e-05,0.0,4.588451718517775e-06,1.0309037153992564e-05,2.6563990972790707e-05,7.800640803626446e-06,3.0008990753837066e-05,1.19125718982299e-05,5.962869478454423e-06,1.4542491237922482e-05,1.0889153727249414e-05,1.8739296568331878e-05,1.8724242598667625e-05,0.0019220888977503384,1.1952256703384781e-05,1.0327510363935219e-05,0.012456934880112413,9.886123672171714e-06,1.0716027810696122e-05,1.1959552826281506e-05,7.347902621448991e-06,1.1731102500921638e-05,9.140171124050342e-06,1.6839189909060167e-05,1.3293826061267681e-05,9.973991270755823e-06,1.0828716014200494e-05,1.1142742804549103e-05,1.0862356461125678e-05,0.0,1.1608038841485073e-05,7.885512925531796e-06,1.0137425655283025e-05,1.0975163407188457e-05,1.1523524154964793e-05,1.0989077283902444e-05,1.9745161437591144e-05,7.937217273324748e-06,1.0500038662143775e-05,9.647671057900062e-06,8.995929761247167e-06,9.714140561008691e-06,3.4092242942976213e-06,1.0538501189747876e-05,1.4542491237922482e-05,9.666225456424348e-06,9.930317849462311e-06,1.4510997596795822e-05,9.432840033366639e-06,0.00024335877344888341,2.585904049852911e-05,9.954245496514364e-06,9.33410121371598e-06,1.1268416725582418e-05,1.0867516085469425e-05,9.991528812791875e-06,1.7351801890004756e-05,1.2883875302967253e-05,1.0604973817243304e-05,0.0,1.726406519211202e-05,3.467446642260151e-05,1.114940841226268e-05,1.1844774795012005e-05,1.5720558440754192e-05,9.44837417864758e-06,5.916339065058465e-06,9.844082455061345e-06,7.98330925107143e-06,1.2403523154937051e-05,9.750381419649038e-06,2.9693123860489785e-05,1.1140893016245104e-05,6.514352760935963e-05,1.1335978847953553e-05,6.673009990940369e-06,1.0247650346967408e-05,1.9669028116297824e-05,0.0,1.0452510855948314e-05,6.995500719683927e-06,1.2758688485700328e-05,3.402220719430865e-05,8.786856412483768e-06,9.346894289153071e-06,0.0007411837466960344,6.7474300783016894e-06,0.0,1.304510936015636e-05,9.429944975813564e-06,9.826672480955687e-06,1.8083825118034624e-05,9.701762816884609e-06,9.29507563481196e-06,2.936209120353489e-05,1.0160322260281277e-05,1.1690415664640713e-05,1.548731632056607e-05,7.666502761419843e-06,5.962869478454421e-06,1.1882313124484555e-05,1.3536841918882286e-05,1.0170978019025759e-05,2.0323084578430924e-05,1.0199049635747081e-05,9.008808866516188e-06,7.347902621448991e-06,1.1924919278721548e-05,0.0019220888977503382,9.867084167744928e-06,1.051574707306435e-05,8.63396418097489e-06,9.008808866516188e-06,1.191687146306422e-05,1.7084407161325856e-05,1.4546628227919353e-05,9.35242808876495e-06,1.9745161437591144e-05,0.0,1.8897774859103264e-05,2.71486840678087e-05,4.388958846632583e-05,1.6973757894919104e-05,1.9657840446571277e-05,1.0606020193595094e-05,1.4996866889513375e-05,9.597213666468875e-06,1.247817018931664e-05,1.713246862040163e-05,1.5196484726794468e-05,1.115423808586613e-05,2.3567171725495033e-05,2.058694828066417e-05,5.4213225228124465e-05,1.1836867573132628e-05,1.1248942141892403e-05,1.0517787825042338e-05,1.6359101548521345e-05,1.2596963185116462e-05,0.00017513224378805083,9.354229949157294e-06,9.72078565061318e-06,8.915769962356243e-06,9.282310293823429e-06,2.5346762220467608e-05,2.0809997368907874e-05,1.083814571276863e-05,6.479410390329415e-06,1.1159806498800946e-05,9.666225456424345e-06,9.77706957210715e-06,1.3002221558954224e-05,1.3155486203139505e-05,2.4856858896463485e-06,1.77658097911965e-05,8.182942825334881e-06,9.826672480955687e-06,1.1446779369360805e-05,1.1952256703384784e-05,0.0020026577652385753,9.81861055386598e-06,9.762391556255314e-06,9.004271814965918e-06,2.803069363893949e-05,2.8276277655558472e-05,3.1766230762421745e-05,1.0976226780867568e-05,4.411419523924904e-05,1.3908936685917401e-05,2.5505070395404757e-05
Animal feed ingredients and pet foods,0.0,1.0000000005848961,1.0000000005848975,0.0,1.0000000005848966,0.0,1.000000000584897,1.000000000584897,1.0000000005848975,0.0,0.0,0.0,1.0000000005848966,1.000000000584897,1.0000000005848968,1.000000000584897,1.0000000005848968,1.0000000005848968,1.000000000584897,0.0,1.0000000005848972,1.0000000005848972,1.0000000005848966,1.000000000584897,1.000000000584897,1.000000000584897,0.0,1.0000000005848966,1.0000000005848961,0.0,1.0000000005848961,1.0000000005848966,1.0000000005848968,1.0000000005848966,1.000000000584896,0.0,1.0000000005848975,0.0,1.0000000005848972,0.0,1.0000000005848966,1.0000000005848977,1.000000000584896,1.0000000005848968,1.000000000584897,1.0000000005848975,1.0000000005848975,1.000000000584897,1.000000000584897,1.0000000005848984,1.0000000005848975,1.0000000005848968,1.0000000005848972,0.0,0.0,0.0,1.0000000005848964,1.0000000005848966,1.0000000005848966,1.0000000005848972,1.0000000005848964,1.0000000005848957,1.000000000584897,1.0000000005848968,1.000000000584896,1.0000000005848966,1.000000000584897,0.0,1.0000000005848975,1.0000000005848968,1.0000000005848966,1.0000000005848968,1.0000000005848972,0.0,1.000000000584897,0.0,1.0000000005848964,1.0000000005848968,1.000000000584897,0.0,1.0000000005848968,1.0000000005848972,1.0000000005848872,0.0,1.000000000584898,1.0000000005848966,1.0000000005848968,1.0000000005848972,1.0000000005848968,1.0000000005848972,0.0,1.0000000005848972,0.0,1.0000000005848972,1.0000000005848046,0.0,1.0000000005848964,1.0000000005848966,1.0000000005848968,1.0000000005848964,1.0000000005848964,1.000000000584896,0.0,1.0000000005848966,1.0000000005848968,1.0000000005848964,1.0000000005848966,1.0000000005848972,1.0000000005848972,1.0000000005848968,1.0000000005848972,1.0000000005848966,1.0000000005848968,1.000000000584897,1.0000000005848964,1.000000000584896,0.0,1.0000000005848968,1.000000000584897,1.0000000005848977,1.0000000005848968,1.0000000005848964,1.000000000584897,1.0000000005848966,1.0000000005848966,0.0,1.0000000005848966,1.0000000005848981,1.0000000005848961,1.0000000005848966,1.0000000005848968,1.0000000005848961,1.000000000584897,1.000000000584896,1.0000000005848966,1.0000000005848966,1.0000000005848961,0.0,1.0000000005848972,1.000000000584897,1.0000000005848964,1.0000000005848964,1.0000000005848966,1.0000000005848968,0.0,1.000000000584898,1.0000000005848968,0.0,1.0000000005848972,1.0000000005848981,1.0000000005848957,1.000000000584898,1.0000000005848977,0.0,1.0000000005847869,1.0000000005848964,1.0000000005848968,1.0000000005848966,1.0000000005848966,1.0000000005848972,0.0,1.0000000005848968,1.0000000005848972,1.0000000005848964,1.0000000005848968,0.0,1.0000000005848964,1.0000000005848961,0.0,1.000000000584897,1.000000000584897,1.0000000005848961,1.0000000005848977,1.0000000005848968,1.0000000005848975,1.0000000005848972,1.0000000005848966,1.0000000005848966,1.0000000005848964,1.0000000005848972,1.0000000005848972,1.000000000584897,1.000000000584897,1.0000000005848966,0.0,0.0,0.0,1.0000000005848975,1.0000000005848972,0.0,1.0000000005848972,0.0,1.000000000584897,1.0000000005848968,1.0000000005848972,1.0000000005848975,1.0000000005848975,1.000000000584897,1.0000000005848964,1.000000000584898,0.0,1.0000000005848972,1.0000000005848972,0.0,1.0000000005848966,1.0000000005848966,1.0000000005848968,1.0000000005848972,0.0,1.0000000005848968,1.0000000005848966,1.0000000005848972,1.0000000005848964,1.0000000005848957,1.000000000584896,0.0,1.0000000005848964,1.0000000005848975,1.0000000005848968,1.0000000005848975,0.0,1.0000000005848966,1.0000000005848968,1.000000000584897,0.0,1.0000000005848961,1.0000000005848968,0.0,1.0000000005848948,1.000000000584896,0.0,1.0000000005848972,1.000000000584897,1.0000000005848981,1.0000000005848977,1.000000000584898
Articles of concrete cement and plaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
