,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,2.8335428680401332e-05,3.267647944887285e-05,3.287675585737044e-05,2.7950774755113947e-05,3.0008579999995017e-05,3.0662265512025044e-05,3.301779254464421e-05,2.7585273376710505e-05,2.7284723010105855e-05,3.3022522251414894e-05,3.2062679910829276e-05,3.270168172291654e-05,2.8347903698382763e-05,3.2789849543092274e-05,3.283245425409846e-05,2.9131450425925958e-05,3.348242511411598e-05,3.248400872796505e-05,3.3357091145727995e-05,3.217972231266479e-05,3.278909697871426e-05,3.4054520790846425e-05,2.5057792125621495e-05,3.244374473818055e-05,2.9381760687985114e-05,3.113750127288578e-05,3.262527953765901e-05,3.1667052827470216e-05,2.7835870798149612e-05,2.8914585596934924e-05,1.3477948605221261e-05,2.82065781291948e-05,3.321704955265399e-05,3.40000641370241e-05,0.0,3.244340619407922e-05,3.274660794762634e-05,3.049314146621479e-05,3.2789849543092274e-05,3.227220437152468e-05,3.173674000663046e-05,3.4102981723012053e-05,3.275123358854621e-05,3.376465512166945e-05,3.29041695781831e-05,3.204660529113671e-05,3.272313230707019e-05,1.868959583088498e-05,3.221657134893033e-05,3.070655817089941e-05,3.940771486481036e-05,2.9908797904781152e-05,2.7309253989192328e-05,3.2793302436395686e-05,2.804674733945686e-05,3.010482807560886e-05,3.2702282649943327e-05,3.2721117653423815e-05,3.391048806713016e-05,3.1492142774340435e-05,3.259327575104735e-05,2.8171504976569307e-05,3.129116943948497e-05,8.760268227829343e-06,3.020508582988912e-05,3.403783293980074e-05,3.2721117653423815e-05,3.0289640972878528e-05,3.305771104393474e-05,3.392547803438996e-05,3.275353408292099e-05,3.3603879294943094e-05,3.218436381650652e-05,3.2663061128969585e-05,3.100928458535756e-05,3.2522771863836204e-05,3.362374271414637e-05,3.200126173155752e-05,2.8350245267150686e-05,3.218436381650652e-05,2.744769328538196e-05,3.288967713423413e-05,3.156987294731249e-05,3.3152100444261175e-05,3.305230755074441e-05,3.0705959019546446e-05,3.083023157021799e-05,2.560637268022465e-05,2.98569119763682e-05,3.2574418296017605e-05,3.1841092061509195e-05,3.578848569421642e-05,2.641311793067741e-05,3.407142121516174e-05,0.0,3.087822637509674e-05,3.133285719233911e-05,2.985072465378466e-05,3.233659030168888e-05,3.380572607616636e-05,3.4002302845330564e-05,3.3146500267312375e-05,3.133928815842091e-05,3.2980300854069765e-05,3.092918291972731e-05,3.230137109749656e-05,3.009521589482635e-05,2.669085745552474e-05,3.0499111184458152e-05,3.094778346976824e-05,3.349998217945655e-05,2.987312162146611e-05,3.150144013577133e-05,3.028913311948207e-05,3.39116329094125e-05,3.352875557756072e-05,2.7918518386570695e-05,3.653624432153964e-05,3.207611674371777e-05,3.4000370083331676e-05,3.29853561461247e-05,3.331392186698386e-05,3.344459890567522e-05,3.031051289303222e-05,0.0,3.3767357471289e-05,3.2503807927319654e-05,3.210548939744195e-05,3.271074698065637e-05,3.247002454957596e-05,3.367421745208545e-05,2.156665308041113e-05,3.068436366698357e-05,3.3510834552377375e-05,3.3305855928730176e-05,3.1362427191551985e-05,2.8194177122100903e-05,3.106038636913232e-05,3.159968030063099e-05,3.1520180013573326e-05,3.402551808332566e-05,3.132794950028189e-05,3.4239849934545286e-05,3.628085869362796e-05,3.302814666169063e-05,3.1216128266350646e-05,2.7568414405993344e-05,3.228850916223875e-05,3.331535607177841e-05,3.381083352495894e-05,3.243645007093771e-05,3.114989306945459e-05,3.3171026115828444e-05,3.2678076473749846e-05,3.312563206755273e-05,3.1622133421228685e-05,3.2685015592092765e-05,3.2135784463842324e-05,3.2409915393162835e-05,3.399533963499533e-05,3.264417850612295e-05,3.2678076473749846e-05,3.3273109613434e-05,3.386772105526605e-05,3.244186811737234e-05,3.2341187349910184e-05,3.03979013352627e-05,3.372329047277353e-05,3.331471086023295e-05,3.388772521891596e-05,3.277947025632684e-05,3.309223643705628e-05,3.112270816739651e-05,2.4656032271898586e-05,2.8350245267150703e-05,3.215106915625392e-05,3.2301426911889115e-05,3.236622600936522e-05,3.2741477213290115e-05,3.36370782197475e-05,3.17933829226157e-05,3.251126182702391e-05,3.24405858991038e-05,3.3146500267312375e-05,0.0,3.233838168651932e-05,2.9139513299636187e-05,3.299407497553669e-05,3.042428508151386e-05,3.2622444561996435e-05,3.3834597670739866e-05,3.2164002429881924e-05,3.1261787089893164e-05,3.3084230654589846e-05,3.174315402679787e-05,3.000601210000203e-05,3.326924602104522e-05,3.110458352458437e-05,3.289943146198295e-05,3.3001695971047616e-05,2.774037373255404e-05,3.2142208864986536e-05,2.8400724861564414e-05,2.7459696387826225e-05,3.014828811516788e-05,3.343234093746945e-05,3.360992452855776e-05,3.073129457028446e-05,3.3289828034558806e-05,2.2861012798830965e-05,3.390768646800746e-05,3.5264914729631375e-05,2.7146400590901444e-05,3.0434184818271073e-05,1.99907374003304e-05,3.392874406281085e-05,3.411302101252953e-05,2.8550901443067885e-05,3.324450621264835e-05,2.122311741434088e-05,3.2135784463842345e-05,2.4450160770233285e-05,2.7416798546450884e-05,1.8061137650726096e-05,3.213578446384233e-05,3.090254234411636e-05,2.554624931331774e-05,2.7524773558585734e-05,3.4539205361048075e-05,3.3541361991854985e-05,3.268360947006113e-05,3.3289828034558806e-05,3.405133696537305e-05,3.252668206392039e-05,3.30750617973217e-05,3.269585853683715e-05
Agricultural and forestry machinery,3.057081312838344e-06,5.067360609356729e-06,1.7064031824903144e-05,2.405182208265762e-06,3.001212356639135e-06,2.1915590585242184e-06,5.3228530443154866e-06,5.9460303698939955e-05,3.6144196286053263e-06,1.9940261932948434e-05,2.76627001128772e-06,3.836768369264575e-06,3.0402224226167115e-06,2.764447711715386e-06,1.5002094582118612e-06,3.5700811042419477e-06,2.5962425429521428e-05,2.9424696024509936e-06,7.0840844663618455e-06,2.5156996272870518e-06,4.209602999055464e-06,8.90022023838085e-06,2.5691698035789946e-06,5.633208187781189e-06,2.52294196248335e-06,3.5020613261512055e-06,3.440433938546998e-06,3.1821493217312944e-06,2.4078157023035203e-06,6.243747632094536e-05,0.00010293668610522586,1.090800290502238e-05,8.728717502074727e-06,1.391607554560353e-05,0.0,1.0073533710621142e-05,4.008920249813453e-06,2.570531545593298e-06,2.764447711715386e-06,2.496303866490808e-06,1.1604962646869163e-05,4.905718480972668e-06,7.987198655979758e-06,1.2665437590983292e-05,9.132206961465667e-06,1.5418986862845668e-05,3.4799704112922387e-06,3.23766908908118e-05,7.750028393171353e-06,2.589513067948616e-06,2.5009989516285507e-05,1.8829233657640913e-05,3.4357475761662296e-06,2.7644477117153855e-06,2.595834251198139e-05,2.1614857695251074e-06,2.0723116466688563e-06,1.998144267053886e-06,6.651800489789045e-06,5.915359777479431e-06,2.8541521802177704e-06,5.2244643738799425e-05,4.654182730824063e-06,2.772017971460693e-05,3.597289259364124e-06,2.1932757271088543e-06,0.0,1.7883882100909515e-06,2.480625857468778e-06,7.816841538399884e-06,2.2292932771157475e-06,9.261893280887234e-06,7.94250002145195e-06,3.836768369264575e-06,0.00010249789098347918,2.7560004116440104e-06,7.89405553033632e-06,1.1210858246975619e-05,6.108077867522924e-06,1.0090760706368177e-05,4.276932478229621e-06,5.075599641402021e-05,2.486107043582259e-06,7.5248080836888726e-06,5.670361437326657e-06,2.4244925196029336e-06,3.315574158988343e-06,2.1104711031229547e-06,0.0035446887051684283,2.702831543217116e-06,0.0030191763508378195,1.416434223776443e-05,3.565738815517939e-05,5.973546753335991e-06,0.0,0.0005913177171723886,2.083287381644038e-06,9.02259604495297e-06,2.998183005882232e-06,1.1087305909539574e-05,1.5132528883841245e-05,2.405182208265762e-06,5.259433678724781e-06,4.657458596031394e-06,3.816230953082394e-06,3.782383598769444e-06,3.080399645527536e-06,8.479058192106966e-07,5.545601090353432e-06,4.086782225559873e-06,3.831388089246497e-06,3.442811337553433e-06,1.1891466185937576e-05,4.240951048716506e-06,5.5524996932801156e-05,3.7895995492382713e-06,3.1373792487866725e-06,3.726691027631421e-06,3.291583102638607e-06,4.0059794954160215e-05,3.5183295816640377e-06,8.26858655922675e-06,3.728731995873963e-06,2.5968979515837636e-06,0.0,1.3151912810379719e-05,6.928814079579449e-06,2.7505744096624604e-06,2.4133978351978677e-06,3.285662051522695e-06,3.66881699587671e-06,3.206726551963173e-06,3.260731537767317e-06,1.1710552674626941e-05,8.123843308152585e-06,7.630842932388128e-06,4.0308353261122234e-06,5.70457137982088e-06,1.1853942178379242e-05,2.8999685849434348e-06,2.706234211316481e-05,4.726275617217993e-06,4.1527101882484875e-06,5.019878555145129e-06,9.877014674540524e-06,5.883675942362648e-06,2.405182208265762e-06,1.332738425536761e-05,9.169893905280607e-06,7.239804612246241e-06,8.604679520303547e-06,3.6158751851204422e-06,4.801191828504119e-06,2.8468079721117094e-06,7.4329419368987e-06,0.00012568265927624618,2.875221177397965e-06,2.519380380552927e-06,2.8511774311542353e-06,1.0810497309514215e-05,2.884696724574378e-06,3.271971617996348e-06,3.382935889102073e-06,4.930820457573097e-06,4.058078021111631e-05,9.97426327017791e-05,0.0006005333356475079,2.665236880727479e-05,4.361913984782616e-06,6.484907558434114e-06,1.6319197354489547e-06,4.90571848097267e-06,2.2129288264858477e-06,8.211581851623879e-05,6.108077867522927e-06,4.1036701254627774e-06,4.542898525505835e-06,2.5641311123616046e-06,3.6296005935888673e-06,1.2830511975369073e-05,3.4097776034306613e-06,1.5029823951587443e-05,4.5998411590357665e-05,4.5850440030588e-06,0.0,9.87382848817138e-06,5.075404180558573e-06,9.021301956395638e-06,5.9440447850201063e-05,1.9809315189260816e-06,4.870119488884864e-06,3.7451835023875297e-06,3.341111536280247e-06,3.132862063124533e-06,1.8847505205599805e-06,2.0121973299281034e-05,2.7393734350733906e-06,1.9609730951912565e-06,2.7174992535348585e-06,7.728561762997883e-06,2.415027653044088e-06,8.04767478651061e-06,4.932805675222925e-06,2.536649623196497e-06,4.297322495421142e-06,6.336580506897991e-06,6.58996674912688e-05,3.927769770169649e-06,2.9424696024509932e-06,3.5919529141010474e-06,6.615926378750908e-06,4.60841791340685e-06,3.030736181903703e-05,6.2139324267288655e-06,4.324785164212783e-06,8.758746927782659e-06,5.0588740327934875e-06,1.0321813999901737e-05,1.0024712429110935e-05,2.824471075312292e-06,2.67445287779357e-06,3.888890775900537e-05,2.405182208265762e-06,2.345565059539129e-06,0.0,1.9743703374284202e-05,1.7041746852119454e-05,2.0760682120048553e-05,1.560830414160464e-05,3.875045247018173e-06,3.535681923420535e-06,5.517624818713695e-06,4.88349016239525e-06,8.521703490182175e-06,1.0162309171689674e-05,8.797206040925118e-06
Aircraft and spacecraft,3.1764098559775366e-06,3.1876158388931533e-06,1.9094486451411555e-06,4.007682567135796e-06,1.309300948988863e-06,1.905276112325006e-06,2.1200677412236184e-06,2.5056027035637173e-06,1.6951388918517643e-06,2.192369034932845e-06,3.1117671855746804e-06,1.7356996890411988e-06,2.932876037248723e-06,1.5280439715029802e-06,2.425217797669169e-06,2.20307402343759e-06,2.1538057809432714e-06,1.6372736830273786e-06,1.7766488590849065e-06,2.2072991559646973e-06,2.1427360868032927e-06,1.7602801403839497e-06,2.026451628619124e-06,2.1494446743112556e-06,3.3139991674282455e-06,2.4014638687016906e-06,1.0026175762725358e-06,2.3104854669503457e-06,2.4285676722672816e-06,2.1156341986277152e-06,2.1805568602688073e-06,2.3688586905249874e-06,2.314993622583617e-06,1.089269309566274e-06,0.0,1.6476224524368647e-06,2.104161225514884e-06,4.459494044530524e-06,1.706227373605421e-06,2.310476225934428e-06,1.6299520700046926e-06,1.8955046466377883e-06,1.311172318284868e-06,1.6675831461551601e-06,2.294018810488105e-06,1.6580696914088197e-06,2.136037015150136e-06,1.798067452801378e-06,2.625937848867751e-06,1.4451443446214347e-06,0.0008585067153836871,1.2446589258021447e-06,2.5521025560113e-06,1.5280439715029806e-06,3.822751121064059e-06,2.2532742083661767e-06,1.7647075030540975e-06,1.9405884375164563e-06,2.4946700922118264e-06,2.119338802577256e-06,2.2958730566820534e-06,2.3480483194829768e-06,2.009464884737204e-06,2.6426224403956724e-06,3.6884964599334548e-06,2.2073107167744743e-06,0.0,8.903655224457452e-07,2.348257375938614e-06,2.3050009334625827e-06,1.4776981085654307e-06,1.355417459714007e-06,2.1031932905467594e-06,1.0026175762725358e-06,2.3316490111036746e-06,1.9443434245182657e-06,2.2522562309015017e-06,1.9835511875893897e-06,2.273463323352775e-06,2.1092936445190877e-06,2.1910996941221134e-06,1.980150518410954e-06,2.1280007647200792e-06,2.1278817661890507e-06,2.1092380973034734e-06,1.3195967701974205e-06,2.112717458362911e-06,1.963900837369524e-06,4.458119570947354e-06,2.3182916873984578e-06,0.0009812343228822217,2.4328224658762504e-06,2.8060796872226475e-06,2.0750573079288374e-06,0.0,1.6680776938602246e-05,1.5148983346265543e-06,2.4510714265130254e-06,2.189902307576403e-06,2.295837530115665e-06,2.053777936052982e-06,2.7550909034881106e-06,1.6149953556644253e-06,1.874021974547917e-06,2.247065745598985e-06,2.0727456146227943e-06,2.27323027340457e-06,6.637365775829302e-07,2.599172179271529e-06,2.331649011103675e-06,2.1622845141020857e-06,2.1674008138109376e-06,2.505755893526308e-06,1.8305749211956268e-06,2.1861694764293006e-06,1.7495119877687943e-06,2.4536025923369224e-06,2.2470339610806626e-06,1.7587784354633116e-06,2.160800762927566e-06,1.9947685209820243e-06,1.9985724798669565e-06,1.9338534413277063e-06,2.541812501456462e-06,0.0,2.0460199946972435e-06,2.700464305310059e-06,2.1751768461050584e-06,2.404058593390571e-06,4.071954225884795e-06,2.1457126899024978e-06,1.2976865594389584e-06,2.3286271791507643e-06,1.1264320542579077e-06,2.334666445844854e-06,2.7277154792803053e-06,2.3273651046140248e-06,1.971615371002286e-06,2.314872635638852e-06,2.3208266821919464e-06,1.2285880477299522e-06,2.3354878214461828e-06,2.270763144901494e-06,0.0,1.7639999585496374e-06,1.556887780475135e-06,2.496730713752393e-06,1.9149454067174257e-06,1.2664045872168805e-06,1.8761497496771127e-06,2.4366162677494047e-06,1.1023901869758033e-06,1.1525002016375225e-06,0.0,2.244546775943255e-06,2.6054450859087148e-06,2.4755867186550906e-06,2.2756017530747818e-06,2.1559727572849795e-06,2.0302727176490025e-06,1.5280439715029806e-06,2.88283176705345e-06,1.9646953029107185e-06,1.993751751730146e-06,1.2658390372863212e-05,1.0026175762725358e-06,2.989367270708455e-06,1.990364684209125e-06,2.4136127484337242e-06,2.5852739632207e-06,2.3552052523439503e-06,2.038645182396787e-06,1.3195967701974205e-06,2.4376933052604895e-06,2.273463323352775e-06,2.480216637158765e-06,2.3015557262364957e-06,1.4138447577081873e-06,2.038645182396787e-06,2.496941852255335e-06,2.2161032780214457e-06,2.0607678240007217e-06,2.151017162185993e-06,2.7550909034881106e-06,0.0,2.333261812351412e-06,1.716727384478256e-06,1.8298280666223932e-06,3.291380427627587e-05,2.747664440339998e-06,2.145091789179626e-06,3.87264693772595e-06,2.146573293290153e-06,2.0755228649844626e-06,1.6385008238857622e-06,2.332262641037983e-06,2.271051989931932e-06,2.479282565682242e-06,2.340172497131955e-06,2.968118642352544e-06,1.9440656041392195e-06,2.3323046316554447e-06,2.0893864192597666e-06,3.61801796630639e-06,3.1220919256883303e-06,1.6680205329430686e-06,1.9466651306978788e-06,2.134427745317273e-06,1.702076259706702e-06,2.018312498527382e-06,2.1293759050608204e-06,2.0704579812287233e-06,2.5553931155398207e-06,1.1602611339546272e-06,1.8384700543318144e-06,2.1622845141020852e-06,2.9064924293947906e-06,2.485885480567262e-06,2.694837870171643e-06,4.321106068060795e-07,2.835809648628645e-06,1.3946893398433108e-06,2.4755867186550906e-06,2.415730638184293e-06,2.109293644519087e-06,2.5951717972851967e-06,2.335128463878016e-06,1.811294693648165e-06,2.0227012826529357e-06,1.6194327143229766e-06,1.9364483729634952e-06,2.327628757604346e-06,2.024954219528588e-06,2.8002945107698796e-06,2.0334465559776745e-06,2.419983295785561e-06
Animal feed ingredients and pet foods,0.0,1.0000000000001958,1.0000000000001958,0.0,1.000000000000196,0.0,1.0000000000001954,1.000000000000195,1.0000000000001952,0.0,0.0,0.0,1.0000000000001945,1.0000000000001952,1.000000000000195,1.0000000000001954,1.0000000000001954,1.000000000000195,1.0000000000001954,0.0,1.0000000000001954,1.0000000000001954,1.0000000000001954,1.0000000000001954,1.0000000000001952,1.0000000000001954,0.0,1.0000000000001954,0.0,1.0000000000001954,1.0000000000001954,1.0000000000001945,1.0000000000001956,1.0000000000001952,0.0,1.0000000000001958,0.0,1.0000000000001952,0.0,1.0000000000001954,1.0000000000001956,1.0000000000001952,1.000000000000195,1.0000000000001952,1.0000000000001956,1.0000000000001963,1.0000000000001954,1.0000000000001954,1.0000000000001958,1.0000000000001956,1.0000000000001952,1.0000000000001954,0.0,0.0,0.0,1.0000000000001952,1.000000000000195,1.000000000000195,1.0000000000001956,1.0000000000001947,1.0000000000001947,1.000000000000194,1.0000000000001958,1.0000000000001945,1.0000000000001954,1.0000000000001954,0.0,1.0000000000001954,1.0000000000001952,1.0000000000001954,1.000000000000195,1.000000000000195,0.0,1.0000000000001954,0.0,1.000000000000195,1.000000000000195,1.0000000000001954,0.0,1.0000000000001956,1.000000000000195,1.0000000000001952,0.0,1.0000000000001956,1.000000000000195,1.0000000000001963,1.0000000000001954,1.0000000000001954,1.000000000000195,0.0,1.000000000000191,0.0,1.0000000000001945,1.0000000000001958,0.0,1.0000000000001945,1.0000000000001947,1.0000000000001947,1.000000000000195,1.0000000000001952,1.0000000000001952,0.0,1.0000000000001945,1.0000000000001956,1.0000000000001954,1.0000000000001954,1.0000000000001954,1.000000000000195,1.0000000000001943,1.0000000000001954,1.0000000000001956,1.0000000000001945,1.0000000000001952,1.000000000000194,1.0000000000001963,0.0,1.0000000000001945,1.0000000000001958,1.0000000000001954,1.0000000000001958,1.0000000000001952,1.000000000000195,1.000000000000196,1.0000000000001943,0.0,1.0000000000001956,1.000000000000196,1.0000000000001945,1.0000000000001947,1.0000000000001945,1.0000000000001952,1.000000000000195,1.000000000000195,1.000000000000195,1.0000000000001958,1.0000000000001954,0.0,1.0000000000001956,1.0000000000001954,1.0000000000001952,1.0000000000001954,1.0000000000001956,1.000000000000196,0.0,1.0000000000001952,1.0000000000001954,0.0,1.0000000000001958,1.0000000000001956,1.0000000000001954,1.0000000000001958,1.0000000000001947,1.0000000000001963,0.0,1.0000000000001945,1.0000000000001932,1.000000000000195,1.0000000000001952,1.0000000000001958,1.000000000000195,0.0,1.000000000000195,1.0000000000001958,1.0000000000001963,1.000000000000194,0.0,1.0000000000001947,1.0000000000001954,0.0,1.0000000000001956,1.0000000000001943,1.0000000000001956,1.0000000000001956,1.0000000000001954,1.0000000000001954,1.0000000000001958,1.0000000000001952,1.0000000000001947,1.0000000000001954,1.0000000000001952,1.0000000000001954,1.000000000000195,1.000000000000195,1.0000000000001952,0.0,0.0,0.0,1.0000000000001947,1.0000000000001934,0.0,1.0000000000001954,0.0,1.0000000000001952,1.0000000000001954,1.0000000000001956,1.0000000000001947,1.0000000000001945,1.0000000000001945,1.000000000000195,1.0000000000001958,0.0,1.0000000000001952,1.0000000000001956,0.0,1.0000000000001952,1.0000000000001956,1.000000000000196,1.0000000000001947,0.0,1.0000000000001956,1.000000000000195,1.000000000000195,1.0000000000001952,1.000000000000196,1.0000000000001956,0.0,1.0000000000001956,1.0000000000001952,1.0000000000001954,1.0000000000001958,0.0,1.000000000000195,1.000000000000195,1.0000000000001956,0.0,1.000000000000195,1.0000000000001954,0.0,1.0000000000001958,1.0000000000001954,0.0,1.0000000000001952,1.000000000000195,1.0000000000001958,1.0000000000001956,1.0000000000001958
Articles of concrete cement and plaster,3.700539603196032e-08,1.2874695572801717e-07,5.804635810983087e-08,6.460641717750935e-05,1.950954759540092e-08,1.8427460255737946e-09,1.6843476400420822e-07,4.693989204938915e-08,3.364005722546634e-09,5.2501169270718445e-06,9.581529856053294e-09,2.5282499330335754e-09,0.006541248284196018,1.0251784273647135e-08,5.238028172272389e-10,6.493121646905424e-09,4.627121387478383e-07,1.1280484863204735e-08,3.5380582347746125e-07,1.0873528264280386e-08,7.942833177131475e-08,2.40537862114423e-07,6.416780257387095e-10,1.2527717121460827e-07,2.8327572443719556e-08,1.005697276928767e-09,9.077782622789409e-09,5.022244487653336e-08,4.9428747062237086e-05,6.869186518109161e-08,1.0538379051564374e-07,0.015512927416154653,2.1381574440543744e-07,4.1500223663620884e-07,2.0074401952708146e-08,2.301232366799795e-07,6.70949597255031e-08,9.581529856053294e-09,1.0251784273647135e-08,7.914384657391726e-09,6.631861028715845e-08,1.3935430830534622e-07,2.996409424014969e-08,5.291075812468444e-08,1.9589266091319573e-07,7.087961922414583e-08,4.934694892582021e-07,1.8267714631895638e-09,1.1246877894650312e-07,9.510180071853103e-09,1.7307956210162646e-08,1.779547495866958e-08,1.641311552926066e-08,3.907912523238237e-06,7.433924555794406e-06,1.9057773885167e-09,6.777029136718656e-10,3.062126085786826e-09,1.3107898352659527e-07,0.013071197869666325,2.5282499330335754e-09,2.0074401952708146e-08,1.3929164015664994e-08,4.3375459860747566e-09,4.950710280422339e-08,4.209851198672647e-08,0.0,1.766930550879477e-09,1.4603831612994847e-09,1.0741916277940087e-07,5.13341069998763e-10,2.2781757540513172e-05,9.766012667508244e-08,9.920020171557368e-09,8.254395103212957e-08,2.973953224876461e-09,3.5512376982516243e-07,4.1111486145845355e-08,5.037075973442691e-08,9.766012667508244e-08,7.708422765018446e-10,1.1355574127470804e-06,1.6208327353333852e-08,1.1827142229001839e-07,8.393186153009617e-08,1.9236427294730287e-08,6.959722657352046e-08,1.3519830948614633e-09,0.0015896085371104765,2.562605742951133e-09,2.009529066744163e-08,2.321348344863668e-07,0.03365064986119037,1.431515307544874e-07,0.0,2.3883564759732246e-08,5.806211332034778e-10,6.592004285960664e-08,5.198779639798241e-10,1.7946722071705215e-07,4.148643123503132e-07,0.0,1.730968210318263e-08,1.0974270261085344e-07,3.3217642390548606e-08,8.74914118536972e-09,6.268123578633505e-08,9.630863804508472e-10,0.06285730342754035,1.1240309836396872e-07,2.79087121993109e-07,2.6857728251318704e-09,3.554762536464318e-07,2.5476698612590962e-09,8.053545089114791e-07,1.7884315322717813e-05,0.0006769200084265959,1.8069519086601733e-07,1.0975067700927241e-07,1.3159834008979965e-06,4.0135682609285835e-08,4.54156912320689e-08,2.7335069936413477e-08,0.007808611475807603,0.0,4.4781866153066435e-07,2.3498056125362774e-07,5.630839556944524e-09,1.0263607392678144e-05,3.735901082109203e-09,3.15396597920765e-07,7.550207645610114e-10,2.4109922328656042e-09,6.585384578269206e-08,3.5403316075303095e-07,3.2321701353107875e-10,1.6335602395066358e-06,3.521468882658544e-09,9.305650241947297e-08,8.717375263002382e-10,1.0134376717297088e-06,4.4119925486250465e-09,1.293757952075559e-07,2.080277605806971e-07,1.1270472385408161e-07,7.108965214025941e-08,2.490516029274011e-08,4.02472647357327e-07,2.733256915270186e-07,3.1434762307479207e-07,2.3136967253151655e-07,1.8549803263559716e-07,5.7236036210842815e-08,1.7111199437549e-07,2.685202594999461e-07,1.805006341823189e-08,1.8146150584566855e-07,9.243527146180213e-09,1.39343821337047e-09,4.96170550816766e-07,2.2040737262482823e-06,1.8146150584566855e-07,1.66512729843738e-07,5.728990233644703e-07,4.0570211367518705e-08,1.8146150584566855e-07,5.3818589088291206e-08,8.752731309168005e-07,1.9051508590678143e-07,2.95242116023735e-07,7.216678399900178e-10,1.3909397797926266e-07,6.880084976605401e-10,8.048777951389794e-08,5.037075973442692e-08,3.9341626769059993e-07,2.712226252039126e-09,8.168314197535788e-09,6.867297453155645e-08,2.2306627754516554e-07,1.237855812963334e-07,1.2275100819647275e-07,6.723804727322129e-07,1.0679962614541537e-07,0.0,1.344804005025755e-07,2.7122372330682717e-07,1.3224614145212278e-07,2.758088616218411e-08,2.3526074381819658e-09,1.5634199884326082e-07,9.99642451093479e-09,4.620444964741478e-09,2.2912291207614125e-07,1.7783571446302002e-08,2.7946662796197944e-05,9.669945027417927e-10,1.9897795348055346e-09,1.1768843102577788e-09,2.6274581949988874e-07,8.240909594182168e-06,5.43820912946527e-07,5.6642066745270065e-08,2.252272715849825e-08,4.885007058118641e-08,2.2631789627298863e-07,1.4824907399249445e-06,2.63713473875596e-08,9.481639661173319e-07,8.788771285915407e-09,1.436751835687434e-07,3.3786488891354524e-07,0.0025000200906304267,9.647390399723759e-09,2.0712626044626906e-10,2.2765790613321e-05,2.9734518701751295e-07,5.029007734982904e-08,2.532495229025248e-07,1.2899747957206125e-09,0.0,4.7448945564009053e-08,2.6064013463116222e-08,4.402351528251903e-10,0.0,0.03492050504026534,9.18958281515678e-08,6.273759972650811e-07,6.774489294784174e-07,2.1001100028634853e-07,5.342950337137149e-07,9.481639661173319e-07,1.383055257436452e-07,2.3453311349467104e-07,2.2738190292059795e-07,2.200621686714931e-07
