,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,5.750619294265991e-06,5.426430830521131e-06,0.0009094965819456654,5.882245851832944e-06,4.978830839426285e-06,5.828628551986392e-06,5.553232804576664e-06,4.67817330574035e-06,4.5440299870102886e-06,5.6072020915957415e-06,5.531753065694212e-06,5.39350991053028e-06,5.819807079949519e-06,5.641538252323042e-06,5.388760532135871e-06,4.941610224487099e-06,5.571030469541119e-06,5.364280751690209e-06,5.503395287472702e-06,5.552719899126688e-06,5.530439232750984e-06,5.576346064071454e-06,4.107852713736895e-06,5.455049869113595e-06,5.794200864807475e-06,5.16911298652388e-06,5.4954709267898116e-06,5.271608022300777e-06,5.68031986007373e-06,5.940192832900443e-06,4.906996244134963e-06,2.233225120190982e-06,5.273868947406404e-06,5.6070908333151676e-06,5.576821150250322e-06,0.0,5.490403254237925e-06,5.5231318743653566e-06,5.768810198579871e-06,5.641538252323042e-06,5.503763198653505e-06,5.278407556090455e-06,5.5777108672133554e-06,5.444823542338328e-06,5.543123030881923e-06,5.588498033890421e-06,8.206087650248795e-06,5.4987767013485065e-06,3.2058039872587915e-06,5.388200075088786e-06,5.395941164905755e-06,5.5858776784446075e-06,5.39923869817059e-06,5.1182354286225546e-06,5.641367106410726e-06,5.931251377040557e-06,4.8785277274173055e-06,5.460809645610754e-06,5.38560274031108e-06,5.579827273342472e-06,5.710445293715442e-06,5.439565435481923e-06,5.512226085211682e-06,5.255866825360058e-06,1.5056645903670955e-06,5.175193260552378e-06,5.530896955305373e-06,5.38560274031108e-06,5.973628803456427e-06,5.507379027709036e-06,5.571253316245802e-06,5.4714000135071565e-06,5.6011901001255285e-06,5.548655795444103e-06,5.48893730039598e-06,5.424297626866882e-06,5.446385680924723e-06,5.596018490906243e-06,6.8184621598166716e-06,4.860828367960554e-06,5.548655795444103e-06,4.565615461918683e-06,5.495736997264261e-06,5.628899519337221e-06,8.38056042735107e-06,5.48725910910377e-06,5.153455154446705e-06,5.834051153357978e-06,4.201053335176485e-06,5.825325718850523e-06,5.4478357808373805e-06,5.606396890950168e-06,5.58284782216981e-06,4.919500242096932e-06,5.583228991720603e-06,0.0,5.599419750297651e-06,5.207018514326674e-06,5.694454794999949e-06,5.211881835797016e-06,5.583001552587082e-06,5.5784308524193105e-06,5.59823321685225e-06,5.620785970510105e-06,5.463629805943469e-06,5.138697770188188e-06,5.517337433880829e-06,5.275072004687656e-06,4.486348230056553e-06,5.447972513218828e-06,5.435621288932173e-06,5.620755233803049e-06,4.941937494063204e-06,5.609818359094868e-06,4.9958552381997655e-06,5.5718712286935305e-06,5.6093954963646974e-06,5.936512207587661e-06,5.577799874571564e-06,5.441473834233112e-06,5.564808207174123e-06,5.368760078894605e-06,5.499962711543162e-06,5.334334280662166e-06,5.6953087383939386e-06,0.0,5.568766632098392e-06,5.473964634362414e-06,5.311890814775316e-06,5.439304641837418e-06,5.397806077097564e-06,5.609753344564198e-06,3.864007870282403e-06,5.138116402471201e-06,5.5240939610368245e-06,5.5667274354224205e-06,5.6969903873927715e-06,5.736986265354501e-06,5.195452512961975e-06,5.261570616917783e-06,5.274821140621444e-06,5.575036638652686e-06,5.2065495898227835e-06,5.555346916329699e-06,5.578362397086274e-06,5.566432900791653e-06,5.218869213375881e-06,5.95714697134516e-06,5.42116203454112e-06,5.541762353529623e-06,5.592176659600161e-06,5.444843463116265e-06,5.207700718669427e-06,5.537507652820357e-06,5.615104630736032e-06,5.496402702437447e-06,5.5904366220503925e-06,5.6167456881884535e-06,5.5799391383949105e-06,5.656267047851768e-06,5.577814640448826e-06,5.58791915571421e-06,5.615104630736032e-06,5.526257282934243e-06,5.563734806575712e-06,5.488504747553915e-06,5.5557655246092286e-06,5.078690347000674e-06,5.5850236870263715e-06,5.616117962996243e-06,5.587545145245675e-06,5.322878810237441e-06,5.553535156404729e-06,5.621561658194857e-06,4.1788621482734996e-06,4.860828367960554e-06,5.498579609462827e-06,5.464192026289967e-06,5.326468760722497e-06,5.416858701642393e-06,5.567831484056057e-06,5.400930671482082e-06,5.271403265264819e-06,5.380117863941692e-06,5.59823321685225e-06,0.0,5.511887297947551e-06,5.865206544480767e-06,5.4645576649971745e-06,5.40543166792352e-06,5.548188725607306e-06,5.5131369196711105e-06,5.556453252096131e-06,5.200861564243334e-06,5.584847694279751e-06,5.6025840235522796e-06,5.456659483293545e-06,5.2374727652862595e-06,5.441377355935295e-06,5.49030589958903e-06,5.945629015296048e-06,5.476746361392512e-06,4.659520159791742e-06,5.96640116183722e-06,5.7716762904935825e-06,5.507563221478935e-06,5.572421271853381e-06,5.099475924993978e-06,5.614634673811269e-06,3.829359181862181e-06,5.583985343946474e-06,5.582714337871347e-06,4.835286782472285e-06,5.121310517833202e-06,3.3596781128406853e-06,5.581247345503959e-06,5.571593083013442e-06,4.780313090315334e-06,5.5734607264372055e-06,3.5127527738638823e-06,5.579939138394914e-06,4.239282369169619e-06,5.970564306597728e-06,2.9264056980555926e-06,5.579939138394912e-06,5.676440972771558e-06,4.474930458833923e-06,5.914919493367149e-06,5.577027901186238e-06,5.592994799872345e-06,5.532023981283724e-06,5.614634673811269e-06,5.5480868500218634e-06,5.466934579444844e-06,5.5308885051265865e-06,5.492846959262986e-06
Agricultural and forestry machinery,2.2157094512559614e-07,1.7872490030927488e-07,1.4623779983775352e-07,2.3757821227476752e-07,1.0452085178632683e-07,7.1937228175942e-08,1.462435556005239e-07,1.8089757792289815e-07,1.8474514881649022e-07,1.520206098199283e-07,9.527990629347497e-08,8.569455038503208e-08,2.2294850460935592e-07,9.526050802275072e-08,7.889126841876447e-08,2.2056623178617806e-07,1.543816998768274e-07,1.4651428154768533e-07,1.620930489195634e-07,1.3029573835703253e-07,1.5383243218421493e-07,1.6445068872042582e-07,1.239762449658528e-07,1.4323310086880144e-07,2.3186633402654735e-07,1.9379218249259348e-07,9.269925624176485e-08,2.2244480852476735e-07,2.067236917948664e-07,2.363978565389976e-07,1.728296513534038e-07,1.906089194642714e-07,2.068967693165719e-07,1.5672804836834394e-07,1.5806990037297086e-07,0.0,1.596497546873346e-07,1.0352489763672899e-07,1.8898200490414378e-07,9.526050802275073e-08,1.1778533481157889e-07,1.3047565974319927e-07,1.7707183818765656e-07,1.4122032247951307e-07,1.5409371966271304e-07,1.6483676632121422e-07,1.4533992489558503e-07,1.5084155850901045e-07,1.2175097721183133e-07,1.513435231884104e-07,8.45174572426336e-08,1.61071884971026e-07,1.0337024266401227e-07,1.8892966286258188e-07,9.526050802275073e-08,2.17292030137417e-07,7.970825088659974e-08,1.3694480958626068e-07,9.220562940499351e-08,1.5009243258787628e-07,2.0762659233399019e-07,1.5409384305528048e-07,1.7171992307588292e-07,1.238251709831658e-07,1.7282543916145278e-07,1.4917444319593066e-07,1.0097057120677646e-07,0.0,6.789676174098137e-08,1.400924214561387e-07,2.8932558379800253e-07,1.0448066663754427e-07,1.5057145783915395e-07,1.391016633553553e-07,8.569455038503207e-08,1.60555999324478e-07,1.4126763807526338e-07,1.956795135923131e-07,1.479128290154799e-07,1.2747658153799047e-07,1.354618885177011e-07,1.5859326798376565e-07,1.6397972934880262e-07,7.359269968095592e-08,1.605803110199041e-07,1.5722783600405016e-07,8.069212261257059e-08,1.259492539153252e-07,8.539962847685505e-08,1.9514335824231073e-07,1.444197065360385e-07,1.69578767935755e-07,1.601328465466094e-07,1.6445906976288585e-07,1.7709715153747746e-07,0.0,1.7175264933615743e-07,1.2220399514449427e-07,2.0231135693515943e-07,1.7176458138885593e-07,1.6022660070131821e-07,1.6229685502997972e-07,2.3757821227476752e-07,1.3590479578629705e-07,1.6838228608637514e-07,3.3623954173440724e-07,2.436272084394218e-07,1.4059832085659163e-07,3.4743792759777565e-08,1.9893348950025612e-07,1.3599426789276808e-07,1.3908808064974895e-07,1.5195306537480224e-07,1.576072650932061e-07,1.806264492399128e-07,1.5903156985051898e-07,1.3981197238471028e-07,2.3000854461897776e-07,1.377118708576351e-07,1.1120043233555151e-07,1.5777546529860989e-07,1.2810087748818328e-07,1.4049883655006508e-07,1.3417839307798952e-07,2.034219782854462e-07,0.0,1.6189186267233582e-07,1.4375145902130256e-07,1.9691933309574888e-07,1.2389272240621237e-07,1.8505413680705066e-07,1.970967379777082e-07,9.072495429033565e-08,1.7429008218874296e-07,1.617285690005163e-07,1.5524397077862758e-07,1.3222328005810235e-07,2.083865980572398e-07,1.7282625175296327e-07,1.5081313100211434e-07,1.2062148059430383e-07,1.6515503219946986e-07,1.7895261573935341e-07,1.8140719999913665e-07,1.4075261622548245e-07,1.467639493577645e-07,1.356513792673991e-07,2.3757821227476752e-07,1.3441686695521467e-07,1.558226348949017e-07,1.4952189049468477e-07,1.5169468542119833e-07,1.1232682661480619e-07,1.2481038987958802e-07,1.0365913565299672e-07,1.7169455440632411e-07,1.7557795607069748e-07,1.6855166226671803e-07,1.3065919296075725e-07,1.3871249392622398e-07,1.6112478533923232e-07,9.683597076168308e-08,1.4701488910156385e-07,1.326589082167162e-07,1.6638171673624148e-07,1.8766360473931235e-07,1.8921181857689753e-07,1.4491438579140466e-07,1.5948459803955734e-07,1.8995125943144713e-07,1.3130671440762541e-07,1.3228095482624754e-06,1.7707183818765653e-07,7.062672729597964e-08,1.8910445287939002e-07,1.274765815379906e-07,1.3606641160840283e-07,1.4224756961924817e-07,1.4930199588308098e-07,1.7569162439663098e-07,1.6317920165582778e-07,1.3217013480945542e-07,1.6972212379543116e-07,1.592535933294349e-07,1.7745611699368108e-07,0.0,1.3837692335834227e-07,1.3984044107678658e-07,1.6200094817445868e-07,1.8006270065169692e-07,9.0958549455983e-08,1.2754100980105404e-07,9.316516535638876e-08,1.8476053876263587e-07,2.215563826222201e-07,1.600025014283204e-07,1.4887934068647315e-07,1.1240577856351519e-07,1.570512783563209e-07,1.4841089144988095e-07,2.3461416613243538e-07,1.5047071761035471e-07,1.4948435393441525e-07,1.9095117632299765e-07,1.280250286304301e-07,1.3101478095266617e-07,1.5789195900653555e-07,1.8178170158288012e-07,1.4651428154768536e-07,1.271785384290315e-07,1.4773496770484375e-07,1.5962517671451187e-07,1.906890759883529e-07,1.0100212535215332e-07,1.8162868489441767e-07,1.500267894151647e-07,1.4084430850947337e-07,2.3020940320784632e-07,1.994057065965472e-07,1.4778801909886922e-07,1.8871594855480928e-07,1.8555171390240684e-07,2.3757821227476752e-07,1.1393969095952455e-07,0.0,2.2613592462003785e-07,1.6869012780483463e-07,2.2547350213612888e-07,1.5662289382011543e-07,1.3906075424692475e-07,9.212575692768412e-08,1.9360701239560138e-07,1.529549879598539e-07,1.5654615387100303e-07,1.6188265574281088e-07,1.5254157140861404e-07
Aircraft and spacecraft,2.973600346644945e-05,2.93403985167953e-05,2.995587662028271e-05,2.560784549422381e-05,0.0001347246244824277,0.0007303519331032676,2.7321336554024566e-05,2.773483532814759e-05,2.1025028606799448e-05,5.48897832222913e-05,4.5042137573895235e-05,2.3851199479977112e-05,4.823810079819321e-05,8.724848357983301e-05,3.725797762733446e-05,4.63701192874036e-05,2.8220891076158018e-05,3.617240056054254e-05,3.171151246319767e-05,5.115787050076775e-05,3.863298627671784e-05,4.062958520136044e-05,0.00011931992879917296,3.8866636618513416e-05,4.193602869677717e-05,2.859604865873702e-05,1.8329067950948423e-05,3.5409019855062194e-05,2.1869098252972388e-05,2.2343720024936876e-05,3.36700302967429e-05,2.394407657251515e-05,2.4863619962717786e-05,3.8197725037473385e-05,2.6823389991963067e-05,0.0,4.475563751159323e-05,3.426351319404166e-05,2.567977844259225e-05,7.014591852514482e-05,0.0014147834995301624,5.773363017721374e-05,2.7432174416128686e-05,2.934381425311196e-05,0.00010724431416782844,9.671125406367388e-05,3.054967778720462e-05,0.00019046760840759423,2.3266574962248985e-05,5.1328477592395096e-05,2.4816802755894236e-05,3.7305067788749606e-05,2.1008121305673805e-05,4.399030258276748e-05,8.724848357983297e-05,2.3886447288677398e-05,0.00020780614649934024,2.4069708377628223e-05,3.414686236631879e-05,3.040572946427244e-05,0.00010052862565824118,0.0001010022075144175,3.757147576058548e-05,3.408913659951961e-05,2.4126548505910565e-05,0.00010030969890333453,0.0006877471518667145,0.0,1.4599959717902331e-05,2.795962699843266e-05,2.919185972965511e-05,2.413581259335405e-05,2.9333529600697815e-05,3.136615905161751e-05,1.8329067950948423e-05,5.25485324747897e-05,3.48972808885586e-05,0.00024095094550242202,0.00014874236027422204,6.479918482982206e-05,3.1458436760213956e-05,2.8500638108176746e-05,2.557534488581258e-05,2.784284722838864e-05,9.470947672537427e-05,3.2038896080124755e-05,2.1440181800976662e-05,4.0986793929447436e-05,2.414261192172585e-05,2.56771197451682e-05,3.1201649954204465e-05,3.1351670940346574e-05,3.7912202874106815e-05,2.2977313556712676e-05,4.315502428169683e-05,0.0,2.5012953084612717e-05,2.6767187763103486e-05,2.241650907235429e-05,4.878001300431097e-05,5.427669992067149e-05,3.859551398318496e-05,0.000213605029677786,2.094739571828455e-05,4.176015573466551e-05,2.2954889912125833e-05,2.7647777294320636e-05,2.4439943575448628e-05,1.4488407021819663e-05,2.6992835289911388e-05,5.25485324747897e-05,2.578532095006423e-05,3.0929658863188896e-05,3.41054685028614e-05,2.2999954871107427e-05,2.6977674573719372e-05,9.94178383815518e-05,2.2143285105678068e-05,2.1656261233259797e-05,3.0008942640762933e-05,4.2034900751330665e-05,2.9811249833694517e-05,2.721891926861135e-05,0.00014160385005783079,2.315884678417813e-05,0.0,3.073615482989586e-05,4.5363041027111707e-05,4.8392860880332624e-05,9.857605009559316e-05,2.7084192811404592e-05,2.84533029246983e-05,2.093208459846601e-05,3.52000172753247e-05,2.417345021788982e-05,7.288057637474873e-05,2.7020569389787685e-05,0.0012254706593507196,9.747864613548491e-05,2.3780102877291422e-05,3.838556436632539e-05,1.9505835484374718e-05,4.093881573713738e-05,2.2633270844364682e-05,0.0,2.643661617886439e-05,2.042348781152035e-05,3.0505808872537194e-05,0.00033050358070085936,2.478273810774788e-05,3.50365255618951e-05,3.94068794839692e-05,2.7958686948762863e-05,1.8808649807058724e-05,0.0,3.363435211816233e-05,2.265209738476297e-05,2.154851267253595e-05,6.48869196759722e-05,2.5753122997707467e-05,2.9738000966194713e-05,8.724848357983304e-05,0.00039985889120930065,5.3352593317165784e-05,3.8164901829468175e-05,2.3665784963057578e-05,1.8329067950948416e-05,3.2173336196926965e-05,4.11857317244265e-05,2.3066068357496153e-05,0.00017252916900720234,3.787271215515543e-05,2.279426795258318e-05,2.1440181800976662e-05,0.00010868976956088803,6.479918482982208e-05,2.1724080181829252e-05,3.0579809394608363e-05,8.276444848068364e-05,2.2794267952583172e-05,2.7309808821969055e-05,2.900887266289678e-05,0.0001867723054526127,2.1797133171680333e-05,0.000213605029677786,0.0,3.373341598092209e-05,8.13319865612443e-05,0.0006376035167717871,4.759354969222029e-05,0.00021193372261142098,5.623574598008708e-05,2.4431905333851117e-05,2.558785043270305e-05,0.00019416253390875586,5.154958056303249e-05,0.00012369432974260313,0.0008283787681738563,2.8902261671791096e-05,2.5938235874359095e-05,3.3371992304204005e-05,2.6460623258233205e-05,2.5836435812655855e-05,6.865637271983807e-05,2.4783067846178037e-05,2.5994314828479186e-05,2.6779450293081385e-05,2.9982240150765022e-05,2.5587667842203273e-05,2.6143971954599914e-05,8.628871687227537e-05,0.0001983956102638005,2.4132049890586154e-05,1.9555344859382724e-05,2.0520346006492257e-05,2.5785320950064222e-05,3.6395582008067716e-05,6.0962970826287596e-05,2.946616129558387e-05,6.55299547057917e-06,5.482957840187756e-05,0.00010908283438237654,2.154851267253595e-05,5.224320094375874e-05,3.1458436760213956e-05,2.2392560587014192e-05,2.2401013644768652e-05,8.422716418776121e-05,2.3400437912046275e-05,8.949723171770655e-05,0.0002097503632086175,0.0013400955111774549,2.6903451811185835e-05,5.5444019128569124e-05,7.727102206945316e-05,7.319767127234976e-05
Animal feed ingredients and pet foods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Articles of concrete cement and plaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Automobile bodies trailers & semi-trailers,2.4813040293229295e-08,2.135173909287543e-08,9.63552753696875e-07,1.0906661408853375e-07,2.8327565610059788e-08,8.164224387216957e-08,1.986133310914337e-07,7.956441924830047e-09,1.5598301988893766e-08,6.21702958568479e-09,5.308165399250407e-09,1.6879834091687716e-08,9.06879821540407e-09,4.010900476824472e-09,1.3529278211130527e-08,1.727798007014148e-08,4.2682586933264395e-08,5.5148926513017796e-08,2.1291029515403366e-07,6.156909400829413e-07,1.870039308002766e-07,3.487376452787974e-08,2.350955869472383e-08,5.021223522117147e-08,6.542667946301029e-09,1.8504334280786478e-08,4.343646304062254e-06,1.6324047203434152e-08,8.725436626231395e-09,9.14122049635438e-09,5.4201410917774083e-08,7.99748723642901e-10,1.908084717098473e-08,2.3837154758431663e-08,2.3686308551984803e-08,0.0,2.2809089148520538e-08,6.651877721960127e-08,4.218696761792143e-09,4.010900476824473e-09,6.207137062135585e-08,1.574552430070403e-08,2.1871725650366496e-08,7.613002219406472e-08,4.322071758898983e-07,6.864963377292957e-08,9.520701302891937e-07,1.9941244316038585e-08,2.7968337457809174e-09,4.1167682281672455e-08,6.556936530793096e-06,1.5712047494621608e-08,1.5695681545203415e-07,1.2598472743840783e-07,4.2398864137225976e-09,1.0100139229044622e-08,2.9011081238316005e-08,2.0446820846663862e-08,1.1532211597853379e-08,5.2502584261338725e-08,4.614732728713572e-08,2.0659650557263577e-08,1.7450447150494674e-08,5.333954573657087e-08,3.671050288912909e-09,2.9211312150778303e-08,1.5468105694609488e-07,2.1871725650366496e-08,8.375003104999612e-08,1.7608817788556906e-08,1.2020385649476715e-07,5.9979174445393626e-09,2.163335564636989e-07,2.9492863758026928e-08,6.435585911129983e-08,4.942826865281315e-09,2.2013775985737665e-08,8.180201422459207e-09,9.405671687996707e-08,5.32351663270646e-08,2.9492863758026928e-08,2.6560981217191807e-08,4.755058243011124e-08,4.715733983562248e-08,5.680971945001936e-07,4.0641103364009754e-07,1.0438303071272614e-05,7.142969683239538e-08,1.4826756435238615e-08,1.9944326806533262e-08,2.1285214329418565e-08,1.0988884986626206e-08,2.032427350306447e-08,1.89000914986365e-08,2.2382682878784292e-08,0.0,1.1430357638465862e-08,8.948423004111333e-08,1.1649976250675093e-08,1.85364682191655e-08,2.047544943254939e-08,2.4535683261223992e-08,6.10475534326506e-09,2.9761861989951375e-08,1.9492756200366987e-08,5.012917101257378e-08,2.303195235986439e-08,1.0395097861543123e-07,8.736059174655585e-09,1.4560232894101078e-08,2.0665680601505788e-08,2.2730624835623178e-08,2.0216848373314124e-08,2.949571611723829e-08,1.965829605910108e-08,2.0838842824859185e-08,2.1583804182864276e-08,6.6032587751214845e-09,2.2487182830622303e-08,4.504972434725782e-08,2.037919152203102e-08,2.420814835510034e-08,2.5964941432582538e-08,4.212423555553635e-08,1.7040486699018772e-08,0.0,2.5442584348358454e-08,2.226814503758587e-08,1.4450465458521566e-08,6.376936331239907e-08,1.8423047526229082e-08,2.859187008148522e-08,3.6766027272848455e-08,8.246363552575326e-08,6.070612047365909e-08,2.7120851243977256e-08,1.1988207110179405e-08,1.9272691162733052e-08,3.70732532177083e-08,3.869559170952274e-08,2.923344293825368e-08,2.147076265917389e-08,7.107479598930307e-07,2.1622213884030888e-08,2.1951187569411297e-08,4.7051506299026795e-07,1.6442088742144048e-07,6.10475534326506e-09,4.10046183706072e-08,2.5082893573948128e-08,2.0407434132567874e-08,2.978329270894494e-08,4.4241795948876414e-08,3.921961840557269e-06,4.579841328224976e-09,1.13984798729847e-07,9.838067757426463e-09,2.047131803303632e-08,8.710731565360299e-08,1.3025070546886824e-08,1.0184911299548183e-07,1.6974152101229817e-08,1.9941244316038585e-08,1.4539692442021943e-07,2.516468987407979e-08,1.918898087383899e-08,0.0,2.568670637632147e-08,2.1244393338251468e-08,1.9943991595212954e-08,1.5152831827360606e-08,1.270879727140226e-08,4.52640834979071e-08,1.674845014534286e-05,4.122012774485695e-08,5.323516632706459e-08,4.294480404820053e-08,3.160007799951786e-08,2.4290569284076177e-08,1.912603197118308e-08,1.3510104573384512e-07,4.207178903327033e-08,3.080339772839753e-08,4.0134216560274837e-07,1.505811443889512e-08,0.0,2.614667139549705e-08,2.0558187947398524e-08,4.004958518892513e-08,7.038544362617192e-09,1.3310223487829895e-08,3.4987363404748924e-08,2.678673687311747e-08,1.65814408830306e-08,1.7164793724358533e-07,3.53036077633984e-08,1.792274267948205e-08,1.8242873949197594e-08,1.7122624618161637e-08,2.5664983483381807e-08,2.4448528552584245e-08,8.33784586407882e-08,5.1410524371986586e-08,9.273046234049323e-09,1.23145949240709e-07,5.610652461909452e-06,1.5323664394726983e-08,1.810626237031641e-08,1.7447066159780174e-08,2.618439916047114e-08,6.652037363857974e-09,1.9756281872111742e-08,3.2979831855253644e-08,4.1316061753090906e-08,6.079406871839793e-09,1.9083894856692468e-08,2.7753988808555302e-08,2.1535335157677388e-08,2.411047114909753e-07,1.574943017678713e-08,0.0,1.3033633955449755e-08,6.10475534326506e-09,3.674578767990559e-09,0.0,1.0286502001925387e-08,7.631926097482141e-08,1.9061491770186663e-08,2.2245370883592862e-08,1.8686705771009972e-08,4.765692197423711e-08,1.7447066159780174e-08,5.2226199818834844e-08,2.2217818928148997e-08,2.7845913733634938e-08,2.8095203255159583e-08
