,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,6.870685756836703e-06,6.390920901836342e-06,6.4763955624339605e-06,7.035772497199037e-06,5.839458528364556e-06,6.021834362224326e-06,6.514848628160105e-06,5.5217565958089465e-06,5.330928296546659e-06,6.6278778022590255e-06,6.549620636603131e-06,6.302461028925664e-06,3.325396617675472e-05,6.676827898320838e-06,6.324861812619661e-06,5.805993543819066e-06,6.5278538258167374e-06,6.274817108572524e-06,6.477282902664251e-06,6.535704153018239e-06,6.5053876703547475e-06,6.58143176340293e-06,4.829235001313722e-06,6.386388818207022e-06,6.900345085745411e-06,6.055360983923391e-06,6.344581905114393e-06,6.152615939486373e-06,6.7548466871267455e-06,7.111889823910643e-06,5.747155771387281e-06,2.636586773384589e-06,6.268472927717471e-06,6.623805871079937e-06,6.582341373670056e-06,0.0,6.4177182611937745e-06,6.494262657023968e-06,7.0026033091366e-06,6.676827898320838e-06,6.469571042212519e-06,6.2014847600904864e-06,6.5837088655791635e-06,6.368961581414675e-06,6.534976594262089e-06,6.589376806184864e-06,6.4629965309420375e-06,6.474531801795973e-06,3.7883649745497792e-06,6.3164094920500795e-06,6.032223229677024e-06,6.625373507821044e-06,5.936740025379069e-06,6.084355129707779e-06,6.676578033049405e-06,7.096780412307141e-06,5.728724102020577e-06,6.389508073873601e-06,6.31297226792922e-06,6.582557175125164e-06,6.777156247116791e-06,6.379627015453715e-06,6.563987283930048e-06,6.119798671306839e-06,1.7789878803722863e-06,5.935927847649464e-06,6.502425632258349e-06,6.312972267929219e-06,5.964573002468398e-06,6.482240281088403e-06,6.561906909372023e-06,6.392658736676298e-06,6.617921425683063e-06,6.5152910292427085e-06,6.3506906495152776e-06,6.132255209630794e-06,6.387078005749674e-06,6.609951511645225e-06,6.3140977435482465e-06,5.705883386162477e-06,6.5152910292427085e-06,5.361102545989004e-06,6.4868369142660236e-06,6.2760336594989735e-06,6.412299174060777e-06,6.469554161374663e-06,5.963404096673193e-06,6.389326940741466e-06,4.935460243440174e-06,6.961740087366765e-06,6.390829903340643e-06,6.65064386655918e-06,6.592113635412504e-06,5.847282496808773e-06,6.591959886756243e-06,0.0,6.645978980757646e-06,6.101252784179916e-06,6.78436572185534e-06,6.136954450148493e-06,6.591539744870555e-06,6.584617015801408e-06,6.614063571264693e-06,6.639010154592014e-06,6.428740744703286e-06,6.036674277139089e-06,6.4774829760152156e-06,6.183837328016603e-06,5.201968304893858e-06,6.469728530354761e-06,6.1276805732688546e-06,6.645076515839185e-06,5.80540117500116e-06,6.610161533699673e-06,5.870094328264162e-06,6.576890796549218e-06,6.630053636918652e-06,6.585127909422514e-06,6.389496087477317e-06,6.567962575983576e-06,6.303001069189079e-06,6.491377642676043e-06,6.264087656155437e-06,6.771771417189264e-06,0.0,6.569123526530228e-06,6.387291286739742e-06,6.229369396318499e-06,6.37452069236565e-06,6.332681261820162e-06,6.630949470451083e-06,4.232517753404791e-06,6.008172587774664e-06,6.497063683402043e-06,6.574112318929599e-06,6.765405180946241e-06,6.854046692443244e-06,6.104594753349121e-06,6.143811358022718e-06,6.155791708737227e-06,6.580416666012344e-06,6.095689798598804e-06,6.5574180874562265e-06,6.585835785300798e-06,6.520913645219772e-06,6.098465032873546e-06,7.1369600673307525e-06,6.365280308189283e-06,6.518522362377485e-06,6.605590321043319e-06,6.3605577982208394e-06,6.061848326491095e-06,6.5074936812708754e-06,6.640756174406424e-06,6.487662775941087e-06,6.630542172672823e-06,6.642995586480798e-06,6.5735078052737704e-06,6.583017718142848e-06,6.583742358871933e-06,6.611538044285794e-06,6.640756174406424e-06,6.492327292140468e-06,6.565977578921852e-06,6.490665763578214e-06,6.5704982505815045e-06,5.987240864943938e-06,6.595447660185594e-06,6.63899597761123e-06,6.598430574825439e-06,6.241185988178321e-06,6.518169406116601e-06,6.1059056661625205e-06,4.934815606933429e-06,5.705883386162476e-06,6.3725330025585924e-06,6.400599933331774e-06,6.255532836462656e-06,6.364698458896464e-06,6.568014183056678e-06,6.252805278488278e-06,6.212760889691322e-06,6.2612678642362925e-06,6.614063571264693e-06,0.0,6.4494538110164495e-06,7.003703447860334e-06,6.436923963331034e-06,6.406884309320868e-06,6.366394930917082e-06,6.502057136922545e-06,6.509441465377399e-06,6.098277002033192e-06,6.588488668261825e-06,6.233778340583715e-06,6.661648962706212e-06,6.409767406618568e-06,6.143077018434484e-06,6.3712707052379115e-06,6.4144465562759005e-06,7.122295673199353e-06,6.4366690547088e-06,5.4810323873375684e-06,7.152974120110618e-06,6.806823021451377e-06,6.4943637551800105e-06,6.577544997833099e-06,6.0003086163349955e-06,6.638440503811122e-06,4.495576540321231e-06,6.5905085538012955e-06,6.5918023026514795e-06,5.725937345147231e-06,5.940915834330761e-06,3.943131223166836e-06,6.587947408008053e-06,6.573205452363411e-06,5.638441719735794e-06,6.573760053854365e-06,4.121465476412397e-06,6.573507805273772e-06,5.021277130420487e-06,7.157379460434583e-06,3.441665724515297e-06,6.573507805273772e-06,6.757797650942047e-06,5.279529135968861e-06,7.0828139470119636e-06,6.583523488802661e-06,6.597508105928346e-06,6.449648074516633e-06,6.638440503811122e-06,6.543458567400553e-06,6.368962027575914e-06,6.486693418144758e-06,6.426817124994756e-06
Agricultural and forestry machinery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aircraft and spacecraft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Animal feed ingredients and pet foods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Articles of concrete cement and plaster,4.910806443458212e-10,2.8337628433555423e-09,1.2213639753758552e-09,1.4923690581227188e-10,4.638025465211314e-10,1.949036244849987e-11,3.725415677947756e-09,1.0017315887412225e-09,7.441209565533509e-11,2.5574789997657906e-08,9.170972836248702e-11,5.946719773154878e-11,6.518693060021271e-09,2.226988285261712e-10,8.884402059235715e-12,1.2245060768794192e-10,1.015619269995759e-08,6.901188607805967e-11,7.89930906647283e-09,1.1962862553884327e-10,1.643801305246773e-09,5.26785627665241e-09,9.799992713878032e-12,2.7824450069232553e-09,2.2408316151080135e-10,1.7981680827052292e-11,1.3722789069711436e-11,1.1263748263503736e-09,5.365023035103639e-10,4.0798058333908465e-10,1.5072259570226486e-09,2.402770179130213e-09,6.159157155661243e-08,4.674935308752953e-09,9.126502939383138e-09,1.9635578360919963e-10,5.0732175463836044e-09,1.3469083610367117e-09,9.170972836248702e-11,2.226988285261712e-10,1.0130224402526507e-10,1.4500115072136617e-09,3.0304888515700847e-09,5.623570168028252e-10,1.0971905046267247e-09,4.303977039996153e-09,1.4622673877855359e-09,4.3365579505519395e-09,3.9400314116702804e-11,2.4464021188528615e-09,2.001506191276623e-10,2.9553969100221276e-10,3.605597470333539e-10,2.2682473210424488e-10,2.851948975085833e-09,3.0655533897999893e-10,4.031470215443638e-11,1.5299265071573654e-11,1.7337290984408255e-11,2.8574711894307577e-09,5.154886196589296e-08,5.946719773154878e-11,1.9635578360919963e-10,2.889170596534049e-10,9.412542581476496e-11,1.0848714005608973e-09,9.21744226834477e-10,0.0,1.8160891206611053e-11,3.146179475980134e-11,2.356634898360602e-09,1.1432024922195605e-11,5.684688542425894e-09,4.459724581171477e-09,1.3863960067846962e-11,1.8189764471670743e-09,8.058387845289687e-11,7.739899100682119e-09,8.251906503755799e-10,1.0919975029742362e-09,4.459724581171477e-09,1.6635307192053026e-11,6.523634790137305e-09,6.892990297378268e-10,2.549637748193103e-09,1.6812377981612788e-09,7.94256551826526e-11,1.5314411198330326e-09,2.95345907640319e-11,0.005144069563082476,6.008239426925185e-11,3.937399757652561e-10,5.072389161926325e-09,1.975230296097894e-09,3.1167407275735607e-09,0.0,3.99542630752831e-10,9.512552373485407e-12,1.1715343435513576e-09,1.0232610170475909e-11,3.9727064113612125e-09,9.123467369881825e-09,0.0,2.9363705930354985e-08,2.3880942796794706e-09,7.29152610605934e-10,1.7505435942440863e-10,1.356686122797882e-09,1.541800911879389e-11,7.354877699838949e-10,2.494312432703924e-09,6.163917896153399e-09,6.066128390658318e-11,7.84344508019696e-09,5.7232600964158194e-11,1.7703774686874838e-08,5.25571339526843e-09,3.93381437487924e-09,2.4411415670898374e-09,2.895276224751464e-08,8.968916335740859e-10,9.469658257615819e-10,5.894709307786393e-10,3.377877858977924e-09,0.0,8.785205546307763e-09,5.182221950078383e-09,7.901075242092757e-11,1.6855032040114714e-11,1.0733163896375942e-10,6.908437083464808e-09,1.5533555138597728e-11,4.2401729178230506e-11,1.460861130565718e-09,7.705147315820704e-09,5.89247894222077e-12,6.615513777620661e-09,5.641121599139159e-11,4.2478340239670506e-10,2.0038647622985195e-11,2.2288903631651386e-08,8.983856737171469e-11,2.8281118430599086e-09,4.540100055188732e-09,2.3972120726427107e-09,1.5303163435025817e-09,1.3932916801739272e-10,8.859214922143715e-09,6.019033183421095e-09,6.8899727853306405e-09,5.1008979612155295e-09,3.7811302781514744e-09,1.0982727950395458e-09,3.675686679186794e-09,5.844875370035675e-09,3.2968749344381703e-10,3.897846884896919e-09,8.063847187065491e-11,3.626455813115818e-11,1.0910410568558168e-08,7.48910534043698e-10,3.897846884896919e-09,3.68896255649373e-09,1.2591818480064528e-08,8.257775567491982e-10,3.897846884896919e-09,1.1597891316482513e-09,1.9250391907393606e-08,4.170009175356296e-09,6.4757505633186686e-09,1.1354489474571499e-11,3.0250336175076104e-09,1.185828371638822e-11,1.7708438572173407e-09,1.0919975029742366e-09,8.58549391523207e-09,5.982091731079335e-11,4.943762804563751e-12,1.5493582227083569e-09,4.9047347374866554e-09,2.764790669691887e-09,2.7322967939946758e-09,3.554227645967203e-11,2.3415993493402085e-09,0.0,4.5438761124404865e-09,5.935427537427092e-09,2.9020933439219547e-09,5.239492810362273e-10,1.8955876499505177e-11,3.43568207493809e-09,2.3364898913048973e-11,8.217145827090121e-11,5.05550331805488e-09,3.9385612164626386e-10,1.527274006463059e-09,1.5804456977448524e-11,4.35320386489589e-11,2.2362015489908398e-11,5.792379166181208e-09,2.9558941702556984e-10,1.1955845861546183e-08,1.2405407713956682e-09,1.8219140307480844e-10,9.347761503963917e-10,4.684657709066323e-09,3.2620810142365444e-08,5.917095072459611e-10,7.837029900242626e-09,1.5544133721155671e-10,3.137396902778995e-09,6.710781383328861e-09,1.0460212473965776e-08,1.8926797785134328e-10,4.304107024524662e-12,5.682816858895537e-09,6.525413870058325e-09,1.1070957453713303e-09,5.594159995595922e-09,2.8183659259981117e-11,0.0,1.023370891714098e-09,1.4863396487083276e-10,9.634028467656447e-12,0.0,5.502658753799265e-05,1.9799037978862894e-09,1.1292174753859848e-09,1.488792815908437e-08,4.527687633023278e-09,9.82878066006151e-10,7.837029900242626e-09,3.056515896052167e-09,5.172498746023813e-09,5.003574669514311e-09,4.833798981575374e-09
Automobile bodies trailers & semi-trailers,8.327026934829005e-12,9.933063536892025e-12,2.053261047780952e-11,0.00022060805557028935,5.028283412805865e-12,3.212986295864128e-11,1.085246846900694e-11,1.0792919964528435e-11,4.894101611716888e-12,2.875689322311841e-12,2.313149690918802e-12,4.248956485733864e-11,2.330655383070386e-10,2.03130959854756e-12,1.3050674133785771e-11,5.665835155811466e-12,9.330871897272363e-12,3.967348254363362e-12,1.0251714355922605e-11,6.388752482787401e-12,9.464765665295458e-12,1.2167969805890028e-11,7.646406011326895e-12,8.896820362039986e-12,2.2190219538008704e-11,6.613865204794315e-12,6.246054305727417e-12,5.6066160140781264e-12,2.547355756731476e-11,2.00888059354297e-11,8.804649196860648e-12,4.131628634878699e-13,6.124303278678725e-09,1.1693397114227865e-11,1.090845599678225e-11,0.0,6.00753738472716e-11,6.648085339557619e-12,1.8156050306970728e-11,2.03130959854756e-12,6.859632053293659e-12,2.2787026896977594e-11,1.19830240120059e-11,2.1684932211961122e-11,1.0275565815431382e-11,2.320377001472555e-11,1.0105205304695727e-11,8.128531776706716e-12,5.828193443878288e-11,8.086827458133861e-12,8.888442961698205e-12,1.5741281421584437e-11,1.357348683236131e-11,2.9520560562869774e-11,2.26719018750012e-12,1.9608112642452502e-11,3.189443616959697e-12,6.590969242394495e-12,3.969444902340716e-12,1.1347259814730054e-11,1.1354565815764687e-09,5.940492710130709e-12,2.0710998592647725e-11,1.9708083626524526e-11,1.2140710913335982e-11,9.178835815661524e-12,1.0984587010782558e-11,1.1983024012005902e-11,3.3838532508980796e-11,5.783878928878161e-12,1.206218257640254e-11,1.8079307577859875e-12,8.218485371677384e-12,7.0227793577151416e-12,5.673201262609253e-12,5.223430401270416e-11,5.779069773060539e-12,1.836478328553958e-11,1.3592691373309227e-11,5.11233200610716e-12,7.0227793577151416e-12,6.3469932123767e-12,1.7000804166047679e-09,1.8405416099221614e-11,8.954296710740452e-12,5.595087516676415e-12,7.613389152105016e-12,1.9206420981469735e-11,3.5639392428315957e-12,0.0019343325451445235,6.669804439541624e-12,1.1064573584770176e-10,8.102643513012137e-12,4.406868204948181e-07,1.1509621137404599e-11,0.0,2.08905826033473e-11,1.394905773900454e-11,2.4184876668435652e-11,7.020155631146793e-12,1.1582916276792918e-11,1.138463799046154e-11,2.228592640693641e-11,7.678165731852167e-12,7.776973441983383e-12,7.10204945857611e-12,7.342923727060501e-12,8.423545628295088e-12,2.9482851658154758e-12,6.233692276909474e-09,6.947038234182272e-12,1.1342635840738197e-11,9.476071474656601e-12,1.2368382813937588e-11,1.0312442987135583e-11,1.2558963363357024e-11,1.104779834105423e-11,1.3607708024610684e-11,8.56833884320376e-12,1.2114485768050925e-11,6.167771826863081e-12,1.451016654377034e-11,9.238765559418088e-12,5.3065536578013706e-08,0.0,2.1232953676092234e-11,6.194538875803736e-11,4.422002029853164e-12,4.770386610217998e-12,4.733595326331758e-12,8.814291628221708e-12,5.5783699950674786e-12,5.755400019162338e-12,1.4018807575593094e-11,1.4807960434580816e-11,2.0164033107250264e-11,1.5264837014148657e-11,4.637565106205685e-12,1.0341341023769785e-11,1.3189124101962808e-11,1.2149832549670139e-11,5.900355722766924e-12,1.1623332829309708e-11,1.1034396581247796e-11,5.7393162647290257e-11,1.1518254643735225e-11,2.228592640693641e-11,1.1337497966804234e-11,2.2545334139505054e-11,1.0931879660926735e-11,6.159840406985478e-11,6.1576556275025285e-12,1.0154292780564435e-11,2.249067533481816e-12,1.7733845861011045e-11,2.4645322854831077e-11,8.128774566436734e-12,6.580316977738237e-12,4.249124497384217e-12,1.145002006606943e-11,8.70538712248447e-12,8.128531776706716e-12,1.0763804188792083e-11,1.3466089013186342e-11,1.2498742529641841e-11,0.0,1.6138233730339744e-11,1.219378808790307e-11,1.4759524414434217e-11,8.520534683105604e-12,3.920989951142843e-12,9.358278791945095e-12,7.868483615873389e-12,5.704984679527867e-12,5.11233200610716e-12,9.205565768095011e-12,8.158379336006694e-12,6.100463817707537e-12,9.532430138952149e-12,1.2221540943742406e-11,1.522342116723723e-11,8.735227574849182e-12,8.793030551229083e-12,1.341114964880139e-11,0.0,3.2352872985606205e-11,1.0402526004425864e-11,2.3993842698486422e-11,1.5037744870266813e-11,4.319695848243754e-12,1.1533238654972255e-11,1.3334813143077266e-11,6.254513929336662e-12,1.0983180772512072e-11,5.789980490142459e-12,3.268496177369269e-08,6.382630845117509e-12,5.230784557465922e-11,7.014867676120502e-12,6.117526883064281e-11,1.713349271163881e-11,1.7438144056743448e-11,6.962501079886984e-12,2.1762848658600952e-11,6.516997892973194e-12,8.065189803290138e-12,1.3100224671190798e-11,8.067530391653997e-12,8.142247306170183e-12,6.194869099207841e-12,3.489401548064689e-12,1.1927062520554566e-11,5.420579282645047e-07,1.0811671658885235e-11,1.5507786998575147e-12,3.6471507218763365e-12,9.796280521066763e-12,2.0193357109132345e-11,1.3184676518475817e-11,5.2898337556776365e-12,0.0,1.7039655579357002e-10,2.228592640693641e-11,1.530916003282335e-12,0.0,7.190045794771311e-06,1.4412133564851043e-11,2.398842064608218e-10,1.1773142613410239e-11,7.778295709448005e-12,6.929487362412291e-12,8.142247306170183e-12,1.136940870050468e-11,6.209360216856844e-11,4.8899871281467613e-11,4.94735464088003e-11
Bakery products,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
