,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,0.0011486159699624122,0.0049589856781181675,0.001661250123210516,0.0011020350007560219,0.0014846300742830888,0.001589348763676298,0.0020190436335401846,0.0013667552500993994,0.0013741300555076344,0.0017499523924494444,0.001546568920375634,0.0016078573356055755,0.0011903704675874436,0.0016083005479818533,0.001607575408895928,0.0014828199307649218,0.0016972754463811155,0.0015927965988962916,0.0017692209269700259,0.0015872758128458349,0.0017565767242824356,0.0018843224327557335,0.0012517453515091688,0.0021296017929233867,0.0012285517657981467,0.001558499038202333,0.0016715562107402788,0.0015643894821856998,0.0013517323007905188,0.0011380787243969845,0.001471601162552402,0.0006617317120208017,0.0012598287951764353,0.0018115514753696803,0.003499666768406352,0.0,0.0016335356011284328,0.01935161577123099,0.0013499340461127017,0.0016083005479818533,0.001587260937472368,0.0015362732563625125,0.001675994823861638,0.00165442893494316,0.001671432192842914,0.00162225712598844,0.0016920578131453957,0.0016484755870771325,0.00088945368699271,0.0018358657478038795,0.0015788357694152344,0.0014168979506179403,0.0014844846729038144,0.0011994636208837795,0.0016085778919874432,0.0011158250738350372,0.0014849920506360584,0.0016141772293787509,0.0016262296278192832,0.0017798463481055933,0.0015158152156973322,0.001701515288652282,0.0011981090619631529,0.0015975488575239757,0.00042362282553562946,0.001592239782311916,0.0017797788273238703,0.0016262296278192832,0.0015773751159142983,0.0016538120208814898,0.0017050875360503674,0.001634366124439475,0.0016736852130173898,0.0032871318842350073,0.0016728508799764134,0.001679589582966702,0.001707132116533501,0.001695994056172082,0.0016410806683793194,0.0014146302078065296,0.0032871318842350073,0.0013831930896188141,0.001698918071451248,0.0021128622312131637,0.0016565007477209314,0.0018774764004774393,0.0015563391791910675,0.0016955420064242613,0.001287676291871043,0.0012653428180012347,0.001707455856673716,0.0014496145110421846,0.0017042927956229688,0.0011945904311588655,0.001690570271293358,0.0,0.001394426983392031,0.001565057586250537,0.0012838275090795708,0.0015730592626784431,0.0017313443433741927,0.0037851692210009117,0.0018771070784010277,0.001890869584151993,0.001821453409581075,0.001738144700667672,0.0018118180479609735,0.0014650835480780036,0.0013494440355298848,0.001359578445047785,0.0016693106549776978,0.0016262386777284564,0.001482048226267138,0.0015823653259138474,0.0014937314509975074,0.0016967852522686265,0.0016378685557580134,0.0011301651788909962,0.0016584785178113833,0.0019645433745613195,0.0017478311036814838,0.0017439052508445034,0.0016352642804650299,0.001619996219465571,0.0014444921345373378,0.0,0.0016344195054517866,0.0016744798315131988,0.0016339007387855544,0.0016892437786989757,0.0016349917716093406,0.001114588154059066,0.0015119664227083193,0.0016800644947819207,0.04127482299834086,0.0014058961357325016,0.0011584476672916535,0.00153947513889395,0.0016103200886464426,0.0016595281648524728,0.0019711790758205395,0.0015650811154090665,0.0016333955534393952,0.0016618036134714229,0.0016355695351148844,0.0015665714494709916,0.0011115497205713898,0.0017546618411066598,0.0018106464874702414,0.0018229486837483923,0.0016376581933206943,0.0015790699571479065,0.0017797643097069735,0.0016727267643599922,0.002398811269620937,0.0014443970829962026,0.0016687270429381457,0.0015727206781691507,0.0015892910817928152,0.0029817902031124117,0.0016784394125328938,0.0016727267643599922,0.0034305653396027036,0.009625892759640068,0.0015516715047740291,0.0016549876513852787,0.0014642361900172483,0.0017597606464213825,0.0016493657197495571,0.0017250230670138457,0.0015672929961542184,0.0019903141509872097,0.001645547285805797,0.001219905080268165,0.00141463020780653,0.0015992168835373627,0.001870944401534417,0.0016370073524202432,0.001615223192457226,0.0017250151850493561,0.0020203802730594405,0.0016551433368029844,0.0016610545210697973,0.0018771070784010277,0.0,0.0025471741383932397,0.0012167806031546477,0.0016928766951640356,0.0013910574726315684,0.0016878067837773998,0.00176195271563959,0.0015956175054681766,0.0015826720101239442,0.0016482763440504287,0.0017322212608079084,0.0013333340578685683,0.0016232590784453229,0.0015387079637738678,0.0016370148227184559,0.0016593380716519014,0.001070088543702525,0.00184562154776647,0.0015448047436938067,0.0010446502791398122,0.0015852673875032777,0.0016638842256701024,0.0019147780212540402,0.0015119250196872988,0.0016816492169039131,0.00125653283934604,0.0016929085965215129,0.0016707223140342419,0.0012851798354824408,0.0015332588504409523,0.0009905653772412848,0.0016818840898040473,0.001684789553083636,0.0014456864031105474,0.0018068157905905696,0.0010449549359553703,0.0015727206781691505,0.0011765565679206695,0.0010400903672695846,0.0008857430564305744,0.0015727206781691507,0.001397546931117215,0.001197808142494245,0.001066472863201866,0.0016950015038994272,0.0016807933393916564,0.0016718676376068818,0.0016816492169039131,0.0022680631735751754,0.0016425107847753157,0.0017208443969811747,0.0016949628970384263
Agricultural and forestry machinery,4.2524572440960615e-05,2.945851156036777e-05,3.198695879234058e-05,4.598608664793521e-05,1.866873726585824e-05,1.6919727318886777e-05,3.715102125147821e-05,3.636005221753308e-05,2.3524490016317938e-05,3.96535034825299e-05,2.237552096641587e-05,3.546773388893417e-05,4.415075853879856e-05,2.2368249340782562e-05,1.5897044100982876e-05,2.4006980855237184e-05,6.0336133646526056e-05,1.9917699305473377e-05,3.980321944985821e-05,1.6955646425734738e-05,3.20413213625643e-05,4.8745765660944695e-05,1.6149911252447568e-05,0.0019688012766770025,4.536247042764957e-05,2.1834782764812764e-05,2.9954997754457442e-05,1.960977103838048e-05,4.37071789152765e-05,4.5724497349012476e-05,3.4955583095052975e-05,3.788437598663873e-05,3.964813017742554e-05,3.984124011277142e-05,6.715009291634762e-05,0.0,4.500559686384178e-05,3.2874101782959133e-05,7.014703491788337e-05,2.236824934078257e-05,4.057506431500236e-05,2.8168034986239788e-05,3.3834545219525454e-05,3.4234625218507505e-05,3.321739982974709e-05,3.7557408229435803e-05,2.8877269608039658e-05,5.296736729116404e-05,2.4698595782739136e-05,3.5955922763427766e-05,1.6044075538987535e-05,3.176702045924053e-05,1.764404462170934e-05,3.61333973526888e-05,2.236824934078257e-05,4.183030434355904e-05,1.2843177579408229e-05,1.4921072026669729e-05,1.2549164324704429e-05,3.197176034750532e-05,3.944671161926448e-05,1.9344871733337293e-05,3.631846762563517e-05,2.6741849322720464e-05,3.4555892118962075e-05,2.4292058531404723e-05,1.3226224916877635e-05,0.0,1.2328924838642798e-05,1.730457054840955e-05,7.238003188884338e-05,1.3699998236075396e-05,5.331252257090823e-05,3.218190110476978e-05,3.546773388893417e-05,3.461182494619739e-05,1.808307161061327e-05,0.0001143703014093537,4.057288094233169e-05,2.0978521777999288e-05,2.1337537279313544e-05,2.6789304727191618e-05,5.8663061127781064e-05,1.3087630439325495e-05,3.534139338306107e-05,3.0944107720588634e-05,1.4822809876172335e-05,2.149459656382164e-05,1.3736331206884896e-05,3.8885298164600606e-05,1.8655819674393474e-05,3.485377751321184e-05,0.0002257057179337045,3.477483715466116e-05,3.647818372254593e-05,0.0,3.523470216574573e-05,1.4035155463295439e-05,4.416935351441228e-05,1.8672812612201467e-05,5.684105014602641e-05,7.603107962356778e-05,4.598608664793521e-05,2.01378663171278e-05,3.1522787460789034e-05,2.382559166199352e-05,3.35614648889571e-05,2.5750943683833343e-05,5.2169741597719386e-06,4.0689304964989035e-05,2.4984230133307874e-05,2.662184835403203e-05,2.0777404561074187e-05,4.2854068866636094e-05,2.8371771787103658e-05,6.914513591019106e-05,2.6069225024708388e-05,4.441380831669534e-05,2.5631543341000514e-05,1.8160568052668786e-05,5.6097082620404755e-05,2.2897757398411117e-05,3.293760240035987e-05,2.2898740090368194e-05,3.922895452551768e-05,0.0,3.771519742368364e-05,1.7699194305501296e-05,1.735862724677805e-05,1.656412798606329e-05,3.791214367573469e-05,1.9004457320249435e-05,1.989059333039635e-05,3.4272210814387336e-05,0.0906153153221704,2.639671777012638e-05,4.0129173219839014e-05,3.262043274889803e-05,4.9987858366853007e-05,1.7509716452866704e-05,5.205154485561792e-05,2.8945060826178446e-05,3.2817981972633627e-05,2.9104522586922755e-05,3.9083601460067154e-05,3.2942694768627806e-05,4.598608664793521e-05,2.9599634889899343e-05,4.101330685317687e-05,4.319357456403982e-05,4.416712905151557e-05,2.5882366950954656e-05,9.0827982096749e-05,2.7786789188272927e-05,3.731278833136229e-05,3.5600833765807736e-05,4.9721535045767315e-05,1.6978483447850043e-05,1.756276232621694e-05,5.735752712455458e-05,2.2854385978966733e-05,5.5758606492447156e-05,2.162987267933861e-05,3.046900411443834e-05,3.788834954784698e-05,3.8457209080826594e-05,2.948790249417763e-05,0.00045192250008366713,3.6536935557159673e-05,0.00032747344742989397,1.0446199605325132e-05,3.3834545219525454e-05,1.3508938826406627e-05,3.8006462024385827e-05,2.0978521777999294e-05,3.287357039984103e-05,2.6145054741450503e-05,1.6451052487161165e-05,2.14562095048748e-05,4.314707927023088e-05,2.5383069794749797e-05,4.204132852620441e-05,3.4126301389284886e-05,3.4738834401363045e-05,0.0,2.465627418853575e-05,3.170977275920603e-05,0.36809212214017456,3.7846504706877606e-05,1.2820695296997426e-05,2.5522849233848913e-05,3.797603179083583e-05,1.9798432799999265e-05,4.334658779395545e-05,2.4664188689783107e-05,2.9068968195000613e-05,1.9066728232522987e-05,1.2859428135462145e-05,1.6721569029834975e-05,4.14686082253251e-05,4.537825027200397e-05,0.000414496737149901,2.6389893316899404e-05,3.539445301634614e-05,3.685444035707457e-05,2.9278159139559586e-05,7.485862376841772e-05,2.5937400522281423e-05,1.9917699305473377e-05,2.6444642499789228e-05,3.669241279130871e-05,3.9807426525161266e-05,3.9133576467265436e-05,2.7444498666471458e-05,2.7969116896973705e-05,5.076276105374112e-05,2.9209248685555917e-05,4.1919039070858083e-05,4.244229886887264e-05,1.9437975495676204e-05,0.009890608071773785,3.685024608689564e-05,4.598608664793521e-05,1.700808646406534e-05,0.0,4.3745095567656865e-05,3.259811285467475e-05,4.310966843711195e-05,3.974665634545212e-05,2.688944998630128e-05,3.119882407892563e-05,4.088615543751563e-05,2.9595374264399857e-05,4.534175453815372e-05,4.382098252696011e-05,4.179855759641268e-05
Aircraft and spacecraft,7.711624442533212e-05,9.935707670222128e-05,4.560425597918361e-05,2.929044838299325e-05,5.518225196379251e-05,2.8336689191265717e-05,3.805742603722327e-05,4.0740844997238074e-05,2.6370266276608e-05,5.0524473492919636e-05,3.522496505262069e-05,0.0002244625588645907,4.183389093170028e-05,4.8796823882792276e-05,5.73814168314078e-05,0.00010153925370904571,8.078763583007773e-05,3.1572173622952795e-05,5.645020271135418e-05,7.34138015678509e-05,0.00011632028984935087,0.0001429903934202439,0.00016306254275010853,3.901838385533479e-05,4.953951038848921e-05,2.7765710663194293e-05,1.893880694847451e-05,0.0013440552432452788,3.2726219046843386e-05,2.5956252140108055e-05,3.180871679061499e-05,2.80744206962902e-05,5.799582336232985e-05,4.248741671149183e-05,2.60651988690642e-05,0.0,8.496673317717579e-05,0.8397962046317534,2.92336257447019e-05,4.5213267369368726e-05,3.6496045102938214e-05,4.468836575286572e-05,3.670739874692155e-05,3.584443536803721e-05,4.733580137242359e-05,0.00011692058195615282,5.5778028687779617e-05,4.597753880607352e-05,3.212445633427958e-05,0.00017271204089648566,4.0684591166332756e-05,3.7786601367101035e-05,2.7320251176910145e-05,6.170179689658516e-05,4.879682388279228e-05,2.6418624424319424e-05,3.221863780674813e-05,0.0002325950649876763,3.914615404291765e-05,3.2190283781919704e-05,3.7076449562076275e-05,0.0034041259363085828,3.947794067688811e-05,6.132885950281532e-05,2.853714064716459e-05,9.866155689575749e-05,3.952241627079949e-05,0.0,1.6118365266096666e-05,3.9187657264630426e-05,0.0001807754567121996,2.9156097753180208e-05,3.333526217855012e-05,3.699207999157187e-05,1.893880694847451e-05,9.934469633904569e-05,7.717928836057834e-05,4.8207692304540485e-05,0.0009047850790721919,9.856689347752615e-05,3.710695250821474e-05,8.569545159288922e-05,3.276821693668292e-05,3.5663161241466035e-05,8.320059062800153e-05,3.7107292758962176e-05,2.5506895554994216e-05,3.9832117222573886e-05,7.775019948746622e-05,2.9231237762797405e-05,0.00018967333586966873,3.7157328591868894e-05,4.470367441315009e-05,2.7030677105831775e-05,0.0011391233652981757,0.0,5.220952859782039e-05,3.6889110754767776e-05,2.598464178681194e-05,6.713451445615508e-05,5.738531228436114e-05,0.00010690002399948237,0.00014140978191323685,2.5521113209692667e-05,0.00014971652196315015,3.4354608643807e-05,2.9246205515067543e-05,8.330218831522397e-05,1.1546047586743745e-05,3.535681968156118e-05,9.934469633904569e-05,2.8909706635432186e-05,0.00011629829319459949,3.632876911878345e-05,0.0002606440717367732,0.00017326989512414962,6.009098590710382e-05,2.5819487670514534e-05,2.715069341209315e-05,0.00014436688497248485,0.0002953865797141544,0.000309699569328805,4.880535047702165e-05,4.6948737926913346e-05,2.679978816787557e-05,0.0,4.103533871057058e-05,0.0026469943968699403,4.4272651950938784e-05,3.781700886991363e-05,7.04891466580664e-05,1.6627406151380843e-05,8.790404378779383e-05,2.2147166730787058e-05,0.005974505082423989,4.119545385117007e-05,3.510272499670443e-05,0.0001360896737697251,0.00026037662184778056,4.0806092428913185e-05,3.6276467203858733e-05,4.5750570654702184e-05,0.00016632922357008188,0.0,6.573790398579941e-05,2.1980405733909655e-05,3.580901270429135e-05,0.00014188632900310178,3.414956126212073e-05,0.00013084231842493425,4.433434554559548e-05,2.6518111649322795e-05,1.988556178573508e-05,0.0,5.540769994087019e-05,0.00035323958663046793,2.509878304062736e-05,9.871699163418923e-05,3.503760203975234e-05,3.9681578326304253e-05,4.8796823882792255e-05,4.9849211498414434e-05,0.00015469595212901527,0.00020425658148047078,2.6034773481325964e-05,1.8938806948474496e-05,0.00010150619584059396,7.889347326312019e-05,2.600245309094912e-05,0.00010062346329746078,3.4525606181145656e-05,0.0004728577043815473,2.5506895554994216e-05,2.6846160178127042e-05,9.856689347752617e-05,2.50956655470553e-05,4.7026179343286566e-05,3.123035912084323e-05,0.0004728577043815473,0.00027212606114814333,7.427988460530276e-05,0.07559075178583788,3.083336907239214e-05,0.00014140978191323685,0.0,3.3930160905630225e-05,5.385318741231033e-05,3.0496370783005963e-05,0.000354729326132987,0.00014046295845240875,0.00043074913574616053,2.7485954203321126e-05,0.00020560367088540276,0.0002769821997898633,0.0003301994357393121,7.64515908613481e-05,0.00010675097143794416,3.6003385705689014e-05,3.908313342480138e-05,2.8120349418082794e-05,0.0001297559346472185,0.00021036358167938048,0.00020695478381691228,5.539084745682911e-05,0.0002163449735971579,5.295340168721397e-05,4.305215827911239e-05,0.0003394188752817125,3.2112003578565186e-05,0.0007056569585249872,6.215497689947322e-05,4.766566356316512e-05,2.764547070355085e-05,2.1555335195730038e-05,3.990988388119664e-05,2.8909706635432176e-05,2.9758573068465103e-05,4.342126982255852e-05,0.00010450847930518787,0.001141752182151998,8.089325081453461e-05,2.327402641449205e-05,2.509878304062736e-05,4.734044235150342e-05,3.710695250821473e-05,2.602501205136955e-05,4.3415630272829855e-05,5.5630487341728775e-05,6.602150690787778e-05,5.755135009706549e-05,4.5380870165471534e-05,3.686169052343726e-05,3.7204345695832384e-05,4.764377276583147e-05,0.00016041113163114184,0.0004998759976230543
Animal feed ingredients and pet foods,0.0,1.0000000000045297,1.0000000000045817,0.0,1.0000000000045814,0.0,1.0000000000045794,1.000000000004582,1.0000000000045814,0.0,0.0,0.0,1.000000000004582,1.000000000004581,1.0000000000045808,1.0000000000045814,1.0000000000045792,1.000000000004582,1.0000000000045821,0.0,1.0000000000045821,1.0000000000045821,1.0000000000045812,1.0000000000045774,1.0000000000045814,1.0000000000045808,0.0,1.0000000000045814,1.0000000000045817,0.0,1.0000000000045817,1.0000000000045814,1.000000000004582,1.0000000000045817,1.0000000000045726,0.0,1.000000000004582,0.0,1.000000000004582,0.0,1.000000000004582,1.000000000004582,1.000000000004582,1.0000000000045814,1.0000000000045817,1.0000000000045814,1.0000000000045826,1.0000000000045812,1.0000000000045817,1.0000000000045821,1.0000000000045821,1.000000000004582,1.0000000000045817,0.0,0.0,0.0,1.0000000000045817,1.000000000004581,1.000000000004581,1.0000000000045735,1.000000000004582,1.0000000000045808,1.0000000000045817,1.0000000000045817,1.000000000004581,1.0000000000045817,1.00000000000458,0.0,1.000000000004582,1.0000000000045814,1.000000000004582,1.0000000000045814,1.0000000000045817,0.0,1.0000000000045814,0.0,1.0000000000045814,1.0000000000045821,1.0000000000045817,0.0,1.000000000004581,1.0000000000045812,1.0000000000045812,0.0,1.000000000004582,1.0000000000045817,1.0000000000045823,1.0000000000045812,1.000000000004582,1.000000000004582,0.0,1.000000000004582,0.0,1.000000000004582,1.000000000004582,0.0,1.0000000000045817,1.0000000000045812,1.000000000004581,1.0000000000045814,1.000000000004582,1.0000000000045726,0.0,1.000000000004582,1.0000000000045821,1.000000000004582,1.0000000000045792,1.0000000000045817,1.0000000000045812,1.0000000000045812,1.0000000000045797,1.0000000000045821,1.0000000000045814,1.0000000000045715,1.0000000000045817,1.0000000000045817,0.0,1.0000000000045817,1.000000000004582,1.0000000000045748,1.0000000000045812,1.0000000000045814,1.0000000000045814,1.0000000000045814,1.000000000004582,0.0,1.0000000000045823,1.0000000000045806,1.000000000004582,1.0000000000045806,1.000000000004583,1.0000000000045817,1.000000000004581,1.0000000000045817,1.0000000000040297,1.0000000000045814,0.0,1.0000000000045817,1.000000000004581,1.0000000000045817,1.000000000004582,1.0000000000045803,1.0000000000045823,0.0,1.0000000000045826,1.000000000004582,0.0,1.0000000000045823,1.0000000000045826,1.0000000000045817,1.0000000000045823,1.0000000000045817,1.0000000000045814,0.0,1.0000000000045814,1.0000000000045821,1.0000000000045817,1.0000000000045814,1.0000000000045788,1.000000000004557,0.0,1.0000000000045817,1.0000000000045761,1.0000000000045268,1.000000000004582,0.0,1.0000000000045806,1.0000000000045817,0.0,1.0000000000045817,1.0000000000045806,1.0000000000045821,1.0000000000045821,1.0000000000045814,1.000000000004582,1.0000000000045821,1.0000000000045777,1.0000000000045821,1.0000000000045812,1.0000000000045797,1.0000000000045817,1.0000000000045817,1.0000000000045821,1.0000000000045817,0.0,0.0,0.0,1.000000000004582,1.0000000000045823,0.0,1.000000000004579,0.0,1.0000000000045812,1.0000000000045726,1.0000000000045812,1.0000000000045817,1.0000000000045812,1.000000000004581,1.000000000004581,1.0000000000045823,0.0,1.0000000000045677,1.0000000000045814,0.0,1.0000000000045808,1.000000000004581,1.0000000000045812,1.000000000004581,0.0,1.0000000000045821,1.000000000004582,1.0000000000045814,1.0000000000045808,1.0000000000045812,1.000000000004582,0.0,1.000000000004582,1.0000000000045797,1.0000000000045726,1.0000000000045814,0.0,1.0000000000045817,1.0000000000045821,1.0000000000045814,0.0,1.0000000000045817,1.0000000000045826,0.0,1.0000000000045823,1.0000000000045821,0.0,1.0000000000045817,1.000000000004582,1.0000000000045823,1.0000000000045821,1.0000000000045823
Articles of concrete cement and plaster,8.857712863983972e-06,7.012866992732033e-05,2.757560476968553e-05,5.866525125750272e-06,7.919998011751718e-06,5.41574240179108e-07,7.968126364283385e-05,1.4709428427324032e-05,6.859586472040238e-07,3.394559346815583e-05,1.3518712925574556e-06,3.2504890619639895e-07,9.194756846222647e-06,2.549335030185663e-06,3.333456022534322e-07,1.3415318534401353e-06,3.235795410489488e-05,3.899931416256374e-07,3.7605826123868244e-05,1.5490826750410178e-06,3.576517375869286e-05,7.660494865647243e-05,1.22608864607365e-07,8.684403155890341e-05,6.5824048014030045e-06,2.348399949291087e-07,1.8309745616746381e-07,1.1775161981503302e-05,1.6178651746844837e-05,5.9543297980141605e-06,1.888171043730974e-05,2.786249863481221e-05,7.563840266430987e-06,4.090825612291445e-05,0.0005401282603507043,5.073289067312116e-06,4.9034907214341e-05,1.6117114470483383e-05,1.3518712925574556e-06,2.549335030185662e-06,6.3824100195790615e-06,1.6606298595322723e-05,3.6172025329839475e-05,6.873806862136807e-06,1.5999954444812722e-05,0.0001979080767804784,3.109413683970186e-05,2.3629063558429953e-05,5.178610559729295e-07,3.223289301961948e-05,2.4501031497533883e-06,4.579863159558293e-06,4.914617865025414e-06,4.332349917875771e-06,2.200835108284661e-05,1.1031813655748737e-05,5.676715221379401e-07,6.4931238088889e-07,3.9250957844127284e-07,4.046698270344368e-05,8.370692249224733e-06,3.2504890619639895e-07,5.073289067312116e-06,3.6901290135609126e-06,1.2798464913085345e-06,1.8004754784052658e-05,1.5429501613644045e-05,0.0,5.324935382950651e-07,3.5672967777131555e-07,4.955553475118298e-05,1.0307005527812806e-07,3.9694998996927983e-05,3.402290425011322e-05,1.845309958400656e-07,3.175579564191946e-05,5.356403793940475e-07,4.707057788064324e-05,1.6677572370488255e-05,1.7431616781390335e-05,3.402290425011322e-05,1.9887489785933704e-07,4.6521827739375113e-05,5.5737217976890036e-06,3.080796275152607e-05,2.744570240189175e-05,9.665190704363858e-07,2.070143880626035e-05,1.3889337743411737e-06,1.294254238165936e-05,3.3460243250008065e-07,4.395255773861844e-06,4.300593694936733e-05,1.4714589172781383e-05,3.8312282753675395e-05,0.0,5.942103416667416e-06,1.1249581338502641e-07,1.1210250975687087e-05,1.0172540500935083e-07,0.00019711011171413462,0.000540194018162363,0.0,2.629721124609091e-06,3.0124825963763488e-05,1.1646224444881747e-05,2.093761698892875e-06,1.7861137923756885e-05,2.254052783489894e-07,1.238311832111978e-05,4.744240871583713e-05,6.344646260322697e-05,6.501173146693957e-07,4.342862867597878e-05,6.06845309779947e-07,3.478901218361372e-05,3.657933236552148e-05,6.6484139707884e-06,3.609111511610564e-05,5.2441994312656775e-05,3.273033153765036e-05,2.109797587686187e-05,1.679485316903453e-05,8.771606742359208e-06,9.411369373001278e-06,0.0,5.102273714682517e-05,6.714698600010584e-07,1.7871813051732987e-07,9.764934081763608e-07,3.635209663197931e-05,2.89846453666446e-07,6.64093340509359e-07,2.136679253310411e-05,0.05111689174447614,1.0415869897829645e-07,2.9517945302006806e-05,8.54616764224036e-07,7.3572151885853126e-06,1.524022585215943e-06,3.7129132963598814e-05,1.4197366150059113e-06,3.314318082456339e-05,4.321021044968405e-05,2.293495138963485e-05,1.95247901855039e-05,5.486056903570811e-06,0.00022297216688755523,5.009605675944292e-05,5.11940526661676e-05,5.136708720492045e-05,1.246914196881512e-05,3.7850296138517075e-05,2.1003418768269246e-05,0.00017317595652642094,4.709514562207626e-06,2.2190727619836777e-05,1.1131352109839893e-06,2.9957843234456195e-07,0.0003942240942198291,6.1279728915456625e-06,2.2190727619836777e-05,8.337661303496589e-05,0.0007273398097382637,1.120660597564207e-05,2.2190727619836788e-05,1.4218966152350835e-05,9.447140991759153e-05,4.540631073754121e-05,4.148598818499703e-05,1.8333920951706966e-07,3.609808191122122e-05,1.615580215307117e-07,2.4614033772696094e-05,1.7431616781390338e-05,1.6652859954163817e-05,2.08247881292159e-06,8.790468912906133e-08,1.60959184453287e-05,4.5428147983653536e-05,4.875480697304418e-05,4.95673020201934e-05,3.4413666139896773e-07,2.0847367364593534e-05,0.0,3.587703611178093e-05,3.47332197838446e-05,5.8033964842672505e-05,6.949252351816879e-06,2.4404825638389465e-07,6.068281317652316e-05,2.8128390605312423e-07,9.471580160744152e-07,3.909348105443884e-05,5.14055779615213e-06,1.819992442021408e-05,2.1502902541942776e-07,5.5725798297438e-07,1.5100947955251132e-07,5.1593669640744845e-05,5.3763619436359265e-06,0.00882646715025045,1.9964979095402617e-05,5.414263393821394e-06,1.3794147852930322e-05,3.641110642213231e-05,3.118447651212903e-05,6.307412636227089e-06,3.661652204182357e-05,1.7222786493117725e-06,5.615128770862332e-05,3.14673703143613e-05,1.8534729242911065e-05,2.4091625180384116e-06,6.086745710646015e-08,3.969251467300418e-05,4.669653441510069e-05,2.4969532211865772e-06,4.146753233499248e-05,3.1295546563413225e-07,0.0,1.401465087514374e-05,5.859823010535919e-06,1.1361706216026183e-07,0.0,9.718089263256845e-06,2.361245249472855e-05,6.5548839809400774e-06,4.585251474703165e-05,3.209768555207128e-05,2.599194280423888e-05,3.661652204182357e-05,0.0013593156534222237,4.943682030543464e-05,0.00029705223838770754,4.725069458211554e-05
