,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,5.643467623768748e-06,1.8614366593687696e-05,8.513243771927365e-06,5.773685797351937e-06,2.771333067740069e-05,8.577282881556344e-06,1.2813307719336575e-05,6.350819261342337e-06,1.5844204475875508e-05,7.628272277836809e-06,7.872147283811153e-06,8.176537490458157e-06,7.195490933708437e-06,7.393791536700496e-06,7.986986044503189e-06,3.426129233332205e-05,8.615897949285992e-06,8.337248845923768e-06,8.873945862671921e-06,8.137507593382797e-06,1.1743871019868752e-05,7.891458441199351e-06,2.0937878252904066e-05,1.724645282917552e-05,6.082708785502982e-06,1.9136471422834357e-05,8.758004499285921e-06,1.0553536157688085e-05,7.201220217089023e-06,5.322947573979698e-06,7.392223309022889e-06,3.075470895451898e-06,2.3470765231541674e-05,7.624688586342133e-06,7.831373101103462e-06,0.0,1.1538187057476508e-05,8.001984868875645e-06,6.528934057091952e-06,7.393791536700496e-06,8.075807403901231e-06,1.0143764567775432e-05,7.770013785647803e-06,1.3128209377867936e-05,9.38216038139429e-06,8.930501739880497e-06,8.618233119699698e-06,8.007912208258633e-06,6.401016808030557e-06,2.297239929623978e-05,9.277539283181207e-06,7.234897896417885e-06,1.070640214837521e-05,6.370767076147982e-06,7.394863054060359e-06,5.364895634741229e-06,4.2087676205494e-05,8.970962198274742e-06,8.462046448867603e-06,8.311431046282117e-06,6.9064569154341115e-06,8.562870868615591e-06,9.519176032982197e-06,2.4015042352828922e-05,2.3217424697413253e-06,3.917910179265628e-05,1.1241820778937874e-05,8.462046448867603e-06,8.734680496285453e-06,7.975607272214408e-06,8.368059745580216e-06,8.479497926453358e-06,7.64640490580993e-06,1.0143427169680097e-05,8.749704811484583e-06,1.603931510588927e-05,8.487277723104635e-06,7.705909602276677e-06,1.5020310154356877e-05,6.224617661106044e-05,1.0143427169680097e-05,7.148702033421459e-05,6.19441175816975e-05,9.012983801291708e-06,1.346540705968802e-05,1.46456410093394e-05,3.963839867081427e-05,1.3002187764313426e-05,1.469405866678154e-05,6.37963401033939e-06,8.54475620656884e-06,8.478982074297716e-06,7.763462198478165e-06,1.107915355264012e-05,7.77028130947963e-06,0.0,7.028519239908948e-06,9.817194431018687e-06,8.541294568046191e-06,8.074547041242721e-06,7.750176466979764e-06,7.832274285575403e-06,7.737121762234687e-06,8.253575568602565e-06,1.7606890012571153e-05,8.980725729331443e-06,2.5429040069390904e-05,9.192206881956388e-06,7.093387206384936e-06,1.6047421160655766e-05,7.487068234181383e-06,1.1657540202468443e-05,1.2550154930802855e-05,1.3075136219753364e-05,8.399009000685021e-06,7.573445684207401e-06,5.348279016669483e-06,7.75722032985245e-06,1.6424037513954976e-05,7.814237405609645e-06,1.8001666687845124e-05,1.19532819858847e-05,2.394530517779131e-05,1.184631023095241e-05,0.0,8.192662070596747e-06,1.1002392980460796e-05,9.777302250381282e-06,8.353961241759168e-06,8.69707079978224e-06,7.5243702651186e-06,1.5344105770996678e-05,1.6516734363736246e-05,8.381839662559227e-06,9.685514284891155e-06,6.832052422973835e-06,6.441792644291187e-06,2.2207330251130546e-05,9.514548530937856e-06,1.4868402181369046e-05,7.854472812026833e-06,1.5067645127593014e-05,9.681905888145816e-06,7.75857360606711e-06,9.035501191267147e-06,2.8651740391354102e-05,5.223140340492833e-06,1.8091657617616615e-05,1.0185338682333123e-05,7.773941678278164e-06,1.0857122150082239e-05,8.911334027306523e-06,1.0520313405554624e-05,7.53967395393978e-06,8.78217631714687e-06,1.4378146673140193e-05,7.530617252148101e-06,8.092459008460325e-06,7.764519527529159e-06,7.977929935860184e-06,7.3750344160721045e-06,7.53967395393978e-06,1.2312025481013356e-05,8.507828356840766e-06,1.1750692112188219e-05,7.4613441913822346e-06,7.302839684403928e-06,7.746346855794383e-06,7.57359796091211e-06,7.714632034868294e-06,7.74057671079085e-06,1.2456553503064162e-05,1.005431302145168e-05,8.042008476339832e-06,6.224617661106045e-05,9.579474834593438e-06,1.588427218855499e-05,9.751100210208076e-06,1.3078068547814596e-05,8.798621926885228e-06,2.1807545630179015e-05,3.348748317636971e-05,1.6873031187105428e-05,7.737121762234687e-06,0.0,1.0743612319658978e-05,5.785860104969118e-06,1.4981167918216256e-05,1.0826241627232358e-05,8.391862263257387e-06,1.3234474549803344e-05,8.222848798799168e-06,1.174488842074637e-05,9.129288594438948e-06,1.182862903240679e-05,1.1145722249318979e-05,8.09981231246821e-06,1.722785194198912e-05,8.124445349873045e-06,1.0712192768807244e-05,5.223173101182277e-06,1.1480279415468238e-05,8.33589095722864e-05,5.095484729706906e-06,8.281336815247846e-06,1.1496314360738124e-05,7.93404126197088e-06,1.2934402954066275e-05,7.559436613263827e-06,0.0001520980465354784,7.746678632272094e-06,7.736969243600468e-06,2.8357174353345973e-05,1.797552232641548e-05,0.00019317771417972442,7.81785662989463e-06,7.903763818254506e-06,7.962645025008206e-06,9.43286084233058e-06,8.881885630350963e-06,8.092459008460325e-06,5.800430798750561e-06,5.061528188699388e-06,1.203659819443711e-05,8.092459008460325e-06,7.914364883195572e-06,1.4216275847713543e-05,5.359343579232907e-06,7.8461689469391e-06,7.728596510013005e-06,8.337550061941063e-06,7.559436613263827e-06,9.490911146872692e-06,1.1477391395049153e-05,1.0562696171223706e-05,1.1280618345075815e-05
Agricultural and forestry machinery,8.485685029726863e-06,8.105504051428377e-05,0.00011179666720214414,7.297643926372697e-06,6.918307365032383e-05,1.0147022187336115e-05,4.280982891330418e-05,1.6975537993897657e-05,8.426802752648828e-05,1.4436497025871745e-05,8.744391736736124e-06,9.083606019904294e-06,5.902695056816622e-05,8.734563577950297e-06,6.691285425081759e-06,0.0002943433077703627,2.4922660153651907e-05,9.900579802543186e-06,1.7460512430654254e-05,1.0115326234892859e-05,1.9227161670988582e-05,2.4945558130963578e-05,5.702798083325626e-05,0.00012109977362649467,1.2669228755857894e-05,7.560424753459688e-05,1.0953559390035464e-05,1.7726509469015186e-05,9.995601862590404e-06,7.331764214892153e-06,1.630377893646749e-05,1.1282707248306006e-05,9.841230282746845e-06,1.752004759927391e-05,3.4539075938023863e-05,0.0,5.102305115500563e-05,1.0722581543795324e-05,1.055182774293309e-05,8.734563577950297e-06,1.2798281237363284e-05,2.461957379122254e-05,1.4929481892792301e-05,5.258213398329068e-05,3.532036524241697e-05,3.879528851173244e-05,1.445008419107616e-05,1.3691829658421711e-05,1.697682710606395e-05,1.882649120466682e-05,2.1535831893529377e-05,2.2031589067773052e-05,1.5305372072900054e-05,9.24493252684874e-06,8.734563577950297e-06,8.623161709115349e-06,0.00011474853573295452,8.650527457888402e-06,6.789907668859916e-06,4.7126847818487e-05,1.57598138468927e-05,1.0839831482015843e-05,1.9705902381172235e-05,0.00016252257384503045,2.752295057347972e-05,7.231993996187508e-05,0.00022304383645725293,0.0,1.047460311360332e-05,9.41168175969093e-06,4.547940153475571e-05,7.092854084372185e-06,2.905172212231237e-05,1.2265208367361428e-05,9.083606019904294e-06,6.323151513931711e-05,1.016665713114196e-05,1.4470082903652507e-05,2.0033305288630096e-05,6.484164500226527e-05,1.169206789561197e-05,0.00018862927886867912,2.014372572867547e-05,1.0576725181445575e-05,3.952293030967989e-05,1.8107033533832613e-05,2.439980467297073e-05,6.422560984299338e-05,3.821669284994155e-05,1.1741777821601539e-05,1.0299391560583512e-05,1.6115155472423978e-05,2.0303256644213722e-05,1.7537156517664753e-05,1.5528452413501994e-05,0.0,1.4450611661945578e-05,3.166156719206767e-05,1.1928941644229854e-05,1.731827884748967e-05,2.2990521425529766e-05,2.7159176559395117e-05,7.297643926372697e-06,1.5505468866977248e-05,0.00010357047760975701,1.06557289637087e-05,3.6951997512491816e-05,2.2198769790281106e-05,1.3317872214703792e-05,0.00012576150296855106,1.3896562903951828e-05,2.6332213029233977e-05,9.187752416022786e-05,6.294932328649981e-05,2.166430297188376e-05,1.8151650162199577e-05,8.10683036849665e-06,1.8333263282838892e-05,4.0376529226363214e-05,1.940921896378539e-05,0.00010372930242612515,3.474916100362729e-05,0.00036380987680604025,9.797671746469193e-06,0.0,3.5430503086322036e-05,3.141970731374068e-05,1.3029357338163088e-05,8.379677238296198e-06,1.2478256863905266e-05,1.1338821510277921e-05,0.00010676886008953868,8.634744721036647e-05,3.242342190939043e-05,2.3575544197355934e-05,1.4819587509382965e-05,1.0971416856857415e-05,0.00013337177489753123,2.529035609282426e-05,5.2286238544969016e-05,2.7592862880741126e-05,8.515355695727112e-05,1.6916713344394813e-05,1.7552200689021144e-05,3.3436703214522606e-05,4.38678347258025e-05,7.297643926372697e-06,1.795331387019141e-05,2.460848394152478e-05,2.0014982345837506e-05,3.6524722245953214e-05,5.896976147628197e-05,4.1231713133467614e-05,9.5097210026334e-06,4.8353363037157535e-05,1.3278795617571227e-05,1.1129659450925627e-05,1.011351720546157e-05,1.1541447872088219e-05,2.297373504921268e-05,9.144879705374131e-06,1.3511271692576623e-05,6.31220888272599e-05,6.812519984861733e-05,2.118916373529663e-05,1.1354128251061555e-05,2.667654836850335e-05,2.8369865335323978e-05,1.328263427823792e-05,2.3098369045074646e-05,8.33617805895289e-06,1.4929481892792298e-05,2.6651499643577698e-05,1.3753319726977961e-05,6.484164500226529e-05,1.31357143522282e-05,8.234777915627169e-05,3.3676567016472885e-05,2.085917406344356e-05,2.088450748720079e-05,4.6617466564207215e-05,0.00017087738878701088,2.7357738580404012e-05,1.5227970486912728e-05,0.0,1.5576097886517676e-05,1.7221763495720825e-05,4.4036823007822886e-05,1.5879277129617233e-05,9.305466977378554e-06,8.743503753733995e-05,9.18980012872804e-06,8.97287323227137e-05,1.2940429145776966e-05,1.7590975668656695e-05,1.5229717133602899e-05,1.4675357399818478e-05,3.312666913863384e-05,8.460001987462261e-06,3.695628749139458e-05,7.361103523415042e-06,2.792390455216061e-05,0.00015848568289732483,7.30884338703568e-06,9.419027845746208e-05,3.652680619436011e-05,2.2146069308611612e-05,0.00014877987480711906,9.900579802543181e-06,7.20661817984061e-05,1.6219045000475892e-05,2.09846175611815e-05,1.1244048352194801e-05,0.00010199498838171538,0.0008445389410805205,2.762393774974453e-05,1.752864810420945e-05,2.5867127918888845e-05,6.267153263476733e-05,1.5694671380213603e-05,1.0796164944321627e-05,2.9371755235542616e-05,7.297643926372697e-06,0.0001201747654961331,0.0,7.985442026639643e-06,2.046671701863116e-05,8.532395058855635e-06,2.5703833174506205e-05,1.2304722401219811e-05,1.2758283310697655e-05,1.5542392984420577e-05,0.0001342129440207225,3.978501478829047e-05,3.861418502645087e-05,4.2774184614542235e-05
Aircraft and spacecraft,1.1558145018815586e-06,1.0230102544827975e-06,1.4482334192465096e-06,1.0178174686668414e-06,7.348821426543204e-07,1.1270179990233298e-06,1.1705098672910257e-06,1.0466774692974934e-06,1.5483146862355905e-06,1.50150479563534e-06,1.1781719571515925e-06,2.9208578978417596e-06,1.2076735653723464e-06,6.215433449791502e-07,1.494857773945451e-06,1.1741627159133697e-06,1.1811018206612755e-06,1.598329067679415e-06,1.4479663048753682e-06,2.7377170305243195e-06,1.1551582147745163e-06,1.5830864996433416e-06,1.2453666889133796e-06,1.3027827541245487e-06,1.2141227098096903e-06,7.417690978679489e-07,2.284823636083853e-06,9.175672463350395e-07,7.915925039622495e-07,7.751788846872016e-07,1.0145159344176878e-06,1.0858688046497272e-06,9.627571657078786e-07,1.1036934147048034e-06,2.217599723989313e-06,0.0,1.9922186368829874e-06,1.460369343461685e-06,9.85818057268072e-07,9.142990268834155e-07,1.0737162064619077e-06,1.6644259330677474e-06,1.368313728779324e-06,2.06051512280993e-06,1.6744854179768185e-06,1.3816430056397975e-06,1.4580503570453197e-06,8.439001485908893e-07,1.6312698981015087e-06,2.4956247913605596e-06,1.305504544835082e-06,8.252011708476763e-07,1.284323669206099e-06,2.2310094520116343e-06,6.215433449791502e-07,8.803917181179173e-07,1.0242139823724615e-06,2.946025560849146e-06,1.3114277901598623e-06,8.703850626758396e-07,1.551431549956556e-06,1.0646939382344343e-06,9.398892401340294e-07,1.6978219165174217e-06,8.04188902023837e-07,1.0488788121339452e-06,1.0961984230591662e-06,0.0,5.073704326174933e-07,8.679901475452819e-07,1.1999590837706383e-06,1.8245438119872614e-06,2.0250699779249987e-06,1.5706472923597445e-06,2.284823636083853e-06,9.001098340627269e-07,1.3094565625579102e-06,8.907032162864946e-07,1.5743275096004363e-06,3.54427385652739e-06,1.576537706814436e-06,1.1507621674352931e-06,1.1249847949235456e-06,1.0999212139937492e-06,1.2096336934352993e-06,1.5759891429975859e-06,1.944605720966296e-06,1.2093808249164925e-06,7.819742655702896e-07,9.85642137566155e-07,1.2904059706413704e-06,1.4640619085411355e-06,9.278144628128039e-07,7.952386688324333e-07,1.3604159157902347e-06,0.0,9.051889908303134e-07,8.444394712674197e-07,7.53892901249838e-07,5.679486963863291e-06,1.2400427474911772e-06,1.2488708057604277e-06,9.932596971584997e-07,1.6337015790106938e-06,1.3111285148266134e-06,9.823604952004347e-07,8.876799586266202e-07,3.2124654359866357e-07,7.346428043514128e-07,9.001098340627269e-07,1.0864828017618092e-06,1.2608674660776649e-06,1.0980153614237598e-06,1.0162477109940831e-06,1.06719680682118e-06,6.986165535764261e-07,7.527114133618634e-07,8.052314976198489e-07,1.453420110923878e-06,1.2510566139090728e-06,1.442469569624927e-06,1.2963839654727735e-06,1.7868952128981702e-06,9.483580975229346e-07,0.0,1.3086408700216636e-06,2.2437356420761865e-06,1.1127102505723415e-06,1.1960067301780014e-06,9.802847546963347e-07,9.671261610885227e-07,8.542615836718214e-07,1.0154151681848465e-06,2.201109594715562e-06,1.3536864171675613e-06,1.0606424186160657e-06,1.0314673661852044e-06,1.4104436897996566e-06,1.0520302284355081e-06,1.291619919797389e-06,2.0664794740455394e-06,9.108771912828155e-07,9.443210033427864e-07,0.0,8.549376593924531e-07,7.825893350967133e-07,1.4791559304528746e-06,1.4631053138878465e-06,7.997966594871933e-07,1.4051568684519405e-06,1.5960730268973434e-06,2.203550102073188e-06,2.1292869424355883e-06,0.0,1.0790839274991874e-06,1.053891453128104e-06,7.001101045249168e-07,3.5469731871429363e-06,1.025213298768697e-06,1.3878855797324903e-06,6.215433449791502e-07,1.1419674741864328e-06,1.6110752775737212e-06,1.0085101418266072e-06,1.9382810376588157e-06,2.284823636083854e-06,8.881531640891455e-07,1.43521094608733e-06,7.215647973581059e-07,1.0529763814708513e-06,8.791551034537036e-07,1.1912277249225058e-06,1.944605720966296e-06,8.071807932969714e-07,3.5442738565273912e-06,7.197900724302939e-07,1.0609062780926197e-06,1.4315748451404238e-06,1.1912277249225058e-06,9.777148300455492e-07,1.053694828298144e-06,1.2071465899796554e-06,9.176589112754319e-07,9.932596971584997e-07,0.0,1.5763596795599693e-06,9.908570123512902e-07,1.56345541816197e-06,1.5214692659035768e-06,9.962866940393643e-07,8.050250472892973e-07,1.206340159417471e-06,1.0625664406641463e-06,1.1907816919073672e-06,1.6140118729268683e-06,2.570176773887784e-06,9.135507620997664e-07,1.0021515180005525e-06,9.200048320038187e-07,1.569788638324564e-06,1.5063835773358085e-06,1.30864380267544e-06,1.1785161609453807e-06,1.0506155360993345e-06,1.1471689243783623e-06,1.8985886856859432e-06,1.2736791156327056e-06,1.1381707386337078e-06,1.7135824348820533e-06,1.19208802272484e-06,1.862681171718464e-06,8.388764261668498e-07,7.751076898391926e-07,2.1311609949900064e-06,8.755341114795794e-07,1.0864828017618092e-06,8.669871451895403e-07,1.0933241538996892e-06,1.0678998500073208e-06,3.1657952021320137e-07,2.889990546054085e-06,7.331216475668662e-07,7.001101045249168e-07,8.774805154161949e-07,1.5765377068144364e-06,7.675971108139769e-07,8.092190685946577e-07,1.5916104551070718e-06,1.211427531631052e-06,6.926782221442285e-07,7.069117852791412e-07,1.0597152253602101e-06,1.2774517361163723e-06,2.914481889195439e-06,1.0615173135906856e-06,1.7185895120726682e-06
Animal feed ingredients and pet foods,0.0,1.0000000000970932,1.0000000000970994,0.0,1.0000000000970946,0.0,1.0000000000970974,1.0000000000970988,1.0000000000970988,0.0,0.0,0.0,1.0000000000970986,1.0000000000970983,1.0000000000970986,1.0000000000970803,1.0000000000970979,1.0000000000970988,1.0000000000970988,0.0,1.0000000000970979,1.0000000000970988,1.0000000000970983,1.000000000097097,1.0000000000970977,1.0000000000970983,0.0,1.000000000097098,1.0000000000970979,0.0,1.0000000000970983,1.000000000097098,1.0000000000970977,1.0000000000970974,1.0000000000970986,0.0,1.0000000000970983,0.0,1.0000000000970988,0.0,1.0000000000970986,1.0000000000970988,1.0000000000970986,1.0000000000970983,1.0000000000970983,1.0000000000970988,1.0000000000970992,1.0000000000970988,1.000000000097098,1.0000000000970997,1.0000000000970992,1.0000000000970988,1.0000000000970992,0.0,0.0,0.0,1.0000000000970926,1.0000000000970988,1.0000000000970983,1.0000000000970986,1.000000000097098,1.0000000000970986,1.0000000000970943,1.0000000000970988,1.0000000000970974,1.0000000000970974,1.0000000000970979,0.0,1.0000000000970992,1.0000000000970986,1.0000000000970988,1.0000000000970988,1.0000000000970988,0.0,1.0000000000970988,0.0,1.0000000000970974,1.0000000000970979,1.0000000000970992,0.0,1.0000000000970977,1.0000000000970906,1.0000000000970983,0.0,1.0000000000970988,1.0000000000970908,1.000000000097098,1.0000000000970992,1.000000000097098,1.0000000000970983,0.0,1.000000000097098,0.0,1.0000000000970988,1.0000000000970986,0.0,1.0000000000970977,1.000000000097099,1.0000000000970983,1.000000000097099,1.0000000000970983,1.0000000000970986,0.0,1.0000000000970986,1.0000000000970986,1.0000000000970983,1.0000000000970983,1.0000000000970983,1.000000000097098,1.0000000000970932,1.0000000000970986,1.0000000000970986,1.000000000097097,1.0000000000970983,1.0000000000970983,0.0,1.000000000097098,1.0000000000970986,1.000000000097094,1.000000000097098,1.0000000000970972,1.0000000000970986,1.0000000000970888,1.000000000097098,0.0,1.0000000000970988,1.0000000000970992,1.000000000097098,1.000000000097099,1.0000000000970983,1.0000000000970988,1.0000000000970979,1.000000000097098,1.0000000000970992,1.0000000000970983,1.0000000000970986,0.0,1.000000000097098,1.0000000000970979,1.0000000000970988,1.0000000000970986,1.0000000000970992,1.000000000097099,0.0,1.0000000000970988,1.0000000000970988,0.0,1.0000000000970986,1.0000000000970994,1.0000000000970988,1.0000000000970988,1.0000000000970992,1.000000000097098,0.0,1.0000000000970977,1.0000000000970972,1.0000000000970979,1.0000000000970986,1.0000000000970986,1.0000000000970986,0.0,1.0000000000970979,1.000000000097096,1.0000000000970972,1.0000000000970986,0.0,1.0000000000970974,1.0000000000970983,0.0,1.0000000000970983,1.000000000097099,1.0000000000970986,1.0000000000970992,1.0000000000970986,1.0000000000970994,1.0000000000970994,1.0000000000970886,1.0000000000970986,1.000000000097099,1.0000000000970977,1.0000000000970983,1.0000000000970979,1.000000000097098,1.000000000097098,0.0,0.0,0.0,1.0000000000970988,1.0000000000970983,0.0,1.0000000000970966,0.0,1.000000000097099,1.0000000000970988,1.0000000000970988,1.0000000000970983,1.0000000000970988,1.0000000000970988,1.000000000097098,1.0000000000970992,0.0,1.0000000000970992,1.0000000000970442,0.0,1.000000000097096,1.0000000000970979,1.000000000097098,1.0000000000970988,0.0,1.000000000097049,1.0000000000970983,1.0000000000970986,1.0000000000970992,1.000000000097088,1.0000000000970404,0.0,1.0000000000970986,1.000000000097098,1.0000000000970988,1.0000000000970988,0.0,1.000000000097098,1.0000000000970979,1.0000000000970908,0.0,1.0000000000970983,1.0000000000970988,0.0,1.0000000000970988,1.0000000000970983,0.0,1.0000000000970988,1.0000000000970974,1.0000000000970992,1.0000000000970994,1.0000000000970986
Articles of concrete cement and plaster,1.7260748048827953e-08,4.677949135050694e-07,1.5181094549335002e-07,7.602703412125702e-09,4.159694738526455e-08,2.0769746265507556e-09,7.523657305470927e-07,4.6390542668377553e-08,9.632132736618552e-09,9.714428845540856e-08,4.861729484866996e-09,1.1246069467996553e-09,1.39719955153422e-08,8.890929440493375e-09,1.2546671603961477e-09,3.947912749021903e-08,4.040234787545209e-06,3.2900761832297613e-09,1.1845406933195818e-07,1.1396710736693436e-08,2.5267759141198185e-07,1.0370869931413082e-07,7.249621356954865e-09,2.4124204656235234e-06,9.091172195383898e-09,2.1772229623394033e-09,6.6234494078609126e-09,1.0289829517369766e-07,2.223761159183809e-08,8.100825607260417e-09,6.317745679451657e-08,6.944582870105874e-08,1.4360581492375445e-08,7.369727381962056e-08,5.86989173164645e-07,9.734591673953803e-09,1.0033573130571862e-06,4.717225309179906e-08,4.861729484866996e-09,8.890929440493375e-09,1.0273755504517422e-08,4.337127896628244e-08,7.175216761516127e-08,1.631630159124423e-06,3.2632056514520735e-07,8.831113168905262e-07,3.0578577224451883e-07,1.6255691162653758e-07,1.1806916565351538e-08,9.77012528951185e-07,8.929196876784814e-09,1.7771705940117432e-08,1.0945985464111803e-08,1.4601015891976602e-08,4.25471593735489e-08,1.4051883429132474e-08,1.5383819066437106e-07,4.430273764397066e-10,6.424729430909612e-10,3.1749337058258906e-07,2.237582792526052e-08,1.1246069467996553e-09,9.734591673953803e-09,3.3948259759135697e-07,4.232158225111533e-09,0.000109693138235979,9.086642724083187e-05,0.0,2.0225499383856093e-09,2.804384016271232e-09,1.0053278638045906e-06,5.520354723171289e-10,1.1143397379976642e-07,5.8082005737899014e-08,7.118491646186624e-09,2.4827372372899002e-06,6.826940141031648e-09,6.480626893173587e-08,1.9095402123443733e-07,1.8928787412669047e-06,5.8082005737899014e-08,8.263867022977829e-08,3.090413467036679e-06,1.0433929769130702e-08,2.422005830101833e-07,2.418717995988317e-06,4.645289124289573e-09,1.4097264710146744e-07,2.0644383458561465e-08,2.496431724037611e-08,1.984393794090871e-09,9.029195848628993e-09,7.124125212979127e-08,1.094703092300375e-07,7.221426131931073e-08,0.0,1.344839039362001e-08,5.832254155683151e-10,2.1078437234394443e-08,2.2673628391432522e-10,7.057936398621566e-08,5.870528127817843e-07,0.0,5.048986147431028e-09,1.8160999822817042e-07,1.6254164829831158e-07,6.807731073855533e-07,7.822691596978716e-10,2.095348477343739e-08,4.304127151479217e-06,8.263869002785594e-08,3.973350065454795e-09,1.7922015291946243e-05,3.533416481643985e-09,8.254682611553135e-08,1.1907801497382703e-07,9.710318691065769e-09,6.978097608636046e-08,1.630858085051934e-06,9.167611505980406e-08,4.037418360848657e-06,1.8376883380549926e-06,1.564439675908576e-05,1.6130173329533084e-08,0.0,2.0997203051753528e-07,1.046679452191723e-06,4.604728391820494e-09,9.491945369569608e-10,4.69126540287636e-09,7.67393981157114e-08,6.261336601621245e-09,6.217781633289418e-09,3.2416638493605266e-05,1.2855966551693323e-07,4.28136297252716e-10,5.631101143267616e-08,3.9402204787708775e-08,3.58293730449194e-08,8.173893685181234e-08,1.3915411592348436e-07,2.879941928114983e-07,7.551709399856913e-08,7.054436933872744e-08,9.021014039979146e-07,8.5560046486156e-08,7.190594958379394e-09,2.934590708282845e-07,2.113895010062206e-06,7.323945819679466e-08,1.003640327157665e-06,2.852738092653527e-08,2.0935625347125262e-06,1.586293587369361e-07,2.8640051651407074e-06,1.2365216699264266e-08,1.6826331103967708e-07,1.0598497218756022e-08,1.526295369637649e-08,4.624203495405409e-07,1.8769994229637183e-08,1.6826331103967708e-07,7.200456782908735e-07,1.5870080857121406e-07,2.560900829512775e-08,1.6826331103967703e-07,1.0697721410895933e-07,8.535397882918256e-08,7.448708067522605e-08,6.86218234451229e-08,3.94021600347896e-10,7.184186038970994e-08,1.7981353452421708e-09,9.272492396699623e-08,1.8928787412669039e-06,4.407493014111282e-08,1.1640285785391857e-08,1.4369891293573866e-09,9.610432447043569e-08,1.4764012624028223e-06,3.4560323629356757e-06,6.932432540075684e-06,5.79805463304921e-08,2.904011492544796e-08,0.0,2.7127353326865706e-07,7.537663211027868e-08,4.076397849480419e-06,1.513511970274571e-08,6.325567192908912e-09,8.681926663307101e-07,6.679041539616593e-09,1.5444438758390555e-08,2.9799911303378598e-05,1.710581405428654e-08,2.0459796648823866e-07,6.213700684823388e-10,2.609573667433185e-09,4.1543952284585325e-09,1.0047367172713313e-06,8.645069326056728e-09,4.483703636481622e-07,6.105105961000555e-05,8.945603894096633e-09,8.50028226649566e-08,1.8416061400282505e-07,9.443951659654307e-08,7.600016714106568e-08,1.0463162174831434e-07,2.3624421512371381e-07,6.739355183588335e-08,1.017979067044571e-07,3.868468752537271e-08,1.6513612820247003e-06,1.5954734110316956e-06,1.114059910585483e-07,7.514566850124037e-08,8.82070417440535e-08,3.747514789753188e-05,2.6755198918300544e-09,0.0,6.483136367605303e-08,7.588972545060266e-09,2.3906586897652307e-09,0.0,1.0892291145549757e-08,6.062224957498476e-08,1.3495456703095789e-08,8.167518977679059e-08,7.255173922595351e-08,3.287444357213723e-08,1.0463162174831434e-07,1.8863125912945801e-06,1.049676822245896e-06,1.0362925162547099e-06,9.583924748710745e-07
