,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,7.117029017296275e-06,6.620103231186516e-06,6.831701172374008e-06,7.288122295319737e-06,6.048265645751733e-06,6.238335951983401e-06,6.748499324334665e-06,5.7196465068834725e-06,5.52229167140187e-06,6.865349036409489e-06,6.7491424589896495e-06,6.528909961140773e-06,6.9161417216704255e-06,6.552203331445814e-06,6.01411602232897e-06,6.762269850675535e-06,6.500280769891204e-06,6.7096270540047885e-06,6.7700890875958204e-06,6.738913441147361e-06,6.817486193585411e-06,5.002891596589412e-06,6.615246973612149e-06,7.146966560617298e-06,6.27339867696539e-06,6.5724142840331305e-06,6.373330273566193e-06,6.997097232884597e-06,7.36669510970698e-06,5.953169033285848e-06,2.731148534791051e-06,6.520677804735961e-06,6.861303764829589e-06,6.818457795504828e-06,0.0,6.717383106119185e-06,6.727363588024539e-06,7.109315653912455e-06,6.916141721670423e-06,6.702015265774595e-06,6.423880219895014e-06,6.819848831454012e-06,6.598687050436913e-06,6.769387923282498e-06,6.827803244596162e-06,6.695486865713571e-06,6.706772859439785e-06,3.924064303938477e-06,6.543139309374369e-06,6.248950206745047e-06,6.862677176330412e-06,6.139724822869691e-06,6.302249010163309e-06,6.9158828175913645e-06,7.350857023839039e-06,5.934377285035168e-06,6.626411145966199e-06,6.5399053661443895e-06,6.818618191468543e-06,7.020243374533913e-06,6.608729550622098e-06,6.799318574995356e-06,6.339288597836238e-06,1.8427332659322447e-06,6.148974856434451e-06,6.736730874615206e-06,6.5399053661443895e-06,6.1791230585363805e-06,6.713593235595321e-06,6.797326348998058e-06,6.622200747193374e-06,6.855104323549706e-06,6.749137674582527e-06,6.57873687327133e-06,6.352496333116384e-06,6.616427715143858e-06,6.847034218760617e-06,6.540976887303038e-06,5.9106264909966765e-06,6.749137674582527e-06,5.5538605671006945e-06,6.784729387319238e-06,6.501532521814936e-06,6.642789644739162e-06,6.700559246643932e-06,6.177445018494708e-06,6.618810108837908e-06,5.112864026486687e-06,0.0004174001753402751,6.619990273691894e-06,6.888388232719531e-06,6.828793950355822e-06,6.088785648805787e-06,6.828416506785298e-06,0.0,6.884143178754215e-06,6.321228191923126e-06,7.025423178546982e-06,6.35747682695525e-06,6.827926477079987e-06,6.820814601981773e-06,6.851233036964494e-06,6.877184909103606e-06,6.659317258264478e-06,6.253128931539898e-06,6.708853463520822e-06,6.405829530973493e-06,5.3890146803629565e-06,6.700619188400233e-06,6.347870919180586e-06,6.88340353899894e-06,6.013464858472601e-06,6.847540898918885e-06,6.080401105820881e-06,6.812783623183031e-06,6.86779408696269e-06,7.361887526972918e-06,6.821663233639354e-06,6.6185977231299365e-06,6.803548795720824e-06,6.529304943637868e-06,6.724257925221091e-06,6.489006003780509e-06,7.2063746709669355e-06,0.0,6.810081755436739e-06,6.7008726394595866e-06,6.453400702786757e-06,6.6035424390705755e-06,6.560657413800049e-06,6.868816424336294e-06,4.384883144820508e-06,6.2245113169466875e-06,6.730538684158314e-06,6.8099843509729785e-06,7.007680202600488e-06,7.099704454470967e-06,6.3239551491425e-06,6.364526155850561e-06,6.3768652487101355e-06,6.816426072918252e-06,6.315458481350307e-06,6.792688624794072e-06,6.822362954807328e-06,6.7873367352186465e-06,6.316502568773731e-06,7.392802232686933e-06,6.595366806960029e-06,6.774348448516037e-06,6.842558709664545e-06,6.6619564526459904e-06,6.279602094250713e-06,6.740987093241074e-06,6.878435993404437e-06,6.719711274453578e-06,6.8681195422083e-06,6.8807768480681134e-06,6.809184165365946e-06,6.807376887729669e-06,6.819931547965213e-06,6.848519789404749e-06,6.878435993404437e-06,6.725220059065268e-06,6.801487163654122e-06,6.7231712592627135e-06,6.805666892708307e-06,6.20179409521483e-06,6.832023528767049e-06,6.877077028248484e-06,6.835081853628721e-06,6.465520116778951e-06,6.7519262210525125e-06,6.3253461123993276e-06,5.111662829366138e-06,5.910626490996676e-06,6.601742264772416e-06,6.630408787307098e-06,6.480768296188319e-06,6.591604976300761e-06,6.803947908423033e-06,6.477148693283034e-06,6.435631740101578e-06,6.486054757819355e-06,6.851233036964494e-06,0.0,6.7248917493600875e-06,7.2547885247587305e-06,6.674491821095399e-06,6.63630915803398e-06,6.5950299702659985e-06,6.735249255736139e-06,6.7146633030795515e-06,6.3179389534900385e-06,6.825038457458898e-06,0.00013862058133473436,6.902999218924422e-06,6.640229824932384e-06,6.3638628300536886e-06,6.600162849954775e-06,6.720674431850343e-06,6.504137961759711e-05,6.678839073861116e-06,5.677520288788985e-06,7.4079199762097765e-06,7.0508122464656e-06,6.726954451093994e-06,6.813352711485187e-06,6.214629232485562e-06,6.876346778976974e-06,4.656515690007887e-06,6.826876249245532e-06,6.828377550376532e-06,6.315515865927968e-06,6.1550642978217e-06,4.084174628909945e-06,6.824214108828452e-06,6.809027742919494e-06,5.841914663697437e-06,6.8097873349408906e-06,4.2696791124251695e-06,6.809184165365949e-06,5.1886220918574755e-06,7.413944092476761e-06,3.5651746834182546e-06,6.809184165365949e-06,0.0005699873934460988,5.468772703559643e-06,7.3401816148919994e-06,6.819735993299382e-06,6.834103552008728e-06,6.680873728354267e-06,6.876346778976974e-06,6.778190840526615e-06,6.695248975638802e-06,6.755746453361763e-06,6.717914957150377e-06
Agricultural and forestry machinery,7.075911334745493e-07,2.5390168490865776e-07,2.3390214078510973e-07,4.539336263780278e-07,1.6007721330215996e-07,9.28921969200446e-08,3.107000084839151e-07,3.3430698547294487e-07,2.0927491020114946e-07,2.0666992635018463e-07,1.6981998407839334e-07,8.11775846777487e-08,1.6979641887009027e-07,6.415568800560577e-08,2.1058863978622495e-07,2.4681862718658995e-07,1.6342131504877461e-07,2.866276883346216e-07,1.3037408046610505e-07,2.707128060748097e-07,2.96768274288026e-07,1.1664704933504403e-07,2.8230305100876873e-07,4.4034195237562515e-07,1.7594986220035094e-07,9.141554938213058e-08,1.77729071720641e-07,3.788247873398584e-07,4.5068696025929516e-07,2.958536914761443e-07,3.179525905225728e-07,3.770603330224461e-07,2.625201618752849e-07,2.651130583938042e-07,0.0,2.5135607116582357e-07,1.2329278344179775e-07,2.6810897315660455e-07,1.697964188700903e-07,1.0929308830416208e-07,1.9707523514009723e-07,3.447678654325885e-07,2.3684656629524682e-07,2.4216156041667805e-07,2.910578295324088e-07,2.1934920763792642e-07,2.1978119086970837e-07,2.0413708414688945e-07,2.2511347299284605e-07,1.265359901216476e-07,3.566155360369734e-07,1.571675925285957e-07,8.53492198923861e-07,1.697964188700903e-07,3.9383859301571587e-07,1.0281617959231698e-07,1.0763707292505947e-07,8.646234137052403e-08,2.489777797868806e-07,6.274577322591222e-07,1.2473586713332694e-07,0.00011624417220476167,1.681980720917146e-07,2.9482632461690247e-07,1.9963707395340809e-07,1.249845088522622e-07,0.0,9.59489039191561e-08,1.179075132599126e-07,1.8108625621840778e-07,8.564127500958108e-08,2.5448405643119576e-07,1.6144997726505384e-07,8.11775846777487e-08,2.473471002992407e-07,1.1660658649576841e-07,3.677472781583723e-07,2.359343183628996e-07,1.8237254050352526e-07,1.430068206390106e-07,2.3162648321939817e-07,2.65906691371643e-07,9.991930615700143e-08,2.8716002111466445e-07,2.7436467201090426e-07,1.122251376055506e-07,1.952320303463753e-07,1.0352336793919414e-07,1.0734562116795826e-06,1.1854535061018896e-07,2.9707622261383336e-07,2.5053820815672945e-07,3.339320360106923e-07,3.3087143655983803e-07,0.0,8.000103615111119e-07,9.238183876140524e-08,2.953403518183676e-06,1.3297585466374048e-07,2.7715585758929737e-07,2.806414560180272e-07,4.539336263780278e-07,1.3432870828721792e-07,3.138856975831781e-07,2.193930318785245e-07,1.4009160675097923e-07,2.5504928130463395e-07,5.0807665249787915e-08,3.8652413457469773e-07,1.9167148765120323e-07,1.815790737523734e-07,1.737404857732075e-07,2.5178370564878694e-07,2.753194099842936e-07,2.589853035362417e-07,2.007533131011018e-07,4.3836377551646923e-07,1.9263612924241802e-07,1.3031707306090695e-07,2.5534444282603307e-07,2.613977389614929e-07,2.0319773908622994e-07,2.097585642387863e-07,3.828644081934704e-07,0.0,2.772444101575909e-07,2.1429518156102253e-07,1.2183863902823274e-07,1.0484182389224741e-07,1.0457333799308419e-07,3.7508621853980626e-07,1.3325880627039526e-07,1.9214065961093006e-07,2.8006788728163756e-07,2.726371428993992e-07,2.297604417637616e-07,4.010481445852872e-07,2.45273570056893e-07,2.5836392834681303e-07,1.4927051809329537e-07,2.8914808905292084e-07,1.8394409517157994e-07,2.824371284919285e-07,2.0172984600716878e-07,2.39839643448708e-07,1.915337464183632e-07,4.539336263780278e-07,1.8859669424382328e-07,2.837445206288802e-07,2.3925606486299814e-07,2.3680232587255865e-07,1.3405440639393007e-07,1.8913918505925823e-07,1.7494889062089793e-07,3.0487720207242066e-07,3.2290090526085366e-07,2.6569263054602497e-07,1.305182721602771e-07,1.0835377948287346e-07,2.854444459122198e-07,1.714125051600731e-07,2.015471998582582e-07,1.6717256336777478e-07,2.528184940751125e-07,1.457604380333801e-06,3.142220321585233e-07,2.3403205414009949e-07,2.6881373952898684e-07,3.664824456338024e-07,2.3357749433431622e-07,7.615656774537081e-08,3.447678654325884e-07,9.613171398498565e-08,3.140923612854216e-07,1.8237254050352523e-07,2.215302980732585e-07,2.1377674658307985e-07,1.2084641137313768e-07,1.7486716179005627e-07,2.7194502498762596e-07,1.8927199074452589e-07,2.417553403585576e-07,2.4577982838252826e-07,3.2208640665928045e-07,0.0,1.5700389933796286e-07,2.1511141702793176e-07,2.656926668509428e-07,3.1835334246215853e-07,8.665608659246187e-08,1.926130691164546e-07,9.469803046555962e-08,1.4870259672928417e-07,4.125405272615262e-07,8.887330067393995e-08,1.3412771028537312e-06,1.3238215364941992e-07,9.108143109235909e-08,1.1566243517148605e-07,2.3446044272969018e-07,4.4565459268713235e-07,2.460949005239867e-07,2.2482906564897608e-07,3.3407336613582624e-07,1.8270906102640806e-07,1.9932981475788322e-07,2.535540293266916e-07,2.513210232683503e-07,1.6342131504877456e-07,1.8876232817102165e-07,2.4443845707334135e-07,2.720444618509207e-07,3.4168092336538565e-07,1.5496751756937675e-07,2.9017055558870654e-07,2.501221370548332e-07,2.0200406287154105e-07,2.169667690371772e-07,2.522434328495071e-07,5.652743629386138e-07,2.681986936533542e-07,2.9494168466412443e-07,4.539336263780278e-07,1.3559617704097156e-07,0.0,4.3476969755923294e-07,4.141966351078084e-07,4.095487275116761e-07,2.6928210929224443e-07,2.1819673418031475e-07,1.1868212846631348e-07,2.667343407029746e-07,2.4390670574362354e-07,2.4424681864701044e-07,2.6882676935466703e-07,2.3716693291927037e-07
Aircraft and spacecraft,9.50409573439735e-07,7.646675141300877e-07,6.69781452458325e-07,7.328202060764587e-07,4.2256262259203937e-07,5.895478044587888e-07,7.566246514044572e-07,7.967160453719628e-07,6.240935277782161e-07,9.668748929195182e-07,9.44580121957371e-07,4.6312008956693777e-07,4.970197197618731e-07,7.293988870114743e-07,7.885470015201279e-07,7.015522639739506e-07,6.10285035559213e-07,6.356512736217731e-07,9.026353037677585e-07,7.197048740551848e-07,6.673911549512741e-07,7.800512115326391e-07,8.071162393664781e-07,7.326003819606855e-07,7.637540086710034e-07,4.6001369091353413e-07,7.491923158713433e-07,7.689318157155703e-07,7.877828923468659e-07,6.709823617823785e-07,6.910453448395769e-07,1.5096638362910213e-06,8.53637781662975e-07,4.811278545407351e-07,0.0,5.868380642780743e-07,1.102698734815258e-06,7.052862901384193e-07,6.524865098584934e-07,7.422646773259663e-07,6.220919407261178e-07,6.573542341244299e-07,5.765028802252903e-07,5.959716861359527e-07,7.289724516732985e-07,6.032686316550505e-07,2.984969681383126e-06,6.073057730813224e-07,1.3766089865041365e-06,5.904018198634712e-07,7.91729534262205e-07,4.57583700893754e-07,8.610713707000014e-07,4.970197197618731e-07,6.303355375352661e-07,7.418694969412163e-07,4.6324300872267535e-07,6.694616889942303e-07,7.551634508853475e-07,9.910889686016074e-07,1.639247484989762e-05,7.972483752732341e-07,7.362727393247497e-07,7.762100035995283e-07,7.122801704715851e-07,7.552200360653341e-07,0.0,3.082702362755888e-07,7.888632237112044e-07,8.646792857585046e-07,5.996644194825108e-07,5.324875648539297e-07,1.0003438140912141e-06,4.6001369091353413e-07,7.585398796126553e-07,8.471288217935836e-07,3.9209207060646874e-06,6.273626008486975e-07,8.312286270475474e-07,1.0041658391101366e-06,7.086799438297419e-07,7.455007529676568e-07,7.698493720846148e-07,6.758877239603052e-07,1.0037444635814316e-06,5.379251144622773e-07,7.525427804406024e-07,8.421145512534335e-07,1.2328802757711524e-06,1.4948192590981046e-06,6.582079548471544e-07,7.404736329231608e-07,2.4393471247498294e-05,7.983417504482456e-07,0.0,7.719868960108039e-07,4.835672753686298e-07,7.816028597010322e-07,7.595811810463621e-07,6.831378232228955e-07,7.83195052956644e-07,7.142798606715169e-07,5.973681451526191e-07,6.623706959409457e-07,7.189214782328819e-07,6.974863710411299e-07,7.703164565297974e-07,2.1887989186873924e-07,8.22013827376382e-07,7.585398796126553e-07,7.190565775808815e-07,6.739582729870415e-07,6.995765989646882e-07,6.010220172840426e-07,7.329160737823337e-07,5.323991173922464e-07,7.965810839400123e-07,6.923107766668164e-07,8.799010380025058e-07,6.81244839027211e-07,7.685494578302213e-07,8.275795689789543e-07,7.341474841057258e-07,7.840471470436168e-07,0.0,8.067692096244741e-07,7.417102408938626e-07,1.0281538842248283e-06,7.689286305012861e-07,7.120461986315587e-07,6.768945998997935e-07,4.4910978075642644e-07,7.312297103507387e-07,4.768239442105151e-07,6.69231453560125e-07,7.28133796839038e-07,7.48579168659477e-07,7.557428419754316e-07,6.566239884370843e-07,7.252444866636104e-07,5.082402612053594e-07,7.480577454886702e-07,7.40645913049095e-07,0.0,7.460969661833336e-07,4.987864730917922e-07,9.548947146107917e-07,6.642192996880763e-07,4.588228356392228e-07,6.543855005805427e-07,7.370707701820317e-07,4.817437102829593e-07,4.91862850956216e-07,0.0,7.497705756133252e-07,7.521886784512938e-07,7.833267973223998e-07,8.318760255642044e-07,7.50019887725336e-07,5.879283979565073e-07,4.970197197618731e-07,7.289393489365169e-06,7.310834518134598e-07,7.772301952927094e-07,5.370541009436546e-07,4.6001369091353434e-07,7.272412700632579e-07,7.107797107630185e-07,7.616579656062307e-07,1.3618964279459726e-06,7.462197107291653e-07,7.005942103630972e-07,5.379251144622773e-07,7.684903366697382e-07,8.312286270475474e-07,7.7750865817533e-07,8.242914541510465e-07,5.264274709130232e-07,7.005942103630972e-07,7.514974583562875e-07,7.705737719497942e-07,7.050572081293501e-07,6.728557736554328e-07,7.142798606715169e-07,0.0,7.211225662220977e-07,5.507922947766932e-07,6.903819954610952e-07,2.1865717187340435e-06,7.138824651746504e-07,5.220620315642397e-07,6.636482632794224e-07,7.230322207635956e-07,7.207305804220569e-07,1.9995218607824473e-06,8.228583269047087e-07,7.243997781299399e-07,7.092203097417727e-07,7.91041890896645e-07,6.231597818721545e-07,1.0288871650482823e-06,6.934456609455277e-07,7.366166593052017e-07,7.539025623778767e-07,6.901958360952019e-07,7.254843092053958e-07,7.263291046877887e-07,7.109854385523562e-07,6.223578999781657e-07,7.446177384907116e-07,6.164269198093579e-07,3.0156579729948667e-06,1.1591374039304342e-06,4.974479053990193e-07,5.81331238938244e-07,7.190565775808815e-07,7.493467479710675e-07,7.1035679127226e-07,7.454377214807063e-07,1.5508922118984025e-07,7.994034674810726e-07,4.678066963890326e-07,7.833267973223998e-07,7.651569032422447e-07,1.0041658391101364e-06,0.0007958396264773267,7.499195486384448e-07,6.260782910685834e-07,6.883963021673818e-07,6.090089157659564e-07,5.445325796376327e-07,7.908321850799676e-07,7.361172965949299e-07,7.267659133792286e-07,1.1779201659126614e-06,7.20798991018708e-07
Animal feed ingredients and pet foods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Articles of concrete cement and plaster,4.580610922991325e-08,3.4526928663853975e-09,2.045448313757511e-09,6.27574285613861e-08,6.081475132237907e-10,4.210941996700075e-11,4.2542887900008e-09,1.770037921998069e-09,9.859824339680498e-11,5.763181741275079e-09,3.2124776623759965e-09,1.5282891068402456e-10,3.022225570701289e-10,1.7804099264580585e-11,2.22930056081293e-10,4.4887327905422515e-09,4.81215379272558e-11,3.0979206534027124e-07,2.0920715144256981e-10,3.6201017626645076e-08,5.021665591269976e-09,5.6275835260678116e-11,4.6892764271454996e-09,5.978620054403817e-08,2.7624768565091318e-11,2.964131652799195e-11,2.0698011725675244e-09,1.3153728209216384e-08,1.214206598108194e-07,3.151406992609898e-09,3.866601403703907e-09,2.249173349007495e-05,4.6788683575026906e-09,8.819887691065643e-09,3.5973251512169256e-08,3.778878488902111e-09,2.0212071039686895e-09,3.2124776623759965e-09,3.022225570701289e-10,3.8385043761580436e-10,5.313518705098395e-09,4.53399954505946e-09,4.4916081902877695e-09,3.814781456025171e-09,5.302536434832036e-09,4.404162922775092e-09,3.399817989066503e-09,1.7248336214969735e-10,3.5449973649567006e-09,4.1580620466061776e-10,1.2959650888031541e-08,2.12485837509521e-09,1.2297543196810705e-08,2.1187499778610808e-09,5.81887370053984e-08,2.3590140449253223e-10,2.477533008921634e-11,4.50494479792546e-11,4.240154088624119e-09,1.878899972360023e-05,1.5282891068402456e-10,3.5973251512169256e-08,5.093997688072117e-10,3.185076936321446e-10,2.3082395748876653e-09,1.953488346971307e-09,0.0,4.108770496379214e-11,4.127233016399885e-11,3.100350739824138e-09,2.0629836403541002e-11,3.794130576698623e-09,3.0322010109409437e-09,3.0148902983156497e-11,4.812736337791814e-09,1.4939070879760685e-10,1.2337278087063096e-08,3.903213289953976e-09,1.8985034342567237e-09,3.0322010109409437e-09,3.497326550425286e-11,1.715557857082737e-08,4.92607993952216e-10,1.4203674915609156e-07,1.0303933529166584e-06,2.3606985872716504e-06,2.913753322478776e-09,9.687388038780733e-11,3.4071569643966103e-07,1.5335384695698922e-10,6.9728467740602585e-09,6.0372820033299325e-09,1.8805072780516146e-08,4.564128863598023e-09,0.0,1.8497795808161105e-08,1.5068770853210168e-11,3.9831019404649295e-08,1.2859907776615987e-11,6.086791183888635e-09,8.820205440234581e-09,0.0,2.486204871937704e-10,3.453615037308387e-09,1.0863622791705812e-09,2.5325371289376064e-10,2.4807416589684295e-09,1.0680416356186109e-10,2.001805298885084e-08,5.015388581826471e-09,5.499511859657398e-09,1.01365655993934e-10,4.456731864094085e-09,1.0295255880585424e-10,5.4786632726468726e-09,3.744835436648041e-09,1.036730832752525e-06,6.172065712769285e-09,4.485566518900898e-09,6.179497777398193e-09,1.6311792266975559e-09,2.7744794910228553e-09,1.195011778936938e-09,5.678516452490216e-07,0.0,7.405079500212521e-06,3.756731946007651e-09,1.3849888858480024e-10,2.3853236876201747e-11,1.3388572540474428e-10,4.934859050383742e-09,1.762972903253947e-11,7.343955351974626e-11,2.064437459913129e-09,3.8252925934326464e-07,1.7754329698933966e-10,2.5104703636362317e-08,1.0576523634955575e-10,1.0406623000199862e-05,4.987584604908317e-11,5.851445872361101e-09,1.4189610015050072e-10,4.239823681953391e-09,6.063029181827046e-09,1.3774134200157025e-08,2.2212306716437932e-09,5.8735110686295116e-08,5.743107634791368e-09,3.92465155361027e-09,5.079378228035194e-09,3.7845021565656516e-09,1.3879841934382007e-09,1.4574920004216587e-08,3.108077378683746e-09,6.621149235446942e-09,9.956238658791612e-09,3.2886019884773085e-09,1.4860473057906436e-10,3.3943960624992235e-11,7.773211631535018e-09,6.386352877354752e-10,3.2886019884773085e-09,4.280472855074045e-09,1.0312074974036785e-08,1.026793327024109e-08,3.2886019884773085e-09,5.4399513643589e-09,6.139631142982735e-09,5.832116219173322e-09,4.074210755837074e-09,2.2957170659913948e-11,4.52791521337903e-09,1.7568757868185642e-11,3.2553250735148314e-09,1.898503434256724e-09,2.3680976874739554e-09,8.405747378079451e-11,7.565257722911189e-12,2.8820649250532508e-09,3.0476004604195035e-09,4.807032082946646e-09,3.593582848693022e-09,0.00010251819051684996,1.8335559379457833e-09,0.0,3.20339922859936e-09,4.358828668059447e-09,4.8776427598914086e-09,1.218737607726686e-08,5.636740578157343e-11,4.290805783278177e-09,2.540298600038787e-10,1.2267786989885774e-10,3.3968268359886204e-09,6.224180617474933e-10,1.0513444275416563e-08,2.4432562873894215e-11,6.204114212617812e-11,3.558897044339434e-11,3.848318722866683e-09,5.639960586308204e-08,7.009878145406102e-08,2.1774918525160645e-09,4.63887864204957e-08,1.293833126953476e-09,3.85578353890713e-09,6.360613875928735e-09,1.0658778273403566e-09,4.368181829471414e-09,2.7768146906091565e-10,4.499233312400336e-09,4.120100541710954e-09,9.230461772747109e-08,4.509515284318543e-10,8.799605622039995e-12,3.79465231610183e-09,5.171123941616081e-09,3.267107334087048e-10,3.412997437972947e-09,6.017943043650904e-11,0.0,2.7780253911690222e-09,6.280138469163529e-08,1.5080721142700796e-11,0.0,0.0002978045554256801,5.690785001246841e-09,6.50834217757426e-08,5.834948353349757e-09,3.81079143795289e-09,1.1378413450046874e-09,4.368181829471414e-09,1.4202003329206002e-08,3.739332606342566e-09,5.8945678097702185e-09,6.152650455496398e-09
