,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,1.3341017475752613e-06,1.2426715271479942e-06,1.2588616291519996e-06,1.603349032209242e-06,1.135013771086874e-06,1.1705707034388973e-06,1.2675137381935168e-06,1.073198062209498e-06,1.0363051920671199e-06,1.2881507823908034e-06,1.2649908760540093e-06,1.2251330050849607e-06,4.54785215715252e-05,1.2975034568270393e-06,1.2295239011773937e-06,1.1285424321410058e-06,1.26900924753992e-06,1.219751802675026e-06,1.2591696205038119e-06,1.2701513373517504e-06,1.2644924434163196e-06,1.2794344863003364e-06,9.388191748133686e-07,1.241315242467598e-06,1.3406810566781443e-06,1.1772399567067112e-06,1.2332729465244468e-06,1.1960100890326073e-06,1.3165412867278449e-06,1.3806160321420585e-06,1.1171594127454578e-06,5.125130396071494e-07,5.016126538029466e-05,1.287565041805102e-06,1.2797489797500412e-06,0.0,1.2474004235256776e-06,1.2623827540323932e-06,1.333144471931463e-06,1.2975034568270393e-06,1.2574572351298633e-06,1.2054213218303158e-06,1.2798600191044937e-06,1.2383107014719374e-06,1.2703824269599737e-06,1.2807428648831252e-06,1.2561061021922024e-06,1.2584410094076254e-06,7.36444714388094e-07,1.2284881097618904e-06,1.172572228264797e-06,1.3376744494529304e-06,1.1671816697381305e-06,1.181841868402371e-06,1.297456059169258e-06,1.3776903650255074e-06,1.1135600260100965e-06,1.2438846446852542e-06,1.2272563355443673e-06,1.2796629455447304e-06,1.325166401693076e-06,1.2400990653178073e-06,1.8381675426760725e-06,1.189607661422092e-06,3.458105264872529e-07,1.1537969041413686e-06,1.264387713005297e-06,1.2272563355443673e-06,1.1594403777718587e-06,1.2597705280073298e-06,1.2756050469135623e-06,1.242627819036036e-06,1.2863293196003372e-06,1.2662022303513485e-06,1.2344598948627886e-06,1.1919491144908743e-06,1.2414597623884637e-06,1.284831306263499e-06,1.2272447387582952e-06,1.1089538807458041e-06,1.2662022303513485e-06,1.042236977560698e-06,1.2770612216607806e-06,1.2198674788179854e-06,1.2465097816146222e-06,1.2573571402247055e-06,1.1596325970418907e-06,1.2416424739486088e-06,9.5945026275356e-07,1.242197827614278e-06,1.2932585284413868e-06,1.2814650213164634e-06,5.691311491266606e-05,1.2815079478051496e-06,0.0,1.2915251324846415e-06,1.1861961359965307e-06,1.360990823046662e-06,1.1930828210603872e-06,1.281354374467891e-06,1.2802163553517994e-06,1.285566959577644e-06,1.2899765762933435e-06,1.2501884299906643e-06,1.1740213556769394e-06,1.2587325962166969e-06,1.2017406062816473e-06,1.0112347405516418e-06,4.457942233741021e-06,1.1910710957296947e-06,1.2915226387362662e-06,1.1284636783420364e-06,1.2844341743618925e-06,1.1410178570509527e-06,1.2785249037011285e-06,1.2886555432874288e-06,1.3883691281136288e-06,1.2801602613171647e-06,1.2418794289562829e-06,1.2768067404359885e-06,1.2252856841993313e-06,1.2618213172255772e-06,1.2177350053362128e-06,1.731174284539163e-05,0.0,1.278329748375178e-06,1.2415279290094237e-06,1.21096801551219e-06,1.2391342122225538e-06,1.2311042394571703e-06,1.2888584498479003e-06,8.228194671739957e-07,1.168055026484135e-06,1.2629811856384664e-06,1.2779405419799522e-06,1.3144033292742116e-06,1.3308524471715166e-06,1.1866317574464964e-06,1.194345966880715e-06,1.1965466433472744e-06,1.2792890389601748e-06,1.1851355064833868e-06,1.2746387872982691e-06,1.2802998980152596e-06,1.2732931167478771e-06,1.1852940450968197e-06,1.3854437445844699e-06,1.2372504344935415e-06,1.2671907361836244e-06,1.2852658685060457e-06,1.2363541699771175e-06,1.1783341588255008e-06,1.2649006465052297e-06,1.2905145549099095e-06,1.2608746070253083e-06,1.2890226583736392e-06,1.2909484413351037e-06,1.2774544883532205e-06,1.277113098667261e-06,1.279957029866663e-06,1.2848666781550795e-06,1.2905145549099095e-06,1.2623150122718717e-06,1.2763982316813764e-06,1.2630434898506963e-06,1.2768635911959693e-06,1.164524531658086e-06,1.2820838201739265e-06,1.2903407964876779e-06,1.2826629816333326e-06,1.2132551025947256e-06,1.268070705231141e-06,1.1868895424086453e-06,9.59160611526325e-07,1.1089538807458041e-06,1.2387219779734116e-06,1.244051351321771e-06,1.2161701609836529e-06,1.2369600232873565e-06,1.2767690529060641e-06,1.2153443205321816e-06,1.2077797452777627e-06,1.21886797346443e-06,1.285566959577644e-06,0.0,1.2535069284155536e-06,1.3600200209340318e-06,1.2512459491157342e-06,1.2451001420500262e-06,1.2375649243207214e-06,1.2639365735548007e-06,1.2597595949713106e-06,1.1855955932326572e-06,1.2805846581689298e-06,1.2169654302463287e-06,6.377066128108327e-06,1.2460713921975459e-06,1.1940833882842783e-06,1.238473550738104e-06,1.2468597295133841e-06,1.385486640561083e-06,1.2511190697470092e-06,1.0654511236691173e-06,1.390172040248575e-06,1.322534522803073e-06,1.2624806909205484e-06,1.278781882918907e-06,1.1661946731734709e-06,1.2901988692137206e-06,8.738238161617257e-07,1.2811439338344013e-06,1.2814046420840054e-06,0.0006309481032020227,1.155030740507297e-06,7.66341534882661e-07,1.280601146976187e-06,1.277781397117722e-06,1.095949199177722e-06,1.2777616862907256e-06,8.012397312223079e-07,1.277454488353221e-06,9.7338415976761e-07,1.3893603613117722e-06,6.69038367757796e-07,1.2774544883532211e-06,0.00014265245418451463,1.0267182455543374e-06,1.6631174696968942e-06,1.2799666332825357e-06,1.2823858715367568e-06,1.2535651652843338e-06,1.2901988692137206e-06,1.272085480873444e-06,1.2379858064474833e-06,1.2608597802796556e-06,1.2490711357477364e-06
Agricultural and forestry machinery,2.1025063336727302e-08,6.020195586617638e-08,5.623267848578678e-08,1.1745695555065238e-08,3.409016996112709e-08,3.2129993318844356e-08,4.2253988160724533e-08,3.173595038019547e-08,5.0028316171798655e-08,5.492158142866188e-08,3.008820288900608e-08,4.532627330772983e-08,1.872653303738474e-07,3.008310563209598e-08,3.202697468584666e-08,4.858309826937556e-08,5.1371582237873636e-08,4.985675488581871e-08,1.3536069860354987e-07,6.419887666925286e-08,4.0677413268536374e-08,6.507783059801511e-08,3.777666303636983e-08,3.9092191690514905e-08,1.4120105639681603e-08,4.383667290341101e-08,4.909030480975576e-08,6.617063751686056e-08,2.2053357160758473e-08,1.2111206457040548e-08,3.129776908467553e-08,3.310970413641225e-08,2.0124650460933256e-07,5.894937646748182e-08,5.550194058207066e-08,0.0,4.6996368562845344e-08,4.5350426752531e-08,2.9613736059546103e-08,3.008310563209598e-08,6.092423269056843e-08,5.365986505488549e-08,5.982847569403753e-08,4.87827065815807e-08,5.882665633517082e-08,4.940419946285434e-08,4.831541179947938e-08,8.726541611479179e-08,2.879936768797395e-08,8.371549556080347e-08,4.103835846938289e-08,9.475384341868394e-08,3.0340519232165036e-08,3.7683421683856384e-08,3.0083105632095984e-08,3.485658656601885e-08,3.363432359977821e-08,4.191160473783096e-08,3.2228521784048054e-08,4.523489343154163e-08,4.399094914751079e-08,7.065510350519599e-08,3.22111267574302e-08,4.1049518784566516e-08,3.97854305333012e-08,5.4303059405591465e-08,2.4822140042396438e-08,0.0,2.8615551682662285e-08,6.133164684500308e-08,4.6533837525992143e-08,5.759977499811828e-08,5.498884713186754e-08,1.5018794680331296e-07,4.532627330772984e-08,4.207875634558877e-08,6.64066710478825e-08,4.046081778224601e-08,5.0185052661361677e-08,3.993892306783839e-08,1.772887653373557e-07,4.7735446489984784e-08,5.203035201141e-08,4.1109972130016394e-08,5.6691609294634184e-08,5.626169247765499e-08,4.638234230659677e-08,3.955621008441133e-08,3.011642287327242e-08,6.56961331876737e-08,3.7149425453962633e-08,5.389509094360453e-08,2.090836704567871e-07,5.411247538085384e-08,0.0,3.158106765905897e-08,3.4092896464312465e-08,2.9514269121615642e-08,4.2734259816994536e-08,5.4867235335696286e-08,5.6034557236721694e-08,1.1745695555065238e-08,4.626351529099772e-06,5.534319532123668e-08,5.845322159678319e-08,2.5896307116265024e-07,3.282045967667016e-08,1.1137772285907703e-08,1.8358665416907445e-06,5.3080398059025435e-08,5.736760611897458e-08,3.9612789263195663e-08,7.416351840271729e-08,5.7618057240905833e-08,5.5575571582850134e-08,8.550931414350112e-08,1.8569307500622033e-08,8.695677958337997e-08,3.745663630661884e-08,5.621378311136865e-08,4.196608833721453e-08,9.614907245101061e-08,4.467757418675939e-08,3.4104982527271086e-06,0.0,5.6652076970423685e-08,4.415529046496769e-08,8.879348537342672e-08,4.2033691999417505e-08,7.419807431665041e-08,3.762147422776752e-08,3.4957686489493174e-08,4.5904929469503196e-08,5.35218535389548e-08,5.950792032862081e-08,1.7476001966618158e-08,3.487560719680707e-08,4.355172929166189e-08,5.6036330232860374e-08,4.8414131372710006e-08,5.7017679513829345e-08,4.275068693484684e-08,5.270270744996053e-08,5.571090720772639e-08,5.2271276538779685e-08,5.003798640654767e-08,1.1745695555065238e-08,1.7269869163123941e-07,5.5058031086450124e-08,5.1787292935135954e-08,4.822717073356301e-08,4.258915728012355e-08,5.06426964326187e-08,4.001212342998242e-08,5.75358006716241e-08,3.60674711485511e-08,6.299343495330146e-08,6.44612737227345e-08,9.295029488501727e-08,5.519414671947554e-08,3.0880625626924e-08,9.126812221736949e-08,4.9970253533444504e-08,5.479440104531111e-08,3.059569395066109e-08,3.4973564321697435e-08,3.7991319446372716e-08,5.346040050459356e-08,4.892897213174476e-08,6.103026694507388e-08,6.136844062157741e-08,5.982847569403754e-08,4.6299081119090416e-08,3.2510319496878345e-08,3.993892306783839e-08,4.36940971757462e-08,4.046971043552183e-08,3.9246024516329196e-08,5.392383598801124e-08,5.054741739846562e-08,5.2408547086270445e-08,5.767578746579972e-08,3.939789308026877e-08,4.7783665560096144e-08,0.0,1.59163112862024e-07,5.100895050730873e-08,7.220960608472894e-08,2.9779916222582172e-08,3.20484956340888e-08,5.190234830542133e-08,4.418981083461738e-08,4.3658901759870516e-08,1.9144460359890625e-08,4.015555407414239e-08,5.2221483846542714e-08,4.7316440000792935e-08,5.1201617418622e-08,8.207141387409948e-08,4.4832743801584524e-08,1.2887720876752626e-08,6.229808699739089e-08,5.7479846840469024e-08,2.4310823329975447e-08,1.026047265563993e-07,9.959758762903127e-08,5.570719572540135e-08,5.6486973413227594e-08,4.985675488581872e-08,4.5721258364207874e-08,5.05657000469676e-08,6.720621597480399e-08,0.0012550093152455756,3.281370220779851e-08,4.429526965636124e-08,5.5190393086734456e-08,5.476870223597655e-08,5.831803620382031e-08,6.01459588956759e-08,3.2796248333222375e-08,2.9879283660339434e-08,3.579297494373731e-08,1.1745695555065238e-08,3.6405558039770175e-08,0.0,0.004385379346637712,3.474065441431204e-08,1.8750699735977875e-08,5.296528193657605e-08,5.621453212899196e-08,4.306067182051181e-08,6.639933590628768e-08,5.3450004766345555e-08,4.618705047497758e-08,5.12272306844739e-08,5.0467732729313525e-08
Aircraft and spacecraft,7.293518189471853e-07,6.705017194131443e-07,5.859615402351624e-07,6.650750673796974e-07,3.7489732995531065e-07,5.12084503300836e-07,6.60699857111508e-07,7.144672666802239e-07,5.306388176039376e-07,6.493668557151903e-07,6.237915489244484e-07,4.352555421868108e-07,6.048908665801848e-07,4.6069102045417703e-07,7.639412785811687e-07,6.712131540042699e-07,6.189296745483594e-07,5.051707901885749e-07,5.449860447890335e-07,6.727638871597936e-07,6.36822604091609e-07,5.177638752334556e-07,5.977701903239068e-07,6.500088373783977e-07,7.109610549287074e-07,7.676448878047626e-07,3.038855779547771e-07,7.143773051143576e-07,7.774592508336725e-07,7.784515238814597e-07,6.312129556805067e-07,6.514692263452311e-07,7.218542257575255e-07,7.040125696234956e-07,3.2155967595812737e-07,0.0,4.839638360530565e-07,6.351883150315856e-07,6.549141199650551e-07,5.193398407665236e-07,6.679339501039166e-07,4.737114760939243e-07,5.816836066153059e-07,3.748058774223821e-07,4.887542249927299e-07,6.188504644250826e-07,5.159393924492715e-07,5.701560955783988e-07,5.035531311919893e-07,6.849470457853767e-07,3.953790413165552e-07,7.526154019897202e-07,3.7558744275705987e-07,6.830169011917008e-07,4.606910204541771e-07,5.826621443082641e-07,7.000202457885891e-07,4.4045380773298784e-07,5.853754848307705e-07,7.386014153152187e-07,6.52803710518327e-07,6.91318993589623e-07,7.174303207939942e-07,5.355932005564891e-07,7.748163908797882e-07,6.540564538749885e-07,6.634728907061063e-07,0.0,2.6839054299958325e-07,7.439647580068264e-07,6.997126760150243e-07,4.5837800175119456e-07,3.7047425328432353e-07,6.500718168704227e-07,3.038855779547771e-07,7.404397278512801e-07,5.864967701762959e-07,5.701835660349706e-07,4.955956985231374e-07,6.865909139681631e-07,6.520085462567938e-07,6.260606917111262e-07,6.126606365277602e-07,6.511428046414673e-07,6.219911094193951e-07,6.519678061608227e-07,4.0096929143628046e-07,6.564989473463391e-07,6.14154428248685e-07,7.034016277718878e-07,5.586989509431022e-07,9.69839942145713e-07,7.687640335647203e-07,6.592071047582924e-07,0.0,7.187341830606358e-07,4.5453015950527376e-07,7.839705794882157e-07,6.7407852795553e-07,6.015527460319233e-07,6.34827036965969e-07,6.314730242169286e-07,5.057659079831504e-07,5.704712414515472e-07,6.786818875294784e-07,6.023123657549706e-07,7.208454333407529e-07,1.911220513756079e-07,7.818436937093407e-07,7.404397278512801e-07,6.729920763377506e-07,6.146601590715648e-07,6.532683362872516e-07,5.37538230992422e-07,6.782296513877851e-07,4.848219575026634e-07,7.871493044435576e-07,6.766731194938454e-07,5.89572365028602e-07,6.26069242941934e-07,6.084182039992353e-07,6.071088153964806e-07,5.830929365712049e-07,7.302919354218691e-07,0.0,6.298028463150673e-07,7.19375552004229e-07,6.776011540783744e-07,6.867649158454576e-07,6.608196471179925e-07,6.392323266617983e-07,4.021581859105394e-07,6.843973734359676e-07,3.3038001477210915e-07,5.687248620680782e-07,6.963482143296648e-07,6.830681923377899e-07,5.852701404518148e-07,5.905005831338366e-07,6.00986936745497e-07,3.6964267286615665e-07,7.228695284506961e-07,7.143282555281778e-07,0.0,5.349576990462367e-07,4.610760949801225e-07,6.524875381597676e-07,6.144257319513427e-07,3.795410764166726e-07,5.678652189645125e-07,6.936134091773153e-07,3.268676494732383e-07,3.5219816739076336e-07,0.0,6.609093148985025e-07,6.721520587984449e-07,7.957780418537821e-07,6.872288255767183e-07,6.59083115920709e-07,5.105598018632785e-07,4.606910204541767e-07,6.478824787510339e-07,5.787352376592573e-07,5.975161267088173e-07,4.0866399107791716e-07,3.038855779547772e-07,6.927759967007054e-07,5.113538210408099e-06,7.676224896218081e-07,5.959372808698667e-07,7.276419144092959e-07,6.364782017701687e-07,4.0096929143628046e-07,7.681413803406494e-07,6.865909139681633e-07,7.875527462829115e-07,7.27139602974381e-07,4.2912686710011045e-07,6.364782017701687e-07,6.820964504374418e-07,7.059239907355973e-07,6.337519531836902e-07,6.457128538716036e-07,6.314730242169286e-07,0.0,6.779511955643967e-07,5.021281265937493e-07,5.687929462738438e-07,7.223472189239144e-07,6.311038093907695e-07,4.72870961841761e-07,5.953227269326139e-07,6.727378969729029e-07,6.177770504324865e-07,5.028442443548629e-07,7.050071413394421e-07,7.097268764815623e-07,6.542692276336534e-07,7.238627864363554e-07,5.347118407663057e-07,5.588601568028344e-07,6.34149920407e-07,6.515584612487894e-07,6.584876178625545e-07,6.26928572730179e-07,4.642020378038468e-07,5.985869370473346e-07,6.541645422164737e-07,5.283477330754642e-07,6.289142997804484e-07,5.375257251490728e-07,5.31597659930622e-07,7.62380005197052e-07,3.5273421417417025e-07,5.3928993579349e-07,6.729920763377506e-07,7.432306896280304e-07,6.532100637165804e-07,6.957673726230326e-07,1.2866973064977269e-07,6.789395187748317e-07,4.142304038537757e-07,7.957780418537821e-07,7.314742337775438e-07,6.520085462567935e-07,7.764436028654123e-07,7.38286906670539e-07,5.254586832565744e-07,6.367292009420136e-07,4.782919719023895e-07,5.029065481066998e-07,6.685831508806103e-07,6.959872085063178e-07,6.914972678085726e-07,6.039290299425847e-07,6.702594886082994e-07
Animal feed ingredients and pet foods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27930671236959276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.199597787833082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Articles of concrete cement and plaster,9.546539725476641e-08,5.508795727982865e-07,2.3743146557372358e-07,2.9011447839528217e-08,9.016257281000057e-08,3.7888994714178545e-09,7.242156491591804e-07,1.9473523373991002e-07,1.4465608355954121e-08,4.971703761784425e-06,1.7828244201956697e-08,1.1560340893973902e-08,1.2672249043450103e-06,4.3292343891384646e-08,1.7271154579628047e-09,2.3804228575510556e-08,1.974349797453306e-06,1.3415815091875582e-08,1.535614744241395e-06,2.3255639153362932e-08,3.1955269754590195e-07,1.024063965708846e-06,1.9051050133944136e-09,5.409034564563578e-07,4.3561456306692004e-08,3.4956138533004495e-09,2.6676911930188495e-09,2.1896570653593913e-07,1.0429530490036307e-07,7.931086046484388e-08,2.930026389688779e-07,4.6709519567429877e-07,1.1973316223916876e-05,9.088009505749368e-07,1.7741795338230758e-06,3.81712924370987e-08,9.862264660634928e-07,2.61837120303172e-07,1.7828244201956697e-08,4.3292343891384646e-08,1.9693015963913576e-08,2.8188022915163946e-07,5.891228363860089e-07,1.0932142536304361e-07,2.1329231480478972e-07,8.366871767995859e-07,2.8426275536392704e-07,8.430208606964001e-07,7.65936650613508e-09,4.755771843386401e-07,3.8909003207127374e-08,5.7452506692992104e-08,7.009231555128819e-08,4.409441383376724e-08,5.544149316240706e-07,5.9593933406355824e-08,7.837122274504906e-09,2.9741559448130584e-09,3.3703453601858477e-09,5.554884424460384e-07,1.0021027385757857e-05,1.1560340893973902e-08,3.81712924370987e-08,5.616507632923175e-08,1.829785244163034e-08,2.1089749803282427e-07,1.7918580134482893e-07,0.0,3.5304521029316164e-09,6.116129335729381e-09,4.581265609768384e-07,2.222369814794108e-09,1.105095580981892e-06,8.669642831383255e-07,2.69513463957499e-09,3.5360650256780194e-07,1.5665394385648372e-08,1.5046256676288313e-06,1.6041591978027253e-07,2.1228280247436634e-07,8.669642831383255e-07,3.233880682998516e-09,1.268185569836686e-06,1.3399877689927253e-07,4.956460477305999e-07,3.2683029992965984e-07,1.5440237385720435e-08,2.977100330881509e-07,5.74148354757744e-09,1.167993424903235e-08,7.654250607165501e-08,9.86065429272073e-07,3.8398203443311875e-07,6.058900816469362e-07,0.0,7.767053416622413e-08,1.8492270092446445e-09,2.2774465414681145e-07,1.9892052479057525e-09,7.722886253079076e-07,1.7735894233154149e-06,0.0,5.7082637725372064e-06,4.6424222114299265e-07,1.4174625783423604e-07,3.4030325071947715e-08,2.637379036501436e-07,2.9972396231661726e-09,1.4297780404493e-07,4.848908830092221e-07,1.1982571037511011e-06,1.179246959293319e-08,1.5247548626649875e-06,1.1125938376669775e-08,3.441589284470372e-06,1.0217034063822136e-06,5.674966371420807e-07,7.647280672701449e-07,4.745545403602659e-07,5.6283768896323614e-06,1.7435449162873348e-07,1.8408884525156627e-07,1.1459233269493566e-07,6.566547783917993e-07,0.0,1.7078317932083737e-06,1.0074167712018738e-06,1.53595808633626e-08,3.2765948892057166e-09,2.0865121990971527e-08,1.3429906028185736e-06,3.019701609417889e-09,8.242837437995727e-09,2.8398938090765787e-07,1.4978699687730425e-06,1.1454897469718174e-09,1.286046717777365e-06,1.0966262275346912e-08,8.257730522255277e-08,3.89548535011985e-09,4.332932002244392e-06,1.7464493096372684e-08,5.497810261658328e-07,8.825891639902655e-07,4.6601470746951407e-07,2.974913781270043e-07,2.708539733158326e-08,1.7222191133890933e-06,1.1700917162197786e-06,1.3394011688290562e-06,9.91607500377372e-07,7.350464902900173e-07,2.1350271056238004e-07,7.145484006604724e-07,1.1362356784563503e-06,6.409079220271252e-08,7.577360370222554e-07,1.5676007270464287e-08,7.049779884669251e-09,2.1209687067334944e-06,1.455871707914714e-07,7.577360370222554e-07,7.171292128256514e-07,2.447832076461881e-06,1.6053001356660672e-07,7.577360370222554e-07,2.2546140121660272e-07,3.7422495305172795e-06,8.106440094207255e-07,1.258876942449086e-06,2.207297031140372e-09,5.880623464382009e-07,2.3052339341387893e-09,3.4424959373142717e-07,2.1228280247436634e-07,1.669008128670676e-06,1.1629103490378726e-08,9.610606435114586e-10,3.011930930770572e-07,9.534736413143676e-07,5.374714777447808e-07,5.311547133039557e-07,6.909369327885618e-09,4.5520367106720325e-07,0.0,8.833232242912485e-07,1.1538388944084218e-06,5.641629274902219e-07,1.0185501471373219e-07,3.684996143043267e-09,6.678918379321704e-07,4.5421039950027524e-09,1.5974017703925e-08,9.827828446055222e-07,7.656508467009416e-08,2.9689995201928647e-07,3.072364551769014e-09,8.462568033950391e-09,4.347144846250572e-09,1.1260304891192509e-06,5.746217336307642e-08,2.3241998800618666e-06,2.411594081656042e-07,3.5417756474823835e-08,1.8171918923978292e-07,9.106909717331166e-07,6.341440321195445e-06,1.1502750886039573e-07,1.5235077605650518e-06,3.021758071218849e-08,6.099056135039856e-07,1.304566608408688e-06,2.0334508205401703e-06,3.679343281235264e-08,8.36712445611936e-10,1.1047317282953363e-06,1.2685314205098173e-06,2.1521787988961925e-07,1.087496956834258e-06,5.4788643338432365e-09,0.0,1.9894188427359922e-07,2.889423695541299e-08,1.872841793741892e-09,0.0,0.010697092421320043,3.848905567093216e-07,2.195183135722068e-07,2.8941926186089704e-06,8.801762063089515e-07,1.9107013502694207e-07,1.5235077605650518e-06,5.941824577933225e-07,1.0055265937975194e-06,9.72687987235543e-07,9.396838285909234e-07
