,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,4.1208646114996794e-05,6.249878248655847e-05,0.00017135976178273056,3.960721486461716e-05,6.021489944606456e-05,6.196294459633624e-05,6.782793979844951e-05,5.064527216215617e-05,5.043175451264983e-05,6.023020743155262e-05,5.762645258840841e-05,6.574323216827839e-05,4.113642519242841e-05,5.61989208232447e-05,6.114637622132471e-05,5.516543253945972e-05,6.0741180807776e-05,6.713832556925953e-05,6.660987172513079e-05,0.00013245354841306356,5.996564484420211e-05,6.337663634092933e-05,5.298094069604029e-05,7.141913243143316e-05,4.6987501296085665e-05,5.923442519596886e-05,6.27473521224508e-05,5.867953898940568e-05,4.903816691128092e-05,3.881391822201054e-05,5.2111912567396856e-05,2.4840067792845372e-05,4.49255879013927e-05,6.86752745264959e-05,6.54249772210272e-05,0.0,6.131740031419603e-05,6.1647208839886e-05,4.832925641885554e-05,5.61989208232447e-05,6.144146223630454e-05,5.65812610366421e-05,5.960790240126114e-05,6.469971809638811e-05,6.0148159246628377e-05,5.751294589630851e-05,6.903042071236311e-05,5.934236981689945e-05,3.175875176270149e-05,6.920487918997805e-05,7.193129517840315e-05,5.2302874506234105e-05,6.009517116029426e-05,5.2192402309185346e-05,5.62212691618733e-05,3.951206167828372e-05,5.7122007410233525e-05,6.36243958194243e-05,6.059209010944986e-05,6.0047108827774764e-05,5.149122096467315e-05,0.00011615729844988115,4.298717448805298e-05,9.637461939976513e-05,1.5411913197480862e-05,6.258774354059954e-05,6.249673180350841e-05,6.059209010944986e-05,6.018566219084049e-05,6.38267672598688e-05,6.03418774107979e-05,8.198426064649152e-05,6.146760738534941e-05,6.010353089751801e-05,6.276791890245347e-05,6.203078195829373e-05,0.00013197392399815982,5.942816783823841e-05,7.622190456951855e-05,5.945075215825155e-05,6.010353089751801e-05,5.337799723745068e-05,6.093792354700199e-05,6.024832512020021e-05,5.9497287082794314e-05,6.060934301556303e-05,5.7235890656689544e-05,5.5844658679943104e-05,5.078008468248926e-05,4.431426131173826e-05,0.00011509235294880117,5.2970488403461245e-05,6.044545166979291e-05,4.265987054784288e-05,9.075608279387347e-05,0.0,5.035888288791027e-05,6.500445390393384e-05,4.643035262879272e-05,6.0023510484204324e-05,6.191961818549447e-05,6.62620112028303e-05,6.215809428606685e-05,5.453516977226157e-05,6.344691157850845e-05,6.650204753719068e-05,7.185475914495463e-05,5.484028525225683e-05,5.545325177890017e-05,5.053100098451474e-05,6.202865568822307e-05,5.7477491599752895e-05,7.310744373105604e-05,5.749324799947555e-05,6.735411013125308e-05,6.347824331741117e-05,5.8269432741975656e-05,3.906772167613106e-05,5.949842153845992e-05,9.239288962029596e-05,6.013602470398454e-05,5.959504600000174e-05,5.83947790058597e-05,5.905570548869662e-05,4.917799920009277e-05,0.0,6.250947730879612e-05,6.589188134133601e-05,7.176299883605732e-05,6.425003600282972e-05,7.658552868251395e-05,4.2329965758185785e-05,6.67148826692152e-05,6.26537341293757e-05,6.057892786452303e-05,5.123511340691153e-05,4.1456153680373126e-05,5.7942564490735305e-05,5.933218727538557e-05,6.737559357795476e-05,6.241119597410262e-05,6.021010620734428e-05,6.105986514524662e-05,6.273709510741022e-05,6.206493104533436e-05,5.7006461568504015e-05,3.791893099096488e-05,5.8828056475089985e-05,6.0999976856181906e-05,6.120165366425628e-05,5.988530602141725e-05,6.191912386882054e-05,5.976161748401542e-05,5.8020006363862735e-05,7.119704248821347e-05,5.192784841908987e-05,5.7906949362267684e-05,0.00014246431222193596,7.50335586634178e-05,6.360476374379126e-05,5.659485364193424e-05,5.8020006363862735e-05,7.905692735733381e-05,6.0142251283574604e-05,5.5371545941734666e-05,5.743782480180318e-05,5.4774814473501e-05,6.199841827614248e-05,5.794561727044269e-05,6.069122833055478e-05,6.130412078688927e-05,6.715915189310123e-05,6.425356565897651e-05,4.39686517650706e-05,5.945075215825153e-05,5.891777926825543e-05,7.968934797471614e-05,6.319343589204296e-05,6.000620068965125e-05,6.051960727890594e-05,6.364370265668075e-05,5.848335449712494e-05,6.068466418701334e-05,6.215809428606685e-05,0.0,6.009834348582781e-05,4.346697379020727e-05,6.0802049852550336e-05,5.0131769536575845e-05,9.130379816094716e-05,5.8913210533359656e-05,7.083858387748891e-05,6.048204837704532e-05,5.9285134583374724e-05,6.543781998753916e-05,5.395712666996694e-05,6.13357586932182e-05,5.8100591888830384e-05,0.0004054342842315676,6.067508327714033e-05,4.001128954838271e-05,5.8969654301966046e-05,5.6790973428588675e-05,3.7364523857267606e-05,5.2019216875329406e-05,6.069207575986307e-05,6.122290097832167e-05,5.8285779161847606e-05,6.0092290573641456e-05,4.2469927928457396e-05,6.031900327777603e-05,5.9687372289164774e-05,4.557782700677724e-05,6.006128554322573e-05,3.591775877737017e-05,6.244923453168781e-05,6.047043087793778e-05,5.1079517848129066e-05,6.544940101392613e-05,3.929318813360286e-05,0.000142464312221936,4.2948945121836516e-05,3.7190253771111257e-05,3.8758409623815415e-05,0.00014246431222193596,5.096517245400316e-05,4.324752825885737e-05,3.855876101219112e-05,6.233235939705301e-05,5.946981021969657e-05,6.118496824297084e-05,6.0092290573641456e-05,6.134213652674851e-05,6.009200141929416e-05,5.988696969519368e-05,6.052857236641175e-05
Agricultural and forestry machinery,1.0441068935141484e-05,3.09871947559448e-05,2.9108287918172078e-05,6.320595906118172e-06,1.8477193341733834e-05,2.937210586988294e-05,2.841552799428295e-05,2.9259709019903758e-05,3.250069485149999e-05,3.225297487298619e-05,1.3880162229462371e-05,2.6381849449148313e-05,1.0579298070967602e-05,1.3875512007265507e-05,2.336023992387968e-05,3.224392886054144e-05,3.0375249836859205e-05,2.5264961205846804e-05,4.4252701670534497e-05,3.0499046200290867e-05,2.1722214611689923e-05,2.646191525960229e-05,4.11276466473224e-05,3.1014873078286905e-05,7.484173906863527e-06,3.4893395261402696e-05,3.2139520467057444e-05,4.142055657741048e-05,1.2613749414700441e-05,6.753853994090375e-06,2.652014919683148e-05,3.333046946562024e-05,2.9947948673259547e-05,3.438767047675163e-05,2.8581461673137077e-05,0.0,2.7974945040465954e-05,2.846357600158834e-05,1.8189871910698228e-05,1.3875512007265507e-05,4.0214274912117124e-05,2.6164046455733868e-05,2.3475000841956186e-05,2.5950942243154866e-05,2.6470048406301885e-05,2.736722214605918e-05,3.921852369780116e-05,3.242983882774274e-05,2.0648948893333194e-05,3.3460817460731994e-05,2.5286592429696244e-05,2.333649024367942e-05,3.2041045667446835e-05,1.8271758879658012e-05,1.3875512007265505e-05,1.602059027158145e-05,1.9332158874308793e-05,3.196864650345744e-05,5.057870594313515e-05,2.3651046439663693e-05,1.580398268586789e-05,6.820721400533843e-05,1.9490981086880947e-05,2.775942896933855e-05,2.5740043506580257e-05,2.826911346889072e-05,1.4551201177117757e-05,0.0,3.0060041021299645e-05,7.860383732974102e-05,3.2418669382111305e-05,6.0836350958309206e-05,2.827122579808646e-05,4.093575078906986e-05,2.6381849449148313e-05,3.0154891828285466e-05,6.616274280674602e-05,1.845611044232457e-05,2.9339486276284967e-05,4.495472365009642e-05,4.42472457308957e-05,2.928478974905009e-05,3.299619019611098e-05,3.125056567402912e-05,2.3823397904510673e-05,2.850694085107054e-05,2.54738916862191e-05,2.733675798953532e-05,2.240131634092952e-05,2.2767511190085837e-05,6.24156293329631e-05,2.597964959207615e-05,3.606645326940625e-05,2.5060308897565096e-05,0.0004478672554880085,0.0,2.4157816266840157e-05,3.5338797448656885e-05,1.6704788042927945e-05,4.7533600236768865e-05,3.06781928332901e-05,2.741577333333195e-05,6.320595906118172e-06,4.7677097918222634e-05,2.3889421185231997e-05,2.7825438194676866e-05,3.8946893294701017e-05,2.3404937393192943e-05,8.249033949540155e-06,1.63824784249715e-05,3.130521271835473e-05,3.6417137163608346e-05,3.105466313683746e-05,2.931475381230328e-05,3.0002153208668603e-05,3.0186257856585732e-05,3.215348226151445e-05,8.638351518517129e-06,3.264263303243501e-05,4.475782936778547e-05,3.1477056189588515e-05,2.381544325324108e-05,3.11293542396768e-05,2.4541796881757488e-05,9.114294829500059e-06,0.0,2.8113316403752713e-05,3.306790872888667e-05,5.851890048225183e-05,3.977695498708537e-05,7.816862146197857e-05,2.195045434024612e-05,3.822617317058437e-05,3.679312029035954e-05,3.2641050576041945e-05,1.0282412792763446e-05,1.4655058969556412e-05,2.8654159958396308e-05,2.771517511575974e-05,2.619877568013258e-05,2.7755346883453278e-05,2.848984357196247e-05,2.8781009917579142e-05,3.512151824746193e-05,2.9438012169501736e-05,2.9285771629690873e-05,6.320595906118172e-06,3.0494300791893607e-05,2.614255425222759e-05,3.0743494346997596e-05,3.2431378753510985e-05,2.380139071815903e-05,2.5696377760985625e-05,1.7098482411915344e-05,3.1264111129273736e-05,2.3935622177141195e-05,2.4778639606446215e-05,3.0514102783499064e-05,6.860379116182858e-05,2.623296342660982e-05,1.4485861798209975e-05,3.3736237577152406e-05,3.10009687892744e-05,2.7682671543165677e-05,2.216754538046031e-05,3.33434735164954e-05,2.4660096778633963e-05,2.955041197486055e-05,1.9850652305965456e-05,2.0373460586596023e-05,2.5503760910199462e-05,2.3475000841956186e-05,2.5603382396167488e-05,3.07606874099878e-05,4.495472365009643e-05,2.1730322206176287e-05,3.114851587823661e-05,3.858602640574151e-05,4.44754294841166e-05,2.9063309521700733e-05,2.9364612379096812e-05,3.12490744659622e-05,2.8504152368318507e-05,8.10349769875843e-05,0.0,4.2079368415523676e-05,2.9764252907355175e-05,2.866417281744895e-05,2.0094413960709943e-05,4.688519396476725e-05,2.4478859430601963e-05,2.5789336928351914e-05,3.582221044183778e-05,1.3825633905835652e-05,2.6289614974442117e-05,2.7005256054488163e-05,4.25223129896457e-05,2.3587722450438465e-05,0.00044376456963360545,2.6959232511970117e-05,6.88999915973684e-06,3.1543533978585245e-05,2.86703684823755e-05,2.072301567593066e-05,2.6101819364328996e-05,4.514071674351902e-05,3.076440374029353e-05,3.796801119819157e-05,2.526496120584681e-05,3.169697706618611e-05,4.427818004953342e-05,2.6740805492596693e-05,1.9828150828076486e-05,2.2187267764780376e-05,2.696297065590722e-05,2.8872126558956495e-05,3.519626789586078e-05,2.8707737981945113e-05,2.8726417814282157e-05,2.8897400948015167e-05,1.8287331547198193e-05,3.138753681159368e-05,6.320595906118172e-06,2.3267144679507855e-05,0.0,1.0023386335705835e-05,2.1146028908445174e-05,1.3215848995140945e-05,2.6805418634480853e-05,2.454625638902542e-05,2.2930668050863325e-05,0.0001461803911381454,2.6995007775951163e-05,2.8567124199087646e-05,3.3921390772451286e-05,2.9048555270109187e-05
Aircraft and spacecraft,2.2459201574763706e-05,1.3516201709195845e-05,1.2983163184546678e-05,1.0933775462174858e-05,6.422585127026315e-05,9.996454678163894e-06,1.1511603302585854e-05,1.6961534722210147e-05,8.00912060497513e-06,2.5042570204216826e-05,1.1277149023082734e-05,6.752028461555072e-06,1.9381151784479496e-05,8.648062666555605e-06,1.3750973120991244e-05,2.0519373249494813e-05,1.1059926451317515e-05,1.0285335946116637e-05,1.0642407884672497e-05,7.51272516764008e-05,1.4717108620145188e-05,1.896231785349746e-05,1.6056298227921738e-05,1.6521683082805973e-05,1.6048788305545135e-05,1.0450488393691325e-05,7.2643288014998805e-06,1.1269495858147735e-05,8.37637908517703e-06,8.8077130284492e-06,1.036103670383708e-05,1.0571507182907628e-05,1.279979825075634e-05,1.689661491562427e-05,1.0532212919203551e-05,0.0,9.370347688984285e-06,1.9669013319530186e-05,1.079846323977595e-05,1.1096566562539229e-05,1.2437262678284932e-05,1.653765868024547e-05,1.0988189838985532e-05,8.422128443147011e-06,1.0139471730402788e-05,3.894461573568239e-05,1.2218023374426471e-05,1.0208273495877664e-05,9.014594190560648e-06,1.2489863194694869e-05,1.0571396573644833e-05,1.138910363809601e-05,9.15785182588437e-06,5.7132701442432975e-05,8.648062666555605e-06,2.299889586746579e-05,9.916292565707862e-06,6.73175690844933e-06,1.1598277025808698e-05,1.0389949408788103e-05,1.642568415873378e-05,2.2344922409642054e-05,8.790744485538097e-06,1.2054337310929151e-05,1.0864452986803739e-05,2.205609229904118e-05,1.1823353113756436e-05,0.0,5.7839271617875504e-06,9.081598873171307e-06,3.9965973433786974e-05,9.33312893716185e-06,1.2182625113151704e-05,1.6574694833432582e-05,7.26432880149988e-06,2.2118415363262737e-05,1.1756567640468154e-05,1.0764090922854407e-05,4.460818147300188e-05,0.00011568529129697903,1.663529420510778e-05,1.116359317080395e-05,1.1448491360169223e-05,1.630660329540325e-05,1.1291279696050118e-05,1.6628567374341378e-05,9.176955357523892e-06,1.2395967327497787e-05,1.0168544613500495e-05,1.0796988169926685e-05,2.097187910191133e-05,9.665083423847703e-06,1.4055261811580833e-05,1.0353146173732063e-05,0.00022600459041066006,0.0,1.1223669969647013e-05,8.940576215122575e-06,8.620430154359911e-06,2.409088455726925e-05,2.1678054155316246e-05,1.9959541403082684e-05,8.199033820284929e-05,8.18044093743037e-06,3.6178076791187624e-05,1.1741115174981375e-05,1.1196145491943257e-05,1.4140431083832424e-05,8.75659211897397e-05,8.657026874669757e-06,2.2118415363262737e-05,1.1765901040325795e-05,1.3020040315537174e-05,1.203162795381023e-05,1.001087438648938e-05,1.504568956881006e-05,1.9595574407380386e-05,8.839972127769301e-06,9.217637369850444e-06,1.4333909547892411e-05,2.066348562733183e-05,6.500015469036031e-05,1.52280552737843e-05,2.8833123937447795e-05,9.63995465177602e-06,0.0,1.6180229678127294e-05,1.0236634704360075e-05,1.2739869986988525e-05,1.6578308566747443e-05,1.1889482248181884e-05,5.746476734288111e-06,1.1250642290621345e-05,1.0526268324865101e-05,2.3889935135825208e-05,1.5429164898601383e-05,1.1953962253112885e-05,1.5149466987497883e-05,1.0139196296735198e-05,1.1970918234564045e-05,8.26787584378687e-06,1.1773910345974305e-05,1.0431295924133121e-05,0.0,3.720230614124644e-05,4.1463363926207914e-05,1.567307639474261e-05,1.4173330032716218e-05,1.0130896861804052e-05,7.160457520190633e-05,1.0361101859123332e-05,1.154963258702156e-05,7.421840484094752e-06,0.0,1.5876343701095327e-05,1.2233912596200138e-05,8.342240813131237e-06,0.00011589182242770083,1.5995151433559393e-05,1.9103718005810762e-05,8.648062666555599e-06,1.2862041089146782e-05,3.6124790565417026e-05,2.147452974978789e-05,9.206975321122611e-06,7.2643288014998805e-06,1.0576356702944492e-05,2.8141594622565166e-05,8.545292856253481e-06,5.027119325880477e-05,1.1348993764024889e-05,1.3364678203592359e-05,9.176955357523892e-06,9.106552973864663e-06,0.00011568529129697907,8.547542739093042e-06,5.793624187222366e-05,9.97498011833248e-06,1.3364678203592359e-05,1.4700973923993456e-05,7.351249144936808e-05,1.2646674551770644e-05,9.897891751373142e-06,8.199033820284929e-05,0.0,1.1540555483600164e-05,2.186495713011754e-05,1.1313017154571824e-05,3.858015934871981e-05,8.133508696930877e-05,2.3299688453778305e-05,1.0198500646607018e-05,1.1296000743122059e-05,1.2934482817579195e-05,1.1153969068294581e-05,7.743491812424956e-05,1.011751040721868e-05,1.577957381778502e-05,1.2216882317194962e-05,9.841018966606844e-06,5.792669921700414e-05,1.1327285655883516e-05,1.2391387456976148e-05,2.7526529329152257e-05,1.1680606293429483e-05,1.1249324309142318e-05,1.6705478987397143e-05,1.4622951673150964e-05,1.5614020582477125e-05,1.5315235392820526e-05,2.5708626434361993e-05,1.0236135586211376e-05,9.582373383267256e-06,7.991152428111659e-06,1.3511552428835146e-05,1.1765901040325792e-05,1.0422085147908357e-05,1.8715218688816004e-05,1.0664903448608158e-05,3.199270371826289e-06,8.893347387832738e-05,1.1907463425115934e-05,8.342240813131237e-06,2.0133897091056105e-05,1.6635294205107785e-05,8.93066185669116e-06,9.079385327552732e-06,1.1769459340383847e-05,9.92495687291913e-06,1.0879910567023282e-05,9.261240233958582e-06,1.260712778570909e-05,1.1526503947734447e-05,1.0925013277051121e-05,2.215995839227013e-05,1.3336815842538857e-05
Animal feed ingredients and pet foods,0.0,1.000000000645845,1.000000000645846,0.0,1.0000000006458458,0.0,1.0000000006458454,1.0000000006458458,1.0000000006458458,0.0,0.0,0.0,1.0000000006458456,1.000000000645845,1.0000000006458447,1.0000000006458458,1.0000000006458454,1.000000000645845,1.000000000645846,0.0,1.0000000006458465,1.0000000006458458,1.0000000006458445,1.0000000006458463,1.0000000006458463,1.0000000006458452,0.0,1.0000000006458454,1.000000000645845,0.0,1.000000000645845,1.000000000645846,1.0000000006458454,1.0000000006458456,1.000000000645845,0.0,1.0000000006458456,0.0,1.000000000645846,0.0,1.0000000006458458,1.0000000006458463,1.0000000006458438,1.000000000645845,1.0000000006458452,1.0000000006458463,1.000000000645846,1.0000000006458454,1.000000000645846,1.0000000006458456,1.0000000006458458,1.0000000006458454,1.0000000006458458,0.0,0.0,0.0,1.0000000006458454,1.0000000006458447,1.0000000006458447,1.0000000006458458,1.0000000006458456,1.0000000006458447,1.0000000006458452,1.000000000645845,1.0000000006458447,1.0000000006458447,1.0000000006458454,0.0,1.0000000006458465,1.0000000006458456,1.0000000006458456,1.0000000006458456,1.0000000006458458,0.0,1.0000000006458458,0.0,1.0000000006458447,1.000000000645846,1.0000000006458452,0.0,1.0000000006458456,1.0000000006458458,1.000000000645846,0.0,1.000000000645846,1.0000000006458454,1.0000000006458458,1.0000000006458456,1.0000000006458447,1.0000000006458456,0.0,1.0000000006458465,0.0,1.000000000645846,1.0000000006457306,0.0,1.0000000006458454,1.0000000006458447,1.0000000006458445,1.0000000006458454,1.0000000006458456,1.000000000645845,0.0,1.000000000645846,1.0000000006458456,1.0000000006458454,1.0000000006458452,1.000000000645846,1.000000000645845,1.0000000006458454,1.000000000645846,1.0000000006458456,1.0000000006458454,1.0000000006458454,1.0000000006458454,1.000000000645844,0.0,1.0000000006458454,1.000000000645845,1.0000000006458454,1.0000000006458447,1.0000000006458447,1.000000000645845,1.0000000006458454,1.0000000006458454,0.0,1.0000000006458454,1.0000000006458465,1.0000000006458452,1.0000000006458463,1.0000000006458452,1.0000000006458452,1.0000000006458454,1.000000000645846,1.0000000006458456,1.0000000006458456,0.0,1.0000000006458454,1.0000000006458454,1.000000000645846,1.000000000645845,1.000000000645846,1.000000000645845,0.0,1.0000000006458463,1.0000000006458454,0.0,1.0000000006458454,1.000000000645846,1.000000000645844,1.0000000006458456,1.0000000006458463,1.0000000006458456,0.0,1.0000000006458463,1.0000000006458458,1.0000000006458454,1.0000000006458458,1.0000000006458458,1.000000000645844,0.0,1.0000000006458454,1.0000000006458463,1.0000000006458454,1.0000000006458454,0.0,1.0000000006458447,1.0000000006458452,0.0,1.0000000006458452,1.0000000006458447,1.0000000006458447,1.0000000006458458,1.0000000006458454,1.0000000006458454,1.0000000006458465,1.0000000006458456,1.0000000006458458,1.0000000006458447,1.000000000645846,1.0000000006458452,1.0000000006458454,1.0000000006458454,1.000000000645845,0.0,0.0,0.0,1.0000000006458454,1.0000000006458452,0.0,1.0000000006458463,0.0,1.0000000006458458,1.0000000006458454,1.0000000006458454,1.000000000645846,1.0000000006458454,1.0000000006458445,1.0000000006458447,1.000000000645846,0.0,1.0000000006458456,1.0000000006458456,0.0,1.0000000006458456,1.0000000006458454,1.0000000006458447,1.0000000006458454,0.0,1.0000000006458458,1.0000000006458456,1.0000000006458454,1.0000000006458447,1.0000000006458458,1.0000000006458456,0.0,1.0000000006458456,1.0000000006458456,1.0000000006458454,1.0000000006458456,0.0,1.0000000006458445,1.000000000645846,1.0000000006458454,0.0,1.0000000006458458,1.0000000006458454,0.0,1.000000000645843,1.0000000006458443,0.0,1.0000000006458458,1.0000000006458454,1.000000000645846,1.000000000645846,1.000000000645846
Articles of concrete cement and plaster,2.2251390111637415e-06,7.391697985740107e-06,4.662608914614433e-06,2.560846655796309e-07,1.7222063797373123e-06,6.900783168251685e-08,7.67482856592219e-06,4.837508160112172e-06,2.2244892485505363e-07,1.0015322753113974e-05,5.056430611412665e-07,9.490511779999865e-08,1.4218433369350254e-06,4.721135269934267e-07,2.622409538477242e-08,3.8441382973133963e-07,1.2404449675315608e-05,1.0827443129598168e-07,9.42302023920708e-06,4.0203799296036314e-07,6.366139682027963e-06,1.5275580344084724e-05,4.262001427144779e-08,6.597084159180134e-06,6.258533981916677e-07,6.325400327546796e-08,1.866039735211018e-07,3.435578128654702e-06,1.8905102257501051e-06,4.0940426022517576e-07,7.602994262250398e-06,1.2255497691508445e-05,2.0199805107495356e-06,1.576406937859689e-05,8.939531949497267e-06,7.617918298662867e-07,9.675248691897882e-06,7.322520493020703e-06,5.056430611412665e-07,4.721135269934267e-07,2.6004775425736033e-07,6.408173440674663e-06,1.633343629972087e-05,2.604098335757323e-06,4.47234059652654e-06,1.1220952242955226e-05,5.883876490288565e-06,6.909977657213841e-06,1.8292232169635405e-07,1.1132421981668857e-05,9.936908928874033e-07,1.3622940764135416e-06,1.8653085748856989e-06,9.61005661096069e-07,5.82383373243201e-06,7.917835701218828e-07,1.2231839472702026e-07,4.867360429603737e-08,5.419541025946011e-08,1.3828523604304903e-05,1.962895338489475e-06,9.490511779999865e-08,7.617918298662867e-07,1.4801141225378257e-06,4.62930417365913e-07,3.943105177582618e-06,3.325204750080641e-06,0.0,6.707165361269315e-08,8.326147783258994e-08,9.247131369054664e-06,2.937331057060209e-08,1.0117275820369857e-05,3.720049915755755e-06,2.003573036006966e-07,5.573837968873296e-06,1.1934151551439464e-07,1.1875211755023244e-05,3.3358310911053473e-06,2.925438027770119e-06,3.720049915755755e-06,6.769387103772358e-08,6.961206872217411e-06,6.179214515174343e-07,1.3453828603624933e-05,7.445778724007779e-06,4.1260862367809585e-07,7.2293947280526974e-06,1.0713388845172421e-07,3.0091077103708483e-06,9.759058774204104e-08,1.6238379573611087e-06,1.3210303493633982e-05,5.76626894330187e-06,4.102876701960875e-05,0.0,1.947147336011849e-06,3.5335641941451916e-08,3.4239202191148802e-06,2.4620377202250837e-08,1.5367288553744447e-05,8.939444945343321e-06,0.0,3.5939539334907553e-07,1.2001392825005405e-05,2.9947288546381755e-06,5.970350320775105e-07,3.264004024435249e-06,5.2493587888596964e-08,2.4195594884213397e-06,6.290504180174687e-06,1.1697334281285214e-05,2.0577448659735746e-07,8.516472175964018e-06,1.910762623798317e-07,1.276045906083012e-05,9.801773880739183e-06,8.294021373848967e-07,1.2979691061078788e-05,5.483633573642326e-06,1.0373537881998536e-05,2.4679564624824117e-06,3.6887455474692115e-06,2.706777839023866e-06,1.8986538552324527e-06,0.0,1.1019711545806527e-05,9.303753427921498e-06,1.8372678358787427e-07,4.473184524414715e-08,2.057772862675978e-07,3.794682374772411e-08,1.3299111296608826e-07,5.535669498788767e-06,1.3024719025019953e-05,2.3561354901613856e-08,8.159992694580435e-06,2.2126716517624422e-07,1.6121915068903283e-06,5.471899543001593e-08,1.1686250369610814e-05,3.3620313817384415e-07,1.3979723697540491e-05,1.3124437386524865e-05,5.052002505357054e-06,7.319469525872107e-06,2.384899209592149e-07,1.003215398043369e-05,9.980040293712663e-06,1.488498119543054e-05,9.687682816645423e-06,3.3244228432332566e-06,1.8491480441321558e-06,6.094577610858541e-06,1.058318258626741e-05,1.60836178866507e-06,6.456318755482112e-06,1.9889987889491e-07,6.673321815626865e-08,9.94810250367494e-06,1.401334848570622e-06,6.456318755482112e-06,7.83022384611449e-06,1.1593531919268681e-05,4.225000080519662e-06,6.456318755482111e-06,5.558980953118571e-06,1.1946415385809388e-05,1.445781789917361e-05,1.1774962647850616e-05,3.4887296711645294e-08,1.629054557663234e-05,5.009624641319343e-08,8.745044258859315e-06,2.925438027770122e-06,4.56487488019681e-06,9.349133223847827e-08,1.6511906200228586e-08,4.688333095547894e-06,7.791568121127374e-06,6.939878802394245e-06,9.332650970903782e-06,9.557676911676347e-08,5.171871170050465e-06,0.0,5.146476228901201e-06,1.3791063237535477e-05,9.836900774359903e-06,2.6186872595851186e-06,6.31431657990926e-08,1.1098346332583442e-05,2.1493402833007056e-07,2.7316385668150964e-07,7.556432597160655e-06,1.9584540096068037e-06,7.742201781592252e-06,6.7142389150189e-08,1.1529210153499041e-07,4.2803319910661495e-08,9.4166261238664e-06,5.13342713428964e-07,7.970621245404902e-06,4.691923568593196e-06,5.734981789024966e-07,4.119119841798868e-06,8.474261022221643e-06,9.612915418333632e-06,1.9956153002494097e-06,1.1305861281895792e-05,5.53920718185298e-07,1.5005779903685415e-05,1.1134721571138715e-05,4.968502972024473e-06,9.520870025881739e-07,1.955318442792834e-08,1.0121659320688738e-05,1.2907865516462791e-05,6.348512382466441e-07,6.856724515185007e-06,7.829397534298218e-08,0.0,5.0805223835444045e-06,2.5385959841779884e-07,4.1502598989211175e-08,0.0,1.0364388306868094e-06,1.0522007521787052e-05,4.374796231583514e-07,1.2813529127636967e-05,1.1824206310042293e-05,2.793453571648017e-06,1.1305861281895792e-05,9.90975505979283e-06,9.29339889745927e-06,1.0588906621292962e-05,9.181923030260292e-06
