,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,1.4670138772275257e-06,0.0003329549941585667,0.0002948681659013215,1.4019614684617978e-06,2.3799207872226244e-06,2.661965898836259e-06,2.9899277175415467e-06,1.716305659088193e-06,0.00012876487417256673,2.0919745729513367e-06,2.1336712249743206e-06,2.584425228980685e-06,1.49282400862977e-06,2.003518765382198e-06,2.3662714199164247e-06,2.294647860874e-05,2.6724823541109443e-05,2.618889892173089e-06,0.00025742975929018383,7.078575626004189e-06,0.006174272255767962,2.1193354199378434e-06,1.8244903249550916e-06,3.1485230147156944e-06,1.6138163291475118e-06,2.304029598569038e-06,2.564062198161695e-06,2.867484408388114e-06,1.728313489460904e-06,5.068136373332807e-06,1.8391403576368816e-06,8.31857956272936e-07,1.6422293899050832e-06,2.4031641122794844e-06,2.192469700931347e-06,0.0,2.2535848480650077e-06,0.004980264082016211,1.8355216966600358e-06,2.003518765382198e-06,4.611185430586402e-06,1.977923838355814e-06,2.1026688441148406e-06,0.0011316093719239886,3.862444674643996e-06,0.000398051080731259,0.003008136501337056,2.1702895510020745e-06,1.149245278771127e-06,2.791479594988297e-06,2.581649041438024e-06,1.8055093269548023e-06,2.351281989196608e-06,2.159489567092337e-06,2.003835230233348e-06,1.4104464079220205e-06,9.930261991181382e-06,2.4932548128050696e-06,2.2583810990375392e-06,3.7454778535082957e-05,1.8596083798387297e-06,2.5118360773671927e-06,1.5372179933423271e-06,2.318211616079741e-06,5.442737047393433e-07,6.433929489226549e-06,2.638075487171619e-06,2.2583810990375392e-06,2.757598498511949e-06,2.281886970088388e-06,5.408869830606579e-06,2.4312377826461203e-06,2.078126284820217e-06,2.728607992025946e-06,2.560337410758404e-06,0.03394648266443224,2.536649150821054e-06,2.068425500695875e-06,0.001086069801384792,2.2336118528603905e-06,2.728607992025946e-06,0.004564716588410612,0.0033765402062861175,2.579889354335296e-06,0.0004578051281198612,0.00278503615177134,2.9056801912276585e-06,0.0027347155828579862,2.0861384610927314e-06,1.5935267203655888e-06,2.7183720256731046e-06,2.3069538853734064e-06,2.10425321067745e-06,1.5508877868333146e-06,2.1026438424935144e-06,0.0,1.7819580388344635e-06,2.5642474460494315e-06,1.6358127399871388e-06,2.153439334443722e-06,2.1152405518538138e-06,2.2042579742182097e-06,2.1184199333431577e-06,2.104426964612702e-06,7.568461731226936e-06,0.0001059533693515099,2.4304068269621897e-06,2.477954465072043e-06,2.336951275905094e-06,1.7241328990464508e-06,0.00011316662523145758,2.022650589458043e-06,4.086683288901162e-06,0.00029508904341192413,3.4205199176037205e-06,2.1009730182997917e-06,2.0498474526436426e-06,1.4015432999674877e-06,2.0988746627716755e-06,3.2859659537883734e-06,2.117410122955107e-06,0.005433480926637507,2.1548453712875385e-06,3.1065420302041206e-06,0.0,2.217908813900007e-06,3.4203238730774283e-06,2.4809745900956224e-06,2.508420693620188e-06,2.734925343355844e-06,2.031365661327602e-06,1.7535883001255747e-06,2.2008167116625296e-06,2.676655924501824e-06,3.212674842457961e-06,1.790185094182264e-06,1.4652662947059396e-06,2.3408809220377115e-06,1.8817854029050515e-05,5.250258054424615e-06,2.1163709222117827e-06,2.279519855179646e-06,2.086813412688471e-06,2.0992651955963167e-06,0.0002577497516002832,2.1290591155097407e-06,1.3644424271477779e-06,3.6943568817914717e-06,6.556527890581899e-05,2.124876188993961e-06,2.2425421419109094e-06,2.387219971174838e-06,0.00022700029940692608,2.0815737768275248e-06,0.0002078670601835149,1.8812617991855173e-06,2.076727949788294e-06,7.757238429040414e-06,2.1918495594621672e-06,2.1598363630132043e-06,2.001416226776202e-06,2.0815737768275248e-06,2.645440972222826e-05,0.0008288710350799447,1.960582439008984e-06,2.0596460234959805e-06,1.8700140639857979e-06,2.0969215547462384e-06,2.030706678572654e-06,2.0941251108400485e-06,2.168599248742092e-06,2.9191643271584623e-06,2.7783552573935143e-06,1.7121647430620075e-06,2.2336118528603897e-06,2.265852424430736e-06,2.199966637214759e-06,2.443346158141329e-06,2.2803164723750196e-06,3.232378657170207e-05,1.1215317194288801e-05,0.000342569914701033,5.226379264562443e-06,2.1184199333431577e-06,0.0,2.520503218415503e-06,1.5315915922515818e-06,0.002517542968410887,1.7744821044445589e-06,2.5476794791024863e-06,2.763953981934338e-06,3.1292470725840005e-06,2.335633581129872e-06,8.215661216739459e-05,1.0771368277353524e-05,2.009774778481694e-06,2.2641726755682557e-06,2.8186470187152584e-06,2.32208053121517e-06,2.249511512050459e-06,1.4750501925032037e-06,3.1740961150721306e-06,0.0006767920371138602,1.3273946697351255e-06,4.72795900514291e-06,0.0030041741669620237,2.111464341133958e-06,3.6127279209952457e-06,2.062163250918557e-06,1.674669307788476e-06,2.1034799777720853e-06,2.09651003448632e-06,1.6884960561533226e-06,2.279143793133671e-06,1.407694774262777e-06,2.0937023191692173e-06,2.0993053922429664e-06,3.9340670912577995e-05,4.4662272617638696e-05,1.5014376055394038e-06,7.757238429040416e-06,5.475628065673726e-05,1.319634931163059e-06,2.239638565822459e-06,7.757238429040414e-06,2.1476214641506396e-06,1.5438158786840375e-06,1.4143092263801238e-06,2.105624543279353e-06,2.1110528130772327e-06,2.3963791118678265e-06,2.062163250918557e-06,4.536439216694059e-05,2.2660768495366225e-06,0.000590894577156059,8.764724396966634e-05
Agricultural and forestry machinery,3.7954629329164906e-06,2.0985498193942836e-05,0.00036585136505195816,3.2736702277457335e-06,1.2914526193286321e-05,6.367419641798123e-06,0.00018556576175629672,1.1545605203954656e-05,1.2487414551785571e-05,1.2930486437849145e-05,4.245553311157038e-06,3.964807999662997e-06,4.977552536457739e-06,4.239754316120568e-06,2.4306200676879726e-06,2.4976106200871742e-05,2.575083120722815e-05,4.123238838034598e-06,0.0002880178201442711,5.710566022872272e-06,0.00032870653141630284,9.81213568254194e-05,5.845374207483121e-06,1.1692027623908712e-05,3.560606202551743e-06,1.406260436322112e-05,5.2389602461563175e-06,5.041705963913006e-06,1.3492357490196397e-05,3.2913004525427153e-06,1.0705639783975852e-05,7.95788651360652e-06,5.259338412368534e-06,1.4014135943714607e-05,0.00020474209026188577,0.0,3.230888107638333e-05,0.002260575975701513,5.782681086136455e-06,4.239754316120568e-06,3.7258381542617722e-06,1.1154261796077428e-05,5.866444406569423e-06,0.00021944841094095001,3.2054191367676204e-05,6.38891049683763e-05,0.00038193580968253334,9.080727697583809e-06,9.926710921779131e-06,2.2081098336630618e-05,1.1606000468452222e-05,8.460174515735713e-06,6.232567161743619e-06,4.513033103699482e-06,4.239754316120568e-06,4.496689308809906e-06,0.006098144274024133,3.2954220277182304e-06,3.1205761203091285e-06,2.7134903079775923e-05,1.81498638575154e-05,5.1636419624224005e-06,1.326629816936589e-05,4.0478411068722045e-05,1.4557778367312064e-05,0.00019603023021666906,9.130224648130631e-06,0.0,7.038922580110828e-06,3.937312371176357e-06,1.70865351777764e-05,3.5096828418016294e-06,0.00011707937406407112,6.340138811353573e-06,3.964807999662997e-06,9.382494627120622e-05,4.762787959241328e-06,8.059129825729992e-06,0.00042970051934830707,6.112797939364243e-06,4.863888355376466e-06,2.076422731286597e-05,0.00033966406803539556,6.855461499614212e-06,0.0006965367622070233,2.084987917549594e-05,1.2695970569118716e-05,8.866342038525386e-06,1.7743543385350163e-05,1.0732132779824636e-05,4.879185855309824e-06,1.947971275445821e-05,1.3767508775967515e-05,1.7723533435709666e-05,1.0464492719534283e-05,0.0,2.0466636439552027e-05,5.985847725874761e-06,3.0078146106463844e-05,5.415847064319488e-06,1.8560249726335306e-05,0.00025163505020974115,3.2736702277457335e-06,5.324680071347282e-06,1.0497327683466888e-05,0.00012330530627987878,5.058684700448671e-06,1.2891376780928727e-05,2.7176190052228733e-06,1.0164382984516293e-05,0.00023596480828642989,4.870344483788648e-06,5.671872680188179e-06,8.026045986281098e-05,7.317478147979213e-06,3.9250447364321645e-05,5.673687115215195e-06,3.563321389083822e-06,5.662822613338866e-06,1.067787378406418e-05,2.1625010907105176e-05,3.485018302283279e-05,2.314306515431049e-05,3.4338975243010895e-06,0.0,0.00010887615046091527,1.749081307896316e-05,4.3641671506309965e-06,3.713391671054191e-06,4.01214957674044e-06,4.637843416567516e-06,3.037841082361291e-05,8.357991034305253e-06,1.7142298649204463e-05,0.0001563939121631861,1.3830545507540938e-05,4.535928257696348e-06,6.337662473573973e-05,0.000780993508973324,5.117884847615228e-06,4.134651482781544e-05,4.493064056528193e-05,7.327203144745258e-06,7.055665467320597e-06,3.7901989749371946e-05,4.967981644479609e-05,3.2736702277457335e-06,9.9951990030571e-06,8.526616537591676e-05,1.294443148457786e-05,4.8644332255522856e-05,1.0609515038649512e-05,4.9343823873447246e-05,5.101436889238864e-06,0.001017670344855307,8.681553841826939e-06,7.126003536437518e-06,5.7057316501908514e-06,4.897163981622563e-06,0.00014729552539414042,5.544616906176389e-06,9.549651387581842e-06,0.0007200581064527334,2.1884834468703246e-05,1.0152875223688581e-05,8.008899372463993e-06,1.5441510663102428e-05,2.3423955487246922e-05,5.664163793637605e-06,1.2041914620443491e-05,2.9365061719872743e-06,5.866444406569423e-06,1.4087433254946817e-05,1.4005882576033333e-05,6.112797939364247e-06,9.710495152765515e-06,0.003778734719147896,6.775599447843078e-06,9.97371411650102e-06,7.23783501545167e-05,5.024998803181762e-05,0.000146759616613762,3.358280571487397e-05,7.5586594943331406e-06,0.0,7.31058951139216e-06,1.8559559180465952e-05,0.015012617143382423,1.55303582678921e-05,4.2571543908081385e-06,3.0006193015380433e-05,4.096291827578632e-06,1.4280205847253272e-05,1.4210878475847438e-05,4.259446472673493e-06,9.200813143504489e-06,4.931200578419304e-06,5.034647927886097e-06,3.5963506083313804e-06,2.027577216175586e-05,3.3245345366152356e-06,4.8249160453451136e-05,0.001478387831906679,3.29583778149562e-06,2.347348972195954e-05,0.007184472524058555,3.3200302363913896e-05,9.826736282960447e-06,4.123238838034597e-06,6.063050937061145e-06,1.00706546284798e-05,9.1758892447481e-06,1.4752194700341662e-05,4.758837430249799e-05,2.5489375813452748e-05,0.00010564541205286596,7.0976660056992385e-06,0.00011759426084354114,0.00012114950056097857,4.167804160276923e-06,6.795177508907687e-06,1.5093091360050778e-05,3.2736702277457335e-06,6.772304916928555e-06,0.0,3.6153220957318175e-06,8.431386225189249e-06,4.219753188702725e-06,1.340777265247791e-05,5.72184056264524e-06,7.683305983491277e-06,1.7127253075356536e-05,4.775831685611723e-05,2.256072535178076e-05,6.575925226038744e-05,9.484551382715876e-05
Aircraft and spacecraft,1.910065682210793e-05,1.7517135067039193e-05,1.6757074194794286e-05,1.2944344703655847e-05,1.2638200370222935e-05,1.3666752814613935e-05,0.0010545639895070894,1.6622285748621848e-05,9.667989299396688e-06,2.1640145728542304e-05,2.0426670856112354e-05,8.049656594886141e-06,1.296946979538488e-05,1.134884809998948e-05,1.5180728069722723e-05,0.000285183739007831,3.150390760281585e-05,1.3424665404575128e-05,1.8716651912457934e-05,5.337169280510908e-05,3.662725951070881e-05,5.8009798459003864e-05,2.3912851351068782e-05,0.0029915536810128404,1.4631331573327994e-05,1.2261273943729653e-05,9.382939943650433e-06,1.609181937793906e-05,8.964180004761328e-06,9.693542661033392e-06,1.63815479050273e-05,1.3781064544133986e-05,1.437359557135898e-05,3.040328031641208e-05,1.006113785228875e-05,0.0,4.057734070286041e-05,8.223059005124974e-05,1.2671917336513135e-05,1.4513422649131166e-05,1.629133694447718e-05,9.214999763127107e-05,1.2793647224726507e-05,8.815223770163628e-05,0.0015581847151601219,1.9021890883594966e-05,0.00010507071193288674,1.3059294656568225e-05,8.26630135572472e-05,3.832157347175536e-05,1.3935297357607099e-05,1.709127198343336e-05,1.1541186133913787e-05,4.2370145129405986e-05,1.134884809998948e-05,1.1502035866189666e-05,1.224025785962615e-05,7.99689901871043e-06,2.7463592726573475e-05,1.0631896887821029e-05,2.1403306358196873e-05,7.638733841070994e-05,1.1980297123639268e-05,1.9030986463171933e-05,0.0001263514636935057,0.00011305783139745882,0.00048031617969147974,0.0,1.1066867710889676e-05,1.0559083711640933e-05,0.0002334077049148608,1.2291138781239008e-05,2.2208220253049287e-05,2.1610044682593293e-05,9.382939943650433e-06,0.00014005797478532425,2.7994037239797587e-05,1.399175210856989e-05,3.333814341412806e-05,7.533921323448822e-05,2.1671964059276074e-05,3.3288973364155685e-05,5.663932363342869e-05,1.2682468490614648e-05,4.01554090095243e-05,2.2012194703858002e-05,1.2488889477902748e-05,0.0009995305325539456,3.189923329652819e-05,1.2669623252888027e-05,2.1222144905783385e-05,1.6543424539790357e-05,2.7955677537416744e-05,1.0563006262836841e-05,0.0017013299445640892,0.0,1.2936136815808872e-05,1.0845873987525412e-05,9.953012405355847e-06,0.00010949528444466865,1.7134517946807628e-05,5.337296716992761e-05,2.142462016272021e-05,1.0821565519636941e-05,0.0002759757778331433,1.9206362344573995e-05,1.3303038298074093e-05,1.4425229579228902e-05,5.277406183496646e-06,1.2379251980720201e-05,0.00014005797478532425,1.1283970681042762e-05,2.0402971864554645e-05,1.9031471638670265e-05,2.351540960650217e-05,4.155492586417586e-05,1.2984392303182815e-05,9.609849206130262e-06,1.032502503399506e-05,2.589148468340293e-05,3.253385753023435e-05,1.8533734803933226e-05,0.0001253864919955094,1.0999503203184891e-05,0.0,8.69935876764035e-05,3.165788913733742e-05,1.957540561993083e-05,1.9171955225717986e-05,1.2942053499199937e-05,7.328336232970954e-05,2.3388585922011193e-05,1.595475720158377e-05,1.1147981097112365e-05,0.0001064011500945949,2.7942922181397825e-05,1.542402108582759e-05,2.681775317206616e-05,2.486644068478211e-05,2.1004063224260067e-05,1.101326199651756e-05,1.3952590136026737e-05,2.133838443368206e-05,0.0,1.4814736939397974e-05,1.0754760561129695e-05,2.0188281337916194e-05,3.7430605239412915e-05,3.4438249643951004e-05,2.506495642527706e-05,0.0001292253353996282,1.030391944119446e-05,9.894345831242267e-06,0.0,0.00031129771973644393,5.0124094449744815e-05,8.839683172756904e-06,7.546406056166318e-05,1.1555398191499891e-05,1.2373111268798332e-05,1.1348848099989482e-05,1.6816473384705485e-05,0.0002923687773372791,1.6387377850381738e-05,1.535451308832983e-05,9.38293994365043e-06,3.031249193931216e-05,6.0531850013550825e-05,9.170084167254743e-06,2.713160297336613e-05,1.3643218044846652e-05,4.549828507049959e-05,1.2488889477902748e-05,1.0585851969098437e-05,7.53392132344882e-05,8.925913030562107e-06,2.672631525655119e-05,1.8981907871675763e-05,4.549828507049959e-05,4.239863115009108e-05,5.494321353832287e-05,0.00033460828312476063,1.0633667337133846e-05,2.142462016272021e-05,0.0,1.9297510848626633e-05,1.916985350833889e-05,2.856926750470561e-05,4.845712711256463e-05,2.1476744662452238e-05,3.781116962039375e-05,1.2113573153528847e-05,2.741295979948579e-05,3.810850296694423e-05,1.965366181399511e-05,5.387612609346004e-05,1.388595481117382e-05,1.4306624666437901e-05,1.2871594168654256e-05,5.1708733351042057e-05,2.7746807149588298e-05,3.23100519256153e-05,0.0006410087660699712,1.5644811607751757e-05,3.1184994205814265e-05,0.000248400533550902,2.2302073915397926e-05,3.5932854093353694e-05,1.7270024246447266e-05,4.9873691135693565e-05,2.3097688633526937e-05,1.3429631280871501e-05,9.902714650777271e-06,1.0999527076976295e-05,1.4089674608738417e-05,1.1283970681042764e-05,1.0834878243361648e-05,2.032292359591531e-05,5.250976352767185e-05,1.3207563407141549e-05,5.935673944921493e-05,1.3890266698663065e-05,8.839683172756904e-06,1.4161474405936695e-05,2.1671964059276067e-05,9.801302957410635e-06,0.00014068303740025123,1.6968588702535363e-05,1.2169786772093793e-05,1.2176121018627226e-05,1.1980782782889181e-05,1.605619142259462e-05,0.0009081626126512965,4.1186880529120254e-05,6.856799308184721e-05,0.0002469593777046679
Animal feed ingredients and pet foods,0.0,1.0000000000140596,1.0000000000140612,0.0,1.0000000000140608,0.0,1.0000000000140512,1.0000000000140616,1.0000000000140612,0.0,0.0,0.0,1.0000000000140614,1.0000000000140605,1.0000000000140605,1.0000000000140605,1.0000000000140605,1.0000000000140614,1.0000000000140608,0.0,1.0000000000140616,1.0000000000140614,1.0000000000140603,1.0000000000139093,1.0000000000140614,1.0000000000140603,0.0,1.0000000000140608,1.000000000014061,0.0,1.0000000000140603,1.0000000000140605,1.000000000014061,1.0000000000140612,1.0000000000140608,0.0,1.000000000014061,0.0,1.0000000000140608,0.0,1.0000000000140616,1.0000000000140616,1.00000000001406,1.0000000000140579,1.0000000000140608,1.0000000000140608,1.0000000000140068,1.0000000000140608,1.0000000000140612,1.0000000000140612,1.0000000000140616,1.0000000000140612,1.0000000000140608,0.0,0.0,0.0,1.000000000014061,1.0000000000140603,1.0000000000140594,1.0000000000140603,1.0000000000140605,1.0000000000140605,1.000000000014061,1.0000000000140605,1.0000000000140599,1.000000000014061,1.000000000014053,0.0,1.000000000014061,1.0000000000140605,1.0000000000140066,1.0000000000140612,1.0000000000140614,0.0,1.0000000000140612,0.0,1.0000000000140605,1.000000000014061,1.000000000014061,0.0,1.0000000000140605,1.0000000000140614,1.000000000014061,0.0,1.0000000000140612,1.0000000000140605,1.0000000000140599,1.0000000000140608,1.0000000000140608,1.0000000000140608,0.0,1.0000000000140612,0.0,1.0000000000140612,1.0000000000140612,0.0,1.0000000000140599,1.000000000014061,1.00000000001406,1.0000000000140603,1.000000000014061,1.0000000000140608,0.0,1.0000000000140612,1.0000000000140603,1.0000000000140548,1.0000000000140608,1.0000000000140614,1.0000000000140608,1.0000000000140605,1.0000000000140612,1.0000000000140612,1.0000000000140603,1.000000000014061,1.0000000000140603,1.0000000000140608,0.0,1.000000000014061,1.0000000000140612,1.0000000000140488,1.000000000014061,1.000000000014061,1.0000000000140605,1.0000000000140614,0.0,1.0000000000140608,1.0000000000140605,1.00000000001406,1.0000000000140614,1.0000000000140599,1.000000000014061,1.00000000001406,1.0000000000140612,1.0000000000140605,1.0000000000140608,1.0000000000140612,0.0,1.0000000000140608,1.0000000000140603,1.0000000000140608,1.000000000014061,1.0000000000140614,1.0000000000140605,0.0,1.0000000000140614,1.0000000000140599,0.0,1.0000000000140616,1.0000000000140608,1.0000000000140583,1.000000000014061,1.000000000014061,1.0000000000140608,0.0,1.00000000001406,1.00000000001406,1.000000000014061,1.000000000014061,1.0000000000140608,1.0000000000140596,0.0,1.000000000014061,1.0000000000138325,1.00000000001406,1.0000000000140608,0.0,1.0000000000140605,1.00000000001406,0.0,1.000000000014061,1.0000000000140603,1.0000000000140605,1.0000000000140608,1.00000000001406,1.0000000000140605,1.0000000000140616,1.000000000013988,1.000000000014061,1.0000000000140612,1.0000000000140603,1.0000000000140583,1.0000000000138356,1.0000000000140594,1.0000000000140608,0.0,0.0,0.0,1.000000000014061,1.0000000000140608,0.0,1.0000000000140523,0.0,1.0000000000140612,1.0000000000140605,1.0000000000140608,1.0000000000140605,1.000000000014061,1.0000000000140605,1.0000000000140599,1.0000000000140612,0.0,1.0000000000140608,1.0000000000139475,0.0,1.0000000000140585,1.0000000000140605,1.000000000014061,1.0000000000140608,0.0,1.0000000000140608,1.000000000014061,1.0000000000140605,1.0000000000140616,1.0000000000140603,1.00000000001406,0.0,1.0000000000140616,1.0000000000140596,1.0000000000140605,1.0000000000140608,0.0,1.0000000000140599,1.000000000014061,1.0000000000140608,0.0,1.0000000000140605,1.000000000014059,0.0,1.0000000000140603,1.00000000001406,0.0,1.000000000014061,1.0000000000140505,1.0000000000140612,1.0000000000140583,1.0000000000140608
Articles of concrete cement and plaster,4.4768800245619996e-05,0.003613996005191572,0.0004224886187581961,3.0390183262763057e-05,5.40896788623237e-05,9.98193517495348e-07,0.00777486435718681,8.302600176421485e-05,2.6373963363598492e-05,0.00015399720325698406,8.236062072334964e-06,2.111973889465591e-06,5.185143224674943e-05,7.987059207791986e-06,5.820260027999968e-07,1.0908261692553411e-05,0.0005737735249816965,1.9738225963092317e-06,0.0002883304378169593,4.927740546792216e-06,0.000598905797678653,0.00045518489965653565,2.1278792549522055e-06,0.028601374029515063,3.26289273364729e-05,1.2603669957245986e-06,1.457699376913816e-06,4.345611856907475e-05,0.00014962500804504945,3.311009075353e-05,0.00014947726026817164,0.00011951055742064401,6.224475166042736e-05,0.0001543604396233553,0.005715102427240668,2.593793393151529e-05,0.001434013080442245,0.002928253646941036,8.236062072334964e-06,7.987059207791986e-06,6.060062944716652e-06,8.508812174505465e-05,0.0001417151594651363,0.003662802971551551,0.0010067426342236856,0.00277411338801128,0.02354394057867186,0.00021402268700276486,0.00016256075033154702,0.004169569365857405,1.3007362538820683e-05,0.00011469272622408643,2.9032254094866095e-05,8.491377180253112e-05,8.339704622014279e-05,7.957790786590275e-05,9.011175840886662e-05,1.2130174266379841e-06,1.6243303542579758e-06,0.001380842284383225,0.00014654906211416317,2.111973889465591e-06,2.593793393151529e-05,9.959098247375712e-05,3.290710151056666e-05,0.007176116704552901,0.005973868935888387,0.0,9.496045790876812e-07,1.743004047610495e-06,0.0012551327593490176,4.6534902198127355e-07,0.0002341143006685106,0.00015313790423482915,1.5340076137167394e-06,0.0368165615751239,3.45718413734168e-06,0.00012629257666874562,0.015450219628285687,0.00046481787948078515,0.00015313790423482915,1.287539180764096e-06,0.0010288176090262674,2.3939057936571196e-05,0.006927177540861156,0.0013487952431724278,4.020532101504132e-06,0.011736607155831282,9.365584406289773e-06,8.198515159173342e-05,2.227055489236581e-06,2.4450645849709764e-05,0.00013305044978627432,9.596038723723522e-05,0.00019480166612250845,0.0,3.699728371039401e-05,4.903456550561296e-07,4.967142732925487e-05,3.432296361517644e-07,0.00014334047040429442,0.0057158235106125384,0.0,1.3032726019757163e-05,0.00045010016887533824,0.001012361693138246,2.3737707680027866e-05,0.0001654840031473594,1.518847919881344e-06,0.00011395566826677954,0.02957410875922085,0.00012843651521877354,3.2442185934619377e-06,0.003332155694642214,2.362929957352201e-06,0.00013979030645749443,0.0002269560455453346,3.3995383393926594e-05,0.00013127867939142227,0.031418671737061206,0.00013696826438858373,0.21320686382597953,0.0011785798232496643,5.633738809329103e-05,0.0,0.0017347892032882918,0.001507851585746441,2.5371365622523282e-06,7.870030228958141e-07,3.95606932324233e-06,0.00017771220784269378,2.623877216858603e-05,4.254156613510606e-06,0.002364740631352916,0.0005763122367812125,6.716571882142463e-07,0.00010675631159579206,4.2961129380843505e-06,4.7233188982217834e-05,2.1158504158429332e-05,0.00020055558993187187,8.987121248405949e-06,0.00012629739617647743,0.0001327444389972183,0.0004919571762406795,0.00013493264299596533,2.8368216129212627e-05,0.002345184494878206,0.0014459960783533505,0.00014165775175570695,0.0014692575504948301,3.5976911194856644e-05,0.0005280300187461894,0.00020541699117413445,0.0022079539118551495,5.675469842577154e-05,0.0002181193452500652,2.972520305101709e-06,3.0506171668387094e-06,0.004344621857258505,2.9772307372981575e-05,0.0002181193452500652,0.0072076956566360555,0.0010683404625305309,9.993426991458951e-05,0.0002181193452500652,0.001157006509155492,0.00016149536491087615,0.000135504077707305,0.0001676080854040867,5.973878151446061e-07,0.0001414142319833688,6.290022216032936e-07,0.00013588866618210587,0.0004648178794807852,7.193783608442354e-05,0.00011304753930776794,4.070272053385486e-07,6.0011440576537335e-05,0.0011798287765784246,0.03979613518239125,0.005089861795003205,1.1873506220253912e-05,6.266568203149028e-05,0.0,0.0004327462136343265,0.0001357994747498705,0.07401719408538725,5.0230181546952166e-05,1.966597785390098e-06,0.006301198882174651,2.0350746723992293e-06,4.180669726975977e-06,0.004060684834943564,4.1698114681025486e-05,9.309519497607271e-05,8.320318500070597e-07,4.499886891575619e-06,1.0789029749502854e-06,0.0014371076808434252,2.522194711674976e-05,0.0027799162633366185,0.02337875219069367,2.7765747212208912e-05,0.0006222245250513125,0.006625708985874299,0.00013415484874983383,2.7384325996140053e-05,0.0001626659605959863,1.7561920811706507e-05,0.0001335707677836457,0.00015733972580001955,0.00012786468207107428,0.00011424756438369339,4.285949622319757e-07,0.000234049142816445,0.00013838291499088985,5.760920987521628e-05,0.004924678522322586,1.5673421457878896e-06,0.0,7.471083580394958e-05,3.0304238737510487e-05,1.9480054978918835e-06,0.0,4.030552972136701e-05,0.00010120168008520298,0.0013161638250454156,0.0001626816217196025,0.00012603463535305575,4.4657638069466624e-05,0.0001626659605959863,0.020359443465598516,0.001495867155769054,0.001728092537936417,0.0014080433132008126
