,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,6.582640132718321e-07,1.431593424756223e-06,9.909465579069422e-07,6.315572606813673e-07,1.3317444130082035e-06,1.0955423988187742e-06,2.63434982964947e-06,7.75798515382924e-07,9.902194654138947e-07,9.358650498453418e-07,1.0075729385630537e-06,1.1128563454904193e-06,6.69734012397314e-07,9.920157308999211e-07,1.070140293233755e-06,9.58013996852012e-07,1.0613228861606715e-06,1.0409729929445456e-06,9.933606177369767e-07,9.644864891254696e-07,1.0021427566102735e-06,9.58266258006578e-07,8.661671805676151e-07,9.732052098168496e-07,7.276632402514751e-07,1.2371556251291182e-06,1.3015360432094748e-06,1.1667322859967576e-06,7.801846372670919e-07,6.313891958592861e-07,8.446301791096825e-07,3.772760399651552e-07,7.369392363411967e-07,9.322072536527677e-07,9.547394882455557e-07,0.0,1.2427926064676942e-06,1.0296871633245985e-06,7.698521809708732e-07,9.92015730899921e-07,1.0751363467356924e-06,8.977316933558083e-07,9.520976332367386e-07,1.0838890197284915e-06,9.847921895504041e-07,9.913132583486351e-07,1.0873544893702804e-06,1.02114065064102e-06,5.118525811345247e-07,0.004376956847010662,1.041604585137419e-06,8.105546971441706e-07,9.664037068936078e-07,6.97839781852356e-07,9.918051029169835e-07,6.396812092754032e-07,9.00306368371437e-07,3.7968788762647703e-06,1.108382668875718e-06,1.06765863668241e-06,8.474190655625352e-07,1.1762328596134945e-06,7.092388027698041e-07,1.1609682622560539e-06,2.439564532074857e-07,9.977851701195015e-07,1.5070215907765745e-06,1.1083826688757178e-06,1.0988094851007941e-06,1.0410643494880248e-06,9.631849660923025e-07,1.0658015554739768e-06,9.423595644283651e-07,1.3766932338061397e-06,1.3054613917532224e-06,1.0402566271717134e-06,1.1479134506541146e-06,9.296069348726791e-07,1.1262601977570986e-06,9.071252430601425e-07,1.3766932338061397e-06,1.0741244919918307e-06,9.571743684518481e-07,1.1763474942795801e-06,9.73169303112014e-07,1.0062812272974384e-06,1.013135364557782e-06,9.599451189268991e-07,8.569611848228213e-07,7.122069708328791e-07,1.163956533885362e-06,8.218257195526133e-07,9.48510977357178e-07,6.828957941313312e-07,9.458122639201545e-07,0.0,7.996117191925079e-07,1.3145911304451189e-06,7.379667433308734e-07,9.951301625817189e-07,9.453426412830895e-07,9.532212201872308e-07,9.294495905525734e-07,9.626797826343993e-07,1.687069148643878e-06,1.8029419165784616e-06,1.0610841856415864e-06,9.779702307462716e-07,9.422725418197265e-07,7.762485988375531e-07,1.0476764019988776e-06,9.145819136956973e-07,9.828346664949261e-07,8.835137144096984e-07,9.856446667648178e-07,9.529202751927207e-07,9.580512429716397e-07,6.336108301280083e-07,9.459504127548147e-07,9.641183703869386e-07,9.603911519548796e-07,9.848015707317611e-07,9.411773807740331e-07,9.840214019500786e-07,9.351780826153763e-07,0.0,9.893963033326993e-07,1.3012083610532992e-06,1.1673486504166607e-06,1.1052202669920933e-06,1.305644581593901e-06,9.225421101425441e-07,8.487722294231166e-07,1.2433772662800125e-06,1.0589726868600154e-06,8.065148946190358e-07,6.587423614986271e-07,1.0401490611944356e-06,1.0877474978925898e-06,1.0267167425874527e-06,9.507465929603506e-07,1.3068173439284113e-06,9.61357968942628e-07,9.459360988566721e-07,1.089373355276071e-06,9.736315421456087e-07,6.184491101950637e-07,9.742218170681025e-07,1.1492239011264384e-06,9.364193934618686e-07,1.2520231461880417e-06,1.128773598116999e-06,1.0287661661504482e-06,9.295227377915988e-07,9.413510480684991e-07,8.23732819811961e-07,9.334024404546216e-07,9.501118219257127e-07,9.687851639271087e-07,9.527141861950552e-07,9.775631464028208e-07,9.295227377915988e-07,1.375997333714017e-06,9.59701986847473e-07,8.863423216334926e-07,9.198329113775237e-07,8.427374179828422e-07,9.382889300958808e-07,9.407005989321215e-07,9.505553657588358e-07,1.0241436232311365e-06,2.4984358808357164e-06,1.0734875085114967e-06,6.749547353951098e-07,9.071252430601425e-07,1.1844388195356521e-06,1.018714297693002e-06,1.230369239670526e-06,1.123902169196112e-06,1.0220358609437702e-06,9.801541769000176e-07,9.971606511313206e-07,1.169482696782874e-06,9.294495905525734e-07,0.0,1.3677044697949392e-06,6.91973598502492e-07,1.000454351444846e-06,7.954097691336739e-07,1.0950496837240423e-06,9.781832039428054e-07,1.151445261660055e-06,1.2762442520930722e-06,9.528788062719663e-07,1.1438386519170399e-06,7.717431806265991e-07,1.1127635102865099e-06,1.0498533989607309e-06,1.0503761767966047e-06,1.2804325030365506e-06,6.147796107203283e-07,1.150361234009257e-06,8.407222162467932e-07,5.962289406932242e-07,1.3392283988583984e-06,1.0206601662956977e-06,9.488197788766574e-07,1.0072227696737977e-06,9.380098516791997e-07,7.796778960055017e-07,9.486812385806119e-07,9.476815691484493e-07,7.575008114758876e-07,1.2814373073684886e-06,5.998202892160867e-07,9.446942082924073e-07,9.462793804076663e-07,8.265423129291856e-07,9.58603028883517e-07,7.988654041588643e-07,9.501118219257127e-07,6.755738869251992e-07,5.935437604348424e-07,5.668148526210135e-07,9.501118219257127e-07,8.212256479683904e-07,6.919482464876504e-07,6.157238723802657e-07,9.4928999892792e-07,9.756811099307423e-07,1.1783480813181537e-06,9.380098516791997e-07,9.56286292693657e-07,1.3567149160792719e-06,1.118020267766436e-06,1.2219641160426866e-06
Agricultural and forestry machinery,2.768720231224829e-07,9.324712588950702e-07,1.0427671067590638e-06,1.5159960600777466e-07,6.430844011326863e-07,3.5183576626523187e-06,8.399648349695074e-07,5.464506810729888e-07,9.571973720089607e-07,2.1123764139567815e-06,3.5859474314660656e-07,3.1528864020899997e-06,2.6958261493194807e-07,3.584648430499753e-07,6.855147376930485e-07,8.964829807490915e-07,8.250226224156144e-07,7.941483210863647e-07,1.110531878190782e-06,6.363723989241328e-07,1.0829760147961772e-06,8.980886670231887e-07,9.00172388147507e-07,6.51156602754665e-07,2.4392004767897096e-07,1.0535747542324877e-06,2.548367317315372e-06,8.9615689340731e-07,2.9698220119886544e-07,1.5794884005545036e-07,5.339492626620572e-07,4.3508681285062536e-07,2.89845268882097e-07,2.416008254283887e-06,9.151339301813345e-07,0.0,7.768152497498331e-07,2.400415203566906e-06,3.816844000955368e-07,3.584648430499753e-07,8.641836803693277e-07,7.869523345091565e-07,9.137376199866366e-07,1.1254661917468837e-06,1.1272493263641632e-06,7.905479343149541e-07,1.1929644798373849e-06,8.372660679016391e-07,4.934766054559707e-07,0.03369119887393575,1.928158152407299e-06,5.403464409147418e-07,1.3618876977849043e-06,4.196614423823519e-07,3.584648430499753e-07,2.9415494096901257e-07,5.804149643006647e-07,7.1568475399938725e-06,5.902339003772678e-07,6.88996885995197e-07,4.380252539678332e-07,8.459772368057418e-07,7.313335677384761e-07,1.177270688976054e-06,7.004655032504056e-07,9.35293276176042e-07,4.6270050091548776e-07,0.0,3.681548777381192e-06,6.853976238820515e-07,7.525099933537047e-07,5.040311201927961e-07,7.975053442976539e-07,9.327554274340155e-07,3.1528864020899997e-06,6.841101165285688e-07,7.984779053644636e-07,6.388493561951734e-07,1.1299766762249754e-06,5.632815784889141e-07,9.818082397261472e-07,8.879570609788252e-07,1.0367961359183724e-06,3.4540182962206345e-06,1.0892883915498752e-06,9.70354762325254e-07,1.5959818488020268e-06,2.2064718311797154e-06,6.187755584550268e-07,4.460885771638431e-07,8.12084137143081e-07,6.192488864827181e-07,2.839023379322382e-06,5.245541121907017e-07,8.714984257279059e-07,0.0,4.852462511377754e-07,7.400576852932132e-07,4.570261084687617e-07,1.0180504885408416e-06,1.0620837416435356e-06,8.88018755940849e-07,1.5159960600777466e-07,9.32033736484208e-07,8.923627673868244e-07,8.14124813133181e-07,9.202577890251953e-07,5.910592899687378e-07,2.496400669545782e-07,4.4397957565720326e-07,8.073905163466889e-07,9.593719190400219e-07,7.041008553831036e-07,8.768615242913674e-07,9.374971832223228e-07,8.785058317490941e-07,9.246922619122263e-07,2.3749615416538787e-07,9.253097053662141e-07,7.223387349310157e-07,1.2209979648171486e-06,7.748455111873186e-07,1.013238368565626e-06,7.890054904436382e-07,2.6094956720697836e-07,0.0,9.091429953413521e-07,7.429440123609818e-07,1.047201918437272e-06,8.93351529984354e-07,9.297778331348159e-07,7.291623714537285e-07,1.4661832127560033e-06,8.728892054987893e-07,2.724678736474272e-06,3.106190385976691e-07,5.179866883778071e-07,8.854378189185805e-07,1.217416684900738e-06,8.130910322207015e-07,9.142854092636143e-07,7.953970147258498e-07,8.933778991293971e-07,9.140713145906199e-07,1.0620836669741821e-06,1.0359097618787258e-06,1.5159960600777466e-07,1.2259673746340995e-06,8.1807059068527e-07,1.053297783632675e-06,7.66740744437437e-07,1.399984079246369e-06,2.159419489055301e-06,4.3435360825029197e-07,9.378340425546557e-07,6.793909404019081e-07,6.147446386164351e-07,6.164166134472918e-07,8.331189422407399e-07,8.866914231997895e-07,3.7506763830389704e-07,8.261098258604284e-07,9.139562340003197e-07,9.960754899040099e-07,6.016947538205436e-07,4.4761831301049384e-07,9.962901588427897e-07,9.76587369369987e-07,7.425456584534605e-07,6.855093930771019e-07,5.520266637733175e-07,9.137376199866366e-07,1.6439198673712084e-06,4.771915628225714e-07,5.632815784889143e-07,1.3076600261161941e-06,8.199593537794412e-07,8.926503407377111e-07,9.290644939562711e-07,7.516473075819308e-07,8.57795802196444e-07,9.59046887990793e-07,9.939372029506591e-07,1.7378933276998447e-05,0.0,9.523671722405272e-07,8.390125039546013e-07,8.639260515057519e-07,5.319636676317986e-07,5.975409691206936e-07,7.138759908213702e-07,2.9524498315389954e-06,8.797705312228672e-07,1.2036960478785017e-06,6.801630474509412e-07,7.182588719998111e-07,1.892455843591106e-06,5.692298025951444e-07,7.2845730227925e-07,7.405196931981505e-07,1.8149407293615833e-07,9.718387210654089e-07,8.960101574068255e-07,3.097318286998442e-07,1.928112865963218e-06,1.2533288025500677e-06,8.685668923956852e-07,8.793826022972542e-07,7.941483210863647e-07,1.3494761153800243e-06,1.3061267634433138e-06,8.518743350102235e-07,4.7454920506016745e-07,8.774442638541894e-07,9.634339096926614e-07,8.120154640647222e-07,9.137324260636508e-07,9.866303311808619e-07,8.174752523759871e-07,6.470387825048045e-07,3.8686465005787796e-07,5.144758393946431e-07,1.5159960600777466e-07,6.998295935457644e-07,0.0,2.3386879391169672e-07,5.668947344483944e-07,2.9382223207226574e-07,1.1072245664654316e-06,7.913102728494722e-07,2.1243935744658513e-06,8.245427188559288e-07,8.225412636828347e-07,7.688628332092398e-07,1.0701226184862355e-06,8.27485478887414e-07
Aircraft and spacecraft,1.5562782880273573e-05,1.789660999362469e-05,5.211445088884937e-05,1.7556315711757348e-05,1.1929908614610951e-05,2.1688714702161707e-05,1.992800343158061e-05,1.9247534696787386e-05,2.6467332290202653e-05,2.0995366194555705e-05,4.170931420106916e-05,1.301423943827682e-05,2.088484077266929e-05,1.2727726839193979e-05,1.9143468974026293e-05,1.8879748907827998e-05,2.0896185973989492e-05,3.208425935800492e-05,2.9049520690092072e-05,2.0480957849239947e-05,2.8106889496335435e-05,2.5897246001837102e-05,2.5895682689373323e-05,2.0572412130236377e-05,4.476444090565496e-05,1.3305886504700354e-05,3.839219011339019e-05,1.515745526761388e-05,1.296119169902839e-05,1.3761587411109899e-05,1.822822495472044e-05,1.887514976374878e-05,1.623090496456913e-05,1.7547766932697813e-05,3.7277077630709596e-05,0.0,0.001677261515849764,7.918972952859058e-05,1.744245279107914e-05,1.5450502930895395e-05,2.1385712091600434e-05,2.806294785826356e-05,2.3532014716251686e-05,5.7200721409313574e-05,2.9476954339612975e-05,5.7935326990938416e-05,2.5528584024590126e-05,1.5672420995487652e-05,2.774173228749757e-05,0.0009299352822395471,2.2967406022036734e-05,1.5235608255412149e-05,2.3097968432758474e-05,1.954729974681904e-05,1.272772683919398e-05,1.5526428480297037e-05,3.3626250959322204e-05,1.2010042418065957e-05,2.2940402397143927e-05,1.7232047432173634e-05,2.159847626451268e-05,2.7570825192791728e-05,2.0385858179433253e-05,6.050344850546928e-05,1.388713132992753e-05,1.9609932611473824e-05,2.0160287955008206e-05,0.0,1.2714330079794928e-05,1.5543483395262834e-05,1.8959353036934406e-05,3.069648991627604e-05,3.418388217017991e-05,2.156199715971864e-05,3.839219011339019e-05,1.8982510539622404e-05,2.299815543716767e-05,1.6358980300579856e-05,3.951107517077956e-05,1.9725380347180805e-05,2.160965800856091e-05,1.9916986919960537e-05,2.575709404879942e-05,1.905649601391192e-05,2.4696890887177823e-05,2.1611436417008336e-05,3.271551206137878e-05,2.5994467155485518e-05,1.333949474606999e-05,1.7439539076386517e-05,1.8185838510521033e-05,2.4046667987619144e-05,1.627041819277575e-05,1.3771519601927871e-05,2.349726306326067e-05,0.0,1.5734267171684186e-05,1.3333403021313048e-05,2.3100209093356554e-05,1.9392661902214987e-05,2.2316528999019832e-05,2.2301970849533255e-05,1.6834381386737467e-05,2.7874160081700182e-05,2.4326332155338276e-05,1.5558818615439977e-05,1.663462522453588e-05,1.5766310648925337e-05,5.541460678926663e-06,1.338029640301147e-05,1.8982510539622404e-05,1.8992569488620395e-05,2.0896526639546206e-05,0.0009587338928301883,1.8118778172647852e-05,1.8520269791559822e-05,1.3670060971277653e-05,1.3334437073697552e-05,1.5261774206065937e-05,2.5011517378648836e-05,2.64725979895068e-05,2.4274269650146e-05,2.6242736269499077e-05,2.6768580699732337e-05,1.611763015276962e-05,0.0,2.109585547066162e-05,0.0009136731650492293,2.0644416020287627e-05,1.885360912995428e-05,2.01368933924322e-05,1.7733732722451325e-05,1.5785612743328003e-05,1.6466343851825212e-05,2.3250729562228432e-05,1.7973267079288273e-05,2.0321779078598588e-05,2.4528278293469425e-05,0.00012526382756663642,8.450650173868347e-05,3.481442315969979e-05,1.9712473641700954e-05,1.666834186435235e-05,0.0,8.670302605708441e-05,1.3572165818658661e-05,2.092268264409966e-05,0.03850800999752919,5.547909922137673e-05,3.665302626411105e-05,0.0006568277420039774,3.722025135798148e-05,3.5998136478019e-05,0.0,2.1301788110537668e-05,1.853110523094395e-05,1.2806064217006527e-05,1.9694337269406825e-05,1.8333979776162284e-05,2.3976440327156453e-05,1.2727726839193979e-05,1.9826571875467174e-05,2.379655833271449e-05,2.716967410138041e-05,3.27013786456457e-05,3.839219011339018e-05,1.5804567560460977e-05,2.5045644426054096e-05,1.3297023092853711e-05,1.675152058320144e-05,1.542329789018409e-05,2.0686568766600578e-05,3.271551206137878e-05,4.029114638574886e-05,1.9725380347180805e-05,1.312673138427929e-05,1.705683538186445e-05,2.411370270312905e-05,2.0686568766600578e-05,6.422072922452452e-05,1.7746013947508813e-05,8.107280006466979e-05,0.005060863309342492,1.6834381386737467e-05,0.0,0.0003558460654683135,1.3699908105070245e-05,2.6992267041443325e-05,1.7442522920276928e-05,1.6889999419699638e-05,4.4444149792316765e-05,2.099892721207846e-05,1.9002298423441735e-05,3.085175760223138e-05,3.179368364242963e-05,1.8209712908626892e-05,1.5587631020450355e-05,1.855885539142423e-05,1.6341431754543675e-05,0.0001157602698031228,1.5429168628586586e-05,5.3573277989360335e-05,2.0284676257893272e-05,1.757786344618455e-05,2.033542002116878e-05,7.326246339593369e-05,2.093923461879203e-05,2.3123981184363513e-05,2.6673025915210194e-05,2.0562607366973654e-05,0.0004157508759066355,1.5746724917942505e-05,1.4019804950144579e-05,3.5963441854927966e-05,3.432948564695517e-05,1.8992569488620392e-05,1.5469756700677894e-05,0.0002882451800919278,9.749793227868794e-05,7.527730014245122e-06,1.9116688147437787e-05,1.4994309002794503e-05,1.2806064217006527e-05,1.53645173737192e-05,2.160965800856091e-05,1.3651410857931517e-05,1.4232598281761969e-05,2.655039770134729e-05,2.0872738553293043e-05,1.3592663128206558e-05,1.410626767718023e-05,2.102072971644698e-05,2.1775117568062308e-05,0.0012759775613449165,0.00013103175973718542,0.003945813567471573
Animal feed ingredients and pet foods,0.0,1.0000000000083458,1.0000000000083464,0.0,1.000000000008346,0.0,1.000000000008347,1.0000000000083464,1.000000000008347,0.0,0.0,0.0,1.0000000000083464,1.000000000008347,1.000000000008346,1.0000000000083462,1.0000000000083455,1.000000000008346,1.0000000000083473,0.0,1.0000000000083464,1.000000000008346,1.0000000000083475,1.000000000008347,1.0000000000083469,1.0000000000083467,0.0,1.000000000008346,1.0000000000083469,0.0,1.000000000008347,1.000000000008347,1.0000000000083464,1.0000000000083462,1.0000000000083469,0.0,1.0000000000083475,0.0,1.0000000000083475,0.0,1.0000000000083462,1.000000000008348,1.000000000008347,1.0000000000083455,1.000000000008346,1.000000000008346,1.0000000000083467,1.0000000000083464,1.0000000000083467,1.0000000000083469,1.0000000000083464,1.0000000000083473,1.0000000000083469,0.0,0.0,0.0,1.0000000000083464,1.0000000000083464,1.000000000008346,1.0000000000083464,1.000000000008347,1.0000000000083464,1.0000000000083462,1.0000000000083462,1.0000000000083458,1.0000000000083469,1.0000000000083462,0.0,1.0000000000083473,1.0000000000083464,1.0000000000083462,1.0000000000083458,1.0000000000083473,0.0,1.0000000000083469,0.0,1.0000000000083462,1.0000000000083473,1.0000000000083458,0.0,1.0000000000083462,1.000000000008346,1.0000000000083467,0.0,1.000000000008346,1.0000000000083462,1.0000000000083467,1.000000000008347,1.0000000000083464,1.000000000008347,0.0,1.0000000000083467,0.0,1.0000000000083462,1.0000000000083469,0.0,1.0000000000083464,1.000000000008346,1.0000000000083467,1.0000000000083462,1.0000000000083473,1.0000000000083469,0.0,1.0000000000083469,1.000000000008347,1.0000000000083467,1.0000000000083453,1.0000000000083467,1.000000000008346,1.000000000008346,1.0000000000083462,1.0000000000083467,1.0000000000083464,1.0000000000083469,1.000000000008347,1.000000000008347,0.0,1.0000000000083473,1.0000000000083473,1.000000000008346,1.0000000000083473,1.0000000000083464,1.0000000000083467,1.0000000000083455,1.0000000000083469,0.0,1.000000000008347,1.0000000000083473,1.0000000000083462,1.0000000000083467,1.0000000000083462,1.0000000000083469,1.0000000000083467,1.0000000000083464,1.0000000000083469,1.0000000000083469,0.0,1.0000000000083462,1.0000000000083458,1.0000000000083467,1.0000000000083469,1.0000000000083467,1.0000000000083478,0.0,1.0000000000083475,1.0000000000083464,0.0,1.0000000000083467,1.0000000000083473,1.0000000000083462,1.0000000000083467,1.0000000000083467,1.000000000008346,0.0,1.0000000000083455,1.0000000000083467,1.0000000000083464,1.0000000000083462,1.0000000000083475,1.0000000000083469,0.0,1.0000000000083464,1.000000000008348,1.0000000000083453,1.0000000000083469,0.0,1.0000000000083455,1.0000000000083467,0.0,1.000000000008346,1.000000000008345,1.0000000000083473,1.0000000000083469,1.0000000000083464,1.000000000008347,1.000000000008346,1.000000000008347,1.000000000008346,1.0000000000083467,1.0000000000083464,1.0000000000083467,1.0000000000083473,1.0000000000083467,1.000000000008346,0.0,0.0,0.0,1.0000000000083467,1.0000000000083464,0.0,1.000000000008347,0.0,1.0000000000083469,1.0000000000083464,1.000000000008347,1.0000000000083462,1.0000000000083467,1.000000000008346,1.0000000000083458,1.000000000008347,0.0,1.0000000000083467,1.0000000000083469,0.0,1.0000000000083469,1.0000000000083458,1.0000000000083473,1.0000000000083467,0.0,1.0000000000083473,1.0000000000083478,1.0000000000083464,1.0000000000083467,1.000000000008346,1.0000000000083464,0.0,1.000000000008346,1.0000000000083464,1.0000000000083464,1.0000000000083464,0.0,1.000000000008346,1.0000000000083473,1.0000000000083467,0.0,1.0000000000083467,1.0000000000083467,0.0,1.0000000000083467,1.000000000008347,0.0,1.0000000000083464,1.000000000008346,1.000000000008347,1.0000000000083464,1.0000000000083473
Articles of concrete cement and plaster,5.758059360731126e-08,1.2025894310778438e-05,4.734612683460469e-07,4.329674734458875e-08,7.646253794609901e-08,2.286612487142971e-09,2.610130387330416e-05,1.2027986550758373e-07,5.9112908592997675e-09,2.2364124004616134e-07,9.668519564940182e-08,1.993321610109361e-09,7.062458168844367e-08,1.1386050381498188e-08,9.304801938779326e-10,1.662249984744615e-08,8.913003178453013e-07,4.275140810402594e-09,3.2628261358050676e-07,6.741257100747291e-09,8.287585098323069e-07,7.838911285119881e-07,2.1256154116825403e-09,9.542419346318708e-06,4.700206671986269e-08,1.9388536265449493e-09,1.0326925076404381e-07,6.318708767965977e-08,1.9639215093683386e-07,4.895278240242066e-08,1.4791936436586269e-07,1.6530346454184832e-07,5.984679598470672e-08,2.2212408490425857e-07,7.879522922949922e-06,3.3948274217138096e-08,3.98284627883637e-06,1.5870099059661023e-07,9.668519564940182e-08,1.1386050381498186e-08,2.1517625416008695e-08,1.1165088814757268e-07,2.0401719940791182e-07,3.007092052284126e-07,1.5679158088319827e-06,3.1862878820796602e-06,8.187599462457957e-07,2.356225007508287e-07,2.2786627497752566e-08,0.014482608719610372,2.4798952582496227e-08,4.89871653263085e-08,3.435735420938729e-08,3.1446603552204376e-08,1.1506704753114804e-07,1.1093027934848891e-07,6.609762625695173e-08,1.6069383607839678e-09,2.5577773974612957e-09,2.8767518061098936e-06,3.5756368473793294e-07,1.993321610109361e-09,3.3948274217138096e-08,5.7636653458197424e-08,1.2417915152517993e-08,2.39960151296941e-06,2.0863099095492285e-06,0.0,1.7739680111616716e-09,2.810455072268924e-09,2.2667692735773337e-06,7.287654156673407e-10,3.1853319991764976e-07,1.979098662284228e-07,1.1352165339765607e-07,4.6740707549112375e-06,3.778076823903746e-09,1.932002972261929e-07,1.4166901327688867e-06,2.839266034968649e-07,1.979098662284228e-07,1.879027123483973e-09,2.346485835762964e-06,3.139867499248929e-08,3.781061989354109e-07,2.574218909278147e-06,6.547871180678973e-09,1.569353841405246e-06,1.710285965024192e-08,1.1024845519126608e-07,2.130580912100732e-09,2.8495262702306313e-08,2.0052190950109338e-07,9.925940951651004e-08,2.3221479910959196e-07,0.0,3.89092135072161e-08,8.642390113503254e-10,7.361492925999755e-08,5.539646565314019e-10,2.0955066174442238e-07,7.880514954679693e-06,0.0,1.742398091844984e-08,1.2580092232513045e-06,1.1552208283984046e-06,2.7736303830883902e-08,1.979644031835523e-07,4.8297489489700785e-09,1.4786686491075745e-07,8.296224217280567e-06,1.9503888312474495e-07,6.38528172648012e-09,2.2794002706805665e-06,3.598392917168546e-09,2.0595472243181718e-07,2.9916250940770923e-07,5.148702394313662e-08,1.9878736676047682e-07,9.561205623818911e-06,2.0493164878739083e-07,1.951393259644792e-06,1.0968277210520448e-06,6.538023183334787e-07,7.223706720282342e-08,0.0,3.562851511794442e-06,4.174895949142633e-06,3.75440171257621e-09,5.882281244418061e-09,5.508689787323333e-09,3.340787171599801e-07,8.181352042744561e-08,6.013954297241807e-09,9.363286599359605e-07,9.368500288359458e-10,1.572893245784563e-07,6.725084192756403e-09,6.802788823748884e-08,1.1496297200284907e-08,3.634442121733351e-07,1.3438211330552404e-08,1.8359193865981302e-07,2.0054262408754126e-07,1.3233118964884679e-06,2.402027713085225e-07,4.0438216225838694e-08,0.00035675119881372236,3.6727205177245806e-06,2.0754798800354593e-07,4.049605856055191e-06,1.132038971205223e-07,8.147191084648001e-07,2.2271715222272217e-07,3.2559610128450876e-06,3.728092501896145e-08,2.363138873079646e-07,3.995313700629864e-09,3.642030892121452e-09,6.626054151107147e-06,4.097681013539552e-08,2.363138873079646e-07,2.2727608988116585e-05,2.6731011729651588e-06,7.974984666320871e-08,2.363138873079646e-07,2.2264322735738437e-07,2.761668904802878e-07,1.9881842662419069e-07,3.163883193778415e-07,8.926466061726976e-10,2.0358687741334182e-07,1.5741608546253631e-09,1.8925912606891073e-07,2.839266034968649e-07,1.3403028197797405e-07,1.2169197873631968e-07,7.0687096082405e-10,8.718205005757083e-08,2.9465996496820095e-06,9.14702435199624e-06,9.92882322901197e-06,2.241290111021043e-08,8.057480954853658e-08,0.0,1.0080742907356948e-06,1.9162473810934597e-07,5.3446652798278474e-06,4.599225374561255e-08,6.054307648650015e-09,1.308342531928757e-05,1.0430791432209835e-07,6.449889099720478e-09,3.234465296015508e-06,7.370765712650085e-08,1.0990429714034443e-07,1.1670734622243556e-09,9.467084803499365e-09,9.937585932624762e-10,3.998584485520757e-06,4.129743182454143e-08,8.509657112935196e-06,2.964430274287627e-06,3.775235808068579e-08,2.1062988407477493e-06,1.2944330471523215e-06,2.0152437792160442e-07,4.695344121543122e-08,2.0990340058383206e-07,6.848968666064671e-08,1.921119537388035e-07,2.024578876757956e-07,1.6615099309458178e-07,6.210548880946837e-08,6.807763090904284e-10,3.1845244574046617e-07,2.1057713522762846e-07,1.5380375596323422e-07,3.622505958041451e-06,2.223251444221597e-09,0.0,1.0497683702955232e-07,4.318920020225608e-08,4.797884251210888e-09,0.0,5.269006703220609e-08,1.3518857722896948e-07,4.6210053616386036e-08,2.424548813341095e-07,1.7359409108541282e-07,1.413425936207668e-07,2.0990340058383206e-07,8.416252244853388e-06,4.1680305790497e-06,3.906052010347627e-06,3.9379804867713285e-06
