,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,3.105251499717748e-06,3.1124378858383404e-06,3.5138352244715644e-06,3.1496661616292507e-06,2.908982228920982e-06,3.2618124549575825e-06,3.1744126360777857e-06,2.6660331151692612e-06,2.619434260806837e-06,3.191597899147338e-06,3.1645828472591365e-06,3.1502310893616834e-06,3.145918489020505e-06,3.1907551939017216e-06,3.1062214832995694e-06,2.8434712673379988e-06,3.1928998759247487e-06,3.104478625510102e-06,6.440979070359808e-06,3.293762932053018e-06,0.0005715076534840097,3.20515561824212e-06,2.393281329782157e-06,3.1193592327707344e-06,3.1595752817229157e-06,3.0066615770980955e-06,3.312197058422869e-06,3.042679632445064e-06,3.142394884959811e-06,3.180855126890636e-06,2.793084160842244e-06,1.282099603953741e-06,2.913675259080892e-06,3.197107914863441e-06,3.2027916090039866e-06,0.0,3.2291460202580653e-06,3.185484278976201e-06,3.188487436054407e-06,3.1907551939017216e-06,3.1807823711906174e-06,3.008123324246119e-06,3.207516080439768e-06,0.0003518686553809127,3.284634702190399e-05,3.3898597040461445e-06,5.013440655870303e-06,3.1498281496405295e-06,1.8167052052795093e-06,3.109456947580479e-06,2.9134088111223574e-05,3.1164549362646984e-06,3.0015318291112333e-06,2.839279340662748e-06,3.190797943970685e-06,3.1794056383896325e-06,2.8163344938079078e-06,3.3649690348307827e-06,3.108603231218101e-06,3.2034474831075957e-06,3.2041585390161146e-06,3.205107923074976e-06,3.0064332182910623e-06,3.0638444852112544e-06,8.540430873144548e-07,2.973618387383649e-06,3.1770369998489776e-06,3.1086032312181e-06,3.302385338567164e-06,3.170371027827435e-06,3.1999210931688897e-06,3.1554947647532556e-06,3.2008336483954627e-06,3.5292673716127667e-06,3.313089867873391e-06,6.386676950116302e-06,3.198487643439986e-06,3.19642444489786e-06,4.3592919904537e-06,2.7820441830645423e-06,3.5292673716127667e-06,2.6531768938656514e-06,0.0006205984275955551,3.3013786750465683e-06,0.027023144186297428,5.228066811787992e-05,0.004755955107093255,4.818582189517481e-06,2.436577991058493e-06,3.177206394643665e-06,3.2108693680444712e-06,3.1340964232501826e-06,3.1989309239781715e-06,2.726357210821119e-06,3.2028046939126293e-06,0.0,3.11598926306336e-06,3.0414948748406906e-06,3.124621186352783e-06,3.0605124255992418e-06,3.1988133999309517e-06,3.2027643254082383e-06,3.1881882214977087e-06,3.2551866898523363e-06,3.1324261716037922e-06,2.9562025462669343e-06,3.200217534360473e-06,2.9972659745844863e-06,2.610863842855839e-06,3.0342265578009706e-06,6.601138056293972e-06,3.1971301322105164e-06,2.8493526234931608e-06,3.1532109794984783e-06,2.878567629644717e-06,3.1980636798652615e-06,3.1999436554758632e-06,3.1810659383069184e-06,3.199177347335346e-06,3.1092473122033683e-06,3.195923765862897e-06,4.220844712614415e-06,3.245402607022688e-06,3.0743974188081943e-06,3.1526178210271794e-06,0.0,3.221437770304533e-06,3.247601362522546e-06,3.096009212343108e-06,3.177829039418528e-06,3.149547177493413e-06,3.1953262862301863e-06,0.00010487484456871489,2.9752432520107185e-06,3.3201366743413327e-06,3.1881891453953977e-06,3.1638371146166034e-06,3.098732249309725e-06,2.9958670228419177e-06,3.0660946608636605e-06,3.1969829957925114e-06,3.9883291515180165e-06,3.1793944092274812e-06,3.199553184522566e-06,3.2172185937726858e-06,8.784718796278157e-06,3.182287234622243e-06,3.1032373582531366e-06,3.2040739185237e-06,3.193563936262651e-06,3.207757167608426e-06,3.071714472509992e-06,4.204775529496129e-06,3.1916419534032585e-06,3.3215302722366953e-06,3.128176692977523e-06,3.1915869014201735e-06,3.3191674511863753e-06,3.2647650620848013e-06,3.2033419070668436e-06,3.1655166530218308e-06,3.1916419534032585e-06,3.167467457262249e-06,3.1985117860782973e-06,3.1144342108316436e-06,3.158136757320931e-06,2.89170582869427e-06,3.194189501958697e-06,3.1925373449659537e-06,3.2002322141118296e-06,3.05775530322495e-06,3.1762232078919187e-06,3.194944614241405e-06,2.3735837880254297e-06,2.7820441830645427e-06,3.1764061587871014e-06,3.2155624984559658e-06,3.113641649793178e-06,3.1224732908651853e-06,4.009494640618196e-06,3.0832255698510634e-06,3.0257737478288265e-06,0.019724643666160183,3.1881882214977087e-06,0.0,3.4035679236977156e-06,3.177742761381896e-06,3.1629972168234114e-06,3.02259835346303e-06,3.2111507393788672e-06,3.1596330221287837e-06,3.2894099296838145e-06,3.034066344004165e-06,3.1855028606909943e-06,0.0003073348091905995,3.104828084656858e-06,3.146647459102766e-06,3.017547925439103e-06,3.136447553667292e-06,3.2416668367067514e-06,3.1732901164117142e-06,3.217954567991707e-06,2.6769777203468676e-06,3.1705710708125135e-06,3.184788761439458e-06,1.2825453456874135e-05,3.1866736804574394e-06,2.9327444388350508e-06,3.1941841785421733e-06,2.2047628546937875e-06,3.2030921174133576e-06,3.200792784067037e-06,2.717849395731847e-06,3.0903048745940483e-06,1.9286473830237356e-06,3.1967777889990245e-06,3.1949327164100044e-06,2.7340681150656246e-06,3.1843814989912013e-06,2.0323410561967178e-06,3.3191674511863753e-06,2.4070677905079073e-06,3.170890296086876e-06,1.6852004932316235e-06,3.319167451186376e-06,3.2622759174224207e-06,2.520499030324197e-06,3.1545976788129963e-06,3.200503468909943e-06,3.210725000661628e-06,3.27192492772324e-06,3.1941841785421733e-06,3.184349427680084e-06,3.249889305239046e-06,4.02480009849818e-06,3.2313532598834952e-06
Agricultural and forestry machinery,8.330936467380606e-08,2.8931314940166575e-07,9.576422135439444e-06,4.916187621099736e-08,2.3377246426599751e-07,7.633902019746801e-07,2.8122253117089514e-07,2.5821761607296445e-07,2.9119478031464265e-07,3.3315502312839923e-07,1.1077848825688078e-07,9.336089092779117e-07,1.0698515358924147e-07,1.1072170727942176e-07,2.062885208846352e-07,3.9609337638829675e-07,1.3713434080877878e-06,3.8254809653184693e-07,0.0015527239628437036,2.6339432077199523e-07,0.0002953497189987242,2.6787372837041804e-07,3.2326664789858064e-07,3.420165668089358e-07,7.520698943593458e-08,2.879470615274289e-07,9.14335989993506e-06,2.5841880204402576e-07,1.1019698216458174e-07,1.142716676377291e-07,2.817895740407357e-07,2.8750952406949903e-07,1.0583741761374348e-07,2.431718954917298e-07,3.4661288960506597e-07,0.0,2.897682218406789e-07,7.036504063919377e-07,1.4265605372020497e-07,1.1072170727942176e-07,3.6238953094041584e-07,3.082332226192324e-07,2.0146272229702828e-07,0.00016881308484227199,4.5074853496948025e-07,6.305201305082839e-07,1.7759485115733402e-06,3.3056476071767945e-07,2.1282630943938517e-07,2.731162081479719e-07,7.842299998809678e-05,3.9452145968664844e-07,3.4803244579489283e-07,1.4653282340331513e-07,1.1072170727942174e-07,1.283475364376799e-07,2.2559848829867568e-07,2.1979605486223793e-07,1.711766215750874e-07,2.3112085040162131e-07,1.3526094388452015e-07,2.8491242361481074e-07,3.379519778858282e-07,1.0156427602827194e-06,2.524383079644078e-07,3.1348789732893194e-07,2.8230318219506923e-07,0.0,7.333098822118935e-07,8.541599412694629e-06,2.4639673656539566e-07,3.2201383383002764e-07,2.8507178444106584e-07,3.2353099746727944e-07,9.336089092779117e-07,2.8510420554036984e-07,2.653160061180971e-07,1.545084607557955e-07,3.5801565479160145e-07,2.1350363472454195e-07,3.116326658091668e-07,3.3785411233426404e-07,9.288323063724577e-07,6.977973647340545e-07,1.081824360012886e-06,3.8033010615884567e-06,7.350788476246124e-05,4.891796092244952e-07,2.3236281676658369e-07,1.917134777928965e-07,2.724035279765026e-07,2.303529933010905e-07,2.4462541378072284e-07,1.5912097006778957e-06,2.071366787484854e-07,0.0,2.157667822830794e-07,3.593038787023629e-07,1.5273159874881793e-07,2.662687625728817e-07,2.3575899554562826e-07,3.616056461169849e-07,4.916187621099736e-08,3.687913291781024e-07,2.52986227066171e-07,4.128013123821041e-07,3.5303558982740283e-07,2.2011503689599471e-07,1.5696625320379456e-07,3.6948525207313716e-07,3.379338095715928e-07,2.8309255433161417e-07,1.943060937420113e-07,8.766586431159774e-07,2.4941382182630594e-07,2.6592484151701385e-07,2.6751133512280354e-07,6.826077306585982e-08,2.7123407511843817e-07,2.1474657895405298e-07,2.584802081809064e-07,3.224094562536984e-07,1.984879658445812e-06,3.9915491143463754e-07,8.8288662347133e-08,0.0,1.326991832778299e-06,2.6221759124481303e-07,4.367538052506594e-07,2.980354796003888e-07,7.244231867290901e-07,1.3217130879684644e-07,9.19304577158872e-07,2.849145283596544e-07,3.208543282048998e-07,3.983364888319976e-07,1.1410670781831596e-07,1.2315102545714596e-07,3.1642051361847564e-07,2.707598717292745e-07,2.544370334246393e-07,1.6789521121948583e-06,2.2167716236674548e-07,2.6621824960119763e-07,1.023379741281143e-05,1.584818072313423e-05,4.916187621099736e-08,3.9708307497902555e-07,1.608893784686537e-05,2.3310486845600762e-07,3.1104542546644156e-07,4.643942325729284e-07,0.0007374873850798712,1.494539415453221e-07,3.4358703088170114e-05,2.41643057551129e-07,2.4898321363919685e-07,2.600932720005454e-07,2.867981804809624e-07,2.9891455038243607e-07,1.1593475941600938e-07,3.493991317924752e-07,3.111580318864127e-07,2.974144197645978e-07,3.8554204257708894e-07,2.894929613692757e-07,3.016792481588127e-07,2.4714866561964675e-07,1.6871805160619074e-07,1.898151071671527e-07,1.59750535653386e-07,2.0146272229702826e-07,8.694765896272733e-05,2.700843406988736e-07,2.1350363472454195e-07,1.1962474721373635e-06,3.350070564633459e-07,2.8485682376845506e-07,2.571815128380325e-07,2.8205024605848694e-07,4.921751902175271e-07,4.1515124458108733e-07,0.0029286290081825205,2.7247072385788247e-07,0.0,3.08657277362557e-07,2.4466770732776864e-07,4.432309158398462e-05,1.952929378554208e-07,1.7793346934987182e-07,2.7754243308526675e-07,8.764005651292676e-07,3.0311189044479775e-07,1.0191850766270799e-07,6.179073469002571e-06,2.6061232196326387e-07,3.031814411793556e-07,2.578588347668623e-07,2.880198956047562e-07,3.589895537311534e-07,5.8875437045831146e-08,3.028265766923206e-07,3.224600177653696e-07,9.444985427865073e-08,6.187092490525589e-07,0.04803421797338482,2.681962279512449e-07,2.9444988910397754e-07,3.825480965318469e-07,4.1529155798824725e-07,2.1359519098006088e-07,2.5654900737631085e-07,1.7176618006426775e-07,3.4453798132535713e-07,6.439523150505426e-07,2.830970794383305e-07,2.6606699967983327e-07,3.902596247364607e-07,2.958730321292989e-07,1.8735057400205862e-07,1.5428759301099212e-07,2.4487301130229914e-07,4.916187621099736e-08,3.668303824643826e-07,0.0,7.642675760757806e-08,1.954605536822677e-07,1.1877905844020656e-07,2.6600197857558303e-07,2.4270716680594674e-07,6.428416577842074e-07,2.5316381636814593e-07,3.2726281482624133e-07,2.901118665848002e-07,3.435818719597577e-07,3.502756673146033e-07
Aircraft and spacecraft,2.4990762450697636e-05,6.113172683853671e-05,4.737339034316662e-05,2.4639776040467916e-05,1.9573962262269226e-05,2.544312473128032e-05,3.185006305054553e-05,0.0009877007725869087,3.2225627680499276e-05,2.6012930397851682e-05,3.0825806204139645e-05,3.642095298153841e-05,2.6117479692787442e-05,1.5061338093566966e-05,3.0496065728522242e-05,8.341570817229286e-05,0.003526592011234526,4.4090788360560386e-05,9.03647795258333e-05,4.2231701409054714e-05,0.00020949850033485058,0.00024115165197971823,0.00019997729533678227,2.612786064714699e-05,2.7928377239531064e-05,2.1458385883350915e-05,3.964641271180594e-05,6.620971992557002e-05,1.8877289163636628e-05,1.906361426327684e-05,5.136573583352781e-05,6.556375102440744e-05,2.2436040900131162e-05,2.3254520026743548e-05,3.882748883842062e-05,0.0,4.213562006701473e-05,0.00014700598446587673,2.5104428677693185e-05,1.8609633427537338e-05,2.7044494180391863e-05,3.264661846533765e-05,3.4350566707381815e-05,0.0013353056427432381,5.1352875846970124e-05,4.500887195271018e-05,7.55361081086126e-05,2.010124792231406e-05,3.706351390030922e-05,7.256620279631027e-05,2.5255542608667397e-05,2.0752166231399245e-05,3.5399640763220984e-05,3.68354016324855e-05,1.506133809356697e-05,2.2318623583382155e-05,3.246715167654203e-05,3.629332261881095e-05,3.41006445298565e-05,2.3829863778428234e-05,2.665657158185085e-05,2.7440974543722835e-05,2.21372586313826e-05,6.762096259612796e-05,2.110905787632399e-05,0.00013714043778638378,2.87565326543041e-05,0.0,1.2609838611203484e-05,2.7142322516480057e-05,2.9452076906374683e-05,3.412402693676146e-05,3.624789070075656e-05,2.659473902775815e-05,3.964641271180595e-05,2.3118522991036035e-05,3.401767330094388e-05,2.1219236932261582e-05,0.0002593208202488285,5.307181929638924e-05,2.663618445018278e-05,0.0038757740316558665,2.6277504517418273e-05,2.3093444978122675e-05,0.0001070939903801681,2.6641724944614306e-05,3.6130457254469715e-05,3.429449230534221e-05,1.914295137239694e-05,2.5099975596435382e-05,2.5944989333761403e-05,2.9295669028931254e-05,3.339330855785292e-05,1.9849805107877203e-05,3.53024291964626e-05,0.0,2.2327751886664215e-05,3.144629600440762e-05,1.926374106511383e-05,3.079625131466207e-05,4.0947781937703083e-05,4.2167015085233116e-05,2.1791238713158505e-05,3.1480351973013754e-05,4.3605844977480936e-05,2.4305264022817395e-05,2.080946405432816e-05,2.2669585231902764e-05,7.987949243388787e-06,1.873571709420412e-05,2.3118522991036035e-05,2.396625954987473e-05,0.00020310664138489587,3.0265245919920172e-05,0.0003386574828435247,0.00029567761063412263,1.6490897218696172e-05,1.8479264850748738e-05,2.2358697348313102e-05,5.962652901413569e-05,0.00043674671846783233,3.0105178272821212e-05,4.0773139592652003e-05,3.6453490636973715e-05,2.1261607928622832e-05,0.0,0.00012530102778278744,6.879519724322931e-05,0.00012169881996285169,2.5926569771086163e-05,3.058072284379983e-05,2.68118277434336e-05,1.7373669837649602e-05,8.946477359711514e-05,4.030988111299403e-05,2.908504306856386e-05,2.3831645663639866e-05,2.5920984394566183e-05,0.0001560078410477765,3.4181038579515684e-05,6.934686773842165e-05,3.358304839050325e-05,0.00032439691838588634,0.0,2.3479272501889953e-05,4.153322585420367e-05,2.638367025297997e-05,4.1070672146782254e-05,1.9387923351294268e-05,3.178271346820322e-05,0.0004014551733176221,3.860416900436488e-05,3.797244822752173e-05,0.0,2.9630384257241168e-05,0.0006924138061412628,1.7958445534324874e-05,5.310062394058472e-05,2.2390939513303666e-05,3.8074736243109706e-05,1.5061338093566957e-05,2.6845165128222888e-05,3.363401019606205e-05,2.6809441459072315e-05,3.763798652496574e-05,3.964641271180594e-05,0.00014740228522981013,3.4550390574236086e-05,1.869162548159581e-05,2.2820705208793896e-05,3.435927930677069e-05,0.0009712079267834867,3.6130457254469715e-05,2.702217846496526e-05,5.307181929638925e-05,1.8256908838943464e-05,2.3632283191035638e-05,3.044632545709586e-05,0.0009712079267834867,9.47601636050636e-05,6.380929395357849e-05,0.00036244667823475026,2.3930839598875395e-05,2.1791238713158505e-05,0.0,4.1719343674443164e-05,2.004348311361974e-05,3.1117758092230545e-05,3.0149288223125517e-05,2.1904730705431277e-05,0.0006178885818065391,2.757310852089218e-05,0.0003980774070674072,0.0005059237381127655,4.11578882596031e-05,4.4551137062732245e-05,0.0001415214977765067,2.680203687837127e-05,2.288049131206057e-05,5.4223185162567474e-05,2.7116013778692914e-05,4.584996018241528e-05,0.00039518821263067954,2.4098172288017497e-05,0.0006180647021809001,3.749925500943501e-05,3.5972272542894646e-05,0.0006744736380192858,3.323589014790348e-05,0.0007969043974477008,4.694997273848134e-05,2.0083872590286947e-05,1.9263258392991152e-05,3.784589173919059e-05,2.6416460285890975e-05,2.396625954987473e-05,2.080482693757061e-05,2.6777268576432786e-05,0.0001627719959217807,0.0015647015552528174,4.591909319701264e-05,1.839401286761768e-05,1.7958445534324874e-05,2.4730966923346975e-05,2.663618445018278e-05,1.899284509545085e-05,4.290326562284878e-05,8.23500199696123e-05,5.191734365875684e-05,1.6170588346384974e-05,1.7367817989240736e-05,2.665040411831273e-05,3.272371607190462e-05,9.021274524788879e-05,2.7205633663715257e-05,5.18983314386849e-05
Animal feed ingredients and pet foods,0.0,1.0000000166032292,1.0000000166032306,0.0,1.00000001660323,0.0,1.0000000166032297,1.0000000166032308,1.0000000166032303,0.0,0.0,0.0,1.0000000166032297,1.0000000166032295,1.0000000166032295,1.00000001660323,1.000000016603229,1.0000000166032295,1.0000000166030283,0.0,1.000000016602843,1.0000000166032306,1.00000001660323,1.0000000166032244,1.0000000166032303,1.0000000166032295,0.0,1.0000000166032297,1.00000001660323,0.0,1.0000000166032297,1.0000000166032301,1.00000001660323,1.0000000166032303,1.0000000166032295,0.0,1.0000000166032301,0.0,1.0000000166032303,0.0,1.0000000166032303,1.0000000166032303,1.0000000166032306,1.0000000166025695,1.0000000166032192,1.0000000166032301,1.0000000166031064,1.00000001660323,1.00000001660323,1.0000000166032301,1.0000000166032303,1.0000000166032303,1.00000001660323,0.0,0.0,0.0,1.0000000166032295,1.0000000166032295,1.0000000166032288,1.0000000166032301,1.0000000166032297,1.0000000166032295,1.00000001660323,1.0000000166032295,1.0000000166032292,1.0000000166032297,1.0000000166032301,0.0,1.0000000166032303,1.0000000166032295,1.00000001660323,1.0000000166032297,1.0000000166032297,0.0,1.00000001660323,0.0,1.000000016603229,1.0000000166032301,1.00000001660323,0.0,1.0000000166032295,1.0000000166032301,1.0000000166032275,0.0,1.0000000166032297,1.0000000166005036,1.000000016597997,1.00000001660323,1.0000000166032295,1.0000000166032297,0.0,1.0000000166032297,0.0,1.0000000166032297,1.0000000166032303,0.0,1.0000000166032295,1.0000000166032292,1.00000001660323,1.0000000166032295,1.0000000166032303,1.0000000166032295,0.0,1.0000000166032292,1.0000000166032295,1.0000000166032301,1.0000000166032295,1.00000001660323,1.0000000166032295,1.0000000166032297,1.0000000166032303,1.0000000166032301,1.00000001660323,1.0000000166032303,1.00000001660323,1.0000000166032301,0.0,1.0000000166032297,1.0000000166032303,1.0000000166032301,1.0000000166032301,1.0000000166032295,1.00000001660323,1.0000000166032301,1.0000000166032295,0.0,1.0000000166032308,1.0000000166032306,1.000000016603229,1.0000000166032295,1.000000016603229,1.00000001660323,1.0000000166032292,1.0000000166032297,1.0000000166032295,1.0000000166032297,1.0000000166032297,0.0,1.00000001660323,1.0000000166032297,1.0000000166032306,1.00000001660323,1.0000000166032306,0.0,1.0000000166032303,1.000000016597541,0.0,1.00000001660323,1.0000000166032308,1.0000000166032297,1.0000000166032303,1.0000000166032297,1.0000000166032126,0.0,1.0000000166032295,1.0000000166032301,1.00000001660323,1.0000000166032295,1.0000000166032308,1.0000000166032297,0.0,1.00000001660323,1.0000000166032303,1.0000000166032306,1.0000000166032306,0.0,1.000000016603229,1.0000000166032297,0.0,1.0000000166032292,1.0000000166032297,1.00000001660323,1.0000000166032301,1.0000000166032297,1.0000000166032301,1.0000000166032301,1.0000000166032295,1.0000000166032292,1.0000000166032295,1.00000001660323,1.0000000166032308,1.000000016603229,1.000000016594315,1.0000000166032295,0.0,0.0,0.0,1.0000000166032297,1.0000000166032297,0.0,1.0000000166032303,0.0,1.0000000166032297,1.00000001660323,1.0000000166032303,1.00000001660323,1.0000000166032292,1.00000001660323,1.0000000166032295,1.0000000166032308,0.0,1.0000000166032303,1.0000000166032303,0.0,1.0000000166032295,1.0000000166032124,1.0000000166032301,1.0000000166032292,0.0,1.0000000166032303,1.0000000166032303,1.00000001660323,1.00000001660323,1.00000001660323,1.0000000166032301,0.0,1.0000000166032295,1.0000000166032303,1.00000001660323,1.0000000166032295,0.0,1.0000000166032297,1.0000000166032301,1.0000000166032295,0.0,1.0000000166032297,1.0000000166032301,0.0,1.0000000166032303,1.00000001660323,0.0,1.00000001660323,1.0000000166032303,1.0000000166032308,1.0000000166032306,1.0000000166032308
Articles of concrete cement and plaster,4.471071850896197e-09,2.1346743284105455e-08,1.3909672671165217e-08,6.034985220970646e-10,6.423924210377166e-09,7.23791239338457e-09,2.8216103294530193e-08,2.966484880674403e-08,5.665614437743965e-10,2.078494012719686e-08,6.484202123054784e-10,7.106143691228874e-10,3.141958330252444e-09,1.13559494915092e-09,4.611127335464456e-10,2.9135622813777763e-09,2.4073252023051844e-08,1.2408726558991252e-08,9.229930416642247e-08,4.006034050937321e-09,0.0032623426431564466,2.8121525291018656e-08,3.2264277656954156e-09,2.7943262206145656e-08,5.021873838399659e-09,4.360909208919395e-10,8.295459496469682e-07,1.1279491873021745e-08,3.750297943049792e-09,1.2661648747263312e-09,3.6574678892341254e-08,2.6713966002302824e-08,3.507140684696475e-09,2.842589468219966e-08,2.5136063901609104e-08,1.7196631315237677e-09,2.3070393263086316e-08,5.20567053803002e-07,6.484202123054784e-10,1.13559494915092e-09,1.0539359532606143e-07,4.457005856641914e-08,2.913291769613796e-08,2.6029775268374127e-06,1.6277691349978436e-07,2.8177050914895825e-08,3.205906273847994e-07,1.4809239796695092e-08,1.2584838441014553e-09,7.066016370824225e-08,8.335801131278136e-09,2.7062297905499272e-09,6.575324369615226e-09,3.6020980544519853e-09,1.0869339089917292e-08,1.718705090916702e-09,3.401129067639197e-10,3.034718524243837e-10,9.747776514730988e-10,2.6843767874460788e-08,3.6422708794774488e-09,7.106143691228874e-10,1.7196631315237677e-09,2.5479027749141642e-08,1.070687473202134e-09,1.0744843817445561e-08,9.140207860762092e-09,0.0,3.537039609203692e-09,7.367577001434412e-10,1.8302671965539305e-08,1.7103581588816298e-10,1.7807337281439737e-08,3.646284915647557e-08,9.128756571120433e-07,2.004814310271448e-08,8.844706755984253e-10,2.2450677411342754e-08,2.3120538922740213e-07,9.454554976877266e-09,3.646284915647557e-08,2.2569216328571458e-10,5.925275154761406e-08,8.541825391800829e-09,3.7481726761717515e-08,1.663157794705073e-08,6.179710317960636e-09,1.615218559579276e-08,3.881495259601525e-10,6.264780805400931e-09,7.201611358245293e-10,3.1119725998482806e-09,2.5068646513218928e-08,1.1175895544190503e-08,2.8502086336357743e-08,0.0,3.693619991966391e-09,4.2062294125781917e-10,3.337090983449484e-08,4.4457063553241613e-10,2.7693995860977553e-08,2.5136597582824544e-08,0.0,3.349148091808431e-09,2.2202448723326707e-08,6.364995797643553e-09,2.4085706882609442e-09,1.1841080255497371e-08,5.617721107494825e-10,5.6940816469024336e-09,2.3242543458844522e-08,2.820084617857267e-08,6.081300702862551e-10,2.2962252127211287e-08,5.684370117849175e-10,2.4800589976540357e-08,1.772949648333026e-08,1.5954264026048952e-09,2.4657646438035156e-08,2.3851908258516012e-08,2.1962574574774515e-08,3.171553182015033e-08,9.629991536924405e-07,7.738978363963703e-09,3.791440496142861e-09,0.0,2.5936411139360475e-08,2.2786339523177006e-08,1.4146000564954338e-09,3.884284721750478e-08,1.3097125161478419e-09,2.7725577201709022e-08,1.69884550158207e-09,5.827232571332216e-10,2.1608246624554928e-07,6.778515630723664e-08,6.066260684710154e-11,1.672944971922143e-08,5.140033145283166e-09,1.714535429339968e-10,2.355844529646639e-08,5.1958500134749095e-09,2.637762007266274e-08,2.5020789467811875e-08,1.1612149018649774e-08,3.946003934384632e-08,6.062386449336752e-10,3.8568343798801996e-08,2.2952717840575002e-08,2.7839959260289102e-08,2.2893016816236894e-08,5.031088298965367e-07,1.4113320568992345e-07,1.3307710842787308e-08,2.3814557642846063e-08,3.1204940161646158e-09,1.4090847038977623e-08,3.408892921636557e-09,3.3321185321411036e-10,2.5548902009021183e-08,2.741761644100414e-09,1.4090847038977623e-08,2.7556902555618566e-08,5.571947693361933e-08,9.567951394128362e-09,1.409084703897762e-08,1.774474512049985e-08,2.392111501845173e-08,2.830627305802466e-08,2.200458851422392e-08,5.648517927675259e-10,2.908240375937964e-08,5.452748957500318e-09,2.7025430469458287e-08,9.454554976877269e-09,2.6316255467144236e-07,4.310241881006752e-10,7.214274420686722e-10,1.541806365682907e-08,1.6745021806990976e-08,2.7277977255936362e-08,2.401462932617069e-08,1.4543756420543819e-08,9.917696679988659e-09,0.0,3.127233045591651e-08,2.5223748442421634e-08,2.4642580736613672e-08,4.942072443586334e-09,3.442953554456182e-08,2.7536563095009327e-08,7.828391488769171e-07,4.436446090262995e-09,2.852149097237094e-08,8.504400959115195e-09,1.524498580906914e-08,2.372568674525168e-10,1.0185112947233558e-09,3.5668311371119964e-10,2.2827366710952463e-08,2.09154951954011e-08,2.074872140504492e-08,1.2164946249234061e-08,1.3192478439716366e-09,6.376404089946574e-07,7.148769303108646e-08,2.1005547232883276e-08,5.876141305545129e-09,2.133451670639221e-08,1.8182449891701614e-07,2.6954652352029633e-08,2.132474854716812e-08,9.916594298644036e-09,9.225108557604957e-08,3.9611865733364265e-10,1.7815323832868758e-08,2.7171886988139246e-08,1.492887403008152e-09,3.090196237678091e-08,3.2998680525696986e-10,0.0,2.8363361101833914e-08,5.982630142806599e-10,2.6358291406205716e-10,0.0,3.697888606728071e-09,2.0013846235046442e-08,1.0288152191409295e-09,2.536675609631016e-08,2.181883537238832e-08,7.011433708132658e-07,2.133451670639221e-08,2.7250351070355098e-08,2.2773189719276466e-08,2.3968438334692487e-08,2.269601178910634e-08
