,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,4.523209576670115e-05,6.898082010051809e-05,6.415193694275656e-05,4.333761150124193e-05,5.839743309573675e-05,5.961968103919717e-05,6.457881616373201e-05,5.367256358993982e-05,7.109776228620391e-05,6.011495820891423e-05,6.254557448889037e-05,4.5046281894519834e-05,6.18687538418964e-05,6.311553675893276e-05,5.9862524757414724e-05,7.109083532353593e-05,6.207772705329205e-05,7.567078599802419e-05,6.227532044762637e-05,6.327232580877823e-05,6.732222413849851e-05,5.616441707790308e-05,6.375750450365664e-05,4.826261363634376e-05,6.069170594960662e-05,6.257802227995259e-05,0.0003588615086342562,5.3908158658988175e-05,4.251166564848166e-05,5.9586237481242694e-05,2.6280529710620815e-05,4.827130113978744e-05,6.821213076809364e-05,6.740275447138352e-05,0.0,6.253177212737925e-05,6.304004767967132e-05,5.3094607906769184e-05,6.186875384189639e-05,6.147250131596351e-05,6.059054252561442e-05,6.713948252568387e-05,6.349686248528571e-05,6.63560823421679e-05,6.346947985616916e-05,6.0988151528426863e-05,6.359472680808898e-05,3.5777492079577924e-05,6.283265595691819e-05,5.934614565330954e-05,5.727808989522741e-05,5.938159897040482e-05,4.8625736877392305e-05,6.191355052905502e-05,4.299931880864882e-05,5.754444512572047e-05,6.407889111716823e-05,6.308185912287126e-05,6.817263371670762e-05,5.7019555786413214e-05,6.298652739385867e-05,4.7215899364984864e-05,6.059817213736965e-05,1.7311723250950694e-05,5.9297463458883445e-05,6.526985521245932e-05,6.308185912287126e-05,5.870115072329113e-05,6.551419742133226e-05,7.18798966768672e-05,6.360140295537602e-05,7.242970459451103e-05,6.12564708615263e-05,6.263958593832041e-05,6.030535718448724e-05,6.25667021149544e-05,6.671140880586568e-05,6.175895941115264e-05,5.407788205841684e-05,6.12564708615263e-05,0.00027117027949948713,6.279892008707111e-05,6.041025564940598e-05,6.514064049236119e-05,6.453625740784975e-05,5.937949175620986e-05,6.178587081070178e-05,5.126266618322345e-05,4.861017115414307e-05,6.292841163090695e-05,5.761498249285609e-05,6.702831404869537e-05,4.716753805986825e-05,6.77578948047297e-05,0.0,5.5457175359978736e-05,6.0485397994318316e-05,5.0859509140613976e-05,6.15162064493331e-05,0.00013059393036894608,6.747065000092345e-05,7.179745024090973e-05,5.7817684202647086e-05,6.529440012923636e-05,5.979149482440215e-05,6.17928439949284e-05,5.65756241233065e-05,5.17139049135528e-05,5.373809483989945e-05,6.0186741665770034e-05,6.54798980792822e-05,7.15954538191665e-05,5.8259192939684614e-05,7.019157809949204e-05,6.696271930056669e-05,6.487341401839171e-05,4.2899654302544075e-05,6.61792692635615e-05,6.210536674045009e-05,6.694479706339253e-05,6.38475572048065e-05,6.462883717565838e-05,6.316773045536013e-05,5.4605972979212326e-05,0.0,6.86326537476052e-05,6.313236981439568e-05,6.801813778452843e-05,6.330064461034689e-05,6.373935818220756e-05,6.433185316768612e-05,4.329137519609037e-05,6.0736077800588206e-05,6.593381761021057e-05,6.707390880063383e-05,5.614331251222409e-05,4.5629127649216575e-05,6.049283138613683e-05,6.177773957649284e-05,6.0514911372235977e-05,6.903024230188608e-05,6.144987942791656e-05,6.553341338998094e-05,6.634283405408348e-05,6.42190178044566e-05,6.12596068862935e-05,4.153167930743215e-05,6.221575243472237e-05,6.51538584903967e-05,6.945102275456587e-05,6.316860764594764e-05,6.0478488197140767e-05,6.429393055276503e-05,6.39792736805262e-05,6.306990553461668e-05,5.7628017936783384e-05,6.384824796018501e-05,6.231210264974916e-05,6.075415862588293e-05,6.726752489288585e-05,6.249226847646858e-05,6.39792736805262e-05,6.583561960255693e-05,6.69747399511732e-05,6.0782918516403245e-05,6.331780429277827e-05,5.9152853603199306e-05,7.098371112309557e-05,6.457124807957113e-05,8.774607215891426e-05,6.229597383071012e-05,6.484044328957701e-05,6.025760032777526e-05,4.837974608463141e-05,5.4077882058416844e-05,6.31037772004552e-05,6.184776190082816e-05,6.275842733816531e-05,7.20524256176616e-05,6.783225190508698e-05,6.143148617971435e-05,7.86710347153123e-05,6.185546239936314e-05,7.179745024090973e-05,0.0,6.212928341334866e-05,5.388511195653227e-05,6.434632910728915e-05,5.5551530467617576e-05,6.344636002609481e-05,6.590373055730233e-05,6.071704621047167e-05,6.131641769900821e-05,6.368480068731123e-05,6.145071751632003e-05,5.623500219481403e-05,6.403292507249507e-05,5.9655769855971904e-05,6.258081779424045e-05,6.394065611506216e-05,4.206793926048291e-05,6.156320274936327e-05,5.6883961053153526e-05,4.106544803097598e-05,5.255960187267879e-05,6.570404071433486e-05,6.865772361845081e-05,6.648917033089704e-05,6.854249343943083e-05,4.5165785159713266e-05,9.103124891019023e-05,7.01021403661707e-05,4.9644465289514546e-05,6.048139943584355e-05,3.869762413748116e-05,6.824110086811849e-05,6.704753287342344e-05,5.569340850489526e-05,6.587135145439335e-05,4.5634091933193856e-05,6.231210264974914e-05,4.635767107631704e-05,4.088379715799638e-05,4.488435139012745e-05,6.231210264974912e-05,5.3691352969468566e-05,4.818985139485533e-05,4.1780505061184576e-05,6.759102499804383e-05,7.0863322484975e-05,6.320983371838164e-05,6.854249343943083e-05,6.935938513695488e-05,6.319637343929759e-05,6.44093276974517e-05,6.328398832274627e-05
Agricultural and forestry machinery,2.135324012701126e-08,6.009959948359326e-06,3.2625316436051304e-07,1.1166670554055213e-08,4.7685226244274666e-08,2.957709628545103e-08,1.3622123634861509e-06,9.220293996949742e-08,5.570512329298426e-08,2.2461422691083952e-08,3.61423337164435e-08,1.418250257938054e-07,2.244719845623647e-08,3.218636690987854e-08,4.288082640865033e-06,1.1872211854161234e-07,3.947902449774345e-08,3.1091432057350025e-07,7.852075910045284e-08,2.4110771837684385e-07,9.306335316786102e-08,1.1953306103303209e-07,8.015947616043057e-08,1.396340449109754e-08,3.29032600159872e-07,4.3220132076052324e-08,2.2640060208625883e-05,2.7058130588065248e-08,1.1633603634211768e-08,5.250838943290643e-08,6.370580865479099e-08,2.1672996229993758e-08,5.832721754133899e-08,1.2177438846757796e-07,0.0,4.087574329440451e-07,4.492696436285352e-08,4.2742731693234155e-08,2.244719845623647e-08,4.65360554206867e-08,1.0806049351508982e-07,5.878181770360355e-08,1.3380337098135555e-07,3.303310279882471e-07,1.767757879074894e-07,4.182154548243775e-07,1.2709323166348062e-07,4.458022151477142e-08,2.53269636565285e-07,3.1880441838436135e-08,3.80541772925348e-08,6.548343093933081e-07,3.953067211143703e-08,2.244719845623647e-08,2.7017306418018536e-08,4.0795989988289115e-08,5.920240985141087e-08,4.843979680210793e-08,2.1990121630093317e-07,3.499138982181479e-08,7.754989848199673e-08,3.999825709966162e-08,9.998966368539409e-08,6.462602937497983e-08,8.460869717437309e-07,4.520400527543769e-08,0.0,2.745727649957472e-08,1.3641015471172853e-07,2.2970896927513433e-07,4.793082687585791e-08,9.773192853616852e-08,7.91868557926221e-08,3.61423337164435e-08,8.902754683129112e-06,7.002128378871034e-08,4.1029126093555315e-08,5.572150305270571e-08,4.568398428533201e-08,5.256792393291617e-08,0.0013863146391262088,9.815802566752729e-08,2.9569739219368347e-08,1.1856318358635384e-07,6.596847782943409e-08,3.369184411702198e-08,1.4752215800021716e-07,4.724574810882726e-08,1.0463244863771389e-07,7.273920103937803e-08,5.23984990700059e-08,5.382021753836502e-08,5.498305791308843e-08,5.424049865588689e-08,0.0,5.2392922666308e-08,9.782684380954555e-08,3.8194453079280246e-08,3.900171352028521e-07,6.846917813689435e-08,1.3778684832250747e-07,1.1166670554055213e-08,6.493632621313035e-08,7.053557131376167e-08,1.684603356475223e-07,5.3681024812876294e-08,4.0008195713156157e-08,1.6402234680280832e-08,3.9802343552882805e-08,2.4843329992866994e-07,5.0196521698511814e-08,5.343322504026447e-06,1.4005796641207222e-07,5.618837227661894e-06,1.372326299221397e-07,5.3625271117102843e-08,1.6567246809299943e-08,5.333462940040914e-08,6.450662080818323e-08,6.049152845835739e-08,8.483372501864323e-08,5.977143067161781e-08,1.475233532047743e-07,2.0503515485625704e-08,0.0,1.1018519319098292e-07,6.288500381342422e-08,4.688805837472556e-07,4.9116887137900063e-08,2.6506900330499027e-07,3.5181593003002324e-08,5.13345892224647e-08,1.848255835450802e-06,1.9758161825631412e-07,2.8901609122765825e-07,2.2856829847366198e-08,3.4205086389034313e-08,1.4389602879427757e-07,1.3951203355486794e-07,8.202095596709505e-08,6.8727063414115e-08,3.7146711532193546e-07,1.4403426199521647e-06,5.378133067008017e-08,2.356374276626155e-07,7.506087928565394e-08,1.1166670554055213e-08,2.1217044279066993e-07,2.4043309816334443e-07,6.001130362616011e-08,9.042244458793507e-08,4.375380208873546e-08,4.9826852062736097e-08,4.1046241117490137e-08,1.6158109491721317e-07,3.1057156920865744e-07,9.142521555927412e-08,7.894045356013207e-08,5.437084133254436e-08,1.0261084084094796e-07,2.3941378233675886e-08,1.370590117154747e-07,1.109130020798913e-07,3.5202424405888963e-06,9.396168425541312e-08,6.605663110078033e-08,1.0630297302494229e-07,6.121408834194733e-08,4.8108858973026225e-08,1.1569073393580701e-07,6.183171319938556e-08,5.8781817703603536e-08,3.2181561097685086e-08,1.9400326898111346e-07,4.5683984285332e-08,4.229593163705891e-08,6.065428182964794e-08,2.629303598351976e-07,5.137845819839258e-06,9.751463375477724e-08,5.7966644487612474e-08,5.795028576782016e-07,8.425330396791009e-08,4.6053333009934716e-08,0.0,5.46166634155448e-08,5.312503100912639e-08,1.2247183811280338e-07,2.1025364969635846e-07,4.748807453846402e-08,2.90892804391886e-07,3.661972985493775e-08,8.946523699863709e-07,5.1975931548433646e-08,3.4186243054519237e-08,6.139934608841092e-08,4.893289433154078e-07,5.193704158238174e-08,5.48684551557658e-08,6.444431440826995e-08,1.2520638197883068e-08,2.8591517291862514e-07,2.3642242396170953e-07,2.3717559153131565e-08,1.650030393759087e-07,1.8316473339775153e-07,6.431047825230934e-08,6.796789503858924e-06,3.947902449774345e-08,9.74433636787018e-06,5.881077319638691e-08,5.368504348341435e-07,3.781870704219814e-08,7.685025867050968e-08,1.1888919542400628e-07,9.309466923113075e-08,5.379480074229033e-08,3.117006097032972e-06,2.2008134712968046e-07,8.976556197676413e-07,4.3405094221369845e-08,1.8380822927400045e-05,1.1166670554055213e-08,1.6578356711345956e-06,0.0,1.7252568739818224e-08,4.3417408304515196e-08,1.0538201205820475e-06,7.460064527750536e-08,6.165406211519135e-08,4.1614863650619703e-08,8.013890448689649e-08,2.81578427019755e-07,6.738632894451063e-08,4.136505159417314e-06,2.73758965762498e-07
Aircraft and spacecraft,8.146780868536759e-06,3.5045866324661753e-06,3.397926054910159e-06,2.1903378139585794e-06,5.25914934218586e-06,3.152157106417395e-06,9.004432811954645e-05,5.02216013998136e-06,4.574174939845487e-06,2.7921007255402506e-06,1.347716353946687e-06,1.9705919432111906e-06,1.579631593595154e-06,2.2493495643829813e-06,2.5285360127138938e-05,4.0558238592783855e-06,2.4122794103855785e-06,2.675049361785541e-06,3.4656755246058674e-05,4.001661629828892e-06,6.5904437971332645e-06,3.434480570421749e-06,3.1517306624170497e-06,2.163865242338048e-06,1.8474183163732652e-06,2.043010586036505e-06,2.458364849114987e-06,1.4757778907898654e-06,1.6583061994442508e-06,2.254862726120116e-06,2.0805454798534896e-06,2.498421521471304e-06,4.125593258254228e-06,2.0660146636208753e-06,0.0,4.665407779973483e-06,8.334407549368738e-06,2.0413115907652872e-06,2.5952069328578727e-06,4.403603904050589e-06,8.865566188561742e-06,2.1580534035470374e-06,5.729563030996773e-06,2.5230632126699056e-06,3.567209613551054e-06,2.35371759794737e-06,1.9477106670830307e-06,8.10790803585553e-06,4.510787340615288e-06,2.4254511001786883e-06,2.430229120545102e-06,2.286938740997525e-06,2.5337935373869517e-05,1.579631593595154e-06,1.9826835850098224e-06,2.3237970905328662e-06,1.3202037937335767e-06,3.47455929164598e-06,1.8154535816743162e-06,4.8681140493029494e-06,3.3992384163982398e-06,1.8185703136847516e-06,3.5714427671278122e-06,2.665593455520165e-06,3.202458137976118e-06,4.245362860797946e-05,0.0,1.4909887292021115e-06,1.761648373027572e-06,5.212770956257348e-06,2.3200253651668213e-06,2.175502070357676e-06,4.872540988149023e-06,2.043010586036505e-06,2.858878725448553e-06,3.4837646781598732e-06,2.0650607437675037e-06,3.3050709242342816e-06,5.5298609701294976e-05,4.892526211749876e-06,4.238442543034683e-06,5.92643929628354e-06,3.206272060330407e-06,4.5106092294320495e-06,4.919248811681977e-06,2.480019512489273e-06,8.584996129595774e-05,2.5025629403264874e-06,2.040956438406578e-06,7.564788921175518e-06,2.1129565243104212e-06,2.361919922745871e-06,2.3468423205819425e-06,1.905914506965649e-05,0.0,2.048518631053942e-06,2.0085603515147567e-06,1.6082969820770228e-06,9.002159063977115e-06,2.379939965589578e-06,3.703279331402521e-06,2.4177815519750396e-06,1.997492246155107e-06,1.3165925945582624e-05,3.4777361305106594e-06,2.8016627045031084e-06,2.318973635391111e-06,1.619463035967856e-06,1.7840761949607967e-06,2.858878725448553e-06,2.0014773822316704e-06,2.809012879081401e-06,2.6274415548608203e-06,2.2585646251228136e-06,2.9282287099373458e-06,1.7535762606426637e-06,1.6625456462530144e-06,1.7071853850342603e-06,2.443970155467776e-06,4.400123792432635e-06,7.364737028184603e-06,3.6281684394120652e-06,1.989981685424485e-05,2.0142644467119887e-06,0.0,6.720258503976775e-06,3.607773100041378e-06,3.391506450789297e-06,5.379654578055228e-06,2.1064317074100874e-06,2.6648649409442884e-06,2.6513516570111025e-06,2.4613298285993053e-06,2.2275978701927565e-06,3.6288305626388064e-06,3.198912573029039e-06,4.032935345266277e-06,3.5331789467463597e-06,3.496919954196653e-06,3.1555039112126447e-06,2.144852704551908e-06,2.2417990999392825e-06,2.6128642436474987e-06,0.0,2.5071933336007227e-06,2.0788424344335728e-06,4.4224955554262554e-06,6.038834254923194e-06,2.5100105620657904e-06,3.4406030258949797e-06,1.1802628759018373e-05,2.105246971877853e-06,2.03312071744306e-06,0.0,3.2711826865752707e-06,4.982394843042126e-06,1.4563113871460398e-06,5.5400222771871294e-05,3.0277990653629726e-06,2.0936563423044022e-06,1.5796315935951537e-06,2.5505302660915955e-06,0.0049466471204105585,2.721010964019135e-06,2.715401206063092e-06,2.043010586036506e-06,3.4865685369279072e-06,3.3489546531557822e-06,1.5078410093009565e-06,5.085488485791292e-06,2.153537314319844e-06,4.6019614227407856e-06,2.480019512489273e-06,1.8381662905093624e-06,5.529860970129501e-05,1.4825470689365347e-06,2.6820112929062725e-06,2.770104609930725e-06,4.6019614227407856e-06,4.64900390917259e-06,3.0784198420338244e-06,2.937788357323668e-05,1.7790665394949318e-06,2.4177815519750396e-06,0.0,2.670863735649048e-06,8.177246356770968e-06,4.71201498640058e-06,1.602450513399779e-05,2.427215405334087e-06,4.105247229046571e-06,2.0416000160152327e-06,3.1843459348104938e-06,4.602408126347691e-06,2.506428915746224e-06,3.589889687236448e-05,2.2434107894528116e-06,3.35971143773785e-06,2.630688089500825e-06,5.4293647039034864e-06,1.5911814151644648e-05,3.4424758478431254e-06,5.494925568698653e-05,2.4832489206556838e-06,3.5540104009366967e-06,2.2946681911023057e-05,2.6560774966158298e-06,3.862639696796883e-06,5.6534016485027115e-06,5.38141621832421e-06,2.839930841293331e-06,1.961108877383268e-06,1.6921648527119338e-06,2.117626781590851e-06,1.8323903391791488e-06,2.0014773822316704e-06,1.765913822939345e-06,3.003127810984604e-06,5.308297692572087e-06,2.0419629880477406e-06,4.171269639579373e-05,2.201051352798342e-06,1.4563113871460398e-06,2.0628569986190844e-06,4.892526211749876e-06,1.6705782992770222e-06,1.2758900995183191e-05,3.2870185461190862e-06,2.0871720060488734e-06,1.7331341230332742e-06,1.907360344136872e-06,4.258547044137396e-06,7.771320707601991e-05,4.49932469580024e-06,6.826286444546136e-06,2.1978164397487643e-05
Animal feed ingredients and pet foods,0.0,1.0000000000851157,1.0000000000850955,0.0,1.0000000000851161,0.0,1.0000000000851164,1.0000000000851161,0.0,0.0,0.0,1.0000000000851164,1.0000000000851161,1.000000000085116,1.000000000085116,1.0000000000851161,1.000000000085116,1.000000000085116,0.0,1.0000000000851164,1.0000000000851168,1.0000000000851152,1.000000000085117,1.0000000000851175,1.0000000000851166,0.0,1.0000000000851168,1.0000000000851164,0.0,1.0000000000851161,1.0000000000851166,1.0000000000851164,1.000000000085117,1.0000000000851164,0.0,1.0000000000851164,0.0,1.0000000000851172,0.0,1.0000000000851166,1.0000000000851161,1.0000000000851168,1.0000000000851155,1.000000000085116,1.0000000000851161,1.0000000000851166,1.0000000000851164,1.0000000000851164,1.0000000000851073,1.000000000085076,1.0000000000851168,1.0000000000851164,0.0,0.0,0.0,1.0000000000851155,1.0000000000851155,1.0000000000851164,1.000000000085116,1.0000000000851164,1.000000000085116,1.0000000000851157,1.0000000000851157,1.0000000000851161,1.0000000000851166,1.000000000085116,0.0,1.0000000000851155,1.0000000000851161,1.0000000000851161,1.0000000000851161,1.0000000000851166,0.0,1.0000000000851164,0.0,1.000000000085116,1.0000000000851175,1.0000000000851168,0.0,1.0000000000851164,1.0000000000851066,1.0000000000851168,0.0,1.0000000000851164,1.0000000000851157,1.0000000000850986,1.0000000000851152,1.000000000085116,1.0000000000851164,0.0,1.000000000085116,0.0,1.000000000085116,1.0000000000851164,0.0,1.0000000000851166,1.000000000085116,1.0000000000851161,1.0000000000851161,1.0000000000851164,1.0000000000851164,0.0,1.0000000000851164,1.000000000085116,1.0000000000851157,1.0000000000851168,1.0000000000851157,1.0000000000851164,1.0000000000851161,1.000000000085116,1.0000000000851164,1.0000000000851155,1.0000000000851168,1.0000000000836695,1.0000000000851164,0.0,1.0000000000851164,1.000000000085116,1.0000000000851164,1.0000000000851164,1.0000000000851161,1.0000000000851164,1.0000000000851152,1.0000000000851164,0.0,1.0000000000851166,1.0000000000851166,1.0000000000851155,1.0000000000851166,1.0000000000851155,1.0000000000851166,1.0000000000851161,1.0000000000851164,1.0000000000851152,1.000000000085116,1.0000000000851164,0.0,1.0000000000851164,1.0000000000851152,1.000000000085116,1.0000000000851164,1.0000000000851168,1.0000000000851168,0.0,1.0000000000851164,1.000000000085116,0.0,1.0000000000851037,1.0000000000851164,1.0000000000851166,1.0000000000851166,1.0000000000851164,1.000000000085115,0.0,1.0000000000851146,1.0000000000851166,1.0000000000851164,1.0000000000851155,1.0000000000851168,1.0000000000851157,0.0,1.0000000000851164,1.000000000085116,1.000000000085116,1.000000000085116,0.0,1.0000000000851164,1.000000000085116,0.0,1.000000000085116,1.000000000085116,1.0000000000851166,1.000000000085073,1.000000000085116,1.0000000000850746,1.0000000000851175,1.0000000000851164,1.0000000000851164,1.0000000000851155,1.0000000000851161,1.0000000000851161,1.0000000000851157,1.0000000000851161,1.000000000085116,0.0,0.0,0.0,1.0000000000851161,1.0000000000851164,0.0,1.0000000000851166,0.0,1.0000000000851161,1.0000000000851152,1.0000000000850728,1.000000000085116,1.0000000000851164,1.0000000000851166,1.000000000085116,1.0000000000851166,0.0,1.000000000085105,1.0000000000851164,0.0,1.0000000000851161,1.0000000000851161,1.0000000000851164,1.000000000085011,0.0,1.0000000000851166,1.0000000000851168,1.0000000000851164,1.0000000000851157,1.0000000000851155,1.0000000000851172,0.0,1.0000000000851164,1.0000000000851164,1.0000000000851152,1.000000000085116,0.0,1.0000000000851161,1.0000000000851175,1.0000000000851168,0.0,1.0000000000851155,1.000000000085116,0.0,1.0000000000851166,1.0000000000851166,0.0,1.0000000000851164,1.0000000000851157,1.000000000085117,1.0000000000851164,1.0000000000851164
Articles of concrete cement and plaster,2.8095156430968125e-08,1.8074652797294347e-06,4.498991277813775e-08,1.7201828526962502e-08,1.4700444952273354e-06,4.768002056087316e-09,4.3677475866490473e-07,2.726718238204823e-07,1.4177353950972866e-07,4.4910900867374394e-09,3.676592566659097e-08,2.3379280162653937e-08,6.812010806838898e-09,3.5752851054581087e-09,1.436985050184653e-06,1.404094029444305e-07,3.6745360039573726e-09,1.1279735225142202e-07,6.170510101226492e-09,6.614921932883655e-08,1.3120526254970446e-07,4.206395616987731e-08,4.7017660988453726e-07,2.021633339597213e-08,6.129766486181041e-08,1.007674808486224e-08,1.3638244725706878e-05,2.2664055779058786e-08,1.6327044457797507e-08,2.063530942759547e-07,1.1378682988000138e-07,2.242374566657256e-08,1.224978847611935e-07,2.497873157686905e-07,1.7328004978077305e-08,1.4294742609194468e-07,6.071353427250159e-08,4.4910900867374394e-09,6.812010806838896e-09,1.9891741814833778e-08,3.349718144012071e-07,1.2045946653184585e-07,5.025141532259846e-08,6.002505542506543e-08,1.547738245168689e-07,8.15443113324037e-08,1.522039164361032e-07,3.780448043532886e-09,1.3528926905543038e-07,9.781020135350334e-09,1.763667784501933e-08,2.664297071391052e-08,1.509473413226028e-08,5.903026437292201e-08,2.1667960417985143e-08,3.449908942437705e-07,1.3281249182740989e-07,8.54114254460544e-09,1.4712162632305175e-07,2.717707883886915e-08,3.676592566659097e-08,1.7328004978077305e-08,2.243799565538881e-07,9.099752855158752e-09,5.890828611017304e-07,4.902351538027857e-07,0.0,4.716963045575536e-09,7.915159953739679e-08,1.169958043730126e-07,8.222448418734045e-08,1.2962006718016187e-07,9.970319262792978e-08,1.0983546589727345e-08,3.9338329665114073e-07,3.409352394747604e-08,8.726027502636554e-07,5.6874562378624294e-08,1.640071674859783e-07,9.970319262792978e-08,1.4924508931180457e-05,1.0626126009798098e-07,1.9646030903003878e-08,1.0698407839206154e-07,1.0378297135949567e-07,3.6670662755530135e-09,9.975086475870065e-08,7.027920108613509e-06,3.5698904210548856e-08,3.695002924207431e-08,2.0783346246702802e-08,1.630860453937574e-07,5.807433968771756e-08,1.3919785675971204e-07,0.0,4.9844856858458324e-08,1.1616331318923991e-08,3.7705689450854995e-08,3.2759050851845395e-09,1.239678994052032e-07,2.4980075520106965e-07,0.0,1.0089684753455654e-08,3.799958546687036e-06,4.8726265433366855e-08,7.293140693881542e-08,1.8174988963258955e-07,2.8100143790600287e-09,3.5523468518058e-08,5.430264045516125e-07,5.085919653543905e-07,5.198594060274115e-07,2.190869309915904e-07,6.262896764728277e-07,1.3544279882048785e-07,1.3325140447461934e-07,2.0063238780257944e-08,1.447183729405056e-07,3.409956029329529e-07,1.452136724646732e-07,5.151779149117629e-07,3.2047259408072917e-07,5.65195273650229e-07,2.721531260273959e-08,0.0,4.0987831219585454e-07,1.4424468141466017e-07,6.08445265331812e-07,2.952337534517138e-09,5.964585527242921e-07,2.0631431662153066e-07,2.57602445326638e-09,3.504352134563031e-07,2.40646954459031e-07,1.4036937081480993e-07,5.114782184205372e-10,1.485966923390845e-07,7.217254094021506e-07,2.4127907662987623e-08,3.312573450577889e-08,1.394032987044308e-07,3.192700224560527e-07,3.610244531215102e-06,1.5922307188733688e-07,7.446783335819057e-08,8.462590071353459e-08,1.7109407669311325e-08,1.943581793459087e-07,1.4780810407934896e-07,1.285937100610664e-07,1.435175146680967e-07,4.004535907491167e-08,4.4758471855147706e-08,1.4494569261025863e-07,1.8671207242802492e-07,2.5922878441895567e-08,1.5383301237278644e-07,4.336121127772722e-09,5.3166007392925836e-09,2.2684757412282895e-07,1.864342027124077e-08,1.5383301237278644e-07,3.9556220220160244e-07,1.634284465309846e-07,1.2053678686806304e-07,1.5383301237278644e-07,2.2883588395784153e-07,3.251707683498154e-06,2.705055409569112e-07,1.6939954639205356e-07,2.041543974598644e-08,1.9346151168009627e-07,9.348128071230523e-10,1.8847917237548565e-07,1.6400716748597834e-07,7.168758762308867e-08,7.2341302757165686e-09,1.6046756022091185e-08,1.994097748653384e-05,1.236642661145604e-07,5.927100850521665e-07,3.9999136499569834e-07,3.7078157917980526e-09,4.6793246289810986e-08,0.0,1.1451707409705302e-07,1.16945443891217e-07,2.0604136849310364e-07,2.5794742260687715e-08,3.1100498421627405e-08,2.8693954757455055e-07,9.99183402976936e-09,3.899326425229748e-07,2.697041007319964e-07,1.8151588158164762e-08,8.435952994109301e-08,2.580246070680563e-08,1.9221075921426056e-07,2.3285813567247414e-08,2.819240832318286e-07,2.1968829296884126e-08,4.035842870862868e-07,6.86850340303832e-07,1.7692264848926445e-08,6.631708921544531e-08,1.2636443342743762e-07,1.4577053973526098e-07,6.4401884650912845e-06,1.3205477225896724e-07,1.597335329899864e-06,1.1406713219293104e-07,1.2782906044985327e-07,4.853898933337017e-08,2.0061137735883565e-07,3.3855052152708976e-09,1.296136073250799e-07,2.2229859035198768e-07,1.0515038131107683e-08,3.0880762533052743e-07,1.5884537901711088e-07,0.0,3.076406904938226e-07,1.7182985285033043e-08,3.314191788136637e-08,0.0,1.979942141739341e-08,8.222332168018239e-08,1.8940868389015116e-08,1.6229131541026677e-07,1.062770888434883e-07,4.092923733039019e-08,1.3205477225896724e-07,3.927015806401107e-07,1.4393411857346426e-07,1.5642071543302796e-07,1.3878267701683375e-07
