,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,1.2474998736018794e-06,1.3676054018418665e-06,1.3973892710526953e-06,1.249854928875824e-06,1.2567196102108597e-06,1.3639609090506335e-06,1.4142050162197575e-06,1.1538421855660695e-06,1.1317406888810768e-06,1.384533228385357e-06,1.3565870742443362e-06,1.3699694691967426e-06,1.3145546213254592e-06,1.3802106248083904e-06,1.3586402828274083e-06,1.29893129749655e-06,1.3741434239478182e-06,1.3586800838210084e-06,1.3954681448066334e-06,1.4015326516906906e-06,1.6634533399043977e-06,1.3822240513941022e-06,1.064355980633869e-06,1.368107071796756e-06,1.281040071749624e-06,1.3278241561923372e-06,1.4516615862041656e-06,1.3145610932886287e-06,1.3015087602273595e-06,1.3056952929071387e-06,1.2000441956625528e-06,5.517581776397272e-07,1.2404722176191457e-06,1.3888733478611656e-06,1.3861941746106343e-06,0.0,1.3600651343338812e-06,1.3787775920518175e-06,1.3196890999627633e-06,1.3802106248083904e-06,1.380859476732814e-06,1.2958075987454154e-06,1.379614043369112e-06,1.5558323126043859e-06,1.3942150389435628e-06,1.3681203891388145e-06,1.4729064106784082e-06,1.3790975730190394e-06,7.738918463209053e-07,1.3744057061753617e-06,1.3761480791030283e-06,1.3057819300278203e-06,1.2766581351996553e-06,1.1749923791897927e-06,1.3802177705240716e-06,1.282490455881164e-06,1.2699835806191386e-06,1.3715183786580687e-06,1.3645326069431675e-06,1.3840069710735311e-06,1.427422985989747e-06,1.47933954575626e-06,1.2218153263142683e-06,1.343801737292485e-06,3.659744533395356e-07,1.335193403702703e-06,1.3961678208441107e-06,1.3645326069431673e-06,1.3653718827676375e-06,1.4076984690338889e-06,1.3784937234336343e-06,1.3948213814230484e-06,1.381895248296946e-06,3.460047449990368e-06,1.4528406473658776e-06,1.3509904602964276e-06,1.49512392391976e-06,1.3710363621026685e-06,1.3996590987843885e-06,1.2264154448699176e-06,3.460047449990368e-06,1.168009292867271e-06,1.6626227706925525e-06,2.0165643729472346e-06,1.4085022126117067e-05,1.6878234866721613e-06,4.778629425483058e-06,1.4054047786772917e-06,1.0701456333686999e-06,1.3246074820602372e-06,1.489759286300189e-06,1.3157470224699987e-06,1.3902547954006352e-06,1.142763852495571e-06,1.3796874862009787e-06,0.0,1.298563852914986e-06,1.3391438527504662e-06,1.2771610588519964e-06,1.3146811449454534e-06,1.3795295670180925e-06,1.3858566910220903e-06,1.3760304536890862e-06,1.789843243762394e-06,1.376451881230264e-06,1.3008688346989334e-06,1.5671441732281109e-06,1.3047715155941639e-06,1.1544675005849732e-06,1.2711423832647354e-06,1.352203736182757e-06,1.3763481491499781e-06,1.2488930309292353e-06,1.3338325068761804e-06,1.2569129655368238e-06,1.377100967193268e-06,1.377011013588738e-06,1.3033231843727522e-06,1.3794391164136645e-06,1.3849705435786966e-06,1.3847180151967845e-06,1.3829864924412566e-06,1.3633686746524526e-06,1.3470373552864065e-06,1.3845529363649236e-06,0.0,1.5301024536049514e-06,1.3525016141291504e-06,1.4572387043702699e-06,1.395910664015411e-06,1.4276624604804935e-06,1.3668687446684163e-06,1.0048754533830953e-06,1.2834026024889455e-06,1.378333594905224e-06,1.453066950724704e-06,1.3180246939856736e-06,1.2429361768950158e-06,1.3129339541848847e-06,0.0004721887558963787,1.455845807325926e-06,1.3782374451098195e-06,1.3283405471764178e-06,1.3689033190005904e-06,1.3794648505419777e-06,1.367396027598184e-06,1.3139375164562083e-06,1.3441620787804793e-06,1.3732976482020284e-06,1.377009639989664e-06,1.3452945310646488e-06,1.3494903995321476e-06,1.386366709063145e-06,1.3949306487581915e-06,1.3805010111832523e-06,1.3113951635340867e-06,1.39401679724817e-06,1.3910537096014309e-06,1.4084759349529895e-06,1.3839679270380509e-06,1.3689907605981297e-06,1.3949306487581915e-06,1.3970272086512497e-06,1.386946414244215e-06,1.3478467655994174e-06,1.3801361829616156e-06,1.2391433489175906e-06,1.3782385328341612e-06,1.3724530905583458e-06,1.378532153759175e-06,1.323303213019105e-06,1.4111039287914701e-06,1.4289092092611966e-06,1.0131930509757806e-06,1.2264154448699176e-06,1.373776629910372e-06,1.4183985343473964e-06,1.3898242514776885e-06,1.354186785133928e-06,1.3887272995897674e-06,1.3619680751057103e-06,1.3114739754567881e-06,1.5765884277175266e-05,1.3760304536890862e-06,0.0,2.510723359210482e-06,1.280381609225493e-06,1.4115165893172798e-06,1.2676854913633434e-06,1.4472979262674231e-06,1.3603582435834168e-06,1.4181877249753931e-06,1.3414117642662986e-06,1.3639849527207234e-06,1.6347247483819902e-06,1.2901491580019164e-06,1.3641168470681142e-06,1.3216338232757683e-06,1.3967630236338709e-06,1.366385701998475e-06,1.250617186861829e-06,1.3937545387838089e-06,1.1631442803023362e-06,1.2443371876078387e-06,1.3281743117913299e-06,1.3729302440989102e-06,1.3749869240264922e-06,1.2698258260948944e-06,1.3811823562006811e-06,9.8213312279066e-07,1.3796315987345152e-06,1.3802382519438766e-06,1.1966590360572755e-06,1.3067895814415444e-06,8.463663400186811e-07,1.3784004844782283e-06,1.3759282550153816e-06,1.171457950233961e-06,1.3952853143259767e-06,8.785265083204247e-07,1.3910537096014313e-06,1.0268060222622148e-06,1.243446210484717e-06,7.301878756543183e-07,1.3910537096014315e-06,1.337284758676885e-06,1.063852924409642e-06,1.2472658390721625e-06,1.3786137880874772e-06,1.3906018616072233e-06,1.432696481584254e-06,1.3811823562006811e-06,1.373800950136505e-06,1.3500912549296735e-06,1.4264573068195672e-06,1.3721289196203986e-06
Agricultural and forestry machinery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aircraft and spacecraft,1.1583895665403628e-06,1.3139604713542225e-06,1.4453920750956284e-06,1.3580894060141021e-06,5.8580505095866015e-06,1.5618825380063127e-06,1.450282820857204e-06,2.2757568506937025e-06,1.3945894197842585e-06,2.1159122088853012e-06,1.3858222029863445e-06,8.978054537912351e-07,1.3587298274244725e-06,8.820182806859216e-07,1.370028215220838e-06,1.5181624020280068e-06,4.9582553350672145e-06,1.6216238820695305e-06,1.537672761435928e-06,1.8283547882152891e-06,1.5764997263611436e-06,1.8372527440329374e-06,1.8004901094720427e-06,1.5995355068007101e-06,1.3077009063114145e-06,1.1474902971628631e-06,1.7526970286185816e-06,1.2573238959184776e-06,9.468253628613371e-07,1.0199935453705491e-06,1.333531592239664e-06,1.4546971498574343e-06,1.4438118287411676e-06,1.5073556287839795e-06,1.7268859636941568e-06,0.0,1.5558448580239654e-06,1.6371832331300967e-06,1.3262375790181565e-06,1.3012820837157844e-06,1.461915750070971e-06,1.680338096810765e-06,1.426600726758543e-06,3.047333485112595e-06,1.6281723472162938e-06,1.064298805776016e-05,1.7595781028824434e-06,1.09746322824831e-06,1.5077974676258468e-06,1.5543079862898268e-06,1.827789991369197e-06,1.0703705700650516e-06,1.7085477526592572e-06,1.6849903629659813e-06,8.820182806859218e-07,2.5026486361833862e-06,1.2099644720912417e-06,8.639776801055191e-07,1.4444298237812038e-06,1.1143004044592213e-06,2.210358918700519e-06,1.3129946485949693e-06,1.0955826704749574e-06,1.8391815518375282e-06,1.0011220695057294e-06,1.464273765577193e-06,1.4262787903750422e-06,0.0,1.7100586933049267e-06,1.0628621104956807e-06,1.6094844831370416e-06,1.602033496251486e-06,1.6577648060401562e-06,2.2461695885896344e-06,1.7526970286185814e-06,1.082592260541545e-06,1.4435926713969953e-06,1.1523026067211781e-06,1.7056699365434075e-06,1.5349771255340304e-06,2.249693078355855e-06,5.309992923203328e-06,1.6047871686314003e-06,1.7975406064887933e-06,1.3717382670775492e-06,2.2485898431240607e-06,2.010677136734601e-06,1.4529300315399533e-06,1.0728362981477228e-06,1.3259961466993543e-06,1.2803875483756254e-06,1.3585162088027134e-06,1.2839685045802311e-06,1.0164562549764128e-06,1.572832990669165e-06,0.0,1.2639330757208823e-06,9.591832263620505e-07,9.811247004592213e-07,1.3152886155417214e-06,1.3808363544027213e-06,1.4466293188755582e-06,1.2097302400678419e-06,1.4440349964005326e-06,1.5315722355873378e-06,1.226807167794966e-06,1.5103630308542337e-06,1.4692240776321788e-06,8.726489807696886e-06,9.772709730095926e-07,1.082592260541545e-06,1.3922191026867328e-06,1.5193346988103813e-06,1.4687175242542486e-06,1.5184173529635931e-06,1.5175464129076408e-06,1.006775424628641e-06,1.0139540181764247e-06,1.2115993426291302e-06,1.5956237864706163e-06,1.7699554849191172e-06,1.5908968393010295e-06,1.962695737000095e-06,3.7763777943414044e-05,1.2038632702088482e-06,0.0,1.6316075174157776e-06,1.2760840227081007e-06,1.428020802031738e-06,1.1992677599919727e-06,1.4024521558312871e-06,1.98712140559765e-06,1.1116980848120447e-06,1.3061198608354158e-06,1.968236685029288e-06,1.39011881098476e-06,1.572523234953278e-06,1.4016508637300986e-06,1.718099463486068e-06,0.0010506989065710256,1.5102413104864232e-06,1.7305337785147086e-06,1.2631103957161968e-06,1.449898038309135e-06,0.0,3.7282897362587114e-06,2.0974588721881456e-06,1.5044065542804626e-06,1.710315128374463e-06,1.6947881878642818e-06,1.6576816837284106e-06,1.7231565301808878e-06,1.6733557928972926e-06,0.0,1.665680400815702e-06,1.8943766082752326e-06,9.350520791839676e-07,1.534713144454324e-06,1.745886121535929e-06,2.1240002869878957e-06,8.820182806859218e-07,1.4092981145757524e-06,1.617372539689191e-06,2.2984155396288043e-06,1.6377642637323225e-06,1.752697028618581e-06,1.3247645663672447e-06,1.5068341456849278e-06,9.852939989013345e-07,1.1900293917028786e-06,1.26370555323237e-06,2.2526684454022537e-06,2.010677136734601e-06,1.0424898120656345e-06,1.5349771255340306e-06,9.662633046335597e-07,1.4300214769122734e-06,2.1762810084465833e-06,2.2526684454022537e-06,1.6666281976872592e-06,1.3763101396560256e-06,5.317141036128079e-06,1.3033324847349446e-06,1.2097302400678419e-06,0.0,1.3955429284084822e-06,9.744546295698056e-07,1.6765259394322302e-06,1.1953831080094865e-06,1.2118922381189368e-06,2.2300696606324106e-06,1.398634292197091e-06,1.6114411072130873e-06,1.9744473585980257e-06,1.6579419658944747e-06,1.3814800106340575e-06,1.2400159458048163e-06,1.760744242148171e-06,1.2697760029865614e-06,1.5024237981454118e-06,3.2277284130395684e-06,1.3656832928042013e-06,1.7649474437930923e-06,1.4022399957681858e-06,1.9435935200698757e-06,1.6775988184877648e-06,1.896746936411805e-06,1.9209397360620505e-06,1.4499549344129024e-06,2.2640132327735312e-06,1.3577384753883587e-06,1.1219690665574496e-06,1.0399303546565456e-06,0.00028460958398098516,1.5663192803394351e-06,1.3922191026867328e-06,1.1884318038851208e-06,1.3692117399842191e-06,1.350417573387471e-06,2.0678598025899693e-06,1.4812353890520434e-06,1.8949866815565332e-06,9.350520791839676e-07,1.1199902651514711e-06,2.249693078355855e-06,1.0293979309908623e-06,1.082851449353175e-06,1.5115049871723738e-06,1.3491413869538708e-06,9.564188106249518e-07,9.889005277037216e-07,1.4408717227322032e-06,1.4941577140306174e-06,1.4046221179371284e-06,2.444263836869245e-06,1.3599800622677352e-06
Animal feed ingredients and pet foods,0.0,1.0000000000666711,1.0000000000666727,0.0,1.0000000000666727,0.0,1.0000000000666682,1.0000000000666727,1.000000000066672,0.0,0.0,0.0,1.0000000000666722,1.0000000000666718,1.0000000000666713,1.0000000000666718,1.0000000000666713,1.0000000000666722,1.0000000000666718,0.0,1.0000000000666722,1.0000000000666716,1.000000000066672,1.0000000000666713,1.0000000000666722,1.000000000066672,0.0,1.0000000000666718,1.0000000000666713,0.0,1.0000000000666716,1.000000000066672,1.0000000000666722,1.0000000000666718,1.000000000066671,0.0,1.0000000000666718,0.0,1.0000000000666722,0.0,1.0000000000666722,1.0000000000666724,1.000000000066671,1.000000000066672,1.0000000000666724,1.0000000000666724,1.0000000000666727,1.0000000000666716,1.0000000000666724,1.000000000066672,1.000000000066673,1.0000000000666727,1.0000000000666718,0.0,0.0,0.0,1.000000000066672,1.0000000000666718,1.0000000000666713,1.0000000000666722,1.000000000066672,1.0000000000666713,1.0000000000666711,1.000000000066672,1.0000000000666702,1.0000000000666716,1.0000000000666696,0.0,1.0000000000666727,1.0000000000666716,1.000000000066672,1.000000000066672,1.0000000000666718,0.0,1.0000000000666727,0.0,1.000000000066672,1.0000000000666724,1.0000000000666718,0.0,1.0000000000666713,1.000000000066672,1.000000000066672,0.0,1.0000000000666722,1.0000000000666716,1.000000000066673,1.0000000000666722,1.000000000066672,1.0000000000666722,0.0,1.0000000000666716,0.0,1.000000000066672,1.0000000000666724,0.0,1.0000000000666704,1.000000000066672,1.0000000000666722,1.000000000066672,1.000000000066672,1.000000000066671,0.0,1.0000000000666727,1.0000000000666718,1.000000000066672,1.0000000000666713,1.000000000066672,1.0000000000666722,1.000000000066672,1.000000000066672,1.0000000000666722,1.0000000000666718,1.0000000000666724,1.0000000000666718,1.0000000000666716,0.0,1.0000000000666722,1.0000000000666724,1.0000000000666722,1.0000000000666718,1.0000000000666718,1.0000000000666722,1.0000000000666727,1.000000000066672,0.0,1.0000000000666722,1.000000000066672,1.0000000000666711,1.0000000000666724,1.0000000000666713,1.000000000066672,1.0000000000666718,1.0000000000666716,1.0000000000666718,1.000000000066671,1.000000000066672,0.0,1.0000000000666718,1.0000000000666576,1.0000000000666724,1.0000000000666713,1.0000000000666722,1.0000000000666711,0.0,1.0000000000666727,0.0,1.000000000066672,1.000000000066672,1.0000000000666718,1.0000000000666718,1.0000000000666716,1.0000000000666716,0.0,1.0000000000666722,1.0000000000666718,1.0000000000666722,1.0000000000666716,1.0000000000666727,1.000000000066671,0.0,1.0000000000666722,1.0000000000666704,1.000000000066671,1.000000000066672,0.0,1.0000000000666711,1.0000000000666716,0.0,1.000000000066672,1.0000000000666718,1.0000000000666711,1.000000000066673,1.0000000000666716,1.0000000000666727,1.000000000066672,1.0000000000666722,1.0000000000666713,1.0000000000666722,1.0000000000666724,1.0000000000666722,1.0000000000666716,1.000000000066672,1.0000000000666713,0.0,0.0,0.0,1.0000000000666716,1.0000000000666722,0.0,1.0000000000666698,0.0,1.0000000000666727,1.000000000066672,1.0000000000666731,1.0000000000666716,1.0000000000666718,1.000000000066672,1.0000000000666713,1.0000000000666722,0.0,1.000000000066673,1.0000000000666724,0.0,1.0000000000666713,1.0000000000666716,1.0000000000666718,1.0000000000666718,0.0,1.000000000066672,1.0000000000666722,1.000000000066672,1.0000000000666724,1.0000000000666718,1.000000000066672,0.0,1.0000000000666718,1.0000000000666718,1.000000000066672,1.0000000000666716,0.0,1.0000000000666718,1.0000000000666724,1.0000000000666711,0.0,1.000000000066672,1.0000000000666711,0.0,1.0000000000666716,1.0000000000666704,0.0,1.000000000066672,1.000000000066672,1.0000000000666722,1.0000000000666724,1.0000000000666724
Articles of concrete cement and plaster,5.983582771233697e-14,3.061751863605153e-13,2.61973361521409e-12,8.363958421018453e-15,8.416284692747872e-14,9.176836863466624e-14,4.240655683583126e-13,3.8275199288048803e-13,7.526105215833082e-15,2.7883513512237123e-13,8.818448313170601e-15,9.166717137466838e-15,4.234691148915545e-14,1.5711788174297902e-14,5.8971971747719326e-15,3.7560916162507516e-14,8.909318203686193e-13,1.5819621043951145e-13,3.719141270635059e-07,5.164140049921031e-14,4.12986432338795e-08,3.80197975043901e-13,4.086688728018055e-14,3.839986574318011e-13,6.474279129761345e-14,5.627837509596673e-15,1.0485747131707902e-11,1.4912875585722545e-13,5.0770359818086074e-14,1.7080601857035376e-14,4.775472075067367e-13,3.729063468767131e-13,4.7052767197012785e-14,3.812920396351002e-13,3.6357847414466004e-13,2.3018576403338018e-14,2.2195420734537037e-11,6.589943765046208e-12,8.818448313170601e-15,1.57117881742979e-14,1.3356794585477384e-12,5.732057640302489e-13,3.90421038693552e-13,2.9150423822541538e-09,3.0003289449803064e-12,1.0326834984543077e-11,4.222600637496319e-12,1.9931853058013308e-13,1.6239688825609206e-14,9.147350194236677e-13,1.684357179914148e-13,3.6232600142072347e-14,8.581901621443385e-14,4.7046115844076724e-14,1.4647046193866018e-13,2.3456831948511094e-14,4.622600614098955e-15,3.927008784303836e-15,1.2821095974644722e-14,3.6414563758025563e-13,4.9404667022980536e-14,9.166717137466838e-15,2.3018576403338018e-14,3.243072333633096e-13,1.4206431245270412e-14,1.4665642493071563e-13,1.380703340671066e-13,0.0,4.498378586104152e-14,9.497022779129065e-15,2.507423284393714e-13,2.2837246422131732e-15,2.39982947613171e-13,4.798176780583784e-13,1.1539052999412333e-11,2.731677615405879e-13,1.166160955407296e-14,3.0373725957531206e-13,2.9716721209784272e-12,1.2509090330309202e-13,4.798176780583784e-13,2.9792830197439646e-15,2.1199883522793772e-11,1.1105218324252022e-13,1.681441206472573e-07,1.2488805366824658e-06,2.8708444526217764e-06,2.1749395620590576e-13,5.103709963083338e-15,8.395879040581286e-14,9.293763224187218e-15,4.161105366589857e-14,3.3770080396979367e-13,1.4925221651817653e-13,3.8153605836702025e-13,0.0,4.946867626124837e-14,5.3828135701961595e-15,4.2689194979723046e-13,5.676000679456517e-15,3.785469346746723e-13,3.635890906478224e-13,0.0,4.3695785467961964e-14,2.9943998094373777e-13,8.712604057242413e-14,3.1816416583804804e-14,1.5578910502247662e-13,7.285378117865307e-15,7.580869771922679e-14,3.237266389755386e-13,3.920274894492176e-13,8.104631593195525e-15,6.6512677342399226e-12,7.528210937078529e-15,3.324246548386125e-13,2.387915648272052e-13,2.1662557641811713e-14,3.307618707993978e-13,3.3115794467297407e-13,2.943314836336422e-13,4.091303085577063e-13,1.0655409244781592e-09,1.0302114387579309e-13,5.0887404969995863e-14,0.0,3.5245806613461746e-13,2.3175085998740373e-11,1.8279403538989017e-14,4.912857324325298e-13,1.7103113670330685e-14,3.7156344746994274e-13,2.1705425965127334e-14,7.614736041108461e-15,2.7699938373104345e-12,9.184012727240555e-13,8.037730755287921e-16,2.34054881396114e-13,6.541015206367214e-14,1.2632825202192549e-05,2.2862819293976225e-15,3.3331691127462726e-13,6.629676523979427e-14,3.532672403535032e-13,3.3709802213098793e-13,6.367522547626704e-12,8.350029607547763e-15,7.319075906107389e-13,1.8332074853594533e-11,3.7460705534159955e-13,2.2123937886162136e-11,6.364566357455586e-12,1.1098395845045374e-08,1.7916479373102178e-13,7.362460329968268e-13,4.174260225259212e-14,1.8968112188186445e-13,4.348030835363043e-14,5.81921574662215e-15,3.626831212176608e-13,3.7318220168558e-14,1.8968112188186445e-13,4.0901490193882724e-13,7.268376393272512e-13,1.2687800796469532e-13,1.8968112188186445e-13,2.3278197928754916e-13,3.2206095415081123e-13,3.8418542966657995e-13,2.9608295384282346e-13,7.203309252324646e-15,3.8973328560593984e-13,6.901585806897633e-14,3.6337971901636165e-13,1.2509090330309207e-13,3.33373725278758e-12,5.8995393167296696e-15,9.150669575012427e-15,2.0369171571844328e-13,1.0608364349311227e-12,3.7495652503153885e-13,3.393057882051599e-13,0.00012467852618140452,1.333740950170936e-13,0.0,5.0785609257664174e-12,3.3826855099374194e-13,1.8180397952293306e-12,6.61290703295372e-14,4.3542691564727464e-13,5.623961750491471e-13,9.895490642350782e-12,5.660933875182837e-14,1.6921238277207504e-12,1.9828042116474832e-13,2.0298994516843943e-13,3.505294857452296e-15,1.3122099490597863e-14,4.611968049541001e-15,2.2207487940184235e-11,2.6594827820486974e-13,1.1809903842329369e-12,1.668912840338998e-13,1.776571730799184e-14,8.069770352891994e-12,3.7218995707659054e-10,2.8141023961489044e-13,7.781769224591892e-14,2.8670514929834806e-13,2.299317424089356e-12,3.6244584177673183e-13,2.863421037560193e-13,1.328875212695606e-13,1.1674518776496884e-12,5.183146065248463e-15,2.4008903326240945e-13,3.8743879580897167e-13,1.0622489297390973e-13,1.7807380052321755e-12,4.3104341634449526e-15,0.0,3.682733634808935e-13,8.294593585769913e-15,3.4023602164586353e-15,0.0,4.8713783820962863e-14,2.6839869943579113e-13,1.4004303922841772e-14,3.409454066981226e-13,2.928816827558911e-13,8.86745826465663e-12,2.8670514929834806e-13,3.7670263567310963e-13,2.3285196147617515e-11,1.458574895851142e-11,2.104441634347898e-11
