,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,8.945151338848554e-06,1.2953502989432883e-05,0.000684477752615057,8.602595365681595e-06,1.2304399910442641e-05,1.5499952670950633e-05,1.2819990409148229e-05,1.0372733856468915e-05,1.7332659718799862e-05,1.2668092429768993e-05,2.0343655149453227e-05,1.9073910824043244e-05,8.99768112865514e-06,1.4426145574977373e-05,1.3023909231255174e-05,1.6501663724812568e-05,0.0026019522552688337,1.394919140534725e-05,1.7370789037549973e-05,1.2988310167772132e-05,1.4809173413712359e-05,1.2769894621149702e-05,1.0017660671933425e-05,1.2663159763139727e-05,1.0336720321401192e-05,1.2562844046447441e-05,3.54400647484202e-05,1.6016084991362856e-05,1.0620687380247773e-05,8.569383414380937e-06,1.0975297730030846e-05,5.09254707770732e-06,9.58215521186743e-06,1.296339842553547e-05,1.2745650034568354e-05,0.0,7.579180790261816e-05,1.5962296861733533e-05,1.060573601002936e-05,1.4426145574977373e-05,1.358908451854751e-05,1.2065563379643324e-05,1.2738683812908169e-05,1.8832721690541887e-05,1.3603920281609986e-05,0.0035963612748466213,1.2737553564409066e-05,7.009257096244178e-06,1.5414669767952567e-05,1.3579407439902724e-05,1.4707095941744177e-05,1.2295571850967253e-05,9.371948880847253e-06,1.4419027719694155e-05,8.977002826642497e-06,1.1949703901306053e-05,1.381143058437982e-05,1.3084676606025448e-05,1.2883167026417037e-05,1.109141584385131e-05,1.3658553438156543e-05,9.301484098088121e-06,1.75743630175453e-05,3.319755023376473e-06,1.3245565999557286e-05,1.39014685260908e-05,1.3084676606025448e-05,1.3814315765641323e-05,1.316461423130438e-05,2.8839789560306397e-05,1.3853326282090196e-05,1.2748090257091266e-05,1.3099839954026359e-05,3.5838153171379665e-05,1.287013724857107e-05,1.3719438674996287e-05,1.2502521078469254e-05,4.7460876752610335e-05,2.2196977647456157e-05,1.3099839954026359e-05,1.403567589656463e-05,1.3023973504605566e-05,1.3567222248336006e-05,1.5680780567009902e-05,1.2747215704628277e-05,1.660892311936382e-05,0.00015088988564589183,1.0834336874530504e-05,9.561852595160717e-06,1.3592838602328334e-05,1.1228499251234715e-05,1.2828009266545672e-05,9.170293480183427e-06,1.2740804516605245e-05,0.0,1.113784057002973e-05,1.2797658637956664e-05,1.0018613504272463e-05,1.242182207009566e-05,1.2716856321112338e-05,1.2742690040620263e-05,1.2695726167220562e-05,1.1626607647297766e-05,1.2592966817084745e-05,1.1917541506921675e-05,1.2837906088488638e-05,3.8277499866636445e-05,1.1723589676517589e-05,1.048913820060874e-05,1.2913391259371856e-05,1.2282652250920818e-05,1.2304623720304667e-05,1.8336497376719775e-05,1.383902283512973e-05,1.2757733540571568e-05,1.3236828821814203e-05,8.50658162342544e-06,1.2808530386026756e-05,1.2316367955157094e-05,1.2741459721618416e-05,1.2723406922820885e-05,1.2609245036861047e-05,1.2460536374627798e-05,1.0297251095067029e-05,0.0,1.3063097953787442e-05,8.819553065548076e-05,1.4697043267772494e-05,1.4919832980371713e-05,1.3430616394794627e-05,1.2339651258461102e-05,9.597488073572426e-06,1.6476223115578238e-05,1.4871038413257147e-05,1.2511372435728322e-05,1.1088249321781283e-05,9.010854940792677e-06,1.2673892450295985e-05,1.4858173393480935e-05,1.5221358084403933e-05,1.2753268870680231e-05,1.2610762396273986e-05,1.2623875267145402e-05,1.2801513162907026e-05,4.162291673671702e-05,1.5977190231185096e-05,8.268878677093807e-06,1.4058426582884014e-05,3.320496269839158e-05,1.2568017275585451e-05,7.798306095256911e-05,2.277118309092746e-05,1.8061929216483922e-05,1.231394076502436e-05,1.2838484805425934e-05,1.1333368348269141e-05,1.2445071092096692e-05,1.2848766597133445e-05,1.304463060330642e-05,1.2845324613169196e-05,1.4081734958248291e-05,1.231394076502436e-05,1.2839594016497183e-05,1.2719072936133051e-05,1.1878758568997647e-05,1.2187232807198246e-05,1.1300074412616528e-05,1.2640899928777088e-05,1.2959424010655324e-05,1.2871387351131248e-05,1.2873694323463282e-05,1.2817119444834141e-05,1.4233255840053955e-05,9.03320638843345e-06,2.2196977647456164e-05,1.661760036798266e-05,1.28909310202934e-05,1.3281767386692443e-05,1.3096531330037567e-05,0.0015836724299102302,1.2757948293507499e-05,1.2157596697468904e-05,2.629410943656061e-05,1.2695726167220562e-05,0.0,5.2180018185172496e-05,9.398648888788209e-06,1.95251104733004e-05,1.081739516423903e-05,1.3355302479404517e-05,1.2570303996703686e-05,2.7726960119291195e-05,1.2969726758486554e-05,1.4985755122541166e-05,1.8673777563497573e-05,1.0374351195078951e-05,1.299870584405956e-05,1.2750971983256461e-05,1.3299249606071464e-05,8.060233047308774e-05,8.471452845272781e-06,2.2692762960867243e-05,1.084117277585818e-05,8.14606941947015e-06,1.157519029346412e-05,1.3093928381434213e-05,1.2782759476093505e-05,1.5481901566848002e-05,1.2781723431808155e-05,9.417546211814202e-06,1.274758223805926e-05,1.2799103714748421e-05,9.858349258448732e-06,1.3586422811276528e-05,7.914787692236597e-06,1.2692026964788624e-05,1.2688966489531772e-05,1.5891627803347456e-05,3.254727065755784e-05,4.807120948527469e-05,1.2848766597133456e-05,9.411364810932912e-06,8.110200519844007e-06,9.031973733581297e-06,1.2848766597133445e-05,1.0668511668991534e-05,9.703941731177992e-06,8.322239224563249e-06,1.2756099556148774e-05,1.4766719490091123e-05,2.7865046677832072e-05,1.2781723431808155e-05,1.2852607658606723e-05,9.995896947969e-05,0.0001705888401917571,6.904370253617333e-05
Agricultural and forestry machinery,3.6426128926210554e-06,1.6895708307462663e-05,0.00019376389740395435,2.1906368307652975e-06,9.469767446124503e-06,6.79574804324198e-06,1.02724363276063e-05,7.945959735256866e-06,1.9598402872622677e-05,1.3493629694937038e-05,4.766271533987024e-06,9.151685885065433e-06,4.2360141424782945e-06,4.733249514738924e-06,9.165434820621847e-06,2.7590308080449588e-05,4.236869848547271e-05,1.5130030145333298e-05,8.154662451818205e-05,1.3529166554581774e-05,8.606828528606849e-06,2.105735594258235e-05,1.440702596693616e-05,1.0047220067662886e-05,2.684846786305404e-06,2.379759583866714e-05,9.873290646367795e-06,2.7991970440715586e-05,5.24116461347197e-06,2.284781042509523e-06,7.330549258679844e-06,7.467569949212698e-06,4.383380027842678e-06,1.3167358133267692e-05,3.542310499928841e-05,0.0,8.713667041268942e-05,1.0457909342443028e-05,5.149385868397486e-06,4.733249514738924e-06,1.3353828515524586e-05,8.329614845080064e-06,7.992291440795495e-06,1.30298256952851e-05,1.1268718868982002e-05,1.715115700521945e-05,9.594396415145864e-06,6.475466334649635e-06,1.572642998973999e-05,7.141144783368653e-06,6.550117291587162e-06,7.968001132483866e-06,6.783614665649787e-06,4.733249514738925e-06,4.414863702637692e-06,8.09181319635712e-06,1.4979951904338006e-05,9.68052209671103e-06,2.0173308566319134e-05,5.1844093288413915e-06,1.794397021595903e-05,6.812990074355029e-06,1.6039058156120934e-05,9.374864783262344e-06,2.357066775757248e-05,1.5118473704195617e-05,0.0,6.115222135083963e-06,1.5577569766561507e-05,4.1952434578794914e-05,1.1829162690745542e-05,2.3267873681550544e-05,1.2064678347605094e-05,9.151685885065433e-06,1.2155721043497397e-05,1.6241381030897764e-05,6.628341230565948e-06,1.5251140646883232e-05,9.157271686657549e-06,1.3093406254167493e-05,1.5482055329138222e-05,1.107384731745695e-05,6.7037345080030765e-06,1.2461265623399603e-05,1.2668185535477723e-05,8.171659645473542e-06,9.354023572318865e-06,8.787477715834522e-06,6.566754561607605e-06,1.6694621432924755e-05,8.424927301446548e-06,1.0293230149266559e-05,8.930408053269301e-06,8.410881678639608e-06,0.0,8.059769659707481e-06,1.5394264408224233e-05,8.641275339080162e-06,2.0246922837180285e-05,1.1453905211990476e-05,4.118008173143788e-05,2.1906368307652975e-06,1.3894105779812025e-05,9.747729121470295e-06,4.711279310030724e-05,3.167606559891194e-05,8.478165645381198e-06,3.8778483870062035e-06,5.515923962421251e-06,1.711125480366404e-05,1.1228338189266242e-05,1.4431312459937365e-05,2.263941690566994e-05,1.3868095448607746e-05,1.4338876983338218e-05,1.0113925664696837e-05,2.919512783015705e-06,1.023350868458946e-05,1.0877314397397071e-05,1.1935312878095423e-05,9.830160202933284e-06,1.3618520523323843e-05,1.4141940888857954e-05,3.1554476878546857e-06,0.0,2.3104260459244824e-05,8.23119508988579e-05,2.5705872357368673e-05,1.4053356301912015e-05,2.46700063808198e-05,5.336671398183649e-06,9.05514345712376e-06,2.0399403635489377e-05,1.6045944203618022e-05,1.5725393062725237e-05,5.595538735999739e-06,4.992963595078541e-06,2.482870701103403e-05,2.2272255437283406e-05,1.2529708069388412e-05,1.4014110362461877e-05,2.4273861590425876e-05,1.1895105842144721e-05,1.04791625591637e-05,6.164911237207466e-05,1.586976456528554e-05,2.1906368307652975e-06,1.3631481520700197e-05,2.9678299797991746e-05,1.7603666594115837e-05,7.941519326702573e-05,1.1364590578442568e-05,9.418581690124759e-06,5.560038441695894e-06,1.3681489660303168e-05,6.975716732906609e-06,7.507916423055864e-06,1.3573112721517328e-05,1.6295979871635582e-05,2.777076407616474e-05,5.059501424554724e-06,9.828123472881179e-06,1.2675931406688644e-05,1.4928247380984807e-05,6.459805724189121e-06,7.543220936175163e-06,8.758829074382863e-06,1.2045892122265356e-05,6.7848733656317865e-06,9.077044580588954e-06,0.00022203585903943706,7.992291440795497e-06,7.7031907750906e-06,8.458955312386864e-06,9.15727168665755e-06,8.105351971185088e-06,9.396214897543494e-06,1.8218211807359216e-05,1.849972183834301e-05,2.0070044050517936e-05,9.941130021002965e-06,2.54624789377954e-05,1.0747592583339851e-05,7.96767084170084e-06,0.0,2.636152579219293e-05,1.1150012189017377e-05,1.8906620281763834e-05,7.231772861393374e-06,9.581764892338573e-06,1.158450690931237e-05,8.86220598100944e-06,2.4654686810178948e-05,5.594810486261847e-06,9.499147761296773e-06,1.0351690576629433e-05,1.6246258761151856e-05,1.3629531761668783e-05,1.8699531966390292e-05,9.425270035601086e-05,2.4358108129059287e-06,4.670990037731901e-05,1.4075022029828858e-05,4.7789935607902e-06,1.1863804012452805e-05,1.0952588271460657e-05,1.3698247211677151e-05,1.659594373469503e-05,1.5130030145333301e-05,1.0013578522726732e-05,1.1597177517882522e-05,9.277273514244271e-06,6.5723902239104145e-06,1.3771438731469697e-05,2.0644698582067482e-05,2.1959762738500487e-05,1.0486570139248866e-05,3.605669161295044e-05,4.726028712512542e-05,1.4283344602077319e-05,5.325723384292419e-06,9.75150177536217e-06,2.1906368307652975e-06,1.1896699156020557e-05,0.0,3.170699786885079e-06,7.702383956803633e-06,4.4596525295008446e-06,1.0200163092067208e-05,9.400181860752572e-06,8.423314479706938e-06,1.590287709782394e-05,1.4511637152139169e-05,0.00010906088807593907,0.00030973599966812394,8.600901210082883e-05
Aircraft and spacecraft,9.978536624805061e-06,3.7095993981737965e-05,8.973027269521951e-05,1.1457099434120733e-05,1.0116489103472702e-05,1.3982908733649633e-05,1.7870541487374145e-05,1.1129298288369832e-05,1.2637754961171112e-05,1.758246711147995e-05,3.75699131263486e-05,0.00011790451249774527,1.1568734928042041e-05,8.49208920650689e-06,2.3021532390966472e-05,2.8671823330650026e-05,6.422526681746953e-05,1.784076408841077e-05,3.840988301974247e-05,1.629542523498092e-05,2.8389290143792505e-05,2.349626508363669e-05,9.120197884339441e-05,1.3779858077139824e-05,4.7030086192832957e-05,1.3464499839771214e-05,1.6241954564066787e-05,8.106813662099154e-05,1.1797647718958986e-05,8.377341486440312e-06,1.2244384877797344e-05,1.192844927316479e-05,1.0863333398954997e-05,1.2457265751433244e-05,1.6041096224898707e-05,0.0,0.00020067244605641359,0.0001564831475400352,1.1250600385477505e-05,1.1540454461390298e-05,1.550576787047346e-05,1.5976187818573242e-05,1.690114602235905e-05,4.2250432189645316e-05,2.6654175429903805e-05,1.5001768398521489e-05,9.973838738142842e-06,1.422672188103361e-05,0.001064522226512099,1.3430213213158509e-05,9.260697290727528e-06,3.069999267100138e-05,1.4807897444158209e-05,8.49208920650689e-06,1.0410475347385455e-05,2.9156026451505892e-05,0.00012192726591274529,1.3921593304408081e-05,1.6950823622391143e-05,1.828980626470979e-05,1.3049945681825502e-05,1.3384327010415107e-05,0.00013540172119070953,1.0384668870549819e-05,1.5260761140518908e-05,1.622952453989091e-05,0.0,9.935278415619985e-06,1.4970183412149278e-05,0.00010873184962666092,1.4501802228522026e-05,1.5209386241217117e-05,1.838644857815497e-05,1.6241954564066787e-05,1.5128557271416389e-05,1.3911307367979843e-05,1.051019604310199e-05,2.936302782779322e-05,1.4806169585931095e-05,1.8436120394192707e-05,6.9010072503897e-05,4.389556550015668e-05,1.2879131257852599e-05,0.00017707058873393875,1.843344444307966e-05,1.505635094141685e-05,2.894775709708604e-05,9.699323509249174e-06,1.124828247946698e-05,1.1057721325543332e-05,1.5442241106398283e-05,1.3766370366125647e-05,8.377476457691119e-06,1.841506685176999e-05,0.0,1.0780639684430768e-05,1.1324269713578334e-05,1.926441438834455e-05,1.9621020013110686e-05,3.731228637306448e-05,1.276434277731951e-05,1.180013653254465e-05,1.3018104741964411e-05,1.590121632334194e-05,9.72979515767346e-06,1.1307383148192219e-05,1.0156595692402678e-05,5.972657618594675e-06,8.01828666877567e-06,1.5128557271416389e-05,1.0599453178648346e-05,2.5468635648161613e-05,6.310003250779515e-05,0.0007061031686863042,1.700422148545609e-05,9.308652491548828e-06,8.233991462831535e-06,9.256186017543024e-06,1.3194422285975688e-05,2.8481890474758435e-05,1.577081749022184e-05,4.88497039558616e-05,0.0003633773141746553,9.98711252379864e-06,0.0,0.0001029075438235486,0.0010164079393332555,4.0230821560841e-05,1.12300383558947e-05,1.7527937079976007e-05,1.1576316403246884e-05,1.6909450828061833e-05,0.0001187356488049849,7.727799102692117e-05,1.3170922676179424e-05,1.3541405211453812e-05,1.4527872947319982e-05,7.199442799613081e-05,0.0006825170265956099,1.4205706130698473e-05,1.6042825421839996e-05,1.3944969707611244e-05,1.6508743275876118e-05,0.0,8.714820358233258e-05,9.923809498544253e-06,1.7251567445822716e-05,3.266547907532996e-05,6.577433662434897e-05,1.3293397203984796e-05,0.0004541760504401403,1.5959600779626935e-05,1.6195633496066246e-05,0.0,0.008487046870591914,5.5581904220053334e-05,7.5825855305641255e-06,1.480351894483013e-05,1.2170855605277407e-05,2.2180174251414897e-05,8.492089206506893e-06,1.2492963628041164e-05,1.5714111448124898e-05,2.741490363811188e-05,1.5306289053874896e-05,1.6241954564066787e-05,0.00012256364008695337,1.378672078946323e-05,7.917655643984504e-06,1.131572485254801e-05,1.4077668071387777e-05,3.329284826532684e-05,1.505635094141685e-05,3.900474369426155e-05,1.48061695859311e-05,7.729778385615617e-06,1.1480306134075523e-05,2.1208138706949248e-05,3.329284826532684e-05,7.836550382945538e-05,1.2041717144265798e-05,0.0003724607331069036,1.093531325119931e-05,1.180013653254465e-05,0.0,0.0004000448713147186,9.309929629966331e-06,1.608421191298619e-05,1.094714101236738e-05,1.1822982529665185e-05,0.001030686857014728,1.2097943871898969e-05,1.96581580105832e-05,6.568720235057099e-05,4.104990456150648e-05,1.2795849903155039e-05,0.00024764880346910136,1.7936937629207605e-05,1.0619138082255197e-05,0.00010169224144922944,1.0148093948028861e-05,8.124353212205772e-05,2.3804322813688034e-05,1.2129796422780618e-05,2.4065855129178094e-05,6.63895778823214e-05,1.290647134293387e-05,3.201374557598209e-05,1.3256659609907223e-05,3.433844773519663e-05,0.00046677471344890205,1.030091155858663e-05,8.524189423752132e-06,0.002735960926938161,1.528156989332743e-05,1.0599453178648343e-05,9.068762079420658e-06,3.6763628845055184e-05,0.0003673103238146166,0.003456018016458391,1.3892131035730247e-05,1.1260265712807087e-05,7.5825855305641255e-06,1.1673846922668474e-05,1.8436120394192707e-05,8.403505998657774e-06,3.9768963293484153e-05,1.741985160958304e-05,3.7387189513501564e-05,9.073347335099187e-06,9.488646139258422e-06,1.5162002964677808e-05,1.8457251582939075e-05,0.001463833727385943,0.00011118058140374481,0.0005150014551440116
Animal feed ingredients and pet foods,0.0,1.0000311840842482,1.0000311840842688,0.0,1.0000311840842688,0.0,1.0000311840841933,1.0000311840842688,1.0000311840842697,0.0,0.0,0.0,1.0000311840842688,1.0000311840842682,1.000031184084268,1.0000311840842684,1.0000311840812743,1.0000311840842686,1.0000311840842684,0.0,1.0000311840842688,1.0000311840842686,1.0000311840842688,1.0000311840842435,1.0000311840842688,1.0000311840842686,0.0,1.000031184084269,1.0000311840842693,0.0,1.0000311840842686,1.0000311840842686,1.0000311840842684,1.0000311840842686,1.0000311840842688,0.0,1.0000311840842682,0.0,1.000031184084269,0.0,1.0000311840842688,1.0000311840842688,1.0000311840842688,1.0000311840842688,1.000031184084269,1.0000311840842695,1.0000311840842688,1.000031184084269,1.000031184084253,1.0000311840842697,1.000031184084269,1.000031184084269,0.0,0.0,0.0,1.0000311840842675,1.0000311840842682,1.0000311840842675,1.0000311840842555,1.0000311840842693,1.0000311840842675,1.0000311840842686,1.0000311840842686,1.0000311840842668,1.0000311840842682,1.0000311840842087,0.0,1.0000311840842695,1.0000311840842682,1.0000311840842682,1.0000311840842686,1.0000311840842688,0.0,1.0000311840842693,0.0,1.0000311840842688,1.0000311840842684,1.0000311840842693,0.0,1.0000311840842695,1.0000311840842682,1.0000311840842695,0.0,1.0000311840842693,1.0000311840842684,1.0000311840842686,1.0000311840842089,1.0000311840842693,1.0000311840842688,0.0,1.000031184084268,0.0,1.0000311840842686,1.0000311840842688,0.0,1.0000311840842682,1.0000311840842682,1.0000311840842684,1.0000311840842688,1.0000311840842688,1.0000311840842688,0.0,1.0000311840842688,1.0000311840842666,1.0000311840842662,1.0000311840842686,1.0000311840842686,1.0000311840842688,1.000031184084269,1.000031184084268,1.0000311840842688,1.0000311840842688,1.0000311840637781,1.000031184084268,1.0000311840842664,0.0,1.0000311840842688,1.0000311840842675,1.0000311840842602,1.000031184084269,1.0000311840842684,1.0000311840842688,1.0000311840842684,1.0000311840842688,0.0,1.0000311840842688,1.000031184084269,1.0000311840842682,1.000031184084269,1.0000311840842684,1.0000311840842686,1.0000311840842693,1.0000311840842684,1.0000311840842666,1.0000311840842637,1.0000311840842688,0.0,1.0000311840842686,1.000031184084268,1.0000311840842688,1.0000311840842684,1.0000311840842688,1.0000311840842695,0.0,1.0000311840842688,1.0000311840842684,0.0,1.0000311840842542,1.000031184084203,1.0000311840842675,1.0000311840842682,1.0000311840842688,1.0000311840842677,0.0,1.0000311840842686,1.0000311840842682,1.0000311840842682,1.0000311840842688,1.000031184084269,1.0000311840842682,0.0,1.0000311840842682,1.0000311840842193,1.0000311840842468,1.0000311840842688,0.0,1.0000311840842684,1.0000311840842684,0.0,1.0000311840842686,1.000031184084269,1.0000311840842684,1.000031184084269,1.0000311840842677,1.0000311840842695,1.0000311840842693,1.0000311840842642,1.0000311840842688,1.000031184084269,1.0000311372303985,1.0000311840842682,1.0000311840842686,1.0000311840842682,1.0000311840842684,0.0,0.0,0.0,1.0000311840842684,1.0000311840842688,0.0,1.0000311840836649,0.0,1.0000311840842688,1.0000311840826983,1.000031184084269,1.000031184084269,1.0000311840842688,1.0000311840842688,1.0000311840842682,1.0000311840842682,0.0,1.0000311840842546,1.0000311840842682,0.0,1.000031184084252,1.0000311840842686,1.0000311840842688,1.0000311840842682,0.0,1.000031184084269,1.0000311840842688,1.0000311840842682,1.0000311840842688,1.0000311840842684,1.0000311840842686,0.0,1.0000311840842688,1.0000311840809601,1.0000311840826983,1.0000311840842686,0.0,1.0000311840842684,1.0000311840842684,1.0000311840842693,0.0,1.0000311840842688,1.0000311840842684,0.0,1.0000311840842686,1.000031184084269,0.0,1.0000311840842682,1.0000311840842688,1.000031184084269,1.0000311840842384,1.0000311840842626
Articles of concrete cement and plaster,5.865064529991426e-08,2.1924024845601657e-07,5.07076072590061e-06,1.0035801144629396e-08,1.3892144534147313e-07,2.926804287585701e-09,2.3839505258164282e-07,1.2801039968864897e-07,1.2963577230750165e-08,3.21444719905888e-07,1.922364741482943e-08,1.0977154102786493e-08,3.9367467496485064e-08,1.8021509481573736e-08,1.3035718497792861e-07,4.925772410048352e-08,3.434833725126724e-07,9.147899542447825e-09,2.58372829713376e-07,1.6102652261307984e-08,1.7600795632183188e-07,3.877513194579801e-07,1.614859350149052e-08,2.0613693704459972e-07,1.933456790980591e-08,2.9632379948854413e-08,3.817174099156155e-09,3.246959500957546e-07,4.8856048978034136e-08,1.352770627091116e-08,1.8986110660781205e-07,2.9645470295898576e-07,4.7103438071102906e-08,3.93786589922396e-07,2.7374240327862137e-07,2.5011346528111205e-08,6.030704808851797e-07,1.7990246222959694e-07,1.922364741482943e-08,1.802150948157374e-08,4.624962192589514e-08,1.625574781936483e-07,4.022960469239031e-07,7.12584879318276e-08,1.3111980414031773e-07,1.6196647818668113e-07,1.861860525893347e-07,4.7935023840100594e-09,2.828160517311413e-07,2.6659234975934132e-08,3.500078738846407e-08,4.967512526614669e-08,2.7433331978494166e-08,1.4810232368710142e-07,2.4060213174134393e-08,4.980065277614315e-09,3.637831639157622e-07,1.62694194186549e-08,3.478907422185107e-07,4.726050762838857e-08,1.0977154102786493e-08,2.5011346528111205e-08,4.2767195833692226e-08,1.1534922647633436e-08,1.174332496039953e-07,1.0230115142330469e-07,0.0,2.8725880451979623e-09,1.3205024047877436e-08,2.382358882001723e-07,3.203200061289049e-09,2.398909172667341e-07,1.1053602874203689e-07,3.873041432204682e-09,1.6498804886822313e-07,1.0982433870994955e-08,3.112014427112807e-07,8.94746440287751e-08,9.920244260290222e-08,1.1053602874203689e-07,4.239948853408024e-09,1.9600133970530752e-07,1.9512030434596484e-08,3.3340694286297383e-07,1.9219670992527456e-07,1.0746101460358218e-08,1.8970366467763844e-07,3.6192473223300416e-09,7.887512967750826e-08,1.1080189045695778e-08,4.4169296863363496e-08,3.3727211303993225e-07,1.3977234632483047e-07,3.774598366985165e-07,0.0,5.0304277629510443e-08,5.974170821572236e-08,8.946117239024929e-08,3.741474622798056e-07,4.0052427752099746e-07,2.737339627628805e-07,0.0,1.3950970220851475e-08,3.043392031943296e-07,7.965973842558889e-08,3.027223106002633e-08,1.1655310822161617e-07,2.026441053485142e-08,6.003532229362617e-08,2.0133462530315615e-07,3.0329079136982636e-07,1.456800386656805e-08,3.403951114729341e-07,1.5390091791236237e-08,3.6513140701681674e-07,2.367496102296689e-07,2.3939400044968435e-08,3.31993190552434e-07,1.7555125744101367e-07,3.453001286997688e-07,1.0883323717332686e-07,1.0787655260624421e-07,7.663607817008054e-08,4.7453265295354046e-08,0.0,2.9709523550976243e-07,6.117628683466978e-07,4.129563309108006e-08,6.268289592024812e-09,2.1897091748427036e-08,3.833435411137533e-07,4.040272131438574e-09,4.203376846214828e-08,1.460806651570308e-07,3.364916112675177e-07,6.42276135048159e-10,2.1876388454432679e-07,1.4984737722196194e-07,5.138183768608161e-08,2.099274490974188e-09,3.554804136267222e-07,7.886451162379195e-08,4.0430037698981404e-07,3.371239323539536e-07,2.320800581700048e-07,1.879864050775016e-07,1.3863831540065224e-08,2.8570344045498773e-07,5.508528813697332e-07,3.801301510213724e-07,5.993821548071278e-07,9.359222801196856e-08,5.7079947291625316e-08,1.650997025248704e-07,2.962935624531677e-07,4.095955257865348e-08,1.7456249910427935e-07,1.1337917003512684e-08,3.69903509199375e-09,2.9691800108660826e-07,3.939655513127272e-08,1.7456249910427935e-07,2.382109676495572e-07,3.25157856757391e-07,1.0631421762308546e-07,1.7456249910427935e-07,1.4033242630411762e-07,3.4936957373906753e-07,3.617442241931461e-07,3.0618455647500085e-07,1.3666329541345591e-08,4.0248377844819735e-07,1.8229552885319978e-09,2.153351954989873e-07,9.920244260290224e-08,1.4217133166100492e-07,2.9565494274846073e-09,6.98932022200271e-08,4.5326634580575005e-07,2.2339756236444942e-07,2.2156405671767792e-07,2.53278706109324e-07,3.1537172304849144e-09,1.3242339432804858e-07,0.0,2.194998294494338e-07,3.5191921094836036e-07,2.8220049194031696e-07,6.587741687312041e-08,1.3119519113490991e-08,3.029625122521432e-07,5.3346222286149946e-09,1.7797934608998435e-07,2.316636532320714e-07,2.2353633676974185e-07,1.8712861042315227e-07,4.0151641991385626e-05,1.2406081339576405e-07,4.646523804657154e-09,6.007496337123821e-07,2.8476508812599863e-08,2.645866051364849e-07,1.3864063785448632e-07,2.0282330472975556e-08,1.0472065473131299e-07,2.2476415121865815e-07,3.390692125247862e-07,1.5888950682706618e-07,2.93754383282897e-07,5.342138495480462e-08,3.7336785476206576e-07,2.921470885581438e-07,1.2795919015917723e-07,4.4808546791627684e-08,1.0771963032690775e-08,2.400054418096582e-07,3.338210801408495e-07,2.0849991562117304e-08,2.1861320494417698e-07,3.46946749128897e-08,0.0,1.30199791659062e-07,9.984378178463398e-09,5.434497793510956e-09,0.0,2.909903064114452e-08,2.662255148778254e-07,1.5564007646610342e-08,3.578720006358468e-07,3.0120566215403153e-07,7.190057860246416e-08,2.93754383282897e-07,2.7663170800459347e-07,6.132536146400925e-07,5.039961283982504e-07,5.723420735409567e-07
