,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,1.3937496795652632e-06,8.486889729881804e-06,1.7617671256879331e-06,0.0048319495264764496,1.4951863811614548e-06,1.7516262786531451e-06,2.4905917282027702e-05,1.40449148590258e-06,1.5492815986377376e-06,1.7206196726296245e-06,1.6632902063117503e-06,1.6321201354170467e-06,4.2195083510171595e-05,1.7998125333966204e-06,1.716420233569926e-06,1.4495414840491493e-06,3.1033214389113414e-06,1.5965386258467792e-06,1.728912521536953e-06,1.60771254121666e-06,1.8794266471440817e-06,1.7131856278268454e-06,1.2363120911287658e-06,1.6834021642160335e-06,1.78902751584758e-05,1.557904661343348e-06,1.6459739503271042e-06,1.575575329494905e-06,1.4926278730507342e-06,1.386204432367669e-06,1.7517402987616022e-06,6.541061271109321e-07,1.6211947592543451e-06,1.6779567115546648e-06,0.0,1.9549077492797692e-06,1.72278405647565e-06,1.5043832243599203e-06,1.7998125333966208e-06,1.703311518392366e-06,1.7385695411581139e-06,1.639569883864708e-06,1.65519365584641e-06,1.922056656336531e-06,2.0210293937021514e-06,2.392567216601783e-06,1.7850909938831478e-06,9.333036249870589e-07,1.5341295859633987e-05,1.866495213851913e-06,1.5354827617953523e-06,1.5740728971914702e-06,1.373619638580031e-06,1.7992547989043197e-06,1.3926895084668334e-06,1.4746932629522903e-06,1.683101725720534e-06,1.7603850170875757e-06,3.2704366707352114e-06,1.5545381126879552e-06,1.6595520348319878e-06,1.9394825071569497e-06,3.092136249184781e-06,4.3069429362401966e-07,1.6470322453626119e-06,9.112221659752826e-06,1.760385017087576e-06,1.7950140569009558e-06,1.6271420591046345e-06,1.660252732107428e-06,1.6416161789142146e-06,1.6683249864410888e-06,1.6288397971053326e-06,1.6438840687292812e-06,1.725423831726779e-06,1.653795347978177e-06,1.6249784988382613e-06,2.3295311418198695e-06,1.4374611977956421e-06,1.6288397971053326e-06,1.7504896104709027e-06,2.3720672169772924e-06,1.72016716599404e-06,1.7041209847032902e-06,1.6496794538275744e-06,1.6428165411449537e-06,1.9897665447967177e-06,1.2637575975381104e-06,0.007108910503051624,1.6584295771964152e-06,1.5354006812512249e-06,1.6655830640588313e-06,0.0004742534542299917,1.639093465035465e-06,0.0,1.5053258159315486e-06,1.5812487658106723e-06,1.5453332985682127e-06,1.5666712578070064e-06,1.6437793981498616e-06,1.6808573119924104e-06,1.6328121610438746e-06,1.5592045093690846e-06,1.1926738799160947e-05,1.4176271407504878e-05,1.6215861694711695e-06,1.5073763233659948e-06,1.3503759442524353e-06,2.6981198328006985e-06,1.7350653500094321e-06,1.6282621887218425e-06,1.4671316975247636e-06,1.6505729058224806e-06,1.486225307208496e-06,1.7031061326528054e-06,1.6924972591909303e-06,0.0001775825094697576,1.63457951335863e-06,1.7524968261853565e-06,1.6407668148533572e-06,1.617929885848405e-06,1.7009195629107842e-06,1.951062744001892e-06,2.2588978968645892e-05,0.0,1.7439127684411548e-06,2.0547581885587522e-06,1.6111793387117914e-06,1.6550830975279948e-06,1.6448310680552036e-06,1.6226088830428114e-06,1.3089945527584994e-06,1.5338996766223138e-06,1.7701930115194105e-06,3.2080968482515864e-06,1.521400568085491e-06,1.3937144117238921e-06,1.5569416481191442e-06,2.883316690655203e-06,1.5943982041015082e-06,1.6515331197311762e-06,1.5930265444580784e-06,1.6222939132673263e-06,1.6350472136087476e-06,2.002642404083555e-06,1.5896399788328707e-06,1.375514159579474e-06,1.624120462994221e-06,3.2484384859517222e-06,1.6404858775496474e-06,1.973706837241055e-06,1.563664591095747e-06,1.7725221716392124e-06,1.8168899307411126e-06,1.6646384625095813e-06,1.5246214284262494e-06,1.8158297282982544e-06,1.609149867634423e-06,1.59707429035835e-06,1.6664067504932527e-06,1.7672457027236014e-06,1.8168899307411126e-06,7.434289830098383e-06,1.7572288838303226e-06,1.6894767734067243e-06,1.7964875032415528e-06,1.5625755211964779e-06,1.637017515675576e-06,1.673059781279979e-06,1.6564335219830155e-06,1.5732019262595263e-06,2.3000779980150644e-05,1.693342086258981e-06,1.2279404847995055e-06,1.4374611977956424e-06,1.6209630157834307e-06,1.6027980544344386e-06,1.6235249389025814e-06,1.6164831720768683e-06,2.621762895632012e-06,1.8744188708365823e-06,2.859191218922798e-06,1.754196604155436e-06,1.6328121610438746e-06,0.0,1.8444808331779245e-06,1.4496816400704147e-06,1.815202671788211e-06,1.4755881795193656e-06,1.687611780519054e-06,2.2314503009813854e-06,1.6116858342575362e-06,1.562204820162754e-06,1.900738869176828e-06,2.976690102162081e-06,3.357908426380624e-06,1.674064262466752e-06,1.5870320064039242e-06,1.625043407956397e-06,2.1578882469978277e-06,1.3833372550142785e-06,3.1529064263184545e-06,1.7565891197344293e-06,1.3709196562066066e-06,8.999566772226031e-06,2.51567964594627e-06,1.6535376944551837e-06,1.6208389958349304e-06,1.7133444964514574e-06,2.3360537605412375e-06,1.644481282946807e-06,1.6500513104187526e-06,0.00022911911726218066,1.5353032410182995e-06,1.0322837757320204e-06,1.6508040634017955e-06,1.6348739780732468e-06,1.5749571758231504e-06,1.8675372724539131e-06,1.0454267414801945e-06,1.6091498676344225e-06,1.1988952596123067e-06,1.3671934045490688e-06,8.959815448334013e-07,1.609149867634423e-06,0.0028058798426549452,1.2599932986748375e-06,1.7526374512344453e-06,1.6440853682308441e-06,1.6643449816258046e-06,1.6997257184286231e-06,1.7133444964514574e-06,1.7546886313381811e-06,2.1081209450185698e-06,1.981603943686524e-06,2.155682653793865e-06
Agricultural and forestry machinery,1.7606750072423522e-07,2.2612493193423704e-07,2.320442178490294e-07,1.372976140197402e-07,1.710505855035834e-07,1.3262453948855808e-07,1.3473030449196466e-06,1.7229054202887096e-07,2.6036856066982514e-07,1.860313264887282e-07,1.1035394532813554e-07,1.9685453491052794e-07,0.00010537074284731307,1.1032933215548128e-07,3.337280157000585e-07,2.568232380107488e-07,1.9839032327378556e-07,1.7472963903951405e-07,1.9361750609842172e-07,1.975974728263983e-07,1.8484425451657062e-07,1.9085150984350176e-07,2.691152434822347e-07,2.0654457881793885e-07,1.4576920749928486e-07,5.049849853408953e-07,1.9129908591270576e-07,2.954951429328181e-07,1.54138274808811e-07,1.3830381336150355e-07,1.5789987701102719e-07,1.6694256458976834e-07,1.9520785451749429e-07,1.960214924216762e-07,0.0,1.8804923628872714e-07,1.992578665516212e-07,1.5115317237213727e-07,1.1032933215548128e-07,2.4760824040394726e-07,1.6020919230257863e-07,1.8707544087397898e-07,2.423745031030273e-07,1.855219035661397e-07,2.54340018411911e-07,1.8656860980486573e-07,2.1670718948262204e-07,1.4045445840954002e-07,2.6110749282989085e-07,1.3259048601486965e-07,6.3120102714096696e-06,1.598064139190056e-07,1.6911297247976033e-07,1.1032933215548128e-07,1.5528371970748945e-07,1.4060726260013953e-07,6.648636340907174e-06,2.399743442991948e-07,2.054892911444508e-07,0.019682805846383596,2.9236065317987755e-07,6.515297119647805e-07,1.7191447854705898e-07,1.864138083848718e-07,2.1388078308828928e-07,1.1011570740215256e-07,0.0,1.1304087945053959e-07,2.1511066901069116e-07,2.0805090930922584e-07,1.5214712717936609e-07,1.8545430941161685e-07,2.450880632625703e-07,1.9685453491052794e-07,1.7659744523303377e-07,2.79145547284987e-07,1.699805238880566e-07,1.9177614132653905e-07,1.9243046100191018e-07,2.5615379123156395e-07,2.172043984555078e-07,4.3694610535763416e-07,1.2507865936760614e-07,1.8425522658157685e-07,1.898304864704694e-07,1.3831172679279096e-07,1.61672163084457e-07,1.560484016638564e-07,0.031232189034396993,2.890242782826434e-07,2.341978196804256e-07,1.9095867696895797e-07,1.8775909768913474e-07,1.9025267725848316e-07,0.0,2.816640505718983e-07,2.496330997761478e-07,1.7295108950592966e-07,4.662728144293209e-07,1.8931078125096458e-07,1.916349081604412e-07,1.372976140197402e-07,4.0703022107770476e-07,1.8875114811447298e-07,2.742874413781475e-07,2.3882661245613663e-07,1.7114048055306376e-07,5.783360732496503e-08,2.1989434848193987e-07,1.9742739977158476e-07,2.1251236552823555e-07,2.803174611102065e-07,2.2229349612917426e-07,2.5124474203696755e-07,1.9456765345738462e-07,2.0541542111823964e-07,0.0003919251021913415,2.064491290956434e-07,2.8359764084363056e-07,1.970889643385416e-07,1.6660575452765966e-07,2.0836935924003316e-07,1.7491025741165836e-07,8.145633932897234e-05,0.0,1.950298443727366e-07,1.9927862770737708e-07,3.024602369090233e-07,2.1999163902453358e-07,2.807519120452851e-07,1.603028714953027e-07,1.5805989536771322e-07,2.6379254430525026e-07,1.9000351747122476e-07,1.1574240477513924e-06,1.0089620273477495e-07,1.6127492900136957e-07,2.8522000705999273e-07,2.2645706371471273e-07,1.8063677523825592e-07,2.0176315931867264e-07,1.0529058222158755e-05,2.4530589549498763e-07,2.1074300023482974e-07,1.8329529847584423e-07,1.9591421301351708e-07,1.372976140197402e-07,2.0185218148840539e-07,3.1072663941756783e-07,1.983100238341377e-07,1.8686010824993239e-07,1.5726332005532313e-07,1.9519816296982674e-07,1.282936943864607e-07,2.0806128817130613e-07,3.796279781015009e-07,2.0502744347609357e-07,1.9819479928052624e-07,2.5628081728964563e-07,1.874529586160958e-07,1.1328740545775254e-07,2.2103009062126883e-07,2.3177945515243666e-07,2.0093146764221169e-07,2.64292964055846e-07,1.6867596088246614e-07,1.684068602859035e-07,1.925901639480904e-07,1.7635474565312563e-07,1.5103389862052332e-07,2.163946211267175e-07,1.870754408739789e-07,1.3415692901151915e-07,1.7295331537997846e-07,1.924304610019102e-07,1.8093517526705776e-07,3.722329825919449e-05,3.1344544021171373e-07,3.6096191568978126e-07,1.9494711639323439e-07,2.139986310752847e-07,2.2881714372685392e-07,1.7776174516959019e-07,1.784091338962382e-07,0.0,2.4674361914740575e-07,1.9007966527509364e-07,1.9990508712685048e-07,1.9695797661615705e-07,2.3817992450063607e-07,2.4424328095890176e-07,1.9354902907944447e-07,2.664683820583125e-07,1.6818315712991998e-07,1.6398307323971662e-07,1.8574608163361625e-07,1.1710489059605508e-06,1.8674392881914314e-07,2.2846778195000826e-07,1.7899717007826776e-07,1.386923954384672e-07,3.2450650750421915e-07,2.1174334118322663e-07,1.7168094275771567e-07,2.9541813709353324e-07,2.5073697165994106e-07,1.9537846347431257e-07,2.3920487438697174e-07,1.7472963903951403e-07,2.0945017750137004e-07,1.9913586290460508e-07,1.942663471653606e-07,3.935151622204369e-05,1.4473015961288982e-07,2.1847329941030337e-07,1.8779280242064327e-07,2.1087247995255867e-07,2.0555221716028964e-07,1.950557668659557e-07,2.3338683618577533e-07,1.515840917476626e-07,1.6531521766679875e-07,1.372976140197402e-07,1.7179678956883934e-07,0.0,0.005979027111297375,1.9348409773288586e-07,1.5103530094524221e-07,1.8916089540845305e-07,1.769798179248291e-07,1.6966810650776597e-07,1.9733066587086404e-07,3.696708666592382e-07,1.8809060293739286e-07,1.9366825482514964e-07,2.1075155836446165e-07
Aircraft and spacecraft,3.539255025652779e-06,4.09971046936238e-06,2.9400727422288306e-06,3.882104677728845e-06,2.4902549945134313e-06,3.3512144205610454e-06,3.2568456196404186e-06,5.910365399269563e-06,2.4584880065089954e-06,3.7256348942423028e-06,4.033522148429185e-06,3.142803385064507e-06,0.0024876457968000614,2.17486652122692e-06,3.6457674758344174e-06,5.9530476076924046e-05,4.1753326599009725e-06,5.717973489997203e-06,4.133436675955687e-06,3.7349904515198766e-06,3.5577422589101712e-06,2.695511190830907e-06,9.081135989532723e-06,3.323159416239503e-06,3.7382439807351957e-06,3.1246613713476694e-06,1.7704569948721416e-06,5.953055719536622e-06,3.1689315490817262e-06,3.2114209100618683e-06,3.29335196260504e-06,3.531132159169944e-06,3.3889339898867675e-06,1.8525985136318354e-06,0.0,5.81146280833636e-06,3.7632522504695674e-06,4.035480871229097e-06,2.6715375714707125e-06,4.563428940600849e-06,2.4297267779291632e-06,3.0004763355287236e-06,2.175753309112768e-06,4.78880157140385e-05,3.1098677179226884e-06,2.498853766896934e-06,4.103090522161407e-06,3.4846695350392722e-06,3.444203549244684e-06,2.3590448928690566e-06,3.2392512232664523e-06,2.6739507816955274e-06,3.7332039626452065e-06,2.1748665212269203e-06,3.6332906218869745e-06,3.3794096465450228e-06,3.1971066727243626e-06,3.6711192790386718e-06,3.5813505420082316e-06,3.833416020726006e-06,3.3168422046325205e-06,3.02647183077961e-06,3.286568591707931e-06,3.3032081741126687e-06,3.755946681349188e-06,3.869092321563038e-06,0.0,1.6688870607038228e-06,3.3164327770921075e-06,3.4719572849060436e-06,3.111286736731368e-06,2.0755239231422058e-06,3.7842191443467292e-06,1.7704569948721416e-06,3.1237194749703753e-06,3.664922980067923e-06,4.7255355122030075e-06,2.9364825528257982e-06,3.6898138211529164e-06,3.795050456118887e-06,4.315652059870492e-06,3.076752215952616e-06,3.1087343745446083e-06,3.162472908099205e-06,3.7947169277049626e-06,2.4459917561546294e-06,3.254616715112518e-06,3.0534759653670334e-06,4.038790185171414e-06,3.214431694146389e-06,3.2680343670154293e-06,6.395366461298461e-06,3.931523975234639e-06,3.556019627811575e-06,0.0,8.75494092939009e-05,2.347220740853699e-06,3.1978026350733535e-06,1.125884060960889e-05,3.693778423817723e-06,3.304568109989402e-06,3.255439635556683e-06,2.482826378020005e-06,3.1969153415213885e-06,5.401528027232726e-06,2.9717823639052226e-06,0.0002466243142193866,1.5740156222913245e-06,3.226952022185488e-06,3.123719474970376e-06,4.4103261592813255e-06,4.715177000507909e-06,5.7334935363328735e-06,2.5760234336535653e-06,3.0432108183779287e-06,2.390146606555091e-06,3.1774648081033786e-06,5.5613536475978874e-06,2.81373671307767e-06,3.4007345658840566e-06,3.1725920303338043e-06,3.5401953497279426e-06,3.2642133812060024e-06,3.2330473924752585e-06,0.0,3.838431421360033e-06,3.3741400407768325e-06,3.4369293853836088e-06,3.1589327396460077e-06,4.0830478781247145e-06,4.097428211802259e-06,1.815148266301977e-06,5.75346969046946e-06,1.9061174824848213e-06,3.1035717892283748e-06,3.2538852505705702e-06,4.3760819353091515e-06,1.0385520080329796e-05,1.3324219973621442e-05,3.4734643899379308e-06,2.1150345231817615e-06,6.085240398523327e-06,3.099807896320242e-06,0.0,2.7500288047977215e-06,2.733936931011879e-06,3.83468607841918e-06,3.265096081705496e-06,2.1826229788698404e-06,2.795046042781693e-06,3.5693400963131295e-06,1.8680566173548342e-06,1.949867412961958e-06,0.0,5.317529735841298e-06,2.9216073303857615e-06,3.138031964477587e-06,3.6931330678274017e-06,3.055523770141912e-06,3.2917711484337807e-06,2.17486652122692e-06,7.16068801854165e-06,3.183040045049591e-06,2.990414392004144e-06,2.4423992960461977e-06,1.7704569948721412e-06,4.778736572216903e-06,8.32616776314427e-06,3.5208219203067717e-06,3.477967125917618e-06,6.557244252389353e-06,2.837102976325499e-06,2.4459917561546294e-06,3.2575798609060006e-06,3.689813821152918e-06,3.1325424847117313e-06,3.328325970688075e-06,3.213725598493422e-06,2.837102976325499e-06,3.411494633740888e-06,3.157430343211905e-06,3.4057345855600788e-06,5.196256000081112e-06,3.255439635556683e-06,0.0,4.1321939808838854e-06,2.4321872929430385e-06,3.4385912660945215e-06,3.3670439038140442e-06,3.259304756359835e-06,3.3906786849350153e-06,3.650965335053984e-06,3.155053064316851e-06,3.443356350509154e-06,4.9000340293680606e-06,3.534138093626138e-06,3.4727600850708695e-06,4.013257960972572e-06,3.298085575868448e-06,3.1514437614556023e-06,2.835035972278172e-06,3.04740572888851e-06,3.0977443857760715e-06,3.7668815703488816e-06,3.4179014932230044e-06,2.542234195760633e-06,3.7477047190240977e-06,3.1559285015545614e-06,2.7229658581707975e-06,2.950802044269197e-06,2.7405275458143554e-06,4.061829429670231e-06,0.00046730455972877915,1.9520111058679903e-06,3.213844801645197e-06,4.410326159281324e-06,3.241138221472201e-06,3.884169590318369e-06,9.305211474641033e-06,8.294793975065453e-07,3.780951475008698e-06,2.4160692777163195e-06,3.138031964477587e-06,3.272792132022198e-06,3.795050456118887e-06,6.1555020308932646e-06,3.0797449067208885e-06,3.229499987672465e-06,2.9784677453225376e-06,2.3199648319204993e-06,2.618608772138011e-06,4.5114434650133875e-06,3.2353253466688596e-06,3.372462583066699e-06,8.955872780483436e-05,3.323544054720545e-06
Animal feed ingredients and pet foods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015816505388362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014929006085192698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018479351490258637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016004890383172633,0.0,0.0,0.0,0.0,0.0,0.0,0.006234777804601263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010021044192804892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016227180527383367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Articles of concrete cement and plaster,1.4331243423378405e-06,8.055981416686618e-06,3.5024446953813916e-06,4.783005762917097e-07,1.10172255586156e-06,5.113441909475193e-08,1.0520517883192332e-05,2.8466434814626583e-06,2.078465240511869e-07,7.407494038596953e-05,4.08526036858561e-07,1.3895202431512523e-07,0.004651570348484153,6.380661346022768e-07,2.3417756028916676e-08,3.274430246557143e-07,2.936834558146605e-05,1.6770131931249067e-07,2.205783081370428e-05,2.8231749694304236e-07,4.713366027378268e-06,1.5171872713701225e-05,2.551239087790438e-08,7.762837966252278e-06,6.531192039511938e-07,4.943668342541973e-08,3.563936905146252e-08,3.0156975864081497e-06,1.5497055689582522e-06,0.0031852873105398514,4.186056312829071e-06,6.422271692364956e-06,1.3464729910736131e-05,2.6284458768626598e-05,5.817637536894907e-07,1.4498165365108816e-05,3.869423864713793e-06,4.08526036858561e-07,6.380661346022768e-07,2.792750725945235e-07,3.978602222857617e-06,8.711987036541955e-06,1.5804316465874893e-06,3.140152034550976e-06,1.2303992159338243e-05,4.192623981357522e-06,1.2486189605361307e-05,1.1037059959481141e-07,6.996219777434617e-06,5.619620689365064e-07,8.434928073368212e-07,1.0362995513189766e-06,6.326602389720939e-07,8.226074451147623e-06,9.081189597163622e-07,1.140412818661307e-07,3.791825142789611e-08,4.607970328454033e-08,8.187945946359773e-06,0.8350050913776239,1.3895202431512523e-07,5.817637536894907e-07,8.129568050820792e-07,2.657383766085728e-07,3.03246357445825e-06,2.5764279976098678e-06,0.0,4.995289639569993e-08,8.278696134114734e-08,6.7148002441448826e-06,2.877577266447724e-08,1.6400587142660963e-05,3.3980185505141258e-06,3.5876894550466175e-08,5.0587624193843614e-06,1.5080274395101355e-07,2.236627338426408e-05,2.3594695404990604e-06,3.130931075403591e-06,3.3980185505141258e-06,4.607182887972988e-08,1.749673916081207e-05,5.553657694759894e-07,7.327830426753767e-06,4.792409300259943e-06,2.37618744820618e-07,4.275030173898364e-06,8.075135999832533e-08,0.012310267583170444,1.406044937926587e-07,1.1364704405272962e-06,1.4607219081669802e-05,7.744508222924724e-05,8.95388496783088e-06,0.0,1.1575468727828974e-06,2.588099287243008e-08,3.4010456113210154e-06,2.784333378503722e-08,1.1265878463403509e-05,2.627564409412863e-05,0.0,4.1744764936181183e-07,6.856491554759953e-06,2.070547511505352e-06,4.4980768759860745e-07,3.891586086176368e-06,3.8082431857269914e-08,1.322917986956583e-05,6.933876724014047e-06,1.7510730233319003e-05,1.621055283351504e-07,2.2470871203836056e-05,1.5417091732121276e-07,5.125259869726182e-05,1.5156179705480274e-05,0.04363478176514073,1.1320010906994863e-05,6.784349862158345e-06,8.386979360907777e-05,2.4289663831025055e-06,2.6645779871019884e-06,1.677754070565055e-06,0.022674555852903778,0.0,2.5355763224210845e-05,1.4807815150598992e-05,2.0015792528611905e-07,4.3372102111087285e-08,1.833767791804556e-07,1.995507155317189e-05,4.394694681819858e-08,1.1486941081989896e-07,3.879714930252627e-06,2.22473168993427e-05,1.681416431097803e-08,1.911301776577865e-05,1.4482704320223783e-07,1.0917800566507008e-06,5.1539519828718274e-08,6.454219491551628e-05,2.1942564802846112e-07,8.059435139059283e-06,1.3068523976832991e-05,6.8821584168906965e-06,4.39732663560225e-06,4.359027486441326e-07,2.5478897673564543e-05,1.726228588106313e-05,1.9883424400822725e-05,1.4578322541524434e-05,1.0936687314065345e-05,3.154556203546387e-06,1.0574716520353367e-05,1.6810852761810683e-05,9.48097320634005e-07,1.121402612387418e-05,1.7673249300836118e-07,7.801565485763203e-08,3.147716649239767e-05,2.156637845163847e-06,1.121402612387418e-05,1.0394597480390501e-05,3.636722077497524e-05,2.3557449848883574e-06,1.121402612387418e-05,3.233448453136467e-06,5.5705915639129794e-05,1.192017333303159e-05,1.87013617594523e-05,2.951035495325309e-08,8.69513264019964e-06,3.237794880293082e-08,4.908524885308403e-06,3.130931075403592e-06,2.4857292178508045e-05,1.6952259347571314e-07,1.2966666462558132e-08,4.1359115890565726e-06,1.4103583210904116e-05,7.638460763774927e-06,7.620603564048376e-06,5.76611712043022e-07,6.7512352241559715e-06,0.0,6.55106505406735e-06,1.7136061978477133e-05,8.079832357657481e-06,1.5102912190699386e-06,4.7354862745874024e-08,9.775688369296533e-06,7.163554759768167e-08,1.917872153054297e-07,1.4440589071404246e-05,1.081774698755961e-06,1.2845557654777675e-05,4.235260533614505e-08,1.1051049133056535e-07,5.3669059838389384e-08,1.6581349660325416e-05,0.0005302926652205929,3.449344393454738e-05,3.5000347277895137e-06,5.424014248463747e-07,2.6414732814233072e-06,1.3480540391539521e-05,9.4507133446303e-05,1.5974632470754178e-06,2.2638426524850397e-05,4.208136224337436e-07,8.996628939110007e-06,1.9379713992202667e-05,0.0007882825091307874,4.987092274502755e-07,1.2010715965841955e-08,1.6395165310144088e-05,1.877153383704502e-05,3.199529709402473e-06,1.597137172508311e-05,7.846552424103871e-08,0.0,2.8638573318312677e-06,4.651866900100635e-07,2.7118397265803038e-08,0.0,0.11127814974347557,5.6906162815462976e-06,2.473828679421498e-06,4.3066025168789386e-05,1.3059026296208439e-05,2.806753604332939e-06,2.2638426524850397e-05,8.594285010967548e-06,1.4779270869514068e-05,1.432380829209789e-05,1.3814733647951696e-05
