,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,2.324985553848719e-05,2.243425762671539e-05,2.357491911296448e-05,2.20793874504389e-05,2.075433700759929e-05,3.488294487876133e-05,2.321163572425882e-05,2.3364049062235528e-05,1.880389765564143e-05,2.23047288426539e-05,2.2896301549923062e-05,2.2850879794983817e-05,2.454373273927224e-05,2.2170112823873795e-05,2.2475001739866495e-05,2.0128350181876976e-05,2.315393218172554e-05,2.240512300381464e-05,2.3345861779704646e-05,2.263172711161614e-05,2.264279786356751e-05,2.2601392669755794e-05,1.6961069780978548e-05,2.3145235510131883e-05,1.9816065984058378e-05,2.1599783444929907e-05,2.447762692622304e-05,2.231398619727639e-05,3.1718545966363567e-05,1.8813890174632107e-05,5.490470638934793e-05,9.565456119938833e-06,2.4203311370585933e-05,2.229562201397342e-05,2.2707315138130914e-05,0.0,2.2836507435160066e-05,2.259398115065026e-05,2.3104420907978154e-05,2.2170112823873795e-05,2.2823430556708e-05,4.7373631977983375e-05,2.258541237491458e-05,2.4944217229431075e-05,2.2548015267563006e-05,2.2197341185972247e-05,2.2979655653049575e-05,2.2623789285246566e-05,9.670388095081132e-05,2.256134396447254e-05,2.6992095997379278e-05,0.017125517958274487,2.7048947306751996e-05,3.9712818943595055e-05,2.2170982631966843e-05,1.8921991884276933e-05,2.009653339349976e-05,2.3089156871137593e-05,2.309640097232704e-05,2.2591886237731707e-05,2.108865089291239e-05,2.299156686022152e-05,3.376394349759469e-05,2.2429267795487474e-05,3.345833477484896e-05,2.3191223977012042e-05,2.2796460847399016e-05,2.309640097232704e-05,3.839739831066997e-05,2.2557669216323295e-05,2.2637826397396217e-05,2.340162666717803e-05,2.2375172640071098e-05,2.249285098404554e-05,2.4277760726374737e-05,2.6669786964697396e-05,2.287718851248404e-05,2.3253349231793396e-05,2.2599769958641646e-05,1.9746628789380095e-05,2.249285098404554e-05,1.8894154068481598e-05,2.7463081686738328e-05,2.759401864220217e-05,2.3729292243143577e-05,2.373766404571903e-05,0.00016835715056374073,2.5544740330551327e-05,1.7385450499276772e-05,2.1618595028909874e-05,2.2971110879949764e-05,0.00046541198984647084,2.246374709555413e-05,3.801749740035619e-05,2.2644872867202046e-05,0.0,0.0002516686184405056,2.1772766920069992e-05,2.861453894425652e-05,2.1410818275408505e-05,2.252969760724146e-05,2.2722217735913135e-05,2.245945551613169e-05,3.074455713872803e-05,2.2476724897091595e-05,2.1249904977883033e-05,2.254600036374327e-05,2.1286207068127987e-05,1.950669841118561e-05,3.3258968025748094e-05,2.570573727180087e-05,2.2627399954258086e-05,2.0395172529506046e-05,2.2415755595939744e-05,2.0610734593821977e-05,2.2547506381055946e-05,2.2338307354933176e-05,1.8883182378889563e-05,2.246782103610665e-05,2.3813733437787897e-05,2.249105589084817e-05,2.233014843043061e-05,2.211515017709907e-05,2.2007995301448983e-05,2.427295489248749e-05,0.0,2.264124074576369e-05,2.306356614178948e-05,2.2130132752615415e-05,2.283805533580942e-05,2.2495903100578977e-05,2.229326447305332e-05,1.995874975583782e-05,2.151082218231246e-05,2.2714685704509313e-05,2.219814808872744e-05,5.871307046349905e-05,1.8993793360960097e-05,2.1446132744381802e-05,2.300304839505324e-05,2.184113881576845e-05,2.259462619295964e-05,2.1844286745812688e-05,2.231311544903181e-05,2.2486165757454083e-05,2.2897576817220193e-05,2.1987654927524564e-05,1.863820197417189e-05,2.217570785871164e-05,2.277659416032765e-05,2.260278467885443e-05,2.281965118410257e-05,2.2370114841536926e-05,2.2780600948142626e-05,2.2124828415948212e-05,2.7009492663266267e-05,2.212763977173841e-05,2.266553410768862e-05,2.2655037787848184e-05,2.2896576252920587e-05,2.2055940107767967e-05,2.2124828415948212e-05,2.279844043877924e-05,2.3111845046176422e-05,0.0005633938146269017,2.1904459262276384e-05,0.0003098443889883483,2.2723792165965947e-05,2.3155857937597316e-05,2.250105082171901e-05,2.1964660524968612e-05,2.315819131373512e-05,2.9608792347362538e-05,4.775666717454832e-05,1.9746628789380102e-05,2.3727554696610935e-05,2.335859601235472e-05,2.216044376918836e-05,2.23799763164063e-05,2.252929760920826e-05,2.367656109095035e-05,2.1443812165532273e-05,0.0006280018889964574,2.245945551613169e-05,0.0,2.280082147559091e-05,1.959451523315791e-05,2.2199569849165277e-05,0.00012980002862653374,2.513887643515321e-05,2.2267064480020653e-05,2.38262127567132e-05,2.1798814775672594e-05,2.2588199190133823e-05,3.6315423490841564e-05,0.00011509255163081418,2.2656717725135564e-05,2.173451871003545e-05,2.283282125766388e-05,2.324459652621381e-05,1.873190573264271e-05,2.243571153614182e-05,1.9105591445433225e-05,1.861601221137316e-05,2.1431461037414353e-05,2.2498007345720265e-05,2.2564278597270077e-05,2.0861099464441653e-05,2.225124921561463e-05,1.5820591576428575e-05,2.2586748767567904e-05,2.247600142319032e-05,3.7212170010171206e-05,2.215057684182409e-05,1.385606490458468e-05,2.390499527430181e-05,2.4714100398593662e-05,1.921563670564816e-05,2.710836151911469e-05,1.4557156918967417e-05,2.2665534107688626e-05,2.2103459273914565e-05,1.8511591851119976e-05,1.2059094297008804e-05,2.2665534107688616e-05,2.473215676190472e-05,0.00014382548644965306,1.8700648213090128e-05,2.2566399937287434e-05,2.252845948225855e-05,2.355103366703639e-05,2.225124921561463e-05,2.255993862338312e-05,2.317734245839358e-05,2.284544688571107e-05,2.2892067986245387e-05
Agricultural and forestry machinery,1.9406816947553606e-05,7.5919481422827265e-06,7.608217094440793e-06,6.430388158343923e-06,1.0996479939330575e-05,4.944249854017415e-06,7.655539267615314e-06,6.959263059323067e-06,7.457464532307662e-06,6.885014285282476e-06,3.925530562665164e-06,4.987511020122468e-06,6.818633801088335e-06,3.92436587781909e-06,4.3719564881197065e-06,8.05872077047913e-06,7.790351144294358e-06,6.509619819785558e-06,7.650464588648891e-06,5.9149479048859135e-06,7.349746141659849e-06,7.481093245521734e-06,8.691603771687264e-06,7.925380016633317e-06,6.456289326534882e-06,7.823633808796106e-06,5.300599997514024e-06,6.870663407989401e-06,0.0010385276538851158,6.438173708894203e-06,7.635867742821487e-06,6.836197175955054e-06,7.660960964766841e-06,7.29242101917722e-06,7.486382480251364e-06,0.0,7.533946615853876e-06,5.648364052132504e-06,5.8690737251048895e-06,3.92436587781909e-06,7.601437912866995e-06,8.707599378408254e-06,7.226786280010566e-06,7.5876079351749586e-06,6.920234701682329e-06,7.547781320935018e-06,7.0520695008040576e-06,7.302600422051542e-06,1.6407037613618655e-05,7.751095637101712e-06,6.281008660970528e-06,0.002890314017387307,8.798581167923505e-06,6.977116583210827e-06,3.92436587781909e-06,6.8798640508594e-06,5.96474394023329e-06,5.151437551497937e-06,6.825421384990903e-06,7.766193996009037e-06,1.1055294921338454e-05,8.271313352195045e-06,0.00011364553868112002,8.510547803675346e-06,8.151128240537754e-06,8.157612621518037e-06,1.3233977812286705e-05,0.0,4.9227357007216465e-06,5.365458954130092e-06,6.929391813445528e-06,4.052470173865041e-06,6.967124200943563e-06,7.735015999138678e-06,4.987511020122467e-06,8.572814589483446e-06,7.774543003107011e-06,6.96744465192733e-06,7.3065178818254575e-06,1.150579927362151e-05,7.928822957281392e-06,8.425620180913253e-06,7.069749245264223e-06,5.17566444835808e-06,7.317140392576302e-06,7.648838993480872e-06,6.564915064308243e-06,6.418351180190249e-06,7.710844251045247e-06,1.2815110975402152e-05,7.811159519830425e-06,0.0008070425392662971,7.141152839226417e-06,0.00039531753243133915,7.127425441317566e-06,0.0,0.0005232193492068959,6.761451351157539e-06,9.160436624608685e-06,7.139116100744219e-06,7.61709543293756e-06,7.4980283422684905e-06,6.430388158343923e-06,4.451164595461221e-05,7.908297624623642e-06,8.583971994853609e-06,7.963977561479505e-06,9.386562053372053e-06,1.5046374295407446e-05,0.00014993720828071044,8.360382365961713e-06,7.314166551986392e-06,5.612099324931058e-06,2.171834626128835e-05,7.280438459841781e-06,7.3420364422358885e-06,7.618212892369305e-06,6.528315752832834e-06,7.640275119611339e-06,7.039434073161782e-06,7.303054645324476e-06,9.36436529151933e-06,8.072199313336889e-06,1.0452626367669005e-05,1.2421034573983852e-05,0.0,7.430459954507632e-06,7.422888915467707e-06,7.126390891135277e-06,6.538093141058427e-06,6.731055051095817e-06,6.907949941698255e-06,6.951771582709494e-06,7.355170611206302e-06,7.223699889698032e-06,7.102180957563331e-06,5.367235624343901e-06,6.8137112859915205e-06,8.417275744961725e-06,7.085139610524083e-06,9.902958705164082e-06,7.315464329629306e-06,8.15281280445131e-06,6.916741649610157e-06,7.291758690403125e-06,7.276011929632805e-06,6.824303679723718e-06,6.430388158343923e-06,7.995320060904387e-06,7.921624978180769e-06,7.423780705777844e-06,7.395709838557272e-06,7.814180774578226e-06,6.081689788766931e-06,4.474375848361602e-06,7.4040334430974774e-06,6.820004272481885e-06,5.919940128686831e-06,5.912130973700816e-06,7.577559392725301e-06,4.029022934455661e-06,7.313660756197962e-06,6.846214847363004e-06,7.795472494583189e-06,0.007533662132591556,6.851498922228476e-06,1.3912255699479146e-05,7.4398275091484485e-06,7.049364520548117e-06,7.028915802241156e-06,4.171877484488262e-06,7.226786280010565e-06,6.508456686524237e-06,7.277657597839011e-06,1.1505799273621508e-05,6.978336200181259e-06,7.072910395314054e-06,7.656814416219548e-06,6.804568558701367e-06,7.735543048575901e-06,7.77828453523746e-06,7.992005158933062e-06,6.989678105715433e-06,6.969444825178723e-06,0.0,7.88391356051578e-06,7.486527340488447e-06,7.421005577116401e-06,0.01205128940710344,6.767235710094455e-06,9.258329670563751e-06,5.05127302851636e-06,7.879828882157805e-06,6.980275270328857e-06,1.0455830027203655e-05,2.5559577080236577e-05,6.898909031192364e-06,6.045988699258283e-06,5.644075161919339e-06,8.124181379395016e-06,6.411196795776451e-06,7.412550235140091e-06,8.407630337325729e-06,6.67516343942796e-06,6.991155367574579e-06,7.28226420921036e-06,7.337300337609901e-06,7.5809425006958385e-06,6.509619819785559e-06,6.928696900502826e-06,7.18198154122737e-06,7.080403908441629e-06,7.20563010491286e-06,1.0241733757871809e-05,1.0594787247420821e-05,7.0003972855416404e-06,7.281249337091157e-06,1.2966019650032065e-05,7.866570925732767e-06,5.05421711508617e-06,5.8844083334115254e-06,6.778207842750884e-06,6.430388158343923e-06,5.127033587755827e-06,0.0,6.103652606173504e-05,2.3372210464099845e-05,6.497080946453953e-06,7.4385158950898725e-06,6.431238054958978e-06,7.078194417894991e-06,7.045039206325885e-06,7.627578943558695e-06,7.603996088984142e-06,7.527409063798955e-06,7.833503240867861e-06
Aircraft and spacecraft,3.456430091000283e-07,5.981399423387203e-07,2.7024827573699904e-07,3.53441729211936e-07,1.7113947698179032e-07,2.3537051521200365e-07,2.994566579717396e-07,3.2593338708098774e-07,2.3453167253509133e-07,3.265395966339363e-07,3.12484282261551e-07,2.0684931110932264e-07,2.9377749761351946e-07,2.0682306600141394e-07,3.048154065206014e-07,3.0957387653426764e-07,3.069290831260962e-07,2.255398674162089e-07,2.468105622768619e-07,3.180454299284618e-07,3.0147488098679077e-07,2.6236059595659255e-07,2.9299274089267565e-07,3.0338767556846827e-07,3.3018151922229163e-07,3.345686360702608e-07,1.3667743067788902e-07,3.164701318822436e-07,4.748483953067216e-07,3.4083154202674157e-07,2.8128993987336656e-07,2.898583786110033e-07,3.2713881768158486e-07,3.2535859448339676e-07,1.444014369541342e-07,0.0,2.1392474658842281e-07,3.0281492866378804e-07,3.605604291314496e-07,2.4577010382390187e-07,3.010824661233202e-07,2.1167476247823544e-07,2.704380142696587e-07,1.7893304908355628e-07,2.226497784977789e-07,2.748217208893429e-07,2.3387374165461102e-07,2.685976063305449e-07,2.3560980231914777e-07,3.124092078489463e-07,1.871819858625914e-07,4.298938720811604e-07,1.6882635457188284e-07,3.258468738567457e-07,2.0682306600141396e-07,3.1682252175234894e-07,3.0764608129244194e-07,2.096259889480475e-07,2.66547362227774e-07,3.2767300126106064e-07,3.3223448953450186e-07,3.075407954727552e-07,3.152543708810487e-07,2.6397108720967313e-07,3.4337679781642014e-07,3.456692150689068e-07,2.996039104300972e-07,0.0,1.2151112744917e-07,3.2605227973785934e-07,3.383232775817895e-07,2.0289031264212112e-07,1.6905402761979922e-07,3.3275553930284936e-07,1.3667743067788902e-07,3.224857708023201e-07,2.669692063902264e-07,2.750334263096881e-07,2.2178599438274706e-07,3.06730913721196e-07,3.3387167284220167e-07,3.125520168992717e-07,2.8527472137216715e-07,2.973645041030327e-07,2.882719850732861e-07,3.338032669002703e-07,1.8006446554078282e-07,2.9745940691134417e-07,2.770897305876104e-07,3.6054785404799117e-07,3.165250507254969e-07,5.0568866183526754e-05,3.1779671436004755e-07,3.4724472152179686e-07,2.8527656653657203e-07,0.0,1.040588635611989e-06,1.9898443870332153e-07,3.420180475276951e-07,3.036097055430507e-07,2.7666701456923846e-07,2.778180778635147e-07,2.7687483305286155e-07,2.2365904781376842e-07,2.5880524637742214e-07,3.0114341113984455e-07,2.733940129859873e-07,3.1875538342502923e-07,8.732513291147063e-08,3.45213098440385e-07,3.224857708023201e-07,2.965228575445049e-07,2.9639941857134706e-07,3.010500378664039e-07,2.460736729566064e-07,3.312437099272217e-07,2.184945365264948e-07,3.450591752513267e-07,3.0011620987821935e-07,2.3908871472344533e-07,3.2307507898514325e-07,2.779231193731824e-07,2.980587778751799e-07,2.681015769300586e-07,3.3237095405818775e-07,0.0,2.987038716019919e-07,3.187231144279306e-07,3.1228004880895527e-07,3.0756944823020635e-07,3.5055665043408936e-07,2.844505960094555e-07,1.7881766358288893e-07,2.157462071003912e-06,1.4909973103853577e-07,2.6615482645168426e-07,3.0974039064582573e-07,3.065799923069223e-07,2.817256113320333e-07,6.3353018230363204e-06,2.8580098299663945e-07,1.6995974409672374e-07,3.1935013439364376e-07,3.596360714138862e-07,0.0,2.5459708856518113e-07,2.0623486557899202e-07,3.382713885082095e-07,2.812846684855716e-07,1.7706561074847362e-07,2.513532963300409e-07,1.15659670324051e-06,1.4572788429710331e-07,1.5744174256158867e-07,0.0,3.5869890723492883e-07,3.4577349728014925e-07,3.0701570846118075e-07,2.967794410518327e-07,2.3859537568901057e-07,2.068230660014139e-07,3.297133279111568e-07,2.66302137919712e-07,2.681207958307041e-07,1.8558619603627906e-07,1.3667743067788902e-07,3.493090974159235e-07,2.5319363926360303e-07,3.347149642673019e-07,2.7432238412780605e-07,3.221269354352816e-07,3.9191182878309226e-07,1.8006446554078282e-07,3.356821131206581e-07,3.06730913721196e-07,3.429951501736107e-07,3.2567976332434197e-07,1.9391764799937197e-07,3.9191182878309226e-07,3.1821989699906397e-07,3.173213253765361e-07,2.9720034193866334e-07,2.8704784020098077e-07,2.7687483305286155e-07,0.0,2.993085314968355e-07,2.2655202309308996e-07,2.5130739296664624e-07,0.0005116052036560128,2.767915287465253e-07,2.475383981823676e-07,3.2255354889965094e-07,3.413998200735145e-07,3.3776404166215066e-07,2.2483414155366478e-07,3.124925216683336e-07,3.261268530381427e-07,3.009533767052661e-07,3.205766572715765e-07,3.2086410894849315e-07,2.5127515830527054e-07,2.810315371611386e-07,3.3556525096471394e-07,3.3698375740463946e-07,3.5835293603668424e-07,2.1652774025801132e-07,2.747526586455137e-07,3.6528767367944953e-07,2.348928364296231e-07,3.693645927134869e-07,2.398940008217487e-07,2.544022665460543e-07,3.3871767352585863e-07,1.5862990143428284e-07,2.483733705343974e-07,2.9652285754450475e-07,3.2275702247099093e-07,2.9821456511892794e-07,3.293133998716507e-07,7.24022503302283e-08,3.2075089833389926e-07,1.875344002975718e-07,3.4577349728014925e-07,3.2261195827897793e-07,3.338716728422016e-07,3.4526962665708034e-07,3.243448165918792e-07,2.4210095462466525e-07,2.8084112055790037e-07,2.1497261786944747e-07,2.3343264734155874e-07,3.0179074191734054e-07,2.8599788167693934e-07,3.069177336318107e-07,2.7052496156112366e-07,3.0105175267739783e-07
Animal feed ingredients and pet foods,0.0,1.0000000000012148,1.0000000000012155,0.0,1.000000000001215,0.0,1.0000000000012146,1.0000000000012153,1.0000000000012155,0.0,0.0,0.0,1.0000000000012077,1.0000000000012141,1.0000000000012146,1.0000000000012153,1.0000000000012144,1.0000000000012155,1.000000000001215,0.0,1.000000000001215,1.0000000000012148,1.0000000000012155,1.0000000000012155,1.0000000000012153,1.0000000000012144,0.0,1.0000000000012148,1.0000000000012,0.0,1.0000000000012148,1.0000000000012155,1.0000000000012124,1.000000000001215,1.000000000001215,0.0,1.0000000000012157,0.0,1.0000000000012153,0.0,1.0000000000012153,1.0000000000012144,1.000000000001215,1.0000000000012148,1.0000000000012148,1.0000000000012153,1.0000000000012153,1.0000000000012153,1.0000000000012144,1.0000000000012157,1.0000000000012155,1.0000000000012033,1.0000000000012133,0.0,0.0,0.0,1.0000000000012148,1.0000000000012141,1.0000000000012144,1.0000000000012155,1.0000000000012137,1.000000000001215,1.000000000001209,1.0000000000012148,1.0000000000012115,1.0000000000012144,1.0000000000012153,0.0,1.0000000000012157,1.0000000000012144,1.0000000000012144,1.0000000000012146,1.0000000000012153,0.0,1.0000000000012148,0.0,1.000000000001214,1.0000000000012146,1.0000000000012153,0.0,1.0000000000012141,1.0000000000012155,1.0000000000012153,0.0,1.0000000000012146,1.0000000000012148,1.000000000001215,1.0000000000012155,1.000000000001215,1.000000000001213,0.0,1.0000000000011622,0.0,1.0000000000012128,1.0000000000012153,0.0,1.0000000000011713,1.0000000000012148,1.0000000000012066,1.0000000000012146,1.0000000000012148,1.000000000001215,0.0,1.000000000001214,1.0000000000012153,1.0000000000012148,1.0000000000012148,1.0000000000012153,1.0000000000012153,1.0000000000012044,1.0000000000012153,1.000000000001215,1.0000000000012146,1.0000000000012146,1.0000000000012155,1.0000000000012148,0.0,1.0000000000012144,1.0000000000012144,1.0000000000012153,1.0000000000012148,1.0000000000012141,1.0000000000012157,1.0000000000012155,1.0000000000012106,0.0,1.0000000000012146,1.0000000000012157,1.0000000000012144,1.0000000000012155,1.0000000000012144,1.0000000000012146,1.0000000000012141,1.000000000001215,1.0000000000012153,1.000000000001215,1.0000000000012141,0.0,1.000000000001215,1.0000000000012153,1.0000000000012146,1.000000000001215,1.0000000000012153,1.0000000000012148,0.0,1.0000000000012155,1.0000000000012157,0.0,1.0000000000012153,1.0000000000012155,1.000000000001215,1.0000000000012153,1.0000000000012148,1.000000000001214,0.0,1.0000000000012144,1.0000000000012144,1.000000000001215,1.0000000000012157,1.0000000000012144,0.0,1.0000000000012144,1.0000000000012155,1.0000000000012155,1.0000000000011988,0.0,1.0000000000012128,1.0000000000012148,0.0,1.0000000000012141,1.000000000001215,1.0000000000012157,1.0000000000012153,1.0000000000012148,1.0000000000012161,1.000000000001215,1.0000000000012148,1.0000000000012146,1.0000000000012153,1.000000000001215,1.0000000000012148,1.0000000000012148,1.0000000000012157,1.0000000000012144,0.0,0.0,0.0,1.0000000000012146,1.000000000001155,0.0,1.0000000000012141,0.0,1.0000000000012153,1.0000000000012157,1.0000000000012153,1.000000000001212,1.0000000000012155,1.0000000000012144,1.000000000001214,1.0000000000012155,0.0,1.0000000000012153,1.0000000000012146,0.0,1.0000000000012146,1.0000000000012146,1.0000000000012148,1.000000000001215,0.0,1.0000000000012153,1.0000000000012148,1.000000000001214,1.0000000000012153,1.000000000001215,1.0000000000012146,0.0,1.0000000000012144,1.0000000000012155,1.0000000000012157,1.0000000000012148,0.0,1.0000000000012144,1.0000000000012146,1.0000000000012146,0.0,1.0000000000012141,1.000000000001215,0.0,1.000000000001215,1.000000000001215,0.0,1.0000000000012141,1.0000000000012155,1.0000000000012155,1.0000000000012157,1.0000000000012155
Articles of concrete cement and plaster,0.00048494834942112096,1.2181892124460817e-06,6.615795974916054e-07,2.1028886384355802e-05,5.613685474903882e-07,2.9021838477092265e-08,1.6479866359699112e-06,2.3879852345770738e-05,4.561230712916295e-08,1.8972994812019828e-06,1.8543610824781048e-06,7.819281239641626e-08,0.0008938361547711983,9.604570838148413e-08,1.3484616022706336e-08,1.2132854452821647e-07,1.5156766218623898e-06,3.777397728709036e-08,4.88458672809115e-06,6.759512412905785e-07,7.296496985149217e-07,1.6056479349996979e-06,2.1886857071961418e-08,2.760863161261462e-06,6.474989531710583e-05,1.7606663319126183e-08,3.103210720299716e-08,1.2084575709401034e-06,0.003924152167862064,3.0407572957452976e-05,0.0005712593603792334,3.2643403713073434e-05,0.00505134152195312,1.5901187999184742e-06,1.8070656288853674e-06,0.0011475818964931496,1.629023987914626e-06,6.997113144177039e-07,1.8543610824781048e-06,9.604570838148413e-08,1.578300208261055e-07,0.00021247838081612746,1.540240788603447e-06,6.9460613201906e-07,1.1705497262459136e-06,6.614834034612468e-06,1.3303231117164182e-06,1.3015535478626648e-06,9.569181618483704e-07,1.2377546695965175e-06,8.71306865182684e-07,0.03903532696963426,0.002899353950912508,0.00047036069032857606,7.260456562538666e-07,0.00016669926995071732,7.12967932608343e-08,2.0492750289479856e-08,6.306193632051906e-08,1.457410666288968e-06,0.004230157433400177,7.819281239641626e-08,0.0011475818964931496,2.0410393080976175e-07,2.3853837529391885e-05,8.678657824994275e-07,7.362860871184382e-07,0.0,2.4690465912838855e-08,3.9004899687264946e-08,1.085919588206092e-06,1.3529970552546948e-08,1.3950944340363446e-06,1.5258709319642175e-05,3.285540544311326e-08,5.3680779854533775e-05,1.6295829556569112e-07,3.6844665354631495e-06,1.156631732008997e-06,6.377169937184154e-07,1.5258709319642175e-05,1.5214573434097034e-08,2.927461806813244e-06,2.3459306137291775e-06,1.2912350014526386e-06,1.1717810084051173e-06,4.597672581406622e-08,1.1331061715142407e-06,3.195632610048782e-08,0.0012564451211325221,7.875526183008149e-08,0.006014174586814567,2.0530872056348346e-06,0.00039119079861510636,1.5371978216998647e-06,0.0,0.025792939923287652,1.0609923500582409e-08,0.000624647776896099,1.844148223829387e-08,1.6734051718547695e-06,1.8070339641631368e-06,0.0,9.5368086467393e-07,1.183448544854931e-06,3.937762661216007e-07,1.8265297078401598e-07,8.111001421207206e-07,5.222203743816516e-08,0.0036693274279146933,4.354658519255235e-06,3.6847727091745026e-06,5.7307581985528884e-08,1.77310817250522e-06,5.442202548724217e-08,1.814269531333544e-06,1.3819676630334986e-06,0.00023568825308985244,2.0495135542598594e-06,1.6878101234248465e-06,2.0073665379387333e-06,7.335756629214955e-07,7.152818501407972e-07,4.111719845351897e-07,0.0007597199618378991,0.0,1.5772881239297742e-06,1.6336867780356527e-06,1.1152719573385318e-07,6.268768124688748e-08,2.5224772522410396e-07,1.6480834547331875e-06,6.948853276675416e-09,3.8340807839421536e-08,1.1803655143974018e-06,1.5219640009537429e-06,1.9868203428684516e-07,7.30311996488406e-06,8.221440094488064e-08,5.605934364727003e-06,2.169870915894183e-08,1.910801887314695e-06,1.1500354499410077e-07,1.5915096675670855e-06,2.0229995013296167e-06,4.6336475012450386e-05,7.570500007464869e-07,1.6158367059145076e-05,1.638795560830602e-06,1.6075979984074565e-06,1.6952028525170906e-06,1.6255253286407437e-06,4.693231506952906e-07,1.8595720174205045e-05,1.2040908168010238e-06,1.8688541087695785e-06,1.2753808241421978e-06,1.2289701548891813e-07,2.314509550935172e-08,1.7958770656387223e-06,2.2119692273431348e-07,1.2753808241421978e-06,1.6712896741756255e-06,1.8106227076858413e-06,0.024501656877318152,1.2753808241421978e-06,0.00013804951233244769,1.993953007588967e-06,2.5303150772245e-06,1.3505717187721679e-06,6.182604376233482e-07,1.5403753599176175e-06,9.564234698300843e-09,0.0003392013618707277,6.377169937184155e-07,7.782475787567465e-07,2.8856240461193833e-08,6.394455066891943e-09,1.576777753452252e-06,1.0762602679807199e-06,1.9926873133194225e-06,1.5249934118898646e-06,1.1283106884085098e-07,6.090058682599756e-07,0.0,1.098536443582369e-05,1.4740873681770472e-06,1.913532807190915e-06,0.00863223821472674,2.8080699012422034e-08,1.562135780011e-06,1.6060577208675944e-07,1.304493299593923e-07,1.3583449544560463e-06,3.3493071381718237e-06,3.464761017530712e-05,2.5142068186985176e-08,5.5456676525935774e-08,2.883177618774267e-08,1.651092076447214e-06,1.4971550663195353e-05,1.7786520786975003e-06,8.487122826685272e-07,0.0006981285608187541,5.197575160017409e-07,1.248825429734747e-06,2.052140140035149e-06,5.56691492914103e-07,1.504556557803422e-06,1.464706289174673e-07,1.798785807354499e-06,1.4353055871405178e-06,0.0022977844666344587,2.489264500067165e-07,3.4310074574727415e-09,1.3951967880688125e-06,2.15509310840825e-06,1.1512623122166368e-07,1.389971678713679e-06,2.6306456120051486e-08,0.0,0.0009956555060863124,1.7276723800528246e-05,6.184952179710788e-09,0.0,0.0009665714752761145,0.0009727942404304605,1.77602692024389e-05,1.977719224042234e-06,1.2989302569609818e-06,3.763934154384282e-07,1.504556557803422e-06,1.757789576349624e-06,1.6333835946222028e-06,1.6361255082556988e-06,3.425728357412282e-06
