,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agricultural and forestry machinery,8.762967692250591e-08,1.219186191422689e-07,1.5562222776447875e-07,2.4699417545642106e-08,1.1743792667374153e-07,7.282557439384611e-08,9.957793129976763e-08,8.007657075512904e-08,1.5549178684163377e-07,1.4222674634909266e-07,4.8667961749512516e-08,7.91118896974372e-08,6.754158787963341e-08,4.865037938370127e-08,5.6102651686060676e-08,1.6947633046767646e-07,1.0587162201644411e-07,1.489870872049457e-07,1.2226855918530832e-07,9.376668249928772e-07,8.47698919977232e-08,1.3338827231818661e-07,8.860192852481876e-08,9.439063043542589e-08,3.074121683658926e-08,1.12405217995606e-07,2.2633874425684196e-07,1.1184820755801644e-07,5.542422525535294e-08,2.551163035696833e-08,8.204595175261682e-08,8.237532586573767e-08,4.2829310085863345e-08,1.4210843283270078e-07,1.3396217368922606e-07,0.0,1.1126818517451521e-07,9.220759517119959e-08,8.08623385938212e-08,4.865037938370127e-08,1.1511895978843142e-07,8.11682358642097e-08,1.2669273670112012e-07,1.4254908965520256e-07,1.3804262725806056e-07,1.1135414698766368e-07,1.1166486564653641e-07,1.1077604483199389e-07,8.092261159179793e-08,1.3981618831088177e-07,8.884121981221624e-08,7.870430814621906e-08,7.556854370240153e-08,3.036520729149534e-07,4.865037938370126e-08,4.923764752946905e-08,8.691235897209933e-08,7.139191384351696e-08,7.315021972132437e-08,1.6794416641725492e-07,5.763990967322862e-08,1.5306621358314609e-07,7.547092169634526e-08,1.278711001561565e-07,1.0182097922868427e-07,1.2154022385130848e-07,5.825184335739126e-08,0.0,6.547802126415675e-08,7.965114829447925e-08,1.3890860822528016e-07,7.191579937750482e-08,1.1474011961055251e-07,1.3427902370722302e-07,7.91118896974372e-08,1.1964923562600335e-07,1.424561325914639e-07,9.321713875758451e-08,1.3083689121919026e-07,9.237918732289624e-08,1.461575267339498e-07,1.150645247686603e-07,9.457833745549463e-08,7.227686374803115e-08,1.1627877594288838e-07,1.3559867206363306e-07,8.985000452987245e-08,8.351620371936336e-08,9.84195572869433e-08,6.689320541453225e-08,1.7400394004544953e-07,9.063469397617388e-08,1.3719713463371947e-07,1.6409255072198984e-07,1.1746120429340101e-07,0.0,7.790551979813712e-08,8.921674812645421e-08,7.566526030114033e-08,1.0403732303820098e-07,1.4338341520693404e-07,1.3443361818020093e-07,2.4699417545642106e-08,1.2904743007711221e-07,1.3538243062434037e-07,1.4292441590954587e-07,1.3931776710195937e-07,1.4033449065771811e-07,2.99062826512373e-08,6.973528809452466e-08,1.7079288339905002e-07,1.4681494166842677e-07,1.050299372396793e-07,1.331212851213609e-07,1.2126294197086082e-07,1.3997733997623458e-07,1.5694381060147823e-07,3.637390724562949e-08,1.586488711304075e-07,3.3544265950605167e-06,1.3797174742726462e-07,1.0728255103395177e-07,1.1868403245515541e-07,1.1222052220243035e-07,3.549705119313689e-08,0.0,1.3460530567171163e-07,9.98390137571843e-08,1.1835154350796344e-07,1.8517104583580033e-07,9.6597275305078e-08,8.748514249024269e-08,8.165847599980898e-08,9.634508800654097e-08,1.193410749311747e-07,1.1885488092856583e-07,4.934116302290623e-08,7.381520137657984e-08,1.0477738854118203e-07,1.2381917881541534e-07,1.240655241384085e-07,1.4181884801530584e-07,9.227680517634717e-08,1.2881039896895838e-07,1.4479111109988765e-07,1.2323212785812237e-07,3.3376139997845274e-07,2.4699417545642106e-08,1.5403995341980267e-07,3.027980549543008e-06,1.4812090991272514e-07,1.214896571331637e-07,9.941639341918527e-08,1.0262755221765989e-07,5.835522600014903e-08,1.3167342489927777e-07,7.306026342940258e-08,7.94643509485283e-08,9.451201384329174e-07,1.1161244188097131e-07,1.3194081576767517e-07,5.140671720233268e-08,1.0845399876197326e-07,3.9591885332274664e-07,1.1904953884016437e-07,7.89971807568548e-08,8.321109481716802e-08,1.1051678654499591e-07,1.512219381467977e-07,1.0413452556951619e-07,9.394581899071078e-08,7.42426977280518e-08,1.2669273670112017e-07,8.422291352141988e-08,8.06753240019626e-08,9.237918732289625e-08,8.489027590477627e-08,1.3452930770401326e-07,9.763404948697999e-08,1.7391774288072329e-07,1.1506153677747743e-07,1.715793976922331e-07,1.1620063428919577e-07,1.2743860780134498e-07,0.0,1.403564876222284e-07,1.2567824987483177e-07,1.637082314432153e-07,7.298474729706994e-08,7.427931322212091e-08,2.3370172327201916e-07,7.923849684244629e-08,9.412652438852791e-08,4.554177813507347e-08,7.94262186955224e-08,4.1150570092348215e-07,1.0600885964628299e-07,6.470427307036924e-08,9.697096079358476e-08,1.0299064397372664e-07,4.11934050155761e-08,1.5114040047031857e-07,1.2957553676795007e-07,4.328615592887655e-08,1.22603225893456e-07,1.4998763160577045e-07,1.4338112301377988e-07,1.268056910365148e-07,1.489870872049456e-07,9.681715194622751e-08,1.4702651846625287e-07,1.1361301841667378e-07,6.282939692475801e-08,8.589439223640129e-08,1.2050099742085345e-07,1.1764996192739697e-07,1.443732366926349e-07,1.2345646943296743e-07,1.577728280075702e-07,6.524043491558815e-08,8.139015633286396e-08,8.637560484905197e-08,2.4699417545642106e-08,8.645085795489647e-08,0.0,3.632299102311564e-08,1.892666338422286e-07,4.019841997615919e-08,1.3046141949703362e-07,3.8358296777428114e-07,7.716473762596083e-08,1.1486915148664213e-07,2.767405063075748e-07,1.041989723279525e-07,1.506830752202931e-07,2.5069544975577596e-06
Aircraft and spacecraft,9.244128663437557e-07,3.1618515299186805e-06,1.5368051864955992e-06,9.197089066447076e-07,1.0885500277890973e-06,9.364752595688627e-07,2.090780180231807e-06,1.9164033724772543e-06,8.740014560207434e-07,9.516095740456953e-07,1.2546633496522117e-06,1.9881082607687146e-06,8.379221894534713e-07,1.0241944041160553e-06,4.290448536593743e-06,5.185930784977661e-06,0.00015219380547731848,9.281966396402628e-07,4.397893287210989e-06,1.215964407774802e-06,1.4043719300032827e-05,1.7397047208806332e-05,3.066895322753844e-05,8.862304917029099e-07,2.4160038139374812e-06,7.938756950897081e-07,6.841206269002714e-07,3.7706050656862623e-06,7.038924591845524e-07,6.736752391257406e-07,1.000001481488207e-06,7.827764909834686e-07,8.403576822781155e-07,8.540245750158868e-07,7.106959259969058e-07,0.0,0.0006702346322361545,0.0008187958977172642,9.618466717042065e-07,9.957118467975614e-07,1.2488158103158192e-06,8.695866233665222e-07,1.1275942609843327e-06,9.142627664496791e-07,1.9927369226115848e-06,1.9340577358230665e-06,4.141045872368255e-06,9.517922416916025e-07,1.2294928855914903e-06,4.546362565332815e-06,6.899149562112186e-07,7.641973364751335e-07,9.433168253808884e-07,1.1192268528400083e-06,1.0241944041160555e-06,8.544322268931033e-07,1.0063226273596149e-06,2.039706615304357e-06,1.3746003784861336e-06,1.1842783955405397e-06,9.471364856486358e-07,4.3194684709107485e-06,7.294368186529797e-07,1.9783469339025785e-06,7.650152096020875e-07,9.851557367070252e-06,1.5967603236815054e-06,0.0,4.34652635596264e-07,1.104605113900566e-06,1.150684557805753e-06,7.755071013802788e-07,7.303553679693762e-07,9.286142820854901e-07,6.841206269002714e-07,8.820562451512409e-07,1.4065519490437434e-06,9.770461579520807e-07,1.772624162864334e-06,1.4130454069429705e-06,9.3128183800331e-07,0.00016730468642551973,1.0408150281288692e-06,7.566525437001492e-07,5.736286816281884e-06,9.319199283998335e-07,7.782603531091857e-07,2.107361804840329e-06,8.035609157340999e-07,9.616468137523731e-07,9.727103838869126e-07,8.158940126211131e-07,1.427463480671673e-06,7.117106354831691e-07,2.4680599009260983e-06,0.0,8.599685519045356e-07,2.1606225052813876e-06,7.145890134989698e-07,1.187953507096511e-06,1.4096394040865213e-06,1.7479303455842542e-06,1.089302115149603e-06,7.337591666586692e-07,2.2878878163660343e-06,1.004999572720812e-06,6.974166825044105e-07,8.931150370342085e-07,3.0842634778269794e-07,6.864855519521396e-07,8.820562451512409e-07,7.380798655908872e-07,1.3832035678450804e-05,1.4864752635625839e-06,8.908617965931404e-06,2.2131700077177194e-05,9.990035578576818e-07,6.597904252393661e-07,8.925227269840392e-07,2.2120626287119417e-06,0.0008300327435981376,1.2304807885867165e-06,1.4261549311712966e-06,1.1582156535172302e-06,7.177309423304095e-07,0.0,0.0009713953267247222,4.318345253444144e-06,1.0411409923384244e-05,8.295920970952659e-07,1.299287670946339e-06,1.0359136216011355e-06,4.810723189423365e-07,3.335481724177409e-06,9.206557097644743e-07,6.633996473100853e-06,7.610397396809065e-07,1.170800951537844e-06,2.3034022168346823e-05,2.65861220350803e-05,1.6618765607521443e-06,3.2581838368493015e-06,1.5021858484171632e-06,2.3966661101427183e-05,0.0,1.0741408416581055e-06,5.913721105213113e-07,9.363205358056853e-07,3.494506214744183e-06,7.675383978157809e-07,1.1312431083286773e-06,8.857494055989574e-05,7.128082479851302e-07,7.202067245245515e-07,0.0,1.1248863086949398e-06,5.266672661764929e-05,6.424556985343885e-07,1.4143671157506361e-06,7.347251207918572e-07,1.4565343914464025e-06,1.0241944041160546e-06,9.626464435222948e-07,1.3858608120695396e-06,1.1223136599377706e-06,9.080634768523196e-07,6.841206269002714e-07,8.012668830961242e-06,1.3095256970370529e-06,6.918077125175125e-07,1.0683400414610395e-06,1.4869405079908776e-06,7.518040860305706e-05,7.782603531091857e-07,8.105391556969232e-07,1.4130454069429709e-06,6.468591031608722e-07,8.159412496490329e-07,9.752793067038978e-07,7.518040860305706e-05,6.699838613334966e-06,3.999358468250865e-06,9.205505887372878e-07,1.089302115149603e-06,0.0,2.0808605996343978e-06,1.0602642548553931e-06,9.958672479177347e-07,1.2772286237876098e-06,1.092946508436764e-06,3.1714744460082314e-05,9.146992750951532e-07,3.0243175301317768e-05,4.049314945258119e-05,1.2035408585373943e-06,1.205446293417358e-06,8.024158944447452e-06,1.2547386772409125e-06,8.579158268983134e-07,5.97244818232422e-06,8.849134187645263e-07,1.6057719858507369e-06,3.03461251491388e-05,9.653754865473374e-07,4.042106451492523e-05,1.2605835454124368e-06,1.5877041706822827e-06,5.178636883186015e-05,8.650699217434655e-07,6.168899980522523e-05,2.4403796406710926e-06,9.879661866839502e-07,6.996921256195407e-07,7.243503372383282e-07,1.064643446691915e-06,7.38079865590887e-07,7.145478402926167e-07,1.2520274482044073e-06,6.519217305698185e-05,3.987669682991402e-05,1.298287432404455e-06,7.006223839293083e-07,6.424556985343885e-07,1.0439708781352291e-06,9.312818380033102e-07,6.8217646499394e-07,1.9731811597226055e-06,4.584310996110567e-06,2.0111251524300563e-06,1.0247877734547315e-06,1.039038983900776e-06,1.22548472328121e-06,2.061611789854654e-06,5.74873063867422e-06,1.961806605454863e-06,0.005924690979922647
Animal feed ingredients and pet foods,0.0,1.0000000000001938,1.0000000000001954,0.0,1.0000000000001956,0.0,1.0000000000001872,1.0000000000001954,1.0000000000001947,0.0,0.0,0.0,1.0000000000001947,1.000000000000195,1.0000000000001943,1.0000000000001954,1.000000000000195,1.0000000000001956,1.0000000000001956,0.0,1.0000000000001956,1.0000000000001954,1.000000000000195,1.0000000000001736,1.0000000000001956,1.0000000000001947,0.0,1.0000000000001943,1.000000000000194,0.0,1.000000000000195,1.0000000000001947,1.0000000000001947,1.0000000000001945,1.0000000000001947,0.0,1.0000000000001954,0.0,1.0000000000001958,0.0,1.000000000000195,1.0000000000001954,1.0000000000001938,1.0000000000001945,1.000000000000195,1.0000000000001952,1.0000000000001956,1.0000000000001952,1.0000000000001956,1.0000000000001954,1.0000000000001958,1.0000000000001954,1.0000000000001952,0.0,0.0,0.0,1.0000000000001947,1.0000000000001947,1.0000000000001943,1.0000000000001943,1.0000000000001943,1.0000000000001945,1.0000000000001945,1.0000000000001954,1.0000000000001945,1.0000000000001952,1.0000000000001883,0.0,1.0000000000001954,1.0000000000001947,1.0000000000001945,1.0000000000001945,1.000000000000195,0.0,1.0000000000001956,0.0,1.0000000000001945,1.0000000000001947,1.0000000000001954,0.0,1.0000000000001947,1.0000000000001958,1.0000000000001954,0.0,1.0000000000001952,1.0000000000001947,1.000000000000195,1.0000000000001952,1.000000000000195,1.000000000000195,0.0,1.0000000000001952,0.0,1.0000000000001956,1.0000000000001952,0.0,1.000000000000195,1.0000000000001952,1.0000000000001947,1.000000000000195,1.000000000000195,1.0000000000001947,0.0,1.0000000000001956,1.0000000000001947,1.000000000000195,1.000000000000195,1.0000000000001954,1.0000000000001945,1.000000000000194,1.000000000000195,1.0000000000001952,1.0000000000001943,1.0000000000001956,1.0000000000001938,1.000000000000194,0.0,1.0000000000001952,1.0000000000001952,1.0000000000001947,1.0000000000001945,1.000000000000193,1.0000000000001947,1.000000000000195,1.0000000000001952,0.0,1.0000000000001952,1.0000000000001956,1.0000000000001945,1.000000000000195,1.0000000000001945,1.0000000000001952,1.0000000000001956,1.0000000000001952,1.0000000000001947,1.000000000000195,1.000000000000195,0.0,1.0000000000001952,1.0000000000001943,1.0000000000001945,1.0000000000001945,1.0000000000001954,1.000000000000195,0.0,1.000000000000195,1.0000000000001952,0.0,1.000000000000195,1.0000000000001954,1.0000000000001952,1.0000000000001958,1.000000000000195,1.0000000000001947,0.0,1.0000000000001943,1.0000000000001952,1.0000000000001954,1.0000000000001947,1.000000000000195,1.000000000000195,0.0,1.0000000000001954,1.0000000000001898,1.000000000000194,1.0000000000001945,0.0,1.0000000000001943,1.0000000000001945,0.0,1.000000000000195,1.0000000000001943,1.000000000000194,1.0000000000001956,1.0000000000001934,1.0000000000001956,1.000000000000196,1.000000000000149,1.0000000000001943,1.0000000000001952,1.0000000000001954,1.0000000000001936,1.0000000000001945,1.000000000000195,0.0,0.0,0.0,1.0000000000001947,1.0000000000001952,0.0,1.0000000000001876,0.0,1.0000000000001954,1.0000000000001954,1.0000000000001954,1.0000000000001954,1.0000000000001952,1.0000000000001952,1.0000000000001938,1.0000000000001956,0.0,1.0000000000001945,1.0000000000001945,0.0,1.0000000000001927,1.0000000000001947,1.0000000000001945,1.0000000000001954,0.0,1.0000000000001947,1.0000000000001954,1.0000000000001954,1.0000000000001947,1.000000000000195,1.0000000000001954,0.0,1.000000000000194,1.000000000000195,1.0000000000001954,1.000000000000195,0.0,1.0000000000001945,1.0000000000001947,1.0000000000001945,0.0,1.0000000000001956,1.0000000000001943,0.0,1.0000000000001943,1.0000000000001938,0.0,1.0000000000001954,1.000000000000195,1.000000000000196,1.0000000000001952,1.0000000000001954
Articles of concrete cement and plaster,5.207103819200406e-10,1.1526194704862679e-09,6.392432510269507e-10,6.00533454170411e-11,2.0374985560777465e-10,1.5604654596272758e-11,1.2240561463977569e-09,6.663200376624801e-08,5.2659988826146464e-11,1.5117972737258909e-09,7.844963212418952e-11,1.1659694135437894e-11,4.491210892411821e-10,5.930999354403987e-11,2.810033865217218e-12,1.7313931011303398e-10,1.2238351263442058e-09,2.5263597458853097e-11,1.2059416828423552e-09,5.0738937957838195e-11,9.803248830404301e-10,1.2221406839635244e-09,2.0371508769286194e-11,3.475849009769557e-08,9.516090883698558e-11,1.142017006514654e-11,6.870868835651304e-12,9.663841262561203e-10,5.298823934575574e-09,7.236598139453787e-11,0.0015320782879402735,1.9529636002165192e-09,2.5327731451132687e-09,1.204001575946762e-09,1.2949525425831826e-09,3.744957089055385e-10,1.6908366698553354e-09,5.224706995571119e-10,7.844963212418952e-11,5.930999354403987e-11,3.891143695581654e-11,1.0691745996069566e-06,1.1634803476098702e-09,6.835663939316266e-09,9.980317008184367e-10,2.6743545548284313e-08,7.226364970272134e-10,8.06002564824296e-10,8.723773639249172e-09,1.5680478651572936e-09,1.0479025365730083e-10,9.826147837789122e-09,2.3101438805705085e-09,7.34775080509121e-08,5.328633474561232e-10,1.3645890755943435e-10,7.664499893084933e-11,4.848293946152543e-12,8.091623141879438e-12,1.1317459314746085e-09,2.154834430727398e-09,1.1659694135437894e-11,3.744957089055385e-10,7.798749567357429e-10,7.248964056201985e-08,1.5811024934157836e-09,1.3173258570658843e-09,0.0,1.5532193742836902e-11,2.835780478129627e-11,0.00026877957378264295,6.347832575949747e-12,9.084205275178036e-10,3.6637216604007987e-10,6.762305836328581e-12,1.7181912867833167e-06,1.3834433092229787e-11,1.368461263454537e-09,4.950622895095817e-10,2.7258355984821877e-09,3.6637216604007987e-10,2.2416361659791411e-10,1.538665812901833e-09,6.800186480197879e-11,1.4042783726931284e-09,1.452097155354779e-09,3.719511394912129e-11,6.37703753212095e-10,3.269603625602093e-11,8.565228872340151e-10,1.1933212914257516e-11,2.938496561833182e-09,1.6431377650604973e-09,2.403253663049043e-09,1.0894083132615477e-09,0.0,4.5860011141554575e-09,4.0742397134306336e-12,4.515094560863281e-10,5.856038238360711e-12,1.287791563739306e-09,1.294901215574097e-09,0.0,3.7323785234505704e-11,1.1410312961385037e-09,1.3820009729132986e-09,6.295726760450969e-11,1.856096298190182e-09,5.038022972292853e-12,2.171633783215391e-09,8.222614899853881e-08,8.917865861548135e-09,4.5416385043732287e-11,1.3901421026827334e-09,4.199242729477625e-11,1.4552542069670917e-09,8.978097609787078e-10,2.030698150089093e-10,1.4087846820647145e-09,1.3017503701361975e-09,1.6557537760412996e-09,1.935471435095081e-09,3.7889998036292136e-09,1.7085718529453912e-09,6.462706524643061e-10,0.0,1.1633267387968688e-09,1.7150376705439346e-09,4.5565293754998604e-11,6.300755205562328e-12,4.588646091433231e-11,1.2219399306324194e-09,1.5950446444982414e-11,3.7327212319746e-11,8.820653730752409e-10,1.2038759772312832e-09,2.7605152657802394e-12,1.5986194242042486e-09,1.167427363399495e-10,2.0249853646475257e-10,5.184791224618883e-11,1.5188819603501626e-09,7.779011647841828e-10,1.28498376602155e-09,1.4879685612102322e-09,2.276515041442735e-09,6.292709309385684e-10,5.4460965159022707e-11,1.1273109579373286e-09,1.6331041976757149e-09,1.3280375193109497e-09,1.6835276306897878e-09,3.7138097728773747e-10,2.4206445522411493e-09,7.289944806361645e-10,1.1597184957097148e-09,7.953407818802318e-09,7.720810044954357e-10,1.7579042874446535e-11,6.871574470025177e-12,1.3257653136243209e-09,1.4111386459824207e-10,7.720810044954357e-10,1.257429704059337e-09,1.3151468031319626e-09,4.4157949127192755e-09,7.720810044954356e-10,4.507860224013331e-06,1.9117104799742617e-09,3.782901354610616e-09,1.0711981077181485e-09,4.0103041771796665e-12,1.1635959406766378e-09,8.094176861676517e-12,3.831851096700256e-08,2.725835598482188e-09,6.030962473517018e-10,5.2093957154188975e-11,5.057401621161805e-12,1.1948645979851096e-09,1.075819481276367e-09,1.7599561021841247e-09,1.5694077434452654e-10,4.825218485813638e-10,0.0,6.843862858236852e-10,1.1168407400245543e-09,1.205174550628356e-09,1.1891510085852221e-08,1.9547269418473347e-11,1.308040145977734e-09,1.313679097153817e-11,6.478899644652762e-11,1.2108338772466271e-09,2.6335648898385906e-10,1.957232151533356e-09,7.358801915261829e-12,1.9916487601810012e-11,5.729137553071395e-12,1.7245502974863051e-09,1.1468094157418664e-10,1.2149772326462632e-09,3.0861998483611835e-09,2.4950538165855456e-10,3.606964048557094e-10,1.2528486645298084e-09,1.692206671911854e-09,5.331487193516573e-10,1.0865855696576696e-09,6.99490513522891e-10,1.126583760779494e-09,1.042570466880253e-09,1.5143311108422666e-09,4.5146231106245333e-10,4.194562488387349e-09,9.086003901205184e-10,3.056738086715653e-09,1.9097480064661194e-10,1.2363872840312932e-09,1.8474715630298867e-11,0.0,7.133088090983324e-07,5.7881650030477244e-11,9.711707911108359e-12,0.0,2.154271175576345e-09,1.3578274403274196e-09,7.244597000805005e-11,1.7311708603730628e-09,9.707779345775665e-10,2.5095714152164496e-10,1.0865855696576696e-09,1.4346032257305001e-09,1.7173909694449204e-09,1.4937022520054235e-09,1.6192603933447149e-09
