,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,3.503445046106002e-06,5.0692299920525966e-06,4.993861774630573e-06,3.3510681393990496e-06,4.479357560124038e-06,4.609782681159772e-06,4.885772089381278e-06,4.208937259706097e-06,4.101714754334725e-06,1.7614615342608422e-05,7.99426245123613e-06,4.822806007047126e-06,3.476830273121539e-06,1.6619735561812744e-05,4.8693518229539415e-06,4.311444318761085e-06,5.126714739751896e-06,4.788085034292566e-06,5.161333525975557e-06,4.742350348280523e-06,4.938263475885897e-06,5.274094224007503e-06,3.723311800210689e-06,4.8915311113316485e-06,3.737768553277465e-06,4.637846700363741e-06,4.815787311980279e-06,4.7631386690588355e-06,4.147200865773188e-06,3.2915045009599013e-06,4.356439024063804e-06,2.0387102003064203e-06,3.729816024756424e-06,5.418318833679056e-06,5.237127000989326e-06,0.0,4.854890138683059e-06,6.588992316035959e-06,4.1181700788156e-06,1.661973556181274e-05,4.744678007002855e-06,4.657592514654849e-06,5.222804175527452e-06,4.922291960686466e-06,5.158507591489845e-06,4.895559364587589e-06,4.7075290745929456e-06,1.7555303570482212e-05,2.740350095631395e-06,4.795759115249322e-06,4.561503945898809e-06,4.362245053800102e-06,4.42172410464472e-06,3.651970473797691e-06,1.658904124634481e-05,3.3287200673121232e-06,4.387423964453789e-06,4.865686884849072e-06,4.880472862087561e-06,5.16481455799312e-06,4.424136744343499e-06,4.839648349115792e-06,3.647203494122545e-06,4.658939636476622e-06,1.3149335956530555e-06,4.505236034064657e-06,5.024531617198173e-06,4.8804728620875605e-06,4.4879658064754615e-06,4.980734427649438e-06,5.20859636598549e-06,4.8843451579344054e-06,9.383460412848935e-06,4.687243606040576e-06,4.8210061371636135e-06,4.6443028354294855e-06,4.81030964440047e-06,5.389974645153018e-06,4.7505773712821315e-06,4.178187896368817e-06,4.687243606040576e-06,4.129208148334769e-06,5.081328175176057e-06,4.638915793016531e-06,5.045502693389296e-06,4.997541280398405e-06,4.5931695001990615e-06,4.4787316802808725e-06,3.821203023750346e-06,3.7668267181299804e-06,4.834265727755771e-06,4.448685840380039e-06,5.7545387745156e-06,3.6443111855082975e-06,5.311652422777201e-06,0.0,4.273784766658634e-06,4.643166131601745e-06,3.942347967338246e-06,4.763349589857773e-06,5.778019675155012e-06,5.236704200881247e-06,7.071371927497425e-06,4.494963389264913e-06,4.997453377154805e-06,4.5695317545924655e-06,4.776400977112007e-06,4.3895077705528195e-06,3.965558513905236e-06,4.1725554172901164e-06,4.63448609908565e-06,5.069201256256166e-06,4.4883687976775386e-06,4.511758467523632e-06,4.539501260717843e-06,5.209271676736958e-06,9.511155227607102e-06,3.321387686200478e-06,5.146314026057177e-06,4.784809283087173e-06,5.3369461678788305e-06,4.942920533832577e-06,5.0277416461675014e-06,4.885926240955356e-06,4.058728406331087e-06,0.0,5.204417332328356e-06,4.890546176727069e-06,4.7492574273337185e-06,4.869652963721634e-06,4.81166307690515e-06,5.298678871870637e-06,3.220269182712815e-06,4.576833435780484e-06,5.08945379885194e-06,5.457805694864269e-06,4.312608018879341e-06,3.672679669536504e-06,4.641982264954535e-06,4.774315171456172e-06,4.659924310910747e-06,5.210396745467526e-06,4.686449815038081e-06,5.139674240510452e-06,5.163445093254247e-06,4.961541788708087e-06,4.853874320046411e-06,3.2136094343090956e-06,4.8289795581006525e-06,5.052729081411918e-06,5.439239467090778e-06,4.905701162868022e-06,5.209621336543257e-06,4.993447300340137e-06,3.1831208460941245e-05,4.868390824652283e-06,4.437562459350242e-06,3.088684671765032e-05,4.736198548798898e-06,4.707658815168976e-06,5.226457368587997e-06,1.5306944349518796e-05,3.1831208460941245e-05,4.9965881309535775e-06,5.191280089634134e-06,4.9080214440477885e-06,3.13084635758683e-05,4.499534882947141e-06,5.631844415547941e-06,8.4537002242112e-06,4.809098583999228e-06,4.910345025154335e-06,4.617595297424758e-06,3.6468823730313314e-06,4.178187896368817e-06,4.961905617090352e-06,4.764551526704943e-06,4.858231436458443e-06,4.937254155114966e-06,5.108016965718909e-06,4.691968472149352e-06,4.999722611060336e-06,4.791366665215012e-06,7.071371927497425e-06,0.0,4.784058140222832e-06,4.511739609400259e-06,4.994063423204424e-06,4.27547795702901e-06,4.898210541348372e-06,5.051512099657281e-06,4.671132178172324e-06,4.670386918587924e-06,4.939940314116313e-06,4.7127981416420916e-06,4.082673724387919e-06,4.958119581613737e-06,4.595274696138326e-06,4.832061419164238e-06,4.958237479322838e-06,3.2552532387009176e-06,4.842292729902668e-06,4.279636402026733e-06,3.179339779801835e-06,4.029556110889638e-06,5.090275872477579e-06,5.1602028992644985e-06,4.6245909193102296e-06,1.5594780242786575e-05,3.4243234684930206e-06,5.704510838749946e-06,6.830755650454506e-06,3.7797331717421814e-06,4.5623596797534575e-06,2.9896265649324595e-06,7.3004676210527956e-06,5.173314723827842e-06,4.2995545269725724e-06,4.963759131781027e-06,3.182570767382108e-06,4.736198548798897e-06,3.6400816870066673e-06,3.165206323328429e-06,2.691962967295067e-06,4.736198548798898e-06,4.149971521960977e-06,3.6932921415138517e-06,3.230234515813634e-06,5.24547145105328e-06,8.158570854653995e-06,1.3433917933182995e-05,1.5594780242786575e-05,5.22676925222545e-06,4.90242241394584e-06,5.006335625854793e-06,4.9150576141107025e-06
Agricultural and forestry machinery,1.8431277368401876e-08,1.9014129735060372e-07,1.835997016506534e-07,1.3307939792854792e-08,3.395635671529989e-08,1.949986627707691e-08,1.1678729965142338e-07,2.876214414758138e-08,3.306402594228856e-08,6.683248156227803e-06,2.2016643384054678e-08,3.5978864278656565e-08,1.8460364600093946e-08,2.2003821081202592e-08,1.1985464587625762e-08,4.022279980404978e-08,9.5789486602545e-08,2.3202568592853518e-08,7.393797654762225e-08,5.00595613385335e-08,4.368412779174955e-08,2.1249595388955793e-07,2.205211080487177e-08,3.8222591590217993e-08,1.8933534031668358e-08,3.200543028932563e-08,3.769644741436082e-08,2.244482102607131e-08,2.5449679591613305e-08,1.3412928826484692e-08,3.1793099078433035e-08,2.6048930550968222e-08,1.7764437523973304e-08,8.057355721636767e-06,3.3034633885173683e-07,0.0,1.1949621733373426e-07,1.5718302581769294e-07,2.2437191592064713e-08,2.2003821081202596e-08,2.1758666722524768e-08,3.5780603858042646e-08,3.664559749387278e-08,1.066328150959321e-07,7.775974657378488e-08,6.565534672943038e-08,8.253718999167824e-07,1.2477642727406134e-07,3.7677594643611716e-08,7.318682583148268e-07,2.7041439246453952e-08,4.1198906013013166e-08,1.946846052604439e-08,2.761726859414716e-08,2.2003821081202596e-08,1.8158937416916903e-08,5.793695711204054e-08,1.7496043784430523e-08,1.6586455305727728e-08,6.42031963743929e-08,2.325724867131117e-08,2.5593036079869226e-08,5.1302189527328947e-08,5.565473846936883e-08,8.687967492229451e-08,2.273674133234902e-07,2.1241154485509377e-08,0.0,1.528533717837892e-08,2.812175512163182e-08,4.3527884471540986e-08,1.5498302958544872e-08,2.0863563147949034e-07,6.6665673004693e-08,3.5978864278656565e-08,4.328662029199891e-08,2.399788477171627e-08,1.7533644663791754e-07,1.0683092590772806e-06,2.4553638086514727e-08,3.402319233102276e-08,4.2325504973884296e-08,8.436923698740163e-08,1.6861409346439165e-08,6.54644835506616e-08,4.485120948060568e-08,2.999938355009822e-08,2.409509836000995e-08,2.2901154055671784e-08,3.52998740483056e-08,2.5138790793857655e-08,4.5044424742920315e-08,1.0529464198692089e-05,4.332864144581413e-08,8.033594096121319e-08,0.0,3.7842271702014924e-08,1.9514730631627075e-08,6.400750949336054e-08,2.131761665464145e-08,1.179727870512784e-06,2.3083681521193927e-07,1.3307939792854792e-08,3.6278434188324596e-08,3.92844107650032e-08,4.131310965020394e-08,2.5387513754441436e-08,3.000050075280359e-08,7.613874507299643e-09,2.523694679924366e-08,5.4944044124628e-08,1.207596648450007e-07,2.025187236004534e-08,1.1982712686767544e-07,3.336360296589905e-08,2.5965803818858417e-07,1.0033861392867683e-07,1.5878648286757263e-08,1.0392858394591119e-07,3.5147847950565214e-08,1.8872712704885928e-06,3.421526194608171e-08,1.9225513901630636e-07,5.061635036710063e-08,1.5835705289316454e-08,0.0,2.0020671545754053e-07,5.3672761308599044e-08,2.4281168653000468e-08,2.376525077608431e-08,2.1305621785748946e-08,1.0312116966396588e-06,3.3246266379118094e-08,2.7418401504802725e-08,3.3965346584121925e-07,8.209647841833704e-06,2.4187483434227452e-08,2.454445522124822e-08,7.307131197855081e-08,1.2354780180498873e-07,4.336462253074764e-08,1.886673951974126e-07,5.602352803787601e-08,5.4583847094152836e-08,1.6859017018340514e-07,1.3681405195313316e-07,7.221397680262544e-08,1.3307939792854792e-08,9.322339350857863e-08,8.713907891432407e-08,1.4235766498791534e-06,9.11147910639578e-08,3.9466915375068937e-08,3.984738152195129e-08,4.0768059708056844e-08,1.4837667281572622e-07,3.8858450228809726e-08,9.083115985090326e-08,5.0346003246022676e-08,2.2744690041657017e-08,2.4698245408618403e-07,2.7208082860533664e-08,1.376336119592585e-07,1.0739503754002258e-07,4.615858663268132e-07,3.180075992570274e-08,2.962499489087402e-08,4.124094109072559e-08,8.341223111134793e-07,3.4226073203500306e-08,1.3095647596647864e-08,3.664559749387279e-08,3.092693156500788e-08,2.9993881802518516e-08,2.455363808651473e-08,4.06392043866158e-08,9.11468058706158e-08,2.1454778509371298e-08,2.5818986870584652e-08,1.982931255885274e-07,1.5368708026158235e-07,9.660689139179341e-08,4.3893655772315815e-08,8.47978477863578e-05,0.0,3.796219843323706e-08,2.853195120882433e-07,1.1382658418958701e-07,4.668769028738685e-08,1.6850659469334554e-08,6.259675283245616e-08,3.4999416937441024e-08,2.9395392153348627e-08,4.794276600528789e-06,1.7218750775826418e-08,9.616950691523551e-08,2.3958979998734427e-08,1.726677354784472e-08,1.971314571722677e-08,6.094121630180827e-08,1.4093972751191875e-08,3.4116090184210735e-07,4.2316613226747266e-08,1.5001737061140598e-08,4.480338246668671e-08,5.439666079081314e-08,2.1217780576573874e-07,3.8819311454438525e-08,2.320256859285352e-08,4.7032183120811644e-08,2.728542957338956e-06,1.2486236890277013e-07,3.109220626079992e-08,5.817857135898088e-08,5.219682073196684e-08,1.998674071573118e-07,1.7054001070319402e-07,9.100945161663682e-08,1.3815776278872386e-07,1.683360880863258e-08,2.418309274451514e-08,3.550869285891113e-08,1.3307939792854792e-08,2.1168632541869447e-07,0.0,1.6964422622761613e-08,1.1894612886858344e-07,1.6471282126657187e-08,8.567586003517384e-07,4.406012170972629e-08,4.105026431593946e-08,9.83255687944437e-08,6.56873395101048e-08,6.251377801098513e-08,1.295740776423085e-06,1.0154444322028339e-07
Aircraft and spacecraft,0.0002133751563945767,7.924922729905128e-05,7.082716767858314e-05,4.590261902685095e-05,0.00011647128001931475,3.9293984770682295e-05,5.2450287173577054e-05,0.0001287670437952608,3.393788691285756e-05,9.442039362796332e-05,0.00016074902471965112,2.551939013275998e-05,4.4634408120908365e-05,0.0006293289198015573,4.9099744808675996e-05,0.00010003983069715216,5.3891656599901805e-05,4.260477196308527e-05,3.8051949274314156e-05,0.0009294865239727607,3.9405160923940114e-05,6.250580458678767e-05,5.2170506262481586e-05,6.293814221226807e-05,4.804519051205991e-05,3.407856121922957e-05,2.9011551405745585e-05,4.623271314966442e-05,3.253004855303826e-05,3.505872759918836e-05,0.00011474602561259549,3.5784126529215255e-05,5.41221275086055e-05,6.015943743843927e-05,3.210400841410183e-05,0.0,4.259562385714282e-05,0.00012244895010641758,4.354663777906951e-05,0.00046528340680125337,4.7150420644841226e-05,3.834689424049919e-05,4.0223345232650726e-05,3.7593597494166906e-05,4.383639941003562e-05,9.384720826791084e-05,3.321891986294972e-05,0.0013371100984417726,3.9599485968524534e-05,5.488640011659846e-05,4.2607203239214426e-05,4.486671137148152e-05,4.197713330627497e-05,0.0006758116592868494,0.0006293289198015573,3.935960779142988e-05,4.211428719092974e-05,2.538120647918915e-05,6.24956131896846e-05,3.7779348964293665e-05,9.184913919739215e-05,5.8289397953163685e-05,3.329801014865924e-05,6.01428737880884e-05,6.306979542522532e-05,6.862400047798257e-05,4.9495249872489595e-05,0.0,2.39385740760225e-05,3.788498004032907e-05,6.496468432936722e-05,4.0822710928353415e-05,5.156848188979357e-05,9.378629471002324e-05,2.9011551405745585e-05,3.8138076306610336e-05,6.273247192811526e-05,0.001706485171468996,6.68521922500442e-05,0.0015087990451923823,9.41982641618892e-05,5.557790331070908e-05,5.418972773096346e-05,5.0570867871367144e-05,3.947915702441669e-05,9.413606576579606e-05,4.2322246142084395e-05,6.520147859852755e-05,5.0606680779028436e-05,4.3539328202160366e-05,0.00019126117799056637,4.456591249644143e-05,5.0087953362348555e-05,5.537464305435713e-05,8.298241777826199e-05,0.0,4.420575316410911e-05,6.067969775163981e-05,3.3811808175183993e-05,6.385741756824666e-05,6.0717685733990236e-05,5.5181408845914886e-05,9.592501620738033e-05,3.392407602439513e-05,5.635923356370098e-05,6.732171713549698e-05,5.817912351299943e-05,5.517659465209888e-05,1.637403634777576e-05,3.301965530831823e-05,3.8138076306610336e-05,3.9680188421063284e-05,4.561503743049499e-05,3.988083241656844e-05,3.564932287537986e-05,4.07855199631702e-05,0.0004909153751790833,3.5340701823482966e-05,3.5412379997457714e-05,5.4712321360409164e-05,7.816975177757085e-05,6.316421874065656e-05,6.934750899228716e-05,0.00028947680403194415,4.102874291750051e-05,0.0,7.067376675765472e-05,4.079930278336694e-05,6.455378292885244e-05,0.00012983254195888023,4.455069994054844e-05,4.0406228489971246e-05,2.3620933956824748e-05,4.678812413346812e-05,3.171899693291161e-05,7.9702519863739e-05,6.993736122918693e-05,4.627964067181147e-05,5.30345951125855e-05,5.009189452256395e-05,5.6619023687814176e-05,3.117697808505709e-05,4.596322126501576e-05,3.447849423463714e-05,0.0,4.4610087212974704e-05,3.2683089593269746e-05,8.58482027468863e-05,8.610953766038367e-05,3.558303637763984e-05,7.315952705476795e-05,4.151808555338828e-05,3.7372371056898194e-05,2.9690803011015442e-05,0.0,6.516038314279434e-05,3.360283984875538e-05,3.15826464681757e-05,0.001511620698256496,4.5632557804457077e-05,3.903500855073937e-05,0.0006293289198015571,0.002834189728309963,0.00016467342871406978,8.579123861293465e-05,4.6311901733857937e-05,2.901155140574557e-05,3.9378484269238095e-05,7.68071621110677e-05,4.531934048107445e-05,4.395542361489379e-05,3.374967872820566e-05,4.2322246142084395e-05,3.535013076533253e-05,0.0015087990451923814,3.2061879503436534e-05,5.3894235842751466e-05,4.717041925817265e-05,3.374967872820566e-05,4.4470101146414154e-05,5.3793279999921494e-05,4.7485600694867705e-05,3.537265491955734e-05,9.592501620738033e-05,0.0,4.098464496270257e-05,0.0007068136879003588,4.8523540304202796e-05,0.0003922370735662107,9.56089612680941e-05,3.731718455453036e-05,4.107912889824504e-05,4.075576836783252e-05,4.436195333941844e-05,4.380421619781022e-05,0.0009835868837501675,3.857916982202251e-05,4.264638816030812e-05,5.532933662840991e-05,3.884394561495945e-05,0.00042046209945943307,4.3521668385345394e-05,4.538654157963086e-05,6.16143938429034e-05,3.928595784749193e-05,6.32102074660848e-05,5.5065114443208716e-05,3.835310597714808e-05,0.00013341079874279864,4.558574134437703e-05,0.00015405125730915195,0.001403527803515253,5.021103741522359e-05,3.2114217810947844e-05,3.427458480271266e-05,3.9680188421063284e-05,3.609409875857231e-05,5.128298176017227e-05,3.9953371789578774e-05,1.2805325209962308e-05,0.0011350331334049977,3.965981997327838e-05,3.15826464681757e-05,4.8474418011593354e-05,9.419826416188922e-05,3.5571438710185125e-05,3.811818766184267e-05,6.215586751521093e-05,3.904693388802178e-05,0.0005991051422714682,0.000506187086460436,7.441045354954483e-05,5.1660128710568804e-05,4.4547830630328624e-05,4.744354195791225e-05,6.976249676659986e-05
Animal feed ingredients and pet foods,0.0,1.0000006254533444,1.0000006254533478,0.0,1.0000006254533456,0.0,1.0000006254533462,1.000000625453348,1.0000006254533478,0.0,0.0,0.0,1.0000006254533476,1.0000006254533473,1.0000006254533473,1.000000625453337,1.000000625453348,1.0000006254533487,1.0000006254533478,0.0,1.0000006254533473,1.0000006254533478,1.0000006254533476,1.0000006254533467,1.0000006254533476,1.0000006254533473,0.0,1.0000006254533478,1.0000006254533473,0.0,1.0000006254533467,1.0000006254533471,1.0000006254533471,1.0000006254533473,1.0000006254533473,0.0,1.0000006254533478,0.0,1.0000006254533473,0.0,1.0000006254533473,1.0000006254533487,1.000000625453348,1.0000006254533471,1.0000006254533476,1.0000006254533478,1.0000006254533484,1.0000006254533478,1.0000006254533476,1.0000006254533482,1.000000625453348,1.0000006254533484,1.0000006254533478,0.0,0.0,0.0,1.0000006254533438,1.000000625453348,1.0000006254533467,1.0000006254533478,1.0000006254533473,1.0000006254533476,1.000000625453345,1.0000006254533478,1.0000006254533462,1.0000006254533467,1.0000006254533471,0.0,1.0000006254533487,1.0000006254533478,1.0000006254533471,1.0000006254533476,1.0000006254533476,0.0,1.0000006254533487,0.0,1.0000006254533478,1.0000006254533471,1.0000006254533478,0.0,1.0000006254533473,1.0000006254533436,1.0000006254533471,0.0,1.000000625453348,1.000000625453343,1.0000006254533471,1.0000006254533482,1.0000006254533473,1.0000006254533476,0.0,1.0000006254533471,0.0,1.0000006254533471,1.0000006254533476,0.0,1.0000006254533471,1.0000006254533476,1.0000006254533462,1.0000006254533478,1.0000006254533471,1.0000006254533473,0.0,1.0000006254533471,1.0000006254533478,1.0000006254533396,1.0000006254533476,1.0000006254533476,1.0000006254533476,1.0000006254533471,1.0000006254533444,1.0000006254533473,1.0000006254533478,1.0000006254533471,1.0000006254533471,1.0000006254533471,0.0,1.0000006254533478,1.0000006254533473,1.0000006254533456,1.0000006254533471,1.0000006254533462,1.0000006254533478,1.0000006254533422,1.0000006254533471,0.0,1.0000006254533471,1.000000625453348,1.0000006254533473,1.0000006254533484,1.0000006254533473,1.0000006254533484,1.0000006254533467,1.0000006254533476,1.0000006254533482,1.0000006254533471,1.0000006254533476,0.0,1.0000006254533473,1.0000006254533473,1.0000006254533473,1.0000006254533478,1.0000006254533487,1.0000006238098897,0.0,1.0000006254533478,1.0000006254533471,0.0,1.0000006254533476,1.000000625453348,1.0000006254533473,1.0000006254533473,1.000000625453348,1.0000006254533471,0.0,1.0000006254533473,1.0000006254533476,1.0000006254533478,1.0000006254533478,1.0000006254533476,1.0000006254533471,0.0,1.0000006254533478,1.000000625453346,1.0000006254533471,1.0000006254533471,0.0,1.0000006254533471,1.0000006254533473,0.0,1.0000006254533478,1.0000006254533487,1.0000006254533478,1.0000006254533471,1.0000006254533476,1.0000006254533487,1.0000006254533418,1.0000006254533478,1.0000006254533482,1.0000006254533462,1.0000006254533473,1.0000006254533471,1.0000006254533471,1.0000006254533471,0.0,0.0,0.0,1.0000006254533476,1.0000006254533478,0.0,1.0000006254533462,0.0,1.0000006254533484,1.0000006254533473,1.0000006254533473,1.0000006254533471,1.0000006254533482,1.000000625453348,1.0000006254533467,1.0000006254533473,0.0,1.0000006254533476,1.000000625453316,0.0,1.0000006254533462,1.0000006254533473,1.0000006254533471,1.0000006254533473,0.0,1.0000006254533187,1.0000006254533478,1.0000006254533478,1.0000006254533473,1.0000006254533416,1.000000625453313,0.0,1.0000006254533476,1.0000006254533473,1.0000006254533473,1.000000625453348,0.0,1.0000006254533467,1.0000006254533471,1.000000625453343,0.0,1.0000006254533473,1.0000006254533471,0.0,1.0000006254533471,1.000000625453348,0.0,1.0000006254533478,1.0000006254533467,1.0000006254533476,1.0000006254533476,1.000000625453348
Articles of concrete cement and plaster,7.192357658378358e-09,3.876330056680028e-08,1.7399569983848222e-08,2.0263422762101824e-09,7.590839426755471e-09,2.7846696429426966e-10,4.968386260278315e-08,1.4762717161297298e-08,1.1549690825246163e-09,3.184053316085779e-07,1.3166468175413987e-09,8.170001386600939e-10,5.508870071778855e-09,3.0768519459622584e-09,2.8403804196547016e-09,2.4345452407931594e-09,1.3081937142803195e-07,9.024079324255197e-10,9.844778270243427e-08,1.5339887964965245e-09,2.369065744934083e-08,7.267001004886651e-08,4.4761093433443864e-10,3.7248848091182894e-08,3.0202616224845663e-09,8.328697898444979e-10,2.309158369991347e-10,1.971947035034959e-08,7.563451657244602e-09,2.3491867634496404e-09,2.1746937161322844e-08,3.3518910001916936e-08,6.019506222345163e-09,6.563882282765324e-08,1.1721068699062542e-07,2.9018039853623356e-09,7.388991402221815e-08,2.0186627688457816e-08,1.3166468175413987e-09,3.0768519459622584e-09,2.1519549577656333e-09,2.025463910612858e-08,4.539251373621267e-08,8.193233445456406e-09,1.6057299420507385e-08,6.147391599236365e-08,2.1008466896161627e-08,5.694410124984045e-08,5.793123034050516e-10,3.5595405096870297e-08,2.9426409079186856e-09,4.282629314420445e-09,5.4187616254561e-09,3.236976239728264e-09,6.05022054164525e-08,4.201329526941595e-09,5.870508302132168e-10,7.810882265076944e-09,5.371228682031721e-10,4.203380495205619e-08,6.297740733494195e-09,8.170001386600939e-10,2.9018039853623356e-09,4.345261090801774e-09,1.368874225598876e-09,1.5317612956055693e-08,1.3068645380868258e-08,0.0,2.723416895774743e-10,6.323965826714095e-10,3.344630078853792e-08,1.8951466036831062e-10,7.581725616128978e-08,1.6671242039227037e-08,2.331624059032389e-10,2.4898486267423735e-08,8.673955216270006e-10,1.0690105368516902e-07,1.1880188603088992e-08,1.5353418814855144e-08,1.6671242039227037e-08,2.852899303977601e-10,6.59509585338341e-08,2.755945354905664e-09,3.807671385600034e-08,2.4341252837456145e-08,1.1856554716945948e-09,2.2114059400697943e-08,4.1798142728939774e-10,1.1424276562952823e-08,8.261709721337209e-10,5.7209951618402175e-09,6.907746096908287e-08,1.65198615168424e-08,4.591179473286729e-08,0.0,5.918523605804915e-09,1.3659702274686484e-09,1.614281053315125e-08,7.986900751808139e-09,5.7788670255467284e-08,1.1717360986109506e-07,0.0,1.7627550147392584e-09,3.54779890654445e-08,1.045314937237305e-08,2.5402924977031255e-09,1.8938619301552507e-08,5.872380743031492e-10,8.312866452333013e-09,3.362028195638057e-08,8.258078718622995e-08,9.986354600493198e-10,1.0176452249460529e-07,9.818312422202901e-10,2.2396530100958835e-07,7.022410786757193e-08,3.536384259247472e-09,5.49732652392896e-08,3.245234028752869e-08,3.596826420655467e-07,1.2607498996160431e-08,1.3561106607254803e-08,8.723170705670983e-09,6.659840288798941e-09,0.0,1.2395147305914846e-07,7.537385035308515e-08,1.7200835117793644e-09,3.1533333168604486e-10,1.241729235611914e-09,9.219301904321971e-08,2.714539617226803e-10,1.373847453964686e-09,1.9508882533314703e-08,1.0473247986563804e-07,8.426099788884362e-11,8.547716119478984e-08,3.765189954792885e-09,5.453393644448887e-09,2.621937234209666e-10,2.790808673427945e-07,2.58878664607631e-09,4.272734062374925e-08,6.25677200791709e-08,3.392798534635267e-08,2.2581042441904224e-08,1.9878546535006786e-09,1.1395410644675528e-07,8.440268813723589e-08,9.292578331020947e-08,7.414379682640098e-08,4.81118879846436e-08,1.447384158721717e-08,4.8402106990655834e-08,7.721977769211227e-08,4.856646762776089e-09,5.131826784035781e-08,9.85092986010339e-10,4.0722985533732366e-10,1.392920853581283e-07,1.0084710650780849e-08,5.131826784035781e-08,4.913612679519965e-08,1.5992189680495178e-07,1.2202284110276017e-08,5.131826784035781e-08,1.6623174201180534e-08,2.419592590972662e-07,5.8799150289267294e-08,4.1262663216649214e-10,4.532553796701688e-08,1.7444318341389983e-10,2.505347975393682e-08,1.5353418814855148e-08,1.0753897548473656e-07,7.813193657524365e-10,1.5253720761421364e-09,2.7208167838050303e-08,6.415534320611772e-08,3.704004910206575e-08,3.768952918766649e-08,4.884568435976082e-10,1.1775284368879411e-07,0.0,3.230494517077494e-08,7.975417747923227e-08,4.012947484821325e-08,7.757048543461226e-09,4.763798290259226e-10,4.7830725159030973e-08,3.5816708609040314e-10,4.556985105398617e-09,6.574690229466535e-08,5.6123942399954614e-09,2.1280280595847642e-08,8.445549286059219e-07,3.0781025909609793e-09,3.2464556542510037e-10,8.260559164673675e-08,3.7794850741232785e-09,1.517269388356595e-07,1.775537597028068e-08,2.6074764973631776e-09,1.340511581679715e-08,6.493250654711553e-08,4.0417544632630585e-07,1.0159874201914113e-08,1.0191198865930978e-07,2.918606172063778e-09,5.282230096571416e-08,8.809162423320547e-08,1.7948482117927945e-08,3.055477927251351e-09,2.7747112377512844e-10,7.579580129882837e-08,8.706710216316336e-08,1.3890218844918737e-08,7.187825943175154e-08,1.063302378320679e-09,0.0,1.488485333302394e-08,2.019876779889786e-09,2.2954475788672323e-10,0.0,4.328098349623402e-09,2.9714115614293646e-08,2.552770752919384e-09,1.889623940923595e-07,6.1672335036759e-08,1.3633485193836306e-08,1.0191198865930978e-07,4.226689533118338e-08,7.528298042687077e-08,7.116573273310463e-08,7.035401062619475e-08
