,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,1.8722582270098675e-05,1.897327769841606e-05,2.0618006379771763e-05,1.71021810717626e-05,1.764170340242141e-05,1.9085759395674478e-05,1.6176587804023767e-05,1.561648726709274e-05,1.94169592068756e-05,1.9069621708922025e-05,1.8463518037688974e-05,2.0380710527027227e-05,1.95610891929303e-05,1.8529416995987685e-05,1.700844000134849e-05,1.9124002080472562e-05,1.8382795810100836e-05,1.8975423014901865e-05,1.914750888933645e-05,1.905564611743954e-05,1.928074698612045e-05,1.4147814352655947e-05,1.8708785024320046e-05,2.0217431445621e-05,1.774065163641961e-05,1.8586321430469367e-05,1.8022808929280163e-05,1.9791387354000465e-05,2.0840945544597674e-05,1.6836824483327666e-05,7.724154692354078e-06,1.835967365477906e-05,1.9405404781158107e-05,1.9283491097694427e-05,0.0,1.8800848200728705e-05,1.9025427869419313e-05,2.0108457596729292e-05,1.95610891929303e-05,1.8953914344743043e-05,1.8167814546161516e-05,1.9287422094434414e-05,1.8658275936554716e-05,1.914467768984446e-05,1.9304754845931228e-05,1.893414585292728e-05,1.896751822436571e-05,1.1098491602733933e-05,1.8504277578254996e-05,1.7672212721940234e-05,1.941100020821752e-05,1.7363384241894748e-05,1.782683740540963e-05,1.9560353394511245e-05,2.0795978684421624e-05,1.678249361297754e-05,1.871888063093699e-05,1.8494454654366465e-05,1.9284045005104116e-05,1.9856603692963506e-05,1.8689002287131666e-05,1.923295243698233e-05,1.792775493790578e-05,5.211810057001188e-06,1.7389657192204034e-05,1.9049221416389797e-05,1.8494454654366465e-05,1.7474107093889786e-05,1.8986461050697062e-05,1.9223607806595522e-05,1.8727745484108972e-05,1.9387622551526883e-05,1.90875687770471e-05,1.8604198917124522e-05,1.7965120377399084e-05,1.8710291493905282e-05,1.93647681479276e-05,1.8496736362408956e-05,1.6716153950022917e-05,1.90875687770471e-05,1.5705267824352878e-05,1.9003813417583572e-05,1.8386600398321863e-05,1.878503158731125e-05,1.894991347386611e-05,1.747003964422271e-05,1.871956236491188e-05,1.4458888752485892e-05,2.036621119981767e-05,1.8720991339709873e-05,1.94835261336281e-05,1.9311851526750837e-05,1.712641301307221e-05,1.9311709668692462e-05,0.0,1.947207507636801e-05,1.793469696497591e-05,1.9872581553966278e-05,1.797872862837793e-05,1.931048094920361e-05,1.929016631103015e-05,1.9376911021157024e-05,1.9451531863783447e-05,1.8833424023151742e-05,1.768464241935132e-05,1.897361017382825e-05,1.8116995682973564e-05,1.5239809623414463e-05,1.8947126323327456e-05,1.7952015587129637e-05,1.9467911634770015e-05,1.7005982212542373e-05,1.936686809075973e-05,1.7195218148719863e-05,1.9267538734801026e-05,1.942364194880553e-05,2.0827293693155627e-05,1.92912315451348e-05,1.8718630050167565e-05,1.924125839076251e-05,1.846509197782276e-05,1.9017186751212172e-05,1.8350893175790695e-05,1.9841678287412777e-05,0.0,1.9244826782883866e-05,1.8711364525317464e-05,1.8249504785683757e-05,1.8674711230523912e-05,1.855183895286817e-05,1.9426462618203002e-05,1.2399661394487588e-05,1.7601257592404858e-05,1.9033567531279603e-05,1.92593988269102e-05,1.982161036886075e-05,2.0084614742691057e-05,1.7887445615420042e-05,1.7998161661190188e-05,1.803401421791118e-05,1.927776087479465e-05,3.579133023186912e-05,1.9210311528773072e-05,1.92933533275985e-05,1.910326549717769e-05,1.7863675329226658e-05,2.0915150844057005e-05,1.8648133687483655e-05,1.9096343433031554e-05,1.9351933900939866e-05,1.8633179844360984e-05,1.7758533310229256e-05,1.906353477854085e-05,1.9454198450346475e-05,1.9004187024485477e-05,1.9426210172942282e-05,1.9460834463090115e-05,1.925831993693547e-05,1.9252719590065087e-05,1.9287601936374755e-05,1.936969869871913e-05,1.9454198450346475e-05,1.9019738649318125e-05,1.923544861636305e-05,1.90150586756622e-05,1.9248380854167433e-05,1.7540035036262592e-05,1.932215717447501e-05,1.9450095007581082e-05,1.9330721705703245e-05,1.828420793443914e-05,1.909542713037874e-05,1.7888011278697146e-05,1.4457138247622318e-05,1.6716153950022917e-05,1.8669408573882982e-05,1.8751447825332834e-05,1.8326329782282293e-05,1.8640604409846565e-05,1.924121729543181e-05,1.831819557403653e-05,1.8200544229408133e-05,1.8342533454868984e-05,1.9376911021157024e-05,0.0,1.889405299572059e-05,2.0523070076316894e-05,1.885743398299911e-05,1.8770587001479882e-05,1.8650713010750376e-05,1.904802954134983e-05,1.8989673620271455e-05,1.786586999518216e-05,1.9302207912730085e-05,1.8252316249865533e-05,1.9517202747625962e-05,1.8778092889160646e-05,1.7999322144473825e-05,1.8665497277970793e-05,1.879090232073951e-05,2.0867170231428687e-05,1.8857398323628797e-05,1.6056623330999027e-05,2.09580660175903e-05,1.994427103115899e-05,1.9021826064570744e-05,1.9269292603208293e-05,1.7575031967375406e-05,1.944799505251693e-05,1.3169201928136557e-05,1.9307451667971507e-05,1.931095720403138e-05,1.6774237378861995e-05,1.7405147690240368e-05,1.1550634319918526e-05,1.9299915610311093e-05,1.9256789686106016e-05,1.651833629092624e-05,1.9258712481887457e-05,1.2073874090981388e-05,1.9258319936935476e-05,1.4674222107240556e-05,2.097517975714322e-05,1.0082172818899637e-05,1.925831993693547e-05,1.9756415806841184e-05,1.5467780366446856e-05,2.0756365650965644e-05,1.9286861759270908e-05,1.9328086820555602e-05,1.889386908368566e-05,1.944799505251693e-05,1.9169546582439044e-05,1.8657462951631414e-05,1.9002900855269964e-05,1.8825148350857833e-05
Agricultural and forestry machinery,8.712967598180231e-08,7.49028555996019e-08,1.4293911368932963e-08,5.64837657222676e-08,4.108560199361148e-08,1.1426513843910958e-07,5.317092985584976e-08,8.023015491403365e-08,6.834479193397699e-08,2.7024079993471477e-08,6.695886109166431e-08,2.9409443498185678e-08,2.7014912546038677e-08,5.388997588165586e-08,1.2334952365295405e-07,5.811325312411078e-08,6.749513481235267e-08,7.186216061641528e-08,6.07690275637521e-08,5.0492208216783816e-08,7.206392571462005e-08,6.464516216799795e-08,8.164647279779539e-08,1.8159524948349608e-08,1.0283517384005576e-07,6.348965297448452e-08,1.019858395236877e-07,2.4750646138695693e-08,1.4877656464099427e-08,3.974612641820409e-08,3.903441703031471e-08,2.5203155328687903e-08,6.938772477804112e-08,7.45574829282735e-08,0.0,5.915373105326042e-08,6.487571449783689e-08,3.200461778890773e-08,2.7014912546038677e-08,5.978535197545092e-08,6.653082549806991e-08,7.383792566787297e-08,7.264721412753793e-08,6.140030720430551e-08,6.822600931311645e-08,6.239267989502134e-08,6.1192038525993e-08,3.691873092227923e-08,7.319886387478605e-08,3.816361086006716e-08,3.9845558966399116e-08,4.36617493739629e-08,3.766926829463101e-08,2.7014912546038687e-08,2.6696800843263383e-08,5.098484342995264e-08,1.2360660813518282e-07,5.1217408616167744e-08,6.183940075682294e-08,3.230152545700713e-08,1.1977979356641143e-07,3.8966534991293595e-08,7.543082688361544e-08,1.1819798560851512e-07,8.260201763506573e-08,6.274700624848913e-08,0.0,3.42757834792796e-08,6.217861284965627e-08,6.184784714166408e-08,7.913754928500289e-08,6.442146549912327e-08,7.794139790150173e-08,6.695886109166431e-08,5.629427586585847e-08,1.038898257056935e-07,5.296219515290835e-08,6.142838817459636e-08,5.46817046838665e-08,8.64940203637506e-08,8.447176185300909e-08,5.325285662632134e-08,3.867082551329422e-08,6.809907009961734e-08,6.979429135554141e-08,4.2215437132997713e-08,5.6820205342703903e-08,5.316783857995607e-08,3.559073699503301e-08,1.0902402240193618e-07,4.043487532038881e-08,7.085931184979192e-08,4.4102702305320205e-08,6.67938589218738e-08,0.0,3.991474752940172e-08,9.044065728724954e-08,4.066705070355852e-08,3.05547602211008e-07,6.895611248835908e-08,7.308880676333963e-08,1.4293911368932963e-08,8.56471631886774e-08,8.14188296091945e-08,1.0611702805851893e-07,7.981497270584747e-08,4.5035017123105116e-08,2.4854165616149486e-08,3.026742086607431e-08,7.415501290369922e-08,8.076295427029408e-08,6.12980829203396e-08,7.386910917645524e-08,8.410510331456619e-08,7.260399804709262e-08,7.466070482670745e-08,2.1106835935767628e-08,7.470707965202357e-08,6.011157020059417e-08,7.27454659550655e-08,9.82284104990031e-08,7.080666231981145e-08,9.923049387000297e-08,2.1731409172968134e-08,0.0,7.531130288761837e-08,5.634153861783159e-08,1.068054140729378e-07,5.654431489104476e-08,7.40029164044207e-08,4.406317879630322e-08,6.158961582609067e-08,8.176725755910059e-08,6.973365941472815e-08,7.020783729502501e-08,2.218259188145878e-08,4.2929878879981095e-08,8.116918362860022e-08,7.024204295961862e-08,1.3636526924896997e-07,7.307623095875991e-08,8.250288195708329e-08,6.952735144942185e-08,1.0130589195207756e-07,5.7437239716769656e-08,6.480734496168077e-08,1.4293911368932963e-08,6.358914330739684e-08,7.06932337767235e-08,6.480522636397608e-08,5.967019071903006e-08,5.8780968811134684e-08,7.254479416568421e-08,3.226174416193672e-08,7.43422760391285e-08,4.1974989655615105e-08,4.553860200522806e-08,6.092371624450388e-08,8.788613865052159e-08,7.101538989511997e-08,2.901798213919205e-08,5.934716191588006e-08,1.619594183234505e-07,7.687767596311014e-08,3.714323156288392e-08,3.968539959991208e-08,4.7833482346705174e-08,8.15514198203973e-08,6.100116145870329e-08,5.160439420728388e-08,4.8607555898458926e-08,7.383792566787297e-08,3.877658096908226e-08,3.971490133358729e-08,5.468170468386652e-08,5.6477856373878204e-08,5.780427139841386e-08,1.1143337033381989e-07,8.280573951214066e-08,6.072281074967027e-08,6.593918731374685e-08,8.543007464080948e-08,5.0055391466292587e-08,5.295509377230364e-08,0.0,8.227497869842884e-08,8.217722520012993e-08,7.450876289235998e-08,3.6787000510887575e-08,5.151459749174238e-08,6.780972679986104e-08,6.443067705861023e-08,9.382170507158625e-08,2.4157748025913695e-08,4.476789653174784e-08,5.529730065581066e-08,3.862735592755395e-06,5.506906634342179e-08,9.298446862269876e-08,5.468461244611264e-08,1.5446362458282353e-08,6.940225701688062e-08,8.309493544676215e-08,2.7667506184829926e-08,7.786406855804693e-08,6.838643646034477e-08,7.199401812356654e-08,9.52859792874609e-08,6.749513481235266e-08,7.527663222685063e-08,6.420638878059846e-08,6.578533702728334e-08,3.406664752284985e-08,5.9406881639085924e-08,1.686030626198408e-07,6.66517906852791e-08,1.0210796695547164e-07,6.235212316202987e-08,6.96664657797879e-08,4.848856164241294e-08,3.24299392375935e-08,4.637591955704888e-08,1.4293911368932963e-08,6.14936192106377e-08,0.0,2.0975914048147604e-08,4.206460915700308e-08,2.379168104013761e-08,7.730470208323051e-08,5.96558899379101e-08,5.8519404104346405e-08,6.403553074957873e-08,8.85388145455522e-08,5.597795490611938e-08,6.154294391591728e-08,5.974082608229209e-08
Aircraft and spacecraft,2.824782665765436e-07,2.4620209065516953e-07,2.802647085697055e-07,1.578215587811896e-07,2.150022092027611e-07,2.7778875218617093e-07,3.015100576211282e-07,2.2283482382768025e-07,2.720402960973087e-07,2.623400841038355e-07,1.8281482312644712e-07,2.534801144269036e-07,1.9361558917435302e-07,2.808559715844326e-07,2.821533140926641e-07,2.5998258199279024e-07,2.1150729395358865e-07,2.2866997612634972e-07,2.8249448479087196e-07,2.676437358003649e-07,2.1544187339814688e-07,2.5099657365105453e-07,2.7222508963414717e-07,2.8222863100390193e-07,3.2472524578045047e-07,1.254450865757992e-07,3.009469538713194e-07,3.289244358456016e-07,3.2917941189484687e-07,2.6594979142258247e-07,2.745174450743885e-07,3.047138185890722e-07,2.9606532169125564e-07,1.326497863366794e-07,0.0,1.9861775390802571e-07,2.6582721994589685e-07,2.758930025891329e-07,2.1831477774631466e-07,2.808898221927652e-07,1.9761701202185737e-07,2.4437587436850717e-07,1.5579486777472182e-07,2.0465995005905226e-07,2.5625461796248703e-07,2.1654987277128192e-07,2.4000036868458705e-07,2.1100728627439575e-07,2.8659752498084e-07,1.6537465869436859e-07,3.168183618364712e-07,1.5722982996216892e-07,2.849864669004267e-07,1.9361558917435305e-07,2.4544943562153666e-07,2.948828820284392e-07,1.8508492441366178e-07,2.457638900272688e-07,3.113851827776678e-07,2.7452118076519055e-07,2.883642373945059e-07,3.029780082596889e-07,2.2458730568063813e-07,3.2768043279456716e-07,2.723864046743681e-07,2.7904516749095215e-07,0.0,1.1284578570284747e-07,3.1422367642560103e-07,2.915218764394233e-07,1.878114116363252e-07,1.531505325262857e-07,2.7337200355701663e-07,1.254450865757992e-07,3.1038940577248423e-07,2.4621236848603253e-07,2.398983801244655e-07,2.0346922355493442e-07,2.880140033755243e-07,2.7418647912156615e-07,2.629951606747487e-07,2.581144386747908e-07,2.742871622911193e-07,2.615264737102211e-07,2.7416928498674846e-07,1.6699578566047022e-07,2.7599368737632335e-07,2.5876102832366055e-07,2.7593250345439346e-07,2.9658595270262295e-07,2.3469457815624664e-07,2.986110353017562e-07,3.2506478795548993e-07,2.5540390978083374e-07,0.0,3.031861438245106e-07,1.845522108735474e-07,3.316427151035172e-07,2.8281857412457176e-07,2.516978411807066e-07,2.591588532515779e-07,2.5750284865761804e-07,2.113271261144471e-07,2.3696465848069586e-07,2.8650497931300465e-07,2.529373227984589e-07,3.043448896884652e-07,8.038839448825339e-08,3.3073021286061446e-07,3.1038940577248423e-07,2.8127297626199303e-07,2.5805766234040895e-07,2.7365128184906885e-07,2.2623054990727193e-07,2.852213536296493e-07,2.025847307862048e-07,3.3301634221207685e-07,2.857125623725342e-07,2.253328075294763e-07,2.5603083088476333e-07,2.5028671946183774e-07,2.544695697551149e-07,2.4476193667038185e-07,3.0849049208819674e-07,0.0,2.6352846342489413e-07,3.0174682180001713e-07,2.8553334668568053e-07,2.8922249425091047e-07,2.776224799897055e-07,2.6787633815027264e-07,1.6919142450047836e-07,2.8850613827487003e-07,1.366469212806014e-07,2.3719194277314915e-07,2.928060776012344e-07,2.8750902802663726e-07,2.457441949507827e-07,2.4872008848305243e-07,2.523907748376993e-07,1.5343535764059402e-07,3.043654932548992e-07,3.0139831528661145e-07,0.0,2.254785044076492e-07,1.942149855126775e-07,2.7446780425913705e-07,2.426960318599847e-07,1.5930496475761211e-07,2.345535760003875e-07,2.9119447647319653e-07,1.3391469999964884e-07,1.4619335172684315e-07,0.0,2.7837534486302946e-07,2.829440929947547e-07,3.3677262897040596e-07,2.882845506315444e-07,2.777684627175707e-07,2.140159522457047e-07,1.9361558917435276e-07,2.726131979342922e-07,2.4077286393896044e-07,2.516328572374927e-07,1.6963632718428466e-07,1.2544508657579922e-07,2.9235619275749644e-07,2.33559102861918e-07,3.246643249481082e-07,2.465823353749187e-07,3.070012448711448e-07,2.673071449379424e-07,1.6699578566047022e-07,3.2476355845732505e-07,2.8801400337552434e-07,3.3294535820872186e-07,3.0090680671802694e-07,1.7963940506993961e-07,2.673071449379424e-07,2.8771906354971885e-07,2.938699709993194e-07,2.562897929834259e-07,2.723898709973712e-07,2.5750284865761804e-07,0.0,2.833082817874911e-07,2.1103756486472015e-07,2.2793947051862795e-07,3.0373973338648184e-07,2.5740531713903324e-07,1.9788386704162478e-07,2.5035262674755894e-07,2.8338875058452554e-07,2.5968158851356486e-07,2.1027808834511262e-07,2.961308710234047e-07,2.9929262408531074e-07,2.7522713972633897e-07,3.053900425676251e-07,2.2411683822715583e-07,2.3526262324763542e-07,2.553209833248581e-07,2.738160123317927e-07,2.755093849109284e-07,2.6359204004218196e-07,1.9382548291343483e-07,2.5137863058146845e-07,2.747723914701315e-07,2.2099585705199606e-07,2.642388313370847e-07,2.229064981900927e-07,2.235455298374433e-07,3.2233601565394264e-07,1.463571531264684e-07,2.2734361611005593e-07,2.81272976261993e-07,3.0999591590355546e-07,2.7398329611788466e-07,2.928111753543931e-07,5.3870188685899685e-08,2.8510589430373333e-07,1.7430690355340918e-07,3.3677262897040596e-07,3.077343571474262e-07,2.74186479121566e-07,3.283964121938047e-07,3.1135114844770676e-07,2.201137744465966e-07,2.6504871341806476e-07,1.9892679055642386e-07,2.1144847862243508e-07,2.8118282370906314e-07,2.641821748975373e-07,2.8886781654100697e-07,2.5427208624769907e-07,2.796665236550537e-07
Animal feed ingredients and pet foods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Articles of concrete cement and plaster,1.1912007948801666e-08,8.702683315548057e-10,1.237435119939528e-10,2.1036441870321805e-10,5.228699331149389e-12,1.6001033040558332e-08,4.0047228512345154e-10,4.204182745608383e-11,7.513432597836658e-10,3.351054021013885e-11,7.076899918583507e-12,5.4261435415382583e-08,3.707407414052925e-11,5.005376961365201e-12,6.364093453987796e-11,1.3802902737790426e-09,8.981971066543053e-12,1.2186670265396732e-09,2.9582518628271414e-11,4.050623648926633e-09,1.7473629987185742e-09,4.6783740847473925e-12,1.6877541434228267e-07,7.262364943920259e-09,5.743218824217933e-12,2.2948518612257618e-11,2.4551905480540884e-10,4.650491285518273e-10,6.041873923298951e-10,6.218912446046299e-10,7.377453953732175e-10,1.9419404096591623e-10,9.93966596447515e-10,1.60102702683729e-08,1.3794217522095303e-06,2.093601661183412e-09,4.6353108151950235e-10,3.351054021013885e-11,3.707407414052925e-11,2.4244217188772768e-11,4.5143319742323907e-10,9.826174992988142e-10,4.873330255674668e-10,1.1776600697226769e-09,3.105910831808368e-09,1.8961552967829175e-09,6.781445420564108e-10,2.240818645475735e-10,4.220386005461784e-06,6.487573040466662e-11,1.8727051214272823e-10,1.3325585503616437e-10,5.564820825906601e-10,4.116719713440903e-10,2.5780973316739797e-10,7.787047866635989e-11,4.800901006723867e-12,5.247073479738232e-12,2.8238780864348114e-09,3.6847406097035246e-10,7.076899918583507e-12,1.3794217522095303e-06,1.7569745632487175e-10,8.111304637447621e-11,6.978645143965995e-09,5.842084265438075e-09,0.0,4.9585384388712755e-12,7.82947344328677e-12,2.405792861930303e-09,2.227259641365187e-12,8.869490652851973e-10,5.813419590441072e-10,2.4892687252663854e-11,4.837418255682592e-08,1.1532358077007384e-11,7.69851950698835e-10,1.1980392679645016e-09,1.2343047691945719e-09,5.813419590441072e-10,1.7828170293745444e-11,1.8734545208139646e-09,9.199173432817398e-11,9.743692975918072e-10,2.13914348817505e-09,2.5845226211573375e-11,1.3828580393510312e-09,2.3584478983593782e-11,3.492324549755531e-10,7.39786168428286e-12,1.1760984539176828e-10,8.333831122829403e-10,4.25168088254609e-10,9.738458677539113e-10,0.0,1.5687336579532348e-10,2.6050522812909216e-12,3.6910562804685746e-07,1.8812170197485997e-12,9.457521592982194e-10,1.6012247909231368e-08,0.0,5.015310210963625e-11,1.8197984144788957e-08,6.669447187118737e-08,6.711585870381008e-11,5.685713919091631e-10,4.72332654625319e-12,2.124575830735264e-08,8.622400305824464e-08,7.724036552997562e-10,1.9251726324968223e-11,2.7352352606405254e-09,1.3789871048348676e-11,8.397741233524792e-10,8.539637096922512e-10,1.2931234093267152e-10,8.260859002385393e-10,3.502335335779081e-05,7.407550603943027e-10,5.68780041884444e-09,2.8848083927292214e-09,1.3543761640633054e-09,2.156074624874237e-10,0.0,3.83089363789805e-09,2.186143554990102e-09,1.3709450405554236e-11,4.036435300760426e-12,1.8662866477513706e-11,1.0006249533054945e-09,5.6485449278366335e-11,1.6593612695285393e-11,2.7823700291322016e-09,1.9638950777561065e-09,2.71999385847747e-12,5.79172462579353e-10,1.903579159957734e-11,1.528227574829924e-10,2.766130588111621e-11,9.188111822577785e-10,4.2652410717507454e-11,8.542632263387894e-10,8.350488418676522e-10,1.174165177314257e-09,5.941664893870035e-10,9.552157248103527e-11,6.66569651326713e-09,2.170513473561325e-09,9.23054400203221e-10,2.1816492952692643e-09,2.237599552620797e-10,2.206163215723729e-08,6.255680548559191e-10,5.7019678670412235e-09,1.493253431657329e-10,6.634308998670556e-10,1.754531956010705e-11,8.877058050285281e-12,1.2118347977179592e-08,1.189515935047371e-10,6.634308998670556e-10,1.8137103116430408e-08,2.4449357648685264e-09,3.6559675660338604e-10,6.634308998670555e-10,2.5584419072097107e-09,8.507415755292659e-10,8.955594368396641e-10,8.544976371847926e-10,2.9614923901804557e-12,9.802365049884436e-10,3.605253481356282e-12,6.679172724359459e-10,1.234304769194572e-09,3.5853861435214136e-10,5.661130960458913e-09,1.6649524664650968e-12,3.3616245083563007e-10,2.657206177377827e-09,3.474529766777681e-08,7.448740851051089e-09,2.5581626828431968e-11,3.35765563321342e-10,0.0,9.070698631878705e-10,8.613966771603456e-10,4.266528689109942e-09,1.9888090204903682e-10,6.277235974500659e-12,9.380635117198748e-09,2.4324978233267347e-11,2.1197617813321747e-11,4.653262468222742e-09,1.588665093744216e-10,5.043696727893618e-10,4.513279568998595e-12,1.6197154230924624e-11,3.4557073158225205e-12,2.0892640182925735e-09,9.465974242919336e-11,6.8262653183367285e-09,6.399735363016571e-09,8.310225487444812e-07,1.4397707727973042e-09,1.9297378146379675e-07,7.039819933451826e-10,1.5229185668682498e-10,7.851184692208379e-10,6.757915373366131e-11,9.087243075737618e-10,7.780623731647045e-10,5.084319539380372e-10,1.5825038861487735e-10,3.608222874905376e-11,8.870165285709986e-10,8.405326988687917e-10,1.3648790222898324e-10,5.471732779213177e-09,7.163287444730837e-12,0.0,3.783242797394686e-10,1.0202017090549215e-10,5.423812220786964e-12,0.0,1.625079812222387e-10,6.488472038110213e-10,1.6231793288874215e-09,9.032808368308599e-10,7.542242019909124e-10,2.1389169247095724e-10,7.851184692208379e-10,1.953165771595668e-08,2.1421539574288285e-09,3.5633278711406798e-09,2.08540455251138e-09
