,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,0.00036078225676025317,0.0004924833555480679,0.0004883789684827334,0.0003505392855890134,0.0004628556835486175,0.00046246093828448834,0.0004837022445289264,0.00040667249197086087,0.0004133582574390362,0.000494183649531957,0.0004805775357568948,0.0004887426410937897,0.00036516598515437445,0.0004730151338522488,0.0004892913481005586,0.0004477546552644038,0.0004974810622915592,0.00048363373485826703,0.0004988493551106192,0.0004745875877674044,0.0004862418275332556,0.0005080288148261216,0.00038971027103751755,0.00048443602276985597,0.0003830613195103637,0.0004772140163597828,0.0004899534729051837,0.00047511237945100314,0.00042954932829721395,0.000342664690368118,0.0004307191866322171,0.00020138357041607038,0.0003919211217716405,0.0004919345463999263,0.000510855653553508,0.0,0.0005951471914509202,0.0004876339827842276,0.00044375904274914044,0.0004730151338522488,0.0005176809674725559,0.0004839187846867021,0.0005077220758387895,0.0004952737373745141,0.0005035780436978085,0.0004921697532308118,0.0004844531762131973,0.0005041064177543955,0.00027948397075582796,0.00048356371369380615,0.0004622478006003145,0.0004586616166804235,0.0004516761661831452,0.0003702047919699712,0.00047311625791852783,0.00034692556331010184,0.0005386325979919586,0.0004996512599532356,0.0005203102331268371,0.0005021187607636968,0.0004404377169002183,0.0004974067384040784,0.0003825261862966717,0.00047502020732862556,0.0001281216028644301,0.0004675601355732768,0.0004974270288025883,0.0005203102331268371,0.00045600208691987744,0.0004944827366047606,0.0005070416625152592,0.0005265902968340755,0.0004968554299011885,0.00046854934372752606,0.000490483855643817,0.0004646247068691268,0.0004937144746551181,0.0005010956350122368,0.00048042840599807243,0.00046854934372752606,0.0004529069448299409,0.0004929979895645993,0.0004769806596869698,0.0004976921686327873,0.0004949705372771164,0.0004815777586103898,0.0004479897524545805,0.00042553985826329133,0.000385806371333886,0.0004964203807331383,0.0004685282390460716,0.0005074602276620714,0.00036919635446834863,0.0005158994456473494,0.0,0.0004824348574885415,0.00047573881037293387,0.0004044743429213165,0.0005119943761178139,0.000504464810421298,0.0005112942338431968,0.0005025708455249093,0.0004468038323593144,0.0004928680335380034,0.0004723646829401848,0.0004793497240284967,0.0076438977895068325,0.0004054146291596868,0.00042077590714353176,0.00046376007655139567,0.0004884173473373753,0.0004554786634052122,0.000454598383843829,0.0004604165145164122,0.000506930841712624,0.0004912753533786443,0.00034559523374134277,0.0005097761971826497,0.0004786367281589787,0.0005074926340891683,0.000496093266551795,0.0004942316407417601,0.00049285366535856,0.0004166756697233395,0.0,0.0005040262122267331,0.000492860028100546,0.0004823226299664283,0.0004965647536443345,0.0004924677224330216,0.0004896555340491289,0.00032859195864157583,0.00046301519733809795,0.0005019945936919661,0.0004898660592288543,0.0005002131729182865,0.0003618495391670156,0.0004779270212239414,0.00047560478044349593,0.00047498546890089915,0.0005137319784183021,0.0004762112979530152,0.0005004634966345537,0.0005104106401371848,0.0004909808407384857,0.00047780173061613235,0.00033591147728592486,0.00048599070433012905,0.0005396368481963293,0.0004985332692581921,0.0004970740635222302,0.00046790256381142677,0.0004932125017836338,0.00048727874546818393,0.0004947141097124495,0.00047426507465662184,0.0004863932290411703,0.0004733298146865338,0.0004791031812766275,0.0005085639949065564,0.0004729246850319809,0.00048727874546818393,0.0004931671926953257,0.0005040064374066429,0.00046994720581600873,0.0004822623739266604,0.00044880256174188623,0.000507771310636134,0.0004898813642058644,0.0005020374199279055,0.00047578927148604925,0.00048550068876545687,0.0004709558181537527,0.0003596416534057421,0.0033382586796540468,0.00047734455582491224,0.0004762918169125314,0.0005042830474814407,0.000491829285813664,0.0005046319685320029,0.0004737001549539226,0.0004903086646955953,0.0004885207702025735,0.0005025708455249093,0.0,0.00048055259250036277,0.00037764221316384,0.0004946875483704747,0.0004581037139515001,0.0004976616408703458,0.0004978009990813468,0.00047894354586849213,0.00048180535833909464,0.0004871104170058446,0.0004765829444457801,0.0004232243034107981,0.0004997806669292208,0.00047746353942337534,0.00048815605450944297,0.0004980917877791225,0.00033981769683271004,0.0004892268583522891,0.00046389114245041016,0.0003331089819686822,0.00040895109460681707,0.0004995380121726993,0.0005234314421727231,0.00046094191789527295,0.0004902366781851885,0.0004234642335416392,0.0005043531324815314,0.0005063998021436085,0.00039769496260277454,0.0004626732113556384,0.00040404786930693843,0.0005067915586347638,0.0005108352501345908,0.0004214082017538484,0.0004966701210113318,0.0003189466210907246,0.0004733298146865335,0.0003597276841216074,0.00033155484285604555,0.00027203850203727406,0.0004733298146865339,0.00043019091324034934,0.00037254423901883347,0.0003375395451012268,0.0005153433093532644,0.0004959206876256446,0.0004893699762099085,0.0004902366781851885,0.0005068979178241233,0.0004952276186760688,0.0005313409710278711,0.0005030745089333933
Agricultural and forestry machinery,5.659693255770528e-06,1.7088454565493993e-05,1.3884956646920725e-05,2.3816767171112943e-06,1.1095357809215189e-05,7.825546905001857e-06,9.178123594961935e-06,9.52645026809767e-06,1.7236961044385463e-05,8.737316967939066e-06,3.941067666484256e-06,4.169398301309956e-06,4.854655633578698e-06,3.939011444391655e-06,2.9845925487651006e-06,2.2424008895992478e-05,1.3359220708046159e-05,4.153744877686769e-06,2.2012626462625832e-05,5.021700669144332e-06,1.936602562508493e-05,2.2243175907164764e-05,6.046728456780258e-06,1.0833547310662846e-05,4.473665401463598e-06,9.797958171272873e-06,4.550309624242421e-06,7.619796541892853e-06,5.889170685715687e-06,2.4432266731452893e-06,9.66051140221815e-06,9.456699002785418e-06,7.328846991435544e-06,1.6839225862575952e-05,1.8206787508270002e-05,0.0,1.1552359214463054e-05,6.7236114973197295e-06,4.185524141623125e-06,3.939011444391655e-06,5.567699558432809e-06,7.079095611304811e-06,2.8185218463010505e-05,1.6502166830803318e-05,1.1569543646028301e-05,1.7953053221762462e-05,1.2371876528424891e-05,9.119310904828944e-06,1.2103265349446069e-05,1.4327533505360685e-05,7.5356493922777225e-06,8.9619225543158e-06,7.360026520063841e-06,5.814590729736879e-06,3.939011444391656e-06,4.396015061913676e-06,1.497629356687362e-05,4.890430162667669e-06,4.234344572398172e-06,1.3520595107705827e-05,1.8645990233008267e-05,7.336097240938824e-06,1.667138122681838e-05,1.1687643869022762e-05,2.0146635575878643e-05,1.1877770388144325e-05,7.3190614063379805e-06,0.0,8.838015437656193e-06,5.474390970830526e-06,1.647442585739364e-05,4.33653825356255e-06,1.5562797841528156e-05,6.524053790176502e-06,4.169398301309957e-06,9.350919701615082e-05,6.581527934759393e-06,1.806774237264389e-05,1.3780493607557374e-05,6.609707762981371e-06,4.637118698485053e-05,1.2058679272907584e-05,8.649622783314939e-06,1.975056756005603e-05,2.0808911766520412e-05,7.273932006390443e-06,1.3003109137661335e-05,8.24254333422672e-06,8.654647671765492e-06,6.760448249980029e-06,1.2340946231386355e-05,1.797643819557859e-05,1.0253608163409633e-05,2.3493437181028324e-05,0.0,1.2545382438816495e-05,4.851832944558507e-06,7.8579340429324e-06,5.257383976288574e-06,2.1902669373683084e-05,1.9644359713751373e-05,2.3816767171112943e-06,6.107968098828338e-06,2.5083281278980644e-05,1.6123675683901128e-05,6.2932332970290246e-06,0.0003675863316154093,2.0289902454018808e-06,1.02082014317264e-05,0.00024219837182087755,9.644197632526709e-06,7.4229267272029e-06,1.90947301623247e-05,2.080207640198446e-05,1.6211546399154408e-05,1.0975292587087997e-05,4.972690277751887e-06,1.0005278583172354e-05,6.3573578312676534e-06,1.587711301544029e-05,1.919918621107976e-05,1.0734336885095311e-05,1.4640544666893141e-05,3.851405659231295e-06,0.0,2.0149395422402104e-05,9.835654146097192e-06,6.115844267723582e-06,4.379492997957533e-06,5.20636730758432e-06,1.432166910713758e-05,9.801514903900211e-06,1.0131663558659054e-05,3.4006026779563314e-05,1.726112351596811e-05,1.0733635085524928e-05,1.4775636015243486e-05,2.0466968604425105e-05,1.8017176753914006e-05,8.009455443585314e-06,2.0743920219889893e-05,1.111740695573667e-05,1.8021667353826306e-05,1.0873904727888951e-05,1.314799698463984e-05,1.0565395355037438e-05,2.3816767171112943e-06,8.271847565054657e-06,2.224599882389047e-05,1.469572691748628e-05,1.175775882842659e-05,6.367534193830885e-06,1.348122118535517e-05,4.328288920033342e-06,2.4254005695325615e-05,8.878050958510209e-06,4.899263135356394e-06,4.999182091252158e-06,5.38856767951325e-06,2.2257732332050342e-05,4.214636858703831e-06,6.337833693303326e-06,7.1586533680836445e-06,1.6417225331770812e-05,1.2503534226524592e-05,9.356745650107944e-06,1.8202615443870975e-05,2.8819647939746436e-05,2.2050224381803835e-05,1.4798880157621092e-05,4.0234145714063496e-06,2.8185218463010494e-05,6.386548424609634e-06,9.481508767160177e-06,3.8599591918180195e-05,1.0612650007340961e-05,8.240808241654505e-06,6.274576478178902e-06,8.738560174650311e-06,1.3519069261309069e-05,8.726358494988099e-06,1.4572570294274607e-05,2.0156975011828956e-05,1.392192917975318e-05,0.0,7.138621373872364e-06,1.079453875742076e-05,1.6974709270214606e-05,1.3253823163010032e-05,4.49002840293076e-06,1.0600271184950115e-05,4.170564657327053e-06,7.919125989047408e-06,4.4767123554050265e-06,4.5383109446108955e-06,1.0883062888659614e-05,5.9985357015883915e-06,4.847083903097034e-06,5.822496907481699e-06,1.4234842300491206e-05,2.4452784576309593e-06,1.3041160180674823e-05,1.6816049735577615e-05,3.0807269917704465e-06,9.33684592704127e-06,1.3046480248938541e-05,1.545781922972663e-05,1.7549354602834503e-05,4.153744877686767e-06,1.3934850508215353e-05,1.7265133121604755e-05,1.751401449073662e-05,1.029154803146892e-05,9.738600124595116e-06,2.1531001791167845e-05,1.5277078639049475e-05,1.0900097751476341e-05,1.800079104601304e-05,1.7699048964381138e-05,5.298116622951295e-06,4.342307715436225e-06,8.88302469483271e-06,2.3816767171112943e-06,1.1053904324936227e-05,0.0,3.572043523530276e-06,8.479666456966768e-06,3.941850657931032e-06,1.9517084841738455e-05,1.367411435215185e-05,6.799049536749961e-06,1.566565650895191e-05,1.4198072511701052e-05,1.0435306951547553e-05,1.589247719930466e-05,1.435631643799425e-05
Aircraft and spacecraft,6.428080180748217e-09,7.255527867655362e-09,1.0851725582507756e-08,7.488423328977948e-09,4.260663589629084e-09,8.925417809797186e-09,8.505215478153662e-09,6.9608428507935605e-09,1.3053718684422887e-08,8.31936960796136e-09,8.66855754561306e-09,5.651258112138543e-09,9.690002588982954e-09,4.652489822595302e-09,7.778656893977124e-09,7.880379110303011e-09,8.933079023918665e-09,1.3199073606746012e-08,1.1891925108214834e-08,7.763502541486555e-09,9.008825757880678e-09,1.2044994473462145e-08,8.439241447600526e-09,8.896897452027807e-09,7.421980857846837e-09,5.6504942548561115e-09,1.983646462068142e-08,6.415168633478289e-09,5.468585191133793e-09,5.829151055695981e-09,7.949372090956764e-09,8.54969566372218e-09,6.68812787876864e-09,7.233805714304902e-09,1.9185194018791074e-08,0.0,1.4381803985313504e-08,8.840530464827341e-09,7.45561463862479e-09,5.819455498376113e-09,8.168595880558515e-09,1.3830573129253548e-08,1.1105653212236925e-08,1.7222695601355832e-08,1.3867854513861822e-08,8.358625979747107e-09,1.217581605518326e-08,6.398540934605702e-09,1.3481555643328993e-08,7.930907416439475e-09,1.0137249447383473e-08,6.223592322196214e-09,1.0468180999747389e-08,7.574970880041345e-09,4.652489822595302e-09,6.6325984372480265e-09,7.786984293272493e-09,5.089954235032204e-09,9.9241885259875e-09,6.704316082239929e-09,8.444721152210538e-09,7.915987508515453e-09,7.440055042269503e-09,1.1444432214316424e-08,5.770736118404046e-09,7.704935491895099e-09,8.142870552676432e-09,0.0,3.755854557819239e-09,6.612916433068401e-09,7.676979299026842e-09,1.5212033873617614e-08,1.7351130031002623e-08,8.435511096837956e-09,1.983646462068142e-08,6.979187253318402e-09,9.904880196204932e-09,6.734417431828796e-09,1.2670613202933782e-08,8.459232815854853e-09,8.598346005485802e-09,7.592042403721485e-09,7.943372074416807e-09,9.092828675577303e-09,8.460133504592545e-09,1.64254133163426e-08,8.601845976240222e-09,5.610915000632282e-09,7.454333852653962e-09,7.6621576102383e-09,1.1557013477801457e-08,6.9663241832599085e-09,5.809377341097781e-09,9.921250931299529e-09,0.0,6.640687902626067e-09,5.8113425495187446e-09,5.630879125295367e-09,8.08861202898383e-09,9.743262942966258e-09,9.670060249900123e-09,7.371988135590624e-09,1.3775344580905214e-08,1.0001587449837915e-08,6.271304323321676e-09,6.727279940207546e-09,6.457881056887603e-09,2.3706166512310755e-09,5.64041554217318e-09,6.979187253318402e-09,8.471322044024511e-09,9.60572542330523e-09,8.167522775351286e-09,7.85224727169456e-09,8.42121780283533e-09,5.192502579927028e-09,5.580205850832079e-09,6.211876244705122e-09,1.1890735431275863e-08,9.466319428066023e-09,1.0625318705169424e-08,7.665991529157674e-09,1.0323199912015598e-08,6.944817731520895e-09,0.0,8.945223205286212e-09,7.1783866495908374e-09,8.093704651916851e-09,8.213428020376557e-09,7.289681563687073e-09,7.514456079895941e-09,6.914432934026078e-09,7.1297326831263e-09,1.82694329469692e-08,1.086379456660413e-08,7.983398537666055e-09,7.831874121738755e-09,8.502986910296595e-09,6.897138699678829e-09,9.570057995599329e-09,1.774826196904515e-08,6.6619539254668485e-09,7.450710936059258e-09,0.0,5.604282592589382e-09,6.030395143565242e-09,8.293783569393404e-09,1.0925501223289424e-08,5.173263898271904e-09,1.0949907702687969e-08,7.893595462589904e-09,1.903784895422197e-08,1.8409215832095986e-08,0.0,7.827356427246786e-09,8.417193725095967e-09,5.396379979115374e-09,7.2786299672146705e-09,7.694942409413451e-09,1.0819084106672374e-08,4.652489822595301e-09,8.658010417067453e-09,1.0628629973157602e-08,7.520193374099332e-09,1.6233479624923926e-08,1.9836464620681437e-08,6.747429229521037e-09,1.1230275570695652e-08,5.561220109351103e-09,7.046619773972699e-09,6.567106109220359e-09,9.619104984891187e-09,1.64254133163426e-08,5.880300646202052e-09,7.299823042414648e-09,5.561343015016183e-09,7.17904807377325e-09,1.077700362923741e-08,9.619104984891187e-09,6.916162851106126e-09,7.623878119919482e-09,8.241889192592521e-09,7.225482021507494e-09,7.371988135590624e-09,0.0,8.30491799539009e-09,5.063479966308007e-09,1.2144608282953692e-08,6.930835711560789e-09,7.395046614144974e-09,5.940119548558163e-09,9.55741551536041e-09,8.293496136721801e-09,8.523063517428787e-09,1.3319852863799636e-08,7.082763627678461e-09,6.268570963091878e-09,7.38250497300556e-09,6.662768579442319e-09,1.1908509853612903e-08,6.43010126794539e-09,1.006089227996001e-08,8.913977427190116e-09,7.4403761005575875e-09,9.054144254129272e-09,1.4614525809762382e-08,9.50521564262228e-09,8.960307404429864e-09,1.2830541583312808e-08,9.32498703106689e-09,1.0261227469042185e-08,6.345331144244317e-09,5.863744800293556e-09,1.832731865146121e-08,6.527839283196643e-09,8.47132204402451e-09,6.692430297694289e-09,8.217737581479726e-09,6.900798264895119e-09,2.38444284393658e-09,7.324029738395632e-09,5.410176407471466e-09,5.396379979115374e-09,6.53181806221506e-09,8.459232815854853e-09,5.737676395193518e-09,5.9522267040511795e-09,1.2723696433997186e-08,9.688205530723559e-09,5.110863086395632e-09,5.312976632579001e-09,8.058298618814234e-09,9.502621940522772e-09,7.850377347846559e-09,6.901950371047323e-09,8.071747960945561e-09
Animal feed ingredients and pet foods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Articles of concrete cement and plaster,0.0004484991252933333,0.0016752227375577168,0.000924043529751268,0.000124453906156568,0.00031865561030537627,1.7607708520183248e-05,0.0020290604904001854,0.0016726184210963191,6.009227763484266e-05,0.004346267458493438,0.00022406175739458665,2.244997706050413e-05,0.0003214414737711368,0.00048567093876613054,5.6609848576395125e-06,0.0001358540805593365,0.0031184590184747604,0.00012462784627433775,0.002336478819365871,9.333427356076879e-05,0.0013667320940096996,0.002945181379396188,7.825948517755218e-06,0.0017209837086826676,0.00018595173157122597,1.4712613021888183e-05,1.7075010333546723e-05,0.0012618528013046888,0.0004004188432859711,0.00014088872733809772,0.0017585783065015973,0.002455278760139585,0.00038650641528743926,0.0029200176237087127,0.003168133948671554,0.0002365493045931718,0.008295936061725502,0.0012634034943574276,0.00022406175739458665,0.00048567093876613054,5.618493169862351e-05,0.0013633788620383582,0.0028391707235913585,0.0004754067583009949,0.001150569565029289,0.005119506430848999,0.001147379428012125,0.004351151020013237,4.7534102229322226e-05,0.0020256179851406266,0.00020442766214321515,0.00038421246967754175,0.00034483900644361094,0.0002024584971089529,0.001573022546456058,0.00022545682768489173,4.3254969917398976e-05,1.18266181556764e-05,1.7614923707743904e-05,0.002490106632741468,0.00039077618431332433,2.244997706050413e-05,0.0002365493045931718,0.00026357237949651885,8.91606283371562e-05,0.0008278838117055306,0.0007031638880550331,0.0,1.7320429744455482e-05,0.0001201430587280067,0.001727448481632037,1.1692304784184987e-05,0.003245279237764569,0.0007324525373437201,1.7302761778760082e-05,0.0014086027059686845,2.8733937188060394e-05,0.0027116402094252887,0.0006468489320678481,0.0007324525373437201,1.6566630380888653e-05,0.0016971665120414188,0.00012510326165572134,0.0023547118200861776,0.0013796060314145056,7.756367925921447e-05,0.0013032874102958927,3.407649885723842e-05,0.0006028547898909823,2.298880470816711e-05,0.00032052714289167096,0.003198801693373002,0.0009994658660637012,0.0026435262726843727,0.0,0.00041649999708366994,7.190538841401031e-06,0.0007122878449138709,6.1401242780918625e-06,0.0027933997194652697,0.003167930962642432,0.0,7.193365011234662e-05,0.002125235391071837,0.0005711281301677489,0.0001228856029248149,0.04369564160059931,1.2196669183026057e-05,0.0004780634801193028,0.0016389098629419497,0.0038414595000302613,6.22201052535919e-05,0.005530949019243479,6.336576436256753e-05,0.003754428769602711,0.0034244087534943636,0.00022379808903469323,0.0031623918795580346,0.001387508480954556,0.004499257101500011,0.0005359035461541331,0.0007143317689258155,0.0005051550549998744,0.0003821159884232557,0.0,0.0026936387616074762,0.008542284187635533,6.623263070572536e-05,2.2643282448024228e-05,7.239568854467082e-05,0.0030220654882752405,8.916340154265458e-06,4.414388367840986e-05,0.0010458451948230725,0.0029014672322972457,2.1877803330935522e-05,0.0022752514950074984,4.587138414457917e-05,0.00031599613680663956,4.018848218233254e-05,0.004056126930313786,6.678852416230302e-05,0.002640840496465019,0.003161084796415917,0.0028200148021562017,0.0013126977711317642,0.00011628165421203893,0.002819933052948679,0.007331362110483948,0.0030113528993577416,0.0082618532015669,0.0009396234080940175,0.00046618203944611005,0.004188302166883897,0.0026609627938575004,0.00034938342414553427,0.0044265240636536755,5.097079724660385e-05,2.5417172936565964e-05,0.0032568087340200504,0.0007515334294773215,0.0044265240636536755,0.0020069877590905946,0.003124161400972421,0.0008110127209200273,0.004426524063653676,0.001336675422427281,0.003852236419106118,0.003142128088532934,0.0025776509275677825,8.871904955516551e-06,0.002835235661887702,1.4684361829203511e-05,0.00202667338194579,0.027724291647804388,0.0016966790086433059,3.317329038655881e-05,3.505568330530846e-06,0.0017707765265685938,0.002074665517479099,0.0018677015281454762,0.0019081141652829072,2.25595687213364e-05,0.0011931302834445293,0.0,0.0027216230886416685,0.002954468818560038,0.0023271446413911413,0.000503578334354289,2.1046620566876838e-05,0.0023908969344242728,3.9657553545188436e-05,6.305940565536784e-05,0.002512755074979649,0.0003825953754467037,0.0013143963917310872,1.3175118051905521e-05,3.1407337564925176e-05,2.4408553382946425e-05,0.008343613860520563,0.00017292916390202953,0.0031508039663664038,0.0009520312195727111,0.00019397243785379046,0.0007571593698750103,0.0019110846691652666,0.004739178895595707,0.0006561760537608578,0.003543126242616631,0.00017154097266687285,0.002676755923521024,0.0034220334843279086,0.0009403826073445592,0.00014939054106849356,9.935801021596315e-06,0.003244992858928744,0.003211610715356182,0.00023632387810580685,0.0025063414294158445,6.274928836760234e-05,0.0,0.0014489676990614149,0.0001240902296104733,9.105534636924408e-06,0.0,0.00024379113082502219,0.001841893662258422,0.00015331772170547165,0.003550806061496301,0.0026993245818112336,0.0008501478978872162,0.003543126242616631,0.0021681328211950977,0.008569164163250681,0.006334624611676039,0.007871102214469324
