,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,0.0010334024277534395,0.0010895403313181012,0.0009132463628923246,0.006741010607824109,0.0008251208810664566,0.0008564578812690913,0.0009320374802448114,0.0010041328738188786,0.0007505242815085895,0.0009357559227145693,0.0009499705887790158,0.0008935797160282906,0.0011327284408471226,0.0009937526624401946,0.0008929303878675673,0.0008188774218166673,0.0009213385109158117,0.0008915087120525638,0.0009436092714476853,0.0009237647600349627,0.000918381842235032,0.0009268644499469692,0.0006811811315088757,0.0009261596022645984,0.0009244387270592338,0.0008541956571285545,0.0009141609454494555,0.0008687635441006156,0.0012578696601039917,0.0009315726743059899,0.11060386548586289,0.0003758356482634955,0.0014557498700684124,0.0009264657028565035,0.0009285874298041031,0.0,0.0009052599184004514,0.0009225296673745177,0.0010697095176130642,0.0009937526624401946,0.001044431699891153,0.048318148413728564,0.0009257605565677058,0.0009122819032713861,0.000920053900950042,0.0009206338958023462,0.0009153320114782656,0.0009143053565419564,0.0029498286989957023,0.0009008017340789883,0.0008526481205661271,0.011877739057694873,0.0012651576711969726,0.0014408864536324644,0.0009935055588497317,0.0009338933978807111,0.000807220337914237,0.0009039269416574003,0.0008946151405227685,0.0009285147230790687,0.0009261044583703837,0.000910979891836116,0.013393449913339335,0.000867884114739565,0.008116643550220171,0.0008397156219396829,0.0009203487332950369,0.0008946151405227683,0.000847273903766731,0.0009156314442332519,0.0009235482533458454,0.0009176156653198348,0.0009354972642133053,0.0009144583146994802,0.0009152831703622584,0.005007754062771087,0.0009144656696456417,0.0009292380484074085,0.0008978855798265832,0.0007991452557835726,0.0009144583146994802,0.0007570310704733143,0.0011794396049616704,0.0008862024569144262,0.0009035059580221109,0.0009115450264486088,0.0009407295920780986,0.0008868722650312534,0.0006958394437035231,0.0009906092092343251,0.0009131145706826159,0.005795664521318751,0.0009280065281176916,0.0025326714538949865,0.0009410932904430763,0.0,0.015925202153403623,0.0008600154078769415,0.004526117573860434,0.0008640713997043687,0.0009269516052748226,0.0009293100965143743,0.0009294733767414606,0.0009206697523648668,0.0009119485384346563,0.0008577207471544086,0.0009226152809810091,0.0008619759095325619,0.0007345595944407201,0.004093634349618823,0.0008683270852526534,0.0009301506992654364,0.0008198805642402973,0.0009465811915574741,0.000828749326382103,0.0009245716401640757,0.0009504306439879448,0.0009334123699212113,0.0009253808880865025,0.0009803645888166132,0.0009236214808402527,0.0008916252648677645,0.0009104114580673099,0.0008818383747715545,0.0011066689403837638,0.0,0.0009255226677980871,0.0009032678664953165,0.000879565338027082,0.0009029944952869203,0.0008956013590238112,0.0009275558177131,0.0005987618144473885,0.0008460177369074481,0.0009172445651109163,0.0009219596145119321,0.0028326941782580587,0.0009099044461444647,0.0008587830178893644,0.00086944257282291,0.0008696697050884007,0.0009267492213218394,0.0008592408312624118,0.0009209571587480323,0.0009270088839177044,0.0009165000705410665,0.0008621047508927197,0.0009318019620905285,0.0008918765666870865,0.0009268222390153355,0.0009270742934216952,0.0008983188206126778,0.0008651303487447793,0.0009205468638737894,0.0009331012859980123,0.0011634324665944261,0.0022858402211415664,0.000936866657041944,0.0009284888020912953,0.0011437372270150052,0.0009276021339053199,0.0009774844729862797,0.0009331012859980123,0.0009312254351817174,0.0013875801801624089,0.010244260796037866,0.0009233233963022844,0.0009268281868681388,0.0009491077946570459,0.0009330430249382406,0.0008766577967010641,0.0009312430028550995,0.0008650479066819911,0.010870912646955482,0.0007991452557835727,0.0009016683901169756,0.0009455054697597829,0.0008831280808427835,0.0008992410898534168,0.000926250017518271,0.0009021100638953539,0.0008756055284808936,0.0012905303077942747,0.0009294733767414606,0.0,0.0009085914833399723,0.0009323086350947232,0.0009060092864298296,0.018384532913081234,0.0009057749658449539,0.0009129766392220606,0.0009474701450675625,0.0008611068596825407,0.0009371515368922351,0.0008933563221695497,0.0010570362417341131,0.0009033550282225718,0.0008640579625548954,0.0009032426647553019,0.0009077071869697449,0.0009315403037161327,0.0009034735954699363,0.0007725078750596758,0.0009763791555817163,0.0009270718554356585,0.0009194794759357057,0.000925811421118689,0.0008454545982329974,0.0009416636218105058,0.0006353984476422748,0.0009277731382448372,0.0009282205196696155,0.0014697059385029927,0.0008384294606932673,0.0005566869165235326,0.0009334756506885506,0.0009320822832790659,0.0007932462053103306,0.0011635422817165128,0.0005815398278316915,0.0009284888020912953,0.004765917036962285,0.0009323716329800771,0.0004856026622960567,0.000928488802091296,0.0011165843228530493,0.05913079110551296,0.0009293584764149253,0.000926544450093211,0.0009353551069830198,0.0009221510148949443,0.0009416636218105058,0.0009452585778434647,0.0009014187665698208,0.0009140474353503183,0.0009072392544527446
Agricultural and forestry machinery,7.93852759058341e-05,4.90228503011562e-05,6.157726618567995e-05,2.4243992700972597e-05,6.427373659882099e-05,4.9837272456143676e-05,5.099376186710356e-05,7.932784100058564e-05,4.662936706508771e-05,4.98176166634051e-05,2.3340583245827462e-05,3.0912724638212545e-05,3.12717192482593e-05,2.3329547095928283e-05,2.3853122344333147e-05,4.979121043851556e-05,5.966902192181483e-05,5.033540357425497e-05,5.301071188666246e-05,6.74372175738542e-05,4.7647000181649346e-05,5.3579195849668294e-05,4.50682889375972e-05,4.691884267900804e-05,2.5742131620994362e-05,5.1335108489504465e-05,3.864323591711934e-05,3.601687799442778e-05,9.92010835772978e-05,2.4331767535444206e-05,0.0038871072470307395,4.7965586089346616e-05,0.00013054591430654384,5.1697575820522635e-05,5.1758200482775266e-05,0.0,5.543445221314042e-05,3.5787506192612174e-05,3.082273975225527e-05,2.3329547095928283e-05,3.735685589237658e-05,0.000161449462375858,5.6096836206471355e-05,8.394193219888475e-05,4.5250543214504745e-05,6.275209499605165e-05,4.811659782286907e-05,4.013292917836529e-05,0.00945369214415315,5.0312387509081154e-05,4.747757626014737e-05,0.0006631444234696117,8.603163540230808e-05,0.00015205155280245786,2.3329547095928283e-05,3.1457891792502e-05,3.391369679959002e-05,2.728070527398754e-05,2.2178956873618488e-05,5.148930404016753e-05,5.233134254996424e-05,3.677162276342616e-05,0.00141773425761212,5.630171346459849e-05,0.008224983426667994,4.906860793912737e-05,7.007940473331639e-05,0.0,5.492063388341757e-05,3.463979858842522e-05,4.1845373441160655e-05,6.350444182739396e-05,4.587186881115409e-05,4.132967164932635e-05,3.091272463821255e-05,0.13663950434209476,3.4380374724114876e-05,4.3635965691717304e-05,5.069698425470677e-05,4.226537828717514e-05,4.295134522938024e-05,5.276459570040414e-05,0.00033269699493033663,5.3913998951842656e-05,5.191259989598292e-05,6.082225630347711e-05,4.7158155181376434e-05,5.188621417400892e-05,4.297098593800547e-05,0.00012488575025204602,3.633636990179064e-05,0.0002669500926101116,4.804373745052024e-05,0.0008162834023747366,5.0761867723239606e-05,0.0,0.0008297414943980671,3.639181175192414e-05,6.962677492973339e-05,3.635669346625805e-05,6.086330383082424e-05,5.3351674671102674e-05,2.4243992700972597e-05,3.9222477675108945e-05,5.687264802800778e-05,5.18976120874926e-05,6.705002672668127e-05,8.417688626567383e-05,7.755374405690008e-05,7.415332587739192e-05,0.000318895706649946,4.325192441444134e-05,3.101769278398355e-05,0.00038286140042582647,4.893367217274884e-05,5.428266363437253e-05,5.037772871636096e-05,2.769112129442422e-05,5.005537902146384e-05,3.2302417423507445e-05,5.049768403786414e-05,7.154343571544666e-05,5.1403634620714204e-05,5.9642997816312136e-05,3.334200007336217e-05,0.0,5.230583674365762e-05,5.037226906219539e-05,3.8570897726468e-05,3.418866808659638e-05,3.9467243841339624e-05,4.0918340242897296e-05,5.939224339797466e-05,4.103877020594404e-05,5.28169537331856e-05,5.1338493774751476e-05,0.0005498463239432714,3.9607289374224224e-05,5.347437079991761e-05,5.709029413147117e-05,5.6627801526906545e-05,5.630195712010949e-05,5.001462501791458e-05,4.719688264001074e-05,4.491821773917579e-05,5.306721391879522e-05,4.999116806792158e-05,2.4243992700972597e-05,5.249320776861545e-05,8.123738607090685e-05,5.3560321476097365e-05,6.376102161342369e-05,4.7362690568510326e-05,4.1944723309014466e-05,2.567843999409388e-05,5.364668721768352e-05,0.0006503827793300387,3.2679929950346685e-05,6.75576956343459e-05,3.498424619100422e-05,5.4523185393818054e-05,2.4032126449716295e-05,3.780399500777365e-05,5.144880216881218e-05,5.09331814156545e-05,0.00027380439384371886,4.7639927557683536e-05,5.555781801831311e-05,4.872463865222136e-05,4.921657358765799e-05,2.235570057773471e-05,5.6096836206471375e-05,4.5845238153825124e-05,8.187000444121381e-05,4.226537828717515e-05,7.048117138976493e-05,5.938389354694959e-05,3.908286578295104e-05,4.1556676239167073e-05,5.2013118351552806e-05,4.94827228123098e-05,4.965915104492256e-05,4.9089456648917455e-05,4.964825820806175e-05,0.0,4.505907834969194e-05,4.580215836586751e-05,5.1245705203575624e-05,0.0002700966084708529,2.3934858355755822e-05,5.990321282893052e-05,3.090621617656678e-05,4.386409938945761e-05,4.096174132837126e-05,5.412733757843266e-05,7.505724925726688e-05,3.74290018877447e-05,3.700461766595296e-05,3.545524458481413e-05,5.958381121201579e-05,2.507626524887764e-05,5.3510142407645566e-05,5.301298335596672e-05,2.429936505740344e-05,4.545623847783888e-05,4.585860251173541e-05,5.2425433898976035e-05,4.74146556133753e-05,5.033540357425497e-05,4.0538310763783166e-05,4.9539902585148095e-05,4.687278234461157e-05,0.00019970106281043572,6.933285369412703e-05,5.957958794032884e-05,4.58456710245361e-05,4.4763308993384974e-05,5.045450984720364e-05,0.00016753571776437665,2.5732859891643737e-05,3.1033728469443234e-05,0.0010169852898075852,2.4243992700972597e-05,3.0117052059090386e-05,0.0,2.9706006212588515e-05,7.157222487107669e-05,2.9223577384979317e-05,5.4014865514193344e-05,5.355212068992896e-05,4.205513300765728e-05,4.512605265914286e-05,5.6743219384421276e-05,5.8196447546174826e-05,5.385373794249824e-05,5.943427111321465e-05
Aircraft and spacecraft,1.9863997123689277e-05,2.7712463105102648e-05,1.9128567611308328e-05,2.0630906114855075e-05,3.597795777102937e-05,2.9712024899932186e-05,1.906692215232229e-05,4.86507918102212e-05,1.7339354408922722e-05,2.3264369293725594e-05,2.0276582752249214e-05,1.535440854724391e-05,1.9080363057629838e-05,2.343187591896946e-05,2.1803013462651764e-05,0.00012886738955455776,0.09848811982272607,2.32758870420965e-05,2.854200845187545e-05,2.9068877252934452e-05,4.8447528374934326e-05,2.3814364129816525e-05,2.4506241235448926e-05,1.9797121580613335e-05,2.082109148245415e-05,1.7033935288568122e-05,1.791691028549586e-05,2.407474518173483e-05,1.594720818969603e-05,1.6422557957868452e-05,0.00022224755997306804,6.518459106216731e-05,4.854351351302742e-05,2.0405562122184895e-05,1.8385392726312477e-05,0.0,2.0335879449309523e-05,2.25313536040715e-05,2.0889357687194584e-05,2.3529286338539388e-05,4.235841885541405e-05,6.158810702992665e-05,1.802936251717649e-05,2.4841287891964125e-05,3.03390227303392e-05,2.6882601385242926e-05,1.9682434578784104e-05,2.14490674745547e-05,2.1148013122798497e-05,2.268690502866574e-05,1.7509665687325302e-05,0.00023200915815093054,1.806452083121955e-05,2.6523659277453688e-05,2.3431875918969463e-05,2.431110077797061e-05,2.8798612282384158e-05,1.5253011210525109e-05,1.9413899569981485e-05,1.732055874527001e-05,2.4678783944484876e-05,2.644944371913082e-05,0.00027426041176088946,2.2514591767354304e-05,0.00839733404496802,2.1973053706085916e-05,2.9900970549730405e-05,0.0,1.3562843218654971e-05,1.7644879117102448e-05,2.0173399869502193e-05,2.196090855149034e-05,1.815963366252491e-05,2.372906153451073e-05,1.791691028549586e-05,1.995002708434352e-05,1.9497440966144167e-05,2.167323062015903e-05,2.0385472370953316e-05,3.274738389504862e-05,2.3749637134971083e-05,0.10833175878660956,1.8794281770788336e-05,1.993220554031762e-05,2.0231991542144398e-05,2.3752335420014265e-05,1.860820887963902e-05,1.948352725793443e-05,1.5010974221127558e-05,2.0885956931925953e-05,1.9494799384225725e-05,1.8788652450638408e-05,2.3376110154958195e-05,1.7308575065525405e-05,2.0115362558326754e-05,0.0,3.7832917995483665e-05,1.4206999570403623e-05,1.6329926088094752e-05,2.5113730814921276e-05,2.0482697467360564e-05,0.0002944540151633957,1.9977345001508487e-05,2.0295975275671526e-05,2.0765437205285317e-05,1.752900627890788e-05,1.776422645464859e-05,7.493561805280182e-05,4.267836553733638e-05,1.64836557709218e-05,1.995002708434352e-05,1.8731497752421305e-05,2.9931050990993978e-05,2.0990501656707244e-05,3.1263288281428984e-05,1.92716299842419e-05,2.2269441558948808e-05,1.6255273846718704e-05,1.710710441075655e-05,0.0008649393323316071,2.134680722968937e-05,1.943695189143444e-05,2.1793973288012132e-05,2.5748675511517703e-05,1.842391306317696e-05,0.0,2.201132877305993e-05,2.0506354468357454e-05,2.6409556763543984e-05,3.061300717591386e-05,6.767420351307529e-05,2.266310424106567e-05,1.2245987295704744e-05,3.130762565535141e-05,1.9135633165833317e-05,2.090189534663335e-05,2.3404355757641514e-05,3.8822600221038475e-05,2.37384859018441e-05,0.004850918579677785,2.0522433995627824e-05,1.8250220828584202e-05,2.3312277012094733e-05,2.6488780256563506e-05,0.0,2.6558753498108606e-05,5.500473385162829e-05,2.327811211675163e-05,2.632948644369404e-05,1.573443749056499e-05,3.550874210671807e-05,2.502704700676554e-05,1.8304201891812018e-05,1.7749765900513664e-05,0.0,2.1371034857455012e-05,2.170099365481949e-05,1.5776758750763786e-05,3.2775994427774925e-05,1.937769303057569e-05,2.217712913344461e-05,2.3431875918969456e-05,2.0665698274089368e-05,2.2728364446261083e-05,2.2934473739497935e-05,1.8886922886062e-05,1.7916910285495855e-05,2.163107676677987e-05,1.6203304075017323e-05,2.1528128638266625e-05,2.3964209683430266e-05,2.266479578938318e-05,1.860820887963902e-05,2.010284902334952e-05,3.274738389504861e-05,1.5928967434591347e-05,3.497885019343331e-05,1.7926624999404292e-05,2.266479578938318e-05,2.0276945339788783e-05,2.395051923622515e-05,0.0006570485929825244,1.74727546236242e-05,1.9977345001508487e-05,0.0,1.9710444315402598e-05,2.4307265936214184e-05,2.9651285809821232e-05,2.678297613680981e-05,1.9972901943165707e-05,3.9948964177171965e-05,2.038474834583311e-05,1.9453655736035293e-05,2.4428764044289158e-05,2.2687153039407225e-05,4.362644069011956e-05,2.0850636388223577e-05,3.4729553503522e-05,2.0375286424835425e-05,2.0709982799749685e-05,2.8072775789930728e-05,6.747481514198089e-05,2.0788193634460657e-05,2.0743529898457034e-05,0.005596307588016831,2.0037592515791414e-05,2.0471795615596857e-05,2.243249337493224e-05,2.0983198219527257e-05,2.3538093845842478e-05,2.4878691040610556e-05,2.1950556412614905e-05,1.7195152871328295e-05,1.8030458907542658e-05,1.7388864946710653e-05,1.8731497752421302e-05,1.74517415252993e-05,1.949193157957767e-05,2.120221581516585e-05,8.161397194655078e-05,2.9726856986470526e-05,2.46185686022255e-05,1.5776758750763786e-05,1.7456163875461537e-05,2.3749637134971087e-05,1.6539212333999056e-05,1.7462917391579406e-05,2.5318438774309092e-05,2.1146286608727342e-05,2.323865705477805e-05,2.4989782067342263e-05,4.103418563429882e-05,1.9110938655523668e-05,2.2384483849294053e-05,4.2737374176367e-05,2.442014485366174e-05
Animal feed ingredients and pet foods,0.0,1.00000000000004,1.0000000000000409,0.0,1.0000000000000406,0.0,1.00000000000004,1.0000000000000395,1.0000000000000404,0.0,0.0,0.0,1.000000000000039,1.0000000000000397,1.0000000000000395,1.0000000000000395,1.0000000000000404,1.00000000000004,1.0000000000000404,0.0,1.0000000000000402,1.0000000000000406,1.0000000000000402,1.0000000000000406,1.0000000000000402,1.0000000000000402,0.0,1.0000000000000402,1.0000000000000389,0.0,1.0000000000000397,1.0000000000000402,1.0000000000000395,1.0000000000000395,1.00000000000004,0.0,1.0000000000000404,0.0,1.0000000000000406,0.0,1.0000000000000406,1.0000000000000404,1.0000000000000409,1.0000000000000402,1.00000000000004,1.0000000000000402,1.0000000000000404,1.0000000000000397,1.0000000000000366,1.000000000000041,1.000000000000041,1.000000000000039,1.000000000000039,0.0,0.0,0.0,1.0000000000000404,1.0000000000000402,1.0000000000000395,1.0000000000000404,1.0000000000000402,1.0000000000000395,1.0000000000000386,1.0000000000000404,1.000000000000013,1.0000000000000395,1.0000000000000406,0.0,1.000000000000041,1.0000000000000402,1.0000000000000395,1.0000000000000404,1.00000000000004,0.0,1.0000000000000402,0.0,1.00000000000004,1.0000000000000406,1.0000000000000404,0.0,1.0000000000000395,1.00000000000004,1.0000000000000402,0.0,1.0000000000000409,1.00000000000004,1.0000000000000406,1.0000000000000402,1.0000000000000402,1.00000000000004,0.0,1.0000000000000384,0.0,1.0000000000000406,1.0000000000000404,0.0,1.000000000000033,1.00000000000004,1.0000000000000384,1.0000000000000402,1.0000000000000402,1.00000000000004,0.0,1.0000000000000402,1.00000000000004,1.0000000000000395,1.0000000000000406,1.0000000000000404,1.0000000000000397,1.0000000000000377,1.0000000000000404,1.0000000000000404,1.0000000000000402,1.00000000000004,1.0000000000000402,1.00000000000004,0.0,1.0000000000000402,1.0000000000000406,1.0000000000000406,1.00000000000004,1.0000000000000402,1.00000000000004,1.0000000000000409,1.0000000000000393,0.0,1.0000000000000402,1.0000000000000406,1.0000000000000397,1.0000000000000402,1.0000000000000395,1.0000000000000402,1.00000000000004,1.0000000000000397,1.00000000000004,1.0000000000000402,1.00000000000004,0.0,1.0000000000000404,1.00000000000004,1.0000000000000397,1.0000000000000395,1.0000000000000406,1.0000000000000404,0.0,1.0000000000000409,1.00000000000004,0.0,1.0000000000000409,1.0000000000000413,1.0000000000000406,1.0000000000000413,1.0000000000000404,1.0000000000000402,0.0,1.00000000000004,1.0000000000000353,1.0000000000000402,1.0000000000000404,1.000000000000041,1.0000000000000404,0.0,1.0000000000000402,1.0000000000000409,1.0000000000000406,1.000000000000037,0.0,1.0000000000000404,0.0,1.0000000000000397,1.0000000000000397,1.0000000000000406,1.0000000000000413,1.0000000000000395,1.0000000000000413,1.0000000000000404,1.0000000000000402,1.00000000000004,1.0000000000000406,1.00000000000004,1.0000000000000402,1.0000000000000397,1.00000000000004,1.0000000000000402,0.0,0.0,0.0,1.0000000000000404,1.0000000000000384,0.0,1.00000000000004,0.0,1.0000000000000409,1.0000000000000402,1.0000000000000406,1.0000000000000397,1.0000000000000404,1.0000000000000404,1.0000000000000395,1.0000000000000409,0.0,1.0000000000000409,1.00000000000004,0.0,1.0000000000000404,1.0000000000000402,1.00000000000004,1.0000000000000402,0.0,1.0000000000000402,1.0000000000000397,1.00000000000004,1.0000000000000402,1.0000000000000404,1.00000000000004,0.0,1.00000000000004,1.0000000000000406,1.0000000000000402,1.0000000000000402,0.0,1.0000000000000395,1.0000000000000406,1.0000000000000402,0.0,1.0000000000000404,1.00000000000004,0.0,1.0000000000000406,1.0000000000000409,0.0,1.0000000000000402,1.0000000000000402,1.0000000000000409,1.0000000000000406,1.000000000000041
Articles of concrete cement and plaster,5.287842182859057e-05,2.3434598325558593e-05,3.3679685552638285e-06,4.134960529483527e-06,1.0064720710325685e-06,7.298802782075702e-08,4.737210961636985e-05,0.00029784283461916505,1.6293002489396463e-07,7.717905918210586e-06,1.1558692132551027e-06,9.64184050359398e-08,2.8956398794208446e-05,3.7655489159093987e-07,5.0686496786873326e-08,4.117520938991268e-07,8.247174601408643e-06,1.6500528009041462e-06,1.0590041350779334e-05,1.3005946390393847e-06,5.103547256516286e-06,8.131527172547698e-06,3.295602800472408e-08,0.007510122561211917,4.229292135971326e-06,5.441912733740226e-08,5.250059561874435e-07,3.69963418696451e-06,0.000971893358369968,4.3241546446167055e-06,0.04718421321501601,6.191068564108095e-05,0.0002765899164711204,6.30816240429745e-06,3.978296164325519e-05,2.9857155307202478e-05,1.908032335688895e-05,3.255096865799111e-06,1.1558692132551027e-06,3.7655489159093987e-07,6.33308377302581e-07,0.004050201650237861,6.061549277286769e-06,2.8643075853135218e-06,4.989550351293949e-06,0.00011206718428991938,1.0173456305525814e-05,5.30286709654752e-06,0.0019240811976452424,2.0887673569511028e-05,1.7832143586834124e-06,0.00020304905019149616,5.759494258980406e-05,0.016259053812623086,2.9223129811330023e-06,4.888479860208488e-06,3.420293682719746e-07,4.043602159008397e-08,6.481931926084683e-07,1.1586420950777722e-05,0.00023306721332336125,9.64184050359398e-08,2.9857155307202478e-05,9.824348229657815e-07,0.015840381059869988,3.1261343924230564e-05,2.6092499114753352e-05,0.0,6.9289886513066e-08,1.4327024723838727e-07,9.683351243856437e-06,3.552913847219254e-08,5.649172758703975e-06,4.8174555252599e-06,5.740138858146697e-07,0.3810320498858417,1.2982358335867513e-07,7.1202030200326594e-06,5.43114643600081e-06,0.00013842202766369756,4.8174555252599e-06,4.470899385415609e-08,8.408407310089488e-06,7.855689688641778e-07,1.0482139233854576e-05,7.839905575677453e-06,1.7045567829975127e-07,6.323966498477802e-06,1.0198947189417896e-07,7.413956982589897e-05,9.914263964976262e-08,0.0004649422059694254,7.9931068874967e-06,0.00037782108796174485,5.9772180251713046e-06,0.0,0.000845834685325461,2.9567532179259075e-08,1.26773634165462e-05,3.3414768464821014e-08,6.5563507624584705e-06,3.978702042003172e-05,0.0,8.42426314448705e-07,6.458330536021107e-06,7.258904695268728e-06,5.968186886725892e-07,1.577480326294324e-05,3.919194290446174e-08,0.00026413183686506403,0.018030990335533983,3.563074168793992e-05,1.922151813542862e-07,1.6175838431097414e-05,1.7680005681218825e-07,7.42239148964845e-06,5.594389970371721e-06,1.5709182348993095e-05,7.106452835002656e-06,0.00012701895603202702,8.206823868948351e-06,9.158846410651894e-05,2.7594956223515903e-05,6.011648385308961e-06,7.331025875230877e-05,0.0,1.4438839414798138e-05,1.97612808505271e-05,2.1172775759906855e-07,3.906179836611428e-07,2.4016348758698795e-07,6.517311087980559e-06,4.1332782154930123e-07,1.3501308961048563e-07,1.2367876854807217e-05,8.616011249262754e-06,5.822728970659394e-08,8.531697431410956e-06,1.7408262151324107e-07,2.063560004990257e-06,1.343483722868827e-07,7.940800502321221e-06,2.2810631625106525e-07,6.313861563018362e-06,7.400370956466184e-06,8.921706172159056e-06,3.3056923099055607e-06,3.6179960595563966e-06,1.8930151182969128e-05,1.7710764555559428e-05,6.729097144108294e-06,1.9239928955268154e-05,2.1330696133100735e-06,4.5586187775591515e-06,4.913237300621233e-06,1.7213731776932977e-05,0.0010210944818662279,5.205120834772342e-06,2.183000846597515e-07,6.27562067239653e-08,3.178018430219684e-05,8.845223880025724e-07,5.205120834772342e-06,5.244585399935862e-05,1.1474921461294661e-05,0.0005628104493921538,5.20512083477234e-06,9.209610204516388e-06,1.608529306328369e-05,8.427769869981432e-06,3.308402084677557e-08,6.0577170460939875e-06,3.500375401247782e-08,0.00019198771865229128,0.00013842202766369758,3.267505937866261e-06,6.269745458043857e-06,1.3619959819004505e-08,5.021074215813286e-06,9.813240563542811e-06,0.00017479579106630428,2.5643885201597774e-05,1.0257795498816829e-07,2.5087865384352967e-06,0.0,7.883929983815238e-06,5.843742044713832e-06,2.0749395328968e-05,0.0022198472085836144,1.998121622096847e-07,3.147449610573952e-05,6.938607785166491e-07,2.3580729528416632e-07,2.1090676349726957e-05,6.604813943783435e-06,0.0002174799920043328,4.538808003920676e-08,1.2408445261302836e-07,4.4449280567812996e-08,1.923510538561803e-05,3.2424951144726035e-06,2.233157951844317e-05,0.0003219372297488806,1.951628948640485e-05,5.2704535013746964e-06,1.0460175123158613e-05,8.369367451388956e-06,1.826826328768641e-06,5.977673046437757e-06,6.305691479121196e-07,6.380043496508994e-06,5.748424093454758e-06,0.0001354399090099748,8.945183200965888e-07,1.278935007535942e-08,5.649463557599325e-06,1.3317558243089953e-05,6.9506991866855e-07,2.450165503202903e-05,8.286517601406551e-08,0.0,0.0002449150777717317,3.867561757098745e-06,3.006396462881006e-08,0.0,7.77909935665348e-05,8.075574011384504e-05,3.920767958829962e-06,8.505237292361064e-06,5.152022336347364e-06,1.839112037553597e-06,5.977673046437757e-06,9.334035681042134e-05,1.971574095641024e-05,1.878115516253662e-05,1.8787788720552463e-05
