,ABW,AFG,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,1.0177091949499158e-05,1.4023269428254182e-05,9.646839334604373e-06,1.4068411231422316e-05,2.7043859257825657e-05,1.4882327747041526e-05,1.1389547801531723e-05,1.2357992716039813e-05,1.3516097302183787e-05,1.6517533936739018e-05,1.5807353539394364e-05,1.0118785961392916e-05,1.3109177167047654e-05,1.469338109067671e-05,1.3731193251785232e-05,1.490420055980171e-05,2.8410389332575254e-05,1.7335012955065022e-05,2.3919326976121386e-05,1.4422104542571274e-05,1.3914628872163882e-05,1.1544838883095813e-05,1.4666573158927956e-05,1.2065216800507507e-05,1.4884211486581111e-05,1.7090512291059997e-05,1.4702330083564573e-05,1.1589275848017588e-05,9.666157003020855e-06,1.2678902830558014e-05,5.522924093823773e-06,1.0890241103598042e-05,1.3613294994093855e-05,1.3925519465559817e-05,0.0,4.013595120598669e-05,1.5551633233415926e-05,1.1786806637686007e-05,1.3109177167047654e-05,1.4825081674467412e-05,1.3344640515569108e-05,1.3896777372531249e-05,1.7426649728121117e-05,1.406542433770186e-05,1.7864338259134902e-05,0.0029900022419005025,1.4893493936301915e-05,7.561781885600979e-06,1.4729275284063418e-05,2.3607388531411704e-05,1.2107803173791182e-05,0.00012802395947010548,1.1476964852830395e-05,1.3111364259404488e-05,1.0641597488615104e-05,1.422647283166643e-05,1.5441673656654108e-05,1.631520400059972e-05,1.3944285695216054e-05,1.241633041804281e-05,1.628517448397903e-05,1.0400117759675014e-05,1.5191634497498291e-05,3.591736689142571e-06,1.636868411500677e-05,1.4805899042609681e-05,1.6315204000599716e-05,3.023054817984872e-05,1.571931114805085e-05,1.841384528575937e-05,1.588793909903471e-05,1.3624790622797607e-05,1.85388359871903e-05,1.6836947248555167e-05,1.771218841857392e-05,1.8301710892556993e-05,1.3615851675845265e-05,0.0015915536485269302,1.2957782196411642e-05,1.85388359871903e-05,1.2843998887171037e-05,1.4463940481814087e-05,2.1335749491350745e-05,0.0031927414730818916,1.4966762815632988e-05,1.6771037634982654e-05,0.0002288330399969696,1.181652798168173e-05,1.0701182911722186e-05,1.7039075766692173e-05,1.2166278218729998e-05,1.3775539524655874e-05,1.031988842795702e-05,1.3818131226045195e-05,0.0,1.1851656554219622e-05,1.5076571882916986e-05,1.1015248282466649e-05,1.3894046297374123e-05,1.3831872322191488e-05,1.3904764163738475e-05,1.3598989642725517e-05,1.416870488844488e-05,1.4315639787698786e-05,1.3727087368481062e-05,2.0269950581798438e-05,1.3887305015982358e-05,1.3880640778851955e-05,1.1549891066081634e-05,1.799181585298573e-05,1.3387530281092922e-05,1.3339584698962948e-05,1.3350436050464594e-05,1.3460006573642213e-05,1.3856188388382472e-05,1.350303184399241e-05,9.642508784397017e-06,1.3800254061864342e-05,1.424175595446606e-05,1.3881828835484656e-05,1.4517780509135898e-05,1.3759706601505038e-05,1.4133713501666797e-05,1.164246409215104e-05,0.0,1.4300569605496095e-05,4.65051156918418e-05,1.5481645192806794e-05,1.8448179467240016e-05,1.6249389452718142e-05,1.3482848382234307e-05,1.474253421841727e-05,1.4560839869877725e-05,1.6496539862292192e-05,1.3775851658970392e-05,1.1951340723959846e-05,1.0456195293789935e-05,1.4147894773206525e-05,1.4862631801768215e-05,4.262010306463775e-05,1.3884159747950258e-05,1.4929163330601716e-05,1.3743472696071064e-05,1.3802106353328106e-05,2.7007324839956784e-05,1.5019354024344047e-05,9.419532736664662e-06,1.4812301467681376e-05,2.2309457850031877e-05,1.3724562137104543e-05,4.165947342734898e-05,1.53796010336342e-05,1.4475717190017575e-05,1.3431839111572205e-05,1.395815303758481e-05,1.2196984439713072e-05,1.3411807547341349e-05,2.3315335783298095e-05,9.400416458980252e-05,1.3906022204839628e-05,1.3081645273353983e-05,1.3431839111572205e-05,1.4508564162169369e-05,1.3896916104967426e-05,1.293566600046329e-05,1.3293067772699041e-05,1.2457159482574771e-05,1.3722881827561982e-05,1.3378156140418155e-05,1.3754170930784588e-05,1.4200925655209744e-05,1.4808186833019185e-05,3.1741484957887494e-05,1.0024518046442377e-05,1.295778219641164e-05,1.5904962111534724e-05,1.4776006326445267e-05,1.5315140287073365e-05,1.4515834547481633e-05,1.4433224122691372e-05,1.549585272721009e-05,1.345801519901197e-05,1.6305856838212646e-05,1.3598989642725517e-05,0.0,3.3081841973498684e-05,1.0400851337766466e-05,1.656721821991902e-05,1.1839123480894385e-05,1.792954962212154e-05,1.3769651877807337e-05,1.6730417202012724e-05,1.4827973312711846e-05,1.3772434028752239e-05,0.0053597211115451295,1.1954164246384137e-05,1.4929341421245599e-05,1.4729476495648345e-05,1.5682195361171088e-05,4.2677059461880804e-05,9.685770500424312e-06,1.8934123956127496e-05,1.2337179159691381e-05,9.159251119266886e-06,1.2736801560111674e-05,1.4086152478718249e-05,1.386700706424365e-05,1.335340730574219e-05,1.3430081187066022e-05,1.0822355672382989e-05,1.389947628728975e-05,1.3784335353075849e-05,1.155362511449749e-05,1.52386334147576e-05,9.640691509382034e-06,1.3784308117003119e-05,1.3861241942023782e-05,1.2269153677333599e-05,1.3935409451971805e-05,9.620323254225619e-06,2.3315335783298098e-05,1.0147663798037504e-05,9.119999341084592e-06,7.806040101691837e-06,2.3315335783298105e-05,1.2037818152710482e-05,1.0465185162268002e-05,9.415774389082075e-06,1.3860373285445973e-05,1.386922932951857e-05,1.567718209776944e-05,1.3430081187066022e-05,1.3902972861845569e-05,5.086194447420635e-05,3.613864499848456e-05,3.723992220054434e-05
Agricultural and forestry machinery,5.7241411775629795e-08,1.065452869031971e-07,4.0489732959007945e-08,7.234316511762936e-08,1.0170521970249712e-07,8.235837125061978e-08,7.415449292636198e-08,1.1673723269507046e-07,1.1124649947453317e-07,4.449121009781867e-08,7.958508657222233e-08,5.6290212763648626e-08,4.414535032369288e-08,7.624168478418806e-08,1.4668746694818196e-07,6.172754823435846e-07,1.1779133904913949e-07,2.8981693056106707e-07,2.5208169020968725e-07,1.0630042346555179e-06,1.2821490626595772e-07,8.931011723563575e-08,9.692077202392989e-08,4.3657109004475375e-08,1.1946406199477667e-07,1.5862229645709422e-06,1.2455848746569473e-07,5.6554807581811705e-08,5.204732885751619e-08,7.618402082827554e-08,7.54191848045751e-08,5.000939893830502e-08,1.2979752626182898e-07,1.755302753168468e-07,0.0,2.0750055902838642e-05,9.203642911038712e-08,5.70212876349061e-08,4.414535032369288e-08,1.1139523973511468e-07,7.830308281778478e-08,7.818454556137263e-08,0.00045490431707910294,1.546851127202646e-07,0.0026820528968055646,3.299159399497562e-07,1.0232029995814082e-07,6.546437486515518e-08,1.60316362170889e-07,1.022443908217002e-05,1.0067295595925826e-07,1.5632748425501724e-05,1.0870812712236705e-07,4.4145350323692895e-08,5.533629179277601e-08,6.123334739503556e-08,7.582793803304313e-08,6.546904073371471e-08,1.9336306577094978e-07,6.208712084479607e-08,1.0775727082228684e-07,9.057845505399491e-08,2.127434310080365e-07,8.609660566130333e-08,1.2832528519383063e-07,1.0181685298219154e-07,0.0,1.06466583966761e-07,8.378663096924875e-08,1.932504314611975e-07,6.302593042293218e-08,1.3337374039424074e-07,1.1140382868037353e-07,7.958508657222233e-08,1.0557023146251514e-07,1.0051708248784327e-07,6.895183721058838e-08,2.9142332276961417e-07,7.226350302740937e-08,1.1396232666380433e-07,1.016101780631087e-07,1.495230143661082e-06,1.07099168799517e-07,1.52741294626628e-05,1.41750062681124e-07,1.2963497231532643e-05,9.701205660025372e-08,6.823558303429561e-08,6.629695968425476e-08,1.0922005602669344e-07,7.772683413870131e-08,9.328134369205267e-08,9.236085817003599e-08,7.872967500586385e-08,0.0,7.33945478609571e-08,1.0327937293434041e-07,7.247136354713194e-08,1.061568877892478e-07,1.0240783105723879e-07,1.957804245323286e-07,4.0489732959007945e-08,1.1706935303853505e-07,8.669684033179059e-08,1.9203647564040372e-07,1.4317884669069164e-07,8.140173493867386e-08,2.583028979386565e-08,6.36084309746232e-08,1.5186218062491635e-07,9.060750953746744e-08,8.363364367678923e-08,1.6819341801032105e-07,9.299128517543782e-08,1.0871361810671508e-07,9.51556024109508e-08,4.521017214998228e-08,9.6112152887927e-08,8.611802434248468e-08,9.824504674039424e-08,8.786499584085634e-08,4.5974809071248915e-06,1.0026543981914102e-07,4.340106208574626e-08,0.0,1.3999908488953044e-07,8.583780878945943e-07,1.2223022493213426e-07,1.0528601755719585e-07,1.1105004115138825e-07,6.209875441915435e-08,1.7027441922696244e-07,1.0392285267472462e-07,1.5025827761073436e-07,1.1324129533473164e-07,4.9125373563471424e-08,5.869989454939317e-08,1.255938564938513e-07,2.3037811910534947e-06,8.51163571060366e-08,1.0628666042047683e-07,3.6204920784193897e-07,8.978545252765893e-08,9.069804845779857e-08,5.369845534129313e-06,1.5087557158477308e-07,4.0489732959007945e-08,1.9936390268143629e-07,6.420458601171853e-07,1.8678547094056013e-07,0.00234451696035615,8.161097735892599e-08,1.1168529542898318e-07,5.415729855341435e-08,1.4136097527958594e-07,6.997400301452657e-08,8.410615292616404e-08,2.533321653359534e-07,9.311051028386965e-08,2.1089309998368437e-07,4.611189890173231e-08,1.0584140434998398e-07,1.4780208702441526e-07,1.0552943686652946e-07,9.777746374318547e-08,7.639415567946648e-08,8.419704236835588e-08,1.037526231303678e-07,7.012425771033672e-08,8.305387119622566e-08,6.268989570443432e-07,7.818454556137263e-08,1.5327846568165423e-05,7.70896351818629e-08,7.226350302740939e-08,2.1590745436767732e-07,1.0030775716339888e-07,9.943810366201732e-08,1.1341117657083206e-07,3.7359958620715037e-07,1.3227396297864917e-07,1.7052275251323605e-07,2.122684067639168e-07,9.912644686479159e-08,0.0,2.553806741818992e-07,9.247807335829097e-08,1.4562794980270473e-07,6.87750845823718e-08,6.625826102873971e-08,1.0929614184281494e-07,7.795308339297267e-08,1.1626361910083554e-07,6.851278392672434e-06,0.00028609065072195556,1.465424269736519e-07,9.467621452478484e-08,7.027287473167343e-08,9.289507164099378e-08,7.937217115034471e-06,4.452392360388345e-08,5.123456682326252e-07,9.92618751135555e-08,5.0365257750560355e-08,1.0799510468130922e-07,2.1417242751522934e-07,1.0767851099910653e-07,1.0396350160308287e-07,1.1779133904913952e-07,7.954775139017688e-08,1.1326066569637877e-07,8.839682814716347e-08,6.378218626704893e-08,8.865666182431546e-08,1.391529248248162e-07,1.287920271967923e-07,9.05347886182168e-08,4.4961334778169397e-07,0.00014326895794357963,7.503683949549916e-08,5.783622502521084e-08,7.94043298007272e-08,4.0489732959007945e-08,9.063751797713709e-08,0.0,4.659409999985053e-08,9.510756410404897e-08,5.141999409276662e-08,9.152531600621519e-08,1.3167402306663123e-07,7.187114450234979e-08,1.0593171551977381e-07,1.383774122944077e-07,1.1368324218429033e-06,5.961181420804007e-06,1.1638314278089499e-06
Aircraft and spacecraft,1.2540176764391517e-05,1.274481494402318e-05,1.757977810920756e-05,5.422364399620587e-06,1.0873916912288638e-05,7.232268893573966e-06,9.068659291701951e-06,5.049004013952024e-06,7.62696768994766e-06,3.8279416344452455e-05,5.842917649599428e-06,1.1292204195127473e-05,6.137394103745287e-06,9.129919041273985e-06,7.460579288768562e-06,7.897460769465416e-06,1.179711323323477e-05,1.0953713277259774e-05,1.1500251942291997e-05,1.660037865614585e-05,6.164873840142319e-06,1.3298469726309766e-05,7.021345586236769e-06,4.4736990404765754e-05,6.533197195750147e-06,3.504713525213672e-06,7.050479421260937e-06,6.962248697168385e-06,6.546484982621053e-06,7.457374153219067e-06,7.445711478729072e-06,7.291562376149987e-06,7.227713290213549e-06,3.7141183194946903e-06,0.0,0.00019119492386291236,7.4896332807633e-05,2.0338347084754947e-05,6.59635202736177e-06,1.3576156100017832e-05,5.323649564782729e-06,6.026739180055682e-06,3.0341529392939577e-05,7.837837892715653e-06,5.2624431958444704e-05,5.703327652290431e-06,6.592083476407638e-06,5.840181843483344e-06,0.0010604111459513997,0.0005646361764666352,8.2780595861887e-06,0.0001501524048679698,1.2130241710239656e-05,6.137394103745285e-06,1.726500392498286e-05,2.5815510791875095e-05,5.935439604756961e-06,7.906047118732337e-06,9.486404093376157e-06,7.931222022805057e-06,8.220686131963573e-06,1.0690943602686745e-05,4.842387851513168e-05,7.98834377224213e-06,1.587371880741416e-05,1.0178479446601317e-05,0.0,7.638720936829173e-06,6.9544000357581115e-06,1.0404307328058683e-05,4.922609513468795e-06,4.849072013371971e-06,7.634172522951219e-06,3.504713525213672e-06,1.0157334010585603e-05,7.907410622718943e-06,6.72893413657136e-06,2.1233096746200787e-05,1.4174873713785584e-05,7.634554556865727e-06,8.083036065317655e-06,1.325280062911755e-05,7.594725594832426e-06,1.1982099358540541e-05,7.635924959905354e-06,1.0738261933457618e-05,1.4002746642802463e-05,5.997837145580146e-06,2.032870065764753e-05,7.801907572871516e-06,8.362942292468809e-06,7.817836483404856e-06,8.977838131928148e-06,8.263451680282933e-06,0.0,1.0071125466304952e-05,5.335327586010282e-06,1.7849673675091472e-05,7.077675323155293e-06,8.459316076863128e-06,6.644870253489966e-06,7.575577068641508e-06,5.020648170182085e-06,7.376353921099793e-06,7.388163252688362e-06,7.044960262078723e-06,6.692270266464852e-06,2.346009752608333e-06,7.489101238838694e-06,1.0157334010585603e-05,6.404898820361591e-06,7.415088490359418e-06,4.2784590714830535e-05,6.298956183895848e-06,6.402216217089003e-06,6.724721570236391e-06,6.586071471660644e-06,7.249366352293501e-06,5.6158387423750965e-06,1.3702517475375828e-05,7.720068840435574e-06,6.996853798706274e-06,9.04870006493831e-06,7.946782932944103e-06,0.0,7.357099388400875e-06,0.0010139822643596159,9.308078922904053e-06,8.695815331529722e-06,2.1559332092783846e-05,6.794631592585882e-06,3.891353919043124e-06,6.884850818666885e-06,6.569024785846469e-05,8.89668737834694e-06,6.582488643330567e-06,1.2626312222546956e-05,1.1789434424539671e-05,0.00011981582390616396,9.190908783875219e-06,4.147328108141645e-06,7.153128475367223e-06,6.557326664139379e-06,0.0,8.282297026175817e-05,5.493739853424873e-06,9.728810070195309e-06,2.8176727217140885e-05,5.4282030556766156e-05,6.07935535423121e-06,0.0005068605521177779,3.7646128396504497e-06,3.961606520061941e-06,0.0,9.796340703102403e-06,6.466871180665235e-06,6.519125826670302e-06,1.4194357275468176e-05,7.657709524697538e-06,8.776049222787186e-06,6.137394103745283e-06,7.28330052079046e-06,7.286468827790132e-06,1.6653193427997352e-05,5.34765514024328e-06,3.504713525213672e-06,1.0773986793623089e-05,6.470661158461603e-06,6.623997787307314e-06,8.638759951211614e-06,7.164410079118604e-06,6.1791994355464445e-06,1.0738261933457618e-05,3.74764990781205e-05,1.417487371378559e-05,6.664925298770004e-06,7.068353636931344e-06,7.0594076264481355e-06,6.1791994355464445e-06,6.042694264512479e-05,6.742567156159595e-06,7.013046807329126e-05,8.049440322786061e-06,7.575577068641508e-06,0.0,0.0003963463621058094,7.4806582219060264e-06,8.812243261917598e-06,8.726868755424437e-06,7.579070433455946e-06,2.5094214898177873e-05,1.748063167544404e-05,6.622383975969753e-06,1.614596625693179e-05,1.114585860739372e-05,1.1476032687841566e-05,7.818429643016089e-06,1.2082111152257754e-05,7.268829210304427e-06,0.00010428541828690882,8.096939010495174e-06,4.458801980942468e-05,6.852625941427916e-06,1.4784302179775527e-05,1.3111427264391416e-05,5.5982116200352644e-05,6.1555510766589315e-06,1.0556956727679942e-05,6.007098276589601e-06,6.528876339126288e-06,0.0004615019949347035,6.82396138287541e-06,7.562120872594231e-06,4.107105683027321e-06,5.992409034913829e-06,6.404898820361589e-06,6.5455813374220155e-06,2.8299861332107744e-05,9.43066564671021e-05,2.148882392293267e-06,1.5770401851856417e-05,7.83627031883214e-06,6.519125826670302e-06,6.9306262354070575e-06,7.634554556865728e-06,7.568425944613066e-06,6.8161934147558965e-06,6.632585314046533e-06,6.067169877518467e-06,6.371065064610816e-06,8.471679363340668e-06,1.3280209705180606e-05,7.104421085649046e-06,0.0014614901893166155,0.00010561599048762186,0.0005086279498647778
Animal feed ingredients and pet foods,0.0,1.0000001510667855,0.0,1.0000001510667882,0.0,1.000000151066778,1.0000001510667877,1.0000001510667882,0.0,0.0,0.0,1.000000151066788,1.0000001510667869,1.0000001510667873,1.0000001510667877,1.0000001510667798,1.000000151066788,1.0000001510667875,0.0,1.0000001510667877,1.0000001510667875,1.000000151066786,1.0000001510667842,1.000000151066788,1.0000001510667864,0.0,1.0000001510667873,1.0000001510667875,0.0,1.0000001510667873,1.0000001510667873,1.0000001510667875,1.0000001510667873,1.0000001510667849,0.0,1.0000001510665393,0.0,1.000000151066788,0.0,1.0000001510667882,1.0000001510667884,1.0000001510667864,1.0000001510667818,1.0000001510667855,1.0000001510663845,1.000000151066787,1.0000001510667877,1.000000151066788,1.000000151066747,1.0000001510667875,1.0000001510667884,1.0000001510667877,0.0,0.0,0.0,1.0000001510667873,1.0000001510667873,1.0000001510667873,1.0000001510666814,1.000000151066788,1.0000001510667873,1.0000001510667873,1.000000151066788,1.0000001510667864,1.000000151066787,1.0000001510667802,0.0,1.0000001510667884,1.0000001510667873,1.0000001510667813,1.0000001510667873,1.0000001510667875,0.0,1.000000151066788,0.0,1.0000001510667873,1.0000001510667877,1.000000151066788,0.0,1.0000001510667875,1.0000001510667877,1.000000151066779,0.0,1.0000001510667877,1.0000001510667875,1.000000151066788,1.0000001510667877,1.0000001510667873,1.000000151066788,0.0,1.000000151066787,0.0,1.0000001510667873,1.0000001510667873,0.0,1.000000151066787,1.0000001510667875,1.0000001510667873,1.0000001510667873,1.0000001510667873,1.0000001510667849,0.0,1.0000001510667882,1.000000151066787,1.0000001510667873,1.0000001510667873,1.0000001510667877,1.0000001510667875,1.0000001510667882,1.0000001510667877,1.0000001510667877,1.0000001510667877,1.000000151066747,1.0000001510667877,1.0000001510667869,0.0,1.0000001510667877,1.000000151066787,1.0000001510667798,1.0000001510667873,1.0000001510667869,1.0000001510667873,1.0000001510667875,1.0000001510667877,0.0,1.0000001510667873,1.0000001510665388,1.000000151066787,1.000000151066788,1.0000001510667869,1.0000001510667873,1.000000151066787,1.0000001510667875,1.0000001510667837,1.0000001510667864,1.0000001510667877,0.0,1.0000001510667875,1.0000001510667869,1.0000001510667875,1.0000001510667869,1.0000001510667884,1.0000001510667873,0.0,1.000000151066578,1.0000001510667875,0.0,1.0000001510667555,1.0000001510665302,1.0000001510667869,1.0000001510151724,1.0000001510667882,1.0000001510667846,0.0,1.0000001510667764,1.0000001510667875,1.0000001510667877,1.0000001510667875,1.0000001510667869,1.0000001510667145,0.0,1.0000001510667877,1.0000001510667815,1.0000001510667853,1.000000151066788,0.0,1.000000151066787,1.0000001510667866,0.0,1.0000001510667875,1.0000001510667877,1.0000001510667864,1.0000001510667882,1.0000001510667869,1.0000001510667882,1.0000001510667884,1.0000001510667837,1.0000001510667875,1.000000151066788,1.000000151066677,1.0000001510667684,1.0000001510667875,1.0000001510667877,1.0000001510667842,0.0,0.0,0.0,1.0000001510667877,1.0000001510667877,0.0,1.0000001510667786,0.0,1.0000001510667875,1.0000001510667702,1.0000001510667882,1.0000001510667875,1.0000001510667882,1.0000001510667877,1.0000001510667866,1.0000001510665593,0.0,1.0000001510667438,1.000000151066787,0.0,1.0000001510667833,1.0000001510667684,1.0000001510667873,1.000000151066787,0.0,1.0000001510667875,1.0000001510667873,1.0000001510667877,1.0000001510667877,1.0000001510667873,1.0000001510667873,0.0,1.0000001510667877,1.0000001510667393,1.0000001510667702,1.0000001510667877,0.0,1.0000001510667869,1.0000001510667877,1.0000001510667875,0.0,1.0000001510667877,1.000000151066787,0.0,1.0000001510667869,1.0000001510667864,0.0,1.0000001510667875,1.0000001510667873,1.0000001510665388,1.0000001510664334,1.0000001510665262
Articles of concrete cement and plaster,5.586590184592119e-09,5.3190731037485555e-09,5.495125008385662e-09,9.050488215951529e-10,3.0905230372482626e-09,8.058133685836957e-09,4.5434065630295206e-07,1.7708208707776743e-10,9.662906686207415e-09,1.0645652871128176e-09,9.819689217618279e-11,1.194950729295958e-07,1.2167095284510776e-09,9.893060309575224e-11,4.754959665601509e-10,8.117573805427188e-09,6.075568260813796e-10,1.4678200178639492e-05,2.1961315891986713e-07,2.9670744360344603e-08,6.057439299495787e-09,4.3284759327131326e-11,1.7843605302232275e-08,6.015774931964487e-09,6.371683185881002e-11,2.9780781745111355e-08,4.34976933417579e-09,3.533422102153089e-08,4.561939327965003e-09,3.147291712404145e-06,1.2714388940788426e-05,1.4450048813584616e-08,5.966727778799616e-09,7.356744997065177e-09,5.642129650804189e-08,1.0486376654856606e-07,2.9084170107908615e-09,1.0645652871128176e-09,1.2167095284510774e-09,8.109074066672019e-10,2.599413926500092e-07,5.97085684607606e-09,3.128089455030225e-09,1.773169316511766e-08,0.0006034169057536122,0.0015949272751666964,4.247647602879348e-08,2.2877851024544307e-09,5.556524122502787e-09,5.102001454718061e-07,3.712835063732106e-08,7.016044972774458e-09,5.191200197922345e-09,5.649052831834446e-09,5.447116643436345e-09,3.913454064812758e-10,2.4641540303280834e-10,6.111417158578817e-11,5.815746212592449e-09,1.2982662919197174e-08,9.819689217618279e-11,5.642129650804189e-08,4.396687960609384e-09,5.058260702113525e-09,4.773868852766142e-09,4.085267715478957e-09,0.0,3.1064679243214336e-09,1.8228911936153463e-10,4.382018386917131e-09,4.124514623802777e-11,2.0950215448810593e-08,6.558198713456654e-09,4.675294331454396e-10,7.362624477152406e-08,1.4277147414897032e-10,5.916634419533958e-09,3.0843837391408565e-09,8.451135349174967e-09,6.558198713456654e-09,6.528029634827089e-11,5.382316856302034e-06,1.1232935187003103e-08,1.213696504890456e-08,2.7523970272831853e-08,3.326111616801931e-07,1.992466995952189e-08,7.694869898919832e-11,1.1778309361111676e-08,1.0156502672351612e-10,4.1795707158039025e-08,5.6722132084812826e-09,1.5585569301233313e-07,7.473951753168494e-09,0.0,3.059060239675619e-08,6.260251918963857e-11,1.9172677284253608e-08,2.423978897041829e-10,5.9290118575648655e-09,7.356851885188583e-09,0.0,1.1846394127300676e-09,4.642464309325657e-09,1.646919552533685e-09,7.290428422390153e-10,3.9279104825027445e-09,1.9868299503008183e-10,2.6125236979501895e-08,1.9416522912115873e-08,9.059759981527068e-09,1.980131478568425e-10,3.35484197375859e-08,2.1015984180943028e-10,6.211465886384927e-09,2.425584067109307e-08,5.663537874596419e-09,5.4170447358363775e-09,1.122720719342655e-08,6.4673627813873195e-09,5.209852128297032e-09,2.3552094299432733e-08,5.2978400641372644e-09,8.34595840228854e-09,0.0,5.701218144296395e-09,1.4890762955869305e-06,4.095559287122954e-10,4.6009397991113036e-10,3.5897562060068017e-10,7.391186443270959e-09,4.4677991034118723e-10,1.5316989317540867e-10,1.2961655859195366e-08,6.723084689761561e-09,5.348091388188116e-08,1.5170110952213675e-08,2.3400438454001397e-10,1.3028922672184534e-08,6.565775287922324e-11,6.390979161321709e-09,2.3656945120984106e-10,6.101027187465202e-09,5.578396085822665e-09,7.66455249557853e-06,5.721913164339059e-09,5.123774395838631e-09,6.999344304833744e-09,9.308663035027569e-08,5.998830436806207e-09,7.638460849947766e-05,2.4738792098242193e-09,9.744437499970944e-06,4.225862480182298e-08,0.0010643322410096856,3.70582498580519e-08,4.489920181344653e-08,1.9227528368886002e-10,7.762316241423756e-11,7.080152878478809e-09,3.1178485547233703e-09,4.489920181344653e-08,7.720226483163922e-09,5.987337069949169e-09,2.8108372002119252e-08,4.489920181344654e-08,1.6908006378407706e-07,6.395554700820128e-09,7.015183084361743e-09,5.218551993451841e-09,3.170281237866325e-11,5.9715474664772436e-09,3.4927583147851494e-07,6.511906046966658e-06,8.451135349174963e-09,4.1308302891863386e-09,1.1306399260812258e-10,6.694297951965653e-11,6.158364662861422e-09,7.69989298365316e-09,2.051706429836565e-08,6.0580136159533525e-09,1.8670466926759623e-08,2.3227795083428357e-09,0.0,3.1216752962664956e-08,8.122329000051196e-09,2.3219451150277084e-08,3.1420566755176335e-08,5.341927624694783e-10,7.980101960038437e-09,5.195841795192298e-10,3.116264831718497e-10,1.1068574545110506e-08,0.03535258998321886,1.6323913690277986e-08,2.428461086093152e-08,2.2467768005574902e-10,7.15101968384631e-11,1.0325765666266877e-07,4.1142495967339094e-09,1.207342161385474e-08,4.364902612805649e-09,3.6152630561184197e-08,2.2231032997255205e-09,1.0455811376852402e-07,6.529466159733048e-09,2.1681703383730605e-09,1.8911665583576997e-08,6.459299696396561e-10,1.3756185639375158e-07,1.849797297371342e-08,1.7602058452541837e-08,1.0767929112249651e-08,1.7247283940022944e-11,2.0939652332972482e-08,7.383952292460179e-09,7.532022500892991e-10,1.1537163800199865e-08,9.047469488469197e-11,0.0,1.7274446052760837e-06,5.4739075741880435e-09,2.6058263289909037e-11,0.0,1.4725243475091275e-08,1.3646413460888e-07,5.360499324894902e-09,6.301097584595942e-09,9.566169853371801e-09,6.001294887183512e-09,1.8911665583576997e-08,1.3180729168712696e-08,1.0766131852062088e-07,8.828480925310464e-07,1.3581202198756108e-07
