,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agricultural and forestry machinery,4.0711482228324924e-06,8.92688017367229e-06,9.302790160578634e-06,1.640171763959244e-06,7.102261728582963e-06,5.471453637753772e-06,6.588964865265568e-05,5.241809235131435e-06,1.1118155460011273e-05,7.138769390273395e-06,3.8115529153771753e-06,7.764022251967894e-06,5.0614102418564034e-05,3.8106149059427834e-06,1.6136460906793735e-05,1.1044891392902904e-05,7.336512477545431e-06,7.0464785357741025e-06,6.750286113243473e-06,8.46845083051586e-06,6.391660580313177e-06,6.6518738085522965e-06,1.2342829415670767e-05,8.093294262413536e-06,2.2309496964280015e-06,2.38688909105527e-05,7.71971877254745e-06,1.3225054239171544e-05,3.440828218722148e-06,1.729801736071959e-06,4.632788171880024e-06,4.763169042578229e-06,2.8778101876671647e-06,7.095437394102734e-06,7.16915287612101e-06,0.0,6.74843297584848e-06,7.904671919228996e-06,4.555187719296002e-06,3.8106149059427834e-06,1.1149604768808296e-05,5.828519782193757e-06,6.073234973695129e-06,9.74469463559948e-06,6.5667090362816625e-06,9.904972722186685e-06,6.968091927971995e-06,8.375345003554134e-06,4.849771769442792e-06,1.0754042639514309e-05,5.344302935367138e-06,0.0003174083387841845,6.511988853043881e-06,4.816220228284757e-06,3.8106149059427834e-06,3.226912432193864e-06,6.060983411926949e-06,0.0003365201156364749,1.1120078678480645e-05,7.795604339360445e-06,1.3284437533001434e-05,6.2458408665806955e-06,6.965928019417993e-06,6.224136871846119e-06,8.68513039559385e-06,4.521653072452196e-06,0.0,4.7141753127395715e-06,9.442059881552992e-06,8.571997746461766e-06,6.625652767612875e-06,6.714609187304066e-06,1.02595967853865e-05,7.764022251967894e-06,6.1838878005543416e-06,1.2706662293351761e-05,4.620826656578149e-06,7.074340305114337e-06,7.741286723401916e-06,1.0971801586598088e-05,8.785033862916568e-06,1.9186576176782604e-05,5.240434218231709e-06,6.304080909855111e-06,6.841179804221104e-06,5.817102938901992e-06,6.190965601219394e-06,6.786692793716125e-06,4.246996456326364e-06,1.3195264986551627e-05,8.585888847410367e-06,6.909531294601871e-06,6.1795060484447505e-06,6.218643628171476e-06,0.0,1.0833580698617189e-05,1.1569804760048711e-05,4.040640391924589e-06,2.2070652176267428e-05,6.7051844441683585e-06,6.8129761173920936e-06,1.640171763959244e-06,1.1705007050476885e-05,6.522416457249011e-06,1.190026659744764e-05,9.980038897392708e-06,6.205841508242402e-06,2.5133215034447434e-06,4.137903265829329e-06,7.95646752106005e-06,8.606581181527798e-06,1.2412451849307652e-05,8.615453353887782e-06,1.001748831410108e-05,7.050096753193215e-06,8.063628595861553e-06,2.212608895354655e-06,8.175814418201835e-06,1.2896430776920001e-05,7.2048994912919276e-06,6.359846165047866e-06,8.127834123577748e-06,7.016818730078508e-06,2.3890591623679477e-06,0.0,7.012093190983125e-06,7.681891086009788e-06,1.3810135902974428e-05,9.792229193181754e-06,1.2865839153106138e-05,4.024616541761196e-06,6.581998992842329e-06,1.1677259928947371e-05,6.66488489419946e-06,5.5983044127334635e-05,2.489533950568183e-06,3.777572726025479e-06,1.2457799452137048e-05,8.728984250805826e-06,7.680515751223724e-06,7.221934677165509e-06,0.000533024454777308,9.491773417966362e-06,8.347528279526254e-06,6.654210625217887e-06,7.71031487771631e-06,1.640171763959244e-06,7.644619474450552e-06,1.2932232782920357e-05,7.489023146575198e-06,6.842425301751357e-06,6.1386065836909636e-06,7.238219526518245e-06,4.605873943328944e-06,7.477628606169293e-06,1.581877367254045e-05,7.195292733980669e-06,8.495922264870123e-06,1.1536809440398192e-05,6.588686013450772e-06,3.938846059971085e-06,8.711194034969876e-06,9.915444121827682e-06,7.600956946095083e-06,9.381272883147535e-06,4.889695293405519e-06,5.928561560554925e-06,6.909321434302679e-06,5.122004597305095e-06,5.2171261723343816e-06,1.0042936947772914e-05,6.073234973695128e-06,5.768532411437609e-06,5.151079115450653e-06,7.741286723401917e-06,6.429756401922454e-06,0.0018887590289695727,1.4550871630168475e-05,1.6407094441942985e-05,6.960180516015938e-06,8.689333056362525e-06,9.083437407488074e-06,6.0841456527757745e-06,5.617345437146358e-06,0.0,1.0391442632448678e-05,7.204412646516777e-06,7.301364188951633e-06,6.395096604390459e-06,1.1036671866171941e-05,1.0418330757535812e-05,7.531932426422342e-06,1.2016128042239676e-05,3.7595650671877334e-06,7.290840115217539e-06,6.462896961343969e-06,5.786198800795407e-05,8.40187034182226e-06,1.0099387266227237e-05,6.460978363867254e-06,1.8001204765716268e-06,1.3807740823800491e-05,8.518716969398328e-06,4.766289509963985e-06,1.2423275068261952e-05,1.0374385087867853e-05,7.127783841531123e-06,9.718708723926394e-06,7.046478535774101e-06,8.402534400589461e-06,7.537228622071662e-06,6.970769053256891e-06,3.998692734492589e-06,5.75464374766021e-06,8.849123027119236e-06,6.86230539931258e-06,8.352706232374336e-06,8.09969947917055e-06,7.2334363608650085e-06,1.0079092814914367e-05,4.579317356374439e-06,5.002839134569074e-06,1.640171763959244e-06,7.334333188765628e-06,0.0,2.5359657955255116e-06,6.547141440536358e-06,2.8527073469948855e-06,6.7032856004189985e-06,6.629398087036717e-06,6.5537635715085975e-06,7.095121780776033e-06,1.6414994099617232e-05,6.774101436036719e-06,6.880068725975599e-06,8.037178394178635e-06
Aircraft and spacecraft,1.1311840084287474e-08,1.621977073231957e-08,1.4446862130748296e-08,1.2596775106620449e-08,1.0409307217177292e-08,1.1221475639163695e-07,1.8518654398669607e-08,1.1226068100880071e-08,1.1707566272672607e-08,1.7666322811033525e-08,2.195053101982855e-08,9.478435213072172e-09,1.2066563900188766e-08,8.288245270662742e-09,1.4676903025641727e-08,2.0535315215514434e-08,1.37424273242867e-08,1.744317543890449e-08,1.6057031685089287e-08,1.686962121009898e-08,1.699414829069824e-08,3.340606162063864e-08,1.531144351942899e-08,1.6096235887037287e-08,1.3269382023608255e-08,9.617861371862647e-09,1.2862651039249441e-08,1.3476658150070269e-08,9.30147375470637e-09,9.938085919134906e-09,1.708410671329949e-08,1.9527922068340295e-08,1.2221781145609531e-08,1.5638250140370688e-08,1.2968990727341903e-08,0.0,1.407437612676045e-08,1.5799334097505472e-08,1.2507293359967655e-08,1.1323296084905057e-08,1.3762379301093794e-08,1.3174431029507726e-08,1.5341277599831805e-08,2.1541124313802202e-08,1.3737913547588342e-08,1.3087777591186592e-08,2.1423925537437366e-08,1.2071752302403057e-08,1.6683001565379026e-08,1.518685836051945e-08,1.7129465247028953e-07,1.4310494352951582e-08,1.749916658553862e-07,1.5551454522940533e-08,8.288245270662742e-09,1.1733620040461559e-08,1.2545902215147393e-08,9.344522924727693e-09,3.16311642129048e-08,1.078535239581956e-08,1.3827930060866893e-08,1.1650666929867595e-08,1.593702117441168e-08,1.0241119183831e-08,1.3712310125546135e-08,1.5665132114263432e-08,0.0,4.2341671819246544e-07,1.1591091453202598e-08,1.4304445001571957e-08,1.5077009736440987e-08,1.765503361738021e-08,2.0238751206714308e-08,1.2862651039249441e-08,1.1431570609005848e-08,3.138598323398908e-08,1.3220970977341987e-08,1.5247869061927714e-08,1.5943679596143175e-08,1.8188843601091867e-08,1.3703026797663215e-08,7.424325683204843e-08,1.4710626053129907e-08,1.5925316141754885e-08,1.8185231624148993e-08,1.9427177594715808e-08,1.8474133225376353e-08,1.0664742816688436e-08,1.2505237651081007e-08,1.2622932260278155e-08,1.2075761997048549e-08,1.5879328932051915e-08,9.916236621067875e-09,1.677037579444741e-08,0.0,1.1222607727033703e-08,1.2722911436110739e-08,1.0813392833262746e-08,1.7608969874557712e-08,1.9372405670280444e-08,1.8591707984225062e-08,1.4126960866706064e-08,1.4003153451622632e-08,4.4332214773675095e-08,6.167552469819516e-08,1.0781214104431513e-07,1.1582941472100172e-08,7.677757202875607e-09,9.631807033879572e-09,1.143157060900585e-08,1.268063820664701e-08,1.6424787431888956e-08,1.843478264423228e-08,1.1170600725913229e-08,1.1987851116073254e-08,3.1177762336245835e-08,9.713786885764065e-09,6.634737295966703e-08,2.1031057383668566e-08,2.2428641521856033e-08,1.5086157976125636e-08,1.688757841866758e-08,1.7228412138838308e-08,1.0969720989389746e-08,0.0,1.5285856794788262e-08,1.3152630677872662e-08,1.3236454473910314e-08,1.1387444631969268e-08,1.2700973390743773e-08,1.2925101103756827e-08,8.327765131506581e-09,1.4546110247534407e-08,1.2832970723573586e-08,1.301920418512391e-08,1.2097405027660935e-08,1.3263448872589435e-08,3.238044598013501e-08,2.2439698633778315e-08,2.0675698397361862e-08,1.2840216879058191e-08,1.571402535230207e-08,1.18030868056929e-08,0.0,1.3335776491057083e-08,2.162434933252142e-08,1.725222424977518e-08,1.628021413455515e-08,3.0684781646279206e-07,1.4531183279342231e-08,1.3652711699321181e-08,1.2993177900279512e-08,1.2514828938851395e-08,0.0,1.522849758420095e-08,1.1023832765915108e-08,9.172654514490384e-09,1.5950220717805284e-08,1.2171121852996662e-08,1.3368314106068315e-08,8.288245270662742e-09,1.7952349501156777e-08,1.989000855033918e-08,1.5991528100712466e-08,1.866645049741408e-08,1.2862651039249449e-08,1.1302566239244588e-08,2.3975826569945954e-08,1.8226608893086852e-08,1.3119013093445946e-08,1.4230270959051255e-08,1.1544311852717404e-08,1.9427177594715808e-08,1.3407212425263895e-08,1.5943679596143172e-08,9.888714863030858e-09,1.3414732760605e-08,5.4926319756399076e-08,1.1544311852717404e-08,1.2688357665381938e-08,1.578677964804683e-08,1.4527453394933825e-08,6.045750207319808e-08,1.4126960866706064e-08,0.0,1.3177812056810675e-08,9.412417868157283e-09,1.4290088561891008e-08,1.3676804683421057e-08,1.4284349904102194e-08,1.0187897606495999e-08,1.2567619677058295e-08,1.5195453456833817e-08,3.90321139822052e-08,1.7356679909764818e-08,1.4767104930758795e-08,1.693376885976477e-08,1.2840702318784441e-08,1.4243258510127642e-08,1.2993986016579215e-08,1.138862356452897e-08,1.339190242777245e-08,1.573402120529971e-08,1.3441573894239392e-08,1.3256192763974913e-08,1.5566594853547407e-08,1.7364601346995556e-08,1.258025125957945e-08,1.6529998843309436e-08,1.1907699350297457e-08,1.2954654444970762e-08,2.302499723362309e-08,9.882101406744688e-09,1.2977169713866535e-08,1.530494328508555e-08,1.268063820664701e-08,1.1271094387319534e-08,1.7475966150166444e-08,1.436728294746506e-08,3.733562028610657e-09,1.5067047542449935e-08,2.50619113483902e-07,9.172654514490384e-09,1.3748427501631978e-08,1.8188843601091873e-08,1.0284046396160995e-08,2.8444197294404422e-08,1.5468975325107107e-08,1.3025316178742471e-08,8.975375183196415e-09,9.300106269149354e-09,1.3618067507836716e-08,1.805954781401001e-08,1.4535866296774412e-08,1.8270278569243976e-08,1.591860081983252e-08
Animal feed ingredients and pet foods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Articles of concrete cement and plaster,5.978319611980815e-07,3.425469227113629e-06,1.489022291583849e-06,1.8245140236318713e-07,4.6829001651118e-07,2.1733976757493598e-08,4.473490064367493e-06,1.210025091238055e-06,8.837144088109757e-08,3.150846828173907e-05,1.1176299584180488e-07,5.9050495829080115e-08,4.692930237952761e-07,2.7130804090244854e-07,9.953304601504553e-09,1.3919449722172117e-07,1.2490901415791157e-05,7.130461850352822e-08,9.3805129442668e-06,1.1996963940828208e-07,2.0006248137412157e-06,6.451631448468816e-06,1.0833621254522415e-08,3.3004696084939115e-06,2.6245642245270504e-07,2.1017050048663242e-08,1.5141506816532537e-08,1.2819623676937436e-06,6.556467330067277e-07,2.0796291963298337e-07,1.7789463264602478e-06,2.7299468400501274e-06,5.057305786707608e-07,5.725416446313647e-06,1.1179072765009283e-05,2.380553319781976e-07,6.1656172658946906e-06,1.6449757395927364e-06,1.1176299584180488e-07,2.7130804090244854e-07,1.1868633650605215e-07,1.6892939467975647e-06,3.7036558449772098e-06,6.712849098870482e-07,1.3344803594533031e-06,5.232027395127102e-06,1.7817916460209624e-06,5.309907174354346e-06,4.688504079589755e-08,2.974356975178698e-06,2.388094191919054e-07,3.5538440945676935e-07,4.3899440957663144e-07,2.6588054613801297e-07,3.498327172864072e-06,3.708882124292327e-07,4.84407029038683e-08,1.611876446116321e-08,1.9583897272381873e-08,3.4809710504431253e-06,5.9050495829080115e-08,2.380553319781976e-07,3.4555728258599366e-07,1.1289141634050926e-07,1.288387093621536e-06,1.0946503994041087e-06,0.0,2.1232753963769185e-08,3.519526454811688e-08,2.854952791710208e-06,1.220774192923004e-08,6.974942238235184e-06,1.4408803472407109e-06,1.5251048337639946e-08,2.149226564320276e-06,6.40685228527361e-08,9.510380768663667e-06,1.0024593350596996e-06,1.3308874820611388e-06,1.4408803472407109e-06,1.958383850737792e-08,6.217094323076648e-06,2.355351683378059e-07,3.1149707236413154e-06,2.035143963438474e-06,9.625445456653018e-08,1.8172302624719062e-06,3.431511225951824e-08,9.809055754611055e-07,5.975216261088859e-08,4.814920885775435e-07,6.211069939943705e-06,1.3435258549384923e-06,3.806646782904423e-06,0.0,4.875481126523111e-07,1.1002304603024574e-08,1.4358581767973456e-06,1.1838390201398232e-08,4.789954416439704e-06,1.1175323134991948e-05,0.0,1.4767781349912241e-07,2.914926394135373e-06,8.802828830544553e-07,1.910457802876817e-07,1.654135319037536e-06,1.6158829346627843e-08,7.063438505730063e-07,2.9473289125487723e-06,7.446523503463525e-06,6.891170950702143e-08,9.556913671562975e-06,6.553766981389142e-08,2.1799874752971504e-05,6.445579445620329e-06,3.0552145002615936e-07,4.812651765807882e-06,2.8840839643771684e-06,3.56749586760039e-05,1.0325209940149656e-06,1.1315609844951884e-06,7.130959860537535e-07,5.68344240045146e-07,0.0,1.0769474269958704e-05,6.2973658581269775e-06,8.508298908572726e-08,1.8438522430944606e-08,7.790682335851385e-08,8.486333644988937e-06,1.8686639963662152e-08,4.8832947991773915e-08,1.6490337147455026e-06,9.460942145780184e-06,7.100422188506442e-09,8.123426555222428e-06,6.154904210050956e-08,4.388161883682706e-07,2.1887322546292453e-08,2.7453204259399762e-05,9.326467172504004e-08,3.4262757425810744e-06,5.556505882774986e-06,2.9237060526415245e-06,1.8694808924649025e-06,1.7048962353057532e-07,1.0836504149403339e-05,7.34139923248476e-06,8.45584885658848e-06,6.199725816943861e-06,4.651762242353336e-06,1.3340571683703865e-06,4.496917654993304e-06,7.146224763647835e-06,4.006327564674372e-07,4.768787218895041e-06,7.508666398621388e-08,3.316328404817475e-08,1.3387933253297278e-05,9.171405980687835e-07,4.768787218895041e-06,4.419932590068596e-06,1.5468005333102634e-05,9.99176821095519e-07,4.768787218895041e-06,1.3715555644474935e-06,2.369434546326504e-05,5.0681515067305525e-06,7.953484193665171e-06,1.2543901055957196e-08,3.696490230201765e-06,1.3664139442863347e-08,2.054890900325594e-06,1.3308874820611394e-06,1.0573084952393122e-05,7.208181575311967e-08,5.512279980272243e-09,1.7581460103868465e-06,5.998050797384466e-06,3.247421028442389e-06,3.2399697891754365e-06,4.24473400262162e-08,2.8710693267138034e-06,0.0,2.7830675732351496e-06,7.287378793975645e-06,3.4324624499202532e-06,6.391199236473547e-07,2.0121535809000768e-08,4.15648755935095e-06,2.6124042297943247e-08,8.151438280442933e-08,6.141218355614964e-06,4.597799680623205e-07,1.739072967752383e-06,1.8004037851926834e-08,4.697959271388015e-08,2.2813514692008794e-08,7.051781285557714e-06,3.189022141729637e-07,1.4671053195870435e-05,1.4875642668416216e-06,2.1875730404350517e-07,1.1230111571496388e-06,5.7156006881197085e-06,4.019997295744347e-05,6.79078218941465e-07,9.62815999515507e-06,1.7888871124190045e-07,3.824869489046923e-06,8.241993268891323e-06,1.5314499079888188e-06,2.1193909705314127e-07,5.104981458322422e-09,6.9726353986682775e-06,7.98278682146948e-06,1.360912964198796e-06,6.792387567373506e-06,3.3355585399647966e-08,0.0,1.21707281167915e-06,1.8191259513024117e-07,1.1528693142832545e-08,0.0,3.7020875466359283e-07,2.4184993881654824e-06,2.2308087381992194e-07,1.831740556051014e-05,5.553323264823372e-06,1.1934832571886283e-06,9.62815999515507e-06,3.6539193068135864e-06,6.2852251766513855e-06,6.091331017877774e-06,5.874329448168841e-06
Automobile bodies trailers & semi-trailers,1.1226527197534585e-08,4.963931042542104e-08,5.47985109323831e-08,5.766530416817902e-09,1.7075005763349643e-08,4.057743111783716e-09,9.145000746756045e-08,2.2378193499092064e-08,1.2210455461573352e-08,1.3642741531070416e-08,9.975379148527151e-09,1.0180599408141533e-08,5.465096203975421e-09,9.784652546871435e-09,8.47702245371193e-09,2.645850785210218e-08,5.4783659285537265e-08,1.0385247375190907e-07,6.844898024982283e-08,3.34087901377237e-08,3.7172421381904275e-08,6.059578597596397e-08,1.907968197944146e-08,3.120636059462198e-08,3.922423329935258e-09,1.1759855914861368e-08,7.0225098694950195e-09,1.9456756970278437e-08,1.0106506101581538e-08,1.1922806324570788e-08,2.3352023242404558e-08,1.9531968391232066e-09,2.7466414144095024e-08,6.426292332205514e-08,5.047956901231954e-08,0.0,4.6515246213093686e-08,3.5169718124586946e-08,5.621841220457058e-09,9.784652546871436e-09,1.2439141223271756e-08,3.72110556357765e-08,8.972206804239197e-08,4.176760895143414e-08,4.354000251512473e-08,5.6221880720246416e-08,4.696315513538259e-08,3.7643712940813884e-08,7.922681907702901e-09,2.915084784099497e-08,1.00396081667573e-08,1.878828920794605e-08,2.9473006160274347e-08,3.417866584436737e-08,1.0294809475223449e-08,2.447855041707163e-08,1.2257232591133783e-08,1.4786299004566371e-08,7.375777892963353e-09,8.394082466865537e-08,1.2251264010476469e-08,1.2293082345150758e-08,1.418069289049826e-08,6.307067795976809e-09,3.175539350981541e-08,7.240418560757861e-08,8.972206804239198e-08,3.833236964186743e-09,1.182516576206935e-08,5.681300543468331e-08,5.112982040053337e-09,4.94017659684813e-08,3.5837848765557885e-08,7.641009500888763e-09,9.011630109556712e-09,1.2545026807501841e-08,9.676113555805902e-09,5.826304691033903e-08,1.179012636518657e-08,3.5837848765557885e-08,2.2228451909106116e-08,6.10787758820581e-08,1.0775374146958399e-08,5.315390554532127e-08,2.261784495489551e-08,1.4324159613722333e-08,1.203097849307176e-08,1.165499018606255e-08,2.2857461054480076e-08,1.314664198720958e-08,1.624475458718778e-08,3.553845050737313e-08,2.923672007999114e-08,8.020463215279111e-08,0.0,2.05796603131625e-08,1.1428826756688542e-08,2.8652166403922144e-08,1.557848879555845e-08,7.123543658052251e-08,5.347474251242055e-08,3.5593921274483416e-09,3.4300445053966966e-08,5.3413682033646063e-08,4.1975451317753013e-08,1.4290711614363624e-08,1.7834934755088864e-08,3.711809091576185e-09,2.5371074872660703e-08,1.6653426168105385e-08,5.722803360692663e-08,2.6615741389184637e-07,6.2197681892401e-08,0.0007660852276199262,6.717940529606931e-08,7.350944120139279e-08,6.263520436704782e-09,4.4339850946300455e-08,3.031481983946334e-08,7.500362739819551e-08,3.129672750381967e-08,3.7799198728208244e-08,3.8712361911664164e-08,1.8506121080932733e-08,0.0,6.01113829733664e-08,4.676458605465781e-08,1.1905519212511939e-08,3.23463966319914e-08,1.4195396319992386e-08,3.5389547316279435e-08,5.981297077442539e-09,1.5844502259075338e-08,7.50281703141838e-08,6.165580099552943e-08,1.8474881886664898e-08,5.69860404166152e-08,1.1696786862267823e-08,3.89367510890449e-08,4.0030354208868626e-08,8.16792384964947e-08,1.4378414554028317e-08,8.225045422642834e-08,5.4843995845991904e-08,4.930105434493817e-08,3.0335281694307395e-08,3.5593921274483416e-09,5.1448825101924904e-08,6.824463645164477e-08,5.9553527856270645e-08,4.524134166850106e-08,1.292232383396161e-08,4.339844207980112e-08,1.0779618989512242e-08,5.958398183071431e-08,1.484941405966679e-08,3.7675448576516097e-08,2.8691534366443367e-08,9.770526721569097e-09,5.739321218643109e-08,4.250872152651958e-08,3.7643712940813884e-08,7.482218554911718e-08,7.053008268766917e-08,5.194938652410009e-08,0.0,3.7033476979002035e-08,6.198722277237583e-08,3.9968818587808487e-08,5.146732316969847e-08,1.1063435522117297e-08,3.642112460561207e-08,4.586452462417581e-09,1.0175785390532336e-08,1.1790126365186564e-08,2.843695763027724e-08,3.024832597538723e-08,1.359009118462233e-08,3.443778610043973e-08,5.8898209181537484e-08,3.072238057673559e-08,5.211017296583758e-08,4.2181036103947186e-08,3.4396699985595805e-08,0.0,4.0823424294621006e-08,5.7490330645096474e-08,3.289025546036966e-08,1.5832626207599117e-08,1.0079592257638788e-08,3.7380243565523595e-08,1.0028091276668914e-08,1.107428183443219e-08,8.580488651313611e-08,5.652577090510627e-08,2.4577755073086454e-08,1.5075336205127993e-08,1.089551216101386e-08,1.3471721134711788e-08,4.672809119035787e-08,9.02909458978833e-09,4.523121426678834e-08,3.713132835237169e-08,6.013802507343495e-09,3.509826131556559e-08,3.239021295509331e-08,3.6810859552190065e-08,5.823467569466201e-07,2.732367189242542e-08,2.637072850658845e-08,2.0173818806225885e-08,4.527493645013554e-08,1.8299296786881977e-08,5.071977051231749e-08,3.406678958302293e-09,1.784129744389919e-08,4.864036336728361e-08,5.373163780819217e-08,6.266997510268319e-08,1.2492963885648193e-08,0.0,2.7109570041630585e-08,3.5593921274483416e-09,4.924330642054452e-08,0.0,1.0390848477477844e-08,2.2877461999761453e-08,7.293549207186947e-08,8.464131314231667e-08,5.1590233549503677e-08,2.8748441223194034e-08,2.732367189242542e-08,6.372108618269139e-08,4.667711965829727e-08,5.1771490510747604e-08,4.8961406981119766e-08
