,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,1.073032955588822e-05,1.5233052439703333e-05,1.8404061014928063e-05,9.942713613353789e-06,1.6687976365895053e-05,1.6453708241027714e-05,1.743531831221604e-05,1.1950911242019605e-05,1.299490061973695e-05,1.4474516789522194e-05,1.8892565093918627e-05,1.560856288018707e-05,1.0371978608734708e-05,1.3873859143430048e-05,1.5540963807897956e-05,1.3723788142429186e-05,1.5520061089789044e-05,4.227569926706356e-05,1.5506800939974995e-05,1.884042018004075e-05,1.6514394229356254e-05,1.4948588281981647e-05,1.2318820971923957e-05,1.6395282229470932e-05,1.2085108373376025e-05,1.6473345895620333e-05,1.6119571283710143e-05,1.5011149539911391e-05,1.219006207754627e-05,9.847597459644232e-06,1.2748457327290596e-05,5.83100854610367e-06,1.1071434686124026e-05,1.4516355011767514e-05,1.6760789656815355e-05,0.0,6.241220797582357e-05,1.7117074042369403e-05,1.2082301837046545e-05,1.3873859143430048e-05,1.994789934559339e-05,1.3748602299448083e-05,1.4698217254805482e-05,1.548300337186431e-05,1.4851743579213113e-05,2.070177082455297e-05,1.7920180593906774e-05,1.564332214862375e-05,7.930363833399452e-06,1.65519714490122e-05,1.959322153630493e-05,1.271438377923827e-05,3.689501886784293e-05,1.1272920819072576e-05,1.3876176234167805e-05,9.949260086556793e-06,1.5368789740163262e-05,1.588696188486252e-05,1.707916593042454e-05,1.4871717946861742e-05,1.2864361156521936e-05,1.642141700906551e-05,1.0755915961250013e-05,1.5936778215368114e-05,3.838532566052631e-06,1.597557408450919e-05,1.6462571028777888e-05,1.707916593042454e-05,1.633737303106488e-05,1.6590959606552893e-05,1.4862919161955615e-05,1.6098690434849674e-05,1.4420120099827377e-05,1.58970049787091e-05,1.6090161038122216e-05,1.7037865184095583e-05,1.6493535286031296e-05,1.4459050591261434e-05,1.5772723242804195e-05,1.3426722877886268e-05,1.58970049787091e-05,1.3099080358097464e-05,1.565697526419755e-05,1.6236623407666084e-05,1.5185492183367375e-05,1.5667241809174806e-05,1.5506150224707748e-05,1.4526773386527523e-05,1.2948589860293509e-05,1.104808388264311e-05,1.6367328153509524e-05,1.2768221355642856e-05,1.465040097185089e-05,1.0625443962408095e-05,1.465161576601612e-05,0.0,1.2429301512955024e-05,1.7216636716084156e-05,1.1547410596436472e-05,1.462161379795161e-05,1.4741643612305959e-05,1.7061625326817527e-05,1.4874478365988235e-05,1.4219893712888392e-05,1.6014772190958155e-05,1.5240031379993376e-05,1.6564702260596398e-05,1.4770479871769736e-05,2.4611150017864093e-05,1.2050661403895116e-05,1.718852188436415e-05,1.412831348038677e-05,1.4003797931449414e-05,1.3834251460855012e-05,1.4057106243815475e-05,1.4675902978133935e-05,1.4280270546887718e-05,9.890438898995074e-06,1.4614365658495664e-05,1.6419713368661316e-05,1.4841334963008623e-05,1.5164964167184332e-05,0.0001693393220237239,1.488941910275721e-05,1.2155348871532794e-05,0.0,1.5531246168864245e-05,7.434056095142574e-05,1.6040413099314246e-05,2.153362567658468e-05,1.6155619476576498e-05,1.4261622322573558e-05,1.1359914274500933e-05,1.5534481009642945e-05,6.28635727511252e-05,1.4706198397863777e-05,1.2552615096191411e-05,1.0340597107961477e-05,1.575014267059218e-05,1.742063498075339e-05,1.747831552265877e-05,1.496932701581055e-05,1.609128775502848e-05,1.4473359304637292e-05,1.4618225222321661e-05,1.5745308679492573e-05,9.60783317278553e-06,1.6223595904041535e-05,0.0003003046360181842,1.4622693909470792e-05,6.503026315236334e-05,1.8148694663300637e-05,1.5087300049956728e-05,1.416366783803772e-05,1.5187434664563085e-05,1.27759371014793e-05,1.4145675875926263e-05,1.5483397447752648e-05,1.4687403718082958e-05,1.6068035156256618e-05,1.3927310197004065e-05,1.416366783803772e-05,1.6403653814792574e-05,1.471552107767126e-05,1.3537944937263728e-05,1.4017461400906888e-05,1.2966383175938288e-05,1.4727782538243812e-05,1.4146653273181195e-05,1.461609100345517e-05,1.471090476611092e-05,1.7217176404753382e-05,2.0171884051517373e-05,1.0462731908041644e-05,1.342672287788627e-05,1.601929020334455e-05,1.5046571759027335e-05,1.6452694314928052e-05,1.526096522268134e-05,1.5808208513296305e-05,2.558612592636543e-05,1.4496472296446974e-05,1.6750734526244177e-05,1.4874478365988235e-05,0.0,4.5666700066754295e-05,1.0832667975947943e-05,1.9325225902379914e-05,1.2366500931006453e-05,1.6042902210749157e-05,1.476144041888518e-05,1.5218657289014724e-05,1.6616688963059924e-05,1.4544605074570585e-05,1.9934664851143417e-05,1.1995098762049438e-05,1.5629256127398508e-05,1.6474049390144232e-05,1.6231291766726716e-05,6.712060959352303e-05,9.94894793880824e-06,2.3132984591974962e-05,1.2797340249703442e-05,9.440587484621046e-06,1.3452657207190288e-05,1.514889727278794e-05,1.4792754115008666e-05,1.4074453148688713e-05,1.4267223448888828e-05,1.0792130174378885e-05,1.4685651458535318e-05,1.4596557402856289e-05,1.1507345672514931e-05,1.7983022669577438e-05,9.133630535696356e-06,1.455935257059668e-05,1.4625832501343012e-05,1.3309028173259599e-05,1.4929320817108324e-05,1.0247511716027526e-05,1.5483397447752648e-05,1.0651089193327076e-05,9.401258510811634e-06,8.169532142576204e-06,1.548339744775265e-05,1.253464603217365e-05,1.0675620947264194e-05,9.990224350900666e-06,1.4686475659675323e-05,1.4538793320680702e-05,1.5434460025187033e-05,1.4267223448888828e-05,1.5113057328757138e-05,8.206276774207388e-05,0.001046585576316261,0.00011305793615003793
Agricultural and forestry machinery,3.7989815175317886e-07,2.555743370940358e-05,8.670697858668722e-05,2.1595253839011984e-07,7.182946885293226e-07,3.391597443048924e-07,1.234139130559125e-06,9.64200573709397e-07,6.983405495482244e-07,2.0703281594625453e-06,6.175917643164318e-06,3.6243841392528145e-07,3.522125194356206e-07,6.005849185996342e-06,2.4471814856060255e-07,7.783392656324368e-07,0.00017666310365329463,4.387244029676749e-07,2.122940282568424e-06,1.2389499430102516e-06,1.2904514184518664e-06,3.5131541164266243e-06,4.459137952650085e-07,1.2741573616357476e-06,3.72760651288065e-07,7.008451233216012e-07,5.201341038001105e-07,4.939102655296832e-07,4.837078403556212e-07,2.1942607661733734e-07,1.0796507666309588e-06,1.2867271137227886e-06,3.900085075614133e-07,1.7908290174272636e-05,2.604469609206925e-06,0.0,0.00041222042210378626,4.282253492879034e-06,4.479347847333815e-07,6.005849185996346e-06,4.318069471547705e-07,6.316829011312589e-07,1.0475553032847326e-06,1.4785431646704763e-06,4.0401975563074065e-05,2.5386463932377694e-05,0.0006428290950808545,1.0302350032999237e-06,1.0134310268312862e-06,3.104028586345767e-05,4.3311397343863273e-07,9.711656316381286e-07,5.547804901363126e-07,6.226831931565181e-07,6.005849185996345e-06,4.953910707161297e-07,4.184983361104332e-07,4.13869282070428e-07,3.555544889004857e-07,5.070438938970401e-05,2.005004328081626e-06,6.904541027102452e-07,9.828821491334558e-07,1.3980917537296819e-06,2.181249362941157e-06,3.3917114720069645e-06,1.8191067502849036e-05,0.0,3.2819109941056237e-07,3.9926099897674737e-07,1.6476908048484383e-05,3.2081676276023027e-07,3.814713323217184e-06,7.328411576612938e-07,3.624384139252815e-07,1.0359838725591827e-05,6.130354057185721e-07,1.4807373360371333e-06,3.114065313822808e-05,5.597416146980572e-07,5.972138378703404e-07,8.577189598221588e-07,1.0151324634702704e-05,3.5081824013442146e-07,9.775922628061006e-06,1.4304259506204603e-05,4.484277670296156e-07,5.665766329187916e-07,4.782639126919644e-07,8.351209714252311e-07,6.629430239698013e-07,1.2018812506157153e-06,3.1232614033255864e-06,9.749085361140634e-07,1.132870065935735e-06,0.0,1.471158523753633e-06,6.060370917677392e-07,9.272906736347384e-07,4.3596052468738443e-07,6.253209497352649e-06,2.852451888506024e-06,2.1595253839011984e-07,5.256570290762695e-07,1.0314643284286516e-06,1.2190453222649447e-06,4.856388231406564e-07,7.185810896466921e-07,2.7505232500253515e-07,6.03477738645383e-07,2.7044504640019033e-05,1.4917861234493171e-06,4.44264101902363e-07,2.690360261912834e-05,8.550579346862674e-07,4.70695967228897e-06,1.3345196510004425e-06,3.058291954626731e-07,1.3506940051444193e-06,9.511204003022311e-07,3.6323222843732348e-06,1.3237867956350458e-06,3.383876082076768e-06,9.199502805502315e-07,2.9291286052178616e-07,0.0,3.2291939854747806e-06,0.0003973579117822335,4.813976901939954e-07,4.76971019241787e-07,4.398809584792792e-07,8.524281462961932e-07,5.697520925095574e-07,5.577662232535507e-07,8.68375783879043e-05,2.6626559522138994e-06,4.787558337586739e-07,6.189718857030468e-07,1.1258931273193393e-06,3.5794133378719165e-05,9.7662735748527e-07,3.5703958017677838e-06,9.239394269200543e-07,1.9617846149089734e-06,2.3087272980513863e-06,1.2003847543194571e-06,2.1595253839011984e-07,1.9172166448279315e-05,0.0006391080896017012,4.1552059450755115e-05,0.0003681145168348988,1.1213161500877362e-06,7.262834775348832e-07,5.198003518473377e-06,3.2197876021765765e-06,8.555457349043832e-07,7.250638148227903e-07,1.2466783290957093e-06,4.351061568091438e-07,4.78943354955605e-06,5.903988514340684e-06,1.0277081883787084e-06,8.561059259195606e-07,3.945402080332844e-06,8.833877204299809e-07,1.2784260787546056e-06,1.5714651989434152e-06,5.083444860789514e-06,8.878894382071103e-07,9.940461232813959e-06,3.176083218537533e-07,1.047555303284733e-06,4.2156230559077935e-07,1.1642658412939233e-06,5.597416146980574e-07,8.504966277543427e-07,8.925396102467192e-07,4.586190390935956e-07,5.829343484006198e-07,1.5615061585082983e-05,1.049855416221734e-06,2.0210057479487988e-05,1.7712905589671282e-06,2.946151961945522e-06,0.0,7.563062039902716e-05,4.545020463179049e-06,1.3341032871263889e-05,1.2140821238081008e-06,3.595601276986515e-07,1.2453881558342725e-06,3.6862222851079317e-07,6.682570104898415e-07,1.8119809677325165e-06,2.1098573377189574e-06,2.6466761932458394e-06,4.675933745832954e-07,3.4890204081513257e-07,5.573505729705344e-07,0.008846812673060898,2.350057712778704e-07,0.00019106414125811654,9.64607951136744e-07,2.710044420924175e-07,9.518565027627862e-06,2.584354049260173e-06,4.927391293496617e-06,8.06619813581268e-07,4.3872440296767467e-07,6.447923016638398e-07,1.2369823425196653e-05,1.797655252721795e-06,7.383913470498748e-07,9.583394626723917e-07,1.0436661488196567e-06,3.595590322967178e-06,2.337616353246471e-06,0.00016666037889666454,1.8323761302381623e-05,4.086920706283133e-07,4.752499484254007e-07,9.709195307271475e-07,2.1595253839011984e-07,4.951964483924396e-07,0.0,2.9693326956030335e-07,3.3718480890406067e-06,4.2624348912971186e-07,3.964845429545901e-06,1.8554340925622923e-06,7.740779208171845e-07,1.4255774079588884e-06,4.545085036872745e-06,0.0005433091678224986,0.00048817428813053204,0.002801684097027652
Aircraft and spacecraft,7.181293125634465e-06,3.718743676994348e-06,6.754355657059093e-06,2.3703620910507784e-06,3.909280098796461e-06,2.5330343450169586e-06,5.144253205745009e-06,3.7962047334383856e-06,2.0908623379463597e-06,2.983899956121364e-06,3.4804242868912586e-06,1.567055186013966e-06,2.208122823656221e-06,1.7159647459638431e-06,2.769255020584046e-06,3.835315618165476e-06,3.4228652397337386e-06,3.1026655817817673e-06,2.826897197891898e-06,5.543223741291679e-06,3.578594578063468e-06,2.4541998097075637e-06,5.649686599115537e-06,2.5973227480974537e-06,4.091378869107826e-06,2.5567719773148656e-06,1.2243158310321991e-06,2.89870979838544e-06,2.4372989758347282e-06,2.493015511015324e-06,2.3490530631729537e-06,2.3753485819694532e-06,2.620944249446731e-06,3.101275671201216e-06,1.444525523530677e-06,0.0,1.4341397856183114e-05,1.2497222802446976e-05,2.3097383467302043e-06,2.13644458945197e-06,3.062677633890155e-06,3.0301053808588906e-06,2.080800859289108e-06,4.487658847548733e-06,2.576377893869675e-06,6.3350568673652025e-06,2.225989036578212e-06,2.0926312987377004e-06,2.06828030584229e-06,6.189632219118511e-05,4.176682871747631e-06,3.2378746277001214e-06,1.6476528810966047e-06,4.652546593003884e-06,1.7159647459638431e-06,2.522136946080902e-06,3.6492379394677725e-06,1.5806172676567208e-06,2.4424668942727708e-06,2.577840859948604e-06,3.086361667029426e-06,0.000346445431852144,3.915582362496526e-06,4.194912239069721e-06,2.587974515581936e-06,3.3187098969316833e-06,4.1957147118651535e-06,0.0,1.4108035341767879e-06,3.2404245611421334e-06,2.7501979540055344e-06,2.1934137906731086e-06,1.4352028355120385e-06,3.078412737305084e-06,1.2243158310321987e-06,2.5870744664263893e-06,6.330788344703078e-06,2.1063544999057896e-06,2.973507085066735e-06,7.243399457122142e-06,3.087606372813152e-06,3.564026351950174e-06,2.9368369532712137e-06,3.201815642202154e-06,2.5983633184009393e-06,3.0880959293415517e-06,5.241708960599724e-06,5.327709274031682e-06,6.702690409706669e-06,2.309849868683843e-06,1.8734011789475487e-05,2.2532746884303594e-06,2.499327355099036e-06,2.5144333513056853e-06,2.6834730813117927e-06,0.0,2.866835966045133e-06,1.9052548160913186e-06,2.9729289220321094e-06,3.4610267185160905e-06,2.811538133608757e-06,4.046695678345008e-06,2.2814311709453697e-06,1.831025189334365e-06,2.855957267523883e-06,2.929290210628043e-06,2.540511944805344e-06,2.6160151723885967e-06,3.6113454662208427e-06,3.4599902002589256e-06,2.5870744664263893e-06,2.320057383382255e-06,2.3287443909914505e-06,9.890652967507806e-06,2.230235163053197e-06,2.6361296880989713e-06,1.8191897383382208e-06,2.5079594614225417e-06,2.3087129526079185e-06,7.17824108406375e-06,3.1851169520487792e-06,2.776684959710816e-06,4.001652168910004e-06,4.04503562854911e-06,2.462108096830546e-06,0.0,2.697039529552041e-06,5.1378839487938015e-05,9.051402914493038e-06,3.5763215904539615e-06,2.6516552130466842e-06,2.5380597748843395e-06,1.44655286421019e-06,2.8705137485493447e-06,5.01686085484897e-06,2.5562954967723083e-06,2.518243137668761e-06,2.984975312953229e-06,5.153590911475637e-06,0.00016506412276269845,3.1712949345467035e-06,1.4601848839193324e-06,2.6965853806687724e-06,2.60407171321014e-06,0.0,2.9134289305037327e-06,2.959372666328203e-06,9.17458932137718e-05,3.817638560804088e-06,2.3953712224147073e-06,0.003317103631058607,1.3323033242794016e-06,1.3681352497652142e-06,0.0,3.063682864958984e-06,3.4847451823242252e-06,2.4709490061302517e-06,7.254607532894012e-06,3.2623844898005828e-06,2.313495003780932e-06,1.7159647459638416e-06,2.4228380160486855e-06,3.2549023819940614e-06,4.097519784433113e-06,1.6840090171585403e-06,1.2243158310321987e-06,2.699678583855695e-06,2.4346089150287028e-06,2.4263861523443163e-06,3.0061692552780763e-06,2.52685936301111e-06,2.767143738255302e-06,5.241708960599724e-06,3.853233225378401e-06,7.243399457122144e-06,2.458880903262631e-06,2.8314034259197297e-06,2.188016163077778e-06,2.767143738255302e-06,5.760745197558522e-06,2.652739011696723e-06,7.36850986473739e-06,3.384216381009338e-06,2.2814311709453697e-06,0.0,1.9457483951017143e-05,2.428850533546459e-06,2.443965366570205e-06,3.475092188037086e-05,2.283042324628842e-06,3.1741213800732204e-06,2.125474584675987e-06,2.679397969125626e-06,3.167173120292924e-06,3.3924958087721175e-05,5.577897011001915e-06,2.567960244437048e-06,1.4895865660345275e-05,3.4505580298114874e-06,0.000188734940373562,1.2970869658236694e-05,4.103991434522153e-06,4.182041625438118e-06,2.4218293593699236e-06,2.5328331154757183e-06,7.209557800608818e-06,2.410845446846158e-06,2.8405437118849974e-06,2.265164987607585e-06,3.8190923623059166e-06,2.1965029330013686e-05,1.989852940906965e-06,2.4738201337763426e-06,1.4150673718675976e-06,5.578613393092451e-06,2.320057383382255e-06,2.448437021723015e-06,5.281735107875514e-06,6.746862296692474e-06,1.308067511488118e-06,5.986159097315056e-06,3.28907332965264e-06,2.4709490061302517e-06,2.4886914091805833e-06,3.0876063728131513e-06,2.4853401269398913e-06,2.845042119196334e-06,2.290101585141276e-06,2.222209358205384e-06,2.5345552851485587e-06,1.9145782282831246e-06,3.0193883704721305e-06,4.682862292110318e-06,6.626918735131052e-05,1.871132133694923e-05,3.943164562767009e-05
Animal feed ingredients and pet foods,0.0,1.0000000000172822,1.000000000017349,0.0,1.0000000000173621,0.0,1.000000000017357,1.0000000000173626,1.0000000000173614,0.0,0.0,0.0,1.0000000000173614,1.0000000000173621,1.000000000017361,1.0000000000173617,1.0000000000173603,1.0000000000173617,1.000000000017362,0.0,1.000000000017362,1.0000000000173626,1.0000000000173617,1.0000000000173546,1.0000000000173621,1.0000000000173612,0.0,1.0000000000173621,1.0000000000173614,0.0,1.000000000017362,1.0000000000173617,1.0000000000173617,1.0000000000173617,1.0000000000173617,0.0,1.0000000000173224,0.0,1.0000000000173623,0.0,1.000000000017362,1.0000000000173628,1.000000000017362,1.0000000000173608,1.0000000000173612,1.0000000000173526,1.0000000000173623,1.0000000000173614,1.0000000000173621,1.0000000000173555,1.0000000000173621,1.0000000000173623,1.0000000000173617,0.0,0.0,0.0,1.000000000017362,1.0000000000173614,1.0000000000173614,1.0000000000173315,1.0000000000173621,1.0000000000173612,1.0000000000173617,1.0000000000173617,1.000000000017361,1.0000000000173614,1.000000000017358,0.0,1.000000000017363,1.0000000000173614,1.0000000000173612,1.000000000017362,1.0000000000173621,0.0,1.0000000000173623,0.0,1.0000000000173617,1.0000000000173621,1.000000000017362,0.0,1.0000000000173617,1.000000000017362,1.000000000017361,0.0,1.0000000000173621,1.000000000017361,1.0000000000173614,1.000000000017362,1.0000000000173612,1.0000000000173621,0.0,1.0000000000173626,0.0,1.000000000017362,1.0000000000173621,0.0,1.0000000000173612,1.0000000000173612,1.0000000000173612,1.0000000000173617,1.0000000000173621,1.0000000000173617,0.0,1.0000000000173621,1.0000000000173617,1.0000000000173614,1.0000000000173614,1.0000000000173617,1.0000000000173614,1.0000000000173617,1.0000000000173588,1.0000000000173621,1.0000000000173617,1.0000000000173561,1.0000000000173617,1.0000000000173617,0.0,1.0000000000173621,1.000000000017362,1.0000000000173508,1.0000000000173621,1.0000000000173614,1.0000000000173617,1.000000000017362,1.0000000000173617,0.0,1.0000000000173621,1.0000000000173226,1.0000000000173612,1.0000000000173621,1.0000000000173612,1.000000000017362,1.0000000000173621,1.000000000017362,1.0000000000173608,1.0000000000173617,1.0000000000173617,0.0,1.0000000000173623,1.0000000000173614,1.0000000000173614,1.0000000000173623,1.0000000000173617,1.0000000000173623,0.0,1.0000000000173621,0.0,1.0000000000173566,1.0000000000173235,1.0000000000173617,1.0000000000173233,1.0000000000173621,1.0000000000173612,0.0,1.0000000000173601,1.0000000000173623,1.0000000000173626,1.0000000000173614,1.000000000017362,1.0000000000173612,0.0,1.0000000000173626,1.000000000017353,1.0000000000172777,1.000000000017362,0.0,1.0000000000173612,1.0000000000173617,0.0,1.0000000000173614,1.0000000000173614,1.0000000000173626,1.0000000000173628,1.000000000017362,1.000000000017362,1.0000000000173626,1.000000000017355,1.0000000000173612,1.000000000017362,1.0000000000173497,1.000000000017359,1.0000000000173614,1.000000000017362,1.000000000017362,0.0,0.0,0.0,1.000000000017362,1.0000000000173621,0.0,1.000000000017358,0.0,1.0000000000173617,1.00000000001736,1.0000000000173617,1.0000000000173621,1.0000000000173623,1.0000000000173614,1.0000000000173612,1.000000000017326,0.0,1.0000000000173548,1.0000000000173614,0.0,1.0000000000173603,1.0000000000173586,1.0000000000173621,1.0000000000173612,0.0,1.0000000000173617,1.0000000000173626,1.0000000000173621,1.0000000000173621,1.0000000000173617,1.000000000017362,0.0,1.0000000000173621,1.0000000000173546,1.00000000001736,1.0000000000173623,0.0,1.0000000000173612,1.0000000000173621,1.0000000000173612,0.0,1.0000000000173621,1.000000000017362,0.0,1.0000000000173617,1.000000000017362,0.0,1.0000000000173623,1.0000000000173612,1.0000000000173226,1.000000000017327,1.0000000000173241
Articles of concrete cement and plaster,2.6558202337279047e-08,1.0035621710946296e-07,6.967204142937379e-06,7.737961592980369e-09,1.8859235824616855e-08,3.0890554109286307e-09,1.1843963162359937e-07,5.316048816081381e-08,4.54306232546498e-09,2.142415660331249e-07,4.020516022899363e-09,1.5185615123392832e-09,2.021411139307087e-08,7.260451373752847e-09,3.4215334773063783e-10,1.1365039825431698e-08,3.3222660418519033e-07,2.120019639930659e-09,1.9458041929029264e-07,5.985598213267993e-09,2.444818040326592e-07,1.7551056149246253e-07,4.768811150060835e-10,9.521398923175132e-08,1.1321819460816976e-08,1.0023926965077093e-09,2.0609498151826622e-08,1.1159441922088499e-07,2.2042139746347766e-08,8.42707297180716e-09,8.012014784058087e-08,1.2664747403830543e-07,2.1221134003710476e-08,1.749056320929142e-07,1.6455739886609844e-07,1.0706365794179296e-08,6.775512815048951e-06,7.424784333206969e-08,4.020516022899363e-09,7.260451373752847e-09,4.482618982852375e-09,7.311847040841268e-08,1.67218098421858e-07,3.936930145299282e-08,2.9713687353507025e-07,5.7770238567919696e-05,1.2711439075272241e-07,1.0224342173919552e-07,2.051878152118122e-09,1.1937454961820644e-07,1.730670187588647e-07,1.5375457496268988e-08,2.0924558127047916e-08,1.1246977599832108e-08,1.8949604332527435e-07,1.3487978307099533e-08,1.7385033936029365e-09,6.518424211492091e-10,8.038265522158673e-10,1.4631996243926819e-07,2.1641281399506675e-08,1.5185615123392832e-09,1.0706365794179296e-08,1.804397571687645e-08,4.957310036720995e-09,4.6784619449732745e-08,4.358113035645883e-08,0.0,3.086416626221627e-09,3.501546192307733e-09,1.0138370301410311e-07,8.220392309564102e-10,1.3049371004358475e-07,4.929871938419488e-08,7.192582929701513e-10,7.250509835580682e-08,1.855853602134281e-09,2.296932359119551e-07,5.0035228004987725e-08,4.3490204969208675e-08,4.929871938419488e-08,1.184107396832401e-09,1.3656943572393352e-07,1.5203303296597984e-08,1.451051743677091e-07,9.721176430382805e-08,2.2967227112007592e-07,8.81629964896049e-08,1.2289200768040265e-09,3.519209826968736e-08,1.5537450532053154e-09,1.7727914326967652e-08,2.398903365302879e-07,5.926121250259349e-08,1.5796642088972313e-07,0.0,2.163161699061276e-08,4.6424622814182187e-10,4.201073569555439e-08,8.676286381294766e-10,1.8868620715833455e-07,1.6454774849842226e-07,0.0,5.087132854052907e-09,1.2523689945265303e-07,3.333872945605422e-08,8.117495253243755e-09,4.6978996053276154e-08,1.2222534612949238e-09,2.6837578751769388e-08,8.936367767866537e-08,1.3438949428137166e-06,5.6728815919281615e-09,2.002357056222162e-06,5.2780069300036175e-09,2.113986051879169e-07,1.265295575078504e-07,1.3369456140649924e-08,2.0417182470092935e-07,7.96085175139774e-08,2.347962701312106e-07,3.3004478038837244e-08,4.7062159911475905e-08,3.1841226172395444e-08,2.264068525617601e-08,0.0,2.1309020424023817e-07,6.9018539020400145e-06,5.4460725716530486e-09,8.386921347210542e-10,5.652511419860528e-09,1.7594141672265609e-07,8.02711296876219e-10,3.49772196587244e-09,7.552037659112658e-08,1.9479715585104026e-07,2.822613269587536e-10,2.3783738882185782e-07,2.862151701491791e-09,2.3877226436696388e-08,7.049764072611804e-10,2.2176808115967628e-07,4.060634260471406e-09,1.8218666245187048e-07,2.165601602791404e-07,9.242052866354473e-08,7.235013790410437e-09,2.1609533990817262e-07,6.309445817927301e-06,1.9238266346778798e-07,6.593457764412354e-06,5.179922527794487e-08,2.958519063239462e-08,9.099622384545603e-08,4.181257238822316e-07,1.7554056375970798e-08,9.638366140451103e-08,2.373121119120896e-09,1.3109839756600957e-09,1.7236528353658747e-07,1.9132825108934383e-08,9.638366140451103e-08,1.1698139924894477e-07,1.8128728691819193e-07,4.8049941895421856e-08,9.638366140451103e-08,6.11744841698499e-08,2.7751578668567473e-07,5.648258070550877e-07,1.5203308267247857e-07,5.095294509939191e-10,1.6715911380666416e-07,2.3733534135881032e-07,9.24004008047795e-08,4.3490204969208695e-08,8.414415674198433e-08,1.4944047091382546e-09,2.548439515714419e-10,1.5120340149140244e-07,3.467683306386613e-07,9.879450198209018e-08,1.1249214754649041e-07,1.4225570965290216e-08,5.095660805095548e-07,0.0,1.4521936308064188e-06,1.5923493562884317e-07,5.395723144690338e-07,2.798055943873739e-08,1.0608942272325867e-09,1.857874212367863e-07,1.0531757711314096e-09,4.2789966578283864e-09,4.965635114465239e-07,4.5156663389384415e-07,7.730456282966811e-08,3.147087374214504e-09,2.3697766501650013e-09,7.12380603337555e-10,5.262474345615641e-05,1.6146307816937995e-08,4.146850239964249e-07,5.596541551945774e-08,9.645370249155734e-09,4.434375206830187e-08,1.9959459812301307e-07,2.3924806324017205e-07,5.393161034304326e-08,1.5126771155517116e-07,1.358126709500282e-08,1.9450389571798893e-07,1.4484747274385024e-07,5.477076809131788e-08,1.5859249626710946e-08,2.798997489876683e-10,1.3051960727849396e-07,4.6081662499976956e-07,3.67888755758823e-08,5.025539467650486e-07,1.9097160477662933e-09,0.0,5.44145890454841e-08,7.71831822551665e-09,6.215146461084958e-10,0.0,1.4747504566489047e-08,1.5753672997531507e-07,9.476529493133324e-09,2.5083816949335806e-07,1.3777481590230809e-07,3.482508326903445e-08,1.5126771155517116e-07,1.2232184284023454e-07,6.93433665109237e-06,9.593237010975323e-05,0.004264684160528096
