,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,6.896308842852803e-06,1.1091609462247348e-05,8.430394475156867e-06,1.0283744219641323e-05,7.510291433067129e-06,7.849694278328176e-06,1.7033960319926523e-05,7.0247250374581965e-06,7.0641715059362e-06,8.86453473238101e-06,8.062386062392012e-06,8.096680438442863e-06,0.0021932386695264986,8.379445456249936e-06,8.175149051272303e-06,7.3241739685153405e-06,9.316505590038021e-06,8.040270336426212e-06,9.161342757744699e-06,8.115725229337673e-06,8.990903584771019e-06,9.64254958956174e-06,6.230284511956805e-06,1.0741099834001224e-05,7.202625508019131e-06,7.796527577088934e-06,8.152591139647252e-06,7.94541683602541e-06,7.526932404517887e-06,6.805516688597563e-06,7.771841469685405e-06,3.390622928572071e-06,0.0007229533661037308,9.147643570624892e-06,1.807985720359519e-05,0.0,8.461848642651817e-06,8.357362525602604e-06,7.580814309455031e-06,8.379445456249936e-06,8.124229373470688e-06,7.927542028121389e-06,8.557368496788367e-06,8.344614623149023e-06,8.584418832229496e-06,8.533319699138693e-06,8.513753393317462e-06,8.43889993343405e-06,4.690311948799538e-06,1.3280470942667127e-05,7.877071292117039e-06,7.743003456844433e-06,7.558893290779243e-06,6.769951505008938e-06,8.381293182438782e-06,6.828314076091554e-06,7.404595282274172e-06,8.189561877439973e-06,8.236652155980367e-06,9.386115961821027e-06,0.000537497687286641,8.199392271053551e-06,7.071745236879374e-06,8.431572082642483e-06,2.227049738706217e-06,7.758055313791893e-06,1.1187611212468402e-05,8.236652155980367e-06,7.784045836581323e-06,8.347881338170167e-06,8.831946654270544e-06,8.199747506388543e-06,8.815052339759567e-06,8.865414800257765e-06,8.158302451194142e-06,8.055019994539587e-06,8.178949670707232e-06,8.583625799671709e-06,8.380533351479233e-06,7.184494382567256e-06,8.865414800257765e-06,7.084108067228635e-06,8.821961621131411e-06,8.232762654976122e-06,8.446061019417926e-06,8.481338806700146e-06,7.758873807303372e-06,8.834826117333721e-06,6.522687893037381e-06,2.8698167147543072e-05,8.202417182468274e-06,7.829540419000463e-06,8.561801353704536e-06,9.039007790659767e-06,8.613065514633757e-06,0.0,7.642997893310236e-06,7.83572037006089e-06,7.349770842359635e-06,7.946532108189464e-06,1.126712560752732e-05,1.95795085301088e-05,8.863196626901023e-06,8.002306154253915e-06,1.2210080486313117e-05,1.2510576784916963e-05,8.18072137934695e-06,7.548531887720317e-06,6.719618775651556e-06,7.527312950034291e-06,7.975446098886156e-06,8.418877859910122e-06,7.474549643599189e-06,8.425548830114713e-06,7.559264816151602e-06,8.614437816485832e-06,8.462383612408757e-06,6.957706772293765e-06,8.485977004737796e-06,9.74678801329728e-06,8.77833021888148e-06,8.613585578650194e-06,8.443444986386442e-06,8.286348477699757e-06,0.0,1.1650086424013676e-05,8.498828676849792e-06,8.024928003905772e-06,8.298032577937478e-06,8.127839183958011e-06,8.473073362194871e-06,5.538353430868216e-06,7.689025994654366e-06,8.614857978114737e-06,9.710333096118383e-06,7.742035839862795e-06,6.919006676481859e-06,7.810886563306378e-06,8.492701872908178e-06,7.91440721352988e-06,9.892978024682941e-06,7.863102794394059e-06,8.384785137818993e-06,8.499144918823055e-06,0.00037215281284046524,7.88730589708741e-06,6.739138195115163e-06,9.01442202524048e-06,1.0453426581439502e-05,9.04138169437437e-06,8.48395318829614e-06,7.813654198157666e-06,9.073768427032655e-06,8.652632075155588e-06,9.42641293966338e-06,7.805307949307604e-06,8.635672048116506e-06,8.12054211442663e-06,8.092425589352529e-06,1.4954534992997368e-05,8.745506248012664e-06,8.652632075155588e-06,1.2272070567024172e-05,8.598724379880862e-06,8.064958489710608e-06,8.560303854053764e-06,7.653290950769692e-06,8.943618525500304e-06,8.489327440853607e-06,9.457751856649997e-06,7.999914431515071e-06,1.633624939078141e-05,7.953327745891287e-06,6.433903917840284e-06,7.184494382567256e-06,8.129448120537859e-06,9.013840766592508e-06,8.097019542918091e-06,8.207238051329921e-06,9.169096878625258e-06,8.43476824449011e-06,9.303867452505909e-06,8.175393813974644e-06,8.863196626901023e-06,0.0,8.722007123360726e-06,7.438996862705103e-06,8.497012521958387e-06,7.533172889301515e-06,8.248270128082122e-06,9.25257175765425e-06,8.039528291666844e-06,7.901349768153979e-06,8.619236133236621e-06,8.890899155106419e-06,0.00017878895413291505,8.27052574736271e-06,7.846584940186117e-06,8.13604998621146e-06,8.608302130361045e-06,4.602496950756853e-05,9.034648872072357e-06,8.017442521102206e-06,6.682507566728705e-06,1.0911255481052886e-05,8.747896487060493e-06,9.104768498858411e-06,7.738884288646837e-06,8.69734422008908e-06,6.667652764325968e-06,9.573821250913392e-06,8.685438717702669e-06,2.918844918111449e-05,7.709584524022043e-06,5.031121374562561e-06,8.677146768944381e-06,8.636064179962755e-06,7.528387857319952e-06,9.3472921192498e-06,5.3128254957046035e-06,8.120542114426629e-06,6.143850615847133e-06,6.669298336303131e-06,4.457316753579376e-06,8.12054211442663e-06,0.00017489359633235236,6.386037658254566e-06,0.01801997407493187,8.630225147062432e-06,8.738454865811873e-06,8.325444252960891e-06,8.69734422008908e-06,9.441949718137375e-06,8.546678639207017e-06,9.048215886247944e-06,8.783075818984358e-06
Agricultural and forestry machinery,1.5273004933702814e-10,7.254135570710351e-11,7.002799315502858e-11,1.7080704930435627e-10,4.425641618231343e-11,2.608700058097287e-11,7.304971462373052e-11,1.0795578832690602e-10,5.94625481264335e-11,6.422716818651315e-11,5.399022421171948e-11,2.599178694824462e-11,1.5164140801885958e-10,5.3981511502324236e-11,2.0162671480450267e-11,5.411675359819232e-11,8.03966599852105e-11,4.780482153809202e-11,8.530598983675967e-11,4.22890012620234e-11,8.827956135695234e-11,8.881739910426984e-11,3.2918534802215986e-11,6.998152872633187e-11,1.6457394789814386e-10,4.894053185557128e-11,2.8845349094695306e-11,4.698382996061114e-11,1.3995619887426533e-10,1.695131527595172e-10,1.0419447487311574e-10,1.156378933701607e-10,1.3927032343529523e-10,8.152900725369322e-11,8.05593030190413e-11,0.0,8.288414139724528e-11,3.8562867393916385e-11,1.192196529760063e-10,5.398151150232424e-11,3.48325241567623e-11,6.751665189343515e-11,1.0152416384719865e-10,7.146893174260253e-11,7.920827131322313e-11,8.897534245570223e-11,6.834436503198987e-11,7.449144932013533e-11,6.909000687822588e-11,6.922823770651436e-11,3.696184644548665e-11,9.741790418678085e-11,4.5785812356393265e-11,1.1472553229667116e-10,5.3981511502324236e-11,1.4664265378402342e-10,2.7938028690490766e-11,3.356642077747262e-11,2.8466863300298607e-11,7.792007073770743e-11,1.3721158229718816e-10,4.0182083473273996e-11,1.0669503980822772e-10,4.538154116335312e-11,9.821170241479024e-11,6.071873720923669e-11,2.8762252212722497e-11,0.0,2.605796432254461e-11,3.8906911086582925e-11,5.578689596204536e-11,2.8607799673313226e-11,7.893907154755832e-11,5.454117005473208e-11,2.5991786948244624e-11,8.315354840552715e-11,3.7726465899120255e-11,1.2327223796945348e-10,7.546494226810479e-11,5.89448556615371e-11,4.71787845548907e-11,6.288004234733471e-11,9.011827618074945e-11,2.7837781149153314e-11,8.682753921190328e-11,8.147510051579784e-11,3.038635837805463e-11,5.7313016409059983e-11,3.02283624167923e-11,1.2418646713188668e-10,3.819493530086632e-11,1.0162799608554893e-10,8.437329054961613e-11,9.455508151547214e-11,1.0243040574032821e-10,0.0,1.0420841278700305e-10,2.774535495358269e-11,1.3152745557637241e-10,4.3023569590568425e-11,8.503499089028184e-11,8.51559742834455e-11,1.7080704930435627e-10,4.4060637080453254e-11,8.968495686746021e-11,5.515358718237542e-11,4.712310941677381e-11,7.410147330068988e-11,1.064108823968834e-11,1.3093433609403144e-10,5.6884969329518293e-11,5.871960328438016e-11,5.3038299210001504e-11,7.611348531471465e-11,7.894158996732965e-11,8.1984475394546e-11,6.444511632788432e-11,1.6210420775335352e-10,6.235520637679567e-11,4.171653942937153e-11,8.077068723164152e-11,5.93139197649445e-11,6.458840965840051e-11,5.10332255329971e-11,0.0,8.379503445975426e-11,7.08614217523466e-11,3.761229387501281e-11,3.371317745025532e-11,3.308386890137973e-11,1.2748493903133748e-10,3.709415887138817e-11,4.608084264629407e-11,8.491275071150206e-11,8.178053057160578e-11,8.258401812140471e-11,1.3737526374099042e-10,5.65450928169098e-11,7.767524863423963e-11,3.888970993333831e-11,8.824831154695721e-11,5.3594374828947713e-11,8.835045278059486e-11,6.513567399943203e-11,7.645013863644946e-11,5.959097137312752e-11,1.7080704930435627e-10,6.172630802419758e-11,8.318974511577008e-11,7.490587238135116e-11,7.722103479063895e-11,4.0517461081582e-11,5.65601008107706e-11,5.666985148682145e-11,9.066414675416488e-11,1.062347647507641e-10,9.635895834967389e-11,4.238051047922267e-11,3.549183183935791e-11,8.571881887468405e-11,5.4494764780214584e-11,7.05477147146227e-11,5.1534774294011744e-11,7.424243661773749e-11,1.1858369082510058e-10,1.1419284394281089e-10,7.749228926425445e-11,8.370771602581039e-11,1.1637076558814587e-10,7.177482037504634e-11,2.353037123225058e-11,1.0152416384719862e-10,2.5286105678946494e-11,1.1294512495431026e-10,5.894485566153714e-11,7.217690748696101e-11,7.089245617968933e-11,3.50537877319338e-11,5.362199578120761e-11,8.683721878463134e-11,6.096061209449686e-11,7.063277633458522e-11,8.419779262734224e-11,1.0409085585893592e-10,0.0,5.1925002587349487e-11,6.95640471189671e-11,8.159011132487389e-11,1.1278054851187183e-10,2.8170833742235446e-11,5.5751505641548246e-11,3.2734808111243265e-11,3.89239177417602e-11,1.5173527878405776e-10,2.56599061978127e-11,8.162519316566443e-11,4.255995562455468e-11,2.753686019843335e-11,3.810561901994891e-11,7.699687327638409e-11,1.6753571076554166e-10,7.513914204040667e-11,6.220649142531158e-11,1.2436501068915013e-10,5.5534362438269336e-11,5.939310930707019e-11,8.071249432684555e-11,6.872810399711462e-11,4.7804821538091984e-11,5.497523582422113e-11,7.504566463800366e-11,8.41727359803215e-11,1.2294392999566916e-10,4.219972909283297e-11,6.044597083457638e-11,7.771764320026303e-11,6.521951772721601e-11,6.639874644156573e-11,7.729830729179258e-11,5.055215058065966e-11,1.188717424852326e-10,1.0518412912199334e-10,1.7080704930435627e-10,3.727219765820294e-11,0.0,0.0012822144092914185,1.0000665895182839e-10,1.523838834047528e-10,8.309992117024684e-11,6.675285052030619e-11,3.631100137744555e-11,8.519910571100668e-11,6.655797583945123e-11,8.150788382527148e-11,8.624521281321779e-11,7.687301627070598e-11
Aircraft and spacecraft,1.0592846431144679e-06,9.962153681623948e-07,9.147462089509641e-07,0.16008183662306918,5.808085661700558e-07,7.94952055751443e-07,1.1015619309741895e-06,1.0102193202868302e-06,7.832961860073279e-07,2.0004728078233e-06,9.66756591311436e-07,6.306324698607442e-07,1.1672511896478274e-06,6.845757989697743e-07,1.0256346904996989e-06,1.1566560823193005e-06,9.341927203745005e-07,7.658432023825663e-07,8.348738547779952e-07,1.4229012762076263e-06,1.0265340741345194e-06,1.111161403372472e-06,9.122152284510847e-07,1.3922034119989277e-06,1.1335396642326794e-06,1.0481332623757573e-06,5.113584413568457e-07,1.013571144770827e-06,1.0585182500750567e-06,1.1044407366691358e-06,9.190599126221563e-07,9.421337901718671e-07,1.1805581574386145e-06,1.433810481169343e-06,6.200184594195937e-07,0.0,7.461499969239479e-07,1.1828451304622644e-06,1.0029162201044666e-06,1.046256319511781e-06,1.0198033804775076e-06,8.934494646316003e-07,8.818996902834118e-07,6.247315139141106e-07,7.573900248651726e-07,1.660491111347698e-06,7.732348862326894e-07,8.659423335404318e-07,7.922002765837693e-07,1.1612145553587262e-06,7.912796925800378e-07,1.053907951914532e-06,5.901937280590009e-07,1.334762399238685e-06,6.845757989697744e-07,8.968757573533603e-07,9.889888608469123e-07,6.353521032758104e-07,9.227274452687528e-07,1.0628663522526104e-06,1.8222373222225327e-06,1.156330200791559e-06,1.0022103962827808e-06,1.164476292296435e-06,1.0706387989982708e-06,1.2386210401248954e-06,1.0495260250855551e-06,0.0,4.3411981100878334e-07,1.0385816290788082e-06,1.4056437939290699e-06,7.516015385904446e-07,6.820384919041298e-07,1.856283196846211e-06,5.113584413568456e-07,1.0420069140152509e-06,9.254173987779985e-07,8.84791564877361e-07,1.7541112388127457e-06,1.1141605427936092e-06,1.8644089474045135e-06,9.446216996454412e-07,1.1521636172690568e-06,1.116354206103558e-06,9.530016346114608e-07,1.8631721227983604e-06,6.419065381190009e-07,1.0917803204211419e-06,8.891382423730656e-07,1.002975313436484e-06,1.1159562278748274e-06,8.286451389352742e-07,1.0355989430101334e-06,4.310191714383549e-05,1.2326097594062054e-06,0.0,1.0558851341294654e-06,6.499368721578447e-07,1.0831461308342005e-06,1.0464803661659996e-06,1.1941320479859165e-06,1.0867394186646703e-06,2.9221189101932554e-06,7.550989895996655e-07,9.313250479339437e-07,9.622565423357482e-07,1.0381144696387926e-06,1.0732223399355727e-06,3.031252076217731e-07,1.0738185245238014e-06,1.0420069140152509e-06,1.0157105932172297e-06,9.638807835754186e-07,9.517669718943949e-07,8.308569229584169e-07,1.0217075013862588e-06,1.0283721121777512e-06,1.1248600319957368e-06,9.539530429961017e-07,8.593431855573849e-07,1.0753631952308469e-06,1.1450482675040048e-06,1.4248560739363027e-06,1.0289817288878964e-06,0.0,1.2068516458897146e-06,1.0113779460586956e-06,1.0398717278939082e-06,9.898681217352817e-07,1.0020876245530843e-06,9.337149194351073e-07,6.089442789642696e-07,9.82668600793536e-07,5.476498703544887e-07,9.38398150002493e-07,1.0145549036883178e-06,1.0320745446454173e-06,8.991292863654943e-07,8.445434873951083e-07,1.032414423901061e-06,6.032826819172874e-07,1.0317371527307682e-06,9.962333424683433e-07,0.0,7.839493791808747e-07,6.789729686838518e-07,1.7223894764567119e-06,8.822891353333443e-07,6.960257564519522e-07,9.590773209698059e-07,1.0000266829409663e-06,6.276843114112065e-07,5.676713913616912e-07,0.0,1.062007980994054e-06,9.510279015729699e-07,1.077639833746886e-06,1.1152030647299135e-06,1.0411806094951955e-06,8.285558774160835e-07,6.845757989697742e-07,1.046468432267624e-06,1.304521379401087e-06,9.008210445351846e-07,6.605384611054987e-07,5.113584413568459e-07,1.0056202473061707e-06,1.0042278207446645e-06,1.0485396680083084e-06,1.8730324917096793e-06,1.035373646550795e-06,9.108743431825463e-07,6.419065381190009e-07,1.0569524645666254e-06,1.1141605427936092e-06,1.0692035931483983e-06,1.2546704960153645e-06,6.832635738959132e-07,9.108743431825463e-07,9.884868639967374e-07,1.1167749681427584e-06,1.0093649766713393e-06,9.186669105644164e-07,2.9221189101932554e-06,0.0,1.008091772870012e-06,7.567748790094424e-07,9.88858819011679e-07,1.1375650746893727e-06,2.9035215016646733e-06,9.418353555124195e-07,9.194682684827846e-07,9.734967308526586e-07,1.0282328153311845e-06,7.783519728635601e-07,1.0891207666313612e-06,9.884356961226671e-07,9.809090310055477e-07,1.0538452744215089e-06,8.388492169378981e-07,8.385817315254478e-07,9.491082377032416e-07,1.033032173226109e-06,1.5608006376056964e-06,9.351139521822795e-07,8.355232880555563e-07,1.0674634136835544e-06,1.008033485525458e-06,8.01225417336937e-07,9.298383270157448e-07,1.2501595246738982e-06,8.228616752700642e-07,1.766181909217086e-06,5.829075317809579e-07,8.130078030162224e-07,1.0157105932172295e-06,1.0365245169780399e-06,1.1647796330640795e-06,1.0071128771285458e-06,2.0233433705366755e-07,1.0863994569823567e-06,6.48885378553302e-07,1.077639833746886e-06,1.3587155707272876e-06,1.8644089474045135e-06,1.1079540553226445e-06,1.0332921262340705e-06,8.144062683661252e-07,9.369487381983497e-07,7.86185052435048e-07,7.53334651335163e-07,1.0270503473801425e-06,1.066628378213025e-06,9.87280599328494e-07,9.1686552854385e-07,1.0611807633259636e-06
Animal feed ingredients and pet foods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0090311986863711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Articles of concrete cement and plaster,1.1831414778290109e-07,6.76365607732084e-08,3.070777231183242e-08,1.5092750187597728e-07,9.754913509372272e-09,4.780036975167287e-10,8.798865536602165e-08,2.5364830000826097e-08,1.7896356999052249e-09,5.70553640739583e-07,9.534645489998278e-09,1.4231837434605154e-09,9.339774794133086e-06,5.473525749960108e-09,2.1391727257889108e-10,2.984437622214891e-09,2.3108098638484344e-07,1.391181763514344e-09,1.7531534098983314e-07,2.634849298363678e-09,4.006627313358223e-08,1.2472346500088165e-07,3.2412297153952856e-10,6.814956546796063e-08,1.4535415667783637e-07,4.3479062722415947e-10,3.1723554577552627e-10,2.7533091970239397e-08,4.230741055881304e-08,5.722033975595041e-07,3.870374857167901e-08,5.731765816007846e-08,0.00014170691545840173,1.1168005849472069e-07,2.0929067467375984e-07,8.88507776871791e-08,1.1725150734467222e-07,3.3600339957306494e-08,9.534645489998278e-09,5.473525749960108e-09,2.900769799087588e-09,4.2281204577475523e-08,7.563728741981096e-08,1.6727086149218882e-08,3.234358878525807e-08,1.0172340721430427e-07,4.1386003780492416e-08,1.0161405700149399e-07,1.2296313425511567e-09,6.048638718793916e-08,5.175345936773445e-09,3.67448025481568e-08,1.2695904922920326e-08,3.3614091943308854e-08,6.653816828923823e-08,1.4342174741355667e-07,1.4049433083437935e-09,3.368677323686589e-10,4.4878289724853633e-10,7.094586154439978e-08,0.01591879034101299,1.4231837434605154e-09,8.88507776871791e-08,7.267268156401594e-09,2.7306993494269114e-09,2.8002774440396272e-08,2.3771601799913627e-08,0.0,4.650586027682547e-10,7.19797201609367e-10,5.704041959944377e-08,2.6598413204882695e-10,1.3172005494225846e-07,3.8885019730836984e-08,3.184115594334869e-10,4.8968190668565454e-08,1.5356434707357776e-09,1.9657256217797464e-07,2.6659437205524707e-08,2.7742926718518758e-08,3.8885019730836984e-08,4.269863388954099e-10,1.385495912860269e-07,6.266353609195526e-09,6.353014276993859e-08,4.3823598002268646e-08,1.9912093542354633e-09,3.8775975802676636e-08,8.14665144280434e-10,0.010694849004149166,1.4367650944240637e-09,2.4871539733309392e-08,1.2344364485351297e-07,6.752338274055279e-08,7.749898385341116e-08,0.0,5.2095804162016084e-08,2.2942442954162862e-10,1.1903091483130932e-07,2.3929081726478125e-10,9.583798790800426e-08,2.092239399703031e-07,0.0,6.394807775446069e-08,5.9236499998102027e-08,1.7963267176041444e-08,3.9822134099294735e-09,3.483163434774869e-08,5.383246856781638e-10,5.9434605279996845e-08,6.335226750505695e-08,1.4386773464005983e-07,1.4566676042602363e-09,1.7902455645489966e-07,1.400018587460658e-09,3.980850927395897e-07,1.222921342366986e-07,6.318454861476493e-06,9.912796048777313e-08,6.089429163741592e-08,6.452772711346613e-07,2.1866830571994102e-08,2.424882944858791e-08,1.5302426609953865e-08,0.0,2.0039903417825307e-07,1.194985169044361e-07,1.8407536239860265e-09,3.8232500356855153e-10,1.768572182468425e-09,1.6120391606377248e-07,3.678652863960131e-10,1.0312633729972583e-09,3.3919943138448866e-08,1.7740146792302706e-07,5.422314441315896e-10,2.0240632521085724e-07,1.336654506521454e-09,5.299987618326434e-08,4.829421321714787e-10,4.989559394385501e-07,1.989108384304889e-09,7.01361289562809e-08,1.1191551625284341e-07,8.381516699192404e-08,3.79989938207112e-08,1.4124948421420328e-07,2.0153174523241235e-07,1.3837264726525833e-07,1.607591668560164e-07,1.1782781253224176e-07,8.536785783655667e-08,3.5739783489552983e-08,8.658409075469921e-08,1.390953153126778e-07,3.046459564372356e-08,9.180262629147203e-08,1.7001679526238594e-09,6.809964210636699e-10,2.4843803976167855e-07,1.7636199962416007e-08,9.180262629147203e-08,8.70527765950337e-08,2.854049149048804e-07,4.169844625368246e-08,9.180262629147203e-08,3.693151158165468e-08,4.321444886567175e-07,1.027460674954059e-07,1.4965796155197764e-07,2.7527188352425343e-10,7.549819571172352e-08,2.8184351762082745e-10,4.3820829997418255e-08,2.7742926718518755e-08,1.9238876972124104e-07,1.439944564648331e-09,1.147885180865351e-10,3.787300696737325e-08,1.1260030619256246e-07,6.820486740654175e-08,6.51462036331331e-08,1.852136523600514e-09,5.478429681189246e-08,0.0,6.090843296809418e-08,1.386592405816329e-07,7.142498191334929e-08,3.990173785974557e-08,4.891786946121498e-10,8.272847723721308e-08,1.0418706310311544e-09,1.7480581565444614e-09,1.16137306087815e-07,9.555117131867745e-09,5.520774969548512e-08,3.748618920206335e-10,9.789506837119407e-10,4.928749930135758e-10,1.330517024762526e-07,1.8536702669241292e-07,2.709599145605115e-07,3.117276030432085e-08,1.1303591377614444e-07,2.27122020521977e-08,1.0876270451542062e-07,7.2579527897821e-07,1.4501353695950606e-08,1.800743112195009e-07,3.806399838059912e-09,7.736991738489699e-08,1.5504790568327485e-07,2.4091257709388257e-07,4.804104070740195e-09,1.1032452751947314e-10,1.3168050660206748e-07,1.5272267835110557e-07,2.4813524368034327e-08,1.2767793804069284e-07,7.288321576962673e-10,0.0,2.7908674194467572e-08,1.5102159949967386e-07,2.381161902479905e-10,0.0,0.00027029712905181466,5.58231019428528e-08,1.4970173131367878e-07,3.371280936844683e-07,1.0672826609350882e-07,2.3358815430446353e-08,1.800743112195009e-07,7.460189197394637e-08,1.1927040059572148e-07,1.1659197452231027e-07,1.1771443295391846e-07
