,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,5.211947681684496e-09,6.529938802167041e-09,3.668250297712827e-07,5.124196093842647e-09,7.456704082392817e-09,6.484260227699319e-09,6.638104175503354e-09,5.534885339130787e-09,5.704663809159708e-09,6.672930729483297e-09,3.867987461088014e-08,6.894182273218839e-09,5.3647758096048905e-09,6.489149657590906e-09,6.417399114000173e-09,6.112626642628487e-09,6.6093131767998085e-09,6.468815708570244e-09,6.25264244235085e-08,6.503051813817628e-09,0.008167872103410745,6.695925272328285e-09,4.9472625014040825e-09,6.689093723224231e-09,6.1645349127229005e-09,6.25792575896913e-09,8.254435137545158e-09,6.830178119117464e-09,5.986524072625982e-09,5.20176484874004e-09,5.807249424371617e-09,2.6566697085129127e-09,7.346522736760983e-09,6.609193026893645e-09,6.675539377019247e-09,0.0,6.703922853989947e-09,6.8082661223405876e-09,1.1667905098169361e-07,6.489149657590906e-09,6.4307002715914664e-09,6.281463348315248e-09,6.694516514344137e-09,4.813814137307888e-06,6.797151247445591e-09,6.482541241234243e-09,7.947255775140923e-09,6.61158286839219e-09,3.768804163226127e-09,6.673810978073021e-09,6.261362061454815e-09,6.199705200588688e-09,1.396193653999899e-08,5.401669335634617e-09,6.490102455492283e-09,5.408275068241595e-09,5.927560038626124e-09,6.5215833561083425e-09,6.441586662932025e-09,6.706694489668667e-09,6.086868202685711e-09,6.75431146756502e-09,5.545796122599789e-09,6.833326005577733e-09,1.7637344313192209e-09,6.230683696291975e-09,6.674587452977675e-09,6.441586662932025e-09,6.321644817030731e-09,7.630831698982657e-09,6.6984090985804095e-09,6.616726817691739e-09,6.7137745651887945e-09,6.518174810460495e-09,8.289733643133347e-09,6.3102305624617015e-09,6.8949069335287255e-09,6.575375904730922e-09,2.3985453138052684e-08,5.758130500744483e-09,6.518174810460495e-09,5.626895665869361e-09,9.229614676362421e-09,6.417748546083286e-09,5.384518433463566e-07,7.46468026266312e-09,1.0039168574451311e-08,6.204691731167551e-09,5.056401567412442e-09,6.029211473567591e-09,6.983537412142755e-09,6.633681790946426e-09,6.756736633899763e-09,6.769308785501151e-09,6.667822654465319e-09,0.0,6.0234059757686505e-09,6.2252392920629205e-09,7.399898914042206e-09,6.249624906914191e-09,6.669922029902465e-09,6.6752293057012155e-09,6.567525109522798e-09,6.112187334144804e-09,6.558447841516106e-09,6.223280642587197e-09,7.364472364426091e-09,6.041041619932601e-09,5.3876099274870245e-09,8.163840222691382e-09,6.23430409529133e-09,6.526257341188507e-09,6.332818817484366e-09,6.15176781806573e-09,6.4657477729452354e-09,6.665835032491369e-09,6.587555166095786e-09,6.553863503127712e-09,6.7950335397139195e-09,6.4679842743225944e-09,6.689268119939586e-09,6.440014054795512e-09,6.4602837264582494e-09,5.7937566850092314e-09,0.0,6.661710380165512e-09,6.721268692378487e-09,6.437439078853382e-09,7.0333425922329346e-09,6.57444119717967e-09,6.5304785386604365e-09,4.495882250703807e-09,6.230783818491143e-09,6.766784277833848e-09,6.646103489556407e-09,6.211994007481047e-09,5.262282326842112e-09,6.190190585053209e-09,7.330333826043129e-07,6.466143056435343e-09,6.696460172178844e-09,6.207761842727871e-09,6.687593074667839e-09,6.781852946054949e-09,6.720670197039847e-09,7.114237493934194e-09,4.998241390391656e-09,6.363118529708783e-09,6.673269687410383e-09,6.592930930606076e-09,6.65317805003715e-09,6.979746788091131e-09,1.9560910929435667e-07,6.797162313402068e-09,7.787623638921198e-09,6.200219309869358e-09,6.77804020928195e-09,6.507871103498481e-09,1.5586258151029248e-08,6.6794587070012455e-09,6.462466350058736e-09,6.797162313402068e-09,6.6282403969346585e-09,6.686389941845862e-09,6.484426734252152e-09,6.724512436511822e-09,6.065236353557838e-09,6.6038509470660785e-09,6.5187752855350495e-09,6.6544715057808974e-09,6.344375815827953e-09,6.6560604066368195e-09,6.401469752366742e-09,4.9138757582338306e-09,5.75813050074448e-09,6.658497169934965e-09,6.438412830707317e-09,6.401474633940919e-09,7.955206035045193e-09,6.745357225851652e-09,6.405432037060925e-09,6.382740777534986e-09,2.2180647398712274e-08,6.567525109522798e-09,0.0,6.628482924377474e-09,5.41234356598285e-09,6.619355048232554e-09,6.078345608406897e-09,6.612526555611822e-09,6.662421445206109e-09,2.9368317739457672e-08,6.302793199054003e-09,6.489404947068777e-09,9.678589544386586e-09,6.2092374828159605e-09,6.5050090474242205e-09,6.183128092671601e-09,6.490584148926122e-09,6.7462827073761445e-09,5.1546995359584195e-09,6.381294783708411e-09,5.714773930183923e-09,6.0841416011732835e-09,5.956936726839249e-09,7.492176020907678e-07,6.708440323616826e-09,7.032820193873856e-09,6.6493413253035055e-09,4.868597296445877e-09,6.668952589852124e-09,6.747649158155965e-09,5.810075791385951e-09,6.168194615574584e-09,4.317121640013771e-09,6.669183328511661e-09,6.644685449729424e-09,5.68916153113899e-09,6.554574941056729e-09,4.31842458910429e-09,6.507871103498483e-09,1.4785561548613001e-08,4.94831753043639e-09,3.6349224939957346e-09,6.507871103498482e-09,7.62187553887424e-09,5.026615037609337e-09,4.998931144159219e-09,6.698402480396657e-09,6.770968360070184e-09,7.866667024663503e-09,6.6493413253035055e-09,6.6620166248210125e-09,6.763344284810801e-09,6.701597503081987e-09,7.293509879974808e-09
Agricultural and forestry machinery,8.756930559433219e-11,2.8292823857561405e-10,1.3032418483712711e-09,5.279219997132204e-11,1.572981272163306e-10,2.419200825572192e-10,5.722907696749925e-10,2.0070490829200115e-10,2.87343747480782e-10,2.4422210687741594e-10,1.0611105305621118e-10,3.6172831377772504e-10,9.639297466165517e-11,1.0605958561423861e-10,4.403525086881569e-10,3.094548789424902e-10,4.1273173336048166e-10,2.5625644338669696e-10,2.3661328487520167e-05,3.3502416280784615e-10,1.2289982207867447e-07,2.1878676835004686e-10,2.4090240083560535e-10,2.118347070705735e-10,6.56929938914043e-11,2.5823249629114895e-10,1.2407062760855122e-09,3.1496032581539175e-10,1.0643576282121979e-10,6.210178342877928e-11,2.520218595481341e-10,2.236376450819398e-10,1.1004626026622284e-10,2.121428337221435e-10,2.6556208854544494e-10,0.0,2.7418681035998835e-10,3.1386044814231833e-10,2.7382478867053725e-10,1.0605958561423861e-10,2.9591286494623513e-10,2.1345514915589407e-10,1.7805185155841044e-10,2.7808067906794415e-07,7.013063504335149e-10,3.23069605625971e-10,8.668289375239943e-09,2.7127965981500473e-10,1.4825121130854906e-10,2.55890723350151e-10,8.517172991165693e-09,1.7029296228568898e-10,1.9893666778687327e-10,1.7463619594285413e-10,1.0605958561423861e-10,1.1730005087511585e-10,1.5765397591803275e-10,4.174249387489454e-10,2.434302786735583e-10,2.309626707204442e-10,1.2721736275092763e-10,4.810975383637744e-10,1.611828936127928e-10,3.581598564733165e-10,1.9527158221203398e-10,1.978776831107415e-08,1.3661202477146647e-10,0.0,2.087772666070351e-10,4.563896380521135e-08,2.4105578962397626e-10,1.1030769645515981e-09,2.2796266481207905e-10,2.993531694824527e-10,3.617283137777251e-10,3.1067993519719777e-10,4.3311912263980605e-10,1.3958095968099339e-10,3.0008569014488686e-10,2.2845449548900973e-10,3.060100645650966e-10,2.866592251966269e-10,2.2469395590769014e-09,2.1695732972069144e-10,7.198534470380824e-10,6.258209895931067e-10,8.013089168519391e-09,2.0360946224093677e-10,1.8032343052345833e-10,1.7070644620002528e-10,4.602532043849278e-10,1.74540496438801e-10,2.3166370946388495e-10,7.61608949701291e-09,1.8122392802507845e-10,0.0,1.7123688290789e-10,2.935612255594879e-10,1.3255129547829284e-10,2.8604207523870144e-10,2.0800794428686036e-10,2.6855971948769845e-10,5.279219997132204e-11,3.1765811492254477e-10,1.9034893477019416e-10,3.513673384217378e-10,6.261026612985757e-10,1.9852020566205534e-10,7.378952992811382e-11,1.3763069446953309e-09,4.3729096184811317e-10,2.5484209220909514e-10,2.2503450295387255e-10,2.745310330882347e-09,2.3922463341963545e-10,2.258103211981778e-10,2.3596635763228507e-10,6.902451448065213e-11,2.392306297928126e-10,2.5014546705910677e-10,2.2290618932329646e-10,1.9591256870332987e-10,5.360299601648464e-10,7.50053822512285e-11,0.0,3.460046539021968e-10,2.5964995233628604e-10,1.089230488786666e-09,2.9245199231623706e-10,2.7548372790346333e-09,1.2112376286387344e-10,2.4061814847780484e-10,2.719082972861032e-10,2.5309032596415035e-10,2.5638727307464995e-10,8.27110658824137e-11,1.1353739652744238e-10,2.34625467413354e-10,0.00010642258142948075,2.008618496219297e-10,2.139941827476301e-10,4.076281542883628e-10,2.2421981591165259e-10,2.4259129554832403e-10,1.2989123985723962e-09,1.9192186085423445e-09,5.279219997132204e-11,2.581052779352769e-10,1.9353071961623046e-09,2.1673875713550396e-10,1.8800124332587982e-09,2.703105732142405e-10,4.019204918246009e-06,1.350783788435189e-10,0.00014749699300169536,1.7389594082244262e-10,2.281848757273783e-10,3.3602029400276715e-10,4.280481750211799e-10,2.3296259075000606e-10,1.1029793287458656e-10,2.8488042984679473e-10,2.808339076769569e-10,2.4523331319085045e-10,1.773439406496562e-10,2.256003530084226e-10,1.8859919906989134e-10,2.1500957928418582e-10,1.5127951135606463e-10,1.585366661697237e-10,2.2978667541600336e-10,1.7805185155841046e-10,9.446364111595197e-09,2.0936230027026092e-10,2.2845449548900983e-10,3.0720435011574405e-10,2.1657016972625279e-10,2.6431462769906337e-10,3.183930320599017e-10,3.067875037029388e-10,2.446002555808194e-10,6.414745191639311e-10,3.1188856653898846e-07,1.8580714631527565e-10,0.0,3.008465248385929e-10,2.138826734414421e-10,6.640253763548768e-07,1.513859894363382e-10,2.487388857865664e-10,2.4659310825243607e-10,3.553703936047647e-10,2.792891528955231e-10,1.4209545889011614e-10,8.301285870266678e-10,3.016235308368081e-10,4.56757405250436e-10,5.878341192169375e-10,6.472505703019423e-10,2.6343444671825983e-10,5.976503995415169e-11,2.8983749666092187e-10,2.303893649032822e-10,1.192862312520559e-10,3.657225702925125e-10,0.0007301848484842712,2.286301210425143e-10,2.578734300106587e-10,2.5625644338669685e-10,3.007663134486734e-10,2.1039440894392759e-10,2.1699210782994122e-10,1.414546056164515e-10,2.3031491092094713e-10,2.733801887543103e-10,2.291745529664802e-10,2.4269263488509026e-10,2.4721495780620554e-10,3.4686329419343384e-10,1.9149248320828317e-10,2.7453367795117153e-10,2.603997206199736e-10,5.279219997132204e-11,3.8992277728265214e-10,0.0,8.112072335424771e-11,1.6824028121396844e-10,1.0167573538689896e-10,2.0669426451490266e-10,2.2964861950503023e-10,2.7541449008194343e-10,2.173788293646235e-10,3.4173047630810845e-10,2.6866250348689855e-10,2.5516559260201905e-10,2.969957905381462e-10
Aircraft and spacecraft,5.652278837810702e-08,1.8894492904090545e-07,4.846578641341587e-08,5.356736504428535e-08,3.6850173485241844e-08,5.3044736416137405e-08,5.637934680265424e-08,5.5358365530331986e-08,4.2085347081166764e-08,6.385919771306971e-08,5.202595748972202e-08,3.929389818107307e-08,4.811371312371749e-08,3.6983955414383266e-08,5.4212250255137755e-08,6.3822459423106e-08,6.884185559013381e-06,5.291186187712672e-08,4.9282813828906345e-08,6.119209919907605e-08,5.133675142334103e-08,2.2459413028983432e-07,5.605130163511278e-08,5.643674741463869e-08,5.365406456692585e-08,4.734349679016151e-07,2.669955074337523e-08,5.9395694200996835e-08,5.831524881104692e-08,5.8991283049634764e-08,5.018821875953013e-08,5.1955757049091724e-08,5.995360742451511e-08,5.968794035449191e-08,2.8212912890967833e-08,0.0,3.949664329006347e-08,5.429641452145276e-08,5.214550799493535e-08,4.576180665388643e-08,6.659716449761643e-08,3.941722099043617e-08,4.820010881360111e-08,3.335450836530421e-08,5.7002019217749274e-08,5.1117701212083546e-08,4.2344908081459877e-08,4.588290791715101e-08,4.1919171207764924e-08,5.6842910095535866e-08,4.228531246457933e-08,5.852951179989284e-08,3.9160159084002966e-08,5.976599032772607e-08,3.698395541438327e-08,4.7791290271205564e-08,6.647711911110346e-08,3.9792252296830696e-08,5.145103705487576e-08,5.6473998036939556e-08,6.566695251828833e-08,6.222172548921111e-08,5.507871259132591e-08,4.9813567898670984e-08,5.841387546631692e-08,5.2915135282779555e-08,1.4804713636892428e-05,0.0,4.21388137236989e-08,5.75608309574733e-08,6.048687856308535e-08,3.8181094555755264e-08,3.173599095886513e-08,6.548608972796755e-08,2.669955074337523e-08,5.639406411963274e-08,5.156452408047541e-08,4.6330422100340536e-08,4.18335034793416e-08,5.8053848986354855e-08,6.561806556461998e-08,7.567877583412249e-06,5.5803870699354195e-08,5.582818080965396e-08,5.014348125062998e-08,6.560383787341977e-08,3.4368691136613536e-08,5.606338129253836e-08,0.00026816248414808904,5.2150895925567385e-08,5.6474881455899066e-08,4.471547179759647e-08,5.618487011347312e-08,5.807354885769064e-08,5.29071346125472e-08,0.0,5.7101326927074094e-08,9.235892821154651e-08,5.9068106194252816e-08,5.810882909519593e-08,5.0211949427548423e-08,8.845289119035842e-08,5.1945279535415666e-08,4.114799885655646e-08,5.196429221348591e-08,5.818489949128195e-08,5.4533885687791114e-08,6.01032157271041e-08,2.384765772018378e-08,5.873440491677344e-08,5.639406411963274e-08,5.2990958410114944e-08,4.966168071830359e-08,5.290818488941988e-08,4.4101361171464666e-08,5.6165407304654915e-08,4.032544281818586e-08,5.968594194404005e-08,5.651153704850407e-08,1.5352147075038066e-07,5.0740923205063106e-08,5.1242183250342605e-08,5.127150134620949e-08,5.730977902866624e-08,0.0,5.4079420552663785e-08,5.55327794704207e-08,6.764008396680037e-08,5.532056705337117e-08,6.01343359740342e-08,5.152737025536597e-08,3.193482163075555e-08,5.480670029553576e-08,2.8921736564679452e-08,4.618364895576489e-08,5.437812303019302e-08,6.558564734028081e-08,5.481793718247838e-08,3.819101030738791e-07,5.367252817123293e-08,3.4821288846182616e-08,1.6504608924939756e-06,5.510623593419943e-08,0.0,4.865196860291819e-08,4.056981708148952e-08,6.339707699707052e-08,5.3053275309734164e-08,4.676941002455013e-08,7.043584841666055e-08,5.4767884542598083e-08,2.864735312466985e-08,2.991545814895433e-08,0.0,5.3861708394456516e-08,5.3083848580259324e-08,5.9307175850866005e-08,5.810752780069803e-08,5.503766696954416e-08,4.2457701832603545e-08,3.6983955414383246e-08,5.350481699019169e-08,5.1843484207630875e-08,5.105984895669561e-08,3.5522735151621304e-08,2.6699550743375225e-08,5.419052767843083e-08,4.908999396591496e-08,5.827341290817163e-08,4.884335264786355e-08,5.721573587456686e-08,5.122801498385448e-08,3.4368691136613536e-08,5.88613965040917e-08,5.805384898635485e-08,5.8798309687710706e-08,6.026802701579914e-08,4.32312754728939e-08,5.122801498385448e-08,1.2934858816066703e-06,5.62509120767224e-08,1.281404976327742e-07,5.453352327705203e-08,5.1945279535415666e-08,0.0,5.329586796449839e-08,4.054159091379947e-08,5.2318197612077236e-08,5.724722634183035e-08,5.1941607164903617e-08,4.0051348124314464e-08,4.7825745188809986e-08,6.048836423685616e-07,1.4545362575457675e-07,5.033211352579168e-08,5.931942904721968e-08,5.612875626519768e-08,6.06818537637587e-08,6.023924086265616e-08,4.360478306594491e-08,4.68391800316153e-08,5.512110881431622e-08,5.4455450791112015e-08,5.444000696166636e-08,4.372979048463778e-07,4.0652913473888625e-08,8.425021452797363e-08,5.231932409827046e-08,4.3648391909717273e-08,5.2702860150918064e-08,4.413427143629459e-08,4.380626198628623e-08,5.813325659890022e-08,3.028139864246934e-08,4.37424017194783e-08,5.299095841011498e-08,5.8574767242874424e-08,5.238772288511741e-08,5.473104869510248e-08,1.4987308095384307e-08,5.65781618233996e-08,4.6769815799036095e-08,5.9307175850866005e-08,5.729571414187114e-08,6.561806556461997e-08,5.89634091839299e-08,5.7184947942949865e-08,4.393832459743757e-08,4.973775027627616e-08,3.8555645795990895e-08,4.1589774897849906e-08,6.582855604227583e-08,5.394241398513526e-08,5.412874305034517e-08,5.203929848324167e-08,5.4587674597322295e-08
Animal feed ingredients and pet foods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Articles of concrete cement and plaster,9.006468521773397e-12,1.3932827434850636e-11,0.0007032364346130188,9.64593449602582e-12,2.288163118584902e-12,2.2190788947511004e-12,2.373816203041898e-11,3.22700841298352e-10,2.8859206946220116e-13,1.419649113562969e-11,2.9716674251804483e-12,1.4720505905272193e-13,8.903280486237002e-11,1.1843695033833951e-12,8.699778595577987e-14,6.85959341465674e-13,1.2885068678341014e-11,2.5030521640852367e-12,1.2788104361350977e-08,1.5477154067717692e-10,1.1993426569531363e-07,1.716309483207332e-11,5.637898751175552e-14,2.5338749891068493e-11,9.909694198498686e-12,1.0314518324204351e-13,2.1008996423808506e-11,6.346987512481519e-12,2.959319988409072e-11,8.094852753231224e-12,2.217197638057258e-09,8.946648185527553e-09,1.4018127646037986e-11,1.1710723182164653e-11,1.41692844718693e-10,4.3258903977825015e-11,9.367538822100305e-11,5.268303350430865e-12,2.9716674251804483e-12,1.1843695033833953e-12,7.756194341026867e-13,1.864417251514384e-10,1.1387732074625897e-11,5.6457770615471765e-09,1.6695882479547894e-11,4.24367609586488e-07,1.1216183325293206e-06,3.4335112536929744e-11,1.7225054758243557e-12,1.4502546426886885e-11,3.592959681182081e-10,2.7904523946065756e-11,6.040942405848505e-12,5.257187085513006e-12,7.189584271705023e-12,1.0506348067215455e-11,4.0379508907549023e-13,3.386477381747145e-13,8.270557030522605e-14,1.2555842544484711e-11,1.3399508187250485e-11,1.4720505905272193e-13,4.3258903977825015e-11,3.792695872185452e-12,3.837161525326561e-12,7.249710726814595e-12,6.192574788122433e-12,0.0,2.228684079146929e-12,2.30223281988187e-13,1.0515331781375046e-11,5.879519722452548e-14,2.1413522377933246e-11,8.733560664621473e-12,3.976465988536841e-13,5.887006206950907e-11,2.048878023894665e-13,1.1693888603262293e-11,6.14098179756898e-12,1.0071262540576252e-11,8.733560664621473e-12,8.899861028390173e-14,4.539628104675289e-05,8.559089643596118e-12,1.4710609829830233e-11,2.535686667204458e-11,2.340957044582916e-10,1.8284306605385448e-11,1.555958954950741e-13,1.3879677612556467e-11,1.5164665634098856e-13,3.075409353122944e-11,1.1955375956394561e-11,1.1335182829706682e-10,1.2080995363085755e-11,0.0,2.4014888910137704e-11,6.785235211471627e-14,1.8599959965071774e-11,1.9539833543534697e-13,1.1486889681311027e-11,1.417095706019954e-10,0.0,1.222682503080265e-12,9.322501135673642e-12,3.687186491772576e-12,9.76929442576069e-13,6.999828638129013e-12,1.982501978132141e-13,2.2321392736916786e-11,2.423630918030827e-11,3.295518822162927e-11,3.120997057618452e-13,3.6234287455765506e-11,3.100754803493829e-13,1.1883993010382522e-11,2.335666035279441e-11,9.553977680112241e-12,1.1160890882274105e-11,1.9910432764228717e-11,1.2251090248902115e-11,8.552290685879372e-12,5.565935244563857e-12,1.14505675396155e-11,0.0,2.0802781621584585e-11,1.0680407362418209e-09,4.724912940532354e-13,6.069632827946218e-13,4.5429122528492815e-13,1.239808031432017e-11,3.785517364149995e-13,2.790227924805213e-13,3.1109240943911814e-11,1.9473849470722887e-11,3.764508262413541e-11,1.9197730678896504e-11,3.140620461430131e-13,3.395135601445719e-11,1.3123317555739324e-13,1.2431543321616045e-11,4.697804165818405e-13,1.1246368631268184e-11,1.1497248075377367e-11,5.39808815531305e-09,8.112555528109068e-12,9.013055242330684e-12,1.5352805927524332e-09,8.364074169044294e-11,1.1545126732567215e-11,5.373693247841347e-08,3.617044415238432e-12,2.432502863959935e-07,3.3747022380352916e-11,8.455282359300247e-07,2.768945259754531e-11,3.584205600760152e-11,3.40014772474874e-13,1.20093292239854e-13,1.0250975675595808e-10,3.1332594853990364e-12,3.584205600760152e-11,2.4406116836061543e-11,1.2294983635603167e-11,2.2675289879929743e-11,3.5842056007601506e-11,1.2209306028626185e-10,1.3191101307182633e-11,1.869226164585271e-11,9.954431946487316e-12,4.909362596202913e-14,1.1378305060836385e-11,2.456537774954818e-10,4.584579358819154e-09,1.007126254057625e-11,6.183940064863239e-12,5.942381895509757e-13,6.091524546325073e-14,8.828238072637412e-12,1.6337516406058396e-11,2.4972544788560135e-11,1.4354046364864076e-11,1.3255387199183223e-11,4.2826090019331064e-12,0.0,2.941702201856725e-11,1.2255625316927545e-11,9.466251804355544e-08,2.431867570231241e-11,5.855103261621e-13,1.9118653610938775e-11,7.325383765409338e-13,4.273773708754922e-13,1.8127533825421824e-11,2.486123015189536e-05,1.5623675398202335e-11,1.7122049976451443e-11,2.8038675549004874e-13,8.072700043018994e-14,9.256830352490526e-11,7.329531726578344e-12,5.4634281908830776e-11,7.37156814223546e-12,2.986596771029244e-11,4.488321232709718e-12,6.452552669992226e-07,1.2240021985256644e-11,3.199365192950351e-12,1.9318353530035038e-11,9.079851873921236e-13,1.0348441119793233e-10,1.8856994338765706e-11,1.8084056919738187e-11,8.038716513795755e-12,2.5711449886890993e-14,2.1406452410042675e-11,1.6856578067065655e-11,1.1394836518425426e-12,1.9315253830910613e-11,1.411852280070772e-13,0.0,1.2178053642321017e-09,9.632898177971546e-12,4.347729373535493e-14,0.0,1.4800485709212423e-11,1.0086057357336523e-10,9.381461985676859e-12,1.3197202780310146e-11,1.239248954308867e-11,5.6899964602832514e-12,1.9318353530035038e-11,2.0665630409598732e-11,9.622009584202076e-11,6.503502996558086e-10,1.1472161030771507e-10
