,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,1.8419173545667283e-06,2.650196631982683e-06,7.502874844003417e-05,1.7653087509339267e-06,4.4256204688140696e-06,3.707622933030434e-06,2.7900269037705144e-06,2.1647914951554002e-06,2.4036757099580115e-06,2.5824854368563803e-06,2.7346957493469756e-06,2.893312493348841e-06,1.8355062860374585e-06,2.503933135098328e-06,3.7031872505397096e-06,2.539949254206238e-06,4.009873518618374e-06,3.845599252605621e-06,0.0011603787655107033,2.9232266719896734e-06,0.013251578183698667,2.638904541050246e-06,2.3676360850626655e-06,2.81512584794796e-06,2.2748684870917436e-06,3.4369725747018177e-06,3.2075703837782643e-06,2.874050762783089e-06,2.1792299840963336e-06,1.7279950947621518e-06,2.334833558169071e-06,1.0620451933824266e-06,1.991583798153568e-06,2.5951886361770557e-06,2.6980850636455985e-06,0.0,3.9337896180245866e-06,2.9166846605763134e-06,2.1721319206591963e-06,2.503933135098328e-06,2.9097585843451958e-06,2.59921737826366e-06,2.62450170053661e-06,0.013994818851115445,3.959669022780806e-06,0.00026233762099463437,4.311665130406243e-06,2.6819163853552724e-06,1.4670016339464877e-06,2.7809555234576674e-06,4.705986064942195e-06,2.2844506807810463e-06,3.0278111387701245e-06,2.08181545499258e-06,2.504323116427626e-06,1.7549613899250093e-06,3.2258320231133867e-06,2.9059991251581274e-06,2.821240226830155e-06,2.6357163162645236e-06,2.33159188413204e-06,2.9528153978375053e-06,1.9216649007970825e-06,3.4151382513024095e-06,7.218105198085941e-07,3.013802823880488e-06,2.7994340447944683e-06,2.821240226830155e-06,3.94694052491946e-06,2.8238340285530436e-06,2.695482714112466e-06,2.9511235753690638e-06,2.595872380484469e-06,2.897230796049208e-06,3.1963353750170125e-06,3.0239254622394446e-06,2.9596230981699493e-06,2.5859596803415014e-06,5.0163399297288865e-05,2.648916147673643e-06,2.897230796049208e-06,2.4688890875516913e-06,3.1756973334652505e-06,2.6833071614723553e-05,2.6936184235148405e-06,4.93676389804293e-06,1.2993656557944736e-05,2.8137861361736707e-06,2.023261811716151e-06,2.93839629189413e-06,2.3077694142370815e-06,2.6504439628461263e-06,1.910189323900604e-06,2.6264622962716348e-06,0.0,2.2688194656308926e-06,4.2414963957893455e-06,2.05462290792584e-06,2.7136837118594782e-06,2.781772912601545e-06,2.7073393138305934e-06,2.6119747482347175e-06,2.62137140764897e-06,2.729313341673201e-06,2.590660726033535e-06,2.8774734194364246e-06,3.0778942385430255e-06,1.0257732443259535e-05,2.1656138153953953e-06,3.0497139935640948e-06,2.5407297309249893e-06,2.5222330761232224e-06,2.5008810999324746e-06,2.5303352822666435e-06,2.6293041944680096e-06,2.560592603603494e-06,1.735951174129957e-06,2.6624035984789046e-06,2.9216756970718366e-06,2.738914326224977e-06,2.777583779366658e-06,6.0847374575942844e-06,2.952660518805618e-06,2.1466225885636717e-06,0.0,2.6908935539049193e-06,4.257296610851798e-06,3.0612536302421396e-06,3.083356220971187e-06,2.9607523367779832e-06,2.5477815123605974e-06,2.6263076016667175e-06,3.0857574177023417e-06,2.8786636859821003e-06,2.5962256885228106e-06,2.2970864238602822e-06,1.8315091451259716e-06,3.436649433135461e-06,0.0003926277022854626,3.873879365677882e-06,2.6587386524038294e-06,3.247360793188616e-06,2.605756055265769e-06,2.6586796427887724e-06,3.3454933057488446e-06,2.7207590844552418e-06,1.6865736612335657e-06,2.891973614362403e-06,3.040852858526276e-06,2.616635241023151e-06,3.972012851124829e-06,4.870280588059218e-06,0.0009567915760709546,2.5372343237059792e-06,1.3035998032022077e-05,2.3062160797801834e-06,2.5351669125659986e-06,2.7903748910271776e-06,2.6772296627831508e-06,2.6713787238946743e-06,2.499965057767811e-06,2.5372343237059792e-06,2.7563317013654747e-06,2.6516953528003356e-06,2.4229407154941926e-06,2.5113503724627648e-06,2.3656986029439347e-06,2.6633950650923986e-06,2.5469130961048514e-06,2.670053532866241e-06,2.764555745819863e-06,2.7780110248040203e-06,3.5736377180252392e-06,1.882398068961707e-06,2.6489161476736436e-06,3.319195312087734e-06,2.8403281706938628e-06,3.220737227542684e-06,2.769707708869152e-06,0.0013238354800426569,2.899689643958132e-06,2.608642936910213e-06,1.1904590881791156e-05,2.6119747482347175e-06,0.0,3.5860390252709523e-06,1.9241509463782467e-06,2.7670689483112153e-06,2.2504171042981627e-06,2.9925827301388183e-06,2.6754459911664287e-06,2.9392731024901547e-06,3.546350123625352e-06,2.6212785412426777e-06,2.3716239432191265e-05,2.1403464355372426e-06,2.9986880708060466e-06,3.6203490467404056e-06,3.006761620130985e-06,7.147280043667149e-06,1.7284345538627966e-06,2.845367073502144e-06,2.3357103540983067e-06,1.6544634618407729e-06,2.287062757182828e-06,0.015368389256417087,2.6675390673334348e-06,2.5538049498042087e-06,2.56116544505243e-06,2.000295684613362e-06,2.680589967976481e-06,2.645211658231105e-06,2.0484367979861146e-06,5.000430243577891e-06,1.6888317543000051e-06,2.6228486063355716e-06,2.637935859990637e-06,5.015341550128855e-06,2.650255076857534e-06,1.927363286953344e-06,2.7903748910271776e-06,1.9143599195930707e-06,1.6468083159530834e-06,1.4714249470483099e-06,2.7903748910271776e-06,6.788755472356973e-06,1.9462225637210392e-06,1.931058881961808e-06,2.6379412755060942e-06,2.670735837346075e-06,2.9724931197106073e-06,2.56116544505243e-06,2.654093343244885e-06,4.428167601056704e-06,3.3568387126872567e-06,3.8056747230535517e-06
Agricultural and forestry machinery,2.547777999529872e-06,8.56628365505166e-06,0.00183449566599858,1.4166076697500105e-06,4.28992468909466e-06,3.941493539931913e-06,7.347170518882813e-06,3.996910613517024e-06,6.199535402203427e-06,5.772039155269796e-05,3.6638463796342813e-06,5.5215932345346044e-06,2.3357882651141985e-06,3.662702565825229e-06,4.041831871010664e-06,6.10399562956647e-06,7.447107058803929e-06,5.998566384838362e-06,0.0015013187955301103,7.900957637944892e-06,0.003045238362917698,9.206876791824823e-06,4.7107258598377515e-06,4.918454452740427e-06,1.7406068498482322e-06,5.4898146270113055e-06,6.1850690293810205e-06,7.944945078617628e-06,2.8679243557945004e-06,1.4898265070967716e-06,3.98771412445125e-06,4.1631844920346685e-06,2.8718613349940183e-06,6.883231033815919e-05,9.082800037265595e-06,0.0,7.504602489489858e-06,6.5121773750429936e-06,3.6833965483550825e-06,3.662702565825229e-06,1.2641607221895499e-05,6.577306024886876e-06,7.2087803969182175e-06,0.0031915558958040676,4.393649568612013e-05,1.136898804417596e-05,1.2820345174235217e-05,1.108229821298425e-05,3.822154282005213e-06,1.622569060363727e-05,6.7399141789714375e-06,1.1101035857713804e-05,3.791204739096212e-06,4.581386845505998e-06,3.662702565825229e-06,4.952995429931014e-06,4.450749584867984e-06,5.244099019336546e-06,4.010602019179803e-06,6.197538616913772e-06,4.82346010967184e-06,1.8294350966438052e-05,4.610557783175151e-06,5.4266669918589925e-06,5.477271990317203e-06,9.865135272676545e-05,3.12902141042607e-06,0.0,3.518097559908956e-06,2.9077230977228903e-05,5.866787364961073e-06,7.72798289081811e-06,8.050676625645821e-06,1.7646639880615386e-05,5.521593234534605e-06,5.5598243387987306e-06,1.5080975634470698e-05,6.0540435940581475e-06,1.5183110226830083e-05,4.974817408841811e-06,2.040605781498348e-05,5.982756561528342e-06,4.93737051998534e-06,1.2461905845678574e-05,0.01953454620985172,7.27649765602209e-06,4.83818409125079e-06,3.996044052559629e-06,1.21680729688899e-05,1.609914938033439e-05,5.404630502246336e-06,8.716540696293177e-05,1.0682294625086625e-05,6.941482755124839e-06,0.0,4.242585257792516e-06,4.3473343029521955e-06,3.948003023497811e-06,5.350395013060705e-06,1.559934733555229e-05,8.36963227769361e-06,1.4166076697500105e-06,0.0005146230537182311,6.740322049999653e-06,7.3045218215709455e-06,3.010328747090232e-05,4.220012895251266e-06,1.3879231242083537e-06,0.0007516795056329322,7.079936234868363e-06,7.773341671717738e-06,4.859702316331975e-06,1.086125886298141e-05,6.987171785040215e-06,8.59282873796025e-06,1.0748933434707917e-05,2.219929413129017e-06,1.0948469333201522e-05,4.7740946863148135e-06,2.1143774716974197e-05,5.251634216599782e-06,0.01106975105212681,7.120497312999961e-06,3.061809784247638e-06,0.0,8.316208137168267e-06,6.619991418642215e-06,1.114794831393498e-05,5.225539067482315e-06,1.0315259224865952e-05,1.2245232392956774e-05,4.532357340288933e-06,5.6558196986224525e-06,9.192792802779368e-06,7.003681060659672e-05,2.225578044788668e-06,4.203630793272554e-06,5.799212805345438e-06,0.021406181679001695,6.018608401217327e-06,8.186458160257294e-06,5.550584927944673e-06,6.648392232531679e-06,7.932428845609499e-06,0.00014061610584505384,6.767711703230607e-06,1.4166076697500105e-06,2.0346308121214688e-05,7.872568399832271e-06,1.7291821608687193e-05,1.158358307484203e-05,5.304138583610492e-06,0.0019142104171460006,4.95844729734026e-06,1.4044813007928015e-05,4.613857296448616e-06,8.01103306361814e-06,7.933595034755613e-06,1.1500929222095928e-05,8.379430633948394e-06,3.799602718495792e-06,1.164739596670763e-05,6.751813411832652e-06,1.0057229504813817e-05,3.850063625446158e-06,4.40303839876369e-06,4.7938659415638774e-06,1.2784833806244035e-05,5.921708325754865e-06,8.561767974438027e-06,7.236514523162025e-06,7.208780396918216e-06,7.574467831106455e-06,4.11593905520922e-06,4.974817408841812e-06,5.4827870045877385e-06,5.4510479729385844e-06,4.911433314759061e-06,6.637730987858569e-06,8.275057900960669e-06,7.426913402798524e-06,9.576540485374648e-06,6.928267167442305e-05,0.0006561149201094509,0.0,1.8590797651313432e-05,8.246242452691704e-06,0.0009430337111991901,3.866688242936309e-06,4.011078963706955e-06,6.682554204930479e-06,5.388639433436428e-06,5.520183051530057e-06,3.9225585436993024e-05,8.260599689682428e-06,6.772935469534677e-06,5.82468503536131e-06,6.309720812140604e-06,1.0309329130818925e-05,8.037458934564767e-06,1.5575321892572226e-06,1.0542851777101263e-05,7.053321636051664e-06,3.2398108056174955e-06,1.215980320061411e-05,0.005295430395679173,8.25854685527674e-06,6.934476336518167e-06,5.998566384838363e-06,5.746237348037818e-06,2.6958928844609888e-05,8.771473608474176e-06,3.622860770231994e-06,4.589364462038127e-06,5.633177387993616e-06,8.015692911112397e-06,7.841481525968574e-06,2.1785587476454804e-05,1.2312162721943121e-05,4.041579826577334e-06,3.728896085711753e-06,4.743738094692187e-06,1.4166076697500105e-06,6.212068723709342e-06,0.0,4.330825360740441e-06,5.086377393143265e-06,2.2917891769692432e-06,1.2854626291097272e-05,6.880097269769184e-06,5.310181992226023e-06,8.487712386291637e-06,7.309857914325647e-06,7.276394168260356e-06,1.662278599124926e-05,8.317719221174355e-06
Aircraft and spacecraft,2.0528972612011973e-05,2.0167316038626576e-05,1.1140065630484444e-05,2.9460468463466684e-05,1.4166914091678203e-05,9.118071475873265e-06,7.269956474763173e-06,1.2219574923089663e-05,5.622135032052029e-06,7.686870967700902e-06,2.323138235088252e-05,6.9386420953216056e-06,1.716863718197436e-05,5.633502185231936e-06,1.157152866206696e-05,8.3039384769064e-06,1.4566870671683933e-05,2.531302546572166e-05,0.010747640117737033,8.7178924710646e-06,4.3900759133335955e-05,7.275429684166916e-06,1.1676225847687199e-05,7.281818861788569e-06,2.5316861735682336e-05,6.972854602079954e-06,3.92426658127598e-06,8.099964766397505e-06,7.6143040710618005e-06,6.687661888399289e-06,7.827214437825549e-06,8.063283829050375e-06,8.342685408903158e-06,7.87730044727066e-06,4.1998375824489395e-06,0.0,3.22740028021277e-05,2.2206125672670984e-05,3.519649379172124e-05,6.306465054472011e-06,9.666182144246324e-06,6.77267398779135e-06,6.503771775072529e-06,0.0023178445198027008,1.140590350294739e-05,1.3797783156666235e-05,1.1241933609491854e-05,6.49130941140857e-06,6.4774942875532535e-06,0.0001666173009630387,7.811908576582197e-06,9.935395550050403e-06,5.1556224051303195e-06,1.2375253766419691e-05,5.633502185231938e-06,3.183826142832497e-05,1.0031017013967569e-05,7.057919926213189e-06,7.447975288123584e-06,9.256705150407113e-06,7.920508529948666e-06,0.000258514810369044,8.68690873629534e-06,1.657210284129338e-05,8.931447581548297e-06,2.5653228703468114e-05,8.577141117102483e-06,0.0,3.947500542443463e-06,8.58827094250825e-06,8.364756989806252e-06,5.711372150699665e-06,5.8649014908434395e-06,7.809154804693154e-06,3.924266581275981e-06,7.356107314882324e-06,1.0284339667014256e-05,6.652828425746606e-06,0.0004152467226084436,9.395841522849768e-06,7.828765285399293e-06,1.5412013544559996e-05,8.477217655770308e-06,8.948567952597904e-06,7.828680851701375e-06,5.187061077077362e-06,8.226201480970861e-06,9.750661330548192e-06,3.517658604624239e-05,1.9483158319841256e-05,1.1890055990027748e-05,9.287674704948305e-06,1.1527374872267971e-05,7.671073681395297e-06,0.0,1.4476008341469969e-05,6.409158442668741e-06,8.301373656409898e-06,7.766798248903557e-06,9.69426778795887e-06,8.607351078213583e-06,6.725731511179125e-06,5.3030718247559e-06,7.166060475538452e-06,8.129218549626662e-06,6.594646233548365e-06,7.4814456923329096e-06,1.6884925734232038e-05,9.309063267336177e-06,7.356107314882324e-06,7.080431449375822e-06,9.288376331518721e-06,1.6922496156514933e-05,7.5886094230625284e-06,8.193323731238467e-06,6.327751668942037e-06,6.706820613337314e-06,7.788321115934813e-06,9.90629276898902e-06,1.0821837768030233e-05,7.665875550939625e-06,0.0004731117347953317,7.928695782618035e-06,9.63775694466773e-06,0.0,7.433329617085432e-06,0.00015031042653737125,1.2602736920597551e-05,1.0034445302234923e-05,3.170467186119902e-05,9.25312615354644e-06,4.3785399852350645e-06,7.924695883661542e-06,1.3704925346598902e-05,1.2275795591411328e-05,7.0219961596737215e-06,9.263728899070134e-06,1.0691721740268815e-05,0.0015982630110154576,1.2660355708483218e-05,4.8956053650915465e-06,7.979551000871246e-06,8.21497743847596e-06,0.0,3.514442654729622e-05,1.1589410334283887e-05,1.2340411408857747e-05,9.803009777425418e-06,1.1607235793208739e-05,7.208925801633763e-06,7.073382151841359e-05,4.1630870174422035e-06,3.9953050697733346e-05,0.0,0.00021541933145672614,1.0530803797659453e-05,6.63518444602616e-06,9.3375483970053e-06,8.657962291203681e-06,1.1469153003309912e-05,5.633502185231938e-06,7.5654159616540435e-06,6.9355013011437215e-06,1.7737023601132208e-05,5.813273350532995e-06,3.924266581275981e-06,1.5988109677278253e-05,6.855329124539031e-06,6.802790144339622e-06,9.760980873191253e-06,7.953506013174224e-06,1.076209434877046e-05,5.187061077077362e-06,1.1356216516092511e-05,9.395841522849768e-06,6.997056186010611e-06,7.691837509877608e-06,6.504098489582699e-06,1.076209434877046e-05,1.9484377979501036e-05,7.152754021464689e-06,1.7588185743529473e-05,7.813139106294325e-06,6.725731511179125e-06,0.0,6.251437367047983e-05,6.833604814181649e-06,0.002004365724685805,3.053590808182934e-05,6.733856041845591e-06,1.6403770282381e-05,2.988765032268251e-05,8.461608180415935e-06,1.1132556319592421e-05,4.28946741995671e-05,8.581467533140645e-06,7.802194535934232e-06,1.2512512215943063e-05,8.385689460719331e-06,3.294283841485295e-05,1.8120031336356923e-05,1.6147710130459373e-05,8.630180696948497e-06,2.309058791004289e-05,2.2047704239277578e-05,0.013253708710140274,7.378547581471847e-06,1.0347964187880056e-05,5.856200569665535e-06,1.1089672134711664e-05,7.12114206020256e-05,6.800736527945325e-06,8.750787490812918e-06,4.403524543637461e-06,7.795782417925114e-06,7.0804314493758235e-06,7.064910719228485e-06,1.3629335709666061e-05,2.51704590292681e-05,4.429983100895531e-06,1.5970835870701967e-05,6.3030175685675085e-06,6.63518444602616e-06,6.868992706034728e-06,7.828765285399291e-06,8.817847781587268e-06,7.027858507808678e-06,7.4752668109343425e-06,6.592472282749658e-06,6.626684338089144e-06,9.37589138053407e-06,9.69431495041119e-06,7.033664499963813e-06,0.00021393484811114397,3.1535416985803006e-05,7.89298527467043e-05
Animal feed ingredients and pet foods,0.0,1.000000000000667,1.0000000000006666,0.0,1.000000000000667,0.0,1.0000000000006668,1.0000000000006672,1.0000000000006664,0.0,0.0,0.0,1.0000000000006666,1.0000000000006661,1.0000000000006666,1.000000000000667,1.0000000000006661,1.0000000000006666,1.0000000000006661,0.0,1.0000000000006655,1.0000000000006617,1.0000000000006668,1.000000000000667,1.000000000000667,1.000000000000666,0.0,1.000000000000666,1.000000000000666,0.0,1.0000000000006666,1.000000000000667,1.0000000000006668,1.0000000000006675,1.0000000000006661,0.0,1.000000000000667,0.0,1.000000000000667,0.0,1.0000000000006666,1.000000000000667,1.0000000000006672,1.000000000000665,1.0000000000006668,1.0000000000006666,1.000000000000667,1.0000000000006666,1.0000000000006672,1.0000000000006668,1.0000000000006666,1.0000000000006672,1.000000000000667,0.0,0.0,0.0,1.0000000000006661,1.0000000000006657,1.000000000000666,1.000000000000667,1.0000000000006666,1.000000000000666,1.0000000000006666,1.000000000000667,1.0000000000006657,1.0000000000006672,1.0000000000006672,0.0,1.0000000000006675,1.0000000000006661,1.0000000000006661,1.0000000000006661,1.000000000000667,0.0,1.000000000000667,0.0,1.0000000000006664,1.0000000000006672,1.0000000000006668,0.0,1.0000000000006657,1.0000000000006666,0.0,1.000000000000666,1.000000000000666,1.0000000000006668,1.0000000000006666,1.0000000000006666,1.0000000000006655,0.0,1.0000000000006672,0.0,1.000000000000666,1.0000000000006666,0.0,1.0000000000006672,1.0000000000006668,1.0000000000006664,1.0000000000006661,1.0000000000006672,1.0000000000006661,0.0,1.0000000000006672,1.0000000000006666,1.0000000000006661,1.0000000000006664,1.0000000000006668,1.0000000000006666,1.000000000000667,1.0000000000006664,1.0000000000006668,1.0000000000006661,1.0000000000006664,1.0000000000006666,1.000000000000667,0.0,1.0000000000006672,1.0000000000006661,1.0000000000006668,1.0000000000006664,1.0000000000006668,1.0000000000006608,1.0000000000006668,1.0000000000006664,0.0,1.0000000000006675,1.000000000000667,1.0000000000006657,1.0000000000006661,1.000000000000666,1.0000000000006668,1.0000000000006666,1.0000000000006661,1.000000000000666,1.0000000000006661,1.000000000000667,0.0,1.0000000000006666,1.0000000000006655,1.0000000000006657,1.000000000000667,1.0000000000006666,1.0000000000006675,0.0,1.000000000000667,1.0000000000006668,0.0,1.0000000000006666,1.0000000000006672,1.0000000000006666,1.0000000000006675,1.0000000000006666,1.0000000000006661,0.0,1.0000000000006661,1.000000000000667,1.0000000000006664,1.000000000000666,1.0000000000006666,1.0000000000006657,0.0,1.0000000000006664,1.0000000000006672,1.0000000000006666,1.0000000000006668,0.0,1.000000000000666,1.0000000000006664,0.0,1.0000000000006666,1.000000000000666,1.000000000000667,1.0000000000006668,1.0000000000006661,1.0000000000006668,1.0000000000006668,1.0000000000006664,1.0000000000006668,1.0000000000006666,1.0000000000006664,1.0000000000006661,1.0000000000006661,1.0000000000006664,1.0000000000006661,0.0,0.0,0.0,1.000000000000666,1.0000000000006672,0.0,1.0000000000006666,0.0,1.0000000000006664,1.0000000000006664,1.0000000000006666,1.0000000000006668,1.0000000000006661,1.000000000000667,1.0000000000006661,1.000000000000667,0.0,1.0000000000006668,1.0000000000006661,0.0,1.0000000000006664,1.0000000000006628,1.0000000000006661,1.0000000000006661,0.0,1.0000000000006661,1.0000000000006672,1.0000000000006666,1.0000000000006668,1.0000000000006664,1.0000000000006664,0.0,1.0000000000006668,1.0000000000006672,1.0000000000006664,1.0000000000006664,0.0,1.0000000000006661,1.0000000000006672,1.000000000000667,0.0,1.0000000000006664,1.0000000000006668,0.0,1.0000000000006677,1.0000000000006677,0.0,1.0000000000006664,1.0000000000006668,1.0000000000006666,1.0000000000006672,1.0000000000006666
Articles of concrete cement and plaster,1.1186375321577142e-07,2.2453626764207017e-07,8.372050447483469e-07,1.2736824574457404e-07,3.638706816925755e-08,1.0070080832338994e-09,3.9811402156739427e-07,7.031900880615867e-08,3.614286833247282e-09,1.6304861173355206e-07,4.8973433151564436e-08,1.7216376563807157e-09,1.1013979848271782e-07,7.242057780504447e-09,3.8390013005859256e-10,7.745184827367486e-09,1.5809871581644697e-07,4.57299393872912e-08,5.4323070462902075e-05,7.304602728760649e-09,0.002641700957203628,2.842602672654813e-07,5.714506056503363e-10,2.8177514614315375e-07,1.2511280084312263e-07,1.2851725094602907e-09,1.4554560104733897e-09,7.24364529199182e-08,1.0453026454618256e-07,1.0765504012098091e-07,8.608372504037402e-08,1.1955988730719773e-07,8.495517380344294e-08,1.6554945642367263e-07,3.0075304486276755e-06,7.88983872794596e-08,4.3908955559394524e-07,7.100289553414188e-08,4.8973433151564436e-08,7.242057780504446e-09,4.524092075218887e-09,8.022200087781823e-08,1.5836996979903096e-07,0.00012432841927196848,9.310592816459649e-08,5.04028917970579e-07,1.6352230949991123e-07,9.834463813549701e-08,2.50375577808495e-09,2.3340854453087698e-07,1.1117614386229994e-08,3.953332796622003e-08,2.438738377819018e-08,3.5392329252930205e-08,7.086996744099186e-08,1.4706698186722781e-07,2.8327756106574534e-09,3.6428809302780567e-09,8.752076663174006e-10,1.865065567949745e-07,9.406019658004412e-08,1.7216376563807157e-09,7.88983872794596e-08,1.543834191580916e-08,6.168607604713e-09,8.57532134038615e-08,7.313248075823988e-08,0.0,9.715872389237812e-10,2.247749022976299e-09,1.6376576780787653e-07,6.56278280064882e-10,1.471734085006963e-07,9.079907464450466e-08,1.5170543820881992e-09,1.5626827393587079e-07,2.3018277152513e-09,1.6595465323328266e-07,8.750192742427858e-08,9.094270933778083e-08,9.079907464450466e-08,9.493007369531478e-10,1.4532815715845074e-08,1.3604570813394468e-07,1.3220266619016622e-07,4.21720907259241e-09,9.412466542648211e-08,2.2356728231348083e-09,1.2329662987892596e-07,1.7673060524443296e-09,3.0001237109014945e-08,1.7550189744726437e-07,8.25782382934723e-08,1.5035613954563946e-07,0.0,5.5129462592159395e-08,5.249321847847508e-10,1.127286650570443e-07,5.493268519705017e-10,1.61202696283293e-07,3.0078972651094487e-06,0.0,8.582937389940795e-09,1.3345270246075863e-07,5.571433480607914e-08,1.0227240669201245e-08,9.335417518524926e-08,1.2893999993581435e-09,8.700061839238177e-08,2.3312010803674536e-07,5.856482369853167e-07,3.8078904751145665e-09,2.785001654451476e-07,3.5751158178872185e-09,1.655750351740949e-07,1.3876897982699847e-07,1.2273331945490104e-07,1.619524923470758e-07,2.646924732236391e-07,1.696977700893795e-07,1.0769473984634518e-07,0.0008915982872447526,4.054197169096277e-08,1.2295833711893464e-07,0.0,3.6996153539152856e-07,4.597254985277972e-07,4.064034251659859e-09,6.243508843943147e-09,4.446693201398587e-09,1.5862377324184445e-07,1.4178520207577821e-09,3.773931019642289e-09,4.845323504716814e-07,3.2485394981490253e-07,7.789273896045961e-10,1.8790675259683619e-07,3.293532172135405e-09,5.461022319565001e-07,1.8738836040766373e-09,1.7485652616262576e-07,6.684280329666649e-09,1.532390784474562e-07,1.6686275441160323e-07,1.7835275442318046e-07,9.007431387325995e-08,1.1917896293883511e-07,3.371390722586994e-05,4.004810660350284e-07,1.6140400896662564e-07,4.515204618403936e-07,4.135755200241599e-08,0.005207857335100959,8.87639963335802e-08,0.0021380420665623057,3.588131620887905e-08,9.40089990448913e-08,4.511754427226581e-09,1.4430988593805606e-09,2.148609222681346e-06,2.0723136759921065e-08,9.40089990448913e-08,4.1806409104862355e-07,1.7810147052139926e-07,6.407357811342037e-08,9.40089990448913e-08,7.027164780120588e-08,1.915187581659768e-07,3.0311022267502986e-07,1.3844923280509298e-07,5.903851248699422e-10,1.5815159266483171e-07,6.675187788394831e-10,1.1389581409139781e-07,9.094270933778083e-08,7.223638587488291e-08,1.1339483837568813e-08,3.0486329206875327e-10,9.907919356442215e-08,2.406272483582433e-07,2.322894608185328e-07,2.2236782700187012e-07,2.7677551497367536e-09,5.8360877754703265e-08,0.0,1.6443830606504967e-07,1.4415836348888617e-07,0.0020850624576501473,4.896381017858078e-08,4.622934433077659e-09,2.975548086692737e-07,8.088294381400347e-09,4.58732839312328e-09,2.278726718491419e-07,4.761269251383127e-08,9.129493904808457e-08,9.743403738744951e-10,2.6961556234690407e-09,6.705607746452339e-10,4.3958281405274174e-07,9.773072767060245e-08,1.0165515549665548e-06,9.477358893674718e-08,9.786027333490722e-08,6.443695183792047e-08,0.014213400775491073,1.684918082131294e-07,3.6892196823625946e-08,1.3259861212292243e-07,9.996007336186342e-09,1.4861282348834422e-07,1.288439058167651e-07,1.256958586269763e-07,1.0272994150517029e-08,2.992241729978533e-10,1.4718130407066827e-07,2.5695687813079904e-07,1.3434035781933374e-08,2.467786819117484e-07,1.7086553156786199e-09,0.0,6.616610537694999e-08,1.2740976260489255e-07,5.541042412453747e-10,0.0,9.792716725753606e-08,1.0781577827048654e-07,1.2362756513122712e-07,1.9311653668791972e-07,1.2480500577316453e-07,3.2376881602688226e-08,1.3259861212292243e-07,2.510648879691918e-07,4.5180899831391347e-07,6.498736775000864e-07,4.232781855937275e-07
