,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,1.5952318700161828e-05,2.5431620546122108e-05,2.3556750511167834e-05,1.5293406464430985e-05,2.0628888026174618e-05,2.147649402325446e-05,2.922921948003349e-05,1.9303311090532276e-05,2.026502386458088e-05,2.4691985480515952e-05,2.1810836258852472e-05,2.217174079686875e-05,1.5866748396116567e-05,2.3092799391882667e-05,2.2286997336602698e-05,1.9751437849899357e-05,2.487246402464704e-05,2.1910242882268936e-05,2.6360328946583746e-05,2.1662027757361334e-05,2.90807709328134e-05,3.429480593019546e-05,1.707691983360999e-05,4.7687020300119976e-05,1.7077778554817552e-05,2.1337457306298585e-05,2.2409882629137426e-05,2.1835070247860816e-05,1.8907368538577314e-05,1.5018424521367802e-05,2.223575178168536e-05,9.378748810226062e-06,1.711239695653909e-05,2.908210034480894e-05,0.0001193019243993515,0.0,2.4085985378957724e-05,2.3440296342697156e-05,1.8937610285808483e-05,2.3092799391882667e-05,2.1853556246783073e-05,2.1456096762391783e-05,2.369899478031681e-05,2.390017672615999e-05,2.351241904225347e-05,2.361731343103442e-05,2.3336027746848555e-05,2.3855617520247266e-05,1.2529082859481564e-05,2.6373399782735562e-05,2.1428594570842365e-05,1.9951380386064175e-05,2.0590706583445492e-05,1.6668079745709236e-05,2.3096184347825762e-05,1.5181480331473874e-05,2.0193649762231248e-05,2.2428931568837908e-05,2.2808761405004007e-05,2.5933910070989597e-05,2.013039957235614e-05,2.2317233849369366e-05,1.6797196188255164e-05,2.207733474233415e-05,5.938204380049239e-06,2.154313700243617e-05,2.5184220742501065e-05,2.2808761405004004e-05,2.123288633368785e-05,2.2645475476130667e-05,2.456130111418416e-05,2.2393826880822325e-05,2.3890812711227116e-05,2.1746219856185898e-05,2.2427046152720677e-05,2.3056284561266075e-05,2.2183626115740452e-05,2.4112064019393494e-05,2.288751767621416e-05,1.9770548290340825e-05,2.1746219856185898e-05,1.9053053474539076e-05,2.6890168264103377e-05,2.1700734281869556e-05,2.390763864981799e-05,2.3367440883905452e-05,2.1428327717479133e-05,2.8078256857940165e-05,1.84291591995086e-05,1.7201862525648384e-05,2.231254861874632e-05,2.0509261506002036e-05,2.3625099680045476e-05,1.655882603507421e-05,2.397698619934845e-05,0.0,1.967807000339245e-05,2.142676687257835e-05,1.801371752853858e-05,2.204363547350377e-05,2.5149700845399398e-05,0.0001343534626856652,2.4788840898171326e-05,2.041639271341393e-05,2.611266327310054e-05,2.51818799544072e-05,2.9272178976522446e-05,2.0071348979190704e-05,1.8456891627937824e-05,1.897450983708352e-05,2.2292356504142175e-05,2.2772180458140565e-05,2.05532480868168e-05,2.5959175147468848e-05,2.0782103953951362e-05,2.415717290151389e-05,2.3292448324725295e-05,1.5136334283781835e-05,2.3386293750060798e-05,3.802989701083565e-05,2.6038366909845043e-05,2.675556398730303e-05,2.3189771967279893e-05,2.2821607309390566e-05,1.9129260590739403e-05,0.0,5.343464901433969e-05,2.398836754618863e-05,2.1792318813216177e-05,2.23930641785928e-05,2.2099509235433355e-05,2.3897688793491622e-05,1.50639855365375e-05,2.1021783832640336e-05,2.450096671910317e-05,2.9663730767450835e-05,1.9818488652435067e-05,1.6104303939314157e-05,2.1254084780643806e-05,2.2820875174024564e-05,2.1501729180687866e-05,3.635346585123794e-05,2.157611441899792e-05,2.300553069277543e-05,2.3447496666275626e-05,2.3558141405073957e-05,2.1673820796106454e-05,1.4649702665905712e-05,3.1296736536953043e-05,2.930894893035142e-05,2.7580913735821327e-05,2.4267694933776048e-05,2.145318932944067e-05,2.9930339486648482e-05,2.5021933511079106e-05,3.444775010274899e-05,2.0392424270435747e-05,2.490216861573154e-05,2.1625531178717572e-05,2.1693576415595167e-05,2.692695859378204e-05,2.5021933511079106e-05,4.173654293643731e-05,2.381389627401675e-05,2.1573108654925187e-05,2.474745519385026e-05,2.0822521009058685e-05,2.598592188327337e-05,2.3736422293655032e-05,2.4275293245073644e-05,2.1816529098732447e-05,2.8764870578114336e-05,2.1936162475445483e-05,1.8808950459861714e-05,1.977054829034083e-05,2.2000687934038917e-05,3.114507130370173e-05,2.225659089115771e-05,2.2605278626845552e-05,2.6174146530417456e-05,2.5298493215270218e-05,2.39225094357219e-05,2.2952907894422974e-05,2.4788840898171326e-05,0.0,2.289474828247808e-05,1.7099578768875013e-05,2.4044509055788058e-05,1.9655076799635713e-05,2.2590393584093545e-05,2.9509060634470777e-05,2.163086454607609e-05,2.203623415080043e-05,2.484725624257452e-05,2.311223693000426e-05,1.8564786526140082e-05,2.319028556532355e-05,2.1317134087935108e-05,2.2149399476452918e-05,2.4253801108014005e-05,1.4831754096039104e-05,2.5983914581947202e-05,2.6929481757607998e-05,1.4483336935867787e-05,2.6954809706745032e-05,2.3547751375848042e-05,2.8583718111783126e-05,2.1161561899525274e-05,2.4042671554609374e-05,2.072803493921072e-05,2.4178176119008776e-05,2.371333776016663e-05,1.7327256449941932e-05,2.099016241632314e-05,1.3638673798120943e-05,2.44091044023805e-05,2.4609786252986133e-05,2.2471602755655523e-05,3.13910308668954e-05,1.462174499267706e-05,2.1625531178717565e-05,1.6467648488026035e-05,1.4416609870063615e-05,1.2274823096917485e-05,2.1625531178717572e-05,1.9253939414286774e-05,1.6842847664345978e-05,1.4737162386855313e-05,2.4241840175744674e-05,2.3841802171933822e-05,2.3264400572168205e-05,2.4042671554609374e-05,3.148159351734186e-05,2.4298925188110704e-05,2.5011341839675515e-05,2.604082591332742e-05
Agricultural and forestry machinery,3.909740094960391e-07,1.7258560396335448e-06,1.5171846144395668e-06,2.7322210753882e-07,1.2130586656173743e-06,6.394914653276097e-07,1.2796138144399166e-06,1.029877960357785e-06,1.550191427580818e-06,1.237638045272394e-06,5.161227516101361e-07,8.463614519036139e-07,4.560995896793986e-07,5.157672347846532e-07,1.5982443964265591e-06,1.6306257783612994e-06,1.6633067086565427e-06,8.210005386002873e-07,3.2722408560942356e-06,1.0076847149703306e-06,1.3311084114174873e-06,5.387837631506317e-06,1.353468251465276e-06,1.188499755148074e-06,3.395307543878251e-07,2.8510587903496598e-06,8.940244251774522e-07,1.413505649381184e-06,8.916659594025845e-07,2.8225193794952495e-07,9.255515206856022e-07,8.307107756317544e-07,4.831306617361948e-07,1.285604335806752e-06,1.0710241259362313e-05,0.0,2.102076308439763e-06,9.8756820285244e-07,5.519562691941739e-07,5.157672347846532e-07,1.1851932700707353e-06,1.0247664377028146e-06,7.744411606826278e-07,2.428187874269204e-06,1.129334447667367e-06,2.478255156407489e-06,9.60913244831291e-07,9.950536794948623e-07,8.410023087497184e-07,1.315922755642356e-06,8.748484414742988e-07,7.783633505712306e-07,8.342949623590558e-07,6.117630227782093e-07,5.157672347846531e-07,4.890097810265818e-07,8.378306804257248e-07,3.178220237573176e-05,1.1601054746852783e-06,1.8063765589590684e-06,5.268778208013779e-07,1.4540784907096598e-06,9.69139067154697e-07,2.4986805859922878e-06,1.2338053940497522e-06,1.3034766119235838e-06,8.249862104647095e-07,0.0,5.704572269538329e-07,1.0179479382815079e-06,1.587370901213474e-06,7.630866111696577e-07,6.319220316556125e-06,1.1576083063631705e-06,8.463614519036142e-07,1.208437363439051e-06,1.382010731838658e-06,7.655403953477742e-07,1.212199066427916e-06,9.602772137084977e-07,1.2175734258128527e-06,1.7555676906792155e-06,2.4244419805817806e-06,6.248813416787319e-07,1.6821943522672954e-06,1.2676597220050423e-06,9.798993457627957e-07,8.251032701090587e-07,9.906632448240474e-07,8.866471406824483e-07,1.4321826706678461e-06,1.3295648924346053e-06,1.245360985381611e-06,1.301724548650042e-06,1.0221664789782357e-06,0.0,1.2433685513830166e-06,1.3314558749557696e-06,1.8082101010931097e-06,2.270608352823827e-06,1.4648466374093715e-06,1.298949545519797e-05,2.7322210753882e-07,1.3004571719844205e-06,1.015985834258415e-06,1.4583879213898882e-06,1.136260213714568e-06,9.956100131133328e-07,3.452100183837905e-07,7.79776500731218e-07,1.4027332240105072e-06,9.907025420471988e-07,1.3113437061174233e-06,4.541801520597928e-06,1.2102170570870998e-06,2.535063230617799e-06,9.743720905818698e-07,3.371043273330062e-07,9.85640924812554e-07,1.6401023057866515e-06,1.6792960548185371e-06,1.0109466789620751e-06,2.132284212695843e-06,1.5757122366563954e-06,3.502038519054089e-07,0.0,5.9553091409080296e-06,1.4911267408565644e-06,1.4523388949235957e-06,1.0538484485375501e-06,1.3591468120757542e-06,5.440721433434798e-07,1.316257752933454e-06,1.4390655935405653e-06,1.355195079258492e-06,3.631282363589855e-06,8.58323269636157e-07,5.157539942469742e-07,4.143510730869912e-06,5.687056879084054e-06,9.184841581329157e-07,2.645918879076339e-06,3.019017795981036e-06,1.109314718110878e-06,1.0734170452519271e-06,2.276835539309381e-06,2.9890141746608962e-06,2.7322210753882e-07,1.1510293359831084e-06,3.11873058033356e-06,1.2741459520394726e-06,2.8918296665373474e-06,1.0339101843679933e-06,9.665948755028974e-07,5.987680319381977e-07,2.291565350106774e-06,8.115694793910488e-07,8.482268335714544e-07,1.010933337646199e-06,1.28166077287613e-06,5.916321013792442e-07,1.027238283966532e-06,1.407223692267635e-06,1.683249437067328e-06,8.340829701098307e-07,8.370090865244025e-07,9.874357660430896e-07,1.7320916880059316e-06,6.85327676558346e-07,1.0168231241861789e-06,1.0576035292659114e-06,7.744411606826278e-07,1.0246975995242338e-06,1.0716585574219077e-06,9.60277213708498e-07,1.0126195972579896e-06,1.0863334339159297e-06,1.5319757921184971e-06,1.713824972343851e-06,4.094877803968355e-06,1.1705953063614408e-06,4.164128118514521e-06,1.4352242784534146e-06,8.171219498487056e-07,0.0,1.275833397659444e-06,1.5325308581209742e-06,3.470228502424498e-06,1.1026346437913617e-06,1.1695879734154295e-06,1.4334396127056403e-06,8.250675999461416e-07,1.7764859334748663e-06,6.543080994845738e-07,8.3760257057789e-07,9.940835471291614e-07,5.6256444964592854e-06,1.0003097284725092e-06,1.079356638051157e-06,1.5025051691158985e-06,2.8988553536131505e-07,2.0018827219876757e-06,1.6396515853828288e-06,5.681827619176045e-07,1.033320780909338e-06,1.4361944798286209e-06,2.246562877229043e-06,1.2287843213333263e-06,8.21000538600287e-07,1.017999328916165e-06,1.135321549247125e-06,9.632370683983566e-07,1.0543506434382646e-06,2.7850696491353043e-06,1.9967024871915613e-06,5.7715975295377395e-06,1.0760638939647616e-06,3.823025251888052e-06,4.60309394433853e-06,1.0784603834868073e-06,6.050234080416648e-07,1.146999557702575e-06,2.7322210753882e-07,9.679419418214806e-07,0.0,3.6839434798491337e-07,8.171869442506017e-07,4.375193250738016e-07,1.2192530939485616e-06,8.239126259604438e-07,9.160418070639558e-07,1.3848253724961017e-06,1.6523045225009835e-06,1.6389641717358989e-06,2.807658120247122e-06,1.7562124336009956e-06
Aircraft and spacecraft,7.831071587675463e-06,6.9813140141430094e-06,5.1228355763584844e-06,5.481046296306304e-06,4.815458040113202e-06,5.627996788560827e-06,5.207609515009616e-06,6.0359619532674115e-06,4.093325458441734e-06,1.230971589212628e-05,5.697451917321908e-06,0.00017767191815204114,9.989172289676732e-06,9.396779900356765e-06,6.4247931009221485e-06,7.423648134094503e-06,5.537900252270944e-06,5.586612602991915e-06,5.802364262909052e-06,1.8144280107363842e-05,8.464490494168479e-06,1.1168749323245041e-05,1.5853259645081923e-05,7.949337216574612e-06,8.226818514091689e-06,3.7672427105141785e-06,4.083864205573917e-06,8.710426806074444e-06,1.0197353900447216e-05,3.901133734265473e-06,6.005795566232652e-06,5.564725684601029e-06,4.747796725467925e-06,8.069537200041454e-06,5.8889954369814976e-06,0.0,5.465941684450415e-06,1.675004917349418e-05,5.556659840445117e-06,8.82296712396071e-06,7.502753565954354e-06,9.162037293974346e-06,4.557418425488752e-06,4.718278994289146e-06,5.003608086357292e-06,3.4899764812428164e-05,4.73514757407008e-06,8.893576745667739e-06,4.4644444710472255e-06,1.1857512422449377e-05,5.360956324902401e-06,5.253681595022229e-06,3.7565638657697097e-06,1.47250031486629e-05,9.396779900356768e-06,4.909737909459909e-06,5.197474023736345e-06,0.00018454073938779954,5.341094103364102e-06,4.736188443712627e-06,7.523844551795129e-06,6.48837408655326e-05,4.266003812907742e-06,1.0064336499060745e-05,4.364446939085529e-06,1.1333453378767878e-05,6.279931137912587e-06,0.0,2.567495207256403e-06,5.5166403403437514e-06,6.130372968943544e-06,4.7649596797889494e-06,5.90793493662801e-06,7.497791114644165e-06,4.083864205573917e-06,4.329382269477355e-06,6.022933645389015e-06,9.519022068523404e-06,2.4348237726961127e-05,2.550426512049809e-05,7.524952980917236e-06,5.647144929452907e-06,5.608325750717311e-06,5.400517159990002e-06,1.0226340840994919e-05,7.522254374905058e-06,4.444380289514228e-06,5.413413487647093e-06,4.708791702138419e-06,5.555570987715927e-06,9.33839057458819e-06,9.453371857047983e-06,5.497014144558954e-06,4.3367113561424655e-06,8.91663655950491e-06,0.0,5.858768579767921e-06,4.022548337243923e-06,3.876004549895088e-06,7.59033121921053e-06,0.0015874995697483284,1.4058718574353843e-05,4.4719924409709156e-05,4.204992638706222e-06,2.9170656360228277e-05,6.410046705470524e-06,4.7825661840593735e-06,4.433756201439799e-06,1.54898030810399e-06,4.041110800250218e-06,4.329382269477355e-06,4.8093022887225865e-06,1.0630198911502983e-05,5.609607540671307e-06,4.686988786121901e-06,1.6344241212645155e-05,1.412382539325668e-05,3.9044252067158364e-06,6.013153263856951e-06,6.475056783033817e-06,1.2550620288391123e-05,6.197547685268986e-06,5.979111460860584e-06,8.81753740377687e-06,4.413038857391466e-06,0.0,1.61884253760259e-05,8.55487413953558e-06,4.742294569954974e-05,6.162493314673395e-06,6.129383581944231e-06,5.028819506777344e-06,2.7634193739543588e-06,6.592617755093453e-06,4.3779009500139035e-06,6.689308110167219e-06,5.516265388658298e-06,7.022350549407066e-06,1.4275330100510497e-05,5.246625469142935e-06,5.649272545998866e-06,4.338238039929495e-06,5.035663385116275e-06,5.528775196157824e-06,0.0,4.701116123337256e-06,4.386725949913227e-06,7.200474385077994e-06,6.492268280548966e-06,3.7321481827034442e-06,3.667282102404082e-05,6.46159419674999e-06,6.386781686399338e-06,4.063975827474241e-06,0.0,6.424730660338017e-06,7.206321847243386e-06,3.6732545083330756e-06,2.5545166155495982e-05,4.911945688463151e-06,9.396779900356765e-06,1.0200324064907683e-05,1.172416314834248e-05,5.27881150403416e-06,4.6146403501087005e-06,4.083864205573916e-06,4.9674747606249996e-06,1.4529359593725108e-05,4.185935755368199e-06,3.0147448870181843e-05,4.6213506865893075e-06,8.384926230877701e-06,4.444380289514228e-06,4.303476033900982e-06,2.550426512049811e-05,3.7063695804177367e-06,5.3080480904880125e-06,4.815393761318248e-06,8.384926230877701e-06,8.291476679638135e-06,4.996895575112856e-06,7.279826106343609e-06,7.697333121949455e-06,4.4719924409709156e-05,0.0,6.374393488685458e-06,1.1148274244058481e-05,6.226929735998579e-06,1.6340151877993136e-05,4.435332204397004e-05,9.928932266808585e-06,5.3066347483786606e-06,6.029216494994043e-06,1.0026377633681331e-05,1.0645304311399031e-05,1.826463725003336e-05,1.164447615817114e-05,8.447916903653518e-06,5.403807815350703e-06,5.4657743250393e-06,1.0668287624479777e-05,6.360091079853573e-06,6.4442004775355256e-06,1.4551561663148879e-05,6.646125704904767e-06,5.804817029627962e-06,1.3576911475508112e-05,8.994217832975522e-06,5.740267996351567e-06,1.3036439692977776e-05,1.667073958817539e-05,9.313005083087062e-06,4.40204292082685e-06,4.247723753111516e-06,3.681766220255704e-06,4.809302288722586e-06,4.280808126426316e-06,9.086312303016105e-06,9.419193748352496e-06,2.2165935369529666e-06,2.041775254547972e-05,3.8853307798575165e-06,3.6732545083330756e-06,1.0227527468601827e-05,7.524952980917234e-06,4.002481491613428e-06,5.205726688043401e-06,6.697625582713384e-06,4.672400707852062e-06,1.0261189861499939e-05,8.777020182273246e-06,7.599717697011169e-06,5.30766253529731e-06,1.0649515238028836e-05,0.002173239345032964,8.44197273490139e-06
Animal feed ingredients and pet foods,0.0,1.0000000000004905,1.0000000000004916,0.0,1.0000000000004914,0.0,1.000000000000491,1.0000000000004912,1.0000000000004907,0.0,0.0,0.0,1.0000000000004905,1.000000000000491,1.0000000000004903,1.000000000000491,1.0000000000004907,1.0000000000004905,1.0000000000004912,0.0,1.0000000000004903,1.000000000000491,1.0000000000004907,1.0000000000004914,1.0000000000004912,1.00000000000049,0.0,1.0000000000004905,1.0000000000004905,0.0,1.0000000000004907,1.0000000000004912,1.0000000000004912,1.00000000000049,1.0000000000004754,0.0,1.000000000000491,0.0,1.000000000000491,0.0,1.0000000000004916,1.0000000000004912,1.0000000000004905,1.0000000000004907,1.0000000000004905,1.0000000000004907,1.0000000000004905,1.0000000000004905,1.0000000000004907,1.0000000000004914,1.0000000000004912,1.0000000000004914,1.0000000000004907,0.0,0.0,0.0,1.000000000000491,1.0000000000004914,1.0000000000004907,1.0000000000004914,1.0000000000004912,1.0000000000004898,1.0000000000004905,1.0000000000004916,1.0000000000004907,1.000000000000491,1.0000000000004918,0.0,1.0000000000004916,1.000000000000491,1.0000000000004898,1.0000000000004907,1.0000000000004905,0.0,1.000000000000491,0.0,1.00000000000049,1.000000000000491,1.0000000000004905,0.0,1.0000000000004907,1.0000000000004912,1.00000000000049,0.0,1.0000000000004914,1.0000000000004907,1.000000000000491,1.0000000000004903,1.0000000000004912,1.000000000000491,0.0,1.0000000000004903,0.0,1.000000000000491,1.000000000000491,0.0,1.0000000000004912,1.0000000000004905,1.0000000000004907,1.0000000000004912,1.0000000000004916,1.0000000000004754,0.0,1.0000000000004907,1.000000000000491,1.000000000000491,1.0000000000004874,1.0000000000004907,1.0000000000004907,1.00000000000049,1.0000000000004916,1.000000000000491,1.0000000000004896,1.0000000000004903,1.0000000000004903,1.00000000000049,0.0,1.000000000000491,1.0000000000004907,1.0000000000004916,1.0000000000004905,1.0000000000004912,1.0000000000004918,1.0000000000004907,1.000000000000491,0.0,1.0000000000004912,1.000000000000491,1.00000000000049,1.0000000000004905,1.0000000000004905,1.0000000000004907,1.00000000000049,1.0000000000004907,1.000000000000491,1.0000000000004905,1.0000000000004916,0.0,1.0000000000004912,1.00000000000049,1.00000000000049,1.0000000000004905,1.0000000000004907,1.0000000000004912,0.0,1.0000000000004914,1.000000000000491,0.0,1.0000000000004912,1.0000000000004912,1.0000000000004903,1.000000000000491,1.0000000000004912,1.0000000000004907,0.0,1.00000000000049,1.0000000000004905,1.0000000000004907,1.0000000000004912,1.0000000000004854,0.0,1.0000000000004907,1.0000000000004912,1.000000000000491,1.0000000000004912,0.0,1.0000000000004903,1.0000000000004907,0.0,1.0000000000004905,1.0000000000004912,1.000000000000491,1.0000000000004918,1.0000000000004907,1.0000000000004914,1.0000000000004912,1.0000000000004912,1.0000000000004907,1.000000000000491,1.0000000000004898,1.0000000000004907,1.0000000000004905,1.0000000000004905,1.0000000000004912,0.0,0.0,0.0,1.000000000000491,1.000000000000491,0.0,1.0000000000004912,0.0,1.0000000000004916,1.0000000000004905,1.0000000000004912,1.0000000000004903,1.0000000000004918,1.0000000000004907,1.0000000000004892,1.0000000000004918,0.0,1.000000000000491,1.000000000000491,0.0,1.0000000000004912,1.0000000000004907,1.0000000000004905,1.0000000000004903,0.0,1.0000000000004912,1.0000000000004914,1.0000000000004907,1.0000000000004905,1.000000000000491,1.0000000000004912,0.0,1.000000000000491,1.0000000000004903,1.0000000000004905,1.0000000000004912,0.0,1.0000000000004903,1.000000000000491,1.0000000000004905,0.0,1.0000000000004907,1.0000000000004905,0.0,1.0000000000004905,1.0000000000004905,0.0,1.0000000000004907,1.0000000000004916,1.0000000000004912,1.0000000000004914,1.0000000000004912
Articles of concrete cement and plaster,4.0214176190797724e-07,6.291517861202218e-06,1.8095543684247464e-06,2.2660899500622587e-07,4.4614195851851e-07,1.0883956745152168e-08,1.2496068656759464e-05,8.220041037122741e-07,3.985478262910152e-08,6.675697163132414e-06,7.673043279108914e-08,2.035112519620682e-08,4.143214140465679e-07,9.92476595786973e-08,4.6336383068198486e-09,6.887186687967392e-08,3.53176549211039e-06,2.4582122795292688e-08,3.006670133016834e-06,5.524149458539064e-08,2.3718628184636333e-06,3.978678956847605e-06,6.020462147428781e-09,6.211899884603386e-06,2.617890554710356e-07,1.2542407222414988e-08,6.525087013712132e-09,5.937889635178004e-07,1.0387232495424834e-06,2.4881441772498714e-07,1.0103629932986806e-06,1.429522621570665e-06,3.373854827861351e-07,2.329376027385469e-06,3.813350031340521e-05,2.0117371547926545e-07,2.7549734905046445e-06,8.474539949088212e-07,7.673043279108914e-08,9.92476595786973e-08,5.096933156900053e-08,8.872237670725657e-07,1.9012885056000763e-06,4.251534518497206e-07,1.294090302387305e-06,5.245938388787917e-06,2.078509240021451e-06,1.7349223514454243e-06,3.385819532012582e-08,2.399159460809432e-06,1.2233913395379123e-07,2.2193430720082932e-07,2.515965487380024e-07,1.6991917199020405e-07,1.5019408950023685e-06,5.788480945235103e-07,4.997699699967204e-08,1.0719778778048296e-08,9.657856079890358e-09,3.035579923198179e-06,4.737464451481502e-07,2.035112519620682e-08,2.0117371547926545e-07,1.9258093132494935e-07,7.160570556406733e-08,1.7085394344362056e-06,1.46629641960129e-06,0.0,1.0545285893464313e-08,1.8328719996666546e-08,2.657753451529804e-06,5.3627523428214366e-09,2.558076908843697e-06,1.1110254743694803e-06,6.429221838918614e-09,3.2012035522081106e-06,2.7532991384974383e-08,2.8057187126932158e-06,1.3778133364801112e-06,1.1898036361436581e-06,1.1110254743694803e-06,9.914110477409448e-09,3.1823442711465987e-06,1.7671603893264478e-07,1.6919793739881744e-06,2.295644591803503e-06,4.968570585304974e-08,1.551547096433547e-06,3.0855106328637224e-08,6.919051128753263e-07,2.0861088831938498e-08,2.400204190008035e-07,2.2169534351319837e-06,7.753083545188586e-07,1.8690989076213651e-06,0.0,2.9023907157318746e-07,5.373260921775768e-09,6.295370767790467e-07,4.827888884483498e-09,2.096787585035703e-06,3.8137373644356094e-05,0.0,1.0389671124137567e-07,1.939954787077376e-06,1.002396666843331e-06,1.1604077257828858e-07,1.2116024028758653e-06,1.0053652078234349e-08,6.975612523289942e-07,5.2326586811645084e-06,2.8693755100144816e-06,3.3691826504008664e-08,3.86437933124968e-06,3.0977905543455235e-08,5.019374257467053e-06,2.366775480927223e-06,2.756352471263583e-07,1.9398062604020106e-06,5.9909072900158315e-06,7.390868838293869e-06,1.848329940442565e-06,1.2800653638456716e-06,6.617928840930089e-07,4.438585229985812e-07,0.0,6.735799947061962e-06,2.8954867768338717e-06,3.529402309305519e-08,7.24448229897015e-09,4.141696548463182e-08,2.7476022392313517e-06,4.0990140073523165e-08,3.870325223956568e-08,1.5917212902579015e-06,5.091976577223532e-06,5.8935109920071615e-09,2.295869361156221e-06,3.476863924734683e-08,2.9554483060505767e-07,2.5342611745729176e-08,6.126031026598624e-06,7.692073093829625e-08,1.7126238062035624e-06,2.0914876846929594e-06,1.3094380471800815e-06,1.1289678193282563e-06,2.1170430168949271e-07,1.6205411102390748e-05,3.1194862358431308e-06,2.7062898277615155e-06,2.9382622385428544e-06,1.1099800242453434e-06,2.722973753725436e-06,1.5185525563132449e-06,1.2415909717890422e-05,2.3753090411965752e-07,1.6098685647850407e-06,3.16645612788922e-08,1.9149133931802755e-08,3.361328974874169e-07,1.6098685647850407e-06,1.173807407028014e-05,4.846425185158383e-06,5.862263382462632e-07,1.6098685647850407e-06,7.859827925133775e-07,5.392933796783992e-06,2.2286961508448825e-06,2.5249399615880668e-06,6.5478616464381635e-09,1.8972896325968638e-06,7.1873825705459575e-09,1.3570097435772167e-06,1.1898036361436584e-06,2.395349128238575e-06,1.7198022781930174e-07,3.4372773889750927e-09,8.155691362466013e-07,4.128955898544742e-06,5.501468199398704e-06,5.583923097886298e-06,2.657685648229164e-08,2.174216613367101e-06,0.0,1.503796038382162e-06,2.3942397556594285e-06,3.9296384356367225e-06,3.537722032708373e-07,9.264338415853983e-09,7.407507805410559e-06,1.2681139900671568e-08,4.304459631057605e-08,3.6985894274107944e-06,2.886865013647919e-07,9.381737833308828e-07,9.138051380060486e-09,3.04478490249525e-08,8.589975426254287e-09,2.8995457445342722e-06,2.2549874168111247e-07,1.3343246869129445e-05,1.986114599216755e-06,2.1237551405388245e-07,1.3523946122726808e-06,2.8538371336428997e-06,8.155195675824032e-06,3.2541233403342725e-07,2.708302766721767e-06,9.944144429819756e-08,1.9320580752159834e-06,2.442377221474257e-06,1.0687319989790903e-06,1.2639043687755298e-07,3.4300916957994687e-09,2.5576137560366513e-06,2.6605062570011498e-06,3.793053751005148e-07,4.094544925062793e-06,1.749973664547493e-08,0.0,7.577770093347971e-07,2.2612463512761943e-07,7.274355712373881e-09,0.0,3.083616292574185e-07,1.2401706046665737e-06,2.4158218050075184e-07,4.548432709005955e-06,1.9444658384262195e-06,4.6366111376858115e-07,2.708302766721767e-06,5.5000990533808895e-06,2.78081939736305e-06,6.51517688634268e-06,2.6917441363496806e-06
