,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,8.070061152493062e-12,1.755077939908409e-11,1.2148619945686049e-11,7.742646737844586e-12,1.632666929344815e-11,1.3430924333342656e-11,3.229610580815963e-11,9.510988501460328e-12,1.2139706074102442e-11,1.1473342048874931e-11,1.235245291533684e-11,1.3643186595313647e-11,8.210678887163996e-12,1.2161727591344893e-11,1.3119504384294754e-11,1.1744879537182586e-11,1.3011406397998129e-11,1.2761924610463412e-11,1.2178215381653041e-11,1.182422977873115e-11,1.2285880993517375e-11,1.1747972160966814e-11,1.0618873240115286e-11,1.1931117908314931e-11,8.920868722662004e-12,1.516704748953043e-11,1.5956326411750638e-11,1.4303684702103938e-11,9.564760652320575e-12,7.740586328397259e-12,1.0354837966573637e-11,4.625257727148338e-12,9.034588832200213e-12,1.1428498888133526e-11,1.1704735333389464e-11,0.0,1.5236154691504985e-11,1.262356472240437e-11,9.43808875094851e-12,1.2161727591344893e-11,1.3180754059909498e-11,1.1005841908177926e-11,1.1672347216999497e-11,1.3288058431522621e-11,1.2073169779809034e-11,1.215311555068563e-11,1.3330543743445314e-11,1.2518787796115735e-11,6.275113856347566e-12,1.2769667685456362e-11,9.937085791583031e-12,1.1847734123978e-11,8.555244705235519e-12,1.2159145374075739e-11,7.842243192506776e-12,1.1037406423942116e-11,4.654826042786045e-11,1.3588341057460712e-11,1.3089080238777061e-11,1.0389028631364835e-11,1.4420158044904126e-11,8.694992274641795e-12,1.4233020009618786e-11,2.9908113708727454e-12,1.2232458675497867e-11,1.8475499420431016e-11,1.3588341057460712e-11,1.3470977542320812e-11,1.27630446062063e-11,1.1808273611817467e-11,1.306631314439693e-11,1.1552962275385938e-11,1.6877724379641976e-11,1.6004449660408037e-11,1.2753142244303715e-11,1.4072973089480652e-11,1.1396619989776333e-11,1.3807512618444463e-11,1.1121003179376956e-11,1.6877724379641976e-11,1.3168349113724124e-11,1.1734586019083343e-11,1.4421563421389627e-11,1.1930677706058754e-11,1.233661703688274e-11,1.2420646097750937e-11,1.1768554343830166e-11,1.0506011307619822e-11,8.731380862346649e-12,1.426965505923804e-11,1.0075264148979718e-11,1.162837620886685e-11,8.372037219577375e-12,1.1595291030229204e-11,0.0,9.802929131823739e-12,1.6116376711050946e-11,9.047185668840416e-12,1.219990931421084e-11,1.15895336390863e-11,1.168612195664468e-11,1.1394691009519704e-11,1.1802080258821842e-11,2.0682812554752608e-11,2.2103367688084168e-11,1.300848002233836e-11,1.1989535214316842e-11,1.1551895412001034e-11,9.516506349815015e-12,1.284410580206426e-11,1.1212419065419136e-11,1.2049171307392771e-11,1.083153500813996e-11,1.2083620819380888e-11,1.1682432487890096e-11,1.1745336160143938e-11,7.767822701714939e-12,1.159698468128923e-11,1.1819716785963151e-11,1.1774022535527217e-11,1.207328478944911e-11,1.15384691629089e-11,1.2063720223180084e-11,1.1464920097433242e-11,0.0,1.2129614426678738e-11,1.5952309155777957e-11,1.4311241090514304e-11,1.354957123855058e-11,1.6006695496709246e-11,1.1310007982353264e-11,1.0405617894766848e-11,1.5243322393739486e-11,1.2259611629658535e-05,1.2982593867319793e-11,9.887559381564363e-12,8.075925515977302e-12,1.2751823527197715e-11,1.3335361875295972e-11,1.2587148517790261e-11,1.165578398791495e-11,1.602107310746423e-11,1.1785875336313958e-11,1.1596809198457082e-11,1.3355294255382662e-11,1.1936344577090693e-11,7.581945903699388e-12,1.1943581118395182e-11,1.4089038703331241e-11,1.148013808632293e-11,1.5349317523608595e-11,1.3838325930726678e-11,1.261227365473727e-11,1.1395587766261941e-11,1.1540598256491832e-11,1.0098644457498144e-11,1.1443151414149152e-11,1.1648001941556528e-11,1.1876929862321445e-11,1.1679905916817581e-11,1.1984544518365624e-11,1.1395587766261941e-11,1.6869192914779506e-11,1.1765573638961689e-11,1.0866212634156515e-11,1.1276794257666573e-11,1.033163345025086e-11,1.1503057879383333e-11,1.1532624002694992e-11,1.1653439616691356e-11,1.2555603073805088e-11,3.062985358064976e-11,1.3160539943640725e-11,8.274682923542995e-12,1.1121003179376961e-11,1.4520759926598318e-11,1.2489041651296562e-11,1.5083849039438915e-11,1.3778604104075122e-11,1.2529762726754325e-11,1.2016309545981865e-11,1.2224802315247432e-11,1.4337403670163758e-11,1.1394691009519704e-11,0.0,1.6767525623834014e-11,8.483327575617827e-12,1.2265181801915722e-11,9.751414856015207e-12,1.3424883837637174e-11,1.1992146182993865e-11,1.4116271720762833e-11,1.56462588752451e-11,1.168192409502694e-11,1.4023017639495085e-11,9.461271672319525e-12,1.3642048471768163e-11,1.2870794939335525e-11,1.2877203992571928e-11,1.5697605205219702e-11,7.536959265263899e-12,1.4102981962768244e-11,1.0306927859611491e-11,7.309535255261643e-12,1.641842005341341e-11,1.2512897244647949e-11,1.1632161995566314e-11,1.2348159980749771e-11,1.14996364863806e-11,9.558548201256761e-12,1.1630463545341736e-11,1.161820798634538e-11,9.286665757845576e-12,1.570992371609305e-11,7.35356379337869e-12,1.1581584102452667e-11,1.1601017696951903e-11,1.0133087751991505e-11,1.1752100841126267e-11,9.793779599357882e-12,1.1648001941556528e-11,8.282273480841799e-12,7.276615988138265e-12,6.9489299590557685e-12,1.1648001941556526e-11,1.0067907504407147e-11,8.483016769761834e-12,7.548535546491504e-12,1.1637926710775276e-11,1.1961471482145088e-11,1.4446089841513869e-11,1.14996364863806e-11,1.172369855519021e-11,1.6632797963296657e-11,1.3706494276903354e-11,1.4980805488062342e-11
Agricultural and forestry machinery,1.7227133627396838e-06,5.439395764978642e-06,3.468952589560336e-06,5.645135234581902e-07,3.454540044987078e-06,9.919355364285999e-07,2.6331033520625954e-06,1.6282360221028126e-06,3.436989761569018e-06,2.630700173830928e-06,1.118114963526455e-06,1.1954732076538581e-06,1.1601553060693286e-06,1.1177907110860973e-06,1.2617190718889037e-06,2.4591184514518154e-06,3.4367488006371213e-06,1.238944272255459e-06,7.434735857739947e-06,1.4884021028557119e-06,3.918794495601921e-06,7.5353610592591076e-06,1.5999004929294427e-06,2.944811137270223e-06,8.490953070537253e-07,3.2349131882132737e-06,1.2498128476514715e-06,2.51374022111736e-06,1.2351389888400665e-06,5.853020235895245e-07,1.8157099725944498e-06,1.490747434180344e-06,1.0595204009695333e-06,5.4925219456246e-06,5.924177112156618e-06,0.0,2.7129175223213056e-06,2.0471522510841834e-06,1.1613113529061898e-06,1.1177907110860973e-06,1.577033464960473e-06,1.687213820017745e-06,9.845677547626026e-06,4.277170471327719e-06,3.5066676674075825e-06,5.7545213619579456e-06,3.862696587252859e-06,2.878622580742288e-06,2.103950026411783e-06,1.423127340114562e-06,2.053324678308639e-06,1.5687083593379224e-06,1.7526056782405576e-06,1.1177907110860977e-06,9.008435782352304e-07,1.3341553590165223e-06,1.2221816438703814e-05,1.315060754863163e-06,4.259987083719225e-06,1.0962374815741557e-06,1.9444673595589397e-06,2.4288860394730827e-06,2.6799887809256403e-06,3.889443676603412e-06,3.1108785293364543e-06,1.2286826160900504e-06,0.0,9.324886361298187e-07,1.7145066335950818e-06,3.2542594885946187e-06,1.1579191253488268e-06,5.06022883546185e-06,1.8841259181370375e-06,1.1954732076538581e-06,2.141387775379643e-06,1.8006094139725646e-06,5.3470802246318614e-06,4.0308917153604264e-06,1.536154561470059e-06,1.8942034008399385e-06,4.203839683758626e-06,3.3097561911509125e-06,1.0133542826440854e-06,6.530977010136316e-06,7.014227135341062e-06,1.56571471037134e-06,3.109657831306817e-06,1.6851161186967786e-06,1.6745397662331984e-06,1.8436905219723367e-06,2.0788159432417888e-06,3.94136203062096e-06,2.212047658743115e-06,7.645696737536484e-06,0.0,2.033952233532496e-06,1.5092698772510377e-06,2.3207434714441005e-06,2.162794724948711e-06,6.184872002196457e-06,6.457337700460838e-06,5.645135234581902e-07,1.8074381560859374e-06,8.236426402629738e-06,2.6073769846131343e-06,1.635813188150211e-06,1.643390832392236e-06,5.198108296627172e-07,1.550703237172826e-06,2.53617577513514e-06,3.015125599850826e-06,2.0767999078980145e-06,4.736222380947097e-06,6.796220231646182e-06,4.974065723090253e-06,3.419170201302972e-06,1.487498666292731e-06,3.056948878146582e-06,1.8497038135195344e-06,4.9898456935649105e-06,4.118875678656109e-06,3.238826389401434e-06,3.016364945604411e-06,1.0947279814025453e-06,0.0,6.454937141896162e-06,2.2941689740570526e-06,1.9433582763902244e-06,1.3371493690671197e-06,1.6388179616666434e-06,4.845837918972823e-06,1.8861674303967621e-06,2.5211565425748014e-06,6.288087884460727e-06,5.6056582435160165e-06,1.2266351519534025e-06,5.0155600966216984e-06,3.868089892231073e-06,5.826615662022626e-06,2.3830876218824647e-06,6.75644172810934e-06,3.2736774412450707e-06,6.107627465362402e-06,3.38105562720397e-06,3.577726990743166e-06,3.2293710696394763e-06,5.645135234581902e-07,2.235299299829451e-06,5.750012392614013e-06,4.657061437976884e-06,2.9384486530188396e-06,1.7029777412646259e-06,4.371041062244127e-06,1.2385950712439606e-06,7.544917487526158e-06,1.8514483849755481e-06,1.42961358087961e-06,1.4925608432417604e-06,1.6320116422745076e-06,6.959583627784924e-06,1.2094115935691734e-06,1.862216487158893e-06,1.9813671687867705e-06,5.172998353186469e-06,2.0566507377786753e-06,1.5026522692972224e-06,2.6558778083855904e-06,5.378463178297869e-06,7.634041687743081e-06,4.447254145077891e-06,1.371887500876921e-06,9.845677547626021e-06,1.1708400663063129e-06,1.6918228147362423e-06,1.5361545614700597e-06,3.494101822816661e-06,1.9797923890557567e-06,1.9603029278609787e-06,2.5000949918469327e-06,4.0835022291767464e-06,2.427256181553829e-06,3.861054172982752e-06,1.9385038259363225e-06,4.246934922751285e-06,0.0,1.9284923129453873e-06,3.3968916412409933e-06,5.398737977442359e-06,2.261243931521405e-06,1.341933910501214e-06,3.0443543099494466e-06,1.1930023358067834e-06,1.995596700969923e-06,1.1933773022934371e-06,1.2422772196244465e-06,3.2164432933897652e-06,6.733073156115845e-06,1.500007041712178e-06,1.7458787162994547e-06,2.4035790813175666e-06,5.849335662095484e-07,3.817194274948102e-06,4.524730268760795e-06,8.333899570172827e-07,2.5329819685589998e-06,4.09989652867541e-06,4.692665637423676e-06,5.26952444501513e-06,1.2389442722554586e-06,4.3056026267778514e-06,5.507285097898944e-06,5.900932722997566e-06,2.0036715697356893e-06,2.3773858052318545e-06,2.856818077810452e-06,4.96617589038191e-06,3.3908289177899437e-06,9.29954251647892e-06,4.838179256571774e-06,1.7272594619346185e-06,1.2133008456194217e-06,1.700300948370673e-06,5.645135234581902e-07,2.2526834111102406e-06,0.0,9.336353411295616e-07,2.400798300121359e-06,8.339147618851081e-07,5.908277469459935e-06,4.6127871321713866e-06,2.1460734178278537e-06,5.112960903074015e-06,4.070685988913986e-06,2.1422129654008633e-06,4.054351790598563e-06,2.7186100441968108e-06
Aircraft and spacecraft,9.282163795327815e-09,9.902830632461196e-09,1.092976570180833e-08,1.4778190564192195e-08,6.8359393413291624e-09,9.21938780891229e-09,1.7104079486321863e-08,7.859123758439605e-09,7.2882771881184855e-09,5.5458218005607645e-08,1.1609669625417068e-08,5.796326262057458e-09,9.80851725758859e-09,6.962883790470983e-09,9.698439444866286e-09,1.702293137828191e-08,1.019776500488183e-08,7.902165471828308e-09,7.83099963687887e-09,3.232090327443393e-08,8.443727007132924e-09,1.754803357448356e-08,9.98247823810152e-09,2.7881627481573096e-08,1.0569086309742303e-08,6.963861921211254e-09,6.62230532925771e-09,8.409173417934568e-09,6.919148110806086e-09,9.46817168320233e-09,8.026763839193806e-09,8.139330693686473e-09,1.7507849988937957e-08,2.6553482818052434e-08,6.993137082122823e-09,0.0,8.233753213532326e-09,2.2076937320829312e-08,1.165642624597655e-08,2.3730558294467805e-08,1.1380262878853326e-08,8.368764513137694e-09,9.394319335526167e-09,8.411313651684992e-09,8.505264692753258e-09,1.1101822295470963e-08,7.134383137977865e-09,9.060778329155837e-09,9.611809602806611e-09,1.4596582784735976e-08,7.915853692352312e-09,6.840979561326581e-09,2.753748024510378e-08,6.962883790470983e-09,1.0640631409859208e-08,7.854238105932761e-09,5.7636425466283644e-09,1.1736106564916419e-08,8.363227151716146e-09,5.914996905425316e-08,1.2660657319046614e-08,7.482156121314478e-09,2.903324992475059e-08,7.63405104467527e-09,1.1403773368018403e-08,1.3683469871931646e-08,0.0,5.64174936261646e-09,7.7901162665487e-09,3.1656960717316254e-08,1.02478100405917e-08,7.787116277994696e-09,6.132511263191002e-08,6.62230532925771e-09,8.30979436941587e-09,1.174562683731497e-08,9.820307287849969e-09,1.1227488570087613e-08,1.1863446213891054e-08,6.166048866101527e-08,1.036613780352514e-08,2.325958383007662e-08,1.7442983581206097e-08,8.825658644391846e-09,6.159158484698805e-08,7.721969510667809e-09,1.677728606038234e-08,8.298953018923568e-09,1.1653630076404679e-08,1.4403811322103188e-08,8.011122505097619e-09,9.180599966432514e-09,7.838374947967801e-09,2.1099654132952587e-08,0.0,1.0556602404410623e-08,6.145690259856576e-09,7.881190852204006e-09,1.033551253784356e-08,1.1871697868914184e-08,1.2585866525735905e-08,1.3446338011860488e-08,7.442429101550728e-09,1.2340839043674052e-08,7.853909871027855e-09,1.761159232830873e-08,1.1321370264339921e-08,3.980821129262903e-09,7.413591325949391e-09,8.309794369415869e-09,1.0820462960200384e-08,8.699416693679072e-09,9.040234455565254e-09,9.933046765310858e-09,8.91993261891985e-09,8.60566381020276e-09,1.0073665640697434e-08,7.636999985610776e-09,8.634869219939219e-09,8.940678054364013e-09,2.2001141085171917e-08,3.9583652117483914e-08,1.7279055208228316e-08,1.4595721309569644e-08,0.0,2.3867030099828184e-08,8.238719359632613e-09,1.2081480177817107e-08,8.38245858589031e-09,1.1214302529224269e-08,8.739600602451807e-09,6.71898812524425e-09,8.469410710972446e-09,7.0233589851910605e-09,9.965228157747863e-09,7.954999909495753e-09,1.1156655779246318e-08,1.0077222853160406e-08,7.064264218522173e-09,1.6624253577173136e-08,7.52036101356396e-09,8.624435738389517e-09,7.283503191992317e-09,0.0,7.307856041347161e-09,6.461953707729902e-09,5.341717996625567e-08,9.486915224328818e-09,1.302999460956814e-08,1.0419011205018421e-08,9.047710161251073e-09,7.0397420885743115e-09,6.655648693565666e-09,0.0,1.2984859830741192e-08,7.440845666765173e-09,6.779846990850139e-09,1.187338098229505e-08,1.2446803045267192e-08,8.490638467737283e-09,6.962883790470981e-09,1.2641641138913099e-08,2.068938461749717e-08,9.654482803863681e-09,8.361786502376198e-09,6.622305329257713e-09,9.325248464091847e-09,1.2592753752753482e-08,6.987877805366844e-09,1.1562923421190454e-08,8.687761882365467e-09,7.4034426454927655e-09,7.721969510667809e-09,7.372304494735745e-09,1.1863446213891054e-08,6.882751045568757e-09,2.1759413533933514e-08,8.56451012323975e-09,7.4034426454927655e-09,9.09148699962401e-09,1.5297794638410605e-08,1.4977905800988057e-08,7.585482100581597e-09,1.3446338011860488e-08,0.0,1.0276510486124038e-08,7.677108573662e-09,1.8053546305334614e-08,9.173056610050427e-09,1.3429711634122043e-08,7.82359671348145e-09,1.080182258211766e-08,8.773258496758254e-09,1.556764532396219e-08,8.300909571881645e-09,1.0451351877031949e-08,7.3981974421627e-09,1.0281422896235448e-08,9.909162425918403e-09,9.785161982692802e-09,7.871620990915685e-09,1.0643451953023536e-08,1.36394431177602e-08,1.8674310041830436e-08,9.546574967550578e-09,1.4430536566893452e-08,1.835551715279587e-08,8.279452204677552e-09,8.313863653033592e-09,9.032540379622971e-09,9.075736724996978e-09,9.177046751524372e-09,8.888337426064861e-09,7.391152435884231e-09,8.976883639309349e-09,1.0820462960200384e-08,8.351200529403342e-09,9.910342235219832e-09,9.176211186051227e-09,2.3329730193473047e-09,1.1817728166110415e-08,7.86213687273535e-09,6.779846990850139e-09,1.090497532009212e-08,6.166048866101527e-08,9.705255387154135e-09,8.144321550476417e-09,8.311037381940718e-09,9.426755310400495e-09,9.01503272444866e-09,7.925431276061206e-09,1.1289689622598489e-08,1.7103651602963143e-08,8.790678189202271e-09,1.0218670229670862e-08,1.075033603390466e-08
Animal feed ingredients and pet foods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Articles of concrete cement and plaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Automobile bodies trailers & semi-trailers,2.982045915812689e-07,2.3486405663176905e-06,4.238365037997149e-06,3.0214712986414397e-07,1.4389507065183992e-05,1.6692335267642704e-07,0.00022815376794582836,1.075543355621725e-06,5.677139927425193e-07,6.18304608924508e-07,4.589669236764192e-07,4.199535107607822e-07,2.635533711527226e-07,4.5880313244248163e-07,3.66328800634325e-07,3.147755000227665e-06,2.2469137900058652e-05,3.264880028850521e-07,2.4834830769170885e-06,4.0654372361033583e-07,9.563982945290518e-06,2.7750008277503642e-05,5.057758594473136e-07,2.3459169154578233e-05,4.285397726950527e-07,4.870599093749369e-07,2.5826347626404775e-07,1.0561702467327305e-06,4.995288643553223e-07,5.278901668535367e-07,1.0263080464919516e-06,9.910626733349883e-08,1.542105951368875e-06,8.952693158302063e-06,2.5031481204050312e-05,0.0,3.04899533032329e-06,1.4828200756276452e-06,2.591758526374947e-07,4.5880313244248174e-07,5.18945665301734e-07,1.6568661861176553e-06,3.876797633189603e-06,7.382307940006387e-06,1.8811061308491557e-06,3.2712293479077927e-06,2.95859721357198e-06,1.6105550190460876e-06,3.4571276112414597e-07,2.266331920161787e-07,8.427142255369321e-07,1.242838990194105e-06,1.5274020762077093e-06,4.852507847859411e-07,1.0708288433509487e-06,8.821682856320554e-07,5.916240048782152e-07,3.675462640232183e-07,3.960408209990833e-05,3.3616627999378106e-07,4.6824020616519003e-07,2.430901282204091e-06,3.095884603441904e-06,8.262324019926304e-07,1.2946747210962264e-05,0.0001709703811386729,3.8767976331896025e-06,1.5926792484501053e-07,5.022795715252399e-07,9.986721620079766e-06,2.059668053206964e-07,2.281121006223608e-06,1.354150934047714e-06,2.5311658768631637e-07,7.028522630902091e-07,4.7008288682387043e-07,4.740986253801006e-07,6.664851335034042e-06,7.55494614147181e-07,1.354150934047714e-06,9.32548954884673e-07,3.780628772045487e-06,4.4956216785941645e-07,7.56854283220006e-06,1.539714486760221e-06,1.1680250743803094e-05,9.981866694664996e-07,4.806605707326101e-07,1.3013088599165032e-06,5.115386285701932e-07,1.0177677431887408e-06,1.5134848145871475e-06,1.2671671610477889e-06,3.6442421402261385e-06,0.0,9.313639536032552e-07,4.596473627625064e-07,1.2514068694180822e-06,6.373345562420472e-07,3.830946255572359e-06,2.6761902651573285e-05,1.7304589020145003e-07,1.5927900880089579e-06,6.899811790458085e-06,4.3726309140048305e-05,5.565995559984746e-07,1.0249151015225536e-06,1.7455054258504917e-07,1.1037868465168433e-06,3.3570279036507046e-06,2.5163454393706317e-06,1.928195630386125e-06,8.548305557571331e-06,1.8567926585280962e-06,2.9896291298407444e-06,3.1739064660473946e-06,2.989414844320578e-07,1.9357960012934956e-06,3.98714054713669e-05,3.3023390440669223e-06,1.6571013083272892e-06,2.7263237079272366e-06,1.9321969285946567e-05,1.3683352454443672e-06,0.0,1.1280737927260943e-05,3.0347763230961665e-06,3.726076650615418e-07,4.048012746853687e-07,4.788526974002601e-07,1.4045026337435916e-06,2.6051714782260556e-07,7.337557045929197e-07,0.00020281139983693587,1.4038238782710886e-05,8.470592569813572e-07,2.4335724668557868e-06,4.109832947337413e-07,4.118716954574304e-06,8.93446715931909e-06,4.048611915796586e-06,5.465133964578435e-07,3.5891287915086865e-06,2.412233994039878e-06,3.172602579670705e-06,4.531958417699236e-06,1.7304589020145003e-07,3.934975328325476e-05,5.964195917479029e-06,2.755811559724444e-06,3.0141596672383777e-06,4.609504029063787e-07,5.0794777622768254e-06,4.999371283926101e-07,5.089243542373016e-06,7.391055692708464e-07,1.6123649137483196e-06,4.2180314529044744e-07,5.304878071546378e-07,2.3517960247781892e-05,1.8860043779479213e-06,1.6105550190460876e-06,0.0001612309123920381,7.724382894713598e-06,2.4190589215909137e-06,0.0,1.725765684855657e-06,3.825572975696125e-06,1.7480159395016152e-06,2.394329405327834e-06,4.5990131926925595e-07,1.6671336103694339e-06,2.4312405501825654e-07,4.511213495894518e-07,7.554946141471808e-07,1.186100832445997e-06,1.598842418667603e-05,5.373084942204952e-07,1.573321231624311e-06,2.081184885785799e-05,3.670794343357659e-05,1.9386200309658326e-05,5.293716628602058e-06,1.7347455688666062e-06,0.0,2.1264949472206575e-06,1.3074462424997586e-05,8.865221304961919e-06,7.634986863488559e-07,4.875785467708004e-07,1.836260030722181e-05,2.596403484078496e-07,5.02659637070841e-07,0.00018267969167866803,4.938151276584549e-07,1.2242883674248642e-06,1.521730778943272e-06,4.333114406086752e-07,5.773975078416274e-07,3.01899973508566e-06,2.326537970574826e-07,6.046557826621025e-05,1.2715211315157807e-05,7.950306380281793e-07,1.1862911614337538e-05,9.483210781254852e-06,1.8338585736151097e-06,1.7473908551616657e-06,1.2091661234471411e-06,1.8364339132139658e-06,9.142681434421168e-07,2.7186236800865448e-06,2.695972996110082e-06,3.2862569282546645e-05,3.8570873554298194e-07,8.090365921185288e-07,2.5491138578467975e-06,4.704856961256029e-06,8.724668390505122e-06,5.339069140103412e-07,0.0,1.942327427670658e-06,1.7304589020145003e-07,4.3835069093370307e-07,0.0,4.85866563717824e-07,1.057470831279548e-06,3.1597763738701404e-06,3.87088329687963e-06,2.265641677604527e-06,1.1957331153747145e-06,1.2091661234471411e-06,4.420025303410583e-05,3.033324367960194e-06,3.104848537685362e-06,3.335582904941863e-06
