,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agricultural and forestry machinery,3.2775550623734412e-09,1.0486944066568829e-08,7.710999036408303e-09,1.554696328755411e-09,6.138101437935682e-09,4.07262459248972e-09,6.031196584097221e-09,5.109650378196373e-09,7.772985087776055e-09,6.612405612802809e-09,2.9206821655394594e-09,3.748336939300833e-09,2.7362705917186808e-09,2.919227388722597e-09,3.2592363136991516e-09,7.171338165616607e-09,8.0240869119136e-09,4.030488512375531e-09,1.3702672162869206e-08,4.839051489412999e-09,7.128510069539221e-09,1.3791140562524307e-08,8.351652434817368e-09,6.242496048332606e-09,1.988191773554653e-09,8.326434808362969e-09,4.2985256585229335e-09,7.996215388300367e-09,3.2266832407944352e-09,1.6376327476771287e-09,5.08573811189451e-09,5.3794094572652055e-09,3.797459602577542e-09,1.031287109801407e-08,1.4820029459017617e-08,0.0,8.026047664514154e-09,4.9636288374003136e-09,3.949670400347181e-09,2.919227388722597e-09,6.899460183366549e-09,5.201711083955481e-09,1.3888752899806665e-08,8.378962226694278e-09,7.329660984423331e-09,1.023162081931409e-08,7.995904938275181e-09,8.532554440226777e-09,4.864949092567656e-09,9.363166941267592e-09,4.452332438439537e-09,1.0234748943445655e-08,4.603160355620988e-09,4.0712247138295e-09,2.919227388722597e-09,3.1277254129415704e-09,3.7054419412394225e-09,6.3864436278941855e-09,4.4948711768961525e-09,8.317334543392926e-09,3.537046986104807e-09,1.900211025346003e-08,5.252493199698407e-09,7.330794499623144e-09,7.505564028313684e-09,6.803419490006795e-09,0.0,4.155779700786604e-09,1.5420346623771662e-08,7.395160814954624e-09,1.3799626198064327e-08,1.1676086032613428e-08,8.635334655781762e-09,3.748336939300833e-09,6.2030497591276654e-09,8.087384053101688e-08,8.315344604589558e-09,7.98499507548784e-09,5.243717546629748e-09,9.042024084773594e-09,8.883008889657128e-09,1.1821077121842287e-08,4.5662046514659585e-09,1.0559894376256485e-08,1.4790559584267688e-08,4.6760086887735836e-09,6.658038491292498e-09,4.275351698969326e-09,4.694343359882217e-09,1.6519254968567917e-08,5.4044712504884126e-09,8.188411849906772e-09,5.7445763458290014e-09,1.1633204436396921e-08,0.0,5.29097087558972e-09,6.057135956596907e-09,5.776692206369252e-09,5.845217661572825e-09,1.078002418460395e-08,1.6455259046306193e-08,1.554696328755411e-09,1.3208629523902926e-08,1.2241631563765292e-08,7.426497253524749e-09,4.5782779548837274e-08,4.297483454673886e-09,1.4174737192943302e-09,3.813317041374382e-09,6.493967529978401e-09,7.61451949270572e-09,5.683090307476503e-09,1.1031321068851777e-08,1.1179979336484146e-08,9.960570546729361e-09,7.502104317907064e-09,2.8634175374681546e-09,7.142129579654538e-09,5.280985969332643e-09,9.589557592318887e-09,7.546856207391031e-09,8.554901667050044e-09,6.7268747895881836e-09,2.4592324098854683e-09,0.0,1.3146307558675992e-08,7.147937861411462e-09,1.6360323581898747e-08,4.6880501030581055e-09,2.1270107106581953e-08,7.401623916980582e-09,4.776963282078995e-09,7.183510007447024e-09,1.132371269414444e-08,1.0770016002318165e-08,2.875642998495325e-09,7.480874673204745e-09,8.940832748077625e-09,1.215888184532982e-08,6.1971242654764234e-09,1.1763923231804268e-08,8.217280954943163e-09,1.0243539131095897e-08,1.2866136547455246e-08,8.569132177321263e-09,7.56017401869027e-09,1.554696328755411e-09,6.3025880356088975e-09,1.0764662585227283e-08,8.87207193199428e-09,8.99171778019266e-09,4.930607835125417e-09,7.637414519447017e-09,3.7033452915274957e-09,1.2267824996605767e-08,5.154869009201906e-09,5.55773244447233e-09,4.845336129836707e-09,8.601111744022339e-07,1.4307218146996975e-08,3.2301377973600815e-09,7.751152143469228e-09,5.342626310504849e-09,9.80567516161843e-09,5.009281190990833e-09,5.455419034355206e-09,5.898237322575796e-09,9.762744405969723e-09,1.1106475716585391e-08,7.620818653310835e-09,7.269034632206508e-09,1.3888752899806673e-08,4.273625659224458e-09,5.443456178707927e-09,5.24371754662975e-09,6.403008028300858e-09,5.226482536602706e-09,6.204189905910098e-09,7.794642863860226e-09,1.0132435055549538e-08,6.097262655283591e-09,1.0124923400739129e-08,5.588133099473372e-09,7.867955476120787e-09,0.0,8.830952362318923e-09,1.0755676770651726e-08,1.102765341377896e-08,5.185169221027463e-09,4.4121917514245506e-09,6.667036856742884e-09,3.7628990637653256e-09,6.780921712472584e-09,2.8273812129812247e-09,4.640490781105574e-09,6.712239213543026e-09,7.521579885728851e-09,7.547613140139308e-09,2.923416851374407e-08,7.366765477100529e-09,1.628267310462663e-09,8.66984896480455e-09,8.777879027885245e-09,2.681294934204409e-09,5.875847734315548e-09,8.050464309788179e-09,9.579682438221212e-09,1.0129831857196669e-08,4.030488512375532e-09,7.774876035481279e-09,9.48184115943729e-09,1.0464612879062966e-08,4.74633489274098e-09,6.080798793055627e-09,7.60842082563238e-09,1.1522338862807884e-08,1.303874135613374e-08,1.0634567924154101e-08,1.0928009063340659e-08,5.099665118695297e-09,4.039991953019759e-09,6.1477313478168316e-09,1.554696328755411e-09,5.772842070646468e-09,0.0,2.4009183873950123e-09,5.2241099557262674e-09,2.586012198486122e-09,1.0084200552548805e-08,8.01536448674415e-09,4.83768023676642e-09,9.868266795651894e-09,8.134752365254742e-09,7.515355469096288e-09,1.0526224185374016e-08,7.782613781816152e-09
Aircraft and spacecraft,1.1084395277033357e-07,1.2605604168867367e-07,1.0867366926066896e-07,1.3041686114540657e-07,5.184894831775367e-07,1.103839996425578e-07,4.770215006181895e-06,1.1893726456069384e-07,7.735412943879697e-08,1.8512232478858825e-07,1.3648242268675474e-07,7.237604385990558e-08,1.0664750331181108e-07,7.673399080653439e-08,1.2101524143226474e-07,1.2449175530698774e-06,1.8098963073240558e-07,1.0916428135462596e-07,1.2197328191619045e-07,1.748559477858925e-07,1.8857718175176663e-07,2.705166317070299e-07,1.429285728488643e-07,1.3345486519356118e-07,1.2468598840432355e-07,1.1477936817439122e-07,6.79156980664443e-08,1.1845487240115986e-07,8.410855757292023e-08,8.882321578588844e-08,1.2320783576354023e-07,1.1855151722113419e-07,1.2928859045564325e-07,1.9706306140848956e-07,7.03608307308853e-08,0.0,2.1754059486463796e-07,2.901408474895765e-07,1.320977304220572e-07,1.134312452437413e-07,1.2471497743732844e-07,4.6198272813060126e-07,1.0135269458220064e-07,2.611875195087607e-07,9.297068281025773e-08,1.091478060329141e-07,1.269998522358572e-07,9.785566906327272e-08,4.0163528607175204e-07,2.2455575889865874e-07,1.0234680065016792e-07,1.147904422978649e-07,8.866535347270499e-08,1.631098709612836e-07,7.673399080653439e-08,2.3337210783966696e-07,9.964657015265432e-08,7.255253825112909e-08,1.38617318248391e-07,1.0040831581704069e-07,1.928621591533257e-07,1.206778726985942e-07,9.441513132088397e-08,1.4995488020285455e-07,9.100968806277104e-08,1.2952845467613306e-07,0.0,7.794594580688443e-08,9.225622630615506e-08,1.58231783817022e-07,8.695265417197745e-08,7.689636066658724e-08,1.9576942829669015e-07,6.79156980664443e-08,1.0290937595119424e-07,1.3838091486841919e-07,1.0445053215329709e-07,1.416925791942785e-07,1.596422626545281e-07,1.9644360960678692e-07,1.889556271859147e-07,2.940337882072453e-07,1.4849411561056276e-07,2.1594501322908598e-07,1.9789884922672203e-07,8.552420386266248e-08,4.520891915921684e-06,9.642977102789667e-08,1.320654436158094e-07,1.0878760633306443e-07,9.185582444601798e-08,1.2172675878322178e-07,9.339935906437221e-08,2.8196863077508283e-07,0.0,1.1726059309091786e-07,7.874220148419571e-08,8.792824964182697e-08,4.831772075288679e-07,1.1025967231116715e-07,1.8648006498501825e-07,1.0843614232692755e-07,8.017981220435288e-08,6.04802711068317e-07,1.3091361111744805e-07,1.4355719404308926e-06,1.3092430706842059e-07,7.707881074617788e-07,1.0642155223082512e-07,1.0290937595119423e-07,1.2695403050966056e-07,1.0511996461481105e-07,1.5537791745229843e-07,9.993652159160395e-08,9.725244210305121e-08,8.456201532971087e-08,8.959639579377668e-08,9.625132097445945e-08,1.244365808245285e-07,1.0720589705001074e-07,1.7889388111521e-07,1.7072432387459068e-07,5.765982915104193e-07,1.0221597870777924e-07,0.0,3.09569188097292e-07,1.9397034687461585e-07,1.2031206236900303e-07,1.9133549799056574e-07,1.3600234183691595e-07,1.7645054734756456e-07,1.303994512757892e-07,1.1307686164046432e-07,1.0267308880637802e-07,1.2560033312475655e-07,1.1650298218118769e-07,1.2274335668249552e-07,1.512822395650336e-07,1.3411610370297425e-07,1.5416690288045623e-07,7.803304712796556e-08,1.1018906949322752e-07,9.216780780537504e-08,0.0,3.3831138014216685e-07,3.7832133119322455e-07,1.8583601254891458e-07,2.01279719184551e-07,1.156545076820756e-07,1.4849275108598602e-07,6.247960981872762e-07,7.15256833541759e-08,7.122005122101897e-08,0.0,1.5740909140645508e-07,1.6170180046762163e-07,8.277420119181596e-08,1.5981094321265893e-07,1.4439647087941883e-07,1.624393658037512e-07,7.673399080653439e-08,1.311175731477081e-07,1.0281890917191164e-06,2.0801575082647161e-07,9.207301925988789e-08,6.791569806644431e-08,1.7987754291472859e-07,1.300363980997658e-07,8.55211215433346e-08,1.3579360903814178e-07,1.1032577225998337e-07,9.241945703092355e-08,8.552420386266248e-08,9.310162062779355e-08,1.5964226265452816e-07,8.480946964602084e-08,1.233757852654503e-07,1.0570548230841958e-07,9.241945703092355e-08,2.6373321368188694e-07,1.1514237507456358e-07,1.5155717770806964e-06,1.0032343787092517e-07,1.0843614232692755e-07,0.0,1.5712977019065657e-07,8.84319380534153e-08,1.7735536811494587e-07,1.8009477606452867e-07,1.0871144823608432e-07,2.3443877746369568e-07,1.212020445789036e-07,1.0068272420456029e-07,1.4862606456590096e-07,1.058524876208925e-07,1.6583453397577812e-07,9.628785592887756e-08,1.549901315486017e-07,1.1408997340286636e-07,2.855326925624924e-07,2.8607769044185915e-07,1.7154012979505197e-07,2.851519826269576e-06,1.3243041164097295e-07,1.3242819280140408e-07,1.1491570309390863e-06,1.4644833548482476e-07,9.682884515823524e-08,9.329034445370104e-08,1.559803368039e-07,1.3520880460592688e-07,9.850650087728842e-08,9.724521672962968e-08,7.312046155942163e-08,1.3778295295747333e-07,1.2695403050966053e-07,5.3096097108184666e-06,1.4420637908862346e-07,2.734729958880833e-07,6.619263107674637e-08,1.5270200259447916e-07,1.2686297820680682e-07,8.277420119181596e-08,1.0039926208785568e-07,1.9644360960678692e-07,9.666412542776887e-08,6.710665889377766e-07,1.1739548379130325e-07,9.757318742085151e-08,8.254926320286202e-08,8.768559862322823e-08,1.2325962718794436e-07,4.111266920847764e-06,2.3955625180131986e-07,4.4003434130826136e-07,1.150045494224668e-06
Animal feed ingredients and pet foods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Articles of concrete cement and plaster,3.301662097507898e-09,8.142072934742567e-08,2.9892088803011535e-08,3.3593913566466886e-09,3.263946605153985e-09,1.1988793814877363e-10,1.6484848219026205e-07,6.228182966350673e-09,4.3830081728098087e-10,6.913221925280565e-05,9.578962757656748e-10,2.5556255163691333e-10,1.2818367667355637e-08,1.6296634606103117e-07,6.906785297424207e-11,7.652219897920514e-10,5.1014496350210565e-08,5.813915385537509e-10,4.8201560177192916e-08,6.534855694485709e-10,1.831065770094237e-08,3.0653754494036015e-08,9.260283401471198e-11,5.406892351792626e-07,1.98986995983159e-09,1.755128440859716e-10,3.7467150893043155e-10,6.040565960858476e-09,5.2856925120966146e-09,1.7956717361870195e-09,9.217561020420677e-09,1.3282263487800976e-08,3.2923512462853264e-09,2.2692203863512857e-08,1.4767801928773603e-07,1.6731588882462456e-09,1.3256297399718894e-07,7.570637241520917e-09,9.578962757656748e-10,1.6296634606103117e-07,1.5242781358464834e-09,8.251415414286192e-09,1.6405161662884413e-08,8.805667767196008e-09,1.786003176564313e-08,8.60954590470616e-08,3.221478488925689e-08,0.0007421592636259785,1.571564682425626e-09,4.998185361324474e-08,1.4700370383587708e-09,3.646537158386999e-09,2.4826083644683367e-09,2.0034672761387372e-09,5.335455344628286e-05,3.489127389196719e-09,1.3461019971899493e-09,1.6508478072939665e-10,1.6782473674010526e-10,3.871694290403401e-08,5.0264377282791896e-09,2.5556255163691333e-10,1.6731588882462456e-09,3.577641641042378e-09,7.716867795283079e-10,1.379516732256872e-07,0.0,1.1386066649172454e-10,1.8386738193269997e-10,3.452850891381469e-08,6.288840420196487e-11,0.00031761520839498425,1.5446209983693192e-08,3.863720997265117e-10,3.190921634071476e-07,3.5423681658107694e-10,3.4846667975236774e-08,1.3486393081290393e-08,1.388207160277885e-08,1.5446209983693192e-08,1.1473525565130628e-10,3.910117941077193e-08,2.430031673265265e-09,1.517251750061259e-08,2.5641154632374682e-08,4.799864591887845e-10,1.676988701561626e-08,3.400706917715742e-10,7.234985097062398e-09,2.624904887824532e-10,2.310848851092554e-09,2.5649692595024538e-08,6.8337714781487165e-09,3.349455091388239e-08,0.0,2.572568557637067e-09,1.1147438674020557e-10,6.048653062469567e-09,6.19991791496611e-11,2.094717928528857e-08,1.4768181941231723e-07,0.0,1.2642569113996192e-09,1.929011459907235e-08,2.2147788606296363e-08,1.5538732023584048e-09,9.355226638813463e-09,2.2866979450595883e-09,1.6949466827425487e-06,5.694069031205478e-07,2.9299305914313712e-08,3.3748298754812333e-10,9.033473695547084e-08,3.0851019879545304e-10,7.046301569575466e-08,0.00038197287974614053,2.1330882823285592e-09,2.1608143564525648e-08,2.7432346683688143e-07,1.0820972724116967e-07,4.1926091870088046e-08,4.2942653766286224e-08,2.4963821201552658e-08,3.5554928589790122e-09,0.0,7.033000070971458e-08,1.3812236140880416e-07,3.9969638788643594e-10,1.5185600072796446e-10,4.802130402792611e-10,3.082315621873826e-08,5.526282124425449e-10,2.894623892061409e-10,5.0468208663326416e-08,1.8333755941796602e-05,4.110722349385443e-11,2.6109389819733906e-05,4.6518407334886917e-10,5.040845765591736e-09,5.392261009864596e-10,8.431952066844982e-08,7.451800535575931e-10,1.5666017428823673e-08,2.3815449731280164e-08,4.4281496436049237e-08,9.95055498195003e-09,1.5173129703117294e-09,8.103785680044221e-08,1.2013434218334124e-07,3.188377786872458e-08,1.3321443233271173e-07,4.3169315623893404e-06,1.471983704139374e-08,0.000743514595466307,6.70556500995571e-08,2.631308901321748e-09,0.0007913407558765483,4.331151075579587e-10,2.064361924127096e-10,1.2659175649401472e-07,3.074652553582361e-05,0.0007913407558765483,1.5389484932778375e-07,7.236208062521025e-08,6.083435475980234e-09,0.0007913407558765484,1.566848388063111e-08,7.545012381138211e-08,2.100096002380122e-08,3.3698680555017683e-06,7.162387918383587e-11,1.6375329246233393e-08,8.867502938927937e-11,1.0759831436066169e-08,1.3882071602778852e-08,2.1327878650016427e-05,1.3815673070160055e-09,3.93589226731059e-11,8.30547143351077e-09,4.37233647628673e-08,7.920683287417824e-07,9.350730152934404e-08,1.3514509154099395e-09,3.4948204607636974e-08,0.0,8.532766565203157e-05,4.9894639309331155e-05,5.60394816132576e-08,3.3593498100224358e-09,1.6035822379879737e-10,1.1370267886320097e-07,4.4068792716067193e-10,5.851027342246103e-10,9.670650775900095e-08,3.183921406972854e-09,8.391184501274745e-09,1.003736773429074e-10,3.803023137547812e-10,1.2265586541588708e-10,1.3524852629293483e-07,2.1466082106463903e-09,4.27373739839876e-05,9.763324118287011e-08,1.6686827024581278e-09,1.6252497380456216e-08,4.2812495024263956e-08,1.1826630781745103e-07,3.247242755861298e-09,0.00026586539283370735,1.111898626522223e-09,2.0864550214846698e-08,0.00025983965991924863,8.041341390092044e-09,3.90657568521798e-09,2.861313972694641e-11,0.0003173912446701296,3.364941813758634e-08,5.415151439278672e-09,1.1486303330698848e-07,1.681090451630656e-10,0.0,6.222817122063607e-09,1.6196459740349936e-09,8.176977182769119e-11,0.0,2.5536144140293856e-09,1.0899684074741327e-08,1.8148740311182075e-09,8.923355607514549e-08,9.022709401204137e-05,8.631289331820731e-05,0.00026586539283370735,4.1200013942250264e-07,1.382701369591285e-07,1.0960795866851745e-07,1.2670888708523442e-07
Automobile bodies trailers & semi-trailers,1.818385707450987e-08,3.159537766839817e-08,2.9638268445118474e-08,3.6368303125322985e-09,3.62039343905901e-08,9.262942005049557e-09,4.317928769635829e-08,8.731091186295425e-09,3.055078163960635e-08,7.024030299914055e-09,7.682376639988129e-08,4.164577362347079e-08,3.520870605904674e-09,4.144310729232524e-09,3.6764455584922705e-08,4.561706283875998e-08,3.344383229370209e-08,3.818901237555023e-08,2.899879600366918e-08,3.384589492953578e-08,2.5006037429688516e-08,2.4060770802890264e-08,7.073225368256001e-08,3.7646374826728157e-08,1.9346648225384696e-09,4.60808233822441e-08,1.8560270575529164e-08,1.3112994870990933e-07,5.3800888836612765e-09,6.625218572444755e-09,1.1892267332539685e-08,1.1862896564226264e-09,2.2041657740111022e-08,2.3844084807369745e-08,2.464099950290823e-08,0.0,2.5866842691645996e-08,2.452105922731349e-08,2.41413402559258e-09,4.144310729232525e-09,5.240276560119431e-08,1.531499482154704e-08,2.4561471062340224e-08,5.272845179915888e-08,6.448426967819707e-08,3.1642339625949796e-08,2.6665046696787546e-08,2.4938616346807975e-08,2.9506826394981638e-09,7.883386745277848e-08,2.4046409909996996e-08,1.310273798529636e-08,1.913354680352722e-08,2.378417041633048e-08,4.363065490598736e-09,8.107995465709071e-09,1.2890146674576383e-08,9.932311489117125e-08,2.9903339553259414e-08,2.7018261915843486e-08,1.6132086563441856e-08,6.782106346821891e-08,6.495933850216726e-09,2.5957631218242993e-08,3.0573966372885546e-09,2.73458460270654e-08,2.4561471062340224e-08,8.426829400039556e-09,6.771771945077063e-08,2.548314924046076e-08,2.005965198863447e-08,1.7974129147731216e-08,3.977183591390416e-08,1.922166171782465e-08,7.680944279776643e-09,7.363705219825708e-08,5.783462911224091e-09,2.2822240699561286e-08,2.1054196019751433e-08,3.977183591390416e-08,6.89545941702652e-08,2.588147263540156e-08,2.2798809176494187e-08,2.8350492373299775e-08,1.3655017371980805e-07,1.8846540268717367e-08,9.291654839125655e-09,2.494976275940416e-08,1.7915016213243804e-08,6.20445215346838e-08,8.342055677880561e-09,3.5914334318226024e-08,3.245976436698093e-08,2.565908899587851e-08,0.0,8.484483919784108e-09,6.95168724660281e-08,8.8743390049149e-09,5.397226416170558e-08,2.3861369180040558e-08,2.428934523704215e-08,1.7433547963851749e-09,4.243375822592013e-08,2.0533220661743726e-08,2.1810835115101073e-08,5.025649414360257e-08,3.427957909488163e-08,1.095315947061221e-08,1.0693618192132757e-08,4.2944099763596376e-08,2.788400887062567e-08,5.214251936766315e-08,2.639427480073223e-08,5.296865990101743e-08,2.366222622453577e-08,2.46495807437069e-08,2.463163243928989e-09,2.4773521099722536e-08,2.13246329943929e-08,2.4295893622766264e-08,3.0939814547199316e-08,1.5685207504240395e-08,2.304523946590774e-08,1.2529540953388203e-08,0.0,2.6209879198521897e-08,2.6050604648102716e-08,5.167311007690534e-08,2.1894889958195776e-07,7.00043740858588e-08,5.0975586902339057e-08,3.543363938750092e-08,7.553082272802484e-08,2.8983564019943205e-08,2.5390342830998925e-08,1.022918304953146e-08,1.720992390017783e-08,4.78736357531765e-08,2.4827686207121474e-08,2.5897275089681706e-08,2.4293430016489014e-08,6.248923109894528e-08,2.8629121253188713e-08,2.6802255990827457e-08,2.365074968905324e-08,3.650881713349425e-08,1.7433547963851749e-09,3.0488542412640976e-08,2.463114146454051e-08,3.0500570136045063e-08,2.5795960239338138e-08,2.2376636316132557e-08,2.0422013898982464e-08,4.8869645012887925e-09,2.353282980512736e-08,6.832257121674446e-09,2.4919818810508174e-08,3.458059946555589e-08,5.9041388765182304e-08,2.4181829491916627e-08,2.0451090048580087e-08,2.4938616346807975e-08,3.804044177005217e-08,2.4013768039952752e-08,2.7087016446148613e-08,0.0,1.6487146892041235e-08,2.5735734526827518e-08,2.1407621788283583e-08,1.794993704045797e-08,4.914452417736284e-07,5.011295794930872e-08,9.854839283243648e-09,7.548342663311869e-09,2.1054196019751426e-08,1.8964530909876602e-08,2.8740708476532112e-08,9.24441835716656e-08,5.502351474626672e-08,2.0836748805974387e-08,1.727868692421158e-08,2.1572435543137146e-08,6.641097008687455e-08,1.4697931125184594e-08,0.0,3.345943931567354e-08,2.290881836427552e-08,1.9561330708776946e-08,6.010934974755999e-09,4.9495067474553344e-08,2.075522058304526e-08,9.535836683181821e-09,8.99442489545911e-08,4.0064974997185174e-08,2.6838447134201398e-08,1.5819383351984922e-08,1.0687059101136914e-07,4.463876830107448e-08,9.729613633960383e-08,2.6134724433730368e-08,1.0663963594114953e-08,2.6201922358085346e-08,2.4130313770764012e-08,3.5597710609628037e-09,2.1075864828606552e-08,2.1706955215861565e-08,1.932649033647845e-08,3.255563415635329e-08,1.4099809787410931e-08,8.093620627743255e-08,7.620340043407853e-09,2.2240805434376066e-08,1.3593388618490696e-08,2.1368037861580343e-08,7.985288255191877e-09,9.37277594405682e-09,3.8793894235700367e-08,2.26465758663292e-08,2.4848658568661e-08,1.3101303215782846e-07,0.0,1.4396007731277364e-08,1.7433547963851749e-09,1.243862756292619e-08,0.0,7.952141111309823e-09,9.582858029450938e-09,2.0278578959970114e-08,2.4928504305458936e-08,1.8114811551837988e-08,1.913804805917126e-08,1.4099809787410931e-08,3.025669696769399e-08,2.6047888435470203e-08,2.5972855438482282e-08,2.752743018125925e-08
