,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,0.022263502726508445,0.03218717021705428,0.033132000885040994,0.02169531848490243,0.08806528061364968,0.0399190377556309,0.033565632191447994,0.02602759764581182,0.038120799449696416,0.03136177484847956,0.032949549535611466,0.03553131376641622,0.022219047445910085,0.030397607326936044,0.035000973605082746,0.03395594462428727,0.032550107832722344,0.03638375093314163,0.04822367923767955,0.03386074969638673,0.03248923655375886,0.03211170951137219,0.035545551862855,0.03304425600219141,0.024846197869316734,0.15999451114757948,0.03722810679156356,0.04804694411070482,0.026704521375459755,0.02112557946066757,0.028353911912398732,0.012687013227853525,0.023996742316982542,0.03141764913018448,0.03218583069660592,0.0,0.034277611188503566,0.03360729220215707,0.027930068756997325,0.030397607326936044,0.03462840861872072,0.03319154507041123,0.032083993106314164,0.03352670754945445,0.03229579717990978,0.031148449033669947,0.03305089324441831,0.03397843369451499,0.017688763379441218,0.034226496567056654,0.03912828898662224,0.02740751115555101,0.03599402639678275,0.023896084917649982,0.03040195036993741,0.021346414826000075,0.03239137699791924,0.04011127615284022,0.037220753584098674,0.032050037549494884,0.02788346358061838,0.037973035922737694,0.02321109376549551,0.03579231017559194,0.008616423606606558,0.035642303086525766,0.03313103539953242,0.03722075358409866,0.04160963253732855,0.03352597088499454,0.03231087278812713,0.03691354935759747,0.03142149248816847,0.03293287237629352,0.03716821500010456,0.040183985130388206,0.03715027184262181,0.03163791183133931,0.034157904087631794,0.03503319584227549,0.03293287237629352,0.032192909207258126,0.031200064176341937,0.03672498677186407,0.03298831422603234,0.03195477277637727,0.03299090943931224,0.03243338632873432,0.03369886410026334,0.02382318036475717,0.03768805725856006,0.02782574201097116,0.032098786477728014,0.023187249822747547,0.031966785831552325,0.0,0.027115611916588928,0.07493658818032842,0.024836108752691054,0.033360377051851235,0.03207866994911982,0.032150404049885804,0.03217439899742684,0.03247212264630588,0.03254712710962233,0.03078466614098602,0.047584866715721624,0.046199726807434456,0.04887479324704634,0.026288956017599098,0.040819702084041516,0.030813912676657337,0.03314683378344199,0.030011955848754747,0.03411397628493281,0.0320396296137668,0.031204096947669728,0.021123459479975095,0.03213422168398605,0.03454391973227605,0.032379412386501175,0.033047846788574156,0.03165462754068383,0.03245747519061722,0.02586230164124547,0.0,0.03335561741253425,0.03499555802404599,0.038595593109985914,0.03533904279801282,0.03613739692760063,0.03108393471888012,0.027057588354624313,0.03968874430817234,0.03538188129866558,0.031556455889356655,0.02739194706241958,0.02231335112941449,0.03657395297490519,0.03622897493770504,0.03241813432114946,0.13277627411127912,0.03228422190851522,0.032116873294887424,0.03275927992655317,0.03527397091543609,0.0204756964365818,0.04295423962717774,0.0327743080484409,0.031889666626033576,0.03442011021973296,0.04048502806504627,0.032858608530476896,0.03061753112526492,0.032665393892014595,0.027848707150656165,0.030603877771447182,0.03350425926033938,0.033168568806066764,0.03207825636472912,0.030315232655035225,0.03061753112526492,0.034036875712413046,0.03216155751207738,0.029449562609261442,0.03030291882133588,0.028430312756616647,0.03197064171992868,0.031022515840641706,0.03187462810215895,0.034115986556164,0.033564606604388425,0.03838683185860823,0.022745183806737054,0.035033195842275475,0.04415190729836653,0.03210127075599192,0.059280556498702265,0.04345317026170591,0.0320366803692459,0.04071632717605311,0.030871519038581947,0.03535370691639051,0.03217439899742684,0.0,0.03395930594661557,0.023302982636360665,0.031983243263984655,0.0269926513780817,0.036876432726022056,0.03174688953066305,0.034849246405298226,0.11037643701174374,0.03155160651276068,0.037599394648251044,0.027101832406771532,0.035833255038821295,0.2984741536661581,0.03471066494799929,0.0345524919675762,0.02082279130282719,0.033738549156142196,0.027599454584643794,0.02017398705327948,0.027243744809055264,0.03567027641647204,0.03280560244842104,0.03778641548741103,0.031031642867773462,0.02334608500473628,0.031994902175545424,0.03197357554808231,0.02507998587380067,0.039588453232308744,0.01992270256446283,0.03193026251302753,0.032196319553913416,0.02709656513380328,0.033579594518289416,0.04130936803797609,0.033504259260339384,0.023064338933561947,0.02006652699610451,0.019610695705533036,0.03350425926033937,0.027181021747205682,0.02370493892180563,0.021218286093898458,0.032139173674552504,0.03190609174278917,0.034949277219418574,0.031031642867773462,0.03242840971292336,0.0352142111641253,0.03323154732839753,0.0344559402372356
Agricultural and forestry machinery,1.52616292805881e-05,3.614859912523082e-05,4.0496891348575326e-05,1.4618692754034412e-05,0.0026026889673740603,1.535986604310391e-05,5.584174829469133e-05,1.8492218301326992e-05,4.5671477942235075e-05,1.9364535593604304e-05,1.16785365505775e-05,1.7044299814824942e-05,2.5406790594094538e-05,1.1675056029260739e-05,0.00011672478822831082,7.646819287746426e-05,2.0359752138258304e-05,1.7918172424476132e-05,1.946645146449079e-05,1.7134263908420215e-05,1.840815232300943e-05,2.1025112086994992e-05,0.0007061490679894291,8.396312818877804e-05,1.5876661013805424e-05,0.003666154034890021,1.6974199435575395e-05,2.1925463068256108e-05,1.5779908771436737e-05,1.4641730986624798e-05,1.7056630971551734e-05,1.6783885122152674e-05,1.5183258100173553e-05,1.9540569734952395e-05,2.5007096771378487e-05,0.0,2.585436418218306e-05,1.7622577377945285e-05,1.4428541574717335e-05,1.1675056029260742e-05,3.161147105243479e-05,2.0733996970979235e-05,1.8701151264428632e-05,2.7625373786809017e-05,2.3105163691581252e-05,2.488587475141472e-05,1.789694869540478e-05,2.3351817212613085e-05,1.443994935471701e-05,2.26708335829431e-05,1.591178673925311e-05,1.9082125901495482e-05,1.5331549461276102e-05,1.5953389159707976e-05,1.1675056029260742e-05,1.5915145880723435e-05,0.0002291181868794593,2.2484981808823854e-05,1.4642744560712499e-05,3.4797428673233465e-05,1.8356923610559688e-05,2.0522469220652243e-05,2.0572305774294975e-05,6.615956840816453e-05,2.040529977630881e-05,6.331736258127568e-05,5.475361375879094e-05,0.0,1.3683930349528178e-05,1.7356702888855428e-05,2.6183694978579273e-05,1.228914418684974e-05,2.1883638893306983e-05,2.3443806948819518e-05,1.7044299814824946e-05,3.158372827159146e-05,1.997979370922544e-05,1.8027016787432578e-05,1.9612028520993172e-05,3.182263745491228e-05,2.317404711847365e-05,6.338865182048304e-05,2.04538879064092e-05,1.4482217780227143e-05,2.3339211415771894e-05,3.194717848736814e-05,1.6324873224536145e-05,5.215500281990656e-05,0.0018635585826748912,1.678445907471131e-05,2.7324431506987566e-05,1.9357915075015407e-05,2.0619903241366718e-05,1.764871223642486e-05,1.961709412702373e-05,0.0,1.9281143954855185e-05,0.00021121876391777203,1.6839362565142245e-05,3.650829330019755e-05,2.0920915400708017e-05,2.2425843819957548e-05,1.4618692754034412e-05,2.3600388397471633e-05,3.636224349223481e-05,9.488241019158638e-05,2.2665705500222662e-05,3.255364134754465e-05,1.1026244181016702e-05,1.705025008851896e-05,5.2398575339465565e-05,1.968030038703123e-05,1.9872566198914318e-05,3.4900491849559095e-05,2.9036854289971593e-05,2.073240921642336e-05,2.0531136335547148e-05,1.5125104521567713e-05,2.063428094864655e-05,2.332806228262637e-05,2.0022467836073137e-05,0.00012557468716808585,2.4053012618154685e-05,9.103914395966771e-05,1.469465433635611e-05,0.0,2.377911441497729e-05,2.0802169201937727e-05,2.545757027994049e-05,1.885042390036355e-05,2.0699674105742865e-05,1.651668879367425e-05,3.755526558173304e-05,4.2346077971399395e-05,2.6283024290011638e-05,2.4448556829053143e-05,1.2716462828995386e-05,1.6584026966309654e-05,2.216039216914742e-05,3.087106915787311e-05,2.1640164897154074e-05,0.009596263037762738,1.9620408741524556e-05,1.957448444189096e-05,2.261359817642191e-05,2.4826660775226096e-05,1.4618692754034412e-05,1.963073733746009e-05,2.3806845518322873e-05,1.9913889222485163e-05,2.2580937692765473e-05,2.8300745694106754e-05,2.378629937235535e-05,1.3680046078266837e-05,2.6181823853956984e-05,6.673695263473682e-05,2.85253825941505e-05,1.7154624870238498e-05,1.8186418472921427e-05,2.0836523728548507e-05,1.1954273868733167e-05,2.4030291149078898e-05,3.62426342936767e-05,3.759245844188332e-05,2.1021789083222995e-05,1.701611784315271e-05,1.9873551926600253e-05,2.331303508882645e-05,1.7805710824918115e-05,1.763677468596173e-05,1.326278909211708e-05,1.8701151264428625e-05,1.6199466589878413e-05,1.7082155799924662e-05,3.182263745491229e-05,2.2206139790800477e-05,4.284545963522894e-05,0.0001718772323505153,2.168811175277245e-05,2.0242979353165724e-05,2.809029118299921e-05,5.231623124288033e-05,5.1076287187694216e-05,1.9442773317450553e-05,0.0,2.3104523991781193e-05,1.8590431546807607e-05,2.710135840622311e-05,1.7279127235993356e-05,0.0001683208074146661,3.38114873630665e-05,1.6855106240823353e-05,0.0002465491668673779,1.6751045239375796e-05,2.2197689666545374e-05,1.7976157943855726e-05,2.824234888388917e-05,0.000454269450263512,1.679823474370266e-05,2.174879953363447e-05,1.467653375692196e-05,2.4763394256432656e-05,8.609564439477323e-05,1.4903977150897285e-05,3.70414121468465e-05,2.803362654920423e-05,2.0565266765828605e-05,4.662311036060708e-05,1.791817242447613e-05,2.9756774292879932e-05,1.8598905638728978e-05,2.2411622997059983e-05,1.6006839461035938e-05,3.698319447165672e-05,0.00018683900525582567,2.1638273989151708e-05,1.9542526763586977e-05,2.2657163980971193e-05,2.9209091473212703e-05,1.772651011321407e-05,1.4520374952806559e-05,2.016183108753542e-05,1.4618692754034412e-05,4.038169948979129e-05,0.0,1.5688219262438765e-05,1.7727142767095056e-05,1.539190046579449e-05,2.0698043330738416e-05,1.7060919904030997e-05,1.6487767552987074e-05,2.0453900258102124e-05,4.790744305317632e-05,2.267119067540884e-05,2.3537930915281535e-05,3.013582219994495e-05
Aircraft and spacecraft,1.5955584528649954e-06,2.7241096633872447e-06,1.9608903556724218e-06,1.7197583159322871e-06,0.01570227935196978,3.0821214456983497e-06,2.3757145750370602e-06,1.8217949816663763e-06,1.4568742415075337e-06,3.051391097247625e-06,2.6185567424177844e-06,8.03021111492527e-05,1.5211492075559056e-06,1.2639454550946815e-06,2.2672685625819336e-06,4.484750227325614e-06,0.00030261285684195905,1.987589175454879e-06,0.0001501672876936049,2.9322970571654167e-06,0.0005863374102677357,7.739945408286684e-06,0.012842529200244021,2.48367469656304e-06,1.9127928667702285e-06,2.733191661975309e-05,1.3783018489170577e-06,4.208653630098486e-06,4.203789667508996e-06,1.3880867578555653e-06,2.881472173976377e-06,3.4313374159783645e-06,3.9135514279884106e-06,2.212191745359251e-06,1.4041290496881192e-06,0.0,1.9056782364228645e-06,1.846563859803299e-05,1.647333409357021e-06,1.8719704107720545e-06,4.800795712213441e-06,2.305421014915024e-06,1.9005452245117593e-06,2.6977364206520447e-06,3.600240067505175e-06,8.610851609649392e-06,3.795839720674328e-06,1.649690826272158e-06,1.9841183830504388e-06,3.193769278220981e-06,1.6161805961137362e-06,1.6284088166110328e-06,1.4599309305511984e-06,2.6344126599536854e-06,1.2639454550946815e-06,1.5591670017021654e-06,4.143079351258046e-06,8.34250998861175e-05,3.5368855204786117e-06,1.4834085971514942e-06,3.3249385992275716e-06,2.249121190128127e-06,1.4473017094561533e-06,4.347892976617707e-06,1.9641672731548147e-06,9.467285179645978e-06,4.809701886381559e-06,0.0,1.0111232601145687e-06,7.5516428396509955e-06,2.2928621073815023e-06,1.708258108995851e-06,1.43040721241017e-06,3.2358654288258387e-06,1.3783018489170577e-06,1.5512415687639952e-06,3.519874903224699e-06,1.7740449965365672e-06,1.8495073757667543e-06,2.710182042360371e-06,3.2473754631821926e-06,0.00033269169528392275,4.109560807545064e-06,2.789294426195944e-06,5.773578051617069e-06,3.246865366381804e-06,1.7423914932736463e-06,2.400076088558049e-06,2.3506291710266794e-05,1.6470983875111093e-06,1.815574850588542e-06,3.7618115948753984e-06,2.2434459726299883e-06,1.36015582304142e-06,2.3332837558452434e-06,0.0,3.500678809400526e-06,2.0832108463853843e-06,1.3884315953495094e-06,6.1013437468005526e-05,3.317033171153576e-06,3.5638834296230137e-06,1.7238657247270133e-06,1.7427057689098561e-06,3.7402169107169993e-06,1.968932777333899e-06,2.8774740427721206e-06,5.637976723664857e-06,1.0670346859533627e-06,1.3279262704035015e-06,1.5512415687639952e-06,1.6264978720648723e-06,8.395875593279219e-06,2.5830054752444556e-06,3.3658099704191593e-06,9.39535707384467e-06,1.3567644421048613e-06,1.3785774962211306e-06,1.5277541315589477e-06,6.284522136492235e-06,1.200543120294666e-05,2.105295230297864e-06,2.6696197834746943e-06,2.9005373445913564e-06,1.573388668605645e-06,0.0,5.9210115992782274e-06,2.7146759281998023e-06,6.943567243192953e-06,1.7228131043232089e-06,2.184559252670969e-06,1.882993220873901e-06,1.0048919156623286e-06,4.034384310679953e-06,1.4863406010205897e-06,1.7577452349708074e-06,1.5013074248703244e-06,4.339259896372519e-06,1.988795885523053e-05,1.2750610688582665e-05,2.34385804360139e-06,2.7443647871851205e-06,8.950736438874012e-06,0.0,1.8325782796193462e-06,2.438340316041582e-06,2.983604082673092e-06,2.9245139289583397e-06,1.4790490858899648e-06,6.289880750032308e-06,3.503957401219835e-06,1.4732629920608017e-06,1.3846627464454985e-06,0.0,5.598769184856797e-06,1.7566932470169487e-05,1.2592547460306667e-06,2.7127106981248365e-06,2.733044469176032e-06,4.781130513298796e-06,1.2639454550946806e-06,2.272866003722067e-06,2.4890137904952725e-06,1.9400720815773255e-06,2.067714570229701e-06,1.3783018489170577e-06,7.294621640175713e-05,3.6836471692542006e-06,1.3079489351757097e-06,1.7363592386695604e-06,2.2103064177840066e-06,2.4643114629138644e-05,1.7423914932736463e-06,1.6933898280081105e-06,2.7101820423603716e-06,1.269366183025787e-06,2.128651026448944e-06,3.656898005000221e-06,2.4643114629138644e-05,3.781162867944471e-06,3.388067077740733e-06,4.58562058716762e-05,1.836884098206969e-06,1.7238657247270133e-06,0.0,2.0764156777867256e-06,1.4507606623168362e-06,3.2272535278391565e-06,1.8654717481063007e-06,1.7403319357072306e-06,7.794014198272158e-06,1.6016620079248278e-06,3.124638620232785e-05,1.5007744058537592e-05,1.972042221655479e-06,2.448207026115151e-06,7.736990674103112e-06,4.5738555086104265e-06,2.1049235959337315e-06,1.7557487377897848e-06,1.673121493664742e-06,2.0320548638379386e-06,1.0990520201092934e-05,1.860971473372572e-06,2.8250803603730352e-05,1.926941051568142e-06,2.139278823716711e-06,1.7762626131189153e-05,2.049819696789376e-06,2.0826370978868342e-05,2.076864895093451e-06,1.6556506905657629e-06,1.4452845273950638e-06,1.4524979530891131e-06,1.6844916258995172e-06,1.6264978720648723e-06,1.5652949029305623e-06,2.0155644537143147e-06,7.490431159509724e-06,8.13019105708256e-06,2.4394221429856714e-06,1.8615678980808824e-06,1.2592547460306667e-06,1.8471460434116206e-06,3.247375463182193e-06,1.3940389842296123e-06,2.269114636644415e-06,3.7993911009959133e-06,2.102253085435272e-06,1.358797339711825e-06,1.6523330109910005e-06,4.615640326890177e-06,2.3375196052888915e-06,3.305387763697108e-06,3.5651419503148505e-06,2.837514908517813e-06
Animal feed ingredients and pet foods,0.0,1.0000000000079117,1.000000000007912,0.0,1.000000000007887,0.0,1.0000000000079114,1.0000000000079114,1.0000000000079121,0.0,0.0,0.0,1.000000000007912,1.000000000007912,1.000000000007911,1.0000000000079112,1.0000000000079112,1.0000000000079121,1.0000000000079117,0.0,1.000000000007912,1.000000000007912,1.0000000000079103,1.0000000000079121,1.0000000000079126,1.0000000000079086,0.0,1.000000000007911,1.0000000000079117,0.0,1.0000000000079112,1.000000000007912,1.000000000007912,1.0000000000079117,1.0000000000079114,0.0,1.000000000007911,0.0,1.0000000000079123,0.0,1.000000000007912,1.0000000000079128,1.0000000000079126,1.000000000007912,1.0000000000079117,1.0000000000079117,1.0000000000079126,1.000000000007912,1.0000000000079121,1.0000000000079121,1.0000000000079121,1.000000000007912,1.0000000000079117,0.0,0.0,0.0,1.0000000000079077,1.0000000000079117,1.0000000000079103,1.0000000000079114,1.0000000000079128,1.0000000000079114,1.0000000000079112,1.000000000007911,1.000000000007912,1.000000000007911,1.0000000000079117,0.0,1.0000000000079128,1.0000000000079117,1.0000000000079117,1.0000000000079117,1.000000000007911,0.0,1.0000000000079114,0.0,1.0000000000079112,1.0000000000079128,1.0000000000079112,0.0,1.000000000007911,1.0000000000079114,1.0000000000079114,0.0,1.000000000007912,1.0000000000079117,1.0000000000079121,1.0000000000079121,1.00000000000788,1.0000000000079121,0.0,1.000000000007912,0.0,1.000000000007912,1.0000000000079121,0.0,1.000000000007911,1.0000000000079106,1.0000000000079117,1.000000000007911,1.0000000000079121,1.0000000000079114,0.0,1.000000000007912,1.000000000007911,1.0000000000079117,1.0000000000079123,1.0000000000079117,1.000000000007911,1.000000000007912,1.000000000007911,1.0000000000079123,1.000000000007911,1.0000000000079101,1.0000000000079112,1.0000000000079123,0.0,1.000000000007912,1.0000000000079123,1.0000000000079114,1.0000000000079121,1.0000000000079101,1.000000000007912,1.000000000007912,1.000000000007912,0.0,1.0000000000079121,1.000000000007912,1.0000000000079112,1.0000000000079123,1.0000000000079121,1.0000000000079126,1.0000000000079108,1.000000000007911,1.0000000000079114,1.000000000007912,1.0000000000079128,0.0,1.000000000007912,1.0000000000079117,1.0000000000079114,1.0000000000079083,1.000000000007913,0.0,1.0000000000079114,1.0000000000079123,0.0,1.0000000000079121,1.000000000007912,1.0000000000079121,1.0000000000079114,1.0000000000079121,1.0000000000079112,0.0,1.000000000007911,1.0000000000079114,1.000000000007912,1.0000000000079112,1.0000000000079121,1.0000000000079117,0.0,1.000000000007912,1.0000000000079121,1.0000000000079117,1.0000000000079123,0.0,1.000000000007911,1.0000000000079117,0.0,1.0000000000079117,1.0000000000079114,1.0000000000079123,1.0000000000079126,1.000000000007912,1.0000000000079126,1.0000000000079121,1.0000000000078786,1.0000000000079112,1.000000000007912,1.0000000000079108,1.0000000000079114,1.000000000007911,1.000000000007912,1.000000000007911,0.0,0.0,0.0,1.0000000000079117,1.0000000000079112,0.0,1.0000000000079126,0.0,1.000000000007908,1.0000000000079117,1.0000000000079123,1.0000000000079117,1.0000000000079114,1.0000000000079103,1.000000000007911,1.000000000007912,0.0,1.0000000000079117,1.000000000007912,0.0,1.0000000000079117,1.0000000000079112,1.0000000000079121,1.0000000000079117,0.0,1.0000000000079121,1.0000000000079123,1.0000000000079117,1.000000000007912,1.0000000000079117,1.0000000000079117,0.0,1.0000000000079117,1.000000000007911,1.0000000000079117,1.0000000000079117,0.0,1.0000000000079112,1.0000000000079128,1.0000000000079114,0.0,1.0000000000079117,1.0000000000079123,0.0,1.0000000000079123,1.0000000000079126,0.0,1.000000000007912,1.000000000007912,1.0000000000079121,1.0000000000079117,1.0000000000079117
Articles of concrete cement and plaster,3.382909042547832e-06,0.0005375298148319942,8.719570946995967e-06,8.672846087316087e-07,0.4376580993462993,1.2305419873897513e-06,8.255596440500038e-05,1.5456879550323107e-05,8.930800900420346e-06,1.8630109540149625e-05,6.36945792801549e-07,2.663616065296978e-06,3.7432008057251918e-06,1.1791969381730831e-06,8.53354434508541e-05,2.466782292008232e-05,2.3608828480852503e-05,2.151071832763431e-06,2.9522228393160622e-05,4.079163256948837e-06,2.2363776550007124e-05,2.1260498339319368e-05,0.000799747015398298,0.00024778895493446926,1.7857072506706129e-06,0.0036661259467193554,3.594077757100512e-05,0.0001941813158748303,3.7555968199674235e-06,1.3884296420424546e-06,1.5490290349234614e-05,1.7533315429498544e-05,2.8333338760220602e-06,1.8686627402279246e-05,6.619730464652353e-05,1.9421604763181947e-06,3.012919599066662e-05,3.0197144336530055e-05,6.36945792801549e-07,1.1791969381730833e-06,0.000574329839848108,1.636546661525031e-05,1.863426235317905e-05,2.4742833992846918e-05,2.101053669028805e-05,3.111531160052394e-05,3.210693967779632e-05,2.5028777900869633e-05,8.543353695692994e-07,3.3846019172072425e-05,2.645732245378418e-06,2.8295561526463744e-06,5.7983776601473745e-06,3.158970252689347e-06,8.866809326980985e-06,2.6374296323868898e-06,2.4231070820578333e-05,5.8847670813612954e-06,1.5035956923522366e-05,2.825406917847804e-05,3.647863689749384e-06,2.663616065296978e-06,1.9421604763181947e-06,1.5194426140565266e-05,7.872388372376822e-07,0.0001280206206544934,0.00010988336110535817,0.0,1.0598952393979113e-06,5.1229884203866185e-05,2.2682651480688434e-05,2.618662957119442e-06,1.97597237564743e-05,3.4793332780961096e-05,3.9346746604185206e-05,0.00013254904889672462,3.5773620358414144e-06,1.5735010558749297e-05,2.0925349755243245e-05,1.778563991260643e-05,3.4793332780961096e-05,3.6365652950667373e-06,0.0008056324449763508,6.407193148759361e-06,1.784152557052678e-05,2.8407037460682686e-05,1.5744160594878586e-05,0.005609917664630691,9.942992433709383e-05,5.965412013623413e-06,2.707999073138665e-06,2.573471697881602e-06,1.9854715302819997e-05,8.287883528308875e-06,1.917799826282091e-05,0.0,3.077786258652979e-06,0.0010431604143928699,5.821882069367967e-06,0.0001041653250977964,1.849354477098715e-05,6.620350727905337e-05,0.0,2.6004437833825063e-06,0.0019071263277165391,1.177507219487633e-05,1.0794205660409994e-05,1.8454331727699888e-05,2.1040840785186345e-05,5.237427607091539e-06,0.0002303756741935041,2.3621091656803373e-05,8.407994038147542e-06,4.184623717970606e-05,8.92822773972513e-06,1.8436496633485134e-05,2.0667477939967148e-05,1.4809218875202756e-06,1.9941649518716837e-05,0.0001379436728651872,1.8277708221118562e-05,3.441116428677802e-05,3.307436770377329e-05,3.1526311599868286e-05,3.436060661938189e-06,0.0,3.346539164331727e-05,3.078213058866166e-05,1.089472724229109e-05,6.077015350458005e-06,1.4950530238402933e-05,1.896675713068018e-05,4.0550202890525023e-07,2.4757083049992065e-05,5.6465789464015674e-05,2.3308041268460052e-05,5.32236612992472e-08,1.3205973773328871e-05,0.00019899955027849833,3.830023524282333e-06,1.882930531556915e-05,0.08184588754548944,6.451468862151192e-05,1.9806529475701937e-05,1.2774806914541136e-05,1.7071267548757058e-05,1.2970750130194542e-05,3.836461744095098e-05,3.000886941472348e-05,1.8959427915095826e-05,3.040540529608273e-05,2.7064500092458052e-05,2.2915282964747557e-05,2.4009026385057876e-05,0.0004788625290583983,2.67963910521856e-06,2.5477864338043037e-05,3.90308666114068e-06,4.485475972304228e-06,5.4408569802758435e-05,2.9692571943451304e-06,2.5477864338043037e-05,7.702665030385232e-05,2.8417989027673543e-05,7.114124408547785e-06,2.547786433804303e-05,1.464894764762456e-05,1.895198800428676e-05,2.0038030816620435e-05,1.5580916538775624e-05,8.518066942829197e-06,1.9595082098338996e-05,6.730496660963467e-07,1.6539825043430702e-05,1.778563991260643e-05,2.115018930660228e-05,1.3197115492561804e-06,0.0001878411043272557,0.0002795029138305801,0.00013732467312413968,0.0003124913323772764,6.213627664402547e-05,0.0006378177179984811,6.839885107164275e-06,0.0,3.2954286297365586e-05,1.7730770670292646e-05,6.630048598741464e-05,3.452482455854843e-06,0.0005645064327652257,5.860150014400046e-05,3.390339798648429e-05,0.12969274660275967,7.132398570951647e-05,3.2993874250195226e-06,1.086546687780747e-05,0.0001863095786421037,0.0014007261490216498,4.690432696126103e-06,3.015519761098312e-05,4.078343787665703e-06,4.25932047904911e-05,8.658997992869878e-05,1.5625749031260955e-06,3.746562498329502e-05,3.409478264249637e-05,1.8190973689540556e-05,9.165069572332412e-05,2.015922480178875e-05,3.349402856972283e-05,1.747366076829878e-05,1.9743707202840082e-05,9.625008645781841e-06,1.9323060188494265e-05,5.017961065776856e-07,1.9758930105725325e-05,1.9672873145956244e-05,1.7435434078373534e-06,8.415143232669635e-05,2.4163653943439363e-05,0.0,1.5019495141378107e-05,8.627900513762387e-07,5.545224536581943e-07,0.0,2.9485777940860595e-06,1.2571806195820226e-05,1.3217067348053922e-06,1.88818659173482e-05,1.669499500132681e-05,3.5124779274363454e-05,2.015922480178875e-05,0.0001691889314266697,3.0680269203773346e-05,3.233265030205931e-05,3.300022914106824e-05
