,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,5.63999188651498e-06,8.20391846481102e-06,2.867378034797605e-05,6.1638795249114915e-06,7.638285236053598e-06,8.968250365009624e-06,8.680318993504798e-06,6.59191949278566e-06,7.647046081086605e-06,8.081218497395272e-06,9.073576434116146e-06,1.0364674155872971e-05,5.657767593671986e-06,7.648116026653334e-06,8.499295127009571e-06,7.558704682854783e-06,0.08015232725417053,9.638217386920876e-06,2.319040305722986e-05,8.38945273006033e-06,7.865131820190003e-05,8.304186763358765e-06,6.314866309562534e-06,8.411605318312288e-06,6.3375398539832785e-06,7.89549587254233e-06,1.6546067962689418e-05,8.158807194301238e-06,6.627559717702662e-06,7.215084783572182e-06,6.968996101323274e-06,3.218970180592753e-06,6.05394385667851e-06,8.165371456504603e-06,9.494934872845384e-06,0.0,1.293079009066289e-05,0.0024986579167326933,6.9218202703179275e-06,7.648116026653334e-06,8.400152140202593e-06,1.3869248571629934e-05,8.151486887193764e-06,0.00010771358141551636,4.832805580952339e-05,0.024300967778736603,0.00010854206263068316,8.131570149913891e-06,4.410790451380326e-06,0.00041078432813466384,8.254529447151171e-06,7.042111348928599e-06,7.60700989200633e-06,5.935529552738182e-06,7.653466117363678e-06,5.536661899705588e-06,8.89633007395291e-06,8.447295359818909e-06,8.292528104862463e-06,1.1294664492262493e-05,7.105917101428308e-06,8.52684360034725e-06,5.884770482680301e-06,9.75214138339296e-06,2.0969615096705626e-06,8.118113475607794e-06,8.460518991001337e-06,8.292528104862463e-06,8.3045078513856e-06,8.217963795469937e-06,0.006135614761489934,8.431804251798044e-06,8.909415647177318e-06,9.332725475509461e-06,1.669698527927025e-05,8.186804748647032e-06,8.590750440492256e-06,7.958894654230845e-06,3.6703574561372056e-05,7.718895241897854e-06,9.332725475509461e-06,7.083006436031054e-06,0.0007733652636502895,8.669415752114135e-06,1.8515503594484427e-05,8.316561751167885e-06,9.386594007113038e-06,1.1591007804862465e-05,6.4498770893551364e-06,6.289728673850838e-06,8.50697685245215e-06,7.048357213161563e-06,8.114924652815855e-06,5.792617165440595e-06,8.12779089734814e-06,0.0,6.874783114841638e-06,7.996391273309825e-06,6.278503856779166e-06,8.040997923188585e-06,8.352718862135477e-06,9.704329994627095e-06,8.035660301030021e-06,7.570170253786772e-06,0.00014208296228408103,8.048178528526296e-06,8.18211168023246e-06,8.842577576756973e-06,7.170755179187122e-06,6.640948750504992e-06,8.208125249751761e-06,7.822560676563246e-06,7.477776067294502e-06,7.602112197176672e-06,8.126829386015287e-06,7.935518992620006e-06,5.369635036472413e-06,8.138091657940297e-06,8.717761010258384e-06,8.136584551807717e-06,8.032730512533193e-06,8.296498527064068e-06,7.960079329816843e-06,6.602874292113138e-06,0.0,9.771131928371505e-06,4.3283119321806646e-05,8.425325155131652e-06,9.136240644698477e-06,8.266427953830209e-06,7.84075066146606e-06,5.80181098131351e-06,8.022837067662073e-06,0.0005233276056260253,0.0032982432591358297,6.8701788527985105e-06,5.632677315220327e-06,7.876830034454191e-06,2.1950194787240192e-05,8.45820879194658e-05,8.286255171114993e-06,7.95420772243504e-06,7.982427318070935e-06,8.137024373961581e-06,0.0017950279237907538,9.148105618127977e-06,5.217403177209614e-06,0.004099145451375452,0.06219999776034276,8.04784668790021e-06,5.007955847966622e-05,1.1634204164771126e-05,1.342306372773361e-05,7.95724926326287e-06,0.0002481869438465807,7.06987412366174e-06,7.938057591018532e-06,8.201668975648418e-06,8.01645705080259e-06,9.077577908192375e-06,7.767399910187138e-06,7.95724926326287e-06,2.5766568953542784e-05,8.248112587330787e-06,7.506623273509843e-06,7.874110510250446e-06,7.135201504214124e-06,8.068609789003053e-06,7.798191326289942e-06,8.14521054120353e-06,7.920033227907758e-06,8.636635124743049e-06,8.584151090530322e-06,5.766490888377403e-06,7.718895241897854e-06,9.416655623028799e-06,8.16647666119122e-06,8.24576715517823e-06,8.114941989948511e-06,0.08559931131179235,8.585959959057147e-06,0.004943304239045419,1.3346925275494087e-05,8.035660301030021e-06,0.0,1.1532579950519206e-05,5.935121970391676e-06,8.814826485019014e-06,6.789916786540499e-06,8.370542375149636e-06,0.0021683267509952585,1.3610922114613921e-05,8.061648517927273e-06,0.2727298742336927,1.061801718435844e-05,6.535741218647927e-06,8.244980799026495e-06,7.94775966799138e-06,8.25327193865841e-06,1.287814502804898e-05,5.2948035537131e-06,0.0013145918745317258,6.9658998520433905e-06,5.10792730983034e-06,7.286820413075901e-06,2.014901396502128e-05,8.119898271411118e-06,8.208861382534735e-06,8.135186666778891e-06,5.879502963366536e-06,8.198400727057841e-06,8.189651278577368e-06,6.224108016473897e-06,8.176405029587019e-06,4.935008698265407e-06,8.270669264220114e-06,8.072716732722148e-06,0.11805146301984167,0.1298591653900218,7.80855231530293e-06,8.201668975648421e-06,5.8075435873015434e-06,5.082230957572647e-06,4.63189659998158e-06,8.201668975648421e-06,2.524121565258653e-05,5.902425324188716e-06,5.21555053520492e-06,8.1271799941638e-06,8.830670570715541e-06,1.3736363705126678e-05,8.135186666778891e-06,8.452908121113404e-06,1.4222095315440162e-05,0.022884446798518403,0.005218933291036152
Agricultural and forestry machinery,9.798162253296883e-07,6.167653483037867e-06,0.00019733045977423193,7.870618825255328e-07,3.686093808603743e-06,1.0492098968715947e-06,5.275476788472898e-05,3.2797386739455235e-06,3.6517247643715893e-06,3.862920639053758e-06,1.2156694297311282e-06,1.0493164462951304e-06,1.2944461354214514e-06,1.2115935396512334e-06,1.7835178594848491e-06,6.404889671782314e-06,0.024023649774492197,1.429827207549056e-06,4.447306961491364e-05,1.8289214217287724e-06,5.371215899196574e-06,2.816445552359174e-05,1.8271075757692445e-06,3.3034596750694573e-06,8.790126755644599e-07,4.35777309511503e-06,1.3854960958477938e-06,1.8587197992464208e-06,3.7290300849172233e-06,7.942330872240789e-07,3.0225319538194667e-06,2.267838356165692e-06,1.4137353690430646e-06,4.305300677146304e-06,5.868557139289805e-05,0.0,0.00010598574813488776,2.0916728586760897e-06,1.029759895585869e-06,1.2115935396512334e-06,1.3591056930682681e-06,3.1311025315392855e-06,1.7222665435732714e-06,1.3750023971258823e-05,2.7592041150540992e-05,0.022912854640507872,3.1789419522236327e-06,2.579954344383315e-06,2.8230079053880585e-06,4.875178309737819e-05,2.5121324151226737e-06,2.3658290952608477e-06,1.5785680900773732e-06,1.248921727642113e-06,1.2115935396512334e-06,1.2022020564289127e-06,1.9119737706098866e-06,1.2659768171916752e-06,1.0314889713050057e-06,8.60989591672959e-06,1.3426365070094421e-06,1.8116703338294858e-06,3.6176736786783037e-06,1.1472036695714785e-05,4.195481181243349e-06,0.00018035372070725753,2.9983765982274974e-06,0.0,1.034828412064057e-06,1.3358582306097255e-06,0.0012780037467948352,1.2064646895608145e-06,3.357076452066306e-05,1.9468044699570127e-06,1.0493164462951304e-06,4.787611686627102e-06,1.6638657723911427e-06,2.2941756900222877e-06,4.027943139050558e-06,0.0014642230334881519,1.5980272182787923e-06,6.0818585429324316e-06,1.2710561906429964e-05,1.0822405300337446e-06,7.1927276921720636e-06,4.539628654309947e-06,2.8414263306244886e-06,2.125420246788049e-06,2.5859463876612946e-06,3.011334180755177e-06,1.7717829940681898e-06,5.3391789054603544e-06,3.93498707170449e-06,5.0376204033266585e-06,3.0219119493751867e-06,0.0,4.907929415556706e-06,2.041209697593071e-06,8.550590894454307e-06,1.974916148990836e-06,5.445359974071499e-06,7.208226519057751e-05,7.870618825255328e-07,1.7087265141142498e-06,3.0654664182242508e-06,8.030212773592329e-06,2.0899651608793012e-06,3.850894034084557e-06,7.879005822216543e-07,2.7363346103132086e-06,6.35546068307913e-06,1.5363293527397498e-06,1.4757113197657616e-06,2.1890280707336255e-06,1.1351893125912313e-05,1.7174525633229394e-06,8.940735917626703e-07,1.7171812298906448e-06,3.085316623001615e-06,6.296730306639168e-06,2.9990620021112745e-06,8.687026974880871e-06,8.77998726337633e-06,8.753540774654772e-07,0.0,3.125554329480853e-05,1.0657943098087661e-05,1.7020796266375346e-06,1.2871037310420605e-06,1.6194700620797303e-06,1.2845561253145566e-06,4.40647768165904e-06,2.6821871923647833e-06,5.4634010712476956e-06,2.043946042400884e-05,3.860848535597747e-06,1.2414660386537643e-06,1.811135107031474e-05,3.1782827845559676e-05,1.6345893818172831e-06,1.192728297983463e-05,1.315560966951835e-05,1.8874567574234407e-06,2.139093082934133e-06,0.0005066758667371093,1.379510106795521e-05,7.870618825255328e-07,3.774283452974412e-06,0.00016444737661166838,4.348693454215077e-06,7.18093515319495e-05,3.086425061311657e-06,6.554585532057208e-06,1.4539544479189336e-06,1.4153732416954208e-05,2.32752926496612e-06,2.0630130849087266e-06,1.83496189179871e-06,1.708414408536557e-06,4.2256538390657716e-05,1.5883463900571504e-06,2.705080256447906e-06,4.4429829211894786e-06,6.328556630641072e-06,2.8054380005825592e-06,2.28185107859119e-06,3.2077632562590516e-06,6.827287987339664e-06,1.6224915332499522e-06,3.5629705888443636e-06,5.866355105732917e-06,1.722266543573271e-06,3.103797317145118e-06,3.744360586077615e-06,0.0014642230334881512,2.799792661952701e-06,2.5950583347659856e-06,2.0553655412759757e-06,1.9119257015709724e-06,0.017857799106078216,2.595649769094969e-06,4.6573470397081234e-05,1.223751057025766e-05,2.0978973679344143e-06,0.0,3.3249425043389285e-06,5.426580505597476e-06,1.759593325582422e-05,4.358026750206505e-06,1.1957762893982284e-06,0.002310317912737117,1.0479019525291945e-06,4.571200481852035e-06,0.019265587318241142,1.3621450576747589e-06,2.702818866244732e-06,1.7176520847551493e-06,1.7481319062174833e-06,1.3955670661442982e-06,1.661942893038448e-05,8.072543089760185e-07,2.001318479288043e-05,6.544596285581244e-06,8.880509294745994e-07,0.014161399550288506,0.0008396465023313774,9.627870727850166e-06,2.9715586961486362e-06,1.4298272075490556e-06,1.7935366781075894e-06,3.114459400343545e-06,2.645154767307942e-06,4.136238213581058e-06,1.3737347424338787e-05,7.48473808609099e-06,3.030436306108168e-05,2.1518156416387977e-06,0.0009790561872681223,0.01259863619222104,1.4059400241669126e-06,1.3266118470505867e-06,4.182602986622559e-06,7.870618825255328e-07,2.086035209353865e-06,0.0,9.171062691751881e-07,2.4235743805149704e-06,1.1103624829157342e-06,3.922918265267362e-06,1.7177815010925869e-06,2.1540881522161434e-06,5.062335900593449e-06,1.403592483746698e-05,1.408869787041999e-05,0.0022889792188737867,0.011488660391784651
Aircraft and spacecraft,0.00012663577236033874,7.898846160218154e-05,6.421355481250563e-05,5.7136328475149915e-05,7.860030437304618e-05,9.496097680469735e-05,4.986152194490144e-05,8.97731036895181e-05,3.280359263437193e-05,8.877386253210555e-05,6.435250454833941e-05,5.900761193433224e-05,5.408386958418977e-05,0.00013509865347748886,5.385745246792574e-05,0.0002139615363425351,0.0005447658378200562,0.00015124285529341568,8.837951228097838e-05,0.00045302187014895984,4.8439022442473364e-05,6.343015734299666e-05,9.645394156118611e-05,6.023121402238649e-05,6.747974021393777e-05,3.59699517923371e-05,2.7792445450571592e-05,5.261739213493982e-05,3.5566669319229575e-05,3.648873668129071e-05,5.3853861044701e-05,3.945092398892203e-05,0.000360602720119541,5.887159872877035e-05,3.269739174421737e-05,0.0,0.002828545878657473,0.00010385142452001519,5.838130081485408e-05,0.00011964341749244627,0.0001549349928239695,4.201879711012329e-05,3.9072512377986415e-05,0.0010691302945992373,0.00015821207014222308,0.00042902675499914257,0.00010605656600014366,9.342827232013377e-05,3.964276574177116e-05,0.000388820871745463,4.204775876624016e-05,5.1191166732005174e-05,3.7562137757957565e-05,0.00033781226518407603,0.00013509865347748884,5.1933399675347064e-05,6.017096813066211e-05,6.024278563175452e-05,5.532259981246738e-05,4.5983589194545444e-05,8.819009075458518e-05,0.00026690165950245276,4.399585626032153e-05,7.867035020641269e-05,5.049028484335039e-05,7.705267707636986e-05,9.957686749633217e-05,0.0,2.4532173778677824e-05,4.671071956321054e-05,7.994551781382281e-05,3.9142936058234456e-05,3.539452587779848e-05,8.433441690192478e-05,2.7792445450571592e-05,4.481971615331351e-05,5.785016554204754e-05,9.213152790959267e-05,0.0002615567592571196,0.0007084459268121019,8.468233660007259e-05,6.067596211496402e-05,5.995962085276781e-05,6.13076706888154e-05,0.0003276259688914741,8.467260403949676e-05,3.752177323800326e-05,0.00016749458611964944,4.550003659150948e-05,5.836472168738801e-05,0.00012004209453159395,4.217630403899429e-05,5.4464249881742724e-05,4.844436364010816e-05,5.879134126566307e-05,0.0,0.0002494176239948049,3.992386407175996e-05,3.890027041384403e-05,8.191908220096842e-05,5.4953508832841246e-05,0.0006623252180412344,0.00011648834098654121,3.3317472051943575e-05,5.091253367692923e-05,5.705570812611579e-05,4.973584458483387e-05,0.0006350250434249386,1.86363955394297e-05,3.680100923630862e-05,4.481971615331351e-05,4.31790263124799e-05,5.489039717195906e-05,3.838094235970604e-05,3.99069714760556e-05,0.0001228981681192755,3.668475069527504e-05,4.24838829598783e-05,4.5447923463902556e-05,6.320588271517034e-05,5.367287926840693e-05,6.501359540274993e-05,0.00016610687409009578,4.269829822516559e-05,0.0,5.4866892200314245e-05,0.02869202752250116,5.9684986906952834e-05,0.00011183563657322941,5.791749880398204e-05,4.261405528474586e-05,2.6981220923639264e-05,5.2067405816393024e-05,4.9819369775728726e-05,5.7515596582125444e-05,6.255854638301706e-05,0.00013898155308265567,9.177319158681764e-05,0.001192591696200208,8.264923074750663e-05,3.054255498798204e-05,5.276507861876302e-05,3.6264934811366835e-05,0.0,0.0073813366543442486,3.8825454632000295e-05,8.034653773697321e-05,0.0001092457753436007,0.0003325235157253486,5.9531511942187274e-05,0.0007341545587099329,3.297407748969893e-05,3.675212608872315e-05,0.0,0.0013913699301326499,3.695786185757175e-05,3.3620104835253725e-05,0.0007097272981255101,5.9111772183803116e-05,4.293941229400009e-05,0.00013509865347748884,5.9570437298811915e-05,0.00010973255997498575,5.1064349592954484e-05,4.015564051675415e-05,2.7792445450571592e-05,5.1939760077987697e-05,6.608800091087108e-05,3.738661060939226e-05,0.00013329312025736167,5.2740919652044994e-05,3.636844777140246e-05,3.752177323800326e-05,5.233948824628059e-05,0.0007084459268121023,3.402850796280473e-05,5.167804755265004e-05,5.1210179929037055e-05,3.636844777140246e-05,0.003508397009209101,4.78055637717857e-05,0.0003203807942889468,4.2087243880857626e-05,0.00011648834098654121,0.0,0.0001648633922484035,0.00020086078020918613,9.411226790538032e-05,0.00022134313349370652,0.0001159178461882549,0.016272125638027653,5.318846808397013e-05,4.016169390019393e-05,0.00390282307263895,0.00014416969984461627,0.000495985505802233,6.488515479072475e-05,0.00010760321381762506,5.514415524664368e-05,0.00010572544841807113,0.0002158291609665755,0.00015786976073417253,4.486003233460832e-05,7.352380526684932e-05,7.86154745366387e-05,6.786308345831055e-05,4.857970114467568e-05,4.301139589159523e-05,8.00729090560344e-05,4.334176236366259e-05,0.00022326424684870148,0.00010020468655506347,4.0783586836415574e-05,3.1581652345569654e-05,3.6916057337462764e-05,4.31790263124799e-05,3.7821695371785946e-05,0.27721333941814147,0.0006279239957860336,2.1532482789646535e-05,0.0005426452621393825,4.178245581005855e-05,3.3620104835253725e-05,5.1456842589811525e-05,8.468233660007259e-05,3.791379240451541e-05,3.786374983878739e-05,6.249975438358738e-05,3.8630075900811794e-05,0.00013034209218135885,0.00012834231839042653,0.00014989620735149112,5.026911583583605e-05,0.0004972500796057074,0.03061085512620372,0.0098527380681981
Animal feed ingredients and pet foods,0.0,1.0000000000186715,1.000000000018691,0.0,1.0000000000186913,0.0,1.0000000000186222,1.0000000000186908,1.000000000018692,0.0,0.0,0.0,1.000000000018691,1.0000000000186913,1.0000000000186908,1.0000000000186913,1.00000000001596,1.000000000018691,1.0000000000186917,0.0,1.0000000000186913,1.000000000018691,1.0000000000186908,1.0000000000186682,1.0000000000186913,1.0000000000186904,0.0,1.0000000000186908,1.0000000000186908,0.0,1.000000000018691,1.000000000018691,1.0000000000186908,1.0000000000186906,1.0000000000186906,0.0,1.0000000000186915,0.0,1.000000000018691,0.0,1.0000000000186906,1.0000000000186915,1.0000000000186913,1.000000000018691,1.0000000000186908,1.0000000000185496,1.000000000018692,1.0000000000186908,1.0000000000186917,1.0000000000186766,1.000000000018692,1.0000000000186913,1.0000000000186913,0.0,0.0,0.0,1.0000000000186908,1.000000000018691,1.00000000001869,1.0000000000186797,1.000000000018691,1.00000000001869,1.0000000000186906,1.0000000000186917,1.0000000000186897,1.0000000000186904,1.0000000000186362,0.0,1.000000000018692,1.0000000000186913,1.000000000018691,1.0000000000186908,1.0000000000186915,0.0,1.000000000018691,0.0,1.0000000000186908,1.000000000018691,1.0000000000186915,0.0,1.000000000018691,1.0000000000186913,1.000000000018691,0.0,1.0000000000186913,1.0000000000186904,1.0000000000186913,1.0000000000186366,1.0000000000186906,1.000000000018691,0.0,1.0000000000186908,0.0,1.0000000000186913,1.0000000000186913,0.0,1.0000000000186904,1.000000000018691,1.000000000018691,1.0000000000186906,1.0000000000186913,1.0000000000186906,0.0,1.000000000018691,1.0000000000186886,1.0000000000186888,1.0000000000186906,1.0000000000186913,1.0000000000186904,1.0000000000186913,1.0000000000186904,1.0000000000186913,1.0000000000186906,1.0000000000186897,1.0000000000186888,0.0,1.0000000000186908,1.0000000000186904,1.0000000000186842,1.0000000000186908,1.0000000000186904,1.000000000018691,1.0000000000186913,1.0000000000186908,0.0,1.000000000018691,1.000000000018692,1.0000000000186904,1.0000000000186915,1.0000000000186902,1.0000000000186913,1.0000000000186904,1.000000000018691,1.0000000000186897,1.0000000000186862,1.000000000018691,0.0,1.000000000018691,1.0000000000186908,1.0000000000186908,1.0000000000186904,1.0000000000186913,1.0000000000186913,0.0,1.0000000000186917,1.000000000018692,0.0,1.0000000000186775,1.0000000000186307,1.0000000000186904,1.0000000000186917,1.0000000000186913,1.0000000000186906,0.0,1.000000000018691,1.0000000000186913,1.0000000000186908,1.0000000000186908,1.0000000000186906,1.0000000000186906,0.0,1.0000000000186908,1.000000000018646,1.0000000000186706,1.0000000000186904,0.0,1.0000000000186902,1.0000000000186906,0.0,1.0000000000186915,1.0000000000186913,1.000000000018691,1.0000000000186915,1.0000000000186908,1.000000000018691,1.0000000000186915,1.0000000000186877,1.0000000000186908,1.000000000018691,1.0000000000161526,1.0000000000186906,1.0000000000186913,1.0000000000186913,1.0000000000186906,0.0,0.0,0.0,1.0000000000186915,1.000000000018691,0.0,1.0000000000181406,0.0,1.000000000018691,1.0000000000172578,1.000000000018692,1.0000000000186913,1.0000000000186913,1.000000000018691,1.0000000000186906,1.0000000000186917,0.0,1.0000000000186793,1.000000000018691,0.0,1.0000000000186755,1.0000000000186913,1.0000000000186908,1.0000000000186904,0.0,1.0000000000186913,1.0000000000186908,1.0000000000186908,1.0000000000186917,1.000000000018691,1.0000000000186906,0.0,1.0000000000186913,1.0000000000156735,1.0000000000172578,1.0000000000186902,0.0,1.0000000000186908,1.000000000018691,1.0000000000186902,0.0,1.0000000000186908,1.0000000000186906,0.0,1.0000000000186908,1.0000000000186913,0.0,1.0000000000186908,1.0000000000186908,1.0000000000186915,1.0000000000186644,1.0000000000186868
Articles of concrete cement and plaster,1.6987122502186748e-06,6.259306920372049e-06,3.6925432306489832e-06,2.1605442855808735e-07,1.3177780926644953e-06,5.140964852068152e-08,7.258551779616541e-06,3.6538591119975053e-06,1.6878142527494723e-07,7.371464855992378e-06,2.3476082734476173e-07,7.169758727787977e-08,1.08818672173778e-06,3.5856875904725323e-07,2.0155942011575033e-08,2.918746279810147e-07,0.0005757112902740832,8.217149617471323e-08,2.5584312422321196e-05,2.934810247499382e-07,5.364605160606484e-06,0.000139218125283724,3.155876234352356e-08,5.584206989500384e-06,4.937335603798379e-07,4.809923177030912e-08,2.7585330964117512e-08,2.606115672353611e-06,1.4825902892502142e-06,3.256011998801501e-07,5.603086199084099e-06,8.748784093327453e-06,1.3550507006289265e-06,1.195022403484009e-05,9.102378949663262e-06,5.408972252022036e-07,1.941819762848139e-05,5.469495180330475e-06,2.3476082734476173e-07,3.5856875904725323e-07,1.8464610477300767e-07,4.835641170628803e-06,1.2354190458797865e-05,1.9626178007954464e-06,3.892953086058877e-06,0.0008604675574755197,6.099227634321527e-06,5.253956311255213e-06,1.3951810060647068e-07,9.247995177710187e-06,7.7247405296031e-07,1.0357105908901653e-06,1.4099578309058998e-06,7.314008442964145e-07,4.447890439706106e-06,6.388209242324568e-07,9.638849803671361e-08,3.695411109478749e-08,4.236553099196057e-08,1.062297574503687e-05,1.35633251504811e-06,7.169758727787977e-08,5.408972252022036e-07,1.1139192187806216e-06,3.511008699724618e-07,3.1222799553151585e-06,2.6436266904040474e-06,0.0,5.0443569984625214e-08,6.32167594763809e-08,7.144660417866363e-06,2.225346888266541e-08,6.907125086289632e-06,2.854181928832728e-06,2.65994607872142e-08,4.4924559475493705e-06,9.151097683405411e-08,9.008983030527664e-06,2.6130016396353483e-06,2.2426898809112565e-06,2.854181928832728e-06,5.142233034154493e-08,5.78972422660767e-05,4.732313550292007e-07,1.0188179397953529e-05,5.78861088610231e-06,3.111546996394212e-07,5.5534124806727115e-06,8.232283891159104e-08,2.288436003457176e-06,7.395250236586972e-08,1.223623474227833e-06,9.952909093450137e-06,4.208997657013757e-06,1.1456765505538776e-05,0.0,1.4790770792374927e-06,2.6785890771800186e-08,2.584342371360571e-06,1.8980809304228647e-08,1.1652757903742944e-05,9.102635204013229e-06,0.0,2.748062618151533e-07,9.150069205546335e-06,2.3362785562876174e-06,4.936154132140382e-07,2.4799653743848083e-06,3.9965906027658946e-08,1.8025993286264097e-06,5.258364019652963e-06,8.866978990170995e-06,1.5614315468673588e-07,1.4488040711755415e-07,9.579814687951682e-06,6.833176429321554e-06,6.322628303222158e-07,9.839166172663945e-06,4.736069050941424e-06,7.717811856467938e-06,2.009247691011392e-06,2.9082783045031416e-06,2.0837905008402475e-06,1.3565039578979198e-06,0.0,8.537340525533986e-06,1.972728662991057e-05,1.394808699291139e-07,2.9627888393571132e-08,1.5647347243188587e-07,1.1323431772435403e-05,3.259103519155516e-08,1.0191946801173558e-07,4.2377404349438455e-06,1.2897821786068448e-05,1.7999016729411487e-08,6.173601246131073e-06,1.673038913067988e-07,1.2167298074631108e-06,4.115272393178343e-08,0.002708467069848674,2.561142947285371e-07,1.057695200078041e-05,9.985186946669598e-06,9.889572630329802e-05,5.5768400414430215e-06,2.013495946151061e-07,8.516739088474727e-06,2.348082304334423e-05,1.191264086106911e-05,1.928675792514668e-05,2.5058519968857232e-06,1.475790850321762e-05,4.627996506539895e-06,0.001409906122754558,1.2204610980275696e-06,4.902685265281403e-06,1.486535391048498e-07,5.167637235801417e-08,9.222337876034804e-06,9.894610115292702e-07,4.902685265281403e-06,7.228403616692195e-06,8.865057205567187e-06,3.2025217336304274e-06,4.902685265281401e-06,4.202312347475648e-06,8.903678814592323e-06,1.0944367124476463e-05,9.151970510682113e-06,2.6458064554051234e-08,1.2321788070438589e-05,3.690931596980372e-08,6.312590397564192e-06,2.242689880911257e-06,3.4115955909807964e-06,8.338948840520266e-08,1.2539806790266263e-08,3.5567366194983143e-06,0.038435025558278026,5.784319208754092e-06,7.6160307078299704e-06,7.242515827274254e-08,4.116896986174185e-06,0.0,6.510441079204555e-06,1.0451757970710362e-05,8.64717167792611e-06,1.9841087318004366e-06,4.30209329197633e-08,0.01729217398685015,4.52453299349544e-08,2.0683781315492566e-07,0.19514913897266803,1.4360649724047897e-06,5.642039819829005e-06,8.501565768923705e-08,8.741705515518052e-08,3.249705370120181e-08,1.926991375435155e-05,3.995342920474001e-07,0.005088716455455422,3.7177562731751197e-06,4.213382480969242e-07,3.1401306133710345e-06,7.27245596076854e-06,7.119054760347017e-06,1.513583642706302e-06,8.447551407451202e-06,3.972598934351045e-07,1.1376071295727222e-05,8.524535545958081e-06,3.7770613376665358e-06,6.107209298947092e-07,1.4900722022018707e-08,6.910966237572113e-06,9.891043603096622e-06,7.178010280546487e-05,0.20093954321496857,5.962155111895649e-08,0.0,3.7555771328557834e-06,2.1442271603680288e-07,3.162910580702261e-08,0.0,7.811148051651118e-07,7.957555897316328e-06,3.5246746571618843e-07,9.688458273337689e-06,9.047864588869528e-06,2.006984443451792e-06,8.447551407451202e-06,7.99021797453027e-06,1.9775802210163948e-05,0.0005994583894581149,1.9168704459062593e-05
