,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,1.794728711184048e-06,2.7409682274854157e-06,2.541519195328198e-06,1.7202976370407735e-06,2.3034230224502252e-06,2.3564883670744056e-06,2.5817899360769715e-06,2.126470227707148e-06,2.7020179348407003e-06,3.8489412167190794e-06,2.8864275800759074e-06,2.474450505751787e-06,1.7884044198696173e-06,2.453709958840151e-06,2.4979069854282362e-06,2.5404330638962515e-06,2.814676952856521e-06,2.453637174603042e-06,2.992235048321747e-06,2.436782011284016e-06,2.5173362641107426e-06,2.6669939264871585e-06,1.9065885643877127e-06,6.62981892098694e-05,1.932637027760915e-06,2.3826849933883055e-06,2.4776142782494378e-06,3.395333639630865e-05,2.1228056237833767e-06,1.6883328753245857e-06,2.362949792321183e-06,1.0409359590684118e-06,1.9259913760225657e-06,2.7001657334409002e-06,2.6715351031184873e-06,0.0,2.473734868772962e-06,2.496956593722263e-06,2.7529662398607674e-06,2.453709958840151e-06,2.4325529788118787e-06,2.400422449845336e-06,2.659067155796883e-06,2.710240841007808e-06,2.6269695793296333e-06,2.523727476859519e-06,2.4118074336434284e-06,3.7053139951828536e-06,1.4180420081971183e-06,3.864434374255489e-06,2.4177481178900844e-06,2.271031956074106e-06,2.4201578630104484e-06,1.9249150740176156e-06,2.4566328746681895e-06,1.7084261698888658e-06,2.2762111349681107e-06,2.497141635287904e-06,2.494809136680673e-06,2.7013783427063248e-06,2.259912559609107e-06,2.5075488896402205e-06,1.8743013427306834e-06,2.410338856185525e-06,6.857560814181863e-07,2.3620499116210262e-06,2.593557780976902e-06,2.494809136680673e-06,2.3191718697508508e-06,2.6020792009443972e-06,2.84497328724625e-06,2.500677168772956e-06,3.1427959621118005e-06,2.423037547718868e-06,2.480178327387984e-06,4.032130574907228e-06,2.4894040138217785e-06,2.641215266549683e-06,2.4423085926437926e-06,2.1355693537821706e-06,2.423037547718868e-06,2.7007104151910208e-06,2.487948763271387e-06,2.3886070563968037e-06,2.6035169934360435e-06,2.7013221778135838e-06,1.5984324388588404e-05,2.4461225655448753e-06,2.0162832821021282e-06,1.9312732757316905e-06,2.504124655858439e-06,2.28672196775835e-06,2.655278780297116e-06,1.879562839333377e-06,2.6833074967068328e-06,0.0,2.198615853370757e-06,2.380438880248031e-06,2.0273577075638964e-06,2.4320052157575805e-06,5.147952171255034e-06,2.6745695040916177e-06,2.8414750244410897e-06,2.286824721007153e-06,2.5894449260043367e-06,2.3803953928350054e-06,2.4521490937933254e-06,2.2346865801319597e-06,2.0410802794963287e-06,2.144226872587243e-06,2.373025981291381e-06,2.5933935749083986e-06,3.7392862573189087e-06,2.3095917311513657e-06,3.53642338820505e-06,2.6520107838274864e-06,2.5947627274450685e-06,1.7114657031322242e-06,2.6220703154673676e-06,2.5118882773850995e-06,2.6594876135131524e-06,2.526214869731764e-06,2.559828729245054e-06,2.5014295864444164e-06,2.167221862008197e-06,0.0,2.7181138996915757e-06,2.4963781349514497e-06,3.096149893764943e-06,2.5006597273772127e-06,2.5843165488519837e-06,2.5483400800849438e-06,1.6528438039762904e-06,2.470519963018513e-06,3.918779221259807e-06,2.6548021693209748e-06,2.2265232792216046e-06,1.8297594115678188e-06,2.3788101828216286e-06,2.508771929189412e-06,2.395756858904341e-06,2.733706123651353e-06,2.400901657931744e-06,2.6305946932058205e-06,2.6284152316367735e-06,2.560334937618384e-06,2.428137020163515e-06,1.6489259128738815e-06,0.0001503198435854084,2.8977741302842808e-06,2.74931715656658e-06,2.4954341207878863e-06,2.3952874931857785e-06,2.547859903850518e-06,5.093097071066471e-06,2.49368308786285e-06,2.2847472287409655e-06,4.929238105465289e-06,2.43446187175085e-06,2.4583519607324652e-06,2.665821548944799e-06,2.5005717738169195e-06,5.093097071066471e-06,2.61392104411472e-06,2.6531866000603417e-06,2.4103790353563257e-06,5.021997075481769e-06,2.3444907535867016e-06,2.809601286240165e-06,2.557692874052195e-06,3.48187051267527e-06,2.4671584651528313e-06,2.596548734072567e-06,2.375523703476132e-06,1.916978060012723e-06,2.1355693537821706e-06,2.4978671035924424e-06,2.4465223675803515e-06,2.468935540521789e-06,3.4560605651532653e-06,2.6876742950244595e-06,2.43508696756224e-06,3.111380610931446e-06,5.9024400347961796e-05,2.8414750244410897e-06,0.0,2.456767302604562e-06,2.1767370560526342e-06,2.2027713826262204e-06,2.5157223517278073e-06,2.6112623210743164e-06,2.527582697438858e-06,2.398740454681961e-06,2.5246518568669793e-06,3.301801160276297e-06,2.228744882404974e-06,2.5333418201328533e-06,2.352620345762146e-06,2.47556612415587e-06,2.5285868514473923e-06,1.6701568492621114e-06,3.3960543270096426e-06,2.2525723784423128e-06,1.6372233433102172e-06,2.0920002271599526e-06,2.6085798722506283e-06,2.7186748760954405e-06,3.0580741155328335e-06,3.4933065699028703e-06,1.8429824016676496e-06,3.5979532245539585e-06,2.8962267999833276e-06,1.972797918235792e-06,2.3873926360709112e-06,1.5322171220884361e-06,2.8732881281684734e-06,2.6536181985053556e-06,2.206447010740027e-06,2.618365610508922e-06,2.0801138312665097e-06,2.4344618717508503e-06,1.897489150758415e-06,1.6234993775155142e-06,1.5012805180835382e-06,2.434461871750851e-06,2.1299189302726506e-06,1.9152657586781657e-06,1.6584881847230061e-06,2.6769943533833477e-06,2.932450314306564e-06,3.3048829830248906e-06,3.4933065699028703e-06,2.747427430935146e-06,2.498004891295378e-06,4.601787834669851e-06,8.091048797583844e-06
Agricultural and forestry machinery,9.853065743772528e-06,1.5624503661750827e-05,1.8154786080574554e-05,8.939370915073753e-06,1.1077993622658062e-05,2.2698352134418333e-05,1.539443778309676e-05,1.2495252586163531e-05,1.3639376623504579e-05,2.065007115446712e-05,9.719632589020635e-06,7.063154791355083e-05,9.967255567871051e-06,9.706240128133415e-06,2.4479318804078935e-05,1.5884607989067446e-05,2.5755288463518944e-05,1.6878286525715836e-05,1.7321924876052374e-05,1.1289895188712356e-05,1.5201467895082782e-05,1.5111934210048014e-05,1.54554340324829e-05,1.2130763109915796e-05,1.0364105071683634e-05,1.4277247050246714e-05,5.408098066771326e-05,1.5081686538736661e-05,9.746615868127017e-06,8.968674048163682e-06,1.195851423233107e-05,1.1436661219871515e-05,9.88747200530633e-06,1.6829527379848638e-05,1.5788019864307816e-05,0.0,4.236351452726773e-05,5.100616443429913e-05,1.0208979312247904e-05,9.706240128133416e-06,1.7190698373437615e-05,1.5848342873285846e-05,1.547480675387182e-05,1.8628362935111098e-05,2.2378347923778595e-05,1.601624664290441e-05,2.2879049725532898e-05,6.238241009979288e-05,9.350824556130975e-06,1.7959447143420267e-05,1.153801423430877e-05,1.0667095307684863e-05,1.014810218635579e-05,1.0795791934521716e-05,9.706240128133415e-06,1.0465609768384625e-05,1.0235493233176539e-05,1.1848944764195349e-05,9.490615178617046e-06,1.7536792460973175e-05,1.1291356313866845e-05,1.4358233413257491e-05,1.1194680184764025e-05,1.797629253716356e-05,1.2973914494632379e-05,1.4998874435808575e-05,1.006966108162403e-05,0.0,1.0870627882973061e-05,1.4391375196113529e-05,1.5071001952764995e-05,8.925825257046344e-06,2.068644876476362e-05,3.4929428001494405e-05,7.063154791355083e-05,1.4072974859427131e-05,1.3659092326519698e-05,1.3082507952779484e-05,1.9523775724732248e-05,1.0952294346055204e-05,1.9154508732867966e-05,1.5550516894162443e-05,8.350045846227953e-05,1.1568046058074326e-05,1.9687205401296618e-05,1.6789611928264396e-05,1.193671791056409e-05,1.289458351502463e-05,1.0285233302738842e-05,1.1115213418179565e-05,1.4757222499001907e-05,1.1045834961834358e-05,1.5232585708871751e-05,1.178262154458481e-05,1.531215781795669e-05,0.0,1.0821524321348136e-05,1.347698860941491e-05,1.1993193976017588e-05,1.547872881385435e-05,1.531294870894506e-05,1.5287606211211523e-05,8.939370915073753e-06,1.7898227532040938e-05,1.5283122788941523e-05,1.5004763645625881e-05,1.8696882250127313e-05,1.1297064255593947e-05,4.717527714646526e-06,1.0679616634341435e-05,1.71214788618928e-05,1.8749748058176265e-05,1.124171991182682e-05,1.6542995507629393e-05,1.5484955592882455e-05,1.5998397273313508e-05,1.674976878147514e-05,9.706244742741293e-06,1.682163027757641e-05,1.123046007944032e-05,1.6436370171357627e-05,1.3313940489043899e-05,2.0608671114102855e-05,1.395909720847968e-05,9.652992327086311e-06,0.0,1.6023250589011248e-05,4.1053548433101926e-05,1.632393525479606e-05,1.7342030611344796e-05,1.61522510109187e-05,1.207203508670099e-05,1.4692401262956282e-05,1.4893686441476872e-05,2.0964496595978316e-05,1.4920998331682811e-05,6.954719676078457e-06,1.2081471510220913e-05,1.4086187144843097e-05,2.080691792943111e-05,1.4037400824565453e-05,1.5925755725245415e-05,1.3984052447194788e-05,1.5410234398600813e-05,1.7429956254643404e-05,3.061083716370795e-05,1.9870184722310284e-05,8.939370915073753e-06,2.7023021004524643e-05,2.003049003680497e-05,1.689057437504977e-05,3.8812986072894454e-05,3.121666458433942e-05,0.00019864440359928373,1.9364964355421652e-05,1.5328142598959994e-05,1.252625013117857e-05,4.780343546651515e-05,1.1279531078647015e-05,1.5034779722659655e-05,1.5144864929480823e-05,9.991310626696968e-06,6.922564215448588e-05,1.318112300191397e-05,1.5845947865995164e-05,1.1797712140069283e-05,1.3288681688555822e-05,1.4749825433701861e-05,1.539645674485905e-05,1.4044294469541268e-05,1.343235340960943e-05,8.514253034967237e-06,1.5474806753871828e-05,1.1429186994013195e-05,1.1461289057812602e-05,1.0952294346055208e-05,2.9221616700952333e-05,1.2567783424086058e-05,1.482997173906035e-05,1.3900172676028763e-05,1.4933365226784807e-05,1.4740575221080664e-05,1.9310068549490926e-05,1.9271750666231648e-05,1.3351731140598226e-05,0.0,2.369803036822225e-05,1.639652155440815e-05,1.0711321956357737e-05,1.0343695259889848e-05,1.3451907504212366e-05,6.626128099485941e-05,1.6458888138002738e-05,9.859036265968191e-06,1.2081172084429412e-05,1.2472025228092561e-05,1.6407482207268697e-05,1.0980961664471533e-05,1.334675494002788e-05,4.590310470976646e-05,9.349787102161814e-06,3.05888027005496e-05,1.5097200371952164e-05,9.441250010113506e-06,4.256818932314826e-05,2.4791346421324186e-05,1.6097553028276373e-05,1.5144284238382427e-05,1.687828652571584e-05,2.692044194036981e-05,1.4372581253209959e-05,3.283418341492956e-05,1.0624119564241552e-05,1.4732122605820513e-05,1.83888664046226e-05,2.0397497605859524e-05,1.7448300045885533e-05,1.557603898664237e-05,1.543770348549523e-05,1.1355039878613589e-05,1.0266082142373285e-05,1.1880569590014326e-05,8.939370915073753e-06,1.2220750435082256e-05,0.0,9.795148039551043e-06,1.0943637591700284e-05,1.0838780945921644e-05,1.79848887854165e-05,1.775075968363766e-05,4.961944771616316e-05,3.067163684562853e-05,1.5337244801688627e-05,5.2017517593924515e-05,3.111719835901711e-05,4.1117474782435575e-05
Aircraft and spacecraft,6.64233445762584e-07,6.35011595456949e-07,4.802134078429987e-07,7.132330564389932e-07,3.098251101004149e-07,4.369106046728751e-07,5.245447040872121e-07,5.870585977011932e-07,4.259729578371819e-07,6.671671693241007e-07,6.086596624520048e-07,3.6166129659915194e-07,7.157798437432803e-07,3.712413783788764e-07,5.791967622915637e-07,5.614120246750772e-07,5.104961664171069e-07,4.106484092038539e-07,4.543310213178114e-07,5.6700328620144e-07,5.704872907620964e-07,5.171288252936338e-07,4.90369528735197e-07,5.875086323404616e-07,7.219692603351872e-07,5.94856024766069e-07,2.615303830644656e-07,5.641299457518979e-07,6.095773900818584e-07,6.031364250000538e-07,5.133087507199016e-07,5.270844852754716e-07,5.773637969989441e-07,6.275594889993534e-07,3.2127829906332905e-07,0.0,4.528950130024416e-07,5.39272723512146e-07,7.527516755082571e-07,4.199679978675017e-07,5.478320991494481e-07,4.788546122167226e-07,4.694860476767807e-07,3.328351544115177e-07,4.069405280732141e-07,9.102676790147134e-07,4.2117345203879446e-07,4.6269002480649766e-07,4.150619385588597e-07,7.883389221361867e-07,3.636784045267268e-07,6.098088712961267e-07,3.10235103649218e-07,5.955650938913451e-07,3.712413783788765e-07,6.553157549607836e-07,5.568743066322947e-07,3.6562344335756353e-07,4.7365111721110325e-07,6.053897904964441e-07,5.3107261528957e-07,6.067963556091393e-07,5.671960602955832e-07,4.7051911565878747e-07,6.194379744905881e-07,8.054740301811701e-07,5.34649108105788e-07,0.0,2.208248052960238e-07,5.815663918791666e-07,5.677008680915553e-07,3.7618286835436576e-07,3.6407418499768224e-07,5.286259060606647e-07,2.6153038306446556e-07,5.794326847318625e-07,4.751809128149576e-07,4.670237196117898e-07,9.463329627543489e-07,5.920948527235168e-07,5.30191826685283e-07,5.143485756483071e-07,4.918557690815346e-07,5.316181243776761e-07,5.297010289891344e-07,5.301545112239724e-07,3.3403844524059104e-07,5.241843371922238e-07,4.831526790996526e-07,7.526508117603836e-07,5.684300316269548e-07,4.960608801920385e-07,5.815698874920261e-07,6.366300375015965e-07,5.620626137586042e-07,0.0,6.227497714095718e-07,3.6240758958539084e-07,6.093779920249577e-07,5.601615772339965e-07,6.492819174852473e-07,5.615185151902424e-07,1.594987314036279e-06,4.0660672068300854e-07,4.699257032622921e-07,5.423533941008748e-07,4.774216549332878e-07,5.678793018183786e-07,1.5638181631055944e-07,6.213757373780591e-07,5.794326847318625e-07,5.376036218999791e-07,5.396988067336649e-07,5.608488859482466e-06,4.384370818750139e-07,5.590895112901575e-07,5.570517528236363e-07,6.093580526843646e-07,5.401517545939153e-07,4.585457377011204e-07,5.985732736710395e-07,5.031642725948132e-07,4.921863743338639e-07,4.808405642551001e-07,5.952008803051005e-07,0.0,5.180610082019015e-07,9.397743298064458e-07,5.39491155379259e-07,5.661527256595636e-07,7.178537727006012e-07,5.169940035301434e-07,3.208491493725128e-07,5.436224114651602e-07,2.962467501316294e-07,5.407389144586965e-07,5.635374194961451e-07,5.55456074808289e-07,4.79184972670221e-07,5.007686502268145e-07,5.228564283969369e-07,3.123228648399559e-07,5.732144488380944e-07,5.614662019060261e-07,0.0,4.818459957025784e-07,3.7442353357122117e-07,5.668814364549695e-07,4.7463964135012037e-07,3.2158269132703176e-07,5.033618914683482e-07,6.515485590307591e-07,3.256038364499056e-07,2.968135908194893e-07,0.0,5.587074592460498e-07,5.344322858250595e-07,6.144128162144057e-07,5.926581524561973e-07,5.377987017969008e-07,4.752139671977309e-07,3.712413783788763e-07,5.394758545848812e-07,6.009930621500756e-07,4.841664212737393e-07,3.447285885472778e-07,2.615303830644656e-07,6.163355093120271e-07,5.075716475261704e-07,5.961091943886121e-07,1.0355585503747497e-06,5.753866988917967e-07,5.070243724758714e-07,3.3403844524059104e-07,6.051612799973179e-07,5.920948527235171e-07,6.111054378800531e-07,5.720865634657185e-07,3.5140204314389087e-07,5.070243724758712e-07,5.966887935124468e-07,5.514217626805725e-07,5.107680780108861e-07,5.184011817367559e-07,1.594987314036279e-06,0.0,6.294757396170219e-07,4.1479757069355207e-07,6.294173991058594e-07,1.5845733364172248e-06,6.438814672801237e-07,6.693608465566201e-07,5.315947627535704e-07,5.232291730031669e-07,4.143015756303145e-07,5.893580112892056e-07,5.566161822960001e-07,5.56671163747724e-07,5.735454102266312e-07,5.748032645990617e-07,4.688296914453211e-07,5.398607500760914e-07,5.180125065731104e-07,9.030199191191105e-07,6.09307827720284e-07,4.0899334945326097e-07,4.894000187681495e-07,5.576766751540423e-07,4.27774044400248e-07,5.017602837444188e-07,7.876082846747299e-07,4.3854279999277264e-07,6.092112516701641e-07,2.9904485509314333e-07,4.3744750095265645e-07,5.376036218999791e-07,5.75013194049953e-07,2.0624675608112863e-06,6.145657113020557e-07,1.06830327815717e-07,6.33725038397269e-07,3.386650595652987e-07,6.144128162144057e-07,7.330488960829845e-07,5.30191826685283e-07,6.188324766403313e-07,5.753744788113842e-07,4.453899922059754e-07,5.020241293278157e-07,4.1299326102323916e-07,4.316843737193708e-07,5.536135105465597e-07,5.024183696331009e-07,8.804288397428701e-07,6.622951590916615e-07,7.335741632396538e-07
Animal feed ingredients and pet foods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Articles of concrete cement and plaster,1.4791945884461005e-06,4.908787352313589e-06,3.0964824860066366e-06,1.6793971798474747e-07,1.1710448135368583e-06,4.5436406491848753e-08,5.0923261475066015e-06,3.215073528093543e-06,1.4875647162807787e-07,6.379433235166922e-06,2.0175637660283582e-07,8.0111380896624e-08,9.355092213668365e-07,3.1286090967813836e-07,2.7113872471894747e-08,2.5894797581597605e-07,8.201177058544048e-06,7.438725194595302e-08,6.179245315947907e-06,2.605567908919867e-07,4.22200378193567e-06,1.01241681529378e-05,3.141844997537861e-08,4.380668160894807e-06,4.13105233573717e-07,5.590352887925414e-08,2.4487000114304823e-08,2.3321287151712194e-06,1.2552572578055924e-06,2.6636679410858945e-07,4.923357435793187e-06,7.682813051258693e-06,1.1767724838836262e-06,1.0444951858412056e-05,5.878437537783628e-06,4.796712754256136e-07,6.35785598116681e-06,4.807287983783743e-06,2.0175637660283582e-07,3.1286090967813836e-07,1.9695869884442147e-07,4.247549311205418e-06,1.0858833266945444e-05,1.6978378668453942e-06,2.9532730103103223e-06,7.393231079014721e-06,3.871730675838334e-06,4.552806919591002e-06,1.2183729517257936e-07,7.393584928818014e-06,6.490755161881639e-07,9.045200336385933e-07,1.2373926425808592e-06,6.387255340093353e-07,3.7216187375271867e-06,5.237624205808151e-07,8.247137435284701e-08,1.350382092112046e-06,4.4584173159564824e-08,9.192022940025682e-06,1.162562455383716e-06,8.0111380896624e-08,4.796712754256136e-07,9.801859942094392e-07,3.07546021488127e-07,2.6202392897797714e-06,2.2096131572859255e-06,0.0,4.458732381991558e-08,6.70747663976166e-08,6.143039814446083e-06,2.013884800064995e-08,5.936597281000018e-06,2.4887618937194706e-06,2.3617267580073095e-08,3.7072059604521516e-06,9.354652586290197e-08,7.835777200748698e-06,2.1899336260032723e-06,1.929583612789191e-06,2.4887618937194706e-06,4.563128156598586e-08,4.596600696548938e-06,4.1332318817076075e-07,8.94262579288079e-06,4.948871707974472e-06,2.7371277226750495e-07,4.809528136121575e-06,7.152023520253564e-08,1.9872320627010246e-06,8.189606361300801e-08,1.0841105230667312e-06,8.673417080671705e-06,3.689255572087112e-06,9.907775099002495e-06,0.0,1.2971624798999257e-06,3.286148902780635e-08,2.2609166780885636e-06,2.1553108734414334e-08,1.0155959598497955e-05,5.878394206433765e-06,0.0,2.518780008331498e-07,7.978875981576051e-06,1.9901463901827407e-06,4.144824689995585e-07,2.1457844346061507e-06,3.527476481480998e-08,1.553124164306938e-06,4.192197222927681e-06,7.68501967763378e-06,1.3804565630315453e-07,5.618246435571183e-06,1.2853979386126294e-07,8.387915770668215e-06,5.8930555454104505e-06,5.354302377762614e-07,8.627777213859386e-06,3.645158508760804e-06,6.7401602038447265e-06,1.6582335738630315e-06,2.4422823583051945e-06,1.7986311348914925e-06,1.1700708129102187e-06,0.0,7.116695398232609e-06,6.1426653495686565e-06,1.3259681034535315e-07,2.7666903177625407e-08,1.4335247728254924e-07,9.937339599853252e-06,2.4996680421794855e-08,9.20156183215736e-08,3.63046329086725e-06,8.440968713045816e-06,1.5700243471250307e-08,5.336510593314076e-06,1.8983633521626687e-07,1.0649231074451938e-06,3.531589874981177e-08,7.650800011568574e-06,2.523305339530236e-07,9.300670238529025e-06,8.713612283226347e-06,3.2794466277122308e-06,4.86307631106248e-06,1.56592370491274e-07,6.554590225896711e-06,6.53117135535324e-06,9.830798598048794e-06,6.262830674253792e-06,2.12705115931499e-06,1.206018458571857e-06,4.024828906006123e-06,6.940263354253917e-06,1.0690114691609882e-06,4.263651516834553e-06,1.3345598806750404e-07,4.514348719845358e-08,6.545667432248125e-06,8.546553952670505e-07,4.263651516834553e-06,5.196970544858809e-06,7.641887362828807e-06,2.8113114827075283e-06,4.263651516834553e-06,3.6840686051548414e-06,7.758395428838998e-06,9.579247208321172e-06,7.784747067314095e-06,2.6279419874277707e-08,1.0830495573107085e-05,3.271874115541504e-08,5.532270793570688e-06,1.9295836127891924e-06,2.9609393185637585e-06,6.228936144299054e-08,1.3282436597881365e-08,3.1649697563009086e-06,5.144199714987473e-06,4.607065724745193e-06,6.199441566231132e-06,6.175131422328086e-08,3.415240198942349e-06,0.0,3.421000403140797e-06,9.145686966825767e-06,1.7409615453613573e-06,4.0740672609894555e-08,7.3717562673684595e-06,3.9810261567560135e-08,2.6409506622176115e-07,4.961835685452044e-06,1.254889861564225e-06,4.952236574072066e-06,1.3121552309591626e-07,8.751849936303117e-08,2.9145646154686353e-08,6.213892353830534e-06,3.7043718552850253e-07,5.227099757768174e-06,3.1352799365626424e-06,3.675505597346002e-07,2.6622507158931327e-06,5.603314413196223e-06,6.213807900659023e-06,1.3422437556484078e-06,7.277879104959659e-06,3.5061096551001214e-07,9.960320111429615e-06,7.363479184585899e-06,3.2909776518956885e-06,5.86273109647297e-07,1.3106738925868918e-08,5.94006833408587e-06,8.526472486302029e-06,4.148697795839218e-07,4.481910453953091e-06,5.36724970782655e-08,0.0,3.301783620889534e-06,1.6651509848280027e-07,2.7693608100978785e-08,0.0,6.674908576177459e-07,7.015952673813667e-06,2.915909173553256e-07,8.428880680384031e-06,7.838695513989677e-06,1.7468020291320001e-06,7.277879104959659e-06,6.582096758032756e-06,6.138325259716899e-06,6.937605468544401e-06,6.026756888277239e-06
