,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATA,ATF,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BVT,BWA,CAF,CAN,CCK,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CXR,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRE,FRO,FSM,GAB,GAZ,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HMD,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PCN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SGS,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,UMI,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
Accumulators primary cells and batteries,7.281958186960636e-06,0.0006505639689522104,1.0073163367809762e-05,6.8496610685587254e-06,8.869958150958713e-06,9.313087941626912e-06,1.315535639409748e-05,8.300475830083167e-06,8.60503097904855e-06,1.0510241252811298e-05,9.45583121047694e-06,9.709912007104127e-06,7.198944615544127e-06,9.879353995913242e-06,9.585419383718983e-06,8.510818028322059e-06,1.0614953756249251e-05,9.4556294848955e-06,1.1158740812943274e-05,9.361454581881568e-06,1.2102034555978659e-05,1.393124062775226e-05,7.334650361638946e-06,1.9197605442522434e-05,7.531230303726918e-06,9.17743747692442e-06,1.0295199504475915e-05,9.384592158180845e-06,1.3602451900371213e-05,6.694614690486348e-06,9.783177414831472e-06,4.025685215815906e-06,7.711606751007858e-06,1.2072826502815392e-05,4.4272118059462806e-05,0.0,1.026674648250479e-05,1.0101002687202627e-05,8.285970858012913e-06,9.879353995913242e-06,9.635528972256212e-06,9.639045771503724e-06,1.0144486179667637e-05,1.030345009583472e-05,1.0104242377446992e-05,1.0094693784388463e-05,1.0598129084050426e-05,1.015234358882778e-05,9.957887192702841e-06,1.1737001988127929e-05,9.250025861104048e-06,0.00011819966522874291,8.96390523322029e-06,8.43232782093608e-06,9.880701149019578e-06,6.769703373921949e-06,8.66952065454815e-06,9.664196472353965e-06,9.7748182728557e-06,2.0821732247034796e-05,8.728330591955897e-06,9.617520668253542e-06,9.959156572528518e-06,9.665654706620352e-06,3.1840860075322525e-06,9.615199908131939e-06,1.1018973077292222e-05,9.7748182728557e-06,9.16206897614531e-06,9.731324369017913e-06,1.2626486368324935e-05,9.653921309473147e-06,1.0196949302946805e-05,9.393373849668307e-06,1.0314325271330122e-05,1.1042670146724338e-05,9.559830292077712e-06,1.0289465393743282e-05,1.005297613597317e-05,8.496226275540962e-06,9.393373849668307e-06,8.197650751719338e-06,1.1365426590011944e-05,9.363763316876747e-06,1.0203439744185285e-05,1.0010800134735016e-05,1.129026179660057e-05,1.1615178918309506e-05,7.849548969045802e-06,7.617942414868607e-06,9.605479629581152e-06,0.000602037333703977,1.01245094984615e-05,8.321903834188498e-06,1.0249321265652878e-05,0.0,9.216379755351822e-06,0.0003112646912695166,9.440784979845009e-06,1.066938843763312e-05,4.964522230749698e-05,1.0621320061647469e-05,8.896213693112705e-06,1.1435273579362741e-05,1.1114293286483021e-05,9.4246635395789e-06,8.666663929575117e-06,7.951160224092958e-06,8.878566786418589e-06,1.0794850974724952e-05,9.780281511615847e-06,8.83159898385861e-06,1.0868875242283277e-05,8.950772337888657e-06,1.0307670173534089e-05,9.972791739216813e-06,6.739800167874907e-06,1.0022190278036539e-05,1.597171479514305e-05,1.0971589626758162e-05,1.232418736340265e-05,9.933077052600357e-06,9.766656240775738e-06,1.103080440181453e-05,0.0,2.078799528168414e-05,1.021875141639479e-05,9.3924730317852e-06,9.680156956845862e-06,9.511765776706431e-06,1.0175663793999712e-05,6.499331899089988e-06,9.04663630092548e-06,1.0473158267761673e-05,1.2476909571854623e-05,9.475849579306799e-06,7.108100892768643e-06,9.156563989239264e-06,9.855073958751825e-06,9.32289444330072e-06,1.4662642363730114e-05,9.277944557446132e-06,9.864297041302677e-06,1.0045723808593148e-05,1.0079400159511048e-05,9.417591403005081e-06,6.545987299084597e-06,1.277919662016064e-05,1.893243873395867e-05,1.1612736651964565e-05,1.0308899638196211e-05,9.519234857994833e-06,1.249583768563896e-05,1.0571244414063157e-05,1.4074498004330019e-05,0.0002652062776691832,1.0528290332904599e-05,9.347600013554564e-06,9.372431801206039e-06,3.307706036534065e-05,1.1239647481340642e-05,1.0571244414063157e-05,6.267852204703323e-05,0.001609461770346491,2.31160402186788e-05,1.045639477772544e-05,1.149979805951444e-05,1.0972906513447787e-05,1.0127675883430886e-05,1.0348451194719607e-05,9.381195732227781e-06,1.290421499888457e-05,9.44591871206302e-06,8.68136335555817e-06,8.496226275540962e-06,9.580904218596108e-06,1.287852959678638e-05,9.566803627915195e-06,9.7067125351381e-06,1.1057194000691704e-05,1.5032041688683946e-05,1.032945913736583e-05,1.83941130729879e-05,1.0621320061647469e-05,0.0,9.816560244330647e-06,7.5113944220066645e-06,1.0261751327656637e-05,1.72645941451369e-05,9.71084024126734e-06,1.2224804460924397e-05,9.782951561846106e-06,9.442567934553705e-06,1.053526203835956e-05,1.0807821327295527e-05,8.832424148228587e-06,9.74923834014722e-06,9.202265740586279e-06,9.53932590559916e-06,1.0329427360091655e-05,6.621332965758617e-06,1.2085122259293117e-05,1.1046758858767637e-05,6.488119487494693e-06,1.1474243948986322e-05,1.0129178228278557e-05,1.1891443353104e-05,9.185420148888444e-06,1.02475116025351e-05,8.608196215664186e-06,1.0315001745985267e-05,1.0140441697969928e-05,8.540323361692237e-06,9.058150007411895e-06,5.8711041192870576e-06,1.039431003148458e-05,1.0472262142693482e-05,9.465626049220086e-06,1.298161761383957e-05,6.275458392076163e-06,9.347600013554562e-06,7.148550981968299e-06,6.452461802827389e-06,7.266948611222399e-06,9.347600013554562e-06,8.495538878672376e-06,9.319367617372107e-06,6.6254721637735235e-06,1.0345297860024055e-05,1.023068412411219e-05,1.0385922401503333e-05,1.02475116025351e-05,9.623098992129141e-05,1.0333942791039701e-05,1.0690085921825206e-05,1.0980962014508151e-05
Agricultural and forestry machinery,1.359610602916901e-05,2.0045754269371164e-06,2.020935082493047e-06,7.018448350503925e-07,1.2998780009229435e-06,4.468004976024856e-07,1.5767128641684725e-06,2.8488573164302107e-06,1.2680120588263714e-06,1.438677957820762e-06,5.802919443538326e-07,4.167967801378787e-07,1.4308702933745743e-06,5.798518980546882e-07,8.233088926659464e-07,1.5820681667629234e-06,2.4569173937227677e-06,6.424974926195789e-07,4.414319471649028e-06,6.143650074860322e-07,1.686145149409322e-06,7.156968240002852e-06,6.291940795877417e-07,1.4137478013668112e-06,7.308217981009253e-07,1.3907856323452105e-06,5.013781367444427e-07,6.78695663848756e-07,0.0008656288786359767,7.019072473914356e-07,3.9061312711662965e-06,2.9270871762046562e-06,0.0014158620417803777,1.6716972592363285e-06,1.3801562609813227e-05,0.0,2.6364371364360296e-06,7.254565256455188e-07,6.642029939119082e-07,5.798518980546882e-07,5.456950420425498e-07,1.5215270344826497e-06,1.5077932908115982e-06,3.098376407688225e-06,1.4675621512311605e-06,3.469865430166217e-06,1.2779710981537e-06,8.4111483078193e-07,0.0023539593859660188,1.4644865727206077e-06,8.388356201368829e-07,0.000289017224106506,8.864391546038634e-06,2.8630200656067627e-05,5.798518980546882e-07,1.2171309681551822e-06,6.708527416208246e-07,5.112696625878625e-07,3.941633641547504e-07,2.2941919992822e-06,2.973888530590328e-05,8.268380298970132e-07,0.00034520440912026143,2.968930162172915e-06,3.4265258750030304e-05,1.2311080889696919e-06,9.409185087673916e-07,0.0,4.487996456649307e-07,5.389937229461647e-07,1.7171935318829952e-06,6.058196693307658e-07,8.113373585443315e-06,6.770944733280078e-07,4.167967801378786e-07,6.636464073919036e-05,7.288125356758141e-07,1.3701422452593357e-06,1.513209064969536e-06,9.06581975689836e-07,6.463873345354791e-07,1.966103570210887e-06,2.3582943932644422e-06,4.6544752010765575e-07,2.4084233732094014e-06,1.7907994851472355e-06,9.16967439614675e-07,9.273540517631892e-07,7.911140245013504e-07,6.981834402223485e-05,7.964560785573666e-07,0.0025202843755854133,1.6053945624529334e-06,0.00018778490222850797,1.6451304853010055e-06,0.0,6.526067642187787e-07,1.0694342046257943e-05,6.66565211919043e-07,2.1056199129566433e-06,1.6820876084629753e-05,7.018448350503925e-07,6.676241624396037e-07,1.65752158060564e-06,1.5417214395876468e-06,7.885448195781855e-07,1.223909806656478e-06,3.442145714977343e-07,1.0733232810225388e-05,1.5937970364988797e-06,7.793421216935833e-07,6.368642526831675e-07,8.299955226571874e-06,1.2858125136177922e-06,3.6264852749358584e-06,8.944852350331853e-07,1.342105206158619e-06,8.599169627984017e-07,9.32503552024865e-07,2.367968572511493e-06,1.4217537656366894e-06,2.37871038492506e-06,1.892187654968967e-06,9.822328379087898e-07,0.0,7.781897190626045e-06,1.5998313849156645e-06,5.865186194238186e-07,4.814116366452607e-07,5.622465766844607e-07,1.0614753769186497e-06,1.3793709085767642e-06,9.583531366814912e-07,1.9887501555832055e-06,4.446749949689131e-06,3.43876100700888e-06,1.0974811972825185e-06,4.678621297322377e-06,7.354335367716946e-06,7.066287638409853e-07,4.0657840002693544e-06,3.3951052337584453e-06,1.166107384658948e-06,9.786316427791126e-07,2.947639015040328e-06,3.4989019108919723e-06,7.018448350503925e-07,1.2087006500435646e-06,9.436645547536688e-06,1.5247295029368621e-06,3.6305895479668406e-06,9.96492746355499e-07,1.0328349164091518e-06,6.064660550051668e-07,3.1621336343153864e-06,0.00016959236223812113,7.376279100900005e-07,6.153641993868292e-07,5.999314864977476e-07,1.0234104632920833e-05,6.714496095453873e-07,7.438547901398165e-07,1.1597733130713036e-06,2.064147077597275e-06,0.0002627894091938779,2.8571189746289704e-06,8.732516701412736e-06,2.5289166236284424e-06,1.339051585210424e-06,1.4248640596765016e-06,3.869359054266796e-07,1.507793290811598e-06,9.278319047228643e-07,3.952565687303782e-06,9.065819756898362e-07,1.26356277419582e-06,1.1463211281665126e-06,6.380770654110202e-07,7.303016908398585e-07,5.382944932673586e-06,9.820088384813283e-07,5.32526052408685e-06,2.474962450047635e-06,1.1936831719176115e-06,0.0,8.293998983366861e-07,1.717556111738234e-06,4.4298248792494195e-06,0.000971751341638222,4.486028119831251e-07,1.681029882065892e-06,4.3469127248675293e-07,1.3457416214631953e-06,2.4814059273479913e-06,5.096970477685276e-07,6.712878965437306e-06,6.541209843841912e-07,6.27081280097433e-07,5.343299689426076e-07,1.824479262389577e-06,6.983543508289926e-07,2.478887817827142e-06,1.947544397718691e-06,6.144500760535213e-07,1.0159249792445346e-06,1.5661225922957044e-06,3.2961909464896645e-06,1.2773092040689283e-06,6.424974926195789e-07,9.438232677214395e-07,1.3943026828398278e-06,1.2706294358171898e-06,4.233555432620434e-05,3.469093918984153e-06,2.479675146000883e-06,7.377939456913393e-06,9.822114295859191e-07,5.509740171059285e-06,3.397966394323085e-05,5.461774408991612e-07,7.341069359972611e-07,2.5615261006361016e-06,7.018448350503925e-07,8.027618680128636e-07,0.0,1.1305978949790827e-05,8.262502356841945e-06,1.1003188144747293e-06,1.7331870976602153e-06,9.555890301897676e-07,7.767710208577679e-07,1.7389128199631908e-06,2.0056469119410726e-06,1.97010580416587e-06,3.6494161437363566e-06,2.164070688876911e-06
Aircraft and spacecraft,1.1625238324622896e-07,5.664489764262999e-07,1.1882903934204863e-07,1.120124032372932e-07,8.381762230341415e-08,1.203428311571011e-07,1.0456117153013094e-07,1.4237577825207115e-07,8.308489487315517e-08,1.0849859457384471e-07,2.5644052230050836e-07,9.236159334465726e-07,1.0065247844366049e-07,8.759317324450967e-08,1.2431168384101213e-07,1.0994768399927835e-07,1.41127037122201e-07,8.905058727641285e-08,1.3970818336898126e-07,1.1785139010794704e-07,2.249672962630903e-07,9.541665967998022e-08,1.631746901312055e-07,1.0584345267859436e-07,1.1840352073275845e-07,1.1422005105015814e-07,5.205805341685426e-08,1.406630307232723e-07,5.815112808422942e-06,1.1483532992315602e-07,2.3093540166409982e-07,2.923535365048736e-07,1.1570590850928204e-07,1.1140944940434166e-07,5.565801584935764e-08,0.0,8.243133429140055e-08,1.364269883205441e-07,1.1290643045938264e-07,9.350695223868233e-08,1.7607498458841194e-07,8.667691547400489e-08,1.120279287390561e-07,8.046184640562472e-08,8.794912605626149e-08,1.8208999397492093e-07,8.888292878580805e-08,1.4839334763002245e-06,9.81450753176082e-08,1.1717149415955324e-07,6.886903009614071e-08,4.572491885340419e-06,6.673054897668184e-08,1.1658674771844463e-07,8.759317324450967e-08,1.0404325010891315e-07,1.5036907944573103e-07,9.581031872548726e-07,1.0130629428786498e-07,1.1604818728449654e-07,1.1033915468067108e-07,1.2003424901643708e-07,1.0910353952164219e-07,1.104095123982382e-07,1.1599382040272357e-07,1.1701098628089111e-07,1.388957813803206e-07,0.0,5.0551158807405534e-08,1.175476912708133e-07,1.3346884228257014e-07,7.61379130384592e-08,8.06015102125673e-08,1.0674374232842523e-07,5.2058053416854264e-08,1.1552156019254013e-07,1.0149691864603139e-07,2.028362886809538e-06,9.305560488145385e-08,3.5876557904051674e-07,1.0688443194814675e-07,1.4529759747022293e-07,1.6275941914483823e-06,1.059175678358424e-07,1.3028738344515834e-07,1.0691365092538868e-07,6.811331105968614e-08,1.0484184611806966e-07,1.0440778345346963e-07,1.129083451427218e-07,1.0963037335950443e-07,0.005065204343242082,1.4180654580768396e-07,1.1625268702760157e-07,1.3610859416104534e-07,0.0,7.409667810437873e-08,1.1547292901828486e-07,1.2051189901504396e-07,1.0207308353624396e-07,1.0696684735192965e-07,1.1943233324616267e-07,8.076948080418045e-08,1.0320922956818956e-07,1.0413758963620369e-07,9.901831634082049e-08,1.1895205027471106e-07,5.7143870663518856e-08,1.15964111962273e-07,1.1552156019254013e-07,1.1177061996228361e-07,1.6305758209721227e-07,1.1115884817208666e-07,9.225873590333423e-08,1.4143357654672797e-07,9.151225520658974e-08,1.157072771937569e-07,1.0319386539689402e-07,1.063464738500904e-07,1.1218191570811154e-07,1.0467695876036975e-07,1.0282617704974793e-07,1.1329080107891565e-07,1.1057574899096286e-07,0.0,1.399785858648861e-07,1.2068858709344405e-07,1.1499338348325541e-07,1.1002737597014975e-07,1.161151875173854e-07,1.0703195293835488e-07,6.19618142139758e-08,3.225729125652668e-06,5.797618762681581e-08,9.77612725840154e-08,1.744758636586758e-07,1.677930862450824e-07,1.513800140593019e-07,1.0261919150571891e-05,1.0261053331701086e-07,6.277126877280527e-08,1.2377726598705643e-07,1.6675009551633295e-07,0.0,1.2184770612681149e-07,1.929927417936374e-07,1.0787717514319908e-07,1.5418157904335052e-07,6.986600393243213e-08,9.530966532330665e-08,1.6232092944564457e-06,5.8870737098029794e-08,0.00012263924972293926,0.0,2.1645973981557687e-07,1.5917772352166645e-06,1.1627061586268907e-07,1.2549454929014966e-07,1.0692044875173376e-07,1.1392111082998991e-07,8.759317324450963e-08,3.9502430788950145e-06,1.0102998521872648e-07,1.531399946924597e-07,7.287407957928537e-08,5.205805341685424e-08,1.361098273909548e-07,4.20181215960906e-07,1.1350892353903679e-07,4.997576423007796e-07,1.2563688736797387e-07,1.1636990723872121e-07,6.811331105968614e-08,1.2752375608420343e-07,3.5876557904051674e-07,1.1546668243119396e-07,1.1390536141930172e-07,7.748160828108099e-08,1.1636990723872121e-07,1.0961522081920204e-07,1.106212021913196e-07,1.1818506113899695e-07,9.974393858970419e-08,1.1943233324616267e-07,0.0,1.1393620235031542e-07,9.362500405602533e-08,1.2369651266915653e-07,0.0008556220267823438,1.192711949792312e-07,9.385103753845041e-08,1.0257667342321176e-07,1.1304455290981125e-07,1.2926241053097286e-07,8.838364617714621e-08,1.419802949203774e-07,1.5664912573637753e-07,1.568363754544068e-07,1.1626942333201298e-07,1.7526104096767348e-07,9.815717511015875e-08,1.0080950206752035e-07,1.0922446807234169e-07,1.1376674029965008e-07,1.1266211409495971e-07,9.757838390114513e-08,1.0440487295203854e-07,1.2158235833115146e-07,8.645989746931411e-08,1.1421244386084916e-07,9.65486761304122e-08,1.5182922867370035e-06,1.1415621862864872e-07,5.971129472554791e-08,9.456048878630181e-08,1.1177061996228363e-07,1.271675565729899e-07,1.0828325647373953e-07,1.3192728743187065e-07,4.4334403005153624e-08,1.2226546899770298e-07,8.120472854540074e-08,1.1627061586268907e-07,1.1447155468801268e-07,1.0688443194814676e-07,3.595556947895354e-07,1.1643826625378757e-07,1.06688353949921e-07,1.1198670608898685e-07,1.1942296424630095e-07,9.909059467568666e-08,2.0176047812246745e-07,1.0523138292984394e-07,1.1985159460815276e-07,1.0582912161816354e-07,1.1681525713238091e-07
Animal feed ingredients and pet foods,0.0,1.0000000000000036,1.0000000000000036,0.0,1.0000000000000036,0.0,1.0000000000000036,1.000000000000004,1.0000000000000036,0.0,0.0,0.0,1.000000000000003,1.0000000000000036,1.0000000000000029,1.0000000000000036,1.0000000000000027,1.0000000000000036,1.000000000000003,0.0,1.0000000000000027,1.0000000000000038,1.0000000000000036,1.0000000000000038,1.000000000000004,1.000000000000003,0.0,1.0000000000000033,1.000000000000003,0.0,1.000000000000003,1.0000000000000036,1.0000000000000036,1.0000000000000038,1.000000000000004,0.0,1.0000000000000038,0.0,1.000000000000004,0.0,1.0000000000000038,1.0000000000000036,1.0000000000000047,1.000000000000003,1.0000000000000027,1.0000000000000029,1.0000000000000036,1.000000000000003,1.0000000000000038,1.0000000000000036,1.000000000000003,1.0000000000000038,1.0000000000000036,0.0,0.0,0.0,1.0000000000000038,1.0000000000000029,1.0000000000000029,1.000000000000004,1.000000000000003,1.000000000000003,1.000000000000003,1.000000000000003,1.0000000000000022,1.0000000000000036,1.0000000000000036,0.0,1.0000000000000038,1.0000000000000033,1.0000000000000029,1.0000000000000033,1.0000000000000033,0.0,1.0000000000000036,0.0,1.0000000000000029,1.0000000000000038,1.0000000000000038,0.0,1.0000000000000036,1.0000000000000033,1.0000000000000038,0.0,1.0000000000000033,1.000000000000003,1.000000000000003,1.0000000000000038,1.0000000000000036,1.000000000000003,0.0,1.000000000000003,0.0,1.0000000000000033,1.000000000000004,0.0,1.000000000000003,1.0000000000000029,1.0000000000000029,1.000000000000004,1.000000000000004,0.0,1.0000000000000033,1.000000000000003,1.0000000000000024,1.000000000000003,1.0000000000000038,1.0000000000000033,1.000000000000003,1.000000000000003,1.0000000000000033,1.000000000000003,1.0000000000000036,1.000000000000003,1.0000000000000038,0.0,1.0000000000000033,1.000000000000004,1.0000000000000033,1.0000000000000038,1.0000000000000033,1.0000000000000029,1.000000000000003,1.0000000000000033,0.0,1.0000000000000036,1.0000000000000042,1.0000000000000022,1.0000000000000036,1.0000000000000024,1.000000000000004,1.000000000000003,1.0000000000000033,1.0000000000000027,1.0000000000000036,1.0000000000000038,0.0,1.0000000000000029,1.000000000000003,1.000000000000003,1.0000000000000033,1.0000000000000033,1.0000000000000038,0.0,1.0000000000000038,1.000000000000003,0.0,1.0000000000000033,1.0000000000000042,1.0000000000000033,1.0000000000000038,1.0000000000000029,1.0000000000000027,0.0,1.000000000000003,1.0000000000000013,1.0000000000000038,1.0000000000000029,1.0000000000000036,1.0000000000000029,0.0,1.0000000000000038,1.0000000000000038,1.0000000000000042,1.000000000000003,0.0,1.0000000000000027,1.0000000000000038,0.0,1.000000000000003,1.0000000000000029,1.000000000000004,1.000000000000004,1.0000000000000027,1.0000000000000036,1.0000000000000036,1.000000000000003,1.0000000000000036,1.0000000000000033,1.0000000000000036,1.000000000000003,1.000000000000003,1.000000000000003,1.000000000000003,0.0,0.0,0.0,1.000000000000003,1.000000000000004,0.0,1.0000000000000038,0.0,1.000000000000004,1.0000000000000029,1.0000000000000036,1.0000000000000029,1.0000000000000036,1.0000000000000033,1.0000000000000027,1.000000000000004,0.0,1.000000000000003,1.0000000000000036,0.0,1.0000000000000029,1.0000000000000027,1.0000000000000038,1.0000000000000027,0.0,1.0000000000000033,1.000000000000004,1.0000000000000036,1.000000000000003,1.0000000000000029,1.0000000000000033,0.0,1.0000000000000033,1.0000000000000033,1.0000000000000029,1.0000000000000033,0.0,1.0000000000000038,1.0000000000000038,1.000000000000003,0.0,1.000000000000003,1.0000000000000029,0.0,1.0000000000000038,1.0000000000000044,0.0,1.0000000000000036,1.000000000000003,1.000000000000004,1.000000000000004,1.000000000000004
Articles of concrete cement and plaster,0.0007955255149266055,2.1042786842103095e-06,1.1962194731367464e-06,3.8637575600555734e-05,8.605859472385059e-07,9.397212560591564e-08,2.8023762074599027e-06,3.4033397893722735e-05,7.501381328423212e-08,3.3290903798907546e-06,6.185733865738582e-06,1.0572113010117072e-07,0.0027194040949764884,1.7108885028476206e-07,5.0252044086670145e-08,1.936949760129715e-07,2.667186567410139e-06,6.202989011528566e-08,7.4302104735289354e-06,1.0271175901504834e-06,1.3155721901579863e-06,2.8703178949406832e-06,3.6693428680931176e-08,4.957904768887175e-06,0.00018086392171760805,2.3234649814088507e-08,2.0921124559031375e-07,1.7983057258587857e-06,0.023714010865339717,5.524039526214566e-05,0.0017292168427401572,4.7146923020079896e-05,0.007402453898046905,2.8476335294140988e-06,3.125430474002635e-06,0.01761456638610176,2.8322171107568847e-06,1.3559820981084663e-06,6.185733865738582e-06,1.7108885028476206e-07,2.741906235932498e-07,0.00030171014635577804,2.779135759245149e-06,1.319082583442707e-06,2.142666384628568e-06,1.0061020588054955e-05,2.4645778406334953e-06,2.561096078006173e-06,2.4344243143567467e-05,2.2172473546852566e-06,1.3130868229290626e-06,0.05497620643528725,0.004630113794221952,0.0006765044826490142,1.369426166583514e-06,0.00024165211186816905,1.2728792114390777e-07,2.2704138059029114e-08,9.128019664007431e-08,2.606575429616476e-06,0.006201488073086295,1.0572113010117072e-07,0.01761456638610176,3.786014812663736e-07,7.897044141828078e-05,1.5401108714360005e-06,1.303040825769052e-06,0.0,8.715100017576297e-08,4.6196708290824666e-08,1.9107163111944315e-06,2.1471468136679418e-08,2.954542229635129e-06,2.222125504749299e-05,2.277607421060796e-07,0.0001039802026278401,2.1643504294749538e-07,6.61990309947478e-06,2.1413100906011563e-06,1.1404489747193162e-06,2.222125504749299e-05,2.4780085236519595e-08,5.2298680631769574e-06,3.4301507534126696e-06,2.381758315733437e-06,2.081994452492128e-06,8.954961228630275e-08,1.9891962399863635e-06,5.4646115511506467e-08,0.0017568085408920864,1.0666299485413012e-07,0.05966728915777388,3.6409962742388715e-06,0.0011487839031966178,2.7653356021093204e-06,0.0,1.3781901684874442e-08,0.005161317336861409,1.3649919022342096e-08,2.9956768687968923e-06,3.125386351378001e-06,0.0,1.3963757416002949e-06,2.124786030127635e-06,6.927951160308055e-07,2.7875111590768733e-07,1.4485512344719485e-06,7.390931211647396e-08,0.006942780982715355,8.058061169404199e-06,5.869274096975322e-06,9.148524983894252e-08,3.0386112745622283e-06,8.72517065736205e-08,3.1567622667768716e-06,2.8742426559462355e-06,0.0003510248254360312,3.6649108377161736e-06,2.917221762256886e-06,3.412013377339382e-06,1.2435611028650514e-06,1.2787766468115212e-06,7.407119253895027e-07,0.0012182271759655398,0.0,2.7444874792601617e-06,2.8349589102023098e-06,1.4497770630096474e-07,2.851072985585731e-07,3.5617637241793063e-07,2.940720897703025e-06,1.246904456344612e-08,6.027416071599045e-08,1.9802176923738976e-06,2.705261946170011e-06,6.096006149171758e-07,1.321291405671622e-05,1.0577116373255381e-07,1.014711657124692e-05,3.6484581102544384e-08,3.2888954950640758e-06,1.7087145142067316e-07,2.7906743999044705e-06,3.6052058544999926e-06,0.0016407702906905215,1.3661525695183252e-06,2.9495181963169675e-05,2.818090020591e-06,2.79974799174828e-06,3.010403322299743e-06,2.821698029980273e-06,9.150188229442138e-07,0.0002671895417763473,2.385259558237628e-06,3.308181777871194e-06,0.05994198386710153,2.5277160745158507e-06,2.30475966018096e-07,3.337089528336626e-08,3.1089110306908905e-06,4.3924859182530977e-07,2.5277160745158507e-06,2.83725746319413e-06,3.1444857445498642e-06,0.010776459062250407,2.5277160745158503e-06,0.000264315717563199,3.4140837779169796e-06,4.305607651252019e-06,2.428458439759226e-06,5.6614385190855065e-08,2.7781285800339673e-06,2.1201376938073057e-08,0.00048198157388716395,1.1404489747193164e-06,1.3987443253205677e-06,4.86881093806794e-08,7.80989446159164e-09,2.5056802188685328e-06,1.8760094335500752e-06,3.3943239879873725e-06,2.596428027033393e-06,3.193543148614928e-07,1.0809266885228609e-06,0.0,1.6162749890593942e-05,2.6484099901155577e-06,3.295064215354874e-06,0.05310546619632099,6.004823154204508e-08,2.725325510746461e-06,6.322453680014055e-07,1.769486003692716e-07,2.326161880699819e-06,4.8702029278170705e-06,4.707302801345915e-05,2.3069879799273916e-08,7.40770741872974e-08,3.2584398762206333e-08,2.934903317203691e-06,2.6446658139086273e-05,3.073026174469985e-06,1.5088667181750682e-06,0.010623667880276032,1.0149904908527073e-06,2.1822639486601744e-06,3.466925042761081e-06,8.939953110191737e-07,2.759434260268691e-06,2.700039397128944e-07,3.1177134919999395e-06,2.6329561753915113e-06,0.0032844495414353077,3.88044147968708e-07,6.0102253789992355e-09,2.9544185368312764e-06,3.6774712501093304e-06,1.965340017381047e-07,2.366157744825914e-06,4.0831950157058777e-08,0.0,0.001403181594176634,3.1536876940437466e-05,1.0568890852158413e-08,0.0,0.0019970104648316315,0.0013715988538321711,4.9376826538471844e-05,3.4332035491728376e-06,2.3506981508832475e-06,8.370015864033116e-07,2.759434260268691e-06,3.0384876773035214e-06,2.8343791894274604e-06,3.095634360670291e-06,1.703606932632672e-05
